
[00:00:00.000 --> 00:00:03.200]  今天講到的經文是詩篇133
[00:01:40.400 --> 00:01:41.900]  是一種相處的合一
[00:01:41.900 --> 00:01:44.400]  是一個敬拜旅程的合一
[00:01:44.400 --> 00:01:45.900]  因為當時我們是上到
[00:01:45.900 --> 00:01:47.900]  耶路撒冷那個歷程裏面
[00:01:47.900 --> 00:01:49.900]  那種的朝拜
[00:01:49.900 --> 00:01:51.900]  讓我想到當我在
[00:01:51.900 --> 00:01:52.900]  侍奉裏面
[00:01:52.900 --> 00:01:54.400]  我認識的另一個群體
[00:01:54.400 --> 00:01:55.400]  他們去朝拜的時候
[00:01:55.400 --> 00:01:56.400]  都是這樣
[00:01:56.400 --> 00:01:57.400]  去到幾百萬人
[00:01:57.400 --> 00:01:58.900]  他今天都是這樣去朝拜
[00:01:58.900 --> 00:01:59.900]  是沒有分彼此
[00:01:59.900 --> 00:02:01.900]  沒有分貧富貴賤
[00:02:01.900 --> 00:02:02.900]  沒有分甚麼地位
[00:02:02.900 --> 00:02:03.900]  平日可能有分
[00:02:03.900 --> 00:02:04.900]  但是這個歷程
[00:02:04.900 --> 00:02:06.900]  敬拜崇拜的歷程裏面
[00:02:06.900 --> 00:02:08.400]  就沒有分這樣的分別
[00:02:08.400 --> 00:02:09.400]  今天可能你和我有
[00:02:09.400 --> 00:02:10.900]  不同的家庭背景
[00:02:10.900 --> 00:02:11.900]  經濟的狀況
[00:02:11.900 --> 00:02:14.400]  職業或者是不同的條件
[00:02:14.400 --> 00:02:15.400]  但是當我們來到一起
[00:02:15.400 --> 00:02:15.900]  敬拜的時候
[00:02:15.900 --> 00:02:16.900]  我們是合一
[00:02:16.900 --> 00:02:17.900]  我們就一起
[00:02:17.900 --> 00:02:18.900]  是沒有分你我
[00:02:18.900 --> 00:02:20.900]  這樣去相處
[00:02:20.900 --> 00:02:22.900]  這個經文是一個
[00:02:22.900 --> 00:02:24.400]  敬拜的背景
[00:02:24.400 --> 00:02:25.400]  這種的合一
[00:02:25.400 --> 00:02:26.400]  在敬拜裏面的合一
[00:02:26.400 --> 00:02:27.900]  是一個侍奉的合一
[00:02:27.900 --> 00:02:29.400]  經文的一種的組織
[00:02:29.400 --> 00:02:30.400]  不是很難理解
[00:02:30.400 --> 00:02:31.900]  其實是一個的宣告
[00:02:31.900 --> 00:02:33.900]  就是第一節那裏說
[00:02:33.900 --> 00:02:35.900]  看看弟兄和睦同居
[00:02:35.900 --> 00:02:37.400]  是何等的善
[00:02:37.400 --> 00:02:38.400]  何等的美
[00:02:38.400 --> 00:02:39.400]  詩人用了兩個何等
[00:02:39.400 --> 00:02:40.900]  是一個重複的字眼
[00:02:40.900 --> 00:02:42.900]  其實他用一個的何等
[00:02:42.900 --> 00:02:43.900]  他說看看
[00:02:43.900 --> 00:02:46.400]  是何等的善和美
[00:02:46.400 --> 00:02:48.400]  但是詩人他強調
[00:02:48.400 --> 00:02:50.400]  這種是很美善的事情
[00:02:50.400 --> 00:02:52.900]  所以他重複了兩個的何等
[00:02:52.900 --> 00:02:54.900]  或者原文那種的編排裏面
[00:02:54.900 --> 00:02:55.900]  那種的翻譯
[00:02:55.900 --> 00:02:56.900]  應該是這樣說的
[00:02:56.900 --> 00:02:57.900]  他說
[00:02:57.900 --> 00:02:58.900]  看看是何等的善
[00:02:58.900 --> 00:02:59.900]  和何等的美
[00:02:59.900 --> 00:03:00.900]  是甚麼
[00:03:00.900 --> 00:03:02.900]  是弟兄和睦同居
[00:03:02.900 --> 00:03:03.900]  就好像在街邊
[00:03:03.900 --> 00:03:05.900]  我不知道你受不受這些吸引
[00:03:05.900 --> 00:03:06.900]  我就很受這些吸引
[00:03:06.900 --> 00:03:07.900]  看看看看
[00:03:07.900 --> 00:03:08.900]  過來選擇過來選擇
[00:03:08.900 --> 00:03:09.900]  又正又便宜
[00:03:09.900 --> 00:03:11.900]  你不買就你撿輸了
[00:03:11.900 --> 00:03:13.900]  我聽到這些通常都很被吸引
[00:03:13.900 --> 00:03:14.900]  就走過來看看甚麼
[00:03:14.900 --> 00:03:15.900]  我不會想是甚麼
[00:03:15.900 --> 00:03:16.900]  因為這種的
[00:03:16.900 --> 00:03:17.900]  推銷的手法有成功
[00:03:17.900 --> 00:03:19.900]  詩人都好像是這樣
[00:03:19.900 --> 00:03:20.900]  你看看你看看
[00:03:20.900 --> 00:03:21.900]  又正又靚
[00:03:21.900 --> 00:03:22.900]  好美好善的
[00:03:22.900 --> 00:03:23.900]  是甚麼
[00:03:23.900 --> 00:03:24.900]  是弟兄
[00:03:24.900 --> 00:03:25.900]  都包括姊妹
[00:03:25.900 --> 00:03:26.900]  那種和睦的相處
[00:03:26.900 --> 00:03:28.900]  那種合一的相處
[00:03:28.900 --> 00:03:30.900]  弟兄姊妹
[00:03:30.900 --> 00:03:32.900]  這個宣告是聖經裏面
[00:03:32.900 --> 00:03:34.900]  其中一個很重要的宣告
[00:03:34.900 --> 00:03:36.900]  而這種宣告的後面
[00:03:36.900 --> 00:03:37.900]  是兩個的比喻
[00:03:37.900 --> 00:03:38.900]  剛才已經讀了
[00:03:38.900 --> 00:03:39.900]  在第二和第三節
[00:03:39.900 --> 00:03:41.900]  就是說到阿倫
[00:03:41.900 --> 00:03:43.900]  這種的高末阿倫
[00:03:43.900 --> 00:03:45.900]  和黑門山的甘露
[00:03:45.900 --> 00:03:47.900]  在這兩節經文裏面
[00:03:47.900 --> 00:03:49.900]  有三個字眼是重複的
[00:03:49.900 --> 00:03:52.900]  是流到鬍鬚和流到他的衣襟
[00:03:52.900 --> 00:03:54.900]  在第三節那個字
[00:03:54.900 --> 00:03:55.900]  降在石鞍山
[00:03:55.900 --> 00:03:57.900]  其實都是同一個字
[00:03:57.900 --> 00:03:58.900]  都是一種降臨
[00:03:58.900 --> 00:03:59.900]  一種流露
[00:03:59.900 --> 00:04:01.900]  一種傳遞的意思
[00:04:01.900 --> 00:04:03.900]  所以詩人用了幾個字去重複
[00:04:03.900 --> 00:04:05.900]  去說到這種流露
[00:04:05.900 --> 00:04:07.900]  降在石鞍山裏面
[00:04:07.900 --> 00:04:09.900]  第二節其實是說
[00:04:09.900 --> 00:04:11.900]  阿倫的就職禮
[00:04:11.900 --> 00:04:12.900]  因為這種貴重的高遊
[00:04:12.900 --> 00:04:14.900]  不是普通的遊
[00:04:14.900 --> 00:04:18.900]  是一個被安納為大祭司的高遊
[00:04:18.900 --> 00:04:20.900]  是一種神所指示
[00:04:20.900 --> 00:04:21.900]  是特定的做法
[00:04:21.900 --> 00:04:23.900]  一般人是不可以這樣去製造
[00:04:23.900 --> 00:04:26.900]  不可以應用在他們的高末上面
[00:04:26.900 --> 00:04:30.900]  只是在君王、祭司、先知的高末裏面使用
[00:04:30.900 --> 00:04:32.900]  所以這是一個很貴重
[00:04:32.900 --> 00:04:34.900]  一個很特別的情況裏面
[00:04:34.900 --> 00:04:36.900]  一種的高末
[00:04:36.900 --> 00:04:38.900]  第三節的比喻
[00:04:38.900 --> 00:04:41.900]  就是說到一種自然的狀況
[00:04:41.900 --> 00:04:43.900]  因為我們會說到
[00:04:43.900 --> 00:04:45.900]  其實合一是甚麼呢
[00:04:45.900 --> 00:04:48.900]  在這種姐妹相交裏面
[00:04:48.900 --> 00:04:50.900]  是一個甚麼情況呢
[00:04:50.900 --> 00:04:52.900]  是一個很特殊的狀況
[00:04:52.900 --> 00:04:54.900]  詩人用了這兩種比喻去形容
[00:04:54.900 --> 00:04:56.900]  這種合一是很重要
[00:04:56.900 --> 00:04:58.900]  這個黑門山
[00:04:58.900 --> 00:05:02.900]  是一個有海拔九千呎這麼高的高山
[00:05:02.900 --> 00:05:04.900]  但石鞍山只有大概一千呎
[00:05:04.900 --> 00:05:06.900]  所以是一個很大的差距
[00:05:06.900 --> 00:05:07.900]  一個很高
[00:05:07.900 --> 00:05:09.900]  相對九倍左右
[00:05:09.900 --> 00:05:12.900]  但相隔有二百公里這麼遠的距離
[00:05:12.900 --> 00:05:15.900]  有些識經學家相信可能在現實裏面
[00:05:15.900 --> 00:05:16.900]  在自然的環境裏
[00:05:16.900 --> 00:05:19.900]  未必這種的金路能夠漂流到石鞍山
[00:05:19.900 --> 00:05:21.900]  但是這個經文說到好像
[00:05:21.900 --> 00:05:23.900]  可能這個比喻
[00:05:23.900 --> 00:05:25.900]  或者在原文裏面說到石鞍山
[00:05:25.900 --> 00:05:27.900]  一個眾數的字眼是石鞍眾山
[00:05:27.900 --> 00:05:29.900]  所以其實可能是一個過程
[00:05:29.900 --> 00:05:31.900]  在黑門山到石鞍山之間
[00:05:31.900 --> 00:05:33.900]  突突的石鞍山
[00:05:33.900 --> 00:05:35.900]  即是石鞍眾山是一個過程
[00:05:35.900 --> 00:05:37.900]  一直這樣流露下去
[00:05:37.900 --> 00:05:39.900]  很多的原因在裏面解釋
[00:05:39.900 --> 00:05:42.900]  有人說到這種流露是很美好的
[00:05:42.900 --> 00:05:43.900]  很善的
[00:05:43.900 --> 00:05:45.900]  這個中年積選的石鞍山
[00:05:45.900 --> 00:05:47.900]  那些雪當溶解的時候
[00:05:47.900 --> 00:05:49.900]  有水這樣漂流下去
[00:05:49.900 --> 00:05:51.900]  是一個很美好的狀況
[00:05:51.900 --> 00:05:53.900]  當我們說合一的時候
[00:05:53.900 --> 00:05:55.900]  或者我們可能要說一下
[00:05:55.900 --> 00:05:57.900]  什麼不是合一
[00:05:57.900 --> 00:05:59.900]  從而作出一個對比
[00:05:59.900 --> 00:06:01.900]  如果說這個題目是一個專題
[00:06:01.900 --> 00:06:04.900]  是一個可以說很久的題目
[00:06:04.900 --> 00:06:06.900]  只不過就我一點點的認識
[00:06:06.900 --> 00:06:07.900]  我想分享一下
[00:06:07.900 --> 00:06:08.900]  什麼不是合一
[00:06:08.900 --> 00:06:11.900]  特別在以色列人的背景裏面
[00:06:11.900 --> 00:06:13.900]  第一我想說
[00:06:13.900 --> 00:06:15.900]  合一不等於統一
[00:06:15.900 --> 00:06:17.900]  今天我們看很多的新聞
[00:06:17.900 --> 00:06:20.900]  看很多的了解世界的大事
[00:06:20.900 --> 00:06:22.900]  如果你看到有些人投票
[00:06:22.900 --> 00:06:24.900]  個個都舉手
[00:06:24.900 --> 00:06:26.900]  不舉手之後會被人抓去坐監
[00:06:26.900 --> 00:06:27.900]  不舉手之後被人抓去打靶
[00:06:27.900 --> 00:06:28.900]  這個不是合一
[00:06:28.900 --> 00:06:30.900]  這個是統一
[00:06:30.900 --> 00:06:32.900]  很多人以為合一就是
[00:06:32.900 --> 00:06:33.900]  個個人都是表現一樣
[00:06:33.900 --> 00:06:35.900]  無論大小事情都是這樣做
[00:06:35.900 --> 00:06:37.900]  因為背後有一種權勢
[00:06:37.900 --> 00:06:39.900]  有一種控制在背後
[00:06:39.900 --> 00:06:41.900]  有時候一個角度
[00:06:41.900 --> 00:06:43.900]  或者一個群體
[00:06:43.900 --> 00:06:45.900]  如果過於統一
[00:06:45.900 --> 00:06:47.900]  其實可能是權勢在背後作怪
[00:06:47.900 --> 00:06:50.900]  令到大家不能夠有一種自由
[00:06:50.900 --> 00:06:53.900]  其實朕信每一個高舉自由
[00:06:53.900 --> 00:06:55.900]  每一個人都是祭司
[00:06:55.900 --> 00:06:57.900]  每一個人都有權去認識
[00:06:57.900 --> 00:06:59.900]  了解解釋聖經
[00:06:59.900 --> 00:07:01.900]  並且有自己信仰的宣言
[00:07:01.900 --> 00:07:02.900]  一種宣告
[00:07:02.900 --> 00:07:05.900]  我們是大同小異的一個群體
[00:07:05.900 --> 00:07:07.900]  我們絕對在大事上
[00:07:07.900 --> 00:07:09.900]  是完全的一致
[00:07:09.900 --> 00:07:11.900]  但是其實下面很多的
[00:07:11.900 --> 00:07:13.900]  多元化的表達
[00:07:13.900 --> 00:07:14.900]  多元化的事供
[00:07:14.900 --> 00:07:16.900]  或者一種執行的方式
[00:07:16.900 --> 00:07:18.900]  其實很多元化可以進行
[00:07:18.900 --> 00:07:20.900]  但是有些人以為
[00:07:20.900 --> 00:07:21.900]  統一就是合一
[00:07:21.900 --> 00:07:23.900]  其實他將他自己的標準
[00:07:23.900 --> 00:07:24.900]  凌駕在上面
[00:07:24.900 --> 00:07:25.900]  他忽略了神
[00:07:25.900 --> 00:07:28.900]  是可以將很多元的恩賜
[00:07:28.900 --> 00:07:30.900]  很多元的一種表達
[00:07:30.900 --> 00:07:32.900]  放在我們的群體當中
[00:07:32.900 --> 00:07:35.900]  今天如果我們每一個都是統一的話
[00:07:35.900 --> 00:07:36.900]  可能每一個回來
[00:07:36.900 --> 00:07:38.900]  都好像韓國的V字面
[00:07:38.900 --> 00:07:40.900]  可能那個髮型都是這樣的髮型
[00:07:40.900 --> 00:07:42.900]  衣著都是這樣的衣著
[00:07:42.900 --> 00:07:43.900]  那有什麼好看呢
[00:07:43.900 --> 00:07:45.900]  今天我們不是一個統一的群體
[00:07:45.900 --> 00:07:47.900]  我們是一個合一的群體
[00:07:47.900 --> 00:07:51.900]  但是合一並不是比較
[00:07:51.900 --> 00:07:53.900]  在以色列的歷史上面
[00:07:53.900 --> 00:07:55.900]  當我們想起他們的祖宗
[00:07:55.900 --> 00:07:57.900]  當我們想起他們的文化背景的時候
[00:07:57.900 --> 00:07:59.900]  有時候比較造成了大的困難
[00:07:59.900 --> 00:08:01.900]  第一個人類歷史
[00:08:01.900 --> 00:08:04.900]  其中一個災難就是戈恩和阿伯
[00:08:04.900 --> 00:08:07.900]  因為他們所獻的祭不同而作出比較
[00:08:07.900 --> 00:08:10.900]  當神欣賞一個不欣賞另一個的時候
[00:08:10.900 --> 00:08:13.900]  是源於他們自己所獻出的時候
[00:08:13.900 --> 00:08:14.900]  有一種對比
[00:08:14.900 --> 00:08:16.900]  為什麼你獻的被讚賞
[00:08:16.900 --> 00:08:18.900]  我獻的不被讚賞
[00:08:18.900 --> 00:08:19.900]  於是我就妒忌
[00:08:19.900 --> 00:08:20.900]  我就懷恨
[00:08:20.900 --> 00:08:21.900]  我就生氣
[00:08:21.900 --> 00:08:25.900]  甚至動了殺機
[00:08:25.900 --> 00:08:26.900]  這種比較是不必要的
[00:08:26.900 --> 00:08:29.900]  合一裡面不等於每個人都一樣
[00:08:29.900 --> 00:08:32.900]  在聖經裡面其實說獻祭很美好
[00:08:32.900 --> 00:08:34.900]  獻祭有錢的人獻多一點
[00:08:34.900 --> 00:08:35.900]  沒錢的人獻少一點
[00:08:35.900 --> 00:08:38.900]  今天我們都不會這樣看哪一個人
[00:08:38.900 --> 00:08:40.900]  雖然下面我們登記了奉獻的名錄
[00:08:40.900 --> 00:08:41.900]  這個不是用來比較
[00:08:41.900 --> 00:08:44.900]  這個是一個accountability的問題
[00:08:44.900 --> 00:08:46.900]  不是比較誰奉獻多一點就厲害一點
[00:08:46.900 --> 00:08:47.900]  誰就淑齡一點
[00:08:47.900 --> 00:08:48.900]  不是這樣的意思
[00:08:48.900 --> 00:08:51.900]  或者我們在侍奉裡面的團隊
[00:08:51.900 --> 00:08:53.900]  有些人覺得站起來就厲害一點
[00:08:53.900 --> 00:08:55.900]  站在下面特別是樓下那些就差一點
[00:08:55.900 --> 00:08:56.900]  下面不知道有沒有人聽到我說話
[00:08:56.900 --> 00:08:57.900]  不是這樣的
[00:08:57.900 --> 00:09:00.900]  這個比較是一種不同的崗位的侍奉
[00:09:00.900 --> 00:09:02.900]  是一種不同的忠心的內容
[00:09:02.900 --> 00:09:05.900]  那個忠心的程度是源於上帝給你有些什麼
[00:09:05.900 --> 00:09:07.900]  你能夠獻上什麼
[00:09:07.900 --> 00:09:10.900]  但是比較卻是一種破壞合一
[00:09:10.900 --> 00:09:12.900]  一種的元素
[00:09:12.900 --> 00:09:13.900]  另一個例子是
[00:09:13.900 --> 00:09:17.900]  有以色列人的第一和第二個王
[00:09:17.900 --> 00:09:19.900]  是蘇羅和大衛
[00:09:19.900 --> 00:09:20.900]  當蘇羅聽到說
[00:09:20.900 --> 00:09:21.900]  我殺到千千
[00:09:21.900 --> 00:09:23.900]  大衛殺到萬萬
[00:09:23.900 --> 00:09:25.900]  心裡面極之的不高興
[00:09:25.900 --> 00:09:26.900]  為什麼我可以做這麼多
[00:09:26.900 --> 00:09:28.900]  他可以比我做更加多
[00:09:28.900 --> 00:09:31.900]  有時候人是看別人多過看自己
[00:09:31.900 --> 00:09:33.900]  他不問自己有沒有忠心去侍奉
[00:09:33.900 --> 00:09:35.900]  他卻是看有些人
[00:09:35.900 --> 00:09:36.900]  嘩 為什麼你這麼厲害
[00:09:36.900 --> 00:09:37.900]  為什麼你這麼聰明
[00:09:37.900 --> 00:09:38.900]  唉 好不行
[00:09:38.900 --> 00:09:40.900]  我要將你拉下來
[00:09:40.900 --> 00:09:41.900]  這個不是一種比較
[00:09:41.900 --> 00:09:43.900]  在以色列人的歷史裡面
[00:09:43.900 --> 00:09:46.900]  第一第二個王出現這些問題
[00:09:46.900 --> 00:09:50.900]  大衛他和他的兒女之間很多很多的問題
[00:09:50.900 --> 00:09:52.900]  很多很多的問題
[00:09:52.900 --> 00:09:55.900]  第三 合一不是誤解
[00:09:55.900 --> 00:09:58.900]  誤解造成很多很多的問題
[00:09:58.900 --> 00:10:00.900]  約瑟是其中一個例子
[00:10:00.900 --> 00:10:02.900]  約瑟也是他們的列祖之一
[00:10:02.900 --> 00:10:05.900]  因為他有一個獨特的背景
[00:10:05.900 --> 00:10:08.900]  因為他媽媽是被他爸爸特別的寵愛
[00:10:08.900 --> 00:10:09.900]  顧子雖然年紀小
[00:10:09.900 --> 00:10:11.900]  但是他爸爸有一點偏心
[00:10:11.900 --> 00:10:14.900]  其實他的問題或多或少和他爸爸
[00:10:14.900 --> 00:10:16.900]  都是媽媽這種情況
[00:10:16.900 --> 00:10:18.900]  是有一個很大的關連
[00:10:18.900 --> 00:10:20.900]  但是因為他穿了彩衣
[00:10:20.900 --> 00:10:23.900]  因為神是在他生命中的命定
[00:10:23.900 --> 00:10:25.900]  將來做很特別的事情
[00:10:25.900 --> 00:10:27.900]  所以他看到的異象
[00:10:27.900 --> 00:10:28.900]  他看到的異夢
[00:10:28.900 --> 00:10:30.900]  他不介意的說出來的時候
[00:10:30.900 --> 00:10:33.900]  他同樣是被誤解
[00:10:33.900 --> 00:10:35.900]  覺得你是誰
[00:10:35.900 --> 00:10:36.900]  你是最小的
[00:10:36.900 --> 00:10:39.900]  為什麼你這樣又說我們都要拜你
[00:10:39.900 --> 00:10:41.900]  為什麼又說要成為大
[00:10:41.900 --> 00:10:43.900]  父母都要向你下拜
[00:10:43.900 --> 00:10:46.900]  這種誤解是不必要的
[00:10:46.900 --> 00:10:48.900]  當我在侍奉的歷程裡面
[00:10:48.900 --> 00:10:51.900]  發覺很多這樣的誤解
[00:10:51.900 --> 00:10:53.900]  有一個例子說到有兩個人
[00:10:53.900 --> 00:10:57.900]  是一個華人一個西人同事
[00:10:57.900 --> 00:11:00.900]  他們同在國際公司裡面工作
[00:11:00.900 --> 00:11:02.900]  同事做得多有時候都會有娛樂
[00:11:02.900 --> 00:11:04.900]  正如我經常都推動娛樂
[00:11:04.900 --> 00:11:06.900]  是一個很好的關係的建立
[00:11:06.900 --> 00:11:08.900]  但是有一次他們就談
[00:11:08.900 --> 00:11:09.900]  有什麼好玩
[00:11:09.900 --> 00:11:10.900]  於是他們想打羽毛球
[00:11:10.900 --> 00:11:12.900]  大家都有些興趣
[00:11:12.900 --> 00:11:15.900]  於是中國人這個華人就問這個西人
[00:11:15.900 --> 00:11:17.900]  你會不會打羽毛球
[00:11:17.900 --> 00:11:18.900]  西人就說會的
[00:11:18.900 --> 00:11:19.900]  我都蠻厲害的
[00:11:19.900 --> 00:11:21.900]  不過西人那種說法
[00:11:21.900 --> 00:11:22.900]  其實他說會多厲害
[00:11:22.900 --> 00:11:23.900]  其實都是玩過
[00:11:23.900 --> 00:11:25.900]  打得到的球就叫OK
[00:11:25.900 --> 00:11:26.900]  厲害就好
[00:11:26.900 --> 00:11:28.900]  但是這個西人就問
[00:11:28.900 --> 00:11:29.900]  那你會不會的
[00:11:29.900 --> 00:11:30.900]  你這麼矮小
[00:11:30.900 --> 00:11:31.900]  你行不行
[00:11:31.900 --> 00:11:33.900]  中國人出於謙虛就說
[00:11:33.900 --> 00:11:35.900]  我大概都可以
[00:11:35.900 --> 00:11:37.900]  其實中國人會打羽毛球
[00:11:37.900 --> 00:11:38.900]  由小學開始訓練
[00:11:38.900 --> 00:11:39.900]  其實個個都是校隊
[00:11:39.900 --> 00:11:41.900]  個個都是可以出去比賽
[00:11:41.900 --> 00:11:43.900]  但是中國人就很謙虛
[00:11:43.900 --> 00:11:44.900]  我都會一點點的
[00:11:44.900 --> 00:11:45.900]  大概可以
[00:11:45.900 --> 00:11:47.900]  於是兩個人興高采烈去打球
[00:11:47.900 --> 00:11:49.900]  打球之下大家就知道形勢
[00:11:49.900 --> 00:11:51.900]  就很明顯的分出來
[00:11:51.900 --> 00:11:53.900]  這個中國人那些球技
[00:11:53.900 --> 00:11:56.900]  就是這樣又長又短又調球
[00:11:56.900 --> 00:11:59.900]  又搞到這個西人走到氣都喘了
[00:11:59.900 --> 00:12:00.900]  於是打羽毛球
[00:12:00.900 --> 00:12:02.900]  這個西人就氣沸沸的罵這個中國人
[00:12:02.900 --> 00:12:03.900]  你又說會一點點
[00:12:03.900 --> 00:12:04.900]  你這麼厲害
[00:12:04.900 --> 00:12:06.900]  你根本就是國家隊這樣的水準
[00:12:06.900 --> 00:12:08.900]  來跟我打
[00:12:08.900 --> 00:12:09.900]  這個中國人就說
[00:12:09.900 --> 00:12:10.900]  你又這麼沙塵
[00:12:10.900 --> 00:12:11.900]  又說會又說行
[00:12:11.900 --> 00:12:12.900]  其實你真的不行
[00:12:12.900 --> 00:12:13.900]  你這個小學雞
[00:12:13.900 --> 00:12:14.900]  是小學班
[00:12:14.900 --> 00:12:16.900]  完全是不行的
[00:12:16.900 --> 00:12:18.900]  這些都是文化的差異
[00:12:18.900 --> 00:12:21.900]  今天有人世界分為兩種人
[00:12:21.900 --> 00:12:22.900]  一種是熱情的人
[00:12:22.900 --> 00:12:23.900]  一種是冷淡的人
[00:12:23.900 --> 00:12:25.900]  熱情的人很喜歡說話
[00:12:25.900 --> 00:12:26.900]  很喜歡跟人擁抱
[00:12:26.900 --> 00:12:28.900]  很喜歡很主動的去出擊
[00:12:28.900 --> 00:12:30.900]  跟人去分享去說話
[00:12:30.900 --> 00:12:32.900]  可能在一個場地
[00:12:32.900 --> 00:12:34.900]  一有他就其他人不用出聲
[00:12:34.900 --> 00:12:36.900]  另一種比較冷靜的人
[00:12:36.900 --> 00:12:37.900]  都是觀察型
[00:12:37.900 --> 00:12:39.900]  都是比較很客套
[00:12:39.900 --> 00:12:41.900]  很被動
[00:12:41.900 --> 00:12:43.900]  有時候如果我們不懂得彼此欣賞的時候
[00:12:43.900 --> 00:12:45.900]  就會彼此一種猜忌
[00:12:45.900 --> 00:12:47.900]  或者一種比較
[00:12:47.900 --> 00:12:48.900]  或者一種誤解
[00:12:48.900 --> 00:12:50.900]  為什麼你這麼沒禮貌
[00:12:50.900 --> 00:12:52.900]  人家說話你又不出聲
[00:12:52.900 --> 00:12:54.900]  當我們參加一個國際團隊的時候
[00:12:54.900 --> 00:12:56.900]  往往都有人提醒我們
[00:12:56.900 --> 00:12:57.900]  你不要整天不出聲
[00:12:57.900 --> 00:12:59.900]  你不出聲人家就以為你呢
[00:12:59.900 --> 00:13:00.900]  有東西藏在心裡面
[00:13:00.900 --> 00:13:01.900]  你很小器鬼
[00:13:01.900 --> 00:13:02.900]  不說出來
[00:13:02.900 --> 00:13:04.900]  但是我們又覺得那些外國人
[00:13:04.900 --> 00:13:05.900]  整天什麼都說
[00:13:05.900 --> 00:13:06.900]  是又說不是又說
[00:13:06.900 --> 00:13:08.900]  總之他的理論就是要贏到為止
[00:13:08.900 --> 00:13:10.900]  好像跟你辯論那樣
[00:13:10.900 --> 00:13:11.900]  很多不同的文化
[00:13:11.900 --> 00:13:12.900]  很多不同的背景
[00:13:12.900 --> 00:13:13.900]  很多不同的經歷
[00:13:13.900 --> 00:13:15.900]  造成了這些誤解
[00:13:15.900 --> 00:13:17.900]  或者一些比較
[00:13:17.900 --> 00:13:19.900]  是不必要
[00:13:19.900 --> 00:13:21.900]  不過有些比較明顯的
[00:13:21.900 --> 00:13:23.900]  合一不是結黨
[00:13:23.900 --> 00:13:25.900]  聖經裡面都有結黨的例子
[00:13:25.900 --> 00:13:27.900]  並且不少
[00:13:27.900 --> 00:13:31.900]  在舊約的文述裡面
[00:13:31.900 --> 00:13:32.900]  講到其中一個結黨
