
[00:00:00.000 --> 00:00:03.860]  我不知道你聽完這首歌之後有甚麼感想
[00:04:01.760 --> 00:04:04.680]  她很希望她住的那座大廈的人
[00:04:04.680 --> 00:04:08.480]  都能夠拿到 講中文的那些 看中文的那些
[00:04:08.480 --> 00:04:12.360]  結果每個月 我追債就沒有被人追
[00:04:12.360 --> 00:04:18.140]  追債就被李太追了 因為她真的很負責任的
[00:04:18.140 --> 00:04:21.700]  這個月底就快讀完了那兩本書
[00:04:21.700 --> 00:04:26.700]  她就會追著我 新的來了沒有 我說還沒有
[00:04:26.700 --> 00:04:35.080]  她說來了就馬上告訴我 她那時疫情期間都照送她
[00:04:35.080 --> 00:04:37.600]  大家戴著口罩 我去她家
[00:04:37.600 --> 00:04:42.300]  她就在門口接了 書就分給那些人
[00:04:42.300 --> 00:04:49.760]  她真的很愛神 很愛人 她是我的代討夥伴
[00:04:49.760 --> 00:04:55.620]  因為她是我們關懷部裏面的一個祈禱小組裏面的成員
[00:04:55.620 --> 00:04:58.300]  很多時候 當我們有弟兄姊妹需要
[00:04:58.300 --> 00:05:04.020]  我們就會請小組的人祈禱 李太是其中一個
[00:05:04.020 --> 00:05:10.200]  她的祈禱是很誠懇 很仔細
[00:05:10.200 --> 00:05:14.500]  真是令到你很有共鳴的
[00:05:14.500 --> 00:05:20.240]  祈完之後 她還會繼續為傳道人牧師祈禱
[00:05:20.240 --> 00:05:22.320]  我和很多會友一起祈禱
[00:05:22.320 --> 00:05:25.980]  他們都是說你為我這件事 那件事
[00:05:25.980 --> 00:05:28.880]  這個需要那個需要 祈禱這樣
[00:05:28.880 --> 00:05:31.020]  祈完之後 那就是阿門了 是不是
[00:05:31.020 --> 00:05:33.880]  她還沒有完的 她就要接著下去
[00:05:33.880 --> 00:05:40.020]  就要為我家庭 為我全家大小祈禱
[00:05:40.020 --> 00:05:43.820]  三十多年都是這樣
[00:05:43.820 --> 00:05:48.380]  所以當我聽到她病了 一次一次的做手術
[00:05:48.380 --> 00:05:54.200]  接著又要再回到療養院 接著進ICU
[00:05:54.200 --> 00:05:59.680]  嘩 都不是很在意 因為她一關一關都過得了
[00:05:59.680 --> 00:06:01.540]  她的小兒子跟我發信息的時候
[00:06:01.540 --> 00:06:04.780]  他說我媽媽是一個戰士來的
[00:06:04.780 --> 00:06:07.960]  你知道嗎 就是戰士來的
[00:06:07.960 --> 00:06:11.340]  你看到那些消防員就是戰士了 是不是
[00:06:11.340 --> 00:06:13.260]  警察也是戰士來的
[00:06:13.260 --> 00:06:17.920]  那些士兵 打仗那些人就是打到底的
[00:06:17.920 --> 00:06:22.440]  她說我媽媽是很奮鬥到底的
[00:06:22.440 --> 00:06:25.820]  一關一關都被她過了
[00:06:25.820 --> 00:06:27.840]  所以我們都以為這次
[00:06:27.840 --> 00:06:32.220]  照樣可以等她推著那個Walker進來坐在最後那一行
[00:06:32.220 --> 00:06:35.420]  還有她的女兒 她的女婿
[00:06:35.420 --> 00:06:40.400]  很感恩李太她幾代都是信耶穌
[00:06:40.400 --> 00:06:43.440]  媽媽一個人她信了
[00:06:43.440 --> 00:06:47.960]  可以帶領丈夫、子女、孫輩
[00:06:47.960 --> 00:06:52.320]  一個一個是真的來教會 不是不來的
[00:06:52.320 --> 00:06:56.960]  現在她的孫輩已經是開始做青年士工那些
[00:06:56.960 --> 00:06:59.720]  幫助、幫忙的領袖來的
[00:06:59.720 --> 00:07:04.660]  有什麼退休會呢 她的孫就做那些女的輔導
[00:07:04.660 --> 00:07:06.240]  因為女的真的很難找
[00:07:06.240 --> 00:07:10.640]  現在我們教會是黃丁 就是很多男的
[00:07:10.640 --> 00:07:16.980]  來到這個位置有時有些女的很想來參加這個退休會
[00:07:16.980 --> 00:07:18.940]  不夠女的輔導
[00:07:18.940 --> 00:07:23.200]  所以我很感恩就是她家裡那些孫
[00:07:23.200 --> 00:07:26.280]  一個一個這樣起來
[00:07:26.280 --> 00:07:31.780]  弟兄姊妹人生都是很多聚散離合的
[00:07:31.780 --> 00:07:35.640]  我為李太的生命獻上感謝給神
[00:07:35.640 --> 00:07:39.860]  讚美神 因為是神興起她的
[00:07:39.860 --> 00:07:44.580]  她八十多歲 好像快要八十四歲
[00:07:44.580 --> 00:07:49.360]  但是她已經走完她應該走的路
[00:07:49.360 --> 00:07:51.820]  打完那個美好的仗
[00:07:51.820 --> 00:07:54.500]  還有就是她守住了主的道
[00:07:54.500 --> 00:07:58.320]  她是很勤力一定來崇拜
[00:07:58.320 --> 00:08:01.120]  一定來主的學 一定去那些小組
[00:08:01.120 --> 00:08:03.860]  如果有祈禱小組 有查經小組
[00:08:03.860 --> 00:08:05.880]  團契她一定去的
[00:08:05.880 --> 00:08:09.220]  她真是對神很忠心到底
[00:08:09.220 --> 00:08:11.260]  我想問一下大家
[00:08:11.260 --> 00:08:15.360]  你人生走到這個階段
[00:08:15.360 --> 00:08:19.880]  你搬過多少次 搬家搬過多少次
[00:08:19.880 --> 00:08:21.300]  搬家
[00:08:21.300 --> 00:08:26.680]  我昨天在看這篇道就數一下自己
[00:08:26.680 --> 00:08:29.160]  十五次
[00:08:29.160 --> 00:08:34.800]  由香港 當然九龍 新界都算了
[00:08:34.800 --> 00:08:37.200]  因為你整個家搬了去
[00:08:37.200 --> 00:08:41.160]  還有就是來美國 再回去香港
[00:08:41.160 --> 00:08:44.620]  又來美國 美國都很多地方走過
[00:08:44.620 --> 00:08:47.120]  讀書的時候 又去一間教會
[00:08:47.120 --> 00:08:51.360]  又來一間教會 總共十五次
[00:08:51.360 --> 00:08:53.700]  我都說難為黃牧師
[00:08:53.700 --> 00:08:57.640]  你知不知道他身邊經常有一百箱書跟著他
[00:08:57.640 --> 00:08:59.520]  一百箱
[00:08:59.520 --> 00:09:01.760]  他是一個讀書人
[00:09:01.760 --> 00:09:04.500]  你信不信他無論去哪裡都好
[00:09:04.500 --> 00:09:06.540]  第一件事找找有沒有書局
[00:09:06.540 --> 00:09:08.540]  書局 譬如在香港
[00:09:08.540 --> 00:09:10.340]  你去飲茶也好 你去吃飯也好
[00:09:10.340 --> 00:09:12.340]  他先看看附近有沒有書局
[00:09:12.340 --> 00:09:14.340]  一見到有書局就
[00:09:14.340 --> 00:09:17.620]  你們先上去吃 我先去逛書局
[00:09:17.620 --> 00:09:19.420]  進去一定有東西出來
[00:09:19.420 --> 00:09:21.740]  手一定有東西拿出來
[00:09:21.740 --> 00:09:23.220]  那時還沒有那麼好
[00:09:23.220 --> 00:09:25.660]  有個手機你可以不用買書
[00:09:25.660 --> 00:09:27.620]  在裏面下載
[00:09:27.620 --> 00:09:31.580]  那時沒有的 你真是要靠看雜誌 看書
[00:09:31.580 --> 00:09:35.080]  看這些報章
[00:09:35.080 --> 00:09:36.620]  一百箱
[00:09:36.620 --> 00:09:38.800]  所以當我離開世界的時候
[00:09:38.800 --> 00:09:44.060]  他真是有過百箱的書可以送給神學院
[00:09:44.060 --> 00:09:50.460]  正道神學院就是他說要送給他們
[00:09:50.460 --> 00:09:55.240]  人生真是很多聚散離合
[00:09:55.240 --> 00:09:57.440]  我最深印象就是
[00:09:57.440 --> 00:09:59.440]  當我要出嫁
[00:09:59.440 --> 00:10:04.180]  我爸爸 當然他很愛我們這幾個子女
[00:10:04.180 --> 00:10:07.520]  和我們一起合力擺酒
[00:10:07.520 --> 00:10:10.000]  請他的朋友 請我的朋友
[00:10:10.000 --> 00:10:12.000]  結束了
[00:10:12.000 --> 00:10:14.000]  他就送我去
[00:10:14.000 --> 00:10:16.000]  你知道那時很流行
[00:10:16.000 --> 00:10:18.660]  樓下是擺酒 樓上是酒店
[00:10:18.660 --> 00:10:20.960]  在上面租一晚酒店
[00:10:20.960 --> 00:10:24.080]  不用回家和老爺奶奶住
[00:10:24.080 --> 00:10:28.980]  自己一晚時間可以在酒店住
[00:10:28.980 --> 00:10:30.980]  我最記得
[00:10:30.980 --> 00:10:33.380]  當我們要休息
[00:10:33.380 --> 00:10:35.380]  他在門口
[00:10:35.380 --> 00:10:37.380]  他就牽著我的手說
[00:10:37.380 --> 00:10:41.320]  女兒 你今天開心嗎?
[00:10:41.320 --> 00:10:44.500]  這就是父親的心腸
[00:10:44.500 --> 00:10:46.740]  當他要嫁一個女兒
[00:10:46.740 --> 00:10:48.200]  嫁走一個女兒
[00:10:48.200 --> 00:10:51.260]  他看看她開心嗎?
[00:10:51.260 --> 00:10:53.260]  開心 當然很開心
[00:10:53.260 --> 00:10:55.940]  當然他就捨不得
[00:10:55.940 --> 00:10:57.940]  但是後來他都知道
[00:10:57.940 --> 00:11:04.200]  我真是安排了一個很好的家庭
[00:11:04.200 --> 00:11:06.200]  但是
[00:11:06.200 --> 00:11:08.200]  18年之後
[00:11:08.200 --> 00:11:12.540]  我母親離開了
[00:11:12.540 --> 00:11:15.040]  爸爸又來跟我說
[00:11:15.040 --> 00:11:18.040]  女兒 你一個人帶著兩個子女
[00:11:18.040 --> 00:11:20.040]  是很難的 我知道很難
[00:11:20.040 --> 00:11:22.040]  不如這樣吧
[00:11:22.040 --> 00:11:24.040]  太辛苦了
[00:11:24.040 --> 00:11:26.040]  你找個人幫一下你
[00:11:26.040 --> 00:11:29.020]  大家知道不是care giver
[00:11:29.020 --> 00:11:33.020]  我又覺得他真的很體貼我
[00:11:33.020 --> 00:11:35.020]  很體諒我
[00:11:35.020 --> 00:11:37.020]  當然那個時間
[00:11:37.020 --> 00:11:39.020]  你不是說找就找到
[00:11:39.020 --> 00:11:41.020]  我們是很難找的
[00:11:41.020 --> 00:11:45.020]  這裡的會友都很想介紹
[00:11:45.020 --> 00:11:47.020]  但後來他自己回答自己
[00:11:47.020 --> 00:11:49.020]  不行不行 你很難的
[00:11:49.020 --> 00:11:51.020]  除非你找個老美
[00:11:51.020 --> 00:11:53.020]  老美你知道
[00:11:53.020 --> 00:11:55.020]  不是中國人就好一點
[00:11:55.020 --> 00:11:57.020]  那些會友是好到這樣
[00:11:57.020 --> 00:11:59.020]  我們的會友很關心
[00:11:59.020 --> 00:12:02.020]  但是我爸爸在那個期間
[00:12:02.020 --> 00:12:05.020]  他知道我小孩又要在教會裡侍奉
[00:12:05.020 --> 00:12:07.020]  他說你要我買菜
[00:12:07.020 --> 00:12:08.020]  我幫你買
[00:12:08.020 --> 00:12:10.020]  如果你要開會
[00:12:10.020 --> 00:12:11.020]  沒空看小孩
[00:12:11.020 --> 00:12:12.020]  你告訴我
[00:12:12.020 --> 00:12:13.020]  我來幫你
[00:12:13.020 --> 00:12:15.020]  或者你送來我那裡
[00:12:15.020 --> 00:12:17.020]  但是他住在Rosemead
[00:12:17.020 --> 00:12:20.020]  每一次都要開一個小時車出去
[00:12:20.020 --> 00:12:22.020]  但是我都很感激
[00:12:22.020 --> 00:12:24.020]  我的父母對我真是很好
[00:12:24.020 --> 00:12:28.020]  但是人生都是要散的
[00:12:28.020 --> 00:12:30.020]  有一天都是要離開的
[00:12:30.020 --> 00:12:35.020]  我不是說很喜歡追長篇劇那些
[00:12:35.020 --> 00:12:37.020]  但是在香港
[00:12:37.020 --> 00:12:39.020]  香港文化你知道嗎
[00:12:39.020 --> 00:12:41.020]  有很多長篇劇的
[00:12:41.020 --> 00:12:43.020]  那種是擺的時間是黃金時間
[00:12:43.020 --> 00:12:45.020]  是什麼時間
[00:12:45.020 --> 00:12:47.020]  你吃飯的時候
[00:12:47.020 --> 00:12:49.020]  你不想追不想看
[00:12:49.020 --> 00:12:50.020]  但是你坐下吃飯
[00:12:50.020 --> 00:12:53.020]  還有你知道香港不會有飯廳
[00:12:53.020 --> 00:12:55.020]  還有什麼客廳
[00:12:55.020 --> 00:12:57.020]  還有什麼家庭廳
[00:12:57.020 --> 00:12:58.020]  一個廳而已
[00:12:58.020 --> 00:12:59.020]  真的吃飯那裡
[00:12:59.020 --> 00:13:00.020]  什麼都那裡了
[00:13:00.020 --> 00:13:03.020]  甚至晚上睡覺都是那裡
[00:13:03.020 --> 00:13:05.020]  鋪在地上睡覺
[00:13:05.020 --> 00:13:10.020]  所以逼著你會看長篇劇
[00:13:10.020 --> 00:13:15.020]  其實這些長篇劇影響了整個香港的文化
[00:13:15.020 --> 00:13:16.020]  一做家變
[00:13:16.020 --> 00:13:18.020]  說很多人離婚
[00:13:18.020 --> 00:13:22.020]  或者說不知道多少個家庭都是分辨
[00:13:22.020 --> 00:13:24.020]  其實那個意識是很現實
[00:13:24.020 --> 00:13:26.020]  但是不是那麼好
[00:13:26.020 --> 00:13:31.020]  是會有一點帶動了一些負面的東西
[00:13:31.020 --> 00:13:34.020]  但是我喜歡一套長篇劇叫做
[00:13:34.020 --> 00:13:37.020]  萬水千山總是情
[00:13:37.020 --> 00:13:39.020]  記不記得
[00:13:39.020 --> 00:13:41.020]  幾十年前
[00:13:41.020 --> 00:13:42.020]  我跟你說
[00:13:42.020 --> 00:13:43.020]  真是四十幾年前
[00:13:43.020 --> 00:13:44.020]  你說的對
[00:13:44.020 --> 00:13:47.020]  那時候我來到美國的時候讀書
[00:13:47.020 --> 00:13:48.020]  做神學生
[00:13:48.020 --> 00:13:54.020]  就很記得在香港最不捨得放下的就是這套長篇劇
[00:13:54.020 --> 00:13:56.020]  因為我很喜歡這套劇
[00:13:56.020 --> 00:13:58.020]  又喜歡我那首歌
[00:13:58.020 --> 00:13:59.020]  那首歌說
[00:13:59.020 --> 00:14:02.020]  莫說青山多障礙
[00:14:02.020 --> 00:14:04.020]  風也急
[00:14:04.020 --> 00:14:05.020]  風也勁
[00:14:05.020 --> 00:14:07.020]  白雲過山峰
[00:14:07.020 --> 00:14:09.020]  也可傳情
[00:14:09.020 --> 00:14:12.020]  莫說水中多變幻
[00:14:12.020 --> 00:14:14.020]  水也清
[00:14:14.020 --> 00:14:15.020]  水也靜
[00:14:15.020 --> 00:14:17.020]  柔情似水
[00:14:17.020 --> 00:14:19.020]  愛共榮
[00:14:19.020 --> 00:14:23.020]  未怕江風吹散了熱愛
[00:14:23.020 --> 00:14:26.020]  萬水千山總是情
[00:14:26.020 --> 00:14:29.020]  聚散已有天注定
[00:14:29.020 --> 00:14:32.020]  不怨天不怨明
[00:14:32.020 --> 00:14:35.020]  但求有山水共作靜
[00:14:35.020 --> 00:14:39.020]  你知道那組人當然不是顧家輝、黃霑
[00:14:39.020 --> 00:14:41.020]  或者跟著汪明荃
[00:14:41.020 --> 00:14:43.020]  他經常都有些組合是這樣的
[00:14:43.020 --> 00:14:45.020]  為什麼這首歌那麼深刻呢?
[00:14:45.020 --> 00:14:48.020]  因為那時候我是離鄉背井
[00:14:48.020 --> 00:14:50.020]  由香港來到美國讀神學
[00:14:50.020 --> 00:14:53.020]  這些神學生是很刻苦的
[00:14:53.020 --> 00:14:55.020]  還在這裡生下女兒
[00:14:55.020 --> 00:14:57.020]  女兒在這裡出生
[00:14:57.020 --> 00:14:59.020]  有很多事情要習慣的
[00:14:59.020 --> 00:15:00.020]  所以每一次想起
[00:15:00.020 --> 00:15:02.020]  如果媽媽在這裡就好了
[00:15:02.020 --> 00:15:04.020]  如果爸爸在這裡就好了
[00:15:04.020 --> 00:15:06.020]  如果有哪個兄弟姐妹在這裡就好了
[00:15:06.020 --> 00:15:07.020]  可以幫一下我
[00:15:07.020 --> 00:15:11.020]  但是隔了萬重山
[00:15:11.020 --> 00:15:14.020]  隔了很遠的天
[00:15:14.020 --> 00:15:16.020]  但是這首歌
[00:15:16.020 --> 00:15:17.020]  我改了它
[00:15:17.020 --> 00:15:21.020]  我說聚散已有神安排
[00:15:21.020 --> 00:15:24.020]  不要怨天也不要怨明
[00:15:24.020 --> 00:15:30.020]  但是要繼續一生去信靠、信服神
[00:15:30.020 --> 00:15:33.020]  其實我們創造宇宙萬物的神
[00:15:33.020 --> 00:15:37.020]  給了很多大自然一些的恩福我們
[00:15:37.020 --> 00:15:42.020]  有時候你看著天在變化多端的時候
[00:15:42.020 --> 00:15:44.020]  整個雲海
[00:15:44.020 --> 00:15:48.020]  你可以傳遞你的訊息給神
[00:15:48.020 --> 00:15:51.020]  你在天上面已經回到天家
[00:15:51.020 --> 00:15:53.020]  點了名在上面
[00:15:53.020 --> 00:15:55.020]  在這裡和神一起
[00:15:55.020 --> 00:15:56.020]  和祂們說話
[00:15:56.020 --> 00:15:58.020]  也相信祂們在上面
[00:15:58.020 --> 00:16:01.020]  那麼悠悠自在和神一起
[00:16:01.020 --> 00:16:03.020]  祂們學耶穌基督
[00:16:03.020 --> 00:16:05.020]  繼續為我們祈禱
[00:16:05.020 --> 00:16:07.020]  所以我很多次
[00:16:07.020 --> 00:16:10.020]  當我覺得走到人生盡頭的時候
[00:16:10.020 --> 00:16:11.020]  很絕路的時候
[00:16:11.020 --> 00:16:13.020]  很絕望的時候
[00:16:13.020 --> 00:16:15.020]  我就很相信
[00:16:15.020 --> 00:16:17.020]  未絕的
[00:16:17.020 --> 00:16:19.020]  因為耶穌基督為我祈禱
[00:16:19.020 --> 00:16:24.020]  因為那些天使、天君在那裡為我打氣
[00:16:24.020 --> 00:16:26.020]  還有我相信我爸爸、媽媽
[00:16:26.020 --> 00:16:28.020]  我的先生
[00:16:28.020 --> 00:16:30.020]  他們都在那裡為我祈禱
[00:16:30.020 --> 00:16:33.020]  那些力量就出來了
[00:16:33.020 --> 00:16:35.020]  因為我們做基督徒
[00:16:35.020 --> 00:16:39.020]  那種信心和那種確具
[00:16:39.020 --> 00:16:42.020]  那種完全的救恩
[00:16:42.020 --> 00:16:44.020]  就是在艱難裡
[00:16:44.020 --> 00:16:47.020]  你仍然可以繼續尋找
[00:16:47.020 --> 00:16:50.020]  所以不要只哄人信耶穌
[00:16:50.020 --> 00:16:53.020]  你相信你會有平安喜樂
[00:16:53.020 --> 00:16:55.020]  一切都順利了
[00:16:55.020 --> 00:16:56.020]  一切都妥當了
[00:16:56.020 --> 00:16:59.020]  你不會有什麼事發生
[00:16:59.020 --> 00:17:01.020]  你不要只說一邊
[00:17:01.020 --> 00:17:04.020]  基督徒都會遇到難處
[00:17:04.020 --> 00:17:07.020]  基督徒沒有打免疫針
[00:17:07.020 --> 00:17:09.020]  人家遇到災難
[00:17:09.020 --> 00:17:11.020]  我們都一定會遇到
[00:17:11.020 --> 00:17:13.020]  甚至有時候更多
[00:17:13.020 --> 00:17:15.020]  因為神容許這些事發生
[00:17:15.020 --> 00:17:17.020]  要試煉我們的信心
[00:17:17.020 --> 00:17:19.020]  看我們是否還跟著祂
[00:17:19.020 --> 00:17:22.020]  還信靠祂
[00:17:22.020 --> 00:17:24.020]  所以今天這個題目
[00:17:24.020 --> 00:17:29.020]  帶來很多很多的思想
[00:17:29.020 --> 00:17:36.020]  啊,對不起,弄錯了
[00:17:36.020 --> 00:17:38.020]  說到生命中的聚散離合
[00:17:38.020 --> 00:17:40.020]  就讓我想到主耶穌基督
[00:17:40.020 --> 00:17:45.020]  祂是離開天上降世為人
[00:17:45.020 --> 00:17:49.020]  有什麼比在天上
[00:17:49.020 --> 00:17:53.020]  跟神一起做王做神更尊貴
[00:17:53.020 --> 00:17:58.020]  但祂卻是被神差派離開天上
[00:17:58.020 --> 00:18:02.020]  這麼完美的地方降世為人
[00:18:02.020 --> 00:18:06.020]  還去一個木匠的家庭
[00:18:06.020 --> 00:18:10.020]  還在人口統計
[00:18:10.020 --> 00:18:12.020]  本來在拿撒勒都好好的
[00:18:12.020 --> 00:18:15.020]  誰知又要回到自己祖鄉
[00:18:15.020 --> 00:18:17.020]  就是巴黎行
[00:18:17.020 --> 00:18:19.020]  走很遠的路
[00:18:19.020 --> 00:18:22.020]  去到那裡每個人都去報名
[00:18:22.020 --> 00:18:24.020]  上冊
[00:18:24.020 --> 00:18:26.020]  屋都沒得住,酒店都租不到
[00:18:26.020 --> 00:18:29.020]  你有沒有試過去旅行租不到酒店
[00:18:29.020 --> 00:18:31.020]  當然不要緊,現在有Airbnb
[00:18:31.020 --> 00:18:34.020]  但是Airbnb沒有酒店
[00:18:34.020 --> 00:18:36.020]  你真的很徬徨
[00:18:36.020 --> 00:18:38.020]  住什麼都住在車上
[00:18:38.020 --> 00:18:40.020]  如果是旅行車就好一點
[00:18:40.020 --> 00:18:42.020]  不然就很辛苦
[00:18:42.020 --> 00:18:44.020]  還有安全問題
[00:18:44.020 --> 00:18:48.020]  耶穌基督的降生是沒有地方的
[00:18:48.020 --> 00:18:51.020]  最終找到的是一個馬棚
[00:18:51.020 --> 00:18:53.020]  裡面有一個馬槽
[00:18:53.020 --> 00:18:56.020]  就是給動物
[00:18:56.020 --> 00:18:59.020]  裝飾物給動物在那裡吃的地方
[00:18:59.020 --> 00:19:02.020]  是很骯髒很骯髒的
[00:19:02.020 --> 00:19:06.020]  但是耶穌基督為了信服神的旨意
[00:19:06.020 --> 00:19:08.020]  愛我們世人
[00:19:08.020 --> 00:19:10.020]  願意離開這麼美好的地方
[00:19:10.020 --> 00:19:13.020]  來到世上成為人
[00:19:13.020 --> 00:19:15.020]  和我們一起成長
[00:19:15.020 --> 00:19:19.020]  由嬰兒一直到33歲半
[00:19:19.020 --> 00:19:22.020]  但是他在世界上不斷說
[00:19:22.020 --> 00:19:25.020]  我是和我的天父合一的
[00:19:25.020 --> 00:19:29.020]  因為我父作事直到如今
[00:19:29.020 --> 00:19:30.020]  我也作事
[00:19:30.020 --> 00:19:33.020]  而且我做的事是按照他的吩咐
[00:19:33.020 --> 00:19:35.020]  他的指示去做的
[00:19:35.020 --> 00:19:36.020]  他在我裡面
[00:19:36.020 --> 00:19:38.020]  我又在我的父裡面
[00:19:38.020 --> 00:19:40.020]  他雖然離開了天上
[00:19:40.020 --> 00:19:44.020]  但是他和神仍然是一起的
[00:19:44.020 --> 00:19:46.020]  三一真神就是
[00:19:46.020 --> 00:19:48.020]  聖父、聖子、聖靈
[00:19:48.020 --> 00:19:52.020]  所以後來耶穌要升天回到天父那裡
[00:19:52.020 --> 00:19:56.020]  他就祈禱求天父賜下聖靈
[00:19:56.020 --> 00:19:58.020]  好像那首歌「恩雨大降」
[00:19:58.020 --> 00:19:59.020]  賜下聖靈
[00:19:59.020 --> 00:20:02.020]  讓每一個人孝貫我們
[00:20:02.020 --> 00:20:07.020]  然後讓我們可以經歷聖靈的大能
[00:20:07.020 --> 00:20:09.020]  聖靈的同在
[00:20:09.020 --> 00:20:11.020]  最淒涼的是在十字架上
[00:20:11.020 --> 00:20:16.020]  他也經歷天父離開了他
[00:20:16.020 --> 00:20:18.020]  十架七言裡有一句
[00:20:18.020 --> 00:20:22.020]  最難過的就是「神啊神啊
[00:20:22.020 --> 00:20:25.020]  你為什麼離棄我呢?」
[00:20:25.020 --> 00:20:27.020]  他不是說「父啊父啊
[00:20:27.020 --> 00:20:29.020]  為什麼你不理你的兒子?」
[00:20:29.020 --> 00:20:32.020]  他將父變成神
[00:20:32.020 --> 00:20:33.020]  為什麼呢?
[00:20:33.020 --> 00:20:34.020]  因為那一刻
[00:20:34.020 --> 00:20:37.020]  他是背負著全人類的罪
[00:20:37.020 --> 00:20:39.020]  他是釘死在十字架上
[00:20:39.020 --> 00:20:41.020]  流出他的補血
[00:20:41.020 --> 00:20:42.020]  身體張開
[00:20:42.020 --> 00:20:44.020]  為了要救贖我們
[00:20:44.020 --> 00:20:46.020]  所以施洗了汗
