
[00:00:00.000 --> 00:00:02.480]  好 各位親愛的弟兄姊妹 主佑平安
[00:03:48.480 --> 00:03:49.960]  要有一個受苦的心智
[00:03:49.960 --> 00:03:52.080]  我們先看這第一個部分
[00:03:52.080 --> 00:03:54.960]  13節這個反問句
[00:03:54.960 --> 00:03:57.880]  答案是很明顯的
[00:03:57.880 --> 00:03:59.720]  答案一定是沒有人
[00:03:59.720 --> 00:04:01.000]  害我們
[00:04:01.000 --> 00:04:01.880]  對吧
[00:04:01.880 --> 00:04:03.320]  也就是說
[00:04:03.320 --> 00:04:04.880]  如果你是熱心行善的
[00:04:04.880 --> 00:04:06.200]  沒有人會害我們
[00:04:06.200 --> 00:04:08.560]  因為前面12節也說了
[00:04:08.560 --> 00:04:10.960]  詩篇彼得引用說
[00:04:10.960 --> 00:04:14.960]  因為主看眼看藝人看顧藝人
[00:04:14.960 --> 00:04:17.360]  主聽耳聽他們的禱告
[00:04:17.360 --> 00:04:19.800]  所以如果我們熱心行善的話
[00:04:19.920 --> 00:04:21.640]  沒有人會害我們
[00:04:21.640 --> 00:04:24.480]  但事實上如果真是這樣的話
[00:04:24.480 --> 00:04:27.680]  當然我們就非常的喜樂了
[00:04:27.680 --> 00:04:30.320]  但有的時候還會有意外
[00:04:30.320 --> 00:04:31.720]  第14節開始
[00:04:31.720 --> 00:04:32.960]  其實還有一個詞
[00:04:32.960 --> 00:04:33.960]  就是不過
[00:04:33.960 --> 00:04:35.680]  我們的中文合法版
[00:04:35.680 --> 00:04:37.360]  在這點小詞
[00:04:37.360 --> 00:04:38.600]  有的時候會
[00:04:38.600 --> 00:04:42.320]  順著詞意就淹在句子當中
[00:04:42.320 --> 00:04:44.400]  其實從13到14節裡面
[00:04:44.400 --> 00:04:46.200]  有一個轉換
[00:04:46.200 --> 00:04:49.240]  不過表示的就是有例外存在
[00:04:49.920 --> 00:04:50.960]  一般而言
[00:04:50.960 --> 00:04:52.320]  一般情況下
[00:04:52.320 --> 00:04:53.520]  你為義
[00:04:53.520 --> 00:04:55.240]  熱心行善
[00:04:55.240 --> 00:04:57.000]  那就不會有人害你
[00:04:57.000 --> 00:04:58.480]  但還有是例外的
[00:04:58.480 --> 00:05:00.400]  所以在這裡面例外
[00:05:00.400 --> 00:05:00.960]  就是
[00:05:00.960 --> 00:05:03.240]  不過你們為義受苦
[00:05:03.240 --> 00:05:04.960]  也是有福的
[00:05:04.960 --> 00:05:07.960]  即使如此也是有福
[00:05:07.960 --> 00:05:11.240]  說這是個條件句裡面有個假設
[00:05:11.240 --> 00:05:13.280]  你即使為義受苦
[00:05:13.280 --> 00:05:14.760]  這是新漢語的翻譯
[00:05:14.760 --> 00:05:17.560]  呂振中也翻譯說
[00:05:17.560 --> 00:05:20.880]  若你們果真出現了這種意外
[00:05:20.880 --> 00:05:22.280]  果真為義受苦
[00:05:22.280 --> 00:05:25.960]  雖然說這種可能性不大
[00:05:25.960 --> 00:05:28.440]  但是也是會發生的
[00:05:28.440 --> 00:05:31.520]  即使真是發生的
[00:05:31.520 --> 00:05:32.720]  聖經在這裡說
[00:05:32.720 --> 00:05:34.640]  你就有特別的祝福了
[00:05:34.640 --> 00:05:37.240]  因為耶穌也說過
[00:05:37.240 --> 00:05:39.320]  為義受逼迫的人有福了
[00:05:39.320 --> 00:05:41.760]  所以有福的在原文當中
[00:05:41.760 --> 00:05:42.840]  只有一個字
[00:05:42.840 --> 00:05:45.280]  他在希臘文的這種語境當中
[00:05:45.280 --> 00:05:46.200]  是形容的
[00:05:46.240 --> 00:05:47.920]  這種神超凡脫俗的
[00:05:47.920 --> 00:05:48.680]  沒有痛苦的
[00:05:48.680 --> 00:05:50.880]  不會朽壞的特質
[00:05:50.880 --> 00:05:53.200]  所以希臘人他有一個習慣
[00:05:53.200 --> 00:05:55.200]  用這個字來彼此的祝福
[00:05:55.200 --> 00:05:58.200]  祝願別人是得神喜悅
[00:05:58.200 --> 00:06:01.640]  基督徒也用這個詞
[00:06:01.640 --> 00:06:02.640]  注意
[00:06:02.640 --> 00:06:06.440]  他用這個詞是彼此祝福說
[00:06:06.440 --> 00:06:08.520]  你們榮獲神的救恩
[00:06:08.520 --> 00:06:12.480]  所以願你們得從神而來的喜悅
[00:06:12.480 --> 00:06:14.200]  還有福祉
[00:06:15.920 --> 00:06:17.320]  所以從這裡你可以看出來
[00:06:17.320 --> 00:06:19.080]  聖經告訴我們有福
[00:06:19.080 --> 00:06:21.320]  主要是指的一個
[00:06:21.320 --> 00:06:24.160]  救恩語境下的一個屬靈的福氣
[00:06:24.160 --> 00:06:27.760]  這才是為義受逼迫的人
[00:06:27.760 --> 00:06:28.800]  為義受苦的人
[00:06:28.800 --> 00:06:31.120]  應該有的一個看法
[00:06:31.120 --> 00:06:32.440]  就是我們有福了
[00:06:32.440 --> 00:06:34.840]  這個福氣是屬靈的福氣
[00:06:34.840 --> 00:06:37.040]  當然這跟我們中國人理解
[00:06:37.040 --> 00:06:38.720]  這個福氣是不一樣的
[00:06:38.720 --> 00:06:40.560]  曾經有一位姊妹
[00:06:40.560 --> 00:06:42.680]  有點不開心的是
[00:06:42.680 --> 00:06:43.960]  他工作上不順利
[00:06:43.960 --> 00:06:44.680]  所以他就說
[00:06:44.800 --> 00:06:46.960]  說沒找到滿意的工作
[00:06:46.960 --> 00:06:48.800]  而抱怨的說
[00:06:48.800 --> 00:06:50.920]  聖經說的太好聽了
[00:06:50.920 --> 00:06:54.000]  但實際上我們現實當中
[00:06:54.000 --> 00:06:55.400]  從來就沒順過
[00:06:55.400 --> 00:06:57.520]  其實為什麼子妹
[00:06:57.520 --> 00:06:58.800]  有這樣的一個不滿
[00:06:58.800 --> 00:06:59.800]  其實它是一種
[00:06:59.800 --> 00:07:01.640]  用中國人看福氣的看法
[00:07:01.640 --> 00:07:03.200]  來理解聖經裡面
[00:07:03.200 --> 00:07:04.200]  說你有福了的
[00:07:04.200 --> 00:07:05.960]  這種聖經的話語
[00:07:05.960 --> 00:07:07.400]  我們中國人認為
[00:07:07.400 --> 00:07:08.760]  我們是福受其被
[00:07:08.760 --> 00:07:09.600]  就是有福的
[00:07:09.600 --> 00:07:13.520]  我們福也可以說是大順大利等等
[00:07:14.160 --> 00:07:14.960]  可是聖經
[00:07:14.960 --> 00:07:16.320]  如果你用中國文化
[00:07:16.320 --> 00:07:16.880]  這種語境
[00:07:16.880 --> 00:07:18.040]  來理解有福
[00:07:18.040 --> 00:07:20.280]  你就會發現差距很大了
[00:07:20.280 --> 00:07:21.640]  和你的現實經驗
[00:07:21.640 --> 00:07:23.000]  有很多的衝突了
[00:07:23.000 --> 00:07:25.480]  所以你要知道
[00:07:25.480 --> 00:07:27.000]  聖經說福氣
[00:07:27.000 --> 00:07:29.160]  是在一個屬靈的語境當中
[00:07:29.160 --> 00:07:31.120]  屬靈的層面的福氣
[00:07:31.120 --> 00:07:33.520]  而我們中國人理解
[00:07:33.520 --> 00:07:35.040]  文化裡面的理解的福氣
[00:07:35.040 --> 00:07:37.280]  是一個在人生際遇當中的
[00:07:37.280 --> 00:07:38.000]  一個層面
[00:07:38.000 --> 00:07:41.320]  在這點大家要特別的注意
[00:07:41.320 --> 00:07:42.280]  否則的話
[00:07:42.280 --> 00:07:42.960]  你就會認為
[00:07:42.960 --> 00:07:43.920]  聖經很多的話
[00:07:44.040 --> 00:07:45.400]  是不落地的
[00:07:45.400 --> 00:07:47.280]  是不真的
[00:07:47.280 --> 00:07:49.480]  我們的經驗相反的
[00:07:49.480 --> 00:07:50.840]  我們會失望
[00:07:50.840 --> 00:07:51.960]  甚至會抱怨
[00:07:51.960 --> 00:07:53.920]  在這裡面
[00:07:53.920 --> 00:07:55.280]  彼得就展開了一個
[00:07:55.280 --> 00:07:56.640]  非常主要的
[00:07:56.640 --> 00:07:58.320]  一個寶貴的話題
[00:07:58.320 --> 00:08:00.040]  也就是說
[00:08:00.040 --> 00:08:02.160]  如果基督徒非要受苦
[00:08:02.160 --> 00:08:05.560]  那你就唯一受苦好了
[00:08:05.560 --> 00:08:07.920]  你看17節
[00:08:07.920 --> 00:08:10.360]  在這裡面再次的提出了
[00:08:10.360 --> 00:08:11.800]  這個極端的假設
[00:08:11.800 --> 00:08:13.600]  17節說神的旨意
[00:08:13.600 --> 00:08:15.200]  若是叫你受苦
[00:08:15.200 --> 00:08:18.720]  那你就行善受苦好了
[00:08:18.720 --> 00:08:20.480]  總強於行惡受苦
[00:08:20.480 --> 00:08:22.440]  這是17節說的
[00:08:22.440 --> 00:08:25.920]  其實我們看到這段經文
[00:08:25.920 --> 00:08:28.640]  是對於二章的第21節
[00:08:28.640 --> 00:08:30.600]  19到20節的一種
[00:08:30.600 --> 00:08:34.000]  一種因行善而受苦
[00:08:34.000 --> 00:08:36.280]  能忍耐展開了一個論述
[00:08:36.280 --> 00:08:40.120]  這是一個基督徒個人
[00:08:40.120 --> 00:08:42.000]  和一個基督徒群體
[00:08:42.480 --> 00:08:44.120]  都要面對的逼迫
[00:08:44.120 --> 00:08:45.040]  我們怎麼樣面對
[00:08:45.040 --> 00:08:46.640]  逼迫的一個總的原則
[00:08:46.640 --> 00:08:50.680]  這裡面內容就牽扯到一個
[00:08:50.680 --> 00:08:52.120]  你怎麼樣的態度
[00:08:52.120 --> 00:08:53.800]  來去面對受苦
[00:08:53.800 --> 00:08:57.440]  14到第16節
[00:08:57.440 --> 00:08:59.360]  我們就看到這樣的一個界定
[00:08:59.360 --> 00:09:00.440]  什麼態度呢
[00:09:00.440 --> 00:09:04.480]  你不要怕人的危險
[00:09:04.480 --> 00:09:06.480]  也不要驚慌
[00:09:06.480 --> 00:09:08.400]  只要心裡的尊主
[00:09:08.400 --> 00:09:09.800]  基督為聖
[00:09:09.800 --> 00:09:11.720]  有人若問你們
[00:09:11.720 --> 00:09:12.960]  心中盼望的緣由
[00:09:12.960 --> 00:09:14.720]  就要常做準備
[00:09:14.720 --> 00:09:17.320]  以溫柔敬畏的心回答個人
[00:09:17.320 --> 00:09:18.920]  存著無愧的良心
[00:09:18.920 --> 00:09:21.240]  叫你們在何事上被毀謗
[00:09:21.240 --> 00:09:23.320]  就在何事上可以叫那
[00:09:23.320 --> 00:09:24.600]  誣賴你們的人呢
[00:09:24.600 --> 00:09:27.440]  在基督裡面有好品格的人
[00:09:27.440 --> 00:09:29.240]  品行的人自覺羞愧
[00:09:29.240 --> 00:09:34.120]  這個世界上有一種力量
[00:09:34.120 --> 00:09:36.480]  非常懂得怎麼叫你害怕
[00:09:36.480 --> 00:09:40.000]  我不知道大家的人生經驗
[00:09:40.000 --> 00:09:41.320]  和你對歷史的瞭解
[00:09:41.320 --> 00:09:43.760]  以及你對於現實的體會
[00:09:43.760 --> 00:09:45.520]  你有沒有這樣的看法呢
[00:09:45.520 --> 00:09:47.400]  這個世界上真的有個力量
[00:09:47.400 --> 00:09:50.280]  常常的非常的懂得
[00:09:50.280 --> 00:09:52.200]  引發你心中的恐懼
[00:09:52.200 --> 00:09:56.160]  因為你當你恐懼的時候
[00:09:56.160 --> 00:09:58.320]  你就被他所控制
[00:09:58.320 --> 00:10:00.200]  人恐懼的時候
[00:10:00.200 --> 00:10:01.160]  你也要反應
[00:10:01.160 --> 00:10:03.440]  你的反應也在他的計算當中
[00:10:03.440 --> 00:10:05.080]  而且因為你的恐懼
[00:10:05.080 --> 00:10:06.600]  可以被他的指揮棒
[00:10:06.600 --> 00:10:09.320]  來去引導你
[00:10:09.320 --> 00:10:10.760]  走在他的路上
[00:10:10.840 --> 00:10:11.960]  都是因為恐懼
[00:10:11.960 --> 00:10:16.000]  而且恐懼也可以帶給我們一個
[00:10:16.000 --> 00:10:17.520]  自我麻醉
[00:10:17.520 --> 00:10:19.000]  什麼麻醉呢
[00:10:19.000 --> 00:10:21.240]  你眼睛再也不看這個世界
[00:10:21.240 --> 00:10:24.760]  上面的喜怒哀樂
[00:10:24.760 --> 00:10:26.080]  善和惡
[00:10:26.080 --> 00:10:27.720]  你都不想去分辨了
[00:10:27.720 --> 00:10:30.440]  因為你已經被恐懼佔據了
[00:10:30.440 --> 00:10:32.120]  你怕因為這恐懼
[00:10:32.120 --> 00:10:33.320]  去做
[00:10:33.320 --> 00:10:34.800]  你當做的事
[00:10:34.800 --> 00:10:35.920]  說你當說的話
[00:10:35.920 --> 00:10:37.080]  會帶來後果
[00:10:37.080 --> 00:10:38.600]  所以恐懼
[00:10:38.800 --> 00:10:40.800]  這種老道的操縱之術
[00:10:40.800 --> 00:10:43.440]  就在於他緊緊的抓住我們心中
[00:10:43.440 --> 00:10:45.280]  怕喪失這個點上
[00:10:45.280 --> 00:10:46.480]  你怕失去什麼
[00:10:46.480 --> 00:10:49.000]  現在有人專門研究恐懼
[00:10:49.000 --> 00:10:50.840]  帶給我們關係上的破壞
[00:10:50.840 --> 00:10:54.120]  有的時候我們會喪失親情
[00:10:54.120 --> 00:10:56.040]  怕喪失友情
[00:10:56.040 --> 00:10:57.400]  甚至喪失愛情
[00:10:57.400 --> 00:11:01.080]  或者我們心中太看重這些情感
[00:11:01.080 --> 00:11:03.760]  人就用情感來要脅你
[00:11:03.760 --> 00:11:07.200]  如果你不聽我話
[00:11:07.600 --> 00:11:09.080]  你的孩子會怎麼怎麼樣
[00:11:09.080 --> 00:11:10.680]  你的家庭會怎麼怎麼樣
[00:11:10.680 --> 00:11:12.080]  你的親人會怎麼的
[00:11:12.080 --> 00:11:13.520]  你媽媽會怎麼怎麼樣
[00:11:13.520 --> 00:11:18.040]  他們很會用你心中怕喪失
[00:11:18.040 --> 00:11:20.280]  這樣的一點來操縱你
[00:11:20.280 --> 00:11:21.640]  產生恐懼
[00:11:21.640 --> 00:11:24.240]  或者威脅你
[00:11:24.240 --> 00:11:26.720]  金錢上的損失
[00:11:26.720 --> 00:11:29.480]  或者威脅你名譽上受到損失
[00:11:29.480 --> 00:11:30.800]  而你得到的
[00:11:30.800 --> 00:11:32.880]  他威脅你是得到一個污名
[00:11:32.880 --> 00:11:35.280]  敗壞你的名譽
[00:11:36.480 --> 00:11:37.640]  但是在這裡
[00:11:37.640 --> 00:11:42.160]  彼得特別寫給正在面對壓力
[00:11:42.160 --> 00:11:43.840]  和逼迫的小亞細亞教會
[00:11:43.840 --> 00:11:46.200]  說你不要怕人的恐嚇
[00:11:46.200 --> 00:11:49.960]  我們俗語稱恐嚇
[00:11:49.960 --> 00:11:52.280]  其實正文念恐嚇
[00:11:52.280 --> 00:11:54.760]  也不要驚慌
[00:11:54.760 --> 00:11:59.520]  這是一個基督徒很難跨越的
[00:11:59.520 --> 00:12:01.520]  或者勝過自己的地方
[00:12:01.520 --> 00:12:03.440]  因為我們作為一個普通的人
[00:12:03.440 --> 00:12:06.960]  我們常常會被恐嚇所威脅
[00:12:06.960 --> 00:12:08.560]  我們會驚慌
[00:12:08.560 --> 00:12:09.680]  我們會害怕
[00:12:09.680 --> 00:12:13.480]  所以在這裡彼得說你不要
[00:12:13.480 --> 00:12:17.320]  我們很難做到
[00:12:17.320 --> 00:12:20.560]  但重要的是彼得說你要的部分
[00:12:20.560 --> 00:12:23.920]  你有沒有小心去行去做到
[00:12:23.920 --> 00:12:25.240]  他要什麼
[00:12:25.240 --> 00:12:29.120]  要心理尊主基督為聖
[00:12:30.760 --> 00:12:33.800]  這句話往往是我們很少去想
[00:12:33.800 --> 00:12:36.720]  怎麼叫做尊主為聖
[00:12:36.720 --> 00:12:42.760]  其實那個意思就是你以神為神
[00:12:42.760 --> 00:12:45.280]  你尊耶穌基督為主
[00:12:45.280 --> 00:12:47.880]  承認他的寶座
[00:12:47.880 --> 00:12:50.560]  高於世上任何的權位
[00:12:50.560 --> 00:12:54.000]  這位萬王之王萬主之主
[00:12:54.000 --> 00:12:57.480]  他有權按照自己命定的事來行事
[00:13:01.080 --> 00:13:03.400]  這就是你心理尊主為聖
[00:13:03.400 --> 00:13:06.360]  非常不容易的
[00:13:06.360 --> 00:13:08.760]  因為你在世上很容易遇到
[00:13:08.760 --> 00:13:10.480]  你認為他權力比你大
[00:13:10.480 --> 00:13:12.280]  他掌控著你的生死
[00:13:12.280 --> 00:13:14.800]  你就怕他怕得不得了
[00:13:14.800 --> 00:13:16.520]  但聖經總是教導我們說
[00:13:16.520 --> 00:13:17.480]  在他之上
[00:13:17.480 --> 00:13:19.800]  還有一個上帝比他權更大
[00:13:19.800 --> 00:13:23.480]  所以聖經也說
[00:13:23.480 --> 00:13:25.000]  殺身體不能殺靈魂的
[00:13:25.000 --> 00:13:26.120]  你不要怕他
[00:13:26.120 --> 00:13:27.920]  但是我們往往就怕這個
[00:13:28.880 --> 00:13:30.760]  我們怕的就是殺身體的
[00:13:30.760 --> 00:13:31.040]  但是
[00:13:31.040 --> 00:13:34.320]  聖經告訴我們
[00:13:34.320 --> 00:13:35.720]  不要怕
[00:13:35.720 --> 00:13:39.520]  因為我們所信的那一位
[00:13:39.520 --> 00:13:42.880]  比這世上任何的君王權柄都要大
[00:13:42.880 --> 00:13:48.240]  這是我們生活當中
[00:13:48.240 --> 00:13:52.080]  真的不是想一想
[00:13:52.080 --> 00:13:54.400]  明白懂了就可以的
[00:13:54.400 --> 00:13:56.520]  而是真的你不要怕
[00:13:56.520 --> 00:13:57.720]  那世上的權柄
[00:13:57.760 --> 00:14:00.600]  而要尊主為大
[00:14:00.600 --> 00:14:02.720]  以他為王
[00:14:02.720 --> 00:14:04.720]  以他為神
[00:14:04.720 --> 00:14:12.360]  這就是我們基督徒在世上為人
[00:14:12.360 --> 00:14:14.800]  能夠持守信仰
[00:14:14.800 --> 00:14:17.200]  走下去的一個最根本的原因
[00:14:17.200 --> 00:14:18.880]  其次
[00:14:18.880 --> 00:14:21.440]  不論是個人和教會
[00:14:21.440 --> 00:14:23.560]  你都要準備好
[00:14:23.560 --> 00:14:25.120]  為你的信仰而辯護
[00:14:25.120 --> 00:14:27.040]  只不過你的辯護
[00:14:27.040 --> 00:14:28.040]  要注意你的態度
[00:14:28.040 --> 00:14:30.120]  不是咄咄逼人的那種爭吵
[00:14:30.120 --> 00:14:30.960]  那種攻擊
[00:14:30.960 --> 00:14:33.520]  撒潑
[00:14:33.520 --> 00:14:36.120]  而是存著溫柔
[00:14:36.120 --> 00:14:39.080]  和敬畏神的那種態度
[00:14:39.080 --> 00:14:41.760]  而且有一個無愧的良心
[00:14:41.760 --> 00:14:45.960]  這些都是一種防護性
[00:14:45.960 --> 00:14:48.560]  當別人攻擊你的時候
[00:14:48.560 --> 00:14:50.320]  這個世界攻擊你的時候
[00:14:50.320 --> 00:14:53.080]  你應該有的心態
[00:14:53.080 --> 00:14:55.960]  不見得你說什麼
[00:14:56.040 --> 00:14:58.640]  但你生命的本身就是一種見證
[00:14:58.640 --> 00:15:01.640]  就是一種為你的信仰來辯護
[00:15:01.640 --> 00:15:04.480]  人會問你問題的
[00:15:04.480 --> 00:15:08.120]  你就用溫柔敬畏的心來回答他
[00:15:08.120 --> 00:15:11.120]  溫柔的心是
[00:15:11.120 --> 00:15:14.280]  對於問你話的人
[00:15:14.280 --> 00:15:16.360]  而敬畏的心
[00:15:16.360 --> 00:15:19.400]  首先是敬畏你的上帝
[00:15:19.400 --> 00:15:20.520]  以他為神
[00:15:20.520 --> 00:15:25.680]  而且你良心裡面如果無愧
[00:15:27.040 --> 00:15:29.000]  那也就是你的信仰
[00:15:29.000 --> 00:15:30.680]  和你的教會
[00:15:30.680 --> 00:15:33.720]  群體可以在這世界上見證神
[00:15:33.720 --> 00:15:35.360]  榮耀他名的機會
[00:15:35.360 --> 00:15:39.680]  在這裡面你才能夠
[00:15:39.680 --> 00:15:42.200]  你們被毀謗的時候
[00:15:42.200 --> 00:15:43.760]  那些誣告你們的人
[00:15:43.760 --> 00:15:44.640]  這些
[00:15:44.640 --> 00:15:47.960]  誣告你們在基督裡面有好品行的人
[00:15:47.960 --> 00:15:48.920]  就羞愧了
[00:15:48.920 --> 00:15:54.840]  這可能不是現在的
[00:15:55.720 --> 00:15:57.440]  也許他現在不會羞愧
[00:15:57.440 --> 00:16:01.240]  最重要的這可能是指向了一個漠視性
[00:16:01.240 --> 00:16:03.920]  因為你看到下面
[00:16:03.920 --> 00:16:06.080]  我們下次再講的4章7節
[00:16:06.080 --> 00:16:07.680]  就是萬物的結局進了
[00:16:07.680 --> 00:16:09.160]  有什麼不能等的
[00:16:09.160 --> 00:16:11.560]  現在萬物的結局已經進了
[00:16:11.560 --> 00:16:13.960]  所以他的羞愧也許出現在
[00:16:13.960 --> 00:16:16.080]  將來他面對上帝審判的時候
[00:16:16.080 --> 00:16:16.920]  他的羞愧
[00:16:16.920 --> 00:16:18.200]  而不是今天
[00:16:18.200 --> 00:16:19.280]  他誣告你了
[00:16:19.280 --> 00:16:21.480]  他馬上就良心不安羞愧了
[00:16:21.480 --> 00:16:22.280]  不見得的
[00:16:25.880 --> 00:16:27.240]  主在來的時候
[00:16:27.240 --> 00:16:30.000]  一切加在神子民身上的
[00:16:30.000 --> 00:16:32.480]  那些冤屈都會昭雪
[00:16:32.480 --> 00:16:35.880]  所以古往今來
[00:16:35.880 --> 00:16:38.880]  我認為苦難神學最重要的
[00:16:38.880 --> 00:16:40.040]  一個支點
[00:16:40.040 --> 00:16:41.920]  也就是談論苦難
[00:16:41.920 --> 00:16:44.920]  最終回到的就是漠視的審判
[00:16:44.920 --> 00:16:46.560]  沒有這個支撐
[00:16:46.560 --> 00:16:50.440]  我們完全不能面對著世界上邪惡
[00:16:50.440 --> 00:16:52.920]  也不能接受和理解
[00:16:52.920 --> 00:16:55.080]  為什麼上帝會許可
[00:16:55.440 --> 00:16:57.720]  這個世界上有那麼多的邪惡的人
[00:16:57.720 --> 00:16:58.520]  亨通
[00:16:58.520 --> 00:17:01.000]  而善良之輩被欺壓
[00:17:01.000 --> 00:17:04.880]  所以完全沒有漠視性的向度
[00:17:04.880 --> 00:17:07.000]  彼得在這裡讓我們的忍耐
[00:17:07.000 --> 00:17:08.520]  和良好的態度
[00:17:08.520 --> 00:17:11.320]  就是一個非常殘酷不義的
