
[00:00:00.000 --> 00:00:04.680]  好,各位導演,前輩,早晨,我們又開始這個專題講座了
[00:04:27.160 --> 00:04:29.840]  你做什麼就有報應
[00:04:29.840 --> 00:04:32.120]  這個某個程度是對的
[00:04:32.120 --> 00:04:33.200]  但是我們的得救
[00:04:33.200 --> 00:04:35.480]  不是在乎我們做多少好事,對不對?
[00:04:35.480 --> 00:04:37.800]  不過神是會按照我們所做的
[00:04:37.800 --> 00:04:38.760]  來報應各人
[00:04:38.760 --> 00:04:40.040]  這裡就很清楚了
[00:04:40.040 --> 00:04:43.960]  祂要照各人的行為來報應各人
[00:04:43.960 --> 00:04:46.440]  這個比喻就是他們是很熟悉的
[00:04:46.440 --> 00:04:47.080]  記住
[00:04:47.080 --> 00:04:50.720]  比喻一定是跟他們當地的人有關的
[00:04:50.720 --> 00:04:52.640]  這樣就容易明白,對不對?
[00:04:52.640 --> 00:04:55.760]  所以也感恩我去港島的時候
[00:04:55.760 --> 00:04:57.400]  特別是在香港來的那些
[00:04:57.400 --> 00:04:59.080]  也比較容易去聽
[00:04:59.080 --> 00:04:59.480]  為什麼?
[00:04:59.480 --> 00:05:01.440]  我現在說的可能是香港的事情
[00:05:01.440 --> 00:05:03.280]  大家就容易去明白
[00:05:03.280 --> 00:05:05.800]  如果不是的話,他就不太明白了
[00:05:05.800 --> 00:05:06.760]  可以很久的那些
[00:05:06.760 --> 00:05:08.120]  不過不要緊,我也會聽得明白的
[00:05:08.120 --> 00:05:10.200]  但是不知道我背後有什麼說話
[00:05:10.200 --> 00:05:11.440]  好了,這裡就說到
[00:05:11.440 --> 00:05:14.120]  萬民在你面前將他們分別出來
[00:05:14.120 --> 00:05:16.600]  好像綿羊和山羊一樣
[00:05:16.600 --> 00:05:18.200]  將他們分出來
[00:05:18.200 --> 00:05:20.760]  如果你留意到在《二世傑書》
[00:05:20.760 --> 00:05:22.760]  也有說到這件事
[00:05:22.760 --> 00:05:24.640]  會將綿羊和山羊
[00:05:24.640 --> 00:05:27.920]  其實我們不是養慣羊
[00:05:27.920 --> 00:05:29.680]  我們只是出現吃羊腩煲
[00:05:29.680 --> 00:05:31.280]  但我們不是很清楚哪些叫綿羊
[00:05:31.280 --> 00:05:32.720]  哪些叫山羊
[00:05:32.720 --> 00:05:36.240]  有時候那個外表很可能是一樣的
[00:05:36.240 --> 00:05:38.640]  但是其實真正的主人
[00:05:38.640 --> 00:05:40.480]  他就會分得出來
[00:05:40.480 --> 00:05:44.680]  原來綿羊他們的質素是比較高的
[00:05:44.680 --> 00:05:46.400]  那些毛會比較多
[00:05:46.400 --> 00:05:48.400]  我們做的羊毛衣
[00:05:48.400 --> 00:05:50.680]  大部分是綿羊的
[00:05:50.680 --> 00:05:52.800]  山羊的毛是沒那麼好的
[00:05:52.800 --> 00:05:55.960]  還有山羊是沒那麼耐寒的
[00:05:55.960 --> 00:05:57.520]  所以往往那時候那些牧羊人
[00:05:57.520 --> 00:05:58.920]  晚上的時候
[00:05:58.920 --> 00:06:01.640]  如果綿羊仍然可以放在外面
[00:06:01.640 --> 00:06:03.320]  來帶去休息的
[00:06:03.320 --> 00:06:04.840]  但是山羊就不行了
[00:06:04.840 --> 00:06:06.680]  要帶回去山洞那裡
[00:06:06.680 --> 00:06:08.960]  讓牠們來帶去休息
[00:06:08.960 --> 00:06:11.600]  好了,很自然地
[00:06:11.600 --> 00:06:14.400]  綿羊在他們心目中就代表了
[00:06:14.400 --> 00:06:18.120]  是尊貴,是好的,質素高的
[00:06:18.120 --> 00:06:20.040]  山羊就代表了
[00:06:20.040 --> 00:06:23.760]  是較為歪癖,而且沒那麼好的
[00:06:23.760 --> 00:06:27.920]  正如我們都會用一些動物來形容人
[00:06:27.920 --> 00:06:29.080]  哇,你這麼笨
[00:06:29.080 --> 00:06:30.960]  用什麼來形容?
[00:06:30.960 --> 00:06:32.040]  大家都很熟悉
[00:06:32.040 --> 00:06:33.440]  豬這麼笨,是不是?
[00:06:33.440 --> 00:06:35.280]  我們用來就是去豬
[00:06:35.280 --> 00:06:37.760]  你有懶,吃飽就睡飽就吃
[00:06:37.760 --> 00:06:39.640]  都是用什麼來形容?
[00:06:39.640 --> 00:06:40.320]  豬
[00:06:40.320 --> 00:06:42.320]  很勤奮的,用什麼?
[00:06:42.320 --> 00:06:43.120]  是啦,是啦,是啦
[00:06:43.120 --> 00:06:43.960]  大家就會明白了
[00:06:43.960 --> 00:06:46.720]  我們大家就會熟悉這些情況
[00:06:46.720 --> 00:06:51.000]  王就和右邊那個人說
[00:06:51.000 --> 00:06:54.520]  你們這些綿羊是好的
[00:06:54.520 --> 00:06:56.040]  你們留意到是怎麼樣的嗎?
[00:06:56.040 --> 00:06:59.040]  我們再讀第34節,好嗎?
[00:06:59.040 --> 00:07:02.400]  「於是王要向那右邊的船
[00:07:02.400 --> 00:07:05.160]  你們者無我父子攻擊
[00:07:05.160 --> 00:07:07.920]  我來承受那喪世如來
[00:07:07.920 --> 00:07:10.600]  為你們所預備的國」
[00:07:10.600 --> 00:07:12.200]  這裡你看到一樣很重要的
[00:07:12.200 --> 00:07:13.720]  就是什麼呢?
[00:07:13.720 --> 00:07:15.560]  原來神的祝福
[00:07:15.560 --> 00:07:17.960]  是一早已經為我們預備的
[00:07:17.960 --> 00:07:18.960]  祂說到
[00:07:18.960 --> 00:07:20.480]  「你們亦無我父子復」
[00:07:20.480 --> 00:07:22.200]  「可以來承受」
[00:07:22.200 --> 00:07:23.720]  「喪世如來」
[00:07:23.720 --> 00:07:26.000]  「為你們所預備的國」
[00:07:26.000 --> 00:07:27.000]  原來這個祝福是
[00:07:27.000 --> 00:07:28.120]  我們還沒出現的時候
[00:07:28.120 --> 00:07:29.920]  神已經為我們預備的
[00:07:29.920 --> 00:07:32.000]  做父母的那些你都會明白
[00:07:32.000 --> 00:07:34.320]  當你預備要來帶去懷孕
[00:07:34.320 --> 00:07:35.880]  甚至剛懷孕的時候
[00:07:35.880 --> 00:07:38.160]  你已經開始為那個嬰兒
[00:07:38.160 --> 00:07:39.800]  預備了一些東西,是不是?
[00:07:39.800 --> 00:07:40.640]  問問那些人
[00:07:40.640 --> 00:07:41.800]  你們有沒有嬰兒衣服?
[00:07:41.800 --> 00:07:43.920]  那些嬰兒衣服大了不合穿,拿來給我吧
[00:07:43.920 --> 00:07:45.960]  我覺得嬰兒不需要買那麼多新衣服的
[00:07:45.960 --> 00:07:47.760]  因為都是很快長大的,是不是?
[00:07:47.760 --> 00:07:50.560]  預備了嬰兒床之類的
[00:07:50.560 --> 00:07:52.720]  很坦白地說
[00:07:52.720 --> 00:07:53.840]  一定保證生得到的
[00:07:53.840 --> 00:07:55.400]  可能會腰折的,是不是?
[00:07:55.400 --> 00:07:56.880]  可能會流產的
[00:07:56.880 --> 00:07:57.920]  但是
[00:07:57.920 --> 00:07:59.960]  我們也有這些風險準備的
[00:07:59.960 --> 00:08:03.280]  但是我們都已經來帶去預備了,對不對?
[00:08:03.280 --> 00:08:06.040]  好了,現在更加新一代那些
[00:08:06.040 --> 00:08:08.120]  嬰兒出生沒多久的時候
[00:08:08.120 --> 00:08:10.360]  就已經去買那些保險
[00:08:10.360 --> 00:08:11.480]  那些什麼讀書保險
[00:08:11.480 --> 00:08:13.520]  以後讀書就可以有一筆錢了
[00:08:13.520 --> 00:08:15.880]  你知不知道已經讀了一整本書了嗎?
[00:08:15.880 --> 00:08:17.840]  但是你一早已經為他預備了
[00:08:17.840 --> 00:08:19.240]  還有就是承受
[00:08:19.240 --> 00:08:21.480]  不是你做了什麼
[00:08:21.480 --> 00:08:23.720]  是以精神會賜福給你的
[00:08:23.720 --> 00:08:25.240]  就是今天你來有承受
[00:08:25.240 --> 00:08:27.480]  創世以來為你所承受的
[00:08:27.480 --> 00:08:29.160]  就是送給你的角度
[00:08:29.160 --> 00:08:31.120]  就是代表我們是他的兒女
[00:08:31.120 --> 00:08:32.320]  因為我們沒有看後
[00:08:32.320 --> 00:08:35.000]  今天我講到不會講後面那一段
[00:08:35.000 --> 00:08:37.240]  就是那些山羊的審判
[00:08:37.240 --> 00:08:38.200]  但是如果你留意到
[00:08:38.200 --> 00:08:39.800]  在《馬帝幫二十五章》我講到
[00:08:39.800 --> 00:08:42.160]  那個審判是給魔鬼的
[00:08:42.160 --> 00:08:44.720]  是給撒旦的原本的永逸
[00:08:44.720 --> 00:08:46.240]  但是因為你做得不好的時候
[00:08:46.240 --> 00:08:47.720]  你就要面對這些
[00:08:47.720 --> 00:08:49.280]  好了,這時候
[00:08:49.280 --> 00:08:51.560]  我們想一想這些人做了些什麼
[00:08:51.560 --> 00:08:53.640]  可以得到神的祝福呢?
[00:08:53.640 --> 00:08:55.680]  請你留意
[00:08:55.680 --> 00:08:58.440]  絕對不是你說的那一堂課
[00:08:58.440 --> 00:09:00.360]  但是我相信講到是有祝福的
[00:09:00.360 --> 00:09:02.480]  要不然我就很慘了,對不對?
[00:09:02.480 --> 00:09:05.640]  又不是你要做多少次宣教工作
[00:09:05.640 --> 00:09:07.720]  要去哪個地方來宣教
[00:09:07.720 --> 00:09:10.280]  不是每個戶友都可以做宣教工作的
[00:09:10.280 --> 00:09:13.200]  可能有家庭承擔的責任
[00:09:13.200 --> 00:09:15.800]  小孩子去不了其他地方
[00:09:15.800 --> 00:09:17.400]  不可能丟下家裡
[00:09:17.400 --> 00:09:19.600]  去一個多兩個星期
[00:09:19.600 --> 00:09:22.360]  又或者可能你的身體健康問題
[00:09:22.360 --> 00:09:26.480]  不能夠長期的周居勞動,對不對?
[00:09:26.480 --> 00:09:29.080]  如果只是去做宣教
[00:09:29.080 --> 00:09:30.680]  只是去講道才有祝福
[00:09:30.680 --> 00:09:32.360]  今天我坐在這裡的大興小妹妹
[00:09:32.360 --> 00:09:33.920]  那我沒有,對不對?
[00:09:33.920 --> 00:09:35.160]  如果你留意這段經文裡面
[00:09:35.160 --> 00:09:37.360]  原來不是一些很重要
[00:09:37.360 --> 00:09:41.520]  或者是很辛苦你才能做到的事
[00:09:41.520 --> 00:09:43.320]  原來某個程度
[00:09:43.320 --> 00:09:46.040]  是你一些很普通
[00:09:46.040 --> 00:09:47.840]  你可以做到的事
[00:09:47.840 --> 00:09:50.680]  但是你已經得到祝福了
[00:09:50.680 --> 00:09:51.440]  那為什麼呢?
[00:09:51.440 --> 00:09:53.720]  我看看她做了些什麼就得到祝福了
[00:09:53.720 --> 00:09:55.160]  我們一起去讀
[00:09:55.160 --> 00:09:59.320]  25章的35到36節
[00:09:59.320 --> 00:10:02.680]  因為我喝了,你寧願跟我喝
[00:10:02.680 --> 00:10:05.080]  喝了,你寧願跟我喝
[00:10:05.080 --> 00:10:08.040]  我在客櫃,你寧願跟我住
[00:10:08.040 --> 00:10:11.120]  我寄宿造體,你寧願跟我穿
[00:10:11.120 --> 00:10:13.840]  我病了,你寧願跟我看護我
[00:10:13.840 --> 00:10:16.640]  我在山裡,你寧願跟我來看護我
[00:10:16.640 --> 00:10:17.760]  這裡很重要
[00:10:17.760 --> 00:10:19.600]  因為我餓的時候
[00:10:19.600 --> 00:10:21.280]  你給我東西吃
[00:10:21.280 --> 00:10:22.600]  很簡單
[00:10:22.600 --> 00:10:24.520]  餓的時候給我東西吃
[00:10:24.520 --> 00:10:25.800]  所以今天
[00:10:25.800 --> 00:10:28.800]  我不知道今天我在這裡吃早餐
[00:10:28.800 --> 00:10:31.360]  誰做的三文治?
[00:10:31.360 --> 00:10:33.520]  哦,你有祝福
[00:10:33.520 --> 00:10:36.160]  我們餓的時候,你請我們吃三文治
[00:10:36.160 --> 00:10:38.120]  你都是去鎮制我們這些基民
[00:10:38.120 --> 00:10:39.520]  記不記得?
[00:10:39.520 --> 00:10:41.280]  什麼叫做基民?
[00:10:41.280 --> 00:10:44.200]  是的,基督的子民
[00:10:44.200 --> 00:10:46.240]  原來當我們
[00:10:46.240 --> 00:10:47.280]  你想想
[00:10:47.280 --> 00:10:49.000]  做三文治給別人吃
[00:10:49.000 --> 00:10:50.560]  可能是很簡單的一件事
[00:10:50.560 --> 00:10:51.880]  但是在神裡面
[00:10:51.880 --> 00:10:53.520]  都得到祝福的
[00:10:53.520 --> 00:10:56.920]  但是也要明白當時的背景
[00:10:56.920 --> 00:11:00.600]  因為當時都不是一個很富裕的社會
[00:11:00.600 --> 00:11:03.800]  有些人真的沒有東西吃
[00:11:03.800 --> 00:11:06.320]  是捱饑抵餓的
[00:11:06.320 --> 00:11:09.320]  當你看到一個人捱饑抵餓的時候
[00:11:09.320 --> 00:11:11.560]  你給他一些東西吃
[00:11:11.560 --> 00:11:13.520]  是在祝福他
[00:11:13.520 --> 00:11:15.560]  但是同樣你也會得到祝福
[00:11:15.560 --> 00:11:18.080]  第二,我想解釋多一點
[00:11:18.080 --> 00:11:21.400]  他說,我喝尿的時候
[00:11:21.400 --> 00:11:24.200]  你來這裡給我水喝,是不是?
[00:11:24.200 --> 00:11:26.040]  很簡單的
[00:11:26.040 --> 00:11:27.680]  就是喝一杯水,不容易
[00:11:27.680 --> 00:11:30.800]  我們來這裡開水喉就有水喝了
[00:11:30.800 --> 00:11:32.440]  這裡的水可以喝嗎?
[00:11:32.440 --> 00:11:34.040]  就這樣開水喉
[00:11:34.040 --> 00:11:35.360]  我住那裡不行的
[00:11:35.360 --> 00:11:37.200]  那些是硬水,很硬的
[00:11:37.200 --> 00:11:39.160]  那時候要煮過的,是不是?
[00:11:39.160 --> 00:11:42.200]  好了,熱的就煮一煮
[00:11:42.200 --> 00:11:45.640]  但是你知不知道在中東裡面
[00:11:45.640 --> 00:11:48.760]  是喝一杯涼水
[00:11:48.760 --> 00:11:51.400]  其實不容易的
[00:11:51.400 --> 00:11:54.640]  你記不記得他們在創世紀
[00:11:54.640 --> 00:11:58.400]  以撒有很多羊
[00:11:58.400 --> 00:12:01.680]  後來他不是臨渴
[00:12:01.680 --> 00:12:03.400]  但是已經怎樣?
[00:12:03.400 --> 00:12:04.680]  掘井了
[00:12:04.680 --> 00:12:06.600]  但是他掘了一個井
[00:12:06.600 --> 00:12:08.360]  就被其他人拿走了
[00:12:08.360 --> 00:12:10.280]  以撒是一個很隱約的人
[00:12:10.280 --> 00:12:11.240]  那就你要了
[00:12:11.240 --> 00:12:12.360]  又再去掘第二個
[00:12:12.360 --> 00:12:14.760]  又被人拿了一個井
[00:12:14.760 --> 00:12:17.440]  原來在中東的地方
[00:12:17.440 --> 00:12:19.680]  隨時為了水源
[00:12:19.680 --> 00:12:23.400]  你帶他去蟹鬥的
[00:12:23.400 --> 00:12:26.320]  就是村與村之間要搶水源
[00:12:26.320 --> 00:12:27.960]  我想在很久之前
[00:12:27.960 --> 00:12:29.080]  那些什麼《黃土地》
[00:12:29.080 --> 00:12:30.040]  就是中國的電影
[00:12:30.040 --> 00:12:30.920]  你也知道
[00:12:30.920 --> 00:12:32.480]  原來在很遠的地方
[00:12:32.480 --> 00:12:34.200]  只能擔一些水而已
[00:12:34.200 --> 00:12:36.520]  在中東地方也是很難
[00:12:36.520 --> 00:12:38.120]  你帶他去有水的
[00:12:38.120 --> 00:12:39.680]  所以不是這麼簡單
[00:12:39.680 --> 00:12:40.840]  一杯涼水
[00:12:40.840 --> 00:12:42.520]  我們太容易在這裡
[00:12:42.520 --> 00:12:45.040]  所以我們不太明白那個背景
[00:12:45.040 --> 00:12:47.480]  我有機會去過印度
[00:12:47.480 --> 00:12:51.000]  去做一些宣教的工作
[00:12:51.000 --> 00:12:52.400]  去探一個貧民區
[00:12:52.400 --> 00:12:53.600]  這個貧民區已經很好
[00:12:53.600 --> 00:12:54.800]  是政府規劃了
[00:12:54.800 --> 00:12:59.440]  已經給他們住在一個特定的範圍裡面
[00:12:59.440 --> 00:13:00.720]  我們去到的時候
[00:13:00.720 --> 00:13:03.600]  他們就倒一杯涼水給我們喝
[00:13:03.600 --> 00:13:05.640]  這杯涼水很簡單
[00:13:05.640 --> 00:13:07.680]  但是原來是絕不簡單的
[00:13:07.680 --> 00:13:09.480]  原來他們的房子裡面
[00:13:09.480 --> 00:13:11.880]  是沒有水喉的
[00:13:11.880 --> 00:13:14.320]  他們是要所謂街喉
[00:13:14.320 --> 00:13:15.560]  年輕的那些不知道
[00:13:15.560 --> 00:13:19.480]  就要在街上去拿水
[00:13:19.480 --> 00:13:21.040]  還有就是很熱
[00:13:21.040 --> 00:13:22.080]  我親眼見過的
[00:13:22.080 --> 00:13:22.720]  我拍了照
[00:13:22.720 --> 00:13:24.560]  但沒有帶一些泡沫出來
[00:13:24.560 --> 00:13:28.320]  他們就把水桶放在水喉裡
[00:13:28.320 --> 00:13:28.920]  但是沒有人的
[00:13:28.920 --> 00:13:29.960]  因為太熱了
[00:13:29.960 --> 00:13:31.520]  人們就不去拿水了
[00:13:31.520 --> 00:13:32.960]  是等黃昏的時候
[00:13:32.960 --> 00:13:34.440]  就逐個逐個去拿
[00:13:34.440 --> 00:13:34.800]  好了
[00:13:34.800 --> 00:13:35.760]  拿一些水
[00:13:35.760 --> 00:13:37.600]  我們叫做街喉
[00:13:37.600 --> 00:13:40.480]  那些水其實不是這麼乾淨的
[00:13:40.480 --> 00:13:42.800]  有些泥沙有些東西
[00:13:42.800 --> 00:13:44.600]  於是他們回到家的時候
[00:13:44.600 --> 00:13:46.360]  知道第二天我們會來
[00:13:46.360 --> 00:13:48.040]  他們就會煲水
[00:13:48.040 --> 00:13:49.720]  就是將水煲乾淨
[00:13:49.720 --> 00:13:51.840]  將污漬沉澱
[00:13:51.840 --> 00:13:54.440]  放進玻璃瓶裡
[00:13:54.440 --> 00:13:58.160]  然後再放進他們的天然雪櫃裡
[00:13:58.160 --> 00:13:59.960]  知道印度很熱的
[00:13:59.960 --> 00:14:02.360]  但是他們窮的人怎麼會有錢
[00:14:02.360 --> 00:14:04.640]  但是他們有天然的雪櫃
[00:14:04.640 --> 00:14:06.680]  天然雪櫃是什麼
[00:14:06.680 --> 00:14:07.560]  阿婆會知道的
[00:14:07.560 --> 00:14:09.320]  是什麼來的
[00:14:09.320 --> 00:14:11.360]  都是水桶
[00:14:11.360 --> 00:14:12.320]  就是他會
[00:14:12.320 --> 00:14:13.280]  還有一個水桶
[00:14:13.280 --> 00:14:14.800]  當作是水凍
[00:14:14.800 --> 00:14:16.800]  將已經煲熱的水
[00:14:16.800 --> 00:14:18.400]  放進玻璃瓶裡
[00:14:18.400 --> 00:14:19.720]  放進什麼呢
[00:14:19.720 --> 00:14:21.280]  那些凍水裡
[00:14:21.280 --> 00:14:22.240]  浸泡一晚
[00:14:22.240 --> 00:14:24.400]  自然就會凍
[00:14:24.400 --> 00:14:26.800]  我小時候家裡哪有雪櫃
[00:14:26.800 --> 00:14:27.600]  我們賣西瓜
[00:14:27.600 --> 00:14:29.600]  西瓜要凍才好吃
[00:14:29.600 --> 00:14:32.160]  那西瓜放在哪裡
[00:14:32.160 --> 00:14:33.280]  放在水缸裡
[00:14:33.280 --> 00:14:35.160]  那時候真的是一個水缸
[00:14:35.160 --> 00:14:36.440]  浸泡一晚
[00:14:36.440 --> 00:14:38.080]  那個西瓜就很涼
[00:14:38.080 --> 00:14:40.160]  新一代的不懂
[00:14:40.160 --> 00:14:41.760]  還有就是
[00:14:41.760 --> 00:14:43.000]  後來很熱的時候
[00:14:43.000 --> 00:14:46.440]  我們家裡終於有機會賣雪櫃
[00:14:46.440 --> 00:14:47.840]  但是那些不是無霜雪櫃
[00:14:47.840 --> 00:14:49.960]  要做那些冰出來的
[00:14:49.960 --> 00:14:52.880]  要找一個座位去做
[00:14:52.880 --> 00:14:55.080]  但是我又會製造
[00:14:55.080 --> 00:14:57.960]  天然的冷氣機
[00:14:57.960 --> 00:15:02.040]  知不知道是怎樣
[00:15:02.040 --> 00:15:03.160]  不是冰放在外面
[00:15:03.160 --> 00:15:04.520]  我打完球之後很熱
[00:15:04.520 --> 00:15:06.480]  我就開了那個雪櫃門
[00:15:06.480 --> 00:15:07.680]  不斷地撥線
[00:15:07.680 --> 00:15:09.160]  冷氣就會出來了
[00:15:09.160 --> 00:15:10.200]  被家裡罵到死
[00:15:10.200 --> 00:15:11.600]  「浪費電池了,你瘋了」
[00:15:11.600 --> 00:15:13.480]  「我來溶雪吧」
[00:15:13.480 --> 00:15:15.360]  一定會駁到嘴的
[00:15:15.360 --> 00:15:16.320]  那時候沒有冷氣機
[00:15:16.320 --> 00:15:18.920]  就開了那個雪櫃當冷氣
[00:15:18.920 --> 00:15:23.400]  原來給一杯涼水的小子喝
[00:15:23.400 --> 00:15:27.080]  絕對不是一件簡單的事
[00:15:27.080 --> 00:15:29.600]  是需要付代價的
[00:15:29.600 --> 00:15:31.960]  但是對我們來說是很容易的
[00:15:31.960 --> 00:15:34.040]  我們更加留意到
[00:15:34.040 --> 00:15:37.680]  他給這些涼水的小子喝
