
[00:00:00.000 --> 00:00:04.000]  弟兄姊妹 朋友 牧者 平安
[00:02:39.000 --> 00:02:42.000]  等我的眼神和他接觸
[00:02:42.000 --> 00:02:46.000]  然後很有禮貌地跟我說 麻煩你了 阿姨
[00:02:47.000 --> 00:02:52.000]  接著他就慢慢地把門關上 進入自己家裡
[00:02:52.000 --> 00:02:57.000]  其實我心裡在想 我在等什麼呢
[00:02:57.000 --> 00:03:02.000]  我在等會有一個人 去到門口 馬上下車
[00:03:02.000 --> 00:03:05.000]  麻煩你了 啪一聲 把門關上
[00:03:05.000 --> 00:03:09.000]  這樣就走進去屋裡了 我就是聽不到這些聲音
[00:03:09.000 --> 00:03:14.000]  我雖然沒見過Andy的爸爸媽媽 我不認識他們
[00:03:15.000 --> 00:03:20.000]  但是我從這個小孩 這麼有禮貌和誠意地跟我說謝謝
[00:03:20.000 --> 00:03:25.000]  我就知道這個父母 是很有家教的父母
[00:03:25.000 --> 00:03:30.000]  能夠教導一個小孩 這麼有禮貌 這麼懂得有誠意地跟人說謝謝
[00:03:30.000 --> 00:03:35.000]  這個小孩的言行 實在是令人讚賞他的父母
[00:03:35.000 --> 00:03:38.000]  《聖經》裡面告訴我們
[00:03:38.000 --> 00:03:42.000]  神做人的目的是要我們榮耀他
[00:03:43.000 --> 00:03:46.000]  經文說 就是凡稱為我名下的人
[00:03:46.000 --> 00:03:52.000]  是為我自己的榮耀去創造 是我所造成 是我所造作
[00:03:52.000 --> 00:03:58.000]  神當日去創造 揀選以色列民 目的是要去榮耀他
[00:03:58.000 --> 00:04:04.000]  同樣今天去創造 揀選我們 目的都是要榮耀他
[00:04:04.000 --> 00:04:10.000]  所以其實每一個基督徒 根本不需要去問一個問題
[00:04:11.000 --> 00:04:15.000]  神究竟為我的人生定下什麼目標呢?
[00:04:15.000 --> 00:04:18.000]  我們更加不需要去問一個問題
[00:04:18.000 --> 00:04:21.000]  究竟我這一世人的目標應該是什麼呢?
[00:04:21.000 --> 00:04:27.000]  因為答案就在《爾賽亞書》43章7節 要榮耀神
[00:04:27.000 --> 00:04:30.000]  可能我們會問一個問題
[00:04:30.000 --> 00:04:33.000]  究竟神想我怎樣榮耀他呢?
[00:04:33.000 --> 00:04:38.000]  都有答案 在今天的經文第31節
[00:04:39.000 --> 00:04:42.000]  裡面說到 所以你們或吃或喝
[00:04:42.000 --> 00:04:46.000]  無論做什麼 都要為榮耀神而做
[00:04:46.000 --> 00:04:49.000]  所以無論是你還是我
[00:04:49.000 --> 00:04:52.000]  無論我們在哪裡 我們做什麼都好
[00:04:52.000 --> 00:04:55.000]  目標都是要去榮耀神
[00:04:55.000 --> 00:05:00.000]  但是神又這麼威嚴 又這麼全能
[00:05:00.000 --> 00:05:02.000]  祂什麼都有
[00:05:02.000 --> 00:05:06.000]  我們人又這麼微小如塵土
[00:05:06.000 --> 00:05:08.000]  我們真的可以榮耀祂嗎?
[00:05:09.000 --> 00:05:11.000]  如果我們不能夠榮耀基督徒
[00:05:11.000 --> 00:05:14.000]  都應該不要再大言不慚
[00:05:14.000 --> 00:05:18.000]  整天說我們歸榮耀給神 是嗎?
[00:05:18.000 --> 00:05:20.000]  在回答這些問題之前
[00:05:20.000 --> 00:05:22.000]  我們一起去嘗試理解一下
[00:05:22.000 --> 00:05:25.000]  究竟榮耀是什麼意思
[00:05:25.000 --> 00:05:27.000]  我引用賴約翰牧師
[00:05:27.000 --> 00:05:31.000]  他在一本書叫《求你顯出你的榮耀》裡
[00:05:31.000 --> 00:05:34.000]  裡面怎樣說神的榮耀
[00:05:34.000 --> 00:05:37.000]  全本書我都歡迎你們去看
[00:05:38.000 --> 00:05:40.000]  因為他真的有很詳盡的
[00:05:40.000 --> 00:05:43.000]  從不同的角度去解釋神的榮耀
[00:05:43.000 --> 00:05:46.000]  時間關係我不會全部講完
[00:05:46.000 --> 00:05:49.000]  但是從裡面簡單去看的話
[00:05:49.000 --> 00:05:52.000]  他講到神的榮耀
[00:05:52.000 --> 00:05:54.000]  當榮耀作為一個名詞
[00:05:54.000 --> 00:05:58.000]  他的意思就是指一切引發人
[00:05:58.000 --> 00:06:04.000]  去對神讚歎 驚歎或者讚美神的東西
[00:06:04.000 --> 00:06:06.000]  這些就是榮耀
[00:06:07.000 --> 00:06:12.000]  一切引發人對神稱讚和驚歎的事物
[00:06:12.000 --> 00:06:15.000]  就是神的榮耀
[00:06:15.000 --> 00:06:19.000]  舉個例子 如果一個浪子因為信了耶穌
[00:06:19.000 --> 00:06:21.000]  去改過自身
[00:06:21.000 --> 00:06:23.000]  去成為一個很好的爸爸
[00:06:23.000 --> 00:06:26.000]  很好的丈夫和兒子的話
[00:06:26.000 --> 00:06:29.000]  每個人一聽到他的經歷
[00:06:29.000 --> 00:06:33.000]  馬上就會說 啊 耶穌真好了
[00:06:33.000 --> 00:06:35.000]  改變了這個人的一生
[00:06:36.000 --> 00:06:38.000]  這個浪子的經歷
[00:06:38.000 --> 00:06:40.000]  就是神的榮耀
[00:06:40.000 --> 00:06:42.000]  浪子也藉著他的經歷
[00:06:42.000 --> 00:06:44.000]  歸榮耀給神
[00:06:44.000 --> 00:06:47.000]  因為一提到他的事
[00:06:47.000 --> 00:06:49.000]  別人就想到耶穌
[00:06:49.000 --> 00:06:52.000]  別人就會讚耶穌真好了
[00:06:52.000 --> 00:06:54.000]  這些就是指到
[00:06:54.000 --> 00:06:59.000]  怎樣去引發人對神讚歎
[00:06:59.000 --> 00:07:01.000]  對神稱讚的事物
[00:07:02.000 --> 00:07:06.000]  當然我們可以從浪子的例子裡看到
[00:07:06.000 --> 00:07:08.000]  雖然我們真的微小於神
[00:07:08.000 --> 00:07:10.000]  但只要我們願意
[00:07:10.000 --> 00:07:13.000]  讓神在我們的生命裡工作
[00:07:13.000 --> 00:07:17.000]  我們總有能力去榮耀神
[00:07:17.000 --> 00:07:20.000]  神的榮耀有更豐富的意思
[00:07:20.000 --> 00:07:23.000]  我只是舉一個例子
[00:07:23.000 --> 00:07:28.000]  我在上面提到那位只有12歲的Andy
[00:07:28.000 --> 00:07:30.000]  這個小男生
[00:07:31.000 --> 00:07:33.000]  他就是憑著他的有禮貌
[00:07:33.000 --> 00:07:36.000]  憑著他的真誠向別人道謝
[00:07:36.000 --> 00:07:40.000]  令人在人的心中
[00:07:40.000 --> 00:07:44.000]  想到他的父母是一個值得讚賞的父母
[00:07:44.000 --> 00:07:47.000]  所以我們可以看到在一個家庭裡
[00:07:47.000 --> 00:07:50.000]  每一個孩子 每一個子女
[00:07:50.000 --> 00:07:52.000]  不分他的年紀
[00:07:52.000 --> 00:07:54.000]  其實都可以令到他的父母
[00:07:54.000 --> 00:07:57.000]  受別人的讚賞 得著榮耀
[00:07:58.000 --> 00:08:03.000]  同樣我們每一個信徒在神的家裡
[00:08:03.000 --> 00:08:06.000]  我們一樣都可以令到我們的父神
[00:08:06.000 --> 00:08:08.000]  得著榮耀 得著讚賞
[00:08:08.000 --> 00:08:11.000]  人人都可以榮耀神
[00:08:11.000 --> 00:08:15.000]  我們不用等到有什麼特別的呼召
[00:08:15.000 --> 00:08:18.000]  或者去到某種身份 某種地位
[00:08:18.000 --> 00:08:20.000]  財富 學問
[00:08:20.000 --> 00:08:23.000]  甚至不需要很漂亮的外表
[00:08:23.000 --> 00:08:27.000]  我們只需要去領受神的教導
[00:08:28.000 --> 00:08:31.000]  正如今天經文裡的訊息
[00:08:31.000 --> 00:08:35.000]  然後我們要立志過土神喜悅的生活
[00:08:35.000 --> 00:08:37.000]  這樣的生活
[00:08:37.000 --> 00:08:40.000]  就能夠引發別人對我們的神
[00:08:40.000 --> 00:08:43.000]  會去稱讚 會去驚歎
[00:08:43.000 --> 00:08:47.000]  這樣就可以令到人
[00:08:47.000 --> 00:08:51.000]  知道我們的神是有榮耀的
[00:08:51.000 --> 00:08:55.000]  剛才所說的經文裡
[00:08:56.000 --> 00:08:58.000]  他們說道:「所以你們或吃或喝
[00:08:58.000 --> 00:09:02.000]  無論做什麼都要為榮耀神而做」
[00:09:02.000 --> 00:09:05.000]  但是這句話不僅是告訴我們
[00:09:05.000 --> 00:09:08.000]  神家裡的每一個人
[00:09:08.000 --> 00:09:10.000]  人人都可以榮耀神
[00:09:10.000 --> 00:09:12.000]  它更加指出一件事
[00:09:12.000 --> 00:09:15.000]  我們天天可以榮耀神
[00:09:15.000 --> 00:09:17.000]  為什麼這樣說呢?
[00:09:17.000 --> 00:09:19.000]  因為保羅在說這句話之前
[00:09:19.000 --> 00:09:21.000]  你留意經文裡
[00:09:21.000 --> 00:09:23.000]  他舉了兩個例子
[00:09:24.000 --> 00:09:26.000]  兩個例子都是當時的信徒
[00:09:26.000 --> 00:09:28.000]  每天生活裡經常會做的
[00:09:28.000 --> 00:09:31.000]  第一個是去街市買菜
[00:09:31.000 --> 00:09:33.000]  天天都要做的
[00:09:33.000 --> 00:09:38.000]  第二是接受朋友邀請去吃飯
[00:09:38.000 --> 00:09:41.000]  這些都是日常生活裡的活動
[00:09:41.000 --> 00:09:45.000]  經文說道:凡市場
[00:09:45.000 --> 00:09:50.000]  凡市場上面所賣的
[00:09:50.000 --> 00:09:53.000]  你們只管不要為良心的緣故
[00:09:54.000 --> 00:09:56.000]  因為地和其中所充滿的
[00:09:56.000 --> 00:09:58.000]  都屬於主
[00:09:58.000 --> 00:10:03.000]  在當時市場上賣的肉
[00:10:03.000 --> 00:10:08.000]  很容易有機會是曾經拜祭過偶像的東西
[00:10:08.000 --> 00:10:11.000]  在那個時代
[00:10:11.000 --> 00:10:13.000]  猶太人的信徒
[00:10:13.000 --> 00:10:15.000]  他們如果要去街市買信
[00:10:15.000 --> 00:10:18.000]  因為他們平時都是守律法的
[00:10:18.000 --> 00:10:21.000]  我相信他們都會聞清楚那些肉
[00:10:21.000 --> 00:10:23.000]  才會買回去
[00:10:24.000 --> 00:10:26.000]  但外邦人的信徒又會怎樣呢?
[00:10:26.000 --> 00:10:29.000]  他們都難免有些疑問
[00:10:29.000 --> 00:10:31.000]  可能他們心裡都是疑問
[00:10:31.000 --> 00:10:33.000]  我相信了耶穌
[00:10:33.000 --> 00:10:36.000]  我還可不可以買這些拜過偶像的食物
[00:10:36.000 --> 00:10:38.000]  回家用呢?
[00:10:38.000 --> 00:10:41.000]  不過保羅給他的答案
[00:10:41.000 --> 00:10:44.000]  主管吃,買回去吃
[00:10:44.000 --> 00:10:48.000]  經文也說到一些未信的人的情況
[00:10:48.000 --> 00:10:52.000]  他說倘若有一個不信的人請你們吃飯
[00:10:53.000 --> 00:10:54.000]  你又願意去的話
[00:10:54.000 --> 00:10:56.000]  凡是擺在你面前的東西
[00:10:56.000 --> 00:10:58.000]  主管吃
[00:10:58.000 --> 00:11:01.000]  不要為良心的緣故問為甚麼
[00:11:01.000 --> 00:11:05.000]  在未信的朋友家裡一起吃飯
[00:11:05.000 --> 00:11:07.000]  去供應給你的東西
[00:11:07.000 --> 00:11:11.000]  同樣都有機會是拜祭過偶像的
[00:11:11.000 --> 00:11:13.000]  吃還是不吃呢?
[00:11:13.000 --> 00:11:16.000]  保羅對這個問題的答案都是一樣
[00:11:16.000 --> 00:11:19.000]  主管吃,好好享受
[00:11:20.000 --> 00:11:23.000]  保羅在這裡告訴信徒
[00:11:23.000 --> 00:11:26.000]  不需要問食物的來源
[00:11:26.000 --> 00:11:29.000]  有沒有拜祭過偶像的東西
[00:11:29.000 --> 00:11:31.000]  因為他的答案很簡單
[00:11:31.000 --> 00:11:35.000]  一切的東西都是神創造給我們去領受
[00:11:35.000 --> 00:11:37.000]  給我們去享受
[00:11:37.000 --> 00:11:39.000]  主管買回家去吃
[00:11:39.000 --> 00:11:44.000]  主管和你的朋友在筵席上一起去享用
[00:11:44.000 --> 00:11:48.000]  不需要擔心這個未信的朋友
[00:11:49.000 --> 00:11:50.000]  看見你吃的時候
[00:11:50.000 --> 00:11:52.000]  心裡有甚麼問題
[00:11:52.000 --> 00:11:55.000]  因為一切的東西都是回到那一句
[00:11:55.000 --> 00:11:57.000]  是神創造的
[00:11:57.000 --> 00:12:02.000]  它是要給我們去領受去享用的
[00:12:02.000 --> 00:12:06.000]  其實保羅有這樣的說話教導
[00:12:06.000 --> 00:12:11.000]  是因為他早在哥林多前書第八章裡
[00:12:11.000 --> 00:12:14.000]  已經將一個真理講得很清楚
[00:12:14.000 --> 00:12:16.000]  給信徒知道
[00:12:16.000 --> 00:12:18.000]  甚麼真理呢?
[00:12:19.000 --> 00:12:22.000]  偶像在世上其實算不得甚麼
[00:12:22.000 --> 00:12:24.000]  他算甚麼呢?
[00:12:24.000 --> 00:12:26.000]  你可以當他沒有道
[00:12:26.000 --> 00:12:30.000]  他是沒有能力去克制我們信徒
[00:12:30.000 --> 00:12:32.000]  我們認識了真理之後
[00:12:32.000 --> 00:12:35.000]  已經從基督裡面得到自由了
[00:12:35.000 --> 00:12:39.000]  拜祭過偶像的食物作為信徒
[00:12:39.000 --> 00:12:42.000]  你吃又沒有甚麼額外益處
[00:12:42.000 --> 00:12:45.000]  你不吃也沒有甚麼損失
[00:12:45.000 --> 00:12:47.000]  根本沒有分別
[00:12:48.000 --> 00:12:51.000]  這個真理保羅是很清楚
[00:12:51.000 --> 00:12:54.000]  已經教導過信徒
[00:12:54.000 --> 00:12:57.000]  不過他也有提到
[00:12:57.000 --> 00:13:00.000]  不是人人認識這個真理
[00:13:00.000 --> 00:13:03.000]  不是人人有這個知識
[00:13:03.000 --> 00:13:05.000]  也不是人人知道
[00:13:05.000 --> 00:13:07.000]  我們已經信了耶穌的人
[00:13:07.000 --> 00:13:09.000]  其實是有自由選擇
[00:13:09.000 --> 00:13:11.000]  吃還是不吃
[00:13:11.000 --> 00:13:13.000]  對我們根本就沒有相干
[00:13:13.000 --> 00:13:15.000]  沒有影響
[00:13:16.000 --> 00:13:21.000]  所以對於那些沒有這個認識的信徒
[00:13:21.000 --> 00:13:25.000]  沒有這個真理的知識的信徒來說
[00:13:25.000 --> 00:13:28.000]  保羅真的會顧念他們
[00:13:28.000 --> 00:13:32.000]  所以他對那些有這方面認識的信徒
[00:13:32.000 --> 00:13:36.000]  提醒我們不要濫用我們的自由
[00:13:36.000 --> 00:13:39.000]  免得我們叛倒他們
[00:13:39.000 --> 00:13:41.000]  怎樣叛倒他們呢?
[00:13:42.000 --> 00:13:46.000]  這些不認識未曾明白這個真理的信徒
[00:13:46.000 --> 00:13:48.000]  見到你認識的
[00:13:48.000 --> 00:13:50.000]  不過你是在吃的
[00:13:50.000 --> 00:13:52.000]  他又跟你吃
[00:13:52.000 --> 00:13:54.000]  基本上這個都不是最大問題
[00:13:54.000 --> 00:13:58.000]  最大問題是恐怕他們以為這樣可以吃
[00:13:58.000 --> 00:14:03.000]  即是我們以前拜偶像的行為是沒有問題的
[00:14:03.000 --> 00:14:05.000]  當他們這樣想的時候
[00:14:05.000 --> 00:14:07.000]  他們就被誤導了
[00:14:07.000 --> 00:14:09.000]  繼續得罪神
[00:14:10.000 --> 00:14:13.000]  所以為了不要讓他們被誤導而得罪神
[00:14:13.000 --> 00:14:17.000]  保羅就教我寧願不吃
[00:14:17.000 --> 00:14:21.000]  至於那些未信的朋友
[00:14:21.000 --> 00:14:23.000]  他又有這番說話
[00:14:23.000 --> 00:14:27.000]  他說如果有人對你說這是獻過祭的物
[00:14:27.000 --> 00:14:31.000]  那麼為了那告訴你們的人
[00:14:31.000 --> 00:14:35.000]  並為了良心的緣故就不吃了
[00:14:36.000 --> 00:14:41.000]  我說的良心不是指你們這些認識真理的人的良心
[00:14:41.000 --> 00:14:46.000]  是指那些未曾認識的人他們的良心
[00:14:46.000 --> 00:14:49.000]  我的自由為什麼被別人的良心評斷呢?
[00:14:49.000 --> 00:14:51.000]  我若謝恩而吃
[00:14:51.000 --> 00:14:56.000]  為什麼因我謝恩的物被人誹謗呢?
[00:14:56.000 --> 00:14:58.000]  所以保羅在這裡看到
[00:14:58.000 --> 00:15:03.000]  他的教導都顧念那些未曾信耶穌的人
[00:15:04.000 --> 00:15:06.000]  他的教導就是說
[00:15:06.000 --> 00:15:10.000]  我們本來真的可以去享用神創造的東西給我們吃
[00:15:10.000 --> 00:15:13.000]  對我們來說是無相干的
[00:15:13.000 --> 00:15:17.000]  不過何必因為我們去領受神給我們的東西
[00:15:17.000 --> 00:15:20.000]  而引起這些未信的人當中
[00:15:20.000 --> 00:15:23.000]  很多的說話來評斷我們呢?
[00:15:23.000 --> 00:15:25.000]  為什麼要在他們當中
[00:15:25.000 --> 00:15:29.000]  引導他們可能會說一些是是非非的東西呢?
[00:15:29.000 --> 00:15:31.000]  不值得的
[00:15:32.000 --> 00:15:34.000]  保羅在這裡給了我們一個很清楚的立場
[00:15:34.000 --> 00:15:38.000]  雖然我們在基督裡面是有自由
[00:15:38.000 --> 00:15:41.000]  偶像也算不得什麼
[00:15:41.000 --> 00:15:44.000]  不過為了有一些信徒
[00:15:44.000 --> 00:15:47.000]  他們真的未曾能夠完全明白這個真理
[00:15:47.000 --> 00:15:49.000]  為了那些未曾認識主的人
[00:15:49.000 --> 00:15:52.000]  不知道我們真正的自由是什麼
[00:15:52.000 --> 00:15:54.000]  所以保羅就說
[00:15:54.000 --> 00:15:56.000]  應該要學會的就是
[00:15:57.000 --> 00:16:04.000]  能夠有節制的去運用神賜給每一個信徒的自由
[00:16:04.000 --> 00:16:07.000]  要有節制的去運用這些自由
[00:16:07.000 --> 00:16:11.000]  我們從保羅這兩個例子裡面可以看到
[00:16:11.000 --> 00:16:16.000]  其實信徒真的可以在每日日常生活裡面
[00:16:16.000 --> 00:16:19.000]  經常會做的搖身
[00:16:19.000 --> 00:16:22.000]  街市賣菜和朋友吃飯
[00:16:22.000 --> 00:16:25.000]  都是我們日常會做的事
[00:16:26.000 --> 00:16:29.000]  其實我們真的可以在日常生活裡面
[00:16:29.000 --> 00:16:32.000]  天天的去榮耀神
[00:16:32.000 --> 00:16:36.000]  我們不需要等到天父給我們有特別的呼召
[00:16:36.000 --> 00:16:38.000]  又或者特別的感動
[00:16:38.000 --> 00:16:41.000]  更加不需要花盡心思去想
[00:16:41.000 --> 00:16:44.000]  我有什麼機會可以去榮耀神
[00:16:44.000 --> 00:16:48.000]  就在我們日常生活裡面就去做這個開始
[00:16:48.000 --> 00:16:51.000]  按著神的教導去待人接物
[00:16:51.000 --> 00:16:54.000]  按著神的教導去處理事情
[00:16:55.000 --> 00:16:58.000]  有節制的去運用神賜給我們的自由
[00:16:58.000 --> 00:17:00.000]  在我們的日常生活裡面
[00:17:00.000 --> 00:17:04.000]  這樣我們就能夠土神起穴
[00:17:04.000 --> 00:17:07.000]  其實土神起穴的生活
[00:17:07.000 --> 00:17:10.000]  就是榮耀神的生活
[00:17:10.000 --> 00:17:13.000]  人人可以做到
[00:17:13.000 --> 00:17:15.000]  天天可以做到
[00:17:15.000 --> 00:17:18.000]  在當下的日子
[00:17:18.000 --> 00:17:22.000]  我們怎樣可以有節制的去用神賜給我們的自由
[00:17:22.000 --> 00:17:24.000]  來去生活呢
[00:17:25.000 --> 00:17:27.000]  我就按著經文
[00:17:27.000 --> 00:17:30.000]  跟大家分享三方面
[00:17:30.000 --> 00:17:33.000]  第一方面我們要記得
[00:17:33.000 --> 00:17:35.000]  不要濫用自由
[00:17:35.000 --> 00:17:37.000]  因為我們都知道的
[00:17:37.000 --> 00:17:41.000]  如果我們沒有節制的去愛
[00:17:41.000 --> 00:17:44.000]  這個都不是真愛
[00:17:44.000 --> 00:17:46.000]  其實是濫愛
[00:17:46.000 --> 00:17:49.000]  沒有節制的自由都不是真自由
[00:17:49.000 --> 00:17:51.000]  是放縱
[00:17:52.000 --> 00:17:55.000]  所以加拉太書裏面保羅給我們這些
[00:17:55.000 --> 00:18:00.000]  說自己是認識自由是什麼的真理的信徒
[00:18:00.000 --> 00:18:02.000]  一個很好的提醒
[00:18:02.000 --> 00:18:05.000]  他說你們夢照是要得自由
[00:18:05.000 --> 00:18:10.000]  只是不可把這自由當作放縱情慾的機會
[00:18:10.000 --> 00:18:13.000]  這個是一個很好的提醒給我們
[00:18:13.000 --> 00:18:18.000]  不要將自由用來給我們去自我放縱
[00:18:18.000 --> 00:18:20.000]  不要用這個藉口
[00:18:21.000 --> 00:18:23.000]  在基督裏面的自由
[00:18:23.000 --> 00:18:26.000]  我們真的要藉著認識真理
[00:18:26.000 --> 00:18:29.000]  還願意去進行主導
[00:18:29.000 --> 00:18:34.000]  讓人看見我們是不受罪的捆綁
[00:18:34.000 --> 00:18:38.000]  這個才是在基督裏面的真自由
[00:18:38.000 --> 00:18:42.000]  我們有權選擇按著人性去犯罪
[00:18:42.000 --> 00:18:46.000]  還是我們有權選擇不做這件事呢
[00:18:47.000 --> 00:18:52.000]  真正的自由是不再被罪去克制我們
[00:18:52.000 --> 00:18:57.000]  如果我們一面又說高舉神給我們的自由
[00:18:57.000 --> 00:18:59.000]  但一面反過來
[00:18:59.000 --> 00:19:02.000]  不顧一切的後果就去做我們想做的事
[00:19:02.000 --> 00:19:05.000]  帶來給人或給自己不好的影響
[00:19:05.000 --> 00:19:08.000]  其實我們是被罪在克制
[00:19:08.000 --> 00:19:10.000]  這個並不是真的自由
[00:19:10.000 --> 00:19:13.000]  所以第一方面我們要做的就是
[00:19:13.000 --> 00:19:15.000]  不要濫用自由
[00:19:16.000 --> 00:19:20.000]  第二方面就是經文第23、24節
[00:19:20.000 --> 00:19:23.000]  不斷重複提到的益處
[00:19:23.000 --> 00:19:27.000]  我們不要求自己的益處
[00:19:27.000 --> 00:19:31.000]  益處的原文意思是指好處
[00:19:31.000 --> 00:19:33.000]  甚至是指一些利潤
[00:19:33.000 --> 00:19:37.000]  而造就人是指建立生命
[00:19:37.000 --> 00:19:41.000]  是指別人的生命可以因為我們的言行
[00:19:41.000 --> 00:19:44.000]  變得更加正面更加積極
[00:19:45.000 --> 00:19:50.000]  我們在運用自由去決定做還是不做的時候
[00:19:50.000 --> 00:19:54.000]  最好我建議有三個原則
[00:19:54.000 --> 00:20:01.000]  第一個原則絕對不會損人利己
[00:20:01.000 --> 00:20:04.000]  絕對不會損人利己
[00:20:04.000 --> 00:20:07.000]  為什麼?經文講得很清楚
[00:20:07.000 --> 00:20:09.000]  不求自己的益處
[00:20:09.000 --> 00:20:11.000]  只是求別人的益處
[00:20:12.000 --> 00:20:15.000]  所以不會做損人利己的事
[00:20:15.000 --> 00:20:20.000]  第二我們寧願損己利人
[00:20:20.000 --> 00:20:25.000]  如果我們有少許損失少許虧損
[00:20:25.000 --> 00:20:28.000]  能夠於別人有益
[00:20:28.000 --> 00:20:32.000]  能夠造就人的話又何妨呢?
[00:20:32.000 --> 00:20:36.000]  第三如果在利己利人的情況下
[00:20:36.000 --> 00:20:38.000]  兩種都有益處
[00:20:38.000 --> 00:20:41.000]  我們將別人的益處放在前面
[00:20:42.000 --> 00:20:44.000]  自己的益處放在後面
[00:20:44.000 --> 00:20:47.000]  神賜給我們的自由
[00:20:47.000 --> 00:20:51.000]  其實不會因為我們應該有的權利
[00:20:51.000 --> 00:20:54.000]  甚至乎是很符合聖經的教導
[00:20:54.000 --> 00:20:56.000]  所以我們要堅持
[00:20:56.000 --> 00:21:01.000]  一定要跟著我們的意思跟著聖經的教導
[00:21:01.000 --> 00:21:04.000]  這個權利給了我們我們要堅持不放
[00:21:04.000 --> 00:21:06.000]  不一定的
[00:21:06.000 --> 00:21:10.000]  我們也不應該因為要滿足自己的私慾
[00:21:11.000 --> 00:21:12.000]  去損別人
[00:21:12.000 --> 00:21:16.000]  否則我們會成為私慾的奴隸
[00:21:16.000 --> 00:21:20.000]  我很記得我們在外地宣教的時候
[00:21:20.000 --> 00:21:22.000]  其實很多時候
[00:21:22.000 --> 00:21:25.000]  教會的弟兄姊妹當地的弟兄姊妹
[00:21:25.000 --> 00:21:28.000]  都很願意去款待我們
[00:21:28.000 --> 00:21:33.000]  他們有時請我們外出吃飯
[00:21:33.000 --> 00:21:37.000]  有時在自己的餐館裡請我們吃飯
[00:21:38.000 --> 00:21:42.000]  本來我也知道這些是出於他們的愛心去款待我們
[00:21:42.000 --> 00:21:45.000]  他們真的很感謝我們能夠去到他們當中
[00:21:45.000 --> 00:21:47.000]  服侍教會服侍他們
[00:21:47.000 --> 00:21:49.000]  所以在我心目中
[00:21:49.000 --> 00:21:52.000]  接受他們這些邀請款待
[00:21:52.000 --> 00:21:55.000]  其實我也同意是很合宜的事
[00:21:55.000 --> 00:22:01.000]  更加上保羅在哥林多前書第九章有這句話
[00:22:01.000 --> 00:22:05.000]  他說難道我們沒有權並靠福音吃喝嗎?
[00:22:06.000 --> 00:22:09.000]  意思是指作為神的僕人
[00:22:09.000 --> 00:22:13.000]  你去到人群當中服侍的話
[00:22:13.000 --> 00:22:15.000]  如果他們要款待你
[00:22:15.000 --> 00:22:18.000]  難道我們沒有這個權利嗎?
[00:22:18.000 --> 00:22:21.000]  都是對的 聖經真的是這樣教的
[00:22:21.000 --> 00:22:25.000]  所以我們去接受弟兄姊妹給我們一些款待
[00:22:25.000 --> 00:22:27.000]  也是合意的
