
[00:00:00.000 --> 00:00:05.400]  生涯規劃是近年來一種流行的理論
[00:01:39.240 --> 00:01:41.240]  認識?是誰?
[00:01:41.240 --> 00:01:43.640]  哇!厲害!
[00:01:43.640 --> 00:01:45.640]  他就是明哥
[00:01:45.640 --> 00:01:46.840]  有些人叫他明哥
[00:01:46.840 --> 00:01:48.840]  他的名字是陳卓明
[00:01:48.840 --> 00:01:51.840]  他是在深水埗開燒臘檔的
[00:01:52.240 --> 00:01:55.240]  他有一個志願就是人人有飯吃
[00:01:55.240 --> 00:02:00.240]  他以優惠的價錢來買飯盒
[00:02:00.240 --> 00:02:05.240]  向街坊提供廉價的飯盒
[00:02:05.240 --> 00:02:09.240]  讓窮人可以有溫飽
[00:02:09.240 --> 00:02:14.240]  他還定期送飯給長者和露宿者
[00:02:14.240 --> 00:02:17.240]  這一位呢?
[00:02:17.240 --> 00:02:21.240]  不知道,沒辦法看到
[00:02:21.240 --> 00:02:24.240]  他的名字是阿賢,18歲
[00:02:24.240 --> 00:02:27.240]  在去年2013年3月
[00:02:27.240 --> 00:02:32.240]  他在元朗八鄉的家中
[00:02:32.240 --> 00:02:37.240]  懷疑和同學持刀斬殺父母
[00:02:37.240 --> 00:02:43.240]  造成父死無重傷的慘劇
[00:02:43.240 --> 00:02:47.240]  他現在還在等待審訊
[00:02:47.240 --> 00:02:50.240]  他被控以謀殺和企圖謀殺的罪名
[00:02:51.240 --> 00:02:53.240]  如果罪名一經成立
[00:02:53.240 --> 00:02:58.240]  他可能大半生都要在獄中渡過
[00:02:58.240 --> 00:03:05.240]  還有他一生都要背負殺死傷親的罪名
[00:03:05.240 --> 00:03:08.240]  我們從這幾位仁兄的經歷中
[00:03:08.240 --> 00:03:12.240]  可以看到人生就像一個舞台
[00:03:12.240 --> 00:03:17.240]  有些人的演出是令人拍案叫絕的
[00:03:17.240 --> 00:03:21.240]  得到很多歡呼聲、喝彩聲、掌聲
[00:03:21.240 --> 00:03:25.240]  但有些人的演出卻是方腔走板
[00:03:25.240 --> 00:03:27.240]  令人遺憾
[00:03:27.240 --> 00:03:31.240]  到底為什麼會有這麼不同的結果呢?
[00:03:31.240 --> 00:03:40.240]  有些人歸咎有先天優秀的條件
[00:03:40.240 --> 00:03:42.240]  但我認為更多的人
[00:03:42.240 --> 00:03:47.240]  而且絕大多數的人都是靠後天的經營
[00:03:47.240 --> 00:03:50.240]  靠後天的努力
[00:03:50.240 --> 00:03:53.240]  今天我想和大家一起去看看
[00:03:53.240 --> 00:03:55.240]  到底在聖經裏
[00:03:55.240 --> 00:03:58.240]  耶穌在地上的生活是怎樣的呢?
[00:03:58.240 --> 00:04:02.240]  他是怎樣教導門徒去規劃人生呢?
[00:04:02.240 --> 00:04:08.240]  首先我想和大家一起去看剛才幾長的經文
[00:04:08.240 --> 00:04:11.240]  這段經文裏其實可以有四個場景
[00:04:11.240 --> 00:04:17.240]  第一個場景是七至十二節那一段
[00:04:17.240 --> 00:04:18.240]  是在海邊
[00:04:18.240 --> 00:04:21.240]  當時耶穌就在海邊
[00:04:21.240 --> 00:04:23.240]  除了耶穌還有什麼人呢?
[00:04:23.240 --> 00:04:25.240]  我們一起讀讀這段經文
[00:04:25.240 --> 00:04:29.240]  有許多人從加利利跟隨他
[00:04:29.240 --> 00:04:33.240]  還有許多人聽見他所做的事
[00:04:33.240 --> 00:04:39.240]  就從猶太、耶路撒冷、以土買、約旦河外
[00:04:39.240 --> 00:04:43.240]  並推羅西頓的四方來到他那裏
[00:04:43.240 --> 00:04:45.240]  他因為人多
[00:04:45.240 --> 00:04:49.240]  就吩咐門徒叫一隻小船事後著
[00:04:49.240 --> 00:04:52.240]  免得眾人擁擠
[00:04:52.240 --> 00:04:55.240]  這裏說到人群是從四面八方而來
[00:04:55.240 --> 00:04:57.240]  怎樣四面八方呢?
[00:04:57.240 --> 00:04:59.240]  我們可以看看地圖
[00:04:59.240 --> 00:05:03.240]  猶太、耶路撒冷、以土買、約旦河
[00:05:03.240 --> 00:05:05.240]  推羅西頓
[00:05:05.240 --> 00:05:09.240]  這裏覆蓋了整個以色列
[00:05:09.240 --> 00:05:13.240]  四面八方的人就是整個以色列的人
[00:05:13.240 --> 00:05:15.240]  從四面八方而來
[00:05:15.240 --> 00:05:17.240]  蓄湧著耶穌
[00:05:17.240 --> 00:05:20.240]  今天我們只要按個鍵
[00:05:20.240 --> 00:05:23.240]  那些訊息就可以發送到全世界
[00:05:23.240 --> 00:05:26.240]  要短時間內召集人一齊
[00:05:26.240 --> 00:05:29.240]  這不是難的一件事
[00:05:29.240 --> 00:05:32.240]  但為什麼當時可以整個以色列
[00:05:32.240 --> 00:05:37.240]  四面八方的人都可以來擁著耶穌呢?
[00:05:37.240 --> 00:05:39.240]  經文剛才說到
[00:05:39.240 --> 00:05:42.240]  是因為他所做的大事
[00:05:42.240 --> 00:05:44.240]  這些大事是指什麼?
[00:05:44.240 --> 00:05:46.240]  當然是他所做的神蹟奇事
[00:05:46.240 --> 00:05:51.240]  當中包括了不少醫病、趕鬼的事情
[00:05:51.240 --> 00:05:55.240]  他們來都是為了得醫治
[00:05:55.240 --> 00:05:58.240]  因著耶穌行了這麼多大事
[00:05:58.240 --> 00:06:01.240]  一傳十、十傳百就傳開了
[00:06:01.240 --> 00:06:03.240]  我們可以想像
[00:06:03.240 --> 00:06:07.240]  當時耶穌所做的一件幾轟動的事
[00:06:07.240 --> 00:06:11.240]  當時不單止人來蓄湧著耶穌
[00:06:11.240 --> 00:06:13.240]  連鬼看見耶穌
[00:06:13.240 --> 00:06:15.240]  他們都是降服的
[00:06:15.240 --> 00:06:19.240]  他們甚至叫出耶穌是神兒子的身份
[00:06:19.240 --> 00:06:22.240]  但耶穌當時是制止這些鬼的
[00:06:22.240 --> 00:06:24.240]  我想其中可以有兩個原因
[00:06:24.240 --> 00:06:26.240]  第一是因為時候未到
[00:06:26.240 --> 00:06:30.240]  耶穌不想這麼快將自己的身份顯露出來
[00:06:30.240 --> 00:06:32.240]  另一個原因是
[00:06:32.240 --> 00:06:37.240]  他們不想鬼從鬼的口中說出耶穌的身份
[00:06:37.240 --> 00:06:42.240]  而且他們說沒辦法將耶穌身份的真正意義
[00:06:42.240 --> 00:06:44.240]  正確地表達出來
[00:06:44.240 --> 00:06:47.240]  所以耶穌不讓他們說
[00:06:47.240 --> 00:06:52.240]  我們可以看到在這個場景中的耶穌
[00:06:52.240 --> 00:06:54.240]  受到很多人的歡迎
[00:06:54.240 --> 00:06:56.240]  得到很多掌聲
[00:06:56.240 --> 00:07:01.240]  大可以藉著這個勢得到更大的榮耀
[00:07:01.240 --> 00:07:03.240]  但他沒有選擇這樣做
[00:07:03.240 --> 00:07:07.240]  他選擇了退到山上
[00:07:07.240 --> 00:07:10.240]  所以第二個場景就在山上
[00:07:10.240 --> 00:07:14.240]  山上的情況和山下在海邊很不同
[00:07:14.240 --> 00:07:16.240]  海邊四面八方的人都來到
[00:07:16.240 --> 00:07:18.240]  耶穌是沒得選擇的
[00:07:18.240 --> 00:07:20.240]  那些人是自己走過來的
[00:07:20.240 --> 00:07:21.240]  耶穌沒得選擇
[00:07:21.240 --> 00:07:29.240]  但在山上耶穌選擇了十二個門徒跟隨他上山
[00:07:29.240 --> 00:07:31.240]  這十二個門徒是甚麼人呢?
[00:07:31.240 --> 00:07:36.240]  在這段經文中將十二個人名說了出來
[00:07:36.240 --> 00:07:39.240]  其中有一個是出賣耶穌的
[00:07:39.240 --> 00:07:40.240]  猶大
[00:07:40.240 --> 00:07:42.240]  除了猶大之外
[00:07:42.240 --> 00:07:46.240]  更有三個經文特別說得最多的三個
[00:07:46.240 --> 00:07:48.240]  其中一個是西門彼得
[00:07:48.240 --> 00:07:50.240]  他後來曾經做過甚麼事呢?
[00:07:50.240 --> 00:07:52.240]  三次不認主
[00:07:52.240 --> 00:07:54.240]  還有那兩兄弟
[00:07:54.240 --> 00:07:56.240]  雅各和約翰
[00:07:56.240 --> 00:07:59.240]  耶穌幫他們起了個名叫做伴尼奇
[00:07:59.240 --> 00:08:00.240]  意思是雷子
[00:08:00.240 --> 00:08:02.240]  即是雷公的兒子
[00:08:02.240 --> 00:08:04.240]  我小學有個老師叫做雷公
[00:08:04.240 --> 00:08:06.240]  因為他聲音很大
[00:08:06.240 --> 00:08:11.240]  叫他做雷公的兒子
[00:08:11.240 --> 00:08:16.240]  可能顯示他們脾氣比較火爆和衝動的人
[00:08:16.240 --> 00:08:21.240]  這兩個人後來不單和門徒爭奪當大佬
[00:08:21.240 --> 00:08:24.240]  他們對耶穌還有要求
[00:08:24.240 --> 00:08:28.240]  他們要求耶穌將來顯榮耀的時候
[00:08:28.240 --> 00:08:31.240]  留下兩個位置給他們
[00:08:31.240 --> 00:08:33.240]  一個在左邊一個在右邊
[00:08:33.240 --> 00:08:36.240]  預先走後門取位置
[00:08:36.240 --> 00:08:41.240]  好像現在的人取幼稚園的位置
[00:08:41.240 --> 00:08:45.240]  我們看到這十二個人是他親自揀選的
[00:08:45.240 --> 00:08:48.240]  耶穌也知道他們的底蘊
[00:08:48.240 --> 00:08:51.240]  但這十二個和耶穌這麼親密的人
[00:08:51.240 --> 00:08:53.240]  是有出賣他們的
[00:08:53.240 --> 00:08:55.240]  有利用他們的
[00:08:55.240 --> 00:08:57.240]  有不認他們的
[00:08:57.240 --> 00:09:01.240]  第三個場景是二十節
[00:09:01.240 --> 00:09:02.240]  二十一節
[00:09:02.240 --> 00:09:04.240]  這是在屋外的
[00:09:04.240 --> 00:09:06.240]  「耶穌進了一個屋子
[00:09:06.240 --> 00:09:07.240]  眾人又聚集
[00:09:07.240 --> 00:09:09.240]  甚至他連飯也顧不得吃
[00:09:09.240 --> 00:09:11.240]  耶穌的親屬聽見
[00:09:11.240 --> 00:09:13.240]  就出來要拉住他
[00:09:13.240 --> 00:09:15.240]  他們說他瘋狂了」
[00:09:15.240 --> 00:09:18.240]  這個場景有一點特別
[00:09:18.240 --> 00:09:22.240]  就是耶穌雖然當時在屋內
[00:09:22.240 --> 00:09:25.240]  但事情發生在屋外
[00:09:25.240 --> 00:09:28.240]  因為耶穌忙到廢寢忘餐
[00:09:28.240 --> 00:09:29.240]  連飯也沒空吃
[00:09:29.240 --> 00:09:31.240]  他的家人
[00:09:31.240 --> 00:09:33.240]  他的親人就覺得
[00:09:33.240 --> 00:09:36.240]  這個耶穌是不是瘋狂
[00:09:36.240 --> 00:09:38.240]  瘋狂的意思是失常
[00:09:38.240 --> 00:09:39.240]  失控
[00:09:39.240 --> 00:09:40.240]  他是不是傻了
[00:09:40.240 --> 00:09:42.240]  於是他們就來到拉住他
[00:09:42.240 --> 00:09:44.240]  他們來到不是支持他
[00:09:44.240 --> 00:09:46.240]  而是想制止他
[00:09:46.240 --> 00:09:50.240]  壓住他
[00:09:50.240 --> 00:09:51.240]  我們可以看到
[00:09:51.240 --> 00:09:53.240]  在這個場景裡的耶穌
[00:09:53.240 --> 00:09:56.240]  連自己的家人也不理解他
[00:09:56.240 --> 00:09:58.240]  誤解他
[00:09:58.240 --> 00:10:01.240]  接著來到第四個場景
[00:10:01.240 --> 00:10:03.240]  在這個場景裡
[00:10:03.240 --> 00:10:04.240]  在屋內
[00:10:04.240 --> 00:10:08.240]  就是耶穌面對的是一群文士
[00:10:08.240 --> 00:10:10.240]  文士是什麼人呢
[00:10:10.240 --> 00:10:14.240]  就是當時專抄寫聖經的人
[00:10:14.240 --> 00:10:16.240]  當時沒有影印機
[00:10:16.240 --> 00:10:18.240]  要靠人手去抄寫
[00:10:18.240 --> 00:10:20.240]  文士不單只抄寫聖經
[00:10:20.240 --> 00:10:22.240]  他們還是對聖經
[00:10:22.240 --> 00:10:26.240]  對律法非常清楚了解
[00:10:26.240 --> 00:10:29.240]  他們專門解釋聖經
[00:10:29.240 --> 00:10:33.240]  可以說是當時解釋聖經的權威
[00:10:33.240 --> 00:10:36.240]  他們備受群眾的尊崇、擁戴
[00:10:36.240 --> 00:10:42.240]  他們的勢力甚至超過當時的祭司
[00:10:42.240 --> 00:10:43.240]  剛才我們看到
[00:10:43.240 --> 00:10:45.240]  耶穌的家人拉住他
[00:10:45.240 --> 00:10:47.240]  其實這種制止
[00:10:47.240 --> 00:10:49.240]  都是出於一種關心
[00:10:49.240 --> 00:10:51.240]  但我們看到這些文士
[00:10:51.240 --> 00:10:54.240]  他們對耶穌作出攻擊
[00:10:54.240 --> 00:10:57.240]  他們懷著敵意和惡意
[00:10:57.240 --> 00:11:01.240]  攻擊耶穌
[00:11:01.240 --> 00:11:04.240]  他們對耶穌作出了兩個指控
[00:11:04.240 --> 00:11:05.240]  我們一起來讀
[00:11:05.240 --> 00:11:08.240]  從耶路撒冷下來的文士說
[00:11:08.240 --> 00:11:11.240]  他是被別西卜附著
[00:11:11.240 --> 00:11:15.240]  又說他是靠著鬼王趕鬼
[00:11:15.240 --> 00:11:18.240]  他們對耶穌作出了兩個指控
[00:11:18.240 --> 00:11:19.240]  第一個指控是
[00:11:19.240 --> 00:11:21.240]  耶穌是被別西卜附著
[00:11:21.240 --> 00:11:23.240]  別西卜是指鬼王
[00:11:23.240 --> 00:11:25.240]  即是耶穌是被鬼附著
[00:11:25.240 --> 00:11:27.240]  第二個指控是
[00:11:27.240 --> 00:11:30.240]  耶穌是靠著鬼王趕鬼
[00:11:30.240 --> 00:11:36.240]  耶穌對於這兩項指控是逐一回應
[00:11:36.240 --> 00:11:38.240]  他首先用了一些比喻
[00:11:38.240 --> 00:11:42.240]  來回應他們第二個指控
[00:11:42.240 --> 00:11:45.240]  即是說耶穌是靠著鬼王趕鬼
[00:11:45.240 --> 00:11:47.240]  耶穌的比喻說
[00:11:47.240 --> 00:11:49.240]  這個指控是不合邏輯的
[00:11:49.240 --> 00:11:51.240]  有什麼可能鬼打鬼呢?
[00:11:51.240 --> 00:11:54.240]  鬼如果能夠被制服的話
[00:11:54.240 --> 00:11:56.240]  他應該要給予一個更大的力量
[00:11:56.240 --> 00:11:58.240]  才可以去制服
[00:11:58.240 --> 00:12:00.240]  而這個更大的力量是什麼呢?
[00:12:00.240 --> 00:12:01.240]  就是神
[00:12:01.240 --> 00:12:04.240]  這是不言而喻的
[00:12:04.240 --> 00:12:06.240]  至於第一個指控
[00:12:06.240 --> 00:12:12.240]  耶穌是直接了當地對他們說
[00:12:12.240 --> 00:12:14.240]  「我實在告訴你們
[00:12:14.240 --> 00:12:18.240]  世人一切的罪和一切褻瀆的話都可得赦免
[00:12:18.240 --> 00:12:22.240]  凡褻瀆聖靈的卻永不得赦免
[00:12:22.240 --> 00:12:25.240]  乃要擔當永遠的罪」
[00:12:25.240 --> 00:12:28.240]  這裡說到褻瀆聖靈
[00:12:28.240 --> 00:12:30.240]  我們基督徒很多時候都對
[00:12:30.240 --> 00:12:32.240]  什麼是褻瀆聖靈呢?
[00:12:32.240 --> 00:12:34.240]  我們有些模糊的
[00:12:34.240 --> 00:12:36.240]  到底我說錯了什麼
[00:12:36.240 --> 00:12:38.240]  這些是不是褻瀆聖靈呢?
[00:12:38.240 --> 00:12:40.240]  其實這裡的意思就是說
[00:12:40.240 --> 00:12:45.240]  耶穌已經彰顯了他自己的權能
[00:12:45.240 --> 00:12:47.240]  人看到他所行的神蹟
[00:12:47.240 --> 00:12:49.240]  應該知道他就是神的兒子
[00:12:49.240 --> 00:12:54.240]  但是這些民事卻是攻擊指控耶穌
[00:12:54.240 --> 00:12:57.240]  他們看到耶穌的權能
[00:12:57.240 --> 00:13:02.240]  但是拒絕耶穌並且對他作出攻擊
[00:13:02.240 --> 00:13:05.240]  還說他是被鬼附的
[00:13:05.240 --> 00:13:09.240]  褻瀆聖靈就是指他們這種拒絕神
[00:13:09.240 --> 00:13:13.240]  不願意回應、回轉、歸向神
[00:13:13.240 --> 00:13:15.240]  他們的罪就在於此
[00:13:15.240 --> 00:13:19.240]  這種罪也不能被赦免
[00:13:19.240 --> 00:13:23.240]  所以褻瀆聖靈不是指某一種言語行為
[00:13:23.240 --> 00:13:29.240]  是指那種拒絕神、不回應神、不願意接受神
[00:13:29.240 --> 00:13:31.240]  這種情況
[00:13:31.240 --> 00:13:34.240]  剛才所說的四個場景
[00:13:34.240 --> 00:13:37.240]  其實我們不要以為他們是一個接著一個
[00:13:37.240 --> 00:13:42.240]  當中可能場景與場景之間已經隔了若干時間
[00:13:42.240 --> 00:13:47.240]  但是作者是故意將這幾個場景放在一起
[00:13:47.240 --> 00:13:49.240]  目的就是讓我們看到
[00:13:49.240 --> 00:13:52.240]  耶穌當時的侍奉生涯是怎樣
[00:13:52.240 --> 00:13:54.240]  就是這樣忙忙碌碌
[00:13:54.240 --> 00:13:56.240]  並且要面對著很多人
[00:13:56.240 --> 00:13:58.240]  面對著人群
[00:13:58.240 --> 00:14:01.240]  每個人對他不同的期望
[00:14:01.240 --> 00:14:03.240]  還要面對人的誤解
[00:14:03.240 --> 00:14:06.240]  連自己的親人也會誤解他
[00:14:06.240 --> 00:14:09.240]  還有自己所揀選的人出賣他
[00:14:09.240 --> 00:14:12.240]  還有敵人經常在乎他
[00:14:12.240 --> 00:14:15.240]  要去找他的把柄去攻擊他
[00:14:15.240 --> 00:14:18.240]  甚至將他置於死地
[00:14:18.240 --> 00:14:21.240]  耶穌當時就是面對著這樣的局面
[00:14:21.240 --> 00:14:23.240]  你可以想像
[00:14:23.240 --> 00:14:26.240]  人在這種情況下很容易崩潰
[00:14:26.240 --> 00:14:28.240]  很容易迷失
[00:14:28.240 --> 00:14:33.240]  今天我們都市人可能面對著很多這樣的壓力
[00:14:33.240 --> 00:14:35.240]  我們常說有一個詞
[00:14:35.240 --> 00:14:37.240]  就是Burnout
[00:14:37.240 --> 00:14:39.240]  甚麼是Burnout呢?
[00:14:39.240 --> 00:14:42.240]  有一位精神科醫生曾帆光
[00:14:42.240 --> 00:14:46.240]  他用了唐朝詩人李襄隱的兩句名句
[00:14:46.240 --> 00:14:48.240]  來表達Burnout
[00:14:48.240 --> 00:14:51.240]  我想起了哪兩句呢?
[00:14:51.240 --> 00:14:54.240]  春蠶到死,詩方盡
[00:14:54.240 --> 00:14:57.240]  立具成灰,淚似乾
[00:14:57.240 --> 00:14:59.240]  厲不厲害?
[00:14:59.240 --> 00:15:02.240]  我最多只想到油盡燈枯
[00:15:02.240 --> 00:15:03.240]  他更厲害
[00:15:03.240 --> 00:15:06.240]  用兩句詩來表達Burnout
[00:15:06.240 --> 00:15:08.240]  有人譯作耗盡
[00:15:08.240 --> 00:15:11.240]  如何為之耗盡呢?
[00:15:11.240 --> 00:15:14.240]  看看你有沒有這樣的情況
[00:15:14.240 --> 00:15:17.240]  長時間工作覺得很累
[00:15:17.240 --> 00:15:19.240]  很憤怒,倦怠
[00:15:19.240 --> 00:15:21.240]  很多牢騷,沒有成就感
[00:15:21.240 --> 00:15:23.240]  對工作負面,情緒化
[00:15:23.240 --> 00:15:25.240]  沒有鬥志,沒有信心,沒有動力
[00:15:25.240 --> 00:15:27.240]  不斷埋怨
[00:15:27.240 --> 00:15:29.240]  你們有沒有這樣的情況?
[00:15:29.240 --> 00:15:32.240]  你笑我,希望那個不是你
[00:15:32.240 --> 00:15:35.240]  我猜大家都未至於去到這個地步
[00:15:35.240 --> 00:15:37.240]  因為你至少還會笑
[00:15:37.240 --> 00:15:42.240]  人到底如何可以避免自己耗盡
[00:15:42.240 --> 00:15:44.240]  避免Burnout
[00:15:44.240 --> 00:15:49.240]  而能夠充分發揮自己的潛能
[00:15:49.240 --> 00:15:52.240]  即使面對一些突然而來的災禍
[00:15:52.240 --> 00:15:53.240]  天災人禍
[00:15:53.240 --> 00:15:55.240]  仍然能夠冷靜地面對
[00:15:55.240 --> 00:15:59.240]  勇敢堅毅地跨過這些難關
[00:15:59.240 --> 00:16:03.240]  並且活出一個精彩的人生
[00:16:03.240 --> 00:16:05.240]  我發現在這段經文裡
[00:16:05.240 --> 00:16:07.240]  當中有一句
[00:16:07.240 --> 00:16:09.240]  看起來好像很平凡
[00:16:09.240 --> 00:16:11.240]  一句經文
[00:16:11.240 --> 00:16:15.240]  能夠教導我們如何規劃人生
[00:16:15.240 --> 00:16:17.240]  就是這兩節
[00:16:17.240 --> 00:16:19.240]  我們一起讀
[00:16:19.240 --> 00:16:21.240]  他就設立十二個人
[00:16:21.240 --> 00:16:24.240]  要他們常和自己同在
[00:16:24.240 --> 00:16:27.240]  也要差他們去傳道
[00:16:27.240 --> 00:16:30.240]  並給他們權並趕鬼
[00:16:30.240 --> 00:16:32.240]  在這兩節經文裡說到
[00:16:32.240 --> 00:16:35.240]  耶穌設立十二門徒的目的是有三個
[00:16:35.240 --> 00:16:38.240]  第一是要他們常和自己同在
[00:16:38.240 --> 00:16:41.240]  第二目的是要差他們去傳道
[00:16:41.240 --> 00:16:44.240]  第三是要給他們權並趕鬼
[00:16:44.240 --> 00:16:46.240]  我發現這三個目的
[00:16:46.240 --> 00:16:51.240]  其實可以作為我們行走江湖的三個絕招
[00:16:51.240 --> 00:16:54.240]  而這三招不僅十二門徒受用
[00:16:54.240 --> 00:16:57.240]  也適合我們在座每一位使用
[00:16:57.240 --> 00:17:00.240]  首先我想和大家看第一招
[00:17:00.240 --> 00:17:03.240]  就是奉差傳道
[00:17:03.240 --> 00:17:06.240]  傳道其實可以有一個廣闊的意義
[00:17:06.240 --> 00:17:08.240]  和狹窄的意義
[00:17:08.240 --> 00:17:10.240]  擇義來說
[00:17:10.240 --> 00:17:12.240]  我們要傳福音
[00:17:12.240 --> 00:17:13.240]  帶人去信耶穌
[00:17:13.240 --> 00:17:15.240]  我們跟他們說三福四律
[00:17:15.240 --> 00:17:17.240]  或者派單張給他們
[00:17:17.240 --> 00:17:19.240]  今天下午一點半
[00:17:19.240 --> 00:17:21.240]  報道隊就會出隊
[00:17:21.240 --> 00:17:23.240]  就是做這件事
[00:17:23.240 --> 00:17:24.240]  傳福音
[00:17:24.240 --> 00:17:27.240]  又或者帶人回教會聚會
[00:17:27.240 --> 00:17:30.240]  參加何志光弟兄的福音探索
[00:17:30.240 --> 00:17:33.240]  這也可以是擇義的傳道
[00:17:33.240 --> 00:17:35.240]  廣義是什麼呢?
[00:17:35.240 --> 00:17:38.240]  就是將我們自己的生命化成一篇道
[00:17:38.240 --> 00:17:40.240]  以生命去影響生命
[00:17:40.240 --> 00:17:42.240]  讓人在我們的生命裏
[00:17:42.240 --> 00:17:44.240]  看到上帝的榮耀
[00:17:44.240 --> 00:17:46.240]  從而認識祂 相信祂
[00:17:46.240 --> 00:17:48.240]  我想問
[00:17:48.240 --> 00:17:50.240]  這兩樣哪樣容易些?
[00:17:50.240 --> 00:17:57.240]  其實兩樣都困難
[00:17:57.240 --> 00:18:00.240]  而且兩者是相輔相成
[00:18:00.240 --> 00:18:02.240]  兩樣一起要做
[00:18:02.240 --> 00:18:04.240]  不可以隨便做一樣
[00:18:04.240 --> 00:18:05.240]  我們講福音
[00:18:05.240 --> 00:18:07.240]  不可以只是將福音
[00:18:07.240 --> 00:18:10.240]  簡約成為一套公式
[00:18:10.240 --> 00:18:12.240]  講了公式就叫做講完
[00:18:12.240 --> 00:18:14.240]  我們要用我們的生命
[00:18:14.240 --> 00:18:16.240]  來顯示我們所講的
[00:18:16.240 --> 00:18:18.240]  用我們的生命來見證
[00:18:18.240 --> 00:18:21.240]  我們所傳講的這位神
[00:18:21.240 --> 00:18:24.240]  我們要以我們的生命化成一篇道
[00:18:24.240 --> 00:18:25.240]  換句話說
[00:18:25.240 --> 00:18:28.240]  我們要遵行上帝的旨意
[00:18:28.240 --> 00:18:30.240]  以致我們的生命
[00:18:30.240 --> 00:18:32.240]  能夠吸引人
[00:18:32.240 --> 00:18:35.240]  這也是上帝選召我們
[00:18:35.240 --> 00:18:37.240]  成為祂的子民的一個目的
[00:18:37.240 --> 00:18:39.240]  這是我們的召命
[00:18:39.240 --> 00:18:40.240]  我們的召命
[00:18:40.240 --> 00:18:42.240]  就是要遵行上帝的旨意
[00:18:42.240 --> 00:18:45.240]  使我們的生命成為一篇道
[00:18:45.240 --> 00:18:48.240]  讓人能夠認識這位神
[00:18:48.240 --> 00:18:51.240]  我們可以宣揚神的美德
[00:18:51.240 --> 00:18:54.240]  剛才第三個場景
[00:18:54.240 --> 00:18:56.240]  提到耶穌的親屬
[00:18:56.240 --> 00:18:58.240]  以為祂癲狂
[00:18:58.240 --> 00:18:59.240]  來制止祂
[00:18:59.240 --> 00:19:01.240]  但其實這個場景還未完
[00:19:01.240 --> 00:19:03.240]  在第三十一節
[00:19:03.240 --> 00:19:05.240]  祂們再次出現
[00:19:05.240 --> 00:19:07.240]  這次祂是打發人
[00:19:07.240 --> 00:19:09.240]  要拉耶穌出來
[00:19:09.240 --> 00:19:11.240]  但當時耶穌有什麼回應呢?
[00:19:11.240 --> 00:19:13.240]  耶穌說
[00:19:13.240 --> 00:19:15.240]  「誰是我的母親?
[00:19:15.240 --> 00:19:17.240]  誰是我的弟兄?
[00:19:17.240 --> 00:19:20.240]  就四面觀看那周圍坐在的人說:
[00:19:20.240 --> 00:19:23.240]  看呀!我的母親!我的弟兄!
[00:19:23.240 --> 00:19:25.240]  凡遵行神旨意的人
[00:19:25.240 --> 00:19:29.240]  就是我的弟兄、姊妹和母親了」
[00:19:29.240 --> 00:19:31.240]  這就是耶穌的回應
[00:19:31.240 --> 00:19:33.240]  耶穌的家人以為祂失常
[00:19:33.240 --> 00:19:36.240]  但從這個回應我們可以看到
[00:19:36.240 --> 00:19:39.240]  耶穌不但沒有失常
[00:19:39.240 --> 00:19:43.240]  甚至將「家人」這個字的定義擴充了
[00:19:43.240 --> 00:19:48.240]  將所有遵行神旨意的人
[00:19:48.240 --> 00:19:50.240]  納入為「家」的一份子
[00:19:50.240 --> 00:19:52.240]  換句話說
