
[00:00:00.000 --> 00:00:05.880]  新婚時去到她的區內散步,和太太Victoria去散步
[00:08:29.280 --> 00:08:32.160]  但是他主日崇拜
[00:08:32.160 --> 00:08:34.640]  敬拜的時候很體重
[00:08:34.640 --> 00:08:37.880]  預備自己和家人一起來
[00:08:37.880 --> 00:08:39.800]  聽完道理之後
[00:08:39.800 --> 00:08:42.360]  就會和家人講一下他的體會
[00:08:42.360 --> 00:08:43.840]  一些信主的家人
[00:08:43.840 --> 00:08:47.120]  他又會有些不太清楚的
[00:08:47.120 --> 00:08:52.200]  就會問信主的親人什麼意思
[00:08:52.200 --> 00:08:56.640]  有一次我有機會和他兒子聊天
[00:08:56.640 --> 00:08:58.160]  他兒子就告訴我
[00:08:58.160 --> 00:09:00.600]  爸爸有很大的改變
[00:09:00.600 --> 00:09:03.240]  以前是一個很專制的人
[00:09:03.240 --> 00:09:05.000]  講一沒有人敢講二
[00:09:05.000 --> 00:09:08.920]  這位長者原來以前是這樣
[00:09:08.920 --> 00:09:11.080]  他說以前抓得很緊
[00:09:11.080 --> 00:09:12.960]  現在願意放
[00:09:12.960 --> 00:09:16.320]  現在對家人的愛心多了很多
[00:09:16.320 --> 00:09:18.600]  有一次他病發燒的時候
[00:09:18.600 --> 00:09:20.200]  爸爸打電話給他
[00:09:20.200 --> 00:09:22.240]  「你沒什麼事吧」
[00:09:22.240 --> 00:09:23.800]  雖然很簡單的一句問候
[00:09:23.800 --> 00:09:25.880]  但是這個兒子很感動
[00:09:25.880 --> 00:09:28.760]  因為他等了爸爸這樣講這句話
[00:09:28.760 --> 00:09:31.560]  等了幾十年
[00:09:31.560 --> 00:09:33.920]  竟然爸爸會講出這樣的說話
[00:09:33.920 --> 00:09:35.800]  一個人的生命是改變的
[00:09:35.800 --> 00:09:39.040]  當你進入了純正的福音裡面
[00:09:39.040 --> 00:09:40.240]  你有一個生命
[00:09:40.240 --> 00:09:41.960]  你走向這裡
[00:09:41.960 --> 00:09:44.240]  但我們看看這些假教師
[00:09:44.240 --> 00:09:46.200]  他們因為歪曲了
[00:09:46.200 --> 00:09:48.760]  整個信仰的核心扭轉了
[00:09:48.760 --> 00:09:49.720]  歪曲了
[00:09:49.720 --> 00:09:51.320]  如果我們看上文下理
[00:09:51.320 --> 00:09:52.760]  提摩太前書的時候
[00:09:52.760 --> 00:09:56.000]  這些假教師究竟有什麼問題呢
[00:09:56.000 --> 00:09:57.600]  我們看
[00:09:57.600 --> 00:10:00.760]  最重要的是他們信仰的歪曲
[00:10:00.760 --> 00:10:02.120]  如果我們看回內文
[00:10:02.120 --> 00:10:03.560]  在第一章第七節說
[00:10:03.560 --> 00:10:08.120]  這些人想做律法的教師
[00:10:08.120 --> 00:10:10.520]  卻不明白自己所講的是什麼
[00:10:10.520 --> 00:10:11.880]  即是專門叫信徒
[00:10:11.880 --> 00:10:15.880]  還是守回摩西時代的舊約的律法
[00:10:15.880 --> 00:10:18.200]  沒錯 這是神給以色列人的律法
[00:10:18.200 --> 00:10:20.680]  但是因為耶穌基督成就了舊恩
[00:10:20.680 --> 00:10:21.840]  很多的預表
[00:10:21.840 --> 00:10:26.880]  已經在耶穌基督裡面實踐了出來
[00:10:26.880 --> 00:10:28.960]  也都應驗了出來
[00:10:28.960 --> 00:10:31.360]  所以我們今天再也不是活在舊約以下
[00:10:31.360 --> 00:10:32.480]  而這些假教師
[00:10:32.480 --> 00:10:36.200]  專門畫一些他們覺得是對的
[00:10:36.200 --> 00:10:38.560]  但事實上都不知道自己想教什麼
[00:10:38.560 --> 00:10:40.600]  甚至在這些舊約裡面
[00:10:40.600 --> 00:10:43.080]  有一些很長的家譜
[00:10:43.080 --> 00:10:45.440]  這些人物在舊約的家譜裡面
[00:10:45.440 --> 00:10:47.120]  譬如出現一兩次
[00:10:47.120 --> 00:10:49.600]  某某生某某
[00:10:49.600 --> 00:10:51.440]  沒有什麼詳細的技術
[00:10:51.440 --> 00:10:53.800]  但是這些人就將一些
[00:10:53.800 --> 00:10:54.680]  似是非
[00:10:54.680 --> 00:10:57.120]  一些沒有真實學據的傳說
[00:10:57.120 --> 00:10:58.240]  加插在裡面
[00:10:58.240 --> 00:11:00.360]  讓人覺得很精彩
[00:11:00.360 --> 00:11:02.560]  又覺得很有學問
[00:11:02.560 --> 00:11:05.480]  吸引這些好奇心的人
[00:11:05.480 --> 00:11:07.720]  就覺得他們很厲害
[00:11:07.720 --> 00:11:10.080]  所以他們完全走錯謬
[00:11:10.080 --> 00:11:11.120]  走錯謬之後
[00:11:11.120 --> 00:11:12.320]  你看看他們的生命
[00:11:12.320 --> 00:11:13.160]  都走樣了
[00:11:13.160 --> 00:11:14.320]  所以我們繼續看一下
[00:11:14.320 --> 00:11:16.240]  這些人的生命是怎麼樣
[00:11:16.240 --> 00:11:19.160]  我們看一下第四節說
[00:11:19.160 --> 00:11:21.040]  他是自高自大
[00:11:21.040 --> 00:11:22.800]  一無所知
[00:11:22.800 --> 00:11:27.200]  自高自大意思就是被驕傲去蒙蔽了
[00:11:27.200 --> 00:11:28.320]  基本上什麼都不知道
[00:11:28.320 --> 00:11:30.360]  還以為自己是很厲害
[00:11:30.360 --> 00:11:32.640]  其實是一無所知
[00:11:32.640 --> 00:11:34.640]  難怪這些人自高自大
[00:11:34.640 --> 00:11:35.880]  抗拒神的真理
[00:11:35.880 --> 00:11:38.440]  和神在他們生命裡面的主權
[00:11:38.440 --> 00:11:41.160]  他們想做什麼就做什麼
[00:11:41.160 --> 00:11:41.960]  我們想一下
[00:11:41.960 --> 00:11:44.680]  我們的人生都要小心
[00:11:44.680 --> 00:11:45.360]  對神
[00:11:45.360 --> 00:11:46.760]  如果一個人驕傲
[00:11:46.760 --> 00:11:48.600]  不管神說什麼
[00:11:48.600 --> 00:11:49.960]  對人又怎麼樣
[00:11:49.960 --> 00:11:51.080]  什麼都要爭第一
[00:11:51.080 --> 00:11:52.320]  一定要爭贏你
[00:11:52.320 --> 00:11:53.400]  就在這裡就說
[00:11:53.400 --> 00:11:54.880]  尊好爭辯
[00:11:54.880 --> 00:11:56.320]  尊好爭辯這個字
[00:11:56.320 --> 00:11:58.840]  其實意思就是說有一種病態式的喜好
[00:11:58.840 --> 00:12:00.600]  主要是和人吵架
[00:12:00.600 --> 00:12:02.680]  如果你遇到這些人都很慘
[00:12:02.680 --> 00:12:05.120]  廣東就一定吵架
[00:12:05.120 --> 00:12:06.600]  還有呢
[00:12:06.600 --> 00:12:08.360]  他們不是為了真理去爭辯
[00:12:08.360 --> 00:12:11.040]  而是為了要證實自己多麼的厲害
[00:12:11.040 --> 00:12:12.600]  我比你更加聰明
[00:12:12.600 --> 00:12:14.760]  我比你的看法更加好
[00:12:14.760 --> 00:12:16.320]  接著說善於竊賤
[00:12:16.320 --> 00:12:19.080]  竊賤就是在字眼裡面在吵架
[00:12:19.080 --> 00:12:20.280]  一些無關痛癢的東西
[00:12:20.280 --> 00:12:21.080]  在這裡爭辯
[00:12:21.080 --> 00:12:22.960]  為了要贏
[00:12:22.960 --> 00:12:24.480]  大家也不要誤會
[00:12:24.480 --> 00:12:25.440]  我們查經班
[00:12:25.440 --> 00:12:27.280]  很多時候我們也討論一下
[00:12:27.280 --> 00:12:28.720]  我們有些不同的意見
[00:12:28.720 --> 00:12:30.880]  這個絕對和這個不同
[00:12:30.880 --> 00:12:34.040]  我們為了了解什麼是真理
[00:12:34.040 --> 00:12:37.880]  以致我們更加走在神心裡面
[00:12:37.880 --> 00:12:41.840]  但這些人就是為了要自己認聰明
[00:12:41.840 --> 00:12:45.720]  這些就是很可怕的
[00:12:45.720 --> 00:12:47.840]  一個人自高自傲
[00:12:47.840 --> 00:12:49.560]  很可怕的
[00:12:49.560 --> 00:12:52.080]  什麼都認為自己所做的最對
[00:12:52.080 --> 00:12:53.680]  有一位就是最聰明
[00:12:53.680 --> 00:12:55.440]  自己那些才行
[00:12:55.440 --> 00:12:58.560]  有一位叫Benjamin Disraeli
[00:12:58.560 --> 00:13:01.520]  就是十九世紀的一個英國人
[00:13:01.520 --> 00:13:03.840]  這個人很了不起
[00:13:03.840 --> 00:13:06.080]  做過兩屆的首相
[00:13:06.080 --> 00:13:06.600]  很了不起
[00:13:06.600 --> 00:13:08.560]  並且有一些文學作品
[00:13:08.560 --> 00:13:10.320]  也是文學家
[00:13:10.320 --> 00:13:12.920]  他講過一句話
[00:13:12.920 --> 00:13:15.600]  他說如果我要看一本名著
[00:13:15.600 --> 00:13:17.800]  我會自己寫的
[00:13:17.800 --> 00:13:20.440]  很厲害
[00:13:20.440 --> 00:13:21.760]  知道什麼
[00:13:21.760 --> 00:13:23.280]  我是最厲害的
[00:13:23.280 --> 00:13:25.160]  我最厲害
[00:13:25.160 --> 00:13:26.720]  我的口才最好
[00:13:26.720 --> 00:13:28.520]  我看東西的見識是最好的
[00:13:28.520 --> 00:13:31.120]  神給我的恩賜是最高的
[00:13:31.120 --> 00:13:32.480]  我們留意
[00:13:32.480 --> 00:13:34.480]  教會裡面我們會不會這樣
[00:13:34.480 --> 00:13:36.480]  驕傲
[00:13:36.480 --> 00:13:40.880]  這些人走歪了驕傲的心態
[00:13:40.880 --> 00:13:43.920]  所以我們會不會好好謙卑
[00:13:43.920 --> 00:13:45.360]  聽人的教導
[00:13:45.360 --> 00:13:46.360]  學會了神的真理
[00:13:46.360 --> 00:13:49.560]  以致我們在真理裡成長
[00:13:49.560 --> 00:13:51.560]  你發覺如果一個人驕傲
[00:13:51.560 --> 00:13:54.040]  很自然引來人際的破裂
[00:13:54.040 --> 00:13:56.800]  我們看看這裡怎麼說
[00:13:56.800 --> 00:13:58.880]  他說這裡第五節說
[00:13:58.880 --> 00:14:01.240]  第四節尾就說
[00:14:01.240 --> 00:14:03.720]  因而生出嫉妒
[00:14:03.720 --> 00:14:05.120]  紛爭
[00:14:05.120 --> 00:14:05.800]  毀謗
[00:14:05.800 --> 00:14:08.880]  惡意猜疑
[00:14:08.880 --> 00:14:10.680]  當你覺得很驕傲的時候
[00:14:10.680 --> 00:14:13.440]  人家做什麼都不合你心水
[00:14:13.440 --> 00:14:14.280]  嫉妒
[00:14:14.280 --> 00:14:17.040]  人家有一點成就就在妒忌
[00:14:17.040 --> 00:14:18.720]  還有惡意猜疑
[00:14:18.720 --> 00:14:20.480]  人家跟我鬥厲害
[00:14:20.480 --> 00:14:22.360]  所以我們中國人有句說話很適合
[00:14:22.360 --> 00:14:25.000]  以小人之心度君子之腹
[00:14:25.000 --> 00:14:29.320]  人家做什麼都好像在威脅自己
[00:14:29.320 --> 00:14:31.600]  一早見到面不跟我打招呼
[00:14:31.600 --> 00:14:33.720]  這個人小看我
[00:14:33.720 --> 00:14:37.560]  我這個人你都不懂得跟我打招呼
[00:14:37.560 --> 00:14:39.920]  很驕傲
[00:14:39.920 --> 00:14:41.240]  嫉妒
[00:14:41.240 --> 00:14:44.160]  很傷害人際關係
[00:14:44.160 --> 00:14:48.720]  我想在社會上我們經常都會見到
[00:14:48.720 --> 00:14:50.800]  有一位牧師他這麼說
[00:14:50.800 --> 00:14:52.760]  他叫Ken Hugus
[00:14:52.760 --> 00:14:56.720]  他說嫉妒這件事在教會都會見到
[00:14:56.720 --> 00:14:59.720]  特別是那些傳道人牧者
[00:14:59.720 --> 00:15:02.680]  有另一位的領袖升職了
[00:15:02.680 --> 00:15:05.960]  為什麼不升我?嫉妒
[00:15:05.960 --> 00:15:10.400]  有些會友說某個傳道人牧師很好
[00:15:10.400 --> 00:15:12.680]  我都是這麼好為什麼你不稱讚我?
[00:15:12.680 --> 00:15:15.200]  人又這樣
[00:15:15.200 --> 00:15:21.160]  外面寫了一本書某某名牧者寫了一本書
[00:15:21.160 --> 00:15:22.480]  我都寫到
[00:15:22.480 --> 00:15:25.560]  其實我寫得比他還好
[00:15:25.560 --> 00:15:29.440]  某某被人請去一些言經大會做講員
[00:15:29.440 --> 00:15:32.840]  這樣都不請我?其實我講得比他還好
[00:15:32.840 --> 00:15:35.000]  我們人妒忌
[00:15:35.000 --> 00:15:36.400]  很喜歡這樣妒忌
[00:15:36.400 --> 00:15:39.240]  一聽到別人稱讚別人的聲音的時候
[00:15:39.240 --> 00:15:42.600]  心裡很酸
[00:15:42.600 --> 00:15:46.240]  在公司裡面某某升了一起入職
[00:15:46.240 --> 00:15:47.920]  升了職了
[00:15:47.920 --> 00:15:51.480]  搞錯,我都不升
[00:15:51.480 --> 00:15:53.320]  很容易會這樣
[00:15:53.320 --> 00:15:55.720]  我們會嫉妒
[00:15:55.720 --> 00:15:57.840]  我們千萬不要這樣
[00:15:57.840 --> 00:16:00.920]  好好地馴服,好好地去看
[00:16:00.920 --> 00:16:02.760]  以致不要走了這個
[00:16:02.760 --> 00:16:07.040]  根根究底是人的內心的那種目標
[00:16:07.040 --> 00:16:10.400]  人的一種價值觀是怎樣
[00:16:10.400 --> 00:16:12.160]  所以我們繼續看下去
[00:16:12.160 --> 00:16:15.360]  這些人一直在爭辯的時候
[00:16:15.360 --> 00:16:17.920]  到了第五節來到一個高峰
[00:16:17.920 --> 00:16:19.160]  去描寫他們怎樣
[00:16:19.160 --> 00:16:21.600]  是去到不停地爭吵
[00:16:21.600 --> 00:16:24.120]  繼續留意他只是不會改變
[00:16:24.120 --> 00:16:25.560]  一邊跟別人爭吵
[00:16:25.560 --> 00:16:29.240]  特別去形容這些人是心術不正
[00:16:29.240 --> 00:16:31.840]  和放失真理
[00:16:31.840 --> 00:16:36.200]  心術不正就是說思維都被人剝奪了
[00:16:36.200 --> 00:16:38.920]  被腐敗了
[00:16:38.920 --> 00:16:42.040]  道德沒有標準
[00:16:42.040 --> 00:16:45.280]  神的真理被人剝奪了,喪失了
[00:16:45.280 --> 00:16:47.680]  留意這兩個詞都是被動詞
[00:16:47.680 --> 00:16:49.600]  即是說這些人不由自主了
[00:16:49.600 --> 00:16:52.240]  已經沒有自己黑白之分
[00:16:52.240 --> 00:16:53.360]  分不到了
[00:16:53.360 --> 00:16:56.080]  在那個漩渦裏面只是要自己爭第一
[00:16:56.080 --> 00:16:59.680]  並且是一個完成式
[00:16:59.680 --> 00:17:01.200]  即是說這些人以後都是這樣
[00:17:01.200 --> 00:17:03.280]  持續這樣,很難去改變
[00:17:03.280 --> 00:17:05.720]  所以我們要小心
[00:17:05.720 --> 00:17:08.440]  根根究底是人生的目標
[00:17:08.440 --> 00:17:10.760]  他們甚麼為出發點
[00:17:10.760 --> 00:17:12.560]  到了第五節最後就說出
[00:17:12.560 --> 00:17:16.000]  他們以敬虔為得利的門路
[00:17:16.000 --> 00:17:21.000]  原來走來教會聚會的信仰是拿利益的
[00:17:21.000 --> 00:17:23.720]  特別說到這班假教師賺錢的
[00:17:23.720 --> 00:17:25.600]  當是一門事業
[00:17:25.600 --> 00:17:28.240]  走來擾世界
[00:17:28.240 --> 00:17:31.680]  就走來做這樣的傳道工作
[00:17:31.680 --> 00:17:34.240]  是賺錢
[00:17:34.240 --> 00:17:37.080]  大家不知道是否記得Jimmy Baker
[00:17:37.080 --> 00:17:43.960]  90年代一個很出名的電視報道家
[00:17:43.960 --> 00:17:45.240]  其實大家留意
[00:17:45.240 --> 00:17:50.160]  Jimmy Baker都是這些成功神學的吹捧人之一
[00:17:50.160 --> 00:17:55.880]  當時他很叫信徒籌款、捐獻
[00:17:55.880 --> 00:18:00.480]  有個計劃叫人參與捐多少錢成為會員
[00:18:00.480 --> 00:18:02.960]  這些會員有甚麼福利呢
[00:18:02.960 --> 00:18:08.800]  一年有三天入住豪華的酒店
[00:18:08.800 --> 00:18:11.280]  聽起來已經怪怪的
[00:18:11.280 --> 00:18:15.080]  結果真的有很多人去捐錢
[00:18:15.080 --> 00:18:17.160]  結果捐了很多錢
[00:18:17.160 --> 00:18:20.400]  那些所謂豪華的酒店
[00:18:20.400 --> 00:18:21.880]  象徵式建了一兩間
[00:18:21.880 --> 00:18:23.800]  但接著那些沒有了影子
[00:18:23.800 --> 00:18:28.280]  而Jimmy Baker就拿了300萬的紅利
[00:18:28.280 --> 00:18:29.680]  他自己拿了
[00:18:29.680 --> 00:18:31.240]  這件事怎麼揭發呢
[00:18:31.240 --> 00:18:35.120]  原來是一個報社去研究這件事
[00:18:35.120 --> 00:18:37.560]  就揭穿了這個醜聞
[00:18:37.560 --> 00:18:40.240]  Jimmy Baker轟動一時
[00:18:40.240 --> 00:18:42.800]  這些人是為了得利的門路
[00:18:42.800 --> 00:18:44.800]  其實我們要小心
[00:18:44.800 --> 00:18:47.600]  在教會裏面不是為了錢
[00:18:47.600 --> 00:18:49.440]  有時是為了命
[00:18:49.440 --> 00:18:52.160]  來到教會我都頗懂聖經
[00:18:52.160 --> 00:18:54.640]  頗熟悉得到別人的尊重
[00:18:54.640 --> 00:18:58.920]  又或者做侍奉得到別人的讚賞、認同
[00:18:58.920 --> 00:19:02.760]  我們的目標在哪裏 究竟我們是侍奉
[00:19:02.760 --> 00:19:05.840]  又或者在領袖的層面
[00:19:05.840 --> 00:19:07.280]  我都有些權
[00:19:07.280 --> 00:19:08.800]  我可以怎樣分配
[00:19:08.800 --> 00:19:12.320]  怎樣去決定一些教會的事
