
[00:00:00.000 --> 00:00:03.800]  看看我們今天講道第一個的powerpoint
[00:02:54.700 --> 00:02:58.700]  聖靈啊我們等候你
[00:02:58.700 --> 00:03:00.700]  我們等候你
[00:03:00.700 --> 00:03:03.700]  我們禱告是靠耶穌基督的名
[00:03:03.700 --> 00:03:05.700]  阿們
[00:03:05.700 --> 00:03:09.700]  等下我們看回這個powerpoint
[00:03:09.700 --> 00:03:15.700]  這個powerpoint其實都是上一次杜牧師所引用的
[00:03:15.700 --> 00:03:17.700]  講到有兩節的經文
[00:03:17.700 --> 00:03:21.700]  就講到從新的眼光看所遭遇的事
[00:03:21.700 --> 00:03:27.700]  這個新的眼光其實是保羅他來去鼓勵弟兄姊妹
[00:03:27.700 --> 00:03:29.700]  在第一節那裏講什麼呢
[00:03:29.700 --> 00:03:33.700]  就是保羅他為了傳福音的緣故
[00:03:33.700 --> 00:03:35.700]  為了以乏所弟兄姊妹的緣故
[00:03:35.700 --> 00:03:37.700]  為了那些外邦的弟兄姊妹的緣故
[00:03:37.700 --> 00:03:40.700]  他成為了一個階下囚
[00:03:40.700 --> 00:03:42.700]  他成為了一個階下囚
[00:03:42.700 --> 00:03:47.700]  但是他有沒有因為這樣而放棄呢
[00:03:47.700 --> 00:03:49.700]  灰心呢 沮喪呢
[00:03:49.700 --> 00:03:51.700]  他沒有
[00:03:51.700 --> 00:03:53.700]  他相對來說他還去安慰那些弟兄姊妹
[00:03:53.700 --> 00:03:55.700]  在十三節那裏說
[00:03:55.700 --> 00:03:59.700]  不要為他的患難來喪膽
[00:03:59.700 --> 00:04:01.700]  不要因為保羅坐牢
[00:04:01.700 --> 00:04:04.700]  遭遇傳福音遇到挫折
[00:04:04.700 --> 00:04:07.700]  這個是挫折來的 為神做事
[00:04:07.700 --> 00:04:10.700]  竟然搞到要坐牢
[00:04:10.700 --> 00:04:15.700]  但是保羅就用一個新的眼光來告訴弟兄姊妹
[00:04:15.700 --> 00:04:19.700]  不要為他的患難喪膽
[00:04:19.700 --> 00:04:21.700]  我相信這個在保羅的生命裏面
[00:04:21.700 --> 00:04:26.700]  這個也成為了一個美好的見證
[00:04:26.700 --> 00:04:29.700]  保羅寫信不是要弟兄姊妹為他代禱
[00:04:29.700 --> 00:04:33.700]  快點出來 不是這樣的
[00:04:33.700 --> 00:04:36.700]  他是安慰那些弟兄姊妹 叫他們不用怕
[00:04:36.700 --> 00:04:41.700]  不要為他的患難 為他被囚而喪膽
[00:04:41.700 --> 00:04:43.700]  這個是一個生命的見證
[00:04:43.700 --> 00:04:48.700]  需要有一個新的眼光來去看
[00:04:48.700 --> 00:04:50.700]  在以下的經文裏面
[00:04:50.700 --> 00:04:53.700]  由十四節到十九節
[00:04:53.700 --> 00:04:56.700]  就是保羅他怎樣從一個新的眼光裏面
[00:04:56.700 --> 00:04:59.700]  他為已忽所的弟兄姊妹來祈禱
[00:04:59.700 --> 00:05:05.700]  希望已忽所的弟兄姊妹同樣能夠活出這個生命的見證
[00:05:05.700 --> 00:05:08.700]  我們嘗試讀十四節到十六節
[00:05:08.700 --> 00:05:11.700]  我們試試讀兩次 預備一二三
[00:05:11.700 --> 00:05:14.700]  因此我在父面前屈膝
[00:05:14.700 --> 00:05:19.700]  天上地上的國家都是從他得名
[00:05:19.700 --> 00:05:22.700]  求他按著他豐盛的榮耀
[00:05:22.700 --> 00:05:24.700]  藉著他的靈
[00:05:24.700 --> 00:05:29.700]  叫你們心裏的力量剛強起來 第二次
[00:05:29.700 --> 00:05:33.700]  因此我在父面前屈膝
[00:05:33.700 --> 00:05:38.700]  天上地上的國家都是從他得名
[00:05:38.700 --> 00:05:41.700]  求他按著他豐盛的榮耀
[00:05:41.700 --> 00:05:43.700]  藉著他的靈
[00:05:43.700 --> 00:05:49.700]  叫你們心裏的力量剛強起來
[00:05:49.700 --> 00:05:56.700]  保羅在監獄裏面他第一來為已忽所的弟兄姊妹來禱告
[00:05:56.700 --> 00:06:02.700]  就是要他們心裏的力量能夠剛強起來
[00:06:02.700 --> 00:06:05.700]  心裏的力量其實是甚麼呢
[00:06:05.700 --> 00:06:08.700]  原來我們看真一點
[00:06:08.700 --> 00:06:15.700]  原來心裏的力量說的是一個內在的新人
[00:06:15.700 --> 00:06:22.700]  原來原文的意思是一個內在的新人
[00:06:22.700 --> 00:06:25.700]  這個在第四章裏面有個補充
[00:06:25.700 --> 00:06:29.700]  就是一段經文在二十節到二十四節
[00:06:29.700 --> 00:06:32.700]  我嘗試讀給大家聽 很快的
[00:06:32.700 --> 00:06:36.700]  你們學了基督 卻不是這樣
[00:06:36.700 --> 00:06:40.700]  如果你們聽過他的道 領了他的教 學了他的真理
[00:06:40.700 --> 00:06:44.700]  就要脫去你們從前行為上的舊人
[00:06:44.700 --> 00:06:48.700]  這舊人是因私欲的迷惑漸漸變壞的
[00:06:48.700 --> 00:06:51.700]  又要將你們的心智改換一生
[00:06:51.700 --> 00:06:54.700]  並且穿上新人
[00:06:54.700 --> 00:06:58.700]  這新人是照著上神的形象做的
[00:06:58.700 --> 00:07:04.700]  有真理的人而和聖潔
[00:07:04.700 --> 00:07:08.700]  在保羅這裏所講心裏的力量就是這個內在的新人
[00:07:08.700 --> 00:07:12.700]  我們要穿上新人
[00:07:12.700 --> 00:07:15.700]  脫去舊人
[00:07:15.700 --> 00:07:20.700]  在這份經文裏面講的就像一個穿衣服的比喻
[00:07:20.700 --> 00:07:24.700]  污糟的衣服怎樣 我們看看這個powerpoint
[00:07:24.700 --> 00:07:26.700]  大家有沒有試過弄污糟的衣服
[00:07:26.700 --> 00:07:30.700]  或者被人弄污糟的衣服
[00:07:30.700 --> 00:07:34.700]  我記得我女兒小時候
[00:07:34.700 --> 00:07:38.700]  很小的時候 應該兩歲以下
[00:07:38.700 --> 00:07:41.700]  我抱她回教會 搭地鐵
[00:07:41.700 --> 00:07:46.700]  誰不知她一下子就弄了一灘東西在我身上
[00:07:46.700 --> 00:07:50.700]  我忘記那天有沒有侍奉
[00:07:50.700 --> 00:07:54.700]  但是當我去到教會附近的時候
[00:07:54.700 --> 00:07:55.700]  十一點崇拜
[00:07:55.700 --> 00:07:58.700]  我馬上去找有沒有店鋪開門
[00:07:58.700 --> 00:08:01.700]  我要買一件衣服來換
[00:08:01.700 --> 00:08:06.700]  因為全身 大家明白的 有些味道在裏面
[00:08:06.700 --> 00:08:09.700]  所以可能將來我們抱BB出街
[00:08:09.700 --> 00:08:11.700]  除了帶小朋友的衣服之外
[00:08:11.700 --> 00:08:15.700]  要拿一件大人的衣服給自己
[00:08:15.700 --> 00:08:18.700]  沒有人會穿污糟的衣服
[00:08:18.700 --> 00:08:20.700]  沒有人會穿的
[00:08:20.700 --> 00:08:22.700]  特別我們洗完澡之後
[00:08:22.700 --> 00:08:27.700]  會不會那些內衣 會不會再穿上
[00:08:27.700 --> 00:08:31.700]  省下水 環保 不要洗著 穿多一天
[00:08:31.700 --> 00:08:35.700]  不會的 一定會洗衣服
[00:08:35.700 --> 00:08:37.700]  一定是這樣
[00:08:37.700 --> 00:08:41.700]  我們脫去舊人 穿上新人
[00:08:41.700 --> 00:08:44.700]  污糟的衣服 我們就換掉
[00:08:44.700 --> 00:08:46.700]  我們穿的是好的衣服
[00:08:46.700 --> 00:08:49.700]  是乾淨的衣服
[00:08:49.700 --> 00:08:53.700]  這是保羅很期望弟兄姊妹
[00:08:53.700 --> 00:08:57.700]  在生命當中 內在的生人能夠成長起來
[00:08:57.700 --> 00:09:03.700]  並且這個生人是讓我們的生命有改變
[00:09:03.700 --> 00:09:05.700]  如果沒有改變的話
[00:09:05.700 --> 00:09:07.700]  其實弟兄姊妹我們要想一想
[00:09:07.700 --> 00:09:09.700]  我們是不是信錯了呢
[00:09:09.700 --> 00:09:11.700]  是不是信錯了呢
[00:09:11.700 --> 00:09:13.700]  我不是說你信耶穌 信錯了
[00:09:13.700 --> 00:09:15.700]  耶穌這個信的對象沒有錯
[00:09:15.700 --> 00:09:18.700]  不過你信的方式 或者你的觀念
[00:09:18.700 --> 00:09:20.700]  是不是有些錯了呢
[00:09:20.700 --> 00:09:22.700]  這個要留意的
[00:09:22.700 --> 00:09:25.700]  信耶穌的生命一定有改變的
[00:09:25.700 --> 00:09:30.700]  信耶穌的生命一定會有不同了
[00:09:30.700 --> 00:09:34.700]  接下來我們會看看一個年輕母親的見證
[00:09:34.700 --> 00:09:36.700]  我們先看看PowerPoint
[00:09:36.700 --> 00:09:41.700]  大家認不認得這個PowerPoint
[00:09:41.700 --> 00:09:45.700]  這個PowerPoint其實是我們在9月10日
[00:09:45.700 --> 00:09:47.700]  一個月的一個報道訓練裏面
[00:09:47.700 --> 00:09:50.700]  我們請了天梯的童工來和我們分享
[00:09:50.700 --> 00:09:55.700]  大家看到這幅相是天梯的童工
[00:09:55.700 --> 00:09:58.700]  她是一個很年輕的姐妹
[00:09:58.700 --> 00:10:03.700]  不過她要分享的是另外一位年輕母親的見證
[00:10:03.700 --> 00:10:07.700]  大家想像一下這個母親有多年輕
[00:10:07.700 --> 00:10:09.700]  21歲
[00:10:09.700 --> 00:10:11.700]  21歲
[00:10:11.700 --> 00:10:15.700]  21歲的女孩子應該是怎樣的 大家覺得
[00:10:15.700 --> 00:10:17.700]  是不是美少女
[00:10:17.700 --> 00:10:20.700]  可能是讀大專 最後一年
[00:10:20.700 --> 00:10:22.700]  怎樣也好
[00:10:22.700 --> 00:10:27.700]  21歲的媽媽有兩個小孩
[00:10:27.700 --> 00:10:32.700]  現在和第三個男人住在一起
[00:10:32.700 --> 00:10:35.700]  我們看看她的生命怎樣改變
[00:10:35.700 --> 00:10:37.700]  我們先看片段
[00:10:37.700 --> 00:10:45.700]  生命的改變
[00:10:45.700 --> 00:10:46.700]  信耶穌
[00:10:46.700 --> 00:10:48.700]  信耶穌就是這樣
[00:10:48.700 --> 00:10:49.700]  經歷愛
[00:10:49.700 --> 00:10:52.700]  內在的新人就剛強起來
[00:10:52.700 --> 00:10:54.700]  就可以成為一個生命的見證
[00:10:54.700 --> 00:10:56.700]  為主作見證
[00:10:56.700 --> 00:10:57.700]  經歷愛
[00:10:57.700 --> 00:10:59.700]  這個是很重要的
[00:10:59.700 --> 00:11:01.700]  所以在保羅的禱告裏面
[00:11:01.700 --> 00:11:06.700]  他第二樣東西為伊弗所的弟兄姐妹來禱告
[00:11:06.700 --> 00:11:09.700]  叫他們能夠明白基督的愛
[00:11:09.700 --> 00:11:12.700]  是何等的長闊高深
[00:11:12.700 --> 00:11:15.700]  長闊高深有多長
[00:11:15.700 --> 00:11:17.700]  有多深
[00:11:17.700 --> 00:11:19.700]  比天更高
[00:11:19.700 --> 00:11:20.700]  比海更深
[00:11:20.700 --> 00:11:21.700]  你猜不到
[00:11:21.700 --> 00:11:23.700]  我們一起讀這兩節經文
[00:11:23.700 --> 00:11:24.700]  我們一起讀兩次
[00:11:24.700 --> 00:11:27.700]  使基督因你們的信
[00:11:27.700 --> 00:11:29.700]  住在你們心裏
[00:11:29.700 --> 00:11:32.700]  叫你們的愛心有根有基
[00:11:32.700 --> 00:11:36.700]  能以和眾聖徒一同明白基督的愛
[00:11:36.700 --> 00:11:39.700]  是何等長闊高深
[00:11:39.700 --> 00:11:40.700]  第二次
[00:11:40.700 --> 00:11:43.700]  使基督因你們的信
[00:11:43.700 --> 00:11:45.700]  住在你們心裏
[00:11:45.700 --> 00:11:48.700]  叫你們的愛心有根有基
[00:11:48.700 --> 00:11:53.700]  能以和眾聖徒一同明白基督的愛
[00:11:53.700 --> 00:11:56.700]  是何等長闊高深
[00:11:58.700 --> 00:12:01.700]  保羅在這裏說的是基督的愛
[00:12:01.700 --> 00:12:03.700]  要認識基督的愛
[00:12:03.700 --> 00:12:06.700]  我們就要經歷基督的愛
[00:12:06.700 --> 00:12:07.700]  不斷地來更新
[00:12:07.700 --> 00:12:10.700]  不斷地來改變
[00:12:10.700 --> 00:12:11.700]  想問一下大家
[00:12:11.700 --> 00:12:15.700]  保羅他能夠去為弟兄姐妹來禱告
[00:12:15.700 --> 00:12:19.700]  他自己是否都能夠經歷到基督這份愛呢
[00:12:19.700 --> 00:12:20.700]  是不是
[00:12:20.700 --> 00:12:22.700]  應該是吧
[00:12:22.700 --> 00:12:25.700]  保羅他能夠經歷基督這份愛
[00:12:25.700 --> 00:12:28.700]  是不是真的因為他以前是法利賽人
[00:12:28.700 --> 00:12:29.700]  他讀書多
[00:12:29.700 --> 00:12:33.700]  所以他可以經歷基督這份愛呢
[00:12:33.700 --> 00:12:35.700]  是不是
[00:12:35.700 --> 00:12:37.700]  應該不是吧
[00:12:37.700 --> 00:12:39.700]  應該不是吧
[00:12:39.700 --> 00:12:41.700]  大家今早吃過早餐沒有
[00:12:41.700 --> 00:12:42.700]  弟兄姐妹
[00:12:42.700 --> 00:12:44.700]  今早吃什麼早餐
[00:12:44.700 --> 00:12:49.700]  聽不到
[00:12:49.700 --> 00:12:51.700]  大聲一點
[00:12:51.700 --> 00:12:53.700]  三文治
[00:12:53.700 --> 00:12:54.700]  這邊有沒有弟兄姐妹
[00:12:54.700 --> 00:12:57.700]  今早吃了什麼早餐
[00:12:57.700 --> 00:12:58.700]  吃了什麼早餐
[00:12:58.700 --> 00:12:59.700]  又是三文治
[00:12:59.700 --> 00:13:01.700]  有沒有吃通粉
[00:13:01.700 --> 00:13:02.700]  有吃通粉
[00:13:02.700 --> 00:13:03.700]  樓上呢
[00:13:03.700 --> 00:13:04.700]  樓上的弟兄姐妹
[00:13:04.700 --> 00:13:07.700]  今早有什麼早餐吃
[00:13:07.700 --> 00:13:11.700]  都有吧
[00:13:11.700 --> 00:13:12.700]  你今早起床吃早餐
[00:13:12.700 --> 00:13:15.700]  不會拿著食譜
[00:13:15.700 --> 00:13:19.700]  看完食譜就當吃了早餐
[00:13:19.700 --> 00:13:21.700]  不會的
[00:13:21.700 --> 00:13:23.700]  可能食譜都很吸引
[00:13:23.700 --> 00:13:25.700]  但不會的
[00:13:25.700 --> 00:13:28.700]  不會看完食譜就飽了
[00:13:28.700 --> 00:13:30.700]  要真的吃
[00:13:30.700 --> 00:13:33.700]  同樣
[00:13:33.700 --> 00:13:35.700]  書是要讀的
[00:13:35.700 --> 00:13:37.700]  聖經更加要讀
[00:13:37.700 --> 00:13:39.700]  不過不會因為你讀完聖經之後
[00:13:39.700 --> 00:13:41.700]  你對神的愛
[00:13:41.700 --> 00:13:44.700]  就能夠不斷地明白得更多
[00:13:44.700 --> 00:13:48.700]  可能會知道多一點
[00:13:48.700 --> 00:13:50.700]  我們看看保羅
[00:13:50.700 --> 00:13:53.700]  怎樣去經歷這種
[00:13:53.700 --> 00:13:55.700]  基督長闊高深的愛
[00:13:55.700 --> 00:14:00.700]  大家有沒有印象這幅圖畫
[00:14:00.700 --> 00:14:03.700]  頭那個跪下的那個是保羅
[00:14:03.700 --> 00:14:05.700]  有道鋼支撐住他
[00:14:05.700 --> 00:14:07.700]  他不是騎騎阿土
[00:14:07.700 --> 00:14:10.700]  然後聖靈來鋼召他
[00:14:10.700 --> 00:14:11.700]  不是這樣的
[00:14:11.700 --> 00:14:13.700]  大家熟悉這段經文
[00:14:13.700 --> 00:14:16.700]  在《自圖行傳》的九章三到六節
[00:14:16.700 --> 00:14:17.700]  那裡說什麼呢
[00:14:17.700 --> 00:14:19.700]  我們很快地讀一次
[00:14:19.700 --> 00:14:21.700]  蘇羅行路將到大馬色
[00:14:21.700 --> 00:14:23.700]  忽然從天上發光
[00:14:23.700 --> 00:14:24.700]  四面照著他
[00:14:24.700 --> 00:14:26.700]  他就撲倒在地
[00:14:26.700 --> 00:14:28.700]  聽見有聲音對他說
[00:14:28.700 --> 00:14:31.700]  蘇羅蘇羅你為什麼逼迫我
[00:14:31.700 --> 00:14:33.700]  他說主啊你是誰
[00:14:33.700 --> 00:14:36.700]  主說我就是你所逼迫的耶穌
[00:14:36.700 --> 00:14:38.700]  起來進城去
[00:14:38.700 --> 00:14:40.700]  你所當作的事
[00:14:40.700 --> 00:14:42.700]  必有人告訴你
[00:14:42.700 --> 00:14:46.700]  在這段經文裡說的保羅
[00:14:46.700 --> 00:14:49.700]  以前的名字叫做蘇羅
[00:14:49.700 --> 00:14:52.700]  他熟悉舊約聖經
[00:14:52.700 --> 00:14:56.700]  比你和我還要熟得更加多
[00:14:56.700 --> 00:14:58.700]  他看原文的嘛
[00:14:58.700 --> 00:15:00.700]  他直接看原文的嘛
[00:15:00.700 --> 00:15:02.700]  還要熟
[00:15:02.700 --> 00:15:04.700]  他的解釋有沒有錯
[00:15:04.700 --> 00:15:09.700]  起碼準確過我和你
[00:15:09.700 --> 00:15:12.700]  他對聖經的認識
[00:15:12.700 --> 00:15:15.700]  有相當的造詣
[00:15:15.700 --> 00:15:17.700]  但是否因為他這樣
[00:15:17.700 --> 00:15:20.700]  他就能夠認識神的愛呢
[00:15:20.700 --> 00:15:22.700]  很明顯不是
[00:15:22.700 --> 00:15:24.700]  因為剛才那段經文是說
[00:15:24.700 --> 00:15:26.700]  他去大馬色幹什麼
[00:15:26.700 --> 00:15:28.700]  他不是去傳福音
[00:15:28.700 --> 00:15:33.700]  他去拘捕那些信耶穌的人
[00:15:33.700 --> 00:15:37.700]  知識不能夠叫保羅明白基督的愛
[00:15:37.700 --> 00:15:42.700]  直至到耶穌親自來向他顯現
[00:15:42.700 --> 00:15:47.700]  而耶穌和他的相遇是怎樣呢
[00:15:47.700 --> 00:15:49.700]  耶穌有沒有擊打他
[00:15:49.700 --> 00:15:51.700]  或者擊殺他
[00:15:51.700 --> 00:15:53.700]  沒有
[00:15:53.700 --> 00:15:55.700]  但是應不應該打
[00:15:55.700 --> 00:15:57.700]  應不應該殺
[00:15:57.700 --> 00:16:00.700]  逼迫基督徒逼迫耶穌
[00:16:00.700 --> 00:16:02.700]  主耶穌問蘇羅蘇羅
[00:16:02.700 --> 00:16:05.700]  你為什麼逼迫我
[00:16:05.700 --> 00:16:07.700]  你為什麼逼迫我
[00:16:07.700 --> 00:16:09.700]  我做錯了什麼事
[00:16:09.700 --> 00:16:10.700]  我今天做錯了什麼事
[00:16:10.700 --> 00:16:13.700]  你要這樣對我
[00:16:13.700 --> 00:16:16.700]  耶穌在問保羅這樣的問題
[00:16:16.700 --> 00:16:22.700]  當然耶穌不是真的去審他
[00:16:22.700 --> 00:16:26.700]  耶穌在這裡是要讓保羅去明白
[00:16:26.700 --> 00:16:31.700]  他以前對基督的認識太少了
[00:16:31.700 --> 00:16:33.700]  不足夠
[00:16:33.700 --> 00:16:37.700]  以至到他為神大發熱心的時候
[00:16:37.700 --> 00:16:40.700]  他就去迫害那些信耶穌的人
[00:16:40.700 --> 00:16:43.700]  傷害那些信耶穌的人
[00:16:43.700 --> 00:16:45.700]  他以為他愛上帝
[00:16:45.700 --> 00:16:49.700]  其實他不認識上帝
[00:16:49.700 --> 00:16:51.700]  他真的讀了很多書
[00:16:51.700 --> 00:16:55.700]  不過幫不到他去經歷基督的愛
[00:16:55.700 --> 00:16:57.700]  上帝的愛
[00:16:57.700 --> 00:17:01.700]  直至到他怎樣去有改變呢
[00:17:01.700 --> 00:17:04.700]  就是在這次的相遇裡
[00:17:04.700 --> 00:17:09.700]  他親身的經歷主耶穌對他那份的饒恕
[00:17:09.700 --> 00:17:12.700]  真是抵打抵殺
[00:17:12.700 --> 00:17:14.700]  但是耶穌沒有這樣做
[00:17:14.700 --> 00:17:17.700]  耶穌在這裡還呼召了他
[00:17:17.700 --> 00:17:20.700]  呼召了保羅
[00:17:20.700 --> 00:17:24.700]  來為他去傳福音
[00:17:24.700 --> 00:17:28.700]  而保羅他也願意回應主的愛
[00:17:28.700 --> 00:17:31.700]  回應主的呼召
[00:17:31.700 --> 00:17:34.700]  結果呢
[00:17:34.700 --> 00:17:38.700]  他就能夠叫更多人來信耶穌
[00:17:38.700 --> 00:17:40.700]  當然不單止是猶太人
[00:17:40.700 --> 00:17:43.700]  他迫害猶太人不要信耶穌
[00:17:43.700 --> 00:17:47.700]  他更加要將這個福音帶給外邦人
[00:17:47.700 --> 00:17:51.700]  帶給以弗所 哥倫多 菲臘比
[00:17:51.700 --> 00:17:54.700]  不同地區的人
[00:17:54.700 --> 00:17:56.700]  不同種族的人
[00:17:56.700 --> 00:17:57.700]  都要信耶穌
[00:17:57.700 --> 00:17:59.700]  都要經歷上帝的愛
[00:17:59.700 --> 00:18:02.700]  保羅以前是抓人去坐牢的
[00:18:02.700 --> 00:18:05.700]  不過現在他自己願意為耶穌來坐牢
[00:18:05.700 --> 00:18:07.700]  他也肯定
[00:18:07.700 --> 00:18:10.700]  還要安慰那些弟兄姊妹
[00:18:10.700 --> 00:18:14.700]  你不用擔心我
[00:18:14.700 --> 00:18:16.700]  保羅他願意回應
[00:18:16.700 --> 00:18:18.700]  他就能夠經歷上帝的愛
[00:18:18.700 --> 00:18:20.700]  他更加願意弟兄姊妹
[00:18:20.700 --> 00:18:22.700]  能夠更多的經歷上帝的愛
[00:18:22.700 --> 00:18:27.700]  這個不是單單從聖經可以經歷得到的
[00:18:27.700 --> 00:18:28.700]  明白得到的
[00:18:28.700 --> 00:18:30.700]  當然聖經固然要看
[00:18:30.700 --> 00:18:31.700]  一定要看
[00:18:31.700 --> 00:18:32.700]  這是基本
[00:18:32.700 --> 00:18:34.700]  我教裝備的
[00:18:34.700 --> 00:18:36.700]  怎會不看呢
[00:18:36.700 --> 00:18:39.700]  但是原來要明白基督的愛
[00:18:39.700 --> 00:18:43.700]  我們必須要回應
[00:18:43.700 --> 00:18:44.700]  要回應
[00:18:44.700 --> 00:18:51.700]  要付諸行動
[00:18:51.700 --> 00:18:54.700]  大家看到這個海報
[00:18:54.700 --> 00:18:56.700]  其實已經過期了
[00:18:56.700 --> 00:18:59.700]  這是九月中
[00:18:59.700 --> 00:19:00.700]  如果大家還記得
[00:19:00.700 --> 00:19:03.700]  這是關愛動員的賣旗日
[00:19:03.700 --> 00:19:04.700]  弟兄姊妹
[00:19:04.700 --> 00:19:06.700]  我們有多少弟兄姊妹有參與的
[00:19:06.700 --> 00:19:08.700]  有參與賣旗的舉手
[00:19:08.700 --> 00:19:09.700]  也有
[00:19:09.700 --> 00:19:11.700]  有參與賣旗的
[00:19:11.700 --> 00:19:15.700]  也有
[00:19:15.700 --> 00:19:17.700]  感謝主
[00:19:17.700 --> 00:19:21.700]  我們都能夠在這個福事裡有份
[00:19:21.700 --> 00:19:25.700]  其實不同的人有不同的動機
[00:19:25.700 --> 00:19:27.700]  我剛剛也聽到
[00:19:27.700 --> 00:19:29.700]  原來有些人
[00:19:29.700 --> 00:19:31.700]  為什麼要去賣旗呢
[00:19:31.700 --> 00:19:35.700]  因為他們的公司或者機構
[00:19:35.700 --> 00:19:38.700]  是鼓勵員工去賣旗的
[00:19:38.700 --> 00:19:40.700]  所以他拿了旗袋之後
[00:19:40.700 --> 00:19:41.700]  不知道去了哪裡
[00:19:41.700 --> 00:19:42.700]  然後時間到了
[00:19:42.700 --> 00:19:43.700]  就集了一點錢
[00:19:43.700 --> 00:19:45.700]  把旗袋交回來
[00:19:45.700 --> 00:19:48.700]  那些叫做交數
[00:19:48.700 --> 00:19:50.700]  但是如果我們能夠回應上帝的愛
[00:19:50.700 --> 00:19:52.700]  去做這件事的時候
[00:19:52.700 --> 00:19:55.700]  這件事就很有意思
[00:19:55.700 --> 00:19:56.700]  這件事就很有意思
[00:19:56.700 --> 00:19:58.700]  還有在關愛動員裡
[00:19:58.700 --> 00:19:59.700]  其實這對他們來說
[00:19:59.700 --> 00:20:01.700]  也是一個很大的挑戰
[00:20:01.700 --> 00:20:03.700]  一個小小的機構
[00:20:03.700 --> 00:20:04.700]  大家知不知道關愛動員
[00:20:04.700 --> 00:20:07.700]  究竟有多少同工
[00:20:07.700 --> 00:20:12.700]  基本上十隻手指已經數得完
[00:20:12.700 --> 00:20:14.700]  要服侍全香港
[00:20:14.700 --> 00:20:15.700]  要策動
[00:20:15.700 --> 00:20:17.700]  要找到千五個義工
[00:20:17.700 --> 00:20:20.700]  和他們賣旗
[00:20:20.700 --> 00:20:22.700]  大家想像一下
[00:20:22.700 --> 00:20:25.700]  這是不是一件容易做的事
[00:20:25.700 --> 00:20:28.700]  不過願意回應上帝的愛
