
[00:00:00.000 --> 00:00:03.400]  我們這個講道的系列
[00:01:28.200 --> 00:01:31.200]  大家知道中國大陸負責離婚的是民政局
[00:01:31.200 --> 00:01:34.400]  負責民政局離婚的永遠是大媽
[00:01:34.400 --> 00:01:36.400]  民政局大媽就出來問
[00:01:36.400 --> 00:01:38.800]  年輕人為什麼要離婚
[00:01:38.800 --> 00:01:42.400]  他就說irreconcilable differences
[00:01:42.400 --> 00:01:44.800]  民政局大媽說什麼粉絲說
[00:01:44.800 --> 00:01:46.800]  不是是difference
[00:01:46.800 --> 00:01:48.400]  意思是不同的大媽
[00:01:48.400 --> 00:01:50.600]  我們三觀不同沒辦法磨合
[00:01:50.600 --> 00:01:52.400]  要離婚
[00:01:52.400 --> 00:01:54.800]  民政局大媽沒那麼容易讓你通過
[00:01:54.800 --> 00:01:56.400]  第一次通常會勸你
[00:01:56.400 --> 00:01:58.400]  年輕人不要衝動
[00:01:58.400 --> 00:02:00.000]  回去試試看
[00:02:00.000 --> 00:02:01.200]  大媽結婚三十年了
[00:02:01.200 --> 00:02:02.800]  哪有什麼粉絲
[00:02:02.800 --> 00:02:03.800]  磨合到的
[00:02:03.800 --> 00:02:05.800]  試試看
[00:02:05.800 --> 00:02:07.400]  據我朋友所說
[00:02:07.400 --> 00:02:10.800]  在中國大陸某些城市的民政局
[00:02:10.800 --> 00:02:12.800]  辦離婚都挺難的
[00:02:12.800 --> 00:02:14.800]  去民政局申請離婚
[00:02:14.800 --> 00:02:17.200]  平均要五次才可以讓你通過
[00:02:17.200 --> 00:02:20.400]  稍微比申請美國簽證難一點
[00:02:20.400 --> 00:02:23.800]  去美領館申請美國簽證
[00:02:23.800 --> 00:02:25.800]  平均要三次
[00:02:25.800 --> 00:02:27.800]  民政局申請離婚要五次
[00:02:27.800 --> 00:02:29.800]  當然美國越來越簡單
[00:02:29.800 --> 00:02:31.800]  美國越來越簡單
[00:02:31.800 --> 00:02:33.800]  美國在拉斯維加斯
[00:02:33.800 --> 00:02:36.800]  有提供drive-thru的離婚服務
[00:02:36.800 --> 00:02:38.800]  很方便
[00:02:38.800 --> 00:02:40.800]  好像去order McDonald一樣
[00:02:40.800 --> 00:02:42.800]  你開車去
[00:02:42.800 --> 00:02:43.800]  先生有什麼可以幫到你
[00:02:43.800 --> 00:02:44.800]  兩份Big Mac
[00:02:44.800 --> 00:02:46.800]  順便離婚
[00:02:46.800 --> 00:02:47.800]  很快的
[00:02:47.800 --> 00:02:48.800]  把文件放進去
[00:02:48.800 --> 00:02:49.800]  不需要下車
[00:02:49.800 --> 00:02:51.800]  馬上就通過
[00:02:51.800 --> 00:02:53.800]  但中國大陸沒那麼容易
[00:02:53.800 --> 00:02:55.800]  民政局要五次
[00:02:55.800 --> 00:02:57.800]  我聽說有對夫婦
[00:02:57.800 --> 00:02:59.800]  去民政局申請離婚申請了五次
[00:02:59.800 --> 00:03:01.800]  但都沒有通過
[00:03:01.800 --> 00:03:03.800]  我們回家就發覺
[00:03:03.800 --> 00:03:05.800]  這樣拖下去不是辦法
[00:03:05.800 --> 00:03:07.800]  想想辦法
[00:03:07.800 --> 00:03:09.800]  於是就說我們要配搭配合
[00:03:09.800 --> 00:03:11.800]  就想著第六次
[00:03:11.800 --> 00:03:13.800]  再去民政局申請離婚的時候
[00:03:13.800 --> 00:03:15.800]  大家配合
[00:03:15.800 --> 00:03:17.800]  演出好戲
[00:03:17.800 --> 00:03:19.800]  在民政局大媽面前
[00:03:19.800 --> 00:03:21.800]  吵起來
[00:03:21.800 --> 00:03:23.800]  吵到一半的時候
[00:03:23.800 --> 00:03:25.800]  太太就拿起摺椅
[00:03:25.800 --> 00:03:27.800]  照著老公的頭
[00:03:27.800 --> 00:03:29.800]  撞下去
[00:03:29.800 --> 00:03:31.800]  民政局大媽就嚇傻了
[00:03:31.800 --> 00:03:33.800]  嚇一嚇突然會說英文
[00:03:33.800 --> 00:03:35.800]  這就是傳說中的
[00:03:35.800 --> 00:03:37.800]  irreconcilable difference
[00:03:37.800 --> 00:03:39.800]  然後就讓你通過
[00:03:39.800 --> 00:03:41.800]  在美國
[00:03:41.800 --> 00:03:43.800]  back in the old days
[00:03:43.800 --> 00:03:45.800]  如果你申請離婚
[00:03:45.800 --> 00:03:47.800]  你用的理由是irreconcilable difference
[00:03:47.800 --> 00:03:49.800]  其實以前的法庭
[00:03:49.800 --> 00:03:51.800]  是會真的花時間
[00:03:51.800 --> 00:03:53.800]  看看你的案件
[00:03:53.800 --> 00:03:55.800]  他們甚至有些比較負責任的
[00:03:55.800 --> 00:03:57.800]  會請一些專業的輔導
[00:03:57.800 --> 00:03:59.800]  給你提供一些幫助
[00:03:59.800 --> 00:04:01.800]  讓你看看你所謂的不同
[00:04:01.800 --> 00:04:03.800]  是否真的可以稱之為irreconcilable
[00:04:03.800 --> 00:04:05.800]  後期他們發覺
[00:04:05.800 --> 00:04:07.800]  當一些
[00:04:07.800 --> 00:04:09.800]  我前幾年讀一篇article
[00:04:09.800 --> 00:04:11.800]  是一班Christian therapist寫的
[00:04:11.800 --> 00:04:13.800]  他們就看了
[00:04:13.800 --> 00:04:15.800]  irreconcilable difference
[00:04:15.800 --> 00:04:17.800]  你知道irreconcilable difference
[00:04:17.800 --> 00:04:19.800]  是一個名詞
[00:04:19.800 --> 00:04:21.800]  下面這個名詞有很多類別
[00:04:21.800 --> 00:04:23.800]  大概有七個
[00:04:23.800 --> 00:04:25.800]  大部分人都會用
[00:04:25.800 --> 00:04:27.800]  他們看了這七個類別
[00:04:27.800 --> 00:04:29.800]  最後寫了一篇論文
[00:04:29.800 --> 00:04:31.800]  他們的結論是這樣的
[00:04:31.800 --> 00:04:33.800]  他們覺得這七個類別
[00:04:33.800 --> 00:04:35.800]  其實都是irreconcilable
[00:04:35.800 --> 00:04:37.800]  如果你肯去
[00:04:37.800 --> 00:04:39.800]  面對這些問題
[00:04:39.800 --> 00:04:41.800]  肯去磨合的話
[00:04:41.800 --> 00:04:43.800]  其實這些不同都是可以處理的
[00:04:43.800 --> 00:04:45.800]  只不過問題是
[00:04:45.800 --> 00:04:47.800]  大部分人都不願意去面對
[00:04:47.800 --> 00:04:49.800]  去處理
[00:04:49.800 --> 00:04:51.800]  我們想有一個easy way out
[00:04:51.800 --> 00:04:53.800]  我們稱之為
[00:04:53.800 --> 00:04:55.800]  最簡單粗暴的方式
[00:04:55.800 --> 00:04:57.800]  直接離婚
[00:04:57.800 --> 00:04:59.800]  比較方便
[00:04:59.800 --> 00:05:01.800]  所以這個不是解決的方式
[00:05:01.800 --> 00:05:03.800]  當我看那七個類別的時候
[00:05:03.800 --> 00:05:05.800]  我才發覺一點
[00:05:05.800 --> 00:05:07.800]  其實我們和神之間的關係
[00:05:07.800 --> 00:05:09.800]  都存在著
[00:05:09.800 --> 00:05:11.800]  同樣的稱之為
[00:05:11.800 --> 00:05:13.800]  irreconcilable difference
[00:05:13.800 --> 00:05:15.800]  那七個類別全部都存在著
[00:05:15.800 --> 00:05:17.800]  但問題的不同
[00:05:17.800 --> 00:05:19.800]  就在於
[00:05:19.800 --> 00:05:21.800]  我看回過往的二十年和神的相處
[00:05:21.800 --> 00:05:23.800]  我才發覺
[00:05:23.800 --> 00:05:25.800]  每一次當我和神之間
[00:05:25.800 --> 00:05:27.800]  遇到這些所謂的irreconcilable difference的時候
[00:05:27.800 --> 00:05:29.800]  我永遠是想要
[00:05:29.800 --> 00:05:31.800]  back out
[00:05:31.800 --> 00:05:33.800]  我永遠是想要逃避
[00:05:33.800 --> 00:05:35.800]  不想面對問題
[00:05:35.800 --> 00:05:37.800]  我想要申請離婚
[00:05:37.800 --> 00:05:39.800]  或者暫時離婚或暫時分居
[00:05:39.800 --> 00:05:41.800]  但神永遠都是
[00:05:41.800 --> 00:05:43.800]  不肯簽紙的人
[00:05:43.800 --> 00:05:45.800]  他永遠都是不想
[00:05:45.800 --> 00:05:47.800]  give up on you
[00:05:47.800 --> 00:05:49.800]  他仍然想用各種方式
[00:05:49.800 --> 00:05:51.800]  想你和他reconcile
[00:05:51.800 --> 00:05:53.800]  想你和他的關係
[00:05:53.800 --> 00:05:55.800]  能夠復合
[00:05:55.800 --> 00:05:57.800]  他想用各種方式
[00:05:57.800 --> 00:05:59.800]  今天我們會看一段經文
[00:05:59.800 --> 00:06:01.800]  記載在哥羅西書的第一章
[00:06:01.800 --> 00:06:03.800]  這段經文我們看三點
[00:06:03.800 --> 00:06:05.800]  第一點我們看看
[00:06:05.800 --> 00:06:07.800]  人和神的關係有衝突的真正原因在哪裡
[00:06:07.800 --> 00:06:09.800]  這是真正的原因
[00:06:09.800 --> 00:06:11.800]  第二點
[00:06:11.800 --> 00:06:13.800]  我們就來看看
[00:06:13.800 --> 00:06:15.800]  神用什麼方式去解決這些衝突
[00:06:15.800 --> 00:06:17.800]  我相信
[00:06:17.800 --> 00:06:19.800]  我想多花一點時間
[00:06:19.800 --> 00:06:21.800]  第二點
[00:06:21.800 --> 00:06:23.800]  當你明白他用的方式的時候
[00:06:23.800 --> 00:06:25.800]  裡面有很多智慧
[00:06:25.800 --> 00:06:27.800]  你用這些智慧去處理你身邊的人際關係
[00:06:27.800 --> 00:06:29.800]  我相信很有幫助
[00:06:29.800 --> 00:06:31.800]  第三點
[00:06:31.800 --> 00:06:33.800]  當你和神復合之後
[00:06:33.800 --> 00:06:35.800]  你有些事情需要做
[00:06:35.800 --> 00:06:37.800]  神人之間的關係衝突的原因到底出在哪裡
[00:06:37.800 --> 00:06:39.800]  我們來看看
[00:06:39.800 --> 00:06:41.800]  哥羅西書第一章二十一節
[00:06:41.800 --> 00:06:43.800]  保羅說
[00:06:43.800 --> 00:06:45.800]  雖然你們以前
[00:06:45.800 --> 00:06:47.800]  跟神隔絕
[00:06:47.800 --> 00:06:49.800]  現在和好了
[00:06:49.800 --> 00:06:51.800]  以前跟神隔絕
[00:06:51.800 --> 00:06:53.800]  心思上與他為敵
[00:06:53.800 --> 00:06:55.800]  行為
[00:06:55.800 --> 00:06:57.800]  邪惡
[00:06:57.800 --> 00:06:59.800]  很喜歡這段聖經
[00:06:59.800 --> 00:07:01.800]  因為這段聖經解釋了我們跟神之間的衝突
[00:07:01.800 --> 00:07:03.800]  問題其實不是在行為
[00:07:03.800 --> 00:07:05.800]  願聞更清楚
[00:07:05.800 --> 00:07:07.800]  願聞的文法
[00:07:07.800 --> 00:07:09.800]  更好的翻譯應該是
[00:07:09.800 --> 00:07:11.800]  雖然你們從前和神隔絕
[00:07:11.800 --> 00:07:13.800]  心思上與他為敵
[00:07:13.800 --> 00:07:15.800]  結果你們變成
[00:07:15.800 --> 00:07:17.800]  行為邪惡
[00:07:17.800 --> 00:07:19.800]  行為邪惡是一個症狀
[00:07:19.800 --> 00:07:21.800]  但它不是一個根源
[00:07:21.800 --> 00:07:23.800]  它是一個後果
[00:07:23.800 --> 00:07:25.800]  是一個自然的後果
[00:07:25.800 --> 00:07:27.800]  結果是行為邪惡
[00:07:27.800 --> 00:07:29.800]  但原因是來源於
[00:07:29.800 --> 00:07:31.800]  心思意念是先與神為敵
[00:07:31.800 --> 00:07:33.800]  因為有了
[00:07:33.800 --> 00:07:35.800]  這樣的心思意念
[00:07:35.800 --> 00:07:37.800]  然後才會變成
[00:07:37.800 --> 00:07:39.800]  行為邪惡
[00:07:39.800 --> 00:07:41.800]  所以先後要分清楚
[00:07:41.800 --> 00:07:43.800]  因為如果我們不明白
[00:07:43.800 --> 00:07:45.800]  如果我們專注在行為
[00:07:45.800 --> 00:07:47.800]  而不是專注在
[00:07:47.800 --> 00:07:49.800]  你的心思意念
[00:07:49.800 --> 00:07:51.800]  當我們看創世紀第三章
[00:07:51.800 --> 00:07:53.800]  亞當夏娃開始和神
[00:07:53.800 --> 00:07:55.800]  決裂的時候
[00:07:55.800 --> 00:07:57.800]  你是看不明白那張聖經的
[00:07:57.800 --> 00:07:59.800]  因為你看那張聖經的時候
[00:07:59.800 --> 00:08:01.800]  你會問一個問題
[00:08:01.800 --> 00:08:03.800]  吃個水果有這麼嚴重嗎?
[00:08:03.800 --> 00:08:05.800]  因為他們吃了水果
[00:08:05.800 --> 00:08:07.800]  然後就被趕出了伊甸園
[00:08:07.800 --> 00:08:09.800]  就需要死了
[00:08:09.800 --> 00:08:11.800]  就需要和神隔絕
[00:08:11.800 --> 00:08:13.800]  而且還要有詛咒
[00:08:13.800 --> 00:08:15.800]  你這一生的職業
[00:08:15.800 --> 00:08:17.800]  都會受詛咒
[00:08:17.800 --> 00:08:19.800]  你們的夫妻關係
[00:08:19.800 --> 00:08:21.800]  又被詛咒
[00:08:21.800 --> 00:08:23.800]  生孩子又會痛
[00:08:23.800 --> 00:08:25.800]  吃個水果要不要呢?
[00:08:25.800 --> 00:08:27.800]  沒有任何的父母
[00:08:27.800 --> 00:08:29.800]  會對你的子女說
[00:08:29.800 --> 00:08:31.800]  吃飯前不可以吃糖
[00:08:31.800 --> 00:08:33.800]  不要想著偷糖吃
[00:08:33.800 --> 00:08:35.800]  如果你吃那天
[00:08:35.800 --> 00:08:37.800]  你必然死
[00:08:37.800 --> 00:08:39.800]  最後你發覺你兒子真的偷糖吃
[00:08:39.800 --> 00:08:41.800]  你就說我們之間玩完了
[00:08:41.800 --> 00:08:43.800]  今天開始斷絕父子關係
[00:08:43.800 --> 00:08:45.800]  麻煩你收拾東西
[00:08:45.800 --> 00:08:47.800]  趕出家門
[00:08:47.800 --> 00:08:49.800]  走之前我還要給你一個詛咒
[00:08:49.800 --> 00:08:51.800]  你將來這一生的職業
[00:08:51.800 --> 00:08:53.800]  都會受詛咒
[00:08:53.800 --> 00:08:55.800]  然後你說
[00:08:55.800 --> 00:08:57.800]  很嚴重
[00:08:57.800 --> 00:08:59.800]  我們每一年回中國大陸
[00:08:59.800 --> 00:09:01.800]  做短孫
[00:09:01.800 --> 00:09:03.800]  每一年我們都帶一些短片回去
[00:09:03.800 --> 00:09:05.800]  每一年我們都拍一些短片
[00:09:05.800 --> 00:09:07.800]  通常我是負責寫
[00:09:07.800 --> 00:09:09.800]  劇本
[00:09:09.800 --> 00:09:11.800]  寫完第一天早上幫我拍
[00:09:11.800 --> 00:09:13.800]  一年比一年好
[00:09:13.800 --> 00:09:15.800]  我們上星期六在Tracy放了
[00:09:15.800 --> 00:09:17.800]  其中一個 大家都很享受
[00:09:17.800 --> 00:09:19.800]  我希望每一年
[00:09:19.800 --> 00:09:21.800]  我寫的劇本都可以進步
[00:09:21.800 --> 00:09:23.800]  於是我就回到這個學校
[00:09:23.800 --> 00:09:25.800]  接受一些課程
[00:09:25.800 --> 00:09:27.800]  其中一個課程叫做Video Production
[00:09:27.800 --> 00:09:29.800]  教你怎樣製作一些短片
[00:09:29.800 --> 00:09:33.800]  在那一班
[00:09:33.800 --> 00:09:35.800]  沒有最後考試
[00:09:35.800 --> 00:09:37.800]  但最後有一個Final Project
[00:09:37.800 --> 00:09:39.800]  Project就是
[00:09:39.800 --> 00:09:41.800]  你要拍一部大概七分鐘到十分鐘的短片
[00:09:41.800 --> 00:09:43.800]  是一個Group Project
[00:09:43.800 --> 00:09:45.800]  我不是一個Group Leader
[00:09:45.800 --> 00:09:47.800]  很明顯
[00:09:47.800 --> 00:09:49.800]  我的組員也不是基督徒
[00:09:49.800 --> 00:09:51.800]  所以他們沒有興趣拍一些比較有深度的東西
[00:09:51.800 --> 00:09:53.800]  關於人生意義
[00:09:53.800 --> 00:09:55.800]  他們沒有興趣
[00:09:55.800 --> 00:09:57.800]  他們想拍什麼電影呢
[00:09:57.800 --> 00:09:59.800]  他們想拍一部血腥暴戾
[00:09:59.800 --> 00:10:01.800]  低能
[00:10:01.800 --> 00:10:03.800]  沒有重點的
[00:10:03.800 --> 00:10:05.800]  總之大家肥來肥去
[00:10:05.800 --> 00:10:07.800]  七分鐘就很開心
[00:10:07.800 --> 00:10:09.800]  開完第一次會
[00:10:09.800 --> 00:10:11.800]  最後大家分工
[00:10:11.800 --> 00:10:13.800]  我負責寫劇本
[00:10:13.800 --> 00:10:15.800]  他們要一些很血腥暴戾
[00:10:15.800 --> 00:10:17.800]  人生寫到第一個很低能的劇本
[00:10:17.800 --> 00:10:19.800]  我寫了一個故事
[00:10:19.800 --> 00:10:21.800]  關於一個人
[00:10:21.800 --> 00:10:23.800]  因為在電梯裡面放屁
[00:10:23.800 --> 00:10:25.800]  因此被槍殺的故事
[00:10:25.800 --> 00:10:27.800]  當然這個故事聽起來很低能
[00:10:27.800 --> 00:10:29.800]  但其實
[00:10:29.800 --> 00:10:31.800]  我設計拍出來的方式
[00:10:31.800 --> 00:10:33.800]  不是那麼低能
[00:10:33.800 --> 00:10:35.800]  因為一開始你不會猜到故事是這樣的
[00:10:35.800 --> 00:10:37.800]  你只知道有人被槍殺
[00:10:37.800 --> 00:10:39.800]  捉到嫌疑犯
[00:10:39.800 --> 00:10:41.800]  那兩個偵探員
[00:10:41.800 --> 00:10:43.800]  進去審問他
[00:10:43.800 --> 00:10:47.800]  他需要解釋
[00:10:47.800 --> 00:10:49.800]  他為什麼要殺人
[00:10:49.800 --> 00:10:51.800]  這兩個人進去之前
[00:10:51.800 --> 00:10:53.800]  打了個賭
[00:10:53.800 --> 00:10:55.800]  以我這麼有經驗的偵探
[00:10:55.800 --> 00:10:57.800]  五分鐘內
[00:10:57.800 --> 00:10:59.800]  我會破案
[00:10:59.800 --> 00:11:01.800]  如果我五分鐘內解決
[00:11:01.800 --> 00:11:03.800]  請我吃飯
[00:11:03.800 --> 00:11:05.800]  他們就有私下的賭約
[00:11:05.800 --> 00:11:07.800]  進去就各種技巧
[00:11:07.800 --> 00:11:09.800]  觀眾看前面的五分鐘
[00:11:09.800 --> 00:11:11.800]  一定以為
[00:11:11.800 --> 00:11:13.800]  這種謀殺很神秘
[00:11:13.800 --> 00:11:15.800]  背後一定有很深度的原因
[00:11:15.800 --> 00:11:17.800]  萬一你發覺的時候
[00:11:17.800 --> 00:11:19.800]  會讓你對生命有沉思
[00:11:19.800 --> 00:11:21.800]  一定是這樣想
[00:11:21.800 --> 00:11:23.800]  但結果原來只是
[00:11:23.800 --> 00:11:25.800]  被人被殺
[00:11:25.800 --> 00:11:27.800]  所以觀眾的
[00:11:27.800 --> 00:11:29.800]  自然反應應該是這樣
[00:11:29.800 --> 00:11:31.800]  What?
[00:11:31.800 --> 00:11:33.800]  Really?
[00:11:33.800 --> 00:11:35.800]  That's it?
[00:11:35.800 --> 00:11:37.800]  用不著吧
[00:11:37.800 --> 00:11:41.800]  當你讀《創世紀》第三章的時候
[00:11:41.800 --> 00:11:43.800]  我們期待觀眾有同樣的反應
[00:11:45.800 --> 00:11:47.800]  That's it?
[00:11:47.800 --> 00:11:49.800]  吃個水果?
[00:11:49.800 --> 00:11:51.800]  用不著這麼大膽吧
[00:11:51.800 --> 00:11:53.800]  一個簡單道歉就夠了
[00:11:53.800 --> 00:11:55.800]  下次不敢了
[00:11:55.800 --> 00:11:57.800]  那就夠了
[00:11:57.800 --> 00:11:59.800]  用不著又要講出伊甸園
[00:11:59.800 --> 00:12:01.800]  又要詛咒
[00:12:01.800 --> 00:12:03.800]  用不著吧 吃個水果
[00:12:03.800 --> 00:12:05.800]  如果你的焦點
[00:12:05.800 --> 00:12:07.800]  是在行動的話
[00:12:07.800 --> 00:12:09.800]  你就讀不明白《創世紀》第三章
[00:12:09.800 --> 00:12:11.800]  但如果你的焦點
[00:12:11.800 --> 00:12:13.800]  是在行動背後的心態
[00:12:13.800 --> 00:12:15.800]  你就會開始明白
[00:12:15.800 --> 00:12:17.800]  背後的心態是什麼呢?
[00:12:17.800 --> 00:12:19.800]  《創世紀》第三章五節
[00:12:19.800 --> 00:12:21.800]  魔鬼對著一條蛇
[00:12:21.800 --> 00:12:23.800]  亞當夏娃是這樣說
[00:12:23.800 --> 00:12:25.800]  因為神知道
[00:12:25.800 --> 00:12:27.800]  你吃的日子眼睛就明亮了
[00:12:27.800 --> 00:12:29.800]  你就變如神
[00:12:29.800 --> 00:12:31.800]  跟神一樣有智慧
[00:12:31.800 --> 00:12:33.800]  You will be like God
[00:12:33.800 --> 00:12:35.800]  你跟神會是同等的地位
[00:12:35.800 --> 00:12:37.800]  變如神一樣知道善惡
[00:12:37.800 --> 00:12:39.800]  於是
[00:12:39.800 --> 00:12:41.800]  女人見那棵樹的果子
[00:12:41.800 --> 00:12:43.800]  好在食物也閱人的眼目
[00:12:43.800 --> 00:12:45.800]  且是可喜愛的
[00:12:45.800 --> 00:12:47.800]  最後這句最重要
[00:12:47.800 --> 00:12:49.800]  吃了使人有智慧
[00:12:49.800 --> 00:12:51.800]  跟神一樣摘下果子來吃了
[00:12:51.800 --> 00:12:53.800]  又給他的丈夫
[00:12:53.800 --> 00:12:55.800]  他丈夫也吃了
[00:12:55.800 --> 00:12:57.800]  我們跟神的關係破裂
[00:12:57.800 --> 00:12:59.800]  不是因為神太小氣不讓你吃水果
[00:12:59.800 --> 00:13:01.800]  不是因為
[00:13:01.800 --> 00:13:03.800]  是因為吃水果背後的心態
[00:13:03.800 --> 00:13:05.800]  是一個power struggle
[00:13:05.800 --> 00:13:07.800]  是因為他們想跟神
[00:13:07.800 --> 00:13:09.800]  同等的地位
[00:13:09.800 --> 00:13:11.800]  如果我和你同樣的智慧
[00:13:11.800 --> 00:13:13.800]  表示我自己決定什麼是對什麼是錯
[00:13:13.800 --> 00:13:15.800]  因為我和你一樣聰明
[00:13:15.800 --> 00:13:17.800]  我最近看了一本書
[00:13:17.800 --> 00:13:19.800]  Jeffery Bernstein寫了一本書
[00:13:19.800 --> 00:13:21.800]  叫做
[00:13:21.800 --> 00:13:23.800]  Ten days to a less defiant child
[00:13:23.800 --> 00:13:27.800]  很多年前
[00:13:27.800 --> 00:13:29.800]  其中一本best selling的書
[00:13:29.800 --> 00:13:31.800]  近期翻譯成中文
[00:13:31.800 --> 00:13:33.800]  所以近期在中國大陸很紅
[00:13:33.800 --> 00:13:35.800]  好像翻譯成中文
[00:13:35.800 --> 00:13:37.800]  叫做叛逆不是孩子的錯
[00:13:37.800 --> 00:13:39.800]  在這本書
[00:13:39.800 --> 00:13:41.800]  Jeffery Bernstein
[00:13:41.800 --> 00:13:43.800]  是這樣說的
[00:13:43.800 --> 00:13:45.800]  每一個defiant
[00:13:45.800 --> 00:13:47.800]  每一個叛逆的行為背後
[00:13:47.800 --> 00:13:49.800]  一定先有一個叛逆的心態
[00:13:49.800 --> 00:13:51.800]  但如果作為父母
[00:13:51.800 --> 00:13:53.800]  你處理他的行為
[00:13:53.800 --> 00:13:55.800]  我只想約束他的行為
[00:13:55.800 --> 00:13:57.800]  他乖就好 我不理其他東西
[00:13:57.800 --> 00:13:59.800]  我不想明白他這個叛逆行為背後
[00:13:59.800 --> 00:14:01.800]  那種的mentality
[00:14:01.800 --> 00:14:03.800]  我不想明白 我不想處理
[00:14:03.800 --> 00:14:05.800]  他說你永遠都處理不到
[00:14:05.800 --> 00:14:07.800]  叛逆的行為
[00:14:07.800 --> 00:14:09.800]  你和你的兒女永遠都不會有一個
[00:14:09.800 --> 00:14:11.800]  真正很close的relationship
[00:14:11.800 --> 00:14:13.800]  除非你處理了背後的mentality
[00:14:13.800 --> 00:14:15.800]  背後的mentality是什麼呢
[00:14:15.800 --> 00:14:17.800]  我讀給你聽
[00:14:17.800 --> 00:14:19.800]  我quote他
[00:14:19.800 --> 00:14:21.800]  書裡面寫的
[00:14:21.800 --> 00:14:23.800]  defiant children and teens
[00:14:23.800 --> 00:14:25.800]  叛逆的小孩子
[00:14:25.800 --> 00:14:27.800]  和青少年
[00:14:27.800 --> 00:14:29.800]  defiant children and teens
[00:14:29.800 --> 00:14:31.800]  think of themselves
[00:14:31.800 --> 00:14:33.800]  as equal to adults
[00:14:33.800 --> 00:14:35.800]  equal to adults
[00:14:35.800 --> 00:14:37.800]  他說這個就是真正的problem
[00:14:37.800 --> 00:14:39.800]  年輕人覺得我和大人
[00:14:39.800 --> 00:14:41.800]  應該是同樣地位
[00:14:41.800 --> 00:14:43.800]  我和你一樣那麼聰明
[00:14:43.800 --> 00:14:45.800]  甚至有時候覺得
[00:14:45.800 --> 00:14:47.800]  我父母都挺蠢的
[00:14:47.800 --> 00:14:49.800]  憑什麼聽你呢
[00:14:49.800 --> 00:14:51.800]  憑什麼你說的一定是對呢
[00:14:51.800 --> 00:14:53.800]  他說這種的power struggle
[00:14:53.800 --> 00:14:55.800]  leads them
[00:14:55.800 --> 00:14:57.800]  to have inevitable conflict
[00:14:57.800 --> 00:14:59.800]  with parents and teachers
[00:14:59.800 --> 00:15:01.800]  他說這種背後的心態
[00:15:01.800 --> 00:15:03.800]  才是真正所有叛逆行為
[00:15:03.800 --> 00:15:05.800]  真正的起因
[00:15:05.800 --> 00:15:07.800]  就是他們覺得
[00:15:07.800 --> 00:15:09.800]  我和你應該是同等地位
[00:15:09.800 --> 00:15:11.800]  你不應該比我高
[00:15:11.800 --> 00:15:13.800]  我看完這個就發覺
[00:15:13.800 --> 00:15:15.800]  創世紀第三章
[00:15:15.800 --> 00:15:17.800]  亞當和夏娃
[00:15:17.800 --> 00:15:19.800]  exactly一樣的心態
[00:15:19.800 --> 00:15:21.800]  就是我覺得我和神
[00:15:21.800 --> 00:15:23.800]  應該是同等地位
[00:15:23.800 --> 00:15:25.800]  憑什麼祂說了算呢
[00:15:25.800 --> 00:15:27.800]  憑什麼祂決定我的一生呢
[00:15:27.800 --> 00:15:29.800]  憑什麼我要將我的人生主權
[00:15:29.800 --> 00:15:31.800]  放在祂的手中呢
