
[00:00:00.000 --> 00:00:02.540]  和李家廷說一聲 你要遵行神的旨意
[00:02:41.600 --> 00:02:43.920]  有孩子的特質 都有少年人的特質
[00:02:43.920 --> 00:02:48.000]  不要忘記少年人的翻譯那時候不是有青年這個字
[00:02:48.000 --> 00:02:50.240]  青年是很近代的字
[00:02:50.240 --> 00:02:53.840]  所以在古舊的華文翻譯就譯做少年
[00:02:53.840 --> 00:02:57.240]  就不要用我們現在少年的定義
[00:02:57.240 --> 00:03:01.640]  第三個可能性的解經的《釋經》書裏面就提到
[00:03:01.640 --> 00:03:06.920]  其實孩子是指到販子每一個信徒
[00:03:06.920 --> 00:03:10.240]  我傾向這個解釋多一點的 為什麼呢
[00:03:10.240 --> 00:03:12.800]  因為在約翰的用詞來講
[00:03:12.800 --> 00:03:15.320]  你看看第二章的十八節
[00:03:15.320 --> 00:03:20.400]  孩子們 第二章二十八節 孩子們
[00:03:20.400 --> 00:03:22.880]  他沒有再提少年和父老
[00:03:22.880 --> 00:03:26.680]  在第三章 第四章 第五章繼續產生這個情況
[00:03:26.680 --> 00:03:33.000]  就是約翰用了孩子們成為了教會的眾弟兄姊妹的統稱
[00:03:33.000 --> 00:03:38.240]  這樣我就容易理解孩子們是一個對信徒的統稱
[00:03:38.240 --> 00:03:42.880]  我們開始要問 約翰為什麼用孩子們去統稱
[00:03:42.880 --> 00:03:45.000]  第二個支持這個講法的就是說
[00:03:45.000 --> 00:03:47.080]  如果按年齡分配的話
[00:03:47.080 --> 00:03:49.120]  他的次序不是很正確的
[00:03:49.120 --> 00:03:52.160]  應該先提老年 接著少年 接著孩子
[00:03:52.160 --> 00:03:55.960]  如果從小到大就先提孩子 接著少年 接著老年
[00:03:55.960 --> 00:03:58.760]  次序不是很正確
[00:03:58.760 --> 00:04:03.960]  第二就是約翰的用詞慣性是用了孩子們去呼籲
[00:04:03.960 --> 00:04:07.280]  去稱呼是教會眾信徒
[00:04:07.280 --> 00:04:10.760]  跟你家人說你是孩子
[00:04:10.760 --> 00:04:12.600]  約翰為什麼用這個稱謂呢
[00:04:12.600 --> 00:04:16.800]  在新約裏面的新 不是新命令那麼簡單
[00:04:16.800 --> 00:04:22.440]  新約裏面的新 可以跟天父的關係都新
[00:04:22.440 --> 00:04:24.200]  耶穌說從今以後
[00:04:24.200 --> 00:04:28.000]  你看在新約裏面再沒有提到萬鈞的耶和華
[00:04:28.000 --> 00:04:29.920]  創造天地的耶和華
[00:04:29.920 --> 00:04:31.840]  不再用這個稱謂了
[00:04:31.840 --> 00:04:34.080]  用什麼 耶穌說從今以後
[00:04:34.080 --> 00:04:38.600]  你要稱這位的神為天父
[00:04:38.600 --> 00:04:43.720]  保羅說我們可以叫阿爸父 父 天父
[00:04:43.720 --> 00:04:47.920]  你想想沒有任何宗教稱他的神為父
[00:04:47.920 --> 00:04:51.760]  上帝新約立了之後 舊恩立了之後
[00:04:51.760 --> 00:04:56.080]  再一次改變了他跟我們的關係
[00:04:56.080 --> 00:04:59.080]  是父和子的關係
[00:04:59.080 --> 00:05:01.600]  所以有教會說我們要恢復舊約
[00:05:01.600 --> 00:05:04.680]  這個是氣勢到不得了的說法
[00:05:04.680 --> 00:05:06.240]  恢復什麼舊約
[00:05:06.240 --> 00:05:09.320]  是難道你跟神的關係大倒退
[00:05:09.320 --> 00:05:12.000]  由父的關係演變回做耶和華
[00:05:12.000 --> 00:05:14.480]  做萬鈞的耶和華
[00:05:14.480 --> 00:05:18.080]  我們明白舊約的神跟新約的神沒有變過
[00:05:18.080 --> 00:05:21.080]  但是在關係上有改變
[00:05:21.080 --> 00:05:25.680]  所以凡是呼籲基督徒恢復舊約的教會
[00:05:25.680 --> 00:05:29.680]  是異端來的
[00:05:29.680 --> 00:05:32.160]  是破壞了舊恩的
[00:05:32.160 --> 00:05:33.600]  我很嚴重的說
[00:05:33.600 --> 00:05:35.400]  因為這個是破壞舊恩
[00:05:35.400 --> 00:05:38.440]  我們已經進入了新約裏面的弟兄姊妹
[00:05:38.440 --> 00:05:41.040]  今天我們跟天父的關係
[00:05:41.040 --> 00:05:42.880]  不單止是新命令
[00:05:42.880 --> 00:05:44.680]  關係也更新了
[00:05:44.680 --> 00:05:47.080]  是父和子的關係
[00:05:47.080 --> 00:05:48.360]  所以你開始明白
[00:05:48.360 --> 00:05:52.760]  若是說我跟上帝的關係是父和子的關係
[00:05:52.760 --> 00:05:55.680]  今天我跟教會的弟兄姊妹的關係
[00:05:55.680 --> 00:06:00.000]  是屬靈父親和屬靈兒子的關係
[00:06:00.000 --> 00:06:03.120]  所以他就稱教會中的弟兄姊妹為
[00:06:03.120 --> 00:06:06.400]  孩子們
[00:06:06.400 --> 00:06:10.680]  保羅說做師父的人多
[00:06:10.680 --> 00:06:13.920]  為父的心卻少
[00:06:13.920 --> 00:06:16.040]  二千年教會歷史沒有變過
[00:06:16.040 --> 00:06:18.440]  很多人都想做師父
[00:06:18.440 --> 00:06:20.360]  很多人都想教人
[00:06:20.360 --> 00:06:23.200]  很多人都想教導別人
[00:06:23.200 --> 00:06:26.040]  我們開口閉口就教導別人
[00:06:26.040 --> 00:06:29.360]  但是為父的心卻少
[00:06:29.360 --> 00:06:31.880]  約翰就說我是屬靈的父親
[00:06:31.880 --> 00:06:36.800]  所以我稱我教會的弟兄姊妹為我的孩子
[00:06:36.800 --> 00:06:39.160]  在孩子裏面有兩類人
[00:06:39.160 --> 00:06:40.720]  一叫父老
[00:06:40.720 --> 00:06:42.840]  二叫少年
[00:06:42.840 --> 00:06:47.400]  這裏看到幾個很有趣的特性
[00:06:47.400 --> 00:06:48.800]  約翰沒有提其他東西
[00:06:48.800 --> 00:06:49.840]  只是提一些東西
[00:06:49.840 --> 00:06:50.840]  我們覺得奇怪
[00:06:50.840 --> 00:06:52.000]  為甚麼要提這些東西
[00:06:52.000 --> 00:06:54.200]  我相信要回應第二個問題
[00:06:54.200 --> 00:06:57.200]  為甚麼要提這些東西
[00:06:57.200 --> 00:07:01.760]  我們眾弟兄姊妹擁有共同的特性是甚麼呢
[00:07:01.760 --> 00:07:05.120]  他說我們一班聚直著主的名
[00:07:05.120 --> 00:07:07.000]  已經得著赦免
[00:07:07.000 --> 00:07:09.280]  這是我們第一個特性
[00:07:09.280 --> 00:07:10.680]  跟你旁邊的人說一聲
[00:07:10.680 --> 00:07:14.400]  我們都是罪人
[00:07:14.400 --> 00:07:18.160]  弟兄姊妹今天在教會裏面
[00:07:18.160 --> 00:07:22.680]  我們不會看旁邊的人的學歷
[00:07:22.680 --> 00:07:25.120]  我們不會看他社會的地位
[00:07:25.120 --> 00:07:26.600]  如果你是這樣看
[00:07:26.600 --> 00:07:28.960]  我要你改變
[00:07:28.960 --> 00:07:31.840]  你再看看你旁邊的人
[00:07:31.840 --> 00:07:36.880]  他跟你一樣是罪人
[00:07:36.880 --> 00:07:39.000]  我們不是看他的學歷
[00:07:39.000 --> 00:07:41.440]  不是看他的社會地位
[00:07:41.440 --> 00:07:44.320]  不是看他擁有金錢多少
[00:07:44.320 --> 00:07:46.320]  不是看他住哪一區
[00:07:46.320 --> 00:07:48.760]  不是看他公司做甚麼職位
[00:07:48.760 --> 00:07:51.120]  不是說他學術有多出名
[00:07:51.120 --> 00:07:54.000]  不是說他在社會有多大貢獻
[00:07:54.000 --> 00:07:55.400]  我們不說這些
[00:07:55.400 --> 00:07:57.640]  約翰從來不提這些
[00:07:57.640 --> 00:07:58.760]  約翰提甚麼
[00:07:58.760 --> 00:08:01.040]  我們所有人在神的面前
[00:08:01.040 --> 00:08:04.400]  都是一班蒙恩的罪人
[00:08:04.400 --> 00:08:05.640]  Amen
[00:08:05.640 --> 00:08:06.880]  無論你多厲害
[00:08:06.880 --> 00:08:07.720]  你多威風
[00:08:07.720 --> 00:08:08.600]  你多有錢
[00:08:08.600 --> 00:08:09.600]  多有地位
[00:08:09.600 --> 00:08:11.080]  你跟我都一樣
[00:08:11.080 --> 00:08:14.600]  都是蒙恩的罪人
[00:08:14.600 --> 00:08:16.120]  我相信這一百年裏面
[00:08:16.120 --> 00:08:18.720]  沒有人的智慧比愛因斯坦厲害
[00:08:18.720 --> 00:08:20.080]  但愛因斯坦說
[00:08:20.080 --> 00:08:22.160]  我只是謙卑去觀察
[00:08:22.160 --> 00:08:27.960]  上帝在宇宙的作為
[00:08:27.960 --> 00:08:29.080]  兄弟姐妹
[00:08:29.080 --> 00:08:31.240]  愛因斯坦是甚麼人
[00:08:31.240 --> 00:08:32.880]  他都是跟你跟我一樣
[00:08:32.880 --> 00:08:35.360]  蒙恩的罪人
[00:08:35.360 --> 00:08:36.440]  Amen
[00:08:36.440 --> 00:08:38.360]  所以今天愛因斯坦坐在你旁邊聚會
[00:08:38.360 --> 00:08:39.200]  你當然很驚訝
[00:08:39.200 --> 00:08:41.400]  死人坐在我旁邊聚會當然驚訝
[00:08:41.400 --> 00:08:42.760]  但我的意思是
[00:08:42.760 --> 00:08:44.320]  就算愛因斯坦坐在你旁邊
[00:08:44.320 --> 00:08:45.040]  你不要那麼驚訝
[00:08:45.040 --> 00:08:46.520]  嘩 你都坐在這裏
[00:08:46.520 --> 00:08:47.920]  他都是跟你一樣
[00:08:47.920 --> 00:08:49.920]  是蒙恩的罪人
[00:08:49.920 --> 00:08:50.640]  你看
[00:08:50.640 --> 00:08:52.880]  約翰提的不是提金錢
[00:08:52.880 --> 00:08:54.160]  不是提社會地位
[00:08:54.160 --> 00:08:54.960]  甚麼都沒有提
[00:08:54.960 --> 00:08:57.520]  今日教會最大的問題
[00:08:57.520 --> 00:09:00.600]  我們看人是用了世俗的價值觀
[00:09:00.600 --> 00:09:03.360]  但約翰用的是屬靈的價值觀
[00:09:03.360 --> 00:09:05.400]  你和我都是一樣
[00:09:05.400 --> 00:09:06.240]  第二
[00:09:06.240 --> 00:09:08.440]  他說我們都是認識父
[00:09:08.440 --> 00:09:10.160]  我們跟這位神的關係
[00:09:10.160 --> 00:09:12.880]  不是他曼谷的瑤華那麼簡單
[00:09:12.880 --> 00:09:15.360]  他說我是你的父
[00:09:15.360 --> 00:09:16.920]  你是我的兒子
[00:09:16.920 --> 00:09:19.640]  當然包括姐妹
[00:09:19.640 --> 00:09:22.080]  我們見到這兩個就是我們的特性
[00:09:22.080 --> 00:09:24.400]  我們共同擁有的東西
[00:09:24.400 --> 00:09:27.440]  在這個特性底下有兩類的人
[00:09:27.440 --> 00:09:29.480]  一類叫父老
[00:09:29.480 --> 00:09:32.240]  認識從起初就有的那一位
[00:09:32.240 --> 00:09:34.880]  這是他們的特性
[00:09:34.880 --> 00:09:36.880]  這一點為何那麼重要呢
[00:09:36.880 --> 00:09:38.520]  待會我們先提
[00:09:38.520 --> 00:09:40.200]  一班少年人
[00:09:40.200 --> 00:09:41.600]  他第一次寫信給他們
[00:09:41.600 --> 00:09:43.120]  我曾寫信給你們
[00:09:43.120 --> 00:09:45.280]  因為那時候你們是剛強的
[00:09:45.280 --> 00:09:46.800]  你是神的道上
[00:09:46.800 --> 00:09:49.000]  存在你們裏面的
[00:09:49.000 --> 00:09:50.440]  現在再寫信給你們
[00:09:50.440 --> 00:09:51.280]  父老們
[00:09:51.280 --> 00:09:52.760]  你們都是從前
[00:09:52.760 --> 00:09:54.680]  認識從起初就有的那一位
[00:09:54.680 --> 00:09:55.880]  沒有變過
[00:09:55.880 --> 00:09:58.320]  由曾經寫信到現在再寫信
[00:09:58.320 --> 00:09:59.880]  父老是沒有變過
[00:09:59.880 --> 00:10:01.040]  不過有變過的
[00:10:01.040 --> 00:10:02.840]  待會我告訴你變了甚麼
[00:10:02.840 --> 00:10:03.480]  第二
[00:10:03.480 --> 00:10:04.920]  這班少年人就不同了
[00:10:04.920 --> 00:10:05.880]  第一次寫信給他們
[00:10:05.880 --> 00:10:08.120]  這封信我們今天沒有存在過
[00:10:08.120 --> 00:10:10.080]  若一書之前還有一封書信
[00:10:10.080 --> 00:10:11.120]  我們今天沒有
[00:10:11.120 --> 00:10:12.920]  我們沒辦法找到這封書信
[00:10:12.920 --> 00:10:13.880]  但是從一看
[00:10:13.880 --> 00:10:15.560]  他說我曾經寫信給你們
[00:10:15.560 --> 00:10:16.560]  寫信給你們的時候
[00:10:16.560 --> 00:10:18.160]  這班少年人是剛強的
[00:10:18.160 --> 00:10:20.600]  神的道上存在他們裏面
[00:10:20.600 --> 00:10:22.040]  現在寫信給你們
[00:10:22.040 --> 00:10:26.080]  你們是勝過了那惡者
[00:10:26.080 --> 00:10:27.800]  究竟說了甚麼
[00:10:27.800 --> 00:10:32.480]  在約翰寫書信和雅各寫書信
[00:10:32.480 --> 00:10:36.920]  是猶太人的風格
[00:10:36.920 --> 00:10:38.680]  保羅寫書信
[00:10:38.680 --> 00:10:42.120]  是希羅的風格
[00:10:42.120 --> 00:10:43.480]  有甚麼分別
[00:10:43.480 --> 00:10:45.280]  羅馬書的邏輯
[00:10:45.280 --> 00:10:47.320]  不是猶太人的風格
[00:10:47.320 --> 00:10:50.200]  是希羅的邏輯
[00:10:50.200 --> 00:10:51.360]  所以你見到
[00:10:51.360 --> 00:10:54.840]  我們較容易掌握和理解保羅書信
[00:10:54.840 --> 00:10:56.200]  因為希羅的邏輯
[00:10:56.200 --> 00:11:00.120]  是和我們近代沒有太大的改變
[00:11:00.120 --> 00:11:04.560]  不過讀到雅各書和約翰書信就很不一樣
[00:11:04.560 --> 00:11:06.520]  為甚麼這麼類聚
[00:11:06.520 --> 00:11:09.480]  就是第二章已經出現這麼類聚的問題
[00:11:09.480 --> 00:11:11.320]  重複又重複
[00:11:11.320 --> 00:11:13.720]  第三章第四章繼續重複
[00:11:13.720 --> 00:11:14.640]  彼此相愛
[00:11:14.640 --> 00:11:15.920]  又說了又說了
[00:11:15.920 --> 00:11:17.520]  說了為甚麼再說
[00:11:17.520 --> 00:11:18.600]  又說得勝了
[00:11:18.600 --> 00:11:19.600]  為甚麼再說
[00:11:19.600 --> 00:11:20.680]  又說認識了
[00:11:20.680 --> 00:11:22.160]  起初原先認識的位置
[00:11:22.160 --> 00:11:22.920]  為甚麼再說
[00:11:22.920 --> 00:11:24.480]  已經說了
[00:11:24.480 --> 00:11:28.000]  不要忘記這是猶太人的風格
[00:11:28.000 --> 00:11:30.840]  所以以往曾經有些西人寫的《釋經書》
[00:11:30.840 --> 00:11:32.160]  關於雅各書
[00:11:32.160 --> 00:11:34.760]  是破壞了整個雅各書的風格
[00:11:34.760 --> 00:11:35.680]  因為他不太明白
[00:11:35.680 --> 00:11:37.480]  他不太知道進入到雅各的思維
[00:11:37.480 --> 00:11:39.520]  因為他是西方的思維
[00:11:39.520 --> 00:11:43.480]  他不太知道進入到雅各猶太人的思維
[00:11:43.480 --> 00:11:44.880]  第一
[00:11:44.880 --> 00:11:48.520]  當時的讀者手上沒有一人一本雅各書
[00:11:48.520 --> 00:11:50.840]  只有一人一本雅各書
[00:11:50.840 --> 00:11:54.520]  只是靠那人拿一封書信出來讀出來
[00:11:54.520 --> 00:11:55.120]  聽
[00:11:55.120 --> 00:11:56.640]  所謂聽是很重要
[00:11:56.640 --> 00:11:57.600]  跟你隔壁那人說
[00:11:57.600 --> 00:12:00.200]  聽是很重要的
[00:12:00.200 --> 00:12:01.880]  現在教育的失敗就是
[00:12:01.880 --> 00:12:03.360]  我們訓練到那班小朋友
[00:12:03.360 --> 00:12:05.520]  聽又聽不進
[00:12:05.520 --> 00:12:07.440]  看又沒興趣
[00:12:07.440 --> 00:12:10.560]  讀又讀不明白
[00:12:10.560 --> 00:12:12.040]  教育失敗在這裏
[00:12:12.040 --> 00:12:13.640]  最重要是甚麼
[00:12:13.640 --> 00:12:14.880]  記憶力好
[00:12:14.880 --> 00:12:18.760]  記憶力好考試的分數就高
[00:12:18.760 --> 00:12:21.240]  記憶力差考試的分數就低
[00:12:21.240 --> 00:12:25.400]  即是考電腦
[00:12:25.400 --> 00:12:26.200]  弟兄姊妹
[00:12:26.200 --> 00:12:32.080]  你要知道當時的人是沒有這本書信拿在手上
[00:12:32.080 --> 00:12:34.560]  靠讀出來的人宣讀
[00:12:34.560 --> 00:12:38.280]  宣讀的時候說完了彼此相愛
[00:12:38.280 --> 00:12:40.240]  讀到後來又說彼此相愛
[00:12:40.240 --> 00:12:41.880]  讀到後來又說彼此相愛
[00:12:41.880 --> 00:12:43.480]  讀者會發生甚麼事
[00:12:43.480 --> 00:12:45.840]  很明白約翰寫了一封書信
[00:12:45.840 --> 00:12:46.840]  有一個重點
[00:12:46.840 --> 00:12:51.560]  在說彼此相愛
[00:12:51.560 --> 00:12:56.480]  重複多少次才記得
[00:12:56.480 --> 00:12:58.640]  近代心理學告訴你和我
[00:12:58.640 --> 00:13:00.240]  重複多少次才記得
[00:13:00.240 --> 00:13:01.400]  84次
[00:13:01.400 --> 00:13:03.920]  跟你隔壁那人說84次
[00:13:03.920 --> 00:13:08.080]  記得的人因為聽了我已經說了84次
[00:13:08.080 --> 00:13:09.640]  84次
[00:13:09.640 --> 00:13:13.240]  一個習慣的建立要連續多少次
[00:13:13.240 --> 00:13:14.840]  連續多少天
[00:13:14.840 --> 00:13:16.320]  一個習慣的建立
[00:13:16.320 --> 00:13:18.200]  如果你要練習跑步的話
[00:13:18.200 --> 00:13:21.880]  你說我想建立跑步的習慣
[00:13:21.880 --> 00:13:23.920]  你跑到第二天就停止
[00:13:23.920 --> 00:13:25.080]  你真是可惜
[00:13:25.080 --> 00:13:26.560]  你只差一天
[00:13:26.560 --> 00:13:28.040]  你做完那天就可以了
[00:13:28.040 --> 00:13:30.680]  21天
[00:13:30.680 --> 00:13:32.680]  會成為你的習慣
[00:13:32.680 --> 00:13:34.880]  如果你要建立一個新的習慣
[00:13:34.880 --> 00:13:38.320]  必須要堅持21天
[00:13:38.320 --> 00:13:41.000]  就成為新的習慣
[00:13:41.000 --> 00:13:44.520]  所以要建立你讀經的生活
[00:13:44.520 --> 00:13:48.200]  堅持
[00:13:48.200 --> 00:13:49.320]  21天
[00:13:49.320 --> 00:13:51.840]  第22天你已經習慣了
[00:13:51.840 --> 00:13:53.240]  明白嗎
[00:13:53.240 --> 00:13:54.920]  你決定不吃糖
[00:13:54.920 --> 00:13:56.800]  堅持
[00:13:56.800 --> 00:13:58.640]  21天你習慣了
[00:13:58.640 --> 00:14:00.160]  到20天才放棄
[00:14:00.160 --> 00:14:02.000]  可惜了
[00:14:02.000 --> 00:14:05.240]  不如第1天就放棄了
[00:14:05.240 --> 00:14:06.640]  明白嗎
[00:14:06.640 --> 00:14:08.160]  你不要習慣叫人
[00:14:08.160 --> 00:14:12.240]  教兒子和女兒叫人叫21次
[00:14:12.240 --> 00:14:15.680]  叫人
[00:14:15.680 --> 00:14:16.520]  叫21次
[00:14:16.520 --> 00:14:18.120]  第22次他不用你叫
[00:14:18.120 --> 00:14:19.920]  他就會叫人了
[00:14:19.920 --> 00:14:23.680]  你要訓練一隻狗也是21次
[00:14:23.680 --> 00:14:24.680]  明白嗎
[00:14:24.680 --> 00:14:26.960]  為什麼84次才記得
[00:14:26.960 --> 00:14:28.560]  猶太人這樣說話
[00:14:28.560 --> 00:14:30.360]  人很容易記得
[00:14:30.360 --> 00:14:31.600]  第二
[00:14:31.600 --> 00:14:34.960]  猶太人說話不是重複那個主題
[00:14:34.960 --> 00:14:36.240]  當你一重複
[00:14:36.240 --> 00:14:39.080]  會有新的東西加入
[00:14:39.080 --> 00:14:43.480]  這個是讓人很容易記憶的方法
[00:14:43.480 --> 00:14:45.040]  我第一件事講比之相愛
[00:14:45.040 --> 00:14:46.440]  我講了一件事
[00:14:46.440 --> 00:14:47.440]  再講比之相愛
[00:14:47.440 --> 00:14:48.200]  我講第二件事
[00:14:48.200 --> 00:14:49.600]  你第一件事已經記得了
[00:14:49.600 --> 00:14:50.840]  再加第二件事下去
[00:14:50.840 --> 00:14:51.840]  又記得了
[00:14:51.840 --> 00:14:52.800]  再講比之相愛
[00:14:52.800 --> 00:14:53.520]  講第三件事
[00:14:53.520 --> 00:14:54.320]  又記得了
[00:14:54.320 --> 00:14:55.200]  聽得明白嗎
[00:14:55.200 --> 00:14:56.560]  這是猶太人
[00:14:56.560 --> 00:14:58.880]  宣讀這封書信的時候
[00:14:58.880 --> 00:15:02.160]  讓讀者很容易記得
[00:15:02.160 --> 00:15:04.360]  這是他們的方法
[00:15:04.360 --> 00:15:07.920]  和西方邏輯很不一樣的方法
[00:15:07.920 --> 00:15:10.240]  在約翰這裡要提的
[00:15:10.240 --> 00:15:13.080]  他說父老的特性是什麼呢
[00:15:13.080 --> 00:15:17.440]  父老不是年紀老
[00:15:17.440 --> 00:15:20.600]  父老不是順主來
[00:15:20.600 --> 00:15:23.240]  父老的特性是
[00:15:23.240 --> 00:15:29.480]  認識從起初就有的那一位
[00:15:29.480 --> 00:15:32.480]  我們要問的第三個問題
[00:15:32.480 --> 00:15:36.160]  這班父老是否真的這麼認識
[00:15:36.160 --> 00:15:40.000]  從起初就有的那一位
[00:15:40.000 --> 00:15:41.000]  第二個問題要問
[00:15:41.000 --> 00:15:42.680]  為什麼要指出這個特性
[00:15:42.680 --> 00:15:43.800]  第三個問題要問
[00:15:43.800 --> 00:15:46.200]  這些特性是不是真的擁有
[00:15:46.200 --> 00:15:47.480]  我們會問第二個問題
[00:15:47.480 --> 00:15:48.640]  問這班少年人
[00:15:48.640 --> 00:15:49.840]  他們的特性是
[00:15:49.840 --> 00:15:50.880]  為什麼要提這些特性
[00:15:50.880 --> 00:15:51.760]  為什麼是剛強
[00:15:51.760 --> 00:15:53.680]  神話常傳在他們心裡
[00:15:53.680 --> 00:15:55.160]  他們勝了那惡者
[00:15:55.160 --> 00:15:56.440]  第三個問題我們要問
[00:15:56.440 --> 00:15:59.080]  這班少年人是否真的常常勝了那惡者
[00:15:59.080 --> 00:16:00.880]  神話是否常常在他們心裡
[00:16:00.880 --> 00:16:03.960]  這兩個問題我們必然要問
[00:16:03.960 --> 00:16:05.400]  我有回答
[00:16:05.400 --> 00:16:07.760]  這班父老是什麼人
[00:16:07.760 --> 00:16:08.880]  他們的特性是
[00:16:08.880 --> 00:16:14.800]  他們認識從起初就有的那一位
[00:16:14.800 --> 00:16:16.480]  弟兄姊妹
[00:16:16.480 --> 00:16:18.880]  我希望這個星期的小組之後
[00:16:18.880 --> 00:16:20.520]  你們的小組分享
[00:16:20.520 --> 00:16:22.600]  常常分享
[00:16:22.600 --> 00:16:26.360]  你認識的那一位
[00:16:26.360 --> 00:16:28.200]  天父
[00:16:28.200 --> 00:16:29.840]  如果你是父老的話
[00:16:29.840 --> 00:16:32.600]  你不斷要跟你的組員分享
[00:16:32.600 --> 00:16:35.320]  你跟天父的關係
[00:16:35.320 --> 00:16:38.000]  是不是
[00:16:38.000 --> 00:16:39.600]  分享什麼關係
[00:16:39.600 --> 00:16:40.840]  我告訴你
[00:16:40.840 --> 00:16:43.560]  這種人不是父老
[00:16:43.560 --> 00:16:46.160]  哪種人
[00:16:46.160 --> 00:16:50.800]  他對聖經什麼都懂
[00:16:50.800 --> 00:16:54.120]  對上帝什麼都懂
[00:16:54.120 --> 00:16:57.240]  你說什麼他都懂
[00:16:57.240 --> 00:17:00.400]  聖經背得滾瓜爛熟
[00:17:00.400 --> 00:17:02.280]  沒有經文不懂
[00:17:02.280 --> 00:17:04.560]  他還考你
[00:17:04.560 --> 00:17:08.280]  你反而不懂
[00:17:08.280 --> 00:17:11.160]  他聖經什麼都懂
[00:17:11.160 --> 00:17:17.440]  不過所有都是過去式
[00:17:17.440 --> 00:17:18.800]  這些不是父老
[00:17:18.800 --> 00:17:23.160]  這些是殭屍
[00:17:23.160 --> 00:17:25.360]  他一跟你說
[00:17:25.360 --> 00:17:28.360]  哇 我三十年前
[00:17:28.360 --> 00:17:30.640]  信主的時候
[00:17:30.640 --> 00:17:34.040]  哇 舊史
[00:17:34.040 --> 00:17:37.000]  我以前
