
[00:00:00.000 --> 00:00:03.000]  在今年的港獨安排上
[00:10:50.000 --> 00:10:53.000]  主的恩典都赦免我們
[00:10:53.000 --> 00:10:54.000]  但是有時我們卻是
[00:10:54.000 --> 00:10:57.000]  連這件事都不去做
[00:10:57.000 --> 00:10:59.000]  我們日常希望
[00:10:59.000 --> 00:11:02.000]  我們自己能夠起來行走
[00:11:02.000 --> 00:11:03.000]  越走越遠
[00:11:03.000 --> 00:11:04.000]  但是越來越迷失
[00:11:04.000 --> 00:11:06.000]  這種境況下
[00:11:06.000 --> 00:11:07.000]  我們求主的話
[00:11:07.000 --> 00:11:09.000]  要做一次來更新我們
[00:11:09.000 --> 00:11:11.000]  提醒我們
[00:11:11.000 --> 00:11:13.000]  是耶穌令我們的生命
[00:11:13.000 --> 00:11:14.000]  在最困難
[00:11:14.000 --> 00:11:16.000]  自己沒能力的時候
[00:11:16.000 --> 00:11:18.000]  叫你來經歷他的恩典的時候
[00:11:18.000 --> 00:11:20.000]  你突然間讚嘆
[00:11:20.000 --> 00:11:21.000]  原來耶穌基督
[00:11:21.000 --> 00:11:24.000]  是一個這麼真實的救贖主
[00:11:24.000 --> 00:11:27.000]  叫你的生命來改變過來
[00:11:27.000 --> 00:11:28.000]  你就好像當時的人一樣
[00:11:28.000 --> 00:11:32.000]  將榮耀歸給神
[00:11:32.000 --> 00:11:35.000]  多久你沒試過從心底裏面
[00:11:35.000 --> 00:11:38.000]  好像一個癱子起來行走一樣
[00:11:38.000 --> 00:11:41.000]  跳躍地去讚美神
[00:11:41.000 --> 00:11:46.000]  神你真是奇妙的一位神
[00:11:46.000 --> 00:11:49.000]  你沒試過一個這樣的驚喜在裏面
[00:11:49.000 --> 00:11:51.000]  耶穌令你的生命
[00:11:51.000 --> 00:11:54.000]  感覺得很奇妙
[00:11:54.000 --> 00:11:55.000]  在當時來說
[00:11:55.000 --> 00:11:58.000]  他們說從來沒見過這個事情
[00:11:58.000 --> 00:12:01.000]  其實耶穌一直都在實行神蹟的事
[00:12:01.000 --> 00:12:03.000]  在不同的人生命裏面
[00:12:03.000 --> 00:12:05.000]  祂做了很多奇妙的工作
[00:12:05.000 --> 00:12:08.000]  只是我們很多時候我們看不到
[00:12:08.000 --> 00:12:09.000]  在這個大前提之下
[00:12:09.000 --> 00:12:14.000]  耶穌就來到呼召尼微跟隨他
[00:12:14.000 --> 00:12:16.000]  所以我們看這段經文
[00:12:16.000 --> 00:12:20.000]  我們在二章的十三節
[00:12:20.000 --> 00:12:21.000]  我們看到十七節
[00:12:21.000 --> 00:12:23.000]  我們一起讀好不好
[00:12:23.000 --> 00:12:26.000]  耶穌又出到海邊去
[00:12:26.000 --> 00:12:28.000]  眾人就就祂來了
[00:12:28.000 --> 00:12:30.000]  祂便教訓他們
[00:12:30.000 --> 00:12:32.000]  耶穌經過這個時候
[00:12:32.000 --> 00:12:37.000]  看見阿肋肥的兒子尼微坐在關山上
[00:12:37.000 --> 00:12:39.000]  就對他說
[00:12:39.000 --> 00:12:41.000]  你來隨我來
[00:12:41.000 --> 00:12:44.000]  他就起來跟隨了耶穌
[00:12:44.000 --> 00:12:47.000]  耶穌在尼微家裏坐直的時候
[00:12:47.000 --> 00:12:50.000]  有好些稅吏和罪人
[00:12:50.000 --> 00:12:53.000]  與耶穌並門徒一同坐直
[00:12:53.000 --> 00:12:55.000]  因為這樣的人多
[00:12:55.000 --> 00:12:57.000]  他們也跟隨耶穌
[00:12:57.000 --> 00:12:59.000]  在人中的民事
[00:12:59.000 --> 00:13:04.000]  看見耶穌與罪人並稅吏一同吃飯
[00:13:04.000 --> 00:13:06.000]  就對他們說
[00:13:06.000 --> 00:13:10.000]  他和稅吏並罪人一起吃飯嗎
[00:13:10.000 --> 00:13:13.000]  耶穌聽見就對他們說
[00:13:13.000 --> 00:13:16.000]  看見的人用不著衣衫
[00:13:16.000 --> 00:13:18.000]  有病的人才用得著
[00:13:18.000 --> 00:13:21.000]  我來本不是召人
[00:13:21.000 --> 00:13:23.000]  乃是召罪人
[00:13:23.000 --> 00:13:26.000]  耶穌在這節的說話的結尾裏面
[00:13:26.000 --> 00:13:28.000]  就帶出了我們今天會思想的
[00:13:28.000 --> 00:13:31.000]  一段經文的很重要的核心
[00:13:31.000 --> 00:13:37.000]  耶穌來就是要去呼召那些軟弱失敗
[00:13:37.000 --> 00:13:42.000]  在罪惡困鎖裏面的這班罪人
[00:13:42.000 --> 00:13:45.000]  所以每一次當我們來到主的面前
[00:13:45.000 --> 00:13:48.000]  我們來到是敬拜他的時間
[00:13:48.000 --> 00:13:51.000]  我們看到我們生命的景況
[00:13:51.000 --> 00:13:53.000]  如果我們生命裏面是很蒙恩
[00:13:53.000 --> 00:13:55.000]  很值得我們讚美神的時候
[00:13:55.000 --> 00:13:58.000]  我們生命裏面就是一種雀躍的感受
[00:13:58.000 --> 00:14:00.000]  我們回來就是一種喜悅的心
[00:14:00.000 --> 00:14:03.000]  我們將榮耀歸給神
[00:14:03.000 --> 00:14:04.000]  但我們回來的時候
[00:14:04.000 --> 00:14:08.000]  仍然開始帶著很多沉重的擔子的時候
[00:14:08.000 --> 00:14:10.000]  但又發現我們回來崇拜
[00:14:10.000 --> 00:14:12.000]  是應該我們盡的責任
[00:14:12.000 --> 00:14:16.000]  我就很想今天告訴你一個美好的訊息
[00:14:16.000 --> 00:14:18.000]  耶穌希望你能夠帶著
[00:14:18.000 --> 00:14:22.000]  歡欣雀躍的心離開這個地方
[00:14:22.000 --> 00:14:24.000]  你要重新在你的生命裏面
[00:14:24.000 --> 00:14:26.000]  有一種新的恩典力量
[00:14:26.000 --> 00:14:31.000]  就好像這個利微坐在稅關裏面
[00:14:31.000 --> 00:14:35.000]  日復一日 年復一年去做他的工作
[00:14:35.000 --> 00:14:39.000]  我相信他賺的收入都是很不錯的收入
[00:14:39.000 --> 00:14:40.000]  但在這個過程裏面
[00:14:40.000 --> 00:14:43.000]  耶穌就在他當中經過的時候
[00:14:43.000 --> 00:14:48.000]  耶穌就向他發出一個這麼簡單的呼召
[00:14:48.000 --> 00:14:51.000]  祂說你來跟從我
[00:14:51.000 --> 00:14:56.000]  你就選擇了這一種過程
[00:14:56.000 --> 00:15:00.000]  去跟隨耶穌基督
[00:15:00.000 --> 00:15:01.000]  所以求神來幫助我們
[00:15:01.000 --> 00:15:04.000]  今天我們要靜聽在我們心靈裏面
[00:15:04.000 --> 00:15:06.000]  聖靈要向我們發出的微聲
[00:15:06.000 --> 00:15:10.000]  今天神要向我們講什麼話
[00:15:10.000 --> 00:15:13.000]  耶穌向我們發出什麼特色呢
[00:15:13.000 --> 00:15:14.000]  放入我們的思想
[00:15:14.000 --> 00:15:16.000]  第一個層次就是
[00:15:16.000 --> 00:15:20.000]  祂說稅利並聚人一同吃喝
[00:15:20.000 --> 00:15:21.000]  這個問題是當時
[00:15:21.000 --> 00:15:24.000]  跟耶穌坐直的法利塞人
[00:15:24.000 --> 00:15:29.000]  和民事對門徒的一個查問
[00:15:29.000 --> 00:15:35.000]  耶穌為什麼要跟稅利和聚人一同吃喝
[00:15:35.000 --> 00:15:38.000]  大家記得剛才我們讀的經文裏面的一個場景
[00:15:38.000 --> 00:15:43.000]  就是當耶穌被利尼邀請到這個家庭裏面的時候
[00:15:43.000 --> 00:15:46.000]  有耶穌、有利尼、有耶穌的門徒
[00:15:46.000 --> 00:15:50.000]  也有法利塞人中的民事一同坐直
[00:15:50.000 --> 00:15:53.000]  因為他們同一個屋簷下
[00:15:53.000 --> 00:15:55.000]  他們去問一個問題就是
[00:15:55.000 --> 00:16:00.000]  耶穌為什麼跟稅利和聚人一同吃喝
[00:16:00.000 --> 00:16:02.000]  他們好像跟這一群
[00:16:02.000 --> 00:16:04.000]  在同一個環境裏面吃飯的人
[00:16:04.000 --> 00:16:08.000]  他們一樣在吃利尼所謂的預備的飯食的時候
[00:16:08.000 --> 00:16:15.000]  他們去批評耶穌為什麼跟其他人一起吃飯
[00:16:15.000 --> 00:16:17.000]  這是一個很有趣的現象
[00:16:17.000 --> 00:16:18.000]  後來我們發現
[00:16:18.000 --> 00:16:20.000]  有時在信仰的路程裏面
[00:16:20.000 --> 00:16:22.000]  人走得宜的地方裏面
[00:16:22.000 --> 00:16:25.000]  其實我們都是在同一個環境裏面
[00:16:25.000 --> 00:16:27.000]  但在同一個環境裏面
[00:16:27.000 --> 00:16:29.000]  我們就跟我們一起吃飯的人
[00:16:29.000 --> 00:16:35.000]  我們有一些很不滿意的看法
[00:16:35.000 --> 00:16:40.000]  有人說現在的人一起吃飯就是各自修行
[00:16:40.000 --> 00:16:42.000]  在這個過程裏面你吃飯
[00:16:42.000 --> 00:16:45.000]  我們是不是能夠好好的去傾談
[00:16:45.000 --> 00:16:49.000]  我們現在有多少時間會跟這一批人一起
[00:16:49.000 --> 00:16:53.000]  可以很暢快地一起去吃飯
[00:16:53.000 --> 00:16:54.000]  還是我們一起吃飯的時候
[00:16:54.000 --> 00:16:58.000]  你發現每個人都是拿著一部手機
[00:16:58.000 --> 00:17:00.000]  甚至我們說笑
[00:17:00.000 --> 00:17:02.000]  我見過一些情況下面
[00:17:02.000 --> 00:17:05.000]  就是其實同一台吃飯
[00:17:05.000 --> 00:17:07.000]  在用手機
[00:17:07.000 --> 00:17:10.000]  是跟同一台在傾談
[00:17:10.000 --> 00:17:12.000]  我真的覺得很奇怪
[00:17:12.000 --> 00:17:14.000]  是不是用手機傾談
[00:17:14.000 --> 00:17:19.000]  是親密過你用口去傾談呢
[00:17:19.000 --> 00:17:21.000]  或者這個是我們的文化
[00:17:21.000 --> 00:17:23.000]  是我們習以為常的東西
[00:17:23.000 --> 00:17:25.000]  有時我們抽離一下的時候
[00:17:25.000 --> 00:17:27.000]  可能有不同
[00:17:27.000 --> 00:17:29.000]  所以我見過一批弟兄一起吃飯的時候
[00:17:29.000 --> 00:17:31.000]  他們都有一個很有趣的現象
[00:17:31.000 --> 00:17:33.000]  就是大家把手機拿出來
[00:17:33.000 --> 00:17:35.000]  然後把手機疊在一起
[00:17:35.000 --> 00:17:37.000]  我們今天這個時間只是傾談
[00:17:37.000 --> 00:17:38.000]  吹水
[00:17:38.000 --> 00:17:40.000]  不看手機
[00:17:40.000 --> 00:17:42.000]  挺有趣的
[00:17:42.000 --> 00:17:48.000]  可能我們都需要學習這種情況
[00:17:48.000 --> 00:17:52.000]  所以俗世的生活其實都是一個吃喝的藝術
[00:17:52.000 --> 00:17:54.000]  我們吃得開不開心
[00:17:54.000 --> 00:17:57.000]  能不能令我們生命感到飽足
[00:17:57.000 --> 00:17:59.000]  我們是重要的
[00:17:59.000 --> 00:18:01.000]  但我們與此一個過程裏面
[00:18:01.000 --> 00:18:04.000]  其實我們日常的生活
[00:18:04.000 --> 00:18:07.000]  是難免跟吃喝也有關
[00:18:07.000 --> 00:18:08.000]  要問什麼叫俗
[00:18:08.000 --> 00:18:09.000]  什麼叫性
[00:18:09.000 --> 00:18:11.000]  其實不容易
[00:18:11.000 --> 00:18:13.000]  當耶穌基督設下這個主餐的時候
[00:18:13.000 --> 00:18:15.000]  就是當時他們過逾節的時候
[00:18:15.000 --> 00:18:17.000]  他們在很普通的家庭裏面
[00:18:17.000 --> 00:18:20.000]  所用的這些餅和酒
[00:18:20.000 --> 00:18:22.000]  就來成為一個紀念耶穌基督
[00:18:22.000 --> 00:18:26.000]  一個很神聖的禮儀在當中
[00:18:26.000 --> 00:18:28.000]  所以俗和性其實不是一種
[00:18:28.000 --> 00:18:30.000]  最特別的一個過程
[00:18:30.000 --> 00:18:31.000]  而最重要的地方就是
[00:18:31.000 --> 00:18:32.000]  我有一個理解
[00:18:32.000 --> 00:18:34.000]  就是我們每一個人
[00:18:34.000 --> 00:18:36.000]  其實都是在俗世裏面生活
[00:18:36.000 --> 00:18:39.000]  有一本書叫做《俗世的性圖》
[00:18:39.000 --> 00:18:41.000]  這本書的次題就是
[00:18:41.000 --> 00:18:45.000]  《平凡人的靈性生活》
[00:18:45.000 --> 00:18:48.000]  你和我都是一個俗世的正道
[00:18:48.000 --> 00:18:50.000]  亦都是一個平凡人
[00:18:50.000 --> 00:18:54.000]  但我們要過一個靈性的生活
[00:18:54.000 --> 00:18:56.000]  這本書的作者畢得新
[00:18:56.000 --> 00:18:57.000]  在這裏告訴我們
[00:18:57.000 --> 00:18:59.000]  我們要跳過一道牆
[00:18:59.000 --> 00:19:03.000]  這道牆就是將俗和性隔住了
[00:19:03.000 --> 00:19:05.000]  我們希望我們能夠作為一個基督徒
[00:19:05.000 --> 00:19:07.000]  我們有一個很重要的觀念
[00:19:07.000 --> 00:19:09.000]  就是無論俗世也好
[00:19:09.000 --> 00:19:12.000]  無論在一個屬靈的境況裏面也好
[00:19:12.000 --> 00:19:15.000]  我們都是要過同一個生活
[00:19:15.000 --> 00:19:17.000]  我們整個人生
[00:19:17.000 --> 00:19:21.000]  就是一個在世上生活的正道
[00:19:21.000 --> 00:19:24.000]  我們要過一個合神心意的人
[00:19:24.000 --> 00:19:25.000]  在這本書裏面
[00:19:25.000 --> 00:19:27.000]  不知道大家有多少人會看過這本書
[00:19:27.000 --> 00:19:29.000]  我想都不是很多人看過這本書
[00:19:29.000 --> 00:19:30.000]  有些看過
[00:19:30.000 --> 00:19:33.000]  這本書介紹聖經裏面一位人物
[00:19:33.000 --> 00:19:35.000]  我很喜歡這位作者
[00:19:35.000 --> 00:19:37.000]  因為他通常在解釋聖經裏面
[00:19:37.000 --> 00:19:40.000]  他的敘事的方式和發言
[00:19:40.000 --> 00:19:42.000]  是令我有很多的體會
[00:19:42.000 --> 00:19:43.000]  很多的反思
[00:19:43.000 --> 00:19:45.000]  我很少像他那樣看聖經
[00:19:45.000 --> 00:19:47.000]  但過程裏面他真的在當中
