
[00:00:00.000 --> 00:00:07.420]  那我看今天 到今天就幾乎已經是今年的歲末年終了
[00:06:39.420 --> 00:06:42.860]  都在神的掌管之下
[00:06:42.860 --> 00:06:46.820]  今天呢 我就是要用《使徒行傳》23章11節裡頭
[00:06:46.820 --> 00:06:49.740]  剛才我們念過的經文所說的
[00:06:49.740 --> 00:06:52.980]  當夜主站在保羅身旁說
[00:06:52.980 --> 00:06:54.140]  放心吧
[00:06:54.140 --> 00:06:57.220]  你怎麼樣在耶路撒冷為我做見證
[00:06:57.220 --> 00:07:01.020]  也必怎樣在羅馬為我做見證
[00:07:01.020 --> 00:07:05.460]  的這一段經文跟弟兄姊妹分享今天的信息
[00:07:05.460 --> 00:07:09.060]  神掌權
[00:07:09.060 --> 00:07:10.820]  在《使徒行傳》裡面呢
[00:07:10.820 --> 00:07:16.260]  路加用了很大的篇幅在描寫保羅的服飾
[00:07:16.260 --> 00:07:22.380]  那他的四次的宣教旅途有很多的經歷
[00:07:22.380 --> 00:07:24.780]  那我想今天跟大家分享一段
[00:07:24.780 --> 00:07:28.540]  他在《哥林多後書》四章七節到十節裡面
[00:07:28.540 --> 00:07:29.780]  他所說的一段話
[00:07:29.780 --> 00:07:36.620]  他說 我們有這個寶貝放在我們的瓦器裡面
[00:07:36.620 --> 00:07:41.020]  是要顯明莫大的能力是出於神的
[00:07:41.020 --> 00:07:42.980]  不是出於我們的
[00:07:42.980 --> 00:07:46.660]  我們四面受敵卻不被困住
[00:07:46.660 --> 00:07:49.860]  心裡面坐難卻不知失望
[00:07:49.860 --> 00:07:52.580]  遭逼迫卻不被丟棄
[00:07:52.580 --> 00:07:55.620]  打倒了卻不至於死亡
[00:07:55.620 --> 00:07:59.460]  我們的身上常常地帶著耶穌的死
[00:07:59.460 --> 00:08:03.940]  使耶穌的身也要顯明在我們的身上
[00:08:03.940 --> 00:08:07.180]  這是一段我非常喜歡的經文
[00:08:07.180 --> 00:08:11.540]  所以你想 保羅在大馬社的路上
[00:08:11.540 --> 00:08:14.060]  當他蒙昭的時候
[00:08:14.060 --> 00:08:18.340]  保羅他已經很清楚地知道他自己的位分
[00:08:18.340 --> 00:08:21.700]  所以他就常常能夠看見
[00:08:21.700 --> 00:08:27.500]  他裡面的那個耶穌其實是他服飾的能力的來源
[00:08:27.500 --> 00:08:30.300]  所以剛才他那段經文裡面講到說
[00:08:30.300 --> 00:08:32.580]  他不論是遇到困難的時候
[00:08:32.580 --> 00:08:34.260]  他靠主來突破
[00:08:34.260 --> 00:08:37.460]  他受傷了 神就療治他
[00:08:37.460 --> 00:08:40.540]  像一個不倒翁一樣的 搖搖晃晃的
[00:08:40.540 --> 00:08:42.700]  可是他從來不會倒下去
[00:08:42.700 --> 00:08:48.460]  而且保羅跟神同生同死同復活
[00:08:48.460 --> 00:08:51.340]  這是保羅的生命
[00:08:51.340 --> 00:08:54.860]  剛才我們的姐妹分享
[00:08:54.860 --> 00:08:58.140]  他的弟兄成語受洗之後
[00:08:58.140 --> 00:09:01.180]  就回中國去忙做生意去了
[00:09:01.180 --> 00:09:04.300]  他雖然回去忙生意
[00:09:04.300 --> 00:09:10.220]  可是他卻是很認真的在生活中追求他的屬靈生命
[00:09:10.220 --> 00:09:14.140]  他最近 前一陣子他就在貝利的族群裡面
[00:09:14.140 --> 00:09:15.660]  post一個故事
[00:09:15.660 --> 00:09:20.260]  就講到一個在中國的一個弟兄的故事
[00:09:20.260 --> 00:09:26.740]  這個弟兄他在請好了假 買好了車票
[00:09:26.740 --> 00:09:31.140]  準備要回家去照顧他老年的父親的時候
[00:09:31.140 --> 00:09:33.660]  他發現了他的女兒
[00:09:33.660 --> 00:09:38.540]  他的寶貝女兒被診斷出來得了白血病
[00:09:38.540 --> 00:09:40.820]  那這是一個很嚴重的毛病
[00:09:40.820 --> 00:09:42.020]  我不曉得你們記不記得
[00:09:42.020 --> 00:09:46.180]  去年我們為Sememesh上面的一個小孩子禱告
[00:09:46.180 --> 00:09:48.980]  那個小孩就是得白血病的
[00:09:48.980 --> 00:09:50.980]  而且他得了這個病之後
[00:09:50.980 --> 00:09:54.260]  把他們全家人搞得人仰馬翻了
[00:09:54.260 --> 00:09:55.940]  那這個中國的弟兄呢
[00:09:55.940 --> 00:09:58.220]  他說他在照顧他女兒的時候
[00:09:58.220 --> 00:10:03.700]  又要擔心他年老父親那個壓力很大的在他的身上
[00:10:03.700 --> 00:10:05.340]  他心力交瘁
[00:10:05.340 --> 00:10:07.740]  所以呢 他就向神呼求
[00:10:07.740 --> 00:10:14.500]  他說 若是你不醫治我的女兒 我就不信你
[00:10:14.500 --> 00:10:18.780]  哇 他這個宣告引起了很大的震撼
[00:10:18.780 --> 00:10:23.100]  那陳瑜就說 怎麼樣安慰這個爸爸
[00:10:23.100 --> 00:10:25.700]  好 這是陳瑜的問題
[00:10:25.700 --> 00:10:30.220]  親愛的弟兄姐妹 這是因為我們對真理的認識
[00:10:30.220 --> 00:10:34.860]  都還留在地上的層面上面的
[00:10:34.860 --> 00:10:39.140]  我們沒有把我們的眼光轉到永恆裡面去
[00:10:39.140 --> 00:10:42.980]  我們的心思意念都在我們所愛的人
[00:10:42.980 --> 00:10:45.460]  我們身邊的人事物
[00:10:45.460 --> 00:10:48.900]  其實這些都是正常的
[00:10:48.900 --> 00:10:53.100]  我們只關心我們身邊的人事物
[00:10:53.100 --> 00:10:55.300]  其實這些沒有什麼錯嘛
[00:10:55.300 --> 00:10:57.780]  但是聖經跟我們講什麼
[00:10:57.780 --> 00:11:01.700]  它叫我們要先求神的國 先求神的義
[00:11:01.700 --> 00:11:03.500]  因為當我們這樣子的時候
[00:11:03.500 --> 00:11:05.220]  祂 我們的神
[00:11:05.220 --> 00:11:08.060]  就能夠把一切我們所需要的
[00:11:08.060 --> 00:11:12.340]  甚至有我們需要的好處 都來嫁給我們
[00:11:12.340 --> 00:11:17.460]  當然這種要求 神只會對有生命的
[00:11:17.460 --> 00:11:20.980]  而且有經歷過祂恩典的人去要的
[00:11:20.980 --> 00:11:24.060]  《創世經》二十二章裡面講到說
[00:11:24.060 --> 00:11:26.420]  亞伯拉罕獻以撒
[00:11:26.420 --> 00:11:30.540]  他一百歲的時候才得到的這個兒子以撒
[00:11:30.540 --> 00:11:35.380]  神卻要他把這個以撒獻在亞摩利山上面
[00:11:35.380 --> 00:11:41.620]  所以當他把兒子獻在亞摩利山上動手的時候
[00:11:41.620 --> 00:11:45.060]  他聽到了一個聲音 神阻止他了
[00:11:45.060 --> 00:11:48.380]  神跟他說 現在我知道了
[00:11:48.380 --> 00:11:50.180]  你是敬畏我的
[00:11:50.180 --> 00:11:54.540]  你沒有將你的獨生兒子留下來 不給我
[00:11:54.540 --> 00:11:59.020]  至於我們剛才講的那一位弟兄
[00:11:59.020 --> 00:12:05.980]  他說 如果你不醫治我的女兒 我就不信你
[00:12:05.980 --> 00:12:10.900]  因為他面對失去女兒的心中的焦慮
[00:12:10.900 --> 00:12:14.740]  還有他的緊張 失望 跟這些壓力
[00:12:14.740 --> 00:12:17.940]  所以他說 如果你不治我女兒 我就不信你
[00:12:17.940 --> 00:12:21.180]  其實我覺得這是一個很正常的表現
[00:12:21.180 --> 00:12:23.940]  他有這種表現 其實是很正常的
[00:12:23.940 --> 00:12:31.660]  但是我們的天父是有恩典 有慈愛 有憐憫 有赦免的神
[00:12:31.660 --> 00:12:37.020]  他不會跟這位弟兄去要亞伯拉罕的信心
[00:12:37.020 --> 00:12:40.700]  因為這個弟兄的生命還不到那裡
[00:12:40.700 --> 00:12:43.620]  神也不會介意他說的話
[00:12:43.620 --> 00:12:50.340]  所以結果是在這個弟兄的難處上面 就引起了很多人的同情
[00:12:50.340 --> 00:12:53.940]  他也得到了很多的安慰跟支持
[00:12:53.940 --> 00:13:01.340]  但是猶太人是神的選民
[00:13:01.340 --> 00:13:06.900]  所以神對猶太人的要求就很高了
[00:13:06.900 --> 00:13:14.500]  那就如剛才我們那個詩歌所唱的「榮耀的呼召」
[00:13:14.500 --> 00:13:18.660]  他說你將自己的身體獻上當作活祭
[00:13:18.660 --> 00:13:22.260]  成為主聖潔的貴重的器皿
[00:13:22.260 --> 00:13:26.580]  那神就會將那個豐富恩典充足地澆灌你
[00:13:26.580 --> 00:13:30.820]  使我們的瓦器裡充滿能力
[00:13:30.820 --> 00:13:36.020]  高舉雙手讚美神 全心全人愛耶穌
[00:13:36.020 --> 00:13:38.660]  一生活出榮耀的呼召
[00:13:38.660 --> 00:13:41.140]  勇敢地向著標竿來跑
[00:13:41.140 --> 00:13:43.620]  這是我們剛才唱的詩歌
[00:13:43.620 --> 00:13:49.060]  這也是保羅他的 這就是保羅
[00:13:49.060 --> 00:13:56.220]  而且弟兄姐妹 主的道路是要慢慢地走出來的
[00:13:56.220 --> 00:14:02.060]  我們的信心是要一步一步去建立起來的
[00:14:02.060 --> 00:14:06.140]  今年穆斯到中國去宣教的時候
[00:14:06.140 --> 00:14:09.860]  正好是德蕾弟兄發病的時候
[00:14:09.860 --> 00:14:13.700]  那我想貝利小組的弟兄姐妹跟麗莎王
[00:14:13.700 --> 00:14:17.900]  我們都很經歷到德蕾的高高低低
[00:14:17.900 --> 00:14:21.380]  那最寶貴的是在整個的過程當中
[00:14:21.380 --> 00:14:23.700]  我們都不停地在禱告
[00:14:23.700 --> 00:14:28.460]  我們用神的話和詩歌陪伴她 撐住她
[00:14:28.460 --> 00:14:31.420]  因為德蕾在美國住了十七年了
[00:14:31.420 --> 00:14:33.580]  所以她自己也很茫然
[00:14:33.580 --> 00:14:36.460]  她到底要不要回去
[00:14:36.460 --> 00:14:41.180]  那時候她 對她來講
[00:14:41.180 --> 00:14:43.740]  回不回去是一個很掙扎的決定
[00:14:43.740 --> 00:14:45.180]  所以我們就鼓勵她說
[00:14:45.180 --> 00:14:48.900]  你要不要把這個決定的權利交給神
[00:14:48.900 --> 00:14:50.180]  你跟神禱告
[00:14:50.180 --> 00:14:52.060]  若是神要你回去
[00:14:52.060 --> 00:14:54.020]  祂就會一步一步地帶領你
[00:14:54.020 --> 00:14:57.860]  而且祂就會幫你解決很多的難處
[00:14:57.860 --> 00:15:01.620]  那時候其實德蕾的環境
[00:15:01.620 --> 00:15:04.300]  她面對的都是一團的亂
[00:15:04.300 --> 00:15:06.860]  可是神就這樣一步一步地帶領她
[00:15:06.860 --> 00:15:10.220]  而且我們也都緊緊地抓住神的帶領
[00:15:10.220 --> 00:15:14.100]  一步一步地去看到神做一件事 做一件事情
[00:15:14.100 --> 00:15:18.300]  所以剛才以旺也講了
[00:15:18.300 --> 00:15:22.220]  弟兄已經平安地出關 回到武漢了
[00:15:22.220 --> 00:15:27.340]  那我們的信心也因此就一步一步被建造起來
[00:15:27.340 --> 00:15:32.820]  而且我們也知道是神在掌權
[00:15:32.820 --> 00:15:37.900]  我有一個見證就跟陳彥得很像
[00:15:37.900 --> 00:15:42.940]  我跟我的鄰居每天早上就一起走路
[00:15:42.940 --> 00:15:47.380]  過馬路到對面的社區裡面去走路
[00:15:47.380 --> 00:15:50.140]  但是我們每天一大早出去的時候
[00:15:50.140 --> 00:15:52.860]  那個馬路上就已經是車水馬龍了
[00:15:52.860 --> 00:15:54.300]  常常我們要過一個馬路
[00:15:54.300 --> 00:15:58.100]  就要在那個馬路的邊上一等 等兩三分鐘
[00:15:58.100 --> 00:16:03.460]  所以後來我的鄰居他就出國去旅遊去了 不在家了
[00:16:03.460 --> 00:16:05.020]  就變成我一個人走
[00:16:05.020 --> 00:16:08.220]  那我一個人走的時候我心裡面就是有點怕怕的
[00:16:08.220 --> 00:16:10.380]  所以我就走到馬路邊上的時候我就禱告
[00:16:10.380 --> 00:16:13.540]  我說主啊 主啊 就這樣叫
[00:16:13.540 --> 00:16:16.580]  他其實我都不必講什麼 主就知道我的需要
[00:16:16.580 --> 00:16:19.620]  結果跟你講真的好
[00:16:19.620 --> 00:16:24.940]  我走到馬路邊上的時候 路上一台車都沒有
[00:16:24.940 --> 00:16:27.660]  我就這樣大搖大擺的走過去
[00:16:27.660 --> 00:16:29.540]  等到我一走過去了以後
[00:16:29.540 --> 00:16:32.660]  我的心裡面馬上就充滿了感恩
[00:16:32.660 --> 00:16:35.540]  我說主啊 這麼小的事
[00:16:35.540 --> 00:16:39.700]  這麼小 連這麼小的事 主你都看顧我
[00:16:39.700 --> 00:16:42.500]  那接下來就過感恩節了
[00:16:42.500 --> 00:16:46.300]  感恩節車上本來就沒有車了 大家都不上班了
[00:16:46.300 --> 00:16:47.980]  所以一過完感恩節以後
[00:16:47.980 --> 00:16:50.620]  我心裡面就想 我一開始要出去走路的時候
[00:16:50.620 --> 00:16:54.060]  我心裡面就想 那今天怎麼呢
[00:16:54.060 --> 00:16:57.340]  你還要 你還會這樣照顧我嗎
[00:16:57.340 --> 00:17:02.260]  結果一走到路邊 哇 車水馬龍哦 嘩啦嘩啦的
[00:17:02.260 --> 00:17:05.180]  結果你知道怎麼 有一個人啊
[00:17:05.180 --> 00:17:09.180]  他開著車子就在路中間停下來
[00:17:09.180 --> 00:17:11.940]  他停下來就把後面的交通全部堵住了
[00:17:11.940 --> 00:17:14.940]  然後我就可以慢慢的走過去了
[00:17:14.940 --> 00:17:20.980]  你說神做事 祂真的是恩典慈愛
[00:17:20.980 --> 00:17:24.620]  而且祂告訴我說 祂是聽禱告的神
[00:17:24.620 --> 00:17:29.020]  祂是掌管萬物萬事的神
[00:17:29.020 --> 00:17:32.060]  所以就如祂對保羅所說的
[00:17:32.060 --> 00:17:38.260]  祂也在跟我們講 放心 放心
[00:17:38.260 --> 00:17:42.660]  你所面對的難處 祂要看顧你
[00:17:42.660 --> 00:17:47.380]  我們就是勇敢的來跟隨耶穌
[00:17:47.380 --> 00:17:50.620]  我們來愛我們的主
[00:17:50.620 --> 00:17:53.660]  Hallelujah
[00:17:53.660 --> 00:17:57.020]  那在哥林多後書裡面呢
[00:17:57.020 --> 00:18:00.820]  六章 四到十節裡面記載說
[00:18:00.820 --> 00:18:03.020]  保羅在各樣的事情上面呢
[00:18:03.020 --> 00:18:05.980]  他都表明他自己是神的僕人
[00:18:05.980 --> 00:18:07.820]  所以他在福祉上 他寫了
[00:18:07.820 --> 00:18:11.900]  他在這個哥林多後書裡面 六章裡面
[00:18:11.900 --> 00:18:14.540]  他就寫了很多他福祉的難處
[00:18:14.540 --> 00:18:18.340]  他說他福祉上呢 碰到了很多需要忍耐的
[00:18:18.340 --> 00:18:21.780]  他常常遭到患難 窮乏 困苦
[00:18:21.780 --> 00:18:25.460]  他被鞭打 被監禁 被擾亂
[00:18:25.460 --> 00:18:30.100]  他仍然勤勞 警醒
[00:18:30.100 --> 00:18:33.220]  有時候沒得吃 也沒關係
[00:18:33.220 --> 00:18:37.020]  仍然堅持要在生命中活出
[00:18:37.020 --> 00:18:40.340]  廉潔 智慧 知識
[00:18:40.340 --> 00:18:43.500]  他恆久忍耐 他有恩慈
[00:18:43.500 --> 00:18:45.500]  他讓聖靈來感化他
[00:18:45.500 --> 00:18:50.420]  生命中充滿了無尾的愛心和真摯的道理
[00:18:50.420 --> 00:18:55.660]  神的大能 仁義的兵器藏在他的左右
[00:18:55.660 --> 00:18:59.380]  榮耀 羞辱 惡名 美名交雜
[00:18:59.380 --> 00:19:02.180]  似乎這些事情看起來
[00:19:02.180 --> 00:19:05.940]  似乎是誘惑人的 卻是誠實的
[00:19:05.940 --> 00:19:10.260]  似乎是不為人所知的 卻是為人所共知的
[00:19:10.260 --> 00:19:14.420]  似乎是要死的 但是卻仍然活著
[00:19:14.420 --> 00:19:18.420]  似乎是受責罰的 但又沒有喪命
[00:19:18.420 --> 00:19:21.780]  似乎是憂愁的 卻常常快樂
[00:19:21.780 --> 00:19:24.900]  我今天早上起來跟牧師講說
[00:19:24.900 --> 00:19:29.700]  常常我們的生命中有一股莫名的憂愁
[00:19:29.700 --> 00:19:33.220]  但是有什麼憂愁呢 也沒有
[00:19:33.220 --> 00:19:37.340]  事實上我們又經歷到許多在主裡頭的喜樂
[00:19:37.340 --> 00:19:38.740]  這保羅的生命
[00:19:38.740 --> 00:19:42.900]  保羅還說 你看 有時候看起來是窮的
[00:19:42.900 --> 00:19:46.340]  但是卻是叫人富足的
[00:19:46.340 --> 00:19:49.780]  常常以為自己一無所有
[00:19:49.780 --> 00:19:52.740]  但是卻是樣樣都有
[00:19:52.740 --> 00:19:55.820]  這個是保羅浮世道路的寫照
[00:19:55.820 --> 00:19:59.020]  他的生命就是這樣子
[00:19:59.020 --> 00:20:02.700]  在《格林多後書》十一章二十三節到二十九節裡面
[00:20:02.700 --> 00:20:04.380]  保羅還記得他說
[00:20:04.380 --> 00:20:08.660]  他說 我還要常常地受勞苦
[00:20:08.660 --> 00:20:11.620]  多次被關到監牢裡面去
[00:20:11.620 --> 00:20:13.940]  還要每次被鞭打的時候
[00:20:13.940 --> 00:20:17.460]  都不是這樣輕輕地打兩下 都是很嚴重地打
[00:20:17.460 --> 00:20:20.820]  而且他還要冒死
[00:20:20.820 --> 00:20:23.300]  還要被猶太人 他自己記下來
[00:20:23.300 --> 00:20:26.180]  他說他被猶太人鞭打了五次
[00:20:26.180 --> 00:20:29.540]  那每一次都是四十下減一下
[00:20:29.540 --> 00:20:31.060]  這是他們猶太人的習慣
[00:20:31.060 --> 00:20:33.620]  打的時候打三十九下 這樣打
[00:20:33.620 --> 00:20:36.460]  而且你們知道那個打起來都是很嚴重的
[00:20:36.460 --> 00:20:43.540]  然後他說他被鞭子打了五次
[00:20:43.540 --> 00:20:45.260]  被棍子打了三次
[00:20:45.260 --> 00:20:46.740]  還怎麼樣 被石頭
[00:20:46.740 --> 00:20:47.980]  people stoned him
[00:20:47.980 --> 00:20:50.180]  用石頭打他一次
[00:20:50.180 --> 00:20:53.100]  然後三次的他遇到船難
[00:20:53.100 --> 00:20:56.500]  有一晝一夜裡面 他都在深海裡面
[00:20:56.500 --> 00:20:59.660]  而且他每一次要走很遠的路
[00:20:59.660 --> 00:21:03.340]  在這個路上面 他就遭遇到江河的危險
[00:21:03.340 --> 00:21:06.300]  盜賊的危險 同族的危險
[00:21:06.300 --> 00:21:08.700]  外邦人的危險 城裡的危險
[00:21:08.700 --> 00:21:10.660]  礦野的危險 海中的危險
[00:21:10.660 --> 00:21:12.660]  假弟兄的危險
[00:21:12.660 --> 00:21:16.700]  這些危險讓他受勞碌 受困苦
[00:21:16.700 --> 00:21:18.580]  沒得好吃好睡的
[00:21:18.580 --> 00:21:21.100]  又要常常飢餓
[00:21:21.100 --> 00:21:23.220]  而且常常沒東西吃
[00:21:23.220 --> 00:21:26.540]  受寒冷 刺針入體
[00:21:26.540 --> 00:21:30.020]  他說這一些事情 對於這些事情
[00:21:30.020 --> 00:21:32.140]  除了這些事情之外
[00:21:32.140 --> 00:21:35.700]  我還要常常地掛心宗教會
[00:21:35.700 --> 00:21:39.260]  壓力天天都在身上
[00:21:39.260 --> 00:21:43.020]  所以他說 有誰軟弱 我不軟弱
[00:21:43.020 --> 00:21:46.020]  有誰跌倒 我不焦急
[00:21:46.020 --> 00:21:47.980]  弟兄姊妹 你知道有時候
[00:21:47.980 --> 00:21:50.860]  神會使用這些事情
[00:21:50.860 --> 00:21:54.300]  來修剪我們 來磨練我們
[00:21:54.300 --> 00:21:57.540]  有時候神會使用一些不好的事情
[00:21:57.540 --> 00:21:58.820]  沙彈
[00:21:58.820 --> 00:22:01.380]  沙彈有時候會利用一些
[00:22:01.380 --> 00:22:04.700]  不好的事情來攻擊我們
[00:22:04.700 --> 00:22:10.660]  那我昨天在想一件事情
[00:22:10.660 --> 00:22:15.820]  沙彈 魔鬼 可以控制我們
[00:22:15.820 --> 00:22:17.580]  可以控制我們
[00:22:17.580 --> 00:22:20.540]  但是在英文裡面 控制叫什麼
[00:22:20.540 --> 00:22:23.340]  叫control
[00:22:23.340 --> 00:22:25.140]  沙彈可以control我們
[00:22:25.140 --> 00:22:27.340]  它可以用這些
