
[00:00:00.000 --> 00:00:05.000]  各位《恩傳浸信會》的弟兄姊妹平安
[00:06:00.000 --> 00:06:01.000]  在祂描述的時候
[00:06:01.000 --> 00:06:02.000]  在不同處境裏面
[00:06:02.000 --> 00:06:04.000]  祂有一個不同 很明顯
[00:06:04.000 --> 00:06:06.000]  大家單單聽
[00:06:06.000 --> 00:06:09.000]  祂和我 你和我
[00:06:09.000 --> 00:06:10.000]  這個關係當中
[00:06:10.000 --> 00:06:14.000]  都有些親密程度的不一樣
[00:06:14.000 --> 00:06:17.000]  祂和我 你和我
[00:06:17.000 --> 00:06:19.000]  哪個關係比較親密
[00:06:19.000 --> 00:06:21.000]  你和我比較親密
[00:06:21.000 --> 00:06:22.000]  很明顯
[00:06:22.000 --> 00:06:24.000]  為什麼會這樣
[00:06:24.000 --> 00:06:27.000]  同一個上帝 同一個大衛
[00:06:27.000 --> 00:06:29.000]  我講一個例子
[00:06:29.000 --> 00:06:32.000]  大家可能很容易明白
[00:06:32.000 --> 00:06:33.000]  我兒子小時候
[00:06:33.000 --> 00:06:34.000]  我兒子已經四十多歲
[00:06:34.000 --> 00:06:37.000]  他還是四五歲的時候
[00:06:37.000 --> 00:06:39.000]  我牽著他的手出街
[00:06:39.000 --> 00:06:41.000]  在街上走的時候
[00:06:41.000 --> 00:06:43.000]  他經過一些窗廚 玻璃窗
[00:06:43.000 --> 00:06:44.000]  有玩具
[00:06:44.000 --> 00:06:45.000]  他就站在那裏
[00:06:45.000 --> 00:06:46.000]  他把我的手甩開
[00:06:46.000 --> 00:06:47.000]  因為我牽著他的手
[00:06:47.000 --> 00:06:49.000]  他甩開我的手
[00:06:49.000 --> 00:06:50.000]  然後他說
[00:06:50.000 --> 00:06:52.000]  走啦 走啦 走啦
[00:06:52.000 --> 00:06:54.000]  他就是不走
[00:06:54.000 --> 00:06:56.000]  忽然間前面有一個人
[00:06:56.000 --> 00:06:59.000]  牽著一隻大狗 很大隻狗
[00:06:59.000 --> 00:07:01.000]  在前面迎面而來
[00:07:01.000 --> 00:07:04.000]  你猜我兒子在做什麼
[00:07:04.000 --> 00:07:07.000]  他有什麼反應
[00:07:07.000 --> 00:07:10.000]  他不是出去玩狗
[00:07:10.000 --> 00:07:11.000]  馬上走到老爸旁邊
[00:07:11.000 --> 00:07:14.000]  拉著我的手 縮在我後面
[00:07:14.000 --> 00:07:19.000]  你看到那個圖畫的場景嗎
[00:07:19.000 --> 00:07:21.000]  當一片安逸的環境
[00:07:21.000 --> 00:07:23.000]  花花世界在他面前的時候
[00:07:23.000 --> 00:07:24.000]  他甩開老爸的手
[00:07:24.000 --> 00:07:26.000]  自己去享受
[00:07:26.000 --> 00:07:28.000]  但當有危難來到的時候
[00:07:28.000 --> 00:07:30.000]  他第一個踐步就在老爸旁邊
[00:07:30.000 --> 00:07:32.000]  捉緊他的手
[00:07:32.000 --> 00:07:33.000]  你有沒有想過
[00:07:33.000 --> 00:07:36.000]  這就是大衛的處境
[00:07:36.000 --> 00:07:37.000]  他不是不相信神
[00:07:37.000 --> 00:07:39.000]  他和神的關係非常好
[00:07:39.000 --> 00:07:41.000]  神帶領他青草地溪水旁的時候
[00:07:41.000 --> 00:07:44.000]  他真的享受神的一切豐盛
[00:07:44.000 --> 00:07:48.000]  但神好像遠了一點
[00:07:48.000 --> 00:07:50.000]  但當有危難來的時候
[00:07:50.000 --> 00:07:51.000]  有困難來的時候
[00:07:51.000 --> 00:07:54.000]  他馬上縮回去
[00:07:54.000 --> 00:07:57.000]  是你和我 你和我
[00:07:57.000 --> 00:08:00.000]  但最令人驚訝的是
[00:08:00.000 --> 00:08:03.000]  第三節和第四節
[00:08:03.000 --> 00:08:06.000]  我們知道第三節是神
[00:08:06.000 --> 00:08:08.000]  是耶和華上帝
[00:08:08.000 --> 00:08:10.000]  使他的靈魂甦醒
[00:08:10.000 --> 00:08:12.000]  耶和華上帝為他的名
[00:08:12.000 --> 00:08:13.000]  引導他走二路
[00:08:13.000 --> 00:08:15.000]  全部都是耶和華上帝
[00:08:15.000 --> 00:08:16.000]  到第四節的時候
[00:08:16.000 --> 00:08:18.000]  你說死陰有谷
[00:08:18.000 --> 00:08:22.000]  你有沒有問過誰帶領大衛進入死陰有谷
[00:08:22.000 --> 00:08:26.000]  你不要玩了
[00:08:26.000 --> 00:08:28.000]  死陰有谷就是人生的苦難
[00:08:28.000 --> 00:08:30.000]  困難當中的時候
[00:08:30.000 --> 00:08:32.000]  我們曾經看過
[00:08:32.000 --> 00:08:33.000]  約伯記告訴我們
[00:08:33.000 --> 00:08:36.000]  人生如患難 如火星飛騰
[00:08:36.000 --> 00:08:38.000]  保羅在《羅馬書》第八章告訴我們
[00:08:38.000 --> 00:08:40.000]  就連我們這群有聖靈初見果子
[00:08:40.000 --> 00:08:42.000]  即是我們有聖靈相信耶穌的人
[00:08:42.000 --> 00:08:43.000]  我們都不能逃避
[00:08:43.000 --> 00:08:46.000]  和這個創造之物一起嘆息勞苦
[00:08:46.000 --> 00:08:49.000]  即是說基督徒我們都有困難
[00:08:49.000 --> 00:08:52.000]  這個患難是逃不掉的
[00:08:52.000 --> 00:08:53.000]  一定有的
[00:08:53.000 --> 00:08:54.000]  還有一點
[00:08:54.000 --> 00:08:56.000]  如果我們自己做壞事
[00:08:56.000 --> 00:08:58.000]  那就自食苦果
[00:08:58.000 --> 00:08:59.000]  這個很正常
[00:08:59.000 --> 00:09:00.000]  你做了壞事的時候
[00:09:00.000 --> 00:09:01.000]  你承受那個患難
[00:09:01.000 --> 00:09:03.000]  你自食苦果
[00:09:03.000 --> 00:09:04.000]  但是今天
[00:09:04.000 --> 00:09:06.000]  你和我都相信
[00:09:06.000 --> 00:09:07.000]  我們的神
[00:09:07.000 --> 00:09:09.000]  是那個擁有絕對主權的神
[00:09:09.000 --> 00:09:13.000]  創天造地萬元萬能至高榮耀的神
[00:09:14.000 --> 00:09:16.000]  沒有任何的東西
[00:09:16.000 --> 00:09:18.000]  沒有祂容許之下
[00:09:18.000 --> 00:09:19.000]  會成就的
[00:09:19.000 --> 00:09:21.000]  你聽清楚這句話
[00:09:21.000 --> 00:09:24.000]  我們人生會有意外
[00:09:24.000 --> 00:09:25.000]  沒有想到的
[00:09:25.000 --> 00:09:26.000]  但是在神裡面
[00:09:26.000 --> 00:09:27.000]  永遠都沒有意外的
[00:09:27.000 --> 00:09:28.000]  對不對
[00:09:28.000 --> 00:09:29.000]  我們會有ups
[00:09:29.000 --> 00:09:31.000]  但是神不會有ups
[00:09:31.000 --> 00:09:33.000]  不會有這樣東西
[00:09:33.000 --> 00:09:34.000]  於是乎
[00:09:34.000 --> 00:09:36.000]  就算是我們自己今天
[00:09:36.000 --> 00:09:37.000]  惹禍上身
[00:09:37.000 --> 00:09:39.000]  承受這些困難
[00:09:39.000 --> 00:09:41.000]  如果神不容許的話
[00:09:41.000 --> 00:09:43.000]  都不會發生在你身上
[00:09:43.000 --> 00:09:44.000]  對不對
[00:09:44.000 --> 00:09:46.000]  這是我們心心的信念
[00:09:46.000 --> 00:09:47.000]  於是乎
[00:09:47.000 --> 00:09:48.000]  我們得到一個結論
[00:09:48.000 --> 00:09:50.000]  在我們人生無論出什麼情況
[00:09:50.000 --> 00:09:52.000]  就算死陰的幽谷
[00:09:52.000 --> 00:09:53.000]  在困難在苦難當中
[00:09:53.000 --> 00:09:55.000]  都是神引我們進去的
[00:09:55.000 --> 00:09:56.000]  所以今天悉聽學者
[00:09:56.000 --> 00:09:58.000]  他將第三節和第四節
[00:09:58.000 --> 00:09:59.000]  是完全緊扣在一起的
[00:09:59.000 --> 00:10:01.000]  第三節那個上帝引導
[00:10:01.000 --> 00:10:03.000]  和第四節那個神的帶領
[00:10:03.000 --> 00:10:05.000]  是沒有分開的
[00:10:05.000 --> 00:10:08.000]  接著我們的問題就是
[00:10:08.000 --> 00:10:10.000]  為什麼神要讓祂所愛的子民
[00:10:10.000 --> 00:10:12.000]  進入死陰的幽谷呢
[00:10:13.000 --> 00:10:15.000]  我們不行的
[00:10:15.000 --> 00:10:17.000]  祢愛我們的嘛
[00:10:17.000 --> 00:10:18.000]  為什麼不讓我們在這裡
[00:10:18.000 --> 00:10:20.000]  繼續享受清早的溪水旁呢
[00:10:20.000 --> 00:10:21.000]  我們會感恩的
[00:10:21.000 --> 00:10:22.000]  我們會感恩的
[00:10:22.000 --> 00:10:24.000]  但是神為什麼要在我們生命
[00:10:24.000 --> 00:10:25.000]  某個過程當中
[00:10:25.000 --> 00:10:26.000]  引導我們進入去
[00:10:26.000 --> 00:10:27.000]  其實回想起我兒子的問題
[00:10:27.000 --> 00:10:29.000]  大家就知道了
[00:10:29.000 --> 00:10:32.000]  特別我們在加拿大生活的
[00:10:32.000 --> 00:10:33.000]  比較安逸
[00:10:33.000 --> 00:10:34.000]  比較安處的環境
[00:10:34.000 --> 00:10:36.000]  很多資源在我們周圍的
[00:10:36.000 --> 00:10:37.000]  我們懂得感恩的
[00:10:37.000 --> 00:10:38.000]  感謝神啊
[00:10:38.000 --> 00:10:40.000]  感謝神啊
[00:10:40.000 --> 00:10:43.000]  但是很可能在我們真實生命的深處
[00:10:43.000 --> 00:10:44.000]  我們覺得上帝
[00:10:44.000 --> 00:10:45.000]  我們不太需要祂
[00:10:45.000 --> 00:10:47.000]  因為我們有很多的資源
[00:10:47.000 --> 00:10:49.000]  我們根本不需要真正的上帝
[00:10:49.000 --> 00:10:51.000]  但是我們說我們信上帝
[00:10:51.000 --> 00:10:54.000]  在這樣的問題的時候
[00:10:54.000 --> 00:10:55.000]  這樣的環境的時候
[00:10:55.000 --> 00:10:57.000]  上帝要透過什麼
[00:10:57.000 --> 00:10:59.000]  透過死陰的幽谷
[00:10:59.000 --> 00:11:01.000]  將你拉回頭
[00:11:01.000 --> 00:11:03.000]  讓你感覺到
[00:11:03.000 --> 00:11:05.000]  I am here
[00:11:05.000 --> 00:11:08.000]  十年前
[00:11:08.000 --> 00:11:09.000]  剛剛十年前
[00:11:09.000 --> 00:11:14.000]  我去福建武夷山山腳一個城市
[00:11:14.000 --> 00:11:15.000]  叫做建陽
[00:11:15.000 --> 00:11:17.000]  大家不知道有沒有聽過
[00:11:17.000 --> 00:11:19.000]  福建武夷山大家聽過了
[00:11:19.000 --> 00:11:20.000]  一個景區很漂亮
[00:11:20.000 --> 00:11:22.000]  那個城市裡面我去做培訓
[00:11:22.000 --> 00:11:23.000]  我帶了一幫澳洲的
[00:11:23.000 --> 00:11:25.000]  雪梨的一幫教務同工
[00:11:25.000 --> 00:11:28.000]  我帶他們進去做培訓工作
[00:11:28.000 --> 00:11:30.000]  在一間賓館那裡
[00:11:30.000 --> 00:11:31.000]  我們在那裡住
[00:11:31.000 --> 00:11:34.000]  大約有百多個牧師傳道
[00:11:34.000 --> 00:11:35.000]  教會領袖
[00:11:35.000 --> 00:11:36.000]  這樣做培訓
[00:11:36.000 --> 00:11:38.000]  大約是四天至五天
[00:11:38.000 --> 00:11:41.000]  第一天我們住在賓館那裡
[00:11:41.000 --> 00:11:43.000]  因為早上八點半就開始了
[00:11:43.000 --> 00:11:47.000]  通常我早上就要洗澡
[00:11:47.000 --> 00:11:48.000]  每天早上都是這樣
[00:11:48.000 --> 00:11:49.000]  習慣了
[00:11:49.000 --> 00:11:50.000]  幾十年來都是這樣
[00:11:50.000 --> 00:11:52.000]  覺得一天很精神
[00:11:52.000 --> 00:11:54.000]  我在賓館裡面
[00:11:54.000 --> 00:11:57.000]  那個賓館是三星級
[00:11:57.000 --> 00:12:00.000]  那個洗澡房很小
[00:12:00.000 --> 00:12:01.000]  是玻璃
[00:12:01.000 --> 00:12:03.000]  玻璃隔著
[00:12:03.000 --> 00:12:06.000]  我就省水
[00:12:06.000 --> 00:12:07.000]  洗濕頭之後
[00:12:07.000 --> 00:12:09.000]  就去洗澡
[00:12:09.000 --> 00:12:12.000]  洗乾淨頭髮之後
[00:12:12.000 --> 00:12:15.000]  就要開始洗身
[00:12:15.000 --> 00:12:17.000]  那時候我才去洗澡
[00:12:17.000 --> 00:12:19.000]  這是我洗澡的習慣
[00:12:19.000 --> 00:12:21.000]  洗澡的時候
[00:12:21.000 --> 00:12:22.000]  水已經關了
[00:12:22.000 --> 00:12:23.000]  我先關了水
[00:12:23.000 --> 00:12:24.000]  然後就去洗澡
[00:12:24.000 --> 00:12:26.000]  洗乾淨後就開水
[00:12:26.000 --> 00:12:28.000]  一開水就滴下來
[00:12:28.000 --> 00:12:29.000]  哇
[00:12:29.000 --> 00:12:30.000]  冰凍的
[00:12:30.000 --> 00:12:32.000]  剛才的水是很暖的
[00:12:32.000 --> 00:12:34.000]  但原來我關了水後
[00:12:34.000 --> 00:12:36.000]  可能那個設計不好
[00:12:36.000 --> 00:12:38.000]  暖水就流走了
[00:12:38.000 --> 00:12:39.000]  只剩下凍水
[00:12:39.000 --> 00:12:40.000]  一開水就變成冰
[00:12:40.000 --> 00:12:42.000]  當你洗澡的時候
[00:12:42.000 --> 00:12:43.000]  冰水突然滴在身上
[00:12:43.000 --> 00:12:45.000]  你有什麼反應
[00:12:45.000 --> 00:12:46.000]  縮開
[00:12:46.000 --> 00:12:48.000]  彈開
[00:12:48.000 --> 00:12:50.000]  但你全身是肥皂
[00:12:50.000 --> 00:12:51.000]  在這種環境下
[00:12:51.000 --> 00:12:52.000]  就滑腳
[00:12:52.000 --> 00:12:53.000]  一滑腳就
[00:12:53.000 --> 00:12:54.000]  啪
[00:12:54.000 --> 00:12:55.000]  整個人關在那裡
[00:12:55.000 --> 00:12:56.000]  關在那裡的時候
[00:12:56.000 --> 00:12:59.000]  記得我左手先撐著後面
[00:12:59.000 --> 00:13:01.000]  然後我屁股一蹬
[00:13:01.000 --> 00:13:02.000]  我的頸頭就
[00:13:02.000 --> 00:13:03.000]  砰
[00:13:03.000 --> 00:13:04.000]  在後面的玻璃上
[00:13:04.000 --> 00:13:05.000]  砰
[00:13:05.000 --> 00:13:07.000]  很嚴重
[00:13:07.000 --> 00:13:08.000]  我那個時候
[00:13:08.000 --> 00:13:09.000]  十年前
[00:13:09.000 --> 00:13:11.000]  我都差不多一米八
[00:13:11.000 --> 00:13:13.000]  現在縮了差不多兩米
[00:13:13.000 --> 00:13:14.000]  縮了很多
[00:13:14.000 --> 00:13:17.000]  這樣彈下去
[00:13:17.000 --> 00:13:18.000]  哇
[00:13:18.000 --> 00:13:19.000]  我直接蹬在那裡
[00:13:19.000 --> 00:13:20.000]  很痛
[00:13:20.000 --> 00:13:21.000]  手又痛
[00:13:21.000 --> 00:13:22.000]  頸又痛
[00:13:22.000 --> 00:13:23.000]  腰骨又痛
[00:13:23.000 --> 00:13:24.000]  當時我不敢動
[00:13:24.000 --> 00:13:26.000]  我就坐在地上
[00:13:26.000 --> 00:13:28.000]  那些水已經開始變得溫暖
[00:13:28.000 --> 00:13:29.000]  很舒服
[00:13:29.000 --> 00:13:30.000]  滴在我身上
[00:13:30.000 --> 00:13:31.000]  我不敢動
[00:13:31.000 --> 00:13:32.000]  我摸摸頭
[00:13:32.000 --> 00:13:33.000]  玻璃沒有爆開
[00:13:33.000 --> 00:13:35.000]  我頭後面起了大瘤
[00:13:35.000 --> 00:13:36.000]  腫了
[00:13:36.000 --> 00:13:37.000]  然後
[00:13:37.000 --> 00:13:38.000]  我動一動頸
[00:13:38.000 --> 00:13:39.000]  動一動頸
[00:13:39.000 --> 00:13:40.000]  痛就痛
[00:13:40.000 --> 00:13:42.000]  不過沒有一種撕裂痛的感覺
[00:13:42.000 --> 00:13:44.000]  就是應該頸沒有骨折
[00:13:44.000 --> 00:13:46.000]  然後我動一動腰
[00:13:46.000 --> 00:13:48.000]  痛是痛
[00:13:48.000 --> 00:13:50.000]  不過就不會有撕裂感覺
[00:13:50.000 --> 00:13:51.000]  都是覺得沒事
[00:13:51.000 --> 00:13:52.000]  於是
[00:13:52.000 --> 00:13:54.000]  我知道我只不過是皮外傷
[00:13:54.000 --> 00:13:55.000]  不會有
[00:13:55.000 --> 00:13:57.000]  然後我伸手
[00:13:57.000 --> 00:13:58.000]  我坐在地上
[00:13:58.000 --> 00:13:59.000]  沒有站起來
[00:13:59.000 --> 00:14:00.000]  坐在地上
[00:14:00.000 --> 00:14:01.000]  瘀青一塊
[00:14:01.000 --> 00:14:03.000]  我右手握著
[00:14:03.000 --> 00:14:04.000]  我就開聲說
[00:14:04.000 --> 00:14:06.000]  感謝神
[00:14:06.000 --> 00:14:07.000]  感謝神
[00:14:07.000 --> 00:14:09.000]  房間裡一個人都沒有
[00:14:09.000 --> 00:14:11.000]  我是忍不住的
[00:14:11.000 --> 00:14:12.000]  你心裡面說
[00:14:12.000 --> 00:14:13.000]  感謝神
[00:14:13.000 --> 00:14:15.000]  感謝神
[00:14:15.000 --> 00:14:20.000]  那時我覺得我剛剛六十五歲
[00:14:20.000 --> 00:14:22.000]  六十五歲都算老人家
[00:14:22.000 --> 00:14:24.000]  兩塊錢
[00:14:24.000 --> 00:14:26.000]  現在不用了
[00:14:26.000 --> 00:14:27.000]  現在六十了
[00:14:27.000 --> 00:14:29.000]  已經算老人家了
[00:14:29.000 --> 00:14:31.000]  老人家最怕什麼
[00:14:31.000 --> 00:14:32.000]  跌
[00:14:32.000 --> 00:14:33.000]  跌得這麼嚴重
[00:14:33.000 --> 00:14:35.000]  差不多四腳朝天
[00:14:35.000 --> 00:14:38.000]  但竟然我完全沒有骨折
[00:14:38.000 --> 00:14:40.000]  坐在地上
[00:14:40.000 --> 00:14:43.000]  我相信神的保守
[00:14:43.000 --> 00:14:45.000]  羅牧師
[00:14:45.000 --> 00:14:49.000]  神的保守你就不會慣了
[00:14:49.000 --> 00:14:51.000]  很正常
[00:14:51.000 --> 00:14:52.000]  以為我看顧你
[00:14:52.000 --> 00:14:54.000]  你不會慣了
[00:14:54.000 --> 00:14:56.000]  我不是這樣說
[00:14:56.000 --> 00:14:58.000]  我覺得就是那一次
[00:14:58.000 --> 00:15:00.000]  可能我培訓了這麼多年
[00:15:00.000 --> 00:15:01.000]  我覺得神與我同在
[00:15:01.000 --> 00:15:02.000]  慢慢慢慢
[00:15:02.000 --> 00:15:04.000]  你已經不覺得
[00:15:04.000 --> 00:15:06.000]  就是透過那一次的經歷
[00:15:06.000 --> 00:15:07.000]  神告訴我
[00:15:07.000 --> 00:15:10.000]  I am here
[00:15:10.000 --> 00:15:14.000]  我在這裡
[00:15:14.000 --> 00:15:16.000]  讓你經過死陰的幽谷
[00:15:16.000 --> 00:15:19.000]  也不怕造害
[00:15:19.000 --> 00:15:23.000]  讓你有驚卻無險
[00:15:23.000 --> 00:15:24.000]  讓你realize
[00:15:24.000 --> 00:15:28.000]  My God is here
