
[00:00:00.000 --> 00:00:03.000]  在開始靜悟之前,同心祈禱
[00:04:46.000 --> 00:04:51.000]  在中環的和平紀念碑舉行紀念儀式
[00:04:51.000 --> 00:04:56.000]  政府的部門各國的使節宗教團體
[00:04:56.000 --> 00:05:02.000]  代表退伍軍人青少年的制服團隊和民眾出席悼念
[00:05:02.000 --> 00:05:07.000]  悼念花圈和參與人數創歷史新高
[00:05:08.000 --> 00:05:11.000]  有人去訪問在場的年青人
[00:05:11.000 --> 00:05:15.000]  對於第一次世界大戰
[00:05:15.000 --> 00:05:17.000]  你知道有多少
[00:05:17.000 --> 00:05:19.000]  因為已經相隔一百年
[00:05:19.000 --> 00:05:21.000]  這些人都沒有經歷過
[00:05:21.000 --> 00:05:24.000]  你知不知道發生了甚麼事
[00:05:24.000 --> 00:05:27.000]  如果歷史是一種傳承
[00:05:27.000 --> 00:05:33.000]  當時在場的年青人又傳承了多少的記憶
[00:05:33.000 --> 00:05:36.000]  同樣對於今天坐在這裏
[00:05:37.000 --> 00:05:42.000]  2018年11月25日我們尖沙咀浸信會參與晚堂崇拜
[00:05:42.000 --> 00:05:46.000]  感恩主日有甚麼意義呢
[00:05:46.000 --> 00:05:49.000]  是否每年都是這樣
[00:05:49.000 --> 00:05:52.000]  11月第四個星期就感恩主日
[00:05:52.000 --> 00:05:55.000]  是否禮義如常
[00:05:55.000 --> 00:05:58.000]  如果不經過解釋和重申
[00:05:58.000 --> 00:06:00.000]  當中的意義就減弱
[00:06:00.000 --> 00:06:03.000]  與我們失去了關聯
[00:06:03.000 --> 00:06:05.000]  剛才主席所讀的經文
[00:06:06.000 --> 00:06:09.000]  是記述約書亞
[00:06:09.000 --> 00:06:11.000]  去接替摩西的職責
[00:06:11.000 --> 00:06:16.000]  帶領以色列人同胞進入迦南
[00:06:16.000 --> 00:06:19.000]  去驅逐迦南七族
[00:06:19.000 --> 00:06:22.000]  入主迦南的歷史性時刻
[00:06:22.000 --> 00:06:25.000]  經過千辛萬苦
[00:06:25.000 --> 00:06:28.000]  終於來到英雄之地
[00:06:28.000 --> 00:06:31.000]  我們說人是容易善忘的
[00:06:31.000 --> 00:06:33.000]  深刻的記憶
[00:06:34.000 --> 00:06:36.000]  也會有淡忘的一天
[00:06:36.000 --> 00:06:38.000]  為了讓以色列人記得
[00:06:38.000 --> 00:06:42.000]  神拯救、神同在、神的施恩
[00:06:42.000 --> 00:06:45.000]  神選擇讓石頭說話
[00:06:45.000 --> 00:06:49.000]  紀念、記得這個歷史性的時刻
[00:06:49.000 --> 00:06:52.000]  我們如果翻開約書亞記的時間
[00:06:52.000 --> 00:06:54.000]  你會看到在第三章
[00:06:54.000 --> 00:06:58.000]  你會記述以色列人割藥彈劾
[00:06:58.000 --> 00:07:00.000]  在第四章的時候
[00:07:00.000 --> 00:07:02.000]  突然間打著
[00:07:03.000 --> 00:07:07.000]  定格在藥彈劾斷流的那一刻
[00:07:07.000 --> 00:07:11.000]  就像什麼呢?
[00:07:11.000 --> 00:07:15.000]  就像我們在禮堂舉行婚禮
[00:07:15.000 --> 00:07:18.000]  有些人走進來
[00:07:18.000 --> 00:07:21.000]  一對新人在教堂裡行禮
[00:07:21.000 --> 00:07:24.000]  最矚目的時刻是哪裡呢?
[00:07:24.000 --> 00:07:26.000]  是什麼時候呢?
[00:07:26.000 --> 00:07:29.000]  最矚目的時刻
[00:07:29.000 --> 00:07:31.000]  有些人覺得很重要
[00:07:32.000 --> 00:07:34.000]  有些攝影師在拍攝
[00:07:34.000 --> 00:07:36.000]  那個是什麼時刻呢?
[00:07:36.000 --> 00:07:39.000]  就是在簽婚書的時刻
[00:07:39.000 --> 00:07:42.000]  簽完婚書還有什麼呢?
[00:07:42.000 --> 00:07:46.000]  就是新郎和新娘揭面紗
[00:07:46.000 --> 00:07:48.000]  親親新娘的時間
[00:07:48.000 --> 00:07:50.000]  很奇怪
[00:07:50.000 --> 00:07:53.000]  我們說在以色列人
[00:07:53.000 --> 00:07:56.000]  現在是行軍過河
[00:07:56.000 --> 00:07:59.000]  在過河的時間
[00:08:00.000 --> 00:08:02.000]  他們沒有任何的防備
[00:08:02.000 --> 00:08:06.000]  這個是在打仗的時間
[00:08:06.000 --> 00:08:11.000]  他們去深入敵人的陣地
[00:08:11.000 --> 00:08:15.000]  竟然停住在那裡
[00:08:15.000 --> 00:08:19.000]  當藥彈劾斷流的時間
[00:08:19.000 --> 00:08:21.000]  以色列人已經過河了
[00:08:21.000 --> 00:08:23.000]  做什麼呢?
[00:08:23.000 --> 00:08:25.000]  不要過河了
[00:08:26.000 --> 00:08:30.000]  就找每一個支派的領袖
[00:08:30.000 --> 00:08:35.000]  在當時抬著藥物的祭司的位置
[00:08:35.000 --> 00:08:38.000]  每人搬一塊石頭
[00:08:38.000 --> 00:08:40.000]  搬去哪裡呢?
[00:08:40.000 --> 00:08:44.000]  搬回營地當晚紮營的地點
[00:08:44.000 --> 00:08:46.000]  這是吉甲的地方
[00:08:46.000 --> 00:08:51.000]  然後再搭十二塊石頭
[00:08:52.000 --> 00:08:56.000]  在祭司所站的地方斷流的時間
[00:08:56.000 --> 00:09:00.000]  捉起一堆石頭作為紀念
[00:09:00.000 --> 00:09:02.000]  像什麼呢?
[00:09:02.000 --> 00:09:04.000]  整個情景就是
[00:09:04.000 --> 00:09:08.000]  我們在地鐵的門已經關上了
[00:09:08.000 --> 00:09:10.000]  準備關上了
[00:09:10.000 --> 00:09:12.000]  誰知道是怎樣呢?
[00:09:12.000 --> 00:09:14.000]  我們看到有人站出來
[00:09:14.000 --> 00:09:16.000]  推開門不讓他關上
[00:09:16.000 --> 00:09:19.000]  然後叫人進來進來進來
[00:09:19.000 --> 00:09:21.000]  又或者像什麼呢?
[00:09:22.000 --> 00:09:25.000]  當巴士已經到站了
[00:09:25.000 --> 00:09:27.000]  下車了
[00:09:27.000 --> 00:09:30.000]  誰知道有位乘客
[00:09:30.000 --> 00:09:33.000]  逐箱逐箱的行李
[00:09:33.000 --> 00:09:35.000]  司機先不要關門
[00:09:35.000 --> 00:09:37.000]  拿了一箱
[00:09:37.000 --> 00:09:39.000]  拿了一袋
[00:09:39.000 --> 00:09:41.000]  走上車還有第二袋
[00:09:41.000 --> 00:09:43.000]  第三袋
[00:09:43.000 --> 00:09:45.000]  拿十二袋下來
[00:09:45.000 --> 00:09:47.000]  你覺得搞完了沒有呢?
[00:09:47.000 --> 00:09:49.000]  在這樣的時刻
[00:09:50.000 --> 00:09:53.000]  就像是定格了在這裡
[00:09:53.000 --> 00:09:55.000]  就像是記第四章
[00:09:55.000 --> 00:09:58.000]  就像我們看到電視新聞
[00:09:58.000 --> 00:10:01.000]  去足球去轉播
[00:10:01.000 --> 00:10:04.000]  或者是重播賽果的時間
[00:10:04.000 --> 00:10:07.000]  我們看到前鋒是怎樣
[00:10:07.000 --> 00:10:10.000]  將球踢入龍門
[00:10:10.000 --> 00:10:12.000]  好像很容易那樣
[00:10:12.000 --> 00:10:15.000]  也像是網球比賽決勝
[00:10:15.000 --> 00:10:17.000]  我最後一球
[00:10:18.000 --> 00:10:20.000]  對手將球打入網
[00:10:20.000 --> 00:10:22.000]  或者打出界
[00:10:22.000 --> 00:10:24.000]  今年的世界盃
[00:10:24.000 --> 00:10:26.000]  我們看到英格蘭進了四強
[00:10:26.000 --> 00:10:28.000]  運用了死球的戰術
[00:10:28.000 --> 00:10:30.000]  為什麼那個人沒有人記住呢?
[00:10:30.000 --> 00:10:32.000]  這麼容易就頂入網
[00:10:32.000 --> 00:10:35.000]  然後重播之後
[00:10:35.000 --> 00:10:38.000]  我們看到原來很有戰術的
[00:10:38.000 --> 00:10:43.000]  其他的球員在走來走去
[00:10:43.000 --> 00:10:45.000]  拉鬆後衛
[00:10:46.000 --> 00:10:50.000]  球就來到球員的面前
[00:10:50.000 --> 00:10:52.000]  沒有人記住
[00:10:52.000 --> 00:10:55.000]  就可以將球踢入網
[00:10:55.000 --> 00:10:57.000]  有人說
[00:10:57.000 --> 00:11:01.000]  對感恩作出以下定義
[00:11:01.000 --> 00:11:04.000]  在餐前或是餐後
[00:11:04.000 --> 00:11:07.000]  向上帝表示感謝
[00:11:07.000 --> 00:11:11.000]  感恩是你對一個沒有關係
[00:11:11.000 --> 00:11:14.000]  或者關係不夠親密的人
[00:11:15.000 --> 00:11:16.000]  給你幫助
[00:11:16.000 --> 00:11:21.000]  所產生一種虧欠的心理
[00:11:21.000 --> 00:11:23.000]  我覺得很感謝他
[00:11:23.000 --> 00:11:26.000]  感恩亦是對親人朋友
[00:11:26.000 --> 00:11:29.000]  一種回饋的心理
[00:11:29.000 --> 00:11:33.000]  對他人給予的恩惠
[00:11:33.000 --> 00:11:35.000]  表示感謝
[00:11:35.000 --> 00:11:39.000]  聖經怎樣看感恩呢?
[00:11:39.000 --> 00:11:42.000]  這段經文的重點是什麼呢?
[00:11:43.000 --> 00:11:47.000]  我們說約瑟雅去要求
[00:11:47.000 --> 00:11:52.000]  以色列人每一個支派領袖
[00:11:52.000 --> 00:11:54.000]  去取一個石頭
[00:11:54.000 --> 00:11:58.000]  表示是一個拯救的記號
[00:11:58.000 --> 00:12:00.000]  由第一章
[00:12:00.000 --> 00:12:02.000]  約瑟雅記第一章十節
[00:12:02.000 --> 00:12:04.000]  預告過河
[00:12:04.000 --> 00:12:06.000]  其實約瑟雅記第一章十節
[00:12:06.000 --> 00:12:10.000]  已經預告過河
[00:12:10.000 --> 00:12:12.000]  到第四章真是過河
[00:12:13.000 --> 00:12:14.000]  過河這個行動
[00:12:14.000 --> 00:12:17.000]  用了四章來記述
[00:12:17.000 --> 00:12:19.000]  可見是非常重要
[00:12:19.000 --> 00:12:21.000]  就在第四章
[00:12:21.000 --> 00:12:23.000]  過河這個「過」這個字
[00:12:23.000 --> 00:12:25.000]  在原來的文字都出現了
[00:12:25.000 --> 00:12:27.000]  十三次這麼多
[00:12:27.000 --> 00:12:29.000]  原來「過」
[00:12:29.000 --> 00:12:32.000]  希伯來文的文字
[00:12:32.000 --> 00:12:35.000]  和以色列人有密切的關係
[00:12:35.000 --> 00:12:37.000]  為什麼呢?
[00:12:37.000 --> 00:12:41.000]  「過」和希伯來這個字
[00:12:42.000 --> 00:12:43.000]  是同一個字根
[00:12:43.000 --> 00:12:45.000]  是形象表達
[00:12:45.000 --> 00:12:49.000]  去河的另一邊
[00:12:49.000 --> 00:12:51.000]  或者形象化表達
[00:12:51.000 --> 00:12:53.000]  這群以色列人
[00:12:53.000 --> 00:12:55.000]  或者叫做希伯來人是怎樣呢?
[00:12:55.000 --> 00:12:58.000]  由河的另一邊「過」過來
[00:12:58.000 --> 00:13:01.000]  我們說希伯來人
[00:13:01.000 --> 00:13:03.000]  什麼叫做希伯來人呢?
[00:13:03.000 --> 00:13:06.000]  其實這群人不是原居民
[00:13:06.000 --> 00:13:08.000]  是外來者
[00:13:08.000 --> 00:13:11.000]  是河的另一邊「過」來的
[00:13:13.000 --> 00:13:14.000]  我們看到
[00:13:14.000 --> 00:13:18.000]  亞伯拉罕被稱為希伯來人
[00:13:18.000 --> 00:13:22.000]  他的後人都被稱為希伯來人
[00:13:22.000 --> 00:13:24.000]  因為他們的組織
[00:13:24.000 --> 00:13:30.000]  是來自米索不達米亞兩河流域以東
[00:13:30.000 --> 00:13:32.000]  他們的家鄉在哪裡呢?
[00:13:32.000 --> 00:13:34.000]  吾爾
[00:13:34.000 --> 00:13:36.000]  是河的另一邊
[00:13:38.000 --> 00:13:42.000]  當神恕召摩西帶領以色列人出埃及
[00:13:42.000 --> 00:13:46.000]  去正式脫離埃及的魔掌
[00:13:46.000 --> 00:13:50.000]  即是跟埃及說
[00:13:50.000 --> 00:13:53.000]  Say goodbye 真是的
[00:13:53.000 --> 00:13:55.000]  跟他無瓜無葛
[00:13:55.000 --> 00:13:57.000]  不是十災
[00:13:57.000 --> 00:14:00.000]  不是殺長子之災
[00:14:00.000 --> 00:14:02.000]  是什麼時候呢?
[00:14:02.000 --> 00:14:06.000]  是以色列人到了紅海的邊緣
[00:14:07.000 --> 00:14:08.000]  前無去路
[00:14:08.000 --> 00:14:10.000]  後有追兵
[00:14:10.000 --> 00:14:14.000]  摩西按著神的命令去伸張
[00:14:14.000 --> 00:14:16.000]  紅海就分開了
[00:14:16.000 --> 00:14:18.000]  以色列人行走乾地
[00:14:18.000 --> 00:14:22.000]  埃及的兵馬試圖追落乾地去追殺
[00:14:22.000 --> 00:14:24.000]  被海水淹沒
[00:14:24.000 --> 00:14:31.000]  於是以色列人正式脫離埃及的操控魔掌
[00:14:31.000 --> 00:14:33.000]  得到自由
[00:14:35.000 --> 00:14:37.000]  但這班新生一代
[00:14:37.000 --> 00:14:41.000]  在曠野漂流了四十年的以色列人
[00:14:41.000 --> 00:14:46.000]  他們沒有親身經歷過過紅海的經驗
[00:14:46.000 --> 00:14:51.000]  若說雅
[00:14:51.000 --> 00:14:53.000]  就在這個時刻
[00:14:53.000 --> 00:14:58.000]  讓你們來體會神的拯救
[00:14:58.000 --> 00:15:02.000]  去到約旦河邊
[00:15:03.000 --> 00:15:06.000]  沒有任何渡海的工具
[00:15:06.000 --> 00:15:12.000]  你說造船造橋
[00:15:12.000 --> 00:15:17.000]  幾百萬人怎樣過去?
[00:15:17.000 --> 00:15:22.000]  要幾多輪幾多艘船隻才能過去?
[00:15:22.000 --> 00:15:24.000]  以當時的科技
[00:15:24.000 --> 00:15:28.000]  怎可以來到去做到呢?
[00:15:31.000 --> 00:15:36.000]  我們說河自己分開了
[00:15:36.000 --> 00:15:39.000]  以色列人無端端就過河了
[00:15:39.000 --> 00:15:41.000]  同樣我們看到
[00:15:41.000 --> 00:15:44.000]  整個技術裏面
[00:15:44.000 --> 00:15:47.000]  我們說是以色列人征戰
[00:15:47.000 --> 00:15:51.000]  怎樣來驅逐迦南的七族
[00:15:51.000 --> 00:15:54.000]  但我們看到第一場的戰役
[00:15:54.000 --> 00:15:56.000]  這場是打耶利哥
[00:15:56.000 --> 00:15:58.000]  一樣是怎樣?
[00:15:59.000 --> 00:16:02.000]  以色列人沒有做過任何事
[00:16:02.000 --> 00:16:04.000]  他圍城圍了七個圈
[00:16:04.000 --> 00:16:06.000]  七天
[00:16:06.000 --> 00:16:08.000]  每日行一次
[00:16:08.000 --> 00:16:10.000]  不叫不成
[00:16:10.000 --> 00:16:12.000]  到第七日怎樣?
[00:16:12.000 --> 00:16:14.000]  行了七次大叫
[00:16:14.000 --> 00:16:16.000]  城牆就向外倒了
[00:16:16.000 --> 00:16:20.000]  一樣是無端端去打贏了
[00:16:20.000 --> 00:16:27.000]  我們看到石頭是一個拯救的記號
[00:16:28.000 --> 00:16:30.000]  神終止了居無定所
[00:16:30.000 --> 00:16:34.000]  漢野漂流的生活
[00:16:34.000 --> 00:16:37.000]  有屋有地
[00:16:37.000 --> 00:16:41.000]  首要就是要克服約旦河
[00:16:41.000 --> 00:16:44.000]  而神就是中斷了約旦河的水
[00:16:44.000 --> 00:16:48.000]  讓他們可以走過乾地
[00:16:48.000 --> 00:16:50.000]  踏上英渠的第一步
[00:16:50.000 --> 00:16:53.000]  即是他們能夠走到英渠之地
[00:16:53.000 --> 00:16:56.000]  不是他們自己過到來的
[00:16:57.000 --> 00:16:58.000]  但神怎樣?
[00:16:58.000 --> 00:17:00.000]  是一個拯救的記號
[00:17:00.000 --> 00:17:06.000]  用石頭來說話
[00:17:06.000 --> 00:17:08.000]  要他們記得
[00:17:08.000 --> 00:17:11.000]  我們說一個有歷史感
[00:17:11.000 --> 00:17:13.000]  石頭的記號
[00:17:13.000 --> 00:17:16.000]  讓我們有一個歷史感
[00:17:16.000 --> 00:17:18.000]  我們說基督信仰
[00:17:18.000 --> 00:17:21.000]  我們由先賢先信
[00:17:21.000 --> 00:17:23.000]  遠道重陽
[00:17:23.000 --> 00:17:26.000]  歷盡千辛萬苦來到香港
[00:17:27.000 --> 00:17:31.000]  明年尖沙咀浸信會80週年
[00:17:31.000 --> 00:17:36.000]  我們能夠在這麼舒適的環境
[00:17:36.000 --> 00:17:39.000]  我們不是必然
[00:17:39.000 --> 00:17:41.000]  我們能夠坐在這裡
[00:17:41.000 --> 00:17:43.000]  有這樣的環境
[00:17:43.000 --> 00:17:45.000]  有這樣的借去機會
[00:17:45.000 --> 00:17:47.000]  來到可以崇拜
[00:17:47.000 --> 00:17:49.000]  不是必然
[00:17:49.000 --> 00:17:51.000]  當我們回想
[00:17:51.000 --> 00:17:53.000]  或者我們去看看
[00:17:53.000 --> 00:17:56.000]  原來是先賢先信怎樣努力
[00:17:57.000 --> 00:17:58.000]  來到中國
[00:17:58.000 --> 00:18:00.000]  來到這個地方
[00:18:00.000 --> 00:18:02.000]  來到宣教
[00:18:02.000 --> 00:18:04.000]  來到建立教會
[00:18:04.000 --> 00:18:09.000]  以致我們應該心懷感恩
[00:18:09.000 --> 00:18:12.000]  來到飲水思遠
[00:18:12.000 --> 00:18:25.000]  我記得去讀書的時候
[00:18:26.000 --> 00:18:27.000]  讀神學的時候
[00:18:27.000 --> 00:18:31.000]  當我們來到港島
[00:18:31.000 --> 00:18:33.000]  可能是侍奉的困難
[00:18:33.000 --> 00:18:35.000]  或者是教會面對的情況
[00:18:35.000 --> 00:18:37.000]  或者去家庭
[00:18:37.000 --> 00:18:40.000]  面對一些需要的時間
[00:18:40.000 --> 00:18:43.000]  我記得有同學的分享
[00:18:43.000 --> 00:18:45.000]  對我很大的鼓勵
[00:18:45.000 --> 00:18:54.000]  當他覺得心裡有很多困難
[00:18:55.000 --> 00:18:56.000]  覺得很焦慮
[00:18:56.000 --> 00:18:58.000]  覺得很辛苦
[00:18:58.000 --> 00:19:00.000]  或者當他跟太太吵架
[00:19:00.000 --> 00:19:03.000]  因為讀書又不來家
[00:19:03.000 --> 00:19:05.000]  又不做家務
[00:19:05.000 --> 00:19:07.000]  但他覺得很委屈
[00:19:07.000 --> 00:19:09.000]  因為我是讀神學的
[00:19:09.000 --> 00:19:13.000]  我也有我的壓力
[00:19:13.000 --> 00:19:15.000]  那他會怎樣呢
[00:19:15.000 --> 00:19:19.000]  他說我會去樓下的公園
[00:19:19.000 --> 00:19:21.000]  我問他去樓下公園
[00:19:21.000 --> 00:19:23.000]  是不是坐得舒服一點
[00:19:24.000 --> 00:19:25.000]  他說不是
[00:19:25.000 --> 00:19:29.000]  是因為他記得很多年前
[00:19:29.000 --> 00:19:32.000]  當我還是小時候
[00:19:32.000 --> 00:19:34.000]  在樓下公園裡
[00:19:34.000 --> 00:19:37.000]  有個哥哥跟我傳福音
[00:19:37.000 --> 00:19:39.000]  帶領我來信耶穌
[00:19:39.000 --> 00:19:41.000]  帶領我來抉擇
[00:19:41.000 --> 00:19:45.000]  他說我就回到原點
[00:19:45.000 --> 00:19:50.000]  回到生命的起始的地方
[00:19:53.000 --> 00:19:56.000]  這個石頭作為一個拯救的記號
[00:19:56.000 --> 00:19:59.000]  是要以色列人記得
[00:19:59.000 --> 00:20:02.000]  這個歷史性的時刻
[00:20:02.000 --> 00:20:07.000]  這是他們由一個遊牧民族
[00:20:07.000 --> 00:20:10.000]  成為一個國家的起始
[00:20:10.000 --> 00:20:15.000]  是神怎樣實現他的應許
[00:20:15.000 --> 00:20:19.000]  從埃及遺留之地去拯救他們
[00:20:19.000 --> 00:20:22.000]  神履行了他的應許
[00:20:23.000 --> 00:20:26.000]  帶領他們來到迦南的地方
[00:20:26.000 --> 00:20:29.000]  同樣在未來的日子
[00:20:29.000 --> 00:20:31.000]  當我們面對困難
[00:20:31.000 --> 00:20:33.000]  面對挑戰
[00:20:33.000 --> 00:20:35.000]  面對龐大的敵人的時候
[00:20:35.000 --> 00:20:37.000]  他們仍然要記得
[00:20:37.000 --> 00:20:39.000]  他們要回到原點
[00:20:39.000 --> 00:20:43.000]  不是他們靠著自己軍事的勢力
[00:20:43.000 --> 00:20:46.000]  可以打贏迦南七族
[00:20:46.000 --> 00:20:48.000]  他們要記得
[00:20:48.000 --> 00:20:50.000]  不要忘記自己的身份
[00:20:51.000 --> 00:20:54.000]  他們不和這群人是一樣的
[00:20:54.000 --> 00:20:57.000]  他們是神的子民
[00:20:57.000 --> 00:21:01.000]  這是一個拯救的記號
[00:21:01.000 --> 00:21:05.000]  如果我們忘記歷史
[00:21:05.000 --> 00:21:08.000]  我們是無根的一族
[00:21:08.000 --> 00:21:11.000]  也不懂得吸取教訓
[00:21:11.000 --> 00:21:14.000]  我們來到這裡會平面
[00:21:14.000 --> 00:21:16.000]  驕傲自大
[00:21:16.000 --> 00:21:18.000]  在進入應許之地
[00:21:19.000 --> 00:21:22.000]  借去的時間神要意識到人們重溫
[00:21:22.000 --> 00:21:24.000]  他們是誰
[00:21:24.000 --> 00:21:26.000]  他們從哪裡來
[00:21:26.000 --> 00:21:28.000]  也要去哪裡
[00:21:28.000 --> 00:21:34.000]  同時石頭是一個
[00:21:34.000 --> 00:21:39.000]  去教育或宣教的記號
[00:21:39.000 --> 00:21:43.000]  我們說石頭有宣教的目的
[00:21:43.000 --> 00:21:45.000]  向外有警示的作用
[00:21:45.000 --> 00:21:48.000]  我們一起讀第五章
[00:21:49.000 --> 00:21:50.000]  第一節
[00:21:50.000 --> 00:21:57.000]  預備起
[00:21:57.000 --> 00:22:01.000]  若但河西阿摩利人的諸王
[00:22:01.000 --> 00:22:04.000]  和靠凱迦南的諸王
[00:22:04.000 --> 00:22:08.000]  聽見耶和華在以色列人前面
[00:22:08.000 --> 00:22:10.000]  使若但河的水乾了
[00:22:10.000 --> 00:22:12.000]  等我們過去
[00:22:12.000 --> 00:22:18.000]  他們的心因以色列人的緣故消化了
[00:22:19.000 --> 00:22:20.000]  神就膽怯
[00:22:20.000 --> 00:22:23.000]  這是一個德性的記號
[00:22:23.000 --> 00:22:25.000]  被人看到
[00:22:25.000 --> 00:22:28.000]  告訴敵人是怎樣
[00:22:28.000 --> 00:22:34.000]  他將這件事擴大
[00:22:34.000 --> 00:22:39.000]  我們是有神在我們當中
[00:22:39.000 --> 00:22:42.000]  向外有警示的作用
[00:22:42.000 --> 00:22:44.000]  有宣教的目的
[00:22:44.000 --> 00:22:47.000]  神就在我們當中
[00:22:48.000 --> 00:22:50.000]  當這群人
[00:22:50.000 --> 00:22:53.000]  隔了這麼久的時間
[00:22:53.000 --> 00:22:55.000]  在曠野漂流了幾十年
[00:22:55.000 --> 00:22:58.000]  當他們進入迦南之前
[00:22:58.000 --> 00:23:02.000]  在摩西的西雅記
[00:23:02.000 --> 00:23:07.000]  摩西警察探子進入耶利哥城
[00:23:07.000 --> 00:23:10.000]  去打探消息
[00:23:10.000 --> 00:23:13.000]  打探到什麼消息
[00:23:13.000 --> 00:23:16.000]  就說裡面的人很害怕
[00:23:17.000 --> 00:23:18.000]  為什麼
[00:23:18.000 --> 00:23:21.000]  是因為以色列人來到了
[00:23:21.000 --> 00:23:23.000]  他們聽過或者知識
[00:23:23.000 --> 00:23:26.000]  原來神和這群人同在
[00:23:26.000 --> 00:23:28.000]  在很多年前
[00:23:28.000 --> 00:23:31.000]  他們怎樣來過紅海
[00:23:31.000 --> 00:23:36.000]  神怎樣讓紅海在他們面前分開
[00:23:36.000 --> 00:23:40.000]  想追殺這群人的士兵
[00:23:40.000 --> 00:23:45.000]  被紅海的海水淹沒
[00:23:46.000 --> 00:23:48.000]  今天到了第五章
[00:23:48.000 --> 00:23:53.000]  說這件事不再是風聞
[00:23:53.000 --> 00:23:56.000]  不再是一個傳說
[00:23:56.000 --> 00:23:58.000]  歷歷在目
[00:23:58.000 --> 00:24:01.000]  在他們面前發生
[00:24:01.000 --> 00:24:04.000]  這些石頭
[00:24:04.000 --> 00:24:08.000]  告訴以色列人周圍聽
[00:24:08.000 --> 00:24:10.000]  有震懾的作用
[00:24:10.000 --> 00:24:14.000]  但同時石頭有教育的作用
