
[00:00:00.000 --> 00:00:08.000]  首先,我們來看看這對的雙胞胎。
[00:02:34.000 --> 00:02:36.000]  要到他的舅舅那個地方去,
[00:02:36.000 --> 00:02:41.000]  最少三月的時間才能夠走路去到那裏。
[00:02:41.000 --> 00:02:46.000]  因爲那個地方是今天的沙特阿拉伯那個地方,
[00:02:46.000 --> 00:02:50.000]  離開以色列有非常遠的路程,
[00:02:50.000 --> 00:02:56.000]  但是爲了逃命,雅各的母親還是要叫他,
[00:02:56.000 --> 00:03:00.000]  你有那麼快,就那麼快要離開這個地方。
[00:03:00.000 --> 00:03:03.000]  結果因爲這個緣故,
[00:03:03.000 --> 00:03:06.000]  這個弟弟就離開了他的家。
[00:03:06.000 --> 00:03:11.000]  一離開,離開了二十年的時間。
[00:03:11.000 --> 00:03:18.000]  在那邊結了婚,不光是兩姐妹嫁了給他,
[00:03:18.000 --> 00:03:24.000]  連兩姐妹的始女也爲他生了孩子。
[00:03:24.000 --> 00:03:29.000]  因爲這個緣故,神有一天就叫他起來,
[00:03:29.000 --> 00:03:35.000]  要回到他的陰時地,給他的祖父亞伯拉罕,
[00:03:35.000 --> 00:03:40.000]  給他的父親以撒那一塊的地,那個地方去。
[00:03:40.000 --> 00:03:47.000]  因爲這個緣故,雅各就要離開他的舅舅拉班那個地,
[00:03:47.000 --> 00:03:50.000]  要回到他的老家。
[00:03:50.000 --> 00:03:53.000]  但是當他要回到這個老家的時間,
[00:03:53.000 --> 00:03:55.000]  他非常清楚地知道,
[00:03:55.000 --> 00:04:00.000]  他的哥哥還等着他要回去,要取他的命呢。
[00:04:00.000 --> 00:04:06.000]  到底他如何面對這樣的一個困難,這樣的一個危險呢?
[00:04:06.000 --> 00:04:14.000]  我們來看看,他完全信服在神的手中。
[00:04:14.000 --> 00:04:18.000]  他信服了神,也用了聖經的原則,
[00:04:18.000 --> 00:04:22.000]  解決了他們當中這些恩怨。
[00:04:22.000 --> 00:04:30.000]  也知道兩兄弟因爲雅各願意信服神,而帶來一個和好。
[00:04:30.000 --> 00:04:37.000]  首先我們來看看《創世紀》三十二章九到十六節。
[00:04:37.000 --> 00:04:41.000]  各位找到這個聖經,我們一起來讀這個經文。
[00:04:41.000 --> 00:04:45.000]  雅各說:耶和華,我祖亞伯拉罕的神,
[00:04:45.000 --> 00:04:47.000]  我父親以撒的神啊,
[00:04:47.000 --> 00:04:52.000]  你曾對我說,回你本地本族去,我要厚待你。
[00:04:52.000 --> 00:04:57.000]  你向僕人所示的一切慈愛和誠實,我一點也不配。
[00:04:57.000 --> 00:05:01.000]  我先前只拿我的葬過這約旦河,
[00:05:01.000 --> 00:05:03.000]  如今我卻成了兩對了。
[00:05:03.000 --> 00:05:07.000]  求你救我脫離我哥哥姨嫂的手,
[00:05:07.000 --> 00:05:12.000]  因爲我怕他來殺我,連妻子帶兒女也一同殺了。
[00:05:12.000 --> 00:05:15.000]  你曾說,我必定厚待你,
[00:05:15.000 --> 00:05:20.000]  使你的後裔多如海邊的沙,多到不可生數。
[00:05:20.000 --> 00:05:23.000]  當夜雅各在那裏著書,
[00:05:23.000 --> 00:05:28.000]  就從他所有的物中拿禮物要送給他的哥哥姨嫂。
[00:05:28.000 --> 00:05:32.000]  母山羊兩百隻,公山羊二十隻,
[00:05:32.000 --> 00:05:36.000]  母綿羊兩百隻,公綿羊三十隻,
[00:05:36.000 --> 00:05:42.000]  乃崽子的駱駝三十隻,各帶着自己的崽子,
[00:05:42.000 --> 00:05:49.000]  母牛四十隻,公牛十隻,母鹿二十匹,鹿蛆十匹,
[00:05:49.000 --> 00:05:53.000]  各樣各分一羣交在他僕人手上。
[00:05:53.000 --> 00:05:57.000]  就對僕人說,你們要在我前頭走過去,
[00:05:57.000 --> 00:06:00.000]  使羣羣相離有空間的地方。
[00:06:00.000 --> 00:06:10.000]  在這個地方,聖經非常清楚地看見雅各如何與他的哥哥和好了。
[00:06:10.000 --> 00:06:18.000]  首先,他自己謙卑,而不是在那個地方致意。
[00:06:18.000 --> 00:06:23.000]  他的謙卑是怎麼樣來的謙卑呢?
[00:06:23.000 --> 00:06:26.000]  第十節,他非常清楚地說,
[00:06:26.000 --> 00:06:30.000]  你向僕人所示一切的慈愛和誠實,
[00:06:30.000 --> 00:06:34.000]  我一點不配得。
[00:06:34.000 --> 00:06:38.000]  我先前只是拿着我的帳過這個約旦河,
[00:06:38.000 --> 00:06:41.000]  如今我卻成了兩對。
[00:06:41.000 --> 00:06:47.000]  他的謙卑認定一切的恩典都是神賜的,
[00:06:47.000 --> 00:06:51.000]  而不敢致意都是靠我的努力,
[00:06:51.000 --> 00:06:54.000]  我是沒有錯的,是哥哥的錯。
[00:06:54.000 --> 00:06:57.000]  他沒有把這個責任推給別人,
[00:06:57.000 --> 00:07:00.000]  他把恩典歸給神,
[00:07:00.000 --> 00:07:05.000]  但另外一方面,他也知道他自己是有錯誤。
[00:07:05.000 --> 00:07:08.000]  在這個地方,因爲他是有個謙卑,
[00:07:08.000 --> 00:07:11.000]  認定一切的恩典從神而來,
[00:07:11.000 --> 00:07:18.000]  所以他看這個財物很容易就不會那麼緊張,
[00:07:18.000 --> 00:07:20.000]  這是非常簡單的。
[00:07:20.000 --> 00:07:22.000]  第二個方面,十一節,
[00:07:22.000 --> 00:07:26.000]  求你救我脫離我哥哥姨嫂的手,
[00:07:26.000 --> 00:07:31.000]  因爲我怕他來殺我,連妻子帶兒女一同殺了。
[00:07:31.000 --> 00:07:34.000]  他自覺有需要。
[00:07:34.000 --> 00:07:36.000]  今天在輔導過程當中,
[00:07:36.000 --> 00:07:41.000]  我感覺最困難的那些夫妻,
[00:07:41.000 --> 00:07:44.000]  我沒有辦法能夠說服他們,
[00:07:44.000 --> 00:07:48.000]  只是因爲他們以爲感覺我不需要我的太太,
[00:07:48.000 --> 00:07:49.000]  我都可以活得好好的。
[00:07:49.000 --> 00:07:52.000]  另外一個是我不需要我的丈夫,
[00:07:52.000 --> 00:07:53.000]  我是不需要男人的,
[00:07:53.000 --> 00:07:55.000]  我都可以活得好好的。
[00:07:55.000 --> 00:07:57.000]  我對他們說,真的嗎?
[00:07:57.000 --> 00:07:59.000]  你真的不需要對方?
[00:07:59.000 --> 00:08:02.000]  我跟他們說,你的兒女呢?
[00:08:02.000 --> 00:08:06.000]  難道你的兒女只需要母親,不需要父親?
[00:08:06.000 --> 00:08:10.000]  你的兒女只需要父親,不需要母親嗎?
[00:08:10.000 --> 00:08:11.000]  我告訴他們,
[00:08:11.000 --> 00:08:15.000]  當我們不好好處理我們的關係的時候,
[00:08:15.000 --> 00:08:18.000]  我們是害了我們的下一代,
[00:08:18.000 --> 00:08:22.000]  也令到我們的上一代傷痛欲絕。
[00:08:22.000 --> 00:08:24.000]  不光是我們這一代不開心,
[00:08:24.000 --> 00:08:26.000]  連我們的下一代,上一代,
[00:08:26.000 --> 00:08:30.000]  所有認識你們的人也不開心。
[00:08:30.000 --> 00:08:35.000]  雅各在這個地方,他自覺有需要。
[00:08:35.000 --> 00:08:36.000]  所以因爲這個緣故,
[00:08:36.000 --> 00:08:41.000]  他說,求你救我脫離我哥哥姨嫂的手,
[00:08:41.000 --> 00:08:43.000]  因爲我怕他來殺我,
[00:08:43.000 --> 00:08:46.000]  連妻子與兒女一同殺了。
[00:08:46.000 --> 00:08:50.000]  一種危機感,是雅各有的。
[00:08:50.000 --> 00:08:51.000]  因爲這個危機感,
[00:08:51.000 --> 00:08:54.000]  也知道感覺有一個決心,
[00:08:54.000 --> 00:08:56.000]  要依靠神。
[00:08:56.000 --> 00:08:59.000]  今天,要是我們今天沒有一個危機感,
[00:08:59.000 --> 00:09:01.000]  人際關係出了問題,
[00:09:01.000 --> 00:09:02.000]  沒有這種危機感,
[00:09:02.000 --> 00:09:04.000]  沒有這種需要感,
[00:09:04.000 --> 00:09:07.000]  我們就感覺到他要走就走了。
[00:09:07.000 --> 00:09:09.000]  他什麼時候怎麼樣?
[00:09:09.000 --> 00:09:11.000]  不是我的責任,是他的責任,
[00:09:11.000 --> 00:09:14.000]  他自己處理,很麻煩。
[00:09:14.000 --> 00:09:17.000]  第三個方面,我們看見雅各,
[00:09:17.000 --> 00:09:21.000]  他緊緊地記得神的應許。
[00:09:21.000 --> 00:09:24.000]  所以在這個地方多次出現,
[00:09:24.000 --> 00:09:31.000]  李承說,李承應許,李,李,很多不同的地方出現。
[00:09:31.000 --> 00:09:40.000]  我們來看看,這些地方出現多到怎麼樣呢?
[00:09:40.000 --> 00:09:43.000]  第九節,李承對我說,
[00:09:43.000 --> 00:09:48.000]  回你本地本族去,我要厚待你。
[00:09:48.000 --> 00:09:55.000]  跟着下來,第十二節,李承說,我必定厚待你,
[00:09:55.000 --> 00:10:01.000]  使你的後裔如同海邊的沙,多到不可生數。
[00:10:01.000 --> 00:10:04.000]  李承說,李承應許,
[00:10:04.000 --> 00:10:08.000]  有些的應許是神對亞伯拉罕講的,
[00:10:08.000 --> 00:10:13.000]  有些的應許也像以撒重新來的附屬的。
[00:10:13.000 --> 00:10:20.000]  但是雅各在這個地方,他非常清楚記得神曾經應許這一切。
[00:10:20.000 --> 00:10:27.000]  因爲這個緣故,他信神會保守他,繼續往前走。
[00:10:27.000 --> 00:10:30.000]  第四個方面,他也積極,
[00:10:30.000 --> 00:10:35.000]  不光是把一切的恩典歸給神,
[00:10:35.000 --> 00:10:39.000]  另外一方面,他也感覺到自己都有責任。
[00:10:39.000 --> 00:10:43.000]  而這個責任怎麼樣呢?就是要跟隨神的旨意,
[00:10:43.000 --> 00:10:48.000]  跟隨神的心意來進行和好之路。
[00:10:48.000 --> 00:10:52.000]  那神的應許,神的心意是怎麼樣呢?
[00:10:52.000 --> 00:10:57.000]  真言二十一章十四節,我們一起來讀。
[00:10:57.000 --> 00:11:01.000]  暗中送的禮物,挽回怒氣;
[00:11:01.000 --> 00:11:05.000]  懷中遞的賄賂,只惜暴露。
[00:11:05.000 --> 00:11:11.000]  那在這個地方,很多人可能非常敏感。
[00:11:11.000 --> 00:11:17.000]  因爲一個經文本身有一個字,叫賄賂。
[00:11:17.000 --> 00:11:21.000]  西班牙文叫shahet,
[00:11:21.000 --> 00:11:28.000]  其實這個字跟賄賂這個字有很大的不一樣。
[00:11:28.000 --> 00:11:30.000]  我跟各位來講。
[00:11:30.000 --> 00:11:35.000]  在西班牙文當中有一個叫對比,
[00:11:35.000 --> 00:11:39.000]  上跟下,好像對聯一樣的對比,
[00:11:39.000 --> 00:11:41.000]  這種描寫的手法。
[00:11:41.000 --> 00:11:46.000]  真言這一段的聖經,就是那種的marism,就是一種對比。
[00:11:46.000 --> 00:11:54.000]  前面暗中送的禮物,挽回怒氣,是上聯。
[00:11:54.000 --> 00:12:00.000]  下聯,懷中遞的賄賂,只惜暴露,
[00:12:00.000 --> 00:12:05.000]  其實兩句的經文是完全一樣的意思。
[00:12:05.000 --> 00:12:09.000]  那到底這個shahet是什麼意思呢?
[00:12:09.000 --> 00:12:15.000]  在希伯來文的聖經,這個字用出來的時間有幾個不同的翻譯。
[00:12:15.000 --> 00:12:18.000]  第一個翻譯,你可以把它翻譯成禮物。
[00:12:18.000 --> 00:12:22.000]  第二個翻譯,你可以把它翻譯成賞賜。
[00:12:22.000 --> 00:12:27.000]  第三個翻譯,有時候都會翻譯成爲賄賂。
[00:12:27.000 --> 00:12:35.000]  但是在希伯來文,不一定是有種負面的犯罪意圖等等意思。
[00:12:35.000 --> 00:12:40.000]  從這節的聖經,上文跟下里,你可以看得見,
[00:12:40.000 --> 00:12:47.000]  其實神強調的,就是到底如何挽回破裂的人際關係,
[00:12:47.000 --> 00:12:51.000]  挽回人對你的怒氣,對你的不滿呢?
[00:12:51.000 --> 00:12:57.000]  其中一個方法,就是要暗中送禮物,
[00:12:57.000 --> 00:13:03.000]  暗中把對方應該得的你給他。
[00:13:03.000 --> 00:13:07.000]  我告訴你,當你願意這樣做的話,
[00:13:07.000 --> 00:13:15.000]  對方的怒氣一定會減半,甚至完全沒有。
[00:13:15.000 --> 00:13:26.000]  到底在經文當中,雅各送什麼禮物給他的哥哥呢?
[00:13:26.000 --> 00:13:35.000]  我們一起來看看經文,你就知道他送什麼禮物給他的哥哥。
[00:13:35.000 --> 00:13:45.000]  13節一直去到15節,這個經文告訴我們,
[00:13:45.000 --> 00:13:54.000]  當夜雅各在哪裏住宿,就從他所有的物中拿禮物要送給他的哥哥一勺。
[00:13:54.000 --> 00:13:59.000]  這些的禮物包括母山羊兩百隻。
[00:13:59.000 --> 00:14:06.000]  我不知道各位現在的羊價多少,是兩百隻母山羊。
[00:14:06.000 --> 00:14:09.000]  另外公山羊二十隻。
[00:14:09.000 --> 00:14:12.000]  有些人可能會問,那爲什麼不是兩百隻呢?
[00:14:12.000 --> 00:14:15.000]  母山羊兩百,公山羊也應該兩百。
[00:14:15.000 --> 00:14:19.000]  老實講,你要是養過羊你都知道,不需要的。
[00:14:19.000 --> 00:14:26.000]  養過豬的人都知道,一百頭一百隻的母豬,
[00:14:26.000 --> 00:14:30.000]  你不需要養那麼多公豬的,一兩隻已經夠了。
[00:14:30.000 --> 00:14:33.000]  原因在哪裏?因爲動物就是這個樣子的。
[00:14:33.000 --> 00:14:37.000]  他們的公的在那個地方來的大大大大大,
[00:14:37.000 --> 00:14:45.000]  打到最後打贏的那個叫Humblang那些,母的都是他的。
[00:14:45.000 --> 00:14:47.000]  動物世界就是這樣子。
[00:14:47.000 --> 00:14:51.000]  你要是把兩百隻的公山羊放在那個地方,
[00:14:51.000 --> 00:14:54.000]  他們就打到死了,也打不完了。
[00:14:54.000 --> 00:14:56.000]  原因在哪裏?因爲太多了。
[00:14:56.000 --> 00:14:59.000]  所以二十隻在打,他們還有精力,
[00:14:59.000 --> 00:15:02.000]  打贏了以後還可以存宗接代,
[00:15:02.000 --> 00:15:06.000]  否則他們已經沒有精力存宗接代了。
[00:15:06.000 --> 00:15:13.000]  所以在這個地方,其實是非常非常符合養那些牲畜的人,
[00:15:13.000 --> 00:15:15.000]  他們的精力。
[00:15:15.000 --> 00:15:19.000]  母綿羊兩百隻,公綿羊兩百隻。
[00:15:19.000 --> 00:15:24.000]  公綿羊二十隻,二十隻,都是一樣,
[00:15:24.000 --> 00:15:28.000]  不要打那麼多了,二十隻夠了,就是這樣子。
[00:15:28.000 --> 00:15:33.000]  奶崽子的駱駝三十隻,各帶一個崽子,
[00:15:33.000 --> 00:15:38.000]  崽子就是幼小的,出生的那些駱駝。
[00:15:38.000 --> 00:15:44.000]  另外還有母牛四十,公牛十隻,母鹿二十匹,
[00:15:44.000 --> 00:15:50.000]  鹿驅十匹等等。各位親愛的弟兄姐妹,
[00:15:50.000 --> 00:16:00.000]  我想問你,要是一個人跟你爭,傷害過你,
[00:16:00.000 --> 00:16:05.000]  傷害你什麼呢?第一,他要你的長子的名分。
[00:16:05.000 --> 00:16:12.000]  長子名分有什麼重要?第一,要把神的應許傳遞下去。
[00:16:12.000 --> 00:16:19.000]  第二方面,父親的遺產,他有雙倍的。
[00:16:19.000 --> 00:16:22.000]  你一,他就拿二,就是這樣子。
[00:16:22.000 --> 00:16:26.000]  這個人曾經這樣,不過現在呢,
[00:16:26.000 --> 00:16:29.000]  你已經全部恨不讓他拿下來了。
[00:16:29.000 --> 00:16:32.000]  原因在那裏,因爲你已經把他趕了出去。
[00:16:32.000 --> 00:16:38.000]  所以父親死了以後,恨不讓父親的遺產都是你的。
[00:16:38.000 --> 00:16:42.000]  你現在不是長子而已,你是獨子。
[00:16:42.000 --> 00:16:47.000]  因爲家中已經沒有別人跟你爭了,全部是你的。
[00:16:47.000 --> 00:16:53.000]  我想問,現在有一個兄弟回來,曾經騙過你的。
[00:16:53.000 --> 00:16:58.000]  他騙過你的東西,其實他一點東西都沒有拿到,
[00:16:58.000 --> 00:17:03.000]  因爲都是你的。他不光是一點東西都沒有拿到,
[00:17:03.000 --> 00:17:08.000]  還要另外送禮物給你,送得怎麼樣呢?
[00:17:08.000 --> 00:17:13.000]  兩百隻母山羊,二十隻公山羊,
[00:17:13.000 --> 00:17:19.000]  兩百隻母綿羊,二十隻公綿羊,
[00:17:19.000 --> 00:17:26.000]  駱駝三十,而且有那些乳駱駝,
[00:17:26.000 --> 00:17:36.000]  乳豬,母牛四十,公牛十,母驢二十,驢驅十匹。
[00:17:36.000 --> 00:17:41.000]  我輕輕來算一算,
[00:17:41.000 --> 00:17:46.000]  最少兩百萬以上你才能買到這些東西,
[00:17:46.000 --> 00:17:51.000]  甚至隨時不止,你算算看。
[00:17:51.000 --> 00:17:57.000]  弟兄弟妹們,這個人一回來,他以前騙過你。
[00:17:57.000 --> 00:18:03.000]  而且他騙你的東西,你一點都沒有損失,全部全部都是你的。
[00:18:03.000 --> 00:18:09.000]  而他來了以後,竟然要送那麼多的禮物來給你。
[00:18:09.000 --> 00:18:15.000]  我想問各位,你生氣嗎?生不生氣?
[00:18:15.000 --> 00:18:23.000]  你感覺還要不要殺他?還要不要罵他?還要不要打他?
[00:18:23.000 --> 00:18:29.000]  有多少人你覺得你的氣很順?
[00:18:29.000 --> 00:18:32.000]  我不會再追究的,好不好,舉手。
[00:18:32.000 --> 00:18:35.000]  要是是你啊,你收那麼多禮物的話,
[00:18:35.000 --> 00:18:40.000]  你覺得什麼氣都已經沒有了,你收納了以後就算了。
[00:18:40.000 --> 00:18:47.000]  還不舉手,舉高一點好嗎?收納了,感謝主。
[00:18:47.000 --> 00:18:54.000]  老實講,其實雅各不光是這樣來的左,
[00:18:54.000 --> 00:19:00.000]  第二方面,他是非常謙卑,尊重挽回曾經傷害過的人他們的心。
[00:19:00.000 --> 00:19:09.000]  如何挽回啊?你看看他怎麼樣安排那些禮物跟他們的家人。
[00:19:09.000 --> 00:19:16.000]  我們一起來看看,第一節三十三章到十一節,一起讀。
[00:19:16.000 --> 00:19:21.000]  雅各舉目觀看,見尹嫂來了,後頭跟着四百人。
[00:19:21.000 --> 00:19:26.000]  他就把孩子們分開交給麗雅、拉結和兩個使女,
[00:19:26.000 --> 00:19:32.000]  並且叫兩個使女和他們的孩子們站前頭,麗雅和她的孩子站後頭,
[00:19:32.000 --> 00:19:38.000]  拉結和約瑟在近後頭,他自己在他們前頭走過。
[00:19:38.000 --> 00:19:42.000]  約蓮七次俯伏在地,才就近他的哥哥。
[00:19:42.000 --> 00:19:50.000]  尹嫂跑來迎接他,將他抱住,又挪住他的鏡像與他親嘴,兩個人就哭了。
[00:19:50.000 --> 00:19:56.000]  尹嫂舉目看見夫人孩子就說,這些和你同行的是誰呢?
[00:19:56.000 --> 00:20:00.000]  雅各說,這些孩子是神賜恩給你的僕人的。
[00:20:00.000 --> 00:20:07.000]  於是兩個使女和她的孩子們前來下拜,麗雅和她的孩子們前來下拜。
[00:20:07.000 --> 00:20:10.000]  隨後約瑟和拉結也前來下拜。
[00:20:10.000 --> 00:20:15.000]  尹嫂說,我所遇見的這些僧獸又是什麼意思呢?
[00:20:15.000 --> 00:20:19.000]  雅各說,是要在我主面前蒙恩的。
[00:20:19.000 --> 00:20:24.000]  尹嫂說,兄弟啊,我已經過了,你的人歸你吧。
[00:20:24.000 --> 00:20:30.000]  雅各說,不然,我若在你的眼前蒙恩,就求你從我手裏收下這些禮物,
[00:20:30.000 --> 00:20:35.000]  因爲我見了你的面如同見了神的面,並且你容納了我,
[00:20:35.000 --> 00:20:41.000]  求你收下我帶來給你的禮物,因爲神恩待我,使我充足。
[00:20:41.000 --> 00:20:45.000]  雅各再三地求她,她才收下了。
[00:20:45.000 --> 00:20:53.000]  弟兄姐妹們,這段聖經,我們看見她和好的誠意。
[00:20:53.000 --> 00:20:56.000]  這個誠意是怎麼樣呢?
[00:20:56.000 --> 00:21:08.000]  首先,她把她的家人分開三批,當然親疏有別了。
[00:21:08.000 --> 00:21:12.000]  這個親疏有別,中間有些間隔。
[00:21:12.000 --> 00:21:19.000]  有些寫經家就是這樣講,把一些最疏的擺在前面,
[00:21:19.000 --> 00:21:24.000]  要是被殺了,後邊的就走了,就是這樣子。
[00:21:24.000 --> 00:21:35.000]  不過我相信,無論他們怎麼樣走,也沒有辦法能夠逃得過那些兵丁要追她。
[00:21:35.000 --> 00:21:41.000]  因爲那些男丁,四百個壯丁來,你怎麼樣逃,你都走不過的。
[00:21:41.000 --> 00:21:47.000]  因爲這些人都是騎馬來的,你如何逃,逃不過的。
[00:21:47.000 --> 00:21:55.000]  所以我對這方面是有一點保留,但是我就覺得這是次序,
[00:21:55.000 --> 00:22:01.000]  有次序的一批一批來的去撿一掃。
[00:22:01.000 --> 00:22:04.000]  第一批是兩個死女和她的孩子。
[00:22:04.000 --> 00:22:17.000]  那首先各位看到的就是雅各自己,他曾經七次伏伏在地。
[00:22:17.000 --> 00:22:23.000]  他是走在最前,經過所有這些人羣聲疏,
[00:22:23.000 --> 00:22:30.000]  然後走到一掃那個地方,第一個去到那個地方,伏伏在地七次,
[00:22:30.000 --> 00:22:34.000]  才救進他的哥哥。
[00:22:34.000 --> 00:22:43.000]  我相信無論有什麼冤仇,要是一個人有這樣的誠意來與你和好,
[00:22:43.000 --> 00:22:48.000]  什麼的冤仇都已經沒有了。
[00:22:48.000 --> 00:22:57.000]  第二個方面,他要叫兩個死女和她的孩子前來下拜。
[00:22:57.000 --> 00:23:01.000]  第三,麗雅和她的孩子下拜。
[00:23:01.000 --> 00:23:06.000]  最後,月色與她的孩子也下拜。
[00:23:06.000 --> 00:23:11.000]  看了下來,一掃又繼續來問,
[00:23:11.000 --> 00:23:15.000]  這些羣疏又是什麼意思呢?
[00:23:15.000 --> 00:23:18.000]  爲什麼那麼多的生疏呢?
[00:23:18.000 --> 00:23:22.000]  雅各告訴他說,
[00:23:22.000 --> 00:23:29.000]  這是在我主面前蒙恩的,在我主面前蒙恩。
[00:23:29.000 --> 00:23:33.000]  在這個地方,其實就差不多怎麼樣呢?
[00:23:33.000 --> 00:23:37.000]  神恩帶了我,其實這是給你的禮物來的。
[00:23:37.000 --> 00:23:39.000]  所以一掃也不好意思了。
[00:23:39.000 --> 00:23:43.000]  他說,兄弟啊,我已經夠了,你的人歸你吧。
[00:23:43.000 --> 00:23:48.000]  但是雅各最少三次,而且多次求他,
[00:23:48.000 --> 00:23:53.000]  第十節,求你從我手裏收下這個禮物。
[00:23:53.000 --> 00:23:57.000]  第十一節,求你收下我帶來給你的禮物。
[00:23:57.000 --> 00:24:07.000]  然後,第十一節最後,雅各再三地求他,他才收下了。
[00:24:07.000 --> 00:24:15.000]  這個就是真言所說,懷中的禮物能夠止息縱怒。
[00:24:15.000 --> 00:24:22.000]  我自己本身也曾經有這樣的一些經歷,
[00:24:22.000 --> 00:24:25.000]  其實這個經歷並不是因爲不和,
[00:24:25.000 --> 00:24:31.000]  但是我們開始有一些潛在的增產。
[00:24:31.000 --> 00:24:35.000]  這個增產是怎麼樣的增產呢?
[00:24:35.000 --> 00:24:40.000]  第一,這是我太太的爸爸離世的時候,
[00:24:40.000 --> 00:24:46.000]  因爲遺留下來有一棟房子。
[00:24:46.000 --> 00:24:49.000]  當時我們還在美國獨身時,
[00:24:49.000 --> 00:24:56.000]  收到姐姐一封信,告訴她說,你們在美國沒有那個需要,
[00:24:56.000 --> 00:25:04.000]  可不可以請你寫封信,由律師樓寫封信,
[00:25:04.000 --> 00:25:10.000]  說你們放棄承繼這層樓,來給我們。
[00:25:10.000 --> 00:25:13.000]  我當時就對我的太太說,
[00:25:13.000 --> 00:25:18.000]  上一代留下來的東西,不是我們應分得的,
[00:25:18.000 --> 00:25:23.000]  要是姐姐有這個需要,就給她吧。
[00:25:23.000 --> 00:25:28.000]  然後我們就找了律師,寫了封信給了她。
[00:25:28.000 --> 00:25:34.000]  幾年後我們回來,回來到老姑媽離世。
[00:25:34.000 --> 00:25:40.000]  姑媽離世的時間,也留下了一層的樓。
[00:25:40.000 --> 00:25:45.000]  在那個時間,我們也同樣遇到這樣的一個問題。
[00:25:45.000 --> 00:25:49.000]  他們說,我們有需要,我們的孩子都有需要,
[00:25:49.000 --> 00:25:54.000]  你們可不可以找律師寫封信,
[00:25:54.000 --> 00:26:00.000]  就是你們放棄讓我們來的承繼,那層樓呢?
[00:26:00.000 --> 00:26:03.000]  我當時,我們都是多高,老實講,
[00:26:03.000 --> 00:26:06.000]  當時我們是租房子住的,我們沒有自己的房子,
[00:26:06.000 --> 00:26:10.000]  剛剛回來,住的地方是一房一廳,
[00:26:10.000 --> 00:26:17.000]  但是我的心,我認定,要爭纔有的東西,寧願不要。
[00:26:17.000 --> 00:26:21.000]  我對我的孩子們都是這樣說,
[00:26:21.000 --> 00:26:25.000]  我們積極的原則也是這樣子。
[00:26:25.000 --> 00:26:30.000]  因爲這個緣故,我們又找律師寫了封信,
[00:26:30.000 --> 00:26:35.000]  告訴他們,我們放棄繼承這層的樓,
[00:26:35.000 --> 00:26:39.000]  一切就交給誰誰誰來負責。
[00:26:39.000 --> 00:26:43.000]  當我們做了這以後,我們非常輕鬆。
[00:26:43.000 --> 00:26:46.000]  那另外一方面呢,我們也非常的感恩,
[00:26:46.000 --> 00:26:53.000]  就是因爲我們看見這個家,一個一個信耶穌,
