
[00:00:00.000 --> 00:00:14.000]  我們先有一個等候的心,來到神的面前仰望祂,施恩,幫助我們,我們同心禱告。
[00:04:12.000 --> 00:04:20.000]  我經常想著,我信耶穌是更輕省的,為什麼還要再負多一點額呢?有沒有找我笨?
[00:04:20.000 --> 00:04:32.000]  有些人今天信耶穌也是,他說,等我退休了再信,為什麼?很多事情要做,其實你星期天不用上班的,
[00:04:32.000 --> 00:04:44.000]  他們都覺得,星期天我要跟家人喝茶,我有很多朋友要見的,不是那天就沒有了,等我退休了再信。
[00:04:44.000 --> 00:04:55.000]  誰知道退了休之後又要照顧孫子,有些人就說,我退了休還很忙,忙著做這樣做那樣。
[00:04:55.000 --> 00:05:05.000]  所以我們一直以來,我們很多人信耶穌,他們就覺得其實是很多的重擔,所以他一路都退卻,一路都逃避。
[00:05:05.000 --> 00:05:15.000]  其實這都可能是我們一個錯覺,或者我們都給人一個錯覺,好像信耶穌有很多的枷鎖,有很多事情你不能做,
[00:05:15.000 --> 00:05:21.000]  有很多你要負的責任,要禮拜,要怎樣,要侍奉。
[00:05:21.000 --> 00:05:27.000]  話說回來,究竟耶穌這句話真正的意思是什麼呢?
[00:05:27.000 --> 00:05:36.000]  他講的那種安息,究竟是不是連手指都不用動的那種安息,將所有的東西都卸給耶穌呢?
[00:05:36.000 --> 00:05:47.000]  耶穌不是這樣講的,耶穌是告訴我們,你們來其實是換了你本來很沉重的壓,
[00:05:47.000 --> 00:05:58.000]  負我給你的壓,你就會覺得容易和輕散,你負著你自己一直以來那套價值觀,
[00:05:58.000 --> 00:06:08.000]  或者那套的觀念,你當然覺得很重,但是你來到我面前,你負我的壓,你就會得著輕鬆。
[00:06:08.000 --> 00:06:17.000]  又或者我們都詳細一點點了解一下耶穌講的壓究竟是什麼。
[00:06:17.000 --> 00:06:27.000]  原來壓就是一種驅速器,就是將兩隻牛鎖在一起,然後我們做什麼呢?
[00:06:27.000 --> 00:06:43.000]  泥田的,因為我們知道在慕容的社會,其實他們要泥一塊田是很困難的,只有靠牛的力量,他們沒有機器可以靠牛的力量來泥。
[00:06:43.000 --> 00:06:58.000]  如果一個牛鎖做得好,你見他有一點彎彎的,其實為什麼會這樣呢?是剛剛好可以套在兩隻牛上面,
[00:06:58.000 --> 00:07:06.000]  所以他如果做得好的時候,兩隻很平衡,然後就不會一隻做死,一隻就碳死,
[00:07:06.000 --> 00:07:20.000]  也會走得很輕鬆,但如果你做得很粗糙,很直,或者很不合身的時候,可能會拖損他的皮肉,所以這些都是很重要的。
[00:07:20.000 --> 00:07:30.000]  所以當耶穌說你的壓是容易的,你的擔是輕散的時候,其實他用這種意象,
[00:07:30.000 --> 00:07:41.000]  有些人就說,其實耶穌根本就是一個木匠,他是木匠的兒子,他在家裡都是幫忙做木的,
[00:07:41.000 --> 00:07:47.000]  因為通常以前的年代都是家庭的工作,他做到三十歲才出來傳道。
[00:07:47.000 --> 00:08:02.000]  尤斯汀第二世紀的一個教父,更加說很近耶穌出生的年代,他就說他是木匠的兒子,並且他是擅長製造泥和鉀的,
[00:08:02.000 --> 00:08:10.000]  他講得很清楚,連他們最出名的品牌的產品他都知道。
[00:08:10.000 --> 00:08:22.000]  所以有些人就說,其實耶穌講的那句話是一個廣告,是一個廣告的slogan,一個術語,
[00:08:22.000 --> 00:08:32.000]  我的壓是容易的,我的擔是輕散的,你快點來買吧,我們香港也有很多這樣的廣告術語。
[00:08:32.000 --> 00:08:43.000]  其實在聖經裡面也有很多次提到壓這件事,特別大家很熟悉的哥林多後書六章十四節,
[00:08:43.000 --> 00:08:52.000]  我們一起讀,你們不要和不信的人同赴一壓,
[00:08:52.000 --> 00:09:02.000]  這個通常我們說信與不信的不要結婚的問題,不過原來的意思其實不只是指結婚,
[00:09:02.000 --> 00:09:10.000]  是指我們一切和未信的人合作的關係,因為我們信與不信在價值觀上有很多出入,
[00:09:10.000 --> 00:09:17.000]  所以是不合宜的,所以我們也要好好了解這句話的意思。
[00:09:17.000 --> 00:09:26.000]  其實在生命記也有這樣的說法,這裡我們見到很不合宜,兩隻很不同的生畜綁在一起,
[00:09:26.000 --> 00:09:32.000]  原來在生命記也有這樣說的,他說不可用牛和驢來耕地,
[00:09:32.000 --> 00:09:38.000]  你見到這隻驢真的是做到凸凸凸,這隻牛就好像很舒服,
[00:09:38.000 --> 00:09:48.000]  因為這隻驢不是做得很好,所以兩個不匹配的時候就很辛苦了。
[00:09:48.000 --> 00:09:56.000]  所以我們更加明白當我們了解了這隻驢的用途,原來是套在兩隻生畜上的時候,
[00:09:56.000 --> 00:10:09.000]  耶穌說你來扶我的鴨,究竟你背了我的鴨,另外一邊會是誰呢?是耶穌啊!
[00:10:09.000 --> 00:10:16.000]  這是好消息來的,因為原來和我們一起走,和背負人生的重擔,
[00:10:16.000 --> 00:10:23.000]  是有耶穌和你一起去背負,不過問題來了,很不匹配,
[00:10:23.000 --> 00:10:29.000]  耶穌你這麼全能偉大,剛才我們也唱了,尊貴榮耀,
[00:10:29.000 --> 00:10:35.000]  我是這麼卑微,我是這麼軟弱,怎麼配呢?
[00:10:35.000 --> 00:10:40.000]  會不會走著走著,我寧願耶穌你背著我走,
[00:10:40.000 --> 00:10:48.000]  我們以前有首詩歌,我們走到沒有足印,
[00:10:48.000 --> 00:10:54.000]  沒有了,為什麼沒有,只有一對腳印,耶穌背著我,
[00:10:54.000 --> 00:11:01.000]  但我相信那個很有意思,不過在真正屬靈的意義裏面又有些問題,
[00:11:01.000 --> 00:11:08.000]  因為耶穌是不是這樣背著我們呢?我相信耶穌是和我們同父一家,
[00:11:08.000 --> 00:11:18.000]  聖經說祂在寶座上和我們一同的坐直,所以祂會幫助我們,但祂不會完全取代我們,
[00:11:18.000 --> 00:11:28.000]  所以問題來了,究竟耶穌怎樣幫助我們,其實耶穌也做過人,
[00:11:28.000 --> 00:11:32.000]  你不要忘記,耶穌也做過一個軟弱的人,
[00:11:32.000 --> 00:11:39.000]  聖經說祂本有神的榮耀,但祂取了奴僕的形象成為人,
[00:11:39.000 --> 00:11:43.000]  所以祂也明白做人的各種艱辛,
[00:11:43.000 --> 00:11:48.000]  希伯來斯告訴我們,我們的大祭司是能同情我們的軟弱,
[00:11:48.000 --> 00:11:54.000]  也在各方面受過試探,只是祂沒有犯罪,
[00:11:54.000 --> 00:11:59.000]  但是你說這樣就糟糕了,祂不知道我們犯了罪有多重,
[00:11:59.000 --> 00:12:03.000]  祂知道的,耶穌在十字架的時候,祂說什麼?
[00:12:03.000 --> 00:12:07.000]  祂說父啊,為什麼你掩面不看我?
[00:12:07.000 --> 00:12:11.000]  因為正正是世人的罪都落在耶穌的身上,
[00:12:11.000 --> 00:12:16.000]  所以原來耶穌是走過人最艱辛的那段路,最軟弱的那段路,
[00:12:16.000 --> 00:12:23.000]  所以祂能夠明白你的艱辛軟弱,祂能夠和你同走人生的路,
[00:12:23.000 --> 00:12:26.000]  這幅圖很好,主其實是我們的師父,
[00:12:26.000 --> 00:12:32.000]  祂會教我們用力,有時候我們用力用多了,
[00:12:32.000 --> 00:12:36.000]  祂叫我們不要走那麼快,不要比我快,
[00:12:36.000 --> 00:12:40.000]  有時候我們走得太慢,祂說不要懶了,起床了,
[00:12:40.000 --> 00:12:44.000]  回教會了,崇拜不要遲到了,知道嗎?
[00:12:44.000 --> 00:12:49.000]  神都是這樣來提醒我們,不斷地給我們,
[00:12:49.000 --> 00:12:51.000]  以致我們可以教導我們,
[00:12:51.000 --> 00:12:56.000]  但我們都想了解一下耶穌為什麼突然間會說這一句話,
[00:12:56.000 --> 00:12:58.000]  祂不是抽空地說一句金句,
[00:12:58.000 --> 00:13:01.000]  是在一個處境裡面耶穌說出這段話,
[00:13:01.000 --> 00:13:10.000]  原來上文提到耶穌是去到哥拉遜、白菜大和加伯隆這些地方去傳道,
[00:13:10.000 --> 00:13:15.000]  我們經常以為耶穌傳道很成功,一傳很多人信,
[00:13:15.000 --> 00:13:19.000]  但是在祂初期傳道的日子,
[00:13:19.000 --> 00:13:23.000]  去到這些地方,甚至走了很多神蹟奇事,
[00:13:23.000 --> 00:13:26.000]  原來那裡的人都不肯悔改,
[00:13:26.000 --> 00:13:29.000]  耶穌都經歷過失敗的困難,
[00:13:29.000 --> 00:13:32.000]  祂的侍奉都有阻礙的時候,
[00:13:32.000 --> 00:13:36.000]  所以祂更加明白我們今天在我們侍奉的生活裡面,
[00:13:36.000 --> 00:13:42.000]  一樣有很多困難,很多沒有成效,沒有成果的時候,
[00:13:42.000 --> 00:13:45.000]  但祂沒有因為這樣來怨天尤人,
[00:13:45.000 --> 00:13:49.000]  祂沒有因為這樣,好像祂昔日去的門徒說,
[00:13:49.000 --> 00:13:52.000]  不如你把火放下來燒了那個城,
[00:13:52.000 --> 00:13:56.000]  曾經雅各和約翰是真的這樣跟耶穌說的,
[00:13:56.000 --> 00:13:59.000]  去傳道的時候人們不信,祂說不如你燒了它,
[00:13:59.000 --> 00:14:01.000]  耶穌沒有這樣做,
[00:14:01.000 --> 00:14:06.000]  反而耶穌祂明白祂的使命是什麼,
[00:14:06.000 --> 00:14:08.000]  祂是傳道,
[00:14:08.000 --> 00:14:13.000]  但是信和不信,上帝有祂的心意,
[00:14:13.000 --> 00:14:17.000]  所以祂就開口,竟然開口讚美父神,
[00:14:17.000 --> 00:14:20.000]  祂說,「父啊,天地的主,我感謝你,
[00:14:20.000 --> 00:14:25.000]  因為你將事向聰明智慧的人就隱藏起來,
[00:14:25.000 --> 00:14:29.000]  向鷹孩就啟示出來,
[00:14:29.000 --> 00:14:33.000]  父啊,是的,因為你的美意本是如此,
[00:14:33.000 --> 00:14:36.000]  一切都是我父交給我的,
[00:14:36.000 --> 00:14:38.000]  除了父沒有人知道子,
[00:14:38.000 --> 00:14:41.000]  除了子和子所願意啟示的人,
[00:14:41.000 --> 00:14:44.000]  沒有人知道父。」
[00:14:44.000 --> 00:14:46.000]  保羅都曾經說過,
[00:14:46.000 --> 00:14:53.000]  上帝樂意將神的道理變成愚拙,
[00:14:53.000 --> 00:14:56.000]  使有智慧的人來羞愧,
[00:14:56.000 --> 00:14:58.000]  他們自以為聰明,
[00:14:58.000 --> 00:15:00.000]  只為去明白上帝的心意,
[00:15:00.000 --> 00:15:04.000]  但是他們聰明倒成了愚拙,
[00:15:04.000 --> 00:15:06.000]  我們的福音正正是這樣,
[00:15:06.000 --> 00:15:10.000]  最聰明的人他以為他學了所有的學問,
[00:15:10.000 --> 00:15:14.000]  或者他做了某一些他認為上帝會起的事,
[00:15:14.000 --> 00:15:17.000]  他認為他有一些什麼神秘的知識,
[00:15:17.000 --> 00:15:21.000]  或者頭腦上有什麼開竅,
[00:15:21.000 --> 00:15:24.000]  或者他頓悟的想法,
[00:15:24.000 --> 00:15:27.000]  就可以打開這條永生的路,
[00:15:27.000 --> 00:15:29.000]  原來不是,
[00:15:29.000 --> 00:15:31.000]  原來就是很簡單,
[00:15:31.000 --> 00:15:33.000]  有一個單純的信心,
[00:15:33.000 --> 00:15:35.000]  來到神的面前,
[00:15:35.000 --> 00:15:38.000]  就能夠領受這個恩典,
[00:15:38.000 --> 00:15:43.000]  這些是很多宗教領袖窮一生都不明白的道理,
[00:15:43.000 --> 00:15:46.000]  他們很努力去遵守摩西的律法,
[00:15:46.000 --> 00:15:48.000]  他們的托拉,
[00:15:48.000 --> 00:15:51.000]  摩西吳敬將他好好歸納,
[00:15:51.000 --> 00:15:53.000]  歸納完又再歸納,
[00:15:53.000 --> 00:15:58.000]  歸納出613條的條文,
[00:15:58.000 --> 00:16:01.000]  接著他們用一些很好的記憶的方法,
[00:16:01.000 --> 00:16:04.000]  他說人體的骨骼和器官,
[00:16:04.000 --> 00:16:07.000]  總共有248件,
[00:16:07.000 --> 00:16:11.000]  接著一年的日子有365天,
[00:16:11.000 --> 00:16:17.000]  加起來就正正是條文613條,
[00:16:17.000 --> 00:16:19.000]  是不是聽起來很完美?
[00:16:19.000 --> 00:16:21.000]  是的,
[00:16:21.000 --> 00:16:24.000]  但其實我今天看來就很好笑,
[00:16:24.000 --> 00:16:27.000]  所以其實聰明人以為聰明,
[00:16:27.000 --> 00:16:30.000]  可能在上帝眼裏面是愚蠢,
[00:16:30.000 --> 00:16:32.000]  無論怎樣,
[00:16:32.000 --> 00:16:36.000]  他們都很努力嘗試去歸納律法的條文,
[00:16:36.000 --> 00:16:38.000]  想去遵守這些律法的條文,
[00:16:38.000 --> 00:16:40.000]  以得到上帝的喜悅,
[00:16:40.000 --> 00:16:43.000]  但他們所做的事都是白費,
[00:16:43.000 --> 00:16:46.000]  耶穌很透徹地指出這些民事和法理災人,
[00:16:46.000 --> 00:16:50.000]  一生很艱苦去滿足這些律法的要求,
[00:16:50.000 --> 00:16:55.000]  他卻是將一個本來可以請人得自由的福音,
[00:16:55.000 --> 00:16:58.000]  變成重擔,
[00:16:58.000 --> 00:17:00.000]  所以耶穌清清楚楚地宣告,
[00:17:00.000 --> 00:17:03.000]  他說勞苦擔重擔的人來到他面前,
[00:17:03.000 --> 00:17:06.000]  使他們得安息,
[00:17:06.000 --> 00:17:09.000]  耶穌不是廢棄所有這些舊約的律法,
[00:17:09.000 --> 00:17:11.000]  祂只不過告訴你,
[00:17:11.000 --> 00:17:14.000]  古人的確是對我們這樣說,
[00:17:14.000 --> 00:17:18.000]  你要怎樣不可以殺人,
[00:17:18.000 --> 00:17:20.000]  怎樣不可以背世,
[00:17:20.000 --> 00:17:22.000]  怎樣以華還亞,
[00:17:22.000 --> 00:17:26.000]  但是耶穌有一套更超越的標準,
[00:17:26.000 --> 00:17:29.000]  就是愛的道理,
[00:17:29.000 --> 00:17:33.000]  愛,從心而發的愛,
[00:17:33.000 --> 00:17:39.000]  比你外面行為去遵守一些規條、律法更加重要,
[00:17:39.000 --> 00:17:41.000]  因為你守了那些律法,
[00:17:41.000 --> 00:17:43.000]  如果你沒有愛神愛人的心,
[00:17:43.000 --> 00:17:46.000]  這一切都是枉然,
[00:17:46.000 --> 00:17:51.000]  於是我們知道律法只不過是我們啟蒙的師父,
[00:17:51.000 --> 00:17:53.000]  叫我們知罪,
[00:17:53.000 --> 00:17:59.000]  但是真正能夠叫我們得以成性的,
[00:17:59.000 --> 00:18:02.000]  是我們用信心去領受神的愛,
[00:18:02.000 --> 00:18:06.000]  也從我們生活上流露出神的愛,
[00:18:06.000 --> 00:18:09.000]  這就是登山補訓最重要的訊息,
[00:18:09.000 --> 00:18:12.000]  這也是耶穌所指出,
[00:18:12.000 --> 00:18:14.000]  祂的厄是義父,
[00:18:14.000 --> 00:18:16.000]  祂的擔是輕省,
[00:18:16.000 --> 00:18:21.000]  祂來到他面前可以得到安息的道理,
[00:18:21.000 --> 00:18:26.000]  各位今天我們每個人都有很多生活的擔子,
[00:18:26.000 --> 00:18:28.000]  我們有很多責任要負,
[00:18:28.000 --> 00:18:30.000]  我們也有很多工作等著完成,
[00:18:30.000 --> 00:18:32.000]  我和大家一樣,
[00:18:32.000 --> 00:18:34.000]  我面對壓力困難,
[00:18:34.000 --> 00:18:37.000]  我一樣很辛苦的,
[00:18:37.000 --> 00:18:41.000]  上帝沒有一條特別的水喉射著我,
[00:18:41.000 --> 00:18:45.000]  沒有一條特別的大光照著我,
[00:18:45.000 --> 00:18:53.000]  我也是不斷在壓力和工作裏面努力和掙扎,
[00:18:53.000 --> 00:18:56.000]  上個月,其實幾個月前,
[00:18:56.000 --> 00:18:59.000]  我要和我媽來裝修,
[00:18:59.000 --> 00:19:01.000]  搬屋,請工人,
[00:19:01.000 --> 00:19:05.000]  聽起來好像全部可以用錢搞定,
[00:19:05.000 --> 00:19:07.000]  但原來不是的,
[00:19:07.000 --> 00:19:11.000]  你也要很用心去看看哪些適合用,
[00:19:11.000 --> 00:19:15.000]  買電器,籌謀,
[00:19:15.000 --> 00:19:18.000]  然後他說那些桌子太高,
[00:19:18.000 --> 00:19:22.000]  我又要幫他在淘寶訂一張椅子讓他走上去,
[00:19:22.000 --> 00:19:24.000]  很多很多東西,
[00:19:24.000 --> 00:19:27.000]  終於全部搞定了,
[00:19:27.000 --> 00:19:30.000]  但是我神學院的功課,
[00:19:30.000 --> 00:19:33.000]  雖然去年已經完成所有課程了,
[00:19:33.000 --> 00:19:36.000]  但是那份論文還沒有做,
[00:19:36.000 --> 00:19:38.000]  那份畢業論文,
[00:19:38.000 --> 00:19:41.000]  好死了,我以為一年可以做,
[00:19:41.000 --> 00:19:43.000]  誰知到我去找我的老師的時候,
[00:19:43.000 --> 00:19:46.000]  他告訴我,這麼遲?
[00:19:46.000 --> 00:19:48.000]  那要什麼時候開始?
[00:19:48.000 --> 00:19:52.000]  他說很多同學可能很早已經開始預備,
[00:19:52.000 --> 00:19:56.000]  或者他在讀其他科的時候已經在預備那份功課,
[00:19:56.000 --> 00:20:00.000]  哇,死了,我現在才從零開始,
[00:20:00.000 --> 00:20:03.000]  接著我交完那份大光之後,
[00:20:03.000 --> 00:20:07.000]  他反過來叫我重新寫,
[00:20:07.000 --> 00:20:09.000]  但是我沒有時間看書,
[00:20:09.000 --> 00:20:14.000]  各位,我也在這些壓力底下不斷努力,
[00:20:14.000 --> 00:20:17.000]  也有教會很多講道課堂,
[00:20:17.000 --> 00:20:20.000]  查經資料計劃要完成,
[00:20:20.000 --> 00:20:23.000]  加上我前幾年也身體一般般,
[00:20:23.000 --> 00:20:25.000]  很多的問題,
[00:20:25.000 --> 00:20:27.000]  有時候我會很憂心,
[00:20:27.000 --> 00:20:30.000]  自己好像集中不了精神,
[00:20:30.000 --> 00:20:34.000]  有些時間我也好像有驚恐症,
[00:20:34.000 --> 00:20:37.000]  突然間半夜會驚醒,
[00:20:37.000 --> 00:20:38.000]  你有沒有試過?
[00:20:38.000 --> 00:20:42.000]  接著發現,咦,為什麼又做過一個夢?
[00:20:42.000 --> 00:20:45.000]  去考試,但是遲到,
[00:20:45.000 --> 00:20:48.000]  到你坐下的時候發現沒有帶筆,
[00:20:48.000 --> 00:20:51.000]  接著把你的卷揭去白卷,
[00:20:51.000 --> 00:20:53.000]  接著整個市場只有你一個人,
[00:20:53.000 --> 00:20:57.000]  很害怕,接著就驚醒了,
[00:20:57.000 --> 00:20:59.000]  我以為我考完這麼多年,
[00:20:59.000 --> 00:21:01.000]  已經不用再考了,
[00:21:01.000 --> 00:21:05.000]  我繼續在考這場永遠不完的試,
[00:21:05.000 --> 00:21:07.000]  各位,我們人生就是這樣,
[00:21:07.000 --> 00:21:11.000]  不斷學習,不斷去努力,
[00:21:11.000 --> 00:21:18.000]  但是有時候我們的確會有頂不住的時候,
[00:21:18.000 --> 00:21:20.000]  在這些時間你要學習,
[00:21:20.000 --> 00:21:22.000]  不要背過重的東西,
[00:21:22.000 --> 00:21:27.000]  你看到這個單車的叔叔,
[00:21:27.000 --> 00:21:31.000]  在中國大陸很多人的單車是超載的,
[00:21:31.000 --> 00:21:37.000]  印度這些車上面都是坐滿了人,
[00:21:37.000 --> 00:21:39.000]  都可以的,
[00:21:39.000 --> 00:21:42.000]  但是有時候我們不斷地,
[00:21:42.000 --> 00:21:44.000]  隨著我們年紀長大,
[00:21:44.000 --> 00:21:49.000]  上有高堂,下有子女,甚至兒孫,
[00:21:49.000 --> 00:21:52.000]  我們會越來越加,
[00:21:52.000 --> 00:21:56.000]  但是我們有沒有時候要想一下會超載的,
[00:21:56.000 --> 00:21:59.000]  有時候你的身體訊號會告訴你,
[00:21:59.000 --> 00:22:03.000]  喂,要停了,睡不著了已經,
[00:22:03.000 --> 00:22:06.000]  有時候我們頸梗膊痛,
[00:22:06.000 --> 00:22:09.000]  以為按摩一下就沒事,
[00:22:09.000 --> 00:22:11.000]  不是的,這些是壓力,
[00:22:11.000 --> 00:22:15.000]  會不會我們有時候都忘記了我們一味的加,
[00:22:15.000 --> 00:22:17.000]  沒有留心自己,
[00:22:17.000 --> 00:22:21.000]  在必要時你真的要叫救命,
[00:22:21.000 --> 00:22:24.000]  如果我們真的頂不住的時候,
[00:22:24.000 --> 00:22:28.000]  我們要想一下有沒有人可以幫我們,
[00:22:28.000 --> 00:22:31.000]  懂得叫救命都很重要的,
[00:22:31.000 --> 00:22:34.000]  叫完救命不是把球扔給他就糟糕了,
[00:22:34.000 --> 00:22:37.000]  那個人就跟著他叫救命,
[00:22:37.000 --> 00:22:39.000]  所以我們都要很有智慧,
[00:22:39.000 --> 00:22:43.000]  怎樣將我們的責任慢慢找人去幫助,
[00:22:43.000 --> 00:22:45.000]  一起去負擔,
[00:22:45.000 --> 00:22:50.000]  也懂得最重要的向神來禱告,
[00:22:50.000 --> 00:22:53.000]  神會為你開一條出路,
[00:22:53.000 --> 00:22:56.000]  但你要記住一件事,
[00:22:56.000 --> 00:23:01.000]  是上帝不會代你擔你應該擔的事,
[00:23:01.000 --> 00:23:04.000]  在日本的小朋友你有沒有見過,
[00:23:04.000 --> 00:23:07.000]  很小的時候都揹著書包,
[00:23:07.000 --> 00:23:10.000]  小時候都揹著大書包,
[00:23:10.000 --> 00:23:19.000]  日皇的女兒上學都自己揹書包,
[00:23:19.000 --> 00:23:24.000]  他們很意識到小朋友要從小給他自己學習,
[00:23:24.000 --> 00:23:26.000]  他有責任的,
[00:23:26.000 --> 00:23:28.000]  有時我們都會想,
[00:23:28.000 --> 00:23:30.000]  上帝你幫我擔就最好了,
[00:23:30.000 --> 00:23:32.000]  其實我們都要想一下,
[00:23:32.000 --> 00:23:34.000]  上帝今天給我們擔的,
[00:23:34.000 --> 00:23:35.000]  是要我們去學習,
[00:23:35.000 --> 00:23:37.000]  所以你幫我學習,
[00:23:37.000 --> 00:23:38.000]  聖經剛才都這樣說,
[00:23:38.000 --> 00:23:40.000]  你要跟我來學習,
[00:23:40.000 --> 00:23:43.000]  你要背我的額,
[00:23:43.000 --> 00:23:48.000]  你要擔我的擔子,
[00:23:48.000 --> 00:23:51.000]  有些小朋友是這樣的,
[00:23:51.000 --> 00:23:53.000]  大大個都坐這個,
[00:23:53.000 --> 00:23:56.000]  因為那些傭人出街,
[00:23:56.000 --> 00:24:00.000]  小朋友坐在椅子上買菜,
[00:24:00.000 --> 00:24:03.000]  他們打機就不會到處走,
[00:24:03.000 --> 00:24:05.000]  所以這麼大個都會坐嬰兒車,
[00:24:05.000 --> 00:24:07.000]  嬰兒車應該是嬰兒坐的,
[00:24:07.000 --> 00:24:10.000]  但他們很多都是這樣,
[00:24:10.000 --> 00:24:12.000]  有時我會見到,
[00:24:12.000 --> 00:24:15.000]  有時你見到婆婆揹著書包更重,
[00:24:15.000 --> 00:24:18.000]  那小朋友反而不用揹,
[00:24:18.000 --> 00:24:20.000]  其實這些都是我們,
[00:24:20.000 --> 00:24:23.000]  有時我們太愛惜那些小朋友,
[00:24:23.000 --> 00:24:26.000]  反而會令他不能夠長大,
[00:24:26.000 --> 00:24:28.000]  同樣我們的天父都是這樣,
[00:24:28.000 --> 00:24:30.000]  如果我們將一切的事,
[00:24:30.000 --> 00:24:32.000]  全部說主人我不擔了,
[00:24:32.000 --> 00:24:34.000]  你幫我擔,
[00:24:34.000 --> 00:24:37.000]  其實這個是不負責任,
[00:24:37.000 --> 00:24:40.000]  昔日那些法利賽人,
[00:24:40.000 --> 00:24:43.000]  本來想透過滿足守律法,
[00:24:43.000 --> 00:24:45.000]  守律法滿足上帝的要求,
[00:24:45.000 --> 00:24:49.000]  這件事滿足上帝的要求是好的,
[00:24:49.000 --> 00:24:51.000]  律法也是好的,
[00:24:51.000 --> 00:24:53.000]  但日子久了,
[00:24:53.000 --> 00:24:55.000]  他隨波逐流,
[00:24:55.000 --> 00:24:58.000]  跟著那些偽善的人一樣,
[00:24:58.000 --> 00:25:01.000]  他強迫人家守那些他自己都守不到的律法,
[00:25:01.000 --> 00:25:03.000]  耶穌基督就是這樣說,
[00:25:03.000 --> 00:25:05.000]  他們將樂陀吞入去,
[00:25:05.000 --> 00:25:08.000]  將蒙蟲濾出來,
[00:25:08.000 --> 00:25:11.000]  他們看見人家眼裏面的什麼?
[00:25:11.000 --> 00:25:14.000]  雌,看不到自己眼裏面的良目,
[00:25:14.000 --> 00:25:15.000]  各位,
[00:25:15.000 --> 00:25:21.000]  今日其實在我們去侍奉的時候,
[00:25:21.000 --> 00:25:25.000]  我們都不要學習這些法利賽人,
[00:25:25.000 --> 00:25:31.000]  我們也要將我們自己身上的重擔除去,
[00:25:31.000 --> 00:25:35.000]  其實最近我自己在家裏,
[00:25:35.000 --> 00:25:40.000]  已經這幾年開始無請傭人了,
[00:25:40.000 --> 00:25:42.000]  那怎麼辦我的小朋友?
[00:25:42.000 --> 00:25:44.000]  誰來照顧?
[00:25:44.000 --> 00:25:46.000]  自己開始要照顧自己,
[00:25:46.000 --> 00:25:48.000]  小朋友請的傭人多,
[00:25:48.000 --> 00:25:50.000]  你會發覺他不懂洗碗,
[00:25:50.000 --> 00:25:52.000]  不懂掃地,
[00:25:52.000 --> 00:25:54.000]  於是怎麼辦?
[00:25:54.000 --> 00:25:57.000]  所以每一餐我們就分配,
[00:25:57.000 --> 00:25:59.000]  弟弟就洗一餐,
[00:25:59.000 --> 00:26:01.000]  姐姐就洗一餐,
[00:26:01.000 --> 00:26:03.000]  他最怕就是爹地煮餸那天,
[00:26:03.000 --> 00:26:04.000]  為什麼?
[00:26:04.000 --> 00:26:08.000]  因為很多事情搞得亂七八糟,
[00:26:08.000 --> 00:26:10.000]  接手那個就辛苦了,
