
[00:00:00.000 --> 00:00:02.420]  新的一年
[00:04:32.040 --> 00:04:35.040]  我覺得有更深的體會
[00:04:35.040 --> 00:04:37.040]  我想起一個字
[00:04:37.040 --> 00:04:38.040]  這個字是英文來的
[00:04:38.040 --> 00:04:40.040]  叫Amazing
[00:04:40.040 --> 00:04:43.040]  中文叫奇異
[00:04:43.040 --> 00:04:46.040]  我覺得這個字都很能夠表達到
[00:04:46.040 --> 00:04:49.040]  這段經文裡面所說的神
[00:04:49.040 --> 00:04:50.040]  所說的人
[00:04:50.040 --> 00:04:52.040]  和耶穌的呼召
[00:04:52.040 --> 00:04:54.040]  我都想起這個Amazing
[00:04:54.040 --> 00:04:57.040]  都可以來演繹
[00:04:57.040 --> 00:04:59.040]  怎樣用Amazing去演繹呢
[00:04:59.040 --> 00:05:00.040]  我們一起看一下
[00:05:00.040 --> 00:05:03.040]  第一個Amazing就是奇妙的神
[00:05:03.040 --> 00:05:04.040]  Amazing God
[00:05:04.040 --> 00:05:07.040]  神是一個怎樣的奇妙呢
[00:05:07.040 --> 00:05:10.040]  第一段26節說
[00:05:10.040 --> 00:05:13.040]  他們到了加拉森人的地方
[00:05:13.040 --> 00:05:16.040]  就是加利利的對面
[00:05:16.040 --> 00:05:18.040]  有什麼奇妙之處呢
[00:05:18.040 --> 00:05:20.040]  我們一起看一下
[00:05:20.040 --> 00:05:21.040]  他們
[00:05:21.040 --> 00:05:23.040]  這裡是指什麼人呢
[00:05:23.040 --> 00:05:25.040]  有沒有耶穌粉
[00:05:25.040 --> 00:05:28.040]  耶穌和他的門徒
[00:05:28.040 --> 00:05:30.040]  他們之前坐船
[00:05:30.040 --> 00:05:32.040]  渡過加利利海
[00:05:32.040 --> 00:05:34.040]  然後發生了一件事
[00:05:34.040 --> 00:05:37.040]  大海翻騰
[00:05:37.040 --> 00:05:41.040]  然後耶穌斥責風浪停止
[00:05:41.040 --> 00:05:43.040]  那個應該是晚上
[00:05:43.040 --> 00:05:46.040]  去到這裡可能是早上
[00:05:46.040 --> 00:05:49.040]  他們 耶穌和門徒
[00:05:49.040 --> 00:05:53.040]  去到加拉森人的地方
[00:05:53.040 --> 00:05:55.040]  如果你看福音書
[00:05:55.040 --> 00:05:58.040]  馬太福音就說
[00:05:58.040 --> 00:05:59.040]  不是加拉森
[00:05:59.040 --> 00:06:03.040]  是加大拉 加大拉人的地方
[00:06:03.040 --> 00:06:05.040]  加大拉 加拉森
[00:06:05.040 --> 00:06:06.040]  還有就是
[00:06:06.040 --> 00:06:08.040]  在這個故事裡面
[00:06:08.040 --> 00:06:09.040]  有一個很關鍵的
[00:06:09.040 --> 00:06:11.040]  或者很重要的一個地方
[00:06:11.040 --> 00:06:13.040]  就是最後
[00:06:13.040 --> 00:06:15.040]  耶穌呼召這個人
[00:06:15.040 --> 00:06:17.040]  回去吧
[00:06:17.040 --> 00:06:19.040]  去你的親屬那裡
[00:06:19.040 --> 00:06:22.040]  傳揚我做的作為
[00:06:22.040 --> 00:06:23.040]  去哪裡呢
[00:06:23.040 --> 00:06:25.040]  那個人就去滿城裡
[00:06:25.040 --> 00:06:28.040]  傳揚耶穌的作為
[00:06:28.040 --> 00:06:32.040]  滿城又在馬河福音補充
[00:06:32.040 --> 00:06:35.040]  就是他去到底加玻利
[00:06:35.040 --> 00:06:38.040]  傳揚耶穌的作為
[00:06:38.040 --> 00:06:40.040]  這裡出現了三個名字
[00:06:40.040 --> 00:06:44.040]  加大拉 加拉森 底加玻利
[00:06:44.040 --> 00:06:46.040]  三者有什麼關係呢
[00:06:46.040 --> 00:06:48.040]  地圖是怎樣的呢
[00:06:48.040 --> 00:06:50.040]  這個地圖裡面又給我們看到什麼
[00:06:50.040 --> 00:06:52.040]  看到神的驚人的地方呢
[00:06:52.040 --> 00:06:54.040]  我們一起看看
[00:06:56.040 --> 00:06:58.040]  大家看到了
[00:06:58.040 --> 00:07:00.040]  加大拉圈住的
[00:07:00.040 --> 00:07:02.040]  不過地圖有個問號
[00:07:02.040 --> 00:07:03.040]  是不是這裡呢
[00:07:03.040 --> 00:07:05.040]  如果按聖經描述
[00:07:05.040 --> 00:07:07.040]  一落雪就去到
[00:07:07.040 --> 00:07:09.040]  加大拉人的地方
[00:07:09.040 --> 00:07:12.040]  中間有個橙色的圈
[00:07:12.040 --> 00:07:14.040]  那裡就是格拉森
[00:07:14.040 --> 00:07:16.040]  再大一點的地方
[00:07:16.040 --> 00:07:18.040]  底加玻利
[00:07:18.040 --> 00:07:20.040]  底加玻利你看到
[00:07:20.040 --> 00:07:22.040]  在左手邊是一個很大的區域
[00:07:24.040 --> 00:07:27.040]  為什麼耶穌要在
[00:07:27.040 --> 00:07:29.040]  格拉納薩
[00:07:29.040 --> 00:07:31.040]  即是圖的右下角
[00:07:31.040 --> 00:07:33.040]  大圈的加利利湖那裡呢
[00:07:33.040 --> 00:07:35.040]  你看到有加巴隆
[00:07:35.040 --> 00:07:36.040]  有格拉納薩
[00:07:36.040 --> 00:07:38.040]  這裡就是耶穌在那裡
[00:07:38.040 --> 00:07:40.040]  經常出沒的地方
[00:07:40.040 --> 00:07:42.040]  呼召門徒
[00:07:42.040 --> 00:07:44.040]  就在格拉納薩的湖邊
[00:07:44.040 --> 00:07:46.040]  即是加利利在那個
[00:07:46.040 --> 00:07:47.040]  在東南西
[00:07:47.040 --> 00:07:49.040]  即是在西面
[00:07:49.040 --> 00:07:52.040]  格拉薩納
[00:07:52.040 --> 00:07:54.040]  我是不是說格拉薩納
[00:07:54.040 --> 00:07:56.040]  我說的是納薩
[00:07:56.040 --> 00:07:58.040]  有些竅口
[00:07:58.040 --> 00:08:00.040]  格 利 薩 納
[00:08:00.040 --> 00:08:03.040]  耶穌坐船橫過
[00:08:03.040 --> 00:08:04.040]  加利利湖
[00:08:04.040 --> 00:08:06.040]  去到對面東南面
[00:08:06.040 --> 00:08:08.040]  聖經形容那裡是一個
[00:08:08.040 --> 00:08:10.040]  加大拉人
[00:08:10.040 --> 00:08:12.040]  或者格拉森人的地方
[00:08:12.040 --> 00:08:13.040]  這裡要留意
[00:08:13.040 --> 00:08:15.040]  他是在說整個地區
[00:08:15.040 --> 00:08:17.040]  底加玻利這個地區
[00:08:17.040 --> 00:08:19.040]  當時格拉森是
[00:08:19.040 --> 00:08:21.040]  底加玻利有名十邑
[00:08:21.040 --> 00:08:24.040]  即是十個城市組合的一個區域
[00:08:24.040 --> 00:08:25.040]  就是底加玻利
[00:08:25.040 --> 00:08:27.040]  公元二世紀的時候
[00:08:27.040 --> 00:08:29.040]  還說要加多八個城市
[00:08:29.040 --> 00:08:31.040]  所以耶穌的年代
[00:08:31.040 --> 00:08:33.040]  可能有十邑這個地方
[00:08:33.040 --> 00:08:35.040]  已經不是十邑了
[00:08:35.040 --> 00:08:37.040]  可能是有十八個城市
[00:08:37.040 --> 00:08:38.040]  哪十八個呢
[00:08:38.040 --> 00:08:39.040]  有加大拉
[00:08:39.040 --> 00:08:41.040]  有格拉森
[00:08:41.040 --> 00:08:43.040]  還有一個叫
[00:08:43.040 --> 00:08:45.040]  菲拉鐵菲
[00:08:45.040 --> 00:08:47.040]  這次沒有說錯
[00:08:47.040 --> 00:08:48.040]  菲拉鐵菲
[00:08:48.040 --> 00:08:49.040]  大家可能認識
[00:08:49.040 --> 00:08:51.040]  這個教會叫菲拉鐵菲
[00:08:51.040 --> 00:08:52.040]  還有一個地方
[00:08:52.040 --> 00:08:53.040]  大家都熟悉的
[00:08:53.040 --> 00:08:56.040]  也算是底加玻利的地區
[00:08:56.040 --> 00:08:58.040]  就是大馬色
[00:08:58.040 --> 00:08:59.040]  知道了
[00:08:59.040 --> 00:09:00.040]  大馬色
[00:09:00.040 --> 00:09:01.040]  這四個地方
[00:09:01.040 --> 00:09:03.040]  可能我們大家都熟悉
[00:09:03.040 --> 00:09:05.040]  耶穌為什麼要去
[00:09:05.040 --> 00:09:07.040]  格拉森人的地方呢
[00:09:07.040 --> 00:09:08.040]  所以他的形容
[00:09:08.040 --> 00:09:09.040]  因為格拉森也好
[00:09:09.040 --> 00:09:10.040]  加大拉也好
[00:09:10.040 --> 00:09:13.040]  其實是在說地區裡的人
[00:09:13.040 --> 00:09:15.040]  不過這兩個是出名的城市
[00:09:15.040 --> 00:09:17.040]  所以他用了這兩個城市的名字
[00:09:17.040 --> 00:09:19.040]  去形容這個地區
[00:09:19.040 --> 00:09:21.040]  看回經文
[00:09:21.040 --> 00:09:23.040]  耶穌去到格拉森
[00:09:23.040 --> 00:09:25.040]  找到一個目的
[00:09:25.040 --> 00:09:26.040]  這個目的
[00:09:26.040 --> 00:09:30.040]  就是要來釋放被鬼附的人
[00:09:30.040 --> 00:09:31.040]  做完之後
[00:09:31.040 --> 00:09:33.040]  耶穌就坐船
[00:09:33.040 --> 00:09:38.040]  回到加里里湖的西面
[00:09:38.040 --> 00:09:40.040]  就是格尼撒勒
[00:09:40.040 --> 00:09:42.040]  那一帶的地方
[00:09:42.040 --> 00:09:44.040]  耶穌特意去那裡
[00:09:44.040 --> 00:09:46.040]  做什麼呢
[00:09:46.040 --> 00:09:47.040]  一晚
[00:09:47.040 --> 00:09:48.040]  就是要去釋放
[00:09:48.040 --> 00:09:49.040]  做一件事
[00:09:49.040 --> 00:09:53.040]  釋放這個被鬼附的人
[00:09:53.040 --> 00:09:54.040]  這裡看到
[00:09:54.040 --> 00:09:59.040]  耶穌是定義尋找這裡的人
[00:09:59.040 --> 00:10:02.040]  為什麼耶穌會來這裡呢
[00:10:02.040 --> 00:10:03.040]  可能有一些原因
[00:10:03.040 --> 00:10:08.040]  這個地方是一個愛邦人的地區
[00:10:08.040 --> 00:10:10.040]  為什麼愛邦人呢
[00:10:10.040 --> 00:10:13.040]  裡面有養豬
[00:10:13.040 --> 00:10:15.040]  猶太人吃不吃豬
[00:10:15.040 --> 00:10:17.040]  養豬不跌
[00:10:17.040 --> 00:10:19.040]  這裡有多少隻豬
[00:10:19.040 --> 00:10:21.040]  起碼有二千隻
[00:10:21.040 --> 00:10:22.040]  應該還多一點
[00:10:22.040 --> 00:10:23.040]  二千隻
[00:10:23.040 --> 00:10:24.040]  跌下海
[00:10:24.040 --> 00:10:26.040]  死了
[00:10:26.040 --> 00:10:28.040]  這個地方的人
[00:10:28.040 --> 00:10:32.040]  養豬可能是一個經濟的支柱
[00:10:32.040 --> 00:10:34.040]  二千隻豬有多少錢呢
[00:10:34.040 --> 00:10:36.040]  現在我上網搜索一下
[00:10:36.040 --> 00:10:37.040]  一隻豬
[00:10:37.040 --> 00:10:38.040]  如果你賣到二千元
[00:10:38.040 --> 00:10:40.040]  二千隻豬
[00:10:40.040 --> 00:10:42.040]  四百萬
[00:10:42.040 --> 00:10:44.040]  很多錢
[00:10:44.040 --> 00:10:46.040]  所以經文裡面說
[00:10:46.040 --> 00:10:49.040]  格拉森的人
[00:10:49.040 --> 00:10:51.040]  看到豬死了
[00:10:51.040 --> 00:10:53.040]  他就叫耶穌快點走
[00:10:53.040 --> 00:10:56.040]  因為很大的經濟損失
[00:10:56.040 --> 00:10:58.040]  回到這裡
[00:10:58.040 --> 00:11:01.040]  耶穌特意去這個地方
[00:11:01.040 --> 00:11:03.040]  除了是一個愛邦人的城市
[00:11:03.040 --> 00:11:05.040]  也可能這個地方的人
[00:11:05.040 --> 00:11:09.040]  對福音很開放
[00:11:09.040 --> 00:11:11.040]  福音有好的反應
[00:11:11.040 --> 00:11:14.040]  在馬太福音四章二十三節
[00:11:14.040 --> 00:11:15.040]  這樣說
[00:11:15.040 --> 00:11:20.040]  當耶穌起初傳佈的時候
[00:11:20.040 --> 00:11:22.040]  耶穌走遍加利利
[00:11:22.040 --> 00:11:24.040]  在各會堂教訓人
[00:11:24.040 --> 00:11:26.040]  傳天國的福音
[00:11:26.040 --> 00:11:28.040]  然後有很多人信了主
[00:11:28.040 --> 00:11:30.040]  他的名聲傳遍敘利亞
[00:11:30.040 --> 00:11:33.040]  那裡人將一切害病
[00:11:33.040 --> 00:11:34.040]  各樣疾病
[00:11:34.040 --> 00:11:35.040]  各樣疼痛
[00:11:35.040 --> 00:11:36.040]  被鬼附的
[00:11:36.040 --> 00:11:37.040]  癲癇的
[00:11:37.040 --> 00:11:38.040]  癱瘓的
[00:11:38.040 --> 00:11:39.040]  都帶了來
[00:11:39.040 --> 00:11:41.040]  耶穌治好了他們
[00:11:41.040 --> 00:11:43.040]  當下有許多人
[00:11:43.040 --> 00:11:46.040]  從加利利 底加波利
[00:11:46.040 --> 00:11:49.040]  耶路撒冷 猶太 約旦河外
[00:11:49.040 --> 00:11:51.040]  來跟隨他
[00:11:51.040 --> 00:11:53.040]  福音書裡面
[00:11:53.040 --> 00:11:56.040]  有三個地方出現底加波利
[00:11:56.040 --> 00:11:59.040]  其中第一次出現在這個地方
[00:11:59.040 --> 00:12:01.040]  原來這裡的人
[00:12:01.040 --> 00:12:02.040]  風聞耶穌
[00:12:02.040 --> 00:12:04.040]  他去加利利
[00:12:04.040 --> 00:12:06.040]  去耶穌的地方
[00:12:06.040 --> 00:12:08.040]  去跟隨他
[00:12:09.040 --> 00:12:10.040]  第三
[00:12:10.040 --> 00:12:13.040]  耶穌還有一個地方
[00:12:13.040 --> 00:12:15.040]  提及底加波利
[00:12:15.040 --> 00:12:17.040]  就是在之後
[00:12:17.040 --> 00:12:19.040]  耶穌呼召這個人
[00:12:19.040 --> 00:12:22.040]  在底加波利傳到之後
[00:12:22.040 --> 00:12:25.040]  耶穌有一段經歷
[00:12:25.040 --> 00:12:26.040]  大家記不記得
[00:12:26.040 --> 00:12:28.040]  耶穌去到推羅西頓
[00:12:28.040 --> 00:12:30.040]  有一個迦南的婦人
[00:12:30.040 --> 00:12:33.040]  求耶穌幫她的女兒趕鬼
[00:12:33.040 --> 00:12:35.040]  耶穌就說
[00:12:35.040 --> 00:12:37.040]  給兒女先吃飽
[00:12:37.040 --> 00:12:39.040]  不要給狗吃
[00:12:39.040 --> 00:12:40.040]  有沒有這件事
[00:12:40.040 --> 00:12:42.040]  就是這件事
[00:12:42.040 --> 00:12:46.040]  耶穌服侍完之後
[00:12:46.040 --> 00:12:49.040]  他去到推羅這個地方
[00:12:49.040 --> 00:12:51.040]  想休息一下
[00:12:51.040 --> 00:12:53.040]  避開那些找他的人
[00:12:53.040 --> 00:12:56.040]  不過期間被迦南婦人找到他
[00:12:56.040 --> 00:12:59.040]  經文這樣描述
[00:12:59.040 --> 00:13:03.040]  耶穌又離開了推羅的境界
[00:13:03.040 --> 00:13:05.040]  經過西頓
[00:13:05.040 --> 00:13:07.040]  就從底加波利境內
[00:13:07.040 --> 00:13:09.040]  回到加利利海
[00:13:09.040 --> 00:13:11.040]  我們看回地圖
[00:13:11.040 --> 00:13:13.040]  耶穌在推羅
[00:13:13.040 --> 00:13:15.040]  左上角
[00:13:15.040 --> 00:13:17.040]  推羅有很大的字
[00:13:17.040 --> 00:13:19.040]  去到加利利海
[00:13:19.040 --> 00:13:21.040]  其實是很短的路程
[00:13:21.040 --> 00:13:22.040]  不過這裡經文描述
[00:13:22.040 --> 00:13:25.040]  耶穌經過西頓
[00:13:25.040 --> 00:13:27.040]  從底加波利
[00:13:27.040 --> 00:13:29.040]  去到加利利
[00:13:29.040 --> 00:13:31.040]  繞過大圈
[00:13:31.040 --> 00:13:35.040]  差不多有四五百公里
[00:13:35.040 --> 00:13:39.040]  耶穌不停地走
[00:13:39.040 --> 00:13:41.040]  也要四五天
[00:13:41.040 --> 00:13:43.040]  去到底加波利
[00:13:43.040 --> 00:13:45.040]  為什麼呢
[00:13:45.040 --> 00:13:48.040]  我看回耶穌是故意繞路
[00:13:48.040 --> 00:13:51.040]  去看看這個地方的人
[00:13:51.040 --> 00:13:54.040]  合理的估計
[00:13:54.040 --> 00:13:56.040]  耶穌是很想看看
[00:13:56.040 --> 00:13:59.040]  福音在這個地方傳承怎樣
[00:13:59.040 --> 00:14:01.040]  祂是不是有事要做呢
[00:14:01.040 --> 00:14:03.040]  鼓勵一下那裡
[00:14:03.040 --> 00:14:05.040]  信耶穌跟隨祂的人呢
[00:14:05.040 --> 00:14:07.040]  聖經沒有這樣描述
[00:14:07.040 --> 00:14:09.040]  這是我看的時候
[00:14:09.040 --> 00:14:13.040]  一個默想的體會
[00:14:13.040 --> 00:14:15.040]  所以第一個我體會
[00:14:15.040 --> 00:14:17.040]  耶穌是一個很驚人的神
[00:14:17.040 --> 00:14:20.040]  因為祂不似老虎
[00:14:20.040 --> 00:14:23.040]  去特意找人
[00:14:23.040 --> 00:14:25.040]  不知道今天在我們的生命裏
[00:14:25.040 --> 00:14:28.040]  耶穌是不是都不似老虎
[00:14:28.040 --> 00:14:30.040]  繞過大圈
[00:14:30.040 --> 00:14:32.040]  透過別人的說話
[00:14:32.040 --> 00:14:36.040]  透過間接的一些事件
[00:14:36.040 --> 00:14:39.040]  跟你說一些話
[00:14:39.040 --> 00:14:43.040]  有些訊息要給你呢
[00:14:43.040 --> 00:14:47.040]  第二就是耶穌來到這個地方
[00:14:47.040 --> 00:14:49.040]  祂要去釋放這個人
[00:14:49.040 --> 00:14:52.040]  耶穌有釋放的權柄
[00:14:52.040 --> 00:14:57.040]  使人從綑綁裏得自由
[00:14:57.040 --> 00:14:59.040]  耶穌一上船
[00:14:59.040 --> 00:15:03.040]  鬼就出來
[00:15:03.040 --> 00:15:05.040]  跟耶穌說
[00:15:05.040 --> 00:15:06.040]  那些鬼都很厲害
[00:15:06.040 --> 00:15:10.040]  認得耶穌是至高神的兒子
[00:15:10.040 --> 00:15:13.040]  跟著哀求耶穌
[00:15:13.040 --> 00:15:16.040]  不要趕我去無底坑
[00:15:16.040 --> 00:15:18.040]  耶穌就給了他
[00:15:18.040 --> 00:15:20.040]  進入了豬群
[00:15:20.040 --> 00:15:23.040]  為什麼那些鬼
[00:15:23.040 --> 00:15:25.040]  耶穌一上岸
[00:15:25.040 --> 00:15:27.040]  就會自投羅網呢
[00:15:27.040 --> 00:15:29.040]  有沒有想過這個原因
[00:15:29.040 --> 00:15:31.040]  當我看的時候
[00:15:31.040 --> 00:15:34.040]  我想起耶穌
[00:15:34.040 --> 00:15:39.040]  之前在加利利海裏
[00:15:39.040 --> 00:15:41.040]  平靜風浪
[00:15:41.040 --> 00:15:43.040]  這是我的估計
[00:15:43.040 --> 00:15:45.040]  耶穌斥責風浪
[00:15:45.040 --> 00:15:47.040]  你猜有沒有可能
[00:15:47.040 --> 00:15:50.040]  這個鬼知道耶穌來
[00:15:50.040 --> 00:15:52.040]  他呼風喚雨
[00:15:52.040 --> 00:15:55.040]  讓耶穌的船沉沒
[00:15:55.040 --> 00:15:59.040]  爭戰不是上船的時候開始
[00:15:59.040 --> 00:16:01.040]  爭戰是當耶穌說
[00:16:01.040 --> 00:16:05.040]  要過去格拉森的地方的時候
[00:16:05.040 --> 00:16:07.040]  可能已經開始了
[00:16:07.040 --> 00:16:09.040]  耶穌已經贏了
[00:16:09.040 --> 00:16:11.040]  耶穌斥責風浪
[00:16:11.040 --> 00:16:13.040]  風浪就停止了
[00:16:13.040 --> 00:16:16.040]  當時的門徒很特別
[00:16:16.040 --> 00:16:17.040]  他們的回應就是
[00:16:17.040 --> 00:16:19.040]  夫子是什麼人
[00:16:19.040 --> 00:16:22.040]  為什麼風浪都會聽他的話
[00:16:22.040 --> 00:16:24.040]  很驚訝
[00:16:24.040 --> 00:16:26.040]  人看不到耶穌是誰
[00:16:26.040 --> 00:16:28.040]  就是他們的門徒
[00:16:28.040 --> 00:16:30.040]  不過這裡的鬼很清晰
[00:16:30.040 --> 00:16:32.040]  一見到耶穌
[00:16:32.040 --> 00:16:34.040]  就知道他是至高神的兒子
[00:16:34.040 --> 00:16:36.040]  投降
[00:16:36.040 --> 00:16:38.040]  所以想起打仗
[00:16:38.040 --> 00:16:40.040]  二次世界大戰的時候
[00:16:40.040 --> 00:16:42.040]  有一個很著名的燈籠
[00:16:42.040 --> 00:16:44.040]  注定勝局
[00:16:44.040 --> 00:16:46.040]  那個燈籠是什麼
[00:16:46.040 --> 00:16:48.040]  諾曼底燈籠
[00:16:48.040 --> 00:16:52.040]  一個很戰術性的燈籠出現的時候
[00:16:52.040 --> 00:16:54.040]  可能敵軍大勢而去
[00:16:54.040 --> 00:16:56.040]  這個都是我聯想的
[00:16:56.040 --> 00:16:58.040]  聖經沒有這樣說
[00:16:58.040 --> 00:17:01.040]  我體會就是為什麼鬼這麼怕耶穌
[00:17:01.040 --> 00:17:04.040]  因為耶穌已經贏了他
[00:17:04.040 --> 00:17:07.040]  他的勢力已經被耶穌瓦解了
[00:17:07.040 --> 00:17:09.040]  他無路可逃
[00:17:09.040 --> 00:17:12.040]  一見到耶穌就哀求耶穌
[00:17:12.040 --> 00:17:14.040]  去哪裡 無底坑
[00:17:14.040 --> 00:17:19.040]  這裡看到耶穌很有能力
[00:17:19.040 --> 00:17:21.040]  耶穌一句話
[00:17:21.040 --> 00:17:23.040]  吩咐這隻鬼要出去
[00:17:23.040 --> 00:17:25.040]  鬼就要出去
[00:17:25.040 --> 00:17:27.040]  即是說他有很大的能力
[00:17:27.040 --> 00:17:29.040]  今天在我們的生命裡面
[00:17:29.040 --> 00:17:31.040]  不知道你有沒有經歷
[00:17:31.040 --> 00:17:33.040]  被靈界的騷擾
[00:17:33.040 --> 00:17:39.040]  被靈界騷擾可以是廣義和狹義
[00:17:39.040 --> 00:17:44.040]  廣義和狹義就是真的被靈界騷擾
[00:17:44.040 --> 00:17:46.040]  需要釋放祈禱
[00:17:46.040 --> 00:17:48.040]  不知道你有沒有經歷過
[00:17:48.040 --> 00:17:50.040]  這裡告訴我們
[00:17:50.040 --> 00:17:53.040]  耶穌的說話很有能力
[00:17:53.040 --> 00:17:55.040]  有些人分享有些經歷
[00:17:55.040 --> 00:17:58.040]  晚上都很普遍的
[00:17:58.040 --> 00:17:59.040]  被鬼壓
[00:17:59.040 --> 00:18:01.040]  那怎麼辦
[00:18:01.040 --> 00:18:03.040]  那些人就說我祈禱
[00:18:03.040 --> 00:18:04.040]  晚上做噩夢
[00:18:04.040 --> 00:18:05.040]  見到有魔鬼
