
[00:00:00.000 --> 00:00:04.040]  先和大家分享幾個有趣的調查數字
[00:06:17.280 --> 00:06:19.840]  這些有錢人就靠他們的不法行為
[00:06:19.840 --> 00:06:21.640]  去剝削這些窮人
[00:06:21.640 --> 00:06:22.960]  讓他們積攢的錢更多
[00:06:22.960 --> 00:06:26.760]  耶穌是猛烈抨擊這些為富不仁的富人
[00:06:26.760 --> 00:06:29.360]  耶穌就是猛烈抨擊這些為富不仁的人
[00:06:29.360 --> 00:06:31.600]  他們用一些不信的價值觀
[00:06:31.600 --> 00:06:34.240]  來考取豪奪獲得這些財富
[00:06:34.240 --> 00:06:36.120]  他們用一些不信的價值觀
[00:06:36.120 --> 00:06:39.280]  去巧取豪奪去累積這些財富
[00:06:39.280 --> 00:06:41.440]  所以在今早上的經文就提到
[00:06:41.440 --> 00:06:46.200]  有幾種不合乎聖經標準的理財觀念
[00:06:46.200 --> 00:06:48.600]  所以今天我們讀到的經文裡面就提到
[00:06:48.600 --> 00:06:52.120]  這些人是靠這四種方法去累積這些財富
[00:06:52.120 --> 00:06:57.880]  第一種就是他們如何錯誤地使用這些財富
[00:06:57.880 --> 00:07:01.320]  第一種是他們是錯誤地使用這些財富
[00:07:01.320 --> 00:07:04.280]  五章二至三節提到有幾種財富
[00:07:04.280 --> 00:07:08.640]  五章二到三節提到有幾種財富
[00:07:08.640 --> 00:07:12.080]  你們的財物壞了,衣服也被蟲子咬了
[00:07:12.080 --> 00:07:13.920]  你們的精靈都長了繡
[00:07:13.920 --> 00:07:17.240]  在新的時代有三種累積財富的方法
[00:07:17.240 --> 00:07:19.880]  在新的時代有三種累積財富的方法
[00:07:19.880 --> 00:07:21.200]  儲藏食物
[00:07:21.200 --> 00:07:22.160]  儲藏食物
[00:07:22.160 --> 00:07:23.280]  收集衣物
[00:07:23.280 --> 00:07:24.000]  收集衣物
[00:07:24.000 --> 00:07:27.360]  聚積一些貴重的金屬和這些珠寶
[00:07:27.360 --> 00:07:29.880]  聚集一些貴重的金屬和珠寶
[00:07:29.880 --> 00:07:33.360]  食物壞了或者蟲咬壞了衣服
[00:07:33.360 --> 00:07:36.320]  金銀首飾也都長了繡
[00:07:36.320 --> 00:07:38.600]  食物壞了,蟲子咬壞了你的衣服
[00:07:38.600 --> 00:07:40.000]  金銀首飾也都長了繡
[00:07:40.000 --> 00:07:43.320]  以上三種的情況都只有一個的原因
[00:07:43.320 --> 00:07:46.480]  出現以上三種的情況大概只有一個原因
[00:07:46.480 --> 00:07:50.200]  就是他們不斷的囤積又長期沒有使用
[00:07:50.200 --> 00:07:52.560]  就是他們不斷的囤積可是沒有長期使用
[00:07:52.560 --> 00:07:57.720]  過量囤積的原因大概就是那種安全感或者保障
[00:07:57.720 --> 00:08:02.520]  過量囤積的理由也許出於他們對安全感或者是一些保障
[00:08:02.520 --> 00:08:05.520]  我記得我初初移民去美國的時候
[00:08:05.520 --> 00:08:08.280]  我記得我剛開頭的時候移民到美國的時候
[00:08:08.280 --> 00:08:11.800]  師母幫一位老人家做工
[00:08:11.800 --> 00:08:13.560]  師母幫一位老人家工作
[00:08:13.560 --> 00:08:15.840]  有一次去他家吃飯
[00:08:15.840 --> 00:08:17.680]  有一次到他家吃飯
[00:08:17.680 --> 00:08:20.160]  她掀開床褥
[00:08:20.160 --> 00:08:22.280]  她掀開床褥
[00:08:22.280 --> 00:08:23.640]  她掀開床褥
[00:08:23.640 --> 00:08:27.200]  下面全部是一罐罐的米和罐頭
[00:08:27.200 --> 00:08:29.080]  下面都是一罐罐的米和罐頭
[00:08:29.080 --> 00:08:31.880]  我問她為什麼要囤積那麼多食物
[00:08:31.880 --> 00:08:33.680]  我問那個老人家為什麼要囤積那麼多食物
[00:08:33.680 --> 00:08:36.880]  如果遇到地震有什麼事我就可以有足夠的糧食
[00:08:36.880 --> 00:08:40.160]  如果遇到地震有什麼事我就可以有足夠的糧食
[00:08:40.160 --> 00:08:44.400]  另一個囤積的原因可能是剝削而來的
[00:08:44.400 --> 00:08:46.560]  另一個囤積的原因可能是剝削而來的
[00:08:46.560 --> 00:08:51.800]  阿國想說無論你囤積了什麼都會變成扭壞
[00:08:51.800 --> 00:08:55.160]  雅各在這裡說無論你囤積什麼你都會損壞
[00:08:55.160 --> 00:08:59.960]  上帝不是反對我們儲蓄或累積我們的財富
[00:08:59.960 --> 00:09:03.960]  上帝並不是反對我們累積或儲蓄一些財富
[00:09:03.960 --> 00:09:08.320]  聖經很重要的是在說我們是一個管家的觀念
[00:09:08.320 --> 00:09:10.520]  聖經提到很重要的是我們是一個管家的觀念
[00:09:10.520 --> 00:09:14.040]  就是說我們懂得有效的運用我們所擁有的資源
[00:09:14.040 --> 00:09:16.240]  也就是說我們要懂得有效的運用我們的資源
[00:09:16.240 --> 00:09:18.880]  有時候你想想如果你大量的錢放在銀行裡面
[00:09:18.880 --> 00:09:21.080]  只是一組數字就沒有意思了
[00:09:21.080 --> 00:09:23.040]  如果我們把大量的錢存在銀行
[00:09:23.040 --> 00:09:26.400]  就表示只是單一組的數字並沒有什麼實質意義
[00:09:26.400 --> 00:09:30.000]  所以這裡第一個是說到金錢的累積
[00:09:30.000 --> 00:09:31.600]  所以下面我們提到第一點是
[00:09:31.600 --> 00:09:34.880]  五章三席這麼說
[00:09:34.880 --> 00:09:37.920]  你們在這末世只知積攢錢財
[00:09:37.920 --> 00:09:40.480]  這段經文帶出一個很重要的訊息
[00:09:40.480 --> 00:09:42.560]  這段經文帶出一個非常重要的訊息
[00:09:42.560 --> 00:09:45.680]  時間、金錢、人生都會終結
[00:09:45.680 --> 00:09:47.680]  時間、金錢和人生都會終結
[00:09:47.680 --> 00:09:49.080]  那些都不是永恆的
[00:09:49.080 --> 00:09:50.120]  那都不是永恆
[00:09:50.120 --> 00:09:52.560]  與其沒有意義地去囤積
[00:09:52.560 --> 00:09:53.840]  與其無意義地囤積
[00:09:53.840 --> 00:09:55.720]  為什麼我們不做一個忠心的管家呢
[00:09:55.720 --> 00:09:57.800]  為什麼我們不做一個忠心的管家呢
[00:09:57.800 --> 00:10:02.520]  上年我就滴起心肝終於扔了差不多十套西裝
[00:10:02.520 --> 00:10:02.920]  上年我就滴起心肝終於扔了差不多十套西裝
[00:10:02.920 --> 00:10:08.000]  去年我就決定把十套的西裝扔了
[00:10:08.000 --> 00:10:12.720]  那十套西裝是我光輝歲月標準身材所積累下來的
[00:10:12.720 --> 00:10:12.720]  那十套的西裝是我光輝歲月標準身材所積累下來的
[00:10:12.720 --> 00:10:17.480]  那十套的西裝是我光輝歲月標準身材所積累下來的
[00:10:17.480 --> 00:10:18.760]  我每次都望著衣櫃
[00:10:18.760 --> 00:10:21.720]  希望我恢復那個昔日苗條的身材
[00:10:21.720 --> 00:10:23.400]  我每次看到衣櫃就想到我過去
[00:10:23.400 --> 00:10:25.400]  如果我回到過去那條身材多好
[00:10:25.400 --> 00:10:27.160]  我一等等了二十年
[00:10:27.160 --> 00:10:28.680]  我結果苦等了二十年
[00:10:28.680 --> 00:10:30.080]  我終於忍不住扔掉它了
[00:10:30.080 --> 00:10:31.720]  我終於忍不住把它扔了
[00:10:31.720 --> 00:10:35.560]  如果我們不做一個聰明的管家
[00:10:35.560 --> 00:10:37.280]  如果我們不做一個聰明的管家
[00:10:37.280 --> 00:10:42.480]  我們不把有限的金錢用在無限的國度裏面
[00:10:42.480 --> 00:10:45.440]  我們不把有限的金錢用在無限的國度裏面
[00:10:45.440 --> 00:10:46.680]  其實沒有意義的
[00:10:46.680 --> 00:10:47.720]  其實是沒有意義的
[00:10:47.720 --> 00:10:50.520]  很多年前有一位台灣的牧師寫了一本書
[00:10:50.520 --> 00:10:54.080]  叫《窮得只剩下錢》
[00:10:54.080 --> 00:10:56.040]  很多年前有一位牧師他寫了一本書
[00:10:56.040 --> 00:10:57.760]  叫《窮得只剩下錢》
[00:10:57.760 --> 00:10:59.600]  他說人生有兩條路
[00:10:59.600 --> 00:11:01.720]  他書中提到人生有兩條路
[00:11:01.720 --> 00:11:02.760]  一條是生活的路
[00:11:02.760 --> 00:11:03.960]  一條是生命的路
[00:11:03.960 --> 00:11:05.000]  一條是生活的路
[00:11:05.000 --> 00:11:05.840]  一條是生命的路
[00:11:05.840 --> 00:11:08.480]  生活的路我們追求豐衣足食
[00:11:08.480 --> 00:11:09.720]  生活穩定
[00:11:09.720 --> 00:11:11.240]  安居樂業
[00:11:11.240 --> 00:11:13.680]  生活的路是我們追求豐衣足食
[00:11:13.680 --> 00:11:14.560]  生活穩定
[00:11:14.560 --> 00:11:15.400]  安居樂業
[00:11:15.400 --> 00:11:19.120]  生命的路就是追求那種內心的平安和喜樂
[00:11:19.120 --> 00:11:20.280]  永恆的歸宿
[00:11:20.280 --> 00:11:24.160]  生命的路是我們追求內心的永恆的平安和福樂
[00:11:24.160 --> 00:11:29.880]  他說如果人只是把焦點放在生活之路裏面
[00:11:29.880 --> 00:11:33.960]  書中提到如果我們把人放在這種追求人生活的路的話
[00:11:33.960 --> 00:11:37.480]  就是說你為自己想去擁有很多的東西
[00:11:37.480 --> 00:11:39.640]  為了自己滿足自己的慾望
[00:11:39.640 --> 00:11:43.160]  你未必有真正的生命之路的平安和喜樂
[00:11:43.160 --> 00:11:45.440]  那未必你最終得到你生命的平安
[00:11:45.440 --> 00:11:48.120]  反過來說如果你找到生命之路
[00:11:48.120 --> 00:11:50.400]  反過來你找到生命之路
[00:11:50.400 --> 00:11:51.920]  你可能生活很平淡
[00:11:51.920 --> 00:11:52.920]  雖然生命很平淡
[00:11:52.920 --> 00:11:54.600]  但你可以有那種喜樂
[00:11:54.600 --> 00:11:55.800]  當你真正的喜樂
[00:11:55.800 --> 00:11:57.640]  這本書為什麼會出名呢?
[00:11:57.640 --> 00:11:59.000]  這本書為什麼會以喜而紅呢?
[00:11:59.000 --> 00:12:03.760]  就是因為前台灣總統陳水扁貪污入獄的時候
[00:12:03.760 --> 00:12:09.560]  因為當時台灣前總統陳水扁因為貪污被羈押
[00:12:09.560 --> 00:12:11.320]  他的兒子有一次去探望他
[00:12:11.320 --> 00:12:12.680]  就買了這本書給他
[00:12:12.680 --> 00:12:15.000]  有一次他兒子去探監的時候
[00:12:15.000 --> 00:12:16.360]  他把這本書帶給他爸爸
[00:12:16.360 --> 00:12:17.680]  不知道是諷刺他還是怎麼樣
[00:12:17.680 --> 00:12:18.880]  不曉得是諷刺還是怎麼樣
[00:12:18.880 --> 00:12:23.560]  所以這本書被人拍到一直之間非常大賣
[00:12:23.560 --> 00:12:26.800]  被記者拍到結果這本書就大賣
[00:12:26.800 --> 00:12:28.960]  西方有一段這樣的說話
[00:12:28.960 --> 00:12:30.280]  西方有一段這樣的說話
[00:12:30.280 --> 00:12:32.000]  他說錢可以買到華夏
[00:12:32.000 --> 00:12:33.640]  但買不到家庭溫暖
[00:12:33.640 --> 00:12:35.280]  金錢可以買到華剎
[00:12:35.280 --> 00:12:36.360]  但買不到家庭溫暖
[00:12:36.360 --> 00:12:38.600]  金錢可以買到名貴的手錶
[00:12:38.600 --> 00:12:39.920]  但買不到時間
[00:12:39.920 --> 00:12:41.680]  金錢可以買到名貴的鐘錶
[00:12:41.680 --> 00:12:42.720]  可是買不到時間
[00:12:42.720 --> 00:12:44.360]  錢可以買到最好的床
[00:12:44.360 --> 00:12:45.840]  但買不到充足的睡眠
[00:12:45.840 --> 00:12:47.280]  金錢可以買到最好的床
[00:12:47.280 --> 00:12:48.320]  可是買不到充足的睡眠
[00:12:48.320 --> 00:12:49.920]  錢可以買到地位
[00:12:49.920 --> 00:12:52.360]  但是得不到真正的友誼和尊重
[00:12:52.360 --> 00:12:53.560]  金錢可以買到地位
[00:12:53.560 --> 00:12:57.240]  可是買不到真正的友誼和尊重
[00:12:57.240 --> 00:12:58.560]  錢可以買到血液
[00:12:58.560 --> 00:12:59.800]  但買不到生命
[00:12:59.800 --> 00:13:00.960]  錢可以買到血液
[00:13:00.960 --> 00:13:01.680]  可是買不到生命
[00:13:01.680 --> 00:13:03.000]  錢可以買到性
[00:13:03.000 --> 00:13:04.120]  但是買不到真正的愛
[00:13:04.120 --> 00:13:05.120]  錢可以買到性
[00:13:05.120 --> 00:13:06.400]  可是買不到真正的愛
[00:13:06.400 --> 00:13:07.200]  有時候我想一下
[00:13:07.200 --> 00:13:09.640]  尖沙咀現在窮得只剩下藥房
[00:13:09.640 --> 00:13:10.360]  不是我想
[00:13:10.360 --> 00:13:14.720]  尖沙咀現在窮得只剩下藥行
[00:13:14.720 --> 00:13:16.760]  你走一走嘉年威老道
[00:13:16.760 --> 00:13:19.880]  超過二十間賣化妝品和藥行
[00:13:19.880 --> 00:13:20.800]  假如大家走在路上
[00:13:20.800 --> 00:13:22.360]  會發現那邊有二十多間
[00:13:22.360 --> 00:13:24.320]  專賣化妝品的藥行
[00:13:24.320 --> 00:13:27.000]  經常在報紙看到類似的消息
[00:13:27.000 --> 00:13:28.720]  我竟然在報紙上看到一些消息
[00:13:28.720 --> 00:13:30.760]  有時候老人家去世之後
[00:13:30.760 --> 00:13:31.960]  有些老人去世了
[00:13:31.960 --> 00:13:35.280]  他生前生活非常貧窮
[00:13:35.280 --> 00:13:36.720]  他生前生活非常貧窮
[00:13:36.720 --> 00:13:38.920]  但後人整理他的家居的時候
[00:13:38.920 --> 00:13:40.080]  到後來整理他的家居的時候
[00:13:40.080 --> 00:13:43.120]  發現他的角落藏了幾十萬
[00:13:43.120 --> 00:13:46.000]  發現他的角落藏了十幾萬錢
[00:13:46.000 --> 00:13:49.080]  即是說你不懂得去運用金錢
[00:13:49.080 --> 00:13:50.360]  即是說你不懂得去運用金錢
[00:13:50.360 --> 00:13:53.280]  你不懂得適當的去花費的話
[00:13:53.280 --> 00:13:54.920]  他不懂得適當的去花費
[00:13:54.920 --> 00:13:56.280]  其實對你的人生沒有意義
[00:13:56.280 --> 00:13:57.560]  對他人生是沒有任何意義的
[00:13:57.560 --> 00:14:00.600]  第二個這裡提到當時那種不善理財
[00:14:00.600 --> 00:14:02.280]  就是因為金錢的剝削
[00:14:02.280 --> 00:14:04.400]  第二點是提到當時不善用理財的
[00:14:04.400 --> 00:14:06.760]  第二就是金錢的剝削
[00:14:06.760 --> 00:14:08.320]  五章四節那裡這樣說
[00:14:08.320 --> 00:14:09.600]  五章四節這麼說
[00:14:09.600 --> 00:14:11.440]  工人給你們收割裝甲
[00:14:11.440 --> 00:14:14.000]  你們虧欠他們的工錢
[00:14:14.000 --> 00:14:15.680]  這工錢有聲音呼叫
[00:14:15.680 --> 00:14:17.480]  並且收割之人的冤聲
[00:14:17.480 --> 00:14:20.880]  已經進入了萬軍之主的耳朵
[00:14:20.880 --> 00:14:24.760]  第二個錯誤的理財就是財富的佔有
[00:14:24.760 --> 00:14:28.080]  第二個錯誤的理財方式是財富的佔有
[00:14:28.080 --> 00:14:32.080]  最新公佈的堅尼系數顯示
[00:14:32.080 --> 00:14:34.640]  根據最新公佈的堅尼系數顯示
[00:14:34.640 --> 00:14:39.480]  全世界的財富總和的一半
[00:14:39.480 --> 00:14:41.800]  落在只有1%的人手上
[00:14:41.800 --> 00:14:44.680]  全球所有財富超過總和的一半以上
[00:14:44.680 --> 00:14:46.720]  是落在1%的人手上
[00:14:46.720 --> 00:14:49.400]  就是說全世界有1%的人
[00:14:49.400 --> 00:14:52.920]  擁有全世界99%一半的財富
[00:14:52.920 --> 00:14:54.200]  也就是說這1%的人
[00:14:54.200 --> 00:14:58.240]  擁有全世界99%的人的財富
[00:14:58.240 --> 00:15:02.880]  近代研究為什麼出現所謂的財富不均衡呢
[00:15:02.880 --> 00:15:05.440]  近代研究為什麼財富會出現不平衡呢
[00:15:05.440 --> 00:15:09.680]  就是說發現財團是由壟斷市場開始
[00:15:09.680 --> 00:15:12.640]  我們發現原來是財團採取壟斷手段
[00:15:12.640 --> 00:15:15.880]  它先用低價去進佔市場
[00:15:15.880 --> 00:15:19.520]  它先以低於價格的市價來進佔市場
[00:15:19.520 --> 00:15:22.920]  它用大量的財富將對手一一淘汰
