
[00:00:00.000 --> 00:00:02.760]  我記得我開始思考問題的時候
[00:06:11.040 --> 00:06:12.720]  維持內在的單純
[00:06:12.720 --> 00:06:16.360]  這個單純使敵人閉口無言
[00:06:16.360 --> 00:06:19.720]  敵人報仇的就是反對美善的勢力
[00:06:19.720 --> 00:06:22.760]  這個世界很多人有很多權力的追求
[00:06:22.760 --> 00:06:25.560]  有情慾的追求,好像愛潑斯坦
[00:06:25.560 --> 00:06:32.200]  把美善摧毀,建立一些罪惡的共同體
[00:06:32.200 --> 00:06:34.640]  但人不同的地方在哪裡
[00:06:34.640 --> 00:06:38.160]  因為他很像鷹鞋,他自然流露對人的愛
[00:06:38.160 --> 00:06:41.720]  對父母的信心,他叫父母抱他
[00:06:41.720 --> 00:06:44.960]  而這種單純如果維持到七十多歲
[00:06:44.960 --> 00:06:49.280]  你就可以摧毀世間很多的邪惡
[00:06:49.280 --> 00:06:57.800]  而這些邪惡令我們感受不到天地的美
[00:06:57.800 --> 00:07:02.200]  但當我們知道是觀天地的美
[00:07:02.200 --> 00:07:06.440]  去看生命的奧妙,人心的存在
[00:07:06.440 --> 00:07:09.520]  人能夠去思考,去反省,去感受
[00:07:09.520 --> 00:07:12.280]  有愛,有良知,由知到美
[00:07:12.280 --> 00:07:15.880]  這是何等奇妙的事情
[00:07:15.880 --> 00:07:19.800]  而這種當我們嘗試觀賞天地
[00:07:19.800 --> 00:07:22.200]  我們不禁感覺聖經所說的
[00:07:22.200 --> 00:07:26.280]  人算什麼,你竟顧念他
[00:07:26.280 --> 00:07:30.160]  這裡聖經嘗試表達人的一個特質
[00:07:30.160 --> 00:07:34.560]  就是人是弔詭的,他是偉大同時是渺小
[00:07:34.560 --> 00:07:38.880]  人與上帝與宇宙相比
[00:07:38.880 --> 00:07:41.240]  其實真是人算什麼,人很渺小
[00:07:41.240 --> 00:07:43.560]  我小時候看兒童樂園也知道
[00:07:43.560 --> 00:07:46.480]  原來人在地球很渺小
[00:07:46.480 --> 00:07:49.280]  而地球在太陽系也很小
[00:07:49.280 --> 00:07:51.320]  太陽大過宇宙一百萬倍
[00:07:51.320 --> 00:07:54.320]  但太陽系在宇宙也是很渺小
[00:07:54.320 --> 00:07:57.600]  在宇宙無數的星河,無數的星宿當中
[00:07:57.600 --> 00:08:00.200]  我們很渺小,人算什麼
[00:08:00.200 --> 00:08:03.720]  但我們被顧念是因為上帝與宇宙有一種親情
[00:08:03.720 --> 00:08:06.560]  他會將我們視為重要的
[00:08:06.560 --> 00:08:09.760]  所以讓我們有榮耀、尊貴為冠冕
[00:08:09.760 --> 00:08:11.080]  這就是人的定位
[00:08:11.080 --> 00:08:14.480]  這個定位就是人既有責任要管理宇宙萬物
[00:08:14.480 --> 00:08:16.920]  但另一面其實他很渺小
[00:08:16.920 --> 00:08:19.440]  又渺小又尊貴
[00:08:19.440 --> 00:08:22.520]  但接著我們開始思考
[00:08:22.520 --> 00:08:30.040]  我們要沉思宇宙,宇宙人生本來就是一個奧秘
[00:08:30.040 --> 00:08:33.080]  它浩瀚無盡,我不禁要問
[00:08:33.080 --> 00:08:35.320]  為什麼有這一切
[00:08:35.320 --> 00:08:37.000]  我小時候也問過你
[00:08:37.000 --> 00:08:39.400]  為什麼有這一切,為什麼天地這麼美
[00:08:39.400 --> 00:08:41.680]  為什麼有我在這裡看天地
[00:08:41.680 --> 00:08:44.120]  為什麼我會覺得美
[00:08:44.120 --> 00:08:47.480]  再想下去就是一個最深的哲學問題
[00:08:47.480 --> 00:08:50.440]  為什麼世間有東西不是沒有東西
[00:08:50.440 --> 00:08:53.280]  Why are there something, why are there nothing
[00:08:53.280 --> 00:08:54.840]  如果原本沒有東西就是沒有
[00:08:54.840 --> 00:08:55.920]  又沒有我,又沒有萬物
[00:08:55.920 --> 00:08:58.200]  不用想太多,根本不存在
[00:08:58.200 --> 00:09:00.000]  但為什麼有東西存在
[00:09:00.000 --> 00:09:01.840]  有我存在,出生在我媽媽
[00:09:01.840 --> 00:09:04.120]  但見到有父母,又要吃奶奶
[00:09:04.120 --> 00:09:08.520]  接著長大,有公公、婆婆、爺爺、嬤嬤
[00:09:08.520 --> 00:09:10.400]  有很多親戚、姨婆
[00:09:10.400 --> 00:09:12.720]  那時候有很多姨婆
[00:09:12.720 --> 00:09:16.400]  有九姨婆、三姨婆、七姨婆
[00:09:16.400 --> 00:09:19.200]  每個人不同,那些人是七口宮
[00:09:19.200 --> 00:09:20.720]  每個人又不同
[00:09:20.720 --> 00:09:22.000]  那為什麼有這些東西
[00:09:22.000 --> 00:09:25.840]  為什麼有太陽,為什麼有星宿
[00:09:25.840 --> 00:09:27.760]  為什麼有美,為什麼星河
[00:09:27.760 --> 00:09:29.560]  晚上看見很美
[00:09:29.560 --> 00:09:31.280]  為什麼有這一切
[00:09:31.280 --> 00:09:33.800]  這些東西是怎麼開始的
[00:09:33.800 --> 00:09:39.160]  這個就涉及我們對宇宙的探索
[00:09:39.160 --> 00:09:43.320]  就是說其實在中世紀以來
[00:09:43.320 --> 00:09:47.680]  人類對於宇宙的起源
[00:09:47.680 --> 00:09:50.320]  通常都會提到上帝
[00:09:50.320 --> 00:09:52.760]  但第一個開始不想提到上帝的
[00:09:52.760 --> 00:09:54.520]  那個叫做Laplace
[00:09:54.520 --> 00:09:57.920]  Laplace是一個法國的天文學家
[00:09:57.920 --> 00:10:00.560]  當時他寫了一本書給拿破崙看
[00:10:00.560 --> 00:10:01.680]  講天文學
[00:10:01.680 --> 00:10:02.960]  拿破崙看過序的時候
[00:10:02.960 --> 00:10:04.560]  為什麼你不提上帝
[00:10:04.560 --> 00:10:08.760]  因為那時候每個科學家都講上帝
[00:10:08.760 --> 00:10:10.440]  牛頓寫他的物理學
[00:10:10.440 --> 00:10:13.400]  他開頭就說上帝寫了兩本書
[00:10:13.400 --> 00:10:15.520]  一本就是宇宙萬物
[00:10:15.520 --> 00:10:17.000]  一本就是聖經
[00:10:17.000 --> 00:10:18.880]  所以歸榮要給上帝
[00:10:18.880 --> 00:10:21.320]  但這個Laplace都不講上帝的
[00:10:21.320 --> 00:10:23.920]  Laplace現在我們不需要這個假設了
[00:10:23.920 --> 00:10:26.400]  因為在我們這個年代
[00:10:26.400 --> 00:10:29.000]  當時的科學是這樣認為十九世紀
[00:10:29.000 --> 00:10:30.520]  如果萬有引力定律
[00:10:30.520 --> 00:10:33.800]  就應該將所有東西合起來做一點這麼小
[00:10:33.800 --> 00:10:35.480]  那為什麼宇宙張開呢
[00:10:35.480 --> 00:10:38.000]  除非物質宇宙無限這麼大
[00:10:38.000 --> 00:10:40.440]  又永恆這麼下去
[00:10:40.440 --> 00:10:43.320]  永遠地撞來撞去一個運動
[00:10:43.320 --> 00:10:46.200]  宇宙就是一個無限的物質宇宙
[00:10:46.200 --> 00:10:47.480]  永恆無限
[00:10:47.480 --> 00:10:49.280]  所以不是上帝永恆無限
[00:10:49.280 --> 00:10:51.480]  物質是永恆無限
[00:10:51.480 --> 00:10:55.000]  所以就將物質視為宇宙的最後根源
[00:10:55.000 --> 00:10:57.960]  唯物論的根源就是這樣來的
[00:10:57.960 --> 00:11:00.680]  而由這個唯物論的觀點出來
[00:11:00.680 --> 00:11:02.600]  就認為宇宙沒有神
[00:11:02.600 --> 00:11:04.360]  就是無神論那樣來的
[00:11:04.360 --> 00:11:07.800]  但怎知道二十世紀就有重大的改變了
[00:11:07.800 --> 00:11:11.400]  就因為二十世紀人開始發現
[00:11:11.400 --> 00:11:19.960]  在哈勃的望遠鏡開始發現宇宙正在膨脹
[00:11:19.960 --> 00:11:25.960]  在曼威爾遜山上
[00:11:25.960 --> 00:11:28.440]  你看這張照片是最厲害的望遠鏡
[00:11:28.440 --> 00:11:32.440]  發現那些星的光譜是向紅色那邊移過去的
[00:11:32.440 --> 00:11:34.480]  星的光譜向紅色那邊移過去
[00:11:34.480 --> 00:11:35.600]  表示什麼呢
[00:11:35.600 --> 00:11:40.640]  就是說所有的星星都是以高速度離開地球
[00:11:40.640 --> 00:11:43.640]  星星以高速度離開地球是指什麼呢
[00:11:43.640 --> 00:11:45.400]  就是說宇宙正在膨脹
[00:11:45.400 --> 00:11:47.280]  宇宙膨脹不是無限的
[00:11:47.280 --> 00:11:48.360]  宇宙是正在膨脹的
[00:11:48.360 --> 00:11:50.400]  是動態的不是靜態的
[00:11:50.400 --> 00:11:53.200]  如果宇宙是這樣膨脹
[00:11:53.200 --> 00:11:56.560]  就代表宇宙有一個起點
[00:11:56.560 --> 00:11:58.080]  如果宇宙有一個起點
[00:11:58.080 --> 00:12:01.720]  然後就引你很有興趣討論
[00:12:01.720 --> 00:12:04.080]  就是有一個比利時的神父
[00:12:04.080 --> 00:12:06.480]  是天文學家叫做勒梅特
[00:12:06.480 --> 00:12:10.200]  他就提出宇宙是有開始的
[00:12:10.200 --> 00:12:14.040]  而他認為宇宙有一個大爆炸開始
[00:12:14.040 --> 00:12:16.000]  就爆出來
[00:12:16.000 --> 00:12:18.080]  當然那時候很多人反對
[00:12:18.080 --> 00:12:19.760]  就是因為無神論是反對
[00:12:19.760 --> 00:12:22.240]  你這樣說就是說宇宙是有上帝的
[00:12:22.240 --> 00:12:22.960]  有開始的
[00:12:22.960 --> 00:12:25.200]  你是神父當然是這樣說
[00:12:25.200 --> 00:12:27.280]  但是誰知道大家就去找
[00:12:27.280 --> 00:12:28.560]  如果真的宇宙有開始
[00:12:28.560 --> 00:12:31.000]  應該有些射線被人找到
[00:12:31.000 --> 00:12:33.280]  我的科學家就去找一些資金
[00:12:33.280 --> 00:12:36.280]  看看是不是detach到宇宙有那些射線
[00:12:36.280 --> 00:12:37.760]  叫做背景射線
[00:12:37.760 --> 00:12:39.840]  Cosmic Background Radiation
[00:12:39.840 --> 00:12:41.960]  那麼個個都還沒找到的時候
[00:12:41.960 --> 00:12:44.360]  忽然間有兩個搞電話的科學家找到
[00:12:44.360 --> 00:12:46.920]  因為原來電話公司那部雷達比較漂亮
[00:12:46.920 --> 00:12:50.160]  他就能夠接收到宇宙那些射線的資料
[00:12:50.160 --> 00:12:52.680]  所以當那些射線他接收到的時候
[00:12:52.680 --> 00:12:53.720]  他們馬上發表論文
[00:12:53.720 --> 00:12:55.920]  因為他本身都是很厲害的科學家
[00:12:55.920 --> 00:12:56.920]  不過找不到工作
[00:12:56.920 --> 00:12:58.600]  就去了電話公司做
[00:12:58.600 --> 00:13:00.320]  不過應該是大學做教的
[00:13:00.320 --> 00:13:01.760]  誰知道沒有位置
[00:13:01.760 --> 00:13:03.200]  誰知道發達
[00:13:03.200 --> 00:13:05.760]  用電話公司的雷達收到這些射線
[00:13:05.760 --> 00:13:08.400]  接著他們就拿到貝獎
[00:13:08.400 --> 00:13:12.920]  就發現了這種宇宙最後的射線的存在
[00:13:12.920 --> 00:13:15.680]  如果真的寫出宇宙的起源
[00:13:15.680 --> 00:13:16.560]  那起源呢?
[00:13:16.560 --> 00:13:18.920]  追回去起源是怎樣的呢?
[00:13:18.920 --> 00:13:20.320]  那真的很複雜
[00:13:20.320 --> 00:13:22.240]  如果你追查到宇宙的起源
[00:13:22.240 --> 00:13:26.120]  你就會發覺宇宙是追到10的
[00:13:26.120 --> 00:13:28.200]  -36次方那麼多秒
[00:13:28.200 --> 00:13:30.440]  這個叫做本落黑時間
[00:13:30.440 --> 00:13:33.520]  那麼宇宙如果在這個本落黑時間
[00:13:33.520 --> 00:13:37.920]  最開始是-36次方那麼多秒
[00:13:37.920 --> 00:13:41.640]  即是你明不明白這個叫做-36次方
[00:13:41.640 --> 00:13:45.200]  即是10之後36個零分之一
[00:13:45.200 --> 00:13:49.100]  10之後零零零零零零零零零零零零零零零零零零零零零零零零零零零零零零零零零零零零零零零零零零零零零零零零零零零零零零零零零零零零零零零零零零零零零零零零
[00:13:49.100 --> 00:13:50.800]  之一秒
[00:13:50.800 --> 00:13:52.920]  嘩!這個秒有多小啊?
[00:13:52.920 --> 00:13:54.520]  宇宙是這樣開始的嗎?
[00:13:54.520 --> 00:13:55.720]  嘩!那麼呢?
[00:13:55.720 --> 00:14:12.600]  那麼再追下去原來做一個叫做-43次方秒就是科學的那些規律就是這個時候開始的了那麼-43秒-10的-43次方秒之前又是怎樣的呢?
[00:14:12.600 --> 00:14:15.640]  嘩!未有規律的時候又是怎樣的呢?
[00:14:15.640 --> 00:14:17.880]  是沒有的就是沒有的
[00:14:17.880 --> 00:14:22.200]  所以最後發覺宇宙是不是由沒有開始的呢?
[00:14:22.200 --> 00:14:31.360]  那麼當時呢就是因此如果宇宙由沒有開始而為什麼會變成有?為什麼有規律放進去?
[00:14:31.360 --> 00:14:35.520]  最後是一個科學解不開的問題
[00:14:35.520 --> 00:14:42.680]  那麼所以接著有一個另外一個大天文學家就是Jasper就是哈布之後他就掌管那個天文台
[00:14:42.680 --> 00:14:46.480]  他寫了一本書就叫做God and Astronomer
[00:14:46.480 --> 00:14:49.000]  就是上帝與天文學家
[00:14:49.000 --> 00:14:54.000]  當他寫這本書的時候他提出的結論就引起了很多人的興趣
[00:14:54.000 --> 00:14:55.680]  我們研究那麼多那麼多
[00:14:55.680 --> 00:14:57.640]  嘩!宇宙又大爆炸
[00:14:57.640 --> 00:14:59.400]  抑或它又起膨脹
[00:14:59.400 --> 00:15:00.600]  又不知道怎麼開始
[00:15:00.600 --> 00:15:02.280]  講了那麼多到現在
[00:15:02.280 --> 00:15:06.240]  講到終於找到最開始的時候-10的-43次方秒
[00:15:06.240 --> 00:15:07.760]  接著怎樣?
[00:15:07.760 --> 00:15:09.520]  不是我們知道的了
[00:15:09.520 --> 00:15:13.280]  所以他說我們好像那些科學家攀上一個無知的高山
[00:15:13.280 --> 00:15:17.200]  去到高山的山頂征服最高的山峰
[00:15:17.200 --> 00:15:20.040]  就是我們上到頂最開始是怎樣的?
[00:15:20.040 --> 00:15:22.720]  怎知道上到那裡已經有人坐在那裡
[00:15:22.720 --> 00:15:24.280]  怎麼會有人先來?
[00:15:24.280 --> 00:15:26.120]  不是我們科學家最厲害的嗎?
[00:15:26.120 --> 00:15:27.840]  那麼你讓誰來?
[00:15:27.840 --> 00:15:29.920]  那幫是我們神學家
[00:15:29.920 --> 00:15:31.200]  我們是神學家
[00:15:31.200 --> 00:15:34.280]  原來我們信神的那幫早就坐在那裡了
[00:15:34.280 --> 00:15:36.400]  你經常說不承認我們是真的
[00:15:36.400 --> 00:15:39.880]  你一直找到尾又找到我們在那裡
[00:15:39.880 --> 00:15:40.920]  嘿嘿嘿
[00:15:40.920 --> 00:15:43.200]  嘿嘿嘿是我家的
[00:15:43.200 --> 00:15:48.480]  那麼Yasha就提出這個說法
[00:15:48.480 --> 00:15:51.080]  形成當時很有趣的一個說法
[00:15:51.080 --> 00:15:55.440]  接著就是到1992年
[00:15:55.440 --> 00:15:59.480]  就是要正式去研究這種的科學
[00:15:59.480 --> 00:16:04.000]  就是當時在NASA的COPY加上研究
[00:16:04.000 --> 00:16:07.080]  用人造衛星找這些背景射線的資料
[00:16:07.080 --> 00:16:09.160]  最後弄到這個
[00:16:09.160 --> 00:16:11.240]  就是電腦弄到這個相片出來
[00:16:11.240 --> 00:16:14.320]  就是元初宇宙起源那種射線
[00:16:14.320 --> 00:16:15.840]  今天的分佈狀況
[00:16:15.840 --> 00:16:17.960]  符合他們預測的
[00:16:17.960 --> 00:16:21.120]  那麼就是宇宙真是由無變成有
[00:16:21.120 --> 00:16:24.240]  是規律不知為什麼會出現
[00:16:24.240 --> 00:16:27.080]  那麼當時的George Wood大科學家說
[00:16:27.080 --> 00:16:29.920]  It's like looking at God
[00:16:29.920 --> 00:16:31.760]  紐約時報經常是頭條新聞
[00:16:31.760 --> 00:16:33.560]  他說我好像看到上帝
[00:16:33.560 --> 00:16:36.480]  科學家說看到上帝?不是吧?
[00:16:36.480 --> 00:16:39.320]  結果真是科學家說看到上帝
[00:16:39.320 --> 00:16:42.520]  這個就是George Wood的樣子
[00:16:42.520 --> 00:16:44.600]  你看見他傻傻的
[00:16:44.600 --> 00:16:48.080]  但是他拿著一個叫諾貝爾獎
[00:16:48.080 --> 00:16:49.880]  那麼他自己人問他
[00:16:49.880 --> 00:16:51.640]  為什麼你好像看到上帝
[00:16:51.640 --> 00:16:54.120]  他說我看到上帝的雙標
[00:16:54.120 --> 00:16:55.000]  雙標是什麼?
[00:16:55.000 --> 00:16:57.960]  我記得我去巴勒斯坦那一帶
[00:16:57.960 --> 00:16:59.920]  在伯利恆那一帶
[00:16:59.920 --> 00:17:02.520]  有些巴勒斯坦人問我
[00:17:02.520 --> 00:17:04.520]  Hey are you Japanese?
[00:17:04.520 --> 00:17:06.680]  我最怕人當我是日本人
[00:17:06.680 --> 00:17:08.480]  所以我最好有件衣服去旅行
[00:17:08.480 --> 00:17:09.600]  I am not Japanese
[00:17:09.600 --> 00:17:11.960]  Don't say sayonara to me
[00:17:11.960 --> 00:17:13.160]  那麼我就說
[00:17:13.160 --> 00:17:14.360]  No no I am Chinese
[00:17:14.360 --> 00:17:17.040]  You have to say 謝謝 你好
[00:17:17.040 --> 00:17:18.040]  那麼他就說
[00:17:18.040 --> 00:17:19.160]  Oh China
[00:17:19.160 --> 00:17:20.560]  You are Chinese
[00:17:20.560 --> 00:17:21.920]  Made in China
[00:17:21.920 --> 00:17:23.760]  Everything made in China
[00:17:23.760 --> 00:17:24.800]  他說樣樣都是中國製造
[00:17:24.800 --> 00:17:27.320]  因為樣樣都有中國的雙標
[00:17:27.320 --> 00:17:29.360]  那麼你再想想樣樣東西都有
[00:17:29.360 --> 00:17:30.320]  哪裡製造哪裡製造
[00:17:30.320 --> 00:17:34.160]  但是Cosmos宇宙
[00:17:34.160 --> 00:17:36.040]  那個雙標在哪裡?
[00:17:36.040 --> 00:17:39.240]  Joseph Wood說那個雙標就是
[00:17:39.240 --> 00:17:41.640]  宇宙這些的射線
[00:17:41.640 --> 00:17:44.800]  這個射線就是留下來
[00:17:44.800 --> 00:17:49.120]  有一個非常複雜的精密的調整
[00:17:49.120 --> 00:17:51.400]  這個就是宇宙的DNA
[00:17:51.400 --> 00:17:53.200]  就是宇宙有種密碼
[00:17:53.200 --> 00:17:56.720]  安排了它的規律在那裡出現
[00:17:56.720 --> 00:17:58.160]  然後再進一步
[00:17:58.160 --> 00:18:00.200]  不單止宇宙有
[00:18:00.200 --> 00:18:01.560]  而且生物體都有
[00:18:01.560 --> 00:18:03.880]  那麼晚的科學家都發現
[00:18:03.880 --> 00:18:06.160]  生物體裡面的information content
[00:18:06.160 --> 00:18:08.800]  就是DNA RNA都是密碼來的
[00:18:08.800 --> 00:18:10.920]  那些密碼的信息內容可以寫
[00:18:10.920 --> 00:18:12.800]  一萬億個數碼
[00:18:12.800 --> 00:18:14.040]  一萬億個數碼
[00:18:14.040 --> 00:18:15.840]  一隻單細胞生物
[00:18:15.840 --> 00:18:17.320]  就是你一個細胞裡面
[00:18:17.320 --> 00:18:19.400]  都是有一萬億個數碼
[00:18:19.400 --> 00:18:20.760]  不是吧
[00:18:20.760 --> 00:18:21.720]  真是
[00:18:21.720 --> 00:18:25.600]  原來生命體是更加的複雜
[00:18:25.600 --> 00:18:27.560]  所以結果我們開始發覺
[00:18:27.560 --> 00:18:29.440]  我們信仰神論
[00:18:29.440 --> 00:18:33.080]  是一個符合科學的信仰
[00:18:33.080 --> 00:18:34.920]  因為科學的信仰
[00:18:34.920 --> 00:18:40.160]  基本上是相信宇宙是由上帝的話
[00:18:40.160 --> 00:18:41.440]  第一宇宙有起源
[00:18:41.440 --> 00:18:43.040]  第二宇宙是由母變成有
[00:18:43.040 --> 00:18:44.600]  第三宇宙的起源
[00:18:44.600 --> 00:18:46.000]  在第一剎那
[00:18:46.000 --> 00:18:49.280]  是安排好一切的規律的
[00:18:49.280 --> 00:18:51.160]  那麼如果有神論
