
[00:00:00.000 --> 00:00:04.000]  9月陪中國崇拜安排了用職場的主題做開始
[00:01:53.600 --> 00:01:58.000]  八年代中國剛剛改革開放
[00:01:58.000 --> 00:02:01.200]  女排就是中國一個奮鬥的精神
[00:02:01.200 --> 00:02:04.600]  那時候他們曾經有五連冠的經驗
[00:02:04.600 --> 00:02:07.400]  那時候很留意這個隊波
[00:02:07.400 --> 00:02:09.400]  但這個隊波經過很多年之後
[00:02:09.400 --> 00:02:10.800]  有很多低落
[00:02:10.800 --> 00:02:14.000]  今年年初的時候他們低落到一個程度
[00:02:14.000 --> 00:02:16.800]  整個中國女排好像很失落
[00:02:16.800 --> 00:02:18.200]  不知道怎麼往前走
[00:02:18.200 --> 00:02:19.600]  排得很後的時候
[00:02:19.600 --> 00:02:23.400]  後來再一次召喚這位以前的名將
[00:02:23.400 --> 00:02:25.600]  成為了教練
[00:02:25.600 --> 00:02:27.200]  他當任的時候
[00:02:27.200 --> 00:02:29.000]  本來很弱的隊
[00:02:29.000 --> 00:02:32.000]  突然間一上任之後連贏十九場
[00:02:32.000 --> 00:02:36.200]  最近在日本打日本大獎賽
[00:02:36.200 --> 00:02:38.000]  連贏了四場
[00:02:38.000 --> 00:02:39.400]  今天對巴西
[00:02:39.400 --> 00:02:40.400]  巴西很強的
[00:02:40.400 --> 00:02:42.000]  可能輸龍棋
[00:02:42.000 --> 00:02:44.200]  贏輸我覺得都很開心
[00:02:44.200 --> 00:02:46.400]  他們真的很有奮鬥的心
[00:02:46.400 --> 00:02:48.400]  特別我自己有留意到他
[00:02:48.400 --> 00:02:51.200]  他很能夠團聚很多人的士氣
[00:02:51.200 --> 00:02:55.000]  有些女排的老前輩
[00:02:55.000 --> 00:02:56.200]  見到朗平來說
[00:02:56.200 --> 00:02:57.600]  你來了我就放心了
[00:02:57.600 --> 00:02:58.600]  有機會了
[00:02:58.600 --> 00:03:01.800]  那些新秀有機會出場
[00:03:01.800 --> 00:03:04.800]  跟著很多人能夠一起合作
[00:03:04.800 --> 00:03:08.600]  他跟那些團友很有親密的關係
[00:03:08.600 --> 00:03:12.000]  有些人見他跟一個隊友很多聊天
[00:03:12.000 --> 00:03:16.000]  他說你是不是想聽我跟那個隊友說話呢
[00:03:16.000 --> 00:03:18.200]  他其中被人形容是
[00:03:18.200 --> 00:03:22.000]  牆上嚴格 牆下和海
[00:03:22.000 --> 00:03:23.800]  有些人有時候不只是基督徒
[00:03:23.800 --> 00:03:24.800]  非基督徒有時候
[00:03:24.800 --> 00:03:28.400]  都有很優質的職場能力
[00:03:28.400 --> 00:03:30.800]  上一次有機會在培路講道
[00:03:30.800 --> 00:03:33.400]  講到一本書二掃的時候
[00:03:33.400 --> 00:03:35.600]  講到一萬小時的定律
[00:03:35.600 --> 00:03:36.600]  很多職場裡面
[00:03:36.600 --> 00:03:39.200]  其中的奮鬥就是很多磨練
[00:03:39.200 --> 00:03:41.000]  一節一萬小時
[00:03:41.000 --> 00:03:42.400]  我下一章
[00:03:42.400 --> 00:03:43.800]  一個禮拜裡面
[00:03:43.800 --> 00:03:45.800]  除非你每天都勤奮
[00:03:45.800 --> 00:03:49.800]  最近在暑假有時間陪兒子讀書
[00:03:49.800 --> 00:03:53.600]  很緊張他準備高中的時候
[00:03:53.600 --> 00:03:55.200]  進入大學的過程
[00:03:55.200 --> 00:03:56.200]  又怕他落後
[00:03:56.200 --> 00:03:58.400]  就說要勤奮一點
[00:03:58.400 --> 00:04:01.200]  有夢想 奮鬥等等情況
[00:04:01.200 --> 00:04:02.800]  講了很多故事
[00:04:02.800 --> 00:04:03.600]  講了太多他就說
[00:04:03.600 --> 00:04:06.000]  爸爸很沉沒那麼多
[00:04:06.000 --> 00:04:08.600]  但有時候很怕他不勤奮
[00:04:08.600 --> 00:04:10.600]  不奮鬥的時候
[00:04:10.600 --> 00:04:13.600]  有時候真的有很嚴重的落後
[00:04:13.600 --> 00:04:15.400]  所以勤奮奮鬥
[00:04:15.400 --> 00:04:17.000]  不是只有基督徒有
[00:04:17.000 --> 00:04:18.200]  有時候就算我們奮奮
[00:04:18.200 --> 00:04:20.800]  裡面都有不同的天分
[00:04:20.800 --> 00:04:22.400]  基督徒有不同的處境
[00:04:22.400 --> 00:04:24.000]  有不同的難處
[00:04:24.000 --> 00:04:26.000]  有時候有些非基督徒的勤奮
[00:04:26.000 --> 00:04:28.000]  是非常的厲害
[00:04:28.000 --> 00:04:29.800]  最近看了一部電影
[00:04:29.800 --> 00:04:31.000]  香港港產片的電影
[00:04:31.000 --> 00:04:32.000]  就是《激戰》
[00:04:32.000 --> 00:04:34.200]  不知道大家看過沒有
[00:04:34.200 --> 00:04:37.200]  看到張家輝
[00:04:37.200 --> 00:04:39.200]  最初我以前不是打算看
[00:04:39.200 --> 00:04:40.200]  有一次聽電台說
[00:04:40.200 --> 00:04:42.800]  很勵志的片
[00:04:42.800 --> 00:04:44.800]  講到中年落伍的人
[00:04:44.800 --> 00:04:46.000]  怎樣再奮鬥
[00:04:46.000 --> 00:04:47.400]  好像以前我們年輕的時候
[00:04:47.400 --> 00:04:50.200]  看過一套電影叫做《Walkie》
[00:04:50.200 --> 00:04:51.400]  再看一看
[00:04:51.400 --> 00:04:52.800]  覺得挺好看的
[00:04:52.800 --> 00:04:54.400]  特別喜歡那個電影裡面
[00:04:54.400 --> 00:04:55.600]  一個女孩子
[00:04:55.600 --> 00:04:59.600]  十歲一個可憐的家庭的女孩子
[00:04:59.600 --> 00:05:01.200]  後來發現這個女孩子
[00:05:01.200 --> 00:05:02.800]  原來是馬來西亞人
[00:05:02.800 --> 00:05:06.600]  最近在上海拿了影后
[00:05:06.600 --> 00:05:08.800]  其中看了一些影評
[00:05:08.800 --> 00:05:10.000]  講到這個《激戰》
[00:05:10.000 --> 00:05:11.200]  講到現在四十多歲
[00:05:11.200 --> 00:05:12.200]  要操到那麼大隻
[00:05:12.200 --> 00:05:15.200]  其實都很傷身
[00:05:15.200 --> 00:05:16.800]  但其中一幕很有意思
[00:05:16.800 --> 00:05:17.400]  就是看到
[00:05:17.400 --> 00:05:18.800]  如果大家留意一幅照片
[00:05:18.800 --> 00:05:20.600]  就是他其中
[00:05:20.600 --> 00:05:23.000]  張家輝的手變成S字形
[00:05:23.000 --> 00:05:25.600]  手指尾打到很彎
[00:05:25.600 --> 00:05:29.000]  他說每一次片約都是要我命
[00:05:29.000 --> 00:05:31.200]  我是賣命的
[00:05:31.200 --> 00:05:33.000]  那時突然打傷了之後
[00:05:33.000 --> 00:05:34.200]  整隻手指都彎了
[00:05:34.200 --> 00:05:35.800]  自己都不敢看
[00:05:35.800 --> 00:05:38.000]  有時在職場的奮鬥
[00:05:38.000 --> 00:05:39.000]  每個人都有奮鬥
[00:05:39.000 --> 00:05:40.400]  有時都有疑惑
[00:05:40.400 --> 00:05:42.600]  奮鬥到什麼程度呢
[00:05:42.600 --> 00:05:44.600]  是否奮鬥到連命都不要呢
[00:05:44.600 --> 00:05:46.000]  最近英國有一個例子
[00:05:46.000 --> 00:05:47.800]  就是一個很出名的
[00:05:47.800 --> 00:05:50.400]  財經界的公司
[00:05:50.400 --> 00:05:52.400]  金融界的公司美林
[00:05:52.400 --> 00:05:56.000]  有十集生連續三天
[00:05:56.000 --> 00:05:59.600]  朝九朝六
[00:05:59.600 --> 00:06:00.600]  朝九朝六
[00:06:00.600 --> 00:06:01.600]  不是朝九晚六
[00:06:01.600 --> 00:06:03.000]  是朝九朝六
[00:06:03.000 --> 00:06:06.400]  三天連續朝九朝六暴斃
[00:06:06.400 --> 00:06:07.400]  所以職場裏面
[00:06:07.400 --> 00:06:08.800]  我們又要講奮鬥
[00:06:08.800 --> 00:06:09.800]  又要講人際關係
[00:06:09.800 --> 00:06:11.000]  又要講很多東西
[00:06:11.000 --> 00:06:13.400]  但我今天重點想講的就是
[00:06:13.400 --> 00:06:15.600]  剛才已經講到一個很重要的觀念
[00:06:15.600 --> 00:06:17.200]  基督徒雖然要奮鬥
[00:06:17.200 --> 00:06:20.000]  雖然要學人際關係
[00:06:20.000 --> 00:06:22.200]  基督徒要把握時機
[00:06:22.200 --> 00:06:23.600]  但基督徒其中一個很重要的
[00:06:23.600 --> 00:06:25.000]  就是職場的時候
[00:06:25.000 --> 00:06:26.800]  有沒有我們的敬虔
[00:06:26.800 --> 00:06:30.600]  有沒有我們的美善
[00:06:30.600 --> 00:06:31.600]  當我們人生裏面
[00:06:31.600 --> 00:06:33.600]  去釋放去奮鬥的時候
[00:06:33.600 --> 00:06:36.600]  無論有我們多敬虔多美善的時候
[00:06:36.600 --> 00:06:38.400]  有時都很大的逆境
[00:06:38.400 --> 00:06:40.200]  或者我們覺得那些逆境大到
[00:06:40.200 --> 00:06:42.000]  我們不可以勝過
[00:06:42.000 --> 00:06:43.200]  我很喜歡一個例子
[00:06:43.200 --> 00:06:46.400]  就是保羅去到哥倫多的時候
[00:06:46.400 --> 00:06:48.200]  他經過菲律賓教會的時候
[00:06:48.200 --> 00:06:49.200]  被鞭打
[00:06:49.200 --> 00:06:50.800]  然後坐內監
[00:06:50.800 --> 00:06:52.000]  去到雅典
[00:06:52.000 --> 00:06:54.800]  沒有很大的釋放果效
[00:06:54.800 --> 00:06:56.600]  去到哥倫多
[00:06:56.600 --> 00:06:58.800]  當時保羅可能很懼怕
[00:06:58.800 --> 00:07:00.200]  所以聖經說夜間裏面
[00:07:00.200 --> 00:07:01.800]  主就對保羅說
[00:07:01.800 --> 00:07:02.800]  不要怕
[00:07:02.800 --> 00:07:03.800]  只管講
[00:07:03.800 --> 00:07:05.800]  不要閉喉
[00:07:05.800 --> 00:07:07.600]  有時基督徒釋放神
[00:07:07.600 --> 00:07:09.200]  或者勤奮的時候
[00:07:09.200 --> 00:07:11.200]  有些時候好像很平順
[00:07:11.200 --> 00:07:14.600]  好像乘風破浪
[00:07:14.600 --> 00:07:15.800]  如有神助
[00:07:15.800 --> 00:07:17.000]  有些時候很特別
[00:07:17.000 --> 00:07:18.600]  就是你越做越勤奮
[00:07:18.600 --> 00:07:20.600]  好像越不順境
[00:07:20.600 --> 00:07:22.600]  有時有些人還用
[00:07:22.600 --> 00:07:24.000]  細作眼角看自己
[00:07:24.000 --> 00:07:25.600]  為什麼我越做越黑
[00:07:25.600 --> 00:07:27.600]  越做越做我老闆不好
[00:07:27.600 --> 00:07:28.200]  越做的時候
[00:07:28.200 --> 00:07:29.800]  為什麼家人又生病
[00:07:29.800 --> 00:07:32.200]  越做這陣子又不順境
[00:07:32.200 --> 00:07:33.400]  我電腦做了很多
[00:07:33.400 --> 00:07:34.600]  突然間電腦沒有了
[00:07:34.600 --> 00:07:35.800]  一些資料沒有了
[00:07:35.800 --> 00:07:38.000]  等等的事情都發生了
[00:07:38.000 --> 00:07:40.200]  我用一個例子做一個例子
[00:07:40.200 --> 00:07:41.400]  我拜宗有一次
[00:07:41.400 --> 00:07:44.400]  去到國內地方培訓工作
[00:07:44.400 --> 00:07:45.800]  我坐飛機的時候
[00:07:45.800 --> 00:07:47.000]  星期天出發
[00:07:47.000 --> 00:07:49.200]  現在機場有個坐飛機的方法
[00:07:49.200 --> 00:07:51.200]  就是你擺個回鄉證
[00:07:51.200 --> 00:07:53.800]  就自動出張登機證
[00:07:53.800 --> 00:07:55.200]  我就擺個回鄉證出來
[00:07:55.200 --> 00:07:56.800]  一看登機證
[00:07:56.800 --> 00:07:58.600]  商務客位
[00:07:58.600 --> 00:07:59.400]  自動升值
[00:07:59.400 --> 00:08:00.400]  真是好
[00:08:00.400 --> 00:08:02.000]  今次是最近
[00:08:02.000 --> 00:08:03.000]  我都第二次了
[00:08:03.000 --> 00:08:06.000]  在四五月一次去上海試一次
[00:08:06.000 --> 00:08:07.800]  有不同的Airline
[00:08:07.800 --> 00:08:09.200]  試一下按電掣
[00:08:09.200 --> 00:08:11.800]  弄平座位睡一下
[00:08:11.800 --> 00:08:12.400]  就這樣睡
[00:08:12.400 --> 00:08:13.200]  不太舒服
[00:08:13.200 --> 00:08:14.200]  不過試一下感覺一下
[00:08:14.200 --> 00:08:15.200]  睡一下
[00:08:15.200 --> 00:08:16.600]  商務客位的東西吃得好一點
[00:08:16.600 --> 00:08:17.600]  有雪糕吃的
[00:08:17.600 --> 00:08:19.200]  諸如此類
[00:08:19.200 --> 00:08:20.200]  我覺得多好
[00:08:20.200 --> 00:08:22.800]  善逢晨坐飛機送商務客位
[00:08:22.800 --> 00:08:23.600]  都挺好
[00:08:23.600 --> 00:08:24.800]  雖然暑假去出去
[00:08:24.800 --> 00:08:27.000]  都有些恩典
[00:08:27.000 --> 00:08:28.000]  回來就是
[00:08:28.000 --> 00:08:29.000]  剛剛兩個禮拜前
[00:08:29.000 --> 00:08:31.400]  大家記得香港打爆風球
[00:08:31.400 --> 00:08:32.800]  我回來那天是爆風球
[00:08:32.800 --> 00:08:34.400]  剛剛落到三號風球
[00:08:34.400 --> 00:08:36.200]  那時都不知道飛機怎麼落機
[00:08:36.200 --> 00:08:37.000]  爆風球
[00:08:37.000 --> 00:08:38.400]  香港大風
[00:08:38.400 --> 00:08:40.400]  去到香港的時候
[00:08:40.400 --> 00:08:41.800]  飛機一路震
[00:08:41.800 --> 00:08:45.000]  在海邊進入東涌機場
[00:08:45.000 --> 00:08:46.200]  就震著落
[00:08:46.200 --> 00:08:47.800]  我剛剛搶了出口位
[00:08:47.800 --> 00:08:49.200]  對面就是空姐
[00:08:49.200 --> 00:08:50.800]  看著她聊天
[00:08:50.800 --> 00:08:52.000]  就震著震著震著
[00:08:52.000 --> 00:08:53.400]  震不下去
[00:08:53.400 --> 00:08:54.200]  落到去
[00:08:54.200 --> 00:08:56.000]  臨跑步都震不下去
[00:08:56.000 --> 00:08:57.400]  震著震著震不下去
[00:08:57.400 --> 00:08:59.000]  我想起前一陣子
[00:08:59.000 --> 00:09:02.000]  美國有部韓國飛機撞機
[00:09:02.000 --> 00:09:05.000]  剛才空姐都有點害怕
[00:09:05.000 --> 00:09:07.000]  不過她如坐鎮定
[00:09:07.000 --> 00:09:10.000]  看到飛機師抽頭
[00:09:10.000 --> 00:09:12.000]  慢慢震上天空
[00:09:12.000 --> 00:09:13.400]  在天空裏面有蜜雲
[00:09:13.400 --> 00:09:14.000]  又在震
[00:09:14.000 --> 00:09:15.000]  震十五分鐘
[00:09:15.000 --> 00:09:16.000]  飛機師說
[00:09:16.000 --> 00:09:16.600]  上次落不到
[00:09:16.600 --> 00:09:17.800]  今次再試一次
[00:09:17.800 --> 00:09:18.800]  又再震下去
[00:09:18.800 --> 00:09:22.000]  大家都很震驚
[00:09:22.000 --> 00:09:23.400]  很安靜的震驚
[00:09:23.400 --> 00:09:25.000]  結果震震震震震震震震震震震震震震震震震震震震震震震震震震震震震震震震震震震震震震
[00:09:25.000 --> 00:09:25.600]  今次落到地了
[00:09:25.600 --> 00:09:26.200]  一落到地
[00:09:26.200 --> 00:09:28.000]  全飛機自動拍手掌
[00:09:28.000 --> 00:09:34.000]  空姐都放口氣
[00:09:34.000 --> 00:09:37.000]  這個幕有個比喻
[00:09:37.000 --> 00:09:40.000]  有時我們機圖的奮鬥
[00:09:40.000 --> 00:09:41.000]  有時一段路
[00:09:41.000 --> 00:09:43.000]  你幾奮鬥都好
[00:09:43.000 --> 00:09:45.000]  好似好多逆風而來
[00:09:45.000 --> 00:09:47.000]  呢個人唔夾
[00:09:47.000 --> 00:09:50.000]  呢個相師對你唔好
[00:09:50.000 --> 00:09:52.000]  或者見到旁邊又感恩
[00:09:52.000 --> 00:09:53.000]  升職又升職
[00:09:53.000 --> 00:09:54.000]  出國又出國
[00:09:54.000 --> 00:09:58.000]  解文工解文工可能掉返轉
[00:09:58.000 --> 00:10:01.000]  好多唔順境的時候
[00:10:01.000 --> 00:10:04.000]  機圖都有這種順境的奮鬥的時候
[00:10:04.000 --> 00:10:07.000]  逆境面對逆風的時候
[00:10:07.000 --> 00:10:08.000]  機圖其中一個挑戰就是
[00:10:08.000 --> 00:10:10.000]  無論順逆的時候
[00:10:10.000 --> 00:10:13.000]  你會否持守你的敬虔
[00:10:13.000 --> 00:10:15.000]  持守你的美善
[00:10:15.000 --> 00:10:16.000]  同時深信
[00:10:16.000 --> 00:10:17.000]  神係睇住你
[00:10:17.000 --> 00:10:20.000]  能夠勝過一切各種的逆境
[00:10:20.000 --> 00:10:22.000]  甚至各種的惡勢力
[00:10:22.000 --> 00:10:24.000]  今日的主人翁
[00:10:24.000 --> 00:10:26.000]  這個無底改
[00:10:26.000 --> 00:10:29.000]  他身處當時一個極權的世代
[00:10:29.000 --> 00:10:31.000]  有時香港都好關心
[00:10:31.000 --> 00:10:34.000]  民主或者香港將來的發展
[00:10:34.000 --> 00:10:36.000]  有時大氣候都不是我們決定
[00:10:36.000 --> 00:10:37.000]  大聖經裏面講到
[00:10:37.000 --> 00:10:38.000]  大氣候裏面
[00:10:38.000 --> 00:10:40.000]  我們雖然不可以決定甚麼
[00:10:40.000 --> 00:10:42.000]  但我們可以做的就是決定
[00:10:42.000 --> 00:10:43.000]  在神的恩典下
[00:10:43.000 --> 00:10:45.000]  我們的敬虔和美善
[00:10:45.000 --> 00:10:47.000]  和我們的奮鬥
[00:10:47.000 --> 00:10:48.000]  當時這個無底改
[00:10:48.000 --> 00:10:49.000]  在秘魯
[00:10:49.000 --> 00:10:50.000]  好似殖民地那樣
[00:10:50.000 --> 00:10:52.000]  身處一個波斯帝國
[00:10:52.000 --> 00:10:54.000]  這個波斯帝國的皇帝
[00:10:54.000 --> 00:10:55.000]  哈徐女皇
[00:10:55.000 --> 00:10:57.000]  是統管由印度
[00:10:57.000 --> 00:10:58.000]  去到埃及
[00:10:58.000 --> 00:11:00.000]  這個古實的地方
[00:11:00.000 --> 00:11:03.000]  統管一百二十七個省
[00:11:03.000 --> 00:11:05.000]  這個好強盛的帝國
[00:11:05.000 --> 00:11:07.000]  一個寄居的小民
[00:11:07.000 --> 00:11:09.000]  能夠做到甚麼呢
[00:11:09.000 --> 00:11:10.000]  當時他們有一個仇敵
[00:11:10.000 --> 00:11:12.000]  就是阿甲族的哈蠻
[00:11:12.000 --> 00:11:17.000]  哈蠻被皇帝抬舉至高
[00:11:17.000 --> 00:11:18.000]  在下一章
[00:11:18.000 --> 00:11:21.000]  在三章第二到第三節
[00:11:21.000 --> 00:11:24.000]  一切城門的神僕
[00:11:24.000 --> 00:11:26.000]  都跪拜哈蠻
[00:11:26.000 --> 00:11:28.000]  聖經記載一個很特別的情況
[00:11:28.000 --> 00:11:30.000]  紅色字的中間一段一起讀
[00:11:30.000 --> 00:11:32.000]  唯獨沒底改
[00:11:32.000 --> 00:11:35.000]  不跪不拜
[00:11:35.000 --> 00:11:36.000]  沒底改很硬朗
[00:11:36.000 --> 00:11:37.000]  不跪不拜
[00:11:37.000 --> 00:11:38.000]  其他人都拜
[00:11:38.000 --> 00:11:39.000]  甚至有王的命令
[00:11:39.000 --> 00:11:41.000]  聖經學者都有很多說法
[00:11:41.000 --> 00:11:42.000]  其中一個說法就是
[00:11:42.000 --> 00:11:44.000]  可能因為猶太人有一個傳統
[00:11:44.000 --> 00:11:45.000]  當時可能
[00:11:45.000 --> 00:11:48.000]  王給猶太人一個容許
[00:11:48.000 --> 00:11:50.000]  某些情況不需要跪
[00:11:50.000 --> 00:11:51.000]  如果大家記得
[00:11:51.000 --> 00:11:53.000]  大耳裡有很多故事等等情況
[00:11:53.000 --> 00:11:55.000]  或者沒底改有類似的權柄
[00:11:55.000 --> 00:11:57.000]  可以不跪不拜
[00:11:57.000 --> 00:11:59.000]  不跪不拜也好
[00:11:59.000 --> 00:12:01.000]  激怒了這位
[00:12:01.000 --> 00:12:04.000]  至高至惡的
[00:12:04.000 --> 00:12:07.000]  惡霸的大神哈蠻
[00:12:07.000 --> 00:12:08.000]  聖經記載
[00:12:08.000 --> 00:12:10.000]  在第三章第四第五節的時候
[00:12:10.000 --> 00:12:13.000]  當其他人天天勸沒底改
[00:12:13.000 --> 00:12:16.000]  沒底改堅持不跪不拜
[00:12:16.000 --> 00:12:17.000]  後來哈蠻就知道
[00:12:17.000 --> 00:12:19.000]  沒底改是猶太人
[00:12:19.000 --> 00:12:20.000]  哈蠻就知道
[00:12:20.000 --> 00:12:21.000]  猶太人的時候
[00:12:21.000 --> 00:12:24.000]  甲族本身就和猶太人不對
[00:12:24.000 --> 00:12:26.000]  所以哈蠻心裡就覺得
[00:12:26.000 --> 00:12:28.000]  猶太人敵對我
[00:12:28.000 --> 00:12:31.000]  這個生命有強勢的人
[00:12:31.000 --> 00:12:32.000]  他們敵對
[00:12:32.000 --> 00:12:35.000]  然後要滅了整個猶太民族
[00:12:35.000 --> 00:12:36.000]  去第六節
[00:12:36.000 --> 00:12:39.000]  他說殺死一個沒底改小事
[00:12:39.000 --> 00:12:41.000]  我要殺光整個
[00:12:41.000 --> 00:12:44.000]  全國帝國裡面的猶太人
[00:12:44.000 --> 00:12:47.000]  有時在我們的職場裡面也是
[00:12:47.000 --> 00:12:49.000]  有時我們遇到一個上司
[00:12:49.000 --> 00:12:52.000]  遇到一個同事
[00:12:52.000 --> 00:12:54.000]  有時遇到一個老闆的親戚
[00:12:54.000 --> 00:12:56.000]  甚至有時我之前工作
[00:12:56.000 --> 00:12:58.000]  發覺有時老闆的秘書
[00:12:58.000 --> 00:13:00.000]  你也不要隨便得罪
[00:13:00.000 --> 00:13:01.000]  得罪也是很危險
[00:13:01.000 --> 00:13:04.000]  很多人有一種勢力
[00:13:04.000 --> 00:13:05.000]  你是很難做
[00:13:05.000 --> 00:13:08.000]  甚至現在工作的環境裡面
[00:13:08.000 --> 00:13:10.000]  做老師你不要得罪一個家長
[00:13:10.000 --> 00:13:12.000]  每天寫投訴信你真的很麻煩
[00:13:12.000 --> 00:13:15.000]  有時一個客人
[00:13:15.000 --> 00:13:17.000]  都可以很惡勢力很惡霸
[00:13:17.000 --> 00:13:18.000]  所以很多情況
[00:13:18.000 --> 00:13:21.000]  在外國住了一段時間
[00:13:21.000 --> 00:13:22.000]  有些人很惡霸
[00:13:22.000 --> 00:13:24.000]  來到地方要你吃東西不給錢
[00:13:24.000 --> 00:13:26.000]  有些老闆說算了不要吵
[00:13:26.000 --> 00:13:27.000]  吵到大家吵架
[00:13:27.000 --> 00:13:29.000]  吃完酒你不要再弄髒
[00:13:29.000 --> 00:13:30.000]  有些人吃完臨走
[00:13:30.000 --> 00:13:31.000]  弄了蟑螂
[00:13:31.000 --> 00:13:32.000]  搬了蟑螂到飯裡
[00:13:32.000 --> 00:13:34.000]  還告你拿錢走都有
[00:13:34.000 --> 00:13:36.000]  很多這些惡霸
[00:13:36.000 --> 00:13:37.000]  不同的惡霸
[00:13:37.000 --> 00:13:39.000]  這些不同的惡霸裡面
[00:13:39.000 --> 00:13:42.000]  人生裡面挑戰的時候
[00:13:42.000 --> 00:13:45.000]  我們靠什麼去敵對這些勢力呢
[00:13:45.000 --> 00:13:47.000]  當時這個媒體局的敵對勢力
[00:13:47.000 --> 00:13:50.000]  哈曼是一個非常有權威
[00:13:50.000 --> 00:13:52.000]  一個非常有錢財的勢力
[00:13:52.000 --> 00:13:55.000]  已經去到以色列第八章
[00:13:55.000 --> 00:13:57.000]  第三章第八到第九節講到
[00:13:57.000 --> 00:13:59.000]  哈曼就對那些王講
[00:13:59.000 --> 00:14:01.000]  他們有一個民族
[00:14:01.000 --> 00:14:04.000]  和直落波斯帝國的民族
[00:14:04.000 --> 00:14:06.000]  很多不同的律例
[00:14:06.000 --> 00:14:08.000]  其實這個民族少一個不多
[00:14:08.000 --> 00:14:10.000]  少一個不少
[00:14:10.000 --> 00:14:11.000]  多過不多少過不少
[00:14:11.000 --> 00:14:12.000]  不如王呀
[00:14:12.000 --> 00:14:14.000]  我用一萬個他倫德的銀子
[00:14:14.000 --> 00:14:15.000]  買起他們
[00:14:15.000 --> 00:14:17.000]  滅了整個民族好嗎
[00:14:17.000 --> 00:14:19.000]  我就有興趣研究
[00:14:19.000 --> 00:14:22.000]  一萬個他倫德的銀子
[00:14:22.000 --> 00:14:23.000]  大概多少錢
[00:14:23.000 --> 00:14:25.000]  他倫德這個字在英文叫talent
[00:14:25.000 --> 00:14:27.000]  可以定為一個重量
[00:14:27.000 --> 00:14:30.000]  一個重量大概三十五公斤
[00:14:30.000 --> 00:14:32.000]  三十五公斤大概七十七磅
[00:14:32.000 --> 00:14:34.000]  總共八十磅
[00:14:34.000 --> 00:14:38.000]  當代來講可能一個七十幾磅
[00:14:38.000 --> 00:14:40.000]  到八十磅的銀子
[00:14:40.000 --> 00:14:43.000]  就約等於四五磅的黃金
[00:14:43.000 --> 00:14:48.000]  黃金一安士黃金大概多少錢
[00:14:48.000 --> 00:14:50.000]  一萬幾
[00:14:50.000 --> 00:14:51.000]  如果四五磅
