
[00:00:00.000 --> 00:00:05.600]  好的 頂姐妹早安 很開心來到大家當中
[00:04:09.200 --> 00:04:12.000]  我希望大家不要停止尋找
[00:04:12.000 --> 00:04:17.800]  每一個人尋天命的生活都不同
[00:04:17.800 --> 00:04:19.600]  尼熙米不是很年輕就知道
[00:04:19.600 --> 00:04:22.200]  我相信他也有迷惘過
[00:04:22.200 --> 00:04:24.600]  從平民升到酒精
[00:04:24.600 --> 00:04:29.800]  對於他的職業來說應該是到了頂峰
[00:04:29.800 --> 00:04:31.600]  再升上去就沒得升了
[00:04:31.600 --> 00:04:34.600]  你想做波斯皇帝嗎
[00:04:34.600 --> 00:04:36.600]  猶太人做不到波斯皇帝
[00:04:36.600 --> 00:04:39.200]  做了酒精就是最高的了
[00:04:39.200 --> 00:04:40.400]  沒得再升了
[00:04:40.400 --> 00:04:42.400]  我相信他也有迷惘過
[00:04:42.400 --> 00:04:44.200]  是不是就這樣了
[00:04:44.200 --> 00:04:46.000]  人生就是這樣升到這裡
[00:04:46.000 --> 00:04:48.600]  到底神讓我升到這個位置做什麼呢
[00:04:48.600 --> 00:04:51.000]  直到他聽到耶路撒冷成長的時候
[00:04:51.000 --> 00:04:53.800]  突然情緒牽動然後祈禱
[00:04:53.800 --> 00:04:55.000]  神又開路
[00:04:55.000 --> 00:04:57.400]  我相信這是他知天命的時刻
[00:04:57.400 --> 00:04:58.800]  他終於知道
[00:04:58.800 --> 00:05:02.200]  原來神過往在我一生這樣鋪排
[00:05:02.200 --> 00:05:04.200]  我在書山城出生
[00:05:04.200 --> 00:05:06.000]  我在這裡受教育
[00:05:06.000 --> 00:05:08.600]  然後不知道為什麼
[00:05:08.600 --> 00:05:12.000]  就看到一些去從政的人
[00:05:12.000 --> 00:05:13.600]  帶我進了皇宮
[00:05:13.600 --> 00:05:15.200]  一步一步的上來
[00:05:15.200 --> 00:05:16.600]  途中遇到很多貴人
[00:05:16.600 --> 00:05:18.200]  也被人陷害過很多次
[00:05:18.200 --> 00:05:19.800]  但也大步跨過
[00:05:19.800 --> 00:05:22.000]  今天終於升到酒精
[00:05:22.000 --> 00:05:23.200]  都在想
[00:05:23.200 --> 00:05:25.000]  What
[00:05:25.000 --> 00:05:27.200]  今天他終於找到
[00:05:27.200 --> 00:05:29.600]  原來神放我在這個位置
[00:05:29.600 --> 00:05:31.800]  就是為了今天的鋪排
[00:05:31.800 --> 00:05:35.600]  讓我可以回去帶領人重建城牆
[00:05:35.600 --> 00:05:38.400]  他就知道這個就是我的使命
[00:05:38.400 --> 00:05:41.400]  這個就是很重要的工作
[00:05:41.400 --> 00:05:44.600]  我不會因為任何的原因
[00:05:44.600 --> 00:05:47.800]  讓這個工作去停工
[00:05:47.800 --> 00:05:49.800]  以斯帖也一樣
[00:05:49.800 --> 00:05:52.400]  從別人的養女
[00:05:52.400 --> 00:05:54.800]  結果一直做到皇后
[00:05:54.800 --> 00:05:59.200]  神也藉著沒底改給那個confrontation
[00:05:59.200 --> 00:06:02.600]  難道你豈不知神放在你的位置
[00:06:02.600 --> 00:06:04.600]  就是為了今天這件事嗎
[00:06:04.600 --> 00:06:07.000]  他終於找到他的天命了
[00:06:07.000 --> 00:06:09.000]  我和你都一樣
[00:06:09.000 --> 00:06:11.600]  神在我們每一個人生命當中
[00:06:11.600 --> 00:06:12.800]  都有些使命
[00:06:12.800 --> 00:06:14.400]  一個很清晰的人生方向
[00:06:14.400 --> 00:06:16.200]  要我們去尋找
[00:06:16.200 --> 00:06:17.600]  神不是讓我們偶然出現
[00:06:17.600 --> 00:06:19.000]  偶然就消失
[00:06:19.000 --> 00:06:20.400]  他計劃過
[00:06:20.400 --> 00:06:22.200]  你在哪個家庭出生
[00:06:22.200 --> 00:06:24.000]  有什麼家庭背景
[00:06:24.000 --> 00:06:25.800]  你今天活在哪個地方
[00:06:25.800 --> 00:06:27.000]  你什麼職業
[00:06:27.000 --> 00:06:28.600]  你是什麼live stage
[00:06:28.600 --> 00:06:29.800]  什麼景況
[00:06:29.800 --> 00:06:31.400]  這些位置
[00:06:31.400 --> 00:06:33.600]  其實都是神set好的
[00:06:33.600 --> 00:06:36.200]  不是隨便來的
[00:06:36.200 --> 00:06:38.200]  是計劃好了
[00:06:38.200 --> 00:06:40.800]  然後讓你慢慢在當中尋找
[00:06:40.800 --> 00:06:42.800]  到底神你給我這個位置
[00:06:42.800 --> 00:06:45.200]  有什麼很重要的工作
[00:06:45.200 --> 00:06:48.800]  是你派發給我要去做
[00:06:48.800 --> 00:06:50.200]  人生在不同的階段
[00:06:50.200 --> 00:06:52.000]  都會有不同的尋找
[00:06:52.000 --> 00:06:53.400]  我只希望大家
[00:06:53.400 --> 00:06:55.400]  如果你找不到這個
[00:06:55.400 --> 00:06:57.000]  人生會很迷茫
[00:06:57.000 --> 00:06:58.400]  未必你馬上找到
[00:06:58.400 --> 00:07:00.600]  但是不要停止那個
[00:07:00.600 --> 00:07:02.800]  searching的process
[00:07:02.800 --> 00:07:04.200]  繼續去尋找
[00:07:04.200 --> 00:07:05.400]  繼續去求問
[00:07:05.400 --> 00:07:07.000]  到底是不是這件事
[00:07:07.000 --> 00:07:09.600]  就是你想給我最重要的事
[00:07:09.600 --> 00:07:11.800]  我們人生有很多很重要的事
[00:07:11.800 --> 00:07:13.200]  但是你是不是真的找到那件
[00:07:13.200 --> 00:07:16.600]  神給你覺得很重要的事
[00:07:16.600 --> 00:07:18.000]  如果你順著一段時間
[00:07:18.000 --> 00:07:19.600]  我相信你給我做的選擇
[00:07:19.600 --> 00:07:21.600]  不是一些很低能的選擇
[00:07:21.600 --> 00:07:22.800]  你不會選
[00:07:22.800 --> 00:07:24.600]  星期天到底去教會好
[00:07:24.600 --> 00:07:26.200]  還是打劫銀行好
[00:07:26.200 --> 00:07:28.000]  你不會做這麼低能的選擇
[00:07:28.000 --> 00:07:30.000]  不用用腦你都知道
[00:07:30.000 --> 00:07:33.400]  我們大部分比較難detect到的是什麼
[00:07:33.400 --> 00:07:35.600]  就是我們在一堆很重要的事
[00:07:35.600 --> 00:07:36.600]  都是要做的
[00:07:36.600 --> 00:07:38.600]  都是要忙的事
[00:07:38.600 --> 00:07:42.400]  找出那件很重要的事
[00:07:42.400 --> 00:07:44.200]  每樣東西都重要
[00:07:44.200 --> 00:07:45.800]  每樣東西都可以
[00:07:45.800 --> 00:07:48.200]  occupy你很多的時間精力
[00:07:48.200 --> 00:07:50.000]  但是你要在這一切的事上
[00:07:50.000 --> 00:07:51.400]  找出那件
[00:07:51.400 --> 00:07:53.600]  這個是神放在我這個位置
[00:07:53.600 --> 00:07:55.800]  給我很重要的工作
[00:07:55.800 --> 00:07:58.000]  這個是祂給我的使命
[00:07:58.000 --> 00:07:59.400]  我就要完成它
[00:07:59.400 --> 00:08:00.400]  無論怎樣
[00:08:00.400 --> 00:08:02.000]  我就set好我的calendar
[00:08:02.000 --> 00:08:04.400]  先完成這件事
[00:08:04.400 --> 00:08:06.400]  然後其他放在第二
[00:08:06.400 --> 00:08:07.400]  這個很重要
[00:08:07.400 --> 00:08:08.800]  otherwise我們會很迷惘
[00:08:08.800 --> 00:08:11.400]  因為看著看著
[00:08:11.400 --> 00:08:14.000]  時光又過得快
[00:08:14.000 --> 00:08:15.400]  一下子
[00:08:15.400 --> 00:08:17.400]  不知道人生過了大半
[00:08:17.400 --> 00:08:18.400]  都不知道在做什麼
[00:08:18.400 --> 00:08:19.400]  有時候很迷惘
[00:08:19.400 --> 00:08:21.000]  有時候中年危機
[00:08:21.000 --> 00:08:22.400]  有時候會覺得
[00:08:22.400 --> 00:08:23.800]  做什麼呢
[00:08:23.800 --> 00:08:26.600]  所以人生有一個很清晰的使命是重要的
[00:08:26.600 --> 00:08:28.800]  這個是一個尋找的過程
[00:08:28.800 --> 00:08:31.400]  有時候是會有迷惘的期
[00:08:31.400 --> 00:08:33.400]  Shirley很長一段時間
[00:08:33.400 --> 00:08:35.200]  其實她都迷惘過
[00:08:35.200 --> 00:08:36.200]  都迷惘
[00:08:36.200 --> 00:08:37.600]  到底神要我做什麼呢
[00:08:37.600 --> 00:08:41.600]  等候很長的時間
[00:08:41.600 --> 00:08:44.400]  後來神才慢慢一步一步啟示
[00:08:44.400 --> 00:08:45.400]  原來我才發覺
[00:08:45.400 --> 00:08:47.600]  有些東西我可以做得很好
[00:08:47.600 --> 00:08:49.600]  慢慢那個方向會清晰一點
[00:08:49.600 --> 00:08:51.000]  清晰一點
[00:08:51.000 --> 00:08:52.400]  但是一個尋找的過程
[00:08:52.400 --> 00:08:53.800]  就不要放棄
[00:08:53.800 --> 00:08:57.600]  在今年疫情期間
[00:08:57.600 --> 00:08:59.600]  有一套戲想介紹給大家
[00:08:59.600 --> 00:09:01.600]  這套戲的名字很特別
[00:09:01.600 --> 00:09:02.600]  叫做《豬》
[00:09:02.600 --> 00:09:05.400]  整套戲圍繞著一隻豬的故事
[00:09:05.400 --> 00:09:08.000]  不知道大家喜不喜歡這個主角
[00:09:08.000 --> 00:09:09.600]  叫做Nicholas Cage
[00:09:09.600 --> 00:09:12.400]  他拍過很多很厲害的片
[00:09:12.400 --> 00:09:15.000]  後期因為他欠了很多債務
[00:09:15.000 --> 00:09:16.000]  為了還債
[00:09:16.000 --> 00:09:17.800]  他就接了很多爛片
[00:09:17.800 --> 00:09:20.800]  今年終於接了一部好片
[00:09:20.800 --> 00:09:24.000]  人們稱為今年的翻身之作
[00:09:24.000 --> 00:09:27.400]  這部戲Rotten Tomato評分最高
[00:09:27.400 --> 00:09:28.400]  我自己看完之後
[00:09:28.400 --> 00:09:30.200]  覺得是我在疫情期間
[00:09:30.200 --> 00:09:33.600]  看過的最有深度的一部戲
[00:09:33.600 --> 00:09:34.600]  導演很特別
[00:09:34.600 --> 00:09:36.600]  Michael Sanasky
[00:09:36.600 --> 00:09:38.000]  是他的處女作
[00:09:38.000 --> 00:09:39.000]  我沒有想過一個人
[00:09:39.000 --> 00:09:40.400]  處女作可以拍得這麼厲害
[00:09:40.400 --> 00:09:42.400]  很期待他下一部作品
[00:09:42.400 --> 00:09:45.600]  Nicholas Cage扮演的這個主角
[00:09:45.600 --> 00:09:47.800]  是一個很出名的主廚
[00:09:47.800 --> 00:09:49.200]  廚藝很厲害
[00:09:49.200 --> 00:09:50.200]  不僅好吃
[00:09:50.200 --> 00:09:52.400]  還可以為人帶來醫治
[00:09:52.400 --> 00:09:54.600]  有些人的婚姻已經到了破裂的邊緣
[00:09:54.600 --> 00:09:56.200]  他們吃一頓他煮的飯
[00:09:56.200 --> 00:09:58.200]  婚姻都要重建
[00:09:58.200 --> 00:09:59.600]  很厲害
[00:09:59.600 --> 00:10:01.600]  設定在Oregon
[00:10:01.600 --> 00:10:03.800]  Oregon最厲害的一家餐廳
[00:10:03.800 --> 00:10:06.400]  後來他的太太過世了
[00:10:06.400 --> 00:10:07.800]  他心灰意冷
[00:10:07.800 --> 00:10:10.800]  於是就離開那家最厲害的餐廳
[00:10:10.800 --> 00:10:13.600]  於是就隱居深山
[00:10:13.600 --> 00:10:15.200]  養了一隻豬
[00:10:15.200 --> 00:10:16.800]  他就訓練那隻豬
[00:10:16.800 --> 00:10:19.400]  那隻豬可以幫他找到黑松露
[00:10:19.400 --> 00:10:21.200]  當時的餐館
[00:10:21.200 --> 00:10:23.400]  最流行的Cuisine
[00:10:23.400 --> 00:10:25.400]  就是用黑松露做的Cuisine
[00:10:25.400 --> 00:10:29.600]  所以誰可以找到最高質量的黑松露
[00:10:29.600 --> 00:10:32.600]  誰就能夠更勝一籌
[00:10:32.600 --> 00:10:35.000]  所以那隻豬很值錢
[00:10:35.000 --> 00:10:38.200]  有一晚那隻豬就被人偷走了
[00:10:38.200 --> 00:10:39.800]  不見了那隻豬
[00:10:39.800 --> 00:10:41.800]  他就去找那隻豬
[00:10:41.800 --> 00:10:43.800]  整套電影基本上是
[00:10:43.800 --> 00:10:46.000]  透過他去找那隻豬的過程
[00:10:46.000 --> 00:10:49.000]  來透視人生一些很重要的議題
[00:10:49.000 --> 00:10:50.200]  至於是什麼議題
[00:10:50.200 --> 00:10:52.400]  你自己去感受去看吧
[00:10:52.400 --> 00:10:55.800]  今天我想分享一個短短的片段給你們看
[00:10:55.800 --> 00:10:57.200]  當他找豬的過程
[00:10:57.200 --> 00:10:58.600]  他就想
[00:10:58.600 --> 00:11:00.200]  既然有人偷走了那隻
[00:11:00.200 --> 00:11:03.200]  找黑松露的豬一定是餐館的老闆
[00:11:03.200 --> 00:11:06.800]  他就回到Oregon找那家最厲害的餐廳
[00:11:06.800 --> 00:11:08.000]  一位難求的那些
[00:11:08.000 --> 00:11:10.200]  就是三個月前預約的餐廳
[00:11:10.200 --> 00:11:11.200]  他就進去
[00:11:11.200 --> 00:11:12.800]  是不是你偷走了那隻豬
[00:11:12.800 --> 00:11:13.600]  進去後發現
[00:11:13.600 --> 00:11:16.800]  裡面的主廚就是他當年的學徒
[00:11:16.800 --> 00:11:19.000]  以下這個短片就是他跟學徒
[00:11:19.000 --> 00:11:20.400]  一個很短的對話
[00:11:20.400 --> 00:11:22.000]  一個Confrontation
[00:11:22.000 --> 00:11:23.800]  他就Confront學徒
[00:11:23.800 --> 00:11:25.400]  我記得當年我認識你的時候
[00:11:25.400 --> 00:11:28.000]  你不是想開這種餐廳的
[00:11:28.000 --> 00:11:29.200]  雖然今天你很成功
[00:11:29.200 --> 00:11:30.400]  他以為自己很成功
[00:11:30.400 --> 00:11:31.400]  今天最popular
[00:11:31.400 --> 00:11:33.600]  全城最有名的餐廳
[00:11:33.600 --> 00:11:36.000]  這個真是你的初心嗎?
[00:11:36.000 --> 00:11:38.000]  你最初最原始的感動
[00:11:38.000 --> 00:11:40.200]  真的要做這件事嗎?
[00:11:40.200 --> 00:11:42.000]  我都希望藉著這個短片
[00:11:42.000 --> 00:11:44.000]  主角的Confrontation
[00:11:44.000 --> 00:11:46.200]  來Confront我們一下
[00:11:46.200 --> 00:11:48.400]  你今天走到今天的位置
[00:11:48.400 --> 00:11:50.600]  你覺得重要的東西
[00:11:50.600 --> 00:11:52.200]  是不是真的你最初
[00:11:52.200 --> 00:11:54.200]  神給你最原始的感動
[00:11:54.200 --> 00:11:56.000]  最單純的感動
[00:11:56.000 --> 00:11:58.800]  抑或我們人生活到某個位置
[00:11:58.800 --> 00:12:01.400]  都是不自覺地隨波逐流
[00:12:01.400 --> 00:12:02.800]  人家覺得這件事成功
[00:12:02.800 --> 00:12:04.600]  你就覺得這件事名利受popular
[00:12:04.600 --> 00:12:06.000]  你就去做
[00:12:06.000 --> 00:12:07.800]  你有沒有Detect過
[00:12:07.800 --> 00:12:10.600]  到底神給你心目中的感受
[00:12:10.600 --> 00:12:12.600]  感動是甚麼呢?
[00:12:12.600 --> 00:12:16.200]  我希望短一個短片給你Confrontation
[00:12:16.200 --> 00:12:18.000]  我很Enjoy這個短片
[00:12:18.000 --> 00:12:20.600]  因為主廚的演藝都很好
[00:12:20.600 --> 00:12:23.800]  一瞬間可以有十幾種的表情
[00:12:23.800 --> 00:12:25.400]  同一時間表演
[00:12:25.400 --> 00:12:29.400]  Enjoy
[00:12:29.400 --> 00:12:31.000]  一個短短的短片
[00:12:31.000 --> 00:12:34.200]  希望藉著主角的Confrontation
[00:12:34.200 --> 00:12:36.800]  讓我們有一點思考
[00:12:36.800 --> 00:12:38.600]  有時人生就是這樣
[00:12:38.600 --> 00:12:39.800]  隨波逐流
[00:12:39.800 --> 00:12:41.000]  人家覺得popular
[00:12:41.000 --> 00:12:42.200]  或者怎樣賺到錢
[00:12:42.200 --> 00:12:44.600]  怎樣成名我們就怎樣做
[00:12:44.600 --> 00:12:47.800]  但從來沒有停下來反省
[00:12:47.800 --> 00:12:50.200]  其實神給我們真正的感動
[00:12:50.200 --> 00:12:52.600]  最真實的我
[00:12:52.600 --> 00:12:55.800]  最應該做甚麼很重要的工作呢?
[00:12:55.800 --> 00:12:58.000]  我相信每一個人生都有
[00:12:58.000 --> 00:12:59.400]  只不過有些人會尋找
[00:12:59.400 --> 00:13:00.400]  有些人就算了
[00:13:00.400 --> 00:13:02.600]  尋到一半尋不到就放棄了
[00:13:02.600 --> 00:13:05.200]  我希望大家不要去放棄
[00:13:05.200 --> 00:13:06.800]  繼續尋找
[00:13:06.800 --> 00:13:09.000]  直到一日你找到
[00:13:09.000 --> 00:13:10.200]  這個就是我的天明
[00:13:10.200 --> 00:13:11.600]  神你放在我這個位置
[00:13:11.600 --> 00:13:13.600]  其實就是為了這個工作
[00:13:13.600 --> 00:13:16.800]  這個就是你很重要的工作
[00:13:16.800 --> 00:13:19.200]  就是不會因為這件事而停工
[00:13:19.200 --> 00:13:21.600]  人生的清晰方向很重要
[00:13:21.600 --> 00:13:23.600]  是支持我們一直走下去
[00:13:23.600 --> 00:13:26.000]  依然可以火熱侍奉神
[00:13:26.000 --> 00:13:28.000]  一個很重要的點
[00:13:28.000 --> 00:13:30.200]  這個就離稀未有
[00:13:30.200 --> 00:13:31.200]  離稀未有之後
[00:13:31.200 --> 00:13:32.800]  第二個就是
[00:13:32.800 --> 00:13:35.400]  第二個我們都要學會怎樣去
[00:13:35.400 --> 00:13:38.600]  拒絕這個分心的誘惑
[00:13:38.600 --> 00:13:41.600]  參巴拉發了一封公文給他
[00:13:41.600 --> 00:13:44.800]  被他拒絕了四次
[00:13:44.800 --> 00:13:47.400]  就說他們四次給我同樣的公文
[00:13:47.400 --> 00:13:50.800]  每一次我都以同樣的話回答他
[00:13:50.800 --> 00:13:52.200]  發第一封不開
[00:13:52.200 --> 00:13:54.000]  重要的工作不停工
[00:13:54.000 --> 00:13:55.400]  再發一封來吧
[00:13:55.400 --> 00:13:57.000]  大家談一談
[00:13:57.000 --> 00:13:58.000]  不開
[00:13:58.000 --> 00:14:00.600]  重要的工作第三次又來
[00:14:00.600 --> 00:14:02.400]  第四次又來
[00:14:02.400 --> 00:14:04.200]  我不知道大家
[00:14:04.200 --> 00:14:07.000]  是不是一個懂得拒絕的人
[00:14:07.000 --> 00:14:08.800]  我又不是很懂得拒絕的
[00:14:08.800 --> 00:14:11.400]  尤其是借錢方面
[00:14:11.400 --> 00:14:13.200]  逢借就必say yes
[00:14:13.200 --> 00:14:15.000]  現在好了
[00:14:15.000 --> 00:14:17.600]  把錢全部交給Shirley就搞定
[00:14:17.600 --> 00:14:19.200]  我沒有錢的
[00:14:19.200 --> 00:14:20.400]  想借也沒用
[00:14:20.400 --> 00:14:23.200]  想借也借不到
[00:14:23.200 --> 00:14:26.000]  對我來說可能慢慢年紀大了
[00:14:26.000 --> 00:14:27.800]  開始懂得say no
[00:14:27.800 --> 00:14:30.000]  但對我來說到這個moment
[00:14:30.000 --> 00:14:34.000]  我相信我最多可以say no兩次
[00:14:34.000 --> 00:14:35.600]  第三次再發一封公文
[00:14:35.600 --> 00:14:37.400]  我都很難拒絕
[00:14:37.400 --> 00:14:39.000]  來吧大家談一談
[00:14:39.000 --> 00:14:40.400]  可能我都說
[00:14:40.400 --> 00:14:41.800]  真的需要談一談
[00:14:41.800 --> 00:14:42.800]  人家這麼有誠意
[00:14:42.800 --> 00:14:46.200]  第三次停工
[00:14:46.200 --> 00:14:47.600]  利希米厲害
[00:14:47.600 --> 00:14:49.400]  四次
[00:14:49.400 --> 00:14:52.000]  很堅決很清晰
[00:14:52.000 --> 00:14:53.600]  這個就是很重要的工作
[00:14:53.600 --> 00:14:55.200]  絕對不停工
[00:14:55.200 --> 00:14:56.400]  第一次no
[00:14:56.400 --> 00:14:57.400]  第二次no
[00:14:57.400 --> 00:14:58.000]  第三次no
[00:14:58.000 --> 00:15:00.200]  第四次no
[00:15:00.200 --> 00:15:04.200]  你知道如果我們不懂得say no
[00:15:04.200 --> 00:15:05.000]  我跟別人說
[00:15:05.000 --> 00:15:08.000]  如果你不懂得計劃你的priority和calendar
[00:15:08.000 --> 00:15:09.200]  人家會幫你計劃
[00:15:09.200 --> 00:15:11.200]  人家會幫你寫滿
[00:15:11.200 --> 00:15:13.000]  不懂得say no就會很忙
[00:15:13.000 --> 00:15:14.200]  今天幫人搬家
[00:15:14.200 --> 00:15:15.800]  明天陪人去DMV
[00:15:15.800 --> 00:15:17.800]  後天陪人去探望醫院
[00:15:17.800 --> 00:15:21.000]  後天就幫人去探望誰
[00:15:21.000 --> 00:15:23.400]  你身邊一定有很多好事
[00:15:23.400 --> 00:15:25.200]  這些都是好事
[00:15:25.200 --> 00:15:27.400]  所有這些好事
[00:15:27.400 --> 00:15:29.200]  好事多麼
[00:15:29.200 --> 00:15:31.600]  就會不知不覺讓你失去了什麼
[00:15:31.600 --> 00:15:35.200]  最重要的事就沒有做到
[00:15:35.200 --> 00:15:37.600]  當你知道什麼是最重要的事
[00:15:37.600 --> 00:15:42.200]  就要懂得拒絕讓你分心
[00:15:42.200 --> 00:15:44.600]  殺大魔鬼攻擊我們有兩個方式
[00:15:44.600 --> 00:15:45.600]  讓你停工
[00:15:45.600 --> 00:15:47.800]  第一個叫destruction
[00:15:47.800 --> 00:15:51.600]  就是拿走你的健康
[00:15:51.600 --> 00:15:53.400]  給你各樣的難處
[00:15:53.400 --> 00:15:54.600]  讓你知道危險
[00:15:54.600 --> 00:15:56.000]  威脅你
[00:15:56.000 --> 00:15:57.000]  停工
[00:15:57.000 --> 00:15:59.000]  停工就沒事
[00:15:59.000 --> 00:16:01.000]  但如果有些人很堅強
[00:16:01.000 --> 00:16:03.000]  看來你拿走這些東西
[00:16:03.000 --> 00:16:04.400]  意外主
[00:16:04.400 --> 00:16:06.400]  奈你不何
[00:16:06.400 --> 00:16:10.400]  第二個D就是Distraction
[00:16:10.400 --> 00:16:12.400]  有些東西迷惑你
[00:16:12.400 --> 00:16:14.400]  有什麼可以讓你分心
[00:16:14.400 --> 00:16:16.400]  讓你很忙就行了
[00:16:16.400 --> 00:16:19.200]  不斷為你覺得好的事忙
[00:16:19.200 --> 00:16:22.000]  忙著忙著你就停工了
[00:16:22.000 --> 00:16:24.000]  神秘你那個很重要的工作
[00:16:24.000 --> 00:16:26.800]  就不知不覺停了
[00:16:26.800 --> 00:16:30.000]  Distraction不work就是Distraction
[00:16:30.000 --> 00:16:32.000]  Either one
[00:16:32.000 --> 00:16:34.200]  所以黎希米第一個不work
[00:16:34.200 --> 00:16:35.000]  他用第二個
[00:16:35.000 --> 00:16:37.000]  黎希米說中招
[00:16:37.000 --> 00:16:39.000]  我就知道你想拖我
[00:16:39.000 --> 00:16:40.400]  你想我停工
[00:16:40.400 --> 00:16:42.400]  不斷不斷邀請我
[00:16:42.400 --> 00:16:45.000]  所以我們要學會有清晰的方向
[00:16:45.000 --> 00:16:47.800]  也要學會怎樣為自己立條界線
