
[00:00:00.000 --> 00:00:06.000]  今日和大家分享的題目是重建大衛的帳幕
[00:02:29.000 --> 00:02:31.000]  在我們的生命裏面立願
[00:02:31.000 --> 00:02:35.000]  主你幫助我們成為一個你所喜悅
[00:02:35.000 --> 00:02:37.000]  我們在靈裏面需要你的復興
[00:02:37.000 --> 00:02:41.000]  在新的一年裏面我們要經歷你新的引導和恩典
[00:02:41.000 --> 00:02:45.000]  主感謝你 閲立瑞聽我們在你面前的懇求
[00:02:45.000 --> 00:02:47.000]  祈禱感恩奉主明求
[00:02:47.000 --> 00:02:49.000]  阿們
[00:02:49.000 --> 00:02:54.000]  剛才我們讀的這段經文是記載在亞摩斯書
[00:02:54.000 --> 00:02:56.000]  說起亞摩斯書
[00:02:56.000 --> 00:02:59.000]  可能大家的印象都比較模糊
[00:02:59.000 --> 00:03:01.000]  它是一本小仙之書
[00:03:01.000 --> 00:03:08.000]  它主要的對象就是當時分裂了的北角以色列國
[00:03:08.000 --> 00:03:14.000]  當時在以色列國裏面經濟很繁榮很蓬勃
[00:03:14.000 --> 00:03:19.000]  但是我們發現那些有錢人過著一些無憂無慮
[00:03:19.000 --> 00:03:21.000]  舒適安逸的生活
[00:03:21.000 --> 00:03:26.000]  但是對當時的窮人卻是袖手旁觀
[00:03:26.000 --> 00:03:29.000]  這一班有錢人遵守宗教的禮儀
[00:03:29.000 --> 00:03:33.000]  期望藉著這些禮儀討神的喜悅
[00:03:33.000 --> 00:03:37.000]  但是他心裏面已經失去對神的愛
[00:03:37.000 --> 00:03:39.000]  故此亞摩斯書要宣告
[00:03:39.000 --> 00:03:44.000]  因為他們因自己的惡行要遭神的毀滅
[00:03:44.000 --> 00:03:51.000]  整本亞摩斯書都是一本很有責備的書
[00:03:51.000 --> 00:03:59.000]  但是我們今天讀這一段的語調有一個很大的改變
[00:03:59.000 --> 00:04:02.000]  這一段經文給我們讀的人
[00:04:02.000 --> 00:04:09.000]  是一個很復興很盼望很正面的訊息
[00:04:09.000 --> 00:04:13.000]  這也是亞摩斯書給我們的一個盼望
[00:04:13.000 --> 00:04:16.000]  今天我們在香港的生活都是一樣
[00:04:16.000 --> 00:04:19.000]  去年我們經歷了很困難的一年
[00:04:19.000 --> 00:04:22.000]  但是今年我不敢說我們會好
[00:04:22.000 --> 00:04:26.000]  因為我們看到的趨勢只是每況愈下
[00:04:26.000 --> 00:04:30.000]  基督徒的生命面對這樣的處境的時候
[00:04:30.000 --> 00:04:35.000]  我們怎樣能夠去突破我們心裏的那種幽暗幽悶呢
[00:04:35.000 --> 00:04:38.000]  我看到好像亞摩斯
[00:04:38.000 --> 00:04:40.000]  他在一個幽暗的環境當中
[00:04:40.000 --> 00:04:43.000]  他要傳遞一個盼望的訊息
[00:04:43.000 --> 00:04:47.000]  他要傳遞一個神要將來復興的訊息
[00:04:47.000 --> 00:04:52.000]  而這個復興是從我們每一個人的生命開始
[00:04:52.000 --> 00:04:57.000]  所以今天你問我我們香港的問題怎樣能夠解決
[00:04:57.000 --> 00:05:00.000]  或者我們微觀一點去看
[00:05:00.000 --> 00:05:04.000]  就是我們每一個人的生命怎樣去被神重新的復興
[00:05:04.000 --> 00:05:06.000]  當我們的生命被神改變的時候
[00:05:06.000 --> 00:05:11.000]  我相信我們都能夠影響這個社會
[00:05:11.000 --> 00:05:12.000]  不要小看自己
[00:05:12.000 --> 00:05:15.000]  可能我們覺得我們是什麼人呢
[00:05:15.000 --> 00:05:17.000]  我們又不是什麼高官
[00:05:17.000 --> 00:05:20.000]  我們又不是什麼權貴
[00:05:20.000 --> 00:05:22.000]  但是不要小看
[00:05:22.000 --> 00:05:24.000]  神能夠用得著
[00:05:24.000 --> 00:05:26.000]  當我們的生命被祂轉化的時候
[00:05:26.000 --> 00:05:30.000]  有很多不可能的事情都能夠成為可能
[00:05:30.000 --> 00:05:34.000]  剛才我們讀的第十一十二節的經文裏面
[00:05:34.000 --> 00:05:37.000]  有幾個字很吸引我的注意
[00:05:37.000 --> 00:05:38.000]  第十一節裏面就是
[00:05:38.000 --> 00:05:44.000]  在那日我必重建大衛島塔的帳幕
[00:05:44.000 --> 00:05:47.000]  修補其中的缺口
[00:05:47.000 --> 00:05:49.000]  重新修造
[00:05:49.000 --> 00:05:52.000]  好像古時一樣
[00:05:52.000 --> 00:05:57.000]  而且這個修造令到所有外邦包括以東的地方
[00:05:57.000 --> 00:06:00.000]  都能夠被稱為神明下的國
[00:06:00.000 --> 00:06:05.000]  這個就是神要做的事情
[00:06:05.000 --> 00:06:09.000]  當我們今年去思想到教會的主題的時候
[00:06:09.000 --> 00:06:13.000]  除了這個好像對聯一樣的內容之外
[00:06:13.000 --> 00:06:15.000]  我們都有一個心中的感動
[00:06:15.000 --> 00:06:21.000]  就是我們有一個重建與醫治的一個副題
[00:06:21.000 --> 00:06:23.000]  什麼叫重建呢?
[00:06:23.000 --> 00:06:28.000]  重建就需要我們生命再一次注視自己的缺口
[00:06:28.000 --> 00:06:30.000]  我們要蒙醫治
[00:06:30.000 --> 00:06:34.000]  因為這些缺口如果不被包紮不被醫治的時候
[00:06:34.000 --> 00:06:36.000]  常常都會躺血
[00:06:36.000 --> 00:06:38.000]  常常都會隱隱作痛
[00:06:38.000 --> 00:06:41.000]  令到我們不能夠繼續向前走
[00:06:41.000 --> 00:06:47.000]  所以今天我們去思想重建和修補缺口
[00:06:47.000 --> 00:06:51.000]  是我們今天很重要的一件事
[00:06:51.000 --> 00:06:55.000]  在經文裏面我相信大家最吸引的地方
[00:06:55.000 --> 00:06:58.000]  就是所謂大衛的帳幕
[00:06:58.000 --> 00:07:02.000]  很多解經家的人都有不同的解釋
[00:07:02.000 --> 00:07:05.000]  大衛的帳幕究竟是什麼意思呢?
[00:07:05.000 --> 00:07:07.000]  有些人覺得就是在說
[00:07:07.000 --> 00:07:12.000]  當大衛去接約位回來耶路撒冷的時候
[00:07:12.000 --> 00:07:17.000]  未搬進去做好聖殿之前的幕
[00:07:17.000 --> 00:07:20.000]  裝著約櫃的帳幕
[00:07:20.000 --> 00:07:23.000]  當然這個不能說他不對
[00:07:23.000 --> 00:07:27.000]  但我似乎比較採取一個意思
[00:07:27.000 --> 00:07:33.000]  就是用一個寓意的方式去理解大衛的帳幕
[00:07:33.000 --> 00:07:38.000]  大衛的帳幕可以說是神興起大衛的角度
[00:07:38.000 --> 00:07:41.000]  大家都很熟悉大衛的故事
[00:07:41.000 --> 00:07:43.000]  他本來是一個牧羊仔
[00:07:43.000 --> 00:07:49.000]  但是神給他一種勇毅或者勇武
[00:07:49.000 --> 00:07:51.000]  他能夠打敗哥利亞
[00:07:51.000 --> 00:07:55.000]  以至成為蘇羅王的女婿
[00:07:55.000 --> 00:07:59.000]  也成為當時以色列國的軍長
[00:07:59.000 --> 00:08:02.000]  但是他的外父妒忌他
[00:08:02.000 --> 00:08:04.000]  所以要追殺他
[00:08:04.000 --> 00:08:07.000]  所以他就開始了逃命的旅程
[00:08:07.000 --> 00:08:09.000]  在逃命的過程裏面
[00:08:09.000 --> 00:08:14.000]  他有很多次機會可以去殺死蘇羅
[00:08:14.000 --> 00:08:16.000]  但是他說了一句話
[00:08:16.000 --> 00:08:22.000]  他就說我絕不可去害耶和華的受膏者
[00:08:22.000 --> 00:08:24.000]  一次兩次都是這樣
[00:08:24.000 --> 00:08:27.000]  他放過了蘇羅
[00:08:27.000 --> 00:08:31.000]  到最後蘇羅和約拿丹戰死沙場
[00:08:31.000 --> 00:08:34.000]  當有人向大衛報信的時候
[00:08:34.000 --> 00:08:36.000]  他說你的敵人死了
[00:08:36.000 --> 00:08:39.000]  那個人想著會有很大的獎賞
[00:08:39.000 --> 00:08:41.000]  因為報了這個喜訊
[00:08:41.000 --> 00:08:44.000]  大家知不知道大衛的反應是怎樣
[00:08:44.000 --> 00:08:48.000]  大衛就馬上殺了來報喜的人
[00:08:48.000 --> 00:08:53.000]  因為他說到以色列的大英雄何景敗落
[00:08:53.000 --> 00:08:56.000]  在他的生命裏面他是尊神為大
[00:08:56.000 --> 00:09:01.000]  所以他最初在希伯倫的時候作王七年
[00:09:01.000 --> 00:09:08.000]  後來他就在33年裏面作整個以色列的王
[00:09:08.000 --> 00:09:11.000]  當大衛成為皇帝之後
[00:09:11.000 --> 00:09:14.000]  神向他講了一段說話
[00:09:14.000 --> 00:09:20.000]  記載在撒姆爾記下第七章第八到第十六節
[00:09:20.000 --> 00:09:22.000]  我只是選一節的內容
[00:09:22.000 --> 00:09:24.000]  第十六節他這樣說
[00:09:24.000 --> 00:09:29.000]  你的家和你的國必在你面前永遠建立
[00:09:29.000 --> 00:09:34.000]  即王位也必堅定直到永遠
[00:09:34.000 --> 00:09:37.000]  這是耶和華神對大衛的一個應許
[00:09:37.000 --> 00:09:44.000]  而這個應許就產生了大衛的角度
[00:09:44.000 --> 00:09:47.000]  大家都明白大衛的角度
[00:09:47.000 --> 00:09:51.000]  就是大衛的子孫繼續做皇帝
[00:09:51.000 --> 00:09:54.000]  但是我們知道在以色列的歷史
[00:09:54.000 --> 00:09:58.000]  在公元前538年的時候
[00:09:58.000 --> 00:10:03.000]  當巴比倫人攻陷了以色列的耶路撒冷之後
[00:10:03.000 --> 00:10:09.000]  就不可以再有大衛的後裔去統治這個國家
[00:10:09.000 --> 00:10:13.000]  一路經過很多很多年
[00:10:13.000 --> 00:10:19.000]  大家知不知道大衛的後裔到何時再次出現
[00:10:19.000 --> 00:10:23.000]  大家好像很疑惑
[00:10:23.000 --> 00:10:25.000]  你不用這麼疑惑
[00:10:25.000 --> 00:10:29.000]  大家知不知道誰是大衛的後裔
[00:10:29.000 --> 00:10:32.000]  主耶穌基督是大衛的後裔
[00:10:32.000 --> 00:10:36.000]  所以他是接續了大衛的角度
[00:10:36.000 --> 00:10:41.000]  但這個角度也不是在耶穌基督再世的時候完成的
[00:10:41.000 --> 00:10:47.000]  這個角度是主耶穌基督再回來的時候才完全的完成
[00:10:47.000 --> 00:10:52.000]  上星期朱全道和我們分享啟示錄的時候
[00:10:52.000 --> 00:10:57.000]  給到我們這個很有力的訊息
[00:10:57.000 --> 00:11:01.000]  從這個預言想到歷史的進程的時候
[00:11:01.000 --> 00:11:06.000]  我們就想起當時拿丹對大衛的預言
[00:11:06.000 --> 00:11:10.000]  其實今天是一步一步的實現
[00:11:10.000 --> 00:11:15.000]  大衛的角度或者大衛所支搭的帳幕
[00:11:15.000 --> 00:11:20.000]  是代表了皇的敬畏、皇的信仰、皇的尊嚴
[00:11:20.000 --> 00:11:23.000]  和皇的敬拜
[00:11:23.000 --> 00:11:31.000]  同時也是關乎皇的成敗、國的興衰、民的安康
[00:11:31.000 --> 00:11:38.000]  所以這個大衛的帳幕代表了一個很深的意思
[00:11:38.000 --> 00:11:46.000]  不只是在未有耶和華殿之前裝著藥櫃的帳幕
[00:11:46.000 --> 00:11:51.000]  經文裡面提到大衛倒塌的帳幕
[00:11:51.000 --> 00:11:55.000]  為什麼大衛的帳幕會倒塌呢?
[00:11:55.000 --> 00:12:02.000]  其實代表了藉著大衛的皇權已經衰落
[00:12:02.000 --> 00:12:04.000]  當然剛才我說過
[00:12:04.000 --> 00:12:08.000]  當巴比倫攻陷耶路撒冷的時候
[00:12:08.000 --> 00:12:12.000]  那個角度似乎就斷了
[00:12:12.000 --> 00:12:17.000]  在以西傑書22章30節裡面聖經這樣說
[00:12:17.000 --> 00:12:22.000]  「我在他們中間尋找一人重修城牆
[00:12:22.000 --> 00:12:26.000]  在我面前為這地站在缺口上
[00:12:26.000 --> 00:12:28.000]  使我不自滅絕他
[00:12:28.000 --> 00:12:31.000]  卻連一個也找不著」
[00:12:31.000 --> 00:12:36.000]  這個經文裡面給我們看到
[00:12:36.000 --> 00:12:39.000]  為什麼大衛的帳幕會倒塌呢?
[00:12:39.000 --> 00:12:46.000]  就是因為他們想重修城牆的時候
[00:12:46.000 --> 00:12:51.000]  他們能夠在這個地方站在缺口上就可以修補
[00:12:51.000 --> 00:12:55.000]  意思就是說如果有人去修補
[00:12:55.000 --> 00:13:01.000]  有人去防止他、兼顧他的時候
[00:13:01.000 --> 00:13:05.000]  這個帳幕或者這個角度就不會衰落
[00:13:05.000 --> 00:13:09.000]  但這段以西傑書最後一句是很可惜的
[00:13:09.000 --> 00:13:15.000]  他說「卻連一個人都找不著」
[00:13:15.000 --> 00:13:19.000]  今天我不知道在我們屬靈生命裡面
[00:13:19.000 --> 00:13:22.000]  有沒有人守望我們呢?
[00:13:22.000 --> 00:13:25.000]  我們的生命作為神的管治
[00:13:25.000 --> 00:13:28.000]  作為神的聖靈的殿
[00:13:28.000 --> 00:13:32.000]  很多時候我們都會心去了第二個地方
[00:13:32.000 --> 00:13:36.000]  可能我們的心裡面不是專一的去跟隨神
[00:13:36.000 --> 00:13:41.000]  或者我們的心裡面已經被很多事情困擾了我們
[00:13:41.000 --> 00:13:44.000]  但是有沒有人守望我們呢?
[00:13:44.000 --> 00:13:48.000]  有沒有人去補我們生命的缺口
[00:13:48.000 --> 00:13:51.000]  提醒我們不要再錯下去呢?
[00:13:51.000 --> 00:13:53.000]  如果沒有人提醒的時候
[00:13:53.000 --> 00:13:56.000]  這個帳幕就會倒塌
[00:13:56.000 --> 00:14:01.000]  這個帳幕就是代表了我們的生命
[00:14:01.000 --> 00:14:05.000]  我們的生命就會倒塌
[00:14:05.000 --> 00:14:08.000]  阿摩斯先知的預言和啟示
[00:14:08.000 --> 00:14:11.000]  是因為神的百姓心中遠離神
[00:14:11.000 --> 00:14:13.000]  以一個宗教的形式去敬拜
[00:14:13.000 --> 00:14:21.000]  只在乎追求外表的帳幕、外表的敬虔、外表的會堂
[00:14:21.000 --> 00:14:26.000]  有時候我們都好像自己騙了自己一樣
[00:14:26.000 --> 00:14:28.000]  可能我們會說
[00:14:28.000 --> 00:14:31.000]  我每個禮拜都有回來聚會的
[00:14:31.000 --> 00:14:33.000]  我每個禮拜都有回小組的
[00:14:33.000 --> 00:14:35.000]  我每個禮拜都有奉獻的
[00:14:35.000 --> 00:14:38.000]  我每個月都有定額奉獻的
[00:14:38.000 --> 00:14:40.000]  或者你說很多
[00:14:40.000 --> 00:14:45.000]  我有一個很熱切的宗教的行為
[00:14:45.000 --> 00:14:48.000]  或者我有一種敬虔的表現
[00:14:48.000 --> 00:14:54.000]  但是可能你自己心中的那個帳幕已經在倒塌
[00:14:54.000 --> 00:14:57.000]  這件事我們真的要很留意
[00:14:57.000 --> 00:14:59.000]  如果沒有人守望我們的時候
[00:14:59.000 --> 00:15:02.000]  可能我們倒塌了都不知道發生什麼事
[00:15:02.000 --> 00:15:05.000]  我們被騙了自己
[00:15:05.000 --> 00:15:08.000]  可能你騙到別人但是騙不到自己
[00:15:08.000 --> 00:15:11.000]  其實有時候連自己也被騙了
[00:15:11.000 --> 00:15:18.000]  是一個很令人沮喪的事情
[00:15:18.000 --> 00:15:21.000]  在《爾賽亞書》第58章第12節
[00:15:21.000 --> 00:15:22.000]  聖經這樣說
[00:15:22.000 --> 00:15:27.000]  你們中間必有人起來修造九二荒廢之處
[00:15:27.000 --> 00:15:30.000]  立起代代相承的根基
[00:15:30.000 --> 00:15:32.000]  你必稱為修補裂痕的
[00:15:32.000 --> 00:15:38.000]  和重修路徑給人居住的
[00:15:38.000 --> 00:15:40.000]  是倒塌的帳幕
[00:15:40.000 --> 00:15:41.000]  但是我們有盼望
[00:15:41.000 --> 00:15:44.000]  雖然找不到人去重修
[00:15:44.000 --> 00:15:46.000]  但是神的話語說
[00:15:46.000 --> 00:15:49.000]  必有一個人起來
[00:15:49.000 --> 00:15:52.000]  在你們中間必有一個人起來
[00:15:52.000 --> 00:15:55.000]  去重修這些荒廢的地方
[00:15:55.000 --> 00:15:58.000]  破口是必須修補的
[00:15:58.000 --> 00:16:02.000]  破壞的必須重新建立重新建造
[00:16:02.000 --> 00:16:03.000]  像古時一樣
[00:16:03.000 --> 00:16:10.000]  就好像當年神怎樣去應許大衛一樣
[00:16:10.000 --> 00:16:16.000]  這個就是我們屬靈生命的盼望
[00:16:16.000 --> 00:16:18.000]  雖然我們在困難之中
[00:16:18.000 --> 00:16:22.000]  我們都有很多成長的障礙
[00:16:22.000 --> 00:16:27.000]  但是我們仍然對神充滿信心
[00:16:27.000 --> 00:16:29.000]  這個倒塌的帳幕
[00:16:29.000 --> 00:16:33.000]  預表了我們內在生命的昏暗
[00:16:33.000 --> 00:16:35.000]  當我們內在生命昏暗的時候
[00:16:35.000 --> 00:16:40.000]  我們很難修補我們生命的缺口
[00:16:40.000 --> 00:16:43.000]  因為我們都在傷痛之中
[00:16:43.000 --> 00:16:46.000]  我覺得我的傷很大很重
[00:16:46.000 --> 00:16:49.000]  沒人能夠醫治
[00:16:49.000 --> 00:16:53.000]  當我們繼續傳著這個思想去想的時候
[00:16:53.000 --> 00:16:55.000]  我們就會說
[00:16:55.000 --> 00:17:00.000]  我沒辦法再去讚美神
[00:17:00.000 --> 00:17:05.000]  我沒辦法向神感恩
[00:17:05.000 --> 00:17:08.000]  換而來之的是什麼呢?
[00:17:08.000 --> 00:17:14.000]  就是我們的生命不斷對神有懷疑有埋怨
[00:17:14.000 --> 00:17:18.000]  缺少反省和感恩
[00:17:18.000 --> 00:17:22.000]  我不知道你進入2020年的時候
[00:17:22.000 --> 00:17:24.000]  你的心是怎樣想的
[00:17:24.000 --> 00:17:26.000]  我就做了一個反省
[00:17:26.000 --> 00:17:30.000]  就是由2010年到2019年
[00:17:30.000 --> 00:17:33.000]  究竟在過去的十年裡
[00:17:33.000 --> 00:17:35.000]  在我們屬靈生命裡
[00:17:35.000 --> 00:17:37.000]  或者在我們的生命裡
[00:17:37.000 --> 00:17:39.000]  我們有什麼改變
[00:17:39.000 --> 00:17:42.000]  我們是領受了神的恩典的呢?
[00:17:42.000 --> 00:17:44.000]  我不知道你有沒有嘗試去想
[00:17:44.000 --> 00:17:46.000]  有時候一年去反省
[00:17:46.000 --> 00:17:49.000]  好像不是很大分別
[00:17:49.000 --> 00:17:51.000]  但如果你在十年去看
[00:17:51.000 --> 00:17:54.000]  一個比較長的時間去看的時候
[00:17:54.000 --> 00:18:00.000]  你會看到原來在十年裡有很多的改變
[00:18:00.000 --> 00:18:04.000]  我想我的親子關係
[00:18:04.000 --> 00:18:07.000]  在這十年裡都有一個改變
[00:18:07.000 --> 00:18:12.000]  我的女兒是2007年出生的
[00:18:12.000 --> 00:18:15.000]  在她出生的時候
[00:18:15.000 --> 00:18:20.000]  其實我都是一個比較缺乏去關心
[00:18:20.000 --> 00:18:23.000]  總之很少幫太太
[00:18:23.000 --> 00:18:26.000]  總之很多的責任都是交給太太
[00:18:26.000 --> 00:18:30.000]  甚至很多時候都忙於工作
[00:18:30.000 --> 00:18:31.000]  忙於侍奉
[00:18:31.000 --> 00:18:33.000]  給自己很多的藉口
[00:18:33.000 --> 00:18:38.000]  比較忽略了女兒的成長
[00:18:38.000 --> 00:18:41.000]  但是我看回過去的十年
[00:18:41.000 --> 00:18:44.000]  特別是她今年入讀中學
[00:18:44.000 --> 00:18:48.000]  她已經成為一個青少年
[00:18:48.000 --> 00:18:50.000]  她已經長大了
[00:18:50.000 --> 00:18:54.000]  但反而我覺得跟她的關係有轉機
[00:18:54.000 --> 00:19:01.000]  因為我們一起離開禮拜堂
[00:19:01.000 --> 00:19:06.000]  因為她回到星期六下午的青少年的崇拜
[00:19:06.000 --> 00:19:09.000]  我通常星期六下午下班的時候
[00:19:09.000 --> 00:19:12.000]  都可以跟她一起回家
[00:19:12.000 --> 00:19:15.000]  我覺得回家的那段路很好
[00:19:15.000 --> 00:19:17.000]  跟她聊聊天
[00:19:17.000 --> 00:19:20.000]  跟她了解一下她的情況
[00:19:20.000 --> 00:19:23.000]  大家去關心一下
[00:19:23.000 --> 00:19:25.000]  我覺得真的很好
[00:19:25.000 --> 00:19:30.000]  以前她小的時候反而沒有這樣的機會
[00:19:30.000 --> 00:19:34.000]  但好像在短短這段車程的時候
[00:19:34.000 --> 00:19:36.000]  大家去傾談的時候
[00:19:36.000 --> 00:19:39.000]  我覺得還可以
[00:19:39.000 --> 00:19:42.000]  當然我之前也說過
[00:19:42.000 --> 00:19:44.000]  其實一個青少年
[00:19:44.000 --> 00:19:48.000]  很多時候都是我行我素
[00:19:48.000 --> 00:19:50.000]  不說她的事
[00:19:50.000 --> 00:19:53.000]  但有時候會令到你很生氣
[00:19:53.000 --> 00:19:56.000]  令到你要撿她的尾巴
[00:19:56.000 --> 00:20:00.000]  但神真的在過去十年裡
[00:20:00.000 --> 00:20:04.000]  給了我們家庭很大的恩典
[00:20:04.000 --> 00:20:08.000]  有一件事很有趣
[00:20:08.000 --> 00:20:14.000]  我們幾年前買了一本家庭崇拜的靈修書
[00:20:14.000 --> 00:20:20.000]  那本書叫做365日讀經
[00:20:20.000 --> 00:20:23.000]  原則上如果每天都讀的話
[00:20:23.000 --> 00:20:25.000]  一年就會讀完
[00:20:25.000 --> 00:20:29.000]  我們現在好像只讀到180多天
[00:20:29.000 --> 00:20:32.000]  我們這麼多年來
[00:20:32.000 --> 00:20:35.000]  可能說五六年
[00:20:35.000 --> 00:20:37.000]  不知道有沒有五六年
[00:20:37.000 --> 00:20:39.000]  總之由此可見
[00:20:39.000 --> 00:20:44.000]  我們家庭聚會的次數一定不多
[00:20:44.000 --> 00:20:49.000]  如果一個禮拜有一次已經很好
[00:20:49.000 --> 00:20:54.000]  但有時候可能整個月都未必有一次
[00:20:54.000 --> 00:20:59.000]  這個會不會是一個倒塌的場面呢
[00:20:59.000 --> 00:21:04.000]  我們家庭崇拜是需要被神重建的呢
[00:21:04.000 --> 00:21:06.000]  去興起的呢
[00:21:06.000 --> 00:21:11.000]  當你回想過去十年的時候
[00:21:11.000 --> 00:21:13.000]  可能你會想多一點
[00:21:13.000 --> 00:21:15.000]  你不會只是說一年裡
[00:21:15.000 --> 00:21:18.000]  當然有很多弟兄姊妹一年也有很多經歷
[00:21:18.000 --> 00:21:20.000]  病得醫治
[00:21:20.000 --> 00:21:21.000]  生命又改變
[00:21:21.000 --> 00:21:22.000]  工作又改變
[00:21:22.000 --> 00:21:25.000]  當然我不敢說一年沒有改變
[00:21:25.000 --> 00:21:27.000]  一年可能也有很多改變
[00:21:27.000 --> 00:21:31.000]  但是如果你拉上多一點去看的時候
[00:21:31.000 --> 00:21:33.000]  你會看到更多的改變
[00:21:33.000 --> 00:21:36.000]  可能你的工作已經改了行
[00:21:36.000 --> 00:21:40.000]  可能你的家庭成員已經不同了
[00:21:40.000 --> 00:21:43.000]  可能十年前你的子女還是青少年
[00:21:43.000 --> 00:21:45.000]  但過了十年之後
[00:21:45.000 --> 00:21:46.000]  你的子女結婚了
[00:21:46.000 --> 00:21:48.000]  你有孫子了
[00:21:48.000 --> 00:21:52.000]  原來這十年發生了這麼多事
[00:21:52.000 --> 00:21:54.000]  可能十年前你還在供樓
[00:21:54.000 --> 00:21:56.000]  十年前終於甩了
[00:21:56.000 --> 00:21:58.000]  我終於供換了那層樓
[00:21:58.000 --> 00:22:00.000]  這樣是不是也有很大分別呢
[00:22:00.000 --> 00:22:04.000]  其實十年裡可以發生很多的變化
[00:22:04.000 --> 00:22:10.000]  但是你有沒有真的坐下來去檢視你過去十年的裡邊
[00:22:10.000 --> 00:22:13.000]  你怎樣去蒙神的恩典呢
[00:22:13.000 --> 00:22:17.000]  神怎樣去帶領你走過人生的路呢
[00:22:17.000 --> 00:22:22.000]  我覺得有時候我們需要提醒彼此
[00:22:22.000 --> 00:22:26.000]  有些事不是牧師可以代替你去做的
[00:22:26.000 --> 00:22:28.000]  譬如你靈修
[00:22:28.000 --> 00:22:30.000]  不可以代替你去做
[00:22:30.000 --> 00:22:33.000]  但是有些事你可以自己去做的
[00:22:33.000 --> 00:22:36.000]  就是你去反省一下你的生命
[00:22:36.000 --> 00:22:39.000]  朱全道上個禮拜說
[00:22:39.000 --> 00:22:43.000]  天使裡面手拿著兩個Law
[00:22:43.000 --> 00:22:46.000]  一個Law就是代表什麼
[00:22:46.000 --> 00:22:47.000]  忘記了
[00:22:47.000 --> 00:22:50.000]  一個Law代表一個祈求
[00:22:50.000 --> 00:22:52.000]  一個代表什麼
[00:22:52.000 --> 00:22:54.000]  這樣也不知道
[00:22:54.000 --> 00:22:58.000]  祈求和什麼是很大的差別
[00:22:58.000 --> 00:23:00.000]  感恩啊
[00:23:00.000 --> 00:23:02.000]  我們感恩多還是少啊
