
[00:00:00.000 --> 00:00:03.000]  (主席)各位姐妹,我們希望在2013年
[00:02:17.000 --> 00:02:20.000]  是傳一個坦然無懼的心
[00:02:20.000 --> 00:02:22.000]  不用擔心的
[00:02:22.000 --> 00:02:24.000]  你說得就說得
[00:02:24.000 --> 00:02:25.000]  不過請留意
[00:02:25.000 --> 00:02:31.000]  開始他說我們要照著他的旨意去祈求
[00:02:31.000 --> 00:02:34.000]  你是不是全說了?
[00:02:34.000 --> 00:02:36.000]  照你的旨意求即是不用求
[00:02:36.000 --> 00:02:37.000]  這麼好一句主啊
[00:02:37.000 --> 00:02:40.000]  願你的旨意成就就行了
[00:02:40.000 --> 00:02:41.000]  行不行?
[00:02:41.000 --> 00:02:43.000]  你可以這樣說的
[00:02:43.000 --> 00:02:45.000]  如果你真的有這樣的開放和信心
[00:02:45.000 --> 00:02:47.000]  主啊願你的旨意成就
[00:02:47.000 --> 00:02:48.000]  天天這樣祈禱
[00:02:48.000 --> 00:02:50.000]  我想你的生命都會有很大的改變
[00:02:50.000 --> 00:02:52.000]  是不是?
[00:02:52.000 --> 00:02:54.000]  他的旨意是甚麼旨意?
[00:02:54.000 --> 00:02:56.000]  你不知道
[00:02:56.000 --> 00:02:58.000]  不是你想的那些
[00:02:58.000 --> 00:03:00.000]  你所見到的就是這個問題和我解決
[00:03:00.000 --> 00:03:02.000]  這個難題和我解決
[00:03:02.000 --> 00:03:04.000]  這個病和我治好
[00:03:04.000 --> 00:03:05.000]  你是這些東西
[00:03:05.000 --> 00:03:06.000]  你這樣求
[00:03:06.000 --> 00:03:09.000]  但他的旨意是不是那些旨意?
[00:03:09.000 --> 00:03:12.000]  事實上頂智慧你想一想
[00:03:12.000 --> 00:03:15.000]  全世界這麼多人
[00:03:15.000 --> 00:03:17.000]  不要說全世界七十多億人
[00:03:17.000 --> 00:03:19.000]  就算所謂
[00:03:19.000 --> 00:03:21.000]  或者不說叫基督徒了
[00:03:21.000 --> 00:03:26.000]  也有十幾二十億吧
[00:03:26.000 --> 00:03:29.000]  神只有一個神
[00:03:29.000 --> 00:03:31.000]  同時一個神
[00:03:31.000 --> 00:03:34.000]  要向面對十幾二十億的人
[00:03:34.000 --> 00:03:35.000]  大家都說過一句話
[00:03:35.000 --> 00:03:37.000]  你要先聽誰的話?
[00:03:37.000 --> 00:03:39.000]  你說聽誰?
[00:03:39.000 --> 00:03:40.000]  如果我們家裡
[00:03:40.000 --> 00:03:41.000]  你們家裡有小孩那些東西
[00:03:41.000 --> 00:03:43.000]  現在小孩少了
[00:03:43.000 --> 00:03:45.000]  你說你兒孫滿堂
[00:03:45.000 --> 00:03:47.000]  可以有十幾二十個孫
[00:03:47.000 --> 00:03:49.000]  同時那個孫叫救命的時候
[00:03:49.000 --> 00:03:52.000]  那你怎麼辦?
[00:03:52.000 --> 00:03:54.000]  你說怎麼辦?
[00:03:54.000 --> 00:03:55.000]  我孫不是很多
[00:03:55.000 --> 00:03:57.000]  只有三個
[00:03:57.000 --> 00:03:59.000]  有時候覺得這個要
[00:03:59.000 --> 00:04:00.000]  那個叫
[00:04:00.000 --> 00:04:02.000]  那你也要應付
[00:04:02.000 --> 00:04:05.000]  那上帝應付誰好?
[00:04:05.000 --> 00:04:07.000]  每個人都看自己是一件大事
[00:04:07.000 --> 00:04:09.000]  是不是?
[00:04:09.000 --> 00:04:10.000]  所以頂智慧有一次我祈禱的時候
[00:04:10.000 --> 00:04:11.000]  我說神啊
[00:04:11.000 --> 00:04:12.000]  我有很多難處
[00:04:12.000 --> 00:04:13.000]  我向祂禱告
[00:04:13.000 --> 00:04:14.000]  我祈求祢
[00:04:14.000 --> 00:04:15.000]  其中一個人一想
[00:04:15.000 --> 00:04:16.000]  是啊
[00:04:16.000 --> 00:04:18.000]  全世界這麼多人都祈禱
[00:04:18.000 --> 00:04:19.000]  是不是?
[00:04:19.000 --> 00:04:21.000]  有些人性命攸關
[00:04:21.000 --> 00:04:26.000]  你是不是真的這麼大件事?
[00:04:26.000 --> 00:04:27.000]  於是我在那個時候
[00:04:27.000 --> 00:04:29.000]  慢慢改變了
[00:04:29.000 --> 00:04:30.000]  原來一本禱告書裡面說
[00:04:30.000 --> 00:04:32.000]  你不要將你自己那件事
[00:04:32.000 --> 00:04:34.000]  放到這麼大
[00:04:34.000 --> 00:04:35.000]  無限大之下
[00:04:35.000 --> 00:04:36.000]  只有一位
[00:04:36.000 --> 00:04:37.000]  只有這位神
[00:04:37.000 --> 00:04:39.000]  祂有祂的旨意
[00:04:39.000 --> 00:04:40.000]  於是我說神啊
[00:04:40.000 --> 00:04:42.000]  求祢的聖靈來感動我
[00:04:42.000 --> 00:04:43.000]  讓我知道
[00:04:43.000 --> 00:04:45.000]  按著祢的心意去禱告
[00:04:45.000 --> 00:04:47.000]  這個時候心中來了
[00:04:47.000 --> 00:04:49.000]  就不是單單為自己那件事祈禱
[00:04:49.000 --> 00:04:50.000]  我想了一下
[00:04:50.000 --> 00:04:52.000]  微不足道
[00:04:52.000 --> 00:04:55.000]  你有沒有病過?
[00:04:55.000 --> 00:04:56.000]  是不是你病了
[00:04:56.000 --> 00:04:59.000]  覺得自己的病是最大病?
[00:04:59.000 --> 00:05:02.000]  那就感謝上帝
[00:05:02.000 --> 00:05:04.000]  當我一為了自己身體不舒服
[00:05:04.000 --> 00:05:05.000]  要祈禱的時候
[00:05:05.000 --> 00:05:06.000]  我說神啊
[00:05:06.000 --> 00:05:08.000]  這個真是微不足道
[00:05:08.000 --> 00:05:10.000]  有些人正在捱
[00:05:10.000 --> 00:05:14.000]  不如為祂祈禱吧
[00:05:14.000 --> 00:05:15.000]  是不是?
[00:05:15.000 --> 00:05:17.000]  招臣一知禱告
[00:05:17.000 --> 00:05:18.000]  然後聖經說
[00:05:18.000 --> 00:05:20.000]  祂就聽我們
[00:05:20.000 --> 00:05:22.000]  如果既知道
[00:05:22.000 --> 00:05:23.000]  留心聽我
[00:05:23.000 --> 00:05:26.000]  既知道祂聽我們的禱告
[00:05:26.000 --> 00:05:27.000]  一切所求的時候
[00:05:27.000 --> 00:05:30.000]  問題就是你未禱告之先
[00:05:30.000 --> 00:05:31.000]  或者你禱告的時候
[00:05:31.000 --> 00:05:34.000]  知不知道祂正在聽你祈禱?
[00:05:34.000 --> 00:05:38.000]  你祈禱就祈禱
[00:05:38.000 --> 00:05:40.000]  也不知道祂是否正在聽你祈禱
[00:05:40.000 --> 00:05:42.000]  那你安排來幹什麼呢?
[00:05:42.000 --> 00:05:44.000]  你要知道祂正在聽你祈禱
[00:05:44.000 --> 00:05:45.000]  聖經就說
[00:05:45.000 --> 00:05:47.000]  我們所求於祂的
[00:05:47.000 --> 00:05:54.000]  無不得著
[00:05:54.000 --> 00:05:59.000]  上帝從來不會不聽人的呼喚
[00:05:59.000 --> 00:06:00.000]  但是在舊約裡面
[00:06:00.000 --> 00:06:05.000]  神說的一句話是透過先知說的
[00:06:05.000 --> 00:06:11.000]  請大家看撒加利亞書第七章
[00:06:11.000 --> 00:06:12.000]  留心
[00:06:12.000 --> 00:06:14.000]  這是在舊約裡面所說的
[00:06:14.000 --> 00:06:17.000]  因為舊約是一個律法主義時代
[00:06:17.000 --> 00:06:19.000]  真是有眼還眼
[00:06:19.000 --> 00:06:21.000]  有牙還牙的時代
[00:06:21.000 --> 00:06:22.000]  撒加利亞書第七章
[00:06:22.000 --> 00:06:24.000]  沒有打powerpoint的
[00:06:24.000 --> 00:06:30.000]  第十二到十三節
[00:06:30.000 --> 00:06:33.000]  撒加利亞書第七章
[00:06:33.000 --> 00:06:34.000]  留心
[00:06:34.000 --> 00:06:36.000]  如果這些覺醒經你沒有讀
[00:06:36.000 --> 00:06:39.000]  可能你將來會埋怨上帝
[00:06:39.000 --> 00:06:40.000]  怪上帝
[00:06:40.000 --> 00:06:41.000]  但是你讀完之後
[00:06:41.000 --> 00:06:43.000]  你都不敢埋怨怪的
[00:06:43.000 --> 00:06:45.000]  我們一起讀第十二十三節
[00:06:45.000 --> 00:06:48.000]  使心硬如金剛石
[00:06:48.000 --> 00:06:51.000]  不聽律法和萬鈞之謠
[00:06:51.000 --> 00:06:55.000]  用令藉著從前的先知所說的話
[00:06:55.000 --> 00:07:00.000]  故此萬鈞之謠大發烈怒
[00:07:00.000 --> 00:07:01.000]  十三節
[00:07:01.000 --> 00:07:03.000]  萬鈞之謠說
[00:07:03.000 --> 00:07:05.000]  我曾呼喚他們
[00:07:05.000 --> 00:07:07.000]  他們不聽
[00:07:07.000 --> 00:07:09.000]  將來他們呼喚我
[00:07:09.000 --> 00:07:13.000]  我也不聽
[00:07:13.000 --> 00:07:15.000]  這是舊約裡面
[00:07:15.000 --> 00:07:16.000]  到新約的時候
[00:07:16.000 --> 00:07:17.000]  我們有恩典
[00:07:17.000 --> 00:07:20.000]  耶穌基督為我們代求
[00:07:20.000 --> 00:07:21.000]  舊約裡面
[00:07:21.000 --> 00:07:22.000]  我告訴你
[00:07:22.000 --> 00:07:23.000]  你不聽
[00:07:23.000 --> 00:07:25.000]  因為你說我會濫採你
[00:07:25.000 --> 00:07:27.000]  舊約
[00:07:27.000 --> 00:07:29.000]  為了掩護弟兄姊妹
[00:07:29.000 --> 00:07:31.000]  如果你聽到整個說話
[00:07:31.000 --> 00:07:34.000]  你執耳當不聽
[00:07:34.000 --> 00:07:35.000]  聰耳不聞
[00:07:35.000 --> 00:07:38.000]  以後你說主啊救我的時候
[00:07:38.000 --> 00:07:39.000]  不過我相信在恩典裡面
[00:07:39.000 --> 00:07:41.000]  主都會救你的
[00:07:41.000 --> 00:07:44.000]  不過你一定會經歷很慘重的經歷
[00:07:44.000 --> 00:07:45.000]  聖經說
[00:07:45.000 --> 00:07:47.000]  耶和華親口說
[00:07:47.000 --> 00:07:49.000]  我曾呼喚他們
[00:07:49.000 --> 00:07:51.000]  好像媽媽叫兒子一樣
[00:07:51.000 --> 00:07:52.000]  兒子啊回來啦
[00:07:52.000 --> 00:07:54.000]  乖啊聽話啦
[00:07:54.000 --> 00:07:55.000]  濫採
[00:07:55.000 --> 00:07:56.000]  然後他說
[00:07:56.000 --> 00:07:58.000]  將來他們呼求我
[00:07:58.000 --> 00:08:02.000]  我也不聽
[00:08:02.000 --> 00:08:03.000]  弟兄姊妹
[00:08:03.000 --> 00:08:05.000]  希望這個成為你的提醒
[00:08:05.000 --> 00:08:06.000]  提醒而已
[00:08:06.000 --> 00:08:07.000]  這個不是金科律例
[00:08:07.000 --> 00:08:09.000]  是神的說話
[00:08:09.000 --> 00:08:11.000]  因為我們進入恩典裡面之後
[00:08:11.000 --> 00:08:13.000]  雖然我們會這樣
[00:08:13.000 --> 00:08:15.000]  但是因為耶穌基督
[00:08:15.000 --> 00:08:17.000]  為我們不斷在神的面前
[00:08:17.000 --> 00:08:19.000]  祈求我們代求
[00:08:19.000 --> 00:08:24.000]  不過不要濫用這個恩典
[00:08:24.000 --> 00:08:25.000]  還有一處聖經
[00:08:25.000 --> 00:08:27.000]  看在耶穌時代裡面
[00:08:27.000 --> 00:08:29.000]  為什麼
[00:08:29.000 --> 00:08:31.000]  有些禱告上不聽
[00:08:31.000 --> 00:08:34.000]  約翰福音第八章
[00:08:34.000 --> 00:08:36.000]  約翰福音第八章
[00:08:36.000 --> 00:08:40.000]  我們看第三十七節
[00:08:40.000 --> 00:08:47.000]  約翰福音第八章第三十七節
[00:08:47.000 --> 00:08:48.000]  我們找到一起讀好嗎
[00:08:48.000 --> 00:08:50.000]  預備起
[00:08:50.000 --> 00:08:53.000]  我知道你們是阿不拉罕的子孫
[00:08:53.000 --> 00:08:56.000]  你們卻想要殺我
[00:08:56.000 --> 00:08:58.000]  因為你們心裡
[00:08:58.000 --> 00:09:02.000]  用不下我的刀
[00:09:02.000 --> 00:09:07.000]  哪些人想殺耶穌啊
[00:09:07.000 --> 00:09:09.000]  你們都不懂回答
[00:09:09.000 --> 00:09:12.000]  哪些人想殺耶穌啊
[00:09:12.000 --> 00:09:14.000]  阿不拉罕的子孫
[00:09:14.000 --> 00:09:16.000]  我們不是阿不拉罕的子孫
[00:09:16.000 --> 00:09:18.000]  但是當時阿不拉罕的子孫
[00:09:18.000 --> 00:09:20.000]  為什麼要殺耶穌啊
[00:09:20.000 --> 00:09:22.000]  因為耶穌說你們心裡
[00:09:22.000 --> 00:09:24.000]  用不下我的刀
[00:09:24.000 --> 00:09:25.000]  用不下我的刀
[00:09:25.000 --> 00:09:27.000]  就是說耶穌說我講的說話
[00:09:27.000 --> 00:09:30.000]  你應該壯在的
[00:09:30.000 --> 00:09:32.000]  不是無心壯在啊
[00:09:32.000 --> 00:09:34.000]  你滿了其他東西啊
[00:09:34.000 --> 00:09:37.000]  不想壯在啊
[00:09:37.000 --> 00:09:39.000]  你用過那些容器了嗎
[00:09:39.000 --> 00:09:40.000]  要裝東西的時候
[00:09:40.000 --> 00:09:42.000]  要倒空了嘛
[00:09:42.000 --> 00:09:43.000]  然後裝得到嘛
[00:09:43.000 --> 00:09:44.000]  上帝要將祂的說話
[00:09:44.000 --> 00:09:45.000]  透過聖經說話
[00:09:45.000 --> 00:09:47.000]  要裝在你那裡的時候
[00:09:47.000 --> 00:09:49.000]  倒下來給你的時候
[00:09:49.000 --> 00:09:52.000]  嘩!這裡已經有什麼了
[00:09:52.000 --> 00:09:55.000]  有水在那裡了
[00:09:55.000 --> 00:09:57.000]  你不倒了它
[00:09:57.000 --> 00:10:00.000]  對不起,我麻煩了
[00:10:00.000 --> 00:10:01.000]  你不倒了它
[00:10:01.000 --> 00:10:05.000]  你放不下東西啊
[00:10:05.000 --> 00:10:07.000]  你裝不下耶穌說話
[00:10:07.000 --> 00:10:09.000]  在心中的人
[00:10:09.000 --> 00:10:10.000]  聖經怎麼說
[00:10:10.000 --> 00:10:15.000]  這些人是想殺耶穌的人
[00:10:15.000 --> 00:10:17.000]  約翰福音第十五章一到八
[00:10:17.000 --> 00:10:19.000]  就是我們剛才所讀的聖經
[00:10:19.000 --> 00:10:21.000]  耶穌說
[00:10:21.000 --> 00:10:22.000]  第一章
[00:10:36.000 --> 00:10:40.000]  現在你們因我對你們所說的道
[00:10:40.000 --> 00:10:43.000]  已經潔淨了
[00:10:43.000 --> 00:10:46.000]  還有裝在我的道
[00:10:46.000 --> 00:10:49.000]  你們要住在我裡面
[00:10:49.000 --> 00:10:52.000]  我也就住在你們裡面
[00:10:52.000 --> 00:10:53.000]  留心這句話
[00:10:53.000 --> 00:10:55.000]  你們要住在我裡面
[00:10:55.000 --> 00:10:58.000]  我也就住在你們裡面
[00:10:58.000 --> 00:11:00.000]  記住這句話
[00:11:05.000 --> 00:11:07.000]  這個道理你很明白了
[00:11:07.000 --> 00:11:08.000]  如果不明白的時候
[00:11:08.000 --> 00:11:10.000]  你試試在家裡買了盆栽之後
[00:11:10.000 --> 00:11:11.000]  剪了一枝出來
[00:11:11.000 --> 00:11:16.000]  有金的有吉的
[00:11:16.000 --> 00:11:18.000]  將它放在旁邊
[00:11:18.000 --> 00:11:20.000]  不叫果子了
[00:11:20.000 --> 00:11:21.000]  你們若不住在我裡面
[00:11:21.000 --> 00:11:23.000]  也是這樣
[00:11:23.000 --> 00:11:24.000]  下一個
[00:11:24.000 --> 00:11:25.000]  我是葡萄樹
[00:11:25.000 --> 00:11:26.000]  你們是枝子
[00:11:26.000 --> 00:11:28.000]  住在我裡面的
[00:11:28.000 --> 00:11:29.000]  我也住在它裡面
[00:11:29.000 --> 00:11:30.000]  又說了
[00:11:30.000 --> 00:11:31.000]  你在我裡面
[00:11:31.000 --> 00:11:32.000]  我在裡面
[00:11:32.000 --> 00:11:34.000]  它就能接觸很多果子
[00:11:34.000 --> 00:11:35.000]  因為離開了我
[00:11:35.000 --> 00:11:37.000]  你們不能做什麼
[00:11:37.000 --> 00:11:39.000]  人若不在我裡面
[00:11:39.000 --> 00:11:42.000]  就像枝子凋在外面枯乾了
[00:11:42.000 --> 00:11:43.000]  另外一章
[00:11:43.000 --> 00:11:44.000]  人就把他們拾起來
[00:11:44.000 --> 00:11:46.000]  丟在火裡燒了
[00:11:46.000 --> 00:11:49.000]  你們若住在我裡面
[00:11:49.000 --> 00:11:51.000]  一起讀
[00:11:51.000 --> 00:11:55.000]  我的話也留在你們裡面
[00:11:55.000 --> 00:11:58.000]  無論你們想要什麼
[00:11:58.000 --> 00:12:02.000]  祈求就給你們成就
[00:12:02.000 --> 00:12:04.000]  剛才那句記不記得
[00:12:04.000 --> 00:12:07.000]  你們要住在我裡面
[00:12:07.000 --> 00:12:10.000]  我也就住在你們裡面
[00:12:10.000 --> 00:12:12.000]  我叫你重複讀一句
[00:12:12.000 --> 00:12:13.000]  這裡說
[00:12:13.000 --> 00:12:15.000]  你們若住在我裡面
[00:12:15.000 --> 00:12:16.000]  接著怎麼說
[00:12:16.000 --> 00:12:20.000]  我的話也留在你們裡面
[00:12:20.000 --> 00:12:22.000]  留在這個留字
[00:12:22.000 --> 00:12:24.000]  讀完聖經
[00:12:24.000 --> 00:12:27.000]  沒有聖經的說話在心中
[00:12:27.000 --> 00:12:30.000]  是沒有留到說話在心中的
[00:12:30.000 --> 00:12:34.000]  什麼人才知道你有留下神的說話在你裡面
[00:12:34.000 --> 00:12:38.000]  就是你把上帝的說話走出來的時候
[00:12:38.000 --> 00:12:40.000]  你才知道
[00:12:40.000 --> 00:12:41.000]  人家才知道
[00:12:41.000 --> 00:12:44.000]  有神的話曾經留在你裡面
[00:12:44.000 --> 00:12:45.000]  然後
[00:12:45.000 --> 00:12:46.000]  下面那句
[00:12:46.000 --> 00:12:47.000]  一起讀
[00:12:47.000 --> 00:12:49.000]  有求必應
[00:12:49.000 --> 00:12:54.000]  無論你想要什麼
[00:12:54.000 --> 00:12:59.000]  祈求就給你們成就
[00:12:59.000 --> 00:13:02.000]  無論你們想要什麼
[00:13:02.000 --> 00:13:05.000]  祈求就給你們成就
[00:13:05.000 --> 00:13:07.000]  嘩!成了
[00:13:07.000 --> 00:13:08.000]  是不是
[00:13:08.000 --> 00:13:09.000]  有求必應
[00:13:09.000 --> 00:13:16.000]  我用不著連三十晚排隊插香嗎
[00:13:16.000 --> 00:13:18.000]  記得剛才對約翰福音
[00:13:18.000 --> 00:13:19.000]  約翰一書
[00:13:19.000 --> 00:13:21.000]  頂章嗎
[00:13:21.000 --> 00:13:23.000]  忘記了嗎
[00:13:23.000 --> 00:13:25.000]  五分鐘前讀的那段
[00:13:25.000 --> 00:13:28.000]  你們若按著
[00:13:28.000 --> 00:13:29.000]  什麼
[00:13:29.000 --> 00:13:32.000]  他的旨意去祈求
[00:13:32.000 --> 00:13:34.000]  神的旨意在哪裡
[00:13:34.000 --> 00:13:36.000]  神的旨意不是你問牧師
[00:13:36.000 --> 00:13:37.000]  牧師啊
[00:13:37.000 --> 00:13:38.000]  這個不是神的旨意嗎
[00:13:38.000 --> 00:13:39.000]  我想和這個人結婚
[00:13:39.000 --> 00:13:40.000]  我想娶那個人
[00:13:40.000 --> 00:13:41.000]  是不是神的旨意
[00:13:41.000 --> 00:13:42.000]  我找這份工作找那份工作
[00:13:42.000 --> 00:13:43.000]  不是啊
[00:13:43.000 --> 00:13:45.000]  神的旨意在哪裡
[00:13:45.000 --> 00:13:50.000]  在哪裡
[00:13:50.000 --> 00:13:53.000]  每個人都知道神的話語在旨意裡面
[00:13:53.000 --> 00:13:55.000]  你又不去看
[00:13:55.000 --> 00:14:01.000]  只去看通勝
[00:14:01.000 --> 00:14:05.000]  頂姐妹
[00:14:05.000 --> 00:14:07.000]  當我們祈求
[00:14:07.000 --> 00:14:09.000]  想得什麼就得什麼的時候
[00:14:09.000 --> 00:14:12.000]  這樣你們就結出很多的果子
[00:14:12.000 --> 00:14:15.000]  我父就因此得榮耀
[00:14:15.000 --> 00:14:19.000]  人生唯一最大最大的目標
[00:14:19.000 --> 00:14:23.000]  是要叫上帝的名得榮耀
[00:14:23.000 --> 00:14:27.000]  你做不到這件事你一生人是白果
[00:14:27.000 --> 00:14:29.000]  白果的
[00:14:29.000 --> 00:14:31.000]  上帝不能夠在你身上得到榮耀的時候
[00:14:31.000 --> 00:14:34.000]  玩一玩你是有什麼光輝的成績成就
[00:14:34.000 --> 00:14:36.000]  到時兩手一身
[00:14:36.000 --> 00:14:39.000]  都是這樣交低走的
[00:14:39.000 --> 00:14:41.000]  沒有的
[00:14:41.000 --> 00:14:46.000]  你們也就是我的門徒了
[00:14:46.000 --> 00:14:48.000]  作主的門徒
[00:14:48.000 --> 00:14:53.000]  是信耶穌的人一定要做的事
[00:14:53.000 --> 00:14:55.000]  頂姐妹
[00:14:55.000 --> 00:14:58.000]  你怕不怕祈禱
[00:14:58.000 --> 00:14:59.000]  或者這麼說
[00:14:59.000 --> 00:15:02.000]  你喜不喜歡祈禱
[00:15:02.000 --> 00:15:03.000]  你說我也有祈禱
[00:15:03.000 --> 00:15:08.000]  叫救命的時候就祈禱
[00:15:08.000 --> 00:15:09.000]  你發覺
[00:15:09.000 --> 00:15:11.000]  有些基督徒
[00:15:11.000 --> 00:15:12.000]  不懂祈禱
[00:15:12.000 --> 00:15:13.000]  不敢祈禱
[00:15:13.000 --> 00:15:14.000]  不想祈禱
[00:15:14.000 --> 00:15:15.000]  會不會啊
[00:15:15.000 --> 00:15:16.000]  會啊
[00:15:16.000 --> 00:15:18.000]  但是很奇妙的一件事
[00:15:18.000 --> 00:15:19.000]  但是當基督徒
[00:15:19.000 --> 00:15:22.000]  當他想祈禱的時候
[00:15:22.000 --> 00:15:23.000]  他就發覺
[00:15:23.000 --> 00:15:26.000]  我不知道怎麼祈禱
[00:15:26.000 --> 00:15:28.000]  又說不要求自己的事
[00:15:28.000 --> 00:15:30.000]  又求別人的事
[00:15:30.000 --> 00:15:33.000]  但我連整集的問題都是自己的問題
[00:15:33.000 --> 00:15:35.000]  我怎麼祈禱
[00:15:35.000 --> 00:15:37.000]  這是一個很真正的問題
[00:15:37.000 --> 00:15:39.000]  你真正去祈禱的時候你發覺
[00:15:39.000 --> 00:15:41.000]  真的我不知道怎麼祈禱
[00:15:41.000 --> 00:15:42.000]  是不是
[00:15:42.000 --> 00:15:44.000]  原來當我們不知道怎麼祈禱的時候
[00:15:44.000 --> 00:15:46.000]  不是你怕祈禱
[00:15:46.000 --> 00:15:48.000]  不是因為你發覺
[00:15:48.000 --> 00:15:49.000]  祈禱就是這樣
[00:15:49.000 --> 00:15:50.000]  不祈禱就是這樣
[00:15:50.000 --> 00:15:51.000]  是不是
[00:15:51.000 --> 00:15:54.000]  這邊說信
[00:15:54.000 --> 00:15:57.000]  就是想著信去祈禱
[00:15:57.000 --> 00:15:58.000]  那邊發覺
[00:15:58.000 --> 00:16:00.000]  又不是好像自己期望的東西
[00:16:00.000 --> 00:16:02.000]  弄了一下就不信了
[00:16:02.000 --> 00:16:04.000]  在這個情況下怎麼辦
[00:16:04.000 --> 00:16:07.000]  原來發覺生命裡面有很多障礙
[00:16:07.000 --> 00:16:09.000]  卡在這裡
[00:16:09.000 --> 00:16:11.000]  那些障礙你不知道的
[00:16:11.000 --> 00:16:14.000]  我們生命中有多少障礙呢
[00:16:14.000 --> 00:16:17.000]  有一次聖經叫做堡壘
[00:16:17.000 --> 00:16:19.000]  堡壘就是防止
[00:16:19.000 --> 00:16:22.000]  其實堡壘是可以防止人攻擊的
[00:16:22.000 --> 00:16:23.000]  但這個堡壘就弊弊在
[00:16:23.000 --> 00:16:25.000]  你自己自築之後
[00:16:25.000 --> 00:16:28.000]  是難了很多上帝的工作
[00:16:28.000 --> 00:16:30.000]  包括了你的分心
[00:16:30.000 --> 00:16:32.000]  你專注不到
[00:16:32.000 --> 00:16:36.000]  先求他的國和他的義
[00:16:36.000 --> 00:16:40.000]  包括了你害怕
[00:16:40.000 --> 00:16:42.000]  誰沒有害怕
[00:16:42.000 --> 00:16:44.000]  我前一陣子
[00:16:44.000 --> 00:16:46.000]  可能大家都不知道
[00:16:46.000 --> 00:16:48.000]  當我要舉手祝福的時候
[00:16:48.000 --> 00:16:50.000]  抬到這裡我都痛
[00:16:50.000 --> 00:16:51.000]  我心想
[00:16:51.000 --> 00:16:53.000]  上帝你是不是叫我
[00:16:53.000 --> 00:16:55.000]  侍奉完畢
[00:16:55.000 --> 00:16:57.000]  連祝福都祝福不到的時候
[00:16:57.000 --> 00:16:59.000]  你們不知道吧
[00:16:59.000 --> 00:17:01.000]  牧師祝福都這麼輕鬆
[00:17:01.000 --> 00:17:04.000]  原來我抬上去都痛
[00:17:04.000 --> 00:17:07.000]  我心想怎麼辦
[00:17:07.000 --> 00:17:09.000]  我擔心
