
[00:00:00.000 --> 00:00:03.840]  我想問在座大家有沒有人是沒有手機的
[00:03:44.240 --> 00:03:46.240]  所以用天去代表
[00:03:46.240 --> 00:03:50.280]  你從天上顯個神蹟 展個憑據給我看
[00:03:50.280 --> 00:03:53.720]  證明你真的從天上而來
[00:03:53.720 --> 00:03:57.880]  你想想這班法利塞人有沒有見過耶穌行神蹟?
[00:03:57.880 --> 00:03:59.360]  見得多
[00:03:59.360 --> 00:04:02.560]  這班法利塞人有沒有聽過耶穌的教導?
[00:04:02.560 --> 00:04:04.000]  聽得多
[00:04:04.000 --> 00:04:06.560]  他們的問題不是沒有見過
[00:04:06.560 --> 00:04:09.080]  他們見過很多神蹟 五餅二魚
[00:04:09.080 --> 00:04:11.200]  餵七個餅 餵飽四千人
[00:04:11.200 --> 00:04:15.160]  耶穌理海 醫治大麻風 顯個
[00:04:15.160 --> 00:04:18.200]  他們的問題是他們不相信
[00:04:18.200 --> 00:04:20.360]  他們的問題是他們不相信
[00:04:20.360 --> 00:04:24.320]  不相信的人 你見一百個神蹟都沒有用
[00:04:24.320 --> 00:04:27.040]  如果你不相信 我見一萬個神蹟都沒有用
[00:04:27.040 --> 00:04:31.160]  這班法利塞人所需要的不是另一個神蹟
[00:04:31.160 --> 00:04:33.760]  這班法利塞人所需要的就是一個
[00:04:33.760 --> 00:04:39.200]  我願意相信耶穌你就是天父差遣的兒子
[00:04:39.200 --> 00:04:42.720]  來到這個世界救我的位
[00:04:42.720 --> 00:04:45.280]  他們需要這樣東西
[00:04:45.280 --> 00:04:47.960]  他們不相信 所以耶穌深深嘆息
[00:04:47.960 --> 00:04:50.200]  深深嘆息是一個複合字
[00:04:50.200 --> 00:04:54.160]  嘆息之前再加一個字 就是增加的意思
[00:04:54.160 --> 00:04:56.040]  即是很大的嘆息
[00:04:56.040 --> 00:04:59.760]  而這個字的意思就是你的心裏面很觸動
[00:04:59.760 --> 00:05:03.920]  很感慨 很失望 很難過
[00:05:03.920 --> 00:05:06.840]  耶穌見到這班人根本你都不相信
[00:05:06.840 --> 00:05:08.720]  我再做多都沒有用
[00:05:08.720 --> 00:05:10.520]  所以耶穌的回應是甚麼呢?
[00:05:10.520 --> 00:05:13.400]  耶穌的回應是說我實在告訴你們
[00:05:13.400 --> 00:05:17.280]  沒有神蹟給這世代看
[00:05:17.280 --> 00:05:20.040]  這班人想憑眼見 我想去看神蹟
[00:05:20.040 --> 00:05:22.400]  沒有 沒得看
[00:05:22.400 --> 00:05:24.840]  耶穌的回應是
[00:05:24.840 --> 00:05:29.440]  祂離開他們 上船 走了
[00:05:29.440 --> 00:05:34.640]  耶穌說這個世代沒有神蹟看
[00:05:34.640 --> 00:05:40.240]  我想想這個世代是不是今天呢?
[00:05:40.240 --> 00:05:42.400]  今天是不是這個世代呢?
[00:05:42.400 --> 00:05:45.920]  可能都是
[00:05:45.920 --> 00:05:49.880]  我們今天是不是憑眼見的呢?
[00:05:49.880 --> 00:05:52.000]  還是憑信心的呢?
[00:05:52.000 --> 00:05:52.920]  你想想 艇姐妹
[00:05:52.920 --> 00:05:56.880]  你的生命是憑眼見的東西去主導你的生命
[00:05:56.880 --> 00:06:00.480]  還是憑信心去主導你的生命?
[00:06:00.480 --> 00:06:03.760]  我們眼見就是我們每天我們的工作
[00:06:03.760 --> 00:06:05.600]  老闆怎樣待我
[00:06:05.600 --> 00:06:07.320]  家裏怎樣
[00:06:07.320 --> 00:06:09.480]  我有甚麼 我沒有甚麼
[00:06:09.480 --> 00:06:11.720]  我們眼見
[00:06:11.720 --> 00:06:15.240]  我們憑眼見是主導了我們的生命
[00:06:15.240 --> 00:06:19.320]  我們不是憑信心去主宰我們的生命
[00:06:19.320 --> 00:06:23.400]  耶穌說這個世代可能今天都是
[00:06:23.400 --> 00:06:26.560]  我們憑眼見
[00:06:26.560 --> 00:06:30.480]  有一次我去探訪一個人的肢體
[00:06:30.480 --> 00:06:34.800]  他的身體有點軟弱
[00:06:34.800 --> 00:06:35.840]  我去探訪他
[00:06:35.840 --> 00:06:38.640]  他在信仰上有些問題
[00:06:38.640 --> 00:06:41.680]  我去他家兩次加訪他
[00:06:41.680 --> 00:06:43.600]  每次跟他談信仰
[00:06:43.600 --> 00:06:45.800]  其實他不太聽得入耳
[00:06:45.800 --> 00:06:49.880]  他整個焦點就是他身體的軟弱
[00:06:49.880 --> 00:06:52.000]  他說如果耶穌愛我
[00:06:52.000 --> 00:06:53.760]  祂就醫好我
[00:06:53.760 --> 00:06:54.800]  反過來想
[00:06:54.800 --> 00:06:56.400]  如果耶穌不醫好我
[00:06:56.400 --> 00:06:58.760]  如果耶穌不愛我
[00:06:58.760 --> 00:07:00.680]  我們的信心在哪裏?
[00:07:00.680 --> 00:07:02.040]  如果我們真的認識耶穌
[00:07:02.040 --> 00:07:05.160]  我們一定相信耶穌一定愛你
[00:07:05.160 --> 00:07:06.160]  祂醫你不醫你
[00:07:06.160 --> 00:07:08.080]  祂都一定愛你
[00:07:08.080 --> 00:07:09.800]  但祂不是憑信心
[00:07:09.800 --> 00:07:10.840]  祂是憑眼見
[00:07:10.840 --> 00:07:13.720]  我的身體就是這麼軟弱
[00:07:13.720 --> 00:07:16.560]  我鼓勵他嘗試回教會
[00:07:16.560 --> 00:07:19.000]  他認識人在屈福堂
[00:07:19.000 --> 00:07:19.720]  你嘗試回來
[00:07:19.720 --> 00:07:21.680]  我們可以有彼此的關懷
[00:07:21.680 --> 00:07:23.000]  彼此的支援
[00:07:23.000 --> 00:07:25.360]  彼此的扶持
[00:07:25.360 --> 00:07:25.920]  這樣就不行
[00:07:25.920 --> 00:07:26.640]  祂身體軟弱
[00:07:26.640 --> 00:07:27.480]  祂不能回來
[00:07:27.480 --> 00:07:29.440]  但祂可以回到公堂
[00:07:29.440 --> 00:07:30.360]  祂一致不能回到公堂
[00:07:30.360 --> 00:07:31.760]  祂工作的地方
[00:07:31.760 --> 00:07:34.280]  離祂在屈福堂更加遠
[00:07:34.280 --> 00:07:36.240]  祂可以回到公堂
[00:07:36.240 --> 00:07:37.920]  但不肯回到教會
[00:07:37.920 --> 00:07:39.040]  憑眼見
[00:07:39.040 --> 00:07:40.280]  不憑信心
[00:07:40.280 --> 00:07:41.520]  祂只是聚焦於
[00:07:41.520 --> 00:07:43.560]  我見到我身體軟弱
[00:07:43.560 --> 00:07:44.520]  神祢不幫我
[00:07:44.520 --> 00:07:46.040]  祢不醫我
[00:07:46.040 --> 00:07:48.000]  祂又不是上帝
[00:07:48.000 --> 00:07:49.480]  祢愛我
[00:07:49.480 --> 00:07:50.720]  祢為我預備
[00:07:50.720 --> 00:07:53.080]  就是最好
[00:07:53.080 --> 00:07:54.400]  兄弟姐妹
[00:07:54.400 --> 00:07:57.320]  你想清楚我們今天的人生
[00:07:57.320 --> 00:07:59.080]  是否就是這個世代
[00:07:59.080 --> 00:08:02.680]  憑你眼見的東西主宰了你
[00:08:02.680 --> 00:08:05.040]  憑我有沒有的東西主宰了我
[00:08:05.040 --> 00:08:06.680]  有的話比較開心
[00:08:06.680 --> 00:08:08.160]  沒有的話比較悲哀
[00:08:08.160 --> 00:08:09.440]  有的話比較平安
[00:08:09.440 --> 00:08:11.280]  沒有的話沒有那麼平安
[00:08:11.280 --> 00:08:12.520]  健康的話比較好
[00:08:12.520 --> 00:08:15.120]  不健康的話比較憂愁
[00:08:15.120 --> 00:08:17.360]  我們憑眼見主宰了我們
[00:08:17.360 --> 00:08:18.960]  你想想這班法尼賽人
[00:08:18.960 --> 00:08:22.280]  憑眼見不是信耶穌
[00:08:22.280 --> 00:08:23.960]  結果如何?
[00:08:23.960 --> 00:08:28.560]  結果耶穌就離開他們
[00:08:28.560 --> 00:08:30.720]  這是生死問題
[00:08:30.720 --> 00:08:33.080]  如果我們憑眼見的人生
[00:08:33.080 --> 00:08:35.280]  不是憑信心的人生
[00:08:35.280 --> 00:08:37.520]  主會離開我們
[00:08:37.520 --> 00:08:39.200]  你不是真的信耶穌
[00:08:39.200 --> 00:08:41.240]  你也不是信祂
[00:08:41.240 --> 00:08:42.840]  主會離開我們
[00:08:42.840 --> 00:08:43.800]  被主棄主
[00:08:43.800 --> 00:08:45.760]  這是生死問題
[00:08:45.760 --> 00:08:48.360]  這班法尼賽人是生死問題
[00:08:48.360 --> 00:08:50.680]  兄弟姐妹你不要輕看
[00:08:50.680 --> 00:08:51.880]  你憑眼見
[00:08:51.880 --> 00:08:54.240]  現在我們遇到那些有沒有的
[00:08:54.240 --> 00:08:56.040]  主宰了你的人生
[00:08:56.040 --> 00:08:57.200]  很糟糕
[00:08:57.200 --> 00:08:58.800]  我們不是不理會那些東西
[00:08:58.800 --> 00:09:01.560]  我們憑信心去主導我們的人生
[00:09:01.560 --> 00:09:03.080]  按著我們的信心
[00:09:03.080 --> 00:09:05.760]  去處理我們眼見的生活
[00:09:05.760 --> 00:09:07.560]  我們憑信心去過活
[00:09:07.560 --> 00:09:09.160]  信德國上帝
[00:09:09.160 --> 00:09:12.280]  不是沒有錢就沒錢怎麼辦
[00:09:12.280 --> 00:09:14.000]  我初信的時候
[00:09:14.000 --> 00:09:17.840]  當時拜我信主的師父去教我
[00:09:17.840 --> 00:09:19.320]  你沒有錢嗎?
[00:09:19.320 --> 00:09:21.400]  問神拿吧
[00:09:21.400 --> 00:09:22.520]  這句對我很震撼
[00:09:22.520 --> 00:09:23.560]  今天我也記得
[00:09:23.560 --> 00:09:26.960]  意思不是你沒有錢真的去求神問卜
[00:09:26.960 --> 00:09:28.000]  沒有錢你問神拿
[00:09:28.000 --> 00:09:29.640]  你問上帝
[00:09:29.640 --> 00:09:31.960]  你信德國上帝
[00:09:31.960 --> 00:09:34.080]  你沒有的你求祂
[00:09:34.080 --> 00:09:35.360]  祂會給你
[00:09:35.360 --> 00:09:37.840]  祂想給你祂就給你
[00:09:37.840 --> 00:09:39.880]  祂愛你祂一定會供應給你
[00:09:39.880 --> 00:09:41.880]  你先求祂的國和祂的義
[00:09:41.880 --> 00:09:43.320]  這些東西你吃什麼
[00:09:43.320 --> 00:09:44.320]  穿什麼喝什麼
[00:09:44.320 --> 00:09:45.640]  祂會加給你
[00:09:45.640 --> 00:09:48.080]  你信還是不信
[00:09:48.080 --> 00:09:49.800]  弟兄姊妹不要憑眼見
[00:09:49.800 --> 00:09:51.800]  你憑眼見好像法利塞人一樣
[00:09:51.800 --> 00:09:54.600]  最後會主離開他們
[00:09:54.600 --> 00:09:56.080]  當耶穌離開了
[00:09:56.080 --> 00:09:57.920]  祂上船到對岸
[00:09:57.920 --> 00:10:00.800]  那裡發生了一件事
[00:10:00.800 --> 00:10:01.800]  那是什麼事呢?
[00:10:01.800 --> 00:10:05.120]  就是門徒站在那裡吃東西
[00:10:05.120 --> 00:10:06.160]  都是一個餅
[00:10:06.160 --> 00:10:09.320]  十幾人在船上就不夠吃
[00:10:09.320 --> 00:10:11.160]  耶穌對這群門徒
[00:10:11.160 --> 00:10:13.200]  和對法利塞人是完全不同的
[00:10:13.200 --> 00:10:16.200]  原因就是耶穌現在在做門徒訓練
[00:10:16.200 --> 00:10:19.200]  這群人要繼承祂的工作
[00:10:19.200 --> 00:10:24.080]  祂要確保這群人要明白耶穌的心
[00:10:24.080 --> 00:10:27.400]  所以耶穌就乘機教導他們
[00:10:27.400 --> 00:10:30.640]  你們要防備法利塞人的「孝」
[00:10:30.640 --> 00:10:32.800]  和希律的「孝」
[00:10:32.800 --> 00:10:34.400]  什麼叫「孝」呢?
[00:10:34.400 --> 00:10:37.400]  「孝」當然在舊約全部都是負面意義
[00:10:37.400 --> 00:10:39.400]  到了新約有正面有負面
[00:10:39.400 --> 00:10:43.600]  但是「孝」在這裡是指一個負面的影響
[00:10:43.600 --> 00:10:45.000]  不過負面的影響
[00:10:45.000 --> 00:10:48.480]  可以只是那些法利塞人的教導
[00:10:48.480 --> 00:10:51.000]  可以只是希律的行為
[00:10:51.000 --> 00:10:52.000]  那麼你問
[00:10:52.000 --> 00:10:55.800]  法利塞人和希律他們的共通點是什麼呢?
[00:10:55.800 --> 00:10:58.800]  他們的共通點就是對耶穌的不信
[00:10:58.800 --> 00:11:00.400]  對耶穌的敵黨
[00:11:00.400 --> 00:11:03.200]  如果記得我們之前講第三章
[00:11:03.200 --> 00:11:04.200]  耶穌在安息的時候
[00:11:04.200 --> 00:11:07.800]  不是醫治了一個手枯肝的人嗎?
[00:11:07.800 --> 00:11:09.200]  醫治完之後
[00:11:09.200 --> 00:11:10.800]  法利塞人馬上出來
[00:11:10.800 --> 00:11:12.800]  和希律黨的人怎樣呢?
[00:11:12.800 --> 00:11:15.800]  合謀要去除滅耶穌
[00:11:15.800 --> 00:11:18.600]  所以這些人根本就不信耶穌
[00:11:18.600 --> 00:11:22.400]  所以法利塞人和希律的「孝」是指什麼呢?
[00:11:22.400 --> 00:11:24.000]  他們不信
[00:11:24.000 --> 00:11:25.200]  敵黨耶穌
[00:11:25.200 --> 00:11:26.200]  都不當他們是神
[00:11:26.200 --> 00:11:29.000]  不相信這個就是尼塞亞
[00:11:29.000 --> 00:11:30.800]  所以耶穌教導門徒
[00:11:30.800 --> 00:11:32.400]  你不要想吃什麼
[00:11:32.400 --> 00:11:33.600]  你要小心
[00:11:33.600 --> 00:11:36.400]  不要被這些影響
[00:11:36.400 --> 00:11:37.400]  但是門徒又怎樣呢?
[00:11:37.400 --> 00:11:39.200]  門徒就彼此議論
[00:11:39.200 --> 00:11:42.400]  「議論」這個字是一個未完成式的動詞
[00:11:42.400 --> 00:11:45.400]  即是表示門徒一直都在議論
[00:11:45.400 --> 00:11:47.600]  門徒一直記掛的是什麼呢?
[00:11:47.600 --> 00:11:49.000]  「有沒有得吃」
[00:11:49.000 --> 00:11:50.800]  「誰失職不記得帶餅」
[00:11:50.800 --> 00:11:52.000]  只有一個餅
[00:11:52.000 --> 00:11:54.800]  門徒一直在想的就是這些
[00:11:54.800 --> 00:11:58.200]  耶穌知道就教導他們
[00:11:58.200 --> 00:12:00.000]  如果我是耶穌
[00:12:00.000 --> 00:12:04.600]  我在船上肯定心心嘆息
[00:12:04.600 --> 00:12:09.000]  這世代為什麼只顧著吃呢?
[00:12:09.000 --> 00:12:12.000]  當然耶穌沒有我這麼壞
[00:12:12.000 --> 00:12:13.800]  耶穌就教導他們
[00:12:13.800 --> 00:12:16.000]  耶穌問了他們九個問題
[00:12:16.000 --> 00:12:16.600]  你留意一下
[00:12:16.600 --> 00:12:19.000]  耶穌一口氣問了九個問題
[00:12:19.000 --> 00:12:21.800]  我們看看耶穌問什麼問題
[00:12:21.800 --> 00:12:24.000]  你們為什麼因為沒有餅議論呢?
[00:12:24.000 --> 00:12:26.800]  即是不要記掛那些吃什麼
[00:12:26.800 --> 00:12:29.400]  你們還不領悟還不明白嗎?
[00:12:29.400 --> 00:12:31.200]  你們的心上是愚頑嗎?
[00:12:31.200 --> 00:12:32.200]  有些事情你們不明白
[00:12:32.200 --> 00:12:34.000]  你們不通
[00:12:34.000 --> 00:12:35.400]  你們有眼看不到嗎?
[00:12:35.400 --> 00:12:36.800]  有耳聽不到嗎?
[00:12:36.800 --> 00:12:37.800]  有腦記不到嗎?
[00:12:37.800 --> 00:12:39.800]  有腦我加進去
[00:12:39.800 --> 00:12:41.000]  你記不到嗎?
[00:12:41.000 --> 00:12:43.200]  我打開那五個餅給五千人
[00:12:43.200 --> 00:12:44.800]  裝滿了多少個籃子
[00:12:44.800 --> 00:12:45.800]  我買了七個餅
[00:12:45.800 --> 00:12:47.200]  分給四千人
[00:12:47.200 --> 00:12:48.800]  裝滿了多少個箱子
[00:12:48.800 --> 00:12:49.800]  最後就是
[00:12:49.800 --> 00:12:51.800]  你們還不明白嗎?
[00:12:51.800 --> 00:12:52.600]  我想問
[00:12:52.600 --> 00:12:54.400]  假設你在船上
[00:12:54.400 --> 00:12:55.800]  你是耶穌的門徒
[00:12:55.800 --> 00:12:58.800]  耶穌一口氣問了你九個問題
[00:12:58.800 --> 00:13:01.400]  你明白嗎?
[00:13:01.400 --> 00:13:02.800]  你聽了這九個問題
[00:13:02.800 --> 00:13:03.800]  你有眼看不到嗎?
[00:13:03.800 --> 00:13:04.600]  有耳聽不到嗎?
[00:13:04.600 --> 00:13:06.200]  有腦記不到嗎?
[00:13:06.200 --> 00:13:07.400]  你不明白收了多少個籃子
[00:13:07.400 --> 00:13:08.600]  多少個箱子嗎?
[00:13:08.600 --> 00:13:09.600]  還不明白?
[00:13:09.600 --> 00:13:11.800]  心裡愚頑
[00:13:11.800 --> 00:13:14.200]  你明白嗎?
[00:13:14.200 --> 00:13:16.200]  好像不太明白
[00:13:16.200 --> 00:13:17.600]  好像有點爭執
[00:13:17.600 --> 00:13:19.000]  你有什麼感受?
[00:13:19.000 --> 00:13:21.400]  這艘船不斷下水
[00:13:21.400 --> 00:13:23.400]  我真的不太明白
[00:13:23.400 --> 00:13:24.400]  它不斷下水
[00:13:24.400 --> 00:13:26.000]  好像很嚴厲
[00:13:26.000 --> 00:13:27.400]  耶穌是否很嚴厲?
[00:13:27.400 --> 00:13:32.000]  我們看清楚耶穌說了些什麼
[00:13:32.000 --> 00:13:33.000]  耶穌說你們不明白
[00:13:33.000 --> 00:13:34.600]  心裡愚頑
[00:13:34.600 --> 00:13:36.200]  有眼你看不到嗎?
[00:13:36.200 --> 00:13:37.400]  有耳聽不到嗎?
[00:13:37.400 --> 00:13:40.000]  有腦你記不到嗎?
[00:13:40.000 --> 00:13:42.400]  看、聽和記
[00:13:42.400 --> 00:13:44.800]  這三個都是現在式的動詞
[00:13:44.800 --> 00:13:47.400]  即是表示門徒一直看不到
[00:13:47.400 --> 00:13:48.800]  一直聽不到
[00:13:48.800 --> 00:13:50.200]  一直記不到
[00:13:50.200 --> 00:13:52.800]  門徒見過耶穌很多的神蹟
[00:13:52.800 --> 00:13:55.800]  他看不到神蹟背後指向什麼?
[00:13:55.800 --> 00:13:58.400]  門徒聽到耶穌很多的教導
[00:13:58.400 --> 00:14:02.200]  他聽到耶穌教導的核心是什麼嗎?
[00:14:02.200 --> 00:14:04.800]  這班門徒剛剛經歷五餅二魚
[00:14:04.800 --> 00:14:07.200]  餵飽五千個男人
[00:14:07.200 --> 00:14:09.200]  一次不夠
[00:14:09.200 --> 00:14:11.200]  七個餅餵飽四千個人
[00:14:11.200 --> 00:14:13.000]  又經歷多次
[00:14:13.000 --> 00:14:14.400]  完全記不到
[00:14:14.400 --> 00:14:18.000]  現在還記住一個餅不夠吃
[00:14:18.000 --> 00:14:20.600]  耶穌行了五餅二魚的神蹟
[00:14:20.600 --> 00:14:23.400]  耶穌餵飽四千人的神蹟
[00:14:23.400 --> 00:14:25.200]  完全不記得
[00:14:25.200 --> 00:14:27.200]  完全不知道發生什麼事
[00:14:27.200 --> 00:14:29.800]  所以耶穌罵得很對
[00:14:29.800 --> 00:14:31.600]  耶穌不是亂罵
[00:14:31.600 --> 00:14:33.400]  是有道理的
[00:14:33.400 --> 00:14:35.400]  重點是耶穌教導他們
[00:14:35.400 --> 00:14:38.600]  五餅二魚餵飽五千人
[00:14:38.600 --> 00:14:40.000]  剩下多少?
[00:14:40.000 --> 00:14:41.400]  七個餅餵飽四千人
[00:14:41.400 --> 00:14:42.800]  剩下多少?
[00:14:42.800 --> 00:14:45.600]  似乎這就是耶穌教導的關鍵
[00:14:45.600 --> 00:14:48.000]  但我們更加不明白
[00:14:48.000 --> 00:14:48.800]  關你什麼事呢?
[00:14:48.800 --> 00:14:51.800]  關五餅二魚說什麼呢?
[00:14:51.800 --> 00:14:54.600]  留意五餅分餅這件事很重要
[00:14:54.600 --> 00:14:56.600]  如果記得上次在六章的時候
[00:14:56.600 --> 00:14:58.200]  第六章話的福音
[00:14:58.200 --> 00:14:59.800]  說耶穌厲害
[00:14:59.800 --> 00:15:01.600]  在水面上行走
[00:15:01.600 --> 00:15:02.800]  門徒很害怕
[00:15:02.800 --> 00:15:04.600]  以為是鬼怪
[00:15:04.600 --> 00:15:06.600]  接著耶穌說
[00:15:06.600 --> 00:15:08.200]  你們還不明白嗎?
[00:15:08.200 --> 00:15:11.000]  你們心裡如環是因為什麼?
[00:15:11.000 --> 00:15:14.600]  你們不明白分餅的事
[00:15:14.600 --> 00:15:16.800]  原來不明白分餅的事
[00:15:16.800 --> 00:15:18.800]  你又不明白耶穌厲害
[00:15:18.800 --> 00:15:21.200]  你又不明白為何這裡
[00:15:21.200 --> 00:15:22.000]  耶穌這樣說
[00:15:22.000 --> 00:15:24.600]  要防備花里塞人和希律的敲
[00:15:24.600 --> 00:15:25.800]  我們要問
[00:15:25.800 --> 00:15:28.800]  究竟五餅二魚餵飽五千人
[00:15:28.800 --> 00:15:31.600]  和七個餅餵飽四千人
[00:15:31.600 --> 00:15:33.200]  為什麼?
[00:15:33.200 --> 00:15:35.000]  這個大家都聽過了
[00:15:35.000 --> 00:15:37.400]  在第六章和第八章已經說過了
[00:15:37.400 --> 00:15:40.200]  我再重複一點
[00:15:40.200 --> 00:15:43.800]  傳統的解釋這兩個神蹟
[00:15:43.800 --> 00:15:46.000]  餵飽五千人和餵飽四千人
[00:15:46.000 --> 00:15:47.400]  意思就是
[00:15:47.400 --> 00:15:48.400]  我做了一次
[00:15:48.400 --> 00:15:49.400]  你都不明白
[00:15:49.400 --> 00:15:51.200]  耶穌循循善誘
[00:15:51.200 --> 00:15:52.400]  教多一次
[00:15:52.400 --> 00:15:54.200]  做多一次
[00:15:54.200 --> 00:15:55.800]  餵飽四千人
[00:15:55.800 --> 00:15:57.600]  五千人和四千人
[00:15:57.600 --> 00:15:59.600]  耶穌都餵飽有餘
[00:15:59.600 --> 00:16:00.600]  剩下十二個籃
[00:16:00.600 --> 00:16:02.400]  七個糠子的碎屑
[00:16:02.400 --> 00:16:05.800]  你還擔心十幾人不夠吃
[00:16:05.800 --> 00:16:09.000]  意思就是連那五千個男人
[00:16:09.000 --> 00:16:09.600]  四千個男人
[00:16:09.600 --> 00:16:12.000]  耶穌都能夠餵飽有餘
[00:16:12.000 --> 00:16:13.400]  你擔心什麼呢?
[00:16:13.400 --> 00:16:16.600]  他教導門徒要信靠耶穌
[00:16:16.600 --> 00:16:18.200]  你還擔心不夠吃
[00:16:18.200 --> 00:16:21.000]  他已經做了兩次給你看
[00:16:21.000 --> 00:16:22.000]  信靠耶穌
[00:16:22.000 --> 00:16:23.200]  這是傳統的解釋
[00:16:23.200 --> 00:16:25.000]  這是對的
[00:16:25.000 --> 00:16:27.600]  但有色經學者有另外的解釋
[00:16:27.600 --> 00:16:30.400]  很值得參考
[00:16:30.400 --> 00:16:32.200]  如果我們留意第六章和第八章
