
[00:00:00.000 --> 00:00:02.500]  親愛的姊妹們,平安!
[00:03:14.100 --> 00:03:18.220]  在列王記上記載
[00:03:18.220 --> 00:03:21.300]  在所羅門王朝的時候
[00:03:21.300 --> 00:03:25.020]  那些人從四方八面來到耶路撒冷
[00:03:25.020 --> 00:03:26.140]  他們來做什麼呢?
[00:03:26.140 --> 00:03:27.660]  有兩種目的
[00:03:27.660 --> 00:03:32.460]  第一種是來進貢
[00:03:32.460 --> 00:03:38.060]  在列王記上第四章21節記載
[00:03:38.060 --> 00:03:42.220]  所羅門統治諸國從大河到菲利士地
[00:03:42.220 --> 00:03:43.940]  直到埃及的邊界
[00:03:43.940 --> 00:03:45.340]  所羅門在世的日子
[00:03:45.340 --> 00:03:49.300]  這些國都向他進貢 服侍他
[00:03:49.300 --> 00:03:52.060]  另外一種人要來做什麼呢?
[00:03:52.060 --> 00:03:54.700]  其實你也想像得到的
[00:03:54.700 --> 00:03:56.900]  就好像我們今天這樣
[00:03:56.900 --> 00:04:00.940]  我們去一些地方
[00:04:00.940 --> 00:04:07.660]  當然是去學習 去觀摩 去學習
[00:04:07.660 --> 00:04:13.620]  列王記上第十章第四節這樣說
[00:04:13.620 --> 00:04:17.300]  很多人來看所羅門王的盛世
[00:04:17.300 --> 00:04:21.500]  有一個叫做士巴女王的她也來
[00:04:21.500 --> 00:04:23.900]  她來看見所羅門一切的智慧
[00:04:23.900 --> 00:04:26.140]  和他所建造的宮殿
[00:04:26.140 --> 00:04:28.980]  直上的食物 坐著的群臣
[00:04:28.980 --> 00:04:30.180]  侍立的僕人
[00:04:30.180 --> 00:04:33.140]  他們的服裝 他們的絲袖掌
[00:04:33.140 --> 00:04:36.140]  以及他們在耶和華殿裡所獻的梵祭
[00:04:36.140 --> 00:04:39.220]  就詫異得神不守舍
[00:04:39.220 --> 00:04:43.860]  嘩 好威呀
[00:04:43.860 --> 00:04:46.860]  列王記上的作者也記載了一些資料
[00:04:46.860 --> 00:04:49.700]  讓我們知道所羅門王的盛世
[00:04:49.700 --> 00:04:53.900]  能夠吸引這麼多人去他那裡
[00:04:53.900 --> 00:04:57.380]  其實是有背景的
[00:04:57.380 --> 00:05:00.780]  第一個背景就是
[00:05:00.780 --> 00:05:03.140]  十章二十六節那裡這樣說
[00:05:03.140 --> 00:05:06.940]  所羅門聚集戰車騎兵
[00:05:06.940 --> 00:05:09.060]  他有一千四百輛戰車
[00:05:09.060 --> 00:05:10.740]  一萬二千名騎兵
[00:05:10.740 --> 00:05:16.100]  安置在屯車城在耶路撒冷王附近
[00:05:16.100 --> 00:05:18.700]  你知道有條件的
[00:05:18.700 --> 00:05:21.820]  第一個條件就是有強大的軍力
[00:05:21.820 --> 00:05:23.580]  如果沒有強大的軍力
[00:05:23.580 --> 00:05:25.700]  是不會有這麼多人來進貢
[00:05:25.700 --> 00:05:29.260]  不會有這麼多人來朝拜的
[00:05:29.260 --> 00:05:33.060]  第二個條件能夠支撐他這麼繁華的盛世
[00:05:33.060 --> 00:05:35.340]  就是相關的 就是貢物
[00:05:35.340 --> 00:05:36.980]  所以第十章二十五節這樣說
[00:05:36.980 --> 00:05:38.780]  他們各帶貢物
[00:05:38.780 --> 00:05:41.140]  就是銀器、金器、衣服、兵器
[00:05:41.140 --> 00:05:42.660]  香料、馬、雷子
[00:05:42.660 --> 00:05:45.380]  每年都有一定的數量
[00:05:45.380 --> 00:05:48.620]  當時的人很自然地想到
[00:05:48.620 --> 00:05:50.260]  我們耶路撒冷
[00:05:50.260 --> 00:05:53.500]  何時可以變回像那時候那樣
[00:05:53.500 --> 00:05:55.780]  那些人到處來
[00:05:55.780 --> 00:06:01.180]  就是說何時可以變回所羅門的盛世
[00:06:01.180 --> 00:06:09.420]  何時可以復興我們以色列偉大的祖國
[00:06:09.420 --> 00:06:12.020]  當時的人也可以自然地想到
[00:06:12.020 --> 00:06:15.740]  將所羅門的盛世聯想到宗教
[00:06:15.740 --> 00:06:18.940]  士巴女王也將所羅門王
[00:06:18.940 --> 00:06:22.260]  當時的盛世想到耶和華的榮耀
[00:06:22.260 --> 00:06:25.420]  這是很自然的想像
[00:06:25.420 --> 00:06:33.860]  其實周圍的人都是被富國強君吸引了眼球
[00:06:33.860 --> 00:06:35.420]  古代的人是這樣
[00:06:35.420 --> 00:06:37.820]  現代的人也是這樣
[00:06:37.820 --> 00:06:39.620]  但可惜的是
[00:06:39.620 --> 00:06:42.340]  不少人以強盛為上帝
[00:06:42.340 --> 00:06:46.620]  同時也以上帝達成強盛的手段
[00:06:46.620 --> 00:06:49.980]  不過正如強盛的所羅門王朝
[00:06:49.980 --> 00:06:54.500]  轉眼間就消失
[00:06:54.500 --> 00:06:59.060]  如果今天我們的教會
[00:06:59.060 --> 00:07:02.340]  我們想著用世間的成就
[00:07:02.340 --> 00:07:04.300]  用金碧輝煌
[00:07:04.300 --> 00:07:07.020]  用各樣的條件來吸引人的話
[00:07:07.020 --> 00:07:10.100]  也不知道可以維持多久
[00:07:10.100 --> 00:07:13.060]  有一個人對於美國有一間教會
[00:07:13.060 --> 00:07:14.700]  他寫了這樣的反省
[00:07:14.700 --> 00:07:15.980]  他說幾年前
[00:07:15.980 --> 00:07:19.860]  美國水晶宮大教堂破產事件引起社會關注
[00:07:19.860 --> 00:07:24.380]  陷於財政危機和權利糾紛的水晶宮大教堂
[00:07:24.380 --> 00:07:26.500]  讓人對教會產生不佳的印象
[00:07:26.500 --> 00:07:30.420]  甚至動搖了教會在一些人心中的信任
[00:07:30.420 --> 00:07:32.700]  但我們不要忘記
[00:07:32.700 --> 00:07:36.220]  想當年水晶宮大教堂如日中天的時候
[00:07:36.220 --> 00:07:39.060]  有多少人將富麗堂皇的水晶宮大教堂
[00:07:39.060 --> 00:07:41.180]  當作是上帝的榮耀呢
[00:07:41.180 --> 00:07:42.300]  我們也不要忘記
[00:07:42.300 --> 00:07:45.620]  當水晶宮大教堂發展到巔峰的時候
[00:07:45.620 --> 00:07:48.100]  它吸引了多少羨慕的眼光呢
[00:07:48.100 --> 00:07:50.380]  世界各地多少的目者
[00:07:50.380 --> 00:07:52.220]  走到那裡來學習
[00:07:52.220 --> 00:07:55.300]  夢想有一天我的教堂都可以好像這樣
[00:07:55.300 --> 00:08:00.660]  富麗堂皇那麼龐大呢
[00:08:00.660 --> 00:08:02.260]  美國人選總統
[00:08:02.260 --> 00:08:04.380]  選特朗普
[00:08:04.380 --> 00:08:09.020]  或者希望他可以帶領國家再次強大
[00:08:09.020 --> 00:08:11.860]  因為他是這樣承諾的
[00:08:11.860 --> 00:08:14.260]  帶領人民飛黃騰達
[00:08:14.260 --> 00:08:19.100]  因為他的電視節目是這樣說的
[00:08:19.100 --> 00:08:23.460]  但是世界向耶路撒冷所要的是什麼呢
[00:08:23.460 --> 00:08:25.340]  是強大之道
[00:08:25.340 --> 00:08:28.060]  是飛黃騰達之路
[00:08:28.060 --> 00:08:29.820]  世界需要什麼呢
[00:08:29.820 --> 00:08:33.820]  耶路撒冷可以給世界什麼呢
[00:08:33.820 --> 00:08:35.900]  才以賽亞他看見
[00:08:35.900 --> 00:08:39.020]  有一天列國來耶路撒冷
[00:08:39.020 --> 00:08:41.300]  不是為了進貢
[00:08:41.300 --> 00:08:44.860]  不是為了觀摩耶路撒冷的盛世
[00:08:44.860 --> 00:08:47.580]  那麼他們來找什麼呢
[00:08:47.580 --> 00:08:51.900]  我們繼續看以賽亞書第二章第三節
[00:09:17.580 --> 00:09:19.580]  將刀打成泥頭
[00:09:19.580 --> 00:09:21.100]  把槍打成鐮刀
[00:09:21.100 --> 00:09:22.940]  這國不舉刀攻擊那國
[00:09:22.940 --> 00:09:26.180]  他們也不再學習戰事
[00:09:26.180 --> 00:09:29.500]  有一天
[00:09:29.500 --> 00:09:31.660]  以賽亞看到有一天有這樣的景象
[00:09:31.660 --> 00:09:34.740]  不知道教會看不看到這個景象
[00:09:34.740 --> 00:09:36.860]  有一天世界會發現
[00:09:36.860 --> 00:09:39.820]  無論科技如何先進
[00:09:39.820 --> 00:09:42.500]  無論武器如何厲害
[00:09:42.500 --> 00:09:47.260]  按一個按鈕就可以令全世界都消失
[00:09:47.260 --> 00:09:51.060]  始終解決不了一個從古至今的難題
[00:09:51.060 --> 00:09:57.220]  那個難題就是國與國之間的戰爭
[00:09:57.220 --> 00:09:58.660]  人都會發現
[00:09:58.660 --> 00:10:01.940]  就算我們有能力潛入深海
[00:10:01.940 --> 00:10:04.660]  我們有辦法飛上太空
[00:10:04.660 --> 00:10:06.500]  但是我們始終處理不了一個
[00:10:06.500 --> 00:10:09.100]  由古至今的困擾
[00:10:09.100 --> 00:10:14.220]  就是人與人之間的鬥爭和殺戮
[00:10:14.220 --> 00:10:17.060]  世界有一天
[00:10:17.060 --> 00:10:18.900]  他想找一個地方
[00:10:18.900 --> 00:10:22.860]  那個地方是能夠為列國施行審判
[00:10:22.860 --> 00:10:25.780]  為許多國民斷定是非的
[00:10:25.780 --> 00:10:27.780]  他想找一個地方
[00:10:27.780 --> 00:10:30.900]  那個地方是有公義的
[00:10:30.900 --> 00:10:33.220]  那個地方是有公平的
[00:10:33.220 --> 00:10:36.380]  那個地方不是叫大家少一句不要吵
[00:10:36.380 --> 00:10:39.060]  那個地方是真的可以判斷
[00:10:39.060 --> 00:10:41.140]  哪一個對哪一個錯
[00:10:41.140 --> 00:10:44.780]  哪一個正確哪一個錯誤
[00:10:44.780 --> 00:10:47.540]  世人盼望著有一個國度
[00:10:47.540 --> 00:10:50.500]  那個國度是一個和平的國度
[00:10:50.500 --> 00:10:58.060]  那個國度不再需要互相來攻打
[00:10:58.060 --> 00:11:00.820]  教會有沒有一個這樣的盼望呢
[00:11:00.820 --> 00:11:03.140]  有沒有一個這樣的體見呢
[00:11:03.140 --> 00:11:06.180]  香港有一隊令人懷念的樂隊
[00:11:06.180 --> 00:11:09.020]  叫做Beyond
[00:11:09.020 --> 00:11:13.020]  有一首歌叫做Amalie
[00:11:13.020 --> 00:11:17.420]  他以非洲某個地方的語言發出呼喚
[00:11:17.420 --> 00:11:18.940]  他說Amalie
[00:11:18.940 --> 00:11:20.340]  Lakupenda
[00:11:20.340 --> 00:11:22.500]  Lakupenda we we
[00:11:22.500 --> 00:11:24.980]  是什麼意思呢
[00:11:24.980 --> 00:11:28.700]  是和平愛
[00:11:28.700 --> 00:11:30.780]  和平和愛
[00:11:30.780 --> 00:11:32.740]  我們需要你
[00:11:32.740 --> 00:11:34.300]  為什麼發出這樣的呼籲呢
[00:11:34.300 --> 00:11:35.860]  歌詞繼續說
[00:11:35.860 --> 00:11:36.900]  他
[00:11:36.900 --> 00:11:37.900]  那個他
[00:11:37.900 --> 00:11:39.860]  他在說和平這件事
[00:11:39.860 --> 00:11:41.780]  主宰世上一切
[00:11:41.780 --> 00:11:43.580]  他
[00:11:43.580 --> 00:11:45.380]  歌唱出愛
[00:11:45.380 --> 00:11:48.420]  他的真理遍佈這地球
[00:11:48.420 --> 00:11:50.380]  但是發生什麼事呢
[00:11:50.380 --> 00:11:51.260]  歌詞繼續說
[00:11:51.260 --> 00:11:53.460]  他怎可一去不返
[00:11:53.460 --> 00:11:56.500]  他可否感到烽煙
[00:11:56.500 --> 00:11:59.300]  掩蓋天空與未來
[00:11:59.300 --> 00:12:00.580]  因此
[00:12:00.580 --> 00:12:02.020]  歌者看見的是
[00:12:02.020 --> 00:12:04.500]  無助與冰冷的眼睛
[00:12:04.500 --> 00:12:06.180]  流淚與天際
[00:12:06.180 --> 00:12:08.700]  流淚看天際帶著悲憤
[00:12:08.700 --> 00:12:10.460]  是控訴戰爭
[00:12:10.460 --> 00:12:13.740]  到最後傷痛是兒童
[00:12:13.740 --> 00:12:14.780]  為什麼會這樣呢
[00:12:14.780 --> 00:12:16.540]  歌詞這樣說
[00:12:16.540 --> 00:12:19.460]  權利與擁有的鬥爭
[00:12:19.460 --> 00:12:22.540]  愚昧與偏見的爭鬥
[00:12:22.540 --> 00:12:25.740]  若這裏戰爭到最後
[00:12:25.740 --> 00:12:27.860]  怎會是和平呢
[00:12:27.860 --> 00:12:29.740]  所以歌者
[00:12:29.740 --> 00:12:30.540]  他繼續這樣
[00:12:30.540 --> 00:12:32.660]  他說我向世界呼叫
[00:12:32.660 --> 00:12:33.540]  Amalie
[00:12:33.540 --> 00:12:34.780]  Lakupenda
[00:12:34.780 --> 00:12:37.580]  Lakupenda we we
[00:12:37.580 --> 00:12:39.980]  我相信很多人都記得這首歌
[00:12:39.980 --> 00:12:41.100]  某個時候
[00:12:41.100 --> 00:12:43.340]  亦是一首很流行的歌
[00:12:43.340 --> 00:12:44.740]  有一天
[00:12:44.740 --> 00:12:48.660]  當人們不再學習戰事的時候
[00:12:48.660 --> 00:12:51.180]  當人們想學習
[00:12:51.180 --> 00:12:53.420]  將刀打成泥頭
[00:12:53.420 --> 00:12:56.860]  將槍打成鐮刀的時候
[00:12:56.860 --> 00:13:00.940]  列國可以去哪裡學習呢
[00:13:00.940 --> 00:13:04.460]  人們可以去哪裡求助呢
[00:13:04.460 --> 00:13:06.500]  難道
[00:13:06.500 --> 00:13:08.500]  那些軍火商
[00:13:08.500 --> 00:13:13.180]  他會教導人們怎樣放下武器嗎
[00:13:13.180 --> 00:13:16.700]  難道那些窮兵鬥武的政府
[00:13:16.700 --> 00:13:18.300]  可以教導人們
[00:13:18.300 --> 00:13:21.620]  怎樣來維持和平
[00:13:21.620 --> 00:13:23.980]  怎樣不互相攻殺嗎
[00:13:23.980 --> 00:13:26.100]  難道可以向那些好勇鬥狠的政客
[00:13:26.100 --> 00:13:29.060]  去請教人與人之間
[00:13:29.060 --> 00:13:31.940]  怎樣不要互相鬥爭嗎
[00:13:31.940 --> 00:13:34.060]  去哪裡學習呢
[00:13:34.060 --> 00:13:36.500]  以後才知道他看到一個懸賬
[00:13:36.500 --> 00:13:37.700]  他看到這個懸賬
[00:13:37.700 --> 00:13:41.740]  所以他向耶和華的選民發出呼籲
[00:13:41.740 --> 00:13:44.500]  以下書第二章第五節
[00:13:44.500 --> 00:13:46.220]  他說亞國家
[00:13:46.220 --> 00:13:47.700]  內霸
[00:13:47.700 --> 00:13:53.100]  我們在耶和華的光明中行走
[00:13:53.100 --> 00:13:56.060]  你有沒有發覺這個呼籲很特別
[00:13:56.060 --> 00:14:00.500]  這個呼籲不是向列國呼籲
[00:14:00.500 --> 00:14:02.020]  這個呼籲
[00:14:02.020 --> 00:14:05.260]  是向耶和華的選民呼籲
[00:14:05.260 --> 00:14:06.500]  或者說
[00:14:06.500 --> 00:14:09.260]  這個呼籲不是向世界呼籲
[00:14:09.260 --> 00:14:12.780]  這個呼籲是向教會呼籲
[00:14:12.780 --> 00:14:15.580]  當世界黑暗的時候
[00:14:15.580 --> 00:14:19.620]  才呼籲選民要行在耶和華的光裡面
[00:14:19.620 --> 00:14:21.500]  不是為了獨善其身
[00:14:21.500 --> 00:14:23.340]  而是做好準備
[00:14:23.340 --> 00:14:26.260]  當世界意識到有一天
[00:14:26.260 --> 00:14:28.060]  他有放下武器
[00:14:28.060 --> 00:14:32.540]  去學習不打仗這個需要的時候
[00:14:32.540 --> 00:14:34.340]  那個時候
[00:14:34.340 --> 00:14:36.900]  他們就看到有一個地方
[00:14:36.900 --> 00:14:38.300]  有光明
[00:14:38.300 --> 00:14:39.500]  有一個地方
[00:14:39.500 --> 00:14:42.300]  他們可以去那裡學習
[00:14:42.300 --> 00:14:47.620]  可以在那裡得到幫助
[00:14:47.620 --> 00:14:49.340]  當世界紛亂的時候
[00:14:49.340 --> 00:14:51.740]  教會又可以怎樣做呢
[00:14:51.740 --> 00:14:53.380]  在歷史上
[00:14:53.380 --> 00:14:59.340]  教會曾經是紛亂和戰爭的源頭
[00:14:59.340 --> 00:15:00.420]  但是
[00:15:00.420 --> 00:15:02.780]  教會也可以像先知那樣說
[00:15:02.780 --> 00:15:05.940]  幫助人把刀打成泥頭
[00:15:05.940 --> 00:15:07.900]  把槍打成鐮刀
[00:15:07.900 --> 00:15:09.300]  止息戰亂
[00:15:09.300 --> 00:15:12.420]  協助和解
[00:15:12.420 --> 00:15:13.740]  在南非
[00:15:13.740 --> 00:15:17.060]  還在實行種族隔離政策的時候
[00:15:17.060 --> 00:15:19.260]  國內種族之間的壓力
[00:15:19.260 --> 00:15:21.500]  那個張力越來越強大
[00:15:21.500 --> 00:15:23.180]  強大到一個點
[00:15:23.180 --> 00:15:25.900]  內戰隨時可以發生
[00:15:25.900 --> 00:15:27.300]  其實
[00:15:27.300 --> 00:15:30.300]  在南非處新的非洲地方
[00:15:30.300 --> 00:15:35.300]  內戰絕對不是一件稀有的事
[00:15:35.300 --> 00:15:36.740]  種族之間的屠殺
[00:15:36.740 --> 00:15:39.500]  也不是一件稀有的事
[00:15:39.500 --> 00:15:41.660]  南非避過了
[00:15:41.660 --> 00:15:45.220]  這些內戰和種族之間屠殺的悲劇
[00:15:45.220 --> 00:15:47.180]  在這個過程裡
[00:15:47.180 --> 00:15:49.820]  獲得諾貝爾和平獎的其中一位
[00:15:49.820 --> 00:15:51.380]  南非大主教道徒
[00:15:51.380 --> 00:15:54.500]  扮演了一個和平之子的角色
[00:15:54.500 --> 00:15:57.980]  道徒雖然極力反對白人政府的種族隔離政策
[00:15:57.980 --> 00:16:01.940]  但是他同時間呼籲客人
[00:16:01.940 --> 00:16:04.700]  呼籲他們
[00:16:04.700 --> 00:16:09.420]  放下報復的心態
[00:16:09.420 --> 00:16:11.260]  他說在南非
[00:16:11.260 --> 00:16:14.140]  有些人犯下了難以置信的暴行
[00:16:14.140 --> 00:16:17.260]  我以最強烈的形容詞來描述這些行為
[00:16:17.260 --> 00:16:19.580]  「禽獸」「魔鬼」
[00:16:19.580 --> 00:16:21.300]  但是魔鬼的行為
[00:16:21.300 --> 00:16:24.740]  不會令那些犯罪者變成魔鬼
[00:16:24.740 --> 00:16:27.980]  一個人絕不會完全失去人性
[00:16:27.980 --> 00:16:30.500]  這種人性是每一個人被創造時
[00:16:30.500 --> 00:16:32.860]  安神的形象賦予的
[00:16:32.860 --> 00:16:34.500]  他四處奔走
[00:16:34.500 --> 00:16:36.180]  努力連繫各方的力量
[00:16:36.180 --> 00:16:40.340]  致力解除和消滅武裝衝突的危機
[00:16:40.340 --> 00:16:41.940]  尋求用和平的方法
[00:16:41.940 --> 00:16:44.780]  來解決種族隔離政策所帶來的
[00:16:44.780 --> 00:16:49.020]  群族之間的對立和衝突
[00:16:49.020 --> 00:16:52.580]  希望能夠建構一個和平和公平的社會
[00:16:52.580 --> 00:16:55.420]  後來種族隔離政策結束了
[00:16:55.420 --> 00:16:58.340]  道徒在大主教的職位上退了下來
[00:16:58.340 --> 00:17:01.380]  之後他繼續成立了一個道徒和平基金會
[00:17:01.380 --> 00:17:02.820]  推動和平
[00:17:02.820 --> 00:17:04.820]  搭建和解的橋樑
[00:17:04.820 --> 00:17:08.060]  因為他認為
[00:17:08.060 --> 00:17:10.260]  在兩次世界大戰之後
[00:17:10.260 --> 00:17:16.420]  那一種懲罰和審判的處理方式
[00:17:16.420 --> 00:17:20.380]  並不能夠真正帶來和平
[00:17:20.380 --> 00:17:24.900]  他認為要真正帶來和平
[00:17:24.900 --> 00:17:31.260]  他主張為經過這個衝突的社會療傷
[00:17:31.260 --> 00:17:35.460]  他希望用和解、用療傷
[00:17:35.460 --> 00:17:37.020]  用南非的經驗
[00:17:37.020 --> 00:17:41.380]  來展示這種和解的力量
[00:17:41.380 --> 00:17:45.180]  以塞亞先知呼籲以色列民
[00:17:45.180 --> 00:17:46.980]  呼籲耶華的選民
[00:17:46.980 --> 00:17:54.940]  亞國家內霸讓我們行在耶和華的光中
[00:17:54.940 --> 00:17:57.700]  你會不會發覺
[00:17:57.700 --> 00:18:03.540]  其實亞國家是做不到的
[00:18:03.540 --> 00:18:08.780]  這是一個非常艱難的挑戰
[00:18:08.780 --> 00:18:14.820]  為什麼做不到呢
[00:18:14.820 --> 00:18:17.820]  今天詩篇的經課裏面有兩句
[00:18:17.820 --> 00:18:22.300]  給我們一些聯想和啟發
[00:18:22.300 --> 00:18:25.140]  我們剛才讀的詩篇第122篇
[00:18:25.140 --> 00:18:27.500]  第六節和第七節
[00:18:27.500 --> 00:18:32.700]  詩人說耶路撒冷的時候
[00:18:32.700 --> 00:18:37.020]  詩人仍然想起大衛的寶座
[00:18:37.020 --> 00:18:39.900]  想起大衛的王朝
[00:18:39.900 --> 00:18:43.540]  第122章第六節這樣說
[00:18:43.540 --> 00:18:46.180]  其實他們很想要平安
[00:18:46.180 --> 00:18:49.980]  他說你們要為耶路撒冷求平安
[00:18:49.980 --> 00:18:53.860]  耶路撒冷愛你的人必然興旺
[00:18:53.860 --> 00:18:57.100]  第七節說願你城中平安
[00:18:57.100 --> 00:19:00.140]  願你宮內興旺
[00:19:00.140 --> 00:19:01.700]  第七節的平安
[00:19:01.700 --> 00:19:03.500]  願你城中平安這個字
[00:19:03.500 --> 00:19:05.940]  其實就是和平這個字
[00:19:05.940 --> 00:19:07.700]  和平
[00:19:07.700 --> 00:19:10.380]  其實他們都很想要和平
[00:19:10.380 --> 00:19:13.180]  和平怎樣得到呢
[00:19:13.180 --> 00:19:18.140]  他們用的方法就是建造城牆
[00:19:18.140 --> 00:19:19.700]  願你城中平安
[00:19:19.700 --> 00:19:22.860]  城中這個字即是城牆
[00:19:22.860 --> 00:19:27.460]  透過建造城牆去得到和平
[00:19:27.460 --> 00:19:28.860]  願你宮內興旺
[00:19:28.860 --> 00:19:32.820]  興旺這個字即是安全security
[00:19:32.820 --> 00:19:36.580]  怎樣能夠得到security呢
[00:19:36.580 --> 00:19:39.820]  透過建造堡壘
[00:19:39.820 --> 00:19:43.780]  宮內這個字堡壘
[00:19:43.780 --> 00:19:45.660]  哪個國家遇到的難題
[00:19:45.660 --> 00:19:50.140]  其實都是這種安全感的挑戰
[00:19:50.140 --> 00:19:55.980]  是一種自我保護的需要
[00:19:55.980 --> 00:19:59.380]  或者我們都可以理解
[00:19:59.380 --> 00:20:01.100]  要保護自己
[00:20:01.100 --> 00:20:04.740]  最低限度
[00:20:04.740 --> 00:20:11.900]  就是建造城牆和築起堡壘
[00:20:11.900 --> 00:20:13.540]  三十多年前
[00:20:13.540 --> 00:20:15.980]  有一批中國知識分子
[00:20:15.980 --> 00:20:21.220]  對於城牆有另一種理解
[00:20:21.220 --> 00:20:24.020]  當時中央電視台播放一套歷史片集
[00:20:24.020 --> 00:20:25.620]  叫做《河殤》
[00:20:25.620 --> 00:20:29.020]  不知道在座有沒有人曾經看過
[00:20:29.020 --> 00:20:32.020]  還出了一本小書
[00:20:32.020 --> 00:20:37.140]  《河殤》這班作者這樣描述長城
[00:20:37.140 --> 00:20:39.940]  他說萬里長城
[00:20:39.940 --> 00:20:42.420]  不是自古以來的輝煌成就
[00:20:42.420 --> 00:20:45.140]  是失敗和退縮的象徵
[00:20:45.140 --> 00:20:48.060]  代表著封閉、保守、無能、內弱
[00:20:48.060 --> 00:20:52.740]  是巨大悲劇的紀念碑
[00:20:52.740 --> 00:20:56.260]  安全
[00:20:56.260 --> 00:20:59.380]  security和平安
[00:20:59.380 --> 00:21:01.340]  是人最嚮往的狀態
[00:21:01.340 --> 00:21:03.460]  也是人最需要的狀態
[00:21:03.460 --> 00:21:05.860]  但矛盾的是
[00:21:05.860 --> 00:21:09.340]  為了得到安全和平安
[00:21:09.340 --> 00:21:11.820]  人想到的就是築起城牆
[00:21:11.820 --> 00:21:13.940]  人想到的就是築起堡壘
[00:21:13.940 --> 00:21:16.500]  人想到的就是發展軍備
[00:21:16.500 --> 00:21:18.540]  甚至進行軍備競賽
[00:21:18.540 --> 00:21:20.260]  不單在地面
[00:21:20.260 --> 00:21:21.300]  在海裏面
