
[00:00:00.000 --> 00:00:02.000]  頂子們,祝大家新年蒙蔭
[00:01:21.000 --> 00:01:24.000]  還是你會被困境癱瘓了你
[00:01:24.000 --> 00:01:26.000]  什麼都做不到呢?
[00:01:26.000 --> 00:01:30.000]  第三就是在無聊期的困境裡面
[00:01:30.000 --> 00:01:35.000]  你還會做什麼來得到解救呢?
[00:01:35.000 --> 00:01:38.000]  你可以想一想這三條問題
[00:01:38.000 --> 00:01:40.000]  或者我們也可以請出
[00:01:40.000 --> 00:01:42.000]  「埃及記」第一和第二章記載的
[00:01:42.000 --> 00:01:45.000]  那幾位女士和以色列人
[00:01:45.000 --> 00:01:48.000]  她們可以回答這三條問題
[00:01:48.000 --> 00:01:53.000]  我們可以在她們身上偷偷試
[00:01:53.000 --> 00:01:56.000]  我想大家特別記住
[00:01:56.000 --> 00:01:59.000]  我們這個大綱裡面的關鍵的字
[00:01:59.000 --> 00:02:01.000]  關鍵的字就是
[00:02:01.000 --> 00:02:03.000]  兩位兩位和兩種
[00:02:03.000 --> 00:02:05.000]  即是二二二,記住這兩個
[00:02:05.000 --> 00:02:09.000]  第一就是兩位敬畏神的接生符
[00:02:09.000 --> 00:02:12.000]  令到兩位女士很驚嘆的神
[00:02:12.000 --> 00:02:16.000]  神聽兩種哀嘆的聖音
[00:02:16.000 --> 00:02:18.000]  我們先一起祈禱
[00:02:18.000 --> 00:02:20.000]  預備我們的心吧
[00:02:24.000 --> 00:02:29.000]  主啊,正如剛才施斑所唱的詩歌
[00:02:29.000 --> 00:02:32.000]  我們都成為我們的禱告
[00:02:32.000 --> 00:02:35.000]  我們求主開我們的眼
[00:02:35.000 --> 00:02:38.000]  求主開我們的耳
[00:02:38.000 --> 00:02:41.000]  求主開我們的心
[00:02:41.000 --> 00:02:44.000]  以致我們能夠更加愛你
[00:02:44.000 --> 00:02:46.000]  整個人去敬拜你
[00:02:46.000 --> 00:02:49.000]  也學武聽你的話
[00:02:49.000 --> 00:02:51.000]  無論講的聽的
[00:02:51.000 --> 00:02:54.000]  都可以在你的話當中蒙福
[00:02:54.000 --> 00:02:55.000]  我們這樣禱告
[00:02:55.000 --> 00:02:57.000]  是奉耶穌基督得勝的名字
[00:02:57.000 --> 00:02:59.000]  以及阿們
[00:02:59.000 --> 00:03:03.000]  好,這是兩位敬畏神的接生婆
[00:03:03.000 --> 00:03:07.000]  這兩位其實是無權無勢的
[00:03:07.000 --> 00:03:09.000]  他們面對的人物是什麼呢
[00:03:09.000 --> 00:03:12.000]  就是畏高權重的埃及王
[00:03:12.000 --> 00:03:13.000]  但是竟然
[00:03:13.000 --> 00:03:20.000]  竟然他們違背了埃及王撒南英的暗殺令
[00:03:20.000 --> 00:03:23.000]  但是他沒有被判死罪
[00:03:23.000 --> 00:03:27.000]  還因為他們敬畏神而得到神的賜福
[00:03:27.000 --> 00:03:28.000]  大家可能會問
[00:03:28.000 --> 00:03:31.000]  埃及王為什麼要頒布這個暗殺令
[00:03:31.000 --> 00:03:34.000]  要殺了那些南英呢
[00:03:34.000 --> 00:03:40.000]  我們可以一起回顧一下以色列人的歷史
[00:03:40.000 --> 00:03:43.000]  其實雅各在年老的時候
[00:03:43.000 --> 00:03:47.000]  他就跟這個在埃及做高官的
[00:03:47.000 --> 00:03:50.000]  叫什麼名字,他的兒子叫什麼名字
[00:03:50.000 --> 00:03:51.000]  約瑟
[00:03:51.000 --> 00:03:53.000]  就跟約瑟團聚
[00:03:53.000 --> 00:03:58.000]  所以他們全家人就在迦南地移民去哪裡
[00:03:58.000 --> 00:03:59.000]  就是埃及
[00:03:59.000 --> 00:04:02.000]  因為那時候是飢荒的迦南地
[00:04:02.000 --> 00:04:06.000]  當時整個家族只有七十人
[00:04:06.000 --> 00:04:07.000]  有七十人
[00:04:07.000 --> 00:04:12.000]  但是當摩西帶領以色列人出埃及的時候
[00:04:12.000 --> 00:04:14.000]  單單是男人
[00:04:14.000 --> 00:04:17.000]  甚至已經有六十萬人了
[00:04:17.000 --> 00:04:18.000]  六十萬人
[00:04:18.000 --> 00:04:22.000]  如果加上小朋友和婦女
[00:04:22.000 --> 00:04:25.000]  大約有二百萬人
[00:04:25.000 --> 00:04:29.000]  所以他們的人口膨脹得非常之快
[00:04:29.000 --> 00:04:31.000]  而因為他們膨脹得很快
[00:04:31.000 --> 00:04:35.000]  雖然他們完全沒有造反的意思
[00:04:35.000 --> 00:04:39.000]  但是多疑的埃及王就很擔心
[00:04:39.000 --> 00:04:41.000]  很擔心以色列人會不會
[00:04:41.000 --> 00:04:45.000]  他們這麼多人就會跟敵人結盟
[00:04:45.000 --> 00:04:47.000]  會攻打我們埃及
[00:04:47.000 --> 00:04:49.000]  以致推翻了帝國王朝
[00:04:49.000 --> 00:04:52.000]  這個就是埃及王他們很擔心
[00:04:52.000 --> 00:04:56.000]  所以他就想了三個計劃來控制人口
[00:04:56.000 --> 00:04:58.000]  是控制以色列的人口
[00:04:58.000 --> 00:05:02.000]  A計劃就是逼以色列人做奴隸
[00:05:02.000 --> 00:05:04.000]  做苦工
[00:05:04.000 --> 00:05:05.000]  折磨他們
[00:05:05.000 --> 00:05:06.000]  控制人口增長
[00:05:06.000 --> 00:05:09.000]  但是這個經文告訴我們是失敗的
[00:05:09.000 --> 00:05:11.000]  因為他越這樣做
[00:05:11.000 --> 00:05:14.000]  反而以色列的人越來越多
[00:05:14.000 --> 00:05:18.000]  所以他就想到一個B計劃
[00:05:18.000 --> 00:05:22.000]  就是命令這些接生婦去殺了那些男嬰
[00:05:22.000 --> 00:05:24.000]  是不是很殘忍
[00:05:24.000 --> 00:05:26.000]  比如我們1月1日都見到
[00:05:26.000 --> 00:05:29.000]  有幾個搶劫出生的嬰兒
[00:05:29.000 --> 00:05:32.000]  如果有人趁著他出生的時候
[00:05:32.000 --> 00:05:33.000]  捏死了他
[00:05:33.000 --> 00:05:34.000]  或者令他喘不過氣
[00:05:34.000 --> 00:05:37.000]  是不是很難過的一件事
[00:05:37.000 --> 00:05:40.000]  我們看十五十六節
[00:05:40.000 --> 00:05:44.000]  講到這個埃及王的B計劃
[00:05:44.000 --> 00:05:48.000]  他首先召了兩個希伯來人接生婦的主管來
[00:05:48.000 --> 00:05:50.000]  這個是兩個主管來的
[00:05:50.000 --> 00:05:53.000]  他可能號召很多其他的接生婦
[00:05:53.000 --> 00:05:56.000]  他就叫他們和其他的手下
[00:05:56.000 --> 00:06:00.000]  就說如果希伯來人他臨盤的時候
[00:06:00.000 --> 00:06:03.000]  趁著他們很痛的時候
[00:06:03.000 --> 00:06:07.000]  不武力的時候不覺意的時候
[00:06:07.000 --> 00:06:09.000]  就捏死他剛剛出生的嬰兒
[00:06:09.000 --> 00:06:13.000]  或者蓋住他讓他喘不過氣
[00:06:13.000 --> 00:06:14.000]  頂多可能你會想
[00:06:14.000 --> 00:06:17.000]  為什麼他會只殺男孩子
[00:06:17.000 --> 00:06:19.000]  為什麼只殺男孩子
[00:06:19.000 --> 00:06:22.000]  他說女的可以留下來
[00:06:22.000 --> 00:06:25.000]  因為那時候參戰的人多數是什麼
[00:06:25.000 --> 00:06:27.000]  男的現在可能都是
[00:06:27.000 --> 00:06:30.000]  所以這個就是他
[00:06:30.000 --> 00:06:32.000]  為什麼只殺男孩子不殺女孩子的原因
[00:06:32.000 --> 00:06:34.000]  為什麼要丟去尼羅
[00:06:34.000 --> 00:06:37.000]  就是遲些他又再講第三個C計劃
[00:06:37.000 --> 00:06:38.000]  我們再講
[00:06:38.000 --> 00:06:41.000]  另外頂姐妹你有沒有留意到
[00:06:41.000 --> 00:06:45.000]  接生婦那兩位主管他是誰
[00:06:45.000 --> 00:06:47.000]  有沒有講到的經文
[00:06:47.000 --> 00:06:49.000]  有啊
[00:06:49.000 --> 00:06:50.000]  叫什麼名字
[00:06:50.000 --> 00:06:54.000]  斯忽拉和普阿
[00:06:54.000 --> 00:06:57.000]  埃及王又是誰
[00:06:57.000 --> 00:06:59.000]  這裡有沒有講是誰
[00:06:59.000 --> 00:07:00.000]  有沒有講是誰
[00:07:00.000 --> 00:07:03.000]  沒有啊 只是講很普遍地講
[00:07:03.000 --> 00:07:05.000]  就是埃及王而已
[00:07:05.000 --> 00:07:07.000]  不像我們現在講的特首李家超
[00:07:07.000 --> 00:07:09.000]  會這樣講的
[00:07:09.000 --> 00:07:10.000]  但是他這裡沒有這樣講
[00:07:10.000 --> 00:07:12.000]  他只是講埃及王
[00:07:12.000 --> 00:07:14.000]  所以是誰埃及王呢
[00:07:14.000 --> 00:07:17.000]  似乎不是作者最有興趣的
[00:07:17.000 --> 00:07:18.000]  反而可能我們有興趣多一點
[00:07:18.000 --> 00:07:21.000]  就是究竟是誰埃及王這麼壞
[00:07:21.000 --> 00:07:23.000]  但是這個經文沒有這樣提
[00:07:23.000 --> 00:07:27.000]  但是反而他特別提了
[00:07:27.000 --> 00:07:31.000]  是兩個接生婦的兩個名字
[00:07:31.000 --> 00:07:32.000]  為什麼呢
[00:07:32.000 --> 00:07:34.000]  如果你留意聖經裡面
[00:07:34.000 --> 00:07:37.000]  逢親提及埃及王的時候
[00:07:37.000 --> 00:07:40.000]  都很少告訴你是哪一個埃及王
[00:07:40.000 --> 00:07:42.000]  所以這些都不是作者
[00:07:42.000 --> 00:07:44.000]  他們本身所關心的
[00:07:44.000 --> 00:07:50.000]  他反而關心斯忽拉和普阿
[00:07:50.000 --> 00:07:52.000]  他為什麼這樣呢
[00:07:52.000 --> 00:07:53.000]  為什麼特別關心
[00:07:53.000 --> 00:07:55.000]  將這兩個小人物的名字
[00:07:55.000 --> 00:07:58.000]  寄了在聖經裡面呢
[00:07:58.000 --> 00:08:00.000]  因為在以色列初期歷史裡面
[00:08:00.000 --> 00:08:04.000]  斯忽拉和普阿他們是一個英雄
[00:08:04.000 --> 00:08:07.000]  他們拯救了很多的以色列人
[00:08:07.000 --> 00:08:09.000]  因為他們在很多人都怕
[00:08:09.000 --> 00:08:11.000]  這個埃及王的時候
[00:08:11.000 --> 00:08:14.000]  只有他們兩個斯忽拉和普阿
[00:08:14.000 --> 00:08:15.000]  他們跟其他人不一樣
[00:08:15.000 --> 00:08:17.000]  他們不怕這個暴君
[00:08:17.000 --> 00:08:21.000]  他竟然違抗了王的命令
[00:08:21.000 --> 00:08:23.000]  為什麼這兩個小人物
[00:08:23.000 --> 00:08:26.000]  好像跟其他人與別不同呢
[00:08:26.000 --> 00:08:27.000]  我們看看第17節
[00:08:27.000 --> 00:08:28.000]  我邀請大家一起讀吧
[00:08:28.000 --> 00:08:29.000]  預備起
[00:08:29.000 --> 00:08:33.000]  但是接生婦卻敬畏神
[00:08:33.000 --> 00:08:37.000]  不照著埃及王吩咐他們的去作
[00:08:37.000 --> 00:08:39.000]  竟讓男孩活著
[00:08:39.000 --> 00:08:41.000]  你找不找到原因啊
[00:08:41.000 --> 00:08:43.000]  他為什麼好像其他人那樣
[00:08:43.000 --> 00:08:46.000]  跟其他人不一樣的原因是什麼
[00:08:46.000 --> 00:08:48.000]  他敬畏神啊
[00:08:48.000 --> 00:08:49.000]  敬畏神啊
[00:08:49.000 --> 00:08:54.000]  大姨姊妹他敬畏神就不怕埃及王
[00:08:54.000 --> 00:08:57.000]  我們其實很感謝斯忽拉和普阿
[00:08:57.000 --> 00:09:00.000]  他們很強而有力示範了一個真理
[00:09:00.000 --> 00:09:05.000]  就是敬畏神就無所懼怕
[00:09:05.000 --> 00:09:12.000]  不敬畏神的人就什麼都怕
[00:09:12.000 --> 00:09:15.000]  大姨姊妹你覺得敬畏神是什麼意思
[00:09:15.000 --> 00:09:17.000]  其實我們都經常聽的
[00:09:17.000 --> 00:09:19.000]  是什麼意思呢
[00:09:19.000 --> 00:09:21.000]  正如主耶穌在馬太福音
[00:09:21.000 --> 00:09:24.000]  十章二十八節這麼說
[00:09:24.000 --> 00:09:26.000]  這裡這麼說
[00:09:26.000 --> 00:09:29.000]  那些殺身體卻不能殺靈魂的
[00:09:29.000 --> 00:09:30.000]  不要怕他們
[00:09:30.000 --> 00:09:34.000]  都要怕那為能把靈魂和身體
[00:09:34.000 --> 00:09:37.000]  都投入地獄裡地下
[00:09:37.000 --> 00:09:39.000]  第一節目我們要弄清楚
[00:09:39.000 --> 00:09:42.000]  我們敬畏的對象是誰
[00:09:42.000 --> 00:09:44.000]  敬畏的對象是誰
[00:09:44.000 --> 00:09:46.000]  斯忽拉和普阿
[00:09:46.000 --> 00:09:49.000]  可能他們是普通的女人
[00:09:49.000 --> 00:09:51.000]  他們不太明白什麼是
[00:09:51.000 --> 00:09:52.000]  高深的聖經大道理
[00:09:52.000 --> 00:09:54.000]  不過他們知道什麼是對的
[00:09:54.000 --> 00:09:55.000]  什麼是不對的
[00:09:55.000 --> 00:09:57.000]  他們也知道敬畏那個
[00:09:57.000 --> 00:10:00.000]  一定要敬畏最強的那個
[00:10:00.000 --> 00:10:01.000]  就是最高的那個
[00:10:01.000 --> 00:10:03.000]  還有最有權柄的那個
[00:10:03.000 --> 00:10:06.000]  埃及王可以因為他們不服從
[00:10:06.000 --> 00:10:07.000]  可能抓他們坐牢
[00:10:07.000 --> 00:10:09.000]  甚至殺了他們
[00:10:09.000 --> 00:10:11.000]  但是他們很清楚
[00:10:11.000 --> 00:10:15.000]  掌管人現在和死後生命的
[00:10:15.000 --> 00:10:19.000]  最後審判的是神
[00:10:19.000 --> 00:10:21.000]  不是埃及王
[00:10:21.000 --> 00:10:24.000]  所以他們也很明白
[00:10:24.000 --> 00:10:27.000]  神會賜勇氣給那些敬畏他的人
[00:10:27.000 --> 00:10:30.000]  不單單只是關注自己的利益
[00:10:30.000 --> 00:10:34.000]  所以第一節目他們可以做到
[00:10:34.000 --> 00:10:35.000]  就是因為敬畏神
[00:10:35.000 --> 00:10:37.000]  他們不怕那個埃及王
[00:10:37.000 --> 00:10:39.000]  可能去到都有些戰戰兢兢的
[00:10:39.000 --> 00:10:42.000]  但是他可以按照神的心意去做
[00:10:42.000 --> 00:10:44.000]  但可能你熟悉聖經的你
[00:10:44.000 --> 00:10:46.000]  可能你會覺得是不是真的
[00:10:46.000 --> 00:10:49.000]  斯伯拉和普華是不是真的敬畏神
[00:10:49.000 --> 00:10:54.000]  但是從他回答埃及王的第十九節來說
[00:10:54.000 --> 00:10:58.000]  他們可能是在說謊
[00:10:58.000 --> 00:11:00.000]  是不是真的呢
[00:11:00.000 --> 00:11:03.000]  希伯來的婦人和埃及人不同
[00:11:03.000 --> 00:11:04.000]  他們很有活力
[00:11:04.000 --> 00:11:06.000]  是不是真的呢
[00:11:06.000 --> 00:11:10.000]  他們未到希伯來的人已經生了孩子
[00:11:10.000 --> 00:11:12.000]  是不是真的呢
[00:11:12.000 --> 00:11:16.000]  其實埃及王也不是蠢的
[00:11:16.000 --> 00:11:18.000]  他也可以找人去事實檢查
[00:11:18.000 --> 00:11:20.000]  查清楚究竟是不是屬實的
[00:11:20.000 --> 00:11:26.000]  可能接生父沒有將事實的全部告訴埃及王
[00:11:26.000 --> 00:11:30.000]  但是真的有事實的根據
[00:11:30.000 --> 00:11:32.000]  就是希伯來的婦人和埃及的婦人
[00:11:32.000 --> 00:11:33.000]  是真的有點不同的
[00:11:33.000 --> 00:11:35.000]  在生孩子這件事上
[00:11:35.000 --> 00:11:38.000]  原來埃及的婦人
[00:11:38.000 --> 00:11:41.000]  不知道是不是很像我們香港的媽媽
[00:11:41.000 --> 00:11:43.000]  通常很被動的
[00:11:43.000 --> 00:11:46.000]  閉上眼睛就生了
[00:11:46.000 --> 00:11:48.000]  很痛的就生了
[00:11:48.000 --> 00:11:49.000]  很被動的
[00:11:49.000 --> 00:11:53.000]  但是希伯來婦人的資料顯示
[00:11:53.000 --> 00:11:55.000]  他們是很主動的
[00:11:55.000 --> 00:11:58.000]  他們可以幫忙在生產裡面
[00:11:58.000 --> 00:12:01.000]  他們很主動去做一些事情
[00:12:01.000 --> 00:12:03.000]  雖然我想像不到會做些什麼
[00:12:03.000 --> 00:12:05.000]  但是他們是很主動參與的
[00:12:05.000 --> 00:12:07.000]  所以其實真的不同
[00:12:07.000 --> 00:12:10.000]  所以埃及王真的了解到
[00:12:10.000 --> 00:12:12.000]  其實兩種的婦女是真的不同的
[00:12:12.000 --> 00:12:14.000]  在生孩子的事上
[00:12:14.000 --> 00:12:16.000]  所以有學者說
[00:12:16.000 --> 00:12:19.000]  接生父為了敬畏神
[00:12:19.000 --> 00:12:22.000]  他不想做殺嬰的兇手
[00:12:22.000 --> 00:12:25.000]  他可能想了一個對策
[00:12:25.000 --> 00:12:26.000]  這個對策就是
[00:12:26.000 --> 00:12:30.000]  接生父可能預先告訴希伯來的婦女
[00:12:30.000 --> 00:12:34.000]  他說你生孩子的時候要做這個做那個
[00:12:34.000 --> 00:12:35.000]  你一向都會做的
[00:12:35.000 --> 00:12:37.000]  你要小心這個小心那個
[00:12:37.000 --> 00:12:39.000]  你知道怎麼做的
[00:12:39.000 --> 00:12:40.000]  最重要的就是
[00:12:40.000 --> 00:12:42.000]  你的孩子還沒出生的時候
[00:12:42.000 --> 00:12:44.000]  不要找我來你那裡
[00:12:44.000 --> 00:12:47.000]  你等孩子出生之後才找我去善後
[00:12:47.000 --> 00:12:49.000]  他可能有這個
[00:12:49.000 --> 00:12:54.000]  預先跟希伯來的媽媽說這些
[00:12:54.000 --> 00:12:57.000]  所以接生父去到的時候
[00:12:57.000 --> 00:12:58.000]  當然了
[00:12:58.000 --> 00:12:59.000]  因為他預先告訴她
[00:12:59.000 --> 00:13:03.000]  那時候媽媽已經生了個孩子
[00:13:03.000 --> 00:13:05.000]  所以接生父可能
[00:13:05.000 --> 00:13:09.000]  學者說他沒有將事實的全部告訴埃及王
[00:13:09.000 --> 00:13:13.000]  可能覺得我都沒辦法
[00:13:13.000 --> 00:13:14.000]  他們已經出生了
[00:13:14.000 --> 00:13:15.000]  我都沒辦法了
[00:13:15.000 --> 00:13:16.000]  做不了這些事
[00:13:16.000 --> 00:13:17.000]  真的不知道怎麼辦
[00:13:17.000 --> 00:13:18.000]  可能他這樣
[00:13:18.000 --> 00:13:23.000]  多疑的埃及王都說他們沒辦法
[00:13:23.000 --> 00:13:24.000]  沒有追究下去
[00:13:24.000 --> 00:13:26.000]  經文沒有再說他們追究下去
[00:13:26.000 --> 00:13:29.000]  所以接生父過了骨
[00:13:29.000 --> 00:13:31.000]  但是神在聖經裡面說
[00:13:31.000 --> 00:13:35.000]  他恩待的兩個生父
[00:13:35.000 --> 00:13:37.000]  其實是因為他敬畏神
[00:13:37.000 --> 00:13:39.000]  他敬畏神
[00:13:39.000 --> 00:13:41.000]  所以第一姐妹
[00:13:41.000 --> 00:13:44.000]  很多人都怕埃及王
[00:13:44.000 --> 00:13:47.000]  都是很多人怕的
[00:13:47.000 --> 00:13:49.000]  在困境裡面
[00:13:49.000 --> 00:13:51.000]  第一條問題我問大家
[00:13:51.000 --> 00:13:56.000]  你最怕的人和事是什麼
[00:13:56.000 --> 00:13:59.000]  我先生經常都說我什麼都怕一頓
[00:13:59.000 --> 00:14:01.000]  這件事又怕那件事又怕
[00:14:01.000 --> 00:14:03.000]  很多事情都要找他幫忙
[00:14:03.000 --> 00:14:05.000]  但我說其實我都不想的
[00:14:05.000 --> 00:14:06.000]  我都控制不了
[00:14:06.000 --> 00:14:08.000]  因為我真的害怕
[00:14:08.000 --> 00:14:10.000]  但是在我一直預備經文的時候
[00:14:10.000 --> 00:14:13.000]  其實我很感謝斯伯拉和普亞
[00:14:13.000 --> 00:14:14.000]  他們幫我想想
[00:14:14.000 --> 00:14:18.000]  幫我想想就是我什麼都怕的時候
[00:14:18.000 --> 00:14:25.000]  但是我有沒有敬畏神呢
[00:14:25.000 --> 00:14:27.000]  斯伯拉和普亞
[00:14:27.000 --> 00:14:30.000]  因為敬畏神他就不怕埃及王
[00:14:30.000 --> 00:14:33.000]  我會不會反過來呢
[00:14:33.000 --> 00:14:38.000]  我怕人多過怕神呢
[00:14:38.000 --> 00:14:39.000]  我會不會反過來
[00:14:39.000 --> 00:14:43.000]  我怕人多過怕神呢
[00:14:43.000 --> 00:14:44.000]  我記得很多年前
[00:14:44.000 --> 00:14:46.000]  我還在貿易公司工作
[00:14:46.000 --> 00:14:50.000]  老闆就要叫我按行規
[00:14:50.000 --> 00:14:53.000]  開一些假的發票
[00:14:53.000 --> 00:14:56.000]  以致那個客人可以拿這張發票
[00:14:56.000 --> 00:14:58.000]  他就可以給少一點稅
[00:14:58.000 --> 00:15:00.000]  是外國的客人
[00:15:00.000 --> 00:15:01.000]  我很害怕
[00:15:01.000 --> 00:15:02.000]  我都說我什麼都怕
[00:15:02.000 --> 00:15:04.000]  怕得罪老闆
[00:15:04.000 --> 00:15:06.000]  我又怕我失去工作
[00:15:06.000 --> 00:15:08.000]  所以我那時候已經信了主一段時間
[00:15:08.000 --> 00:15:10.000]  我知道這樣做是不對的
[00:15:10.000 --> 00:15:12.000]  不合乎神的心意
[00:15:12.000 --> 00:15:15.000]  但是我有沒有做
[00:15:15.000 --> 00:15:16.000]  我有做
[00:15:16.000 --> 00:15:19.000]  我真的和他開了一些假的發票
[00:15:19.000 --> 00:15:21.000]  相信你可能都會很同情我
[00:15:21.000 --> 00:15:23.000]  但是我內心真的苦苦掙扎了
[00:15:23.000 --> 00:15:25.000]  很長的時間
[00:15:25.000 --> 00:15:27.000]  最後我都祈禱再祈禱
[00:15:27.000 --> 00:15:30.000]  跟那些代言師請他們為我祈禱
[00:15:30.000 --> 00:15:31.000]  我覺得我內心的掙扎
[00:15:31.000 --> 00:15:33.000]  我是要做一些事的
[00:15:33.000 --> 00:15:36.000]  不可以就這樣算
[00:15:36.000 --> 00:15:39.000]  最後我拿著一封辭職信
[00:15:39.000 --> 00:15:41.000]  去找那兩個老闆
[00:15:41.000 --> 00:15:44.000]  我跟他們說對不起
[00:15:44.000 --> 00:15:47.000]  因為我不想開假的發票
[00:15:47.000 --> 00:15:51.000]  我想做一個誠實的人
[00:15:51.000 --> 00:15:54.000]  我心想如果老闆都要堅持的話
[00:15:54.000 --> 00:15:56.000]  我就會拿著那封辭職信
[00:15:56.000 --> 00:15:59.000]  說對不起我要辭職了
[00:15:59.000 --> 00:16:01.000]  當時我有兩個老闆
[00:16:01.000 --> 00:16:05.000]  小老闆聽到之後就冷嘲熱諷我
[00:16:05.000 --> 00:16:08.000]  說這些信耶穌的人這麼自私
[00:16:08.000 --> 00:16:10.000]  只想自己要誠實
[00:16:10.000 --> 00:16:12.000]  又不理公司的生意
[00:16:12.000 --> 00:16:15.000]  又剪布來罵我
[00:16:15.000 --> 00:16:16.000]  但是很感恩
[00:16:16.000 --> 00:16:18.000]  大老闆竟然說
[00:16:18.000 --> 00:16:20.000]  你不用開了
[00:16:20.000 --> 00:16:22.000]  你不需要做這件事了
[00:16:22.000 --> 00:16:25.000]  你繼續做其他事
[00:16:25.000 --> 00:16:27.000]  我就不理小老闆說什麼
[00:16:27.000 --> 00:16:29.000]  因為大老闆說了就是了
[00:16:29.000 --> 00:16:31.000]  他是主事人
[00:16:31.000 --> 00:16:32.000]  所以我就知道
[00:16:32.000 --> 00:16:34.000]  我不需要再害怕小老闆
[00:16:34.000 --> 00:16:38.000]  我要害怕最大的就是我的大老闆
[00:16:38.000 --> 00:16:39.000]  可能你就會說
[00:16:39.000 --> 00:16:40.000]  那你也好
[00:16:40.000 --> 00:16:41.000]  你學會了敬畏神
[00:16:41.000 --> 00:16:42.000]  不是的
[00:16:42.000 --> 00:16:44.000]  否則我也不寫給我先生
[00:16:44.000 --> 00:16:46.000]  經常說我這樣害怕那樣害怕
[00:16:46.000 --> 00:16:48.000]  我仍然要學習
[00:16:48.000 --> 00:16:51.000]  但是這兩個接生府的見證
[00:16:51.000 --> 00:16:53.000]  讓我再次想
[00:16:53.000 --> 00:16:58.000]  我究竟敬畏的對象是誰
[00:16:58.000 --> 00:17:00.000]  我敬畏的對象是誰
[00:17:00.000 --> 00:17:06.000]  我敬畏神不是人
[00:17:06.000 --> 00:17:09.000]  因為神才是我最大的老闆
[00:17:09.000 --> 00:17:11.000]  祂才有最終的決定權
[00:17:11.000 --> 00:17:14.000]  好像我之前工作的那個大老闆一樣
[00:17:14.000 --> 00:17:17.000]  祂才可以最終做這個決策
[00:17:17.000 --> 00:17:19.000]  當然你明白我的意思
[00:17:19.000 --> 00:17:21.000]  敬畏神可以代表無中無人
[00:17:21.000 --> 00:17:22.000]  不是這樣的意思
[00:17:22.000 --> 00:17:24.000]  我們也要尊敬人
[00:17:24.000 --> 00:17:25.000]  但是我們要知道
[00:17:25.000 --> 00:17:28.000]  我們敬畏的對象是誰
[00:17:28.000 --> 00:17:31.000]  所以斯佛拉和普亞
[00:17:31.000 --> 00:17:33.000]  因為敬畏神
[00:17:33.000 --> 00:17:35.000]  二十和二十一節
[00:17:35.000 --> 00:17:38.000]  神就恩待他們
[00:17:38.000 --> 00:17:40.000]  為他們成立家室
[00:17:40.000 --> 00:17:41.000]  賜給他們有小朋友
[00:17:41.000 --> 00:17:43.000]  賜給他們也有自己的孩子
[00:17:43.000 --> 00:17:45.000]  以色列人就增多
[00:17:45.000 --> 00:17:47.000]  增加更多
[00:17:47.000 --> 00:17:50.000]  包括他自己的孩子在內
[00:17:50.000 --> 00:17:51.000]  敬畏神的人
[00:17:51.000 --> 00:17:53.000]  常常會經歷
[00:17:53.000 --> 00:17:55.000]  神是令你很驚嘆的
[00:17:55.000 --> 00:17:56.000]  很驚訝的
[00:17:56.000 --> 00:17:59.000]  祂會給你很多很驚喜的
[00:17:59.000 --> 00:18:01.000]  很驚嘆的一些經驗
[00:18:01.000 --> 00:18:03.000]  所以除了斯佛拉和普亞之外
[00:18:03.000 --> 00:18:04.000]  還有兩個女性
[00:18:04.000 --> 00:18:06.000]  她們都可以經歷
