
[00:00:00.000 --> 00:00:06.080]  我們這次真的,其實路途一點都不險了,不知道為何會覺得危險了
[00:05:25.440 --> 00:05:29.120]  應該是睡午覺的時候,應該已經醒了
[00:05:29.120 --> 00:05:35.120]  所以講得很清楚,他不是在夜間睡覺的時候發夢,就像你發夢一樣
[00:05:35.120 --> 00:05:39.440]  下午三點鐘,他在異象中清楚地看見使者進來
[00:05:39.440 --> 00:05:45.840]  他說哥利劉,他就定睛看他,然後經皇帝說主啊什麽事
[00:05:45.840 --> 00:05:55.600]  天使對他說,你的禱告和你的周祭已達到上帝面前,夢寄蓮鳥
[00:05:55.600 --> 00:06:03.440]  現在你要派人往約柏去,且請一位稱為彼得的西門來
[00:06:03.440 --> 00:06:11.040]  他住在一個皮甲象,即是做皮甲的一個人,做手袋等等
[00:06:11.040 --> 00:06:14.720]  西門的家裏面,房子就在海邊
[00:06:14.720 --> 00:06:24.000]  所以經文繼續交代的時候,哥利劉真的派人去到約柏
[00:06:24.000 --> 00:06:33.440]  他本身在凱撒尼亞,然後派人去約柏找誰?
[00:06:33.440 --> 00:06:37.120]  找彼得,找這個人叫做彼得
[00:06:37.120 --> 00:06:45.680]  約柏在西西里亞南邊,現在開車大約一小時,去到一個小海港叫做Jopa
[00:06:45.680 --> 00:06:56.480]  在那裏找彼得,如果開車大約一小時,應該要走一整天
[00:06:56.480 --> 00:07:01.920]  就會去到約柏,結果他真的派人去,第二天發生了什麽事?
[00:07:01.920 --> 00:07:09.760]  第二天他們走到將近那城就是約柏,就是到正午的時候,又是白天的時候,不是做夢的時候
[00:07:09.760 --> 00:07:15.680]  彼得剛剛上房頂去禱告,他就覺得餓了
[00:07:15.680 --> 00:07:24.000]  午餐的時候,他先企了肚子,他就肚子餓,然後想吃東西
[00:07:24.000 --> 00:07:30.160]  那家的人正在預備飯的時候,當然肚子餓,聞到飯香
[00:07:30.160 --> 00:07:37.520]  他就雲遊障礙,雲遊障礙的意思不是他糊裡糊塗的意思,不是我們雲遊障礙
[00:07:37.520 --> 00:07:44.400]  雲遊障礙,就是他在靈裏面禱告,是很深的一種禱告
[00:07:44.400 --> 00:07:53.040]  看見天開了,有一塊很像大埔的東西降下,四角吊在地上
[00:07:53.040 --> 00:08:03.280]  裏面有各種四腳的走獸,爬蟲,天上的飛鳥,又有聲音對他們說,彼得,起來,斬了牠,吃吧
[00:08:03.280 --> 00:08:11.360]  彼得的雪主絕對不可犯,烏族的不潔淨的東西,從來沒有吃過的,他從小到大都沒有吃過
[00:08:11.360 --> 00:08:17.840]  所以這個異象對彼得來説,一個正統的猶太人來説,是一個很大的驚喜來的
[00:08:17.840 --> 00:08:23.600]  對我們來説,我們覺得沒什麼,有免費的東西放在你面前
[00:08:23.600 --> 00:08:31.360]  你就立即斬了牠,弄蟹,蝦等等,鱔,這些東西,我們最喜歡吃的
[00:08:31.360 --> 00:08:38.320]  放在你面前都不吃,但是對一個正統的猶太人來説,今天都是,他們是不能夠接受這件事的
[00:08:38.320 --> 00:08:46.000]  以往他們的歷史,或者有他們的身份,或者有他們的文化等等,他們是不能夠接受的
[00:08:46.000 --> 00:08:50.960]  但是同一時間,也不應該是一個驚喜來的,為什麼呢?
[00:08:50.960 --> 00:08:56.400]  因為在新約之前,有一些猶太人的文獻,說如果尼塞亞到的時候
[00:08:56.400 --> 00:09:03.200]  上帝的救恩臨到的時候,計劃能夠實施的時候
[00:09:03.200 --> 00:09:08.560]  應該好像回到創世紀那樣,原創的宇宙
[00:09:08.560 --> 00:09:14.400]  原創的宇宙,在創世紀第一、二章,有沒有分什麼潔淨和不潔淨的?
[00:09:14.400 --> 00:09:20.800]  沒有的,是不是?神做了什麼,然後事就這樣成了,神看著是什麼?
[00:09:20.800 --> 00:09:31.040]  是好的,對不對?所以在那時候的猶太人已經有一種說法,因為他們在預期尼塞亞會臨到
[00:09:31.040 --> 00:09:35.200]  所以,尼塞亞臨到的時候,他們有一些的寫作就會說
[00:09:35.200 --> 00:09:39.600]  尼塞亞臨到的時候,應該是回到原創,original creation的時候
[00:09:39.600 --> 00:09:42.320]  應該是沒有分潔淨與不潔淨的
[00:09:42.320 --> 00:09:48.320]  彼得就在這個位置,正在掙扎,到底是吃還是不吃呢?
[00:09:48.320 --> 00:09:56.080]  結果他有沒有吃?結果他有吃,即是在這二章裡面有吃,對不對?
[00:09:56.080 --> 00:10:00.400]  三番四次天使叫他,一次又一次,一次又一次
[00:10:00.400 --> 00:10:06.320]  他說這些東西,上帝看為潔淨的,你不能當它為不潔淨
[00:10:06.320 --> 00:10:11.600]  所以他就將這些食物接納了,對不對?
[00:10:11.600 --> 00:10:18.240]  對一個猶太人來講,對一個猶太人的世界來講,是一個很大的震撼來的
[00:10:18.240 --> 00:10:23.200]  然後這個故事很長,繼續下去第二十三節
[00:10:23.200 --> 00:10:31.040]  結果就找了彼得,即是哥尼留的馬仔,走了去找彼得
[00:10:31.040 --> 00:10:34.480]  然後他們就起床了,第二天,他們一起跟他
[00:10:34.480 --> 00:10:38.400]  還有約拍幾個基督徒的弟兄,就跟彼得一起去
[00:10:38.400 --> 00:10:42.560]  又次日,又回到上海,上到去凱撒尼亞
[00:10:42.560 --> 00:10:47.440]  哥尼留已經請了他的親朋好友在等候他們
[00:10:47.440 --> 00:10:53.600]  彼得一進去,哥尼留就迎接他,然後虎伏在他腳前拜他
[00:10:53.600 --> 00:11:00.320]  但是彼得拉著他起來,他說你起來,我自己也不過是人
[00:11:00.320 --> 00:11:05.440]  然後就講了一大堆東西,就講到你又有一個vision
[00:11:05.440 --> 00:11:11.120]  我又有一個vision,原來上帝真是這樣去成就救恩的
[00:11:11.120 --> 00:11:15.840]  大概最後的時候,彼得就開口講了
[00:11:15.840 --> 00:11:22.480]  彼得就跟約拍,上了北面,凱撒尼亞這個地方
[00:11:22.480 --> 00:11:26.800]  彼得就開口講,哥尼留就信主
[00:11:26.800 --> 00:11:30.880]  他說,我真的看出上帝是不偏待人的
[00:11:30.880 --> 00:11:39.120]  不但如此,在各國中也敬畏他而行義的人,都為他所悅立
[00:11:39.120 --> 00:11:42.240]  上帝藉著耶穌基督,他是萬有的主
[00:11:42.240 --> 00:11:48.080]  傳和平的福音,也把這道傳給以色列人
[00:11:48.080 --> 00:11:52.080]  整個第十章,就是交代這個故事
[00:11:52.080 --> 00:11:58.000]  哥尼留在凱撒尼亞,彼得在約拍
[00:11:58.000 --> 00:12:03.760]  然後上帝藉著異象,把這兩個人所謂撮合
[00:12:03.760 --> 00:12:07.120]  就在凱撒尼亞這個地方來撮合
[00:12:07.120 --> 00:12:12.720]  但這有兩個重點,第一個重點就是福音的權能
[00:12:12.720 --> 00:12:19.040]  the power of the gospel
[00:12:19.040 --> 00:12:23.040]  到底上帝的福音的權能在哪裏
[00:12:23.040 --> 00:12:28.560]  如果你追蹤一下《使徒行傳》,路加和《使徒行傳》是第一集和第二集
[00:12:28.560 --> 00:12:31.520]  都是路加所寫的,他在寫什麼呢?
[00:12:31.520 --> 00:12:37.680]  耶穌的降世,祂開始傳道,然後祂死而復活
[00:12:37.680 --> 00:12:45.120]  到《使徒行傳》,就是耶穌死而復活之後,祂升天作王
[00:12:45.120 --> 00:12:50.560]  然後祂賜下聖靈,聖靈就工作了,在五巡節的時候聖靈降臨
[00:12:50.560 --> 00:12:54.720]  使徒在耶路撒冷就開始得到這個救恩
[00:12:54.720 --> 00:12:59.360]  然後把這個福音一路漸漸地傳開
[00:12:59.360 --> 00:13:05.360]  從耶路撒冷,猶太傳地,撒瑪利亞,直到地極
[00:13:05.360 --> 00:13:09.120]  上帝就用這班人來做見證
[00:13:09.120 --> 00:13:13.440]  然後猶太人漸漸有多一些的信主
[00:13:13.440 --> 00:13:16.320]  也有一些外邦人來信主
[00:13:16.320 --> 00:13:20.560]  直到《使徒行傳》第十章,第十章的時候
[00:13:20.560 --> 00:13:27.120]  就是羅馬的百夫長哥利諾,他去信主,然後受洗
[00:13:27.120 --> 00:13:32.000]  看起來好像有什麼大事,是吧?
[00:13:32.000 --> 00:13:34.800]  一個外邦人信主,是吧?
[00:13:34.800 --> 00:13:37.600]  其實這樣看來又不是很大事,是吧?
[00:13:37.600 --> 00:13:41.040]  為什麼呢?因為《使徒行傳》裡面都交代過
[00:13:41.040 --> 00:13:44.960]  已經漸漸交代有一些外邦人來信主
[00:13:44.960 --> 00:13:48.560]  剛才我們看第十章,之前有幾章
[00:13:48.560 --> 00:13:52.880]  都已經交代了漸漸有外邦人信主,但是讀章第五節
[00:13:52.880 --> 00:13:58.000]  這裡發生什麼事呢?就是耶路撒冷的教會裡面有一些爭執
[00:13:58.000 --> 00:14:00.000]  就是第一代和第二代的人
[00:14:00.000 --> 00:14:02.640]  有些是講希伯來話,有些是講希臘話
[00:14:02.640 --> 00:14:07.120]  就覺得希臘話那些,第二代那些,就是我們今天那些ABC
[00:14:07.120 --> 00:14:08.480]  就是沒有人理他們
[00:14:08.480 --> 00:14:12.640]  然後他們就說,不如我們選一些領袖出來
[00:14:12.640 --> 00:14:15.440]  選一些執事出來,你們都去照顧他們,是吧?
[00:14:15.440 --> 00:14:18.960]  他們就揀選了史提反,是一個滿有信心和聖靈的人
[00:14:18.960 --> 00:14:22.880]  又揀選了肥利,然後有誰誰誰,最後誰?
[00:14:22.880 --> 00:14:30.480]  是歸依猶太教的安提俄人尼戈拉
[00:14:30.480 --> 00:14:34.080]  外邦人來的,不是猶太人來的,故意這樣說他
[00:14:34.080 --> 00:14:37.040]  他是那些什麼?所謂"God Fear"
[00:14:37.040 --> 00:14:41.120]  就是那些歸信了猶太教的人,他們還信耶穌
[00:14:41.120 --> 00:14:43.840]  選了他做執事
[00:14:43.840 --> 00:14:48.080]  然後第八章,就講到另外一個的執事
[00:14:48.080 --> 00:14:52.000]  剛才選了那個叫做肥利的Philip
[00:14:52.000 --> 00:14:54.720]  他就奉聖靈差遣去到哪裡?
[00:14:54.720 --> 00:14:57.280]  就離開耶路撒冷,往南邊走
[00:14:57.280 --> 00:15:00.640]  聖靈對他說什麼呢?這個使者對他說
[00:15:00.640 --> 00:15:04.720]  他說你從耶路撒冷下加薩的路上海邊,海皮那邊
[00:15:04.720 --> 00:15:08.560]  一直往曠野,肥利就聽話了
[00:15:08.560 --> 00:15:13.920]  然後他就在路上遇見了一個埃塞俄比亞人
[00:15:13.920 --> 00:15:16.400]  Eviopian
[00:15:16.400 --> 00:15:19.760]  是一個大權的太監來的
[00:15:19.760 --> 00:15:24.560]  埃塞俄比亞的女王手下,管什麼?
[00:15:24.560 --> 00:15:26.960]  原來這個人是印銀紙的
[00:15:26.960 --> 00:15:30.800]  他就上耶路撒冷去到禮拜
[00:15:30.800 --> 00:15:35.040]  有什麼不大事?太監信主很大事,你知道嗎?
[00:15:35.040 --> 00:15:37.840]  因為太監是不能進聖殿的
[00:15:37.840 --> 00:15:39.680]  他可以去敬拜
[00:15:39.680 --> 00:15:42.560]  遠遠望見屋企,對不對?
[00:15:42.560 --> 00:15:44.160]  因為他的身體有殘疾
[00:15:44.160 --> 00:15:46.560]  所以他不能夠來到上帝面前
[00:15:46.560 --> 00:15:48.640]  但是救恩來到
[00:15:48.640 --> 00:15:53.440]  肥利就帶了這個太監來信主
[00:15:53.440 --> 00:15:55.680]  授勢歸主
[00:15:55.680 --> 00:15:59.120]  然後第八章第四十節
[00:15:59.120 --> 00:16:00.640]  後來這個肥利去了哪裡?
[00:16:00.640 --> 00:16:05.920]  他走遍那地方,各城來都可以,全陽覆陰一直到哪裡?
[00:16:05.920 --> 00:16:07.920]  就是海撒利亞,對不對?
[00:16:07.920 --> 00:16:09.920]  剛才我們說的那個地方
[00:16:09.920 --> 00:16:13.680]  他已經到了這個地方,已經有福音傳到那裡
[00:16:13.680 --> 00:16:18.640]  然後第九章就是外邦人的使徒信主
[00:16:18.640 --> 00:16:19.920]  蘇羅
[00:16:19.920 --> 00:16:21.680]  他是一個迫害教會的人
[00:16:21.680 --> 00:16:24.800]  然後上帝將他的生命扭轉過來
[00:16:24.800 --> 00:16:27.440]  然後上帝跟他說什麼?
[00:16:27.440 --> 00:16:29.760]  上帝跟他說
[00:16:29.760 --> 00:16:34.720]  對另外一個去接待蘇羅的阿拉利亞人
[00:16:34.720 --> 00:16:36.560]  他說你只管去接待蘇羅這個人
[00:16:36.560 --> 00:16:38.720]  因為他是我揀選的器命
[00:16:38.720 --> 00:16:46.800]  是要在外邦人,軍王,以色列人面前宣揚我的名字
[00:16:46.800 --> 00:16:49.520]  所以你說一次,兩次,三次,四次
[00:16:49.520 --> 00:16:51.360]  這四個樣本都告訴我們
[00:16:51.360 --> 00:16:55.120]  其實一早已經有外邦人來信主了
[00:16:55.120 --> 00:16:57.680]  福音已經傳到了哪裡?
[00:16:57.680 --> 00:16:59.040]  海撒利亞,對不對?
[00:16:59.040 --> 00:17:00.400]  到了塞斯里亞
[00:17:00.400 --> 00:17:06.400]  但是為什麼路加到了第十章的時候就大費周章地說
[00:17:06.400 --> 00:17:08.320]  戈里留信主?
[00:17:08.320 --> 00:17:12.560]  如果你看一下這個故事
[00:17:12.560 --> 00:17:17.600]  實際上這個故事是史萊姆傳裡面最長的一個故事
[00:17:17.600 --> 00:17:18.960]  很長的一個故事
[00:17:18.960 --> 00:17:21.040]  最長的一個故事
[00:17:21.040 --> 00:17:24.880]  路加為什麼要花這麼多的篇幅去記載呢?
[00:17:24.880 --> 00:17:28.080]  你看看那個outline就知道了
[00:17:28.080 --> 00:17:29.840]  是有七段的
[00:17:29.840 --> 00:17:33.440]  當然有七段,寫得最好的東西通常有七段
[00:17:33.440 --> 00:17:35.040]  在《聖經》裡面
[00:17:35.040 --> 00:17:36.560]  第一段發生在哪裡?
[00:17:36.560 --> 00:17:38.800]  在海撒利亞
[00:17:38.800 --> 00:17:42.400]  戈里留的異象
[00:17:42.400 --> 00:17:44.560]  然後第二段就是彼得的異象
[00:17:44.560 --> 00:17:45.360]  在哪裡?
[00:17:45.360 --> 00:17:49.120]  南面約帕那個地方,小的海港
[00:17:49.120 --> 00:17:56.240]  然後彼得就和戈里留的馬仔去相遇,在約帕
[00:17:56.240 --> 00:18:00.560]  第四段,他們就上到去海撒利亞
[00:18:00.560 --> 00:18:04.320]  彼得就遇見戈里留
[00:18:04.320 --> 00:18:07.360]  然後彼得就開始講話
[00:18:07.360 --> 00:18:11.120]  第六段,就是外邦人,就是戈里留和他一家
[00:18:11.120 --> 00:18:13.520]  來到信主受洗
[00:18:13.520 --> 00:18:19.440]  接著第七段,就是將這個信息,這一段新聞
[00:18:19.440 --> 00:18:24.960]  外邦人信主戈里留全家受洗,歸到基督
[00:18:24.960 --> 00:18:29.520]  再傳回去耶路撒冷的總部
[00:18:29.520 --> 00:18:35.760]  那些外邦人,你就知道為什麼路加特別強調這件事
[00:18:35.760 --> 00:18:38.320]  因為第一
[00:18:38.320 --> 00:18:41.680]  完全是神的工作
[00:18:41.680 --> 00:18:45.040]  是上帝主動去做事
[00:18:45.040 --> 00:18:48.320]  不是人主動去做事
[00:18:48.320 --> 00:18:52.080]  兩個的異象不是人所控制的
[00:18:52.080 --> 00:18:54.800]  是上帝賜下
[00:18:54.800 --> 00:18:56.720]  不怕無神所人
[00:18:56.720 --> 00:18:59.040]  戈里留就見到有異象
[00:18:59.040 --> 00:19:03.520]  然後彼得又見到有異象
[00:19:03.520 --> 00:19:07.440]  是完全聖靈自己做的事
[00:19:07.440 --> 00:19:12.320]  其實你看《使徒行傳》,有些人說《使徒行傳》是聖靈行傳
[00:19:12.320 --> 00:19:14.560]  不是真的使徒要做事
[00:19:14.560 --> 00:19:17.200]  是聖靈在背後做很多事
[00:19:17.200 --> 00:19:20.720]  他去呼召,然後賜下異象,然後推動方的工作
[00:19:20.720 --> 00:19:24.400]  這個是聖靈親自做的事
[00:19:24.400 --> 00:19:27.040]  第二
[00:19:27.040 --> 00:19:29.120]  為什麼這麼大一件事呢?
[00:19:29.120 --> 00:19:31.920]  就是因為彼得是get involved
[00:19:31.920 --> 00:19:38.800]  彼得是當時耶路撒冷總部教會的最大頭,主人是牧師
[00:19:38.800 --> 00:19:42.880]  其他肥吏等等,已經將福音傳到不同的地方
[00:19:42.880 --> 00:19:47.120]  其他走散了的基督徒,也帶著福音到不同的地方
[00:19:47.120 --> 00:19:49.360]  但這一次有什麼不同?
[00:19:49.360 --> 00:19:54.240]  就是彼得這個領袖,他要動身
[00:19:54.240 --> 00:19:56.400]  第三
[00:19:56.400 --> 00:20:04.960]  這個是挑動了,或者驚動了耶路撒冷猶太人的教會
[00:20:04.960 --> 00:20:08.400]  一二三,聖靈所做的事
[00:20:08.400 --> 00:20:10.960]  彼得最大的領袖
[00:20:10.960 --> 00:20:12.560]  第三
[00:20:12.560 --> 00:20:17.600]  是驚動了耶路撒冷的教會
[00:20:17.600 --> 00:20:21.840]  所以你看到在凱撒利亞發生了什麼事
[00:20:21.840 --> 00:20:26.880]  凱撒利亞本身是一個很小的漁港
[00:20:26.880 --> 00:20:29.120]  叫做Stratus Tower
[00:20:29.120 --> 00:20:33.280]  小到一個地方的名字也不需要理會叫什麼
[00:20:33.280 --> 00:20:36.400]  到希律做這個分封王的時候
[00:20:36.400 --> 00:20:39.840]  當時是羅馬帝國接管巴勒斯坦地位
[00:20:39.840 --> 00:20:43.520]  希律就在這個小的漁港
[00:20:43.520 --> 00:20:51.120]  就將它轉化成為當時東地中海最大的人工的海港
[00:20:51.120 --> 00:20:53.120]  為什麼他會這樣做?
[00:20:53.120 --> 00:20:57.680]  因為當時整個東地中海裡面,有另外一些大的海港
[00:20:57.680 --> 00:20:59.920]  比如雅典
[00:20:59.920 --> 00:21:04.320]  或者在南邊埃及的亞歷山大港
[00:21:04.320 --> 00:21:08.560]  這些全部都是大的海港,最多錢的地方
[00:21:08.560 --> 00:21:11.520]  香港、新加坡就在那裡
[00:21:11.520 --> 00:21:17.280]  希律接管了這個彈丸之地,以色列巴勒斯坦地
[00:21:17.280 --> 00:21:19.520]  他們當然是調戲不順
[00:21:19.520 --> 00:21:21.680]  所以他就大興土木
[00:21:21.680 --> 00:21:23.840]  在一個這麼小的地方
[00:21:23.840 --> 00:21:31.360]  就希望所有羅馬帝國東面的錢能夠吸納進來
[00:21:31.360 --> 00:21:34.800]  但是因為海岸線就沒有一個好的海港
[00:21:34.800 --> 00:21:37.280]  最好的那個就是約帕
[00:21:37.280 --> 00:21:40.400]  小的一個漁村
[00:21:40.400 --> 00:21:42.000]  一個小的漁港
[00:21:42.000 --> 00:21:45.520]  他就找了上面這個凱撒利亞這個地方
[00:21:45.520 --> 00:21:50.720]  然後就用羅馬發明的最好的科技
[00:21:50.720 --> 00:21:52.000]  混凝土
[00:21:52.000 --> 00:21:54.480]  混凝土是在那裡發明的
[00:21:54.480 --> 00:21:56.560]  我們今天那些礦石
[00:21:56.560 --> 00:21:57.440]  在那裡發明的
[00:21:57.440 --> 00:21:59.440]  用火山灰,然後用不同的泥
[00:21:59.440 --> 00:22:01.360]  然後混合起來,丟進水裡
[00:22:01.360 --> 00:22:02.720]  是不溶的
[00:22:02.720 --> 00:22:04.640]  然後變成一個個的方格
[00:22:04.640 --> 00:22:07.920]  他就在那裡弄了一個大的海港
[00:22:07.920 --> 00:22:12.480]  是有史以來人工最大的建築
[00:22:12.480 --> 00:22:14.320]  什麼時候弄呢?
[00:22:14.320 --> 00:22:17.280]  在東元前二十年左右
[00:22:17.280 --> 00:22:20.080]  就是20 B.C.的時候
[00:22:20.080 --> 00:22:23.120]  就是用了十年時間
[00:22:23.120 --> 00:22:25.280]  他就把這個大的海港弄好了
[00:22:25.280 --> 00:22:28.080]  然後用最好的土木工程
[00:22:28.080 --> 00:22:29.520]  弄了一個最大的海港
[00:22:29.520 --> 00:22:33.520]  然後在一個最大的東地中海裡面
[00:22:33.520 --> 00:22:35.040]  他的省份裡面
[00:22:35.040 --> 00:22:37.280]  最大的省府
[00:22:37.280 --> 00:22:40.560]  省府你想過什麼?
[00:22:40.560 --> 00:22:44.320]  如果是美國的省府,一定有些什麼?
[00:22:44.320 --> 00:22:46.400]  一定有那些City Hall
[00:22:46.400 --> 00:22:50.240]  大的一些建築等等
[00:22:50.240 --> 00:22:52.560]  羅馬的省府都是一樣
[00:22:52.560 --> 00:22:55.280]  一定有什麼?劇場
[00:22:55.280 --> 00:22:57.600]  有娛樂
[00:22:57.600 --> 00:22:59.440]  有大的房屋
[00:22:59.440 --> 00:23:03.760]  有廟宇等等等等
[00:23:03.760 --> 00:23:06.320]  在這裡播一個影片給大家看
[00:23:06.320 --> 00:23:09.840]  看看你看到些什麼
[00:23:10.560 --> 00:23:40.320]  (音樂)
[00:23:40.560 --> 00:24:06.320]  (音樂)
[00:24:06.320 --> 00:24:36.080]  (音樂)
[00:24:36.080 --> 00:24:53.840]  (音樂)
[00:24:53.840 --> 00:25:11.520]  (音樂)
[00:25:11.520 --> 00:25:31.200]  (音樂)
[00:25:31.200 --> 00:25:45.600]  (音樂)
[00:25:45.600 --> 00:26:14.240]  (音樂)
[00:26:14.240 --> 00:26:17.520]  我們看到的是一些很美的東西
[00:26:17.520 --> 00:26:20.000]  我們每個人去到都是說
[00:26:20.000 --> 00:26:21.920]  這裡風景很美,然後拍照
[00:26:21.920 --> 00:26:24.480]  但是如果我們不用這樣的角度去看
[00:26:24.480 --> 00:26:26.720]  這個地方是一個什麼樣的地方?
[00:26:26.720 --> 00:26:28.480]  該殺你
[00:26:28.480 --> 00:26:31.920]  或者應該用一個社會的角度
[00:26:31.920 --> 00:26:34.480]  政治的角度去看
[00:26:34.480 --> 00:26:36.640]  或者應該用一個
[00:26:36.640 --> 00:26:39.040]  如果你當自己是彼得
[00:26:39.040 --> 00:26:41.760]  你會怎麼看這個地方?
[00:26:41.760 --> 00:26:43.520]  該殺你
[00:26:43.520 --> 00:26:45.520]  大概應該一個正統猶太人
[00:26:45.520 --> 00:26:49.120]  不會覺得那是打卡的地方
[00:26:49.120 --> 00:26:52.480]  不會喜歡那個地方,為什麼?
[00:26:52.480 --> 00:26:54.400]  因為那裡有一些文化
