
[00:00:00.000 --> 00:00:02.000]  各位弟兄姊妹 聖誕快樂
[00:01:45.800 --> 00:01:48.760]  也成為我們向世界宣告的
[00:01:48.760 --> 00:01:50.680]  基督降世為要
[00:01:50.680 --> 00:01:52.880]  基督耶穌降世為要拯救罪人
[00:01:52.880 --> 00:01:54.560]  我們練習一下
[00:01:54.560 --> 00:01:56.520]  跟旁邊的人說一說
[00:01:56.520 --> 00:01:57.880]  基督耶穌降世
[00:01:57.880 --> 00:02:02.160]  為要拯救罪人
[00:02:02.160 --> 00:02:03.800]  一般般純
[00:02:03.800 --> 00:02:04.800]  不夠氣勢
[00:02:04.800 --> 00:02:06.120]  再來一次
[00:02:06.120 --> 00:02:06.600]  基督
[00:02:06.600 --> 00:02:10.320]  基督耶穌降世為要拯救罪人
[00:02:10.320 --> 00:02:12.960]  我們是不是很堅定向世界宣告呢?
[00:02:12.960 --> 00:02:14.240]  剛才我說過
[00:02:14.240 --> 00:02:17.000]  可能世界上的人
[00:02:17.000 --> 00:02:19.920]  對聖誕節有不同的理解
[00:02:19.920 --> 00:02:21.600]  剛才說的日本人
[00:02:21.600 --> 00:02:24.000]  有一年聖誕節
[00:02:24.000 --> 00:02:26.200]  對於美信的人
[00:02:26.200 --> 00:02:28.840]  究竟有沒有什麼影響和幫助呢?
[00:02:28.840 --> 00:02:30.200]  有一年聖誕節
[00:02:30.200 --> 00:02:31.840]  我印象中是很深刻的
[00:02:31.840 --> 00:02:34.440]  2004年的聖誕節
[00:02:34.440 --> 00:02:35.520]  不知道你們記不記得
[00:02:35.520 --> 00:02:37.280]  那一年發生了什麼事呢?
[00:02:37.280 --> 00:02:38.040]  你們這麼厚心
[00:02:38.040 --> 00:02:38.920]  應該是頭痛的
[00:02:38.920 --> 00:02:40.560]  那時候小時候
[00:02:40.560 --> 00:02:42.560]  2004年的聖誕節
[00:02:42.560 --> 00:02:45.520]  記不記得什麼事?
[00:02:45.520 --> 00:02:47.360]  南亞海嘯
[00:02:47.360 --> 00:02:49.480]  是聖誕節期間發生的
[00:02:49.480 --> 00:02:52.040]  我為什麼印象深刻呢?
[00:02:52.040 --> 00:02:53.760]  因為那一年我開始做傳道
[00:02:53.760 --> 00:02:54.800]  沒多久
[00:02:54.800 --> 00:02:56.680]  通常剛剛出來做傳道
[00:02:56.680 --> 00:03:00.240]  就派去做青少年工作
[00:03:00.240 --> 00:03:01.680]  覺得你年輕一點
[00:03:01.680 --> 00:03:02.360]  無論如何
[00:03:02.360 --> 00:03:04.200]  其實那時候我都一般般年輕
[00:03:04.200 --> 00:03:05.920]  不過無論如何年輕過現在
[00:03:05.920 --> 00:03:07.360]  就派去做青少年工作
[00:03:07.360 --> 00:03:08.680]  那一年去短宣
[00:03:08.680 --> 00:03:12.560]  我就帶年輕人回大陸
[00:03:12.560 --> 00:03:14.840]  因為大家為了省錢的緣故
[00:03:14.840 --> 00:03:17.320]  全部人都睡在一個房間裡
[00:03:17.320 --> 00:03:19.240]  早上起床的時候
[00:03:19.240 --> 00:03:21.560]  那天其實很晚很晚很晚起床
[00:03:21.560 --> 00:03:23.560]  有人吵醒我們
[00:03:23.560 --> 00:03:25.520]  喂!看電視啊!看電視啊!
[00:03:25.520 --> 00:03:28.640]  看到南亞海嘯的新聞片段
[00:03:28.640 --> 00:03:30.640]  我還記得有一個團友
[00:03:30.640 --> 00:03:33.560]  因為不是看開無線的
[00:03:33.560 --> 00:03:35.840]  究竟這個是科幻台
[00:03:35.840 --> 00:03:37.640]  還是新聞台
[00:03:37.640 --> 00:03:38.400]  不太肯定
[00:03:38.400 --> 00:03:40.000]  要叫醒一些人來看看
[00:03:40.000 --> 00:03:41.760]  究竟是不是新聞台?
[00:03:41.760 --> 00:03:45.600]  那時候日本海嘯還沒發生
[00:03:45.600 --> 00:03:48.000]  所以是第一次見到這樣的景象
[00:03:48.000 --> 00:03:49.320]  很震撼
[00:03:49.320 --> 00:03:50.880]  為什麼發生這些事情呢?
[00:03:50.880 --> 00:03:52.880]  是不是真的呢?
[00:03:52.880 --> 00:03:54.480]  我還記得有一個團友問
[00:03:54.480 --> 00:03:56.600]  為什麼發生這些事情呢?
[00:03:56.600 --> 00:03:58.200]  當然是很理性的
[00:03:58.200 --> 00:04:00.280]  那些男生會說
[00:04:00.280 --> 00:04:02.560]  因為地確而動
[00:04:02.560 --> 00:04:04.240]  這個答案是正確的
[00:04:04.240 --> 00:04:05.920]  不過 it doesn't help
[00:04:05.920 --> 00:04:07.080]  不是很幫助
[00:04:07.080 --> 00:04:08.280]  這個問題
[00:04:08.280 --> 00:04:12.000]  有些團友說
[00:04:12.000 --> 00:04:13.800]  他真心的問題
[00:04:13.800 --> 00:04:14.520]  你傳道
[00:04:14.520 --> 00:04:15.520]  我還沒做牧師
[00:04:15.520 --> 00:04:16.560]  你傳道
[00:04:16.560 --> 00:04:18.240]  為什麼不可以遲幾天發生?
[00:04:18.240 --> 00:04:20.360]  一天應該是普世歡騰
[00:04:20.360 --> 00:04:23.160]  大家慶祝耶穌降世的日子
[00:04:23.160 --> 00:04:25.120]  天父為什麼不容讓
[00:04:25.120 --> 00:04:27.960]  這件事情遲幾天發生呢?
[00:04:27.960 --> 00:04:29.560]  或者早幾天發生呢?
[00:04:29.560 --> 00:04:31.480]  好像很掃興
[00:04:31.480 --> 00:04:33.480]  很令到神好像
[00:04:33.480 --> 00:04:36.040]  應該是要宣揚耶穌降世
[00:04:36.040 --> 00:04:36.680]  很開心
[00:04:36.680 --> 00:04:38.880]  為什麼要搞一些這麼難過
[00:04:38.880 --> 00:04:41.040]  令人這麼痛苦的事情呢?
[00:04:41.040 --> 00:04:43.080]  當然他們每個人都在看
[00:04:43.080 --> 00:04:43.640]  傳道
[00:04:43.640 --> 00:04:44.800]  你回答個答案來
[00:04:44.800 --> 00:04:46.880]  傳道能不能回答到答案?
[00:04:46.880 --> 00:04:48.600]  我到今天都回不到這個答案
[00:04:48.600 --> 00:04:50.600]  為什麼要一天發生?
[00:04:50.600 --> 00:04:54.320]  我沒辦法回答這個答案
[00:04:54.320 --> 00:04:56.960]  不過在一年之後
[00:04:56.960 --> 00:04:57.960]  有一件事
[00:04:57.960 --> 00:04:59.960]  我看回related的
[00:04:59.960 --> 00:05:03.400]  不過我有一點點感應
[00:05:03.400 --> 00:05:04.520]  不過問你一個問題
[00:05:04.520 --> 00:05:05.760]  你知道南亞海嘯
[00:05:05.760 --> 00:05:08.160]  最重impact的地方是哪裡呢?
[00:05:08.160 --> 00:05:09.200]  最強
[00:05:09.200 --> 00:05:11.880]  就是影響最深
[00:05:11.880 --> 00:05:13.880]  記不記得?
[00:05:13.880 --> 00:05:17.200]  懂新聞的
[00:05:17.200 --> 00:05:18.680]  香港人我問這個問題
[00:05:18.680 --> 00:05:21.080]  一般以為是布吉島的
[00:05:21.080 --> 00:05:22.920]  因為香港人最留意布吉島的
[00:05:22.920 --> 00:05:24.840]  因為駱小姐在那裡
[00:05:24.840 --> 00:05:26.520]  不知道遇險什麼的
[00:05:26.520 --> 00:05:28.920]  出來開見證
[00:05:28.920 --> 00:05:30.520]  還有
[00:05:30.520 --> 00:05:32.280]  有一對情侶
[00:05:32.280 --> 00:05:34.960]  當年在這裡遇救之後
[00:05:34.960 --> 00:05:36.120]  又接受訪問
[00:05:36.120 --> 00:05:37.640]  後來被人起底
[00:05:37.640 --> 00:05:39.960]  當年早期起底事件
[00:05:39.960 --> 00:05:43.160]  東張西望好像也有說的
[00:05:43.160 --> 00:05:45.040]  因為她拿了綜援
[00:05:45.040 --> 00:05:46.720]  有沒有印象?記不記得?
[00:05:46.720 --> 00:05:48.040]  我說起你又記得是嗎?
[00:05:48.040 --> 00:05:49.560]  人的記憶很特別
[00:05:49.560 --> 00:05:50.560]  我不說你不記得是嗎?
[00:05:50.560 --> 00:05:51.080]  我說你記不記得?
[00:05:51.080 --> 00:05:52.160]  是呀是呀
[00:05:52.160 --> 00:05:54.240]  那時候東張西望有說
[00:05:54.240 --> 00:05:56.720]  接著又起底
[00:05:56.720 --> 00:05:57.680]  拿了綜援
[00:05:57.680 --> 00:06:00.400]  又只是假離婚
[00:06:00.400 --> 00:06:02.480]  所以我們的印象impact
[00:06:02.480 --> 00:06:04.640]  在布吉島全部發生布吉
[00:06:04.640 --> 00:06:06.400]  因為香港人去布吉
[00:06:06.400 --> 00:06:07.520]  但是其實
[00:06:07.520 --> 00:06:10.120]  南亞海嘯最強impact的地方
[00:06:10.120 --> 00:06:12.120]  就是剛才你說的
[00:06:12.120 --> 00:06:13.160]  印尼
[00:06:13.160 --> 00:06:15.200]  其實最重要的叫阿齊
[00:06:15.200 --> 00:06:19.880]  就是那裡發生最大災禍的地方
[00:06:19.880 --> 00:06:22.560]  這是一個被世人遺忘的角落
[00:06:22.560 --> 00:06:24.400]  其實還沒發生
[00:06:24.400 --> 00:06:26.400]  其實現在你也不知道它在哪裡
[00:06:26.400 --> 00:06:28.600]  有什麼事發生沒有人知道
[00:06:28.600 --> 00:06:29.560]  一年之後
[00:06:29.560 --> 00:06:31.120]  大概一年之後
[00:06:31.120 --> 00:06:33.080]  我看新聞才知道
[00:06:33.080 --> 00:06:35.560]  原來阿齊的地方
[00:06:35.560 --> 00:06:38.640]  打內戰打了幾十年
[00:06:38.640 --> 00:06:41.080]  死了多少人是沒有人知道的
[00:06:41.080 --> 00:06:42.880]  因為被遺忘的角落
[00:06:42.880 --> 00:06:44.720]  他們自己也不統計
[00:06:44.720 --> 00:06:45.880]  所以不知道死了多少人
[00:06:45.880 --> 00:06:48.080]  但是死了很多人
[00:06:48.080 --> 00:06:52.360]  甚或可能跟海嘯相比
[00:06:52.360 --> 00:06:53.360]  是死了很多人
[00:06:53.360 --> 00:06:54.960]  打了很久的地方
[00:06:54.960 --> 00:06:57.720]  一年之後在海嘯
[00:06:57.720 --> 00:07:00.360]  我看新聞有一個很特別的報導
[00:07:00.360 --> 00:07:02.040]  就是說叛軍
[00:07:02.040 --> 00:07:04.480]  就是說那裡的反抗政府的力量
[00:07:04.480 --> 00:07:08.520]  和印尼政府簽了一個和約
[00:07:08.520 --> 00:07:11.560]  很可能是因為海嘯帶來的衝擊太大
[00:07:11.560 --> 00:07:13.600]  大家覺得不值得打下去
[00:07:13.600 --> 00:07:14.920]  但是特別的地方是
[00:07:14.920 --> 00:07:20.000]  和約是在芬蘭的首都簽的
[00:07:20.000 --> 00:07:23.200]  還有芬蘭前總統站在中間的
[00:07:23.200 --> 00:07:24.520]  是做那個協調人
[00:07:24.520 --> 00:07:26.400]  雙方打了幾十年內戰
[00:07:26.400 --> 00:07:27.880]  大家都不相信對方
[00:07:27.880 --> 00:07:30.640]  要找個中間人跟他談
[00:07:30.640 --> 00:07:34.040]  但是為什麼是芬蘭政府呢
[00:07:34.040 --> 00:07:36.760]  毫無關係的芬蘭
[00:07:36.760 --> 00:07:38.600]  為什麼是芬蘭
[00:07:38.600 --> 00:07:41.640]  跟芬蘭有什麼關係
[00:07:41.640 --> 00:07:46.160]  因為聖誕節
[00:07:46.160 --> 00:07:49.160]  芬蘭有一團旅行團去了印尼
[00:07:49.160 --> 00:07:51.400]  盂蘭
[00:07:51.400 --> 00:07:55.800]  令他們意識到一個世界都遺忘的地方
[00:07:55.800 --> 00:07:59.640]  他們推動政府要幫他們談和談
[00:07:59.640 --> 00:08:02.960]  一年之後這個協議簽了
[00:08:02.960 --> 00:08:05.080]  我最近都上網看了
[00:08:05.080 --> 00:08:06.760]  還在維持
[00:08:06.760 --> 00:08:08.400]  其實很難的
[00:08:08.400 --> 00:08:10.720]  仍然維持到和平
[00:08:10.720 --> 00:08:12.000]  打了幾十年的地方
[00:08:12.000 --> 00:08:14.080]  很難談到和平
[00:08:14.080 --> 00:08:15.440]  仍然保持到和平
[00:08:15.440 --> 00:08:17.880]  神恩典憐憫
[00:08:17.880 --> 00:08:18.680]  給機會
[00:08:18.680 --> 00:08:21.360]  但是都要人把握機會
[00:08:21.360 --> 00:08:23.200]  讓和平產生
[00:08:23.200 --> 00:08:25.520]  聖誕節究竟帶來的是什麼呢
[00:08:25.520 --> 00:08:26.640]  當然我再說一次
[00:08:26.640 --> 00:08:28.840]  我不敢說這個是神的心意
[00:08:28.840 --> 00:08:31.080]  但是我見到人把握到和平
[00:08:31.080 --> 00:08:32.520]  盼望的機會
[00:08:32.520 --> 00:08:35.000]  不過我想聖誕節帶來的是什麼呢
[00:08:35.000 --> 00:08:38.000]  基督降世為要拯救罪人
[00:08:38.000 --> 00:08:39.560]  這話是可信的事
[00:08:39.560 --> 00:08:41.720]  十分可佩服的
[00:08:41.720 --> 00:08:43.120]  在這段經文裏面
[00:08:43.120 --> 00:08:47.200]  保羅表達了一個祈禱
[00:08:47.200 --> 00:08:48.760]  一個回憶
[00:08:48.760 --> 00:08:50.920]  和一個治國
[00:08:50.920 --> 00:08:52.680]  他的祈禱是什麼呢
[00:08:52.680 --> 00:08:54.680]  當基督降世為要拯救罪人
[00:08:54.680 --> 00:08:57.120]  他對神的祈禱是第十七節
[00:08:57.120 --> 00:08:58.480]  我們看看第十七節
[00:08:58.480 --> 00:09:00.680]  但願尊貴榮耀
[00:09:00.680 --> 00:09:01.720]  歸怨下不能扭壞
[00:09:01.720 --> 00:09:02.480]  不能看見
[00:09:02.480 --> 00:09:03.960]  永世的君王
[00:09:03.960 --> 00:09:05.280]  獨一的神
[00:09:05.280 --> 00:09:06.600]  直到永永遠遠
[00:09:06.600 --> 00:09:07.480]  阿門
[00:09:07.480 --> 00:09:09.080]  明顯是祈禱
[00:09:09.080 --> 00:09:12.640]  這是保羅回應這段說話的時候
[00:09:12.640 --> 00:09:13.880]  他的祈禱
[00:09:13.880 --> 00:09:15.560]  求神讓道
[00:09:15.560 --> 00:09:17.800]  將尊貴榮耀
[00:09:17.800 --> 00:09:19.640]  以及不能扭壞
[00:09:19.640 --> 00:09:20.760]  不能看見
[00:09:20.760 --> 00:09:21.600]  永世君王
[00:09:21.600 --> 00:09:22.280]  獨一的真神
[00:09:22.280 --> 00:09:23.720]  直到永永遠遠
[00:09:23.720 --> 00:09:24.960]  但是我想看看
[00:09:24.960 --> 00:09:26.040]  你發不發覺
[00:09:26.040 --> 00:09:27.040]  榮耀歸怨
[00:09:27.040 --> 00:09:28.040]  不能扭壞
[00:09:28.040 --> 00:09:29.200]  永世君王
[00:09:29.200 --> 00:09:30.400]  獨一的真神
[00:09:30.400 --> 00:09:32.440]  大致上是相配的
[00:09:32.440 --> 00:09:34.440]  但是中間夾雜了一個什麼呢
[00:09:34.440 --> 00:09:36.240]  不能看見
[00:09:36.240 --> 00:09:37.520]  這幾樣東西好像
[00:09:37.520 --> 00:09:40.120]  前面後面協調的
[00:09:40.120 --> 00:09:40.920]  不能扭壞
[00:09:40.920 --> 00:09:41.640]  永世君王
[00:09:41.640 --> 00:09:42.320]  獨一的真神
[00:09:42.320 --> 00:09:43.320]  很榮耀
[00:09:43.320 --> 00:09:44.920]  但是夾雜了一個
[00:09:44.920 --> 00:09:47.480]  不能看見
[00:09:47.480 --> 00:09:48.520]  這個不能看見
[00:09:48.520 --> 00:09:50.160]  第十七節中間這段
[00:09:50.160 --> 00:09:51.680]  那個尊貴榮耀不能看見
[00:09:51.680 --> 00:09:53.840]  那還是不是尊貴榮耀呢
[00:09:53.840 --> 00:09:54.680]  不能看見
[00:09:54.680 --> 00:09:55.880]  尊貴榮耀不能看見
[00:09:55.880 --> 00:09:57.080]  那是不是榮耀呢
[00:09:57.080 --> 00:09:58.920]  再看看第十六節尾
[00:09:58.920 --> 00:10:00.800]  第十六節尾說到
[00:10:00.800 --> 00:10:03.160]  然而神的憐憫是在我身上
[00:10:03.160 --> 00:10:05.560]  因為基督耶穌要在我這罪魁身上
[00:10:05.560 --> 00:10:07.800]  顯明祂一切的忍耐給那
[00:10:07.800 --> 00:10:11.120]  後來信他得永生的人作了榜樣
[00:10:11.120 --> 00:10:12.920]  如果是這樣連繫在一起的時候
[00:10:12.920 --> 00:10:14.160]  我就覺得這個不能看見
[00:10:14.160 --> 00:10:16.240]  是能夠理解能夠看見
[00:10:16.240 --> 00:10:18.840]  因為偷光我們成為榜樣
[00:10:18.840 --> 00:10:21.040]  叫不能看見就成為看見
[00:10:21.040 --> 00:10:22.200]  我們不就是榜樣
[00:10:22.200 --> 00:10:23.720]  寫不能看見就成為看見
[00:10:23.720 --> 00:10:26.600]  神的榮耀偷光我們去彰顯
[00:10:26.600 --> 00:10:28.160]  那是什麼意思呢
[00:10:28.160 --> 00:10:29.640]  很多年前的時候
[00:10:29.640 --> 00:10:32.760]  我也是說剛剛出來做傳道的時候
[00:10:32.760 --> 00:10:35.720]  我剛才說過我做青年傳道
[00:10:35.720 --> 00:10:39.080]  那時候我服侍一間教會
[00:10:39.080 --> 00:10:40.720]  很多新朋友回來
[00:10:40.720 --> 00:10:42.400]  五湖四海都來
[00:10:42.400 --> 00:10:46.440]  其中有個阿姨帶了她的女兒來我們教會
[00:10:46.440 --> 00:10:48.120]  就說交託給她
[00:10:48.120 --> 00:10:49.680]  她很認真地走來說
[00:10:49.680 --> 00:10:50.960]  你是負責青年
[00:10:50.960 --> 00:10:52.520]  是呀我交個女兒給你
[00:10:52.520 --> 00:10:54.080]  你幫我什麼
[00:10:54.080 --> 00:10:56.040]  阿姨你回了教會多久
[00:10:56.040 --> 00:10:57.800]  我回了教會幾年了
[00:10:57.800 --> 00:10:59.200]  那你平時回了哪一間
[00:10:59.200 --> 00:11:00.960]  我回去樓下那一間
[00:11:00.960 --> 00:11:02.640]  就是她回去樓下那一間
[00:11:02.640 --> 00:11:04.960]  那我說你為什麼帶她來我們那裡
[00:11:04.960 --> 00:11:08.200]  她說女兒不太投入她那間教會
[00:11:08.200 --> 00:11:11.000]  就試一下我們行不行
[00:11:11.000 --> 00:11:12.240]  就好像試衣服一樣
[00:11:12.240 --> 00:11:13.160]  試一下我們行不行
[00:11:13.160 --> 00:11:14.560]  還有她說
[00:11:14.560 --> 00:11:15.600]  我們那間教會
[00:11:15.600 --> 00:11:17.760]  她樓下那間有ABCDEF
[00:11:17.760 --> 00:11:19.280]  這麼多不好的地方
[00:11:19.280 --> 00:11:20.680]  就是她大概數一下那間教會
[00:11:20.680 --> 00:11:21.360]  不過我聽完之後
[00:11:21.360 --> 00:11:23.520]  我的感覺就是其實我們都有的這些
[00:11:23.520 --> 00:11:25.880]  其實每間都差不多有這些東西
[00:11:25.880 --> 00:11:27.360]  那些仁義心什麼的
[00:11:27.360 --> 00:11:29.520]  其實會不會有人回去那個廳呢
[00:11:29.520 --> 00:11:30.320]  簡簡單單
[00:11:30.320 --> 00:11:31.160]  Anyway
[00:11:31.160 --> 00:11:33.040]  那她帶她的女兒來
[00:11:33.040 --> 00:11:35.120]  我固然會接待
[00:11:35.120 --> 00:11:36.240]  那我接待完
[00:11:36.240 --> 00:11:38.160]  就是發覺她的女兒其實沒有什麼心
[00:11:38.160 --> 00:11:39.360]  就是被媽媽挾進來
[00:11:39.360 --> 00:11:42.200]  挾了一次挾不了兩次那一隻
[00:11:42.200 --> 00:11:44.600]  那隔多了一個多月之後
[00:11:44.600 --> 00:11:48.440]  我就連媽媽都不見了
[00:11:48.440 --> 00:11:50.080]  那我是基於責任感
[00:11:50.080 --> 00:11:50.760]  所以她打電話來
[00:11:50.760 --> 00:11:51.760]  我不是搶客
[00:11:51.760 --> 00:11:55.480]  其實打電話當年還流行打電話
[00:11:55.480 --> 00:11:56.760]  阿姨好像不見你
[00:11:56.760 --> 00:11:57.560]  有沒有什麼事
[00:11:57.560 --> 00:11:59.320]  關心一下你這樣的需要
[00:11:59.320 --> 00:12:00.880]  那阿姨就跟我說
[00:12:00.880 --> 00:12:02.600]  我都沒有回來了
[00:12:02.600 --> 00:12:06.880]  我打算回到我家樓下那一間
[00:12:06.880 --> 00:12:09.040]  我突然想起
[00:12:09.040 --> 00:12:09.720]  問一下而已
[00:12:09.720 --> 00:12:11.760]  其實不是想要什麼
[00:12:11.760 --> 00:12:13.320]  就是要抓她回來我那裡
[00:12:13.320 --> 00:12:15.400]  但是你之前跟我說
[00:12:15.400 --> 00:12:18.560]  你樓下那間教會有ABCDEF這麼多不好的地方
[00:12:18.560 --> 00:12:20.200]  為什麼要回樓下那間呢
[00:12:20.200 --> 00:12:22.120]  以下是她的正確說法
[00:12:22.120 --> 00:12:22.880]  她說
[00:12:22.880 --> 00:12:23.560]  是這樣的
[00:12:23.560 --> 00:12:24.640]  我家樓下那間
[00:12:24.640 --> 00:12:26.640]  雖然有ABCDEF這麼多不好的地方
[00:12:26.640 --> 00:12:29.560]  但是它是我的樓下
[00:12:29.560 --> 00:12:32.120]  我老公是不相信主的
[00:12:32.120 --> 00:12:33.280]  就是她老公不相信主的
[00:12:33.280 --> 00:12:35.560]  那我平時主日崇拜
[00:12:35.560 --> 00:12:37.320]  就是早上早上就可以
[00:12:37.320 --> 00:12:39.680]  這也是她的正確說法
[00:12:39.680 --> 00:12:43.040]  我就可以看下去教會
[00:12:43.040 --> 00:12:46.000]  然後完了崇拜就可以數下來
[00:12:46.000 --> 00:12:49.160]  那我老公就會不發現了
[00:12:49.160 --> 00:12:51.600]  那我突然間就醒不過來
[00:12:51.600 --> 00:12:52.520]  就跟阿姨說
[00:12:52.520 --> 00:12:53.640]  阿姨阿姨
[00:12:53.640 --> 00:12:54.640]  我終於知道
[00:12:54.640 --> 00:12:59.280]  為什麼你女兒這麼不喜歡回教會
[00:12:59.280 --> 00:13:01.880]  你回得這麼醜
[00:13:01.880 --> 00:13:04.120]  又要碌又要鼠
[00:13:04.120 --> 00:13:07.080]  我看到都不開胃
[00:13:07.080 --> 00:13:10.080]  那你女兒當然不喜歡回教會了
[00:13:10.080 --> 00:13:11.040]  那阿姨就問我
[00:13:11.040 --> 00:13:12.320]  那要怎樣呢
[00:13:12.320 --> 00:13:14.840]  要將不能扭壞上帝的榮耀
[00:13:14.840 --> 00:13:16.080]  不能看見的榮耀
[00:13:16.080 --> 00:13:18.680]  透過我們張犬出來成為榜樣
[00:13:18.680 --> 00:13:22.040]  成為那些將來要得永生的人的榜樣
[00:13:22.040 --> 00:13:24.640]  要光光彩彩回教會
[00:13:24.640 --> 00:13:26.560]  神彩飛揚回教會
[00:13:26.560 --> 00:13:28.520]  不是滾下去
[00:13:28.520 --> 00:13:30.760]  你黃埔仰守走下去
[00:13:30.760 --> 00:13:32.320]  或者就算滾下去的時候
[00:13:32.320 --> 00:13:34.960]  你上來的時候都醒了
[00:13:34.960 --> 00:13:36.000]  好像做完飛嫂一樣
[00:13:36.000 --> 00:13:37.040]  梳個髮這樣
[00:13:37.040 --> 00:13:37.640]  明白嗎
[00:13:37.640 --> 00:13:39.400]  在精神煥發
[00:13:39.400 --> 00:13:40.760]  炒菜都零碎
[00:13:40.760 --> 00:13:41.840]  零碎多心思
[00:13:41.840 --> 00:13:44.880]  煮些新菜式給你老公和女兒吃
[00:13:44.880 --> 00:13:46.600]  這樣才行
[00:13:46.600 --> 00:13:47.600]  回教會之後
[00:13:47.600 --> 00:13:48.480]  精神爽
[00:13:48.480 --> 00:13:49.720]  你很開心
[00:13:49.720 --> 00:13:52.640]  很有喜樂才行
[00:13:52.640 --> 00:13:54.440]  將不能扭壞上帝的榮耀
[00:13:54.440 --> 00:13:56.320]  透過我們本來不是很榮耀的人
[00:13:56.320 --> 00:13:57.040]  榮耀出來
[00:13:57.040 --> 00:13:58.760]  行不行
[00:13:58.760 --> 00:14:00.560]  今天你和我也行
[00:14:00.560 --> 00:14:01.320]  我們也是
[00:14:01.320 --> 00:14:02.240]  回來教會做什麼
[00:14:02.240 --> 00:14:03.400]  死來死去
[00:14:03.400 --> 00:14:04.400]  不過有些人跟我說
[00:14:04.400 --> 00:14:04.920]  不是的
[00:14:04.920 --> 00:14:06.920]  我真的有很多仇虎
[00:14:06.920 --> 00:14:08.120]  不是說假的
[00:14:08.120 --> 00:14:09.440]  真的有很多仇虎
[00:14:09.440 --> 00:14:11.200]  我大膽地說
[00:14:11.200 --> 00:14:13.600]  如果你今天回信了神
[00:14:13.600 --> 00:14:14.720]  還有這麼多仇虎的話
[00:14:14.720 --> 00:14:17.040]  因為主是所謂應許了我們的
[00:14:17.040 --> 00:14:18.480]  我們凡勞苦擔重擔
[00:14:18.480 --> 00:14:20.480]  來到祂面前就得安息
[00:14:20.480 --> 00:14:21.360]  九成九
