
[00:00:00.000 --> 00:00:02.000]  第一聲準備 好
[00:01:48.800 --> 00:01:54.200]  我也希望他都可以來參與
[00:01:54.200 --> 00:01:56.200]  我對他說 好
[00:01:56.200 --> 00:01:57.600]  我給一個電話給他
[00:01:57.600 --> 00:01:59.800]  看看他可不可以
[00:01:59.800 --> 00:02:01.600]  結果電話一打通
[00:02:01.600 --> 00:02:04.000]  葉牧師一口答應
[00:02:04.000 --> 00:02:06.400]  所以從來沒有試過兩個牧師
[00:02:06.400 --> 00:02:09.600]  來到第一個人處理他的偶像
[00:02:09.600 --> 00:02:11.400]  我去到他那個地方
[00:02:11.400 --> 00:02:14.000]  我對他說 最重要的偶像
[00:02:14.000 --> 00:02:16.400]  不是那個有形的偶像
[00:02:16.400 --> 00:02:19.600]  那是心中的偶像
[00:02:19.600 --> 00:02:22.200]  拆這個偶像非常簡單
[00:02:22.200 --> 00:02:25.200]  爲了把它拆掉
[00:02:25.200 --> 00:02:26.400]  毀壞
[00:02:26.400 --> 00:02:27.800]  然後把它扔掉
[00:02:27.800 --> 00:02:29.400]  非常簡單
[00:02:29.400 --> 00:02:31.800]  但是心中的偶像
[00:02:31.800 --> 00:02:34.000]  是我們首先需要處理的
[00:02:34.000 --> 00:02:36.200]  這個心中的偶像
[00:02:36.200 --> 00:02:37.400]  是什麼呢
[00:02:37.400 --> 00:02:39.000]  就要是我們的心中
[00:02:39.000 --> 00:02:42.000]  還是念念不忘那些的東西
[00:02:42.000 --> 00:02:47.800]  或者是我們心中還是有用錢 用力 用名 用欲
[00:02:47.800 --> 00:02:51.400]  各種不同的東西塞住我們的心
[00:02:51.400 --> 00:02:56.000]  讓它佔據我們心中的守衛的時間
[00:02:56.000 --> 00:03:00.800]  那個我們必須要首先把這一個拆掉
[00:03:00.800 --> 00:03:04.600]  這個師父他對我說
[00:03:04.600 --> 00:03:07.600]  這些他一早已經考慮過了
[00:03:07.600 --> 00:03:11.200]  其實已經一年多的時間
[00:03:11.200 --> 00:03:16.200]  在他的心中盤旋 思考
[00:03:16.200 --> 00:03:21.000]  然後最後他決定要跟隨
[00:03:21.000 --> 00:03:23.000]  這個他所信的神
[00:03:23.000 --> 00:03:24.600]  所以因爲這個緣故
[00:03:24.600 --> 00:03:27.600]  他說這些他都已經考慮過了
[00:03:27.600 --> 00:03:29.000]  因爲這個緣故
[00:03:29.000 --> 00:03:31.400]  我跟葉牧師一起去了他們的當中
[00:03:31.400 --> 00:03:32.800]  讀了一段聖經
[00:03:32.800 --> 00:03:35.200]  也清楚地宣告
[00:03:35.200 --> 00:03:39.800]  這些的偶像是一口無言 二目無光 三參不食
[00:03:39.800 --> 00:03:44.400]  四肢無力 五官不靈 六親無靠 七竅不通
[00:03:44.400 --> 00:03:47.200]  八面威風 好像威風啊
[00:03:47.200 --> 00:03:50.200]  九座不動 實在無用的
[00:03:50.200 --> 00:03:51.400]  因爲這個緣故
[00:03:51.400 --> 00:03:53.800]  我在按照詩篇一百一十五篇
[00:03:53.800 --> 00:03:56.600]  第一個非常清楚地教導
[00:03:56.600 --> 00:03:59.800]  把這個偶像除掉
[00:03:59.800 --> 00:04:02.400]  弟兄姐妹們
[00:04:02.400 --> 00:04:05.800]  當我們繼續來到向我們身邊的人
[00:04:05.800 --> 00:04:09.200]  有機會傳福音的時間
[00:04:09.200 --> 00:04:11.600]  你曉得去把握這個機會嗎
[00:04:11.600 --> 00:04:13.000]  我感謝主
[00:04:13.000 --> 00:04:14.400]  過去三年來
[00:04:14.400 --> 00:04:16.000]  因爲我腿的傷
[00:04:16.000 --> 00:04:18.200]  我手的傷
[00:04:18.200 --> 00:04:19.800]  腰傷
[00:04:19.800 --> 00:04:22.200]  所以我最少
[00:04:22.200 --> 00:04:25.000]  有四個替我治療過的人
[00:04:25.000 --> 00:04:26.600]  來到我們的教會
[00:04:26.600 --> 00:04:28.400]  我實在感恩
[00:04:28.400 --> 00:04:30.600]  那爲什麼他們會來我們的教會呢
[00:04:30.600 --> 00:04:32.200]  因爲很簡單
[00:04:32.200 --> 00:04:34.000]  他替我按摩的時間
[00:04:34.000 --> 00:04:35.800]  他替我治療的時間
[00:04:35.800 --> 00:04:37.200]  一個小時的時間
[00:04:37.200 --> 00:04:38.600]  我做什麼呢
[00:04:38.600 --> 00:04:40.800]  就是跟他們分享見證
[00:04:40.800 --> 00:04:42.200]  分享福音
[00:04:42.200 --> 00:04:44.000]  所以有機會就跟他們講
[00:04:44.000 --> 00:04:45.400]  我非常感恩
[00:04:45.400 --> 00:04:48.600]  有一個剛剛從廣州下來的
[00:04:48.600 --> 00:04:51.800]  一箇中醫的教授
[00:04:51.800 --> 00:04:54.000]  他替我做鍼灸的時間
[00:04:54.000 --> 00:04:57.200]  我有機會也是跟他來分享
[00:04:57.200 --> 00:04:58.800]  我人生的經歷
[00:04:58.800 --> 00:05:01.000]  我從中國大陸偷渡出來
[00:05:01.000 --> 00:05:02.600]  爲什麼從一個無神論
[00:05:02.600 --> 00:05:05.600]  唯物論 進化論的人改變過來呢
[00:05:05.600 --> 00:05:07.000]  他聽了以後
[00:05:07.000 --> 00:05:10.600]  覺得合情也合理
[00:05:10.600 --> 00:05:12.600]  他本來對我說
[00:05:12.600 --> 00:05:14.400]  他是信佛教的
[00:05:14.400 --> 00:05:16.000]  那跟了下來我就告訴他
[00:05:16.000 --> 00:05:17.400]  最早期
[00:05:17.400 --> 00:05:19.000]  我下來的時間
[00:05:19.000 --> 00:05:21.800]  我也研究過佛經
[00:05:21.800 --> 00:05:22.600]  另外一方面
[00:05:22.600 --> 00:05:25.000]  我本來對基督教是最反感的
[00:05:25.000 --> 00:05:27.400]  到後來爲什麼我會信呢
[00:05:27.400 --> 00:05:30.400]  我怎麼樣來克服我這個苦難的問題
[00:05:30.400 --> 00:05:33.000]  有神論的問題
[00:05:33.000 --> 00:05:34.400]  創造的問題
[00:05:34.400 --> 00:05:37.200]  進化的問題 各方面的東西
[00:05:37.200 --> 00:05:39.200]  我都跟大家來分享
[00:05:39.200 --> 00:05:41.200]  我特別有分享到
[00:05:41.200 --> 00:05:45.200]  對佛教其中一些最難解決的問題
[00:05:45.200 --> 00:05:49.200]  就是要是輪迴是正確的
[00:05:49.200 --> 00:05:52.200]  是對的 是真理來的
[00:05:52.200 --> 00:05:54.600]  我非常難以解釋
[00:05:54.600 --> 00:06:00.400]  爲什麼現在的人口越來越多
[00:06:00.400 --> 00:06:03.800]  因爲按照這個佛教的輪迴
[00:06:03.800 --> 00:06:07.600]  除非你食善奉行
[00:06:07.600 --> 00:06:10.200]  食惡不作
[00:06:10.200 --> 00:06:14.400]  你纔有機會輪迴做人
[00:06:14.400 --> 00:06:15.800]  否則
[00:06:15.800 --> 00:06:17.800]  要是你惡也做了
[00:06:17.800 --> 00:06:20.200]  善就不行的話
[00:06:20.200 --> 00:06:25.800]  你只能夠變成生俗
[00:06:25.800 --> 00:06:27.800]  甚至是惡鬼
[00:06:27.800 --> 00:06:29.400]  甚至是地獄道
[00:06:29.400 --> 00:06:32.000]  你不能夠輪迴做人的
[00:06:32.000 --> 00:06:33.800]  所以我因爲這個緣故
[00:06:33.800 --> 00:06:35.400]  我來了看看
[00:06:35.400 --> 00:06:37.000]  他們把這個惡
[00:06:37.000 --> 00:06:39.600]  其中最重要最重要的
[00:06:39.600 --> 00:06:42.800]  不可殺生
[00:06:42.800 --> 00:06:44.000]  什麼是殺生呢
[00:06:44.000 --> 00:06:46.200]  一個人要是你
[00:06:46.200 --> 00:06:48.800]  打死一個蒼蠅
[00:06:48.800 --> 00:06:50.800]  你就是殺生
[00:06:50.800 --> 00:06:52.200]  打死一個蟑螂
[00:06:52.200 --> 00:06:53.800]  你就是殺生
[00:06:53.800 --> 00:06:55.200]  打死一個老鼠
[00:06:55.200 --> 00:06:57.200]  也是殺生
[00:06:57.200 --> 00:06:59.200]  我在那個時間我就對我說
[00:06:59.200 --> 00:07:01.800]  我是沒希望的
[00:07:01.800 --> 00:07:02.800]  因爲在中國大陸
[00:07:02.800 --> 00:07:05.200]  滅蠅滅鼠運動的那個時間
[00:07:05.200 --> 00:07:08.000]  每天數千蒼蠅
[00:07:08.000 --> 00:07:11.800]  死在我的手上
[00:07:11.800 --> 00:07:15.200]  一抓就是幾十只蒼蠅
[00:07:15.200 --> 00:07:16.400]  非常多的
[00:07:16.400 --> 00:07:18.600]  老鼠也無數
[00:07:18.600 --> 00:07:20.200]  死在我的手上
[00:07:20.200 --> 00:07:23.200]  爲什麼要這樣打蒼蠅打老鼠呢
[00:07:23.200 --> 00:07:25.000]  因爲要拿這個分啊
[00:07:25.000 --> 00:07:27.200]  拿到這個分積分了以後
[00:07:27.200 --> 00:07:28.800]  我們可以換比的
[00:07:28.800 --> 00:07:29.600]  我跟你講
[00:07:29.600 --> 00:07:30.400]  那個時間
[00:07:30.400 --> 00:07:32.200]  那個是一個零食來的
[00:07:32.200 --> 00:07:34.000]  所以你打的蒼蠅越多
[00:07:34.000 --> 00:07:35.200]  就越好
[00:07:35.200 --> 00:07:36.600]  所以在那個時間
[00:07:36.600 --> 00:07:38.600]  參加這個滅蠅滅鼠運動的時間
[00:07:38.600 --> 00:07:42.000]  是非常非常非常積極
[00:07:42.000 --> 00:07:46.400]  也是很優秀
[00:07:46.400 --> 00:07:47.800]  但是
[00:07:47.800 --> 00:07:50.000]  我對我自己說
[00:07:50.000 --> 00:07:51.800]  我怎麼可能
[00:07:51.800 --> 00:07:54.000]  還可以做人呢
[00:07:54.000 --> 00:07:56.000]  忘掉這個事情
[00:07:56.000 --> 00:07:58.400]  我跟着下來我就問這個中醫
[00:07:58.400 --> 00:08:00.600]  有沒有喫過肉
[00:08:00.600 --> 00:08:03.800]  有沒有打死過螞蟻
[00:08:03.800 --> 00:08:06.800]  打死過蒼蠅 蟑螂等等
[00:08:06.800 --> 00:08:07.800]  他說
[00:08:07.800 --> 00:08:09.800]  不可能沒有吧
[00:08:09.800 --> 00:08:11.400]  每個人都會有
[00:08:11.400 --> 00:08:13.400]  那我就跟着下來我就對他說
[00:08:13.400 --> 00:08:16.400]  要是每個人都有機會殺生的話
[00:08:16.400 --> 00:08:19.600]  那怎麼可能人會越來越多呢
[00:08:19.600 --> 00:08:22.600]  這個是我的理性的問題
[00:08:22.600 --> 00:08:24.000]  他跟着下來
[00:08:24.000 --> 00:08:28.000]  他也覺得很有道理
[00:08:28.000 --> 00:08:31.200]  所以他說他不把這個當作宗教
[00:08:31.200 --> 00:08:34.000]  只是把這個當作這個哲學
[00:08:34.000 --> 00:08:35.200]  那跟着下來
[00:08:35.200 --> 00:08:38.600]  我就把我當中心裏面的一些
[00:08:38.600 --> 00:08:40.000]  理性的問題
[00:08:40.000 --> 00:08:41.200]  我跟他探討
[00:08:41.200 --> 00:08:43.400]  怎麼樣從一個進化論
[00:08:43.400 --> 00:08:44.400]  唯物論
[00:08:44.400 --> 00:08:47.200]  唯物論 無神論的人轉變
[00:08:47.200 --> 00:08:49.200]  成爲一個信神的人
[00:08:49.200 --> 00:08:51.000]  慢慢來跟他分享
[00:08:51.000 --> 00:08:52.600]  我感謝諸
[00:08:52.600 --> 00:08:53.600]  他聽完了以後
[00:08:53.600 --> 00:08:55.000]  覺得很有道理
[00:08:55.000 --> 00:08:57.200]  所以第二次我再去的時間
[00:08:57.200 --> 00:08:58.800]  他特別送了一些
[00:08:58.800 --> 00:09:01.400]  他說對我的身體非常有用的
[00:09:01.400 --> 00:09:05.200]  叫神茶
[00:09:05.200 --> 00:09:06.600]  這個茶葉給我
[00:09:06.600 --> 00:09:08.600]  他說這個對你的身體好
[00:09:08.600 --> 00:09:11.200]  就送了幾包給我回來
[00:09:11.200 --> 00:09:12.000]  來的喝
[00:09:12.000 --> 00:09:14.800]  我現在每天都喝
[00:09:14.800 --> 00:09:16.600]  另外一方面呢
[00:09:16.600 --> 00:09:18.000]  他也希望
[00:09:18.000 --> 00:09:20.400]  要是我有一些書啊
[00:09:20.400 --> 00:09:21.800]  什麼東西
[00:09:21.800 --> 00:09:23.800]  也可以給他來的看
[00:09:23.800 --> 00:09:27.400]  結果就給了一大堆那些的光盤
[00:09:27.400 --> 00:09:28.200]  來的給他
[00:09:28.200 --> 00:09:30.800]  我的講道集來的給他
[00:09:30.800 --> 00:09:32.800]  但結果一口氣
[00:09:32.800 --> 00:09:36.400]  就聽了十幾篇我講的到
[00:09:36.400 --> 00:09:38.400]  第二次再回來的時間
[00:09:38.400 --> 00:09:40.000]  我就跟他討論
[00:09:40.000 --> 00:09:41.800]  他非常投入
[00:09:41.800 --> 00:09:44.600]  我請各位特別爲他禱告
[00:09:44.600 --> 00:09:47.400]  因爲有可能過了年了以後
[00:09:47.400 --> 00:09:51.400]  我有機會再一次來的跟他做治療
[00:09:51.400 --> 00:09:54.400]  也有機會跟他再次來的分享
[00:09:54.400 --> 00:09:55.800]  各位弟兄姐妹
[00:09:55.800 --> 00:09:59.000]  當我們繼續去傳福音的時間
[00:09:59.000 --> 00:10:00.200]  很自然的
[00:10:00.200 --> 00:10:02.800]  我們的人會越來越多
[00:10:02.800 --> 00:10:05.200]  有不少的弟兄姐妹對我說
[00:10:05.200 --> 00:10:08.400]  是不是我們人很多了
[00:10:08.400 --> 00:10:12.200]  現在團慶在開祖沒地方了
[00:10:12.200 --> 00:10:13.800]  崇拜十八樓
[00:10:13.800 --> 00:10:16.000]  現在這一堂的崇拜是最好的
[00:10:16.000 --> 00:10:17.000]  我跟你講
[00:10:17.000 --> 00:10:19.000]  因爲我們裏面很多很多的空位
[00:10:19.000 --> 00:10:21.400]  二樓三樓已經沒位置了
[00:10:21.400 --> 00:10:23.000]  然後長廣的中堂
[00:10:23.000 --> 00:10:25.000]  就是第二堂那個崇拜
[00:10:25.000 --> 00:10:26.400]  已經沒有位置了
[00:10:26.400 --> 00:10:27.800]  然後跟着下來
[00:10:27.800 --> 00:10:29.000]  長廣那邊
[00:10:29.000 --> 00:10:32.000]  還有一堂的崇拜有些的位置
[00:10:32.000 --> 00:10:33.200]  很多人就說
[00:10:33.200 --> 00:10:36.600]  我們現在已經非常非常多人了
[00:10:36.600 --> 00:10:38.200]  你還要傳嗎
[00:10:38.200 --> 00:10:40.600]  我們還要繼續來的去傳福音嗎
[00:10:40.600 --> 00:10:42.800]  我想問各位
[00:10:42.800 --> 00:10:45.000]  有多少人認爲
[00:10:45.000 --> 00:10:47.000]  縱使我們現在
[00:10:47.000 --> 00:10:49.800]  越來越多人蔘加我們的崇拜
[00:10:49.800 --> 00:10:53.000]  我們還是要繼續不斷要傳福音的
[00:10:53.000 --> 00:10:54.400]  有多少人贊同的
[00:10:54.400 --> 00:10:56.800]  請舉手
[00:10:56.800 --> 00:11:00.000]  全部人都舉手
[00:11:00.000 --> 00:11:03.400]  不光是因爲十八樓我們還有空位
[00:11:03.400 --> 00:11:04.200]  第二
[00:11:04.200 --> 00:11:07.400]  我想問有多少人有排過隊
[00:11:07.400 --> 00:11:08.400]  坐電梯的
[00:11:08.400 --> 00:11:09.400]  舉手
[00:11:09.400 --> 00:11:10.400]  排過隊的
[00:11:10.400 --> 00:11:11.400]  舉手
[00:11:11.400 --> 00:11:12.000]  第三
[00:11:12.000 --> 00:11:15.800]  多少人有排過隊去廁所的
[00:11:15.800 --> 00:11:17.200]  請舉手
[00:11:17.200 --> 00:11:19.600]  全部人都舉個手
[00:11:19.600 --> 00:11:22.800]  很多時候我們看到這些現象的時間
[00:11:22.800 --> 00:11:25.400]  有些人就感覺人太多了
[00:11:25.400 --> 00:11:27.800]  怎麼是太多
[00:11:27.800 --> 00:11:30.000]  耶穌的時代
[00:11:30.000 --> 00:11:31.400]  過去了
[00:11:31.400 --> 00:11:32.200]  然後跟着下來
[00:11:32.200 --> 00:11:33.600]  五神節
[00:11:33.600 --> 00:11:35.600]  第一次佈道會
[00:11:35.600 --> 00:11:37.200]  教會添了多少人
[00:11:37.200 --> 00:11:38.800]  你們知道嗎
[00:11:38.800 --> 00:11:40.200]  添了多少
[00:11:40.200 --> 00:11:41.600]  三千人
[00:11:41.600 --> 00:11:43.000]  過了不久
[00:11:43.000 --> 00:11:48.400]  近的年男代女老幼加起來五千
[00:11:48.400 --> 00:11:50.800]  老實講耶路撒冷的教會
[00:11:50.800 --> 00:11:53.800]  比我們的增長快多了
[00:11:53.800 --> 00:11:56.000]  他們一次的佈道已經三千人信
[00:11:56.000 --> 00:11:58.600]  跟着下來不久的時間五千人信
[00:11:58.600 --> 00:12:00.000]  所以因爲這個緣故
[00:12:00.000 --> 00:12:02.800]  整個的教會短短一段的時間
[00:12:02.800 --> 00:12:04.000]  幾個月內
[00:12:04.000 --> 00:12:07.400]  數以萬計的人信了耶穌
[00:12:07.400 --> 00:12:08.200]  他們是
[00:12:08.200 --> 00:12:09.800]  有沒有因爲這個緣故
[00:12:09.800 --> 00:12:11.200]  就對那些弟兄姐妹說
[00:12:11.200 --> 00:12:12.200]  我們人太多了
[00:12:12.200 --> 00:12:13.800]  不要再帶人回來了
[00:12:13.800 --> 00:12:15.400]  有沒有這樣說
[00:12:15.400 --> 00:12:16.400]  沒有
[00:12:16.400 --> 00:12:18.200]  他們繼續不斷
[00:12:18.200 --> 00:12:20.200]  還是要這樣傳
[00:12:20.200 --> 00:12:21.400]  爲什麼呢
[00:12:21.400 --> 00:12:24.400]  因爲這是聖經的教導
[00:12:24.400 --> 00:12:26.800]  不要限制
[00:12:26.800 --> 00:12:29.600]  我們現在一起來看看一段的經文
[00:12:29.600 --> 00:12:36.000]  以賽亞書五十四章一到三節
[00:12:36.000 --> 00:12:38.400]  早到時候我們起來的讀
[00:12:38.400 --> 00:12:41.600]  你這不懷孕不生養的要歌唱
[00:12:41.600 --> 00:12:43.800]  你在未曾經過慘難的
[00:12:43.800 --> 00:12:46.800]  要發聲歌唱揚聲歡呼
[00:12:46.800 --> 00:12:48.200]  因爲沒有丈夫的
[00:12:48.200 --> 00:12:50.200]  比有丈夫的兒女更多
[00:12:50.200 --> 00:12:52.200]  這是耶和華說的
[00:12:52.200 --> 00:12:55.000]  要擴張你丈母之地
[00:12:55.000 --> 00:12:57.000]  張大你居所的慢職
[00:12:57.000 --> 00:12:58.200]  不要限制
[00:12:58.200 --> 00:13:00.000]  要放長你的繩子
[00:13:00.000 --> 00:13:01.800]  兼顧你的缺職
[00:13:01.800 --> 00:13:04.200]  因爲你要向左向右開展
[00:13:04.200 --> 00:13:06.800]  你的後裔逼得多國爲業
[00:13:06.800 --> 00:13:10.000]  又是方良的誠意有人居住
[00:13:10.000 --> 00:13:11.800]  這一段的聖經的當中
[00:13:11.800 --> 00:13:15.200]  最少有四樣的東西
[00:13:15.200 --> 00:13:20.000]  要求我們不要限制
[00:13:20.000 --> 00:13:22.000]  當我們來到看第一節的時間
[00:13:22.000 --> 00:13:24.600]  你就看到這個是反猶太
[00:13:24.600 --> 00:13:26.600]  這個文化傳統的
[00:13:26.600 --> 00:13:27.600]  爲什麼呢
[00:13:27.600 --> 00:13:30.200]  因爲在猶太人的觀念當中
[00:13:30.200 --> 00:13:34.200]  要是一個人沒有結婚
[00:13:34.200 --> 00:13:35.800]  或是結了婚了以後
[00:13:35.800 --> 00:13:40.200]  沒有懷孕、沒有生養、沒有孩子
[00:13:40.200 --> 00:13:43.200]  他們把這個看成是什麼呢
[00:13:43.200 --> 00:13:44.800]  是咒詛
[00:13:44.800 --> 00:13:51.000]  這個咒詛是生不如死一種的咒詛
[00:13:51.000 --> 00:13:54.600]  另一方面我們來看看我們中國古人
[00:13:54.600 --> 00:13:58.200]  不孝有三
[00:13:58.200 --> 00:14:02.000]  最大的不孝是什麼
[00:14:02.000 --> 00:14:04.000]  大聲一點
[00:14:04.000 --> 00:14:07.200]  無後爲大
[00:14:07.200 --> 00:14:09.200]  所以你看得見古人
[00:14:09.200 --> 00:14:13.200]  中國人跟猶太人很多相像的地方
[00:14:13.200 --> 00:14:15.600]  他們把這個生養下一代
[00:14:15.600 --> 00:14:18.000]  是我們人生的目的
[00:14:18.000 --> 00:14:20.200]  要是我一個人長大了
[00:14:20.200 --> 00:14:21.600]  不能夠結婚
[00:14:21.600 --> 00:14:26.400]  我就是沒有生存在這個世上的意義了
[00:14:26.400 --> 00:14:28.200]  或者是結了婚了以後
[00:14:28.200 --> 00:14:30.200]  生不出這個孩子出來的話
[00:14:30.200 --> 00:14:33.200]  特別是生男孩子
[00:14:33.200 --> 00:14:34.200]  你要記得
[00:14:34.200 --> 00:14:36.000]  一直到今天爲止
[00:14:36.000 --> 00:14:38.200]  我們的中國人到現在還是
[00:14:38.200 --> 00:14:42.200]  牢牢地避之於一個傳統影響着我們
[00:14:42.200 --> 00:14:44.600]  所以當這個一孩政策出來了以後
[00:14:44.600 --> 00:14:48.800]  很多很多人才知道
[00:14:48.800 --> 00:14:52.200]  福中所懷的是個女的
[00:14:52.200 --> 00:14:54.000]  他們就寧願不要了
[00:14:54.000 --> 00:14:55.400]  有聽過嗎
[00:14:55.400 --> 00:14:56.400]  有多少人聽過的
[00:14:56.400 --> 00:14:58.000]  好不舉手
[00:14:58.000 --> 00:15:01.400]  應該全世界都聽過了
[00:15:01.400 --> 00:15:03.200]  我們看到這些現象的事件
[00:15:03.200 --> 00:15:06.200]  我們感覺這個纔是真正的悲劇
[00:15:06.200 --> 00:15:08.400]  在階段的盛行當中
[00:15:08.400 --> 00:15:11.400]  他就把這個的傳統扭轉過來
[00:15:11.400 --> 00:15:14.200]  你的不懷孕不生養的要歌唱
[00:15:14.200 --> 00:15:18.600]  不是奏琢乃是變相的祝福
[00:15:18.600 --> 00:15:21.400]  那爲什麼不懷孕不生養的要歌唱
[00:15:21.400 --> 00:15:24.600]  未曾經過產難的要發聲歌唱
[00:15:24.600 --> 00:15:27.000]  揚聲歡呼呢
[00:15:27.000 --> 00:15:30.200]  因爲很重要
[00:15:30.200 --> 00:15:34.200]  因爲什麼沒有丈夫的
[00:15:34.200 --> 00:15:39.000]  比有丈夫的兒女更多
[00:15:39.000 --> 00:15:41.400]  這是耶和華說的
[00:15:41.400 --> 00:15:43.800]  怎麼可能
[00:15:43.800 --> 00:15:46.600]  按照以色列傳統
[00:15:46.600 --> 00:15:49.600]  按照以色列人他們的心態
[00:15:49.600 --> 00:15:51.200]  沒有結婚
[00:15:51.200 --> 00:15:53.000]  你怎麼可能有孩子呢
[00:15:53.000 --> 00:15:54.400]  沒有懷孕
[00:15:54.400 --> 00:15:56.000]  怎麼可能有孩子呢
[00:15:56.000 --> 00:15:58.600]  這是絕對不可能的事情
[00:15:58.600 --> 00:16:00.400]  所以因爲這個緣故
[00:16:00.400 --> 00:16:03.600]  從解經的立場來講
[00:16:03.600 --> 00:16:05.800]  我們絕對不能夠把這個兒女
[00:16:05.800 --> 00:16:09.400]  看成是肉身的兒女來看
[00:16:09.400 --> 00:16:12.000]  你可以把這一段的聖經
[00:16:12.000 --> 00:16:14.600]  是一個預表的看法
[00:16:14.600 --> 00:16:17.800]  第二個方面也是個預言的看法
[00:16:17.800 --> 00:16:19.200]  那他看到
[00:16:19.200 --> 00:16:22.800]  神本來就是要求以色列人
[00:16:22.800 --> 00:16:24.600]  你們是祭祀的國度
[00:16:24.600 --> 00:16:28.800]  你們要傳揚耶和華是天下的主
[00:16:28.800 --> 00:16:30.800]  全地都是他的
[00:16:30.800 --> 00:16:33.000]  他不光是以色列人的主
[00:16:33.000 --> 00:16:36.400]  他也是所有的人的主宰
[00:16:36.400 --> 00:16:38.800]  所有人的神
[00:16:38.800 --> 00:16:42.000]  他關心的不光是以色列民
[00:16:42.000 --> 00:16:44.400]  那是要透過這個選民
[00:16:44.400 --> 00:16:47.000]  來把他的福音傳開出去
[00:16:47.000 --> 00:16:48.400]  很可惜
[00:16:48.400 --> 00:16:51.800]  以色列人失敗了
[00:16:51.800 --> 00:16:54.200]  但是我們看見
[00:16:54.200 --> 00:16:56.600]  在舊約
[00:16:56.600 --> 00:17:02.600]  在距離現在兩千六百多兩千七百年前
[00:17:02.600 --> 00:17:04.400]  以色亞先知
[00:17:04.400 --> 00:17:07.800]  竟然把一些離開他
[00:17:07.800 --> 00:17:10.000]  六百多七百年的預言
[00:17:10.000 --> 00:17:11.600]  首先講出來
[00:17:11.600 --> 00:17:13.800]  以色亞書五十三章
[00:17:13.800 --> 00:17:16.000]  這是講到彌賽亞的受苦
[00:17:16.000 --> 00:17:19.200]  受難 犧牲 然後復活
[00:17:19.200 --> 00:17:21.400]  以色亞書的五十三章
[00:17:21.400 --> 00:17:24.800]  是我們瞭解五十四章一到三節
[00:17:24.800 --> 00:17:27.200]  最重要的經文
[00:17:27.200 --> 00:17:32.000]  要是你不看以色亞書的五十三章
[00:17:32.000 --> 00:17:36.000]  我們是無從瞭解五十四章怎麼可能發生的
[00:17:36.000 --> 00:17:38.400]  但當我們看完五十三章
[00:17:38.400 --> 00:17:41.400]  你就可以非常清楚地知道
[00:17:41.400 --> 00:17:47.800]  五十三章在彌賽亞受苦 受難 復活發生以後
[00:17:47.800 --> 00:17:54.000]  這個事件就非常自然會出現
[00:17:54.000 --> 00:17:58.600]  就是蜀靈的兒女就要出來了
[00:17:58.600 --> 00:18:01.200]  所以因爲這個緣故我們看見
[00:18:01.200 --> 00:18:03.600]  這個本來要祝福以色列人
[00:18:03.600 --> 00:18:07.000]  要吩咐他們如此行的命令
[00:18:07.000 --> 00:18:09.200]  以色列人失敗
[00:18:09.200 --> 00:18:10.400]  來到新約的時候
[00:18:10.400 --> 00:18:13.200]  我們就看見教會興起了
