
[00:00:00.000 --> 00:00:03.440]  今天的題目是「再撕十二塊石頭」
[00:04:44.880 --> 00:04:47.320]  你們知道就是由摩西帶領他們
[00:04:47.320 --> 00:04:48.640]  摩西就是怎樣呢?
[00:04:48.640 --> 00:04:49.880]  舉起一個杖
[00:04:49.880 --> 00:04:51.320]  向著海舉起一個杖
[00:04:51.320 --> 00:04:53.760]  海就分開了
[00:04:53.760 --> 00:04:55.720]  摩西就是藉著那一舉
[00:04:55.720 --> 00:04:58.240]  然後就將海分開了
[00:04:58.240 --> 00:05:01.160]  但是見過這件事的人
[00:05:01.160 --> 00:05:04.080]  在曠野都不知不覺死了
[00:05:04.080 --> 00:05:05.320]  但又不是完全死了
[00:05:05.320 --> 00:05:07.880]  我們讀聖經要小心一點
[00:05:07.880 --> 00:05:09.760]  因為我們經常誤會
[00:05:09.760 --> 00:05:13.960]  其實有人見過摩西分紅海這件事
[00:05:13.960 --> 00:05:14.560]  為什麼呢?
[00:05:14.560 --> 00:05:16.240]  因為我們說
[00:05:16.240 --> 00:05:18.600]  以色列人就是他們不肯進入迦南地的時候
[00:05:18.600 --> 00:05:22.680]  結果20歲以上的藍丁
[00:05:22.680 --> 00:05:25.560]  都不能進入迦南地
[00:05:25.560 --> 00:05:29.440]  所以直到這班20歲以上的藍丁全部死了
[00:05:29.440 --> 00:05:32.520]  神才容許他們進入迦南地
[00:05:32.520 --> 00:05:37.760]  所以20歲以下在大隊裡面的人
[00:05:37.760 --> 00:05:40.800]  其實都見過的
[00:05:40.800 --> 00:05:42.080]  但你可以想像一下
[00:05:42.080 --> 00:05:43.960]  直到現在40年後
[00:05:43.960 --> 00:05:47.800]  基本上除了約書和迦納這兩個藍丁
[00:05:47.800 --> 00:05:52.640]  基本上那些人都不會大過60歲了
[00:05:52.640 --> 00:05:55.040]  明白我怎樣計算了嗎?
[00:05:55.040 --> 00:05:56.800]  而這班人其實事實上就是
[00:05:56.800 --> 00:05:58.920]  太久或者很小的時候
[00:05:58.920 --> 00:05:59.800]  有些神蹟發生
[00:05:59.800 --> 00:06:01.400]  不過似乎對他們來說
[00:06:01.400 --> 00:06:04.760]  差不多未親眼見過一樣
[00:06:04.760 --> 00:06:07.600]  所以紅海這件事已經很久了
[00:06:07.600 --> 00:06:09.040]  隔了太久了
[00:06:09.040 --> 00:06:10.960]  現在他們真是來到
[00:06:10.960 --> 00:06:12.240]  經歷了40年之後
[00:06:12.240 --> 00:06:14.240]  現在去進入迦南地的時候
[00:06:14.240 --> 00:06:14.960]  神就說
[00:06:14.960 --> 00:06:17.040]  現在讓他們真是見到一件
[00:06:17.040 --> 00:06:20.880]  對他們來說真是一件全新的奇事
[00:06:20.880 --> 00:06:22.200]  而這條奇事裡面就是說
[00:06:22.200 --> 00:06:24.160]  這條路還沒走過的時候
[00:06:24.160 --> 00:06:25.240]  就是差什麼呢?
[00:06:25.240 --> 00:06:26.800]  就是差一步
[00:06:26.800 --> 00:06:31.240]  你走不走過這個海河呢?
[00:06:31.240 --> 00:06:32.840]  走不走過這個海河呢?
[00:06:32.840 --> 00:06:34.760]  走過這個海河好像很簡單
[00:06:34.760 --> 00:06:35.720]  但是你要知道
[00:06:35.720 --> 00:06:38.160]  當時的水是很深的
[00:06:38.160 --> 00:06:39.600]  因為你看看後面的經文
[00:06:39.600 --> 00:06:40.760]  在第四章後面
[00:06:40.760 --> 00:06:41.920]  就說到那些水
[00:06:41.920 --> 00:06:43.000]  回去的時候
[00:06:43.000 --> 00:06:45.760]  其實水是很障礙的
[00:06:45.760 --> 00:06:47.600]  當你走過這條河的時候
[00:06:47.600 --> 00:06:48.480]  既然水深
[00:06:48.480 --> 00:06:50.520]  其實你走不走得過呢?
[00:06:50.520 --> 00:06:53.960]  一個人就想辦法走得過
[00:06:53.960 --> 00:06:56.280]  200萬人怎樣走過去呢?
[00:06:56.280 --> 00:06:59.360]  似乎是一個大的難題
[00:06:59.360 --> 00:07:01.600]  但是神就是這樣去吩咐
[00:07:01.600 --> 00:07:02.640]  怎樣呢?
[00:07:02.640 --> 00:07:04.040]  他們就是要
[00:07:04.040 --> 00:07:06.640]  就要抬躍跪全地之主的
[00:07:06.640 --> 00:07:08.320]  躍跪的祭司
[00:07:08.320 --> 00:07:09.440]  藉著這群祭司
[00:07:09.440 --> 00:07:10.640]  就是腳踏
[00:07:10.640 --> 00:07:13.400]  腳掌踏入約旦河的水裡面的時候
[00:07:13.400 --> 00:07:14.640]  他們就會經歷
[00:07:14.640 --> 00:07:15.880]  一個約旦河的水
[00:07:15.880 --> 00:07:18.520]  就是從上往下流的水
[00:07:18.520 --> 00:07:20.360]  就要中斷
[00:07:20.360 --> 00:07:22.400]  樹立城壘
[00:07:22.400 --> 00:07:24.040]  他們就要相信上帝
[00:07:24.040 --> 00:07:25.760]  是當中顯出他的作為
[00:07:25.760 --> 00:07:29.040]  要讓這些水停住
[00:07:29.040 --> 00:07:30.920]  上帝說水要停住
[00:07:30.920 --> 00:07:32.440]  只要你踏出這一步
[00:07:32.440 --> 00:07:34.400]  那你就可以在乾旱的地裡面
[00:07:34.400 --> 00:07:37.040]  同樣走過去到迦南地
[00:07:37.040 --> 00:07:38.840]  就正如昔日
[00:07:38.840 --> 00:07:40.440]  在一個乾旱的地上面
[00:07:40.440 --> 00:07:43.720]  走過紅海一樣
[00:07:43.720 --> 00:07:46.040]  上一代有上一代信仰的經歷
[00:07:46.040 --> 00:07:48.440]  這一代有這一代的信仰經歷
[00:07:48.440 --> 00:07:49.920]  其實每一個世代裡面的人
[00:07:49.920 --> 00:07:50.920]  都有一些
[00:07:50.920 --> 00:07:52.720]  他們自己在他們的世代裡面
[00:07:52.720 --> 00:07:55.560]  所要面對信仰的經歷
[00:07:55.560 --> 00:07:58.800]  每一個人都要踏出信心的一步
[00:07:58.800 --> 00:08:01.080]  而今天我們知道
[00:08:01.080 --> 00:08:03.320]  對這些以色列民來說
[00:08:03.320 --> 00:08:04.960]  就是要挑戰他們
[00:08:04.960 --> 00:08:08.240]  能不能憑著他們所相信的
[00:08:08.240 --> 00:08:09.320]  就像昔日一樣
[00:08:09.320 --> 00:08:11.600]  走上這一步
[00:08:11.600 --> 00:08:13.800]  當河流仍然是漲滿水的時候
[00:08:13.800 --> 00:08:16.600]  祭司就要走到這個海裡面
[00:08:16.600 --> 00:08:17.960]  帶領這些人
[00:08:17.960 --> 00:08:21.280]  要過這個約旦河
[00:08:21.280 --> 00:08:22.840]  而我們見到
[00:08:22.840 --> 00:08:30.760]  在約書記第四章15-16節
[00:08:30.760 --> 00:08:32.360]  這是第四章
[00:08:32.360 --> 00:08:34.840]  講到台約貴的人
[00:08:34.840 --> 00:08:36.040]  到了約旦河之後
[00:08:36.040 --> 00:08:37.080]  結果怎樣呢?
[00:08:37.080 --> 00:08:38.480]  台約貴的祭司的腳
[00:08:38.480 --> 00:08:41.560]  真的一入水裡面
[00:08:41.560 --> 00:08:43.960]  從上往下流的水
[00:08:43.960 --> 00:08:45.080]  從很遠的地方
[00:08:45.080 --> 00:08:46.520]  就是亞當城裡面
[00:08:46.520 --> 00:08:49.680]  就停住了樹立城壘
[00:08:49.680 --> 00:08:51.960]  往阿拉巴海
[00:08:51.960 --> 00:08:53.520]  就像沿海下流的水
[00:08:53.520 --> 00:08:55.120]  全然中斷
[00:08:55.120 --> 00:08:57.600]  於是百姓就在約旦河
[00:08:57.600 --> 00:09:02.680]  在耶利哥的對面過了河
[00:09:02.680 --> 00:09:05.920]  你看看亞當城
[00:09:05.920 --> 00:09:09.640]  就是這幅圖上面的位置
[00:09:09.640 --> 00:09:10.360]  就在上面
[00:09:10.360 --> 00:09:12.320]  神就截住了亞當城的水
[00:09:12.320 --> 00:09:13.880]  讓水不再流
[00:09:13.880 --> 00:09:17.800]  也不再有水流到死海裡面
[00:09:17.800 --> 00:09:19.360]  這就是神給他們
[00:09:19.360 --> 00:09:21.680]  要經歷的一個過程
[00:09:21.680 --> 00:09:25.240]  所以今天我們要去思考的就是
[00:09:25.240 --> 00:09:27.920]  原來今天每一代的信徒
[00:09:27.920 --> 00:09:31.080]  他們都同樣需要去經歷
[00:09:31.080 --> 00:09:33.880]  走那個信心的一步
[00:09:33.880 --> 00:09:38.000]  以致能夠見到奇事
[00:09:38.000 --> 00:09:39.240]  今天我們都需要想想
[00:09:39.240 --> 00:09:42.240]  我們面對哪一個信心的步伐
[00:09:42.240 --> 00:09:44.280]  我們肯不肯走出去
[00:09:44.280 --> 00:09:45.200]  我們有很多猶豫
[00:09:45.200 --> 00:09:46.360]  很多歷史的包袱
[00:09:46.360 --> 00:09:48.440]  令我們不敢走出去
[00:09:48.440 --> 00:09:49.320]  不過
[00:09:49.320 --> 00:09:51.440]  如果你知道上帝應許的話
[00:09:51.440 --> 00:09:53.880]  你可以安然去走
[00:09:53.880 --> 00:09:54.480]  對我們來說
[00:09:54.480 --> 00:09:56.960]  第一個的反思就是
[00:09:56.960 --> 00:09:59.480]  原來當你跟著神走的時候
[00:09:59.480 --> 00:10:03.120]  神必在你中間行奇事
[00:10:03.120 --> 00:10:05.880]  當你跟著神走的話
[00:10:05.880 --> 00:10:09.760]  神就一定會在你生命裡面行奇事
[00:10:09.760 --> 00:10:10.760]  我想對於我們來說
[00:10:10.760 --> 00:10:12.960]  剛才你聽到Tony所分享的見證
[00:10:12.960 --> 00:10:14.240]  你會知道
[00:10:14.240 --> 00:10:15.160]  《恩福家》裡面
[00:10:15.160 --> 00:10:17.120]  藉著幾位弟兄姊妹
[00:10:17.120 --> 00:10:19.200]  他們一路祈禱、尋求
[00:10:19.200 --> 00:10:22.480]  相信上帝帶領他們的時候
[00:10:22.480 --> 00:10:24.560]  他們就走了這一步
[00:10:24.560 --> 00:10:25.720]  老實說
[00:10:25.720 --> 00:10:28.160]  這一步風險太大
[00:10:28.160 --> 00:10:32.160]  這一步是傻子才會走
[00:10:32.160 --> 00:10:35.000]  你看看這群傻子
[00:10:35.000 --> 00:10:36.480]  真的不會做的
[00:10:36.480 --> 00:10:38.320]  你從理性分析計算
[00:10:38.320 --> 00:10:39.800]  真的有一個很好的地方
[00:10:39.800 --> 00:10:41.840]  需要自己開一個教會
[00:10:41.840 --> 00:10:44.560]  或者看到一個異象就去回應
[00:10:44.560 --> 00:10:46.760]  可以是不管的
[00:10:46.760 --> 00:10:50.280]  但問題是走不走呢?
[00:10:50.280 --> 00:10:51.080]  你不走的話
[00:10:51.080 --> 00:10:52.280]  繼續在一間教會裡面
[00:10:52.280 --> 00:10:55.120]  可以渾渾噩噩過日子
[00:10:55.120 --> 00:10:57.080]  不過他們選擇走的時候
[00:10:57.080 --> 00:10:58.800]  走了這一步的話
[00:10:58.800 --> 00:11:01.720]  他們就很辛苦了
[00:11:01.720 --> 00:11:05.920]  你看到剛才有血有汗有淚的歷史
[00:11:05.920 --> 00:11:08.320]  但這些血汗背後
[00:11:08.320 --> 00:11:13.400]  就看到上帝行奇事
[00:11:13.400 --> 00:11:14.520]  我想剛才你聽Tony裡面
[00:11:14.520 --> 00:11:16.400]  講到一次又一次的經歷
[00:11:16.400 --> 00:11:17.560]  無論從買地
[00:11:17.560 --> 00:11:19.760]  無論從建立這個教堂
[00:11:19.760 --> 00:11:21.440]  無論整個過程裡面
[00:11:21.440 --> 00:11:23.960]  無論申請到批文
[00:11:23.960 --> 00:11:27.160]  之前我還聽了多一點教會歷史
[00:11:27.160 --> 00:11:29.560]  連一些批文
[00:11:29.560 --> 00:11:32.800]  找一些有能力批准我們
[00:11:32.800 --> 00:11:35.160]  去做這個工程的承建商
[00:11:35.160 --> 00:11:36.480]  我們都要找到
[00:11:36.480 --> 00:11:40.080]  我們才可以自己動手動腳去做
[00:11:40.080 --> 00:11:41.720]  而這個過程裡面
[00:11:41.720 --> 00:11:45.280]  就是因為你走了第一步
[00:11:45.280 --> 00:11:46.960]  走了這個信心的步伐
[00:11:46.960 --> 00:11:49.360]  你就能夠看到奇事
[00:11:49.360 --> 00:11:51.240]  相反你如果從來沒有走過的話
[00:11:51.240 --> 00:11:52.080]  你從來都不知道
[00:11:52.080 --> 00:11:55.320]  神可以由沒有變成一間教會
[00:11:55.320 --> 00:11:56.240]  由幾個人
[00:11:56.240 --> 00:11:58.880]  可以變成一個幾十人的教會
[00:11:58.880 --> 00:12:01.160]  這一步是我們需要走的
[00:12:01.160 --> 00:12:02.480]  這一步也是我們自己
[00:12:02.480 --> 00:12:03.920]  在我們信仰的歷程裡面
[00:12:03.920 --> 00:12:06.480]  我們需要去探索我們自己
[00:12:06.480 --> 00:12:09.040]  怎樣我們走那一步
[00:12:09.040 --> 00:12:11.680]  所以在你生命裡面有困難的話
[00:12:11.680 --> 00:12:13.440]  先問清楚神
[00:12:13.440 --> 00:12:15.240]  是不是神會帶領你
[00:12:15.240 --> 00:12:17.720]  是不是神要指示你去這裡
[00:12:17.720 --> 00:12:18.880]  如果是的
[00:12:18.880 --> 00:12:20.360]  祂一定包底
[00:12:20.360 --> 00:12:21.840]  你就是走那一步
[00:12:21.840 --> 00:12:24.440]  摩西舉起那個杖就開
[00:12:24.440 --> 00:12:28.160]  你走那一步就開
[00:12:28.160 --> 00:12:32.680]  這樣才會認清楚我們前面所需要的
[00:12:32.680 --> 00:12:36.360]  第二個今天思考的重點
[00:12:36.360 --> 00:12:38.800]  就是十二
[00:12:38.800 --> 00:12:42.400]  就是十二塊石頭
[00:12:42.400 --> 00:12:45.800]  除了剛才說到的一步可以看到奇事
[00:12:45.800 --> 00:12:47.440]  第二個很重要的思考就是
[00:12:47.440 --> 00:12:49.720]  十二塊的石頭
[00:12:49.720 --> 00:12:50.480]  這裡說
[00:12:50.480 --> 00:12:52.200]  約書亞的在第三章十二節
[00:12:52.200 --> 00:12:54.480]  神就已經吩咐
[00:12:54.480 --> 00:12:57.800]  你們要從以色列支派中選十二個人
[00:12:57.800 --> 00:12:59.280]  每支派一人
[00:12:59.280 --> 00:13:00.400]  原來在第三章
[00:13:00.400 --> 00:13:03.920]  神就已經說你們要找十二個人出來
[00:13:03.920 --> 00:13:05.720]  你們這麼多人
[00:13:05.720 --> 00:13:07.160]  二百萬人口
[00:13:07.160 --> 00:13:08.200]  你只是算南丁
[00:13:08.200 --> 00:13:10.920]  可能當你有六十萬
[00:13:10.920 --> 00:13:14.200]  交十二個人出來
[00:13:14.200 --> 00:13:16.480]  交十二個人出來做什麼呢
[00:13:16.480 --> 00:13:19.120]  其實在第三章是沒有說的
[00:13:19.120 --> 00:13:19.760]  不知道做什麼
[00:13:19.760 --> 00:13:22.640]  總之每個支派交一個人出來
[00:13:22.640 --> 00:13:25.880]  你想想我們有時候玩世界之最
[00:13:25.880 --> 00:13:26.720]  世界之最的時候
[00:13:26.720 --> 00:13:28.520]  我們說通常你每一組交一個人出來
[00:13:28.520 --> 00:13:29.920]  我不告訴你
[00:13:29.920 --> 00:13:31.600]  是玩什麼的
[00:13:31.600 --> 00:13:35.080]  你出了一個人才說鬥長鬥短鬥什麼
[00:13:35.080 --> 00:13:35.920]  是不是
[00:13:35.920 --> 00:13:37.280]  但現在不是 順話
[00:13:37.280 --> 00:13:38.360]  就派十二個人出來
[00:13:38.360 --> 00:13:39.360]  每支派一個
[00:13:39.360 --> 00:13:40.480]  沒有說什麼
[00:13:40.480 --> 00:13:44.000]  不過你們就是要去選
[00:13:44.000 --> 00:13:46.320]  你們就找一個你們覺得合適的人
[00:13:46.320 --> 00:13:50.240]  去成為你們支派的代表
[00:13:50.240 --> 00:13:52.320]  這十二個人重要的角色就是
[00:13:52.320 --> 00:13:54.160]  他成為這個支派的代表
[00:13:54.160 --> 00:13:55.080]  這個支派
[00:13:55.080 --> 00:13:56.480]  這個人出來
[00:13:56.480 --> 00:13:58.000]  好像剛才說玩遊戲那樣
[00:13:58.000 --> 00:14:01.240]  他贏就代表你那隊都贏
[00:14:01.240 --> 00:14:03.160]  他在這個人出來的時候
[00:14:03.160 --> 00:14:05.880]  就代表你整個支派
[00:14:05.880 --> 00:14:09.080]  這裡說到第四章的段落說什麼呢
[00:14:09.080 --> 00:14:13.600]  終於說出究竟為什麼要找十二個人出來
[00:14:13.600 --> 00:14:15.240]  第四章說
[00:14:15.240 --> 00:14:17.680]  你們要從百姓中選出十二個人
[00:14:17.680 --> 00:14:18.920]  每支派一人
[00:14:18.920 --> 00:14:19.840]  吩咐他們
[00:14:19.840 --> 00:14:22.080]  原來有事做的 有任務
[00:14:22.080 --> 00:14:23.400]  你們從這裡
[00:14:23.400 --> 00:14:28.080]  從約旦河中祭司腳穩穩站立的地方
[00:14:28.080 --> 00:14:30.200]  取十二塊石頭
[00:14:30.200 --> 00:14:31.560]  一起帶過去
[00:14:31.560 --> 00:14:35.080]  放在你們今夜住宿的地方
[00:14:35.080 --> 00:14:36.320]  原來就是這樣
[00:14:36.320 --> 00:14:39.160]  每一個人 每一個代表人物
[00:14:39.160 --> 00:14:41.160]  都去河裡面
[00:14:41.160 --> 00:14:43.040]  就是祭司站的地方附近
[00:14:43.040 --> 00:14:45.760]  去拿一塊石頭
[00:14:45.760 --> 00:14:47.560]  這裡還說約書亞對他們說
[00:14:47.560 --> 00:14:48.680]  你們要過去
[00:14:48.680 --> 00:14:49.760]  到約旦河中
[00:14:49.760 --> 00:14:52.280]  也就是說你們上帝的約櫃的前面
[00:14:52.280 --> 00:14:53.520]  按著支派
[00:14:53.520 --> 00:14:55.400]  按著以色列支派的數目
[00:14:55.400 --> 00:14:57.160]  數目就是十二支派
[00:14:57.160 --> 00:14:58.800]  每人各取一塊石頭
[00:14:58.800 --> 00:15:00.720]  共在肩上
[00:15:00.720 --> 00:15:02.400]  這些石頭在你們中間
[00:15:02.400 --> 00:15:07.000]  有一張成為記號
[00:15:07.000 --> 00:15:08.720]  就是這樣派了這十二個人
[00:15:08.720 --> 00:15:10.520]  去拿這塊石頭
[00:15:10.520 --> 00:15:11.640]  當然我們要留意
[00:15:11.640 --> 00:15:13.440]  這些石頭
[00:15:13.440 --> 00:15:16.440]  不是我們平時見的圖畫的石頭
[00:15:16.440 --> 00:15:17.800]  因為我們平時見的那些
[00:15:17.800 --> 00:15:19.480]  通常你在港島
[00:15:19.480 --> 00:15:21.040]  或者網上找的那些
[00:15:21.040 --> 00:15:22.160]  十二塊石頭
[00:15:22.160 --> 00:15:24.880]  其實都是丁字那麼大塊石頭
[00:15:24.880 --> 00:15:26.920]  找十二塊石頭好像很簡單
[00:15:26.920 --> 00:15:28.400]  但是你留意這段經文說
[00:15:28.400 --> 00:15:32.200]  要背在肩上
[00:15:32.200 --> 00:15:35.160]  你又記得他們在出埃及的時候
[00:15:35.160 --> 00:15:36.560]  他們在曠野的時候
[00:15:36.560 --> 00:15:39.080]  曾經去過迦南地的時候
[00:15:39.080 --> 00:15:40.440]  派十二個探子
[00:15:40.440 --> 00:15:41.480]  又是十二個
[00:15:41.480 --> 00:15:42.480]  接著呢
[00:15:42.480 --> 00:15:44.400]  看那個營地是怎樣
[00:15:44.400 --> 00:15:45.440]  看那個陣地是怎樣的時候
[00:15:45.440 --> 00:15:46.360]  結果呢
[00:15:46.360 --> 00:15:48.480]  就拿了一些收成回來
[00:15:48.480 --> 00:15:49.080]  結果什麼
[00:15:49.080 --> 00:15:52.880]  要兩個人抬這麼重的
[00:15:52.880 --> 00:15:54.200]  在迦南地的收成
[00:15:54.200 --> 00:15:55.280]  帶回去告訴你
[00:15:55.280 --> 00:15:58.120]  那裡真的挺好的
[00:15:58.120 --> 00:16:00.440]  要兩個人抬是很重的東西
[00:16:00.440 --> 00:16:03.360]  現在同樣找這十二個支派的人物
[00:16:03.360 --> 00:16:05.440]  每個人都拿一塊大一點的石頭
[00:16:05.440 --> 00:16:07.240]  抬在肩上
[00:16:07.240 --> 00:16:08.000]  嘩
[00:16:08.000 --> 00:16:10.080]  真的出力了
[00:16:10.080 --> 00:16:11.680]  冒汗了
[00:16:11.680 --> 00:16:13.320]  搬回來
[00:16:13.320 --> 00:16:15.000]  接著就要看
[00:16:15.000 --> 00:16:19.880]  接著夾夾的地方就是納石遺景
[00:16:19.880 --> 00:16:20.760]  這個過程裏面
[00:16:20.760 --> 00:16:23.560]  你會知道就是
[00:16:23.560 --> 00:16:24.720]  在說什麼呢
[00:16:24.720 --> 00:16:29.120]  十二個支派都有份出力的
[00:16:29.120 --> 00:16:31.600]  十二個支派都有份參與
[00:16:31.600 --> 00:16:33.760]  而且十二個支派都有份出力
[00:16:33.760 --> 00:16:35.760]  去每人抬一塊石頭
[00:16:35.760 --> 00:16:36.840]  可能有些重一點
[00:16:36.840 --> 00:16:38.520]  有些輕一點
[00:16:38.520 --> 00:16:39.960]  但是他們每個人
[00:16:39.960 --> 00:16:43.040]  都要代表他們的支派一起去
[00:16:43.040 --> 00:16:45.560]  十二個支派的參與
[00:16:45.560 --> 00:16:46.360]  代表什麼呢
[00:16:46.360 --> 00:16:50.000]  全以色列人的參與
[00:16:50.000 --> 00:16:53.120]  這個就是他們要看到的那個記號
[00:16:53.120 --> 00:16:54.760]  那個記號本身不是在於
[00:16:54.760 --> 00:16:57.720]  誰找的石頭比較好
[00:16:57.720 --> 00:17:00.080]  誰找的石頭沒那麼漂亮
[00:17:00.080 --> 00:17:01.400]  誰找的石頭重一點
[00:17:01.400 --> 00:17:02.840]  誰找的石頭輕一點
[00:17:02.840 --> 00:17:06.120]  在聖經裏面的重點不是描述這件事
