
[00:00:00.000 --> 00:00:15.000]  我相信在座的裡面,每個人在人生都經歷過一些不人為明白的苦難,苦難已經夠了。
[00:07:22.000 --> 00:07:28.000]  你在心懷他,這個人道德有問題,這個這個這個這個。
[00:07:28.000 --> 00:07:33.000]  是否我們做基督徒,有些時候我們也都經過這種的試探?
[00:07:33.000 --> 00:07:39.000]  這是很容易定一個我們不喜歡的人的罪。
[00:07:39.000 --> 00:07:46.000]  老實說我們基督徒不是太客觀,因為我們人生的經驗就不太客觀。
[00:07:46.000 --> 00:08:01.000]  第二個容易犯的錯誤,不能夠隨便的說所有的痛苦都是因為人行惡而出來的。
[00:08:01.000 --> 00:08:06.000]  前兩次我跟大家分享關於苦難的時候,就講到這個。
[00:08:06.000 --> 00:08:09.000]  聖經當中有一般的原理,
[00:08:09.000 --> 00:08:12.000]  那聖經當中也告訴我們,
[00:08:12.000 --> 00:08:17.000]  有一些我們不明白的事情是不透過這個原理來明白,
[00:08:17.000 --> 00:08:20.000]  是用神的智慧來明白。
[00:08:20.000 --> 00:08:29.000]  有一些的太太懷孕了很多年,沒有生育。
[00:08:29.000 --> 00:08:35.000]  你知道她承受著多小的壓力呢?
[00:08:35.000 --> 00:08:41.000]  在說當中有一些姊妹們,你們說我不要結婚了。
[00:08:41.000 --> 00:08:48.000]  人就開始跟你說,你一定有一些東西,所以你不結婚,對吧?
[00:08:48.000 --> 00:08:55.000]  或者你長得不好啊,性格不好啊,你家庭背景不好啊。
[00:08:55.000 --> 00:09:01.000]  常常都有這些情況,我們把一個人受的苦難跟行罪,
[00:09:01.000 --> 00:09:09.000]  立刻連線,作為一個統一的這種了解。
[00:09:09.000 --> 00:09:15.000]  我覺得若是你身體當中,或者肉身當中,曾經經過這個患難,
[00:09:15.000 --> 00:09:19.000]  就正如我上個禮拜,上次跟大家分享的一樣,
[00:09:19.000 --> 00:09:30.000]  我期待沒有人在旁邊給你這種不需要否定的痛苦。
[00:09:30.000 --> 00:09:37.000]  在廣東的文化裡面,就有這句話,
[00:09:37.000 --> 00:09:42.000]  就是你帶來的家庭這個運氣不好。
[00:09:42.000 --> 00:09:46.000]  比方說你結婚的第一年,你一個親友去世了,
[00:09:46.000 --> 00:09:50.000]  哇,那個罪就落在你身上,真冤枉啊。
[00:09:50.000 --> 00:09:54.000]  有沒有廣東的朋友知道我講什麼嗎?
[00:09:54.000 --> 00:10:03.000]  就叫廣東話,腳頭不好,所以帶來的東西就不好。
[00:10:03.000 --> 00:10:09.000]  我覺得若是你做人家的媳婦是這樣子,你真的一生受罪,
[00:10:09.000 --> 00:10:13.000]  但是人就很容易走上這個道路。
[00:10:13.000 --> 00:10:22.000]  第三個,不要隨便的把罪黏在苦難的人的身上。
[00:10:22.000 --> 00:10:29.000]  請聽清楚,我不是說聖經的真理不對,
[00:10:29.000 --> 00:10:33.000]  但是我們明白對方的生命所走過的道路,
[00:10:33.000 --> 00:10:41.000]  就不要太快的評論。
[00:10:41.000 --> 00:10:47.000]  約伯經過三個最好的朋友,三次對他的這種痛苦,
[00:10:47.000 --> 00:10:52.000]  他也受不了,所以在經文裡面講得非常清楚。
[00:10:52.000 --> 00:10:57.000]  第十四節,我的親戚與我斷絕,我的密友都忘記了我,
[00:10:57.000 --> 00:11:02.000]  我在家寄居的時候,我的侍女都以為我是外人。
[00:11:02.000 --> 00:11:08.000]  他有故宮,十六節,我呼喚了僕人,雖然用口求他們,
[00:11:08.000 --> 00:11:13.000]  他們還不回答,連小孩子都藐視他,
[00:11:13.000 --> 00:11:19.000]  連約伯都沒有辦法承受,然而,
[00:11:19.000 --> 00:11:24.000]  約伯就在受著這種被拒絕的痛苦的背後,
[00:11:24.000 --> 00:11:26.000]  講了這一句的話:
[00:11:26.000 --> 00:11:36.000]  我知道我的救贖者活著,莫了必站立在地上。
[00:11:36.000 --> 00:11:39.000]  你知道約伯的痛苦嗎?
[00:11:39.000 --> 00:11:44.000]  約伯深深的知道這個痛苦是神所給他的,
[00:11:44.000 --> 00:11:49.000]  神是急切的攻擊他,把這個重擔交給他。
[00:11:49.000 --> 00:11:55.000]  約伯也知道只有神能夠真正的來證明他是無辜的,
[00:11:55.000 --> 00:11:59.000]  他一方面知道神是給他患難的,
[00:11:59.000 --> 00:12:06.000]  同時間,他要來到這位神的面前,求祂申訴他的痛苦。
[00:12:06.000 --> 00:12:12.000]  約伯甚至於看到,甚至於那些舉手攻擊他的惡人,
[00:12:12.000 --> 00:12:20.000]  反而生活當中安安穩穩,平平安安。
[00:12:20.000 --> 00:12:27.000]  難道約伯沒有這個權利站起來說,你們不是我的朋友?
[00:12:27.000 --> 00:12:34.000]  難道約伯沒有辦法站起來,來直接的再次的控訴,
[00:12:34.000 --> 00:12:37.000]  接三個朋友所給他的傷害嗎?
[00:12:37.000 --> 00:12:41.000]  然而,約伯就有一個驚奇的回答,
[00:12:41.000 --> 00:12:45.000]  這個回答是什麼?再看十九章的二十五節。
[00:12:45.000 --> 00:12:51.000]  我知道我的救贖者活著,意思是說在悔難困難的時候,
[00:12:51.000 --> 00:12:57.000]  他有的所有的了解不在乎別人怎麼樣看他的苦難,
[00:12:57.000 --> 00:13:04.000]  只在乎有一位救贖者是活著,在幕後的時候,
[00:13:04.000 --> 00:13:06.000]  能夠站立在他的旁邊,
[00:13:06.000 --> 00:13:15.000]  讓他能夠經過這個時候被定為無辜。
[00:13:15.000 --> 00:13:18.000]  為什麼約伯能夠這樣子站立?
[00:13:18.000 --> 00:13:23.000]  是因為他已經勝過了被人拒絕的痛苦。
[00:13:23.000 --> 00:13:26.000]  親愛的朋友弟兄姊妹,
[00:13:26.000 --> 00:13:34.000]  人生活在一個與人關係密切的這種空間裡面,
[00:13:34.000 --> 00:13:36.000]  沒有一個人在座的裡面,
[00:13:36.000 --> 00:13:40.000]  你的生活是可以不與人交往,
[00:13:40.000 --> 00:13:45.000]  每個人都有重疊的關係,
[00:13:45.000 --> 00:13:48.000]  有一些是跟親的關係,
[00:13:48.000 --> 00:13:50.000]  有一些是跟朋友的關係,
[00:13:50.000 --> 00:13:53.000]  有一些是跟外界的關係,
[00:13:53.000 --> 00:14:02.000]  這些的關係成為你能夠繼續生存的一個基礎。
[00:14:02.000 --> 00:14:04.000]  你可以說我不需要朋友,
[00:14:04.000 --> 00:14:07.000]  但是你需要朋友的支持,對嗎?
[00:14:07.000 --> 00:14:11.000]  你可以說我不需要朋友所給我的這個接觸,
[00:14:11.000 --> 00:14:14.000]  但是接觸還是良性的,能夠幫助你。
[00:14:14.000 --> 00:14:20.000]  然而,在約伯的一生裡面,最大給他的拒絕就是從朋友而來。
[00:14:20.000 --> 00:14:22.000]  所以撒旦的工作很厲害,
[00:14:22.000 --> 00:14:25.000]  他要一個人跌倒,第二次跌倒了,
[00:14:25.000 --> 00:14:32.000]  往往都是從人際關係那個傷痕出來。
[00:14:32.000 --> 00:14:36.000]  自己受的苦難已經夠了,還要加上另外一個。
[00:14:36.000 --> 00:14:40.000]  比方說,有一些的太太不能夠受孕,
[00:14:40.000 --> 00:14:43.000]  你知道最大的攻擊從哪裡來?
[00:14:43.000 --> 00:14:45.000]  從他婆婆來。
[00:14:45.000 --> 00:14:49.000]  哇,真的厲害,撒旦的工作真的厲害。
[00:14:49.000 --> 00:14:53.000]  那為什麼約伯能夠站在這個立場來說,
[00:14:53.000 --> 00:14:58.000]  我跟外界的關係不成為一個重要的基點,
[00:14:58.000 --> 00:15:02.000]  是因為他知道我的咒術絕活著。
[00:15:02.000 --> 00:15:07.000]  好,你知道為什麼我們會在肉身的當中,
[00:15:07.000 --> 00:15:11.000]  有時候會經歷到一些的苦難或者被拒絕的經驗,
[00:15:11.000 --> 00:15:16.000]  原來發覺到我們在肉身裡面有一個更深入的層次,
[00:15:16.000 --> 00:15:27.000]  就是當我們被人拒絕,拒絕這個程度的嚴重性,
[00:15:27.000 --> 00:15:32.000]  正在影響你以後與人際關係的方向。
[00:15:32.000 --> 00:15:36.000]  然後再講一次,
[00:15:36.000 --> 00:15:39.000]  當我生命中受到許多受傷的經歷,
[00:15:39.000 --> 00:15:47.000]  臨到我的身上的時候,我怎麼樣去決定處理這個的事情,
[00:15:47.000 --> 00:15:53.000]  就決定我將來跟人關係當中的方向。
[00:15:53.000 --> 00:15:56.000]  跟大家看一個圖畫好不好?
[00:15:56.000 --> 00:16:01.000]  我希望這個圖畫能夠幫助大家來看得清楚。
[00:16:01.000 --> 00:16:06.000]  在這邊有,大家可以看見這個圖畫。
[00:16:06.000 --> 00:16:12.000]  這個是一個樹,樹上面有根,
[00:16:12.000 --> 00:16:16.000]  上面根的裡面有八個的範圍,
[00:16:16.000 --> 00:16:22.000]  是我們沒有辦法離開的一個空間,成長的空間。
[00:16:22.000 --> 00:16:27.000]  比方說你是一個在培育的背景,
[00:16:27.000 --> 00:16:31.000]  比方說你家裡面有DNA,
[00:16:31.000 --> 00:16:36.000]  你出生,你過去曾經在小學的時候,
[00:16:36.000 --> 00:16:40.000]  經過這個鄙視或者競爭的經驗,
[00:16:40.000 --> 00:16:43.000]  或者給人家拒絕,
[00:16:43.000 --> 00:16:49.000]  或者你父母當中曾經有一些不尋常的一些關係傷害到你,
[00:16:49.000 --> 00:16:52.000]  或者老師對你的期待、盼望,
[00:16:52.000 --> 00:16:55.000]  或者朋友對你的鼓勵或者拒絕,
[00:16:55.000 --> 00:16:58.000]  都構成你受傷的經驗。
[00:16:58.000 --> 00:17:01.000]  有些人是有八個,有些人是有一個,
[00:17:01.000 --> 00:17:03.000]  一個已經夠了。
[00:17:03.000 --> 00:17:08.000]  然後舉個例子來說好不好?
[00:17:08.000 --> 00:17:12.000]  若是你家裡面的培育背景是一代都是做醫生的話,
[00:17:12.000 --> 00:17:17.000]  你猜想你的小孩子承受著的壓力是什麼?
[00:17:17.000 --> 00:17:22.000]  是什麼?
[00:17:22.000 --> 00:17:23.000]  做經理?
[00:17:23.000 --> 00:17:27.000]  不是啊!
[00:17:27.000 --> 00:17:28.000]  逃不了!
[00:17:28.000 --> 00:17:31.000]  一家做律師的,
[00:17:31.000 --> 00:17:34.000]  往下去的期待是什麼?
[00:17:34.000 --> 00:17:36.000]  我沒有說對錯,
[00:17:36.000 --> 00:17:39.000]  你千萬不要說我講些什麼話。
[00:17:39.000 --> 00:17:44.000]  我說自然的環境、培育的環境就這樣子。
[00:17:44.000 --> 00:17:47.000]  當一個小孩子在這個培育的過程當中,
[00:17:47.000 --> 00:17:54.000]  發覺到原來他沒有這個學醫的這種的意向、傾向,
[00:17:54.000 --> 00:17:59.000]  你猜想那個父母的反應是怎麼樣?
[00:17:59.000 --> 00:18:03.000]  若是有些父母比較開通的說,沒有問題,
[00:18:03.000 --> 00:18:06.000]  每一個行業都出狀元,沒有問題。
[00:18:06.000 --> 00:18:09.000]  但是有些父母他的期待是很高啊,
[00:18:09.000 --> 00:18:10.000]  就怎麼樣啊?
[00:18:10.000 --> 00:18:11.000]  他硬在旁邊說,
[00:18:11.000 --> 00:18:13.000]  你不要這樣子,不要小孩子氣,
[00:18:13.000 --> 00:18:15.000]  現在為你準備很好的,
[00:18:15.000 --> 00:18:18.000]  未來你的生活很好,就做,就做,就做。
[00:18:18.000 --> 00:18:21.000]  那麼有些人就在這個壓力的當中,
[00:18:21.000 --> 00:18:26.000]  受到父母當中條件性的這種愛。
[00:18:26.000 --> 00:18:32.000]  所以有些人做了醫生,他恨做醫生,明白嗎?
[00:18:32.000 --> 00:18:35.000]  有一些人呢,是因為因著這個距離,
[00:18:35.000 --> 00:18:40.000]  反而就產生與父親的或者母親的很大的距離。
[00:18:40.000 --> 00:18:43.000]  曾經很多年前我在幕會的時候就有一個事情,
[00:18:43.000 --> 00:18:46.000]  一個韓國人,他是當醫生,
[00:18:46.000 --> 00:18:49.000]  希望他的女兒當醫生,所以就培育他,
[00:18:49.000 --> 00:18:52.000]  但是他的女孩子真的在這方面沒有興趣。
[00:18:52.000 --> 00:18:54.000]  結果就給他很大這種的壓力,
[00:18:54.000 --> 00:19:01.000]  後來他進到醫學院裡面,第一年自殺而死。
[00:19:01.000 --> 00:19:02.000]  所以你知道嗎?
[00:19:02.000 --> 00:19:07.000]  怎麼樣面對你的拒絕這個經歷,
[00:19:07.000 --> 00:19:11.000]  就決定你以後怎麼樣有什麼的反應。
[00:19:11.000 --> 00:19:14.000]  這個反應就決定你在生命的當中,
[00:19:14.000 --> 00:19:18.000]  到底有哪一個範圍神要把你的經驗打開的。
[00:19:18.000 --> 00:19:21.000]  舉個例子來說,另外一個例子,出生。
[00:19:21.000 --> 00:19:24.000]  現在我們生活在很自由的世界裡面,
[00:19:24.000 --> 00:19:28.000]  你出生可以選擇你以後的事業工作環境,
[00:19:28.000 --> 00:19:30.000]  你說要搬到Arizona也可以,
[00:19:30.000 --> 00:19:32.000]  搬到Anchorage也可以,那很自由。
[00:19:32.000 --> 00:19:36.000]  但是你在印度出生了,就沒有這個範圍。
[00:19:36.000 --> 00:19:40.000]  你出生了就是王子,你一輩子就會驕傲過日子,
[00:19:40.000 --> 00:19:43.000]  我是王子,你要服侍我。
[00:19:43.000 --> 00:19:45.000]  若是我出生了是什麼?
[00:19:45.000 --> 00:19:50.000]  我是賤民,就是不要談工作,
[00:19:50.000 --> 00:19:52.000]  不要談事業,不要談學業。
[00:19:52.000 --> 00:19:55.000]  就是你出來的時候,你的身份就這樣子,
[00:19:55.000 --> 00:19:57.000]  你就不要再乞求了。
[00:19:57.000 --> 00:20:00.000]  在那個時候,你就承受這個社會給你的壓力。
[00:20:00.000 --> 00:20:05.000]  就是我是被拒絕,我是被拒絕,所以不要想了。
[00:20:05.000 --> 00:20:09.000]  你看一下環境多大的影響我們。
[00:20:09.000 --> 00:20:14.000]  你知道有很多的小孩子因為父母的關係出現了裂痕,
[00:20:14.000 --> 00:20:18.000]  直接影響他們以後的婚姻生活。
[00:20:18.000 --> 00:20:22.000]  這個不是我講的,心理學家講的。
[00:20:22.000 --> 00:20:24.000]  我為什麼講這個?
[00:20:24.000 --> 00:20:30.000]  是因為當一個人接受了別人對他這個創傷的時候,
[00:20:30.000 --> 00:20:35.000]  他可以有三個方法來去面對人一般。
[00:20:35.000 --> 00:20:40.000]  第一個,我說是攻擊性的表達。
[00:20:40.000 --> 00:20:43.000]  你拒絕我嗎?
[00:20:43.000 --> 00:20:46.000]  我也拒絕你。
[00:20:46.000 --> 00:20:49.000]  所以暴力的傾向,
[00:20:49.000 --> 00:20:51.000]  見有的慾望,
[00:20:51.000 --> 00:20:54.000]  因做人過去講的一句話,
[00:20:54.000 --> 00:21:00.000]  成為你一個往往發脾氣的第一個的表達。
[00:21:00.000 --> 00:21:05.000]  固執、執照,都是攻擊性。
[00:21:05.000 --> 00:21:10.000]  第二個就是你要反動性的,或者一種拒絕。
[00:21:10.000 --> 00:21:15.000]  你常常覺得有很大的挫折的感覺,
[00:21:15.000 --> 00:21:20.000]  甚至於想我的人生game over,我要自殺了。
[00:21:20.000 --> 00:21:24.000]  或者有些人說我人生就這樣子了,所以我不管什麼。
[00:21:24.000 --> 00:21:25.000]  所以親愛的弟兄姊妹,
[00:21:25.000 --> 00:21:34.000]  有些人他的人生當中有喝酒或者是賭博的,
[00:21:34.000 --> 00:21:38.000]  都是有關係到過去他曾經被拒絕的一些經驗。
[00:21:38.000 --> 00:21:41.000]  我不是說全部,但是有。
[00:21:41.000 --> 00:21:44.000]  第三個是消極的,
[00:21:44.000 --> 00:21:46.000]  很強烈的罪責的感覺。
[00:21:46.000 --> 00:21:49.000]  連基督徒也是一樣。
[00:21:49.000 --> 00:21:51.000]  我們信了耶穌以後,
[00:21:51.000 --> 00:21:53.000]  我們偶然會受到聖經的感動,
[00:21:53.000 --> 00:21:55.000]  我們說這一次我們不接受聖餐,
[00:21:55.000 --> 00:21:58.000]  因為我覺得我需要在神的面前做出檢討。
[00:21:58.000 --> 00:22:00.000]  但是有一些基督徒,
[00:22:00.000 --> 00:22:01.000]  就是信了主耶穌以後,
[00:22:01.000 --> 00:22:03.000]  他一輩子都不願意接受聖餐,
[00:22:03.000 --> 00:22:06.000]  是因為很強烈的罪責的感覺,
[00:22:06.000 --> 00:22:13.000]  從哪裡來? 過去了。
[00:22:13.000 --> 00:22:16.000]  一個人受傷害最明顯的地方,
[00:22:16.000 --> 00:22:21.000]  是在乎他的反應。
[00:22:21.000 --> 00:22:25.000]  很奇怪。
[00:22:25.000 --> 00:22:28.000]  一個人的反應,對事物的反應,
[00:22:28.000 --> 00:22:32.000]  可以說明他在過去的裡面所受過的傷害,
[00:22:32.000 --> 00:22:35.000]  是否已經被醫治了,被對付了,
[00:22:35.000 --> 00:22:38.000]  或者是在當中被更新。
[00:22:38.000 --> 00:22:40.000]  舉個例子來說,
[00:22:40.000 --> 00:22:42.000]  你有沒有碰過一些的朋友同事,
[00:22:42.000 --> 00:22:44.000]  他跟你談話談得好好的,
[00:22:44.000 --> 00:22:46.000]  忽然間談到一個事情的時候,
[00:22:46.000 --> 00:22:49.000]  他就急匆匆的出來,跟你來辯論,
[00:22:49.000 --> 00:22:54.000]  衝過來的,要跟你講話,有沒有?
[00:22:54.000 --> 00:22:57.000]  原來背後當中有一個的經歷,
[00:22:57.000 --> 00:23:03.000]  這個經歷讓他有這種的反應。
[00:23:03.000 --> 00:23:07.000]  因為內心當中有這種的被拒絕的感覺,
[00:23:07.000 --> 00:23:15.000]  就容易產生一個負面的這種反應。
[00:23:15.000 --> 00:23:18.000]  所以當我們基督徒說我們要節食,
[00:23:18.000 --> 00:23:21.000]  我們要過一個成熟的生活的時候,
[00:23:21.000 --> 00:23:25.000]  看一下為什麼有些地方戒不出來,
[00:23:25.000 --> 00:23:31.000]  很有可能是因為過去被拒絕的經驗沒有對付過。
[00:23:31.000 --> 00:23:36.000]  我們生活在一個相當封閉的文化裡面,
[00:23:36.000 --> 00:23:40.000]  在座的當中有許多從國內台灣來,
[00:23:40.000 --> 00:23:44.000]  我們生活的周邊裡面都是有兩個父母,
[00:23:44.000 --> 00:23:48.000]  我們在成長的裡面都是父母撫養你,
[00:23:48.000 --> 00:23:52.000]  幫助你,父母給你進小學,
[00:23:52.000 --> 00:23:56.000]  高中的時候給你多一點的學習的機會,
[00:23:56.000 --> 00:23:58.000]  讓你成績好可以進大學,
[00:23:58.000 --> 00:24:02.000]  然後到大學的時候你碰到了另外一個家庭跟你同一樣的。
[00:24:02.000 --> 00:24:05.000]  所以通常我到了一個家裡面的時候,
[00:24:05.000 --> 00:24:09.000]  我發覺到中國家庭裡面基本上的擺設都是差不多的,
[00:24:09.000 --> 00:24:14.000]  有一個鋼琴,小孩子小學的時候中學的時候什麼獎品都列在那邊,
[00:24:14.000 --> 00:24:18.000]  而且很當眼的地方都是旁邊。
[00:24:18.000 --> 00:24:23.000]  然後到大學的時候你就祝福你的小孩子不要交別的朋友,
[00:24:23.000 --> 00:24:25.000]  這一群人你要接觸。
[00:24:25.000 --> 00:24:29.000]  去short term mission還是一對人出去的,不要加別人,
[00:24:29.000 --> 00:24:32.000]  怕這些人會有什麼對你的影響。
[00:24:32.000 --> 00:24:33.000]  到你工作的時候,
[00:24:33.000 --> 00:24:35.000]  你的父母說你要找一個好的教會,
[00:24:35.000 --> 00:24:36.000]  最好找一個華人教會,
[00:24:36.000 --> 00:24:39.000]  因為我希望以後的師父是華人。
[00:24:39.000 --> 00:24:41.000]  所以我們在整個人生的當中,
[00:24:41.000 --> 00:24:47.000]  把我們所有的經驗規範在一個很規矩的一個肉身裡面,
[00:24:47.000 --> 00:24:49.000]  比方說你的生活很正常,
[00:24:49.000 --> 00:24:50.000]  你的父母很正常,
[00:24:50.000 --> 00:24:51.000]  你的父母很愛你,
[00:24:51.000 --> 00:24:54.000]  你的成績可以應付過去,
[00:24:54.000 --> 00:24:55.000]  你大學生活很好,
[00:24:55.000 --> 00:24:56.000]  以後你工作穩定,
[00:24:56.000 --> 00:24:58.000]  以後你就選擇你的婚姻,
[00:24:58.000 --> 00:25:00.000]  以後定居在那個地方,
[00:25:00.000 --> 00:25:01.000]  最好找LA最好的地方,
[00:25:01.000 --> 00:25:03.000]  因為投資最好的地方這樣子。
[00:25:03.000 --> 00:25:06.000]  原來發掘到原來我們生活的經驗,
[00:25:06.000 --> 00:25:13.000]  只是在整個地球的當中5%的人是這樣生活的。
[00:25:13.000 --> 00:25:19.000]  我有一次去參加一個宣教室的分享,
[00:25:19.000 --> 00:25:23.000]  結束了以後我大受感動,
[00:25:23.000 --> 00:25:25.000]  這個女孩子是在中學的時候,
[00:25:25.000 --> 00:25:28.000]  在香港一個很出名的高中念書,
[00:25:28.000 --> 00:25:32.000]  然後去了Ellington念醫學,
[00:25:32.000 --> 00:25:35.000]  結果就碰到一個從非洲去的一個弟兄,
[00:25:35.000 --> 00:25:39.000]  是念牙醫,
[00:25:39.000 --> 00:25:43.000]  認識了,交往了,
[00:25:43.000 --> 00:25:45.000]  結婚了,
[00:25:45.000 --> 00:25:46.000]  跟爸爸說,
[00:25:46.000 --> 00:25:48.000]  爸爸,我要結婚了。
[00:25:48.000 --> 00:25:49.000]  什麼背景呢?
[00:25:49.000 --> 00:25:52.000]  啊,他是眼科醫生很好,
[00:25:52.000 --> 00:25:53.000]  爸爸很欣賞,
[00:25:53.000 --> 00:25:54.000]  好,來給我看一下,
[00:25:54.000 --> 00:25:57.000]  一看的時候發覺是黑人。
[00:25:57.000 --> 00:26:02.000]  這個弟兄還是一個中學的校長,
[00:26:02.000 --> 00:26:05.000]  他說你不能結婚。
[00:26:05.000 --> 00:26:08.000]  這個等了7年,
[00:26:08.000 --> 00:26:09.000]  到最後的時候,
[00:26:09.000 --> 00:26:11.000]  他說好吧,
[00:26:11.000 --> 00:26:13.000]  也讓你結婚。
[00:26:13.000 --> 00:26:15.000]  結果這兩個人,
[00:26:15.000 --> 00:26:17.000]  他們的心願就是回去非洲,
[00:26:17.000 --> 00:26:19.000]  做醫療的宣教室工作。
[00:26:19.000 --> 00:26:21.000]  然後當天他分享完了以後,
[00:26:21.000 --> 00:26:23.000]  他就問我,
[00:26:23.000 --> 00:26:27.000]  他說我們回去非洲的時候要帶一些東西,
[00:26:27.000 --> 00:26:29.000]  那麼你可不可以把你那個,
[00:26:29.000 --> 00:26:32.000]  平常我們喝水的那個空的瓶子,
[00:26:32.000 --> 00:26:33.000]  說招的瓶子,
[00:26:33.000 --> 00:26:35.000]  杯子,
[00:26:35.000 --> 00:26:37.000]  這個bottle給我。
[00:26:37.000 --> 00:26:39.000]  我說你幹嘛用?
[00:26:39.000 --> 00:26:40.000]  他說你不知道,
