
[00:00:00.000 --> 00:00:01.800]  我們要向低頭禱告
[00:01:32.080 --> 00:01:35.040]  每年都會隨舊迎新
[00:01:35.040 --> 00:01:37.720]  迎新之後新又變舊
[00:01:37.720 --> 00:01:39.720]  年年都是周而復始
[00:01:39.720 --> 00:01:43.000]  到底我們活在世上
[00:01:43.000 --> 00:01:44.480]  是否真的活到有一天
[00:01:44.480 --> 00:01:46.240]  我們要離開世界
[00:01:46.240 --> 00:01:50.040]  才叫擔憂可以放下呢
[00:01:50.040 --> 00:01:51.440]  還是不是
[00:01:51.440 --> 00:01:53.720]  我們如果知道我們的神
[00:01:53.720 --> 00:01:55.720]  是一個看顧我們的神
[00:01:55.720 --> 00:01:59.440]  我們有什麼可以擔心呢
[00:01:59.440 --> 00:02:02.360]  今天通過聖經裏面有兩個人物
[00:02:02.360 --> 00:02:03.960]  一個叫做「下甲」
[00:02:03.960 --> 00:02:05.640]  一個叫做「以撒」
[00:02:05.640 --> 00:02:08.560]  從這兩個人身上去看看
[00:02:08.560 --> 00:02:11.840]  耶穌說怎樣是一個看顧人的神
[00:02:11.840 --> 00:02:16.000]  無論他們是在受苦待的時候
[00:02:16.000 --> 00:02:18.240]  苦待就是被人虐待
[00:02:18.240 --> 00:02:19.680]  被人遭殖
[00:02:19.680 --> 00:02:22.240]  那個時候神怎樣看顧他
[00:02:22.240 --> 00:02:26.040]  無論他一個人很孤零零冷清清的時候
[00:02:26.040 --> 00:02:27.600]  神怎樣看顧他
[00:02:27.600 --> 00:02:30.960]  也可以看到神在他們蒙因的時候
[00:02:30.960 --> 00:02:32.800]  怎樣看顧他
[00:02:32.800 --> 00:02:36.560]  這個看顧我就不用像普通的看顧
[00:02:36.560 --> 00:02:38.600]  當你很蒙因的時候
[00:02:38.600 --> 00:02:41.760]  你想不想神盯著你
[00:02:41.760 --> 00:02:43.560]  我講「盯著」這個詞的時候
[00:02:43.560 --> 00:02:45.040]  做父母都知道
[00:02:45.040 --> 00:02:46.960]  小朋友有時候喜歡你看著他
[00:02:46.960 --> 00:02:49.120]  但他不喜歡你盯著他
[00:02:49.120 --> 00:02:51.320]  每個小朋友在做功課的時候
[00:02:51.320 --> 00:02:54.400]  你走過去他一定會用一隻手遮著
[00:02:54.400 --> 00:02:57.520]  不知為何會這樣
[00:02:57.520 --> 00:03:01.040]  同樣在我們的言語、行為、心思、意念上
[00:03:01.040 --> 00:03:05.080]  很多時候我們心想神看顧
[00:03:05.080 --> 00:03:07.280]  但又不想他盯著我們
[00:03:07.280 --> 00:03:09.760]  到底我們應該怎樣做
[00:03:09.760 --> 00:03:14.640]  首先和大家看看一個「永活者」的看顧
[00:03:14.640 --> 00:03:18.160]  這裡我稍微解釋一下給大家知道
[00:03:18.160 --> 00:03:21.040]  「永活」的意思
[00:03:21.040 --> 00:03:23.040]  神就是「永活」
[00:03:23.040 --> 00:03:24.200]  神是「永活」
[00:03:24.200 --> 00:03:26.680]  他是創造者
[00:03:26.680 --> 00:03:28.440]  他活到永遠
[00:03:28.440 --> 00:03:33.240]  但當耶穌導誠肉身來到人中間的時候
[00:03:33.240 --> 00:03:37.280]  他經過了三十多年的時間
[00:03:37.280 --> 00:03:38.840]  這個時間裡面
[00:03:38.840 --> 00:03:42.000]  他可以說是有這個肉體的
[00:03:42.000 --> 00:03:44.280]  經過了死亡
[00:03:44.280 --> 00:03:46.400]  耶穌也要經過
[00:03:46.400 --> 00:03:49.520]  然後聖經就說他「復活」了
[00:03:49.520 --> 00:03:55.160]  這個「復活」和你和我今天所認識、認知
[00:03:55.160 --> 00:04:00.160]  和我們感受到病得七彩
[00:04:00.160 --> 00:04:02.240]  醫生宣佈心臟停頓
[00:04:02.240 --> 00:04:04.520]  和胸口說「不要動了」
[00:04:04.520 --> 00:04:06.920]  然後又復活出來走過
[00:04:06.920 --> 00:04:09.080]  那個是不是「永活」
[00:04:09.080 --> 00:04:11.440]  那個就是「復活」
[00:04:11.440 --> 00:04:13.920]  「復活」的人拉撒路是「復活」過的
[00:04:13.920 --> 00:04:16.600]  拉撒路的下就是那裡
[00:04:16.600 --> 00:04:18.040]  那你會問耶穌復活了
[00:04:18.040 --> 00:04:19.280]  耶穌在那裡
[00:04:19.280 --> 00:04:23.200]  這個就是今天我和大家想去看的一個問題
[00:04:23.200 --> 00:04:27.400]  就是到底我們對我們的救恩的認識有多少
[00:04:27.400 --> 00:04:30.320]  耶穌已經降生是事實
[00:04:30.320 --> 00:04:31.720]  是不是
[00:04:31.720 --> 00:04:34.040]  剛剛過去十二月
[00:04:34.040 --> 00:04:36.480]  普天同慶
[00:04:36.480 --> 00:04:39.320]  我不知道2023年十二月
[00:04:39.320 --> 00:04:41.480]  是不是真的可以普天同慶
[00:04:41.480 --> 00:04:44.720]  不過肯定百里行就沒有什麼平安了
[00:04:44.720 --> 00:04:45.440]  是不是
[00:04:45.440 --> 00:04:49.000]  耶路撒冷有沒有我就不知道
[00:04:49.000 --> 00:04:53.480]  你和人說說
[00:04:53.480 --> 00:04:57.880]  耶穌降生帶來人類很大的盼望
[00:04:57.880 --> 00:04:59.600]  如果不是說永生
[00:04:59.600 --> 00:05:03.560]  有什麼盼望可言
[00:05:03.560 --> 00:05:05.040]  再加上一點
[00:05:05.040 --> 00:05:06.760]  耶穌為我們受死
[00:05:06.760 --> 00:05:08.160]  很多人很有感動
[00:05:08.160 --> 00:05:10.920]  很多動人的故事見證
[00:05:10.920 --> 00:05:12.080]  但是有一樣東西
[00:05:12.080 --> 00:05:15.480]  那個死如果和你的永生無關的話
[00:05:15.480 --> 00:05:18.520]  那祂死你感動你幹什麼
[00:05:18.520 --> 00:05:19.880]  祂和你的永生有關
[00:05:19.880 --> 00:05:21.680]  不只是死的問題
[00:05:21.680 --> 00:05:23.560]  死是解決了罪的問題
[00:05:23.560 --> 00:05:26.080]  耶穌基督從死裡復活
[00:05:26.080 --> 00:05:29.920]  這個復活是神的大能
[00:05:29.920 --> 00:05:32.080]  神的靈的工作
[00:05:32.080 --> 00:05:33.480]  使祂從死裡復活
[00:05:33.480 --> 00:05:38.520]  這個復活不是身體復活
[00:05:38.520 --> 00:05:41.480]  是不是殭屍會走
[00:05:41.480 --> 00:05:42.680]  不是
[00:05:42.680 --> 00:05:45.120]  又不是那個人會說話想東西
[00:05:45.120 --> 00:05:47.840]  因為我們見得到的東西和見不到的東西
[00:05:47.840 --> 00:05:51.640]  耶穌基督如果只是身體復活
[00:05:51.640 --> 00:05:53.840]  如果
[00:05:53.840 --> 00:05:55.040]  祂現在在的話
[00:05:55.040 --> 00:05:56.080]  你見到你就信
[00:05:56.080 --> 00:05:58.240]  你不見到就信不信
[00:05:58.240 --> 00:06:00.880]  問題是當我們見不到我們信的時候
[00:06:00.880 --> 00:06:02.440]  是不是精神的問題
[00:06:02.440 --> 00:06:05.000]  是不是只是一種幻想的問題
[00:06:05.000 --> 00:06:06.040]  不
[00:06:06.040 --> 00:06:10.040]  所以如果永活者的看顧是真的話
[00:06:10.040 --> 00:06:13.040]  不知道大家會不會
[00:06:13.040 --> 00:06:19.200]  沒按錯鍵
[00:06:19.200 --> 00:06:26.520]  會不會你會在人生道路上面步步蒙人靈
[00:06:26.520 --> 00:06:28.360]  這個指點迷津
[00:06:28.360 --> 00:06:29.880]  不是那些術士
[00:06:29.880 --> 00:06:31.320]  不是看相那些
[00:06:31.320 --> 00:06:32.520]  講一條路給你走
[00:06:32.520 --> 00:06:34.840]  你怎麼可以發達
[00:06:34.840 --> 00:06:38.960]  這個步步引領是要引領我們直到永生的
[00:06:38.960 --> 00:06:42.120]  如果只是引領到人生結局的話
[00:06:42.120 --> 00:06:43.440]  那頂才會
[00:06:43.440 --> 00:06:46.680]  那你和世人沒什麼分別的
[00:06:46.680 --> 00:06:49.000]  是不是
[00:06:49.000 --> 00:06:51.240]  詩篇九合篇說
[00:06:51.240 --> 00:06:52.960]  人可以活到七十
[00:06:52.960 --> 00:06:56.320]  若是強壯可以到八十
[00:06:56.320 --> 00:06:58.760]  不過其中都是勞苦受煩
[00:06:58.760 --> 00:07:00.360]  接著講一句就說
[00:07:00.360 --> 00:07:02.960]  我們如飛而逝
[00:07:02.960 --> 00:07:04.720]  那就沒有了
[00:07:04.720 --> 00:07:07.120]  我不是很理解到
[00:07:07.120 --> 00:07:11.720]  當時摩西寫這句詩的時候的心情
[00:07:11.720 --> 00:07:14.000]  但是他說七十八十
[00:07:14.000 --> 00:07:15.680]  如果只是講人生的話
[00:07:15.680 --> 00:07:17.160]  那耶穌只有三十
[00:07:17.160 --> 00:07:18.720]  三十多
[00:07:18.720 --> 00:07:19.960]  那不就很慘
[00:07:19.960 --> 00:07:22.680]  好像很悲哀
[00:07:22.680 --> 00:07:25.800]  所以我們在看永生的問題的時候
[00:07:25.800 --> 00:07:27.280]  是否步步引領
[00:07:27.280 --> 00:07:31.440]  不是只是今生要引領到永遠
[00:07:31.440 --> 00:07:34.880]  第二 處處看顧
[00:07:34.880 --> 00:07:36.440]  這一點
[00:07:36.440 --> 00:07:38.440]  如果耶穌只是身體復活
[00:07:38.440 --> 00:07:40.240]  那祂看你的範圍有限
[00:07:40.240 --> 00:07:42.240]  祂仍然受時空限制
[00:07:42.240 --> 00:07:46.680]  但因為祂的榮耀身體已經不受時空限制
[00:07:46.680 --> 00:07:49.760]  所以祂可以在這裡看著你
[00:07:49.760 --> 00:07:52.480]  在海洋另一邊看著你
[00:07:52.480 --> 00:07:53.880]  在黑夜看著你
[00:07:53.880 --> 00:07:55.400]  在白晝看著你
[00:07:55.400 --> 00:07:59.720]  時時看著你
[00:07:59.720 --> 00:08:02.000]  最近都接觸教會
[00:08:02.000 --> 00:08:05.080]  和在我們葵城市公園上面
[00:08:05.080 --> 00:08:08.720]  都提到一些長者的工作
[00:08:08.720 --> 00:08:11.400]  我們有些頂尖委在那邊工作得不錯
[00:08:11.400 --> 00:08:14.040]  特別好是為了長者
[00:08:14.040 --> 00:08:15.320]  長者在香港
[00:08:15.320 --> 00:08:17.480]  沒有人理會
[00:08:17.480 --> 00:08:19.000]  那誰來打理他們呢
[00:08:19.000 --> 00:08:21.520]  當然他們有些家人
[00:08:21.520 --> 00:08:26.080]  有些要留下特別看護照顧等等
[00:08:26.080 --> 00:08:27.920]  但是
[00:08:27.920 --> 00:08:32.840]  如果耶穌基督只是受時空限制的那個復活的話
[00:08:32.840 --> 00:08:35.080]  那祂怎麼可以處處看顧
[00:08:35.080 --> 00:08:37.880]  祂看得到這裡
[00:08:37.880 --> 00:08:40.480]  祂看不到加沙地帶
[00:08:40.480 --> 00:08:42.240]  祂看不到加沙地帶
[00:08:42.240 --> 00:08:45.160]  祂看不到烏克蘭
[00:08:45.160 --> 00:08:47.920]  看不到波蘭
[00:08:47.920 --> 00:08:50.640]  祂超越時空
[00:08:50.640 --> 00:08:51.600]  當時我就想知道
[00:08:51.600 --> 00:08:54.560]  祂又住在你心中
[00:08:54.560 --> 00:08:57.560]  這個沒有時空限制的
[00:08:57.560 --> 00:09:01.600]  因為每次都讓你經歷到平安
[00:09:01.600 --> 00:09:04.400]  今次早上施班他們牽手施歌
[00:09:04.400 --> 00:09:07.840]  我說那首施歌可以作我們的回應詩
[00:09:07.840 --> 00:09:08.920]  其中有一個說
[00:09:08.920 --> 00:09:11.280]  當有主的看顧
[00:09:11.280 --> 00:09:13.560]  有主的同在的時候
[00:09:13.560 --> 00:09:15.920]  人就有喜樂
[00:09:15.920 --> 00:09:17.480]  我倒過來問
[00:09:17.480 --> 00:09:19.560]  當你沒有喜樂的時候
[00:09:19.560 --> 00:09:21.240]  主沒有看顧到
[00:09:21.240 --> 00:09:24.200]  主沒有同在到
[00:09:24.200 --> 00:09:28.960]  這個是我們很多時候一廂情願地看我們的信仰
[00:09:28.960 --> 00:09:31.480]  好像二教徒看他們的信仰
[00:09:31.480 --> 00:09:33.840]  他們的偶像一樣
[00:09:33.840 --> 00:09:35.440]  將形象化了
[00:09:35.440 --> 00:09:36.800]  實物化了
[00:09:36.800 --> 00:09:40.760]  但是我們的主要榮耀身體超越了時空
[00:09:40.760 --> 00:09:42.600]  更加超越了實體
[00:09:42.600 --> 00:09:43.480]  還有
[00:09:43.480 --> 00:09:45.280]  你享受到的恩福
[00:09:45.280 --> 00:09:47.080]  不是你感受的
[00:09:47.080 --> 00:09:48.760]  是祂真的給你的
[00:09:48.760 --> 00:09:50.920]  因為你領受了恩典又福氣
[00:09:50.920 --> 00:09:55.160]  所以你才會覺得要遵行神的旨意
[00:09:55.160 --> 00:09:58.400]  常常喜樂
[00:09:58.400 --> 00:10:01.200]  不絕禱告凡事者因
[00:10:01.200 --> 00:10:03.520]  聖經裡面有一次聖經
[00:10:03.520 --> 00:10:07.880]  我相信很多人都很喜歡聖經
[00:10:07.880 --> 00:10:09.560]  十六章第八節
[00:10:09.560 --> 00:10:12.760]  我常常將耶和華放在我面前
[00:10:12.760 --> 00:10:16.280]  因為祂常在我右邊
[00:10:16.280 --> 00:10:18.440]  我便不自動了
[00:10:18.440 --> 00:10:22.720]  我們的信仰我們的心情我們的情緒
[00:10:22.720 --> 00:10:24.880]  會波動會動搖
[00:10:24.880 --> 00:10:28.240]  因為你沒有了神在你面前
[00:10:28.240 --> 00:10:30.720]  或者說祂是在的
[00:10:30.720 --> 00:10:32.440]  不過你不知道祂在
[00:10:32.440 --> 00:10:33.960]  雅各就是這樣
[00:10:33.960 --> 00:10:37.200]  雅各逃亡要去拉班奧基的時候
[00:10:37.200 --> 00:10:39.600]  要說神在這裡我竟然不知道
[00:10:39.600 --> 00:10:41.880]  神已經很恩待她
[00:10:41.880 --> 00:10:44.600]  今天很多神的言論都是不知道神在
[00:10:44.600 --> 00:10:47.520]  不知道耶穌在
[00:10:47.520 --> 00:10:48.480]  放在你眼前
[00:10:48.480 --> 00:10:51.560]  祂的懷疑可以在你腳前登上了光
[00:10:51.560 --> 00:10:53.760]  祂的魂處火處在你面前
[00:10:53.760 --> 00:10:55.680]  好像先人出埃及一樣
[00:10:55.680 --> 00:10:58.360]  還有在你每天的生活中間
[00:10:58.360 --> 00:11:00.760]  你如果有要放在你眼前
[00:11:00.760 --> 00:11:02.680]  有很多事你可以做
[00:11:02.680 --> 00:11:04.080]  有權利做
[00:11:04.080 --> 00:11:07.160]  但你不敢做
[00:11:07.160 --> 00:11:10.040]  最明顯的例子莫哥爾大衛
[00:11:10.040 --> 00:11:12.880]  一個孩童打死哥利亞
[00:11:12.880 --> 00:11:15.920]  戰場比武成了哥利亞
[00:11:15.920 --> 00:11:19.400]  虎女列隊歡迎
[00:11:19.400 --> 00:11:20.960]  再歌再舞
[00:11:20.960 --> 00:11:22.480]  歡迎蘇羅回來
[00:11:22.480 --> 00:11:23.560]  因為是王
[00:11:23.560 --> 00:11:26.200]  大衛不過是一個小孩
[00:11:26.200 --> 00:11:28.800]  但唱歌詞可能出了問題
[00:11:28.800 --> 00:11:30.240]  蘇羅殺死千千
[00:11:30.240 --> 00:11:32.480]  大衛殺死萬萬
[00:11:32.480 --> 00:11:35.040]  這個時候這句說話
[00:11:35.040 --> 00:11:39.400]  製造了機會讓蘇羅的妒忌出來之後
[00:11:39.400 --> 00:11:42.520]  於是大衛就沒有好日子過了
[00:11:42.520 --> 00:11:45.560]  一直被蘇羅追殺
[00:11:45.560 --> 00:11:47.720]  不是一年不是兩年
[00:11:47.720 --> 00:11:50.200]  幾乎近十年
[00:11:50.200 --> 00:11:51.920]  在這個追殺日子中間
[00:11:51.920 --> 00:11:54.920]  大衛有兩次很大的機會
[00:11:54.920 --> 00:11:57.800]  基本上一動手蘇羅就沒命了
[00:11:57.800 --> 00:12:00.120]  這是他的仇人
[00:12:00.120 --> 00:12:02.000]  他追殺他的
[00:12:02.000 --> 00:12:03.480]  在山洞那次
[00:12:03.480 --> 00:12:09.680]  大衛只割了衣袍的一角
[00:12:09.680 --> 00:12:11.640]  但到了西伐曠野的時候
[00:12:11.640 --> 00:12:13.520]  軍營來的
[00:12:13.520 --> 00:12:15.480]  整個軍營的人都睡著了
[00:12:15.480 --> 00:12:17.400]  如果聖經所描述的話
[00:12:17.400 --> 00:12:19.880]  也就是說使他們沉睡了
[00:12:19.880 --> 00:12:21.520]  這個好機會
[00:12:21.520 --> 00:12:26.520]  大衛單人匹馬帶著阿比西
[00:12:26.520 --> 00:12:29.720]  去到蘇羅旁邊
[00:12:29.720 --> 00:12:31.120]  只要一刀刺下去
[00:12:31.120 --> 00:12:32.400]  蘇羅就沒有命了
[00:12:32.400 --> 00:12:35.160]  睡到極極了
[00:12:35.160 --> 00:12:36.720]  阿比西很聰明
[00:12:36.720 --> 00:12:37.920]  大衛你不做
[00:12:37.920 --> 00:12:40.080]  我幫你做
[00:12:40.080 --> 00:12:41.600]  大衛說不
[00:12:41.600 --> 00:12:46.160]  他將來怎樣離開世界
[00:12:46.160 --> 00:12:48.160]  是上帝的事情
[00:12:48.160 --> 00:12:50.000]  他可以戰死沙場
[00:12:50.000 --> 00:12:52.200]  他可以手中淨沉
[00:12:52.200 --> 00:12:54.000]  都是上帝的事情
[00:12:54.000 --> 00:12:56.440]  因為生命不是我管理的
[00:12:56.440 --> 00:13:00.120]  所以大衛只是拿了一瓶水瓶
[00:13:00.120 --> 00:13:02.040]  就是你們喝水的水瓶
[00:13:02.040 --> 00:13:04.720]  拿了那瓶水瓶就走了
[00:13:04.720 --> 00:13:06.920]  精子梅
[00:13:06.920 --> 00:13:09.800]  如果耶和華不在他眼前
[00:13:09.800 --> 00:13:12.680]  大衛大條道理
[00:13:12.680 --> 00:13:14.240]  他追殺我
[00:13:14.240 --> 00:13:16.840]  我那一下
[00:13:16.840 --> 00:13:18.920]  神是你應許了給我黃衛
[00:13:18.920 --> 00:13:21.280]  他走了我就做皇帝
[00:13:21.280 --> 00:13:23.080]  很合理的
[00:13:23.080 --> 00:13:24.320]  理性的事情
[00:13:24.320 --> 00:13:26.600]  和上帝放在眼前的事情
[00:13:26.600 --> 00:13:29.680]  是兩回事
[00:13:29.680 --> 00:13:34.600]  當約瑟被埋到埃及
[00:13:34.600 --> 00:13:38.440]  都算是很糟糕的事件
[00:13:38.440 --> 00:13:39.680]  但當他的主母
[00:13:39.680 --> 00:13:41.720]  即是女主人
[00:13:41.720 --> 00:13:44.200]  釋懷誘惑他的時候
[00:13:44.200 --> 00:13:46.520]  如果他沒有耶和華在眼前
[00:13:46.520 --> 00:13:48.560]  又不容易
[00:13:48.560 --> 00:13:50.680]  敷衍一下也要
[00:13:50.680 --> 00:13:54.120]  是老婆來的
[00:13:54.120 --> 00:13:57.240]  我不可以做這件事
[00:13:57.240 --> 00:13:59.480]  是得罪我的神
[00:13:59.480 --> 00:14:02.600]  因為他有個耶和華放在眼前
[00:14:02.600 --> 00:14:04.280]  這個敬畏的心
[00:14:04.280 --> 00:14:05.760]  在我們聽福音的時候
[00:14:05.760 --> 00:14:08.480]  一定要告訴不信主的人
[00:14:08.480 --> 00:14:10.560]  信耶穌不是只有好處
[00:14:10.560 --> 00:14:11.680]  信無疏 信無疏
[00:14:11.680 --> 00:14:12.640]  第一件事
[00:14:12.640 --> 00:14:14.360]  你要敬畏神
[00:14:14.360 --> 00:14:18.480]  要怕神
[00:14:18.480 --> 00:14:20.240]  我們對看得見的東西
[00:14:20.240 --> 00:14:22.000]  我們會怕
[00:14:22.000 --> 00:14:23.680]  我們對看不見的東西
[00:14:23.680 --> 00:14:26.680]  我們不會怕
[00:14:26.680 --> 00:14:28.520]  但是看不見
[00:14:28.520 --> 00:14:29.960]  但是又實
[00:14:29.960 --> 00:14:31.720]  真是看不見的東西
[00:14:31.720 --> 00:14:32.960]  沒得怕
[00:14:32.960 --> 00:14:34.480]  但是實在存在
[00:14:34.480 --> 00:14:35.480]  又看不見的東西
[00:14:35.480 --> 00:14:37.160]  就是這位耶穌
[00:14:37.160 --> 00:14:38.960]  這是我們要怕的
[00:14:38.960 --> 00:14:40.000]  聽見沒有
[00:14:40.000 --> 00:14:40.880]  第二句話
[00:14:40.880 --> 00:14:42.600]  因為祂在我右邊
[00:14:42.600 --> 00:14:45.160]  司篇一百二十一篇就說
[00:14:45.160 --> 00:14:47.080]  耶和華神在你右邊
[00:14:47.080 --> 00:14:48.520]  祂是任被你
[00:14:48.520 --> 00:14:49.520]  保護你
[00:14:49.520 --> 00:14:51.120]  看顧你
[00:14:51.120 --> 00:14:53.320]  無論你在哪個地方
[00:14:53.320 --> 00:14:54.920]  你只要祂放在你面前
[00:14:54.920 --> 00:14:56.320]  在你右邊
[00:14:56.320 --> 00:15:00.200]  你可以安穩
[00:15:00.200 --> 00:15:01.200]  不單止安穩
[00:15:01.200 --> 00:15:02.840]  你可以有喜樂
[00:15:02.840 --> 00:15:04.520]  你可以有平安
[00:15:04.520 --> 00:15:06.600]  你可以很有盼望
[00:15:06.600 --> 00:15:07.720]  甚至乎
[00:15:07.720 --> 00:15:11.320]  你可以每天在這裡活著的時候
[00:15:11.320 --> 00:15:13.440]  迫切盼望
[00:15:13.440 --> 00:15:17.280]  等候見這位恩主
[00:15:17.280 --> 00:15:18.800]  我用「見」這個字
[00:15:18.800 --> 00:15:21.320]  不是單單等候祂回來
[00:15:21.320 --> 00:15:22.680]  我有時想想
[00:15:22.680 --> 00:15:24.560]  我從小到大聽到江主在來
[00:15:24.560 --> 00:15:27.960]  聽到聲音七十年代
[00:15:27.960 --> 00:15:29.000]  不是說祂不會回來
[00:15:29.000 --> 00:15:31.240]  一定會回來
[00:15:31.240 --> 00:15:32.040]  但是祂回來
[00:15:32.040 --> 00:15:33.560]  還有我回來
[00:15:33.560 --> 00:15:37.480]  誰會回來得更快?
[00:15:37.480 --> 00:15:40.720]  看我這裡當然是你
[00:15:40.720 --> 00:15:42.600]  你比我年輕
[00:15:42.600 --> 00:15:43.960]  我那些學生四五十歲
[00:15:43.960 --> 00:15:48.600]  有成績成就的時候就走了
[00:15:48.600 --> 00:15:51.160]  你們這些同學都是這樣
[00:15:51.160 --> 00:15:52.920]  所以你不要準備祂什麼時候回來
[00:15:52.920 --> 00:15:55.760]  那是要一條心知的
[00:15:55.760 --> 00:15:58.840]  降生受死復活升天在來
[00:15:58.840 --> 00:16:01.720]  這是基本一定要講的福音
[00:16:01.720 --> 00:16:04.600]  你講的前面兩點很偉大
[00:16:04.600 --> 00:16:05.880]  後面三點不講
[00:16:05.880 --> 00:16:08.840]  不夠全備
[00:16:08.840 --> 00:16:10.480]  主回來一定會回來
[00:16:10.480 --> 00:16:11.280]  但問題是
[00:16:11.280 --> 00:16:16.280]  如果祂有祂的時間
[00:16:16.280 --> 00:16:17.320]  我經常想
[00:16:17.320 --> 00:16:18.520]  好像有些人討過神
[00:16:18.520 --> 00:16:20.160]  這個世界有這麼多苦難
[00:16:20.160 --> 00:16:21.160]  你快點回來
[00:16:21.160 --> 00:16:22.360]  讓我沒有那麼多人受苦
[00:16:22.360 --> 00:16:25.840]  我聽到很多特別待討事情來生的時候
[00:16:25.840 --> 00:16:27.600]  都不是這樣的待討多
[00:16:27.600 --> 00:16:32.920]  全部都是迫切的需要討好多
[00:16:32.920 --> 00:16:35.360]  但是祂有祂的時間
[00:16:35.360 --> 00:16:37.200]  但問題在這裡
[00:16:37.200 --> 00:16:38.960]  我有永生的人
[00:16:38.960 --> 00:16:42.040]  我一定要見到永生的主
[00:16:42.040 --> 00:16:43.840]  見到這個永活的主
[00:16:43.840 --> 00:16:45.600]  那什麼時候見?
[00:16:45.600 --> 00:16:47.640]  這一點要留意
[00:16:47.640 --> 00:16:49.280]  因為你有生的年日
[00:16:49.280 --> 00:16:50.880]  你不準備好
[00:16:50.880 --> 00:16:52.960]  當你那天見的時候
[00:16:52.960 --> 00:16:54.840]  你不知道怎麼辦
[00:16:54.840 --> 00:16:57.720]  我不敢說用「膠象」這個詞
[00:16:57.720 --> 00:16:58.720]  在我們的信心
[00:16:58.720 --> 00:17:01.800]  我們的愛心要經過考驗的時候怎麼辦
[00:17:01.800 --> 00:17:03.480]  所以當我看到聖經這個時候
[00:17:03.480 --> 00:17:05.960]  我說我動不動搖得到
[00:17:05.960 --> 00:17:07.840]  其實不是我自己能做什麼
[00:17:07.840 --> 00:17:10.600]  我又沒有張紙和畫紙放在眼前
[00:17:10.600 --> 00:17:11.720]  如果我們在基督裡面
[00:17:11.720 --> 00:17:13.680]  已經成為一個新做的人
[00:17:13.680 --> 00:17:16.080]  這樣我相信「頂之門」
[00:17:16.080 --> 00:17:17.920]  舊事已過那些東西
[00:17:17.920 --> 00:17:19.800]  是沒得追的
[00:17:19.800 --> 00:17:21.480]  沒得翻的
[00:17:21.480 --> 00:17:24.960]  但新的東西是不斷在你面前更新的
[00:17:24.960 --> 00:17:27.520]  裡面如果沒有更新的聖靈
[00:17:27.520 --> 00:17:29.960]  你更新不了
[00:17:29.960 --> 00:17:32.040]  是嗎?
[00:17:32.040 --> 00:17:33.360]  2024年
[00:17:33.360 --> 00:17:36.240]  你剛剛在這裡倒數完
[00:17:36.240 --> 00:17:37.160]  嘩!多開心呀!
[00:17:37.160 --> 00:17:39.240]  「Belinda」立馬獲獎
[00:17:39.240 --> 00:17:43.800]  那又過了七十三個星期
[00:17:43.800 --> 00:17:47.280]  那等年底又倒數
[00:17:47.280 --> 00:17:48.960]  那明年又倒數
[00:17:48.960 --> 00:17:52.000]  倒數多少次呢?
[00:17:52.000 --> 00:17:54.600]  今天我們看這個永活主的時候
[00:17:54.600 --> 00:17:55.720]  求主給我們看到
[00:17:55.720 --> 00:17:57.080]  我今天想跟大家看
[00:17:57.080 --> 00:17:59.080]  頭三樣東西給你看
