
[00:00:00.000 --> 00:00:03.000]  好 弟兄姊妹 接下來是正道的時間
[00:02:09.000 --> 00:02:12.000]  使我在去而不返之間
[00:02:12.000 --> 00:02:15.000]  可以力量復原
[00:02:15.000 --> 00:02:18.000]  好 經文獨臂
[00:02:18.000 --> 00:02:21.000]  我相信也有不少的弟兄姊妹
[00:02:21.000 --> 00:02:24.000]  有讀過這一篇的詩篇
[00:02:24.000 --> 00:02:27.000]  讀這首詩篇的時候
[00:02:27.000 --> 00:02:30.000]  我就想起大衛 也想起他的經歷
[00:02:30.000 --> 00:02:33.000]  當然我也想起在我們中國
[00:02:33.000 --> 00:02:36.000]  古典文學裏面的另一位的人物
[00:02:36.000 --> 00:02:39.000]  他叫做曹雪芹
[00:02:39.000 --> 00:02:42.000]  他有一首很出名的詩歌
[00:02:42.000 --> 00:02:45.000]  是記載在《紅樓夢》裏面的
[00:02:45.000 --> 00:02:48.000]  這首詩歌講什麼呢
[00:02:48.000 --> 00:02:51.000]  世人都曉神仙好
[00:02:51.000 --> 00:02:54.000]  只有功名忘不了
[00:02:54.000 --> 00:02:57.000]  古今象象在何方
[00:02:57.000 --> 00:03:00.000]  方種一堆草莓了
[00:03:00.000 --> 00:03:03.000]  世人都曉神仙好
[00:03:03.000 --> 00:03:06.000]  只有金銀忘不了
[00:03:06.000 --> 00:03:09.000]  終朝只恨巨無多
[00:03:09.000 --> 00:03:12.000]  世人都曉神仙好
[00:03:12.000 --> 00:03:15.000]  只有兒孫忘不了
[00:03:15.000 --> 00:03:18.000]  癡心父母古來多
[00:03:18.000 --> 00:03:21.000]  孝順兒孫誰見了
[00:03:21.000 --> 00:03:24.000]  這首詩篇跟剛纔我們所讀的
[00:03:24.000 --> 00:03:27.000]  三十九篇非常的像
[00:03:27.000 --> 00:03:30.000]  我們知道
[00:03:30.000 --> 00:03:33.000]  在詩篇三十九篇裏面
[00:03:33.000 --> 00:03:36.000]  大衛感嘆人生非常的虛幻無定
[00:03:36.000 --> 00:03:39.000]  好像客旅一樣
[00:03:39.000 --> 00:03:42.000]  就像匆匆的過客
[00:03:42.000 --> 00:03:45.000]  轉眼就會消逝
[00:03:45.000 --> 00:03:48.000]  一生的忙亂它滋長很多的財寶
[00:03:48.000 --> 00:03:51.000]  但是最後可能只是化爲烏有
[00:03:51.000 --> 00:03:54.000]  所以在曹雪芹的另一首詩篇
[00:03:54.000 --> 00:03:57.000]  就是剛纔我們讀的《好鳥歌》裏面
[00:03:57.000 --> 00:04:00.000]  其實跟他有同樣的一種感嘆
[00:04:00.000 --> 00:04:03.000]  不過我想除了大衛或者是曹雪芹
[00:04:03.000 --> 00:04:06.000]  其實大多數的人
[00:04:06.000 --> 00:04:09.000]  都有同樣的一種體會
[00:04:09.000 --> 00:04:12.000]  因爲這個真的是我們人生的一個寫照
[00:04:12.000 --> 00:04:15.000]  不過在面對人生的這種虛幻
[00:04:15.000 --> 00:04:18.000]  我們看到有兩種不一樣的結果
[00:04:18.000 --> 00:04:21.000]  我們看曹雪芹的時候
[00:04:21.000 --> 00:04:24.000]  他真的不太知道他的出路在哪裏
[00:04:24.000 --> 00:04:27.000]  他找不到他有一種的感嘆
[00:04:27.000 --> 00:04:30.000]  不過他沒有找到出路在哪裏
[00:04:30.000 --> 00:04:33.000]  他有這種人生很虛空很虛幻
[00:04:33.000 --> 00:04:36.000]  非常短暫很痛苦的感嘆
[00:04:36.000 --> 00:04:40.000]  不過他卻知道他沒有絕望的時候
[00:04:40.000 --> 00:04:43.000]  他有一條出路
[00:04:43.000 --> 00:04:46.000]  他懂得將他自己轉向神
[00:04:46.000 --> 00:04:50.000]  也懂得將他的人生交在神的手中
[00:04:50.000 --> 00:04:53.000]  他開始呼求神的憐憫和幫助
[00:04:53.000 --> 00:04:56.000]  因爲他知道他的指望在乎神
[00:04:56.000 --> 00:05:00.000]  那我們透過大衛的這首詩篇
[00:05:00.000 --> 00:05:06.000]  我們來看一下他的人生是怎樣的發生轉變
[00:05:06.000 --> 00:05:09.000]  首先我們來看前面三節的經文
[00:05:09.000 --> 00:05:12.000]  從第四節到第六節
[00:05:12.000 --> 00:05:18.000]  這三節的經文是描述大衛他感嘆人生的這種虛幻
[00:05:18.000 --> 00:05:22.000]  我們可以留意在這幾節的經文裏面
[00:05:22.000 --> 00:05:24.000]  有一個關鍵詞
[00:05:24.000 --> 00:05:27.000]  這個關鍵詞就是虛幻
[00:05:27.000 --> 00:05:29.000]  我已經用紅色標出來
[00:05:29.000 --> 00:05:32.000]  另外一個詞叫恍然
[00:05:32.000 --> 00:05:34.000]  其實如果你看原文的時候
[00:05:34.000 --> 00:05:37.000]  不管是虛幻還是恍然
[00:05:37.000 --> 00:05:40.000]  它在原文裏面都是同一個字
[00:05:40.000 --> 00:05:42.000]  其實在另外一節
[00:05:42.000 --> 00:05:44.000]  就是在十一節裏面
[00:05:44.000 --> 00:05:47.000]  也同樣提到這個字叫做虛幻
[00:05:47.000 --> 00:05:49.000]  中文的翻譯是虛幻
[00:05:49.000 --> 00:05:51.000]  不過這三個字
[00:05:51.000 --> 00:05:53.000]  這三節裏面出現的這個詞
[00:05:53.000 --> 00:05:55.000]  不管是虛幻也好
[00:05:55.000 --> 00:05:57.000]  恍然也好
[00:05:57.000 --> 00:05:59.000]  都是同一個字
[00:05:59.000 --> 00:06:01.000]  它有同樣的意思
[00:06:01.000 --> 00:06:03.000]  原文的意思就是
[00:06:03.000 --> 00:06:05.000]  生氣或者是一口氣
[00:06:05.000 --> 00:06:06.000]  就是氣息
[00:06:06.000 --> 00:06:08.000]  或者是空虛
[00:06:08.000 --> 00:06:09.000]  虛無的意思
[00:06:09.000 --> 00:06:10.000]  也就是說
[00:06:10.000 --> 00:06:11.000]  什麼都沒有
[00:06:11.000 --> 00:06:12.000]  好像一口氣
[00:06:12.000 --> 00:06:14.000]  像空氣一樣
[00:06:14.000 --> 00:06:16.000]  表示虛無
[00:06:16.000 --> 00:06:19.000]  這個是這三節裏面的一箇中心
[00:06:19.000 --> 00:06:22.000]  這個是大衛他的感嘆
[00:06:22.000 --> 00:06:24.000]  他覺得人生真的非常的虛幻
[00:06:24.000 --> 00:06:25.000]  很虛空
[00:06:25.000 --> 00:06:27.000]  好像什麼都沒有
[00:06:27.000 --> 00:06:28.000]  而且在這裏
[00:06:28.000 --> 00:06:32.000]  他用了一個兩朵的一個單位
[00:06:32.000 --> 00:06:33.000]  來告訴我們
[00:06:33.000 --> 00:06:35.000]  人生非常的短暫
[00:06:35.000 --> 00:06:37.000]  他用了什麼兩朵的單位
[00:06:37.000 --> 00:06:39.000]  他用了手掌
[00:06:39.000 --> 00:06:40.000]  手掌很特別
[00:06:40.000 --> 00:06:42.000]  在舊約裏面
[00:06:42.000 --> 00:06:43.000]  我們常常看到
[00:06:43.000 --> 00:06:47.000]  他們會有一些兩朵長度的單位
[00:06:47.000 --> 00:06:49.000]  包括一手掌
[00:06:49.000 --> 00:06:51.000]  或者是一肘這麼長
[00:06:51.000 --> 00:06:55.000]  他們是用來兩朵長度的
[00:06:55.000 --> 00:06:56.000]  那一掌
[00:06:56.000 --> 00:06:58.000]  其實是當時用來兩朵長度的
[00:06:58.000 --> 00:07:01.000]  一個比較小的一個單位
[00:07:01.000 --> 00:07:02.000]  非常短
[00:07:02.000 --> 00:07:05.000]  表示這個非常短
[00:07:05.000 --> 00:07:08.000]  他用這個長度來描述人生
[00:07:08.000 --> 00:07:09.000]  就告訴我們
[00:07:09.000 --> 00:07:11.000]  其實人生真的非常的短暫
[00:07:11.000 --> 00:07:13.000]  好像手掌一樣
[00:07:13.000 --> 00:07:16.000]  那看到大衛的感嘆的時候
[00:07:16.000 --> 00:07:17.000]  其實我們也想到
[00:07:17.000 --> 00:07:18.000]  另外的一位人物
[00:07:18.000 --> 00:07:20.000]  就是摩西
[00:07:20.000 --> 00:07:22.000]  他也同樣有這種的感嘆
[00:07:22.000 --> 00:07:26.000]  在詩篇九到十節的時候
[00:07:26.000 --> 00:07:28.000]  他這樣講
[00:07:28.000 --> 00:07:29.000]  我們經過的日子
[00:07:29.000 --> 00:07:31.000]  都在你震怒之下
[00:07:31.000 --> 00:07:32.000]  我們度盡的年歲
[00:07:32.000 --> 00:07:34.000]  好像一生嘆息
[00:07:34.000 --> 00:07:37.000]  我們一生的年日是七十歲
[00:07:37.000 --> 00:07:40.000]  若是強壯可到八十歲
[00:07:40.000 --> 00:07:41.000]  但其中所驚誇的
[00:07:41.000 --> 00:07:43.000]  不過是勞苦愁煩
[00:07:43.000 --> 00:07:45.000]  轉眼成空
[00:07:45.000 --> 00:07:47.000]  我們便如飛而去
[00:07:47.000 --> 00:07:49.000]  那這個是摩西他的感嘆
[00:07:49.000 --> 00:07:52.000]  跟大衛的好像相呼應
[00:07:52.000 --> 00:07:54.000]  摩西爲什麼有這種的感嘆呢
[00:07:54.000 --> 00:07:55.000]  我想是因爲
[00:07:55.000 --> 00:07:58.000]  他看到以色列人的歷史
[00:07:58.000 --> 00:08:00.000]  他在帶領以色列人出埃及的時候
[00:08:00.000 --> 00:08:03.000]  以色列人經歷了礦野的試煉
[00:08:03.000 --> 00:08:05.000]  不過以色列人在礦野的時候
[00:08:05.000 --> 00:08:06.000]  他們四十年
[00:08:06.000 --> 00:08:09.000]  其實基本上每天都在抱怨神
[00:08:09.000 --> 00:08:13.000]  他們在礦野裏面背棄神
[00:08:13.000 --> 00:08:15.000]  於是神要責罰他們
[00:08:15.000 --> 00:08:18.000]  包括降瘟疫在他們中間
[00:08:18.000 --> 00:08:20.000]  所以當時很多人死亡
[00:08:20.000 --> 00:08:24.000]  甚至上百萬的人都會死亡
[00:08:24.000 --> 00:08:28.000]  所以摩西說他們在地上的日子
[00:08:28.000 --> 00:08:32.000]  就好像在上帝的震怒之下一樣
[00:08:32.000 --> 00:08:35.000]  所以不管是摩西也好
[00:08:35.000 --> 00:08:36.000]  大衛也好
[00:08:36.000 --> 00:08:38.000]  剛纔所說的曹雪芹也好
[00:08:38.000 --> 00:08:41.000]  他們都有同樣的感嘆
[00:08:41.000 --> 00:08:44.000]  其實這不只是他們的感嘆
[00:08:44.000 --> 00:08:47.000]  這是人生的真實的寫照
[00:08:47.000 --> 00:08:51.000]  所以這個也是世人共同的一個感嘆
[00:08:51.000 --> 00:08:54.000]  就是我們常常所說的四個字
[00:08:54.000 --> 00:08:57.000]  人生苦短
[00:08:57.000 --> 00:09:01.000]  在這幾節的經文裏面有提到
[00:09:01.000 --> 00:09:04.000]  個人最穩妥的時候
[00:09:04.000 --> 00:09:07.000]  真是全然虛幻
[00:09:07.000 --> 00:09:08.000]  對於這句話
[00:09:08.000 --> 00:09:10.000]  其實我想
[00:09:10.000 --> 00:09:14.000]  特別是我們最近應該是比較能夠體會的
[00:09:14.000 --> 00:09:17.000]  個人最穩妥的時候
[00:09:17.000 --> 00:09:20.000]  真是全然虛幻
[00:09:20.000 --> 00:09:24.000]  當疫情爆發的時候
[00:09:24.000 --> 00:09:25.000]  有多少的人
[00:09:25.000 --> 00:09:28.000]  他們在最穩妥的時候
[00:09:28.000 --> 00:09:30.000]  他們突然失腳
[00:09:30.000 --> 00:09:33.000]  他們突然就陷入了困境
[00:09:33.000 --> 00:09:34.000]  不只是困境
[00:09:34.000 --> 00:09:37.000]  甚至有可能是絕境
[00:09:37.000 --> 00:09:40.000]  很多人可能從來沒有想過
[00:09:40.000 --> 00:09:44.000]  有一天你需要通宵的去排隊來買口罩
[00:09:44.000 --> 00:09:45.000]  特別是香港人
[00:09:45.000 --> 00:09:47.000]  可能從來真的沒有想過
[00:09:47.000 --> 00:09:48.000]  有一天我們會這樣子
[00:09:48.000 --> 00:09:53.000]  需要去通宵的排隊去買口罩
[00:09:53.000 --> 00:09:55.000]  當然我們也沒有想過
[00:09:55.000 --> 00:09:57.000]  需要去搶購大米
[00:09:57.000 --> 00:10:00.000]  需要去搶購清潔的用品
[00:10:00.000 --> 00:10:03.000]  需要去搶購甚至是廁紙
[00:10:03.000 --> 00:10:05.000]  這是我們都沒有想到的
[00:10:05.000 --> 00:10:08.000]  因爲我們平常的生活太穩妥了
[00:10:08.000 --> 00:10:10.000]  我們在穩妥當中
[00:10:10.000 --> 00:10:12.000]  特別在香港社會里面
[00:10:12.000 --> 00:10:14.000]  我們的物質太豐富了
[00:10:14.000 --> 00:10:15.000]  我們什麼都不缺
[00:10:15.000 --> 00:10:17.000]  真的不會想到有一天
[00:10:17.000 --> 00:10:20.000]  突然你要去買大米的時候
[00:10:20.000 --> 00:10:23.000]  大米都沒有了
[00:10:23.000 --> 00:10:25.000]  只是這些都算不得什麼
[00:10:25.000 --> 00:10:26.000]  如果是在武漢
[00:10:26.000 --> 00:10:29.000]  就是疫情最嚴重的地區
[00:10:29.000 --> 00:10:33.000]  有多少人在最穩妥的時候
[00:10:33.000 --> 00:10:35.000]  在喫着火鍋
[00:10:35.000 --> 00:10:37.000]  唱着歌的時候
[00:10:37.000 --> 00:10:39.000]  被病毒所感染
[00:10:39.000 --> 00:10:42.000]  然後迅速地步向死亡
[00:10:42.000 --> 00:10:44.000]  那一瞬間有多少穩妥的
[00:10:44.000 --> 00:10:47.000]  幸福的家庭被摧毀
[00:10:47.000 --> 00:10:49.000]  其實在那段的時間
[00:10:49.000 --> 00:10:51.000]  我不太敢看新聞
[00:10:51.000 --> 00:10:53.000]  因爲新聞裏面所報道的
[00:10:53.000 --> 00:10:57.000]  都是非常的讓人難過
[00:10:57.000 --> 00:11:01.000]  或者是非常讓人傷心的一些新聞
[00:11:01.000 --> 00:11:04.000]  你看的時候心情會非常的沉重
[00:11:04.000 --> 00:11:06.000]  所以有一段時間我不太敢看
[00:11:06.000 --> 00:11:10.000]  因爲每天有太多悲慘的事情發生
[00:11:10.000 --> 00:11:12.000]  我想在這裏我也不列舉出來
[00:11:12.000 --> 00:11:14.000]  因爲列舉的話
[00:11:14.000 --> 00:11:17.000]  我想大家的心情也會非常的沉重
[00:11:17.000 --> 00:11:19.000]  那總而言之呢
[00:11:19.000 --> 00:11:21.000]  就像經文裏面所講的
[00:11:21.000 --> 00:11:24.000]  個人最穩妥的時候
[00:11:24.000 --> 00:11:27.000]  真是全然虛幻
[00:11:27.000 --> 00:11:30.000]  人實在非常的渺小
[00:11:30.000 --> 00:11:32.000]  非常的有限
[00:11:32.000 --> 00:11:34.000]  不只是這樣子
[00:11:34.000 --> 00:11:36.000]  人所勞碌得來的
[00:11:36.000 --> 00:11:40.000]  有一天都會失去化爲烏有
[00:11:40.000 --> 00:11:43.000]  所以在第六節裏面這樣講
[00:11:43.000 --> 00:11:46.000]  世人行動時系幻影
[00:11:46.000 --> 00:11:47.000]  他們忙亂
[00:11:47.000 --> 00:11:50.000]  真是枉然積蓄財寶
[00:11:50.000 --> 00:11:52.000]  不知將來有誰收取
[00:11:52.000 --> 00:11:55.000]  這裏講到人的行動
[00:11:55.000 --> 00:11:56.000]  人的勞碌
[00:11:56.000 --> 00:11:58.000]  其實好像幻影一樣
[00:11:58.000 --> 00:11:59.000]  幻影是什麼呢
[00:11:59.000 --> 00:12:01.000]  幻影的意思就是好像影子
[00:12:01.000 --> 00:12:04.000]  影子其實就是虛無了
[00:12:04.000 --> 00:12:05.000]  什麼都沒有
[00:12:05.000 --> 00:12:06.000]  只是一個幻影
[00:12:06.000 --> 00:12:11.000]  他們忙碌到最後都成了枉然
[00:12:11.000 --> 00:12:12.000]  枉然剛纔說了
[00:12:12.000 --> 00:12:16.000]  它的意思就是好像虛幻一樣
[00:12:16.000 --> 00:12:18.000]  它是一個虛空
[00:12:18.000 --> 00:12:19.000]  到最後什麼都沒有
[00:12:19.000 --> 00:12:21.000]  到最後是一場空
[00:12:21.000 --> 00:12:26.000]  這個我們可以在香港常常看到的一些新聞
[00:12:26.000 --> 00:12:28.000]  就是一些富豪
[00:12:28.000 --> 00:12:34.000]  他們都會有一些的家庭的增產案出來
[00:12:34.000 --> 00:12:36.000]  這些富豪他們真的是很有錢
[00:12:36.000 --> 00:12:39.000]  他們忙碌賺很多的錢
[00:12:39.000 --> 00:12:43.000]  到最後他們這些錢真的不知道歸誰所有
[00:12:43.000 --> 00:12:45.000]  到了他們離世的時候
[00:12:45.000 --> 00:12:47.000]  很多人會來搶
[00:12:47.000 --> 00:12:50.000]  甚至他們自己的家人都會來搶
[00:12:50.000 --> 00:12:54.000]  到時候最終不知道落在誰的手裏
[00:12:54.000 --> 00:12:56.000]  所以到最後人的這種的勞碌
[00:12:56.000 --> 00:12:58.000]  就好像傳到書裏面所講的
[00:12:58.000 --> 00:13:00.000]  守羅門王他這樣說
[00:13:00.000 --> 00:13:02.000]  都是虛空
[00:13:02.000 --> 00:13:03.000]  都是補豐
[00:13:03.000 --> 00:13:04.000]  勞勞碌碌
[00:13:04.000 --> 00:13:05.000]  有了錢
[00:13:05.000 --> 00:13:06.000]  有了財
[00:13:06.000 --> 00:13:08.000]  有了房屋
[00:13:08.000 --> 00:13:09.000]  生了兒女
[00:13:09.000 --> 00:13:10.000]  立了工業
[00:13:10.000 --> 00:13:11.000]  但是到最後呢
[00:13:11.000 --> 00:13:13.000]  轉眼成空
[00:13:13.000 --> 00:13:14.000]  都是虛空
[00:13:14.000 --> 00:13:16.000]  都是補豐
[00:13:16.000 --> 00:13:18.000]  所以曹雪芹有另外一首詩
[00:13:18.000 --> 00:13:20.000]  他說金也空
[00:13:20.000 --> 00:13:21.000]  銀也空
[00:13:21.000 --> 00:13:23.000]  死了何嘗在手中
[00:13:23.000 --> 00:13:25.000]  所以到最後什麼都沒有
[00:13:25.000 --> 00:13:28.000]  什麼都是空
[00:13:28.000 --> 00:13:31.000]  以上都是詩人大衛
[00:13:31.000 --> 00:13:33.000]  他的一個人生的感悟
[00:13:33.000 --> 00:13:36.000]  他感嘆人生太短暫了
[00:13:36.000 --> 00:13:38.000]  而且不只是短暫
[00:13:38.000 --> 00:13:40.000]  而且非常的虛空
[00:13:40.000 --> 00:13:44.000]  其實除了短暫和虛空以外呢
[00:13:44.000 --> 00:13:49.000]  其實人生還有更讓他煩惱的事情
[00:13:49.000 --> 00:13:50.000]  就是什麼呢
[00:13:50.000 --> 00:13:52.000]  這個就是苦難
[00:13:52.000 --> 00:13:55.000]  人生不只是虛幻和短暫
[00:13:55.000 --> 00:13:57.000]  而且呢還苦
[00:13:57.000 --> 00:13:59.000]  所以在第七節裏面
[00:13:59.000 --> 00:14:02.000]  到第十一節
[00:14:02.000 --> 00:14:03.000]  都是在講他
[00:14:03.000 --> 00:14:06.000]  怎樣經歷人間的一些的苦難
[00:14:06.000 --> 00:14:10.000]  這些是他正在的經歷
[00:14:10.000 --> 00:14:13.000]  正在經歷苦難
[00:14:13.000 --> 00:14:16.000]  所以他發出這些的感嘆
[00:14:16.000 --> 00:14:19.000]  他開始有一些的醒悟
[00:14:19.000 --> 00:14:21.000]  他怎樣經歷人生的苦難呢
[00:14:21.000 --> 00:14:24.000]  我們來看經文怎樣描述
[00:14:24.000 --> 00:14:26.000]  他這裏說
[00:14:26.000 --> 00:14:28.000]  如今我等什麼呢
[00:14:28.000 --> 00:14:30.000]  我的指望在乎你
[00:14:30.000 --> 00:14:32.000]  求你救我脫離一切的過犯
[00:14:32.000 --> 00:14:35.000]  不要使我受愚頑人的羞辱
[00:14:35.000 --> 00:14:37.000]  因我所遭遇的是出於你
[00:14:37.000 --> 00:14:41.000]  我就默然不語
[00:14:41.000 --> 00:14:43.000]  所以這裏很明顯
[00:14:43.000 --> 00:14:44.000]  大衛告訴我們
[00:14:44.000 --> 00:14:48.000]  人生不只是短而且還苦
[00:14:48.000 --> 00:14:51.000]  他正在經歷人生的一些苦難
[00:14:51.000 --> 00:14:53.000]  而這個苦難我們可以看到
[00:14:53.000 --> 00:14:59.000]  其實是上帝來管教他
[00:14:59.000 --> 00:15:01.000]  詩人在這裏描述
[00:15:01.000 --> 00:15:04.000]  他所經歷的這些的苦難
[00:15:04.000 --> 00:15:05.000]  而這些苦難很多時候
[00:15:05.000 --> 00:15:09.000]  我們知道是人的罪所帶來的
[00:15:09.000 --> 00:15:13.000]  人的罪招致這些的患難
[00:15:13.000 --> 00:15:15.000]  上帝也藉着這些的患難
[00:15:15.000 --> 00:15:18.000]  藉着這些的苦難來管教人
[00:15:18.000 --> 00:15:22.000]  所以當詩人明白人生的虛幻的時候
[00:15:22.000 --> 00:15:26.000]  他就開始把他的眼光來轉向上帝
[00:15:26.000 --> 00:15:27.000]  轉向神
[00:15:27.000 --> 00:15:30.000]  他開始來投靠上帝
[00:15:30.000 --> 00:15:34.000]  詩人求上帝救他脫離一切的過犯
[00:15:34.000 --> 00:15:37.000]  以致他不受愚頑人的羞辱
[00:15:37.000 --> 00:15:39.000]  因爲很多時候我們犯罪
[00:15:39.000 --> 00:15:42.000]  真的能夠招致很多的禍患
[00:15:42.000 --> 00:15:45.000]  以致仇敵也會來羞辱我們
[00:15:45.000 --> 00:15:50.000]  我們經歷的苦難也是人的罪惡所帶來的
[00:15:50.000 --> 00:15:52.000]  因爲人得罪神
[00:15:52.000 --> 00:15:55.000]  以致神非常的震怒
[00:15:55.000 --> 00:15:58.000]  然後懲罰人
[00:15:58.000 --> 00:16:03.000]  就像我們目前所遇到的疫情一樣
[00:16:03.000 --> 00:16:05.000]  我們也看到這當中
[00:16:05.000 --> 00:16:08.000]  其實有很多是人禍
[00:16:08.000 --> 00:16:13.000]  有很多人的罪性就顯露出來
[00:16:13.000 --> 00:16:17.000]  很多人受苦或者是很多人受到牽連
[00:16:17.000 --> 00:16:21.000]  是因爲人在這個過程當中也犯了很多的罪
[00:16:21.000 --> 00:16:25.000]  人的罪性帶來其他人的一些受苦
[00:16:25.000 --> 00:16:30.000]  那上帝也藉着這些的苦難來管教人
[00:16:30.000 --> 00:16:33.000]  那我們看到在瘟疫發生以後
[00:16:33.000 --> 00:16:35.000]  我們看到一些的新聞
[00:16:35.000 --> 00:16:38.000]  說有一些的慈善的組織
[00:16:38.000 --> 00:16:44.000]  將人家捐給他們的那些的物資拿去出售
[00:16:44.000 --> 00:16:45.000]  這個就是人禍了
[00:16:45.000 --> 00:16:49.000]  這個就是人所犯的罪
[00:16:49.000 --> 00:16:53.000]  然後還有一些確診的患者
[00:16:53.000 --> 00:16:56.000]  他們故意的去感染其他的人
[00:16:56.000 --> 00:17:01.000]  把病毒故意的在他們的小區或者身邊去傳播
[00:17:01.000 --> 00:17:03.000]  那我們也看到一些的視頻
[00:17:03.000 --> 00:17:05.000]  就是有一些確診的病人
[00:17:05.000 --> 00:17:09.000]  他在那個電梯的按鈕上面他會吐口水
[00:17:09.000 --> 00:17:13.000]  或者是在這個門的把手裏面也會吐口水
[00:17:13.000 --> 00:17:15.000]  這些就是人禍
[00:17:15.000 --> 00:17:17.000]  就是人的罪性
[00:17:17.000 --> 00:17:19.000]  還有一些商家怎麼樣
[00:17:19.000 --> 00:17:23.000]  他們是要發所謂的國難財
[00:17:23.000 --> 00:17:25.000]  他們賣二手的口罩
[00:17:25.000 --> 00:17:30.000]  這些二手的口罩很多是從外面街上回收回來的
[00:17:30.000 --> 00:17:33.000]  非常骯髒的不能夠重複使用的
[00:17:33.000 --> 00:17:37.000]  可是這些人他們卻把這些的口罩回收回來
[00:17:37.000 --> 00:17:39.000]  重新的再去包裝
[00:17:39.000 --> 00:17:40.000]  然後去出售
[00:17:40.000 --> 00:17:44.000]  還有一些是出售一些假冒僞劣的口罩
[00:17:44.000 --> 00:17:49.000]  質量非常差的不能去防病毒的
[00:17:49.000 --> 00:17:53.000]  還有一些就是他雖然出售的是正常的口罩
[00:17:53.000 --> 00:17:55.000]  可是他哄擡物價
[00:17:55.000 --> 00:17:58.000]  所以從這些我們都可以看到
[00:17:58.000 --> 00:18:03.000]  人真的是非常的罪惡
[00:18:03.000 --> 00:18:05.000]  人心也非常的邪惡
[00:18:05.000 --> 00:18:07.000]  所以在聖經裏面也講到
[00:18:07.000 --> 00:18:10.000]  人心比萬物都詭詐
[00:18:10.000 --> 00:18:12.000]  誰能識透呢
[00:18:12.000 --> 00:18:14.000]  大衛很清楚這一點
[00:18:14.000 --> 00:18:20.000]  很多時候人受苦是因爲人背離神犯很多的罪
[00:18:20.000 --> 00:18:24.000]  以至於自己犯罪招致很多的惡果
[00:18:24.000 --> 00:18:29.000]  當然在這個時候上帝他伸出管教的手非常的嚴厲
[00:18:29.000 --> 00:18:32.000]  而大衛知道他現在所經歷的這些苦難
[00:18:32.000 --> 00:18:35.000]  也是因爲他自己犯罪得罪神
[00:18:35.000 --> 00:18:41.000]  所以他很求神要挪去從他身上的這些的責罰
[00:18:41.000 --> 00:18:43.000]  他求神來赦免他
[00:18:43.000 --> 00:18:45.000]  所以我們看到大衛的生命
[00:18:45.000 --> 00:18:47.000]  他不只是有醒悟
[00:18:47.000 --> 00:18:50.000]  而且有懺悔
[00:18:50.000 --> 00:18:52.000]  他來到神的面前
