
[00:00:00.000 --> 00:00:03.360]  今天的題目是「移民都唔得」
[00:02:34.400 --> 00:02:38.640]  「願耶和華你的神指示我們
[00:02:38.640 --> 00:02:43.360]  當行當走的路 所當做的事」
[00:02:43.360 --> 00:02:48.680]  其實猶太百姓希望耶利米向神祈禱的是
[00:02:48.680 --> 00:02:51.840]  說他們有關去留的問題
[00:02:51.840 --> 00:02:56.000]  他們到底應該留在這裡還是離開這個地方
[00:02:56.000 --> 00:02:58.760]  為什麼他們會去思想這個問題呢?
[00:02:58.760 --> 00:03:03.080]  我希望大家帶著三個問題去讀這段聖經
[00:03:03.080 --> 00:03:07.160]  就是為什麼猶太人會去問一個去留的旨意
[00:03:07.160 --> 00:03:09.800]  然後神是怎樣回應他們的呢?
[00:03:09.800 --> 00:03:12.520]  第三個更加重要我們要思想的就是
[00:03:12.520 --> 00:03:17.560]  猶太人怎樣回應上帝給他們的旨意
[00:03:17.560 --> 00:03:19.920]  當然進入這段經文講解時
[00:03:19.920 --> 00:03:23.720]  我們要講一些當時的情景
[00:03:23.720 --> 00:03:27.360]  當時適逢主持586年
[00:03:27.360 --> 00:03:29.080]  我們清楚一件事
[00:03:29.080 --> 00:03:31.000]  這個年份非常重要
[00:03:31.000 --> 00:03:32.880]  就是巴比倫王尼泊爾加利薩
[00:03:32.880 --> 00:03:38.840]  帶領他的巴比倫軍隊攻陷耶路撒冷
[00:03:38.840 --> 00:03:42.520]  當時猶太王西底加的兒子
[00:03:42.520 --> 00:03:44.640]  被巴比倫王全部殺了
[00:03:44.640 --> 00:03:50.880]  王的兩隻眼睛都被殘忍的巴比倫王挖了出來
[00:03:50.880 --> 00:03:52.960]  然後就被擄他方
[00:03:52.960 --> 00:03:57.120]  當時不單只是城被毀
[00:03:57.120 --> 00:04:01.360]  更加重要的是聖殿也被毀
[00:04:01.360 --> 00:04:07.840]  而且大部分的猶太人都被擄到巴比倫
[00:04:07.840 --> 00:04:09.600]  但又不是所有
[00:04:09.600 --> 00:04:18.080]  留下了一些窮苦的猶太人繼續留在耶路撒冷和猶太傳地生活
[00:04:18.080 --> 00:04:20.800]  當時巴比倫王興起一個猶太人
[00:04:20.800 --> 00:04:23.520]  叫基大利作為他的省長
[00:04:23.520 --> 00:04:27.920]  基大利雖然歸順了巴比倫王
[00:04:27.920 --> 00:04:33.280]  但他依然很關愛和憐憫他的同胞
[00:04:33.280 --> 00:04:36.160]  他鼓勵這群貧窮的百姓
[00:04:36.160 --> 00:04:38.840]  要積極投入生活
[00:04:38.840 --> 00:04:41.600]  去重建家園
[00:04:41.600 --> 00:04:45.800]  當時其實有不同的勢力
[00:04:45.800 --> 00:04:49.960]  當中其中一個勢力是來自以實瑪利
[00:04:49.960 --> 00:04:52.680]  他是一個猶太軍長的兒子
[00:04:52.680 --> 00:04:55.440]  這個人心懷不軌
[00:04:55.440 --> 00:04:58.120]  他投靠了阿曼的勢力
[00:04:58.120 --> 00:04:59.560]  如果用現在的說話
[00:04:59.560 --> 00:05:03.840]  就是一個勾結外國勢力的情況
[00:05:03.840 --> 00:05:07.000]  當然他是不忠於巴比倫的政權
[00:05:07.000 --> 00:05:13.360]  當中也有人知道他的心態
[00:05:13.360 --> 00:05:17.200]  說約哈蘭是另一個軍長
[00:05:17.200 --> 00:05:18.280]  是另一個勢力
[00:05:18.280 --> 00:05:23.040]  他告訴基大利這個人有問題
[00:05:23.040 --> 00:05:24.960]  他有謀反之心
[00:05:24.960 --> 00:05:26.120]  他警告了基大利
[00:05:26.120 --> 00:05:29.880]  但基大利沒有聽進他的警告
[00:05:29.880 --> 00:05:33.640]  結果基大利就被以實瑪利所殺
[00:05:33.640 --> 00:05:38.080]  以實瑪利擄走了很多猶太人
[00:05:38.080 --> 00:05:43.840]  幸好約哈蘭帶著其他猶太軍長
[00:05:43.840 --> 00:05:46.960]  把這些百姓搶回來
[00:05:46.960 --> 00:05:49.080]  但有一個情況發生了
[00:05:49.080 --> 00:05:51.360]  以實瑪利逃跑了
[00:05:51.360 --> 00:05:53.760]  逃到了阿曼
[00:05:53.760 --> 00:05:55.720]  沒有被他們抓住
[00:05:55.720 --> 00:05:59.040]  約哈蘭後來慢慢成為了
[00:05:59.040 --> 00:06:04.080]  這些猶太漁民的民族領袖
[00:06:04.080 --> 00:06:06.760]  當時的環境當中
[00:06:06.760 --> 00:06:11.200]  至少有三個勢力
[00:06:11.200 --> 00:06:14.240]  獨裁政府的建制勢力
[00:06:14.240 --> 00:06:16.360]  像基大利做省長
[00:06:16.360 --> 00:06:19.160]  另一個勾結外國勢力
[00:06:19.160 --> 00:06:20.800]  以實瑪利
[00:06:20.800 --> 00:06:22.760]  第三個就是約哈蘭
[00:06:22.760 --> 00:06:26.400]  屬於本國的民族勢力
[00:06:26.400 --> 00:06:28.760]  當然除了這三個勢力之外
[00:06:28.760 --> 00:06:31.520]  其實還有一個很重要的角色
[00:06:31.520 --> 00:06:36.240]  就是來自神的先知耶利米
[00:06:36.240 --> 00:06:40.560]  在這些猶太漁民面對這個狀況的時候
[00:06:40.560 --> 00:06:43.960]  他們找到了耶利米先知
[00:06:43.960 --> 00:06:47.320]  不要忘記他們之前是不信耶利米先知的
[00:06:47.320 --> 00:06:49.680]  不聽他的預言
[00:06:49.680 --> 00:06:52.840]  但這個時候他們找到了耶利米先知
[00:06:52.840 --> 00:06:57.360]  他們去到一個百里行陸附近的地方
[00:06:57.360 --> 00:06:59.760]  他們準備要進入埃及的時候
[00:06:59.760 --> 00:07:01.440]  他們找到了耶利米先知
[00:07:01.440 --> 00:07:03.920]  來尋求神的心意
[00:07:03.920 --> 00:07:07.000]  尋求神的去留的旨意
[00:07:07.000 --> 00:07:11.200]  但為什麼他們會尋求去留的旨意呢
[00:07:11.200 --> 00:07:13.960]  在神的話的回覆裡
[00:07:13.960 --> 00:07:16.160]  其實已經指明了他們的原因
[00:07:16.160 --> 00:07:20.880]  第一個 因為他們害怕巴比倫王尼泊爾被殺
[00:07:20.880 --> 00:07:23.000]  這個君王絕對不是一個仁慈的君王
[00:07:23.000 --> 00:07:26.880]  剛才也說到他是一個獨裁者的典範
[00:07:26.880 --> 00:07:30.520]  他殺了猶太皇西底加所有的兒子
[00:07:30.520 --> 00:07:32.280]  挖了他兩隻眼出來
[00:07:32.280 --> 00:07:35.560]  非常殘忍 這件事沒有猶太人不知道
[00:07:35.560 --> 00:07:38.640]  但最讓這些猶太人害怕的是
[00:07:38.640 --> 00:07:40.960]  他們擔心巴比倫王
[00:07:40.960 --> 00:07:46.480]  因為以實瑪利的叛亂要前來報復
[00:07:46.480 --> 00:07:49.400]  剛才說到以實瑪利是逃跑了
[00:07:49.400 --> 00:07:53.880]  但當巴比倫王帶軍來平亂的時候
[00:07:53.880 --> 00:07:59.040]  就會將這件事歸咎於整群猶太人身上
[00:07:59.040 --> 00:08:01.680]  所以他們非常害怕
[00:08:01.680 --> 00:08:03.520]  首先第一個就是害怕巴比倫王
[00:08:03.520 --> 00:08:06.640]  第二個就是害怕戰亂和饑荒
[00:08:06.640 --> 00:08:09.400]  傾文同樣提到這些事情
[00:08:09.400 --> 00:08:13.280]  當時的埃及的確是一個富庶和政局穩定的地方
[00:08:13.280 --> 00:08:17.880]  巴比倫人當時還沒有和埃及開戰
[00:08:17.880 --> 00:08:20.480]  所以在猶太人的眼裡
[00:08:20.480 --> 00:08:26.240]  埃及當時是一個可以和巴比倫帝國抗衡的國家
[00:08:26.240 --> 00:08:30.480]  所以當時的猶太漁民逃到那個地方的時候
[00:08:30.480 --> 00:08:36.280]  的確好像可以過一個平順安穩的生活
[00:08:36.280 --> 00:08:38.160]  接著我們回應第二個問題
[00:08:38.160 --> 00:08:42.120]  耶和華怎樣去回應他們的祈禱呢?
[00:08:42.120 --> 00:08:43.680]  整個說話臨到耶利米
[00:08:43.680 --> 00:08:45.920]  耶利米就毫不隱瞞地
[00:08:45.920 --> 00:08:50.200]  一五一十地告訴這些猶太人
[00:08:50.200 --> 00:08:55.160]  在他的話裡好像給了這些猶太人有兩個選擇
[00:08:55.160 --> 00:08:59.240]  一個是留在本地
[00:08:59.240 --> 00:09:02.120]  神說如果你留在本地的時候
[00:09:02.120 --> 00:09:06.000]  你們就會被建立 被栽植
[00:09:06.000 --> 00:09:07.360]  什麼意思呢?
[00:09:07.360 --> 00:09:09.680]  意思就是說會重建家園
[00:09:09.680 --> 00:09:12.360]  過一些安穩的生活
[00:09:12.360 --> 00:09:13.560]  不單止如此
[00:09:13.560 --> 00:09:17.400]  上帝還說他會向百姓施憐憫
[00:09:17.400 --> 00:09:18.400]  是透過什麼呢?
[00:09:18.400 --> 00:09:22.080]  是透過使王去施憐憫
[00:09:22.080 --> 00:09:23.600]  這句是什麼意思呢?
[00:09:23.600 --> 00:09:26.360]  會不會是特赦他們的伴侶?
[00:09:26.360 --> 00:09:28.400]  會不會是施行一些仁政
[00:09:28.400 --> 00:09:32.320]  使他們可以安心地在當中生活?
[00:09:32.320 --> 00:09:36.560]  第二個選擇很明顯是移民去埃及
[00:09:36.560 --> 00:09:39.720]  當你移民去埃及的時候會有什麼事情發生呢?
[00:09:39.720 --> 00:09:41.840]  經文都說得非常清楚
[00:09:41.840 --> 00:09:46.760]  就是戰亂和饑荒會因為這些漁民的緣故
[00:09:46.760 --> 00:09:49.080]  而發生在埃及地
[00:09:49.080 --> 00:09:52.760]  還有第二個更加恐怖的就是
[00:09:52.760 --> 00:09:59.000]  這班移民去埃及的人將會全然滅亡
[00:09:59.000 --> 00:09:59.960]  在這段訊息裏面
[00:09:59.960 --> 00:10:02.960]  我們看到一個非常強烈的訊息就是
[00:10:02.960 --> 00:10:07.600]  耶和華掌權
[00:10:07.600 --> 00:10:10.200]  耶和華在王的心中去掌權
[00:10:10.200 --> 00:10:13.240]  他可以改變巴比倫王殘暴的本性
[00:10:13.240 --> 00:10:18.320]  按照他的旨意向這班猶太人施憐憫
[00:10:18.320 --> 00:10:19.680]  第二方面
[00:10:19.680 --> 00:10:24.600]  耶和華同樣可以在環境 政局 歷史當中去掌權
[00:10:24.600 --> 00:10:27.760]  本來平順安穩的埃及
[00:10:27.760 --> 00:10:34.720]  可以因著耶和華的旨意而變得動亂不安
[00:10:34.720 --> 00:10:37.840]  耶和華的說話非常清楚地告訴百姓
[00:10:37.840 --> 00:10:40.360]  百姓不需要因為殘暴的王
[00:10:40.360 --> 00:10:42.480]  和惡劣的環境而害怕
[00:10:42.480 --> 00:10:44.920]  因為耶和華應許了什麼
[00:10:44.920 --> 00:10:47.320]  中間最大的那幾個字是什麼
[00:10:47.320 --> 00:10:50.000]  「我與你們同在」
[00:10:50.000 --> 00:10:54.160]  神要與這班百姓同在
[00:10:54.160 --> 00:10:58.760]  耶和華要這班猶太百姓去依靠這位同在的神
[00:10:58.760 --> 00:11:00.680]  這位以馬來的神
[00:11:00.680 --> 00:11:07.840]  去來整個環境帶給他們的恐懼和驚慌
[00:11:07.840 --> 00:11:10.000]  如果你是當時的猶太人
[00:11:10.000 --> 00:11:11.360]  你會怎樣選擇呢
[00:11:11.360 --> 00:11:14.880]  你會作出一個怎樣的選擇呢
[00:11:14.880 --> 00:11:16.680]  神是掌權的
[00:11:16.680 --> 00:11:19.160]  神要與祂的百姓同在
[00:11:19.160 --> 00:11:22.440]  其實神的心意就是要他們留在猶大地
[00:11:22.440 --> 00:11:24.840]  這是耶和華的宣告
[00:11:24.840 --> 00:11:27.160]  但是這班百姓會不會相信呢
[00:11:27.160 --> 00:11:29.360]  接著我們去第三個問題
[00:11:29.360 --> 00:11:32.320]  這班猶太百姓的回應是怎樣
[00:11:32.320 --> 00:11:35.400]  首先我們看看耶利米跟著的預言
[00:11:35.400 --> 00:11:38.800]  其實還未等這班猶太百姓回應的時間
[00:11:38.800 --> 00:11:44.560]  上帝就藉著耶利米繼續講這番預言
[00:11:44.560 --> 00:11:48.800]  首先神點出了他們來尋求耶和華的旨意
[00:11:48.800 --> 00:11:52.120]  其實是行詭詐自害
[00:11:52.120 --> 00:11:56.320]  他們假裝見勤來尋求神的旨意
[00:11:56.320 --> 00:11:57.640]  口口聲聲地說
[00:11:57.640 --> 00:12:00.920]  我們要問神我們前面的路要怎樣走
[00:12:00.920 --> 00:12:02.080]  但是聖經怎樣說呢
[00:12:02.080 --> 00:12:04.120]  最後有一節說
[00:12:04.120 --> 00:12:08.600]  「你們卻一樣沒有聽從」
[00:12:08.600 --> 00:12:10.720]  可以說「一樣都沒有」
[00:12:10.720 --> 00:12:13.120]  「一點都沒有聽」
[00:12:13.120 --> 00:12:17.480]  這班百姓實質是將耶和華
[00:12:17.480 --> 00:12:21.080]  看作一個求福的神靈
[00:12:21.080 --> 00:12:23.960]  一個功利主義的偶像
[00:12:23.960 --> 00:12:26.560]  希望透過敬拜祂 尋問祂的意思
[00:12:26.560 --> 00:12:29.560]  來得到祂的祝福
[00:12:29.560 --> 00:12:34.240]  如果我們看四十二章第六節這裡說到
[00:12:34.240 --> 00:12:37.200]  在他們說向耶利米的說話裡
[00:12:37.200 --> 00:12:42.200]  他們三次說要聽從神的命令
[00:12:42.200 --> 00:12:43.640]  但最後他們說
[00:12:43.640 --> 00:12:47.480]  「我們聽從耶和華 我們神的話就可以得福」
[00:12:47.480 --> 00:12:48.560]  「就可以得福」
[00:12:48.560 --> 00:12:53.360]  這其實是他們內心的根本動機
[00:12:53.360 --> 00:12:54.920]  其實他們來尋問神之前
[00:12:54.920 --> 00:12:56.720]  已經有了他們的計劃
[00:12:56.720 --> 00:12:58.640]  就是要去埃及
[00:12:58.640 --> 00:13:00.400]  回到他們祖先曾經夢
[00:13:00.400 --> 00:13:03.440]  耶和華祝福的地方
[00:13:03.440 --> 00:13:06.040]  那時候神祝福雅各家
[00:13:06.040 --> 00:13:09.000]  使得雅各家去到埃及地這個地方
[00:13:09.000 --> 00:13:11.800]  去到的時候他們只不過是七十個男丁
[00:13:11.800 --> 00:13:16.440]  但後面慢慢發展到上百萬的民族
[00:13:16.440 --> 00:13:19.160]  如今對這班猶太漁民
[00:13:19.160 --> 00:13:23.080]  他們想 如果去埃及地這個地方
[00:13:23.080 --> 00:13:25.920]  真是他們沒有選擇的其中一個選擇
[00:13:25.920 --> 00:13:28.800]  或者沒有選擇的唯一一個選擇的話
[00:13:28.800 --> 00:13:31.520]  他們同樣希望這位神
[00:13:31.520 --> 00:13:35.840]  在埃及去祝福他們
[00:13:35.840 --> 00:13:41.440]  他們把耶和華看作一個偶像來敬拜和尋問
[00:13:41.440 --> 00:13:43.000]  當然是大錯特錯
[00:13:43.000 --> 00:13:45.520]  耶和華不是這樣的神
[00:13:45.520 --> 00:13:50.760]  耶和華是一位要在百姓心中掌權的神
[00:13:50.760 --> 00:13:52.240]  作為他的百姓
[00:13:52.240 --> 00:13:54.720]  只有順服他的旨意
[00:13:54.720 --> 00:13:59.640]  才能夠真正經歷到上帝的同在和祝福
[00:13:59.640 --> 00:14:01.480]  我們一定很好奇
[00:14:01.480 --> 00:14:06.400]  到底這班猶太百姓真正的回覆是什麼
[00:14:06.400 --> 00:14:11.400]  我們看43章的時候就發覺他們真是有回應了
[00:14:11.400 --> 00:14:13.240]  這段回應我們今天沒有讀經文
[00:14:13.240 --> 00:14:15.240]  我們現在讀第二節 好不好
[00:14:15.240 --> 00:14:16.440]  1 2 3
[00:14:31.480 --> 00:14:39.040]  (天主教的關於基督徒的說話)
[00:14:39.040 --> 00:14:41.280]  百姓很辛苦地等了十天
[00:14:41.280 --> 00:14:42.800]  這十天一點都不容易等
[00:14:42.800 --> 00:14:50.160]  因為他們害怕巴比倫王隨時派軍隊殺到去清洗他們
[00:14:50.160 --> 00:14:52.640]  等了十天之後終於聽到耶利米
[00:14:52.640 --> 00:14:55.440]  帶著整個說話在他們當中
[00:14:55.440 --> 00:14:59.160]  但是這個回應完全出於他們的預期
[00:14:59.160 --> 00:15:01.360]  不單止聽不到任何的祝福
[00:15:01.360 --> 00:15:04.440]  而且還警告他們如果去到埃及的話
[00:15:04.440 --> 00:15:08.280]  必定會受到一個滅絕的災禍
[00:15:08.280 --> 00:15:12.960]  那班領袖立刻大發雷霆
[00:15:12.960 --> 00:15:15.040]  差點就拍枱轉身離開
[00:15:15.040 --> 00:15:17.840]  他指責耶利米是一個大話精
[00:15:17.840 --> 00:15:18.840]  你講大話
[00:15:18.840 --> 00:15:21.560]  神根本沒有差派你來講這些說話
[00:15:21.560 --> 00:15:25.440]  你的說話不代表神的說話
[00:15:25.440 --> 00:15:26.440]  結果是什麼呢
[00:15:26.440 --> 00:15:28.840]  這班百姓就選擇了自己的道路
[00:15:28.840 --> 00:15:34.600]  去了埃及 依靠他們以為可以依靠的埃及
[00:15:34.600 --> 00:15:38.280]  這裏再次印證了他們之前的求問
[00:15:38.280 --> 00:15:41.960]  並非是出於真心實意
[00:15:41.960 --> 00:15:44.040]  歷史告訴我們 神在掌權
[00:15:44.040 --> 00:15:46.520]  整個說話一句沒有落空
[00:15:46.520 --> 00:15:49.800]  在主持568年
[00:15:49.800 --> 00:15:53.160]  巴比倫攻陷了埃及
[00:15:53.160 --> 00:15:59.640]  爭戰和毀滅臨到這班猶太漁民身上
[00:15:59.640 --> 00:16:01.200]  在今日的經文裏面
[00:16:01.200 --> 00:16:03.400]  我們知道神在掌權
[00:16:03.400 --> 00:16:04.640]  我們有三方面的學習
[00:16:04.640 --> 00:16:05.920]  第一方面
[00:16:05.920 --> 00:16:10.880]  我們要學習真心實意地尋求神的旨意
[00:16:10.880 --> 00:16:12.880]  不要假意敬虔
[00:16:12.880 --> 00:16:13.800]  作為神的子女
[00:16:13.800 --> 00:16:16.360]  我們去尋求方向的時候
[00:16:16.360 --> 00:16:17.080]  有很多方面
[00:16:17.080 --> 00:16:19.240]  譬如在大學裏面我們讀什麼專業
[00:16:19.240 --> 00:16:21.040]  怎樣選擇男女朋友
[00:16:21.040 --> 00:16:23.000]  哪份工作適合我呢
[00:16:23.000 --> 00:16:25.080]  在哪個城市裏面生活
[00:16:25.080 --> 00:16:29.160]  到底現在要不要移民呢
[00:16:29.160 --> 00:16:31.520]  有時候我們真的要真心問一下自己
[00:16:31.520 --> 00:16:35.000]  很多時候我們尋求神的心意的時候
[00:16:35.000 --> 00:16:38.600]  就好像這班猶太漁民
[00:16:38.600 --> 00:16:42.160]  我們是先為了自己選擇了一個答案
[00:16:42.160 --> 00:16:45.880]  然後才來到神的面前問祂的意思
[00:16:45.880 --> 00:16:49.880]  其實是希望得到神確認我們的選擇
[00:16:49.880 --> 00:16:52.640]  而且祝福我們的選擇
[00:16:52.640 --> 00:16:54.520]  很多時候我們口口聲聲
[00:16:54.520 --> 00:16:56.720]  說要尋求神的旨意
[00:16:56.720 --> 00:17:02.000]  其實是要定義選擇自己想要的
[00:17:02.000 --> 00:17:04.040]  神對他們來說
[00:17:04.040 --> 00:17:08.800]  就好像一個良心上的橡皮圖章
[00:17:08.800 --> 00:17:11.400]  滿足他們形式上的遵行
[00:17:11.400 --> 00:17:14.440]  好讓他們實際上繼續安心地
[00:17:14.440 --> 00:17:16.880]  走自己的道路
[00:17:16.880 --> 00:17:21.600]  如果神的旨意和他們所期盼的不一樣的時候
[00:17:21.600 --> 00:17:24.840]  他們就拒絕神 抵擋神
[00:17:24.840 --> 00:17:26.760]  其實背後的真相
[00:17:26.760 --> 00:17:31.000]  就是我自己要做主
[00:17:31.000 --> 00:17:34.240]  如果我們真心相信耶和華掌權的時候
[00:17:34.240 --> 00:17:35.960]  我們就真的要學習
[00:17:35.960 --> 00:17:38.560]  完全地放下自己的主權
[00:17:38.560 --> 00:17:42.920]  真心實意地去尋求耶和華的心意
[00:17:42.920 --> 00:17:44.440]  第二方面的學習
[00:17:44.440 --> 00:17:46.240]  如果神是掌權的
[00:17:46.240 --> 00:17:49.080]  我們要學習依靠各位同在的主義
[00:17:49.080 --> 00:17:53.840]  馬來西亞的主義來勝過環境帶給我們的恐懼
[00:17:53.840 --> 00:17:56.560]  我們要的是神的同在
[00:17:56.560 --> 00:17:59.640]  不是單單要祂的祝福
[00:17:59.640 --> 00:18:04.520]  經文裡說到猶太的漁民非常害怕殘暴的巴比倫王
[00:18:04.520 --> 00:18:08.600]  他害怕一些戰亂和饑荒
[00:18:08.600 --> 00:18:10.880]  在香港這個環境裡
[00:18:10.880 --> 00:18:12.920]  我們有沒有懼怕呢?
[00:18:12.920 --> 00:18:17.080]  我們到底擔心失去些什麼呢?
[00:18:17.080 --> 00:18:21.800]  我們擔心失去平順安穩的環境
[00:18:21.800 --> 00:18:25.720]  還是擔心失去神的同在?
[00:18:25.720 --> 00:18:28.040]  這段經文提醒我
[00:18:28.040 --> 00:18:30.160]  很多時候
[00:18:30.160 --> 00:18:39.040]  恐懼其實是來自於我們對未來處境過份悲哀的估計
[00:18:39.040 --> 00:18:44.720]  這種估計使我們同時忘記了神是掌權的
[00:18:44.720 --> 00:18:50.960]  神依然可以在祂的手中做出一些轉機
[00:18:50.960 --> 00:18:52.240]  在這段經文裡提到
[00:18:52.240 --> 00:18:56.600]  耶和華說要使巴比倫王發憐憫
[00:18:56.600 --> 00:19:01.880]  神可以用祂的方式改變獨裁者的施政
[00:19:01.880 --> 00:19:06.920]  製造恐懼是惡者魔鬼撒旦常用的技倆
[00:19:06.920 --> 00:19:10.320]  使我們失卻對神的信心
[00:19:10.320 --> 00:19:13.520]  忘記神是掌管時空和歷史的主
[00:19:13.520 --> 00:19:16.320]  不要為明天憂慮
[00:19:16.320 --> 00:19:19.400]  不要過份相信我們對環境的判斷
[00:19:19.400 --> 00:19:23.600]  和對未來的估計
[00:19:23.600 --> 00:19:26.320]  世人常說一句話
[00:19:26.320 --> 00:19:28.640]  世事難料
[00:19:28.640 --> 00:19:34.120]  想起一段我爸爸在文化大革命經歷的過程
[00:19:34.120 --> 00:19:38.120]  那時人口大遷移
[00:19:38.120 --> 00:19:40.640]  家裡的小朋友如果是城市的
[00:19:40.640 --> 00:19:45.160]  讀中學的要一半留在城市
[00:19:45.160 --> 00:19:46.720]  一半離開這個地方
[00:19:46.720 --> 00:19:48.480]  叫做一工一農
[00:19:48.480 --> 00:19:49.880]  可能大家沒聽過
[00:19:49.880 --> 00:19:51.520]  一半要留在城市裡
[00:19:51.520 --> 00:19:57.160]  一半就要派去鄉下或其他很遠的地方
[00:19:57.160 --> 00:19:58.800]  耕田 做農務
[00:19:58.800 --> 00:20:03.720]  甚至做軍事方面的建設等等
[00:20:03.720 --> 00:20:06.240]  如果是你作為小朋友的時候
[00:20:06.240 --> 00:20:12.920]  你希望留下還是去這些上山下鄉
[00:20:12.920 --> 00:20:15.240]  我爸爸就成為了當時
[00:20:15.240 --> 00:20:18.320]  好像挺幸運的其中一個
[00:20:18.320 --> 00:20:21.560]  他被安排了留在他原先的學校裡
[00:20:21.560 --> 00:20:25.800]  去教一些比較少的學生
[00:20:25.800 --> 00:20:28.800]  因為那時的老師都因為知識份子的緣故
[00:20:28.800 --> 00:20:30.520]  被不同程度的打壓
[00:20:30.520 --> 00:20:32.560]  根本沒辦法在學校裡教書
[00:20:32.560 --> 00:20:36.800]  所以在學校裡只不過是一些年長的師兄
[00:20:36.800 --> 00:20:40.560]  教一些年幼的學生
[00:20:40.560 --> 00:20:42.840]  他不需要上山下鄉
[00:20:42.840 --> 00:20:46.160]  但是最近我跟他一起分享的時候
[00:20:46.160 --> 00:20:48.840]  他講到其實這段經歷
[00:20:48.840 --> 00:20:55.280]  反而他覺得影響了他後半生的事業發展
[00:20:55.280 --> 00:20:57.480]  因為文革結束的時候
[00:20:57.480 --> 00:21:02.200]  很多下鄉的知青朋友
[00:21:02.200 --> 00:21:05.280]  回到原來這個城市裡面
[00:21:05.280 --> 00:21:07.640]  城市裡面百廢待興
[00:21:07.640 --> 00:21:11.480]  很多重要發展的工業 商業
[00:21:11.480 --> 00:21:16.240]  還有特別是一些很多政府的部門 機關 醫院
[00:21:16.240 --> 00:21:19.760]  都要重新恢復正常的運作
[00:21:19.760 --> 00:21:22.520]  很多這些曾經下鄉的知青
[00:21:22.520 --> 00:21:23.800]  一回來這裡的時候
[00:21:23.800 --> 00:21:27.720]  就被邀請到這些系統當中去工作
[00:21:27.720 --> 00:21:31.200]  譬如有些是進入公務員的架構裡面
