
[00:00:00.000 --> 00:00:05.160]  這個聖經裏面講到 啟示錄裏面有七個教會
[00:01:30.280 --> 00:01:33.340]  弟兄相愛當然我們可以包括姊妹
[00:01:33.340 --> 00:01:36.980]  當然這個名稱的來由是沒有姊妹的
[00:01:36.980 --> 00:01:38.980]  為甚麼呢 是因為兩兄弟
[00:01:38.980 --> 00:01:42.100]  兩兄弟 是皇帝來的 我都曾經提過
[00:01:42.100 --> 00:01:47.820]  哥哥就去了巡視 還是去打仗
[00:01:47.820 --> 00:01:52.400]  傳回來就說他死了 病死了
[00:01:52.400 --> 00:01:56.020]  所以人們就說一個國家不可以沒有皇帝
[00:01:56.020 --> 00:01:58.520]  所以就捧了個弟弟來做皇帝
[00:01:58.520 --> 00:02:00.920]  但是後來哥哥怎樣
[00:02:00.920 --> 00:02:04.020]  沒死 沒死回來怎樣
[00:02:04.020 --> 00:02:09.580]  回來這個弟弟很順利地將那個皇位給哥哥
[00:02:09.580 --> 00:02:11.700]  這個是很難得的 是不是
[00:02:11.700 --> 00:02:15.740]  他已經坐定了 但是他願意給皇位給哥哥
[00:02:15.740 --> 00:02:18.080]  所以人們就將這個城市
[00:02:18.080 --> 00:02:20.000]  本來不是叫做「菲拉鐵飛」的
[00:02:20.000 --> 00:02:23.860]  本來就將這個城市改了一個名 叫做「菲拉鐵飛」
[00:02:23.860 --> 00:02:26.120]  真是一個很美麗的名稱
[00:02:26.120 --> 00:02:28.380]  在第三章第七節裏面來說
[00:02:28.380 --> 00:02:31.900]  他說我要寫信給菲拉鐵飛教會的使者說
[00:02:31.900 --> 00:02:34.640]  那神聖的 真實的
[00:02:34.640 --> 00:02:37.000]  拿著大衛的約時
[00:02:37.000 --> 00:02:42.000]  開了就沒有人能關 關了就沒有人能開的幾人說
[00:02:42.000 --> 00:02:45.420]  說到這一點 我突然間有一個思考
[00:02:45.420 --> 00:02:49.220]  弟兄姊妹 菲拉鐵飛這個教會特別強調了一件事
[00:02:49.220 --> 00:02:51.880]  其實七個教會 每一個教會裏面
[00:02:51.880 --> 00:02:55.060]  都有主耶穌基督有一些教導給他
[00:02:55.060 --> 00:02:59.180]  這個也是我和大家去思考七教會的原因之一
[00:02:59.180 --> 00:03:02.620]  我們透過主耶穌基督向七個教會
[00:03:02.620 --> 00:03:06.360]  有辣有不辣 意思就是有好有不好
[00:03:06.360 --> 00:03:08.340]  第一個教會是甚麼 以分所教會
[00:03:08.340 --> 00:03:10.800]  失去了起初的愛心
[00:03:10.800 --> 00:03:12.020]  最後那個教會是甚麼
[00:03:12.020 --> 00:03:16.460]  就是老弟吉教會 不冷不熱 一頭一尾都不好的
[00:03:16.460 --> 00:03:18.040]  一頭一尾都不好的
[00:03:18.040 --> 00:03:21.960]  第二個教會是甚麼 善美娜教會 好不好
[00:03:21.960 --> 00:03:24.540]  好不好 善美娜教會 好不好
[00:03:24.540 --> 00:03:26.300]  好教會 為甚麼
[00:03:26.300 --> 00:03:29.140]  受苦 為甚麼 受苦就好教會
[00:03:29.140 --> 00:03:31.900]  因為他願意為主都受苦
[00:03:31.900 --> 00:03:34.000]  他願意為主耶穌基督
[00:03:34.000 --> 00:03:36.500]  甚至給世界去逼迫他
[00:03:36.500 --> 00:03:38.220]  給猶太人去逼迫他
[00:03:38.220 --> 00:03:39.940]  魔鬼撒旦去逼迫他
[00:03:39.940 --> 00:03:42.100]  他都仍然要堅守
[00:03:42.100 --> 00:03:44.740]  所以善美娜都是一個好教會
[00:03:44.740 --> 00:03:47.240]  最好教會不等於不會受苦
[00:03:47.240 --> 00:03:50.060]  同樣一個好的基督徒
[00:03:50.060 --> 00:03:52.840]  一樣可以是要受苦受逼迫的
[00:03:52.840 --> 00:03:55.520]  反正是應該會受苦受逼迫的
[00:03:55.520 --> 00:03:57.380]  因為耶穌都講
[00:03:57.380 --> 00:03:59.460]  聖經裏面都有講
[00:03:59.460 --> 00:04:00.300]  保羅都有講
[00:04:00.300 --> 00:04:02.620]  耶穌就說甚麼 你們在世上有苦難
[00:04:02.620 --> 00:04:03.900]  但我裏面有平安
[00:04:03.900 --> 00:04:04.900]  保羅講甚麼
[00:04:04.900 --> 00:04:07.820]  凡納至經乾到日的都要受很多苦楚
[00:04:07.820 --> 00:04:10.660]  所以千萬不要以為我信了耶穌
[00:04:10.660 --> 00:04:12.180]  為甚麼不是一帆風順
[00:04:12.180 --> 00:04:14.380]  事事都順利的嗎
[00:04:14.380 --> 00:04:17.140]  為甚麼不是出入就一定平安的嗎
[00:04:17.140 --> 00:04:19.180]  那些你去找黃大仙都可以
[00:04:19.180 --> 00:04:20.420]  或者
[00:04:20.420 --> 00:04:23.700]  但信耶穌沒有這個應許給我們的
[00:04:23.700 --> 00:04:24.940]  信耶穌應許是甚麼
[00:04:24.940 --> 00:04:26.220]  耶穌基督甚至會講甚麼
[00:04:26.220 --> 00:04:27.540]  殺你的身體
[00:04:27.540 --> 00:04:28.900]  不能夠殺你的靈魂的
[00:04:28.900 --> 00:04:30.060]  你不用怕他
[00:04:30.060 --> 00:04:31.060]  即是甚麼意思
[00:04:31.060 --> 00:04:33.380]  即是說信耶穌的人可以
[00:04:33.380 --> 00:04:35.780]  肉身身體都會受到傷害
[00:04:35.780 --> 00:04:36.940]  甚至都會被殺
[00:04:36.940 --> 00:04:42.940]  但是靈魂是沒有辦法可以從主耶穌的手裏面奪去
[00:04:42.940 --> 00:04:44.500]  這個教會一開始的時候
[00:04:44.500 --> 00:04:47.060]  你要寫信給菲拉鐵飛的教會使者說
[00:04:47.060 --> 00:04:48.980]  那神聖真實的
[00:04:48.980 --> 00:04:50.300]  這個神聖真實的
[00:04:50.300 --> 00:04:52.140]  是用來形容耶穌基督的
[00:04:52.140 --> 00:04:53.780]  我上一次都跟大家提過了
[00:04:53.780 --> 00:04:54.580]  或者不是上一次
[00:04:54.580 --> 00:04:57.420]  是第一次講到菲拉鐵飛教會的時候都跟大家提過了
[00:04:57.420 --> 00:04:58.020]  就是甚麼
[00:04:58.020 --> 00:05:01.180]  就是其實這個神聖真實的這兩個名稱
[00:05:01.180 --> 00:05:02.580]  這兩個形容詞
[00:05:02.580 --> 00:05:04.820]  是用來形容誰的
[00:05:04.820 --> 00:05:08.700]  原來在舊約裏面是形容耶和華神的
[00:05:08.700 --> 00:05:12.260]  這個就是我們信仰裏面一個很重要的信仰
[00:05:12.260 --> 00:05:12.940]  就是甚麼
[00:05:12.940 --> 00:05:16.380]  就是我們相信聖父、聖子、聖靈三為一體的神
[00:05:16.380 --> 00:05:18.780]  是其中一個很重要的支持
[00:05:18.780 --> 00:05:21.100]  用來形容耶和華神的形容
[00:05:21.100 --> 00:05:23.300]  用來形容在耶穌基督的身上
[00:05:23.300 --> 00:05:27.100]  這個形容除了形容耶和華神和耶穌基督身上的時候
[00:05:27.100 --> 00:05:31.900]  其他是沒有任何的活物可以接受到這個形容的
[00:05:31.900 --> 00:05:33.860]  所以要想一想它
[00:05:33.860 --> 00:05:34.940]  為甚麼會這樣呢
[00:05:34.940 --> 00:05:36.420]  這個只不過是
[00:05:36.420 --> 00:05:38.660]  One of many, many, many
[00:05:38.660 --> 00:05:41.340]  其中一節的聖經
[00:05:41.340 --> 00:05:43.580]  是這樣讓我們知道
[00:05:43.580 --> 00:05:46.740]  聖父、聖子、聖靈三為一體的神
[00:05:46.740 --> 00:05:48.420]  這裡還有一點就是
[00:05:48.420 --> 00:05:49.980]  他拿著一個大衛的鑰匙
[00:05:49.980 --> 00:05:51.420]  開了就沒有人能夠關
[00:05:51.420 --> 00:05:52.700]  關了就沒有人能夠開
[00:05:52.700 --> 00:05:54.020]  開甚麼呢
[00:05:54.020 --> 00:05:55.140]  開甚麼呢
[00:05:55.140 --> 00:05:57.820]  去到第三章第八節他就有講了
[00:05:57.820 --> 00:05:59.180]  「我知道祢的行為」
[00:05:59.180 --> 00:06:02.340]  「看吶,我在祢面前給祢們開的」
[00:06:02.340 --> 00:06:05.660]  「是沒有人能夠關的」
[00:06:05.660 --> 00:06:06.580]  開了甚麼呢
[00:06:06.580 --> 00:06:09.860]  「給祢面前躺開的門」
[00:06:09.860 --> 00:06:11.780]  是一對門來的
[00:06:11.780 --> 00:06:12.860]  在這裡
[00:06:12.860 --> 00:06:15.780]  弟兄姊妹很重要的一個訊息
[00:06:15.780 --> 00:06:17.380]  究竟這個門是甚麼意思呢
[00:06:17.380 --> 00:06:19.620]  開了甚麼門呢
[00:06:19.620 --> 00:06:22.100]  門有甚麼門開啊
[00:06:22.100 --> 00:06:24.180]  一般在地上我們當然說
[00:06:24.180 --> 00:06:25.540]  家裡那對門
[00:06:25.540 --> 00:06:27.060]  你無論入屋當然有對門的
[00:06:27.060 --> 00:06:29.540]  入房都有對門的
[00:06:29.540 --> 00:06:31.260]  但是除了這個門之外
[00:06:31.260 --> 00:06:34.260]  看來那個屬靈的意義是甚麼呢
[00:06:34.260 --> 00:06:35.580]  屬靈的意義是甚麼呢
[00:06:35.580 --> 00:06:37.980]  就是福音的門
[00:06:37.980 --> 00:06:39.300]  福音的門是甚麼意思呢
[00:06:39.300 --> 00:06:41.380]  就是說神容許這個教會
[00:06:41.380 --> 00:06:42.940]  打開一對門給他
[00:06:42.940 --> 00:06:45.340]  能夠可以全福音
[00:06:45.340 --> 00:06:46.860]  沒有關了這對門
[00:06:46.860 --> 00:06:49.060]  還有就是天國的門
[00:06:49.060 --> 00:06:50.340]  天國的門是甚麼意思呢
[00:06:50.340 --> 00:06:53.460]  就是說當人接受耶穌成為救主的時候
[00:06:53.460 --> 00:06:58.220]  他能夠進入到這個永恆的國度裏面
[00:06:58.220 --> 00:07:01.180]  我不相信有任何一個國家是沒有門的
[00:07:01.180 --> 00:07:02.100]  是不是
[00:07:02.100 --> 00:07:04.140]  我們雖然你說國家有門的
[00:07:04.140 --> 00:07:05.340]  中國對門在哪裏呢
[00:07:05.340 --> 00:07:05.820]  當然有了
[00:07:05.820 --> 00:07:07.580]  不過不是一對門給你看到
[00:07:07.580 --> 00:07:08.580]  意思就是說
[00:07:08.580 --> 00:07:10.940]  你能夠進入到去
[00:07:10.940 --> 00:07:13.820]  一定不是你隨隨便便出入的
[00:07:13.820 --> 00:07:14.300]  是不是
[00:07:14.300 --> 00:07:15.820]  可以隨隨便便出入的嗎
[00:07:15.820 --> 00:07:17.580]  當然不行
[00:07:17.580 --> 00:07:19.300]  但是這裏有一件事很重要的
[00:07:19.300 --> 00:07:20.140]  弟兄姊妹
[00:07:20.140 --> 00:07:22.780]  如果我們摸得到這個認識
[00:07:22.780 --> 00:07:25.220]  我們不能夠領受到這個認識
[00:07:25.220 --> 00:07:28.300]  我們是欠缺了一些東西的
[00:07:28.300 --> 00:07:29.980]  欠缺了甚麼東西
[00:07:29.980 --> 00:07:32.620]  這個正正就是應許給這個教會
[00:07:32.620 --> 00:07:34.380]  能夠有傳福音的門的教會
[00:07:34.380 --> 00:07:35.260]  它的名字叫甚麼
[00:07:35.260 --> 00:07:37.700]  叫做飛拉鐵飛
[00:07:37.700 --> 00:07:40.580]  牧師你講來講去都是飛拉鐵飛
[00:07:40.580 --> 00:07:42.220]  不講都記得是飛拉鐵飛
[00:07:42.220 --> 00:07:42.780]  弟兄姊妹
[00:07:42.780 --> 00:07:44.620]  但是飛拉鐵飛代表甚麼意思
[00:07:44.620 --> 00:07:46.460]  是弟兄相愛
[00:07:46.460 --> 00:07:48.460]  如果運用在教會來講
[00:07:48.460 --> 00:07:51.100]  是弟兄姊妹相愛
[00:07:51.100 --> 00:07:52.060]  如果我們的教會
[00:07:52.060 --> 00:07:55.500]  弟兄姊妹不彼此相愛的時候怎樣
[00:07:55.500 --> 00:07:59.180]  人家怎會覺得教會是神的家
[00:07:59.180 --> 00:08:00.460]  因為聖經講甚麼
[00:08:00.460 --> 00:08:05.060]  神是甚麼
[00:08:05.060 --> 00:08:06.780]  如果聽過我講喪禮的
[00:08:06.780 --> 00:08:09.380]  我每次都差不多講的
[00:08:09.380 --> 00:08:09.980]  神是甚麼
[00:08:09.980 --> 00:08:11.700]  神是愛
[00:08:11.700 --> 00:08:14.020]  聖經裏面四次講到神是甚麼
[00:08:14.020 --> 00:08:14.940]  神是愛
[00:08:14.940 --> 00:08:15.780]  神是剛
[00:08:15.780 --> 00:08:16.620]  神是烈火
[00:08:16.620 --> 00:08:18.900]  神是靈
[00:08:18.900 --> 00:08:20.740]  如果一個的教會
[00:08:20.740 --> 00:08:23.460]  弟兄姊妹不能夠彼此相愛的
[00:08:23.460 --> 00:08:25.900]  眾人就不能夠認出我們是耶穌的門徒
[00:08:25.900 --> 00:08:27.220]  是不是
[00:08:27.220 --> 00:08:27.940]  所以弟兄姊妹
[00:08:27.940 --> 00:08:29.900]  這件事我們要保持保守
[00:08:29.900 --> 00:08:32.020]  彼此相愛絕不容易
[00:08:32.020 --> 00:08:37.060]  因為你和其他人一定有分別
[00:08:37.060 --> 00:08:38.260]  其他人和你一定有分別
[00:08:38.260 --> 00:08:39.420]  對不對
[00:08:39.420 --> 00:08:40.820]  很多看法會不同
[00:08:40.820 --> 00:08:43.700]  很多做法會不同
[00:08:43.700 --> 00:08:45.260]  夫婦都是
[00:08:45.260 --> 00:08:48.660]  怎樣能夠叫夫婦可以三十年
[00:08:48.660 --> 00:08:49.980]  五十年
[00:08:49.980 --> 00:08:51.020]  七十年
[00:08:51.020 --> 00:08:53.660]  都能夠可以相愛
[00:08:53.660 --> 00:08:55.300]  你知不知道是甚麼
[00:08:55.300 --> 00:08:57.180]  一個字
[00:08:57.180 --> 00:08:58.020]  一個字
[00:08:58.020 --> 00:09:00.220]  先考考這個
[00:09:00.220 --> 00:09:00.900]  愛
[00:09:00.900 --> 00:09:03.340]  愛是甚麼
[00:09:03.340 --> 00:09:06.180]  愛是恆久忍耐
[00:09:06.180 --> 00:09:08.060]  是不是
[00:09:08.060 --> 00:09:09.260]  愛是恆久忍耐
[00:09:09.260 --> 00:09:11.260]  對不對
[00:09:11.260 --> 00:09:15.860]  你試一下不忍
[00:09:15.860 --> 00:09:16.780]  你試一下不忍
[00:09:16.780 --> 00:09:17.660]  還要
[00:09:17.660 --> 00:09:18.820]  通常是要
[00:09:18.820 --> 00:09:21.100]  誰忍誰
[00:09:21.100 --> 00:09:22.380]  是嗎
[00:09:22.380 --> 00:09:24.540]  誰忍誰
[00:09:24.540 --> 00:09:26.340]  你自己想吧
[00:09:26.340 --> 00:09:28.700]  會笑即是知道有答案
[00:09:28.700 --> 00:09:30.100]  會笑即是知道有答案
[00:09:30.100 --> 00:09:32.100]  不過有時事情又不能這樣絕對
[00:09:32.100 --> 00:09:33.220]  對不對
[00:09:33.220 --> 00:09:34.660]  我聽見有些人跟我說
[00:09:34.660 --> 00:09:35.540]  不是有些
[00:09:35.540 --> 00:09:36.340]  有人跟我說
[00:09:36.340 --> 00:09:38.060]  我忍了你很久了
[00:09:38.060 --> 00:09:40.220]  是不是
[00:09:40.220 --> 00:09:41.060]  就是這樣
[00:09:41.060 --> 00:09:41.940]  所以這個很重要
[00:09:41.940 --> 00:09:43.580]  弟兄姊妹
[00:09:43.580 --> 00:09:44.980]  飛拉鐵飛這個教會
[00:09:44.980 --> 00:09:46.620]  最記得一件事是甚麼
[00:09:46.620 --> 00:09:47.940]  就是這個教會
[00:09:47.940 --> 00:09:50.020]  就是弟兄相愛
[00:09:50.020 --> 00:09:51.780]  一個弟兄相愛的教會
[00:09:51.780 --> 00:09:54.660]  主耶穌基督就會將那扇門打開
[00:09:54.660 --> 00:09:55.620]  你傳福音
[00:09:55.620 --> 00:09:57.300]  做我的燈台
[00:09:57.300 --> 00:09:59.460]  打開了沒有人能夠關
[00:09:59.460 --> 00:10:00.980]  厲不厲害
[00:10:00.980 --> 00:10:02.380]  打開了沒有人能夠關
[00:10:02.380 --> 00:10:05.860]  一個教會要能夠成為真正傳福音的教會
[00:10:05.860 --> 00:10:09.900]  這個是一個很重要很重要的essence來的
[00:10:09.900 --> 00:10:12.140]  很重要很重要的essence
[00:10:12.140 --> 00:10:12.940]  都不知道是甚麼
[00:10:12.940 --> 00:10:14.020]  中文譯做甚麼
[00:10:14.020 --> 00:10:15.620]  如果是白蘭氏雞精
[00:10:15.620 --> 00:10:16.540]  就叫雞精
[00:10:16.540 --> 00:10:17.620]  chicken essence
[00:10:17.620 --> 00:10:18.460]  大家知不知道
[00:10:18.460 --> 00:10:20.940]  白蘭氏雞精叫chicken essence
[00:10:20.940 --> 00:10:23.820]  即是說它最好的東西
[00:10:23.820 --> 00:10:25.460]  所以你繼續看這個經文裏面
[00:10:25.460 --> 00:10:26.260]  弟兄姊妹
[00:10:26.260 --> 00:10:29.300]  在這個給了大家
[00:10:29.300 --> 00:10:31.540]  有幾節的聖經
[00:10:31.540 --> 00:10:33.100]  哥倫多前書16章第9節
[00:10:33.100 --> 00:10:36.300]  因為又寬又大
[00:10:36.300 --> 00:10:38.380]  又寬又大
[00:10:38.380 --> 00:10:40.660]  又有效的門為我開了
[00:10:40.660 --> 00:10:42.700]  雖然反對的人也多
[00:10:42.700 --> 00:10:44.660]  哥倫多前書是保羅講到
[00:10:44.660 --> 00:10:46.900]  有很寬大的門
[00:10:46.900 --> 00:10:49.020]  是有效的門為我開了出來
[00:10:49.020 --> 00:10:50.460]  但是有人反對的
[00:10:50.460 --> 00:10:51.380]  所以不要說
[00:10:51.380 --> 00:10:53.740]  嘩 神都開了門給你
[00:10:53.740 --> 00:10:55.980]  那當然是很成功 不是的
[00:10:55.980 --> 00:10:57.860]  神都開了門給我們
[00:10:57.860 --> 00:10:59.140]  聖經就是這麼特別
[00:10:59.140 --> 00:11:01.620]  好像一個很paradoxical這樣
[00:11:01.620 --> 00:11:03.740]  是神做還是人去做呢
[00:11:03.740 --> 00:11:04.940]  你試一下
[00:11:04.940 --> 00:11:07.220]  有一句說話很重要的
[00:11:07.220 --> 00:11:10.580]  是奧古斯丁這個真是勁的思想家
[00:11:10.580 --> 00:11:12.500]  無論天主教 基督教的人
[00:11:12.500 --> 00:11:15.100]  都以他為他們的神學家
[00:11:15.100 --> 00:11:15.580]  當然了
[00:11:15.580 --> 00:11:17.180]  好東西的人當然是每個人都爭
[00:11:17.180 --> 00:11:18.100]  對不對
[00:11:18.100 --> 00:11:19.860]  你看看孫中山先生
[00:11:19.860 --> 00:11:25.300]  是不是共產黨也認他為國父的
[00:11:25.300 --> 00:11:28.140]  國民黨認不認他為國父
[00:11:28.140 --> 00:11:28.860]  是啊
[00:11:28.860 --> 00:11:29.620]  好東西嘛
[00:11:29.620 --> 00:11:31.060]  好東西當然是兩邊都爭
[00:11:31.060 --> 00:11:33.380]  你試一下不好的有沒有人爭
[00:11:33.380 --> 00:11:37.260]  奧古斯丁曾經講過一句很偉大的說話
[00:11:37.260 --> 00:11:39.980]  也是很難理解的說話
[00:11:39.980 --> 00:11:41.500]  但是很簡單的說話
[00:11:41.500 --> 00:11:43.300]  這些就厲害了
[00:11:43.300 --> 00:11:43.940]  他說什麼
[00:11:43.940 --> 00:11:45.380]  他說當你要祈禱的時候
[00:11:45.380 --> 00:11:46.340]  就去祈禱
[00:11:46.340 --> 00:11:48.580]  好像是神去做事那樣
[00:11:48.580 --> 00:11:52.220]  pray as if it all depends on God
[00:11:52.220 --> 00:11:53.340]  當你祈禱的時候
[00:11:53.340 --> 00:11:54.260]  就as if
[00:11:54.260 --> 00:11:56.300]  好像是all depends on God
[00:11:56.300 --> 00:11:58.260]  所以我要祈禱
[00:11:58.260 --> 00:11:59.220]  是不是
[00:11:59.220 --> 00:12:01.340]  但是接著他說後面那句
[00:12:01.340 --> 00:12:05.220]  work as if it all depends on you
[00:12:05.220 --> 00:12:05.900]  你要做
[00:12:05.900 --> 00:12:09.380]  做到好像只是靠你去做
[00:12:09.380 --> 00:12:11.980]  就是說我們用心讀聖經
[00:12:11.980 --> 00:12:13.940]  當我們讀聖經的時候怎麼讀
[00:12:13.940 --> 00:12:14.940]  就拿著一本聖經讀
[00:12:14.940 --> 00:12:16.100]  是不是就是這樣想說的
[00:12:16.100 --> 00:12:17.380]  拿著一本聖經讀
[00:12:17.380 --> 00:12:19.660]  拿著一本聖經讀明不明白
[00:12:19.660 --> 00:12:21.100]  明不明白
[00:12:21.100 --> 00:12:22.780]  當然不明白了
[00:12:22.780 --> 00:12:23.660]  兩千年前
[00:12:23.660 --> 00:12:24.380]  三千年前
[00:12:24.380 --> 00:12:25.060]  四千年前
[00:12:25.060 --> 00:12:27.220]  五千年前寫的東西會明白嗎
[00:12:27.220 --> 00:12:28.180]  很多東西不明白
[00:12:28.180 --> 00:12:30.060]  所以就要去study去研究
[00:12:30.060 --> 00:12:31.020]  去跟希伯來文
[00:12:31.020 --> 00:12:31.860]  希列文
[00:12:31.860 --> 00:12:35.300]  再找很多那些歷代的神學家
[00:12:35.300 --> 00:12:36.700]  解經家
[00:12:36.700 --> 00:12:40.340]  去參考他們各方面的解釋
[00:12:40.340 --> 00:12:43.500]  是不是要我們去好好研究
[00:12:43.500 --> 00:12:45.060]  所以是study
[00:12:45.060 --> 00:12:47.900]  as if it all depends on you
[00:12:47.900 --> 00:12:50.660]  但是我好心知道一件事
[00:12:50.660 --> 00:12:52.740]  所以當我讀聖經的時候
[00:12:52.740 --> 00:12:56.180]  我往往就會用那一節
[00:12:56.180 --> 00:12:58.860]  詩篇119篇
[00:12:58.860 --> 00:13:01.220]  應該就是33、34節
[00:13:01.220 --> 00:13:05.140]  他說耶和華求祢將祢的律例指教我
[00:13:05.140 --> 00:13:06.260]  我必遵守到底
[00:13:06.260 --> 00:13:07.220]  求祢賜我五聖
[00:13:07.220 --> 00:13:08.660]  我便遵守祢的律法
[00:13:08.660 --> 00:13:10.660]  且要一心遵守
[00:13:10.660 --> 00:13:11.340]  我說什麼
[00:13:11.340 --> 00:13:14.020]  耶和華求祢將祢的律法指教我
[00:13:14.020 --> 00:13:14.860]  是不是
[00:13:14.860 --> 00:13:17.260]  不是說我以為我自己拿幾本參考書
[00:13:17.260 --> 00:13:18.020]  拿希伯來文
[00:13:18.020 --> 00:13:18.780]  希列文
[00:13:18.780 --> 00:13:21.940]  這樣研究就一定能夠通考明白
[00:13:21.940 --> 00:13:23.180]  不是
[00:13:23.180 --> 00:13:26.420]  是要神去開我眼睛
[00:13:26.420 --> 00:13:28.620]  讓我能夠看見律法書的奇妙
[00:13:28.620 --> 00:13:30.540]  是不是聖經說的這句話
[00:13:30.540 --> 00:13:32.460]  他說耶和華求祢開我眼睛
[00:13:32.460 --> 00:13:36.100]  讓我能夠看見律法書的奇妙
[00:13:36.100 --> 00:13:38.620]  所以斐拉帖斐拉教會打開了門給他
[00:13:38.620 --> 00:13:40.100]  哥伯特後書2章12節
[00:13:40.100 --> 00:13:42.180]  我從前為基督的福音
[00:13:42.180 --> 00:13:46.100]  到達了特羅亞主給我開了門
[00:13:46.100 --> 00:13:47.180]  開了門
[00:13:47.180 --> 00:13:47.940]  他去到
[00:13:47.940 --> 00:13:49.580]  保羅已經很努力了
[00:13:49.580 --> 00:13:50.540]  他沒有死的
[00:13:50.540 --> 00:13:52.780]  去到全福音
[00:13:52.780 --> 00:13:54.700]  一次、兩次、三次、四次
[00:13:54.700 --> 00:13:56.300]  周圍去全福音
[00:13:56.300 --> 00:13:57.940]  到了地步他被抓去坐牢
[00:13:57.940 --> 00:13:59.900]  結果沒有辦法再動了
[00:13:59.900 --> 00:14:00.980]  但是他都說
[00:14:00.980 --> 00:14:02.260]  他去還他去
[00:14:02.260 --> 00:14:05.900]  但是他知道是主給他開了這扇門
[00:14:05.900 --> 00:14:07.460]  在哥羅西書4章第三節
[00:14:07.460 --> 00:14:10.020]  同時也要為我們祈禱
[00:14:10.020 --> 00:14:12.340]  求神給我們開傳道的門
[00:14:12.340 --> 00:14:15.020]  能宣講基督的奧秘
[00:14:15.020 --> 00:14:16.980]  弟兄姊妹我再提醒一件事
[00:14:16.980 --> 00:14:19.660]  彼此的提醒
[00:14:19.660 --> 00:14:20.540]  不是只是說
[00:14:20.540 --> 00:14:22.340]  神啊祢開了門給我
[00:14:22.340 --> 00:14:25.100]  神啊祢讓我能夠懂得怎樣去傳福音
[00:14:25.100 --> 00:14:26.380]  神啊祢讓我知道
[00:14:26.380 --> 00:14:28.260]  能夠明白什麼叫做救恩
[00:14:28.260 --> 00:14:30.460]  能夠可以傳講這個傳避的救恩
[00:14:30.460 --> 00:14:33.700]  讓我能夠有對答的智慧
[00:14:33.700 --> 00:14:35.500]  能夠可以有些人問問題
[00:14:35.500 --> 00:14:37.500]  我懂得回答他
[00:14:37.500 --> 00:14:38.380]  不只是這樣
[00:14:38.380 --> 00:14:39.340]  弟兄姊妹
[00:14:39.340 --> 00:14:41.100]  這是神做了的那部分
[00:14:41.100 --> 00:14:43.140]  是我們自己做不到的
[00:14:43.140 --> 00:14:44.980]  但是有一件事是我們可以做得到的
[00:14:44.980 --> 00:14:45.860]  是什麼呢?
[00:14:45.860 --> 00:14:48.180]  就是我們要去
[00:14:48.180 --> 00:14:51.500]  要去遵行神的說話
[00:14:51.500 --> 00:14:53.940]  而遵行神的說話裡面的一個最基礎
[00:14:53.940 --> 00:14:55.300]  最基本的是什麼呢?
[00:14:55.300 --> 00:14:59.140]  就是弟兄姊妹彼此相愛的心
[00:14:59.140 --> 00:15:00.380]  是不是?
[00:15:00.380 --> 00:15:01.980]  如果我們自己都不彼此相愛
[00:15:01.980 --> 00:15:02.940]  接著告訴別人
[00:15:02.940 --> 00:15:04.820]  多好啊信耶穌
[00:15:04.820 --> 00:15:06.580]  我們的神是愛來的
