
[00:00:00.000 --> 00:00:02.000]  不知道大家有沒有看過這部電影
[00:03:15.000 --> 00:03:18.000]  甚至可以幫你做一些調整
[00:03:18.000 --> 00:03:20.000]  甚至這裡說到2040年的時候
[00:03:20.000 --> 00:03:22.000]  有人會預測有一種假想
[00:03:22.000 --> 00:03:25.000]  就是說可以將你裡面一些負面的記憶
[00:03:25.000 --> 00:03:27.000]  完全按一個按鈕
[00:03:27.000 --> 00:03:30.000]  怎樣呀 刪除掉它
[00:03:30.000 --> 00:03:32.000]  嘩 好正呀
[00:03:32.000 --> 00:03:34.000]  那些負面的東西全都忘記了
[00:03:34.000 --> 00:03:36.000]  全部都開心的
[00:03:36.000 --> 00:03:37.000]  我不知道會怎樣
[00:03:37.000 --> 00:03:41.000]  不過回到現在這個現世的情況
[00:03:41.000 --> 00:03:45.000]  面對現在這麼多紛亂的事情
[00:03:45.000 --> 00:03:47.000]  在社會的環境裡面
[00:03:47.000 --> 00:03:49.000]  我們難免都會接觸一些
[00:03:49.000 --> 00:03:54.000]  讓我們難過的一些資訊 圖畫 影片
[00:03:54.000 --> 00:03:58.000]  甚至我們都會親身經歷一些事情
[00:03:58.000 --> 00:04:01.000]  這些內容會不會在我們的腦裡面
[00:04:01.000 --> 00:04:04.000]  形成一些很傷痛的記憶
[00:04:04.000 --> 00:04:07.000]  這些記憶不單止這一刻在影響我們
[00:04:07.000 --> 00:04:08.000]  在將來的日子
[00:04:08.000 --> 00:04:12.000]  會不會都可能帶來一些後遺症
[00:04:12.000 --> 00:04:14.000]  我們怎樣去面對呢
[00:04:14.000 --> 00:04:16.000]  希望透過今天的經文
[00:04:16.000 --> 00:04:18.000]  我們在信仰裡面找到一個出路
[00:04:18.000 --> 00:04:20.000]  讓這些傷痕的記憶
[00:04:20.000 --> 00:04:22.000]  能夠在神的裡面
[00:04:22.000 --> 00:04:25.000]  有機會得以醫治
[00:04:25.000 --> 00:04:27.000]  今天的經文是講到以賽亞書
[00:04:27.000 --> 00:04:29.000]  42章的經文
[00:04:29.000 --> 00:04:31.000]  以賽亞書是一個大先知的書信
[00:04:31.000 --> 00:04:33.000]  我們知道舊約裡面
[00:04:33.000 --> 00:04:35.000]  大小先知書裡面都很多
[00:04:35.000 --> 00:04:37.000]  關於尼塞亞的預言
[00:04:37.000 --> 00:04:38.000]  同樣道理
[00:04:38.000 --> 00:04:40.000]  以賽亞書是一個
[00:04:40.000 --> 00:04:43.000]  很多講到尼塞亞的一個信息
[00:04:43.000 --> 00:04:46.000]  以賽亞書甚至被人稱為
[00:04:46.000 --> 00:04:50.000]  是舊約書當中的一個福音書
[00:04:50.000 --> 00:04:53.000]  因為很多地方都講到尼塞亞
[00:04:53.000 --> 00:04:55.000]  在42章之後
[00:04:55.000 --> 00:04:57.000]  總共有4首的僕人之歌
[00:04:57.000 --> 00:04:59.000]  我們知道這個僕人就是指尼塞亞
[00:04:59.000 --> 00:05:01.000]  而新約聖經裡面
[00:05:01.000 --> 00:05:04.000]  講到基督這個詞
[00:05:04.000 --> 00:05:08.000]  在希伯來文的發音就是尼塞亞
[00:05:08.000 --> 00:05:10.000]  意思就是尼塞亞
[00:05:10.000 --> 00:05:12.000]  所以同等的意思
[00:05:12.000 --> 00:05:14.000]  尼塞亞就是基督
[00:05:14.000 --> 00:05:17.000]  今天的經文是在馬太福音裡面
[00:05:17.000 --> 00:05:19.000]  被引用的
[00:05:19.000 --> 00:05:20.000]  當然我們知道
[00:05:20.000 --> 00:05:22.000]  剛才講到的僕人之歌
[00:05:22.000 --> 00:05:24.000]  都常常在新約聖經裡面
[00:05:24.000 --> 00:05:25.000]  經常被引用
[00:05:25.000 --> 00:05:28.000]  以至於去指向那位尼塞亞
[00:05:28.000 --> 00:05:30.000]  馬太福音12章裡面
[00:05:30.000 --> 00:05:33.000]  講到耶穌的服事過程當中
[00:05:33.000 --> 00:05:36.000]  得罪了一些法律錯人
[00:05:36.000 --> 00:05:39.000]  他們商議怎樣去除掉耶穌的時候
[00:05:39.000 --> 00:05:42.000]  耶穌的回應就是說
[00:05:42.000 --> 00:05:44.000]  祂繼續醫治人
[00:05:44.000 --> 00:05:45.000]  不過叫那些百姓
[00:05:45.000 --> 00:05:48.000]  不要去為祂傳明
[00:05:48.000 --> 00:05:50.000]  然後聖經的作者就說
[00:05:50.000 --> 00:05:52.000]  應驗了尼塞亞的說話
[00:05:52.000 --> 00:05:57.000]  然後我們看到經文18節到21節
[00:05:57.000 --> 00:05:59.000]  是馬太福音的經文
[00:05:59.000 --> 00:06:01.000]  會不會發覺和尼塞亞的書是一樣的
[00:06:01.000 --> 00:06:02.000]  差不多
[00:06:02.000 --> 00:06:04.000]  就是我們今天讀的經文
[00:06:04.000 --> 00:06:07.000]  所以我們很清晰地告訴你們
[00:06:07.000 --> 00:06:11.000]  其實在尼塞亞書裡面講的經文
[00:06:11.000 --> 00:06:15.000]  那個神的僕人就是指向耶穌基督
[00:06:15.000 --> 00:06:16.000]  毫無疑問
[00:06:16.000 --> 00:06:19.000]  因為新約的作者已經幫我們解釋了
[00:06:19.000 --> 00:06:21.000]  經文裡面會分兩大段
[00:06:21.000 --> 00:06:22.000]  第一部分是講到
[00:06:22.000 --> 00:06:24.000]  這個僕人的使命是什麼呢
[00:06:24.000 --> 00:06:26.000]  去建立和傳揚公理
[00:06:26.000 --> 00:06:27.000]  第二部分是講到
[00:06:27.000 --> 00:06:29.000]  神怎樣在當中去保守祂
[00:06:29.000 --> 00:06:32.000]  保護祂以達成祂的使命
[00:06:32.000 --> 00:06:34.000]  我們帶著兩個問題去思想
[00:06:34.000 --> 00:06:36.000]  到底這個使命是什麼呢
[00:06:36.000 --> 00:06:39.000]  然後神的僕人
[00:06:39.000 --> 00:06:41.000]  就是耶穌基督怎樣去完成祂的使命呢
[00:06:41.000 --> 00:06:43.000]  我們看第一部分
[00:06:43.000 --> 00:06:44.000]  第一部分的時間
[00:06:44.000 --> 00:06:46.000]  我們看到一到四節的時候
[00:06:46.000 --> 00:06:48.000]  出現了一個詞
[00:06:48.000 --> 00:06:49.000]  是很明顯的
[00:06:49.000 --> 00:06:50.000]  很強調的
[00:06:50.000 --> 00:06:51.000]  很重點的
[00:06:51.000 --> 00:06:52.000]  告訴我們
[00:06:52.000 --> 00:06:53.000]  就是公理
[00:06:53.000 --> 00:06:55.000]  祂必將公理傳給外邦
[00:06:55.000 --> 00:06:58.000]  憑真實將公理傳開
[00:06:58.000 --> 00:07:01.000]  在地上設立公理
[00:07:01.000 --> 00:07:05.000]  公理在希伯來文的原文的意思
[00:07:05.000 --> 00:07:07.000]  就是公義
[00:07:07.000 --> 00:07:09.000]  公義
[00:07:09.000 --> 00:07:10.000]  為了避免混亂
[00:07:10.000 --> 00:07:12.000]  我在這段經文後面解釋
[00:07:12.000 --> 00:07:14.000]  我會用神的公義去解釋
[00:07:14.000 --> 00:07:16.000]  這個公理
[00:07:16.000 --> 00:07:17.000]  我會套用這個詞
[00:07:17.000 --> 00:07:18.000]  神的公義
[00:07:18.000 --> 00:07:21.000]  那什麼是神的公義呢
[00:07:21.000 --> 00:07:23.000]  特別在二創下書42章
[00:07:23.000 --> 00:07:24.000]  這裡講到
[00:07:24.000 --> 00:07:26.000]  神的公義在講什麼呢
[00:07:26.000 --> 00:07:27.000]  我們要思想的
[00:07:27.000 --> 00:07:29.000]  就是公理到底是什麼意思
[00:07:29.000 --> 00:07:31.000]  我們看回第五節的經文
[00:07:31.000 --> 00:07:33.000]  我們一起來讀第五節的經文
[00:07:33.000 --> 00:07:34.000]  一二三請
[00:07:34.000 --> 00:07:53.000]  好 第五節就夠了
[00:07:53.000 --> 00:07:54.000]  我們看第五節的時候
[00:07:54.000 --> 00:07:56.000]  我們做一個簡單的語文功課
[00:07:56.000 --> 00:07:58.000]  中文的功課
[00:07:58.000 --> 00:07:59.000]  我女兒正在讀小一
[00:07:59.000 --> 00:08:02.000]  她快要做的功課就是縮句
[00:08:02.000 --> 00:08:05.000]  將句子最核心的元素拿出來
[00:08:05.000 --> 00:08:06.000]  你就做一下這個功課
[00:08:06.000 --> 00:08:12.000]  第五節縮寫最簡單的元素是什麼呢
[00:08:12.000 --> 00:08:14.000]  耶和華如此說
[00:08:14.000 --> 00:08:16.000]  是不是很準確
[00:08:16.000 --> 00:08:17.000]  但我問你問題
[00:08:17.000 --> 00:08:20.000]  為什麼前面加這麼多東西呢
[00:08:20.000 --> 00:08:21.000]  很複雜
[00:08:21.000 --> 00:08:23.000]  句子很長
[00:08:23.000 --> 00:08:26.000]  到底作者想表達什麼訊息呢
[00:08:26.000 --> 00:08:28.000]  你發覺這段內容講什麼呢
[00:08:28.000 --> 00:08:31.000]  講耶和華哪方面的作為呢
[00:08:31.000 --> 00:08:33.000]  創造 沒錯
[00:08:33.000 --> 00:08:36.000]  作者正是希望時光倒流
[00:08:36.000 --> 00:08:39.000]  將我們帶回神創造的時候的光景
[00:08:39.000 --> 00:08:41.000]  讓我們看到一幅圖畫
[00:08:41.000 --> 00:08:43.000]  就是神創造的圖畫
[00:08:43.000 --> 00:08:45.000]  其實在第五到第八節裡
[00:08:45.000 --> 00:08:48.000]  作者有三幅圖畫希望我們看到
[00:08:48.000 --> 00:08:51.000]  第一幅就是神創造天地萬物
[00:08:51.000 --> 00:08:54.000]  包括人類那幅圖畫
[00:08:54.000 --> 00:08:56.000]  記不記得《一創世紀》裡說到
[00:08:56.000 --> 00:08:57.000]  神創造完之後
[00:08:57.000 --> 00:08:59.000]  祂每天基本上都說一句話
[00:08:59.000 --> 00:09:01.000]  神看者是好的
[00:09:01.000 --> 00:09:03.000]  最後祂還說
[00:09:03.000 --> 00:09:05.000]  神看他所做的一切
[00:09:05.000 --> 00:09:07.000]  一切都是好的
[00:09:07.000 --> 00:09:12.000]  一幅充滿美善和神榮耀的圖畫
[00:09:12.000 --> 00:09:15.000]  說到在伊甸園裡
[00:09:15.000 --> 00:09:20.000]  神和所有被造物都可以和諧地相處
[00:09:20.000 --> 00:09:22.000]  第二幅圖畫就說到
[00:09:22.000 --> 00:09:23.000]  另一個景象
[00:09:23.000 --> 00:09:30.000]  世人竟然在黑暗的監牢中生活
[00:09:30.000 --> 00:09:34.000]  但是他們是甘願敬拜假神
[00:09:34.000 --> 00:09:40.000]  將榮耀和重讚歸給偶像的場景
[00:09:40.000 --> 00:09:43.000]  為什麼第一幅會進入第二幅圖畫呢
[00:09:43.000 --> 00:09:45.000]  很簡單我們清楚知道
[00:09:45.000 --> 00:09:46.000]  在《創世紀》裡
[00:09:46.000 --> 00:09:49.000]  就是因為犯罪的緣故
[00:09:49.000 --> 00:09:52.000]  在亞當夏娃吃了分別善惡樹的果子的時候
[00:09:52.000 --> 00:09:54.000]  有很多的惡果出現
[00:09:54.000 --> 00:09:56.000]  其中一個惡果就是
[00:09:56.000 --> 00:09:59.000]  人要自己作主
[00:09:59.000 --> 00:10:02.000]  人要決定什麼是好的
[00:10:02.000 --> 00:10:03.000]  什麼不是好的
[00:10:03.000 --> 00:10:05.000]  人自己要做神
[00:10:05.000 --> 00:10:06.000]  取代神的位置
[00:10:06.000 --> 00:10:09.000]  制定一套世界的標準
[00:10:09.000 --> 00:10:13.000]  我們很清楚很坦然地面對自己的時候
[00:10:13.000 --> 00:10:14.000]  我們會發覺
[00:10:14.000 --> 00:10:15.000]  因為罪的緣故
[00:10:15.000 --> 00:10:17.000]  我們和神隔絕的時候
[00:10:17.000 --> 00:10:20.000]  我們會得到一個屬靈的黑暗症
[00:10:20.000 --> 00:10:23.000]  很多時候我們會將一些惡的事情
[00:10:23.000 --> 00:10:24.000]  看為善的
[00:10:24.000 --> 00:10:27.000]  將善的事情看為惡的
[00:10:27.000 --> 00:10:29.000]  模糊不清
[00:10:29.000 --> 00:10:30.000]  但是另一方面
[00:10:30.000 --> 00:10:31.000]  我們在黑暗當中
[00:10:31.000 --> 00:10:33.000]  我們知道我們需要一個真光
[00:10:33.000 --> 00:10:34.000]  需要一個出路
[00:10:34.000 --> 00:10:36.000]  就好像囚犯盼望有一天
[00:10:36.000 --> 00:10:38.000]  可以走出黑暗的監牢
[00:10:38.000 --> 00:10:39.000]  最後一幅
[00:10:39.000 --> 00:10:41.000]  就是講到在神的保守裡
[00:10:41.000 --> 00:10:44.000]  黑暗的可以見到真光
[00:10:44.000 --> 00:10:46.000]  被囚的得以釋放
[00:10:46.000 --> 00:10:48.000]  以至於捆綁
[00:10:48.000 --> 00:10:50.000]  可以得到真正的自由
[00:10:50.000 --> 00:10:52.000]  當我們知道
[00:10:52.000 --> 00:10:55.000]  達至第三幅圖畫的時候
[00:10:55.000 --> 00:10:57.000]  基督的工作就是核心
[00:10:57.000 --> 00:10:59.000]  所以我們再想想
[00:10:59.000 --> 00:11:00.000]  神的公義
[00:11:00.000 --> 00:11:02.000]  那個公理到底是講什麼呢
[00:11:02.000 --> 00:11:04.000]  其實重心就是講到
[00:11:04.000 --> 00:11:06.000]  耶穌基督十字架的救贖
[00:11:06.000 --> 00:11:08.000]  而帶來生命的改變
[00:11:08.000 --> 00:11:10.000]  包括生命的成性
[00:11:10.000 --> 00:11:12.000]  以及效法基督等等
[00:11:12.000 --> 00:11:14.000]  所以我們現在對這段
[00:11:14.000 --> 00:11:16.000]  講到神的公義有一個了解
[00:11:16.000 --> 00:11:19.000]  就是因為神愛世人的緣故
[00:11:19.000 --> 00:11:20.000]  道成肉身的基督
[00:11:20.000 --> 00:11:23.000]  透過十字架的救贖和犧牲
[00:11:23.000 --> 00:11:26.000]  讓世人可以從捆綁當中
[00:11:26.000 --> 00:11:29.000]  得拯救釋放和得生的生命
[00:11:29.000 --> 00:11:31.000]  所以這段講到的公義
[00:11:31.000 --> 00:11:32.000]  神的公義離不開
[00:11:32.000 --> 00:11:34.000]  耶穌基督的救贖
[00:11:34.000 --> 00:11:37.000]  當我們再細心留意經文的時候
[00:11:37.000 --> 00:11:39.000]  這裡講的公義
[00:11:39.000 --> 00:11:43.000]  這裡講的公理的範圍
[00:11:43.000 --> 00:11:47.000]  是和大使命相互對應的
[00:11:47.000 --> 00:11:50.000]  祂必將公理傳給外邦
[00:11:50.000 --> 00:11:51.000]  直到地上
[00:11:51.000 --> 00:11:54.000]  直到祂在全地設立公理
[00:11:54.000 --> 00:11:57.000]  中海島都要等候祂的吩咐
[00:11:57.000 --> 00:11:59.000]  這裡讓我再次看到
[00:11:59.000 --> 00:12:00.000]  其實新約裡面
[00:12:00.000 --> 00:12:01.000]  大使命同樣一個道理
[00:12:01.000 --> 00:12:03.000]  使萬民作祂的門徒
[00:12:03.000 --> 00:12:05.000]  這裡對我們來說
[00:12:05.000 --> 00:12:07.000]  好像沒有什麼很大的衝擊
[00:12:07.000 --> 00:12:10.000]  因為我們接受的神的教導就是這樣
[00:12:10.000 --> 00:12:11.000]  但是不要忘記
[00:12:11.000 --> 00:12:13.000]  當時對猶太人來說
[00:12:13.000 --> 00:12:15.000]  在他們的觀念裡面
[00:12:15.000 --> 00:12:17.000]  他們所期待的尼塞亞
[00:12:17.000 --> 00:12:19.000]  只不過是一個
[00:12:19.000 --> 00:12:22.000]  拯救猶太百姓的尼塞亞
[00:12:22.000 --> 00:12:23.000]  因為他們是神的選民
[00:12:23.000 --> 00:12:24.000]  神要拯救他們
[00:12:24.000 --> 00:12:25.000]  如果外邦人得到拯救
[00:12:25.000 --> 00:12:26.000]  他們會覺得
[00:12:26.000 --> 00:12:29.000]  你首先要成為猶太人
[00:12:29.000 --> 00:12:30.000]  歸化了猶太信仰
[00:12:30.000 --> 00:12:34.000]  才可以同得尼塞亞的救贖
[00:12:34.000 --> 00:12:36.000]  但是神不斷不斷地
[00:12:36.000 --> 00:12:38.000]  更正他們的神學觀念
[00:12:38.000 --> 00:12:42.000]  神的公理 神的公義
[00:12:42.000 --> 00:12:43.000]  實踐的範圍
[00:12:43.000 --> 00:12:45.000]  是包括所有人
[00:12:45.000 --> 00:12:47.000]  列邦列國
[00:12:47.000 --> 00:12:49.000]  在這裡給我們的提醒
[00:12:49.000 --> 00:12:51.000]  神的公義 祂的公義
[00:12:51.000 --> 00:12:53.000]  是關乎幾方面的內容
[00:12:53.000 --> 00:12:55.000]  第一個是關乎生命
[00:12:55.000 --> 00:12:58.000]  第二方面是關乎人與神的關係
[00:12:58.000 --> 00:12:59.000]  第三方面是關乎
[00:12:59.000 --> 00:13:02.000]  同德救恩那份的合一性
[00:13:02.000 --> 00:13:04.000]  我們問自己
[00:13:04.000 --> 00:13:06.000]  每個作為神的兒女
[00:13:06.000 --> 00:13:08.000]  或者作為教會
[00:13:08.000 --> 00:13:10.000]  我們在信仰實踐裡面
[00:13:10.000 --> 00:13:12.000]  我們是否看重這三方面
[00:13:12.000 --> 00:13:14.000]  我們是否在乎生命
[00:13:14.000 --> 00:13:18.000]  我們是否在乎人與神的關係
[00:13:18.000 --> 00:13:20.000]  在不同的背景 性格
[00:13:20.000 --> 00:13:23.000]  甚至政治立場的群體裡面
[00:13:23.000 --> 00:13:24.000]  我們是否注重
[00:13:24.000 --> 00:13:30.000]  竭力保守我們同德救贖的合一性
[00:13:30.000 --> 00:13:31.000]  還是另一方面
[00:13:31.000 --> 00:13:33.000]  我們按照自己的意思
[00:13:33.000 --> 00:13:34.000]  按照自己的標準
[00:13:34.000 --> 00:13:36.000]  將人與人區分
[00:13:36.000 --> 00:13:39.000]  建立很多的圍牆
[00:13:39.000 --> 00:13:43.000]  以至於破壞合一
[00:13:43.000 --> 00:13:47.000]  最近在網絡上看到一些訊息
[00:13:47.000 --> 00:13:50.000]  有人說因為政見不能合一
[00:13:50.000 --> 00:13:54.000]  請按政見分裂教會
[00:13:54.000 --> 00:13:57.000]  讓基督徒按顏色去分流
[00:13:57.000 --> 00:13:58.000]  舉個例子
[00:13:58.000 --> 00:14:00.000]  如果你喜歡香蕉
[00:14:00.000 --> 00:14:02.000]  請你去香蕉的教會
[00:14:02.000 --> 00:14:04.000]  如果你喜歡蘋果
[00:14:04.000 --> 00:14:06.000]  請你去蘋果的教會
[00:14:06.000 --> 00:14:07.000]  我非常詫異
[00:14:07.000 --> 00:14:10.000]  為什麼有人會傳揚這些訊息
[00:14:10.000 --> 00:14:13.000]  因為我們回到耶穌的年代
[00:14:13.000 --> 00:14:19.000]  當時的政治氣氛一樣非常緊張
[00:14:19.000 --> 00:14:22.000]  那時候大希律王
[00:14:22.000 --> 00:14:25.000]  曾經想殺過英雄的耶穌
[00:14:25.000 --> 00:14:26.000]  不過最後沒有成功
[00:14:26.000 --> 00:14:28.000]  他的兒子雅基魯
[00:14:28.000 --> 00:14:30.000]  接替了他做一個猶太王
[00:14:30.000 --> 00:14:34.000]  但他也是一個不好的君王
[00:14:34.000 --> 00:14:36.000]  一個猶太王
[00:14:36.000 --> 00:14:40.000]  他不受當時猶太的百姓歡迎
[00:14:40.000 --> 00:14:42.000]  他有很多暴政
[00:14:42.000 --> 00:14:45.000]  他隨意地更換大祭司
[00:14:45.000 --> 00:14:49.000]  當時的猶太百姓就起來反抗
[00:14:49.000 --> 00:14:53.000]  甚至到處都有暴動的事件發生
[00:14:53.000 --> 00:14:56.000]  在耶穌修的十二個門徒裡
[00:14:56.000 --> 00:14:59.000]  有來自建制陣營的馬太
[00:14:59.000 --> 00:15:02.000]  也有憤慮黨西門
[00:15:02.000 --> 00:15:06.000]  他可能有一個暴力革命的傾向
[00:15:06.000 --> 00:15:08.000]  我們相信其他的門徒
[00:15:08.000 --> 00:15:10.000]  在政治上也有不同的立場
[00:15:10.000 --> 00:15:11.000]  但耶穌帶領他們
[00:15:11.000 --> 00:15:13.000]  呼召他們 使用他們
[00:15:13.000 --> 00:15:15.000]  是要建立幾個教會
[00:15:15.000 --> 00:15:17.000]  是一個教會
[00:15:17.000 --> 00:15:19.000]  不是幾個教會
[00:15:19.000 --> 00:15:20.000]  不同的門徒
[00:15:20.000 --> 00:15:23.000]  因著同德救贖的緣故
[00:15:23.000 --> 00:15:27.000]  在初期教會合一敬拜侍奉主
[00:15:27.000 --> 00:15:29.000]  在今天的經文裡
[00:15:29.000 --> 00:15:33.000]  看到神的功利是講十字架救贖
[00:15:33.000 --> 00:15:36.000]  是關乎生命 人與神的關係
[00:15:36.000 --> 00:15:38.000]  和那份合一性
[00:15:38.000 --> 00:15:41.000]  所以我們要思想
[00:15:41.000 --> 00:15:43.000]  我們如何在生命中應用
[00:15:43.000 --> 00:15:45.000]  求主幫助我們
[00:15:45.000 --> 00:15:47.000]  當我們看到弟兄姊妹的時候
[00:15:47.000 --> 00:15:50.000]  當我們遇見一些福音朋友的時候
[00:15:50.000 --> 00:15:52.000]  遇見我們的親友的時候
[00:15:52.000 --> 00:15:54.000]  在這段時間
[00:15:54.000 --> 00:15:55.000]  我們是否仍然在乎
[00:15:55.000 --> 00:15:58.000]  在緊張祂到底是甚麼顏色
[00:15:58.000 --> 00:16:01.000]  還是緊張祂的生命是怎樣
[00:16:01.000 --> 00:16:04.000]  緊張祂與神的關係
[00:16:04.000 --> 00:16:06.000]  是否健康 是否親密
[00:16:06.000 --> 00:16:11.000]  緊張祂是否在信仰群體裡
[00:16:11.000 --> 00:16:15.000]  有一個彼此相愛的合一的關係
[00:16:15.000 --> 00:16:17.000]  另一方面
[00:16:17.000 --> 00:16:20.000]  現在的教務同工也很不容易
[00:16:20.000 --> 00:16:21.000]  有些弟兄姊妹
[00:16:21.000 --> 00:16:22.000]  很想知道教務同工
[00:16:22.000 --> 00:16:24.000]  你是甚麼政治立場
[00:16:24.000 --> 00:16:27.000]  其實我問教務同工的政治立場
[00:16:27.000 --> 00:16:28.000]  對我們的信仰生命
[00:16:28.000 --> 00:16:31.000]  是否真的那麼重要
[00:16:31.000 --> 00:16:35.000]  有一位牧者曾經對我一個姊妹說
[00:16:35.000 --> 00:16:37.000]  雖然我對社會時事的立場
[00:16:37.000 --> 00:16:40.000]  被認為是黃絲
[00:16:40.000 --> 00:16:42.000]  但我不是黃絲
[00:16:42.000 --> 00:16:44.000]  我亦不是藍絲
[00:16:44.000 --> 00:16:49.000]  我是牧師
[00:16:49.000 --> 00:16:50.000]  第二段
[00:16:50.000 --> 00:16:52.000]  耶穌基督如何實施祂的使命
[00:16:52.000 --> 00:16:54.000]  我們一起讀這幾個經文
[00:16:54.000 --> 00:16:55.000]  1 2 3
[00:16:55.000 --> 00:17:21.000]  留意這三個經文裡
[00:17:21.000 --> 00:17:23.000]  你覺得出現頻率最高的詞
[00:17:23.000 --> 00:17:25.000]  是甚麼詞
[00:17:25.000 --> 00:17:27.000]  筆 非常好
[00:17:27.000 --> 00:17:31.000]  其實他和筆都出現了七次
[00:17:31.000 --> 00:17:32.000]  他我們非常清楚
[00:17:32.000 --> 00:17:33.000]  就是指神的僕人
[00:17:33.000 --> 00:17:36.000]  為何出現了七次筆
[00:17:36.000 --> 00:17:39.000]  為何不斷說筆甚麼筆甚麼
[00:17:39.000 --> 00:17:43.000]  其實用這麼多否定的描述
[00:17:43.000 --> 00:17:45.000]  是在說明一件事
[00:17:45.000 --> 00:17:48.000]  他所描述的事情或人物
