
[00:00:00.000 --> 00:00:04.000]  各位大英節目平安 我們繼續研讀《十二仙之書》
[00:04:25.000 --> 00:04:27.000]  承認自己錯誤
[00:04:27.000 --> 00:04:29.000]  他知道救贖
[00:04:29.000 --> 00:04:31.000]  唯有出於神
[00:04:31.000 --> 00:04:33.000]  於是就來到第三章了
[00:04:33.000 --> 00:04:35.000]  他就順命
[00:04:35.000 --> 00:04:37.000]  就真的去尼尼美
[00:04:37.000 --> 00:04:39.000]  向尼尼美城的人
[00:04:39.000 --> 00:04:43.000]  宣告神要他講的信誠
[00:04:43.000 --> 00:04:46.000]  哇 這個大城很厲害
[00:04:46.000 --> 00:04:49.000]  他走了三天
[00:04:49.000 --> 00:04:52.000]  才走完這座尼尼美城
[00:04:52.000 --> 00:04:53.000]  向尼尼美城
[00:04:53.000 --> 00:04:54.000]  所有的居民
[00:04:54.000 --> 00:04:56.000]  無論大小的
[00:04:56.000 --> 00:04:58.000]  都宣告神的信誠
[00:04:58.000 --> 00:05:00.000]  但是神很奇妙
[00:05:00.000 --> 00:05:03.000]  這個城由皇帝
[00:05:03.000 --> 00:05:04.000]  一路到新竹
[00:05:04.000 --> 00:05:07.000]  全部悔改
[00:05:07.000 --> 00:05:10.000]  於是神就後悔
[00:05:10.000 --> 00:05:14.000]  吳江所講的災
[00:05:14.000 --> 00:05:16.000]  在尼尼美城那裡
[00:05:16.000 --> 00:05:19.000]  於是就去到第四章了
[00:05:19.000 --> 00:05:22.000]  哇 這個若嵐很不開心
[00:05:22.000 --> 00:05:24.000]  他就單張凳
[00:05:24.000 --> 00:05:26.000]  望著這個尼尼美城
[00:05:26.000 --> 00:05:29.000]  看一下你怎麼樣
[00:05:29.000 --> 00:05:30.000]  就像看電影一樣
[00:05:30.000 --> 00:05:33.000]  單張凳坐穩了
[00:05:33.000 --> 00:05:35.000]  在這裡看電影
[00:05:35.000 --> 00:05:38.000]  誰知道當時太陽很曬
[00:05:38.000 --> 00:05:43.000]  神就另有一棵的碑麻
[00:05:43.000 --> 00:05:45.000]  就在他面前生長
[00:05:45.000 --> 00:05:47.000]  這個碑麻的葉
[00:05:47.000 --> 00:05:50.000]  就可以幫他遮下陰
[00:05:50.000 --> 00:05:52.000]  當他很開心
[00:05:52.000 --> 00:05:54.000]  有一棵碑麻
[00:05:54.000 --> 00:05:55.000]  讓他有陰涼
[00:05:55.000 --> 00:05:58.000]  誰知道神就拆了一條蟲
[00:05:58.000 --> 00:06:00.000]  就吃了這棵碑麻
[00:06:00.000 --> 00:06:03.000]  於是碑麻就敷了
[00:06:03.000 --> 00:06:07.000]  於是若嵐就很惱躁了
[00:06:07.000 --> 00:06:11.000]  為什麼有一條蟲吃了我的碑麻
[00:06:11.000 --> 00:06:13.000]  讓我又被太陽曬
[00:06:13.000 --> 00:06:17.000]  神就在這裡勸告若嵐
[00:06:17.000 --> 00:06:19.000]  他說這個城裡面
[00:06:19.000 --> 00:06:21.000]  不能夠分辨左右手的
[00:06:21.000 --> 00:06:23.000]  就是小朋友
[00:06:23.000 --> 00:06:26.000]  有很多人
[00:06:26.000 --> 00:06:29.000]  有12萬人
[00:06:29.000 --> 00:06:33.000]  你猜為什麼我不認識他們
[00:06:33.000 --> 00:06:36.000]  原來神是充滿恩典的神
[00:06:36.000 --> 00:06:39.000]  神眷顧所有的人
[00:06:39.000 --> 00:06:43.000]  當人會轉歸向神的時候
[00:06:43.000 --> 00:06:46.000]  就是神最喜悅的時候
[00:06:46.000 --> 00:06:48.000]  求神給我們
[00:06:48.000 --> 00:06:50.000]  有一個連率他人的心
[00:06:50.000 --> 00:06:55.000]  體諒我們慈愛神的心意
[00:06:55.000 --> 00:06:57.000]  他千萬不要硬著脖子
[00:06:57.000 --> 00:07:00.000]  用自己的方法去走
[00:07:00.000 --> 00:07:02.000]  要走自己的路
[00:07:02.000 --> 00:07:04.000]  我們必須要信服神
[00:07:04.000 --> 00:07:06.000]  謹謹跟從神
[00:07:06.000 --> 00:07:08.000]  所以若嵐
[00:07:08.000 --> 00:07:11.000]  這個好像是跑路的先知
[00:07:11.000 --> 00:07:14.000]  但是神仍然使用他
[00:07:14.000 --> 00:07:18.000]  他宣告的信息非常之有效
[00:07:18.000 --> 00:07:20.000]  整個國家由大到小
[00:07:20.000 --> 00:07:22.000]  由皇帝到新宗
[00:07:22.000 --> 00:07:24.000]  所有的人都悔改
[00:07:24.000 --> 00:07:26.000]  如果我們傳神的道
[00:07:26.000 --> 00:07:29.000]  能夠引來這麼大的震撼
[00:07:29.000 --> 00:07:32.000]  那個力量多厲害
[00:07:32.000 --> 00:07:34.000]  所以求天父幫助我們
[00:07:34.000 --> 00:07:37.000]  叫我們做一個順命的兒女
[00:07:37.000 --> 00:07:39.000]  聽從神的吩咐
[00:07:39.000 --> 00:07:41.000]  按神的吩咐去行
[00:07:41.000 --> 00:07:44.000]  接著再看下一本書
[00:07:44.000 --> 00:07:46.000]  就是《離家書》
[00:07:46.000 --> 00:07:49.000]  《離家書》一共有7章
[00:07:49.000 --> 00:07:52.000]  《離家》這位先知
[00:07:52.000 --> 00:07:56.000]  是繼續要宣告審判的信息
[00:07:56.000 --> 00:07:58.000]  我們來看看《離家》
[00:07:58.000 --> 00:08:01.000]  他到底說了些什麼
[00:08:01.000 --> 00:08:04.000]  這本書可以分為三大段落
[00:08:04.000 --> 00:08:07.000]  第一到第三章
[00:08:07.000 --> 00:08:10.000]  是說審判的預言
[00:08:10.000 --> 00:08:12.000]  就是神的懲罰
[00:08:12.000 --> 00:08:15.000]  然後接著有第五章
[00:08:15.000 --> 00:08:18.000]  是說復興的預言
[00:08:18.000 --> 00:08:21.000]  就是神給他們一些什麼的允許
[00:08:21.000 --> 00:08:24.000]  然後最後第六第七章
[00:08:24.000 --> 00:08:27.000]  就說到神要求他們悔改
[00:08:27.000 --> 00:08:31.000]  結果他們就被赦免
[00:08:31.000 --> 00:08:34.000]  原來神是有恩典的
[00:08:34.000 --> 00:08:38.000]  當神宣告他要審判
[00:08:38.000 --> 00:08:40.000]  他要施行應罰
[00:08:40.000 --> 00:08:43.000]  如果你的人聽到這個信息
[00:08:43.000 --> 00:08:46.000]  你能夠迴轉歸向神
[00:08:46.000 --> 00:08:48.000]  神是有憐憫的
[00:08:48.000 --> 00:08:50.000]  他就會赦免
[00:08:50.000 --> 00:08:53.000]  所以先知就揭發
[00:08:53.000 --> 00:08:55.000]  猶大的不義
[00:08:55.000 --> 00:08:57.000]  講神的公義
[00:08:57.000 --> 00:08:59.000]  以及公平
[00:08:59.000 --> 00:09:02.000]  很重要的聖經
[00:09:02.000 --> 00:09:06.000]  就是《離家書》四章的三節
[00:09:06.000 --> 00:09:09.000]  我讀一讀給大家聽
[00:09:09.000 --> 00:09:14.000]  你們要將刀打成泥頭
[00:09:14.000 --> 00:09:18.000]  將槍打成鐮刀
[00:09:18.000 --> 00:09:22.000]  在國不舉刀攻擊那國
[00:09:22.000 --> 00:09:27.000]  他們也不再學習戰士
[00:09:27.000 --> 00:09:29.000]  刀是用來殺戮的
[00:09:29.000 --> 00:09:34.000]  你的槍是用來刺對方的敵人的
[00:09:34.000 --> 00:09:39.000]  要把刀變成一個泥頭
[00:09:39.000 --> 00:09:41.000]  把槍打成鐮刀
[00:09:41.000 --> 00:09:43.000]  就是修割用
[00:09:43.000 --> 00:09:47.000]  所以在紐約的聯合國總部
[00:09:47.000 --> 00:09:51.000]  有一個很出名的雕刻師
[00:09:51.000 --> 00:09:54.000]  雕出來的銅做的
[00:09:54.000 --> 00:09:56.000]  就是他形容
[00:09:56.000 --> 00:09:59.000]  怎樣把刀變成泥頭
[00:09:59.000 --> 00:10:03.000]  怎樣把槍變成鐮刀
[00:10:03.000 --> 00:10:06.000]  一個很出名的雕刻品
[00:10:06.000 --> 00:10:08.000]  讓我們都謹記
[00:10:08.000 --> 00:10:10.000]  這一節很重要的經文
[00:10:10.000 --> 00:10:14.000]  是對我們一個很好的提醒
[00:10:14.000 --> 00:10:17.000]  另外離間書很重要的一節
[00:10:17.000 --> 00:10:22.000]  就是第六章的第八節
[00:10:22.000 --> 00:10:24.000]  離間書六章八節
[00:10:24.000 --> 00:10:27.000]  很多人都會背的
[00:10:27.000 --> 00:10:37.000]  西人耶和華以指示你何為善
[00:10:37.000 --> 00:10:40.000]  他向你所要的是什麼呢
[00:10:40.000 --> 00:10:44.000]  只要你行公義 好憐憫
[00:10:44.000 --> 00:10:47.000]  全謙卑的心
[00:10:47.000 --> 00:10:51.000]  與你的神同行
[00:10:51.000 --> 00:10:54.000]  西人耶和華以指示你
[00:10:54.000 --> 00:10:55.000]  什麼叫做善
[00:10:55.000 --> 00:10:58.000]  好像神在搓搓你的手
[00:10:58.000 --> 00:11:01.000]  你知不知道我要求你什麼
[00:11:01.000 --> 00:11:03.000]  他就答知
[00:11:03.000 --> 00:11:06.000]  你要求我行公義
[00:11:06.000 --> 00:11:08.000]  要行公義的事
[00:11:08.000 --> 00:11:09.000]  要好憐憫
[00:11:09.000 --> 00:11:12.000]  他的心要充滿憐憫
[00:11:12.000 --> 00:11:15.000]  然後帶著謙卑的心
[00:11:15.000 --> 00:11:18.000]  與你的神同行
[00:11:18.000 --> 00:11:21.000]  原來神要求我們做四件事
[00:11:21.000 --> 00:11:25.000]  行公義 好憐憫
[00:11:25.000 --> 00:11:27.000]  帶著謙卑的心
[00:11:27.000 --> 00:11:30.000]  與神同行
[00:11:30.000 --> 00:11:33.000]  這也是神今天給我們一個
[00:11:33.000 --> 00:11:35.000]  很清晰的指示
[00:11:35.000 --> 00:11:38.000]  請問你是不是一個行公義的信徒
[00:11:38.000 --> 00:11:42.000]  你有沒有憐憫那些有需要的人的心
[00:11:42.000 --> 00:11:45.000]  然後你帶著謙卑下來的心
[00:11:45.000 --> 00:11:49.000]  好好的與神同行
[00:11:49.000 --> 00:11:52.000]  我就將這節聖經送給你
[00:11:52.000 --> 00:11:55.000]  希望你經常記住這節聖經
[00:11:55.000 --> 00:11:57.000]  成為你人生的座右銘
[00:11:57.000 --> 00:11:59.000]  我到底要做什麼
[00:11:59.000 --> 00:12:00.000]  神已經指示了
[00:12:00.000 --> 00:12:03.000]  所以我要行公義 好憐憫
[00:12:03.000 --> 00:12:05.000]  帶著謙卑的心
[00:12:05.000 --> 00:12:08.000]  上上與神同行
[00:12:08.000 --> 00:12:11.000]  願天父賜福給各位
