
[00:00:00.000 --> 00:00:04.000]  何偉鼎 姐妹 新年蒙福
[00:09:55.000 --> 00:09:58.000]  十二個支派結盟起來
[00:09:58.000 --> 00:10:00.000]  其實有些人研究說
[00:10:00.000 --> 00:10:07.000]  蒙古很多的草原民族都有一種類似支派聯盟的方式
[00:10:07.000 --> 00:10:09.000]  誰做主呢?
[00:10:09.000 --> 00:10:11.000]  神做主
[00:10:11.000 --> 00:10:13.000]  然後誰去決定呢?
[00:10:13.000 --> 00:10:14.000]  誰去執行呢?
[00:10:14.000 --> 00:10:16.000]  由大家去決定
[00:10:16.000 --> 00:10:19.000]  一種神主民治的制度
[00:10:19.000 --> 00:10:26.000]  可以說是以色列人古代一種理想的政治制度
[00:10:26.000 --> 00:10:31.000]  但是當這種制度崩潰,王就是神
[00:10:31.000 --> 00:10:33.000]  不被尊重的時候
[00:10:33.000 --> 00:10:36.000]  他們希望人間的王
[00:10:36.000 --> 00:10:38.000]  所以神對撒姆爾說
[00:10:38.000 --> 00:10:41.000]  你去為他們揀選王吧
[00:10:41.000 --> 00:10:43.000]  他們不是討厭你
[00:10:43.000 --> 00:10:45.000]  其實他們是討厭我
[00:10:45.000 --> 00:10:47.000]  結果就立了蘇羅做王
[00:10:47.000 --> 00:10:50.000]  立了蘇羅出來做王的時候
[00:10:50.000 --> 00:10:52.000]  在這個交接時候
[00:10:52.000 --> 00:10:55.000]  撒姆爾就對百姓說
[00:10:55.000 --> 00:10:57.000]  你們知不知道
[00:10:57.000 --> 00:11:00.000]  你們這樣做是某種程度
[00:11:00.000 --> 00:11:04.000]  是對神的一種否定
[00:11:04.000 --> 00:11:08.000]  於是百姓就知道罪了
[00:11:08.000 --> 00:11:10.000]  所以我們看十九節
[00:11:10.000 --> 00:11:13.000]  中文是對撒姆爾說
[00:11:13.000 --> 00:11:15.000]  求你為我們代禱
[00:11:15.000 --> 00:11:19.000]  以致我們在神面前不至於死亡
[00:11:19.000 --> 00:11:23.000]  因為我們知道我們所做的事是不對的
[00:11:23.000 --> 00:11:26.000]  撒姆爾就安慰他們
[00:11:26.000 --> 00:11:28.000]  不用怕
[00:11:28.000 --> 00:11:29.000]  為什麼呢?
[00:11:29.000 --> 00:11:31.000]  你們雖然行了這個惡
[00:11:31.000 --> 00:11:33.000]  只要你們不偏離耶和華
[00:11:33.000 --> 00:11:35.000]  盡心侍奉祂
[00:11:35.000 --> 00:11:37.000]  不去偏離耶和華
[00:11:37.000 --> 00:11:39.000]  侍奉那些不能夠救人的虛神
[00:11:39.000 --> 00:11:41.000]  神仍然照顧你們
[00:11:41.000 --> 00:11:46.000]  在十二到二十四節
[00:11:46.000 --> 00:11:48.000]  這三節裡面
[00:11:48.000 --> 00:11:51.000]  就說到有三件事
[00:11:51.000 --> 00:11:53.000]  原來一個社會和諧
[00:11:53.000 --> 00:11:55.000]  和人犯了罪
[00:11:55.000 --> 00:11:58.000]  恢復與神的關係
[00:11:58.000 --> 00:12:01.000]  是有三個角色去扮演
[00:12:01.000 --> 00:12:04.000]  每一個角色盡其份的時候
[00:12:04.000 --> 00:12:07.000]  這種人神之間的和諧
[00:12:07.000 --> 00:12:10.000]  這個約就恢復了
[00:12:10.000 --> 00:12:13.000]  首先就是神會為他的名字
[00:12:13.000 --> 00:12:15.000]  既然喜悅選你們
[00:12:15.000 --> 00:12:17.000]  祂不會丟棄你們
[00:12:17.000 --> 00:12:19.000]  既然你知道錯認錯
[00:12:19.000 --> 00:12:21.000]  神創始成中
[00:12:21.000 --> 00:12:23.000]  祂揀選你
[00:12:23.000 --> 00:12:26.000]  祂一定能夠完成的
[00:12:26.000 --> 00:12:27.000]  第二
[00:12:27.000 --> 00:12:28.000]  先知撒慕爾
[00:12:28.000 --> 00:12:31.000]  就代表我們今天教會的角色
[00:12:31.000 --> 00:12:33.000]  教會有很多人
[00:12:33.000 --> 00:12:35.000]  認為教會有太多角色
[00:12:35.000 --> 00:12:38.000]  什麼事都關教會事
[00:12:38.000 --> 00:12:40.000]  但是我們看舊約新約聖經
[00:12:40.000 --> 00:12:43.000]  教會或者屬神的群體
[00:12:43.000 --> 00:12:45.000]  一個很重要的角色
[00:12:45.000 --> 00:12:47.000]  首先兩樣
[00:12:47.000 --> 00:12:49.000]  我們不是說其他不重要
[00:12:49.000 --> 00:12:53.000]  我們覺得那些是一種現身的角色
[00:12:53.000 --> 00:12:55.000]  或者是信徒實踐
[00:12:55.000 --> 00:12:58.000]  一樣就是禱告和教導
[00:12:58.000 --> 00:13:01.000]  斷不停止為你們禱告
[00:13:01.000 --> 00:13:04.000]  以致你們遠離耶和華
[00:13:04.000 --> 00:13:07.000]  以及以善道正路指教他們
[00:13:07.000 --> 00:13:10.000]  教會在一個紛亂的世代裡
[00:13:10.000 --> 00:13:12.000]  我們要好像撒慕爾的角色一樣
[00:13:12.000 --> 00:13:14.000]  來守望禱告
[00:13:14.000 --> 00:13:18.000]  基督徒能夠看到一個層面
[00:13:18.000 --> 00:13:20.000]  是這個社會裡的人
[00:13:20.000 --> 00:13:23.000]  或者表面的基督徒看不到
[00:13:23.000 --> 00:13:25.000]  就是一個屬靈的層面
[00:13:25.000 --> 00:13:27.000]  世界所發生的事
[00:13:27.000 --> 00:13:30.000]  是有一些屬靈爭戰的意義
[00:13:30.000 --> 00:13:32.000]  禱告是其中一樣武器
[00:13:32.000 --> 00:13:34.000]  除非你不相信神
[00:13:34.000 --> 00:13:37.000]  你不相信聖經裡所說的話
[00:13:37.000 --> 00:13:39.000]  否則你要相信禱告
[00:13:39.000 --> 00:13:41.000]  是能夠推動神的手
[00:13:41.000 --> 00:13:43.000]  你要相信禱告
[00:13:43.000 --> 00:13:45.000]  是能夠改變歷史
[00:13:45.000 --> 00:13:47.000]  你相信禱告
[00:13:47.000 --> 00:13:49.000]  是能夠讓君王的心
[00:13:49.000 --> 00:13:51.000]  百姓的心
[00:13:51.000 --> 00:13:53.000]  都像濃溝的水一樣
[00:13:53.000 --> 00:13:55.000]  教會是一個重要的角色
[00:13:55.000 --> 00:13:57.000]  別人認為走上街
[00:13:57.000 --> 00:13:59.000]  我們就跪在這個地方
[00:13:59.000 --> 00:14:01.000]  來禱告
[00:14:01.000 --> 00:14:04.000]  因為這是我們一個獨特的角色
[00:14:04.000 --> 00:14:06.000]  其他的人不會來禱告
[00:14:06.000 --> 00:14:10.000]  唯有基督徒來相信這件事
[00:14:10.000 --> 00:14:13.000]  以及你認信的神應許這件事
[00:14:13.000 --> 00:14:15.000]  你才有這個權柄
[00:14:15.000 --> 00:14:17.000]  有這個角色
[00:14:17.000 --> 00:14:21.000]  在這個時代裡承擔起這個責任
[00:14:21.000 --> 00:14:23.000]  WhatsApp給我的群組
[00:14:23.000 --> 00:14:26.000]  有很多香港很出名的牧者
[00:14:26.000 --> 00:14:28.000]  我說不如我們有個祈禱
[00:14:28.000 --> 00:14:32.000]  最後大家都不敢祈禱
[00:14:32.000 --> 00:14:35.000]  大家怕究竟為什麼祈禱
[00:14:35.000 --> 00:14:38.000]  為哪邊來祈禱
[00:14:38.000 --> 00:14:42.000]  祈禱會不會有人衝擊
[00:14:42.000 --> 00:14:44.000]  結果一個建議
[00:14:44.000 --> 00:14:46.000]  好像過往
[00:14:46.000 --> 00:14:48.000]  廣福堂建議在年初
[00:14:48.000 --> 00:14:50.000]  去到政府那邊祈禱
[00:14:50.000 --> 00:14:52.000]  一樣煙消雲散
[00:14:52.000 --> 00:14:54.000]  在這個時代裡
[00:14:54.000 --> 00:14:55.000]  沒有人敢站出來
[00:14:55.000 --> 00:14:57.000]  甚至祈禱都不敢站出來
[00:14:57.000 --> 00:15:02.000]  這是一個令人失望追悼的時代
[00:15:02.000 --> 00:15:08.000]  以及以神的善道正道來教導
[00:15:08.000 --> 00:15:10.000]  今天真的中暑昏暮
[00:15:10.000 --> 00:15:12.000]  看WhatsApp
[00:15:12.000 --> 00:15:14.000]  有些神學院院長說的話
[00:15:14.000 --> 00:15:15.000]  我都覺得
[00:15:15.000 --> 00:15:17.000]  究竟他腦袋裡裝的是什麼
[00:15:17.000 --> 00:15:19.000]  不倫不類
[00:15:19.000 --> 00:15:21.000]  今天
[00:15:21.000 --> 00:15:23.000]  在聖經的研究
[00:15:23.000 --> 00:15:24.000]  在神學教育
[00:15:24.000 --> 00:15:28.000]  是一個重災區淪陷的地方
[00:15:28.000 --> 00:15:31.000]  其中我們看報紙
[00:15:31.000 --> 00:15:32.000]  有一個被捕的人
[00:15:32.000 --> 00:15:34.000]  是某間神學院的學生
[00:15:34.000 --> 00:15:38.000]  所以千萬不要隨便讀神學
[00:15:38.000 --> 00:15:40.000]  要讀神學院要很小心
[00:15:40.000 --> 00:15:43.000]  有人問我推薦讀哪間
[00:15:43.000 --> 00:15:45.000]  我說你不如自修
[00:15:45.000 --> 00:15:47.000]  或者銜售
[00:15:47.000 --> 00:15:48.000]  安全很多
[00:15:48.000 --> 00:15:50.000]  讀完幾年後
[00:15:50.000 --> 00:15:53.000]  你很可能連你的信仰都放棄
[00:15:53.000 --> 00:15:56.000]  我寧可做一個普通的信徒
[00:15:56.000 --> 00:16:01.000]  按著上帝給我的逆盤好好去領受
[00:16:01.000 --> 00:16:05.000]  我這樣還能夠保持我的信仰
[00:16:05.000 --> 00:16:07.000]  是到有一天
[00:16:07.000 --> 00:16:09.000]  第三方面
[00:16:09.000 --> 00:16:11.000]  這個百姓自己的覺醒
[00:16:11.000 --> 00:16:13.000]  你要敬畏神
[00:16:13.000 --> 00:16:16.000]  誠誠實實地去侍奉祂
[00:16:16.000 --> 00:16:21.000]  還有想念祂向你們所做的是何等大
[00:16:21.000 --> 00:16:23.000]  三件事
[00:16:23.000 --> 00:16:26.000]  第一,敬畏神
[00:16:26.000 --> 00:16:31.000]  第二,盡心誠實地去侍奉祂
[00:16:31.000 --> 00:16:36.000]  第三,不要忘記上帝在你的身上
[00:16:36.000 --> 00:16:39.000]  所做一切的事情
[00:16:39.000 --> 00:16:43.000]  敬畏神在這章經文出現很多次
[00:16:43.000 --> 00:16:46.000]  什麼是敬畏呢?
[00:16:46.000 --> 00:16:52.000]  有人說敬畏是宗教情操的起步點
[00:16:52.000 --> 00:16:54.000]  無論哪一種宗教
[00:16:54.000 --> 00:16:56.000]  有研究宗教的學者
[00:16:56.000 --> 00:17:00.000]  最基本的起步點就是害怕
[00:17:00.000 --> 00:17:02.000]  所以英文religion這個字
[00:17:02.000 --> 00:17:07.000]  拉丁文的字根是來自驚懼
[00:17:07.000 --> 00:17:09.000]  啪這樣的意思
[00:17:09.000 --> 00:17:11.000]  有些學者解釋
[00:17:11.000 --> 00:17:14.000]  因為他看見大自然的現象不明白
[00:17:14.000 --> 00:17:16.000]  當時未有科學,行雷閃電
[00:17:16.000 --> 00:17:19.000]  他以為有雷公電武
[00:17:19.000 --> 00:17:20.000]  山崩地裂
[00:17:20.000 --> 00:17:22.000]  就以為有山神
[00:17:22.000 --> 00:17:24.000]  海嘯就以為東海龍王
[00:17:24.000 --> 00:17:32.000]  是被哪吒還是孫悟空在處東海
[00:17:32.000 --> 00:17:38.000]  搞到海水沸騰
[00:17:38.000 --> 00:17:40.000]  但其實聖經裏面說到
[00:17:40.000 --> 00:17:44.000]  敬畏fear God這個字
[00:17:44.000 --> 00:17:47.000]  除了負面是怕之外
[00:17:47.000 --> 00:17:49.000]  還有正面的
[00:17:49.000 --> 00:17:51.000]  就好像我們和合本的翻譯
[00:17:51.000 --> 00:17:53.000]  敬和畏
[00:17:53.000 --> 00:17:55.000]  畏是fear
[00:17:55.000 --> 00:17:57.000]  這種fear
[00:17:57.000 --> 00:18:00.000]  是出自你很怕得罪他
[00:18:00.000 --> 00:18:02.000]  不是怕他罰你
[00:18:02.000 --> 00:18:05.000]  而是你尊重他,愛他到一個地步
[00:18:05.000 --> 00:18:09.000]  你怕做了一些事令他難過
[00:18:09.000 --> 00:18:16.000]  敬就是敬虔和敬拜的意思
[00:18:16.000 --> 00:18:18.000]  我舉個例子
[00:18:18.000 --> 00:18:20.000]  我當時看西片
[00:18:20.000 --> 00:18:21.000]  講夫妻不和
[00:18:21.000 --> 00:18:23.000]  罵到要離婚
[00:18:23.000 --> 00:18:25.000]  通常有一句對白
[00:18:25.000 --> 00:18:26.000]  就是這樣
[00:18:26.000 --> 00:18:28.000]  那個丈夫就覺得
[00:18:28.000 --> 00:18:30.000]  不是,那個太太就覺得
[00:18:30.000 --> 00:18:32.000]  那個丈夫出差太多
[00:18:32.000 --> 00:18:34.000]  不知道是不是有外遇
[00:18:34.000 --> 00:18:37.000]  那個丈夫就有口難言
[00:18:37.000 --> 00:18:38.000]  實際工作
[00:18:38.000 --> 00:18:41.000]  到大家去攤牌的時候
[00:18:41.000 --> 00:18:44.000]  那個丈夫就會對太太說一句
[00:18:44.000 --> 00:18:46.000]  我都忘記了是哪齣電影
[00:18:46.000 --> 00:18:48.000]  他說The last thing I would do
[00:18:48.000 --> 00:18:50.000]  is to hurt you
[00:18:50.000 --> 00:18:52.000]  如果我們英文不熟練
[00:18:52.000 --> 00:18:54.000]  不明白他的表達方式
[00:18:54.000 --> 00:18:55.000]  就是說
[00:18:55.000 --> 00:18:57.000]  這個丈夫說最後一件事
[00:18:57.000 --> 00:18:58.000]  就是要傷害她
[00:18:58.000 --> 00:19:00.000]  其實不是
[00:19:00.000 --> 00:19:01.000]  英文的表達就是
[00:19:01.000 --> 00:19:03.000]  他不會做任何事傷害她
[00:19:03.000 --> 00:19:05.000]  令她難過的意思
[00:19:05.000 --> 00:19:07.000]  The last thing I would do
[00:19:07.000 --> 00:19:09.000]  is to hurt you
[00:19:09.000 --> 00:19:11.000]  我想敬畏神
[00:19:11.000 --> 00:19:14.000]  那種畏就是這樣
[00:19:14.000 --> 00:19:18.000]  那種畏是來自愛和尊敬
[00:19:18.000 --> 00:19:21.000]  有些人很怕太太
[00:19:21.000 --> 00:19:23.000]  是不是敬畏太太呢
[00:19:23.000 --> 00:19:25.000]  不是啊
[00:19:25.000 --> 00:19:27.000]  怕老婆會發達
[00:19:27.000 --> 00:19:30.000]  原來他敬畏的原因是什麼呢
[00:19:30.000 --> 00:19:33.000]  那個敬畏是一種橋樑要發達
[00:19:33.000 --> 00:19:37.000]  但有些人是怕太太
[00:19:37.000 --> 00:19:39.000]  是怕她傷心
[00:19:39.000 --> 00:19:41.000]  怕她難過
[00:19:41.000 --> 00:19:43.000]  因為她是他一生所愛
[00:19:43.000 --> 00:19:45.000]  他所有的感情
[00:19:45.000 --> 00:19:48.000]  他整個人的生命都灌注
[00:19:48.000 --> 00:19:52.000]  那種敬畏不是單純怕
[00:19:52.000 --> 00:19:55.000]  害怕和怕受罰
[00:19:55.000 --> 00:19:57.000]  那種敬畏
[00:19:57.000 --> 00:19:58.000]  在聖經裡面
[00:19:58.000 --> 00:20:02.000]  相當多關於敬畏的詞句
[00:20:02.000 --> 00:20:05.000]  單是說敬畏神有四十四箭
[00:20:05.000 --> 00:20:08.000]  敬畏耶和華有六十六箭
[00:20:08.000 --> 00:20:11.000]  說到敬畏神的人物
[00:20:11.000 --> 00:20:13.000]  有七個到十個那麼多
[00:20:13.000 --> 00:20:15.000]  又說到有關敬畏
[00:20:15.000 --> 00:20:17.000]  如何重複正面的教導
[00:20:17.000 --> 00:20:19.000]  或者不敬畏
[00:20:19.000 --> 00:20:22.000]  所要遭受的那種情報
[00:20:22.000 --> 00:20:25.000]  有八十多節那麼多
[00:20:25.000 --> 00:20:27.000]  有一個
[00:20:27.000 --> 00:20:29.000]  一個屬靈上
[00:20:29.000 --> 00:20:32.000]  很多人讀他的書
[00:20:32.000 --> 00:20:34.000]  叫《慕安德烈》
