
[00:00:00.000 --> 00:00:04.520]  我們說說基督徒的理財觀念
[00:06:14.880 --> 00:06:18.680]  這些對自己的捆綁
[00:06:18.680 --> 00:06:20.480]  所以弟兄姊妹
[00:06:20.480 --> 00:06:24.480]  大家一起讀詩篇24篇1至6
[00:06:24.480 --> 00:06:26.680]  地和其中所充滿的
[00:06:26.680 --> 00:06:28.680]  都屬耶和華
[00:06:28.680 --> 00:06:30.680]  我們要深信耶和華
[00:06:30.680 --> 00:06:32.880]  神耶和華有個名字叫以勒
[00:06:32.880 --> 00:06:34.080]  是我們的供應者
[00:06:34.080 --> 00:06:36.080]  是萬物和財富的擁有者
[00:06:36.080 --> 00:06:38.080]  是我們的供應者
[00:06:38.080 --> 00:06:40.480]  所以在我們學習的
[00:06:40.480 --> 00:06:42.480]  我們弟兄姊妹學習財富管理
[00:06:42.480 --> 00:06:46.080]  第一件事不是單靠自己的聰明努力
[00:06:46.080 --> 00:06:47.480]  大家都明白
[00:06:47.480 --> 00:06:49.880]  靠自己聰明努力是不行的
[00:06:49.880 --> 00:06:51.480]  真正是靠什麼呢
[00:06:51.480 --> 00:06:53.880]  靠主看顧我們的需要
[00:06:53.880 --> 00:06:56.080]  我們需要多少 需要什麼
[00:06:56.080 --> 00:06:57.680]  祂都知道
[00:06:57.680 --> 00:06:59.280]  這是第一個觀念
[00:06:59.280 --> 00:07:00.280]  耶和華以勒
[00:07:00.280 --> 00:07:01.680]  是我們的供應者
[00:07:01.680 --> 00:07:04.280]  第二個觀念我們要學習的是
[00:07:04.280 --> 00:07:06.480]  不憂慮 不炫耀
[00:07:06.480 --> 00:07:08.680]  我們要學習知足常樂
[00:07:08.680 --> 00:07:10.280]  一段比較長的經文
[00:07:10.280 --> 00:07:12.680]  6章25至32節
[00:07:12.680 --> 00:07:13.680]  我們一口氣讀完
[00:07:13.680 --> 00:07:14.680]  1 2 3
[00:07:14.680 --> 00:07:16.280]  所以我告訴你們
[00:07:16.280 --> 00:07:20.280]  不要為生命憂慮吃什麼喝什麼
[00:07:20.280 --> 00:07:22.880]  為身體憂慮穿什麼
[00:07:22.880 --> 00:07:25.080]  生命不勝於飲食嗎
[00:07:25.080 --> 00:07:27.480]  身體不勝於衣裳嗎
[00:07:27.480 --> 00:07:29.880]  你們看那天上的飛鳥
[00:07:29.880 --> 00:07:31.680]  也不種也不收
[00:07:31.680 --> 00:07:33.680]  也不積存在倉裡
[00:07:33.680 --> 00:07:36.680]  你們的天父尚且養活他
[00:07:36.680 --> 00:07:39.880]  你們不比飛鳥貴重得多嗎
[00:07:39.880 --> 00:07:44.680]  你們哪一個能用思慮使壽數多加一克呢
[00:07:44.680 --> 00:07:47.280]  何必為衣裳憂慮呢
[00:07:47.280 --> 00:07:51.480]  你想野地裡的百合花怎樣長起來
[00:07:51.480 --> 00:07:54.680]  它也不勞苦也不妨善
[00:07:54.680 --> 00:07:56.680]  然而我告訴你們
[00:07:56.680 --> 00:08:00.080]  就是所羅門極榮華的時候
[00:08:00.080 --> 00:08:04.080]  他所穿戴的還不如這花一朵呢
[00:08:04.080 --> 00:08:06.480]  你們這小信的人
[00:08:06.480 --> 00:08:08.880]  所以不要憂慮說
[00:08:08.880 --> 00:08:11.880]  吃什麼喝什麼穿什麼
[00:08:11.880 --> 00:08:14.880]  這都是愛邦人所求的
[00:08:14.880 --> 00:08:18.080]  耶穌很知道我們
[00:08:18.080 --> 00:08:21.080]  祂深知道人是會憂慮的
[00:08:21.080 --> 00:08:22.680]  我們會怕什麼呢
[00:08:22.680 --> 00:08:24.280]  怕不夠
[00:08:24.280 --> 00:08:25.880]  怕失去
[00:08:25.880 --> 00:08:27.880]  怕跌了
[00:08:27.880 --> 00:08:29.480]  怕蝕了
[00:08:29.480 --> 00:08:31.480]  我們怕將來
[00:08:31.480 --> 00:08:34.880]  我們怕天有不測的風雲
[00:08:34.880 --> 00:08:38.880]  我們不單會擔心我們的財產
[00:08:38.880 --> 00:08:42.280]  有時會擔心我們的年紀
[00:08:42.280 --> 00:08:44.680]  會擔心我們的健康
[00:08:44.680 --> 00:08:47.680]  會擔心我們的頭髮
[00:08:47.680 --> 00:08:52.080]  在座當中我估計
[00:08:52.080 --> 00:08:54.080]  我所熟悉的香港人
[00:08:54.080 --> 00:08:56.080]  我也是一個同福人
[00:08:56.080 --> 00:08:57.080]  我估計大多數人
[00:08:57.080 --> 00:09:01.080]  憂慮未必是我們所說的基層的需要
[00:09:01.080 --> 00:09:03.080]  什麼是基層的需要呢
[00:09:03.080 --> 00:09:05.080]  今晚有沒有飯吃
[00:09:05.080 --> 00:09:08.080]  到月底有沒有錢交租
[00:09:08.080 --> 00:09:11.080]  兒子開學有沒有錢交學費
[00:09:11.080 --> 00:09:14.080]  病了有沒有錢去看醫生
[00:09:14.080 --> 00:09:16.080]  我想我們不會擔心這些
[00:09:16.080 --> 00:09:18.080]  我們擔心什麼呢
[00:09:18.080 --> 00:09:21.080]  是一些中層或者甲心階層的憂慮
[00:09:21.080 --> 00:09:23.080]  擔心什麼呢
[00:09:23.080 --> 00:09:25.080]  吃了好東西怕不怕長高
[00:09:25.080 --> 00:09:29.080]  我們怕面子
[00:09:29.080 --> 00:09:31.080]  我們要跟別人比較
[00:09:31.080 --> 00:09:33.080]  怕跟同學
[00:09:33.080 --> 00:09:35.080]  幾十年沒見過同學
[00:09:35.080 --> 00:09:36.080]  我們不及別人聰明
[00:09:36.080 --> 00:09:38.080]  不及別人賺得多
[00:09:38.080 --> 00:09:39.080]  是不是
[00:09:39.080 --> 00:09:42.080]  我們有什麼方法可以賺多點錢
[00:09:42.080 --> 00:09:45.080]  夠不夠錢去退休
[00:09:45.080 --> 00:09:49.080]  夠不夠錢維持我現在這麼優質的生活
[00:09:49.080 --> 00:09:51.080]  如果
[00:09:51.080 --> 00:09:54.080]  星期一回到公司被人解僱
[00:09:54.080 --> 00:09:57.080]  怎樣繼續供樓供車供保險呢
[00:09:57.080 --> 00:10:01.080]  耶穌說
[00:10:01.080 --> 00:10:02.080]  聖經裡怎麼說
[00:10:02.080 --> 00:10:04.080]  叫我們不要憂慮
[00:10:04.080 --> 00:10:05.080]  吃什麼
[00:10:05.080 --> 00:10:06.080]  喝什麼
[00:10:06.080 --> 00:10:07.080]  穿什麼
[00:10:07.080 --> 00:10:09.080]  這些是外邦人
[00:10:09.080 --> 00:10:11.080]  小信的人
[00:10:11.080 --> 00:10:13.080]  不認識神的人的擔憂
[00:10:13.080 --> 00:10:14.080]  弟兄姊妹
[00:10:14.080 --> 00:10:16.080]  我們認不認識耶穌
[00:10:16.080 --> 00:10:17.080]  我們信了主
[00:10:17.080 --> 00:10:18.080]  我們聽不聽耶穌的話
[00:10:18.080 --> 00:10:19.080]  耶穌說什麼
[00:10:19.080 --> 00:10:21.080]  不要憂慮
[00:10:21.080 --> 00:10:22.080]  吃什麼
[00:10:22.080 --> 00:10:23.080]  穿什麼
[00:10:23.080 --> 00:10:24.080]  喝什麼
[00:10:24.080 --> 00:10:25.080]  跟大家分享一下
[00:10:25.080 --> 00:10:27.080]  唐氏平衡心理
[00:10:27.080 --> 00:10:29.080]  唐氏即是唐生唐大
[00:10:29.080 --> 00:10:31.080]  即是我和Lillian
[00:10:31.080 --> 00:10:33.080]  平衡心理的方法
[00:10:33.080 --> 00:10:35.080]  我們怎樣療癒
[00:10:35.080 --> 00:10:37.080]  耶穌說我們一定有憂慮
[00:10:37.080 --> 00:10:38.080]  我不是沒有憂慮
[00:10:38.080 --> 00:10:39.080]  你不要以為我們這麼厲害
[00:10:39.080 --> 00:10:40.080]  沒有憂慮
[00:10:40.080 --> 00:10:44.080]  我們怎樣療癒我們的憂慮的方法
[00:10:44.080 --> 00:10:47.080]  就是放假出去四處走走
[00:10:47.080 --> 00:10:48.080]  四處看看
[00:10:48.080 --> 00:10:51.080]  回到神創造的大自然
[00:10:51.080 --> 00:10:53.080]  就像聖經所說
[00:10:53.080 --> 00:10:54.080]  天空飛鳥
[00:10:54.080 --> 00:10:57.080]  原來小鳥也有很多種類
[00:10:57.080 --> 00:11:00.080]  最近我發現了一隻很可愛的小鳥
[00:11:00.080 --> 00:11:02.080]  叫做Pelican
[00:11:02.080 --> 00:11:04.080]  叫做唐鵝
[00:11:04.080 --> 00:11:06.080]  很有趣
[00:11:06.080 --> 00:11:08.080]  它的樣子游在水上
[00:11:08.080 --> 00:11:11.080]  沒有天鵝那麼高傲
[00:11:11.080 --> 00:11:13.080]  但游在水上也很悠閒
[00:11:13.080 --> 00:11:15.080]  很漂亮
[00:11:15.080 --> 00:11:19.080]  有一群唐鵝在岸邊
[00:11:19.080 --> 00:11:21.080]  讓我去到一個景點
[00:11:21.080 --> 00:11:23.080]  發現了有百多二百隻唐鵝
[00:11:23.080 --> 00:11:25.080]  在一個景點出現
[00:11:25.080 --> 00:11:28.080]  它們走上來很趣緻和可愛
[00:11:28.080 --> 00:11:30.080]  很兇的樣子
[00:11:30.080 --> 00:11:34.080]  有些是一剪開翅膀
[00:11:34.080 --> 00:11:35.080]  就像這張照片
[00:11:35.080 --> 00:11:36.080]  這些全部是真的
[00:11:36.080 --> 00:11:37.080]  不是網上拿的
[00:11:37.080 --> 00:11:38.080]  是我拍的
[00:11:38.080 --> 00:11:44.080]  看到它在一個很大的湖和河裡
[00:11:44.080 --> 00:11:46.080]  很自由地飛
[00:11:46.080 --> 00:11:47.080]  它們需要找食物嗎
[00:11:47.080 --> 00:11:48.080]  需要的
[00:11:48.080 --> 00:11:50.080]  它們也要找食物
[00:11:50.080 --> 00:11:52.080]  它們也要飛來飛去
[00:11:52.080 --> 00:11:53.080]  找食物
[00:11:53.080 --> 00:11:54.080]  餵飽自己
[00:11:54.080 --> 00:11:55.080]  餵飽自己的子女
[00:11:55.080 --> 00:11:56.080]  但有一件事
[00:11:56.080 --> 00:11:58.080]  我覺得它們很悠閒
[00:11:58.080 --> 00:11:59.080]  它們不憂慮
[00:11:59.080 --> 00:12:01.080]  天空的飛鳥
[00:12:01.080 --> 00:12:03.080]  野地的花
[00:12:03.080 --> 00:12:06.080]  有機會出去看野地的花
[00:12:06.080 --> 00:12:09.080]  不是那麼多機會
[00:12:09.080 --> 00:12:11.080]  經常出去的時候
[00:12:11.080 --> 00:12:14.080]  就像唐太太有空種植盆栽
[00:12:14.080 --> 00:12:16.080]  唐太太花園
[00:12:16.080 --> 00:12:21.080]  最近花了點時間去保養
[00:12:21.080 --> 00:12:24.080]  種植花
[00:12:24.080 --> 00:12:29.080]  看到神的創造的時候
[00:12:29.080 --> 00:12:31.080]  你會感受到外面街上
[00:12:31.080 --> 00:12:36.080]  最漂亮的時裝
[00:12:36.080 --> 00:12:38.080]  最新款的包包
[00:12:38.080 --> 00:12:40.080]  還是最貴的化妝品
[00:12:40.080 --> 00:12:43.080]  都不及神創造那麼漂亮
[00:12:43.080 --> 00:12:44.080]  是不是
[00:12:44.080 --> 00:12:45.080]  感恩
[00:12:45.080 --> 00:12:48.080]  神造我們比天空的飛鳥
[00:12:48.080 --> 00:12:51.080]  比野地的花都貴重
[00:12:51.080 --> 00:12:57.080]  當我們放開眼睛去看神創造大自然的時候
[00:12:57.080 --> 00:13:00.080]  有時候真的會很療癒
[00:13:00.080 --> 00:13:01.080]  你會感覺到
[00:13:01.080 --> 00:13:02.080]  又洗什麼
[00:13:02.080 --> 00:13:03.080]  又憂慮
[00:13:03.080 --> 00:13:04.080]  吃什麼
[00:13:04.080 --> 00:13:06.080]  穿什麼
[00:13:06.080 --> 00:13:10.080]  所以我們學習的是知足常樂的心
[00:13:10.080 --> 00:13:12.080]  知足常樂
[00:13:12.080 --> 00:13:14.080]  中國字真的很精簡
[00:13:14.080 --> 00:13:15.080]  四個字
[00:13:15.080 --> 00:13:16.080]  你知足
[00:13:16.080 --> 00:13:18.080]  你就會經常快樂
[00:13:18.080 --> 00:13:21.080]  是一個信徒應該要持守的信心
[00:13:21.080 --> 00:13:24.080]  其實生命是神所賜的
[00:13:24.080 --> 00:13:26.080]  下一張
[00:13:26.080 --> 00:13:29.080]  生命是神所賜的
[00:13:29.080 --> 00:13:32.080]  他一定會看顧保守我們生活所需
[00:13:32.080 --> 00:13:39.080]  就是因為這個信心成為了我們人生的理財觀
[00:13:39.080 --> 00:13:40.080]  真的
[00:13:40.080 --> 00:13:43.080]  我幾十年都帶著這個理財觀念
[00:13:43.080 --> 00:13:44.080]  人生的生活
[00:13:44.080 --> 00:13:45.080]  我們的人生觀
[00:13:45.080 --> 00:13:46.080]  我們的理財觀
[00:13:46.080 --> 00:13:47.080]  就是什麼呢
[00:13:47.080 --> 00:13:50.080]  Not too much but enough
[00:13:50.080 --> 00:13:52.080]  不用太多
[00:13:52.080 --> 00:13:54.080]  夠就行了
[00:13:54.080 --> 00:13:57.080]  不太多但足夠
[00:13:57.080 --> 00:14:02.080]  我們又分享一下我看到葛培里牧師
[00:14:02.080 --> 00:14:07.080]  他都有講關於憂慮的一些分享
[00:14:07.080 --> 00:14:10.080]  當然葛培里牧師是講英文的
[00:14:10.080 --> 00:14:12.080]  所以我就引用了英文那段
[00:14:12.080 --> 00:14:16.080]  但是我和大家一起讀一次中文的翻譯
[00:14:16.080 --> 00:14:17.080]  好不好
[00:14:17.080 --> 00:14:20.080]  就是葛培里牧師講關於憂慮的分享
[00:14:20.080 --> 00:14:22.080]  123我們一起讀
[00:14:22.080 --> 00:14:25.080]  為明天計劃是善用時間
[00:14:25.080 --> 00:14:28.080]  為明天憂慮卻是浪費時間
[00:14:28.080 --> 00:14:31.080]  有時兩者的分別是很難判斷的
[00:14:31.080 --> 00:14:34.080]  謹慎計劃是預先思想目標
[00:14:34.080 --> 00:14:36.080]  步驟和進程
[00:14:36.080 --> 00:14:38.080]  而且信靠神的引導
[00:14:38.080 --> 00:14:42.080]  預備好會幫助我們減輕憂慮
[00:14:42.080 --> 00:14:45.080]  而常常憂慮的人是充滿恐懼
[00:14:45.080 --> 00:14:47.080]  難以去信神
[00:14:47.080 --> 00:14:53.080]  他們容讓自己的思想影響他們和神的關係
[00:14:53.080 --> 00:14:56.080]  英文如果你們想的話可以拍下來
[00:14:56.080 --> 00:14:57.080]  求神幫助我們
[00:14:57.080 --> 00:15:00.080]  我們就透過牧師的分享去學習
[00:15:00.080 --> 00:15:06.080]  不要讓憂慮影響我們和神的關係
[00:15:06.080 --> 00:15:08.080]  聖經真的很精準
[00:15:08.080 --> 00:15:10.080]  跟大家讀另一節經文
[00:15:10.080 --> 00:15:12.080]  針研23章5節
[00:15:12.080 --> 00:15:13.080]  一起讀123
[00:15:13.080 --> 00:15:16.080]  你的眼睛注視在錢財上
[00:15:16.080 --> 00:15:18.080]  錢財卻不見了
[00:15:18.080 --> 00:15:21.080]  因為錢財必漲起翅膀
[00:15:21.080 --> 00:15:23.080]  如鷹飛到天上
[00:15:23.080 --> 00:15:29.080]  原來錢財最喜歡跟我們說再見
[00:15:29.080 --> 00:15:31.080]  所以聖經也是這樣說
[00:15:31.080 --> 00:15:35.080]  你越看著錢財就越會不見
[00:15:35.080 --> 00:15:37.080]  為什麼呢
[00:15:37.080 --> 00:15:41.080]  我們不是唱歌如鷹展翅上騰
[00:15:41.080 --> 00:15:43.080]  錢財如鷹展翅上騰就不太好
[00:15:43.080 --> 00:15:46.080]  我們如鷹展翅上騰就OK
[00:15:46.080 --> 00:15:51.080]  所以鼎姐妹我想告訴大家
[00:15:51.080 --> 00:15:57.080]  恆指利率不會因為你每天擔憂幾個小時而升高降低
[00:15:57.080 --> 00:16:01.080]  你擔憂多少恆指都不會高一點
[00:16:01.080 --> 00:16:03.080]  供樓利率都不會跌
[00:16:03.080 --> 00:16:06.080]  你每晚想到睡不著
[00:16:06.080 --> 00:16:09.080]  你的銀行存款都不會多了
[00:16:09.080 --> 00:16:13.080]  你的樓按的平衡都不會少了
[00:16:13.080 --> 00:16:17.080]  所以憂慮是不會讓我們增值的
[00:16:17.080 --> 00:16:21.080]  增值的是增加了血壓
[00:16:21.080 --> 00:16:23.080]  增加了皺紋
[00:16:23.080 --> 00:16:27.080]  增加了你越來越差的脾氣
[00:16:27.080 --> 00:16:30.080]  會蠶食你的喜樂
[00:16:30.080 --> 00:16:32.080]  毀壞你的健康
[00:16:32.080 --> 00:16:34.080]  影響你跟配偶的關係
[00:16:34.080 --> 00:16:37.080]  影響你兒女的成長
[00:16:37.080 --> 00:16:39.080]  所以在這裡學習的
[00:16:39.080 --> 00:16:41.080]  剛才詩歌唱經文也有說
[00:16:41.080 --> 00:16:46.080]  不如我們將我們的需要向神祈禱
[00:16:46.080 --> 00:16:49.080]  《針研十章》22節我們一起讀
[00:16:49.080 --> 00:16:52.080]  耶和華所賜的福使人富足
[00:16:52.080 --> 00:16:55.080]  並不加上憂慮
[00:16:55.080 --> 00:16:58.080]  所以各位如果在座當中有剛才提過的
[00:16:58.080 --> 00:17:01.080]  我們如果有月光族
[00:17:01.080 --> 00:17:03.080]  有在職貧窮
[00:17:03.080 --> 00:17:06.080]  賺的都不夠儲的都沒有
[00:17:06.080 --> 00:17:09.080]  或者還為債務擔心
[00:17:09.080 --> 00:17:11.080]  可能你現在在財困當中
[00:17:11.080 --> 00:17:14.080]  其實我們都很願意跟你一起同行
[00:17:14.080 --> 00:17:16.080]  很願意跟你一起禱告
[00:17:16.080 --> 00:17:18.080]  我們完了崇拜通常都會說
[00:17:18.080 --> 00:17:20.080]  去我的左手邊
[00:17:20.080 --> 00:17:22.080]  就是我們的代禱者
[00:17:22.080 --> 00:17:24.080]  很願意為你祈禱
[00:17:24.080 --> 00:17:27.080]  我們相信禱告其實可以代替恐慌
[00:17:27.080 --> 00:17:31.080]  信心可以代替一些衝動的決定
[00:17:31.080 --> 00:17:38.080]  我們學習知足
[00:17:38.080 --> 00:17:41.080]  因為不知足可能來自一個原因
[00:17:41.080 --> 00:17:43.080]  就是因為我們貪心
[00:17:43.080 --> 00:17:45.080]  不知足可能來自一個原因
[00:17:45.080 --> 00:17:47.080]  就是我們原妖
[00:17:47.080 --> 00:17:49.080]  喜歡原妖
[00:17:49.080 --> 00:17:51.080]  中國人有一個很好的智慧
[00:17:51.080 --> 00:17:54.080]  人心不足就蛇吞象
[00:17:54.080 --> 00:17:57.080]  貪志就會變成貧
[00:17:57.080 --> 00:18:00.080]  大家要記住識讀
[00:18:00.080 --> 00:18:05.080]  所以做人不用跟別人比較
[00:18:05.080 --> 00:18:13.080]  聖經有提到貪財和懸乎都不是神所喜悅
[00:18:13.080 --> 00:18:18.080]  一起讀提摩太前書的六章三節經文
[00:18:18.080 --> 00:18:23.080]  然而敬虔加上知足的心便是大利了
[00:18:23.080 --> 00:18:26.080]  只要有衣有食就當知足
[00:18:26.080 --> 00:18:29.080]  貪財是萬惡之根
[00:18:29.080 --> 00:18:36.080]  所以我們要分清楚什麼來自神 什麼來自魔鬼
[00:18:36.080 --> 00:18:38.080]  私慾和貪念
[00:18:38.080 --> 00:18:42.080]  即是我們所說的貪心和懸乎
[00:18:42.080 --> 00:18:45.080]  都是來自那惡者 都是來自魔鬼
[00:18:45.080 --> 00:18:48.080]  所以求神幫我們分清楚兩樣東西
[00:18:48.080 --> 00:18:51.080]  分清楚什麼是我們真正需要的東西
[00:18:51.080 --> 00:18:52.080]  什麼是我們的needs
[00:18:52.080 --> 00:18:54.080]  什麼是我們想要的東西
[00:18:54.080 --> 00:18:56.080]  什麼是我們的wants
[00:18:56.080 --> 00:18:59.080]  這是第二個概念
[00:18:59.080 --> 00:19:02.080]  我們要學習知足常樂 不憂慮
[00:19:02.080 --> 00:19:05.080]  第三個我們學習在基督徒裏面
[00:19:05.080 --> 00:19:08.080]  學習理財觀念這段經文教導我們
[00:19:08.080 --> 00:19:11.080]  我們剛才唱歌已經唱到入腦
[00:19:11.080 --> 00:19:14.080]  先求他的國和他的義
[00:19:14.080 --> 00:19:17.080]  我們一起讀六章三十三三十四節
[00:19:17.080 --> 00:19:18.080]  一二三
[00:19:18.080 --> 00:19:21.080]  你們要先祈求他的國和他的義
[00:19:21.080 --> 00:19:24.080]  這些東西都要加給你們
[00:19:24.080 --> 00:19:27.080]  所以不要為明天憂慮
[00:19:27.080 --> 00:19:30.080]  因為明天自有明天的憂慮
[00:19:30.080 --> 00:19:34.080]  一天的難處一天當就夠了
