
[00:00:00.000 --> 00:00:02.640]  在開始正道之前,去同心來祈禱
[00:03:40.300 --> 00:03:41.960]  娶妻生子
[00:03:41.960 --> 00:03:45.460]  她繼續來到去繁衍下一代
[00:03:45.460 --> 00:03:48.580]  後來,就算摩西
[00:03:48.980 --> 00:03:51.980]  被逼逃亡,去到米甸
[00:03:51.980 --> 00:03:55.100]  這個地方,她還是娶妻
[00:03:55.100 --> 00:03:56.180]  生子
[00:03:56.180 --> 00:04:00.100]  是一個家庭,去繁衍
[00:04:00.100 --> 00:04:03.100]  到另一個家庭,就算入贅
[00:04:03.100 --> 00:04:06.180]  到外父的家中,成為寄居者
[00:04:06.180 --> 00:04:09.700]  她還是在這裏,落地生根
[00:04:09.700 --> 00:04:13.240]  因為時間的關係,將經文
[00:04:13.240 --> 00:04:16.280]  分開兩段來講,今天先講
[00:04:16.280 --> 00:04:18.200]  摩西孩童時期
[00:04:18.980 --> 00:04:20.240]  正常來說
[00:04:20.240 --> 00:04:23.440]  在法律的御令之下
[00:04:23.440 --> 00:04:26.600]  摩西和其他男嬰出世
[00:04:26.600 --> 00:04:27.600]  已經
[00:04:27.600 --> 00:04:30.440]  被拋棄在尼羅河裏面
[00:04:30.440 --> 00:04:31.800]  摩西
[00:04:31.800 --> 00:04:35.080]  來到去被救,擺明是一個
[00:04:35.080 --> 00:04:37.260]  特例神蹟
[00:04:37.260 --> 00:04:40.280]  她是用很平淡的手法
[00:04:40.280 --> 00:04:41.480]  去描述
[00:04:41.480 --> 00:04:45.040]  沒有什麼嘣嘣語語,沒有什麼大喜大樂
[00:04:45.040 --> 00:04:48.060]  好像很平淡,像溫馨
[00:04:48.060 --> 00:04:51.560]  寫實的劇集,但是偏偏
[00:04:51.560 --> 00:04:54.100]  神的拯救計劃
[00:04:54.100 --> 00:04:57.100]  是在一個死亡令下
[00:04:57.100 --> 00:04:59.400]  偷生的嬰孩身上
[00:04:59.400 --> 00:05:03.180]  是躺在一個脆弱男子
[00:05:03.180 --> 00:05:06.740]  是去順著河流,來飄流
[00:05:06.740 --> 00:05:10.760]  嬰孩摩西能夠倖存
[00:05:10.760 --> 00:05:14.140]  是因為參與上帝故事的人
[00:05:14.140 --> 00:05:16.420]  有不一樣的視野
[00:05:16.420 --> 00:05:18.740]  有不一樣的信心
[00:05:18.740 --> 00:05:24.180]  大家都試過看3D立體電影
[00:05:24.180 --> 00:05:28.240]  影像好像飛出來,海海如生
[00:05:28.240 --> 00:05:31.040]  但是有必需的工具
[00:05:31.040 --> 00:05:35.000]  就是這個什麼?那個3D的眼鏡
[00:05:35.000 --> 00:05:38.260]  如果正常,你要看這個銀幕
[00:05:38.260 --> 00:05:41.880]  是模糊一片,很多的殘影
[00:05:41.880 --> 00:05:44.840]  在人家看,應該是摩西的出生
[00:05:44.840 --> 00:05:48.340]  他面對的是死亡通牒
[00:05:48.340 --> 00:05:51.040]  在神的救贖計劃
[00:05:51.040 --> 00:05:54.280]  只是當時看不到
[00:05:54.280 --> 00:05:58.460]  這個嬰孩,他是一個不一樣的人生
[00:05:58.460 --> 00:06:02.000]  一個男孩的擔心
[00:06:02.000 --> 00:06:04.860]  一個男嬰的擔心,應該是可喜可賀
[00:06:04.860 --> 00:06:06.280]  就算今天
[00:06:06.280 --> 00:06:10.400]  我們認識的親戚或者朋友
[00:06:10.400 --> 00:06:13.840]  他有嬰孩出生,我們都會恭賀他
[00:06:13.840 --> 00:06:16.360]  可能會賣尿片、奶粉
[00:06:16.360 --> 00:06:18.140]  他都會派
[00:06:18.140 --> 00:06:21.520]  借去熊雞蛋,他會派薑草
[00:06:21.520 --> 00:06:24.360]  很開心,是一個喜訊
[00:06:24.360 --> 00:06:28.700]  但是摩西生不逢時,喜訊成為惡訊
[00:06:28.700 --> 00:06:32.520]  他出生,立刻會面對死亡
[00:06:32.520 --> 00:06:36.160]  是面臨父母親手
[00:06:36.160 --> 00:06:40.280]  要將他拋棄在尼羅河的魚鱗
[00:06:40.280 --> 00:06:43.020]  整個家庭都愁雲慘霧
[00:06:43.240 --> 00:06:46.600]  就好像以前我們經濟不景氣時
[00:06:46.600 --> 00:06:50.660]  新生學子寒窗苦讀十年
[00:06:50.660 --> 00:06:53.080]  終於學有所成
[00:06:53.080 --> 00:06:56.420]  期望學以致用,怎知
[00:06:56.420 --> 00:06:59.980]  經濟不景,人浮於事
[00:06:59.980 --> 00:07:02.920]  畢業等於失業
[00:07:02.920 --> 00:07:07.520]  踏破很多雙鞋
[00:07:07.520 --> 00:07:10.400]  發過無數求職信
[00:07:10.400 --> 00:07:13.180]  見過無數次面試
[00:07:13.180 --> 00:07:15.240]  無功而還
[00:07:15.240 --> 00:07:19.200]  那份失落,那份無助
[00:07:19.200 --> 00:07:21.120]  那種孤單
[00:07:21.120 --> 00:07:24.520]  面對生死抉擇
[00:07:24.520 --> 00:07:29.100]  在法老的魚鱗的高高在上
[00:07:29.100 --> 00:07:31.180]  他下一道命令
[00:07:31.180 --> 00:07:34.920]  誰敢來不聽,他有軍隊
[00:07:34.920 --> 00:07:37.620]  有埃及人民
[00:07:37.620 --> 00:07:40.200]  和他一起站在同一陣線
[00:07:40.200 --> 00:07:43.300]  這個以色列人是
[00:07:43.300 --> 00:07:46.660]  當時來說被妖化,是仇敵
[00:07:46.660 --> 00:07:50.380]  是叛亂分子,是要取替和消滅
[00:07:50.380 --> 00:07:53.500]  一邊是自己親生骨肉
[00:07:53.500 --> 00:07:54.500]  切肉
[00:07:54.500 --> 00:07:58.000]  不離皮,懷胎十月
[00:07:58.000 --> 00:07:59.520]  血濃於水
[00:07:59.520 --> 00:08:04.020]  冒死去保存嬰孩的生命
[00:08:04.020 --> 00:08:06.440]  是有機會
[00:08:06.440 --> 00:08:08.760]  去連累成家人
[00:08:10.300 --> 00:08:13.160]  說得難聽點,是攬炒
[00:08:13.160 --> 00:08:16.900]  不單止救不到嬰孩
[00:08:16.900 --> 00:08:19.340]  更加是攬著一起死
[00:08:19.340 --> 00:08:22.420]  如果你是摩西的母親
[00:08:22.420 --> 00:08:25.200]  真是母親的抉擇
[00:08:25.200 --> 00:08:27.220]  你會怎樣?
[00:08:27.220 --> 00:08:31.460]  給你,你會怎樣?
[00:08:31.460 --> 00:08:34.880]  真是聽
[00:08:34.880 --> 00:08:37.280]  法老的命令
[00:08:37.280 --> 00:08:39.360]  還是
[00:08:41.140 --> 00:08:43.540]  盡能力,姑且
[00:08:43.540 --> 00:08:46.540]  看似沒有什麼希望
[00:08:46.540 --> 00:08:49.540]  但仍然繼續去堅持
[00:08:49.540 --> 00:08:53.360]  摩西獲救的起始
[00:08:53.360 --> 00:08:55.960]  是去容貌盡美
[00:08:55.960 --> 00:08:57.580]  經文裡也說
[00:08:57.580 --> 00:09:02.680]  果然顏值高
[00:09:02.680 --> 00:09:05.540]  顏值高
[00:09:05.540 --> 00:09:08.140]  就是資本和優勢
[00:09:08.460 --> 00:09:10.340]  這與我無關
[00:09:10.340 --> 00:09:13.840]  求職者
[00:09:13.840 --> 00:09:15.800]  的照片
[00:09:15.800 --> 00:09:18.280]  現在說是要去影樓影
[00:09:18.280 --> 00:09:21.500]  特地去幾百元
[00:09:21.500 --> 00:09:24.000]  過千元去拍一張照片
[00:09:24.000 --> 00:09:26.620]  去西洛浩積信
[00:09:26.620 --> 00:09:28.080]  希望怎樣?
[00:09:28.080 --> 00:09:29.720]  讓人收到信
[00:09:29.720 --> 00:09:31.720]  有個良好的印象
[00:09:31.720 --> 00:09:33.720]  要去撿過照片
[00:09:33.720 --> 00:09:35.520]  是否這樣呢?
[00:09:35.520 --> 00:09:37.680]  原來摩西母親
[00:09:37.680 --> 00:09:39.660]  所看到的盡美
[00:09:39.660 --> 00:09:42.280]  是創造的美好
[00:09:42.280 --> 00:09:45.240]  在神完成創造之後
[00:09:45.240 --> 00:09:47.260]  欣賞所做的一切
[00:09:47.260 --> 00:09:48.760]  都是美好
[00:09:48.760 --> 00:09:50.080]  同一個字來的
[00:09:50.080 --> 00:09:51.860]  有女人懷孕生一個兒子
[00:09:51.860 --> 00:09:53.400]  見他盡美
[00:09:53.400 --> 00:09:55.080]  就藏了他三個月
[00:09:55.080 --> 00:09:59.860]  神看他所做的一切甚好
[00:09:59.860 --> 00:10:03.120]  原來文字是同一樣的
[00:10:04.540 --> 00:10:09.600]  在母親以神的視野
[00:10:09.600 --> 00:10:12.740]  來看到兒子的生命
[00:10:12.740 --> 00:10:15.240]  在這份美好
[00:10:15.240 --> 00:10:18.280]  讓我們整個家庭去冒洗
[00:10:18.280 --> 00:10:21.420]  去守護這個孩子
[00:10:21.420 --> 00:10:24.620]  多年前我約了朋友
[00:10:24.620 --> 00:10:26.420]  在長沙灣地鐵站
[00:10:26.420 --> 00:10:29.380]  長沙灣是我成長的地方
[00:10:29.380 --> 00:10:31.420]  我看著長沙灣地鐵站
[00:10:31.420 --> 00:10:32.620]  去興建
[00:10:32.620 --> 00:10:35.900]  熟悉不過每天都要出入
[00:10:35.900 --> 00:10:37.980]  但我一次有個不同的經歷
[00:10:37.980 --> 00:10:39.020]  我朋友遲到
[00:10:39.020 --> 00:10:41.300]  我等了很久
[00:10:41.300 --> 00:10:43.380]  眼見很多人
[00:10:43.380 --> 00:10:45.620]  在電動樓梯上涌上你
[00:10:45.620 --> 00:10:47.060]  他們來到速集
[00:10:47.060 --> 00:10:49.140]  好像潮水一樣
[00:10:49.140 --> 00:10:52.140]  他們趕著你回家
[00:10:52.140 --> 00:10:53.780]  在這個時刻
[00:10:53.780 --> 00:10:55.260]  等人的時間
[00:10:55.260 --> 00:10:57.780]  突然心裡一份催逼
[00:10:57.780 --> 00:10:59.780]  聖靈跟我說
[00:10:59.780 --> 00:11:03.740]  如果這幫人未信耶穌
[00:11:03.740 --> 00:11:07.980]  他們會怎樣
[00:11:07.980 --> 00:11:10.860]  我想到如果他們都未相信
[00:11:10.860 --> 00:11:13.380]  他們很趕急
[00:11:13.380 --> 00:11:17.860]  其實是步向死亡
[00:11:17.860 --> 00:11:19.020]  如果他們都不相信
[00:11:19.020 --> 00:11:21.460]  他們每一個都在衝去死亡
[00:11:21.460 --> 00:11:27.380]  是一條不歸的路
[00:11:27.380 --> 00:11:30.740]  是一份突然一份催心
[00:11:30.740 --> 00:11:36.340]  似乎我眼淚流不停
[00:11:36.340 --> 00:11:38.060]  一直感動到今天
[00:11:38.060 --> 00:11:40.740]  仍然在未止住
[00:11:40.740 --> 00:11:43.180]  今日滿街都是行人
[00:11:43.180 --> 00:11:47.340]  甚至我們的家人朋友鄰舍
[00:11:47.340 --> 00:11:48.940]  我們都不是見到
[00:11:48.940 --> 00:11:57.300]  是否都見到神珍惜他們
[00:11:57.300 --> 00:12:00.660]  畢養的視野
[00:12:00.660 --> 00:12:03.900]  摩西的姐姐都是一樣
[00:12:03.900 --> 00:12:05.140]  摩西的姐姐視野
[00:12:05.140 --> 00:12:08.500]  都不跟她遠遠的站著
[00:12:08.500 --> 00:12:13.140]  要知道看她究竟是甚麼樣
[00:12:13.140 --> 00:12:17.540]  說為甚麼要站得遠
[00:12:17.540 --> 00:12:20.860]  不是公園看人捉棋
[00:12:20.860 --> 00:12:23.540]  君子離台三尺不得
[00:12:23.540 --> 00:12:24.500]  以牙送鋼
[00:12:24.500 --> 00:12:25.380]  你不要說話
[00:12:25.380 --> 00:12:26.300]  你看人捉棋好了
[00:12:26.300 --> 00:12:27.460]  你不要說話
[00:12:27.460 --> 00:12:28.180]  是否這樣
[00:12:28.180 --> 00:12:29.500]  當然不是
[00:12:29.500 --> 00:12:33.860]  他是密切留意整件事的發展
[00:12:33.860 --> 00:12:36.420]  首先不要走得太近
[00:12:36.420 --> 00:12:38.660]  否則人們不敢看過去
[00:12:38.660 --> 00:12:41.980]  那個箱子就知道你在
[00:12:41.980 --> 00:12:43.540]  不要攔阻別人靠近
[00:12:43.540 --> 00:12:46.540]  但當事情看似有轉機時
[00:12:46.540 --> 00:12:48.420]  他飛身過來
[00:12:48.420 --> 00:12:51.580]  他出現在白老的女兒面前
[00:12:51.580 --> 00:12:54.820]  去引嫁一位希伯來人婦人
[00:12:54.820 --> 00:12:58.340]  即是孩子的母親來做奶媽
[00:12:58.340 --> 00:13:00.540]  他扮演一個關鍵的角色
[00:13:00.540 --> 00:13:05.300]  是將母子和公主和嬰孩
[00:13:05.300 --> 00:13:09.340]  雙方奇妙地連繫在一起
[00:13:09.340 --> 00:13:11.500]  他繼續觀看
[00:13:11.500 --> 00:13:13.860]  繼續參與
[00:13:13.860 --> 00:13:16.460]  要成就神在嬰孩身上
[00:13:16.460 --> 00:13:19.020]  奇妙的計劃
[00:13:19.020 --> 00:13:21.140]  他得到法老女兒的保護
[00:13:21.140 --> 00:13:23.740]  被收為養子
[00:13:23.740 --> 00:13:27.500]  弟弟不再需要遮遮掩掩
[00:13:27.500 --> 00:13:30.780]  不需要在終日惶恐當中
[00:13:30.780 --> 00:13:34.180]  光明正大地被母親養育
[00:13:34.180 --> 00:13:38.740]  生活費更加由法老女兒供應
[00:13:38.740 --> 00:13:39.740]  今天
[00:13:39.740 --> 00:13:43.380]  不如我們去看神的作為
[00:13:43.380 --> 00:13:44.980]  向神呼求
[00:13:44.980 --> 00:13:46.740]  繼續守望
[00:13:46.740 --> 00:13:48.860]  繼續關心
[00:13:48.860 --> 00:13:52.260]  科技方面傳信
[00:13:52.260 --> 00:13:57.340]  但卻是拉遠了人的距離
[00:13:57.340 --> 00:13:58.980]  再說一次
[00:13:58.980 --> 00:14:01.900]  科技方面傳信
[00:14:01.900 --> 00:14:06.140]  卻是拉遠了人的距離
[00:14:06.140 --> 00:14:07.660]  今天電話響
[00:14:07.660 --> 00:14:09.180]  你不聽不行
[00:14:09.180 --> 00:14:11.380]  你收到一個訊息
[00:14:11.380 --> 00:14:15.780]  就當可以二讀不回
[00:14:15.780 --> 00:14:18.420]  你收到太多資訊
[00:14:18.420 --> 00:14:19.900]  就算你真的會留意
[00:14:19.900 --> 00:14:21.460]  但你未必追到
[00:14:21.460 --> 00:14:23.940]  可能發了在群組內
[00:14:23.940 --> 00:14:25.260]  很多人回應
[00:14:25.260 --> 00:14:27.340]  已經收到幾十個
[00:14:27.340 --> 00:14:28.180]  你都沒有時間
[00:14:28.180 --> 00:14:28.820]  沒有心
[00:14:28.820 --> 00:14:30.460]  或者沒有留意
[00:14:30.460 --> 00:14:32.180]  別人以為你讀了
[00:14:32.180 --> 00:14:36.220]  其實你沒有收到
[00:14:36.220 --> 00:14:38.500]  我們都很簡單
[00:14:38.500 --> 00:14:40.660]  收到代討資訊
[00:14:40.660 --> 00:14:41.780]  寫個表情
[00:14:41.780 --> 00:14:43.540]  寫個符號
[00:14:43.540 --> 00:14:45.700]  就已經完成
[00:14:45.700 --> 00:14:47.860]  但我們有沒有真的關心
[00:14:47.860 --> 00:14:49.140]  有沒有留意
[00:14:49.140 --> 00:14:52.540]  真的去了解整件事的發生
[00:14:52.540 --> 00:14:59.020]  容讓我們都能夠繼續參與
[00:14:59.020 --> 00:15:00.140]  我講了很多次
[00:15:00.140 --> 00:15:02.220]  其實我們在程序表裏面
[00:15:02.220 --> 00:15:04.220]  除了程序表
[00:15:04.220 --> 00:15:05.700]  其實我們在程序表裏面
[00:15:05.700 --> 00:15:09.420]  有我們代討的事項
[00:15:09.420 --> 00:15:14.620]  很想大家拿回去繼續祈禱
[00:15:14.620 --> 00:15:17.260]  繼續守望
[00:15:17.260 --> 00:15:19.260]  看看神在我們當中
[00:15:19.260 --> 00:15:20.940]  祂奇妙的作為
[00:15:20.940 --> 00:15:25.060]  我們怎樣來參與和回應
[00:15:25.060 --> 00:15:28.500]  每個代討都是發出呼籲
[00:15:28.500 --> 00:15:31.740]  期待你和我都在當中
[00:15:31.740 --> 00:15:33.380]  可以來參與
[00:15:33.380 --> 00:15:42.420]  成就神自己的計劃
[00:15:42.420 --> 00:15:44.900]  法老的來而去視野
[00:15:44.900 --> 00:15:46.780]  都是不同的
[00:15:46.780 --> 00:15:49.140]  祂打開箱
[00:15:49.140 --> 00:15:50.740]  看到孩子
[00:15:50.740 --> 00:15:52.740]  孩子就哭
[00:15:52.740 --> 00:15:55.540]  祂就可憐他
[00:15:55.540 --> 00:15:57.580]  你不知道今日我們KOL
[00:15:57.580 --> 00:15:58.620]  看YouTuber這樣
[00:15:58.620 --> 00:16:00.820]  開箱吃東西
[00:16:00.820 --> 00:16:02.460]  打開看到什麼
[00:16:02.460 --> 00:16:03.500]  試新東西
[00:16:03.500 --> 00:16:04.620]  有什麼產品
[00:16:04.620 --> 00:16:07.380]  有什麼食品
[00:16:07.380 --> 00:16:08.980]  試給你看
[00:16:08.980 --> 00:16:10.340]  用給你看
[00:16:10.340 --> 00:16:11.780]  不是
[00:16:11.780 --> 00:16:13.420]  祂打開你的箱
[00:16:13.420 --> 00:16:16.860]  是看到孩子
[00:16:16.860 --> 00:16:19.340]  這個西館說祂打開了
[00:16:19.340 --> 00:16:22.620]  就看見孩子
[00:16:22.620 --> 00:16:26.940]  看孩子哭了
[00:16:26.940 --> 00:16:28.700]  祂就憐憫他
[00:16:28.700 --> 00:16:36.140]  說這是希伯來人的一個孩子
[00:16:36.140 --> 00:16:38.500]  其實我每次讀這段經文
[00:16:38.500 --> 00:16:41.620]  我都懷疑和困難
[00:16:41.620 --> 00:16:45.740]  很難想像一個心狠手辣
[00:16:45.740 --> 00:16:47.700]  鐵石心腸
[00:16:47.700 --> 00:16:52.660]  雙手沾滿鮮血的父親
[00:16:52.660 --> 00:16:56.820]  有一個這麼有憐憫的心的女兒
[00:16:56.820 --> 00:16:59.940]  如果法老稍微有一點
[00:16:59.940 --> 00:17:01.380]  賊人自信
[00:17:01.380 --> 00:17:06.220]  都不會一度命令不果
[00:17:06.220 --> 00:17:07.780]  再一度命令
[00:17:07.780 --> 00:17:15.300]  是要將嬰孩殺死
[00:17:15.300 --> 00:17:19.780]  我們說有其父必有其女
[00:17:19.780 --> 00:17:22.060]  在這個宮廷裏面
[00:17:22.060 --> 00:17:26.500]  她都習慣這個政治習慣的生活
[00:17:26.500 --> 00:17:27.780]  作為女兒
[00:17:27.780 --> 00:17:31.780]  她很清楚父親的為人
[00:17:31.780 --> 00:17:34.420]  行事手法和目的
[00:17:34.420 --> 00:17:38.260]  她竟然去無視她父親的御令
[00:17:38.260 --> 00:17:42.900]  明顯是一種背叛和挑戰權威
[00:17:42.900 --> 00:17:44.500]  真是來人尋味
[00:17:44.500 --> 00:17:49.220]  或者是百思不得其解
[00:17:49.220 --> 00:17:50.740]  作者在教後經文
[00:17:50.740 --> 00:17:53.180]  在二章二十四和二十五節
[00:17:53.180 --> 00:17:54.860]  帶出了原因
[00:17:54.860 --> 00:17:57.780]  她的孩子的哭聲
[00:17:57.780 --> 00:18:01.860]  和以色列人受苦所發的呼喊聲
[00:18:01.860 --> 00:18:05.780]  神是同樣聽見、同樣看顧
[00:18:05.780 --> 00:18:08.620]  同樣憐憫她們
[00:18:08.620 --> 00:18:10.540]  法老的女兒出現
[00:18:10.540 --> 00:18:14.500]  看來好像巧合如著鋼鋼
[00:18:14.500 --> 00:18:18.220]  其實是神去預備帶領
[00:18:18.220 --> 00:18:19.860]  她動了慈心
[00:18:19.860 --> 00:18:22.620]  是神預先來感動
[00:18:22.620 --> 00:18:25.140]  去預備她的心
[00:18:25.140 --> 00:18:27.700]  二章二十四節說
[00:18:27.700 --> 00:18:30.300]  神聽見她們的呼聲
[00:18:30.300 --> 00:18:32.540]  就紀念她與阿伯拉罕
[00:18:32.540 --> 00:18:34.420]  以撒亞國所立的約
[00:18:34.420 --> 00:18:40.460]  神看顧以色列人也關注她們
[00:18:40.460 --> 00:18:45.020]  六節是嬰孩摩西的呼喊
[00:18:45.020 --> 00:18:49.980]  二章二十四節是以色列人的呼喊
[00:18:49.980 --> 00:18:54.220]  神都在當中去回應
[00:18:54.220 --> 00:18:57.020]  神都是看著、關心
[00:18:57.020 --> 00:19:00.860]  有行動來作出回應
[00:19:00.860 --> 00:19:02.260]  摩西的呼喊
[00:19:02.260 --> 00:19:04.300]  是對應以色列人的呼喊
[00:19:04.300 --> 00:19:06.500]  神就是水聽
[00:19:06.500 --> 00:19:09.340]  二章裡面的人物
[00:19:09.340 --> 00:19:11.060]  沒有一個有名
[00:19:11.060 --> 00:19:13.900]  只是摩西來有名字
[00:19:13.900 --> 00:19:17.140]  摩西和耶穌的出生近似
[00:19:17.140 --> 00:19:20.540]  也是去拯救出來的意思
[00:19:20.540 --> 00:19:24.420]  可以說摩西是耶穌的寓表
[00:19:24.420 --> 00:19:27.740]  我們見到一個嬰孩的誕生
[00:19:27.740 --> 00:19:30.740]  去成就一件不可能的事
[00:19:30.740 --> 00:19:34.500]  是因為他們又有不一樣的視野
[00:19:34.500 --> 00:19:38.620]  今天無論是任何的境遇
[00:19:38.620 --> 00:19:42.940]  讓我們來認定神一直在
[00:19:42.940 --> 00:19:46.020]  祂看著、祂關心
[00:19:46.020 --> 00:19:48.900]  祂聽到、祂照顧
[00:19:48.900 --> 00:19:52.300]  祂供應、祂憐憫
[00:19:52.300 --> 00:19:55.180]  求主讓我們來見到
[00:19:55.180 --> 00:20:00.220]  因為信心是一種罕見
[00:20:00.220 --> 00:20:07.300]  相信大家都玩過捉迷藏
[00:20:07.300 --> 00:20:08.980]  我們小時候沒什麼玩的
[00:20:08.980 --> 00:20:09.740]  沒有機器玩的
[00:20:09.740 --> 00:20:11.620]  是玩這些的
[00:20:11.620 --> 00:20:13.820]  這個捉迷藏、捉迷藏
[00:20:13.820 --> 00:20:16.540]  成功的關鍵是什麼?
[00:20:16.540 --> 00:20:18.980]  是膽大心小
[00:20:18.980 --> 00:20:22.860]  更加要忍受固執
[00:20:22.860 --> 00:20:28.380]  明明很安全躲起來了
[00:20:28.380 --> 00:20:32.900]  但是沒有人來找我
[00:20:32.900 --> 00:20:34.740]  到底是不是忘記了我呢?
[00:20:34.740 --> 00:20:38.700]  還是玩完已經下班了?
[00:20:38.700 --> 00:20:40.380]  就是很安全躲起來了
[00:20:40.380 --> 00:20:41.220]  但是沒有人來找
[00:20:41.220 --> 00:20:42.460]  心裡又怎樣?
[00:20:42.460 --> 00:20:43.460]  又掛念著
[00:20:43.460 --> 00:20:44.620]  到底是不是真的?
[00:20:44.620 --> 00:20:46.300]  是不是還在玩?
[00:20:46.300 --> 00:20:48.420]  先把頭伸出去看看
[00:20:48.420 --> 00:20:49.340]  一撞就怎知道
[00:20:49.340 --> 00:20:51.100]  我捉迷藏又經過了
[00:20:51.100 --> 00:20:54.500]  就被捉住了
[00:20:54.500 --> 00:20:59.020]  我們試過小時候玩過
[00:20:59.020 --> 00:21:00.500]  當我們有小朋友
