
[00:00:00.000 --> 00:00:04.800]  容讓我用一個故事去做我的前奏
[00:02:01.120 --> 00:02:04.920]  知道這個銷售手法出了問題
[00:02:04.920 --> 00:02:06.360]  當我們看到這個故事的時候
[00:02:06.360 --> 00:02:07.960]  我們可能覺得很奇怪
[00:02:07.960 --> 00:02:12.360]  我會在想 究竟珠寶裏面的
[00:02:12.360 --> 00:02:14.120]  那個盒子珍貴一點
[00:02:14.120 --> 00:02:17.920]  還是裏面的珠寶珍貴呢
[00:02:17.920 --> 00:02:24.440]  究竟 當我們去一些珠寶店的時候
[00:02:24.440 --> 00:02:27.240]  我們不會買那個盒子的 是不是
[00:02:27.240 --> 00:02:30.160]  我們最重要的是買裏面的珠寶
[00:02:30.160 --> 00:02:35.680]  今天 當我們活在這麼紛亂的世代的時候
[00:02:35.680 --> 00:02:39.800]  究竟你是在學習用你自己的能力
[00:02:39.800 --> 00:02:44.000]  還是怎樣用神的能力去面對這個世界呢
[00:02:44.000 --> 00:02:47.440]  在你看來 人的能力重要一點
[00:02:47.440 --> 00:02:50.600]  還是神的能力呢
[00:02:50.600 --> 00:02:51.880]  但很多時候
[00:02:51.880 --> 00:02:54.320]  其實我們是在用我們自己的力氣
[00:02:54.320 --> 00:02:56.240]  去過我們每一天
[00:02:56.240 --> 00:02:59.080]  所以當你遇到一些解決不了的事情
[00:02:59.080 --> 00:03:00.680]  或者不肯定那件事
[00:03:00.680 --> 00:03:02.840]  我做得好不好的時候
[00:03:02.840 --> 00:03:05.600]  就會成為了我們的壓力
[00:03:05.600 --> 00:03:06.520]  頂姐妹
[00:03:06.520 --> 00:03:09.440]  我們今天容讓神在我們的生命裏面
[00:03:09.440 --> 00:03:10.680]  去用祂的話
[00:03:10.680 --> 00:03:11.840]  成為我們前面的燈
[00:03:11.840 --> 00:03:15.040]  我們一起低頭禱告
[00:03:15.040 --> 00:03:17.760]  真是天父上帝我們多謝祢
[00:03:17.760 --> 00:03:20.800]  若不是耶和華建造房屋
[00:03:20.800 --> 00:03:23.400]  建造的人就枉然居住
[00:03:23.400 --> 00:03:25.760]  因此我們呼求耶穌基督
[00:03:25.760 --> 00:03:28.960]  再一次用祢的寶血去潔淨這個會場
[00:03:28.960 --> 00:03:30.880]  每一個的角落在當中
[00:03:30.880 --> 00:03:33.920]  讓我們每一個都能夠直接在神裏面
[00:03:33.920 --> 00:03:36.680]  聽到祢要我們學習的話語
[00:03:36.680 --> 00:03:37.480]  最後懇求祢
[00:03:37.480 --> 00:03:41.000]  讓祢的聖靈充滿在我們每一個人的生命裏面
[00:03:41.000 --> 00:03:43.480]  當我們進入祢的話語的時候
[00:03:43.480 --> 00:03:46.680]  我們能夠從祢的話語裏面得能力
[00:03:46.680 --> 00:03:49.320]  並且過更豐盛的生活
[00:03:49.320 --> 00:03:51.960]  主我們這一刻很需要祢
[00:03:51.960 --> 00:03:53.960]  無論孩子無論弟兄姊妹
[00:03:53.960 --> 00:03:55.840]  我們每一個都需要祢
[00:03:55.840 --> 00:03:57.920]  所以主我呼求祢
[00:03:57.920 --> 00:03:59.720]  當我們去聆聽祢的話語
[00:03:59.720 --> 00:04:02.040]  或者宣講祢的話語的時候
[00:04:02.040 --> 00:04:03.840]  讓我們是全謙卑的心
[00:04:03.840 --> 00:04:05.440]  去領受祢的話語
[00:04:05.440 --> 00:04:06.640]  我們多謝祢
[00:04:06.640 --> 00:04:07.680]  聽我們禱告
[00:04:07.680 --> 00:04:09.400]  奉耶穌基督名求
[00:04:09.400 --> 00:04:10.800]  Amen
[00:04:10.800 --> 00:04:11.800]  跟身邊的人說
[00:04:11.800 --> 00:04:14.800]  今天聽了很多報告有少許疲倦
[00:04:14.800 --> 00:04:16.080]  是嗎?
[00:04:16.080 --> 00:04:17.880]  我也覺得今天的報告很長
[00:04:17.880 --> 00:04:18.640]  不過不要緊
[00:04:18.640 --> 00:04:20.320]  神的話語成為我們的滋潤
[00:04:20.320 --> 00:04:21.680]  跟身邊的人說
[00:04:21.680 --> 00:04:23.560]  我們今天要在神的話語裏面
[00:04:23.560 --> 00:04:24.960]  拿少許滋潤
[00:04:24.960 --> 00:04:26.200]  少許好像不行
[00:04:26.200 --> 00:04:27.560]  要多些
[00:04:27.560 --> 00:04:29.360]  拿多少許
[00:04:29.360 --> 00:04:31.640]  見大家都有少許疲倦
[00:04:31.640 --> 00:04:32.240]  好
[00:04:32.240 --> 00:04:36.160]  今天想和你們分享一個人物
[00:04:36.160 --> 00:04:38.160]  這個人物叫做保羅
[00:04:38.160 --> 00:04:39.840]  大家都認識他
[00:04:39.840 --> 00:04:42.440]  我今天想講解一下這個人物
[00:04:42.440 --> 00:04:43.760]  保羅你知道嗎?
[00:04:43.760 --> 00:04:46.240]  他是充滿智慧的
[00:04:46.240 --> 00:04:47.640]  在聖經裏面
[00:04:47.640 --> 00:04:51.480]  他是一個非常了不起的僕人
[00:04:51.480 --> 00:04:53.280]  因為他
[00:04:53.280 --> 00:04:54.920]  我們今天的基督教
[00:04:54.920 --> 00:04:57.240]  能夠從猶太教裏面釋放出來
[00:04:57.240 --> 00:04:58.360]  因為他
[00:04:58.360 --> 00:05:03.360]  我們能夠不再活在猶太教的文化裏面
[00:05:03.360 --> 00:05:05.360]  你知道如果我們仍然在猶太教裏面
[00:05:05.360 --> 00:05:07.200]  我們可能現在要吃
[00:05:07.200 --> 00:05:08.640]  很多東西都不能吃
[00:05:08.640 --> 00:05:12.120]  譬如有沒有人在這裏很喜歡吃東坡肉?
[00:05:12.120 --> 00:05:13.360]  有沒有?
[00:05:13.360 --> 00:05:14.040]  很肥吧?
[00:05:14.040 --> 00:05:14.960]  獅子頭
[00:05:14.960 --> 00:05:17.040]  這些豬肉我們都不能吃
[00:05:17.040 --> 00:05:18.720]  所以因為保羅
[00:05:18.720 --> 00:05:22.920]  幫助我們在猶太的宗教裏面的捆綁
[00:05:22.920 --> 00:05:23.680]  釋放出來
[00:05:23.680 --> 00:05:26.240]  讓我們進入一個新約裏面
[00:05:26.240 --> 00:05:28.680]  讓我們進入一個新的因典裏面
[00:05:28.680 --> 00:05:32.440]  所以保羅那種勇氣是很強的
[00:05:32.440 --> 00:05:33.280]  他還有
[00:05:33.280 --> 00:05:35.480]  以我們傳道人來講
[00:05:35.480 --> 00:05:37.960]  我們都會有受神學訓練
[00:05:37.960 --> 00:05:39.120]  有些人都會問我
[00:05:39.120 --> 00:05:42.320]  你讀哪間神學院的?
[00:05:42.320 --> 00:05:42.880]  很多時候
[00:05:42.880 --> 00:05:43.800]  我初初來的時候
[00:05:43.800 --> 00:05:44.880]  你們都這樣問我的
[00:05:44.880 --> 00:05:46.160]  你知不知道我讀哪間?
[00:05:46.160 --> 00:05:47.000]  我不告訴你
[00:05:47.000 --> 00:05:48.080]  讓你心知肚明
[00:05:48.080 --> 00:05:50.120]  那保羅讀哪間呢?
[00:05:50.120 --> 00:05:52.880]  保羅他讀在當時
[00:05:52.880 --> 00:05:54.880]  他受訓的是最有名的
[00:05:54.880 --> 00:05:57.720]  加瑪烈門下的學習
[00:05:57.720 --> 00:05:59.440]  所以他在當時來講
[00:05:59.440 --> 00:06:02.120]  是非常有名氣的學者
[00:06:02.120 --> 00:06:02.880]  你試想一下
[00:06:02.880 --> 00:06:06.520]  他說他自己是猶太人中生的猶太人
[00:06:06.520 --> 00:06:08.840]  法利塞人中生的法利塞人
[00:06:08.840 --> 00:06:09.920]  可想而知
[00:06:09.920 --> 00:06:11.320]  當時的保羅
[00:06:11.320 --> 00:06:13.560]  他是非常出眾
[00:06:13.560 --> 00:06:17.480]  他是非常受人愛戴
[00:06:17.480 --> 00:06:18.800]  但是
[00:06:18.800 --> 00:06:20.880]  當他信了耶穌之後
[00:06:20.880 --> 00:06:25.000]  當他服侍上帝之後
[00:06:25.000 --> 00:06:26.680]  他在服侍裏面
[00:06:26.680 --> 00:06:28.560]  遇到很多的困難
[00:06:28.560 --> 00:06:29.680]  很多的問題
[00:06:29.680 --> 00:06:30.960]  很多的艱難
[00:06:30.960 --> 00:06:32.880]  甚至很多的挫折
[00:06:32.880 --> 00:06:35.400]  所以當我們看《哥唔多後書》的第一章裏面
[00:06:35.400 --> 00:06:36.800]  他經常說他自己
[00:06:36.800 --> 00:06:39.000]  我常常憂愁
[00:06:39.000 --> 00:06:41.560]  我常常流眼淚
[00:06:41.560 --> 00:06:43.120]  不單止是這樣
[00:06:43.120 --> 00:06:48.760]  最近你有沒有常常流眼淚?
[00:06:48.760 --> 00:06:51.480]  他在服侍亞西亞的地方的時候
[00:06:51.480 --> 00:06:53.680]  他幾乎連命都沒有了
[00:06:53.680 --> 00:06:55.880]  他一輩子可能就是這樣
[00:06:55.880 --> 00:06:58.360]  在《哥唔多後書》裏面你都會看到
[00:06:58.360 --> 00:07:01.120]  他被猶太人鞭打他五次
[00:07:01.120 --> 00:07:02.280]  每次四十下
[00:07:02.280 --> 00:07:03.120]  減他一下
[00:07:03.120 --> 00:07:06.000]  接著用棍打三次,用石頭打一次
[00:07:06.000 --> 00:07:07.640]  遇著損壞三次
[00:07:07.640 --> 00:07:10.200]  一晝一夜在深海裏面
[00:07:10.200 --> 00:07:11.520]  住也沒得住
[00:07:11.520 --> 00:07:13.080]  住在曠野裏面
[00:07:13.080 --> 00:07:16.400]  去遇著各式各樣的危險
[00:07:16.400 --> 00:07:17.800]  我相信我們在座裏面
[00:07:17.800 --> 00:07:21.720]  在服侍裏面我們都會流眼淚
[00:07:21.720 --> 00:07:24.400]  我們都會有憂愁的時間
[00:07:24.400 --> 00:07:26.320]  但我們不至於像保羅的處境
[00:07:26.320 --> 00:07:29.000]  我們要被人打
[00:07:29.000 --> 00:07:31.320]  但你想想當時
[00:07:31.320 --> 00:07:33.920]  保羅是一個那麼聰明的人
[00:07:33.920 --> 00:07:36.280]  但他落在一個這樣的處境
[00:07:36.280 --> 00:07:38.080]  他本來是高高在上
[00:07:38.080 --> 00:07:39.440]  有一個很好的位置
[00:07:39.440 --> 00:07:42.000]  但他落在一個這樣的處境
[00:07:42.000 --> 00:07:44.320]  他怎樣去看自己呢?
[00:07:44.320 --> 00:07:46.320]  遭遇了那麼多的艱難之後
[00:07:46.320 --> 00:07:49.440]  他說他的生命開始不一樣
[00:07:49.440 --> 00:07:52.000]  在《哥唔多前書》裏面的十五章九節
[00:07:52.000 --> 00:07:58.280]  他說「我原本是使徒中最少的一位」
[00:07:58.280 --> 00:08:01.760]  他覺得自己不配稱為「使徒」
[00:08:01.760 --> 00:08:02.640]  去到「以弗所」
[00:08:02.640 --> 00:08:03.960]  你知不知道他在說什麼?
[00:08:03.960 --> 00:08:09.040]  他說「我比眾聖徒還少」
[00:08:09.040 --> 00:08:11.280]  去到「提摩太前書」
[00:08:11.280 --> 00:08:14.440]  他說他自己是罪人中的
[00:08:14.440 --> 00:08:15.840]  大家記不記得?
[00:08:15.840 --> 00:08:18.320]  的罪魁
[00:08:18.320 --> 00:08:22.240]  他說自己原本是使徒裏面的最少
[00:08:22.240 --> 00:08:24.720]  當他再進入認識神的時候
[00:08:24.720 --> 00:08:28.280]  他覺得自己是聖徒中最少的一個
[00:08:28.280 --> 00:08:29.400]  再進入的時候
[00:08:29.400 --> 00:08:32.400]  他發現自己是罪人中的罪魁
[00:08:32.400 --> 00:08:33.720]  弟兄姊妹
[00:08:33.720 --> 00:08:35.880]  原來經過所有的伏事之後
[00:08:35.880 --> 00:08:37.400]  經過所有的挫敗
[00:08:37.400 --> 00:08:39.560]  經過所有風浪之後
[00:08:39.560 --> 00:08:40.880]  你就會發現
[00:08:40.880 --> 00:08:44.080]  在自己的生命裏面其實是何等的卑微
[00:08:44.080 --> 00:08:45.920]  越知道自己的不行
[00:08:45.920 --> 00:08:49.360]  原來自己是多麼的一塌糊塗
[00:08:49.360 --> 00:08:51.120]  什麼都做不到
[00:08:51.120 --> 00:08:51.960]  所以弟兄姊妹
[00:08:51.960 --> 00:08:53.920]  當你越認識上帝
[00:08:53.920 --> 00:08:56.000]  你越伏事上帝
[00:08:56.000 --> 00:08:57.400]  你會發現
[00:08:57.400 --> 00:09:00.240]  原來我們真是很軟弱不堪
[00:09:00.240 --> 00:09:02.520]  我們是一無所有
[00:09:02.520 --> 00:09:06.480]  我們甚至是破瓣不堪
[00:09:06.480 --> 00:09:10.040]  但是在今天的經文裏面想和你分享
[00:09:10.040 --> 00:09:12.160]  只要我們有這個寶貝
[00:09:12.160 --> 00:09:14.320]  在這個雅氣裏面的時候
[00:09:14.320 --> 00:09:18.880]  我們就能夠將我們整個生命去反轉
[00:09:18.880 --> 00:09:20.600]  是整個生命去反轉
[00:09:20.600 --> 00:09:25.760]  我們一起讀歌吾多後書四章七至十二節
[00:09:25.760 --> 00:09:26.840]  我們一起讀好不好
[00:09:26.840 --> 00:09:28.200]  一二三
[00:09:28.200 --> 00:09:32.240]  我們有這寶貝放在雅氣裏
[00:09:32.240 --> 00:09:35.000]  要顯明這莫大的能力
[00:09:35.000 --> 00:09:36.520]  是出於神
[00:09:36.520 --> 00:09:38.520]  不是出於我們
[00:09:38.520 --> 00:09:42.120]  我們四面仇敵卻不被困住
[00:09:42.120 --> 00:09:45.240]  心裏作難卻不致失望
[00:09:45.240 --> 00:09:48.080]  遭逼迫卻不被凋棄
[00:09:48.080 --> 00:09:50.960]  打倒了卻不致死亡
[00:09:50.960 --> 00:09:53.760]  身上常常帶著耶穌的死
[00:09:53.760 --> 00:09:57.880]  使耶穌的生也顯明在我們身上
[00:09:57.880 --> 00:10:00.120]  因為我們這活著的人
[00:10:00.120 --> 00:10:03.560]  是常為耶穌被交於死地
[00:10:03.560 --> 00:10:08.600]  使耶穌的生在我們這必死的身上顯明出來
[00:10:08.600 --> 00:10:09.920]  這樣看來
[00:10:09.920 --> 00:10:13.240]  死是我們在身上發動
[00:10:13.240 --> 00:10:16.440]  生卻是你們身上發動
[00:10:16.440 --> 00:10:22.440]  鼎姐妹 保羅他自己的身份越來越卑微
[00:10:22.440 --> 00:10:27.640]  去到最後他說他自己只不過是一個雅氣
[00:10:27.640 --> 00:10:32.560]  是用泥土造 是沒有任何的價值
[00:10:32.560 --> 00:10:34.920]  鼎姐妹 我很想你們去認識
[00:10:34.920 --> 00:10:38.320]  自己其實只不過是一個雅氣
[00:10:38.320 --> 00:10:41.960]  可能外面的人覺得雅氣
[00:10:41.960 --> 00:10:44.800]  可能是很名貴的一個花瓶等等
[00:10:44.800 --> 00:10:50.040]  但保羅說的一點都不顯眼
[00:10:50.040 --> 00:10:55.000]  一旦這個雅氣掉到地上的時候
[00:10:55.000 --> 00:10:56.960]  還會不會要回來?
[00:10:56.960 --> 00:10:58.840]  不會再要回來
[00:10:58.840 --> 00:11:01.920]  「雅氣」其實是指我們
[00:11:01.920 --> 00:11:05.960]  在經文裡說的「雅」其實是一個形容詞
[00:11:05.960 --> 00:11:09.080]  是用泥土來造的
[00:11:09.080 --> 00:11:13.000]  也有一個字跟它的字源是同一個字元
[00:11:13.000 --> 00:11:15.600]  是指「骨頭」的意思
[00:11:15.600 --> 00:11:19.640]  即是這個雅氣其實是指誰?
[00:11:19.640 --> 00:11:22.080]  是指我們
[00:11:22.080 --> 00:11:25.480]  當我們看保羅用雅氣來形容我們的時候
[00:11:25.480 --> 00:11:28.560]  我嘗試用三角的角度去看
[00:11:28.560 --> 00:11:31.760]  究竟我們怎樣看自己是一個雅氣呢?
[00:11:31.760 --> 00:11:37.360]  第一類人認為自己好像雅氣般脆弱
[00:11:37.360 --> 00:11:39.320]  一不小心掉到地上
[00:11:39.320 --> 00:11:41.440]  他就會粉身碎骨
[00:11:41.440 --> 00:11:44.280]  覺得自己很脆弱
[00:11:44.280 --> 00:11:46.120]  好像經常說的
[00:11:46.120 --> 00:11:48.120]  我們四面受敵
[00:11:48.120 --> 00:11:49.680]  但他會被困住
[00:11:49.680 --> 00:11:51.040]  他心裡作難
[00:11:51.040 --> 00:11:52.760]  他就很容易失望
[00:11:52.760 --> 00:11:54.600]  當他遭逼迫的時候
[00:11:54.600 --> 00:11:56.520]  他就很容易被丟棄
[00:11:56.520 --> 00:11:58.960]  所以當人面對困難的時候
[00:11:58.960 --> 00:12:01.800]  他就會很快地散
[00:12:01.800 --> 00:12:04.280]  不知道你最近有沒有這個感受呢?
[00:12:04.280 --> 00:12:07.000]  當落入一個這樣的處境的時候
[00:12:07.000 --> 00:12:08.080]  你會發覺
[00:12:08.080 --> 00:12:11.040]  你很想身邊的人明白你
[00:12:11.040 --> 00:12:12.880]  去知道你的處境
[00:12:12.880 --> 00:12:15.480]  很想知道你的困難
[00:12:15.480 --> 00:12:19.400]  於是你就每一天自怨自艾
[00:12:19.400 --> 00:12:21.400]  如果要用一個例子
[00:12:21.400 --> 00:12:23.920]  我一想就想起我的兒子
[00:12:23.920 --> 00:12:25.760]  睡覺的時候
[00:12:25.760 --> 00:12:26.640]  沒事的
[00:12:26.640 --> 00:12:28.440]  大家睡覺吧
[00:12:28.440 --> 00:12:30.240]  不知為何半夜三更
[00:12:30.240 --> 00:12:31.760]  他就說:媽咪!媽咪!
[00:12:31.760 --> 00:12:34.000]  我要塗藥膏
[00:12:34.000 --> 00:12:38.400]  其實只不過腳有一顆很小的蚊子
[00:12:38.400 --> 00:12:39.720]  叫我去塗而已
[00:12:39.720 --> 00:12:41.720]  但是他又這麼誇張
[00:12:41.720 --> 00:12:45.360]  很癢
[00:12:45.360 --> 00:12:46.800]  我說:行了,不用塗了
[00:12:46.800 --> 00:12:48.200]  不用了,不用了
[00:12:48.200 --> 00:12:49.960]  他就會有多誇張
[00:12:49.960 --> 00:12:52.480]  不行,不行,一定要
[00:12:52.480 --> 00:12:53.760]  一定要,一定要
[00:12:53.760 --> 00:12:55.560]  我就:唉
[00:12:55.560 --> 00:12:57.520]  其實如是者
[00:12:57.520 --> 00:12:58.920]  你幫他塗了一晚之後
[00:12:58.920 --> 00:13:01.720]  他每晚都
[00:13:01.720 --> 00:13:03.920]  我每晚都要起床幫他塗
[00:13:03.920 --> 00:13:05.040]  他有多誇張
[00:13:05.040 --> 00:13:06.800]  就說他多誇張
[00:13:06.800 --> 00:13:07.440]  當我們
[00:13:07.440 --> 00:13:10.400]  你想想,其實只不過是一個蚊子
[00:13:10.400 --> 00:13:12.600]  但是對於一個小朋友來說
[00:13:12.600 --> 00:13:13.640]  他覺得很嚴重
[00:13:13.640 --> 00:13:15.400]  只差你還沒貼膠布
[00:13:15.400 --> 00:13:18.240]  還沒下繃帶
[00:13:18.240 --> 00:13:19.760]  其實大人也會有
[00:13:19.760 --> 00:13:20.920]  為什麼呢?
[00:13:20.920 --> 00:13:23.840]  有沒有試過自己覺得很疲倦
[00:13:23.840 --> 00:13:25.840]  很沒力量
[00:13:25.840 --> 00:13:30.480]  甚至覺得自己快要倒下來
[00:13:30.480 --> 00:13:32.240]  第二類人
[00:13:32.240 --> 00:13:36.360]  他忘記了自己是一個牙器
[00:13:36.360 --> 00:13:39.720]  他很專注自己能不能做事
[00:13:39.720 --> 00:13:42.800]  也很專注自己的身份地位
[00:13:42.800 --> 00:13:46.560]  他很在乎身邊的人怎麼去看他
[00:13:46.560 --> 00:13:50.560]  但是他經常都會起伏不定
[00:13:50.560 --> 00:13:55.600]  當他跟別人相處的時候
[00:13:55.600 --> 00:14:01.920]  他會想盡辦法將最好的面給別人看
[00:14:01.920 --> 00:14:04.200]  好像當時
[00:14:04.200 --> 00:14:07.360]  否定保羅仕途之格那些人
[00:14:07.360 --> 00:14:10.200]  當保羅說他自己是一個仕途的時候
[00:14:10.200 --> 00:14:13.680]  那幫人就說你哪有資格批評他
[00:14:13.680 --> 00:14:14.720]  你沒有這個能力
[00:14:14.720 --> 00:14:16.960]  你沒有這個榮耀
[00:14:16.960 --> 00:14:21.040]  領子妹我們很容易掩飾了
[00:14:21.040 --> 00:14:22.920]  我們裡面的軟弱
[00:14:22.920 --> 00:14:28.440]  人很習慣將最好的面給別人看
[00:14:28.440 --> 00:14:32.560]  我們會很容易看到別人的錯處
[00:14:32.560 --> 00:14:35.800]  但我們很少看到自己的亮目
[00:14:35.800 --> 00:14:38.400]  很多時候我們看到別人的問題
[00:14:38.400 --> 00:14:41.120]  多於自己的問題
[00:14:41.120 --> 00:14:45.320]  於是我們的生命就越來越跌倒
[00:14:45.320 --> 00:14:47.320]  領子妹
[00:14:47.320 --> 00:14:49.680]  當我分享這一類人的時候
[00:14:49.680 --> 00:14:52.160]  千萬不要想別人
[00:14:52.160 --> 00:14:54.720]  其實我們每一個都是這樣
[00:14:54.720 --> 00:14:59.400]  我們很容易看到別人的問題
[00:14:59.400 --> 00:15:05.480]  我們忘記其實我們都是一個啞器
[00:15:05.480 --> 00:15:09.480]  於是結果就是啞器用了寶貝
[00:15:09.480 --> 00:15:13.440]  而不是寶貝用了啞器
[00:15:13.440 --> 00:15:15.280]  最後一類人
[00:15:15.280 --> 00:15:19.960]  就是當他很自我肯定的時候
[00:15:19.960 --> 00:15:21.600]  也會自我否定
[00:15:21.600 --> 00:15:22.880]  什麼意思呢
[00:15:22.880 --> 00:15:26.720]  就是當他知道自己是一個啞器的時候
[00:15:26.720 --> 00:15:29.800]  很重的啞器的時候
[00:15:29.800 --> 00:15:34.600]  他會拿出來倒空自己
[00:15:34.600 --> 00:15:38.360]  先洗乾淨清潔乾淨所有的垃圾
[00:15:38.360 --> 00:15:39.320]  所有的塵
[00:15:39.320 --> 00:15:45.160]  然後他再將他的寶貝放進去
[00:15:45.160 --> 00:15:48.120]  但如果他買了一個很名貴的
[00:15:48.120 --> 00:15:51.360]  糟了我今天找不到一個很名貴的花瓶在旁邊
[00:15:51.360 --> 00:15:52.840]  去擠這個寶貝的時候
[00:15:52.840 --> 00:15:55.680]  這個寶貝還能發出亮光嗎
[00:15:55.680 --> 00:15:57.080]  不能學
[00:15:57.080 --> 00:15:58.200]  沒錯
[00:15:58.200 --> 00:16:01.000]  當我們太過注重外表的時候
[00:16:01.000 --> 00:16:04.880]  其實人們就看不到耶穌在裡面
[00:16:04.880 --> 00:16:06.240]  頂姐妹
[00:16:06.240 --> 00:16:08.880]  如果我們太專注外表的時候
[00:16:08.880 --> 00:16:11.880]  其實我們會失去真正的自己
[00:16:11.880 --> 00:16:13.440]  所以我們心目中
[00:16:13.440 --> 00:16:14.800]  我們都很愛耶穌的
[00:16:14.800 --> 00:16:17.720]  你問一下旁邊那個愛不愛耶穌
[00:16:17.720 --> 00:16:19.600]  讓你醒一點
[00:16:19.600 --> 00:16:20.520]  愛不愛
[00:16:20.520 --> 00:16:21.560]  愛
[00:16:21.560 --> 00:16:22.800]  你知不知道
[00:16:22.800 --> 00:16:25.040]  我們愛耶穌愛到一個地步
[00:16:25.040 --> 00:16:26.880]  你看到外面的電影
[00:16:26.880 --> 00:16:29.440]  講耶穌的片段
[00:16:29.440 --> 00:16:32.080]  都會找最帥的樣子
[00:16:32.080 --> 00:16:35.040]  去找耶穌來飾演
[00:16:35.040 --> 00:16:36.480]  是不是
[00:16:36.480 --> 00:16:38.200]  帥不帥
[00:16:38.200 --> 00:16:39.200]  哇
[00:16:39.200 --> 00:16:40.800]  看到你的心都融化
[00:16:40.800 --> 00:16:41.520]  是啊
[00:16:41.520 --> 00:16:42.920]  在我們心目中
[00:16:42.920 --> 00:16:44.400]  耶穌是這樣的
[00:16:44.400 --> 00:16:45.520]  是不是
[00:16:45.520 --> 00:16:46.440]  通常都是
[00:16:46.440 --> 00:16:47.960]  你看到外面那些
[00:16:47.960 --> 00:16:51.480]  都是將最帥的耶穌走出來的
[00:16:51.480 --> 00:16:53.040]  但是最近
[00:16:53.040 --> 00:16:55.040]  都不是最近 都是一段時間
[00:16:55.040 --> 00:16:56.560]  可能你們沒有聽過
[00:16:56.560 --> 00:16:57.720]  英國科學家
[00:16:57.720 --> 00:16:59.080]  以色列的考古學家
[00:16:59.080 --> 00:17:01.760]  甚至法國的退休的法醫
[00:17:01.760 --> 00:17:05.360]  他們研究當時的人的頭骨
[00:17:05.360 --> 00:17:07.280]  那些情況之後
[00:17:07.280 --> 00:17:09.800]  他發現耶穌不是這樣的
[00:17:09.800 --> 00:17:10.880]  先不要下去
[00:17:10.880 --> 00:17:11.960]  忍住
[00:17:11.960 --> 00:17:12.760]  OK
[00:17:12.760 --> 00:17:15.360]  我怕你們看了會過分失望
[00:17:15.360 --> 00:17:17.840]  為什麼呢
