
[00:00:00.000 --> 00:00:05.520]  我們感謝,能夠一齊聚會敬拜是一件不是必然的事
[00:03:12.960 --> 00:03:15.440]  好像和A無關
[00:03:15.440 --> 00:03:20.000]  講了很多 其實不是無關 是很有關係
[00:03:20.000 --> 00:03:22.240]  通常我們看上去不是很明白
[00:03:22.240 --> 00:03:24.880]  講完B之後 他就跳回去講A
[00:03:24.880 --> 00:03:27.280]  再處理剛才的問題
[00:03:27.280 --> 00:03:31.600]  不過他帶著中間那段的照片
[00:03:31.600 --> 00:03:33.600]  那段給我們的啟發
[00:03:33.600 --> 00:03:36.000]  那些思想和意念
[00:03:36.000 --> 00:03:38.240]  我們去處理原本的問題
[00:03:38.240 --> 00:03:40.640]  所以叫ABA的方式
[00:03:40.640 --> 00:03:43.200]  舉一個很簡單的例子
[00:03:43.200 --> 00:03:45.280]  不是簡單 我想是我們熟悉的例子
[00:03:45.280 --> 00:03:47.200]  臨前十二章
[00:03:47.200 --> 00:03:48.800]  十三章是講什麼的
[00:03:48.800 --> 00:03:50.080]  大家看看
[00:03:50.080 --> 00:03:52.240]  臨前十三章應該很熟悉
[00:03:52.240 --> 00:03:53.520]  講愛
[00:03:53.520 --> 00:03:57.280]  其實他講愛是屬於十二章到十四章之間
[00:03:57.280 --> 00:03:58.880]  中間的B
[00:03:58.880 --> 00:04:01.280]  十二章是講素人恩賜
[00:04:01.280 --> 00:04:03.040]  接著講愛
[00:04:03.040 --> 00:04:05.200]  接著十四章
[00:04:05.200 --> 00:04:07.040]  其實是講素人恩賜
[00:04:07.040 --> 00:04:08.480]  同樣是講那個東西
[00:04:08.480 --> 00:04:10.800]  不過具體了很多 怎樣處理
[00:04:10.800 --> 00:04:14.640]  怎樣去處理這個素人恩賜的問題
[00:04:14.640 --> 00:04:19.600]  他帶著外中間的精華
[00:04:19.600 --> 00:04:21.280]  去處理什麼是恩賜
[00:04:21.280 --> 00:04:23.520]  如果你明白這個鋪陳
[00:04:23.520 --> 00:04:26.160]  先講恩賜 再講愛 接著離題
[00:04:26.160 --> 00:04:28.000]  再講恩賜 你就明白
[00:04:28.000 --> 00:04:30.720]  為什麼本來在十四章要這樣講
[00:04:30.720 --> 00:04:34.720]  就是他帶著中間這一段給他的啟發
[00:04:34.720 --> 00:04:36.720]  教導 不過不能教給別人
[00:04:36.720 --> 00:04:41.200]  今次我們講的第二章的一段
[00:04:41.200 --> 00:04:43.440]  是屬於一個大段落
[00:04:43.440 --> 00:04:45.920]  第一章 隱形的不算
[00:04:45.920 --> 00:04:47.520]  一直到第四章
[00:04:47.520 --> 00:04:49.920]  這個大段落裡面的中間一段
[00:04:49.920 --> 00:04:53.040]  即是說第一章後半部
[00:04:53.040 --> 00:04:55.040]  其實他是在講這個問題
[00:04:55.040 --> 00:04:56.240]  處理這個問題
[00:04:56.240 --> 00:04:58.480]  這個是什麼問題 我們看一下
[00:04:58.480 --> 00:05:00.720]  一章的第十一和十二節
[00:05:00.720 --> 00:05:02.240]  他大概將問題講出來
[00:05:02.240 --> 00:05:03.280]  我們先看一段經文
[00:05:03.280 --> 00:05:06.720]  我希望昨晚的經文可以在這裡
[00:05:06.720 --> 00:05:10.480]  一章十一至十二節 講這麼多前書
[00:05:10.480 --> 00:05:14.960]  我們看一下保羅想講什麼
[00:05:14.960 --> 00:05:20.720]  他說 因為甲來氏家裡的人
[00:05:20.720 --> 00:05:22.800]  曾對我提起提起門來
[00:05:22.800 --> 00:05:26.160]  說你們中間有紛爭
[00:05:26.160 --> 00:05:30.800]  我的意思就是你們國人說
[00:05:30.800 --> 00:05:33.840]  我是屬於保羅的 我是屬於阿波羅的
[00:05:33.840 --> 00:05:36.880]  我是屬於基法的 我是屬於基督的
[00:05:36.880 --> 00:05:39.520]  即是說這個結黨紛爭的問題
[00:05:39.520 --> 00:05:40.960]  就是保羅想處理的
[00:05:40.960 --> 00:05:43.760]  因為他知道 他聽到 他明白
[00:05:43.760 --> 00:05:47.200]  即是說 哥倫多教會在當日面對的問題
[00:05:47.200 --> 00:05:49.040]  他們擁戴不同的人
[00:05:49.040 --> 00:05:51.440]  這些人喜歡這個 這些人喜歡那個
[00:05:51.440 --> 00:05:54.000]  覺得這個我屬於他 我屬於他
[00:05:54.000 --> 00:05:56.560]  最後一個 我是屬於基督的
[00:05:56.560 --> 00:05:58.720]  你覺得他好像在解決問題
[00:05:58.720 --> 00:06:00.880]  其實他不是的 覺得很超然
[00:06:00.880 --> 00:06:04.160]  其實他也是在做同類型的紛爭
[00:06:04.160 --> 00:06:05.840]  不過他用一個更超然的位置
[00:06:05.840 --> 00:06:07.440]  我屬於基督的 你也不是
[00:06:07.440 --> 00:06:09.280]  大概是這個意思
[00:06:09.280 --> 00:06:11.280]  那他怎樣解決這個問題呢
[00:06:11.280 --> 00:06:14.160]  其實教會有些問題是完全不奇怪的
[00:06:14.160 --> 00:06:18.080]  那他講了之後 他就不解決了
[00:06:18.080 --> 00:06:19.360]  他突然間跳去講B
[00:06:19.360 --> 00:06:21.840]  今天我們要講這一段的主要部分
[00:06:21.840 --> 00:06:25.760]  講B 等一下看看他怎樣講
[00:06:25.760 --> 00:06:31.520]  講完之後 去到第三章的第三節或第四節
[00:06:31.520 --> 00:06:33.760]  他就再講回這個課題
[00:06:33.760 --> 00:06:36.160]  他說 有些人就說 我是屬於保羅的
[00:06:36.160 --> 00:06:38.000]  有些人就說 我是屬於阿波羅的
[00:06:38.000 --> 00:06:40.160]  豈不是你們和尚人一樣嗎
[00:06:40.160 --> 00:06:42.240]  他去講回這一段
[00:06:42.240 --> 00:06:45.040]  具體處理這個問題
[00:06:45.040 --> 00:06:47.600]  所以如果我們明白保羅想講甚麼特別
[00:06:47.600 --> 00:06:51.040]  今天講這段經文 好像很多很屬靈的東西
[00:06:51.040 --> 00:06:54.880]  但其實它是一個很具體的問題 他要去處理
[00:06:54.880 --> 00:06:58.560]  所以我們看看今天他想講甚麼
[00:06:58.560 --> 00:07:00.240]  我先讀一下今天這段經文
[00:07:00.240 --> 00:07:04.880]  第二章的第六節 去到第十六節
[00:07:04.880 --> 00:07:06.160]  第二章第六節
[00:07:06.160 --> 00:07:10.720]  我們請姐妹讀一下第六節 第九節這一段
[00:07:10.720 --> 00:07:13.760]  大兄就讀第十節 第十六節 大概兩段左右
[00:07:13.760 --> 00:07:15.760]  好 請姐妹先
[00:07:15.760 --> 00:07:21.360]  這段經文讀完了
[00:07:21.360 --> 00:07:24.160]  我有點不太知道他在說甚麼
[00:07:24.160 --> 00:07:25.760]  你應該有感覺
[00:07:25.760 --> 00:07:28.640]  但這段經文和剛才我們說的
[00:07:28.640 --> 00:07:31.920]  屬於阿波羅 屬於保羅的結黨紛爭有甚麼關係
[00:07:31.920 --> 00:07:34.800]  好像完全沒有關係
[00:07:34.800 --> 00:07:38.880]  他怎樣將結黨紛爭的問題
[00:07:38.880 --> 00:07:41.600]  和這段經文掛在一起
[00:07:41.600 --> 00:07:48.240]  其實是因為當多倫多教會有這個問題產生之後
[00:07:48.240 --> 00:07:51.760]  他按照他的理解 他知道
[00:07:51.760 --> 00:07:55.360]  其實這個問題背後有一個更根源的問題
[00:07:55.360 --> 00:07:57.440]  就是那些多倫多教會的人
[00:07:57.440 --> 00:08:00.960]  大家知道多倫多教會主要是外邦教會
[00:08:00.960 --> 00:08:03.360]  他們中間有猶太人 但偏少的
[00:08:03.360 --> 00:08:05.440]  主要都是外邦人 希臘人
[00:08:05.440 --> 00:08:09.920]  當時的世界 特別多倫多是屬於希臘的城邦
[00:08:09.920 --> 00:08:16.320]  所以希臘人本身有一個很深遠很長遠的傳統
[00:08:16.320 --> 00:08:18.880]  就是他們很重視自衛
[00:08:18.880 --> 00:08:22.000]  帕拉圖 亞歷斯多德 我們聽過這些哲學家的名字
[00:08:22.000 --> 00:08:24.400]  他們都是來自那個世界
[00:08:24.400 --> 00:08:27.840]  很遠遠流長的 比保羅之前已經有
[00:08:27.840 --> 00:08:32.480]  即是說在他們的外邦 特別是希臘世界裏面
[00:08:32.480 --> 00:08:36.480]  他們很重視一樣東西 就是自衛 哲學
[00:08:36.480 --> 00:08:42.560]  而在這個教會 群體信主成為了教會之後
[00:08:42.560 --> 00:08:45.840]  其實這個文化這個傳統一直影響著他們
[00:08:45.840 --> 00:08:50.720]  保羅就會這樣說 你們其實有這些問題的產生
[00:08:50.720 --> 00:08:55.040]  背後是因為你們對於自衛的理解
[00:08:55.040 --> 00:08:57.680]  是有些東西不是很妥
[00:08:57.680 --> 00:08:59.920]  即是跟神給我們的自衛不是很妥
[00:08:59.920 --> 00:09:03.440]  即是他退回自衛這個問題去處理
[00:09:03.440 --> 00:09:07.440]  他在第一章後半部 他已經開始說這件事
[00:09:07.440 --> 00:09:10.320]  他說我來你們中間 其實我什麼都不說
[00:09:10.320 --> 00:09:13.040]  我只是說十字架 他真的這樣說
[00:09:13.040 --> 00:09:18.160]  我來你們中間 我沒有用高賢大智對你們宣傳成奧秘
[00:09:18.160 --> 00:09:22.240]  我定了旨意 只是和你們宣傳十字架
[00:09:22.240 --> 00:09:25.840]  就是耶穌基督並他丁十字架 他只是這樣說
[00:09:25.840 --> 00:09:28.880]  然後他就說 其實十字架的道理
[00:09:28.880 --> 00:09:33.360]  其實在人看上來是愚蠢的 是愚蠢的
[00:09:33.360 --> 00:09:35.840]  在人看上來是沒有辦法理解的
[00:09:35.840 --> 00:09:40.480]  為什麼一位這麼榮耀的神 他選擇這條路去追求自己呢
[00:09:40.480 --> 00:09:42.720]  這個是人很難理解的
[00:09:42.720 --> 00:09:46.080]  耶穌來做君王 基督 神的義子
[00:09:46.080 --> 00:09:49.520]  但為什麼他選擇這條路 是一條人不能理解的路
[00:09:49.520 --> 00:09:52.800]  當年的哲學家 希臘人 他們完全不能理解
[00:09:52.800 --> 00:09:54.720]  他就用了這件事告訴我們
[00:09:54.720 --> 00:09:57.280]  其實這正正就是神的自衛
[00:09:57.280 --> 00:10:01.920]  所以在中間這一段 他就要講解什麼叫神的自衛
[00:10:01.920 --> 00:10:07.840]  以至回應他們最初面對的極端分身的問題
[00:10:07.840 --> 00:10:14.080]  大概有這樣的意念 把握著這段經文大概想講些什麼
[00:10:14.080 --> 00:10:18.400]  除此之外 他們還有一個觀念 就是屬靈的觀念
[00:10:18.400 --> 00:10:20.400]  他們認為自己是一個屬靈的人
[00:10:20.400 --> 00:10:23.120]  特別他們中間有很多屬靈的恩賜的彰顯
[00:10:23.120 --> 00:10:25.360]  他們就會說 其實我屬靈一點
[00:10:25.360 --> 00:10:27.840]  他們會覺得他屬靈一點 他屬靈一點
[00:10:27.840 --> 00:10:31.840]  以至他們對人之間有一種排高排低
[00:10:31.840 --> 00:10:35.360]  所以就會產生那種 我屬誰 我屬誰 我屬誰
[00:10:35.360 --> 00:10:40.000]  這樣的情況會產生
[00:10:40.000 --> 00:10:42.800]  但是這段經文保留告訴我們
[00:10:42.800 --> 00:10:47.040]  什麼叫做屬神的自衛 什麼叫做真正的自衛
[00:10:47.040 --> 00:10:50.720]  什麼叫做屬靈人 他想解決這個問題
[00:10:50.720 --> 00:10:55.520]  所以去到剛才我們講的第二章的第六節
[00:10:55.520 --> 00:10:58.480]  他開始用了言語 即是但是的意思
[00:10:58.480 --> 00:11:02.720]  即是他之前好像在說 我跟你們說十字架
[00:11:02.720 --> 00:11:06.160]  只是說耶穌基督釘十字架的道理 什麼都不說
[00:11:06.160 --> 00:11:09.440]  好像在人眼中覺得 嘩 你真是那麼沒有智慧
[00:11:09.440 --> 00:11:12.480]  我們很重視智慧的 你都沒有智慧的
[00:11:12.480 --> 00:11:14.880]  所以他就用言語這樣回答下去
[00:11:14.880 --> 00:11:18.320]  言語 沒錯 我只是說耶穌基督釘十字架
[00:11:18.320 --> 00:11:22.000]  不過他說在完全的中間 我們都講智慧
[00:11:22.000 --> 00:11:23.920]  完全就是講成熟的意思
[00:11:23.920 --> 00:11:25.760]  不是什麼都沒有做錯
[00:11:25.760 --> 00:11:28.720]  是一個成熟的人 其實我們都講智慧
[00:11:28.720 --> 00:11:30.480]  不過這是什麼智慧
[00:11:30.480 --> 00:11:34.880]  不是世上有權有位 將要敗亡之人的智慧
[00:11:34.880 --> 00:11:36.320]  所以他很想講一件事
[00:11:36.320 --> 00:11:39.200]  其實第一段第六節到第十節
[00:11:39.200 --> 00:11:41.360]  他很想講一件事 告訴我們
[00:11:41.360 --> 00:11:43.520]  原來神很特別的地方就是
[00:11:43.520 --> 00:11:48.000]  祂向這個世界隱藏了祂的智慧
[00:11:48.000 --> 00:11:51.360]  那些有權有位 將要敗亡的智慧
[00:11:51.360 --> 00:11:53.920]  其實不是神的智慧
[00:11:53.920 --> 00:11:56.560]  經文說 第七節他就說
[00:11:56.560 --> 00:12:00.240]  我們講的乃是從前所隱藏神奧庇的智慧
[00:12:00.240 --> 00:12:03.760]  就是神在萬世以前 預定是我們得榮耀的
[00:12:03.760 --> 00:12:06.800]  這句是在講什麼呢
[00:12:06.800 --> 00:12:09.200]  是在講奧庇 這個智慧是奧庇
[00:12:09.200 --> 00:12:11.760]  奧庇就是說 如果祂不打開 不揭開
[00:12:11.760 --> 00:12:13.040]  我們是不知道的
[00:12:13.040 --> 00:12:16.240]  這個是神萬世以前 預定我們得榮耀的
[00:12:16.240 --> 00:12:20.880]  神在創世以前 已經預定了 選擇了
[00:12:20.880 --> 00:12:24.880]  我們是在神的榮耀裡面 燈黃救贖的
[00:12:24.880 --> 00:12:26.400]  這個是神的智慧
[00:12:26.400 --> 00:12:30.000]  這個智慧 世上有權有位的人沒有一個人知道
[00:12:30.000 --> 00:12:34.080]  如果知道 就不會將榮耀的主丟在十字架上面
[00:12:34.080 --> 00:12:36.640]  這個就是他的講論
[00:12:36.640 --> 00:12:40.160]  第七節這裡說
[00:12:40.160 --> 00:12:42.880]  我們講的是隱藏的 是奧庇的
[00:12:42.880 --> 00:12:47.280]  這個智慧不是建立在人的聰明和才智上面
[00:12:47.280 --> 00:12:49.520]  當日那些有權有位的人
[00:12:49.520 --> 00:12:52.400]  就是在暗示他丟耶穌十字架的人
[00:12:52.400 --> 00:12:58.080]  比拉多 祭司長 文士 法利賽人
[00:12:58.080 --> 00:13:02.560]  包括猶太人 包括外邦人 在內的官員
[00:13:02.560 --> 00:13:04.480]  丟耶穌十字架的人
[00:13:04.480 --> 00:13:07.360]  如果他們知道耶穌是誰
[00:13:07.360 --> 00:13:10.160]  他們就不會這樣做 就是不知道
[00:13:10.160 --> 00:13:13.440]  他們就是不知道 所以就做了
[00:13:13.440 --> 00:13:15.840]  這段經文很想告訴我們
[00:13:15.840 --> 00:13:18.240]  原來神的智慧
[00:13:18.240 --> 00:13:22.240]  是對那些這個世界不認識的人隱藏的
[00:13:22.240 --> 00:13:25.040]  是不知道的 是不明白 不理解
[00:13:25.040 --> 00:13:27.360]  而且是接受不了的
[00:13:27.360 --> 00:13:32.720]  我試著講一個例子 就是聖經裡面的
[00:13:32.720 --> 00:13:36.560]  保羅宣教的時候去那個地方 叫瓦典
[00:13:36.560 --> 00:13:38.560]  《使徒童主十七章》有講的
[00:13:38.560 --> 00:13:40.160]  他去瓦典這個地方
[00:13:40.160 --> 00:13:42.800]  他去了一個地方叫阿勒巴古
[00:13:42.800 --> 00:13:45.200]  就是石頭一個平台上面
[00:13:45.200 --> 00:13:47.600]  那裡有很多人在那裡講話
[00:13:47.600 --> 00:13:49.920]  哪個人喜歡講什麼理論
[00:13:49.920 --> 00:13:51.920]  有些像什麼政事論壇那樣
[00:13:51.920 --> 00:13:53.840]  那裡大家是聽的
[00:13:53.840 --> 00:13:57.840]  這個不錯 這個不錯 拍手掌
[00:13:57.840 --> 00:14:02.720]  很多哲學家 很多人在那裡講解
[00:14:02.720 --> 00:14:05.680]  當時希臘有很多這樣的
[00:14:05.680 --> 00:14:08.240]  他們很流行 他們都很重視
[00:14:08.240 --> 00:14:10.240]  這是一個文化傳統
[00:14:10.240 --> 00:14:14.000]  保羅去到那個地方 見到很多偶像
[00:14:14.000 --> 00:14:17.840]  他想 糟了 怎麼傳呼音呢
[00:14:17.840 --> 00:14:21.680]  於是他見到一個偶像 名叫未識之神
[00:14:21.680 --> 00:14:24.240]  如果你們記得那個歷史 未識之神
[00:14:24.240 --> 00:14:27.360]  就是說 你們厲害 什麼神都拜的
[00:14:27.360 --> 00:14:30.000]  一個名字都不認識 他也拜了一份
[00:14:30.000 --> 00:14:33.600]  名字叫未識之神 Unknown God
[00:14:33.600 --> 00:14:36.400]  他就解釋 透過一些東西去嘗試去解釋
[00:14:36.400 --> 00:14:39.280]  就解釋 現在連這個未識之神你都拜
[00:14:39.280 --> 00:14:42.000]  你真是厲害 真是敬畏鬼神
[00:14:42.000 --> 00:14:43.520]  現在我試著解釋給你們聽
[00:14:43.520 --> 00:14:45.120]  你們拜這個神是什麼意思
[00:14:45.120 --> 00:14:46.720]  想引這個東西告訴他們
[00:14:46.720 --> 00:14:48.080]  這個是創天造地的
[00:14:48.080 --> 00:14:49.440]  這個上帝是怎麼樣的
[00:14:49.440 --> 00:14:50.880]  然後說耶穌是多少
[00:14:50.880 --> 00:14:52.320]  其實是透過他這樣說的
[00:14:52.320 --> 00:14:55.360]  引入他們信仰裏面
[00:14:55.360 --> 00:14:56.560]  希望在那裏做一個
[00:14:56.560 --> 00:14:59.040]  這個是聖經裏面第一個的報道會
[00:14:59.040 --> 00:15:01.360]  正式的 外邦世界的報道會
[00:15:01.360 --> 00:15:05.600]  所以很多宣教學者要研究這篇講章
[00:15:05.600 --> 00:15:07.600]  這是第一篇講章 研究它
[00:15:07.600 --> 00:15:09.840]  它寫得很長 講很多東西
[00:15:09.840 --> 00:15:11.360]  這裡不詳細講
[00:15:11.360 --> 00:15:15.680]  那些人聽了 聽得很留心
[00:15:15.680 --> 00:15:16.880]  聽得很有味道
[00:15:16.880 --> 00:15:19.520]  因為他講中了他們心裏面的很多說話
[00:15:19.520 --> 00:15:23.760]  去到第十七章 講了這篇講章
[00:15:23.760 --> 00:15:25.920]  差不多去到最後
[00:15:25.920 --> 00:15:28.720]  最後他就講了一件事
[00:15:28.720 --> 00:15:30.240]  他說你們以前不知道的
[00:15:30.240 --> 00:15:31.360]  未識之神 你們不認識他
[00:15:31.360 --> 00:15:31.920]  現在拜他
[00:15:31.920 --> 00:15:32.720]  現在我告訴你
[00:15:32.720 --> 00:15:34.000]  去到最後是怎麼樣的
[00:15:34.000 --> 00:15:36.160]  他就派了耶穌來
[00:15:36.160 --> 00:15:40.480]  這個耶穌死了 然後復活
[00:15:40.480 --> 00:15:42.400]  他去到這裏
[00:15:42.400 --> 00:15:44.320]  這個耶穌死了 復活
[00:15:44.320 --> 00:15:45.600]  這個就是未識之神
[00:15:45.600 --> 00:15:47.200]  但你們不認識 你們在拜這個
[00:15:47.200 --> 00:15:48.400]  就是這樣
[00:15:48.400 --> 00:15:49.920]  去到這裏
[00:15:49.920 --> 00:15:54.240]  小童傳十七章的第三十二節
[00:15:54.240 --> 00:15:57.760]  經文我昨晚有專門叫他列出來
[00:15:57.760 --> 00:16:01.360]  眾人一聽到他從死裡復活的話
[00:16:01.360 --> 00:16:04.080]  就有激潮他的
[00:16:04.080 --> 00:16:06.640]  意思是甚麼
[00:16:06.640 --> 00:16:08.160]  就是說那些人聽了
[00:16:08.160 --> 00:16:09.280]  原本是很留心的
[00:16:09.280 --> 00:16:11.920]  原本是覺得挺好的
[00:16:11.920 --> 00:16:14.320]  不錯的這個講論
[00:16:14.320 --> 00:16:15.680]  不過去到這一句
[00:16:15.680 --> 00:16:18.080]  就是耶穌從死裡復活這件事
[00:16:18.080 --> 00:16:22.880]  唉 大家知道他是散兵的
[00:16:22.880 --> 00:16:24.800]  當下缺席的人很少
[00:16:24.800 --> 00:16:25.680]  沒甚麼人缺席
[00:16:25.680 --> 00:16:27.200]  這是一個很失敗的講章
[00:16:27.200 --> 00:16:28.640]  當時來說
[00:16:28.640 --> 00:16:33.680]  是因為當這個最關鍵的這個位
[00:16:33.680 --> 00:16:35.120]  就是耶穌的死和復活
[00:16:35.120 --> 00:16:36.800]  這件事一講出來的時候
[00:16:36.800 --> 00:16:38.560]  其實他們是接受不了
[00:16:38.560 --> 00:16:40.240]  他們的智慧很多
[00:16:40.240 --> 00:16:41.840]  很明白這個世界的事
[00:16:41.840 --> 00:16:42.720]  探索
[00:16:42.720 --> 00:16:46.000]  不過去到這個死而復活的這件事
[00:16:46.000 --> 00:16:46.640]  對他們來說
[00:16:46.640 --> 00:16:49.040]  他們是完全不可以接受
[00:16:49.040 --> 00:16:50.240]  很多人想不通
[00:16:50.240 --> 00:16:51.120]  想不明白
[00:16:51.120 --> 00:16:51.920]  為甚麼會這樣
[00:16:51.920 --> 00:16:53.120]  於是乎
[00:16:53.120 --> 00:16:53.920]  按照來說
[00:16:53.920 --> 00:16:55.200]  世上的智慧
[00:16:55.200 --> 00:16:56.320]  所以保羅在這裡說
[00:16:56.320 --> 00:16:57.520]  世界上的智慧
[00:16:57.520 --> 00:16:58.640]  在當時來說
[00:16:58.640 --> 00:17:00.000]  很有智慧的地方
[00:17:00.000 --> 00:17:03.760]  不明白神這個智慧
[00:17:03.760 --> 00:17:05.280]  有權有位的人
[00:17:05.280 --> 00:17:06.800]  那些釘死耶穌的人
[00:17:06.800 --> 00:17:07.440]  那些官員
[00:17:07.440 --> 00:17:08.320]  那些比拉多
[00:17:08.320 --> 00:17:09.200]  那些大祭司
[00:17:09.200 --> 00:17:12.880]  法利賽仁祭司長文士
[00:17:12.880 --> 00:17:14.160]  神的智慧是怎樣的
[00:17:14.160 --> 00:17:16.480]  他們是想著釘死耶穌的
[00:17:16.480 --> 00:17:17.520]  釘死耶穌
[00:17:17.520 --> 00:17:19.600]  他們就解決問題
[00:17:19.600 --> 00:17:20.640]  他們有很多問題
[00:17:20.640 --> 00:17:21.600]  解決不了
[00:17:21.600 --> 00:17:22.560]  耶穌來到這個地方
[00:17:22.560 --> 00:17:23.920]  吸引太多群眾
[00:17:23.920 --> 00:17:24.800]  行神蹟騎士
[00:17:24.800 --> 00:17:25.520]  做很多事情
[00:17:25.520 --> 00:17:27.200]  有很多人吸引他
[00:17:27.200 --> 00:17:27.760]  他們怎樣呢
[00:17:27.760 --> 00:17:29.440]  他們唯有捉住耶穌的把柄
[00:17:29.440 --> 00:17:30.480]  去到最後
[00:17:30.480 --> 00:17:31.120]  好了
[00:17:31.120 --> 00:17:32.160]  捉住你的把柄
[00:17:32.160 --> 00:17:33.520]  你還不承認你是神的兒子
[00:17:33.520 --> 00:17:34.240]  你承認了
[00:17:34.240 --> 00:17:35.280]  馬上褻瀆
[00:17:35.280 --> 00:17:36.720]  於是帶他去比拉多面前
[00:17:36.720 --> 00:17:37.360]  扔他
[00:17:37.360 --> 00:17:38.880]  他自己不可以判他死刑
[00:17:38.880 --> 00:17:42.080]  於是去到羅馬的官員面前
[00:17:42.080 --> 00:17:42.800]  告訴他
[00:17:42.800 --> 00:17:44.320]  這個人做的事情是犯法
[00:17:44.320 --> 00:17:45.600]  要判他死刑半戈
[00:17:45.600 --> 00:17:46.640]  他是以色列人
[00:17:46.640 --> 00:17:47.680]  猶太人的王
[00:17:47.680 --> 00:17:49.280]  這是一個政治的罪
[00:17:49.280 --> 00:17:50.080]  好了
[00:17:50.080 --> 00:17:51.440]  去到這一部分
[00:17:51.440 --> 00:17:54.880]  終於他們在彼此的政治張力之下
[00:17:54.880 --> 00:17:57.120]  他們終於去到最後
[00:17:57.120 --> 00:18:00.000]  耶穌就被釘在十字架上
