
[00:00:00.000 --> 00:00:08.000]  這一年我們在十字的路口
[00:02:08.500 --> 00:02:11.500]  第一部分就是
[00:02:11.500 --> 00:02:16.500]  叫耶穌基督去懷疑神的供應和照顧
[00:02:16.500 --> 00:02:18.500]  撒旦就指出
[00:02:18.500 --> 00:02:21.500]  耶穌基督你作為神的兒子
[00:02:21.500 --> 00:02:24.500]  你不需要在曠野當中捱餓
[00:02:24.500 --> 00:02:29.500]  你只要很輕鬆地將石頭變為餅
[00:02:29.500 --> 00:02:33.500]  耶穌基督就用生命記八章回應
[00:02:33.500 --> 00:02:36.500]  人活著不是單靠食物
[00:02:36.500 --> 00:02:40.500]  乃是靠神口裡所出的一切話
[00:02:40.500 --> 00:02:42.500]  第二個試探就是
[00:02:42.500 --> 00:02:46.500]  邀請耶穌基督去快點敬拜撒旦
[00:02:46.500 --> 00:02:49.500]  放棄對天父的忠誠
[00:02:49.500 --> 00:02:52.500]  撒旦就是叫耶穌基督去看看天上
[00:02:52.500 --> 00:02:55.500]  世上的列國
[00:02:55.500 --> 00:02:56.500]  所有的王國
[00:02:56.500 --> 00:02:58.500]  只要他和撒旦結盟的話
[00:02:58.500 --> 00:03:02.500]  就可以立即得到權力
[00:03:02.500 --> 00:03:05.500]  耶穌基督以生命記錄將會回答
[00:03:05.500 --> 00:03:08.500]  當拜主你的神
[00:03:08.500 --> 00:03:11.500]  但要侍奉他
[00:03:11.500 --> 00:03:15.500]  第三次的試探就是關乎安全感的
[00:03:15.500 --> 00:03:18.500]  撒旦就是叫耶穌基督去懸崖那裡
[00:03:18.500 --> 00:03:23.500]  跌跳下去就得到神的保護
[00:03:23.500 --> 00:03:26.500]  耶穌以生命記錄將十六節回應
[00:03:26.500 --> 00:03:30.500]  不可試探主你的神
[00:03:30.500 --> 00:03:33.500]  通過抵擋魔鬼耶穌基督
[00:03:33.500 --> 00:03:37.500]  表明祂是忠誠的兒子
[00:03:37.500 --> 00:03:39.500]  對神忠誠
[00:03:39.500 --> 00:03:42.500]  對聖賢忠誠
[00:03:42.500 --> 00:03:45.500]  他就是用神的話語
[00:03:45.500 --> 00:03:49.500]  去抵擋魔鬼的試探
[00:03:49.500 --> 00:03:51.500]  在新約的地圖當中
[00:03:51.500 --> 00:03:56.500]  我們看到耶穌基督所去到的曠野
[00:03:56.500 --> 00:04:00.500]  其實耶穌基督去到的曠野
[00:04:00.500 --> 00:04:06.500]  正是指向以色列人在曠野的經歷
[00:04:06.500 --> 00:04:09.500]  我們一起回到舊約的地圖
[00:04:09.500 --> 00:04:14.500]  出埃及記十九章一至八節
[00:04:14.500 --> 00:04:16.500]  以色列人出埃及地以後
[00:04:16.500 --> 00:04:19.500]  滿了三個月的那一天
[00:04:19.500 --> 00:04:23.500]  就來到西內的曠野
[00:04:23.500 --> 00:04:27.500]  他們離非定來到西內的曠野
[00:04:27.500 --> 00:04:31.500]  就在那裡的山下安營
[00:04:31.500 --> 00:04:36.500]  我使道臣那裡耶和華從山上呼喚他說
[00:04:36.500 --> 00:04:40.500]  你要這樣告訴那國家
[00:04:40.500 --> 00:04:44.500]  妖語以色列人說
[00:04:44.500 --> 00:04:46.500]  我向埃及人所行的事
[00:04:46.500 --> 00:04:48.500]  你們都看見了
[00:04:48.500 --> 00:04:51.500]  且看見我如嬰
[00:04:51.500 --> 00:04:56.500]  將你們背在翅膀上帶來歸我
[00:04:56.500 --> 00:05:01.500]  如今你們若實在聽從我的話
[00:05:01.500 --> 00:05:04.500]  遵守我的約
[00:05:04.500 --> 00:05:08.500]  就要在萬民中作屬我的子民
[00:05:08.500 --> 00:05:11.500]  因為全地都是我的
[00:05:11.500 --> 00:05:16.500]  你們要歸我作祭司的國度
[00:05:16.500 --> 00:05:20.500]  為聖潔的國民
[00:05:20.500 --> 00:05:24.500]  這就是說你要告訴以色列人
[00:05:24.500 --> 00:05:28.500]  摩西去照料民間的長老內
[00:05:28.500 --> 00:05:31.500]  將耶和華所吩咐他的話
[00:05:31.500 --> 00:05:34.500]  都在他們面前陳明
[00:05:34.500 --> 00:05:37.500]  百姓都回聲回答說
[00:05:37.500 --> 00:05:39.500]  同聲回答說
[00:05:39.500 --> 00:05:42.500]  凡耶和華所說的
[00:05:42.500 --> 00:05:45.500]  我們都要進行
[00:05:45.500 --> 00:05:48.500]  摩西就將百姓的話
[00:05:48.500 --> 00:05:50.500]  回覆耶和華
[00:05:50.500 --> 00:05:52.500]  我們都知道
[00:05:52.500 --> 00:05:57.500]  以色列人在埃及受欺壓受苦
[00:05:57.500 --> 00:05:59.500]  摩西就是神的使者
[00:05:59.500 --> 00:06:03.500]  要向法老發出十災警告
[00:06:03.500 --> 00:06:06.500]  叫法老釋放以色列人
[00:06:06.500 --> 00:06:09.500]  神就釋放了以色列人
[00:06:09.500 --> 00:06:12.500]  叫他們不再為奴隸
[00:06:12.500 --> 00:06:15.500]  可以脫離埃及人的手
[00:06:15.500 --> 00:06:19.500]  進入曠野
[00:06:19.500 --> 00:06:21.500]  在曠野開始的時候
[00:06:21.500 --> 00:06:24.500]  以色列人是十分喜樂的
[00:06:24.500 --> 00:06:30.500]  所以摩西和米利安一同去讚美神
[00:06:30.500 --> 00:06:32.500]  但是他們的讚美
[00:06:32.500 --> 00:06:36.500]  很快就變成了投訴
[00:06:36.500 --> 00:06:38.500]  他們的感恩
[00:06:38.500 --> 00:06:42.500]  很快又變成了焦慮
[00:06:42.500 --> 00:06:46.500]  當我們看到《吹埃及記》十九章的時候
[00:06:46.500 --> 00:06:50.500]  我們看到原來他們在曠野飄流
[00:06:50.500 --> 00:06:52.500]  他們都很餓
[00:06:52.500 --> 00:06:54.500]  他們沒有水喝
[00:06:54.500 --> 00:06:56.500]  他們很驚惶
[00:06:56.500 --> 00:07:00.500]  他們都不知道他們會去到那裡
[00:07:00.500 --> 00:07:03.500]  因為這個世界似乎停了
[00:07:03.500 --> 00:07:06.500]  將來是不可知的
[00:07:06.500 --> 00:07:08.500]  都不知道走多遠的路
[00:07:08.500 --> 00:07:10.500]  才去到這個應許地
[00:07:10.500 --> 00:07:12.500]  在路途上
[00:07:12.500 --> 00:07:14.500]  雖然神給他們馬拿
[00:07:14.500 --> 00:07:16.500]  但是他們會埋怨
[00:07:16.500 --> 00:07:18.500]  當他們去到一個沒有水的地方
[00:07:18.500 --> 00:07:22.500]  他們就忘記摩西所做的一切好事情
[00:07:22.500 --> 00:07:26.500]  就一起要敵對摩西
[00:07:26.500 --> 00:07:30.500]  他們埋怨他們現在的處境
[00:07:30.500 --> 00:07:34.500]  比在埃及的時候更加悽慘
[00:07:34.500 --> 00:07:37.500]  這個埋怨背後的意思是什麼呢?
[00:07:37.500 --> 00:07:41.500]  就是說我們在這裡做什麼?
[00:07:41.500 --> 00:07:44.500]  神在這裡做過什麼?
[00:07:44.500 --> 00:07:50.500]  神沒有立即將我們帶離開曠野去到這個應許地
[00:07:50.500 --> 00:07:54.500]  神只是帶領我們來到曠野地的另一處地方
[00:07:54.500 --> 00:07:57.500]  叫做西來
[00:07:57.500 --> 00:08:02.500]  西來是一個荒無多山的地方
[00:08:02.500 --> 00:08:06.500]  和那個美好寬闊流浪與密的地
[00:08:06.500 --> 00:08:10.500]  那個應許真的差得太遠了
[00:08:10.500 --> 00:08:16.500]  到達西來,以色列人他們的心靈
[00:08:16.500 --> 00:08:18.500]  他們的信心
[00:08:18.500 --> 00:08:23.500]  跌到他們的低谷
[00:08:23.500 --> 00:08:25.500]  弟兄姊妹們
[00:08:25.500 --> 00:08:29.500]  我不知道你們會不會心同感受
[00:08:29.500 --> 00:08:35.500]  你們都在信心的低谷當中
[00:08:35.500 --> 00:08:37.500]  弟兄姊妹
[00:08:37.500 --> 00:08:43.500]  西來不是因為一些預期不到的意外
[00:08:43.500 --> 00:08:49.500]  以致這些以色列人很淒涼地要留在西來
[00:08:49.500 --> 00:08:59.500]  其實西來是耶和華要他們去到的主要目的地之一
[00:08:59.500 --> 00:09:03.500]  因為耶和華所救贖的百姓
[00:09:03.500 --> 00:09:10.500]  是會帶到西來去領受神的律法
[00:09:10.500 --> 00:09:19.500]  所以神就在雷電煙火各星降臨在西來的山頂
[00:09:19.500 --> 00:09:23.500]  給以色列人十誡
[00:09:23.500 --> 00:09:25.500]  十誡是什麼呢?
[00:09:25.500 --> 00:09:33.500]  十誡不是單單拿來管教這些暴躁的百姓的律法
[00:09:33.500 --> 00:09:35.500]  十誡是約
[00:09:35.500 --> 00:09:40.500]  這個就是神與百姓彼此之間的承諾
[00:09:40.500 --> 00:09:44.500]  也是百姓與百姓彼此之間的承諾
[00:09:44.500 --> 00:09:47.500]  百姓的承諾是怎樣呢?
[00:09:47.500 --> 00:09:50.500]  就是要將神放為首先
[00:09:50.500 --> 00:09:54.500]  高於一切的權勢
[00:09:54.500 --> 00:09:56.500]  承諾是什麼呢?
[00:09:56.500 --> 00:10:00.500]  承諾就是除了我以外,你不可有別的神
[00:10:00.500 --> 00:10:05.500]  承諾是不可為自己雕刻偶像
[00:10:05.500 --> 00:10:10.500]  承諾是不可妄稱耶和華理神的名
[00:10:10.500 --> 00:10:14.500]  承諾是當紀念安息日
[00:10:14.500 --> 00:10:19.500]  承諾是當孝敬父母
[00:10:19.500 --> 00:10:23.500]  承諾是不可殺人
[00:10:23.500 --> 00:10:27.500]  承諾是不可姦淫
[00:10:27.500 --> 00:10:31.500]  承諾是不可偷渡
[00:10:31.500 --> 00:10:39.500]  承諾是不可作見證、假見證任何人
[00:10:39.500 --> 00:10:41.500]  最後的承諾是
[00:10:41.500 --> 00:10:44.500]  不可貪戀人的房屋
[00:10:44.500 --> 00:10:50.500]  也不可貪戀人的妻子、獨婢、牛奴
[00:10:50.500 --> 00:10:53.500]  和其他一切所有的
[00:10:53.500 --> 00:11:00.500]  所以神不是叫他們離開曠野的西來
[00:11:00.500 --> 00:11:04.500]  而是叫他們留在曠野
[00:11:04.500 --> 00:11:08.500]  要跟他們說話
[00:11:08.500 --> 00:11:15.500]  在那裡,神教導百姓要按著選民的身份怎樣去生活
[00:11:15.500 --> 00:11:20.500]  他們要聽從神的說話和教導
[00:11:20.500 --> 00:11:22.500]  所以親愛的弟兄姊妹們
[00:11:22.500 --> 00:11:27.500]  同樣的期望都發生在我們身上
[00:11:27.500 --> 00:11:31.500]  我們都在曠野當中
[00:11:31.500 --> 00:11:34.500]  在超過大半年的期間
[00:11:34.500 --> 00:11:38.500]  我們經歷大疫症
[00:11:38.500 --> 00:11:43.500]  我們面對著很多不明朗的將來
[00:11:43.500 --> 00:11:48.500]  情況好像越來越差
[00:11:48.500 --> 00:11:53.500]  在憂慮、不安、驚恐和混亂
[00:11:53.500 --> 00:11:56.500]  我們忘記怎樣去生活
[00:11:56.500 --> 00:11:58.500]  怎樣去盼望
[00:11:58.500 --> 00:12:02.500]  怎樣去想像將來
[00:12:02.500 --> 00:12:05.500]  在曠野當中,神就說
[00:12:05.500 --> 00:12:13.500]  聽我的誡明,這是你們生活的方式
[00:12:13.500 --> 00:12:21.500]  這是你們在曠野當中要前進的方式
[00:12:21.500 --> 00:12:28.500]  A.J. Jacobs 是一個雜誌社當中的工作
[00:12:28.500 --> 00:12:31.500]  他做了一件很特別的事
[00:12:31.500 --> 00:12:37.500]  他說在一年之內按照聖經的誡命去生活
[00:12:37.500 --> 00:12:44.500]  他真的跟足當中大家很熟悉的誡命
[00:12:44.500 --> 00:12:48.500]  譬如十誡、愛倫社
[00:12:48.500 --> 00:12:53.500]  還有他會遵守一些不太明顯的規則
[00:12:53.500 --> 00:13:00.500]  所以他穿的衣服是不穿混合纖維的衣服
[00:13:00.500 --> 00:13:05.500]  他不剃鬚,令鬍子變得很長
[00:13:05.500 --> 00:13:09.500]  每一個月,他很奇怪地在新月的時候
[00:13:09.500 --> 00:13:14.500]  跑到屋頂拿著羊角在吹
[00:13:14.500 --> 00:13:20.500]  還有他真的會遵守那些過氣的律法
[00:13:20.500 --> 00:13:23.500]  他就在岳母的生日會當中
[00:13:23.500 --> 00:13:27.500]  岳母說要跟他拍照,他說不跟岳母拍照
[00:13:27.500 --> 00:13:32.500]  因為拍了那張照片,那是他的偶像
[00:13:32.500 --> 00:13:36.500]  所以把他老婆氣得要死
[00:13:36.500 --> 00:13:40.500]  最後無論如何,他怎樣遵守這個誡命
[00:13:40.500 --> 00:13:43.500]  總之他是遵守誡命,是很奇妙的
[00:13:43.500 --> 00:13:48.500]  他這種遵守誡命的方式本來是一個試驗
[00:13:48.500 --> 00:13:51.500]  卻是改變了他
[00:13:51.500 --> 00:13:54.500]  因為遵守誡命的緣故
[00:13:54.500 --> 00:13:58.500]  他學會了怎樣跟貧窮的人相處
[00:13:58.500 --> 00:14:01.500]  怎樣跟陌生人相處
[00:14:01.500 --> 00:14:08.500]  怎樣不會迴避街頭上那些無家者的眼神
[00:14:08.500 --> 00:14:13.500]  聖經的原則改變了他的生活方式
[00:14:13.500 --> 00:14:19.500]  聖經的原則是他生命的指引
[00:14:19.500 --> 00:14:25.500]  當然,我們可以從剛才所說的故事
[00:14:25.500 --> 00:14:29.500]  J+的故事和我們生活的體驗當中
[00:14:29.500 --> 00:14:36.500]  我們自免意義去守這個律法,守這個約
[00:14:36.500 --> 00:14:41.500]  其實真的會使我們生命有一定的改變
[00:14:41.500 --> 00:14:50.500]  不過,我想再跟大家更深去反省誡命的前行
[00:14:50.500 --> 00:15:00.500]  如果這樣的話,我們又要回到新約地圖路吉福音10章25至28節
[00:15:00.500 --> 00:15:07.500]  有一個律法師起來試探耶穌說:
[00:15:07.500 --> 00:15:13.500]  「夫子,我該做什麼才可以承受永生?」
[00:15:13.500 --> 00:15:20.500]  耶穌對他說:「律法上寫的是什麼,你念的是怎樣呢?」
[00:15:20.500 --> 00:15:29.500]  他回答說:「你要盡心盡性盡力盡義愛主你的神,又要愛鄰舍如同自己。」
[00:15:29.500 --> 00:15:38.500]  耶穌說:「你回答的是,你這樣行,就必得永生。」
[00:15:38.500 --> 00:15:45.500]  這段經文其實是在好撒瑪利亞人的故事的一部分
[00:15:45.500 --> 00:15:51.500]  有一天,當耶穌基督跟隨者坐在一起的時候
[00:15:51.500 --> 00:15:57.500]  一位律法師站起來試探耶穌
[00:15:57.500 --> 00:16:07.500]  他對耶穌說:「對不起,拉比,我是研究法律的,我有一個問題想問你
[00:16:07.500 --> 00:16:14.500]  我要做什麼才可以承受永生?」
[00:16:14.500 --> 00:16:19.500]  這是一個很基本的問題,很多人都想聽到答案
[00:16:19.500 --> 00:16:27.500]  能夠有一些標準的答案就好了,我們就跟著答案,就可以得到永生
[00:16:27.500 --> 00:16:37.500]  但是耶穌基督沒有回答,他反而反問律法師說:
[00:16:37.500 --> 00:16:45.500]  「律法上寫的是什麼,你念的是怎樣呢?」
[00:16:45.500 --> 00:16:53.500]  轉眼間,律法師本來要試探耶穌,耶穌基督給了他一個測試
[00:16:53.500 --> 00:17:02.500]  他立即想起摩西律法的兩個要點,就是愛神和愛鄰舍
[00:17:02.500 --> 00:17:10.500]  所以說:「你要盡心盡性盡力盡義愛主你的神,又要愛鄰舍如同自己。」
[00:17:10.500 --> 00:17:21.500]  耶穌就回答:「好答案,你的回答是對的,你這樣行的話,就必得永生。」
[00:17:21.500 --> 00:17:28.500]  律法師的答案是正確的,所以故事就應該完結了
[00:17:28.500 --> 00:17:45.500]  但這個故事還未完結,這也不代表整個故事的完結,也不代表律法師的完結,也不代表你和我的完結
[00:17:45.500 --> 00:17:54.500]  人生就是這樣的,雖然我們知道一些正確的答案,我們也會繼續猶豫
[00:17:54.500 --> 00:18:06.500]  當我們看見前面那些難了的地方,我們就很難以去跟從這個誡命,跟從律法,做正確的事情
[00:18:06.500 --> 00:18:18.500]  人生最不容易的旅程是什麼呢?就是從正確的答案,去到正確的行為
[00:18:18.500 --> 00:18:30.500]  突然間律法師就想起了:「什麼?愛鄰舍?我要愛每一個人嗎?可不可以給我一些澄清?」
[00:18:30.500 --> 00:18:40.500]  律法師要顯明自己有道理,所以對耶穌基督說:「誰是我的鄰舍呢?」
[00:18:40.500 --> 00:18:50.500]  於是耶穌就說了一個故事,要帶領律法師去到更神聖的目的地
[00:18:50.500 --> 00:18:59.500]  我們回到地圖的盧吉福音,十章二十九至三十七節
[00:18:59.500 --> 00:19:05.500]  那人要顯明自己有理,就對耶穌說:「誰是我的鄰舍呢?」
[00:19:05.500 --> 00:19:12.500]  耶穌回答說:「有一個人從耶路撒冷下到耶利哥去,落在強盜手中
[00:19:12.500 --> 00:19:19.500]  他們剝去他的衣裳,把他打個半死,就雕下他走了
[00:19:19.500 --> 00:19:31.500]  偶然有一個濟滋從這條路下來,看見他就從那邊過去了
[00:19:31.500 --> 00:19:40.500]  有一個利美人來到這地方,看見他也照樣從那邊過去了
[00:19:40.500 --> 00:19:49.500]  唯有一個撒瑪利亞人行路來到那裡,看見他就動了持心
[00:19:49.500 --> 00:19:58.500]  上前用油和酒倒在他的傷處,包裹好了,扶他騎上自己的身後
[00:19:58.500 --> 00:20:01.500]  帶到店裡去照應他
[00:20:01.500 --> 00:20:08.500]  第二天拿出二錢銀子來,交給店主說:
[00:20:08.500 --> 00:20:14.500]  「你且照應他,此愛所費用的,我回來必還你」
[00:20:14.500 --> 00:20:24.500]  「你想,這三個人哪一個是落在強盜手中的鄰舍呢?」
[00:20:24.500 --> 00:20:29.500]  他說:「是憐憫他的」
[00:20:29.500 --> 00:20:35.500]  耶穌說:「你去,照樣行罷」
[00:20:35.500 --> 00:20:45.500]  一個女客從耶路撒冷去到耶利哥路途中,落在盜賊手中
[00:20:45.500 --> 00:20:52.500]  被奪去衣服,打得半死,雕在路上
[00:20:52.500 --> 00:20:56.500]  有誰會去回應呢?
[00:20:56.500 --> 00:21:02.500]  耶穌指出,是祭司偶然走過這條路
[00:21:02.500 --> 00:21:11.500]  聽到這裡,雙姐看似有運,幫助指日可待
[00:21:11.500 --> 00:21:15.500]  因為是祭司,祭司是神的僕人
[00:21:15.500 --> 00:21:21.500]  祂在聖殿裡侍奉,祂有虔誠的身份和地位
[00:21:21.500 --> 00:21:26.500]  所以應該會幫助這位女客,是不是呢?
[00:21:26.500 --> 00:21:31.500]  但是這位祭司看見受傷的人流血
[00:21:31.500 --> 00:21:37.500]  他從路的另一邊走過去
[00:21:37.500 --> 00:21:43.500]  有人提出,祭司拒絕幫助受傷的人的原因動機
[00:21:43.500 --> 00:21:49.500]  就是很怕接觸這些屍體,自己變得不潔
[00:21:49.500 --> 00:21:55.500]  或者很怕幫助這個人是罪人
[00:21:55.500 --> 00:22:02.500]  或者很怕幫助這個人時,反而被他打擊
[00:22:02.500 --> 00:22:07.500]  但是經文沒有提到任何的動機
[00:22:07.500 --> 00:22:10.500]  關鍵在哪裡?
[00:22:10.500 --> 00:22:17.500]  關鍵就是,祭司沒有給任何的幫助
[00:22:17.500 --> 00:22:24.500]  第二位猶太宗教領袖,也走同樣一條路
[00:22:24.500 --> 00:22:29.500]  她是利美人,她也是負責聖殿中的工作
[00:22:29.500 --> 00:22:34.500]  有些人認為應該是祭司門的副手
[00:22:34.500 --> 00:22:41.500]  她是做多一點的,她仔細看一看這個男人
[00:22:41.500 --> 00:22:47.500]  和他所身臥的地方,看完之後,看清楚之後
[00:22:47.500 --> 00:22:53.500]  她就走開,沒有提供任何的幫助
[00:22:53.500 --> 00:22:59.500]  她這樣做,是讓人更加失望
[00:22:59.500 --> 00:23:06.500]  聽見利美人的行徑,律法師會不會失望呢?
[00:23:06.500 --> 00:23:16.500]  律法師都知道祭司和利美人是很明白神的律法
[00:23:16.500 --> 00:23:23.500]  他們是專家,其實畫家梵高也知道
[00:23:23.500 --> 00:23:27.500]  所以我們看看梵高的畫
[00:23:27.500 --> 00:23:37.500]  你看見祭司和利美人嗎?看清楚,看見嗎?
[00:23:37.500 --> 00:23:46.500]  當我們看左上角,很小的,很小的
[00:23:46.500 --> 00:23:55.500]  左下角你看見一位仁兄在閱讀一本書
[00:23:55.500 --> 00:24:02.500]  當他走路的時候,他是在閱讀律法書
[00:24:02.500 --> 00:24:05.500]  他是非常熟悉律法書的
[00:24:05.500 --> 00:24:12.500]  所以他可以為著自己的益處、好處使用律法
[00:24:12.500 --> 00:24:20.500]  所以他有足夠的證據證明他可以漠不關心走去另一邊的路
[00:24:20.500 --> 00:24:26.500]  不需要去關心這位受傷的人
[00:24:26.500 --> 00:24:29.500]  我為何要這樣說呢?
[00:24:29.500 --> 00:24:35.500]  當一位宗教人士看見一個流血的人在路旁
[00:24:35.500 --> 00:24:38.500]  他應該要做甚麼呢?
[00:24:38.500 --> 00:24:40.500]  律法書會怎樣說呢?
[00:24:40.500 --> 00:24:45.500]  當然律法書會指出要愛你的鄰舍
[00:24:45.500 --> 00:24:47.500]  這就是利美記十九章的記載
[00:24:47.500 --> 00:24:51.500]  律法書亦要求幫助有需要的人
[00:24:51.500 --> 00:24:53.500]  這就是生命記十五章
[00:24:53.500 --> 00:24:56.500]  但在另一方面,律法書亦有些經文
[00:24:56.500 --> 00:25:01.500]  叫祭司不要接觸一些死去的身體
[00:25:01.500 --> 00:25:04.500]  這是民數記六章
[00:25:04.500 --> 00:25:10.500]  所以,祭司、文士可以對自己說
[00:25:10.500 --> 00:25:14.500]  這個人應該死了
[00:25:14.500 --> 00:25:19.500]  就算未死,也應該很快死
[00:25:19.500 --> 00:25:23.500]  所以讓我走去另一邊
[00:25:23.500 --> 00:25:31.500]  經書說過不容許愛接觸一些死去的身體
[00:25:31.500 --> 00:25:36.500]  作為神的百姓
[00:25:36.500 --> 00:25:40.500]  作為神話語遵守的人
[00:25:40.500 --> 00:25:44.500]  我們都知道聖經是美好的
[00:25:44.500 --> 00:25:46.500]  聖經是我們的地圖
[00:25:46.500 --> 00:25:49.500]  聖經給我們很多指引
[00:25:49.500 --> 00:25:52.500]  但我們亦知道一些時候
[00:25:52.500 --> 00:25:56.500]  當我們的心慢的時候
[00:25:56.500 --> 00:26:02.500]  當我們沒有被聖靈的光啟迪的時候
[00:26:02.500 --> 00:26:08.500]  聖經有些地方好像很混亂
[00:26:08.500 --> 00:26:13.500]  甚至是矛盾
[00:26:13.500 --> 00:26:17.500]  耶穌知道這一切
[00:26:17.500 --> 00:26:20.500]  所以耶穌基督說
[00:26:20.500 --> 00:26:23.500]  祂問律法師
[00:26:23.500 --> 00:26:26.500]  律法書上寫的是什麼
[00:26:26.500 --> 00:26:30.500]  你是怎樣念的呢
[00:26:30.500 --> 00:26:35.500]  耶穌要考驗律法師
[00:26:35.500 --> 00:26:39.500]  祂不是要考驗律法師對材料
[00:26:39.500 --> 00:26:41.500]  律法的資料
[00:26:41.500 --> 00:26:46.500]  懂得多少,有多厲害,有多熟
[00:26:46.500 --> 00:26:51.500]  祂是要測試律法師的心靈
[00:26:51.500 --> 00:26:54.500]  測試他的靈魂
[00:26:54.500 --> 00:26:56.500]  為什麼呢
[00:26:56.500 --> 00:27:04.500]  因為魔鬼都懂得用聖經
[00:27:04.500 --> 00:27:14.500]  耶穌基督亦知道人會用聖經來證成他們的惡行
[00:27:14.500 --> 00:27:16.500]  所以在歷史當中
[00:27:16.500 --> 00:27:21.500]  我們見到基督徒曾經使用聖經來支持奴隸制度
[00:27:21.500 --> 00:27:25.500]  今日我們在互聯網見到一些人
[00:27:25.500 --> 00:27:34.500]  都是用聖經來支持仇恨、虛假的說話
[00:27:34.500 --> 00:27:42.500]  我們亦看見一些人會用聖經來支持對他們有利的事情
[00:27:42.500 --> 00:27:45.500]  支持他們的偏見
[00:27:45.500 --> 00:27:51.500]  人很喜歡用一些經文去控訴他的敵人
[00:27:51.500 --> 00:27:56.500]  找到一些經文去支持自己的朋友
[00:27:56.500 --> 00:28:04.500]  總之一黨一派,無必勝利
[00:28:04.500 --> 00:28:10.500]  耶穌基督的比喻是叫我們小心
[00:28:10.500 --> 00:28:13.500]  不要以為聖經在你手裏
[00:28:13.500 --> 00:28:18.500]  你就是在聖結裏
[00:28:18.500 --> 00:28:21.500]  一顆殘酷不仁的心
[00:28:21.500 --> 00:28:26.500]  會用律法來證成他的惡行
[00:28:26.500 --> 00:28:30.500]  合理化他的漠不關心
[00:28:30.500 --> 00:28:39.500]  雕下受傷的人從路旁另一邊走過去
[00:28:39.500 --> 00:28:42.500]  耶穌提及第三位人物
[00:28:42.500 --> 00:28:46.500]  第三位人物出現在道路上
[00:28:46.500 --> 00:28:49.500]  這位是撒瑪利亞人
[00:28:49.500 --> 00:28:53.500]  律法師聽到這裡的時候心裏當然高興
[00:28:53.500 --> 00:28:58.500]  因為第三人當然是罪魁禍首
[00:28:58.500 --> 00:29:03.500]  他可能是回到犯案現場的盜賊
[00:29:03.500 --> 00:29:06.500]  撒瑪利亞人是問題人物
[00:29:06.500 --> 00:29:09.500]  他們有特別的宗教信念
[00:29:09.500 --> 00:29:13.500]  他們有不同的政治忠誠
[00:29:13.500 --> 00:29:20.500]  他們不應該被相信
[00:29:20.500 --> 00:29:25.500]  耶穌基督說這個人是磁場的
[00:29:25.500 --> 00:29:28.500]  撒瑪利亞人看見垂死的人
[00:29:28.500 --> 00:29:31.500]  就動了磁心留下
[00:29:31.500 --> 00:29:35.500]  就用油和酒倒在他的傷處
[00:29:35.500 --> 00:29:38.500]  將他的傷口包裹
[00:29:38.500 --> 00:29:43.500]  幫助傷者坐在自己的傷口上
[00:29:43.500 --> 00:29:45.500]  自己走路
[00:29:45.500 --> 00:29:48.500]  帶他去到旅店
