
[00:00:00.000 --> 00:00:03.080]  今天我們講的題目其實是特別的
[00:02:35.840 --> 00:02:40.400]  有沒有會員堂是不掛賑訊會的招牌的
[00:02:40.400 --> 00:02:41.800]  如果你不知道我告訴你
[00:02:41.800 --> 00:02:44.080]  美南賑訊會是全世界最大的宗派
[00:02:44.080 --> 00:02:44.800]  爲什麼呢
[00:02:44.800 --> 00:02:49.240]  單單在美國就有四萬五千到五萬間教會
[00:02:49.240 --> 00:02:52.400]  當這個教會領袖打電話去問的時候
[00:02:52.400 --> 00:02:54.560]  他說我們有四萬五千到五萬間教會
[00:02:54.560 --> 00:02:57.520]  美國還沒說其他地方
[00:02:57.520 --> 00:03:01.840]  但是原來這邊有45%的堂會
[00:03:01.840 --> 00:03:08.040]  都沒有將賑訊會這三個字放在招牌上
[00:03:08.040 --> 00:03:09.400]  這就解決了
[00:03:09.400 --> 00:03:11.840]  這個小小的風波
[00:03:11.840 --> 00:03:13.680]  就因爲電話的緣故
[00:03:13.680 --> 00:03:14.840]  可以解決了
[00:03:14.840 --> 00:03:18.600]  我們結果就直谷匯典華人教會
[00:03:18.600 --> 00:03:20.000]  後來人們說太長了
[00:03:20.000 --> 00:03:23.000]  現在叫匯典教會就算了
[00:03:23.000 --> 00:03:25.360]  但是爲什麼我講這個故事給大家聽呢
[00:03:25.360 --> 00:03:27.880]  因爲很明顯看到兩個人
[00:03:27.880 --> 00:03:30.040]  對一個問題的思想很不一樣
[00:03:30.040 --> 00:03:31.880]  我們一個老的領袖
[00:03:31.880 --> 00:03:33.560]  年長的領袖
[00:03:33.560 --> 00:03:36.200]  我們會不會覺得他比較封閉
[00:03:36.200 --> 00:03:39.160]  會不會覺得他好像比較保守
[00:03:39.160 --> 00:03:40.320]  不是對於創問題
[00:03:40.320 --> 00:03:41.440]  在他的觀念當中
[00:03:41.440 --> 00:03:42.160]  沒有想錯的
[00:03:42.160 --> 00:03:43.160]  我們是賑訊會
[00:03:43.160 --> 00:03:43.920]  開新教會
[00:03:43.920 --> 00:03:45.400]  應該就是賑訊會
[00:03:45.400 --> 00:03:46.840]  但是我們想法是什麼
[00:03:46.840 --> 00:03:48.800]  最重要是餡是不是賑訊會
[00:03:48.800 --> 00:03:51.960]  名字是什麼也不要緊
[00:03:51.960 --> 00:03:53.800]  但是一個年輕一點的領袖
[00:03:53.800 --> 00:03:56.400]  我們就會覺得比較開放
[00:03:56.400 --> 00:03:57.480]  比較擴大一點
[00:03:57.480 --> 00:03:59.960]  而且他會找資料
[00:03:59.960 --> 00:04:02.480]  到底情況是怎麼樣
[00:04:02.480 --> 00:04:03.880]  所以我們會覺得
[00:04:03.880 --> 00:04:04.880]  一個年長的
[00:04:04.880 --> 00:04:06.080]  一個年輕的
[00:04:06.080 --> 00:04:06.880]  是不是年長的
[00:04:06.880 --> 00:04:08.480]  還是封閉的呢
[00:04:08.480 --> 00:04:09.120]  保守的呢
[00:04:09.120 --> 00:04:10.000]  不一定
[00:04:10.000 --> 00:04:11.200]  我都不年輕了
[00:04:11.200 --> 00:04:13.120]  不過我都挺開放的
[00:04:13.120 --> 00:04:15.160]  但是問題是
[00:04:15.160 --> 00:04:19.640]  我們會不會去預備自己去訓練自己經常有一種
[00:04:19.640 --> 00:04:20.480]  開放
[00:04:20.480 --> 00:04:22.000]  開明的態度
[00:04:22.000 --> 00:04:24.800]  去看每一件不同的事物呢
[00:04:24.800 --> 00:04:27.080]  當我們說開放思想的時候
[00:04:27.080 --> 00:04:28.200]  大家不要誤會
[00:04:28.200 --> 00:04:30.960]  我們不是說放任的思想
[00:04:30.960 --> 00:04:31.920]  放縱的思想
[00:04:31.920 --> 00:04:33.080]  什麼都可以
[00:04:33.080 --> 00:04:35.920]  不是我們的內容
[00:04:35.920 --> 00:04:38.080]  當我們看開放思想的時候
[00:04:38.080 --> 00:04:39.320]  open minded
[00:04:39.320 --> 00:04:41.080]  如果你查字典的意思是
[00:04:41.080 --> 00:04:46.560]  willing to listen and consider different ideas or opinions
[00:04:46.560 --> 00:04:48.240]  你不會立刻給一個judgment
[00:04:48.240 --> 00:04:50.040]  我們會很樂意地去聽
[00:04:50.040 --> 00:04:50.920]  去了解
[00:04:50.920 --> 00:04:52.280]  去考慮
[00:04:52.280 --> 00:04:54.640]  不同的意見和想法
[00:04:54.640 --> 00:04:56.240]  不會忽然之間一聽到之後就
[00:04:56.240 --> 00:04:56.960]  可以或不可以
[00:04:56.960 --> 00:04:58.000]  好或不好
[00:04:58.000 --> 00:04:59.600]  就拿一個定案
[00:04:59.600 --> 00:05:01.480]  按照我們自己過往的經驗
[00:05:01.480 --> 00:05:04.200]  這個就是開放思想的意思
[00:05:04.200 --> 00:05:06.360]  而open mindedness
[00:05:06.360 --> 00:05:09.600]  我們說到一個開放的態度
[00:05:09.600 --> 00:05:12.440]  其實這個是一個很重要的個人屬性
[00:05:12.440 --> 00:05:15.080]  特別當你參與一個團隊的工作
[00:05:15.080 --> 00:05:17.840]  甚至是一個領導的團隊當中
[00:05:17.840 --> 00:05:19.680]  要做很多的decision
[00:05:19.680 --> 00:05:23.640]  如果你沒有一個開放的心空或者態度的時候
[00:05:23.640 --> 00:05:24.720]  很多時候
[00:05:24.720 --> 00:05:26.320]  我們所做的決定
[00:05:26.320 --> 00:05:28.480]  是受了我們那種narrowness
[00:05:28.480 --> 00:05:29.600]  那種狹窄
[00:05:29.600 --> 00:05:32.720]  狹遠的思想而去影響
[00:05:32.720 --> 00:05:35.480]  對一個工作的發展
[00:05:35.480 --> 00:05:37.840]  就有很大的障礙在當中
[00:05:37.840 --> 00:05:39.600]  而在匯典教這邊來說
[00:05:39.600 --> 00:05:42.160]  從開始的時候
[00:05:42.160 --> 00:05:43.880]  其實我們已經有這樣的概念
[00:05:43.880 --> 00:05:47.360]  這是我們其中一個匯典的practice
[00:05:47.360 --> 00:05:51.240]  只要和聖經教導沒有衝突沒有違背的時候
[00:05:51.240 --> 00:05:56.880]  我們願意去聽 去了解 嘗試一些新的事物
[00:05:56.880 --> 00:05:58.480]  在教會開始的時候
[00:05:58.480 --> 00:06:01.880]  十七年前 當然我們講歷史的時候
[00:06:01.880 --> 00:06:03.800]  我們要讓人知道我們的教會存在
[00:06:03.800 --> 00:06:04.920]  因爲從無變有
[00:06:04.920 --> 00:06:07.880]  那時候沒有這個教會存在
[00:06:07.880 --> 00:06:10.360]  那就開張了
[00:06:10.360 --> 00:06:12.800]  怎樣讓人知道好呢
[00:06:12.800 --> 00:06:13.760]  有人看了
[00:06:13.760 --> 00:06:16.360]  不如買電視廣告
[00:06:16.360 --> 00:06:17.920]  這個是十七年前的時候
[00:06:17.920 --> 00:06:19.480]  應該是十八年了
[00:06:19.480 --> 00:06:20.200]  牧師
[00:06:20.200 --> 00:06:23.760]  我們買電視廣告好不好
[00:06:23.760 --> 00:06:27.360]  買電視廣告好不好
[00:06:27.360 --> 00:06:28.000]  當然好
[00:06:28.000 --> 00:06:30.560]  但如果你做leader的時候
[00:06:30.560 --> 00:06:33.920]  你第一個想到什麼問題
[00:06:33.920 --> 00:06:36.400]  錢啊 電視廣告
[00:06:36.400 --> 00:06:38.640]  三機或者會便宜一點的電視廣告
[00:06:38.640 --> 00:06:39.400]  第一個印象
[00:06:39.400 --> 00:06:40.640]  一定很貴
[00:06:40.640 --> 00:06:41.560]  斷秒計的
[00:06:41.560 --> 00:06:43.640]  你現在聽的那些賣廣告的
[00:06:43.640 --> 00:06:46.960]  那些什麼打球諸如此類的東西
[00:06:46.960 --> 00:06:48.760]  斷秒計的
[00:06:48.760 --> 00:06:49.760]  一定很貴
[00:06:49.760 --> 00:06:51.960]  我們可不可以afford得起呢
[00:06:51.960 --> 00:06:54.000]  第二個問題
[00:06:54.000 --> 00:06:55.640]  誰去做製作
[00:06:55.640 --> 00:06:57.200]  如果叫電視臺幫你製作
[00:06:57.200 --> 00:06:58.320]  更加貴
[00:06:58.320 --> 00:07:00.160]  你買時間已經貴了
[00:07:00.160 --> 00:07:01.960]  你還要去製作
[00:07:01.960 --> 00:07:04.120]  誰可以做製作
[00:07:04.120 --> 00:07:05.560]  第三呢
[00:07:05.560 --> 00:07:07.800]  從來沒有教會試過賣電視廣告
[00:07:07.800 --> 00:07:09.040]  是商業電視臺
[00:07:09.040 --> 00:07:10.440]  不是劇教電視臺
[00:07:10.440 --> 00:07:12.080]  是商業的電視臺
[00:07:12.080 --> 00:07:14.920]  賣教會廣告
[00:07:14.920 --> 00:07:16.520]  結果是怎麼樣的
[00:07:16.520 --> 00:07:18.440]  有沒有效果的呢
[00:07:18.440 --> 00:07:20.320]  沒人知道的
[00:07:20.320 --> 00:07:21.640]  大家明白我的意思吧
[00:07:21.640 --> 00:07:24.680]  所以很自然就會想到這些問題
[00:07:24.680 --> 00:07:26.240]  我還記得當時我們怎麼處理
[00:07:26.240 --> 00:07:28.040]  當人提出來的時候
[00:07:28.040 --> 00:07:30.040]  我就和教會的領袖分享
[00:07:30.040 --> 00:07:31.720]  好 第一樣東西
[00:07:31.720 --> 00:07:33.400]  先查一下多少錢
[00:07:33.400 --> 00:07:35.480]  你覺得它很貴
[00:07:35.480 --> 00:07:36.960]  當然也應該不便宜
[00:07:36.960 --> 00:07:41.480]  但是我們可不可以afford得起呢
[00:07:41.480 --> 00:07:42.880]  然後你去做research
[00:07:42.880 --> 00:07:44.240]  值不值得
[00:07:44.240 --> 00:07:45.120]  如果afford得起
[00:07:45.120 --> 00:07:46.200]  值不值得去做呢
[00:07:46.200 --> 00:07:48.040]  你先去找多點資料
[00:07:48.040 --> 00:07:49.360]  明白我的意思嗎
[00:07:49.360 --> 00:07:50.320]  第一樣東西
[00:07:50.320 --> 00:07:51.720]  叫一下電視臺問問他
[00:07:51.720 --> 00:07:52.720]  我要買廣告
[00:07:52.720 --> 00:07:54.640]  怎麼計算錢
[00:07:54.640 --> 00:07:55.800]  第二樣東西
[00:07:55.800 --> 00:07:57.080]  我說在我們的弟兄姊妹當中
[00:07:57.080 --> 00:07:58.320]  這羣building crew
[00:07:58.320 --> 00:08:01.160]  我們要開車新架的弟兄姊妹裏面
[00:08:01.160 --> 00:08:03.280]  有沒有哪些人拍照挺厲害的
[00:08:03.280 --> 00:08:04.000]  不僅是拍照
[00:08:04.000 --> 00:08:05.600]  是拍video
[00:08:05.600 --> 00:08:07.000]  也有些sense的
[00:08:07.000 --> 00:08:08.720]  可不可以用自己的攝錄機
[00:08:08.720 --> 00:08:12.520]  攝製一些電視的廣告片段呢
[00:08:12.520 --> 00:08:13.720]  然後第三樣東西
[00:08:13.720 --> 00:08:15.160]  花生又問一下
[00:08:15.160 --> 00:08:16.160]  你的朋友當中
[00:08:16.160 --> 00:08:17.440]  有沒有人開影相鋪
[00:08:17.440 --> 00:08:19.880]  或者開那些音響公司
[00:08:19.880 --> 00:08:21.400]  開一個錄音室給我們錄音
[00:08:21.400 --> 00:08:22.800]  因爲拍了之後要做錄音的
[00:08:22.800 --> 00:08:24.160]  你不能夠就這樣即錄的
[00:08:24.160 --> 00:08:25.720]  聲音出來是不行的
[00:08:25.720 --> 00:08:28.400]  或者有些人是音響發燒友
[00:08:28.400 --> 00:08:31.640]  自己家裏面已經有一個錄音室了
[00:08:31.640 --> 00:08:34.400]  去問一下吧
[00:08:34.400 --> 00:08:36.720]  這個就是我們當時的決定
[00:08:36.720 --> 00:08:39.040]  結果呢
[00:08:39.040 --> 00:08:41.520]  我們就成爲荃灣區
[00:08:41.520 --> 00:08:44.800]  第一個在商業電視臺
[00:08:44.800 --> 00:08:48.480]  賣廣告的外行教會
[00:08:48.480 --> 00:08:50.280]  三十秒
[00:08:50.280 --> 00:08:52.520]  一個禮拜放十次
[00:08:52.520 --> 00:08:54.320]  後來見到我們挺好的客人
[00:08:54.320 --> 00:08:56.640]  放多一倍給你吧
[00:08:56.640 --> 00:08:59.400]  這些不說了
[00:08:59.400 --> 00:09:01.240]  我的意思是什麼呢
[00:09:01.240 --> 00:09:05.520]  我希望大家分享的時候
[00:09:05.520 --> 00:09:08.680]  有時神給我們一個idea
[00:09:08.680 --> 00:09:11.880]  通常我們就會用過往的經驗
[00:09:11.880 --> 00:09:15.800]  不同的標準去衡量到底
[00:09:15.800 --> 00:09:18.200]  可行還是不可行
[00:09:18.200 --> 00:09:20.080]  但是我們作爲神的子女的時候
[00:09:20.080 --> 00:09:22.280]  我覺得我們應該抱着一個
[00:09:22.280 --> 00:09:24.720]  開放的態度去思考去策劃
[00:09:24.720 --> 00:09:26.800]  去推展天國的工作
[00:09:26.800 --> 00:09:27.960]  爲什麼呢
[00:09:27.960 --> 00:09:29.320]  因爲我們侍奉的是
[00:09:29.320 --> 00:09:31.440]  創造宇宙漫漫的主宰
[00:09:31.440 --> 00:09:33.880]  全世界所有的東西大大小小
[00:09:33.880 --> 00:09:35.480]  都是上帝創造的
[00:09:35.480 --> 00:09:37.560]  所以我們所相信的神
[00:09:37.560 --> 00:09:39.320]  是一個很有創意的神
[00:09:39.320 --> 00:09:40.320]  甚至我們說
[00:09:40.320 --> 00:09:42.000]  祂的創意無限
[00:09:42.000 --> 00:09:44.840]  纔可以創造一個宇宙世界出來
[00:09:44.840 --> 00:09:46.360]  既然我們要服侍祂
[00:09:46.360 --> 00:09:47.560]  成爲祂的子女的時候
[00:09:47.560 --> 00:09:50.440]  我們應該從祂的身上去學習
[00:09:50.440 --> 00:09:53.240]  怎麼能夠thinking out of the box
[00:09:53.240 --> 00:09:56.000]  不要被一個箱子限制了我們的思想
[00:09:56.000 --> 00:09:58.080]  要thinking out of the box
[00:09:58.080 --> 00:10:00.280]  好像我們的天父上帝一樣
[00:10:00.280 --> 00:10:01.120]  正如我們所說的
[00:10:01.120 --> 00:10:02.000]  在會點教會當中
[00:10:02.000 --> 00:10:03.360]  只要你和聖經的教導
[00:10:03.360 --> 00:10:04.560]  真理沒有衝突的時候
[00:10:04.560 --> 00:10:06.920]  我們是願意嘗試去聽的
[00:10:06.920 --> 00:10:09.480]  我們不會很輕易地
[00:10:09.480 --> 00:10:11.480]  去放棄一個的意見
[00:10:11.480 --> 00:10:12.680]  一個的思想
[00:10:12.680 --> 00:10:15.640]  一個的看法
[00:10:15.640 --> 00:10:18.720]  但問題就是剛纔我說的那個例子
[00:10:18.720 --> 00:10:20.240]  大家覺得其實
[00:10:20.240 --> 00:10:23.080]  要培養一個開明的思想
[00:10:23.080 --> 00:10:28.560]  開放一下態度的最大的障礙是什麼呢
[00:10:28.560 --> 00:10:30.080]  大家有沒有想過最大的障礙是什麼呢
[00:10:30.080 --> 00:10:31.760]  如果我們的思想開明一點
[00:10:31.760 --> 00:10:33.280]  不要那麼死板
[00:10:33.280 --> 00:10:35.080]  有點創意
[00:10:35.080 --> 00:10:37.040]  最大的障礙是什麼呢
[00:10:37.040 --> 00:10:37.840]  其實有幾方面的
[00:10:37.840 --> 00:10:38.760]  第一呢
[00:10:38.760 --> 00:10:41.080]  怕改變
[00:10:41.080 --> 00:10:42.840]  我們很多人都怕改變的
[00:10:42.840 --> 00:10:43.320]  爲什麼呢
[00:10:43.320 --> 00:10:44.320]  因爲沒試過
[00:10:44.320 --> 00:10:45.920]  沒試過你沒有把握
[00:10:45.920 --> 00:10:48.160]  不知道結果是怎麼樣的
[00:10:48.160 --> 00:10:52.320]  那爲什麼我現在好好的要這樣變呢
[00:10:52.320 --> 00:10:53.160]  第二呢
[00:10:53.160 --> 00:10:53.720]  不是哦
[00:10:53.720 --> 00:10:55.320]  因爲這個神給你的想法
[00:10:55.320 --> 00:10:56.320]  給你的一個意念
[00:10:56.320 --> 00:10:58.000]  想做這些東西
[00:10:58.000 --> 00:11:00.520]  第二個可能會影響我們
[00:11:00.520 --> 00:11:02.680]  有這樣的態度的時候
[00:11:02.680 --> 00:11:03.720]  在心裏面
[00:11:03.720 --> 00:11:07.120]  我們有疑慮
[00:11:07.120 --> 00:11:09.480]  我們害怕看錯了
[00:11:09.480 --> 00:11:11.760]  是不是真的神要我們這樣做
[00:11:11.760 --> 00:11:13.520]  這個是不是真的神的心意
[00:11:13.520 --> 00:11:16.400]  看錯了怎麼辦
[00:11:16.400 --> 00:11:17.000]  然後第三
[00:11:17.000 --> 00:11:18.000]  我相信很多時候
[00:11:18.000 --> 00:11:20.080]  人生太複雜了
[00:11:20.080 --> 00:11:21.840]  我們沒有太多事情
[00:11:21.840 --> 00:11:22.560]  要去處理
[00:11:22.560 --> 00:11:23.520]  要去考慮
[00:11:23.520 --> 00:11:24.800]  要去照顧
[00:11:24.800 --> 00:11:28.440]  所以我們不能夠專心
[00:11:28.440 --> 00:11:31.400]  這些都成爲我們培養一個開放的思想
[00:11:31.400 --> 00:11:34.480]  一個開明的態度的一些障礙
[00:11:34.480 --> 00:11:35.560]  特別呢
[00:11:35.560 --> 00:11:36.560]  一般來說而已
[00:11:36.560 --> 00:11:37.880]  不是一定的
[00:11:37.880 --> 00:11:39.360]  年紀越大的時候
[00:11:39.360 --> 00:11:40.400]  我們就會越封閉
[00:11:40.400 --> 00:11:42.480]  思想越封閉
[00:11:42.480 --> 00:11:43.680]  年紀越大的時候
[00:11:43.680 --> 00:11:45.720]  我們就越怕去改變
[00:11:45.720 --> 00:11:46.920]  習慣了這些東西
[00:11:46.920 --> 00:11:48.440]  你是不想去動的
[00:11:48.440 --> 00:11:49.640]  年紀越大的時候
[00:11:49.640 --> 00:11:51.040]  我們越多的顧慮
[00:11:51.040 --> 00:11:52.280]  因爲見的東西多
[00:11:52.280 --> 00:11:54.040]  所以想的東西會周詳很多
[00:11:54.040 --> 00:11:54.880]  是不是可以的呢
[00:11:54.880 --> 00:11:56.160]  每一個細節都要想到
[00:11:56.160 --> 00:11:57.320]  年紀越大的時候
[00:11:57.320 --> 00:12:00.800]  太多的東西要去照顧了
[00:12:00.800 --> 00:12:04.000]  除非我們懂得
[00:12:04.000 --> 00:12:05.520]  不斷地去訓練自己
[00:12:05.520 --> 00:12:07.440]  不斷地去教我們自己
[00:12:07.440 --> 00:12:09.920]  怎麼抱着一個開明的態度
[00:12:09.920 --> 00:12:12.960]  去面對和處理每天
[00:12:12.960 --> 00:12:15.000]  我們所接觸到的人和事
[00:12:15.000 --> 00:12:16.600]  在這個不斷的練習當中
[00:12:16.600 --> 00:12:20.520]  這個心態就會慢慢培養出來
[00:12:20.520 --> 00:12:21.680]  在《聖經》裏面
[00:12:21.680 --> 00:12:24.520]  其實有一個故事能夠幫助我們
[00:12:24.520 --> 00:12:26.240]  可以去怎麼樣去學習
[00:12:26.240 --> 00:12:29.280]  去培養這些開明的態度
[00:12:29.280 --> 00:12:31.040]  這個故事其實大家可能都聽過
[00:12:31.040 --> 00:12:32.920]  不會是陌生的
[00:12:32.920 --> 00:12:34.400]  《聖經》裏面我們知道
[00:12:34.400 --> 00:12:36.480]  耶穌在擴義裏面
[00:12:36.480 --> 00:12:38.800]  傳道了幾千個藍丁
[00:12:38.800 --> 00:12:41.440]  於是就行了一個五餅魚的神蹟
[00:12:41.440 --> 00:12:42.920]  超過一萬人
[00:12:42.920 --> 00:12:45.200]  忽然門徒就很累了
[00:12:45.200 --> 00:12:45.960]  耶穌說道
[00:12:45.960 --> 00:12:46.720]  不用說了
[00:12:46.720 --> 00:12:48.400]  門徒要派飯
[00:12:48.400 --> 00:12:50.600]  派給一萬多人喫
[00:12:50.600 --> 00:12:51.800]  完了之後
[00:12:51.800 --> 00:12:52.760]  很累了
[00:12:52.760 --> 00:12:53.800]  耶穌說要休息了
[00:12:53.800 --> 00:12:56.440]  你們先坐船到那邊去
[00:12:56.440 --> 00:12:58.360]  到對岸休息一下
[00:12:58.360 --> 00:13:00.440]  我就上山祈禱
[00:13:00.440 --> 00:13:02.720]  這個就是《聖經》裏面故事的背景
[00:13:02.720 --> 00:13:04.120]  這些門徒就好了
[00:13:04.120 --> 00:13:05.960]  耶穌這麼說
[00:13:05.960 --> 00:13:08.480]  開一條船就開到對岸
[00:13:08.480 --> 00:13:10.000]  《聖經》說
[00:13:10.000 --> 00:13:11.720]  在旅途當中
[00:13:11.720 --> 00:13:12.720]  風很大
[00:13:12.720 --> 00:13:14.440]  浪很急
[00:13:14.440 --> 00:13:16.640]  而耶穌在夜晚四更天的時候
[00:13:16.640 --> 00:13:18.520]  也就是夜晚黑漆漆的時間
[00:13:18.520 --> 00:13:19.600]  祈禱了
[00:13:19.600 --> 00:13:21.600]  就在海面上行走
[00:13:21.600 --> 00:13:23.400]  大家聽過這段故事了
[00:13:23.400 --> 00:13:24.880]  耶穌在海面上行走
[00:13:24.880 --> 00:13:26.240]  往門徒那裏去
[00:13:26.240 --> 00:13:30.800]  門徒看到海面上有個黑影出現
[00:13:30.800 --> 00:13:32.400]  就驚慌起來
[00:13:32.400 --> 00:13:34.080]  哇 這是鬼怪
[00:13:34.080 --> 00:13:35.920]  很害怕
[00:13:35.920 --> 00:13:37.080]  於是在那個時間
[00:13:37.080 --> 00:13:38.400]  耶穌就說
[00:13:38.400 --> 00:13:39.240]  你們放心
[00:13:39.240 --> 00:13:39.840]  是我來的
[00:13:39.840 --> 00:13:40.520]  你們不用怕
[00:13:40.520 --> 00:13:41.680]  你放心 是我
[00:13:41.680 --> 00:13:42.200]  OK
[00:13:42.200 --> 00:13:43.800]  不要怕
[00:13:43.800 --> 00:13:46.000]  在那個時刻
[00:13:46.000 --> 00:13:47.880]  當彼得聽到耶穌這麼說的時候
[00:13:47.880 --> 00:13:49.760]  主啊 如果是禰的話
[00:13:49.760 --> 00:13:54.240]  請禰叫我從水面上走到禰那裏去
[00:13:54.240 --> 00:13:55.040]  耶穌說
[00:13:55.040 --> 00:13:57.640]  禰來吧
[00:13:57.640 --> 00:13:58.560]  《聖經》說
[00:13:58.560 --> 00:14:00.320]  彼得就從船上下去
[00:14:00.320 --> 00:14:03.120]  在水面上走到耶穌那裏去
[00:14:03.120 --> 00:14:05.920]  此因見風壽大就害怕
[00:14:05.920 --> 00:14:07.440]  將要沉下去
[00:14:07.440 --> 00:14:08.360]  便喊着說
[00:14:08.360 --> 00:14:10.440]  主啊 救我
[00:14:10.440 --> 00:14:11.600]  耶穌趕緊伸手
[00:14:11.600 --> 00:14:12.920]  拉住彼得說
[00:14:12.920 --> 00:14:15.400]  你這小順的人
[00:14:15.400 --> 00:14:17.160]  爲什麼疑惑呢
[00:14:17.160 --> 00:14:18.760]  他們上了船
[00:14:18.760 --> 00:14:20.080]  風就住了
[00:14:20.080 --> 00:14:22.560]  在船上的人都拜他說
[00:14:22.560 --> 00:14:28.040]  你真是神的頤子
[00:14:28.040 --> 00:14:30.720]  這個故事大家很熟悉
[00:14:30.720 --> 00:14:33.320]  不知道我們有沒有試過
[00:14:33.320 --> 00:14:35.560]  在晚上黑漆漆的地方
[00:14:35.560 --> 00:14:37.160]  去到一個很陌生的環境
[00:14:37.160 --> 00:14:38.840]  你沒有去過的
[00:14:38.840 --> 00:14:39.560]  OK
[00:14:39.560 --> 00:14:41.240]  看東西看得不太清楚
[00:14:41.240 --> 00:14:42.880]  所以忽然之間
[00:14:42.880 --> 00:14:47.040]  你聽到風吹草動的時候
[00:14:47.040 --> 00:14:48.880]  你就會疑神疑鬼
[00:14:48.880 --> 00:14:50.600]  大家有沒有試過這樣的經驗
[00:14:50.600 --> 00:14:52.040]  想很多壞事
[00:14:52.040 --> 00:14:54.200]  想很多很恐怖的事
[00:14:54.200 --> 00:14:58.000]  其實絕大部分都是自己嚇自己的
[00:14:58.000 --> 00:15:01.320]  大家有沒有試過這樣的經驗呢
[00:15:01.320 --> 00:15:04.880]  所以我們在這個故事當中看到
[00:15:04.880 --> 00:15:06.880]  如果我們要培養一個開放的態度
[00:15:06.880 --> 00:15:09.200]  第一樣要學的是什麼呢
