
[00:00:00.000 --> 00:00:04.120]  昨晚我在教會講報道會
[00:04:32.660 --> 00:04:36.100]  每個星期六去團契
[00:04:36.100 --> 00:04:38.580]  去了一個多小時
[00:04:38.580 --> 00:04:43.540]  就是這樣小過每個星期一個多小時
[00:04:43.540 --> 00:04:45.300]  那班人後來變成甚麼人呢
[00:04:45.300 --> 00:04:49.540]  改變了他的命運
[00:04:49.540 --> 00:04:51.460]  他可能變成一個很乖的人
[00:04:51.460 --> 00:04:52.780]  很傑出的人
[00:04:52.780 --> 00:04:54.300]  一個好的爸爸
[00:04:54.300 --> 00:04:55.580]  一個好的兒子
[00:04:55.580 --> 00:04:56.900]  一個好的女兒
[00:04:56.900 --> 00:04:58.580]  就是一間房
[00:04:58.580 --> 00:04:59.500]  那些人在那裏
[00:04:59.500 --> 00:05:01.980]  每個星期一層一層
[00:05:01.980 --> 00:05:04.540]  後來他長大了就變成這樣的人
[00:05:04.540 --> 00:05:06.620]  所以你不要小看一間房
[00:05:06.620 --> 00:05:08.100]  只要這間房裏面
[00:05:08.100 --> 00:05:11.260]  有一個很重要的人回到裏面就行了
[00:05:11.260 --> 00:05:13.660]  這個就是耶穌
[00:05:13.660 --> 00:05:15.100]  如果那間房
[00:05:15.100 --> 00:05:17.180]  人家看起來很簡陋
[00:05:17.180 --> 00:05:18.820]  看不起
[00:05:18.820 --> 00:05:21.180]  給你交鐘都不方便去那裏
[00:05:21.180 --> 00:05:22.340]  但如果有耶穌
[00:05:22.340 --> 00:05:25.980]  這間房就非常之不同了
[00:05:25.980 --> 00:05:27.300]  第二件事
[00:05:27.300 --> 00:05:28.820]  你看到那些牧羊人
[00:05:28.820 --> 00:05:31.260]  我們香港很少見到這些東西
[00:05:31.260 --> 00:05:32.500]  那些牧羊人
[00:05:32.500 --> 00:05:34.220]  晚上開工
[00:05:34.220 --> 00:05:36.420]  我相信當時是冷的
[00:05:36.420 --> 00:05:39.780]  但是他們那班人
[00:05:39.780 --> 00:05:44.140]  那些星一直跟著帶他們去到馬槽
[00:05:44.140 --> 00:05:44.980]  你不要奇怪
[00:05:44.980 --> 00:05:47.460]  你說為甚麼會有這些人呢
[00:05:47.460 --> 00:05:50.620]  這些人是開工的
[00:05:50.620 --> 00:05:56.140]  但是你叫他去一個地方去探望別人
[00:05:56.140 --> 00:05:58.140]  我想他一定會耍手段
[00:05:58.140 --> 00:05:59.740]  他說我這樣的裝扮
[00:05:59.740 --> 00:06:01.540]  這樣的衣著
[00:06:01.540 --> 00:06:05.180]  我怎麼會去那些那麼漂亮的酒店
[00:06:05.180 --> 00:06:06.860]  五星級的Four Seasons
[00:06:06.860 --> 00:06:08.500]  他一定不敢去
[00:06:08.500 --> 00:06:12.180]  但是耶穌那個地方
[00:06:12.180 --> 00:06:15.220]  是一個他們不會覺得有自卑感的地方
[00:06:15.220 --> 00:06:17.020]  是馬槽
[00:06:17.020 --> 00:06:18.860]  所以他進去的時候
[00:06:18.860 --> 00:06:21.020]  他的心情不會很害怕
[00:06:21.020 --> 00:06:23.900]  他的心情是很舒服的
[00:06:23.900 --> 00:06:25.180]  你會想一下
[00:06:25.180 --> 00:06:27.900]  原來耶穌出生
[00:06:27.900 --> 00:06:30.980]  都比有很多可能他有自卑感
[00:06:30.980 --> 00:06:33.540]  很敏感人家看不起的人
[00:06:33.540 --> 00:06:36.380]  但是他們覺得很舒服去見耶穌
[00:06:36.380 --> 00:06:38.900]  因為耶穌不會令到一個人
[00:06:38.900 --> 00:06:41.580]  感覺有自卑感去見祂
[00:06:41.580 --> 00:06:44.020]  真的很偉大
[00:06:44.020 --> 00:06:46.300]  我記得以前有一個醫生
[00:06:46.300 --> 00:06:47.860]  我跟他拍檔
[00:06:47.860 --> 00:06:49.460]  他是小兒麻痺的
[00:06:49.460 --> 00:06:51.060]  他是精神科醫生
[00:06:51.060 --> 00:06:54.860]  每一次我跟他去屋邨裏面探望病人
[00:06:54.860 --> 00:06:57.020]  因為我是做研究的
[00:06:57.020 --> 00:06:58.820]  進去的時候
[00:06:58.820 --> 00:07:02.860]  那間屋子很骯髒
[00:07:02.860 --> 00:07:06.580]  最慘的就是那個人是很熱情的
[00:07:06.580 --> 00:07:09.700]  那些熱情就叫我「坐吧」
[00:07:09.700 --> 00:07:13.300]  我看那張椅子是白色面的
[00:07:13.300 --> 00:07:15.060]  但是咖啡色腳的
[00:07:15.060 --> 00:07:17.860]  那些白色全部都是塵
[00:07:17.860 --> 00:07:20.140]  我倆都穿西裝
[00:07:20.140 --> 00:07:22.340]  那醫生看一看我
[00:07:22.340 --> 00:07:23.380]  一起坐
[00:07:23.380 --> 00:07:25.580]  我坐完之後有段時間拍了
[00:07:25.580 --> 00:07:27.580]  接著那個病人真的太好了
[00:07:27.580 --> 00:07:28.940]  他跟我們說什麼
[00:07:28.940 --> 00:07:30.980]  他說「我請你吃包」
[00:07:30.980 --> 00:07:33.580]  很新鮮的 剛剛撿回來的
[00:07:33.580 --> 00:07:36.300]  他不說剛剛撿回來沒什麼事的
[00:07:36.300 --> 00:07:40.500]  原來他是撿別人麵包店倒出來的那些
[00:07:40.500 --> 00:07:43.540]  但是那個醫生跟我怎麼說呢
[00:07:43.540 --> 00:07:45.260]  「別人請你吃啦」
[00:07:45.260 --> 00:07:46.660]  我就吃了
[00:07:46.660 --> 00:07:50.260]  我在想可能到時要帶我去洗胃
[00:07:50.260 --> 00:07:51.980]  但是這樣
[00:07:51.980 --> 00:07:55.260]  這個探訪令到那個病人
[00:07:55.260 --> 00:07:58.020]  很多年之後還說起
[00:07:58.020 --> 00:08:00.260]  那個醫生真的很好
[00:08:00.260 --> 00:08:03.700]  一個人怕別人看不起
[00:08:03.700 --> 00:08:06.900]  但是別人願意降低了自己身份
[00:08:06.900 --> 00:08:08.500]  不用令人擔心
[00:08:08.500 --> 00:08:10.100]  這個就是耶穌
[00:08:10.100 --> 00:08:11.900]  耶穌
[00:08:11.900 --> 00:08:12.940]  有時你很奇怪
[00:08:12.940 --> 00:08:16.500]  你說基督教為什麼有一個耶穌出生的
[00:08:16.500 --> 00:08:17.620]  為什麼不是一個大人
[00:08:17.620 --> 00:08:18.340]  我都走來
[00:08:18.340 --> 00:08:19.140]  我說錯了
[00:08:19.140 --> 00:08:21.060]  病士走來這個世界
[00:08:21.060 --> 00:08:23.300]  有隻冰還威水
[00:08:23.300 --> 00:08:24.700]  其實完全不是
[00:08:24.700 --> 00:08:26.340]  完全不是
[00:08:26.340 --> 00:08:29.220]  耶穌這個嬰兒
[00:08:29.220 --> 00:08:30.340]  如果我讀心理學
[00:08:30.340 --> 00:08:32.300]  我只明白原因是什麼呢
[00:08:32.300 --> 00:08:35.060]  除了是由生命的開始
[00:08:35.060 --> 00:08:36.940]  就是嬰兒出生
[00:08:36.940 --> 00:08:39.100]  還有一個頗有意義的事
[00:08:39.100 --> 00:08:41.980]  就是嬰兒是不得人怕的
[00:08:41.980 --> 00:08:43.340]  嬰兒是不得人怕的
[00:08:43.340 --> 00:08:45.900]  每個人都見到嬰兒是走都走不前的
[00:08:45.900 --> 00:08:47.900]  只有嬰兒怕人
[00:08:47.900 --> 00:08:51.580]  就是說是一個最脆弱的生命
[00:08:51.580 --> 00:08:53.740]  是人人都走過去的時候
[00:08:53.740 --> 00:08:55.780]  不會覺得它很恐怖的
[00:08:55.780 --> 00:08:57.780]  不會覺得它很恐怖
[00:08:57.780 --> 00:08:59.780]  有時當你不懂基督教的時候
[00:08:59.780 --> 00:09:01.140]  人家叫你信教
[00:09:01.140 --> 00:09:02.060]  去教會
[00:09:02.060 --> 00:09:03.340]  第一件事我們怕的就是
[00:09:03.340 --> 00:09:07.180]  會不會那些格局嚇到我
[00:09:07.180 --> 00:09:09.180]  會不會我不配
[00:09:09.180 --> 00:09:12.260]  但是你只是看這三幾樣東西
[00:09:12.260 --> 00:09:14.020]  你回到聖誕節
[00:09:14.020 --> 00:09:15.420]  讓你感覺到
[00:09:15.420 --> 00:09:19.820]  它是令你覺得你很受它尊重的
[00:09:19.820 --> 00:09:21.220]  居然是你
[00:09:21.220 --> 00:09:22.100]  不是它
[00:09:22.100 --> 00:09:23.940]  是你很受尊重
[00:09:23.940 --> 00:09:24.780]  當然了
[00:09:24.780 --> 00:09:26.220]  它是很聰明的人
[00:09:26.220 --> 00:09:27.780]  大家小朋友都知道
[00:09:27.780 --> 00:09:29.500]  有幾個博士
[00:09:29.500 --> 00:09:31.660]  有「黃金與香活養」
[00:09:31.660 --> 00:09:34.380]  怕小朋友說聖誕故事聽過
[00:09:34.380 --> 00:09:35.500]  但是你奇怪不奇怪
[00:09:35.500 --> 00:09:37.500]  就是那些博士
[00:09:37.500 --> 00:09:40.260]  應該來說是聰明的
[00:09:40.260 --> 00:09:41.860]  看法書
[00:09:41.860 --> 00:09:45.020]  有些人說他連聖上都可以
[00:09:45.020 --> 00:09:47.100]  就是說你哲學都可以
[00:09:47.100 --> 00:09:48.260]  那應該是什麼呢
[00:09:48.260 --> 00:09:50.660]  應該是什麼都會懂的人
[00:09:50.660 --> 00:09:52.820]  你想一下一個這麼
[00:09:52.820 --> 00:09:54.820]  被人覺得尊重的人
[00:09:54.820 --> 00:09:57.100]  都去馬槽
[00:09:57.100 --> 00:10:00.540]  這件事令到全鄉的家長在學校想一想
[00:10:00.540 --> 00:10:03.940]  究竟我們最終極去找的是什麼呢
[00:10:03.940 --> 00:10:06.060]  我們一直都以為最終極找
[00:10:06.060 --> 00:10:08.580]  就是找一間孕婚學校
[00:10:08.580 --> 00:10:10.380]  然後進了一個最好的
[00:10:10.380 --> 00:10:11.820]  出名的大學畢業
[00:10:11.820 --> 00:10:14.420]  最好就是拿到高等學位畢業
[00:10:14.420 --> 00:10:16.380]  最好就是拿到一個博士學位
[00:10:16.380 --> 00:10:17.420]  然後怎樣呢
[00:10:17.420 --> 00:10:19.140]  然後就做研究
[00:10:19.140 --> 00:10:20.180]  最好是怎樣呢
[00:10:20.180 --> 00:10:21.900]  最好就是發明了一些東西
[00:10:21.900 --> 00:10:23.380]  然後賣很貴很貴
[00:10:23.380 --> 00:10:25.100]  於是全世界首富
[00:10:25.100 --> 00:10:26.580]  哎呀這個是我兒子呀
[00:10:26.580 --> 00:10:27.780]  很開心
[00:10:27.780 --> 00:10:29.620]  但這些不是
[00:10:29.620 --> 00:10:31.220]  這個故事說什麼呢
[00:10:31.220 --> 00:10:33.220]  這些極聰明人
[00:10:33.220 --> 00:10:36.420]  他最後要找那個不是什麼學位
[00:10:36.420 --> 00:10:37.900]  是找真理的
[00:10:37.900 --> 00:10:39.420]  是找一個真理的
[00:10:39.420 --> 00:10:43.300]  就是究竟這個世界有些什麼會發生
[00:10:43.300 --> 00:10:45.140]  或者這個世界會不同了呢
[00:10:45.140 --> 00:10:46.460]  他要知道這件事
[00:10:46.460 --> 00:10:48.460]  而竟然去找的地方
[00:10:48.460 --> 00:10:51.780]  你說是一個馬槽
[00:10:51.780 --> 00:10:56.060]  但奇怪他們竟然用他們的信心
[00:10:56.060 --> 00:10:59.660]  相信前面那個是神
[00:10:59.660 --> 00:11:02.220]  其實他們不是相信這麼簡單
[00:11:02.220 --> 00:11:03.620]  他們明白一句話
[00:11:03.620 --> 00:11:05.620]  因為天使說什麼呢
[00:11:05.620 --> 00:11:06.580]  那句話就是
[00:11:06.580 --> 00:11:11.420]  在大衛城為你們誕生一個救主
[00:11:11.420 --> 00:11:12.940]  救主
[00:11:12.940 --> 00:11:14.860]  我做心理輔導
[00:11:14.860 --> 00:11:16.820]  我們經常都跟那些人講明
[00:11:16.820 --> 00:11:18.740]  那些人跟我聊天就問我
[00:11:18.740 --> 00:11:22.500]  我兒子很生氣
[00:11:22.500 --> 00:11:23.780]  我女兒又這樣
[00:11:23.780 --> 00:11:25.860]  我記得在溫哥華的時候
[00:11:25.860 --> 00:11:27.860]  有一個老人家
[00:11:27.860 --> 00:11:29.860]  他叫他女兒見我
[00:11:29.860 --> 00:11:33.460]  原來近來有一種病這麼恐怖
[00:11:33.460 --> 00:11:34.820]  就是看那些
[00:11:34.820 --> 00:11:37.420]  我不敢講侮辱一些國家
[00:11:37.420 --> 00:11:39.420]  亞洲某些國家的電影
[00:11:39.420 --> 00:11:41.420]  一直看多了
[00:11:41.420 --> 00:11:43.820]  就中了那些電影
[00:11:43.820 --> 00:11:46.340]  成為了自己信了那些電影
[00:11:46.340 --> 00:11:47.980]  那個人是自己
[00:11:47.980 --> 00:11:51.740]  於是出街就看到一個男孩
[00:11:51.740 --> 00:11:54.620]  就覺得那個男孩是她自己的丈夫
[00:11:54.620 --> 00:11:56.300]  她走過去跟那個男孩講
[00:11:56.300 --> 00:11:57.900]  我嫁給你了
[00:11:57.900 --> 00:11:59.060]  嚇到那個男孩說
[00:11:59.060 --> 00:12:01.500]  我不認識你 我不適合你
[00:12:01.500 --> 00:12:04.940]  結果那個女孩就狂哭
[00:12:04.940 --> 00:12:06.420]  她媽媽很害怕
[00:12:06.420 --> 00:12:07.700]  她說我女兒有什麼事
[00:12:07.700 --> 00:12:09.820]  以前看精神科醫生
[00:12:09.820 --> 00:12:11.380]  她就問我
[00:12:11.380 --> 00:12:14.380]  她說這些病症在香港是沒有的
[00:12:14.380 --> 00:12:15.780]  我說我也不知道
[00:12:15.780 --> 00:12:17.180]  但我只知道一件事
[00:12:17.180 --> 00:12:20.900]  當一個人太著迷一件事的時候
[00:12:20.900 --> 00:12:22.500]  著迷一件事的時候
[00:12:22.500 --> 00:12:25.900]  慢慢你由一個客觀一點看
[00:12:25.900 --> 00:12:29.580]  就見到自己跌了進去自己的感覺裡面
[00:12:29.580 --> 00:12:33.100]  於是就當了這件事是真的事情
[00:12:33.100 --> 00:12:35.980]  你可以說人很容易有兩個字
[00:12:35.980 --> 00:12:37.180]  《聖經》講得很對
[00:12:37.180 --> 00:12:39.100]  就是迷失 迷失
[00:12:39.100 --> 00:12:40.780]  以前我們很清醒
[00:12:40.780 --> 00:12:42.980]  知道在做什麼
[00:12:42.980 --> 00:12:44.340]  但後來發現到
[00:12:44.340 --> 00:12:47.460]  原來我們慢慢移開了
[00:12:47.460 --> 00:12:49.740]  走開了對的方式
[00:12:49.740 --> 00:12:52.540]  去了一些我們迷失了也不知道的
[00:12:52.540 --> 00:12:55.020]  我記得在浸水埗有一個會友
[00:12:55.020 --> 00:12:56.220]  他做生意
[00:12:56.220 --> 00:12:58.420]  我問他 你做CEO
[00:12:58.420 --> 00:13:00.460]  很成功啊
[00:13:00.460 --> 00:13:03.820]  他給我一句很精彩的說話
[00:13:03.820 --> 00:13:07.940]  這個位置令我入了一個深淵
[00:13:07.940 --> 00:13:09.540]  這個字真是漂亮
[00:13:09.540 --> 00:13:10.940]  深淵
[00:13:10.940 --> 00:13:13.740]  就是說我個人進去之後
[00:13:13.740 --> 00:13:16.060]  我已經沒有時間來我家裡
[00:13:16.060 --> 00:13:18.540]  沒有時間來我自己的健康
[00:13:18.540 --> 00:13:20.420]  沒有時間回教會
[00:13:20.420 --> 00:13:22.420]  甚至到我認為
[00:13:22.420 --> 00:13:24.340]  沒有什麼可以再令我去做的
[00:13:24.340 --> 00:13:25.820]  除了做這份工作之外
[00:13:25.820 --> 00:13:27.740]  是一個深淵
[00:13:27.740 --> 00:13:30.460]  其實我們每個人到年紀大了之後
[00:13:30.460 --> 00:13:33.020]  回頭看幾十年
[00:13:33.020 --> 00:13:34.940]  幾年間很快過了
[00:13:34.940 --> 00:13:37.540]  但是重複 重複 重複
[00:13:37.540 --> 00:13:39.340]  可能做了一件事
[00:13:39.340 --> 00:13:42.140]  自己以為是很好的 很對的
[00:13:42.140 --> 00:13:44.140]  後來發現到自己沒有了一件事
[00:13:44.140 --> 00:13:45.740]  就是時間
[00:13:45.740 --> 00:13:49.060]  原來我再想其他的事情已經沒有時間了
[00:13:49.060 --> 00:13:50.540]  所以很恐怖
[00:13:50.540 --> 00:13:52.660]  如果我們迷失了
[00:13:52.660 --> 00:13:54.740]  甚至有些人迷失到一個地步是
[00:13:54.740 --> 00:13:56.540]  救不回自己出來的
[00:13:56.540 --> 00:13:58.540]  所以很多人看心理醫生
[00:13:58.540 --> 00:13:59.740]  看精神科
[00:13:59.740 --> 00:14:01.140]  看輔導
[00:14:01.140 --> 00:14:02.540]  想有人救
[00:14:02.540 --> 00:14:04.300]  但是我經常都解釋
[00:14:04.300 --> 00:14:06.740]  我們那行你誤會了
[00:14:06.740 --> 00:14:09.540]  我不是幫你解決問題的
[00:14:09.540 --> 00:14:12.540]  我只是幫你解釋問題
[00:14:12.540 --> 00:14:14.540]  我只是解釋壞在哪裡
[00:14:14.540 --> 00:14:16.140]  最初是因為你這樣
[00:14:16.140 --> 00:14:17.540]  所以後來你又這樣
[00:14:17.540 --> 00:14:19.540]  然後你變成這樣
[00:14:19.540 --> 00:14:21.140]  變成這樣 搞到現在這樣
[00:14:21.140 --> 00:14:23.540]  所以現在繼續你制裁我就這樣
[00:14:23.540 --> 00:14:25.540]  講完了 給錢這樣
[00:14:25.540 --> 00:14:26.740]  如果你說
[00:14:26.740 --> 00:14:27.740]  我們想從頭再來過
[00:14:27.740 --> 00:14:28.740]  我說對不起
[00:14:28.740 --> 00:14:30.940]  我不可以幫你從頭再來過的
[00:14:30.940 --> 00:14:33.340]  我不可以去1995年再來過
[00:14:33.340 --> 00:14:34.740]  沒什麼可能的
[00:14:34.740 --> 00:14:36.540]  我也不可以幫你解決到
[00:14:36.540 --> 00:14:37.940]  以後砍了它
[00:14:37.940 --> 00:14:39.340]  以後不會發生的事情
[00:14:39.340 --> 00:14:40.740]  這個是你自己走的
[00:14:40.740 --> 00:14:42.340]  我不可以幫你走的
[00:14:42.340 --> 00:14:44.540]  我也不可以幫你兒子生活的
[00:14:44.540 --> 00:14:45.940]  我不可以幫你兒子回答題目
[00:14:45.940 --> 00:14:47.540]  幫你兒子上班的
[00:14:47.540 --> 00:14:49.940]  這個是你兒子自己去上班的
[00:14:49.940 --> 00:14:52.340]  你發現到我們的心願就是
[00:14:52.340 --> 00:14:53.740]  我們最後去到一個
[00:14:53.740 --> 00:14:56.140]  自己都幫不到自己的地步
[00:14:56.140 --> 00:14:57.540]  所以你就明白到
[00:14:57.540 --> 00:14:59.940]  耶穌為什麼來到這個世界呢
[00:14:59.940 --> 00:15:02.340]  救主就是救很多人
[00:15:02.340 --> 00:15:03.940]  祂不能夠自己救自己
[00:15:03.940 --> 00:15:05.740]  所以叫救主
[00:15:05.740 --> 00:15:07.340]  如果你說一人做事一人當
[00:15:07.340 --> 00:15:09.940]  我自己搞定那個就不用救主了
[00:15:09.940 --> 00:15:11.140]  但是很可惜
[00:15:11.140 --> 00:15:13.540]  我們真是有這個危機在裏面的
[00:15:13.540 --> 00:15:15.140]  不過講到這裏
[00:15:15.140 --> 00:15:18.540]  我就很想大家分享一個特別的事情
[00:15:18.540 --> 00:15:21.340]  我昨天就在這個報道裏面
[00:15:21.340 --> 00:15:23.140]  就和一些人聊天
[00:15:23.140 --> 00:15:24.740]  我們講的一個秘密
[00:15:24.740 --> 00:15:29.340]  可能你都不知道那個秘密
[00:15:29.340 --> 00:15:31.140]  這個秘密就是
[00:15:31.140 --> 00:15:33.340]  我在以前
[00:15:33.340 --> 00:15:36.540]  我是試過做診療的
[00:15:36.540 --> 00:15:39.740]  不好意思有時候有些急的診療
[00:15:39.740 --> 00:15:43.340]  在外科行裏面就計壓力指數
[00:15:43.340 --> 00:15:44.740]  我計了自己多少呢
[00:15:44.740 --> 00:15:47.140]  就計了自己300分
[00:15:47.140 --> 00:15:48.540]  為什麼300分呢
[00:15:48.540 --> 00:15:52.340]  因為在2006年至2008年
[00:15:52.340 --> 00:15:54.740]  我太太患了胰臟癌
[00:15:54.740 --> 00:15:58.540]  然後兩年後就去世
[00:15:58.540 --> 00:16:00.740]  我媽媽就在我太太
[00:16:00.740 --> 00:16:03.340]  證實了胰臟癌的時候
[00:16:03.340 --> 00:16:06.740]  早一個月就是老人癡呆
[00:16:06.740 --> 00:16:09.740]  就跌在地上頭落地
[00:16:09.740 --> 00:16:11.940]  於是醫院就說
[00:16:11.940 --> 00:16:14.940]  你一定要很嚴謹地看著她
[00:16:14.940 --> 00:16:17.540]  她會很危險
[00:16:17.540 --> 00:16:21.340]  到了我爸爸就兩次心臟病發
[00:16:21.340 --> 00:16:24.740]  在2007年的時候入院
[00:16:24.740 --> 00:16:26.940]  後來到最近醫生說
[00:16:26.940 --> 00:16:28.140]  其實你知不知道
[00:16:28.140 --> 00:16:29.940]  其實你爸爸很容易
[00:16:29.940 --> 00:16:32.540]  只要他拿一些小小重的東西
