
[00:00:00.000 --> 00:00:03.360]  如果大家是關心財務財政的話
[00:02:20.960 --> 00:02:23.840]  如果有emergency(緊急)的話
[00:02:23.840 --> 00:02:26.080]  所以如果你了解到
[00:02:26.080 --> 00:02:28.880]  原來美國一般的情況是這樣的時候
[00:02:28.880 --> 00:02:31.440]  你自己跟自己比一比,都很自然的
[00:02:31.440 --> 00:02:33.920]  你會發覺,咦,我比他們好很多
[00:02:33.920 --> 00:02:35.440]  不單好一點
[00:02:35.440 --> 00:02:38.000]  應該比起這八成的美國人
[00:02:38.000 --> 00:02:42.000]  你會好出很多,都未定
[00:02:42.000 --> 00:02:44.480]  但是,話雖如此
[00:02:44.480 --> 00:02:46.480]  如果你有錢去投資的話
[00:02:46.480 --> 00:02:51.040]  你有理財的計劃和想法的時候
[00:02:51.040 --> 00:02:53.040]  你會怎樣去面對呢
[00:02:53.040 --> 00:02:56.880]  經濟這麼動蕩
[00:02:56.880 --> 00:02:58.880]  很多人第一個反應是什麼
[00:02:58.880 --> 00:03:00.880]  咦,既然他這麼緊張
[00:03:00.880 --> 00:03:02.880]  那你要怎麼做
[00:03:02.880 --> 00:03:05.840]  不要去那麼多街吃東西
[00:03:05.840 --> 00:03:07.840]  少點出去喝茶
[00:03:07.840 --> 00:03:09.840]  然後怎麼樣呢
[00:03:09.840 --> 00:03:12.560]  如果可以儲多點錢,儘量儲多點錢
[00:03:12.560 --> 00:03:14.560]  因為旁身
[00:03:14.560 --> 00:03:16.560]  還有銀行現在都不太穩定
[00:03:16.560 --> 00:03:20.480]  最好東西放在身邊,不要放太遠
[00:03:20.480 --> 00:03:24.240]  當我們忽然之間落在一些經濟不穩定的情況的時候
[00:03:24.240 --> 00:03:26.480]  這些就是我們時時有的反應
[00:03:26.480 --> 00:03:29.520]  想方法增加收入,想方法儲多點錢
[00:03:29.520 --> 00:03:31.200]  想方法減少開支
[00:03:31.200 --> 00:03:34.000]  然後沒必要的話,東西最好擺近
[00:03:34.000 --> 00:03:39.120]  隨手拿來,有得用的時候,馬上可以用
[00:03:39.120 --> 00:03:41.120]  但大家有沒有想過
[00:03:41.120 --> 00:03:43.120]  如果這也是你的反應,你的做法的時候
[00:03:43.120 --> 00:03:45.120]  我們這樣做的時候,為了什麼呢
[00:03:45.120 --> 00:03:47.120]  一個很自然的反應就是
[00:03:47.120 --> 00:03:49.120]  希望安全一點
[00:03:49.120 --> 00:03:51.120]  或者希望我們能夠透過
[00:03:51.120 --> 00:03:53.120]  這些小小的行動
[00:03:53.120 --> 00:03:55.120]  能夠讓我們繼續
[00:03:55.120 --> 00:03:57.120]  可以生存,可以survive
[00:03:57.120 --> 00:04:01.120]  我們現在經濟的不穩定
[00:04:01.120 --> 00:04:03.120]  大家記得我們其實講過一個講道系列
[00:04:03.120 --> 00:04:05.120]  就是講survivor
[00:04:05.120 --> 00:04:09.120]  survive through經濟上的turmoil
[00:04:09.120 --> 00:04:11.120]  經濟的危機
[00:04:11.120 --> 00:04:13.120]  這是其中一件事
[00:04:13.120 --> 00:04:15.120]  第二件事,我相信為什麼我們會馬上這樣做呢
[00:04:15.120 --> 00:04:19.120]  因為無論你什麼年紀都好
[00:04:19.120 --> 00:04:21.120]  現在越來越多年輕人
[00:04:21.120 --> 00:04:23.120]  好在想要退休了
[00:04:23.120 --> 00:04:27.120]  我們也希望退休的時間
[00:04:27.120 --> 00:04:29.120]  能夠維持現在的生活水準
[00:04:29.120 --> 00:04:31.120]  所以
[00:04:31.120 --> 00:04:33.120]  多點安全感,這是第一個
[00:04:33.120 --> 00:04:35.120]  第二件事,如果退休的時候
[00:04:35.120 --> 00:04:37.120]  希望能夠處理好
[00:04:37.120 --> 00:04:39.120]  但大家有沒有想過
[00:04:39.120 --> 00:04:41.120]  其實剛才我說的一大堆
[00:04:41.120 --> 00:04:43.120]  如果都是你的做法的話
[00:04:43.120 --> 00:04:45.120]  其實那些不是理財策略
[00:04:45.120 --> 00:04:47.120]  很多人都會這樣做
[00:04:47.120 --> 00:04:49.120]  可能家裡會這樣教你
[00:04:49.120 --> 00:04:51.120]  如果我們有財可理的時候
[00:04:51.120 --> 00:04:53.120]  今天我想和大家去思考的是
[00:04:53.120 --> 00:04:55.120]  你有財可理
[00:04:55.120 --> 00:04:57.120]  你理財的目的是什麼呢
[00:04:57.120 --> 00:05:01.120]  為什麼你要去理財呢
[00:05:01.120 --> 00:05:03.120]  除了有安全感
[00:05:03.120 --> 00:05:05.120]  除了讓你退休的時候
[00:05:05.120 --> 00:05:07.120]  可以維持現在的生活方式之外
[00:05:07.120 --> 00:05:09.120]  沒有了嗎
[00:05:09.120 --> 00:05:11.120]  還有沒有別的原因
[00:05:11.120 --> 00:05:13.120]  意志到你覺得不行了
[00:05:13.120 --> 00:05:15.120]  現在越早理財越好
[00:05:15.120 --> 00:05:17.120]  越早計劃越好
[00:05:17.120 --> 00:05:19.120]  在《聖經》裡面
[00:05:19.120 --> 00:05:21.120]  其實講到錢
[00:05:21.120 --> 00:05:23.120]  講到財富的內容是相當多的
[00:05:23.120 --> 00:05:25.120]  其中一個比較特別的
[00:05:25.120 --> 00:05:27.120]  跟大家去看
[00:05:27.120 --> 00:05:29.120]  可能大家都已經聽過的
[00:05:29.120 --> 00:05:31.120]  財局方面的教導
[00:05:31.120 --> 00:05:33.120]  來自《路加福音》
[00:05:33.120 --> 00:05:35.120]  今天《聖經》的故事裡面
[00:05:35.120 --> 00:05:37.120]  是一個很特別的例子
[00:05:37.120 --> 00:05:39.120]  這個例子可以幫助我們檢討一下
[00:05:39.120 --> 00:05:41.120]  我們自己理財的情況
[00:05:41.120 --> 00:05:43.120]  策略
[00:05:43.120 --> 00:05:45.120]  還有可以嘗試
[00:05:45.120 --> 00:05:47.120]  學習掌握《聖經》
[00:05:47.120 --> 00:05:49.120]  給我們一些啟示
[00:05:49.120 --> 00:05:51.120]  我們可以怎樣去
[00:05:51.120 --> 00:05:53.120]  抓緊理財的原則
[00:05:53.120 --> 00:05:55.120]  這個故事其實大家都熟悉的
[00:05:55.120 --> 00:05:57.120]  我們先看一看
[00:05:57.120 --> 00:05:59.120]  第十二章的十三到十五節
[00:05:59.120 --> 00:06:01.120]  這個是《路加福音》的
[00:06:01.120 --> 00:06:03.120]  這裡說群眾裡面
[00:06:03.120 --> 00:06:05.120]  有一個人對耶穌說
[00:06:05.120 --> 00:06:07.120]  老師啊
[00:06:07.120 --> 00:06:09.120]  請吩咐我的兄弟
[00:06:09.120 --> 00:06:11.120]  跟我分父親的遺產
[00:06:11.120 --> 00:06:13.120]  耶穌回答
[00:06:13.120 --> 00:06:15.120]  朋友 誰只派我為你們審案
[00:06:15.120 --> 00:06:17.120]  或替你們分家產呢
[00:06:17.120 --> 00:06:19.120]  於是
[00:06:19.120 --> 00:06:21.120]  耶穌繼續向大家說
[00:06:21.120 --> 00:06:23.120]  你們要謹慎自守
[00:06:23.120 --> 00:06:25.120]  躲避各樣的貪婪
[00:06:25.120 --> 00:06:27.120]  因為一個人
[00:06:27.120 --> 00:06:29.120]  無論怎樣富裕
[00:06:29.120 --> 00:06:31.120]  他的真生命
[00:06:31.120 --> 00:06:33.120]  不在乎他有多少財產
[00:06:33.120 --> 00:06:37.120]  這個故事在基督徒裡面來說
[00:06:37.120 --> 00:06:39.120]  可能都不陌生的
[00:06:39.120 --> 00:06:41.120]  我想和大家提醒的是
[00:06:41.120 --> 00:06:43.120]  這是猶太人的背景
[00:06:43.120 --> 00:06:45.120]  猶太人
[00:06:45.120 --> 00:06:47.120]  事實上說到分家產
[00:06:47.120 --> 00:06:49.120]  不會像香港那麼亂
[00:06:49.120 --> 00:06:51.120]  有時我們聽到
[00:06:51.120 --> 00:06:53.120]  分家產 真產 諸如此類
[00:06:53.120 --> 00:06:55.120]  猶太人對分家產
[00:06:55.120 --> 00:06:57.120]  規矩是相當清楚的
[00:06:57.120 --> 00:06:59.120]  聖經有記載
[00:06:59.120 --> 00:07:01.120]  猶太人的
[00:07:01.120 --> 00:07:03.120]  拉比 夫子
[00:07:03.120 --> 00:07:05.120]  他們的法則
[00:07:05.120 --> 00:07:07.120]  也記載得很清楚
[00:07:07.120 --> 00:07:09.120]  譬如 大家可能都聽過
[00:07:09.120 --> 00:07:11.120]  長子是雙份的
[00:07:11.120 --> 00:07:13.120]  外嫁女不可以承受產業
[00:07:13.120 --> 00:07:15.120]  聖經裡面
[00:07:15.120 --> 00:07:17.120]  也有講得很清楚
[00:07:17.120 --> 00:07:19.120]  所以
[00:07:19.120 --> 00:07:21.120]  這個人
[00:07:21.120 --> 00:07:23.120]  這個人的比喻
[00:07:23.120 --> 00:07:25.120]  耶穌叫我兄弟分我父親的家產
[00:07:25.120 --> 00:07:27.120]  其實意思是什麼呢
[00:07:27.120 --> 00:07:29.120]  不是他分不到家產
[00:07:29.120 --> 00:07:31.120]  他已經有了
[00:07:31.120 --> 00:07:33.120]  不過他想分兄弟那份
[00:07:33.120 --> 00:07:35.120]  大家明白意思嗎
[00:07:35.120 --> 00:07:37.120]  將我兄弟的父親的家產
[00:07:37.120 --> 00:07:39.120]  再分多一份
[00:07:39.120 --> 00:07:41.120]  簡單來說 他想要多一點
[00:07:41.120 --> 00:07:43.120]  或者他不滿意
[00:07:43.120 --> 00:07:45.120]  分家產的方法
[00:07:45.120 --> 00:07:47.120]  所以耶穌說 你幫幫忙 你有權威
[00:07:47.120 --> 00:07:49.120]  你是老師
[00:07:49.120 --> 00:07:51.120]  你幫我兄弟分多一點給我
[00:07:51.120 --> 00:07:53.120]  And that's why
[00:07:53.120 --> 00:07:55.120]  耶穌提醒
[00:07:55.120 --> 00:07:57.120]  要謹慎自守
[00:07:57.120 --> 00:07:59.120]  然後對群眾說
[00:07:59.120 --> 00:08:01.120]  我怎會和你做這些
[00:08:01.120 --> 00:08:03.120]  種財
[00:08:03.120 --> 00:08:05.120]  然後利用這個機會
[00:08:05.120 --> 00:08:07.120]  跟那些人說
[00:08:07.120 --> 00:08:09.120]  謹慎自守
[00:08:09.120 --> 00:08:11.120]  要躲避各樣的貪婪
[00:08:11.120 --> 00:08:13.120]  貪婪的對象
[00:08:13.120 --> 00:08:15.120]  可以是錢
[00:08:15.120 --> 00:08:17.120]  可以是田地
[00:08:17.120 --> 00:08:19.120]  可以是物業
[00:08:19.120 --> 00:08:21.120]  可以是珠寶
[00:08:21.120 --> 00:08:23.120]  在德州可以是牛羊
[00:08:23.120 --> 00:08:25.120]  這些都是物質上的財富
[00:08:25.120 --> 00:08:27.120]  這些都是物質上的財富
[00:08:27.120 --> 00:08:29.120]  這些都是物質上的財富
[00:08:29.120 --> 00:08:31.120]  你有沒有貪過這些東西
[00:08:31.120 --> 00:08:33.120]  你有沒有貪過這些東西
[00:08:33.120 --> 00:08:35.120]  你覺得自己是不是一個貪心的人呢
[00:08:35.120 --> 00:08:37.120]  你覺得自己是不是一個貪心的人呢
[00:08:37.120 --> 00:08:39.120]  我相信在座的人都會覺得
[00:08:39.120 --> 00:08:41.120]  貪小便宜都會的
[00:08:41.120 --> 00:08:43.120]  不過我也不是很貪
[00:08:43.120 --> 00:08:45.120]  不知道這是不是大家的想法
[00:08:45.120 --> 00:08:47.120]  不知道這是不是大家的想法
[00:08:47.120 --> 00:08:49.120]  或者我們不覺得
[00:08:49.120 --> 00:08:51.120]  我也沒有想過要發達
[00:08:51.120 --> 00:08:53.120]  所以我也不是一個貪的人
[00:08:53.120 --> 00:08:55.120]  我沒有想過要買幾間屋
[00:08:55.120 --> 00:08:57.120]  我沒有想過要多幾件首飾
[00:08:57.120 --> 00:08:59.120]  我又沒有想過
[00:08:59.120 --> 00:09:01.120]  想買部Tesla
[00:09:01.120 --> 00:09:03.120]  Audi 或者 BMW
[00:09:03.120 --> 00:09:05.120]  我不過只是
[00:09:05.120 --> 00:09:07.120]  想一間有三個車房的屋
[00:09:07.120 --> 00:09:09.120]  想一間有三個車房的屋
[00:09:09.120 --> 00:09:11.120]  我不過只是想有一隻
[00:09:11.120 --> 00:09:13.120]  我不是很多
[00:09:13.120 --> 00:09:15.120]  很重的鑽石戒指
[00:09:15.120 --> 00:09:17.120]  也不是很過分
[00:09:17.120 --> 00:09:19.120]  過不過分
[00:09:19.120 --> 00:09:21.120]  可能我有
[00:09:21.120 --> 00:09:23.120]  這些是不是貪呢
[00:09:23.120 --> 00:09:25.120]  這些是不是貪呢
[00:09:25.120 --> 00:09:27.120]  這是一個很基本的問題
[00:09:27.120 --> 00:09:29.120]  什麼叫做貪呢
[00:09:29.120 --> 00:09:31.120]  什麼叫做貪呢
[00:09:31.120 --> 00:09:33.120]  原來貪呢
[00:09:33.120 --> 00:09:35.120]  查一下字典 做一下研究
[00:09:35.120 --> 00:09:37.120]  貪原來是一個
[00:09:37.120 --> 00:09:39.120]  過分的慾念
[00:09:39.120 --> 00:09:41.120]  一個過分的慾念
[00:09:41.120 --> 00:09:43.120]  過分的慾念
[00:09:43.120 --> 00:09:45.120]  所以中文翻譯得很好
[00:09:45.120 --> 00:09:47.120]  中文叫做貪心
[00:09:47.120 --> 00:09:49.120]  貪是來自你的心
[00:09:49.120 --> 00:09:51.120]  From inside
[00:09:51.120 --> 00:09:53.120]  你想享有某些東西
[00:09:53.120 --> 00:09:55.120]  到一個地步會知道
[00:09:55.120 --> 00:09:57.120]  令你受傷害
[00:09:57.120 --> 00:09:59.120]  這個叫做excessive
[00:09:59.120 --> 00:10:01.120]  你一過分的時候
[00:10:01.120 --> 00:10:03.120]  你就會受傷害
[00:10:03.120 --> 00:10:05.120]  所以你有一個慾望
[00:10:05.120 --> 00:10:07.120]  想享有某些東西
[00:10:07.120 --> 00:10:09.120]  到一個程度會令你受傷害
[00:10:09.120 --> 00:10:11.120]  這個叫做貪心
[00:10:11.120 --> 00:10:13.120]  譬如說
[00:10:13.120 --> 00:10:15.120]  你貪喝兩杯
[00:10:15.120 --> 00:10:17.120]  不知道是不是我喝了兩杯
[00:10:17.120 --> 00:10:19.120]  貪喝到不省人事
[00:10:19.120 --> 00:10:21.120]  第二天早上起來的時候
[00:10:21.120 --> 00:10:23.120]  頭髮不能脹 上班也不能上班
[00:10:23.120 --> 00:10:25.120]  這個就是貪杯
[00:10:25.120 --> 00:10:27.120]  貪喝兩杯
[00:10:27.120 --> 00:10:29.120]  貪嘴呢
[00:10:29.120 --> 00:10:31.120]  貪嘴就是胃吃
[00:10:31.120 --> 00:10:33.120]  吃到肚子痛不得已
[00:10:33.120 --> 00:10:35.120]  嘴巴脹得很辛苦
[00:10:35.120 --> 00:10:37.120]  有沒有試過這樣的經驗
[00:10:37.120 --> 00:10:39.120]  可能平時不吃那麼多
[00:10:39.120 --> 00:10:41.120]  忽然之間吃多兩口
[00:10:41.120 --> 00:10:43.120]  脹得很辛苦
[00:10:43.120 --> 00:10:45.120]  或者你長久地做
[00:10:45.120 --> 00:10:47.120]  吃到痴肥
[00:10:47.120 --> 00:10:49.120]  貪杯 貪喝 貪嘴
[00:10:49.120 --> 00:10:51.120]  還有貪快
[00:10:51.120 --> 00:10:53.120]  貪快很大件事
[00:10:53.120 --> 00:10:55.120]  開車貪快 結果開車超速撞死人
[00:10:55.120 --> 00:10:57.120]  最常聽到的
[00:10:57.120 --> 00:10:59.120]  就是貪錢
[00:10:59.120 --> 00:11:01.120]  貪錢 於是你每天去投機
[00:11:01.120 --> 00:11:03.120]  做那些day trader 買賣股票
[00:11:03.120 --> 00:11:05.120]  於是欠下很多錢
[00:11:05.120 --> 00:11:07.120]  然後還有
[00:11:07.120 --> 00:11:09.120]  貪工
[00:11:09.120 --> 00:11:11.120]  貪工本來不是
[00:11:11.120 --> 00:11:13.120]  因為你做出來的結果
[00:11:13.120 --> 00:11:15.120]  不過呢
[00:11:15.120 --> 00:11:17.120]  搶奪了你同事
[00:11:17.120 --> 00:11:19.120]  工作的功勞
[00:11:19.120 --> 00:11:21.120]  於是你可以
[00:11:21.120 --> 00:11:23.120]  分取多一點獎金
[00:11:23.120 --> 00:11:25.120]  紅利諸如此類
[00:11:25.120 --> 00:11:27.120]  當然
[00:11:27.120 --> 00:11:29.120]  當我講到貪的時候
[00:11:29.120 --> 00:11:31.120]  是不是造成傷害
[00:11:31.120 --> 00:11:33.120]  多個地步造成傷害
[00:11:33.120 --> 00:11:35.120]  而且這些東西已經超出了
[00:11:35.120 --> 00:11:37.120]  物質財富的範疇
[00:11:37.120 --> 00:11:39.120]  不是說到
[00:11:39.120 --> 00:11:41.120]  錢 車那類 房子那類
[00:11:41.120 --> 00:11:43.120]  所以貪這個慾念
[00:11:43.120 --> 00:11:45.120]  你會留意到
[00:11:45.120 --> 00:11:47.120]  你以為你不貪嗎
[00:11:47.120 --> 00:11:49.120]  原來我們每個人多多少少
[00:11:49.120 --> 00:11:51.120]  都會想
[00:11:51.120 --> 00:11:53.120]  有些貪的慾念
[00:11:53.120 --> 00:11:55.120]  在我們的心中
[00:11:55.120 --> 00:11:57.120]  這是《聖經》提到的第一件事
[00:11:57.120 --> 00:11:59.120]  我們需要去處理
[00:11:59.120 --> 00:12:01.120]  而我們要留意的是什麼呢
[00:12:01.120 --> 00:12:03.120]  貪心
[00:12:03.120 --> 00:12:05.120]  貪婪
[00:12:05.120 --> 00:12:07.120]  有時原來不只是
[00:12:07.120 --> 00:12:09.120]  損人利己
[00:12:09.120 --> 00:12:11.120]  是會損人害己
[00:12:11.120 --> 00:12:13.120]  這個就緊張了
[00:12:13.120 --> 00:12:15.120]  損人利己
[00:12:15.120 --> 00:12:17.120]  別人有問題 我不在乎
[00:12:17.120 --> 00:12:19.120]  但如果自己受傷害
[00:12:19.120 --> 00:12:21.120]  我們是不是更加要小心
[00:12:21.120 --> 00:12:23.120]  對人又不好 對自己又不好
[00:12:23.120 --> 00:12:25.120]  為什麼要這樣做呢
[00:12:25.120 --> 00:12:27.120]  而在我們理財的過程當中
[00:12:27.120 --> 00:12:29.120]  在我們理財的過程當中
[00:12:29.120 --> 00:12:31.120]  其實我們要很小心
[00:12:31.120 --> 00:12:33.120]  要很謹慎 很小心
[00:12:33.120 --> 00:12:35.120]  這是耶穌給我們的提醒
[00:12:35.120 --> 00:12:37.120]  這個慾念 想多一點
[00:12:37.120 --> 00:12:39.120]  這些想法
[00:12:39.120 --> 00:12:41.120]  多多少少
[00:12:41.120 --> 00:12:43.120]  會潛伏在我們的心中
[00:12:43.120 --> 00:12:45.120]  會影響著我們做一些
[00:12:45.120 --> 00:12:47.120]  理財的決策
[00:12:47.120 --> 00:12:49.120]  就算你不是大貪也好
[00:12:49.120 --> 00:12:51.120]  大家明白這個意思嗎
[00:12:51.120 --> 00:12:53.120]  而這就是為什麼《聖經》說我們要謹慎
[00:12:53.120 --> 00:12:55.120]  要逃避各樣的貪婪
[00:12:55.120 --> 00:12:57.120]  耶穌所說的各樣
[00:12:57.120 --> 00:12:59.120]  不只是貪錢
[00:12:59.120 --> 00:13:01.120]  說了很多東西
[00:13:01.120 --> 00:13:03.120]  所以耶穌提醒
[00:13:03.120 --> 00:13:05.120]  謹慎自首
[00:13:05.120 --> 00:13:07.120]  要警覺 躲避各樣的貪婪
[00:13:07.120 --> 00:13:09.120]  祂提醒我們 也告訴我們一個
[00:13:09.120 --> 00:13:11.120]  很重要的真理
[00:13:11.120 --> 00:13:13.120]  一個人無論你
[00:13:13.120 --> 00:13:15.120]  多富裕也好
[00:13:15.120 --> 00:13:17.120]  他的真生命
[00:13:17.120 --> 00:13:19.120]  不在乎
[00:13:19.120 --> 00:13:21.120]  他有多少家產
[00:13:21.120 --> 00:13:23.120]  人的生命不在乎家道豐富
[00:13:23.120 --> 00:13:25.120]  這是《華報》的翻譯
[00:13:25.120 --> 00:13:27.120]  中文版的翻譯
[00:13:27.120 --> 00:13:29.120]  他的真生命
[00:13:29.120 --> 00:13:31.120]  是一個有意義
[00:13:31.120 --> 00:13:33.120]  開心有價值的人生
[00:13:33.120 --> 00:13:35.120]  不在乎你擁有多少
[00:13:35.120 --> 00:13:37.120]  因此
[00:13:37.120 --> 00:13:39.120]  當我們計劃理財的時候
[00:13:39.120 --> 00:13:41.120]  就要問一個很基本的問題
[00:13:41.120 --> 00:13:43.120]  這個基本問題是什麼呢
[00:13:43.120 --> 00:13:45.120]  剛才也說過
[00:13:45.120 --> 00:13:47.120]  理財的目的是為了什麼
[00:13:47.120 --> 00:13:49.120]  理財的目的是為了什麼
[00:13:49.120 --> 00:13:51.120]  耶穌
[00:13:51.120 --> 00:13:53.120]  講這個故事
[00:13:53.120 --> 00:13:55.120]  聖經裏面有一個財主
[00:13:55.120 --> 00:13:57.120]  田產豐富
[00:13:57.120 --> 00:13:59.120]  大家留意
[00:13:59.120 --> 00:14:01.120]  聖經裏面有一個財主
[00:14:01.120 --> 00:14:03.120]  耶穌講的比喻
[00:14:03.120 --> 00:14:05.120]  有一個財主田產豐富
[00:14:05.120 --> 00:14:07.120]  就是說這個人
[00:14:07.120 --> 00:14:09.120]  已經是有錢人
[00:14:09.120 --> 00:14:11.120]  這個人已經有很多田產
[00:14:11.120 --> 00:14:13.120]  這個人已經
[00:14:13.120 --> 00:14:17.120]  有多過他自己需要的財富
[00:14:17.120 --> 00:14:19.120]  明不明白這個意思
[00:14:19.120 --> 00:14:21.120]  這個人
[00:14:21.120 --> 00:14:23.120]  原來已經是財主
[00:14:23.120 --> 00:14:25.120]  已經有很多錢多過他需要的
[00:14:25.120 --> 00:14:27.120]  這個有什麼意思呢
[00:14:27.120 --> 00:14:29.120]  師母有很多手帕交
[00:14:29.120 --> 00:14:31.120]  基督徒也有
[00:14:31.120 --> 00:14:33.120]  非基督徒也有
[00:14:33.120 --> 00:14:35.120]  所以有很多生日派對
[00:14:35.120 --> 00:14:37.120]  全部是姊妹 女人
[00:14:37.120 --> 00:14:39.120]  不過回來之後有很多故事可以聽
[00:14:39.120 --> 00:14:41.120]  女人坐在一旁
[00:14:41.120 --> 00:14:43.120]  I am sorry
[00:14:43.120 --> 00:14:45.120]  就是講不停的
[00:14:45.120 --> 00:14:47.120]  有一天師母回來的時候
[00:14:47.120 --> 00:14:49.120]  今天跟她聊天
[00:14:49.120 --> 00:14:51.120]  一個基督徒
[00:14:51.120 --> 00:14:53.120]  她說今天很憂心
[00:14:53.120 --> 00:14:55.120]  憂心什麼呢 憂心我老公退休之後
[00:14:55.120 --> 00:14:57.120]  我們生活很不妥
[00:14:57.120 --> 00:14:59.120]  那時候師母怎麼會跟我說呢
[00:14:59.120 --> 00:15:01.120]  因為這個姊妹
[00:15:01.120 --> 00:15:03.120]  這對夫婦
[00:15:03.120 --> 00:15:05.120]  比我年輕一點
[00:15:05.120 --> 00:15:07.120]  年輕幾歲
[00:15:07.120 --> 00:15:09.120]  我們很熟的
[00:15:09.120 --> 00:15:11.120]  認識了二十多年
[00:15:11.120 --> 00:15:13.120]  所以已經起底了
[00:15:13.120 --> 00:15:15.120]  他們住的那間屋
[00:15:15.120 --> 00:15:17.120]  很多年前已經是四百萬
[00:15:17.120 --> 00:15:19.120]  好多年前
[00:15:19.120 --> 00:15:21.120]  而且不止一間屋
[00:15:21.120 --> 00:15:25.120]  她先生現在還是在高科技公司
[00:15:25.120 --> 00:15:27.120]  最少的經理
[00:15:27.120 --> 00:15:29.120]  不然怎麼會有這樣的物業呢
[00:15:29.120 --> 00:15:31.120]  不要說他家庭的家底
[00:15:31.120 --> 00:15:33.120]  兩個家庭都是做生意的
[00:15:33.120 --> 00:15:35.120]  好啊
[00:15:35.120 --> 00:15:37.120]  不要聽老爸媽媽死了
[00:15:37.120 --> 00:15:39.120]  也有一筆留給他們
[00:15:39.120 --> 00:15:41.120]  但她竟然憂心
[00:15:41.120 --> 00:15:43.120]  退休之後不夠錢生活
[00:15:43.120 --> 00:15:45.120]  師母就跟她心想
[00:15:45.120 --> 00:15:47.120]  那我們兩個怎麼辦
[00:15:47.120 --> 00:15:49.120]  他們都憂心
[00:15:49.120 --> 00:15:51.120]  退休之後不知怎樣生活
[00:15:51.120 --> 00:15:53.120]  What about us
[00:15:53.120 --> 00:15:55.120]  你怎麼樣 你沒死過我
[00:15:55.120 --> 00:15:59.120]  My goodness
[00:15:59.120 --> 00:16:01.120]  OK
[00:16:01.120 --> 00:16:03.120]  人有時就是這樣
[00:16:03.120 --> 00:16:05.120]  我相信我們在座裡面
[00:16:05.120 --> 00:16:07.120]  當然不是很多人
[00:16:07.120 --> 00:16:09.120]  我希望你有
[00:16:09.120 --> 00:16:11.120]  可能不是很多人有我們兩個生活這麼富足
