
[00:00:00.000 --> 00:00:03.000]  新年的確是一個興奮的日子
[00:04:09.000 --> 00:04:12.000]  這血要在你們所住的房屋上作記號
[00:04:12.000 --> 00:04:14.000]  我一見這血
[00:04:14.000 --> 00:04:16.000]  就越過你們去
[00:04:16.000 --> 00:04:19.000]  我擊殺埃及地頭身的時候
[00:04:19.000 --> 00:04:23.000]  災殃必不臨到你們身上滅你們
[00:04:23.000 --> 00:04:32.000]  這裡訂立了語字
[00:04:32.000 --> 00:04:34.000]  就是「正月」
[00:04:34.000 --> 00:04:36.000]  所以已形容為「正月」
[00:04:36.000 --> 00:04:39.000]  正月是一年之首
[00:04:39.000 --> 00:04:42.000]  在正月初十的時候
[00:04:42.000 --> 00:04:45.000]  大家要準備好
[00:04:45.000 --> 00:04:47.000]  把羊殺了
[00:04:47.000 --> 00:04:49.000]  用羊去做在哪裏?
[00:04:49.000 --> 00:04:53.000]  塗在屋的門尾和門框裏
[00:04:53.000 --> 00:04:57.000]  直到第十四日才去做這件事
[00:04:57.000 --> 00:05:01.000]  大家就吃預節的羔羊
[00:05:01.000 --> 00:05:04.000]  這就定為一個世世代代的定例
[00:05:04.000 --> 00:05:06.000]  這就是預節
[00:05:06.000 --> 00:05:07.000]  除了預節之外
[00:05:07.000 --> 00:05:09.000]  接著又要講到另一個節期
[00:05:09.000 --> 00:05:11.000]  就是「除教節」
[00:05:11.000 --> 00:05:15.000]  或者常說的「教」讀成「除敲節」
[00:05:15.000 --> 00:05:17.000]  不過我們讀「除教」
[00:05:17.000 --> 00:05:19.000]  另外一段經文
[00:05:19.000 --> 00:05:20.000]  第十五節
[00:05:20.000 --> 00:05:22.000]  我讀給大家讀相節
[00:05:22.000 --> 00:05:24.000]  你們要吃無教餅七日
[00:05:24.000 --> 00:05:27.000]  頭一日要把教從你們國家中除去
[00:05:27.000 --> 00:05:29.000]  因為從頭一日起
[00:05:29.000 --> 00:05:31.000]  到第七日為止
[00:05:31.000 --> 00:05:36.000]  人吃有教之病的必從以色列中剪除
[00:05:36.000 --> 00:05:50.000]  你們要守無教節
[00:05:50.000 --> 00:05:52.000]  因為我正當這一日
[00:05:52.000 --> 00:05:56.000]  把你們的軍隊從埃及地領出來
[00:05:56.000 --> 00:05:58.000]  所以你們要守這一日
[00:05:58.000 --> 00:06:01.000]  是世世代代永遠的定例
[00:06:01.000 --> 00:06:11.000]  在你們國家七日之內不可有教
[00:06:11.000 --> 00:06:13.000]  因為凡是有教之民
[00:06:13.000 --> 00:06:15.000]  無論是寄居的
[00:06:15.000 --> 00:06:16.000]  是本地的
[00:06:16.000 --> 00:06:20.000]  必從以色列會中剪除
[00:06:26.000 --> 00:06:29.000]  之後就設立了「除教節」
[00:06:29.000 --> 00:06:33.000]  「除教節」就由正月十四晚開始
[00:06:33.000 --> 00:06:34.000]  然後七日到二十一日
[00:06:34.000 --> 00:06:35.000]  是一個節期
[00:06:35.000 --> 00:06:39.000]  在當中他們不可以有任何東西
[00:06:39.000 --> 00:06:40.000]  教
[00:06:40.000 --> 00:06:42.000]  發酵的東西都不可以有
[00:06:42.000 --> 00:06:44.000]  就要吃無教餅七日
[00:06:44.000 --> 00:06:47.000]  這就是另一個節期
[00:06:47.000 --> 00:06:49.000]  而這兩個節期
[00:06:49.000 --> 00:06:51.000]  重複出現在文素記裡
[00:06:51.000 --> 00:06:53.000]  神再一次提醒他們
[00:06:53.000 --> 00:06:55.000]  要守這兩個節期
[00:06:55.000 --> 00:06:57.000]  第五節就這樣說
[00:06:57.000 --> 00:07:00.000]  正月十四黃昏的時候
[00:07:00.000 --> 00:07:02.000]  是耶和華的逾節
[00:07:02.000 --> 00:07:03.000]  正月十五日
[00:07:03.000 --> 00:07:05.000]  是向耶和華守無教節
[00:07:05.000 --> 00:07:08.000]  你們要吃無教餅七日
[00:07:08.000 --> 00:07:10.000]  再重新要有這兩個節期
[00:07:10.000 --> 00:07:12.000]  簡單來說這兩個節期
[00:07:12.000 --> 00:07:14.000]  重點就是在正月
[00:07:14.000 --> 00:07:16.000]  在正月十四裡面
[00:07:16.000 --> 00:07:19.000]  黃昏的時候可以開始守逾越節
[00:07:19.000 --> 00:07:22.000]  然後正月十五
[00:07:22.000 --> 00:07:26.000]  就開始守無除教節
[00:07:26.000 --> 00:07:28.000]  連續七日無教餅
[00:07:28.000 --> 00:07:31.000]  不可以有任何工作
[00:07:31.000 --> 00:07:36.000]  我們現在了解了
[00:07:36.000 --> 00:07:40.000]  以色列人的除教節和逾越節的內容
[00:07:40.000 --> 00:07:44.000]  和中國人有什麼關係呢?
[00:07:44.000 --> 00:07:45.000]  是很難證實的
[00:07:45.000 --> 00:07:47.000]  不過能夠這樣比較
[00:07:47.000 --> 00:07:49.000]  終於有些相似
[00:07:49.000 --> 00:07:50.000]  會不會好像他這樣說
[00:07:50.000 --> 00:07:52.000]  從遠古的時候
[00:07:52.000 --> 00:07:53.000]  可能有些東西已經是
[00:07:53.000 --> 00:07:54.000]  大家吸取了
[00:07:54.000 --> 00:07:56.000]  因為歷史之間的關係
[00:07:56.000 --> 00:08:00.000]  慢慢有些失真了
[00:08:00.000 --> 00:08:01.000]  但我覺得最重要的
[00:08:01.000 --> 00:08:02.000]  我們都不是去看
[00:08:02.000 --> 00:08:05.000]  究竟是不是一個極調的關係
[00:08:05.000 --> 00:08:06.000]  我覺得最重要的是
[00:08:06.000 --> 00:08:08.000]  這個節裡面的意義
[00:08:08.000 --> 00:08:10.000]  是現在更加重要
[00:08:10.000 --> 00:08:12.000]  特別是到新約聖經裡面
[00:08:12.000 --> 00:08:14.000]  去看回這個節的時候
[00:08:14.000 --> 00:08:16.000]  意義是很不同的
[00:08:16.000 --> 00:08:18.000]  進一步深層了意義
[00:08:18.000 --> 00:08:21.000]  我們首先認識預言和預表
[00:08:21.000 --> 00:08:22.000]  這兩個詞彙
[00:08:22.000 --> 00:08:23.000]  預言我們一般都指
[00:08:23.000 --> 00:08:26.000]  預示將來會發生的事情
[00:08:26.000 --> 00:08:28.000]  我說了預言將來會發生
[00:08:28.000 --> 00:08:29.000]  這個就是預言的理解
[00:08:29.000 --> 00:08:31.000]  但聖經有一個預表
[00:08:31.000 --> 00:08:32.000]  什麼是預表呢?
[00:08:32.000 --> 00:08:34.000]  就是當新約聖經的作者
[00:08:34.000 --> 00:08:36.000]  領受了聖靈的啟示之後
[00:08:36.000 --> 00:08:38.000]  看回過去舊約裡的一些事件
[00:08:38.000 --> 00:08:39.000]  原來法國舊約的事件裡
[00:08:39.000 --> 00:08:41.000]  帶有一些屬靈異異
[00:08:41.000 --> 00:08:44.000]  是指示今天的情況
[00:08:44.000 --> 00:08:46.000]  所以這個就是預表
[00:08:46.000 --> 00:08:49.000]  在希伯來書十章的一節裡
[00:08:49.000 --> 00:08:51.000]  律法是將來美事的影而
[00:08:51.000 --> 00:08:53.000]  不是本物的真相
[00:08:53.000 --> 00:08:55.000]  即是律法是一個影子
[00:08:55.000 --> 00:08:56.000]  真相在哪裡?
[00:08:56.000 --> 00:08:58.000]  在新約裡面實現
[00:08:58.000 --> 00:09:00.000]  基於這樣的預表的時候
[00:09:00.000 --> 00:09:01.000]  我們再看一看
[00:09:01.000 --> 00:09:03.000]  這兩個節裡面的一些物品
[00:09:03.000 --> 00:09:05.000]  它所要代表的一些意思
[00:09:05.000 --> 00:09:07.000]  讓我們看到進一步
[00:09:07.000 --> 00:09:08.000]  在新約眼光之下
[00:09:08.000 --> 00:09:11.000]  這節日背後的宿命
[00:09:11.000 --> 00:09:12.000]  這麼深的意義
[00:09:12.000 --> 00:09:15.000]  在建築在哥倫多頭書第五章
[00:09:15.000 --> 00:09:17.000]  保羅在裡面提及到
[00:09:17.000 --> 00:09:19.000]  哥倫多教會裡有很多的問題
[00:09:19.000 --> 00:09:20.000]  其中一樣東西
[00:09:20.000 --> 00:09:22.000]  發生了淫亂的問題
[00:09:22.000 --> 00:09:23.000]  發生淫亂的問題的時候
[00:09:23.000 --> 00:09:24.000]  他有一些教導
[00:09:24.000 --> 00:09:25.000]  我們再看一看
[00:09:25.000 --> 00:09:28.000]  第六至第七和第八節
[00:09:28.000 --> 00:09:30.000]  其中這麼說
[00:09:30.000 --> 00:09:32.000]  「你們這自誇是不好的
[00:09:32.000 --> 00:09:34.000]  豈不知一點面教
[00:09:34.000 --> 00:09:37.000]  臨時全權化起來嗎?
[00:09:37.000 --> 00:09:39.000]  你們既是無教的面
[00:09:39.000 --> 00:09:41.000]  應當把舊教除正
[00:09:41.000 --> 00:09:43.000]  好使你們成為新團
[00:09:43.000 --> 00:09:47.000]  因為我們如意節的羔羊基督
[00:09:47.000 --> 00:09:49.000]  已經被殺獻了
[00:09:49.000 --> 00:09:52.000]  所以我們守者子不可用舊教
[00:09:52.000 --> 00:09:55.000]  也不可用惡毒邪惡的教
[00:09:55.000 --> 00:10:00.000]  只用誠實真正的無教病」
[00:10:00.000 --> 00:10:03.000]  這裡有一個預表
[00:10:03.000 --> 00:10:05.000]  如意節的羔羊代表影子
[00:10:05.000 --> 00:10:07.000]  實體是甚麼?
[00:10:07.000 --> 00:10:08.000]  基督
[00:10:08.000 --> 00:10:10.000]  剛才讀過經文
[00:10:10.000 --> 00:10:12.000]  如意節的羔羊是甚麼?
[00:10:12.000 --> 00:10:16.000]  原來如意節當時是一隻羔羊
[00:10:16.000 --> 00:10:18.000]  殺了羔羊流的血
[00:10:18.000 --> 00:10:20.000]  將血埋在門尾
[00:10:20.000 --> 00:10:24.000]  躲避了天使的秘笈
[00:10:24.000 --> 00:10:26.000]  家庭裡的長子
[00:10:26.000 --> 00:10:30.000]  原來如意節的羔羊代表了基督
[00:10:30.000 --> 00:10:36.000]  我多按一個
[00:10:36.000 --> 00:10:39.000]  代表了基督的發生
[00:10:39.000 --> 00:10:43.000]  但在隨教節裡吃的無教餅
[00:10:43.000 --> 00:10:45.000]  有一個意思
[00:10:45.000 --> 00:10:47.000]  剛才我所讀到經文第七節是這樣說的
[00:10:47.000 --> 00:10:51.000]  「你們既是無教的面
[00:10:51.000 --> 00:10:53.000]  應當把舊教除正
[00:10:53.000 --> 00:10:56.000]  好使你們成為新團」
[00:10:56.000 --> 00:11:01.000]  教能夠將麵包發大
[00:11:01.000 --> 00:11:03.000]  這裡說到
[00:11:03.000 --> 00:11:06.000]  在如意節裡吃的無教餅
[00:11:06.000 --> 00:11:12.000]  預表了信徒要一個無教的面
[00:11:12.000 --> 00:11:14.000]  要一個無教的生命
[00:11:14.000 --> 00:11:16.000]  舊的教是甚麼呢?
[00:11:16.000 --> 00:11:19.000]  舊的教是惡毒
[00:11:19.000 --> 00:11:20.000]  邪惡的教
[00:11:20.000 --> 00:11:23.000]  無教就是將這些東西除正
[00:11:23.000 --> 00:11:26.000]  讓我們成為一個誠實真正的無教餅
[00:11:26.000 --> 00:11:29.000]  一個無教的生命
[00:11:29.000 --> 00:11:34.000]  代表了今天信徒過隨教節的時候
[00:11:34.000 --> 00:11:36.000]  要除甚麼呢?
[00:11:36.000 --> 00:11:39.000]  要除內心裡的教
[00:11:39.000 --> 00:11:40.000]  教是甚麼呢?
[00:11:40.000 --> 00:11:43.000]  可能是惡毒、骯髒的東西
[00:11:43.000 --> 00:11:45.000]  或者罪的東西
[00:11:45.000 --> 00:11:50.000]  代之要有誠實、純正的行為動機
[00:11:50.000 --> 00:11:52.000]  動機做的事情
[00:11:52.000 --> 00:11:54.000]  那種純正在裡面
[00:11:54.000 --> 00:11:56.000]  誠實的心
[00:11:56.000 --> 00:12:00.000]  所以當中國人去到過年的時候
[00:12:00.000 --> 00:12:05.000]  去年廿八洗垃圾可能將家中裡的舊物除去
[00:12:05.000 --> 00:12:06.000]  這是對的
[00:12:06.000 --> 00:12:09.000]  但如果在新約的亮光照耀之下
[00:12:09.000 --> 00:12:13.000]  我們看到過隨教節不單止除去了家中的物品
[00:12:13.000 --> 00:12:20.000]  還要進一步除去內在、內心、精神裡一些不好的東西
[00:12:20.000 --> 00:12:23.000]  內心裡有甚麼不好的東西呢?
[00:12:23.000 --> 00:12:26.000]  耶穌曾經在馬太福音這樣說
[00:12:26.000 --> 00:12:30.000]  祂是從口出來不是污衊人
[00:12:30.000 --> 00:12:33.000]  但從心裡出來是污衊人
[00:12:33.000 --> 00:12:39.000]  因為心裡會有惡念、兇殺、奸人、狗黑等等一些惡念在裡面
[00:12:39.000 --> 00:12:42.000]  令到心裡有些惡念
[00:12:42.000 --> 00:12:43.000]  亞克斯又這樣說
[00:12:43.000 --> 00:12:45.000]  人裡面有甚麼呢?
[00:12:45.000 --> 00:12:47.000]  有私慾在裡面
[00:12:47.000 --> 00:12:50.000]  私慾如果讓它發展出來的時候
[00:12:50.000 --> 00:12:53.000]  會產生了罪在裡面
[00:12:53.000 --> 00:12:55.000]  羅馬書保羅也這樣說
[00:12:55.000 --> 00:12:57.000]  他在反省自己的時候發現
[00:12:57.000 --> 00:12:59.000]  我內心裡面有罪的傾向
[00:12:59.000 --> 00:13:03.000]  當我立志行善、想做一件善的時候
[00:13:03.000 --> 00:13:07.000]  他發覺同時有罪、有惡的一面出現影響他
[00:13:07.000 --> 00:13:10.000]  但最終他選擇還是做不到善那一面
[00:13:10.000 --> 00:13:11.000]  做了惡那一面
[00:13:11.000 --> 00:13:13.000]  他感覺到內心裡面
[00:13:13.000 --> 00:13:18.000]  人的內心裡面有罪、有惡的傾向在當中
[00:13:18.000 --> 00:13:23.000]  以致人會產生了一些罪、一些惡在裡面
[00:13:23.000 --> 00:13:26.000]  聖經告訴我們
[00:13:26.000 --> 00:13:32.000]  要除教之、除家宗裡面的污穢
[00:13:32.000 --> 00:13:35.000]  我們也要看一看人內心的裡面
[00:13:35.000 --> 00:13:38.000]  我們內心裡面會不會也有些污穢的東西
[00:13:38.000 --> 00:13:40.000]  一些惡的東西、一些罪的東西
[00:13:40.000 --> 00:13:43.000]  更加要去清除它
[00:13:43.000 --> 00:13:46.000]  以讓我們有一個無教的生命
[00:13:46.000 --> 00:13:49.000]  在基督教的靈修傳統裡面
[00:13:49.000 --> 00:13:51.000]  其中提出一個名稱
[00:13:51.000 --> 00:13:54.000]  可能大家都聽過叫做「七宗罪」
[00:13:54.000 --> 00:13:55.000]  聽過吧
[00:13:55.000 --> 00:13:57.000]  因為有一套電影叫做「七宗罪」
[00:13:57.000 --> 00:14:00.000]  其實有些東西叫做「七種致命的罪」
[00:14:00.000 --> 00:14:01.000]  又不是一個罪行
[00:14:01.000 --> 00:14:05.000]  它只是在人的內心裡面
[00:14:05.000 --> 00:14:08.000]  教多的時候有七種罪的傾向
[00:14:08.000 --> 00:14:10.000]  這些傾向裡面
[00:14:10.000 --> 00:14:12.000]  當有些人做的行為的時候
[00:14:12.000 --> 00:14:15.000]  他背後可能就被這些動機來推動
[00:14:15.000 --> 00:14:16.000]  表面上可能看不出來
[00:14:16.000 --> 00:14:17.000]  但自己知道
[00:14:17.000 --> 00:14:19.000]  推動我們這樣去做
[00:14:19.000 --> 00:14:22.000]  而這些人他稱之為要我們留心
[00:14:22.000 --> 00:14:25.000]  有時的行為被這些罪所推動
[00:14:25.000 --> 00:14:26.000]  我跟大家來解釋
[00:14:26.000 --> 00:14:27.000]  就讓我們留意一下
[00:14:27.000 --> 00:14:32.000]  究竟這些東西會不會也在影響我呢?
[00:14:32.000 --> 00:14:35.000]  頭三個是屬於一個
[00:14:35.000 --> 00:14:39.000]  「感官上」方面的罪的傾向
[00:14:39.000 --> 00:14:41.000]  第一方面就是「懶惰」
[00:14:41.000 --> 00:14:42.000]  「懶惰」
[00:14:42.000 --> 00:14:44.000]  大家都知道是一樣的
[00:14:44.000 --> 00:14:46.000]  「懶惰」、「懶惰」、「懶惰」都一樣
[00:14:46.000 --> 00:14:47.000]  意思就是說
[00:14:47.000 --> 00:14:49.000]  有些人懶惰
[00:14:49.000 --> 00:14:51.000]  你會不會去懶惰呢?
[00:14:51.000 --> 00:14:53.000]  其實有些事你應當做的時候
[00:14:53.000 --> 00:14:56.000]  你會說「算了,遲些吧,不用做了」
[00:14:56.000 --> 00:14:58.000]  這樣就是「懶惰」了
[00:14:58.000 --> 00:15:01.000]  「懶惰」是逃避了應該要做的事
[00:15:01.000 --> 00:15:02.000]  你應該勤力一點去做
[00:15:02.000 --> 00:15:03.000]  你就「懶惰」
[00:15:03.000 --> 00:15:05.000]  有時有些人貪於安逸
[00:15:05.000 --> 00:15:08.000]  「我現在幾好,這種情況還要搞什麼呢?」
[00:15:08.000 --> 00:15:11.000]  這種情況就是「懶惰」了
[00:15:11.000 --> 00:15:12.000]  這就是「懶惰」了
[00:15:12.000 --> 00:15:13.000]  「安於」
[00:15:13.000 --> 00:15:14.000]  本來有些事應該你要做的
[00:15:14.000 --> 00:15:16.000]  你又不去做
[00:15:16.000 --> 00:15:17.000]  這是一種罪
[00:15:17.000 --> 00:15:18.000]  要留意一下
[00:15:18.000 --> 00:15:20.000]  第二就是「暴食」
[00:15:20.000 --> 00:15:23.000]  「好食追求口福之樂」
[00:15:23.000 --> 00:15:27.000]  香港人很多人都很喜歡吃東西
[00:15:27.000 --> 00:15:28.000]  不是說吃錯
[00:15:28.000 --> 00:15:31.000]  是過度追求食
[00:15:31.000 --> 00:15:33.000]  以致在一方面導致了
[00:15:33.000 --> 00:15:37.000]  為了滿足食慾望
[00:15:37.000 --> 00:15:38.000]  你要花那麼多錢
[00:15:38.000 --> 00:15:40.000]  花錢也不是錯的
[00:15:40.000 --> 00:15:42.000]  有時為了吃那麼多就做那麼多
[00:15:42.000 --> 00:15:43.000]  賺錢就吃更多
[00:15:43.000 --> 00:15:45.000]  另一件事會導致
[00:15:45.000 --> 00:15:49.000]  過度的食慾導致健康上的問題
[00:15:49.000 --> 00:15:50.000]  會不會?
[00:15:50.000 --> 00:15:52.000]  有時吃得太好了
[00:15:52.000 --> 00:15:53.000]  吃得太多了
[00:15:53.000 --> 00:15:56.000]  結果身體出現了毛病
[00:15:56.000 --> 00:15:58.000]  我記得有一次行山
[00:15:58.000 --> 00:15:59.000]  我去八仙嶺行山
[00:15:59.000 --> 00:16:01.000]  我和一個弟兄行山
[00:16:01.000 --> 00:16:02.000]  遇到一個男人
[00:16:02.000 --> 00:16:03.000]  兩個男人
[00:16:03.000 --> 00:16:04.000]  一個大肚腩
[00:16:04.000 --> 00:16:06.000]  很大個,像個氣球那麼大
[00:16:06.000 --> 00:16:08.000]  他行山行八仙嶺
[00:16:08.000 --> 00:16:09.000]  太好了,我都欣賞他了
[00:16:09.000 --> 00:16:10.000]  我打算讚賞他
[00:16:10.000 --> 00:16:14.000]  你應該要選擇身體健康
[00:16:14.000 --> 00:16:16.000]  他每天都差不多行八仙嶺
[00:16:16.000 --> 00:16:18.000]  誰知他告訴我
[00:16:18.000 --> 00:16:19.000]  為什麼他要行
[00:16:19.000 --> 00:16:21.000]  因為他要身體健康
[00:16:21.000 --> 00:16:24.000]  不過他說自己不好
[00:16:24.000 --> 00:16:25.000]  又抵得住
[00:16:25.000 --> 00:16:26.000]  又要吃
[00:16:26.000 --> 00:16:27.000]  因為他要做生意
[00:16:27.000 --> 00:16:28.000]  和國內的人做生意
[00:16:28.000 --> 00:16:30.000]  要應酬
[00:16:30.000 --> 00:16:32.000]  其實我知道可以拒絕
[00:16:32.000 --> 00:16:33.000]  不過我又不行
[00:16:33.000 --> 00:16:34.000]  又忍不住
[00:16:34.000 --> 00:16:35.000]  結果又繼續吃
[00:16:35.000 --> 00:16:37.000]  又去行又繼續吃
[00:16:37.000 --> 00:16:39.000]  肚腩依然那麼大
[00:16:39.000 --> 00:16:43.000]  這樣就導致健康的問題
[00:16:43.000 --> 00:16:47.000]  另外就是色慾或者性方面
[00:16:47.000 --> 00:16:50.000]  有些人在這方面比較強烈的需求
[00:16:50.000 --> 00:16:55.000]  所以做了很多淫亂方面
[00:16:55.000 --> 00:16:57.000]  或者監人方面的事情
[00:16:57.000 --> 00:16:59.000]  他不單單只是說行為上
[00:16:59.000 --> 00:17:01.000]  他甚至可能沒有行為
[00:17:01.000 --> 00:17:04.000]  但內心充滿了這些思想
[00:17:04.000 --> 00:17:07.000]  都是色慾的行為
[00:17:07.000 --> 00:17:09.000]  這是一個罪的傾向
[00:17:09.000 --> 00:17:14.000]  另外還有另外兩個 驕傲或者是嫉妒
[00:17:14.000 --> 00:17:18.000]  他屬於理性上或者意見上的那種官人
[00:17:18.000 --> 00:17:19.000]  不斷地追求
[00:17:19.000 --> 00:17:21.000]  不過他偏執了
[00:17:21.000 --> 00:17:23.000]  追求真是美是應該好
[00:17:23.000 --> 00:17:24.000]  不過他偏執了
[00:17:24.000 --> 00:17:26.000]  以至在內心裏面
[00:17:26.000 --> 00:17:29.000]  產生了驕傲和嫉妒
[00:17:29.000 --> 00:17:32.000]  驕傲的人是怎樣呢
[00:17:32.000 --> 00:17:35.000]  他不會覺得
[00:17:35.000 --> 00:17:36.000]  可以這樣說
[00:17:36.000 --> 00:17:38.000]  他自把自為自我中心
[00:17:38.000 --> 00:17:41.000]  喜歡上帝都不需要理會上帝
