
[00:00:00.000 --> 00:00:01.560]  各位電影主媒平安
[00:04:15.360 --> 00:04:17.600]  我們必須要認識
[00:04:17.600 --> 00:04:19.440]  原來我們的神
[00:04:19.440 --> 00:04:23.480]  是一位手藥師慈愛的神
[00:04:23.480 --> 00:04:24.200]  沒錯
[00:04:24.200 --> 00:04:26.840]  神會管教我們
[00:04:26.840 --> 00:04:30.600]  但是神也都有恩典
[00:04:30.600 --> 00:04:32.960]  所以這本書是記載到
[00:04:32.960 --> 00:04:36.160]  神是一位的掌上者
[00:04:36.160 --> 00:04:38.400]  當你聽從祂的吩咐
[00:04:38.400 --> 00:04:40.880]  當你守祂的律例典章
[00:04:40.880 --> 00:04:43.920]  當你跟著祂的腳步行的時候
[00:04:43.920 --> 00:04:46.400]  你就會得著神的賞賜
[00:04:46.400 --> 00:04:49.160]  神的應許
[00:04:49.160 --> 00:04:52.320]  這本書也可以有四個主題
[00:04:52.320 --> 00:04:54.720]  第一個就是講到約
[00:04:54.720 --> 00:04:57.120]  約就是神與人之間
[00:04:57.120 --> 00:04:59.560]  所立的一個盟約
[00:04:59.560 --> 00:05:02.720]  第二這本書講到選擇
[00:05:02.720 --> 00:05:05.240]  我們要懂得去選擇
[00:05:05.240 --> 00:05:07.560]  有祝福有奏助
[00:05:07.560 --> 00:05:08.920]  你選擇哪一樣呢?
[00:05:08.920 --> 00:05:11.400]  人人都會說我當然選擇祝福
[00:05:11.400 --> 00:05:13.480]  那你選擇得對不對呢?
[00:05:13.480 --> 00:05:15.880]  怎樣去做合適的選擇
[00:05:15.880 --> 00:05:19.600]  第三這本書的主題講到愛
[00:05:19.600 --> 00:05:22.400]  神愛祂的百姓
[00:05:22.400 --> 00:05:25.480]  我們又要將神的恩典
[00:05:25.480 --> 00:05:28.800]  講述給我們下一代下一代下一代聽
[00:05:28.800 --> 00:05:31.320]  一代一代地傳遞下去
[00:05:31.320 --> 00:05:33.920]  第四這本書還有一個主題
[00:05:33.920 --> 00:05:36.160]  就是信心
[00:05:36.160 --> 00:05:38.960]  我們要活在信心當中
[00:05:38.960 --> 00:05:42.960]  仰望我們的神走前面的路
[00:05:42.960 --> 00:05:44.880]  而且這本書也提到
[00:05:44.880 --> 00:05:48.440]  我們要盡心盡性盡意
[00:05:48.440 --> 00:05:50.520]  愛我們的神
[00:05:50.520 --> 00:05:52.400]  記不記得有一個律法師
[00:05:52.400 --> 00:05:53.800]  他來問耶穌
[00:05:53.800 --> 00:05:56.920]  夫子最大的誡命是什麼?
[00:05:56.920 --> 00:05:58.720]  耶穌馬上回答他
[00:05:58.720 --> 00:06:00.640]  他說最大的誡命
[00:06:00.640 --> 00:06:04.120]  就是盡心盡性盡意盡力
[00:06:04.120 --> 00:06:05.880]  愛主你的神
[00:06:05.880 --> 00:06:08.720]  其次都同樣重要的
[00:06:08.720 --> 00:06:10.840]  就是愛人如己
[00:06:10.840 --> 00:06:12.600]  原來這句聖經
[00:06:12.600 --> 00:06:15.440]  就是引至生命記
[00:06:15.440 --> 00:06:17.080]  或者你會問我
[00:06:17.080 --> 00:06:20.440]  生命記裡面最重要的約節
[00:06:20.440 --> 00:06:23.440]  最重要的經節在哪裡呢?
[00:06:23.440 --> 00:06:25.400]  我就會告訴你
[00:06:25.400 --> 00:06:30.680]  就是第六章的第四節開始
[00:06:30.680 --> 00:06:31.920]  一句聖經
[00:06:31.920 --> 00:06:34.880]  所有以色列人都會背
[00:06:34.880 --> 00:06:36.440]  他說以色列人
[00:06:36.440 --> 00:06:38.200]  你要聽
[00:06:38.200 --> 00:06:41.640]  耶穌說你的神是獨一的主
[00:06:41.640 --> 00:06:45.240]  你要盡心盡性盡力
[00:06:45.240 --> 00:06:48.040]  愛耶穌說你的神
[00:06:48.040 --> 00:06:50.680]  我今天所吩咐你的
[00:06:50.680 --> 00:06:53.960]  你都要記在心上
[00:06:53.960 --> 00:06:57.600]  你要因勤教訓你的兒女
[00:06:57.600 --> 00:06:59.720]  無論你坐起家中
[00:06:59.720 --> 00:07:01.360]  行在路上
[00:07:01.360 --> 00:07:03.040]  躺下起來
[00:07:03.040 --> 00:07:05.240]  你都要談論
[00:07:05.240 --> 00:07:09.160]  你也要戴在手上作記號
[00:07:09.160 --> 00:07:13.280]  戴在額上作為經文
[00:07:13.280 --> 00:07:16.640]  又要寫在你的門腔上
[00:07:16.640 --> 00:07:19.840]  以及城門上
[00:07:19.840 --> 00:07:22.320]  所以你去到以色列的時候
[00:07:22.320 --> 00:07:25.040]  你會看到每個家庭
[00:07:25.040 --> 00:07:26.840]  在他進門口的時候
[00:07:26.840 --> 00:07:29.880]  會釘了一個銅的牌在這裡
[00:07:29.880 --> 00:07:34.760]  斜斜的釘在門腔上面
[00:07:34.760 --> 00:07:37.600]  原來那個銅的牌裡面
[00:07:37.600 --> 00:07:40.080]  就寫了一節的經文
[00:07:40.080 --> 00:07:43.160]  就是生命記第六章
[00:07:43.160 --> 00:07:44.560]  第四、第五節
[00:07:44.560 --> 00:07:46.120]  以色列人你要聽
[00:07:46.120 --> 00:07:47.800]  你的神是獨一的神
[00:07:47.800 --> 00:07:50.040]  你要盡心盡性盡力
[00:07:50.040 --> 00:07:52.760]  愛你的神
[00:07:52.760 --> 00:07:54.800]  這個以色列人很重要
[00:07:54.800 --> 00:07:56.680]  所以他們有時在額頭
[00:07:56.680 --> 00:07:58.280]  又會有個盒子
[00:07:58.280 --> 00:08:00.880]  盒子裡面又是裝這一節的經文
[00:08:00.880 --> 00:08:03.920]  他們的手又是箍著一條帶
[00:08:03.920 --> 00:08:07.680]  有個盒子又是裝著這一節的經文
[00:08:07.680 --> 00:08:10.440]  所以這一節經文非常重要
[00:08:10.440 --> 00:08:12.840]  今天都提醒你和我
[00:08:12.840 --> 00:08:16.840]  我們要做一個守約的指紋
[00:08:16.840 --> 00:08:18.520]  聽從神的話
[00:08:18.520 --> 00:08:21.640]  盡心盡性盡力
[00:08:21.640 --> 00:08:23.640]  愛我們的神
[00:08:23.640 --> 00:08:27.240]  讓我們行在神的道路當中
[00:08:27.240 --> 00:08:30.240]  一生緊緊跟隨祂
[00:08:30.240 --> 00:08:31.440]  天父祝福你
