
[00:00:00.000 --> 00:00:02.000]  各位內賓 主內的弟兄姊妹平安
[00:03:34.200 --> 00:03:37.120]  求你今天 藉著我們今天的經文
[00:03:37.120 --> 00:03:42.160]  教導我們怎樣去走下一步
[00:03:42.160 --> 00:03:46.480]  求你幫助我們 使得我們聽得清楚
[00:03:46.480 --> 00:03:51.560]  看得明白你的寶貴的話語
[00:03:51.560 --> 00:03:52.840]  我們以上的禱告
[00:03:52.840 --> 00:03:56.240]  是奉主耶穌的聖名致祈求 阿們
[00:03:56.240 --> 00:04:05.480]  我們看約書亞記第8章30節之前
[00:04:05.480 --> 00:04:09.000]  我們看一下這段經文的一些背景
[00:04:09.000 --> 00:04:15.920]  當約書亞攻陷了耶利哥城和艾城之後
[00:04:15.920 --> 00:04:21.240]  他們就向著以巴魯山這個地方去進發
[00:04:21.240 --> 00:04:25.680]  這個以巴魯山其實是在士堅這座城的旁邊
[00:04:25.680 --> 00:04:29.320]  士堅是一個很特別的地方
[00:04:29.320 --> 00:04:33.920]  我們一起在《創世紀》第12章第1節至第7節看一下
[00:04:33.920 --> 00:04:38.480]  在第12章的時候 耶和華對亞伯蘭這樣說
[00:04:38.480 --> 00:04:44.360]  叫他離開本地本族富家往耶和華所指示的地方去
[00:04:44.360 --> 00:04:48.960]  當時亞伯蘭在哈蘭這個城市
[00:04:48.960 --> 00:04:53.520]  哈蘭就是伊拉克北部的一個城市
[00:04:53.520 --> 00:04:58.840]  當中有很多的米索不達的地區
[00:04:58.840 --> 00:05:00.840]  是多神的地區
[00:05:00.840 --> 00:05:03.200]  耶和華就和亞伯蘭這樣說
[00:05:03.200 --> 00:05:08.200]  你要跟著耶和華去到迦南地這個地方
[00:05:08.200 --> 00:05:09.680]  帶他去迦南地
[00:05:09.680 --> 00:05:16.200]  耶和華就必叫亞伯蘭成為大國
[00:05:16.200 --> 00:05:19.200]  便賜福給你 叫他的名偉大
[00:05:19.200 --> 00:05:22.200]  你也要叫別人得到祝福
[00:05:22.200 --> 00:05:27.680]  這個就是賜福他的後代成為一個大國
[00:05:27.680 --> 00:05:29.520]  還有祝福是他的
[00:05:29.520 --> 00:05:34.520]  凡你祝福的 我必祝福於他
[00:05:34.520 --> 00:05:38.520]  大家咒助你的 我就必咒助他
[00:05:38.520 --> 00:05:41.320]  其實這裡提到祝福咒助
[00:05:41.320 --> 00:05:49.760]  都是祝福 亞伯蘭的後裔是一個很大的祝福
[00:05:49.760 --> 00:05:51.200]  還有不止這麼簡單
[00:05:51.200 --> 00:05:54.480]  是地上的萬族都因他而得福
[00:05:54.480 --> 00:05:56.480]  不只是本身的民族
[00:05:56.480 --> 00:06:03.240]  他和其它國國全世界的人都因著他而得福
[00:06:03.240 --> 00:06:07.440]  這個是很大的奇妙的文約
[00:06:07.440 --> 00:06:11.800]  這個就是耶和華神所和他立的約
[00:06:11.800 --> 00:06:13.800]  亞伯蘭就跟著耶和華的吩咐
[00:06:13.800 --> 00:06:18.520]  帶著他的侄子羅德和他的妻子離開哈蘭
[00:06:18.520 --> 00:06:22.520]  去到耶和華所指定的地方就是迦南地
[00:06:22.520 --> 00:06:27.800]  當他們進入迦南地的時候就經過士劍
[00:06:27.800 --> 00:06:30.800]  士劍是一個高處的地方
[00:06:30.800 --> 00:06:33.800]  在兩座山之間
[00:06:33.800 --> 00:06:40.400]  就是以巴魯山和基里森山
[00:06:40.400 --> 00:06:43.720]  兩個山頭中間的山谷那裏
[00:06:43.720 --> 00:06:45.160]  當他們經過的時候
[00:06:45.160 --> 00:06:50.400]  當時迦南人就是那裏的民族
[00:06:50.400 --> 00:06:56.760]  但是耶和華這樣對亞伯蘭這樣說
[00:06:56.760 --> 00:06:59.360]  我要把這地賜給你的後裔
[00:06:59.360 --> 00:07:04.880]  將這個迦南地賜給亞伯蘭的後裔
[00:07:04.880 --> 00:07:09.960]  所以亞伯蘭就在神童的納約情況之下
[00:07:09.960 --> 00:07:12.760]  這個約是關於他的民族
[00:07:12.760 --> 00:07:18.360]  關於土地和關於其它人的一個祝福
[00:07:18.360 --> 00:07:20.480]  萬人萬人都得到他的祝福
[00:07:20.480 --> 00:07:24.160]  這個約 這個聖約 這個文約
[00:07:24.160 --> 00:07:26.960]  是非常大的恩典來的
[00:07:26.960 --> 00:07:30.480]  是非常大的祝福來的
[00:07:30.480 --> 00:07:34.760]  所以亞伯蘭就在那裏建了一座壇
[00:07:34.760 --> 00:07:38.400]  去祭敬拜耶和華
[00:07:38.400 --> 00:07:43.080]  他知道耶和華是他所跟隨的神
[00:07:43.080 --> 00:07:46.600]  我們再看33章的時候
[00:07:46.600 --> 00:07:51.520]  亞伯蘭改名為阿伯拉罕
[00:07:51.520 --> 00:07:52.520]  他就生了以撒
[00:07:52.520 --> 00:07:56.840]  以撒就生了以蘇和亞國這兩兄弟
[00:07:56.840 --> 00:08:01.440]  但是這兩兄弟神是祝福亞國
[00:08:01.440 --> 00:08:04.240]  是他們所揀選的
[00:08:04.240 --> 00:08:08.280]  亞國就搶了以蘇他哥哥的長子的名分
[00:08:08.280 --> 00:08:09.960]  結果他就要逃走了
[00:08:09.960 --> 00:08:12.560]  他逃到他舅父拉班那裏
[00:08:12.560 --> 00:08:14.840]  拉班那裏他很成功
[00:08:14.840 --> 00:08:18.040]  他的家庭一直這麼壯大
[00:08:18.040 --> 00:08:19.440]  他娶了他的妻子
[00:08:19.440 --> 00:08:23.480]  就決定離開他的舅父回返迦南地
[00:08:23.480 --> 00:08:24.880]  當他過了大學的時候
[00:08:24.880 --> 00:08:26.800]  他心情感到很不安
[00:08:26.800 --> 00:08:29.720]  我們看到33、32章的時候
[00:08:29.720 --> 00:08:30.560]  他非常不安
[00:08:30.560 --> 00:08:33.480]  因為他要回去面對他的哥哥以蘇
[00:08:33.480 --> 00:08:38.760]  他不知道怎樣去能夠渡過這個軍事力量
[00:08:38.760 --> 00:08:41.840]  以蘇是強大的軍隊
[00:08:41.840 --> 00:08:44.400]  他的家族很強大
[00:08:44.400 --> 00:08:48.360]  亞國本身就拖著他的子女
[00:08:48.360 --> 00:08:52.800]  很小的子女十多歲的子女和他的家族
[00:08:52.800 --> 00:08:55.200]  去過了大學回到迦南地的時候
[00:08:55.200 --> 00:08:58.040]  是非常冒險的情況
[00:08:58.040 --> 00:09:05.680]  結果當晚晚上就和神有摔跤的時候
[00:09:05.680 --> 00:09:08.920]  神還贏了那場摔跤
[00:09:08.920 --> 00:09:11.960]  結果改名為「二十四年」
[00:09:11.960 --> 00:09:19.920]  但是當中他又被神一使者
[00:09:19.920 --> 00:09:22.360]  即是他碰到他的大腿窩
[00:09:22.360 --> 00:09:25.720]  結果就斜腿了 結果就殘廢了
[00:09:25.720 --> 00:09:29.520]  他還怎樣去面對這個以蘇呢?
[00:09:29.520 --> 00:09:32.440]  結果神很奇妙
[00:09:32.440 --> 00:09:34.120]  神的教訓就是
[00:09:34.120 --> 00:09:38.400]  他不是依靠亞國 依靠他自己的能力
[00:09:38.400 --> 00:09:41.720]  反而是依靠神的能力
[00:09:41.720 --> 00:09:47.760]  將他安然地去面對這個以蘇 他的哥哥以蘇
[00:09:47.760 --> 00:09:50.880]  就成功安全地進入了迦南地
[00:09:50.880 --> 00:09:54.840]  就經過了士劍城這個地方進入迦南地
[00:09:54.840 --> 00:09:57.040]  所以他在那塊地那裡
[00:09:57.040 --> 00:10:00.040]  就和當地的居民買了一塊地
[00:10:00.040 --> 00:10:02.280]  去建築了一座壇
[00:10:02.280 --> 00:10:06.720]  這座壇名為「伊利爾羅伊」
[00:10:06.720 --> 00:10:10.080]  就是神 以色列的神
[00:10:10.080 --> 00:10:13.320]  他當時的名字已經被改為以色列
[00:10:13.320 --> 00:10:15.800]  不要依靠自己的能力
[00:10:15.800 --> 00:10:20.080]  反而要依靠神去面對人生的挑戰
[00:10:20.080 --> 00:10:22.680]  所以這個士劍的地方
[00:10:22.680 --> 00:10:25.160]  在以色列的民族當中
[00:10:25.160 --> 00:10:30.640]  阿伯拉罕和神納約是一個民族
[00:10:30.640 --> 00:10:33.520]  土地和一個祝福的約
[00:10:33.520 --> 00:10:38.520]  以色列本人在那裡又築了一個壇
[00:10:38.520 --> 00:10:41.880]  因為他經歷了神的保守帶領
[00:10:41.880 --> 00:10:44.520]  他的能力能夠進入了迦南地
[00:10:44.520 --> 00:10:46.600]  回到迦南地的地方
[00:10:46.600 --> 00:10:49.360]  所以在那裡建立了分別
[00:10:49.360 --> 00:10:50.640]  他們建了壇
[00:10:50.640 --> 00:10:54.240]  當約斯亞來到第八章的時候
[00:10:54.240 --> 00:10:56.720]  他聽從摩西的吩咐
[00:10:56.720 --> 00:10:58.040]  在《生命記》的吩咐
[00:10:58.040 --> 00:11:00.760]  摩西在《生命記》這樣吩咐他
[00:11:00.760 --> 00:11:02.320]  你要回去
[00:11:02.320 --> 00:11:04.400]  當你進到迦南地的時候
[00:11:04.400 --> 00:11:08.640]  要上到以巴魯山這個地方
[00:11:08.640 --> 00:11:14.120]  建立一座壇去獻祭
[00:11:14.120 --> 00:11:18.000]  因為這個是神的應許 神的祝福當中
[00:11:18.000 --> 00:11:20.600]  這個以巴魯山是一個很高的山
[00:11:20.600 --> 00:11:26.200]  大約是2860多呎的山
[00:11:26.200 --> 00:11:29.320]  和大霧山 香港的大霧山有得比的
[00:11:29.320 --> 00:11:32.360]  大霧山是3100呎左右
[00:11:32.360 --> 00:11:34.440]  它和大霧山差不多那麼高
[00:11:34.440 --> 00:11:36.440]  當他們上到這個山的時候
[00:11:36.440 --> 00:11:38.360]  真的可以瞭望到
[00:11:38.360 --> 00:11:40.960]  看到迦南地的全地
[00:11:40.960 --> 00:11:44.160]  除了南地那邊看不到之外
[00:11:44.160 --> 00:11:46.720]  迦南地幾乎是看得到的
[00:11:46.720 --> 00:11:50.800]  所以我的景觀是非常壯觀的情況
[00:11:50.800 --> 00:11:53.920]  剛才我開頭的相片當中
[00:11:53.920 --> 00:11:58.480]  相片都是在慈劍這個地方
[00:11:58.480 --> 00:11:59.960]  他們在那裏建了壇
[00:11:59.960 --> 00:12:02.200]  他就聽從摩西的吩咐
[00:12:02.200 --> 00:12:06.240]  就用未動過鐵器的
[00:12:06.240 --> 00:12:10.600]  不是用鐵器所撞的石頭上面
[00:12:10.600 --> 00:12:13.560]  就建了一個壇 在上面建了壇
[00:12:13.560 --> 00:12:18.080]  吩咐他們將以色列的律法
[00:12:18.080 --> 00:12:21.520]  摩西的律法寫在這些石頭上面
[00:12:21.520 --> 00:12:26.280]  接著眾人就在那裏獻梵祭和平安祭
[00:12:26.280 --> 00:12:27.960]  這些律法書所記載的
[00:12:27.960 --> 00:12:31.400]  很可能就是摩西五經當中的生命記
[00:12:31.400 --> 00:12:37.200]  27章和28章提到耶和華神所走的
[00:12:37.200 --> 00:12:39.720]  如果聽從耶和華神的話
[00:12:39.720 --> 00:12:41.040]  就會得到祝福
[00:12:41.040 --> 00:12:45.000]  不聽從 犯了耶和華神所憎惡的罪的時候
[00:12:45.000 --> 00:12:46.680]  就會受到詛咒
[00:12:46.680 --> 00:12:49.400]  所以這是一個很大的選擇
[00:12:49.400 --> 00:12:52.880]  他們給這些律法書
[00:12:52.880 --> 00:12:55.600]  就給了以色列民一個選擇
[00:12:55.600 --> 00:12:58.320]  你究竟是不是跟從耶和華神
[00:12:58.320 --> 00:13:00.360]  跟從耶和華神就得到祝福
[00:13:00.360 --> 00:13:02.760]  他在這個地方建了壇之後
[00:13:02.760 --> 00:13:05.520]  就在那裏獻梵祭和平安祭
[00:13:05.520 --> 00:13:09.280]  梵祭我們就知道
[00:13:09.280 --> 00:13:11.720]  在利美記第一章那裏提到
[00:13:11.720 --> 00:13:15.560]  獻梵祭就將一個動物完全燒
[00:13:15.560 --> 00:13:19.400]  獻給神 熱心的梵祭獻給神
[00:13:19.400 --> 00:13:22.800]  平安祭就將那些動物燒熟了
[00:13:22.800 --> 00:13:28.720]  留給他們有這幫敬拜的人
[00:13:28.720 --> 00:13:31.640]  有得享用 有得聚在一起去吃
[00:13:31.640 --> 00:13:32.920]  有歡樂的時候
[00:13:32.920 --> 00:13:34.600]  所以他們獻祭的時候
[00:13:34.600 --> 00:13:36.480]  不會只是獻給平安祭的
[00:13:36.480 --> 00:13:39.680]  通常都會連在一起去梵祭
[00:13:39.680 --> 00:13:40.880]  獻祭給神
[00:13:40.880 --> 00:13:44.840]  之後有其他的用平安祭來
[00:13:44.840 --> 00:13:47.200]  有一起去聚餐的時候
[00:13:47.200 --> 00:13:51.760]  見到他們這個是慶祝神的典禮
[00:13:51.760 --> 00:13:55.680]  這個是表明了神帶以色列民
[00:13:55.680 --> 00:13:58.680]  發達成功地進入迦南地
[00:13:58.680 --> 00:14:00.960]  一種慶祝的典禮
[00:14:00.960 --> 00:14:06.000]  去感恩 去敬拜耶和華神
[00:14:06.000 --> 00:14:09.440]  除了用來祝壇的那塊石之外
[00:14:09.440 --> 00:14:13.800]  以色列民就找了其它的石頭
[00:14:13.800 --> 00:14:17.920]  將摩西所吩咐的律法寫在上面
[00:14:17.920 --> 00:14:23.560]  他照著《新民記》27章提到
[00:14:23.560 --> 00:14:29.400]  在那裡的石頭上面就弄了石灰在上面
[00:14:29.400 --> 00:14:34.720]  然後就在石頭上面寫下祝福的說話
[00:14:34.720 --> 00:14:37.280]  在《新民記》27章和28章
[00:14:37.280 --> 00:14:40.040]  所提到祝福和奏助的說話
[00:14:40.040 --> 00:14:43.760]  都抄得在石頭上面
[00:14:43.760 --> 00:14:47.560]  以色列眾人結果獻祭之後抄完
[00:14:47.560 --> 00:14:50.160]  獻祭完 抄完
[00:14:50.160 --> 00:14:53.360]  之後他們就分成三隊人
[00:14:53.360 --> 00:14:56.000]  約桂就在山谷當中
[00:14:56.000 --> 00:14:57.600]  這個圖看到
[00:14:57.600 --> 00:14:59.720]  中間你見到V字兩座山
[00:14:59.720 --> 00:15:01.360]  左右兩座山
[00:15:01.360 --> 00:15:03.040]  左邊那座山就是
[00:15:03.040 --> 00:15:05.400]  我們現在是從東方看著它
[00:15:05.400 --> 00:15:08.360]  左邊那座山是南面的
[00:15:08.360 --> 00:15:13.200]  在南面那裡就是基里森山
[00:15:13.200 --> 00:15:19.400]  在右手邊所看到的
[00:15:19.400 --> 00:15:25.600]  那座北面就是那座的以巴盧山上面
[00:15:25.600 --> 00:15:28.720]  約桂就在山谷兩座山的中間
[00:15:28.720 --> 00:15:33.080]  和那些尼米人就在那裡 站在那裡
[00:15:33.080 --> 00:15:37.600]  接著有一半的以色列民 就是六個支派
[00:15:37.600 --> 00:15:39.840]  六個支派就是當時的
[00:15:39.840 --> 00:15:43.880]  就在《新民記》27章我們提到
[00:15:43.880 --> 00:15:51.920]  西面、尼米、猶大、以撒加、約瑟、
[00:15:51.920 --> 00:16:00.240]  貝納敏這些支派就在基里山上對著以巴盧山那裡
[00:16:00.240 --> 00:16:05.080]  去講祝福的經文的律法
[00:16:05.080 --> 00:16:08.600]  講完對著它講祝福的說話
[00:16:08.600 --> 00:16:11.560]  另外六個支派
[00:16:11.560 --> 00:16:17.400]  劉變、加德拉、阿徹、西布倫、丹、拿弗塔尼
[00:16:17.400 --> 00:16:24.400]  他們就在以巴盧山上宣佈咒助的律法
[00:16:24.400 --> 00:16:28.640]  他們講完祝福 講完咒助
[00:16:28.640 --> 00:16:33.720]  每次都講一句 講完之後就在對面那座山講阿門
[00:16:33.720 --> 00:16:37.640]  就在那裡有宣讀的情況出現
[00:16:37.640 --> 00:16:43.040]  他們抄了 接著就宣讀出來了
[00:16:43.040 --> 00:16:45.400]  隨後第34節就說
[00:16:45.400 --> 00:16:48.880]  「約瑟雅就將律法上的祝福、咒助的話
[00:16:48.880 --> 00:16:54.320]  照著律法書上的一切寫好了 都宣讀一篇
[00:16:54.320 --> 00:16:57.400]  和摩西所吩咐的一切話
[00:16:57.400 --> 00:17:01.520]  約瑟雅在全民、回眾、妻子、婦女當中
[00:17:01.520 --> 00:17:06.680]  幾個的面前 無一句沒有宣讀出來」
[00:17:06.680 --> 00:17:09.480]  所以我們看到這幾節的經文當中
[00:17:09.480 --> 00:17:16.360]  可以看到這是一種典禮去再次去更新
[00:17:16.360 --> 00:17:20.360]  這個耶和華所給我們立的約
[00:17:20.360 --> 00:17:24.320]  這幾個的約包括了剛才所提到的阿伯拉罕之約
[00:17:24.320 --> 00:17:29.920]  就將一個民族、它的地方
[00:17:29.920 --> 00:17:35.360]  和祝福這個英雄跟以色列民立約
[00:17:35.360 --> 00:17:42.080]  神藉著這個納約去救贖和祝福以色列民
[00:17:42.080 --> 00:17:46.160]  我們看到《生命記》第30章1至10節那裡
[00:17:46.160 --> 00:17:52.080]  都提到如果以色列民如果聽從耶和華的教導的時候
[00:17:52.080 --> 00:17:56.040]  好像剛才他們所讀的律法的經文的時候
[00:17:56.040 --> 00:17:57.360]  他們就得到祝福
[00:17:57.360 --> 00:18:01.560]  不然他們就會有各樣的咒助出現
[00:18:01.560 --> 00:18:05.880]  無論是疾病也好 去受到真箭也好
[00:18:05.880 --> 00:18:12.600]  受到被亡國去被俘虜去到外地也好
[00:18:12.600 --> 00:18:16.000]  這些都是如果他不跟從耶和華的教導的時候
[00:18:16.000 --> 00:18:18.000]  就會受到懲罰
[00:18:18.000 --> 00:18:26.600]  所以這裡的約是一個非常重要的一種的更新
[00:18:26.600 --> 00:18:29.080]  他們重新在這裡同神立約
[00:18:29.080 --> 00:18:33.960]  表示看到約書亞對神的信服
[00:18:33.960 --> 00:18:41.160]  又看到以色列人在當中的參與去答應
[00:18:41.160 --> 00:18:43.400]  繼續去跟隨神
[00:18:43.400 --> 00:18:50.000]  這個是非常興奮、非常祝福、被神祝福的典禮
[00:18:50.000 --> 00:18:51.760]  我們看到這裡的時候
[00:18:51.760 --> 00:18:55.440]  我們可以繼續看今天的主題
[00:18:55.440 --> 00:19:01.080]  我們在怎樣去踏上生命的新階段呢?
[00:19:01.080 --> 00:19:06.840]  第一 我們要復興我們跟神的關係
[00:19:06.840 --> 00:19:09.880]  當約書亞成功地過了約旦河
[00:19:09.880 --> 00:19:13.200]  攻陷了耶利哥城和艾城之後
[00:19:13.200 --> 00:19:18.720]  他就立即去到事件的地方
[00:19:18.720 --> 00:19:22.640]  以巴魯山去祝壇獻祭
[00:19:22.640 --> 00:19:27.200]  這個是根據摩西的吩咐去完成
[00:19:27.200 --> 00:19:31.560]  他深知道、明白到這些耶和華神
[00:19:31.560 --> 00:19:37.960]  他是背後耶和華的軍隊去幫他打這場仗
[00:19:37.960 --> 00:19:41.240]  成功地進入了迦南地
[00:19:41.240 --> 00:19:46.000]  他繼續去進攻之前、打仗之前
[00:19:46.000 --> 00:19:50.760]  他就去獻祭、去重新建立、認定
[00:19:50.760 --> 00:19:55.400]  跟神的關係、跟神索納、跟民族索納的約
[00:19:55.400 --> 00:20:00.000]  我們自己都好像有同樣的情況出現
[00:20:00.000 --> 00:20:04.040]  我們成功地過去那一年
[00:20:04.040 --> 00:20:08.320]  安全地渡過這個疫情
[00:20:08.320 --> 00:20:11.760]  我們清楚明白到都是神的報仇
[00:20:11.760 --> 00:20:14.280]  我們在這個新階段的時候
[00:20:14.280 --> 00:20:18.000]  我們有新的秩序 所謂的New Normal
[00:20:18.000 --> 00:20:23.200]  重新有一個新的秩序 怎樣去敬拜的情況之下
[00:20:23.200 --> 00:20:25.120]  我們在安全的情況之下
[00:20:25.120 --> 00:20:30.840]  大家神會帶領在適當的時候
[00:20:30.840 --> 00:20:36.840]  會帶大家回到神的殿中 一同去敬拜祂
[00:20:36.840 --> 00:20:41.880]  我期望在這個社會重開的時候
[00:20:41.880 --> 00:20:45.240]  大家的靈命、大家的宿命的情況
[00:20:45.240 --> 00:20:48.680]  在過去一年有成長的機會
[00:20:48.680 --> 00:20:51.800]  我又有個盼望 開放之後
[00:20:51.800 --> 00:20:54.760]  大家的成長是會繼續成長
[00:20:54.760 --> 00:20:57.680]  不會因為多了其它的活動
[00:20:57.680 --> 00:21:03.040]  或者要去四處的旅遊、探親都好
[00:21:03.040 --> 00:21:05.800]  透過各樣的機會當中
[00:21:05.800 --> 00:21:11.360]  大家仍然會去緊緊的去跟隨神
[00:21:11.360 --> 00:21:15.800]  但是在這個新的階段的時候
[00:21:15.800 --> 00:21:17.800]  進入這個新階段的時候
[00:21:17.800 --> 00:21:22.240]  我期望大家重新與神去立志
[00:21:22.240 --> 00:21:26.080]  去復興我們與神的關係
[00:21:26.080 --> 00:21:30.560]  好像我們有些會籍一樣
[00:21:30.560 --> 00:21:35.360]  我們去一些店鋪要進入那些會
[00:21:35.360 --> 00:21:42.320]  去每年續約去更新我們的會籍
[00:21:42.320 --> 00:21:44.320]  我們與神的關係
[00:21:44.320 --> 00:21:48.840]  我們要每個階段開始的時候
[00:21:48.840 --> 00:21:51.320]  都要不斷的更新
[00:21:51.320 --> 00:21:55.800]  重新去紀念到神與我們立了約
[00:21:55.800 --> 00:21:59.000]  是神會祝福我們
[00:21:59.000 --> 00:22:02.760]  我們再次這樣與神去立約
[00:22:02.760 --> 00:22:06.800]  去明白到我們要跟隨神的決心
[00:22:06.800 --> 00:22:11.960]  第二點 經文提到我們要時常提醒我們
[00:22:11.960 --> 00:22:14.840]  要時常反覆思考神的話
[00:22:14.840 --> 00:22:24.880]  約書亞跟著摩西的吩咐去敬拜神
[00:22:24.880 --> 00:22:27.360]  去獻梵祭和平安祭
[00:22:27.360 --> 00:22:32.600]  之後他也在抄寫這個律法
[00:22:32.600 --> 00:22:36.040]  在那裏中讀給他的會眾聽到
[00:22:36.040 --> 00:22:38.040]  這裏提醒我們
[00:22:38.040 --> 00:22:41.000]  我們要反覆思考神的話
[00:22:41.000 --> 00:22:46.000]  神藉著主耶穌基督來與我們說話
[00:22:46.000 --> 00:22:48.960]  好像希伯來書第一章的第一節至第二節
[00:22:48.960 --> 00:22:50.960]  這樣提醒我們
[00:22:50.960 --> 00:22:56.080]  神記載古時藉著眾先知多次多方的曉譽列祖
[00:22:56.080 --> 00:23:00.000]  藉著摩西告訴我們
[00:23:00.000 --> 00:23:05.040]  我們應該怎樣去行
[00:23:05.040 --> 00:23:08.240]  現在在摩西的時候
[00:23:08.240 --> 00:23:11.760]  神是藉著他兒子曉譽我們
[00:23:11.760 --> 00:23:15.440]  由早已立他為承受萬有的
[00:23:15.440 --> 00:23:19.720]  他也曾藉著他創造諸世界
[00:23:19.720 --> 00:23:24.200]  神的兒子主耶穌基督是創造宇宙萬物的神
[00:23:24.200 --> 00:23:28.040]  父神是藉著主耶穌基督來到我們當中
[00:23:28.040 --> 00:23:31.160]  將神的話語告訴我們
[00:23:31.160 --> 00:23:34.960]  主耶穌基督已經渡成肉身來到我們中間
[00:23:34.960 --> 00:23:37.920]  所以我們可以看著藉著主耶穌基督
[00:23:37.920 --> 00:23:43.360]  我們能夠明白到神所應許我們的
[00:23:43.360 --> 00:23:44.960]  所叫我們去遵行的
[00:23:44.960 --> 00:23:48.160]  我們從祂身上明白到神的旨意
[00:23:48.160 --> 00:23:50.680]  在大衛之曰當中
[00:23:50.680 --> 00:23:56.080]  在撒姆爾記下七章十二節至十六節提醒我們
[00:23:56.080 --> 00:23:59.920]  提醒我們這個神的福氣是藉著尼塞亞
[00:23:59.920 --> 00:24:01.600]  而帶給我們
[00:24:01.600 --> 00:24:03.520]  這個就是藉著主耶穌基督
[00:24:03.520 --> 00:24:06.360]  祂的獨身愛子來到我們當中
[00:24:06.360 --> 00:24:08.560]  祂是來承傳律法
[00:24:08.560 --> 00:24:10.080]  不是廢律法
[00:24:10.080 --> 00:24:15.360]  祂來到當中使我們能夠從罪中被拯救出來
[00:24:15.360 --> 00:24:17.520]  而得到神的祝福
[00:24:17.520 --> 00:24:21.520]  所以信靠主耶穌基督的就會得救
[00:24:21.520 --> 00:24:27.160]  我在這裏鼓勵我們在座當中的無道的朋友
[00:24:27.160 --> 00:24:29.760]  如果你真的是神
