
[00:00:00.000 --> 00:00:04.560]  上個月是我來到英國的四週年
[00:04:20.880 --> 00:04:23.040]  讓我們無論是聽的、說的
[00:04:23.040 --> 00:04:25.040]  我們一同去學習
[00:04:25.040 --> 00:04:29.120]  為的是我們真的更賜祢
[00:04:29.120 --> 00:04:31.320]  主,求祢在裡面去幫助人們
[00:04:31.320 --> 00:04:32.840]  我們將到禱告交託
[00:04:32.840 --> 00:04:34.840]  逢主明求,阿門」
[00:04:40.120 --> 00:04:41.600]  「開始這段教導的時候
[00:04:41.600 --> 00:04:43.800]  他用了一個非常嚴厲的語氣
[00:04:43.800 --> 00:04:46.240]  他說:「所以我這樣說
[00:04:46.240 --> 00:04:49.360]  且在主裡鄭重地說」
[00:04:49.360 --> 00:04:50.840]  「鄭重地說」
[00:04:50.840 --> 00:04:53.440]  這句說話在原文的意思
[00:04:53.440 --> 00:04:56.840]  是作見證、鄭重地宣告
[00:04:56.840 --> 00:04:59.920]  是法庭式的語氣
[00:04:59.920 --> 00:05:02.920]  表示保羅不是輕描淡寫
[00:05:02.920 --> 00:05:05.040]  而是以屬靈的權柄
[00:05:05.040 --> 00:05:07.600]  發出了一個正式的警告
[00:05:07.600 --> 00:05:09.040]  他要信徒明白
[00:05:09.040 --> 00:05:12.480]  信仰不單只是一個文化的身份
[00:05:12.480 --> 00:05:14.720]  而是生命的狀態
[00:05:14.720 --> 00:05:17.960]  不是你掛著基督徒這個名牌
[00:05:17.960 --> 00:05:20.920]  就代表你是活在光明裡面
[00:05:20.920 --> 00:05:22.640]  而是你的行事為人
[00:05:22.640 --> 00:05:27.240]  是否反映出你已經屬於基督
[00:05:27.240 --> 00:05:28.240]  保羅這樣說
[00:05:28.240 --> 00:05:30.840]  「你們行事不要再障礙
[00:05:30.840 --> 00:05:33.920]  幫人存虛妄的心行事」
[00:05:33.920 --> 00:05:37.560]  他重複使用了「行事」這個詞語
[00:05:37.560 --> 00:05:41.320]  強調信徒的生活方式
[00:05:41.320 --> 00:05:44.400]  不可以再像未信的人一樣
[00:05:44.400 --> 00:05:46.200]  這裡所說的「愛邦人」
[00:05:46.200 --> 00:05:49.600]  不單只是說到那些種族的身份
[00:05:49.600 --> 00:05:54.080]  更加是指未曾接受耶穌基督救恩的人
[00:05:54.080 --> 00:05:58.440]  他們這群人活在虛妄裡面
[00:05:58.440 --> 00:06:01.080]  他們是有著虛妄之心
[00:06:01.080 --> 00:06:07.240]  追求著一些空洞、無意義、無價值的人生方向
[00:06:07.240 --> 00:06:11.680]  保羅所寫的信不是一些抽象的理論
[00:06:11.680 --> 00:06:16.120]  而是針對著信徒所身處的文化環境
[00:06:16.120 --> 00:06:18.040]  以忽所成這個地方
[00:06:18.040 --> 00:06:21.400]  這個城市在羅馬帝國亞洲省
[00:06:21.400 --> 00:06:23.520]  最重要的都會之一
[00:06:23.520 --> 00:06:26.280]  人口當時有超過20萬人
[00:06:26.280 --> 00:06:31.640]  政治、經濟、宗教、文化都極具影響力
[00:06:31.640 --> 00:06:34.880]  當中這個城市最著名的地標
[00:06:34.880 --> 00:06:37.360]  是亞底米女神廟
[00:06:37.360 --> 00:06:40.200]  是當時世界七大奇蹟之一
[00:06:40.200 --> 00:06:44.280]  亞底米被視為新玉和豐收之神
[00:06:44.280 --> 00:06:49.400]  它的崇拜是充滿著淫亂和迷信
[00:06:49.400 --> 00:06:55.080]  廟宇裡面甚至有聖祭的制度
[00:06:55.080 --> 00:07:00.880]  整個城市都圍繞著偶像、神像、邪術、放縱、私慾
[00:07:00.880 --> 00:07:05.160]  是一個淑寧黑暗極深的地方
[00:07:05.160 --> 00:07:09.480]  以忽所也是一個商業的重鎮
[00:07:09.480 --> 00:07:12.280]  港口發達,貿易興盛
[00:07:12.280 --> 00:07:18.160]  當地有大量的工匠製作銀製的神像
[00:07:18.160 --> 00:07:20.480]  供奉亞底米神
[00:07:20.480 --> 00:07:23.920]  保羅在《使徒行傳》十九章
[00:07:23.920 --> 00:07:26.800]  傳福音去到以忽所的時候
[00:07:26.800 --> 00:07:28.720]  因為太多人信主
[00:07:28.720 --> 00:07:31.520]  所以他們不再買那些神像
[00:07:31.520 --> 00:07:36.920]  導致銀像的行業大受打擊
[00:07:36.920 --> 00:07:39.680]  以致引發了暴動
[00:07:39.680 --> 00:07:44.480]  這件事反映了福音不單只是改變個人的生命
[00:07:44.480 --> 00:07:52.640]  更加可以挑戰整個城市的價值體系和經濟結構
[00:07:52.640 --> 00:07:54.960]  在這樣的城市生活
[00:07:54.960 --> 00:07:57.640]  信徒很容易被剝削
[00:07:57.640 --> 00:08:01.080]  很容易被這些文化侵蝕
[00:08:01.080 --> 00:08:02.920]  保羅要他們明白
[00:08:02.920 --> 00:08:07.160]  你們不可以再像外邦人那樣去過活
[00:08:07.160 --> 00:08:09.240]  不單止在道德層面
[00:08:09.240 --> 00:08:13.960]  而是整個生命的方向要被轉化
[00:08:13.960 --> 00:08:17.200]  他們全虛妄的心,外邦人
[00:08:17.200 --> 00:08:21.040]  外邦人全虛妄的心不單止是思想空洞
[00:08:21.040 --> 00:08:24.040]  更加是淑寧的視野模糊
[00:08:24.040 --> 00:08:26.840]  追求著一些錯誤的目標
[00:08:26.840 --> 00:08:28.040]  保羅指出
[00:08:28.040 --> 00:08:29.520]  如果再不警醒
[00:08:29.520 --> 00:08:34.520]  信徒都有可能陷在同樣的狀態裏面
[00:08:34.520 --> 00:08:38.760]  思想昏暗,良心麻木,行為敗壞
[00:08:38.760 --> 00:08:42.000]  最終和神的生命隔絕
[00:08:42.000 --> 00:08:44.440]  而18至19節
[00:08:44.440 --> 00:08:47.920]  保羅不單止列出一系列的罪行
[00:08:47.920 --> 00:08:51.600]  而是他畫出一條寧命下滑的斜坡
[00:08:51.600 --> 00:08:56.160]  由思想開始,滑落到心靈、情感、行為
[00:08:56.160 --> 00:08:58.520]  最終和神隔絕
[00:08:58.520 --> 00:09:04.480]  其實他早已在2章1至3節講過類似的內容
[00:09:04.480 --> 00:09:06.240]  而來到第4章
[00:09:06.240 --> 00:09:10.320]  他講得更加深入,更加具體
[00:09:10.320 --> 00:09:15.080]  我有一個表,大家可以看見這個對比
[00:09:15.080 --> 00:09:20.360]  其實2章1至3節是罪的普遍性和本質
[00:09:20.360 --> 00:09:26.320]  而4章18至19節是講到罪的進程和結果
[00:09:26.320 --> 00:09:31.560]  在屬靈層面、思想層面、行為表現、內心的狀態
[00:09:31.560 --> 00:09:36.120]  罪的動力、屬靈的視野、墮落的模式
[00:09:36.120 --> 00:09:42.080]  在4章18至19節都是講得更加的深入
[00:09:42.080 --> 00:09:46.280]  更加進一步提醒這班的信徒
[00:09:46.280 --> 00:09:50.840]  這個對照不單止幫我們去理解這段經文
[00:09:50.840 --> 00:09:53.640]  亦是一面屬靈鏡子
[00:09:53.640 --> 00:10:01.560]  照耀我們是否活在一個舊人的模式裏面
[00:10:01.560 --> 00:10:06.320]  保羅指出,這些罪不單止是行為的問題
[00:10:06.320 --> 00:10:10.560]  會令我們屬靈視野都模糊
[00:10:10.560 --> 00:10:15.440]  我們心靈會硬化,我們的良心麻木去導致
[00:10:15.440 --> 00:10:19.160]  人以為自己有道德、有智慧、有自由
[00:10:19.160 --> 00:10:22.360]  但其實都可能是活在黑暗裏面
[00:10:22.360 --> 00:10:25.200]  和神的生命隔絕
[00:10:25.200 --> 00:10:32.000]  經文說,心地昏昧,只看不到真理
[00:10:32.000 --> 00:10:34.280]  只看到世界的價值
[00:10:34.280 --> 00:10:38.960]  無知和剛硬,只知道我們拒絕神的話語
[00:10:38.960 --> 00:10:40.680]  不願意悔改
[00:10:40.680 --> 00:10:44.120]  麻木不仁,只知道失去了羞恥感
[00:10:44.120 --> 00:10:46.720]  不再為罪去擇心
[00:10:46.720 --> 00:10:51.040]  慌張與貪婪不單止是犯罪
[00:10:51.040 --> 00:10:54.520]  更加是沉迷在這個罪裏面
[00:10:54.520 --> 00:10:58.400]  最重要的不是你犯了甚麼罪
[00:10:58.400 --> 00:11:00.920]  而是他很想表達
[00:11:00.920 --> 00:11:04.920]  這些未信的人他們和神的關係隔絕了
[00:11:04.920 --> 00:11:08.840]  活在自我中心裏面
[00:11:08.840 --> 00:11:13.360]  鼎師妹雖然這段經文是講外邦人
[00:11:13.360 --> 00:11:16.920]  但亦提醒今日我們的信徒
[00:11:16.920 --> 00:11:20.640]  我們不可以像外邦人那樣去活
[00:11:20.640 --> 00:11:24.240]  屬靈的冷淡不是一夜之間發生
[00:11:24.240 --> 00:11:27.240]  而是慢慢滑落的狀態
[00:11:27.240 --> 00:11:33.200]  如果我們不警醒,就很容易掉回這個罪裏面
[00:11:33.200 --> 00:11:36.880]  我們以為自己有信仰,其實心地昏昧
[00:11:36.880 --> 00:11:41.280]  我們以為自己有道德,其實我們在拒絕真理
[00:11:41.280 --> 00:11:45.720]  我們以為自己沒有問題,其實已經麻木
[00:11:45.720 --> 00:11:51.520]  我們以為自己有自由,其實已經沉迷在罪裏面
[00:11:51.520 --> 00:11:56.960]  但感恩耶穌為我們這種狀態而來
[00:11:56.960 --> 00:11:59.560]  祂不單止赦免我們的罪
[00:11:59.560 --> 00:12:03.800]  更加要打破這個隔絕,重建關係
[00:12:03.800 --> 00:12:10.000]  恢復和我們的關係,給我們有新的生命
[00:12:10.000 --> 00:12:15.320]  剛剛星期五,當我看回Facebook的一些回顧的時候
[00:12:15.320 --> 00:12:21.720]  原來五年前10月24日是我送別我爸爸的日子
[00:12:21.720 --> 00:12:23.960]  當日是他的安息禮拜
[00:12:23.960 --> 00:12:26.760]  雖然我仍然很掛念他
[00:12:26.760 --> 00:12:30.680]  但是當我想起他這一刻和天父一起
[00:12:30.680 --> 00:12:33.040]  我都是心存感恩
[00:12:33.040 --> 00:12:36.480]  我爸爸是一個無神論主義者
[00:12:36.480 --> 00:12:42.480]  他至少是依靠自己去生活
[00:12:42.480 --> 00:12:46.560]  我奶奶在他三歲的時候已經離開了
[00:12:46.560 --> 00:12:51.880]  而我爺爺也是一個製造麻煩給我爸爸的人
[00:12:51.880 --> 00:12:58.640]  所以成長的過程裏面,我爸爸的依靠就是他姑媽
[00:12:58.640 --> 00:13:06.600]  他小時候是自己做學徒,發展他的事業,有自己的生意
[00:13:06.600 --> 00:13:12.600]  並且娶了我媽媽,然後生了三個子女
[00:13:12.600 --> 00:13:18.200]  其實過程很不容易,但是他也一一過得了
[00:13:18.200 --> 00:13:23.880]  所以對他來說,他不需要神
[00:13:23.880 --> 00:13:30.240]  因為他自己都可以處理到所有的問題
[00:13:30.240 --> 00:13:34.760]  所以對他來說,他作為一個傳道人的父母
[00:13:34.760 --> 00:13:36.240]  他很會做的
[00:13:36.240 --> 00:13:42.360]  「你教會有懇親主日,要帶我去交貨」
[00:13:42.360 --> 00:13:48.440]  「那就去吧,但是先講明,我去到就睡覺的」
[00:13:48.440 --> 00:13:53.080]  「你行不行?我OK我自去」
[00:13:53.080 --> 00:13:58.880]  我一直在想,他應該不會相信耶穌
[00:13:58.880 --> 00:14:06.560]  一個可以靠自己過得這麼多難關的人,不會相信耶穌
[00:14:06.560 --> 00:14:14.120]  但是在2015年,他因為小便不舒服,就叫我去看醫生
[00:14:14.120 --> 00:14:20.880]  輾轉之下,醫生覺得他不是小便有問題
[00:14:20.880 --> 00:14:24.160]  而是腸有問題
[00:14:24.160 --> 00:14:29.880]  所以我們就去醫院照正電子掃描
[00:14:29.880 --> 00:14:39.280]  一照,結果出來就是他的腸有癌細胞在裏面
[00:14:39.280 --> 00:14:45.480]  那一晚對他來說是他人生最難過的日子
[00:14:45.480 --> 00:14:55.840]  「我過去可以解決很多問題,但這一刻他很不安」
[00:14:55.840 --> 00:15:02.480]  「他有很多恐懼,擔心會死,生命毫無盼望」
[00:15:02.480 --> 00:15:09.240]  當我看這段經文的時候,其實心裏就想起他當日在醫院的情景
[00:15:09.240 --> 00:15:16.080]  但是感恩,他後來缺了自信主
[00:15:16.080 --> 00:15:18.760]  我們繼續看經文
[00:15:18.760 --> 00:15:23.280]  四章二十至二十一節,他教我們要學習基督
[00:15:23.280 --> 00:15:26.080]  一個門徒生命的呼召
[00:15:26.080 --> 00:15:27.480]  二十節這樣說
[00:15:27.480 --> 00:15:31.520]  「但你們從基督學的不是這樣」
[00:15:31.520 --> 00:15:38.200]  「如果你們聽過他的道,領了他的教,因為真理就在耶穌裏面」
[00:15:38.200 --> 00:15:43.960]  保羅在這段經文裏面用了一句很強烈的對比作為轉接
[00:15:43.960 --> 00:15:48.040]  「但你們從基督學的不是這樣」
[00:15:48.040 --> 00:15:53.280]  他指出,信徒不應該效法外邦人的生活方式
[00:15:53.280 --> 00:15:58.360]  而是要進入一個門徒式的生命關係
[00:15:58.360 --> 00:16:05.000]  信仰不單只是理性的同意,而是生命的跟隨
[00:16:05.000 --> 00:16:12.360]  學習基督在新約裏面,這個詞語是一個罕見的用法
[00:16:12.360 --> 00:16:16.240]  不是在學一套教義,而是在學一個人
[00:16:16.240 --> 00:16:18.040]  這個人是耶穌
[00:16:18.040 --> 00:16:21.360]  保羅在二十一節用了三個詞語去表達
[00:16:21.360 --> 00:16:27.360]  描繪著屬靈學習的漸進過程
[00:16:27.360 --> 00:16:28.600]  這三個動作
[00:16:28.600 --> 00:16:32.840]  「聽」、「受教」、「真理在他裏面」
[00:16:32.840 --> 00:16:35.880]  不是一個語言的結構
[00:16:35.880 --> 00:16:40.240]  更加是一個門徒生命的三個屬靈階段
[00:16:40.240 --> 00:16:43.960]  保羅不是在講一套宗教的規條
[00:16:43.960 --> 00:16:47.640]  而是在講一種生命的關係
[00:16:47.640 --> 00:16:54.200]  你們不單只是知道基督,而是要學習基督
[00:16:54.200 --> 00:16:55.640]  「聽過他的道」
[00:16:55.640 --> 00:16:59.320]  這個「聽」不單只是在講耳朵的接收
[00:16:59.320 --> 00:17:02.080]  更加是我們心靈的打開
[00:17:02.080 --> 00:17:04.280]  願意聽神的話語
[00:17:04.280 --> 00:17:07.520]  這個是信仰旅程的起點
[00:17:07.520 --> 00:17:09.480]  人第一次接觸福音
[00:17:09.480 --> 00:17:12.560]  第一次聽到耶穌的聲音
[00:17:12.560 --> 00:17:14.440]  圓文強調
[00:17:14.440 --> 00:17:19.040]  聽見他自己不是聽關於耶穌的東西
[00:17:19.040 --> 00:17:23.160]  而是聽耶穌親自的講話
[00:17:23.160 --> 00:17:28.080]  表示到信徒不是接收一些信息
[00:17:28.080 --> 00:17:30.240]  不是接收一些知識
[00:17:30.240 --> 00:17:33.720]  而是進入一段的關係裏面
[00:17:33.720 --> 00:17:35.760]  弟兄姊妹你還記不記得
[00:17:35.760 --> 00:17:40.640]  你第一次接觸主耶穌的愛是何時呢?
[00:17:40.640 --> 00:17:43.960]  你的心開啟給主耶穌的時候
[00:17:43.960 --> 00:17:47.480]  你當時的感受是怎樣的呢?
[00:17:47.480 --> 00:17:52.760]  願意主讓我們回顧當初的那份愛
[00:17:52.760 --> 00:17:54.680]  領了他的教
[00:17:54.680 --> 00:17:56.080]  圓文的意思是
[00:17:56.080 --> 00:18:03.160]  在他裏面受教,重述了接觸不斷教導的要點
[00:18:03.160 --> 00:18:05.520]  表示不單止是聽見
[00:18:05.520 --> 00:18:08.880]  而是要進入基督裏面去學習
[00:18:08.880 --> 00:18:12.880]  這個受教不是在課室裏面聽一堂書
[00:18:12.880 --> 00:18:15.680]  而是一個門徒式的學習
[00:18:15.680 --> 00:18:17.920]  生命要被塑造
[00:18:17.920 --> 00:18:20.120]  價值要被更新
[00:18:20.120 --> 00:18:23.360]  在他裏面表示學習不是抽離
[00:18:23.360 --> 00:18:26.520]  而是與基督連結
[00:18:26.520 --> 00:18:29.040]  不單止是一個知識的吸收
[00:18:29.040 --> 00:18:32.040]  而是生命的轉化
[00:18:32.040 --> 00:18:34.400]  真理在他裏面
[00:18:34.400 --> 00:18:40.320]  這句話是整段經文裏面的屬靈的高峰
[00:18:40.320 --> 00:18:43.600]  他不是說你們學了某些真理
[00:18:43.600 --> 00:18:47.080]  而是說你們學了耶穌
[00:18:47.080 --> 00:18:50.920]  而真理就是在耶穌裏面
[00:18:50.920 --> 00:18:56.240]  真理這個字在圓文是沒有一個貫詞的
[00:18:56.240 --> 00:18:59.920]  表示到不是指到某一套真理
[00:18:59.920 --> 00:19:02.600]  而是指到真理的本質
[00:19:02.600 --> 00:19:05.920]  一種屬靈的實境
[00:19:05.920 --> 00:19:07.600]  那種屬靈的實境是甚麼
[00:19:07.600 --> 00:19:10.720]  就是耶穌自己本身
[00:19:10.720 --> 00:19:13.760]  這個真理就是耶穌自己本身
[00:19:13.760 --> 00:19:17.880]  所以信仰不是在理解一套理論
[00:19:17.880 --> 00:19:20.480]  而是進入一段關係
[00:19:20.480 --> 00:19:23.320]  是與耶穌同行
[00:19:23.320 --> 00:19:25.480]  真理不單止要我們明白
[00:19:25.480 --> 00:19:27.440]  更加要活出
[00:19:27.440 --> 00:19:29.240]  不是一個頭腦的知識
[00:19:29.240 --> 00:19:31.520]  而是一個生命的實踐
[00:19:31.520 --> 00:19:33.560]  不是一個抽象的概念
[00:19:33.560 --> 00:19:40.960]  而是具體在生活裏面的選擇和見證
[00:19:40.960 --> 00:19:43.080]  保羅就用了這三個動作
[00:19:43.080 --> 00:19:46.640]  幫我們畫出一條門徒生命的路
[00:19:46.640 --> 00:19:48.840]  聽見打開心靈
[00:19:48.840 --> 00:19:51.000]  開始接觸神的話語
[00:19:51.000 --> 00:19:52.200]  領受
[00:19:52.200 --> 00:19:53.920]  進入基督裏面
[00:19:53.920 --> 00:19:57.440]  讓耶穌教導我們
[00:19:57.440 --> 00:20:00.520]  在祂裏面活出真理
[00:20:00.520 --> 00:20:03.520]  讓生命與祂一致
[00:20:03.520 --> 00:20:06.960]  這個過程不是一次性
[00:20:06.960 --> 00:20:12.320]  可能我們要經常重複持續深化
[00:20:12.320 --> 00:20:14.200]  正如保羅提信徒
[00:20:14.200 --> 00:20:17.760]  我們要在基督裏面長進
[00:20:17.760 --> 00:20:21.120]  真正的門徒不是聽道的人
[00:20:21.120 --> 00:20:23.920]  而是被耶穌教導的人
[00:20:23.920 --> 00:20:29.280]  並且在耶穌裏面願意活出真理的人
[00:20:29.280 --> 00:20:31.080]  保羅所說的學基督
[00:20:31.080 --> 00:20:35.360]  正如耶穌在《馬太福音》十一章二十九節
[00:20:35.360 --> 00:20:37.400]  都有一個教導給我們
[00:20:37.400 --> 00:20:40.640]  「你們當乎我的呃,學我的養食,
[00:20:40.640 --> 00:20:43.240]  因為我心裡柔和謙卑,
[00:20:43.240 --> 00:20:47.280]  你們心裡就必得享安息。」
[00:20:47.280 --> 00:20:49.440]  這句說話不是一個安慰
[00:20:49.440 --> 00:20:51.000]  而是一個呼召
[00:20:51.000 --> 00:20:53.840]  呼召我們每一天去學習基督
[00:20:53.840 --> 00:20:55.280]  效法基督
[00:20:55.280 --> 00:20:57.560]  活出基督
[00:20:57.560 --> 00:21:01.040]  剛才我說我爸爸後來信了耶穌
[00:21:01.040 --> 00:21:05.320]  為什麼他選擇信耶穌
[00:21:05.320 --> 00:21:07.600]  當他拿到報告那天
[00:21:07.600 --> 00:21:09.760]  他那晚還要在醫院
[00:21:09.760 --> 00:21:11.400]  他完全睡不著
[00:21:11.400 --> 00:21:13.840]  那晚沒有睡覺
[00:21:13.840 --> 00:21:16.120]  他第二天早上
[00:21:16.120 --> 00:21:21.720]  傳道人的強項就是馬上想有什麼方法幫他
[00:21:21.720 --> 00:21:23.520]  我就打給阮木
[00:21:23.520 --> 00:21:25.360]  阮木就跟我說
[00:21:25.360 --> 00:21:29.960]  「在窗邊的那個阿伯,我剛才探了他
[00:21:29.960 --> 00:21:32.840]  他昨晚一整晚沒有睡覺
[00:21:32.840 --> 00:21:35.920]  他很害怕,他很不安。」
[00:21:35.920 --> 00:21:37.680]  我說那怎麼辦
[00:21:37.680 --> 00:21:40.400]  我看看他跟他談了什麼
[00:21:40.400 --> 00:21:41.400]  他就說
[00:21:41.400 --> 00:21:44.360]  「他昨晚一整晚沒睡
[00:21:44.360 --> 00:21:46.480]  我跟他談了什麼,他就說
[00:21:46.480 --> 00:21:50.240]  我跟他祈禱,我跟他分享神的愛。」
[00:21:50.240 --> 00:21:53.880]  他祈禱之後覺得舒服了很多
[00:21:53.880 --> 00:21:55.960]  然後他就睡覺
[00:21:55.960 --> 00:21:59.120]  我那一刻小信的我就想
[00:21:59.120 --> 00:22:01.680]  因為他是傳道人的父母
[00:22:01.680 --> 00:22:05.720]  其實他知道怎樣應付其他的傳道同工
[00:22:05.720 --> 00:22:08.240]  你來探我,我當然要用
[00:22:08.240 --> 00:22:11.360]  不要令你太難受
[00:22:11.360 --> 00:22:14.240]  當然說舒服
[00:22:14.240 --> 00:22:17.800]  但到了黃昏我再去看他的時候
[00:22:17.800 --> 00:22:20.200]  他第一句就跟我說
[00:22:20.200 --> 00:22:24.680]  「我昨晚睡不著覺,但是很奇怪
[00:22:24.680 --> 00:22:29.360]  今早那個傳道人來探我和我祈完禱
[00:22:29.360 --> 00:22:31.680]  我就覺得很舒服
[00:22:31.680 --> 00:22:37.040]  我就跟著睡了覺。」
[00:22:37.040 --> 00:22:44.720]  他就是在那個時候願意開放他的心靈給耶穌
[00:22:44.720 --> 00:22:48.280]  然後他在八個月後
[00:22:48.280 --> 00:22:50.320]  突然有一天跟我說
[00:22:50.320 --> 00:22:53.560]  「我這個禮拜要回教會,我要信耶穌。」
[00:22:53.560 --> 00:22:59.440]  然後我說「你是不是說真的,你認真才好。」
[00:22:59.440 --> 00:23:03.480]  他說「是的,我真的信耶穌了,你帶我回教會吧
[00:23:03.480 --> 00:23:06.400]  你幫我找教會吧。」
[00:23:06.400 --> 00:23:11.720]  就是這樣他就開始自己去了元朗一間教會
[00:23:11.720 --> 00:23:17.000]  並且在兩年之後他受浸加入教會
[00:23:17.000 --> 00:23:19.560]  這個過程是令我覺得很奇妙
[00:23:19.560 --> 00:23:24.840]  一個原本是我覺得很困難信主的人
[00:23:24.840 --> 00:23:28.720]  但是就是因為這個病
[00:23:28.720 --> 00:23:34.560]  他由很不安到他願意開放心靈給耶穌
[00:23:34.560 --> 00:23:37.480]  他願意去認識這個主
[00:23:37.480 --> 00:23:39.560]  最後做一個決定
[00:23:39.560 --> 00:23:42.480]  在眾人面前去承認
[00:23:42.480 --> 00:23:44.800]  耶穌是他的主
[00:23:44.800 --> 00:23:47.720]  他身上掛了一隻皮丘
[00:23:47.720 --> 00:23:51.440]  我想長者可能知道什麼是皮丘
[00:23:51.440 --> 00:23:57.800]  其實是一個保佑他的東西
[00:23:57.800 --> 00:23:59.880]  掛了幾十年
[00:23:59.880 --> 00:24:03.720]  但是他在回教會那天就跟我說
[00:24:03.720 --> 00:24:09.480]  「你幫我搞定它,幫我粉碎它。」
[00:24:09.480 --> 00:24:12.000]  信主就是給他一個決心
[00:24:12.000 --> 00:24:19.080]  去跟從前所信的說再見
[00:24:19.080 --> 00:24:24.120]  今天雖然我爸爸信主的歷程只是五年
[00:24:24.120 --> 00:24:25.840]  然後他就安息主懷
[00:24:25.840 --> 00:24:30.520]  但是當我回顧他那五年的日子
