
[00:00:00.000 --> 00:00:02.440]  我們將會繼續看信心的系列
[00:03:54.320 --> 00:03:57.740]  她老公已經年紀很大 而且她一直都沒有兒子
[00:03:57.740 --> 00:04:00.420]  換句話說 如果她真的想求的話
[00:04:00.420 --> 00:04:02.460]  其實她有很多事情可以求的
[00:04:02.460 --> 00:04:04.440]  不過 她沒有
[00:04:04.440 --> 00:04:07.500]  從這個角度去看 這位婦人的信仰
[00:04:07.500 --> 00:04:11.000]  其實未必真的想得那麼熱切
[00:04:11.000 --> 00:04:13.220]  她不是真的很主動
[00:04:13.220 --> 00:04:17.540]  她不是一個拼命追求屬靈事情的那種人
[00:04:17.540 --> 00:04:20.840]  她只是在這個故事的一開始
[00:04:20.840 --> 00:04:25.440]  為神人做了一件很簡單的事
[00:04:25.440 --> 00:04:29.260]  她為神人預備了一個空間
[00:04:29.260 --> 00:04:30.820]  但她從來都沒有想過
[00:04:30.820 --> 00:04:33.160]  她為先知所預備的這個小房間
[00:04:33.160 --> 00:04:36.160]  日後竟然會成為她兒子的急救室
[00:04:36.160 --> 00:04:38.180]  A&E的房間
[00:04:38.180 --> 00:04:39.960]  當她兒子死了之後
[00:04:39.960 --> 00:04:44.640]  聖經說她第一時間抱了她兒子上去神人的房間
[00:04:44.640 --> 00:04:47.640]  放了這個兒子上去神人的床
[00:04:47.640 --> 00:04:51.780]  更奇妙的是 之後以莉莎去到那個地方的時候
[00:04:51.780 --> 00:04:55.540]  關上門 為孩子禱告 令他復活
[00:04:55.540 --> 00:04:58.820]  當初這個婦人不是為神人預備這個房間
[00:04:58.820 --> 00:05:02.440]  關上門 是為讓神人休息的嗎?
[00:05:02.440 --> 00:05:05.900]  去到後期 神竟然透過同一個房間
[00:05:05.900 --> 00:05:11.020]  同一道門 行出一個死人復活的神蹟
[00:05:11.020 --> 00:05:14.800]  弟兄姊妹 有時候你為神預備的空間
[00:05:14.800 --> 00:05:18.000]  你自己都沒有想過將來神會怎樣用
[00:05:18.000 --> 00:05:21.220]  當你為神預留空間的時候
[00:05:21.220 --> 00:05:24.560]  神就會在這個空間裏面為你去預備
[00:05:24.560 --> 00:05:27.940]  你從來沒有想過的事情發生
[00:05:27.940 --> 00:05:29.820]  我們SOL的教會
[00:05:29.820 --> 00:05:32.320]  我們原本的理念一直都是
[00:05:32.320 --> 00:05:36.060]  除了自己的教會之外 也有一些網絡的東西
[00:05:36.060 --> 00:05:39.020]  音樂事公其實是一個很重要的事公
[00:05:39.020 --> 00:05:43.160]  是我們一直都由第一天開始就想做
[00:05:43.160 --> 00:05:45.420]  甚至已經開始了做
[00:05:45.420 --> 00:05:47.140]  所以我們有這一份心意
[00:05:47.140 --> 00:05:49.540]  是由第一天開始就已經有
[00:05:49.540 --> 00:05:53.820]  很感恩我們能夠和南部不同的教會
[00:05:53.820 --> 00:05:57.720]  我們在開始的時候有一些很好的聯繫
[00:05:57.720 --> 00:06:00.200]  所以我們就透過這個小小的空間
[00:06:00.200 --> 00:06:03.200]  一個音樂的 看看有沒有可能合作的
[00:06:03.200 --> 00:06:04.620]  這樣的一個心意
[00:06:04.620 --> 00:06:07.240]  於是我們就大家在不同的教會裏面聊
[00:06:07.240 --> 00:06:09.100]  結果我們沒多久之後
[00:06:09.100 --> 00:06:10.940]  我們組織了一個微型音樂會
[00:06:10.940 --> 00:06:13.800]  我相信是一次 當年是一次
[00:06:13.800 --> 00:06:16.540]  我想都差不多七、八年前了 至少
[00:06:16.540 --> 00:06:19.920]  是一次華人教會史上
[00:06:19.920 --> 00:06:24.600]  挺難得的 在英國的一個音樂的小聚會
[00:06:24.600 --> 00:06:26.440]  我們就將我們自己所創作的
[00:06:26.440 --> 00:06:30.100]  或者我們崇拜音樂的那一種風格
[00:06:30.100 --> 00:06:32.080]  大家就在這裏分享出來
[00:06:32.080 --> 00:06:35.780]  不算很多人 大概七、八十人左右那次來
[00:06:35.780 --> 00:06:37.780]  但是這是一個很特別的事
[00:06:37.780 --> 00:06:42.380]  上帝就是預備了我們這個很特別的事公
[00:06:42.380 --> 00:06:45.460]  事實上當我們為神預留空間的時候
[00:06:45.460 --> 00:06:51.160]  神就會為我們預備一些從來未必會想到會發生的事
[00:06:51.160 --> 00:06:53.920]  其實今天有很多人的信仰的開始
[00:06:53.920 --> 00:06:55.800]  都好像這個婦人一樣
[00:06:55.800 --> 00:06:59.160]  特別是很多現在從香港來英國生活的人
[00:06:59.160 --> 00:07:01.740]  他們未必一開始的時候就很有信心
[00:07:01.740 --> 00:07:04.780]  或者未必根本是很想投入信仰的裏面
[00:07:04.780 --> 00:07:07.880]  但是他們願意和基督徒一起生活
[00:07:07.880 --> 00:07:10.300]  接觸 參與教會的活動
[00:07:10.300 --> 00:07:12.280]  甚至去社區的聚會
[00:07:12.280 --> 00:07:15.340]  信仰?是的 真的未必那麼有興趣
[00:07:15.340 --> 00:07:17.600]  崇拜?坦白說
[00:07:17.600 --> 00:07:20.440]  有時間就去 沒有時間就不去
[00:07:20.440 --> 00:07:22.900]  小組?更加不用說了
[00:07:22.900 --> 00:07:25.360]  接觸無妨 但是要他認真
[00:07:25.360 --> 00:07:29.360]  經常都要參加這個小組的話 就要看看情況了
[00:07:29.360 --> 00:07:33.360]  其實很多人他們都有穩定的聚會
[00:07:33.360 --> 00:07:37.160]  但是未必馬上可以做到認真去相信
[00:07:37.160 --> 00:07:42.200]  甚至對上帝很有信心的那一種追求型的信徒
[00:07:42.200 --> 00:07:44.400]  那種屬靈的心態
[00:07:44.400 --> 00:07:49.380]  但是有時候信心的開始不一定是尋求神開始
[00:07:49.380 --> 00:07:54.500]  而是先為神留一個位置 留一個空間
[00:07:54.500 --> 00:07:56.500]  就好像這個婦人一樣
[00:07:56.500 --> 00:08:00.580]  其實以利沙都是一樣的
[00:08:00.580 --> 00:08:04.300]  以利沙因為這個婦人給出的一個好意
[00:08:04.300 --> 00:08:06.800]  所以他也回報她兩個好意
[00:08:06.800 --> 00:08:08.800]  大家如果一會兒就會聽到
[00:08:08.800 --> 00:08:10.800]  以利沙其實第一個好意就是
[00:08:10.800 --> 00:08:16.660]  因為知道她是一個頗有錢的人
[00:08:16.660 --> 00:08:19.240]  所以看看會不會幫她疏通得到
[00:08:19.240 --> 00:08:21.240]  這是第一個她想做的事情
[00:08:21.240 --> 00:08:25.920]  第二樣想做的事情就是為她 可不可以幫她有一個遺址
[00:08:25.920 --> 00:08:31.580]  所以大家的出發點都是想為對方有一份心意
[00:08:31.580 --> 00:08:33.080]  我聽過一個故事
[00:08:33.080 --> 00:08:36.080]  有一個香港來的姊妹
[00:08:36.080 --> 00:08:39.200]  她來英國之後每個星期都帶著兒女去教會
[00:08:39.200 --> 00:08:41.200]  但問題是她不懂得開車
[00:08:41.200 --> 00:08:43.200]  所以就要她老公來載她
[00:08:43.200 --> 00:08:45.200]  有一次她就跟她老公說
[00:08:45.200 --> 00:08:48.380]  不如你載我之餘也進去教會吧
[00:08:48.380 --> 00:08:51.460]  老公就說:我都不相信,我進去做什麼?
[00:08:51.460 --> 00:08:54.540]  老婆就說:那你不是不陪我吧?
[00:08:54.540 --> 00:08:56.540]  結果她真的進去了
[00:08:56.540 --> 00:08:59.920]  但她每一個星期都要坐在教會裏面最後一行
[00:08:59.920 --> 00:09:01.920]  而且詩歌當然不會唱
[00:09:01.920 --> 00:09:03.420]  祈禱也不會不祈
[00:09:03.420 --> 00:09:05.420]  聽到就看哪些人說
[00:09:05.420 --> 00:09:07.420]  說的訊息會不會適合自己聽
[00:09:07.420 --> 00:09:12.960]  於是她就通常每次傻伯就坐在後面滾手機
[00:09:12.960 --> 00:09:15.460]  但一年之後她竟然相信了主
[00:09:15.460 --> 00:09:18.140]  有人就問她:你何時開始相信主?
[00:09:18.140 --> 00:09:20.140]  她就說了一句很特別的話
[00:09:20.140 --> 00:09:22.140]  她說:其實我未相信之前
[00:09:22.140 --> 00:09:25.480]  我相信神已經慢慢走進我的生命裏面
[00:09:25.480 --> 00:09:27.480]  她說因為第一
[00:09:27.480 --> 00:09:33.280]  她慢慢習慣了聽道這個環節
[00:09:33.280 --> 00:09:35.280]  她以前覺得說得很悶
[00:09:35.280 --> 00:09:37.280]  但慢慢覺得也很有道理
[00:09:37.280 --> 00:09:39.940]  第二,她開始被基督徒影響到
[00:09:39.940 --> 00:09:41.940]  她發現教會的人都很關心她
[00:09:41.940 --> 00:09:43.940]  很樂意去幫人
[00:09:43.940 --> 00:09:45.940]  第三,她的心慢慢打開了
[00:09:45.940 --> 00:09:47.940]  以前她覺得信仰只是心理安慰
[00:09:47.940 --> 00:09:49.940]  但慢慢開始在想
[00:09:49.940 --> 00:09:51.940]  神是否真的存在呢?
[00:09:51.940 --> 00:09:53.940]  神是否在這附近呢?
[00:09:53.940 --> 00:09:57.940]  祂周圍放那麼多基督徒在我身邊
[00:09:57.940 --> 00:09:59.940]  有沒有甚麼特別的心意在裏面呢?
[00:09:59.940 --> 00:10:01.940]  結果每一次的崇拜
[00:10:01.940 --> 00:10:03.940]  每一次的講道
[00:10:03.940 --> 00:10:05.940]  甚至人們怎樣去關心她的一句說話
[00:10:05.940 --> 00:10:07.940]  她堆積、堆積、堆積之後
[00:10:07.940 --> 00:10:10.940]  她就開始慢慢打開了心
[00:10:10.940 --> 00:10:13.940]  結果在一次荒廢的聚會裏
[00:10:13.940 --> 00:10:15.940]  她就決志相信了神
[00:10:15.940 --> 00:10:17.940]  所以弟兄姊妹
[00:10:17.940 --> 00:10:19.940]  信心很多時候不是突然爆發
[00:10:19.940 --> 00:10:22.940]  信心往往是從一個很小的空間開始
[00:10:22.940 --> 00:10:26.940]  當一個人願意為神預留一個空間的時候
[00:10:26.940 --> 00:10:29.940]  神就慢慢進入了她的生命裏面
[00:10:29.940 --> 00:10:31.940]  當年我中學的時候
[00:10:31.940 --> 00:10:33.940]  我班裏面有兩位基督徒
[00:10:33.940 --> 00:10:37.940]  他們兩位都是臨班的同學
[00:10:37.940 --> 00:10:40.940]  當年我是中五的學生的時候
[00:10:40.940 --> 00:10:43.940]  他們兩位就在班裏面傳福音
[00:10:43.940 --> 00:10:45.940]  很多人都相信了
[00:10:45.940 --> 00:10:47.940]  他們最後的對象就是我
[00:10:47.940 --> 00:10:49.940]  跟著就跟我說
[00:10:49.940 --> 00:10:51.940]  可不可以給他們兩個禮拜的時間
[00:10:51.940 --> 00:10:53.940]  給他們兩個禮拜的時間跟我一起吃午餐
[00:10:53.940 --> 00:10:56.940]  我心裏想好我就豪兩個禮拜給你
[00:10:56.940 --> 00:10:58.940]  結果兩個禮拜裏面
[00:10:58.940 --> 00:11:00.940]  我就聽着他們講聖經故事
[00:11:00.940 --> 00:11:02.940]  然後一邊吃飯一邊吃午餐的時候
[00:11:02.940 --> 00:11:04.940]  在那裏唱福音詩歌給我聽
[00:11:04.940 --> 00:11:05.940]  我覺得很愉悅
[00:11:05.940 --> 00:11:06.940]  你知不知道為甚麼
[00:11:06.940 --> 00:11:08.940]  因為在街裏面唱歌
[00:11:08.940 --> 00:11:13.940]  物質質的環境裏面那個飯堂
[00:11:13.940 --> 00:11:14.940]  那個吃東西的地方
[00:11:14.940 --> 00:11:15.940]  你唱一些歌
[00:11:15.940 --> 00:11:18.940]  而這些歌又不配合音的詩歌
[00:11:18.940 --> 00:11:20.940]  令我覺得很尷尬
[00:11:20.940 --> 00:11:21.940]  但無論如何
[00:11:21.940 --> 00:11:22.940]  那兩個禮拜
[00:11:22.940 --> 00:11:27.940]  是我對上帝的一個小小的心意打開了
[00:11:27.940 --> 00:11:29.940]  一個空間打開了
[00:11:29.940 --> 00:11:32.940]  當然我不是馬上相信耶穌
[00:11:32.940 --> 00:11:34.940]  不久之後他們邀請我去一個報道會
[00:11:34.940 --> 00:11:35.940]  在報道會裏面
[00:11:35.940 --> 00:11:38.940]  我就舉手決志去相信神
[00:11:38.940 --> 00:11:40.940]  是的 信心的起點
[00:11:40.940 --> 00:11:44.940]  是為神預留一個空間在裏面
[00:11:44.940 --> 00:11:46.940]  然後信心的起點
[00:11:46.940 --> 00:11:49.940]  其實我們都好心款待神人
[00:11:49.940 --> 00:11:52.940]  不知不覺他們就為神預留了一個空間
[00:11:52.940 --> 00:11:53.940]  是的 弟兄姊妹
[00:11:53.940 --> 00:11:55.940]  很多人的信仰的開始
[00:11:55.940 --> 00:11:56.940]  不是先尋求神
[00:11:56.940 --> 00:12:01.940]  而是先為神預留一個位置
[00:12:01.940 --> 00:12:04.940]  第二件事就是信心的成長
[00:12:04.940 --> 00:12:09.940]  生命原來可以不停地去經歷神
[00:12:09.940 --> 00:12:12.940]  當我們再仔細去讀這段聖經的時候
[00:12:12.940 --> 00:12:14.940]  有沒有發現在整個故事裏面
[00:12:14.940 --> 00:12:16.940]  聖經大部份時間都稱呼這位女士
[00:12:16.940 --> 00:12:18.940]  做書唸的婦人
[00:12:18.940 --> 00:12:19.940]  或者婦人
[00:12:19.940 --> 00:12:21.940]  甚至人稱代名詞的她
[00:12:21.940 --> 00:12:23.940]  甚至有時叫她做婢女
[00:12:23.940 --> 00:12:25.940]  但是到第四章三十節的時候
[00:12:25.940 --> 00:12:29.940]  經文突然之間用了一個很特別的稱呼
[00:12:29.940 --> 00:12:32.940]  就叫做孩子的母親
[00:12:32.940 --> 00:12:35.940]  而且這個稱呼是整個聖經裏面唯一一次出現
[00:12:35.940 --> 00:12:38.940]  這個改變其實真的很有意思
[00:12:38.940 --> 00:12:40.940]  因為一開始的時候
[00:12:40.940 --> 00:12:44.940]  這位婦人似乎對於母孩子其實一點都不在意
[00:12:44.940 --> 00:12:46.940]  你記不記得我們說
[00:12:46.940 --> 00:12:49.940]  以利沙想為她做兩件事
[00:12:49.940 --> 00:12:52.940]  第一件事就是問她
[00:12:52.940 --> 00:12:55.940]  有什麼可以幫你在人脈裏面開通
[00:12:55.940 --> 00:12:57.940]  她的婦人都很囂張
[00:12:57.940 --> 00:13:02.940]  告訴她自己可以在百姓裏面自己搞定
[00:13:02.940 --> 00:13:04.940]  意思就是她現在樣樣都肯
[00:13:04.940 --> 00:13:06.940]  不需要別人幫
[00:13:06.940 --> 00:13:08.940]  第二件事她就說
[00:13:08.940 --> 00:13:12.940]  她可以幫她有一個小孩
[00:13:12.940 --> 00:13:13.940]  坦白說
[00:13:13.940 --> 00:13:15.940]  以利沙說可以做到這件事
[00:13:15.940 --> 00:13:18.940]  但是這個婦人其實一點都不在意
[00:13:18.940 --> 00:13:20.940]  其實她老公已經年紀很大
[00:13:20.940 --> 00:13:22.940]  她當時的文化底下
[00:13:22.940 --> 00:13:25.940]  女人其實沒有什麼可以做到
[00:13:25.940 --> 00:13:27.940]  男人可以三妻四妾
[00:13:27.940 --> 00:13:29.940]  但是女人沒有選擇
[00:13:29.940 --> 00:13:30.940]  沒有小孩
[00:13:30.940 --> 00:13:32.940]  但是她只能夠接受命運
[00:13:32.940 --> 00:13:34.940]  接受事實
[00:13:34.940 --> 00:13:36.940]  所以當以利沙跟她說
[00:13:36.940 --> 00:13:38.940]  明年這個時候你要抱一個兒子的時候
[00:13:38.940 --> 00:13:40.940]  她的反應不是興奮
[00:13:40.940 --> 00:13:42.940]  而是幾乎可以說是抗拒
[00:13:42.940 --> 00:13:43.940]  神人啊
[00:13:43.940 --> 00:13:46.940]  不要欺控婢女
[00:13:46.940 --> 00:13:48.940]  意思就是說
[00:13:48.940 --> 00:13:50.940]  不要給我有希望
[00:13:50.940 --> 00:13:52.940]  她可能也學會了這一套理論
[00:13:52.940 --> 00:13:53.940]  一套法則
[00:13:53.940 --> 00:13:55.940]  就是有些事情不期待的時候
[00:13:55.940 --> 00:13:57.940]  就不會失望
[00:13:57.940 --> 00:13:59.940]  但奇妙的是一年之後
[00:13:59.940 --> 00:14:01.940]  以利沙所說的竟然成真
[00:14:01.940 --> 00:14:03.940]  她真的生了一個小孩
[00:14:03.940 --> 00:14:06.940]  這個本來沒有想過會出現的小孩
[00:14:06.940 --> 00:14:09.940]  就是這樣改變了她整個人生
[00:14:09.940 --> 00:14:13.940]  而經文其實給了我們一個很細節的描述
[00:14:13.940 --> 00:14:18.940]  暗示了原來這位婦人的信仰開始改變
[00:14:18.940 --> 00:14:20.940]  當小孩突然出事的時候
[00:14:20.940 --> 00:14:22.940]  當她的小朋友突然出事的時候
[00:14:22.940 --> 00:14:25.940]  婦人就急著去見神人
[00:14:25.940 --> 00:14:28.940]  婦人就急著去見神人以利沙
[00:14:28.940 --> 00:14:33.940]  但她丈夫就問了她一句話
[00:14:33.940 --> 00:14:35.940]  他說今天不是初一
[00:14:35.940 --> 00:14:37.940]  也不是安息日
[00:14:37.940 --> 00:14:40.940]  那為什麼你要去神人那裡呢?
[00:14:40.940 --> 00:14:42.940]  這句話其實透露了一件事
[00:14:42.940 --> 00:14:46.940]  原來這個婦人是有定時定候去見神人的
[00:14:46.940 --> 00:14:49.940]  是有定時定候去見以利沙的
[00:14:49.940 --> 00:14:50.940]  換句話說
[00:14:50.940 --> 00:14:51.940]  用今天的說話來說
[00:14:51.940 --> 00:14:53.940]  她是定時定候去聚會
[00:14:53.940 --> 00:14:55.940]  她定了時間去見神人
[00:14:55.940 --> 00:14:57.940]  聽神的說話
[00:14:57.940 --> 00:14:58.940]  不過有趣的是
[00:14:58.940 --> 00:15:00.940]  當她還沒有小朋友的時候
[00:15:00.940 --> 00:15:03.940]  經文完全沒有提到這樣的習慣
[00:15:03.940 --> 00:15:05.940]  似乎是自從她有了這個小朋友之後
[00:15:05.940 --> 00:15:07.940]  她對神開始有興趣
[00:15:07.940 --> 00:15:10.940]  開始有動力去認識神都未定
[00:15:10.940 --> 00:15:11.940]  大概我們都不難猜
[00:15:11.940 --> 00:15:15.940]  因為神在她身上做了一件美事
[00:15:15.940 --> 00:15:17.940]  就是令她有兒子
[00:15:17.940 --> 00:15:19.940]  這樣你都應該懂得說
[00:15:19.940 --> 00:15:23.940]  所以大概可能她就是因為這樣的緣故
[00:15:23.940 --> 00:15:26.940]  去建立一個定期去見神人
[00:15:26.940 --> 00:15:30.940]  去聽上帝的說話的心態
[00:15:30.940 --> 00:15:33.940]  她的信仰開始慢慢成長
[00:15:33.940 --> 00:15:35.940]  其實這件事是很真實的
[00:15:35.940 --> 00:15:37.940]  因為人生有很多時候
[00:15:37.940 --> 00:15:39.940]  是當身份改變了之後
[00:15:39.940 --> 00:15:43.940]  信仰才會慢慢開始改變
[00:15:43.940 --> 00:15:47.940]  承認的越來越開始有追求的心態都未定
[00:15:47.940 --> 00:15:49.940]  以前她只是一位很有錢
[00:15:49.940 --> 00:15:51.940]  一個普通的婦人
[00:15:51.940 --> 00:15:54.940]  但現在她是一個母親
[00:15:54.940 --> 00:15:55.940]  有一個孩子
[00:15:55.940 --> 00:15:57.940]  而一個人一旦成為了父母
[00:15:57.940 --> 00:16:00.940]  人生有很多事情都會改變
[00:16:00.940 --> 00:16:01.940]  現實一點來說
[00:16:01.940 --> 00:16:02.940]  我不知道大家同不同意
[00:16:02.940 --> 00:16:03.940]  有了小朋友之後
[00:16:03.940 --> 00:16:06.940]  我們的脾氣是不是逐漸越來越差了
[00:16:06.940 --> 00:16:08.940]  我們的脾氣都會改變了
[00:16:08.940 --> 00:16:10.940]  當然不是每個人都是這樣
[00:16:10.940 --> 00:16:12.940]  生活習慣都改變了
[00:16:12.940 --> 00:16:14.940]  以前你可能睡到黃昭白晚
[00:16:14.940 --> 00:16:15.940]  十點起床都未定
[00:16:15.940 --> 00:16:17.940]  但有了小朋友的時候
[00:16:17.940 --> 00:16:19.940]  你可能四五點就會起床
[00:16:19.940 --> 00:16:21.940]  未來計劃你都可能有變動
[00:16:21.940 --> 00:16:25.940]  你以前以為一年可以去幾次旅行
[00:16:25.940 --> 00:16:27.940]  但因為有了小朋友的時候
[00:16:27.940 --> 00:16:29.940]  你的計劃可能就已經打亂了
[00:16:29.940 --> 00:16:33.940]  彷彿一切都因為多了一個孩子而完全改變了
[00:16:33.940 --> 00:16:36.940]  很多人都會經歷了不同家庭的事件
[00:16:36.940 --> 00:16:41.940]  發生甚至在裏面教養的方法產生衝突
[00:16:41.940 --> 00:16:44.940]  上一代和我們處理小朋友問題的不同
[00:16:44.940 --> 00:16:46.940]  會帶來很多張力
[00:16:46.940 --> 00:16:48.940]  這些都是有了小朋友之後
[00:16:48.940 --> 00:16:50.940]  會帶來很多家庭的事件發生
[00:16:50.940 --> 00:16:55.940]  不過當我講到成為父母和有小朋友的時候
[00:16:55.940 --> 00:16:58.940]  我知道當中未必一定每個家庭都有小朋友
[00:16:58.940 --> 00:17:00.940]  但我想你知道一件事
[00:17:00.940 --> 00:17:02.940]  神塑造我們的生命
[00:17:02.940 --> 00:17:05.940]  不一定只是要透過有小朋友
[00:17:05.940 --> 00:17:07.940]  有時候神可能要透過家庭
[00:17:07.940 --> 00:17:09.940]  透過工作
[00:17:09.940 --> 00:17:10.940]  透過困難
[00:17:10.940 --> 00:17:11.940]  逆境
[00:17:11.940 --> 00:17:12.940]  透過失去
[00:17:12.940 --> 00:17:14.940]  透過你拿不到的東西等等
[00:17:14.940 --> 00:17:16.940]  每一個人的生命故事都不一樣
[00:17:16.940 --> 00:17:21.940]  但神都會在不同的經歷裏面塑造我們
[00:17:21.940 --> 00:17:24.940]  令我們慢慢變成更成熟更像他
[00:17:24.940 --> 00:17:26.940]  在舒蓮夫人的這個故事裏面
[00:17:26.940 --> 00:17:28.940]  在她的生命裏面
[00:17:28.940 --> 00:17:32.940]  神就是透過成為母親這個身份去改變了她
[00:17:32.940 --> 00:17:36.940]  神有時候不是要先改變人的信仰
[00:17:36.940 --> 00:17:39.940]  而是要先改變人的身份
[00:17:39.940 --> 00:17:41.940]  對於這位舒蓮夫人
[00:17:41.940 --> 00:17:43.940]  當她成為母親之後
[00:17:43.940 --> 00:17:45.940]  人生完全不同了
[00:17:45.940 --> 00:17:49.940]  舒蓮夫人以前可能覺得信仰是一種客氣的款待
[00:17:49.940 --> 00:17:51.940]  但有了小朋友之後
[00:17:51.940 --> 00:17:54.940]  信仰變成了一個生命的依靠
[00:17:54.940 --> 00:17:57.940]  但對一個有信仰的人來說
[00:17:57.940 --> 00:18:00.940]  這個改變其實有另一個意思
[00:18:00.940 --> 00:18:04.940]  因為神往往透過人生的角色和責任
[00:18:04.940 --> 00:18:06.940]  來塑造我們的生命
[00:18:06.940 --> 00:18:07.940]  神給我們的家庭
[00:18:07.940 --> 00:18:09.940]  給我們有小朋友
[00:18:09.940 --> 00:18:11.940]  令我們有不同的關係
