
[00:00:00.000 --> 00:00:07.000]  在這段時間我們一起低頭禱告
[00:02:55.000 --> 00:03:01.000]  於是十二門徒聽到之後
[00:03:01.000 --> 00:03:04.000]  就想不行
[00:03:04.000 --> 00:03:06.000]  我們也需要找一些人
[00:03:06.000 --> 00:03:08.000]  可以跟他們溝通得到
[00:03:08.000 --> 00:03:10.000]  同聲同氣
[00:03:10.000 --> 00:03:14.000]  亦可以幫忙
[00:03:14.000 --> 00:03:17.000]  我們十二門徒都做不完的事
[00:03:17.000 --> 00:03:22.000]  可以有這群人幫忙處理這些問題
[00:03:22.000 --> 00:03:24.000]  跟進一下
[00:03:24.000 --> 00:03:28.000]  所以他們就去招攬
[00:03:28.000 --> 00:03:31.000]  看看當中有沒有一些
[00:03:31.000 --> 00:03:35.000]  懂得說希臘語的猶太人
[00:03:35.000 --> 00:03:36.000]  可以做領袖
[00:03:36.000 --> 00:03:39.000]  幫忙處理一些事務
[00:03:39.000 --> 00:03:42.000]  就好像我們
[00:03:42.000 --> 00:03:45.000]  最初我們有疫情的時候
[00:03:45.000 --> 00:03:49.000]  可能有一些少數族裔的朋友
[00:03:49.000 --> 00:03:51.000]  他們不太懂得
[00:03:51.000 --> 00:03:53.000]  也不太知道我們廣東話
[00:03:53.000 --> 00:03:56.000]  疫情是怎樣發生
[00:03:56.000 --> 00:03:58.000]  怎樣去處理
[00:03:58.000 --> 00:04:00.000]  有什麼重要的事
[00:04:00.000 --> 00:04:02.000]  新聞或者是
[00:04:02.000 --> 00:04:05.000]  哪裡可以拿到口罩
[00:04:05.000 --> 00:04:07.000]  防疫的用品
[00:04:07.000 --> 00:04:10.000]  其實他們都完全不太理解
[00:04:10.000 --> 00:04:12.000]  也收不到這些訊息
[00:04:12.000 --> 00:04:14.000]  但是有一群人
[00:04:14.000 --> 00:04:18.000]  他們能夠翻譯
[00:04:18.000 --> 00:04:23.000]  可以做一些傳遞訊息的工作
[00:04:23.000 --> 00:04:25.000]  甚至有一些機構
[00:04:25.000 --> 00:04:30.000]  他們都可以派發一些防疫的用品
[00:04:30.000 --> 00:04:33.000]  透過這些可以幫忙翻譯的人
[00:04:33.000 --> 00:04:37.000]  也可以給他們一些資訊
[00:04:37.000 --> 00:04:40.000]  以致他們能夠得到保障和保護
[00:04:40.000 --> 00:04:43.000]  所以當時有一群人
[00:04:43.000 --> 00:04:46.000]  是說希臘語的猶太人
[00:04:46.000 --> 00:04:50.000]  他們當中就選了七個出來
[00:04:50.000 --> 00:04:52.000]  希望能夠分擔
[00:04:52.000 --> 00:04:54.000]  十二使徒他們的工作
[00:04:54.000 --> 00:04:57.000]  特別去服侍他們
[00:04:57.000 --> 00:05:00.000]  這一群的猶太
[00:05:00.000 --> 00:05:02.000]  希臘語的猶太人
[00:05:02.000 --> 00:05:04.000]  也讓他們能夠得到
[00:05:04.000 --> 00:05:07.000]  好的供應照顧等等
[00:05:07.000 --> 00:05:09.000]  其中
[00:05:09.000 --> 00:05:11.000]  史提法是其中一個
[00:05:11.000 --> 00:05:13.000]  選了出來
[00:05:13.000 --> 00:05:17.000]  選出來有什麼要求呢
[00:05:17.000 --> 00:05:20.000]  我有一個powerpoint
[00:05:20.000 --> 00:05:24.000]  有什麼要求呢
[00:05:24.000 --> 00:05:28.000]  起碼他懂得說猶太文化
[00:05:28.000 --> 00:05:32.000]  希臘文化的猶太人
[00:05:32.000 --> 00:05:33.000]  要說得到
[00:05:33.000 --> 00:05:35.000]  又溝通得好
[00:05:35.000 --> 00:05:39.000]  有溝通技巧都需要
[00:05:39.000 --> 00:05:41.000]  另外他又要有一個心
[00:05:41.000 --> 00:05:43.000]  願意去服侍人
[00:05:43.000 --> 00:05:45.000]  去照顧人
[00:05:45.000 --> 00:05:48.000]  他又要有好明星
[00:05:48.000 --> 00:05:50.000]  大家都認識他
[00:05:50.000 --> 00:05:53.000]  覺得他是合適的人
[00:05:53.000 --> 00:05:55.000]  也都需要性命充滿
[00:05:55.000 --> 00:05:57.000]  滿有智慧
[00:05:57.000 --> 00:06:00.000]  在聖經也都說
[00:06:00.000 --> 00:06:03.000]  史提法除了上面那些之外
[00:06:03.000 --> 00:06:06.000]  還有他大有信心
[00:06:06.000 --> 00:06:08.000]  滿有恩惠能力
[00:06:08.000 --> 00:06:13.000]  能夠做很多奇事和神蹟
[00:06:13.000 --> 00:06:19.000]  證明他在基本要求之上
[00:06:19.000 --> 00:06:23.000]  還有更多的好的表現
[00:06:23.000 --> 00:06:26.000]  大家欣賞供應的事情
[00:06:26.000 --> 00:06:30.000]  所以就被推選了
[00:06:30.000 --> 00:06:32.000]  史提法出來
[00:06:32.000 --> 00:06:37.000]  在當中成為一個領袖
[00:06:37.000 --> 00:06:42.000]  我們在當中都會說
[00:06:42.000 --> 00:06:45.000]  今天我們說有什麼好處
[00:06:45.000 --> 00:06:48.000]  第一就是
[00:06:48.000 --> 00:06:53.000]  他在當中用了很多上帝的說話
[00:06:53.000 --> 00:06:56.000]  去說
[00:06:56.000 --> 00:07:00.000]  我們剛才沒有完全讀到
[00:07:00.000 --> 00:07:05.000]  第七章的時候
[00:07:05.000 --> 00:07:11.000]  他讀了很大一段的講道
[00:07:11.000 --> 00:07:15.000]  或者是一個辯論辯述
[00:07:15.000 --> 00:07:19.000]  因為前面有一班人
[00:07:19.000 --> 00:07:25.000]  說他出來教導是不正確的
[00:07:25.000 --> 00:07:29.000]  說史提法是說一些
[00:07:29.000 --> 00:07:33.000]  不合他們過去所認識的律法
[00:07:33.000 --> 00:07:37.000]  以及詆毀當時的聖殿
[00:07:37.000 --> 00:07:40.000]  去指控他
[00:07:40.000 --> 00:07:47.000]  於是史提法也用了很多的歷史
[00:07:47.000 --> 00:07:49.000]  聖經知識
[00:07:49.000 --> 00:07:53.000]  他按照真理去說出來
[00:07:53.000 --> 00:07:54.000]  他所說的
[00:07:54.000 --> 00:07:57.000]  去說這班人所指控的
[00:07:57.000 --> 00:07:59.000]  不是正確的
[00:07:59.000 --> 00:08:00.000]  不是真實的
[00:08:00.000 --> 00:08:04.000]  我們就看下一章
[00:08:04.000 --> 00:08:08.000]  他的樣子就像主耶穌一樣
[00:08:08.000 --> 00:08:12.000]  主耶穌說我來不是廢掉律法
[00:08:12.000 --> 00:08:14.000]  而是承傳律法
[00:08:14.000 --> 00:08:16.000]  是按照真理而行
[00:08:16.000 --> 00:08:19.000]  史提法他在當中
[00:08:19.000 --> 00:08:24.000]  除了在聖經上
[00:08:24.000 --> 00:08:26.000]  歷史上
[00:08:26.000 --> 00:08:31.000]  以及很熟悉的律法上
[00:08:31.000 --> 00:08:32.000]  是什麼
[00:08:32.000 --> 00:08:37.000]  而他是按照真理而行的
[00:08:37.000 --> 00:08:40.000]  我們說此樣
[00:08:40.000 --> 00:08:42.000]  其實今天的題目
[00:08:42.000 --> 00:08:45.000]  也不是人家問你
[00:08:45.000 --> 00:08:47.000]  你這樣做像不像樣
[00:08:47.000 --> 00:08:49.000]  你像什麼樣
[00:08:49.000 --> 00:08:52.000]  其實我不是這個意思
[00:08:52.000 --> 00:08:56.000]  不是說你這樣做像什麼樣
[00:08:56.000 --> 00:09:02.000]  而是我們究竟有沒有像史提法一樣
[00:09:02.000 --> 00:09:05.000]  其實他有很多東西都很像
[00:09:05.000 --> 00:09:07.000]  也很像耶穌
[00:09:07.000 --> 00:09:10.000]  或者我們常常提到
[00:09:10.000 --> 00:09:13.000]  我們怎樣學像耶穌
[00:09:13.000 --> 00:09:17.000]  都是像耶穌什麼呢
[00:09:17.000 --> 00:09:20.000]  第一在這裡
[00:09:20.000 --> 00:09:23.000]  我們都可以在當中
[00:09:23.000 --> 00:09:27.000]  繼續去追尋去追求
[00:09:27.000 --> 00:09:29.000]  無論是過去的歷史
[00:09:29.000 --> 00:09:34.000]  或者是在聖經知識上的真理追求
[00:09:34.000 --> 00:09:39.000]  也幫助我們在將來的日子
[00:09:39.000 --> 00:09:47.000]  可以怎樣去講出真理
[00:09:47.000 --> 00:09:53.000]  在我們剛才讀的第六章的時候
[00:09:53.000 --> 00:09:59.000]  也提到史提法去到一些會堂
[00:09:59.000 --> 00:10:03.000]  那些會堂很不滿意史提法
[00:10:03.000 --> 00:10:04.000]  為什麼呢
[00:10:04.000 --> 00:10:09.000]  因為當時史提法是因為有這個便利
[00:10:09.000 --> 00:10:13.000]  他是能夠講到希臘語的猶太人
[00:10:13.000 --> 00:10:18.000]  於是他就專門去一些會堂
[00:10:18.000 --> 00:10:19.000]  不是在聖殿
[00:10:19.000 --> 00:10:20.000]  而是會堂
[00:10:20.000 --> 00:10:25.000]  那些會堂是他們一班人自己組成的
[00:10:25.000 --> 00:10:28.000]  那這班人自己組成的是什麼人呢
[00:10:28.000 --> 00:10:31.000]  剛才就說有自由人
[00:10:31.000 --> 00:10:36.000]  又或者是另一個翻譯就是利伯地那
[00:10:36.000 --> 00:10:39.000]  那些自由人是在講什麼呢
[00:10:39.000 --> 00:10:43.000]  其實他們是因為在早期的時候
[00:10:43.000 --> 00:10:45.000]  他們是被擄去到一些地方
[00:10:45.000 --> 00:10:48.000]  離開了猶太的地
[00:10:48.000 --> 00:10:54.000]  後來他有機會被親人用錢贖回來
[00:10:54.000 --> 00:10:58.000]  又或者是皇帝可以特赦他
[00:10:58.000 --> 00:11:01.000]  他可以回到猶太的地方
[00:11:01.000 --> 00:11:04.000]  於是他們聚在一起
[00:11:04.000 --> 00:11:08.000]  自己建一個地方來做會堂
[00:11:08.000 --> 00:11:13.000]  不再去聖殿那裡聚集
[00:11:13.000 --> 00:11:16.000]  所以就有一個地方
[00:11:16.000 --> 00:11:19.000]  有一個會堂叫自由人會堂
[00:11:19.000 --> 00:11:25.000]  另外也有一個叫古利內會堂
[00:11:25.000 --> 00:11:30.000]  就是說那些人是在非洲的北岸那裡
[00:11:30.000 --> 00:11:32.000]  他們曾經住過
[00:11:32.000 --> 00:11:33.000]  然後他們又回到猶太地
[00:11:33.000 --> 00:11:36.000]  所以又有一個會堂
[00:11:36.000 --> 00:11:39.000]  另外一個叫亞歷山大
[00:11:39.000 --> 00:11:41.000]  就是第三那裡
[00:11:41.000 --> 00:11:45.000]  去了那個地方又回去
[00:11:45.000 --> 00:11:50.000]  亞歷山大就是埃及北方的一個城
[00:11:50.000 --> 00:11:54.000]  基利加就是小亞細亞東南方
[00:11:54.000 --> 00:11:57.000]  現在土耳其的境內
[00:11:57.000 --> 00:12:00.000]  還有就是亞細亞的會堂
[00:12:00.000 --> 00:12:04.000]  這些地方的人
[00:12:04.000 --> 00:12:06.000]  就好像我們現在說
[00:12:06.000 --> 00:12:08.000]  我們有什麼團體
[00:12:08.000 --> 00:12:12.000]  什麼組織那些人
[00:12:12.000 --> 00:12:17.000]  他們覺得跟猶太地的聖殿
[00:12:17.000 --> 00:12:19.000]  可能有一點文化上
[00:12:19.000 --> 00:12:23.000]  甚至乎語言更加格格不入的時候
[00:12:23.000 --> 00:12:26.000]  他們就自己成立一個會堂
[00:12:26.000 --> 00:12:30.000]  因為史提法有這個能力
[00:12:30.000 --> 00:12:31.000]  有這個語言能力
[00:12:31.000 --> 00:12:34.000]  所以他就特意去這些會堂
[00:12:34.000 --> 00:12:37.000]  也都很大力地告訴他們
[00:12:37.000 --> 00:12:39.000]  其實這個福音是怎麼樣
[00:12:39.000 --> 00:12:43.000]  你們要相信主耶穌等等的事情
[00:12:43.000 --> 00:12:46.000]  就是因為這樣
[00:12:46.000 --> 00:12:49.000]  以致當時會堂的人
[00:12:49.000 --> 00:12:51.000]  他們是很不滿意
[00:12:51.000 --> 00:12:55.000]  所以就說他們在唱反話
[00:12:55.000 --> 00:12:57.000]  搗亂
[00:12:57.000 --> 00:13:00.000]  藐視這個會堂
[00:13:00.000 --> 00:13:05.000]  史提法很努力地去傳福音
[00:13:05.000 --> 00:13:07.000]  作見證
[00:13:07.000 --> 00:13:10.000]  但是就被這些會堂的人去攻擊
[00:13:10.000 --> 00:13:11.000]  怎麼樣呢
[00:13:11.000 --> 00:13:15.000]  甚至乎在會堂裡面的人
[00:13:15.000 --> 00:13:18.000]  他們會成為一個小圈子
[00:13:18.000 --> 00:13:20.000]  他們不願意去聽其他人的意見
[00:13:20.000 --> 00:13:22.000]  覺得自己有道理
[00:13:22.000 --> 00:13:25.000]  也都不能夠接受這個真理
[00:13:25.000 --> 00:13:27.000]  孤報自封
[00:13:27.000 --> 00:13:30.000]  這班會堂的人
[00:13:30.000 --> 00:13:35.000]  於是就覺得和史提法談不攏
[00:13:35.000 --> 00:13:37.000]  爭不贏
[00:13:37.000 --> 00:13:41.000]  於是就想著想著不服氣
[00:13:41.000 --> 00:13:43.000]  狠下心腸
[00:13:43.000 --> 00:13:46.000]  就要剷除這個眼中釘
[00:13:46.000 --> 00:13:48.000]  怎麼樣剷除
[00:13:48.000 --> 00:13:50.000]  就在經文裡面說
[00:13:50.000 --> 00:13:53.000]  收買了一些人講假見證
[00:13:53.000 --> 00:13:54.000]  講假見證
[00:13:54.000 --> 00:13:57.000]  甚至乎全面詆毀他
[00:13:57.000 --> 00:13:59.000]  決心要他閉嘴
[00:13:59.000 --> 00:14:04.000]  也都希望可以被人制裁他
[00:14:04.000 --> 00:14:08.000]  到最後因為連制裁都覺得好像
[00:14:08.000 --> 00:14:13.000]  要求都未去到他們的心目中
[00:14:13.000 --> 00:14:17.000]  更加想他置諸死地
[00:14:17.000 --> 00:14:21.000]  以洩他們心頭之恨
[00:14:21.000 --> 00:14:23.000]  所以第二個的恥樣
[00:14:23.000 --> 00:14:28.000]  好像史提法在經文裡面
[00:14:28.000 --> 00:14:30.000]  都是這樣說
[00:14:30.000 --> 00:14:33.000]  是被世人拒絕
[00:14:33.000 --> 00:14:37.000]  耶穌是被世人拒絕
[00:14:37.000 --> 00:14:39.000]  甚至乎在歷史上
[00:14:39.000 --> 00:14:42.000]  史提法提到摩西
[00:14:42.000 --> 00:14:46.000]  他曾經也都被百姓拒絕成為領袖
[00:14:46.000 --> 00:14:50.000]  祖宗也都不肯聽摩西的話
[00:14:50.000 --> 00:14:59.000]  以致不肯敬拜上帝
[00:14:59.000 --> 00:15:01.000]  去拜偶像
[00:15:01.000 --> 00:15:07.000]  大衛甚至乎為上帝去做奠禦
[00:15:07.000 --> 00:15:11.000]  但是沒有想過上帝的心意
[00:15:11.000 --> 00:15:14.000]  沒有理解上帝的能力
[00:15:14.000 --> 00:15:18.000]  是不需要困在這個聖殿之中
[00:15:18.000 --> 00:15:20.000]  而史提法他自己
[00:15:20.000 --> 00:15:24.000]  也都正正被人拒絕
[00:15:24.000 --> 00:15:26.000]  不能夠
[00:15:26.000 --> 00:15:29.000]  即使他講出真話
[00:15:29.000 --> 00:15:31.000]  他用真理去說話的時候
[00:15:31.000 --> 00:15:36.000]  都是被當時的會堂的人拒絕
[00:15:36.000 --> 00:15:43.000]  他沒有因為這班人要他去改變
[00:15:43.000 --> 00:15:45.000]  而他妥協
[00:15:45.000 --> 00:15:53.000]  他仍然堅持他的信仰和真理
[00:15:53.000 --> 00:15:56.000]  第三個次要就是史提法
[00:15:56.000 --> 00:16:00.000]  因為後面我們剛才讀過
[00:16:00.000 --> 00:16:02.000]  因為聖靈的幫助
[00:16:02.000 --> 00:16:06.000]  讓他可以看到有異象
[00:16:06.000 --> 00:16:09.000]  主耶穌登山變相
[00:16:09.000 --> 00:16:13.000]  而史提法亦都在這裡
[00:16:13.000 --> 00:16:15.000]  講到他面上發光
[00:16:15.000 --> 00:16:17.000]  有聖靈幫助
[00:16:17.000 --> 00:16:21.000]  還可以有能力去辯論
[00:16:21.000 --> 00:16:27.000]  亦都是走上不公義的路上
[00:16:27.000 --> 00:16:31.000]  面對這個嚴厲的懲罰
[00:16:31.000 --> 00:16:33.000]  這班人的憤怒
[00:16:33.000 --> 00:16:36.000]  是將史提法怎樣呢
[00:16:36.000 --> 00:16:40.000]  由工會推到城門外
[00:16:40.000 --> 00:16:41.000]  然後怎樣呢
[00:16:41.000 --> 00:16:43.000]  用石頭打他
[00:16:43.000 --> 00:16:44.000]  怒火中燒
[00:16:44.000 --> 00:16:46.000]  失去了理性
[00:16:46.000 --> 00:16:49.000]  推到城門外
[00:16:49.000 --> 00:16:52.000]  不用等工會去處置
[00:16:52.000 --> 00:16:54.000]  是自己來處置
[00:16:54.000 --> 00:16:57.000]  就是用石頭打他
[00:16:57.000 --> 00:17:02.000]  在當中史提法作了頭號罪犯
[00:17:02.000 --> 00:17:07.000]  亦被石頭活活地打死
[00:17:07.000 --> 00:17:09.000]  史提法就是這樣
[00:17:09.000 --> 00:17:11.000]  成為了第一個殉道者
[00:17:11.000 --> 00:17:14.000]  他將生命擺上
[00:17:14.000 --> 00:17:18.000]  當時他形容到
[00:17:18.000 --> 00:17:20.000]  他看到異象
[00:17:20.000 --> 00:17:23.000]  他定睛看著天
[00:17:23.000 --> 00:17:25.000]  看見上帝的榮耀
[00:17:25.000 --> 00:17:28.000]  看到耶穌站在上帝的右邊
[00:17:28.000 --> 00:17:33.000]  意思是耶穌已經在上面
[00:17:33.000 --> 00:17:34.000]  等著他
[00:17:34.000 --> 00:17:37.000]  應接他
[00:17:37.000 --> 00:17:40.000]  知道耶穌是明白他
[00:17:40.000 --> 00:17:44.000]  而他亦盡力去榮耀上帝
[00:17:44.000 --> 00:17:47.000]  接著那個似樣
[00:17:47.000 --> 00:17:49.000]  就是他有赦免的心
[00:17:49.000 --> 00:17:53.000]  史提法他在痛苦之中
[00:17:53.000 --> 00:17:55.000]  他被石頭打
[00:17:55.000 --> 00:18:00.000]  但他反而向主求赦免
[00:18:00.000 --> 00:18:01.000]  這群人
[00:18:01.000 --> 00:18:04.000]  因為他們不知道他們做錯了甚麼
[00:18:04.000 --> 00:18:07.000]  這個求主赦免寬恕
[00:18:07.000 --> 00:18:10.000]  就好像耶穌在十字架上的一句
[00:18:10.000 --> 00:18:13.000]  父啊 赦免他們
[00:18:13.000 --> 00:18:17.000]  因為他所作的 他們不曉得
[00:18:17.000 --> 00:18:22.000]  史提法他亦在另一方面
[00:18:22.000 --> 00:18:25.000]  向主求主
[00:18:25.000 --> 00:18:30.000]  求主耶穌接收我的靈魂
[00:18:30.000 --> 00:18:34.000]  就好像耶穌在釘十字架上
[00:18:34.000 --> 00:18:36.000]  最後的一句
[00:18:36.000 --> 00:18:41.000]  父啊 將我的靈魂交在你的手裏
[00:18:41.000 --> 00:18:46.000]  這是同樣地的經歷
[00:18:46.000 --> 00:18:49.000]  他一方面去遙恕 寬恕
[00:18:49.000 --> 00:18:52.000]  怎樣去攻擊他的人
[00:18:52.000 --> 00:18:55.000]  另一方面他亦看到
[00:18:55.000 --> 00:18:57.000]  他所作的這些事
[00:18:57.000 --> 00:19:03.000]  其實是為了主的福音和愛
[00:19:03.000 --> 00:19:08.000]  以致他願意去作這樣的說法
[00:19:08.000 --> 00:19:10.000]  求主寬恕
[00:19:10.000 --> 00:19:16.000]  亦願主接收他的靈魂
[00:19:16.000 --> 00:19:20.000]  就是在第五個次樣
[00:19:20.000 --> 00:19:23.000]  當一個義者
[00:19:23.000 --> 00:19:26.000]  當史提法他受苦的時候
[00:19:26.000 --> 00:19:30.000]  上帝的榮耀是緊緊隨之而來
[00:19:30.000 --> 00:19:34.000]  就好像耶穌在十字架上受苦的時候
[00:19:34.000 --> 00:19:39.000]  他和身邊釘十字架的人說
[00:19:39.000 --> 00:19:42.000]  我們會在樂園相遇
[00:19:42.000 --> 00:19:46.000]  當主耶穌喘氣的時候
[00:19:46.000 --> 00:19:50.000]  伯夫長見到那個情景的時候
[00:19:50.000 --> 00:19:55.000]  伯夫長說歸榮耀給上帝
[00:19:55.000 --> 00:19:58.000]  認定主耶穌是一個義人
[00:19:58.000 --> 00:20:00.000]  史提法同樣地
[00:20:00.000 --> 00:20:04.000]  他付上了生命的代價
[00:20:04.000 --> 00:20:08.000]  但是他的行為和言語
[00:20:08.000 --> 00:20:12.000]  其實就已經播下了福音的種子
[00:20:12.000 --> 00:20:15.000]  就是在這個素羅的眼中
[00:20:15.000 --> 00:20:17.000]  這個少年人
[00:20:17.000 --> 00:20:21.000]  他留下深刻的印象
[00:20:21.000 --> 00:20:27.000]  要到史提法他所做的
[00:20:27.000 --> 00:20:29.000]  他的痛苦
[00:20:29.000 --> 00:20:32.000]  但是他仍然願意忍耐
[00:20:32.000 --> 00:20:37.000]  他雖然不知道接下來會發生什麼事情
[00:20:37.000 --> 00:20:39.000]  但是他仍然去忍耐
[00:20:39.000 --> 00:20:42.000]  做上帝要他做的事
[00:20:42.000 --> 00:20:47.000]  我們都是在面對很多時候
[00:20:47.000 --> 00:20:50.000]  我們仍然需要學習忍耐
[00:20:50.000 --> 00:20:53.000]  很多的困迫
[00:20:53.000 --> 00:20:58.000]  我們控制不了很多事情發生
[00:20:58.000 --> 00:21:03.000]  我們仍然持有那種行為和言語
[00:21:03.000 --> 00:21:07.000]  目的就是將主耶穌的愛
[00:21:07.000 --> 00:21:11.000]  和主耶穌的福音種子能夠播下
[00:21:11.000 --> 00:21:16.000]  這個成為我們今天最重要的提醒
[00:21:16.000 --> 00:21:19.000]  說回史提法的時候
[00:21:19.000 --> 00:21:24.000]  史提法的動作和言語
[00:21:24.000 --> 00:21:29.000]  就讓我剛才所說的素羅的人
[00:21:29.000 --> 00:21:34.000]  他因為這樣很深刻的印象領受了福音的種子
[00:21:34.000 --> 00:21:38.000]  他雖然是一個逼迫基督徒的人
[00:21:38.000 --> 00:21:41.000]  他雖然是一個
[00:21:41.000 --> 00:21:43.000]  素羅是一個
[00:21:43.000 --> 00:21:48.000]  甚至可能是被人給錢去做假見證的一個人
[00:21:48.000 --> 00:21:51.000]  他在當中也是一個少年人
[00:21:51.000 --> 00:21:55.000]  所以很多人就將衣裳放在他腳前
[00:21:55.000 --> 00:21:58.000]  叫他幫忙看著
[00:21:58.000 --> 00:22:00.000]  但這個人 素羅
[00:22:00.000 --> 00:22:03.000]  他後來變成了保羅
[00:22:03.000 --> 00:22:11.000]  也是傳福音到整個歐洲的地方
[00:22:11.000 --> 00:22:16.000]  所以看到福音的傳播
[00:22:16.000 --> 00:22:22.000]  上帝在當中有他的旨意和大能
[00:22:22.000 --> 00:22:24.000]  史提法他不知道
[00:22:24.000 --> 00:22:26.000]  當時他不知道
[00:22:26.000 --> 00:22:30.000]  他盡了力 就是他要做的事情
[00:22:30.000 --> 00:22:32.000]  上帝今天呼召我們
[00:22:32.000 --> 00:22:34.000]  下一章
[00:22:34.000 --> 00:22:38.000]  我們要學恥耶穌那個
[00:22:38.000 --> 00:22:41.000]  道成肉身的使命
[00:22:41.000 --> 00:22:45.000]  就是我們今天在史提法身上學習
[00:22:45.000 --> 00:22:48.000]  他有著那個能力
[00:22:48.000 --> 00:22:52.000]  他可以去關心有需要的人
[00:22:52.000 --> 00:22:54.000]  去服侍其他人
[00:22:54.000 --> 00:22:56.000]  心裡面也火熱
[00:22:56.000 --> 00:23:01.000]  可以用他的行為和言語去見證
[00:23:01.000 --> 00:23:06.000]  讓福音的種子可以傳播
[00:23:06.000 --> 00:23:10.000]  也為著上帝的愛和福音的種子
[00:23:10.000 --> 00:23:15.000]  為先 為最重要的
[00:23:15.000 --> 00:23:20.000]  我今天早上
[00:23:20.000 --> 00:23:24.000]  雖然在合一堂晚安山堂
[00:23:24.000 --> 00:23:27.000]  都是休息一天
[00:23:27.000 --> 00:23:32.000]  但今早我們也有一個小組的祈禱會
[00:23:32.000 --> 00:23:36.000]  在網上 Zoom 去祈禱
[00:23:36.000 --> 00:23:39.000]  當中也有很大的感受
[00:23:39.000 --> 00:23:44.000]  我們也要在將會計劃新的一年裡
[00:23:44.000 --> 00:23:51.000]  其實也要將前面的道路擺上去禱告
[00:23:51.000 --> 00:23:55.000]  特別是為了新一年的
[00:23:55.000 --> 00:24:00.000]  在一些崗位侍奉的弟兄姊妹去禱告
[00:24:00.000 --> 00:24:04.000]  特別是為了事工上怎麼樣去進行
[00:24:04.000 --> 00:24:07.000]  現在仍然是不可以
[00:24:07.000 --> 00:24:10.000]  疫情關係不可以見面
[00:24:10.000 --> 00:24:14.000]  或者小朋友不可以上學等等的時候
[00:24:14.000 --> 00:24:17.000]  我們可以怎麼樣去做呢?
[00:24:17.000 --> 00:24:20.000]  都是要交上禱告
[00:24:20.000 --> 00:24:23.000]  希望我們所做的事情
[00:24:23.000 --> 00:24:28.000]  仍然能夠維持著主耶穌的
[00:24:28.000 --> 00:24:30.000]  「道成肉身」的使命
[00:24:30.000 --> 00:24:35.000]  讓我們能夠做一個像樣的侍奉員
[00:24:35.000 --> 00:24:39.000]  可以成為教會的榜樣
[00:24:39.000 --> 00:24:42.000]  最後想要有一個 Power Point
[00:24:42.000 --> 00:24:48.000]  就是有智慧的人仍然去尋找耶穌
[00:24:48.000 --> 00:24:56.000]  我們仍然是需要去尋找耶穌
