
[00:00:00.000 --> 00:00:05.000]  主要讓我們更多的來看,什麼是「愛」
[00:02:02.000 --> 00:02:05.000]  我送他一個最右邊的,你看那是什麼?
[00:02:05.000 --> 00:02:10.000]  一個玻璃杯,裡面有一半的米,一半的沙子
[00:02:10.000 --> 00:02:12.000]  為什麼要送這個呢?
[00:02:12.000 --> 00:02:14.000]  大家自己去想
[00:02:14.000 --> 00:02:17.000]  等一下再跟大家分享
[00:02:17.000 --> 00:02:21.000]  我們今天要分享的題目,就是非凡的愛
[00:02:21.000 --> 00:02:23.000]  愛是很寶貴的
[00:02:23.000 --> 00:02:25.000]  我們都知道愛是很寶貴
[00:02:25.000 --> 00:02:28.000]  但是我們真的覺得它寶貴嗎?
[00:02:28.000 --> 00:02:31.000]  另外一個,我們都會唱愛的真諦
[00:02:31.000 --> 00:02:36.000]  但是,愛的真諦裡面,最重要的是什麼?
[00:02:36.000 --> 00:02:38.000]  怎麼樣活出來呢?
[00:02:38.000 --> 00:02:41.000]  它有沒有什麼境界?
[00:02:41.000 --> 00:02:42.000]  有沒有什麼真理?
[00:02:42.000 --> 00:02:46.000]  有沒有什麼亮光在裡面,是我們過去沒有發現的呢?
[00:02:46.000 --> 00:02:49.000]  我相信今天,聽完今天的講到
[00:02:49.000 --> 00:02:56.000]  你會對愛有再有不同的詮釋或觀點
[00:02:56.000 --> 00:02:58.000]  我們都知道,愛是寶貴的
[00:02:58.000 --> 00:03:05.000]  保羅說,我們在服侍的時候裡面是需要愛的
[00:03:05.000 --> 00:03:10.000]  所以我在這邊寫到,愛是屬靈恩賜運用的原則
[00:03:10.000 --> 00:03:12.000]  它是基礎
[00:03:12.000 --> 00:03:16.000]  屬靈恩賜是用來建造教會的
[00:03:16.000 --> 00:03:22.000]  所以彼得曾經就說,現在這個時局
[00:03:22.000 --> 00:03:26.000]  我們說現在時局真的是不太好
[00:03:26.000 --> 00:03:30.000]  彼得那個時候,他也是覺得不好
[00:03:30.000 --> 00:03:33.000]  他說,萬物的結局近了
[00:03:33.000 --> 00:03:36.000]  所以我們要謹慎自守,謹行禱告
[00:03:36.000 --> 00:03:43.000]  說完了後面,他說,我們要做神恩賜的好管家
[00:03:43.000 --> 00:03:49.000]  弟兄姊妹,在座的各位,誰不是恩賜的好管家呢?
[00:03:49.000 --> 00:03:55.000]  讓我這樣問好了,誰不是要做恩賜的管家呢?
[00:03:55.000 --> 00:03:58.000]  如果要做管家,我們就必須要知道
[00:03:58.000 --> 00:04:02.000]  恩賜到底使用的原則是什麼
[00:04:02.000 --> 00:04:06.000]  他說他有三次提到了愛,剛剛我們有讀了經文
[00:04:06.000 --> 00:04:09.000]  他說,如果我們會說萬人的方言
[00:04:09.000 --> 00:04:16.000]  或者是有先知講道之能,或者是我們奉獻自己
[00:04:16.000 --> 00:04:21.000]  弟兄姊妹,在原文的聖經裡面
[00:04:21.000 --> 00:04:26.000]  他並沒有講到萬人的方言,他其實是講方言
[00:04:26.000 --> 00:04:28.000]  當然我們知道方言有很多種
[00:04:28.000 --> 00:04:32.000]  在《史書行傳》裡面一開始我們看見講起別國的話
[00:04:32.000 --> 00:04:36.000]  別國的語言,這叫做方言
[00:04:36.000 --> 00:04:39.000]  像我高牧師現在在講的是中文
[00:04:39.000 --> 00:04:42.000]  它就算是一種方言,一種語言
[00:04:42.000 --> 00:04:49.000]  另外一種是舌頭音,另外一種是天使的言語
[00:04:49.000 --> 00:04:53.000]  在座各位在我們當中的大部分的人
[00:04:53.000 --> 00:04:55.000]  我們都會講自己的母語
[00:04:55.000 --> 00:05:02.000]  再厲害你會講七八種的你國內的家鄉話
[00:05:02.000 --> 00:05:06.000]  那有沒有人會講天使的言語呢
[00:05:06.000 --> 00:05:11.000]  我假設,如果在我們當中你會講天使的言語
[00:05:11.000 --> 00:05:14.000]  你跟天使講過話,你就知道什麼是天使的言語
[00:05:14.000 --> 00:05:17.000]  可是如果沒有呢,我們就對於方言
[00:05:17.000 --> 00:05:22.000]  其實就完全不明白他到底在說什麼
[00:05:22.000 --> 00:05:26.000]  但是保羅他講到這個方言,它是一個奧秘
[00:05:26.000 --> 00:05:30.000]  它是在心中,靈裡面說出各樣的奧秘
[00:05:30.000 --> 00:05:32.000]  是在對神說的
[00:05:32.000 --> 00:05:38.000]  那我想問大家,在慧重中可不可以講方言啊
[00:05:38.000 --> 00:05:42.000]  可以講方言嗎
[00:05:42.000 --> 00:05:45.000]  我跟你說,會說方言的人就說,可以說啊
[00:05:45.000 --> 00:05:49.000]  那不會說方言的人就說,不能說啊
[00:05:49.000 --> 00:05:52.000]  為什麼呢
[00:05:52.000 --> 00:05:55.000]  因為感覺好像說方言會造成一些困擾,會不會
[00:05:55.000 --> 00:05:58.000]  其實這確實是教會裡面的問題
[00:05:58.000 --> 00:06:01.000]  但是我今天要說,在我們福音派的教會裡面
[00:06:01.000 --> 00:06:04.000]  如果你來到我們這間教會,你是帶著有恩賜來的
[00:06:04.000 --> 00:06:07.000]  弟兄姊妹,你不要覺得你是被壓抑
[00:06:07.000 --> 00:06:12.000]  在聚會禱告的時候,我說你可以說方言跟神禱告
[00:06:12.000 --> 00:06:14.000]  就比如說,剛在敬拜當中
[00:06:14.000 --> 00:06:17.000]  你說的方言,牧師有聽見嗎
[00:06:17.000 --> 00:06:20.000]  其他有聽見嗎,可能沒有
[00:06:20.000 --> 00:06:22.000]  所以你就盡情的,在你個人的敬拜當中
[00:06:22.000 --> 00:06:25.000]  你享受方言的恩賜
[00:06:25.000 --> 00:06:27.000]  它是建造你生命的
[00:06:27.000 --> 00:06:30.000]  但是在台上呢,如果你上台呢
[00:06:30.000 --> 00:06:33.000]  就不方便講,為什麼
[00:06:33.000 --> 00:06:37.000]  因為大家聽不懂,保羅說,除非有人會翻方言
[00:06:37.000 --> 00:06:40.000]  所以並不是說,你會了方言的恩賜
[00:06:40.000 --> 00:06:42.000]  來到了我們的教會,就完全禁止
[00:06:42.000 --> 00:06:45.000]  不是那個意思的喔
[00:06:45.000 --> 00:06:48.000]  保羅說,是在聚會中,各位如果你去查聖經
[00:06:48.000 --> 00:06:52.000]  是在聚會中講方言,唱靈歌
[00:06:52.000 --> 00:06:54.000]  用各樣的方式讚美神
[00:06:54.000 --> 00:06:57.000]  是有提到,是在聚會當中的
[00:06:57.000 --> 00:07:00.000]  但並不是說,聚會的時候給你一段時間
[00:07:00.000 --> 00:07:02.000]  讓你那邊講方言
[00:07:02.000 --> 00:07:05.000]  所以其實我們要怎麼樣來
[00:07:05.000 --> 00:07:10.000]  看這個神所賜給我們的美好的方言的恩賜
[00:07:10.000 --> 00:07:12.000]  保羅說,如果你會說方言
[00:07:12.000 --> 00:07:16.000]  你會說天使的言語,卻沒有愛
[00:07:16.000 --> 00:07:19.000]  就成了明的羅,響的拔
[00:07:19.000 --> 00:07:22.000]  因為你所說的方言,沒有被翻出來
[00:07:22.000 --> 00:07:24.000]  只有一個tone,只有一個音
[00:07:24.000 --> 00:07:28.000]  好像我們在打鼓或拔的時候,沒有聲音
[00:07:28.000 --> 00:07:30.000]  但是如果你在聚會當中
[00:07:30.000 --> 00:07:33.000]  你在私下裡面,禱告在講方言的時候
[00:07:33.000 --> 00:07:36.000]  有一個人靠近你,跟你講說
[00:07:36.000 --> 00:07:38.000]  弟兄,你剛剛講的是什麼
[00:07:38.000 --> 00:07:40.000]  他幫你翻譯了
[00:07:40.000 --> 00:07:42.000]  那就Hallelujah,讚美主
[00:07:42.000 --> 00:07:46.000]  因為有人受感動,知道你在講方言
[00:07:46.000 --> 00:07:50.000]  所以我曾經在萬國敬拜讚美的時候
[00:07:50.000 --> 00:07:52.000]  大家認罪禱告
[00:07:52.000 --> 00:07:54.000]  大家在那邊渴慕神的時候
[00:07:54.000 --> 00:07:57.000]  我就看見有一個人
[00:07:57.000 --> 00:08:01.000]  走到我的身邊,旁邊的一個姊妹
[00:08:01.000 --> 00:08:03.000]  跟他講話
[00:08:03.000 --> 00:08:05.000]  但是我不知道發生什麼事
[00:08:05.000 --> 00:08:09.000]  後來,居安會這個姊妹就跟我分享
[00:08:09.000 --> 00:08:12.000]  原來她剛剛在跟神禱告的時候
[00:08:12.000 --> 00:08:14.000]  她就說起了方言
[00:08:14.000 --> 00:08:16.000]  她也不知道是什麼
[00:08:16.000 --> 00:08:19.000]  就在那個時候,又有另外一個姊妹
[00:08:19.000 --> 00:08:21.000]  走到她的身邊,跟她講說
[00:08:21.000 --> 00:08:24.000]  你剛剛在講什麼內容
[00:08:24.000 --> 00:08:26.000]  我翻譯給你聽
[00:08:26.000 --> 00:08:29.000]  所以弟兄姊妹,如果你在聚會的時候
[00:08:29.000 --> 00:08:32.000]  你不講方言,誰能幫你翻呢
[00:08:32.000 --> 00:08:35.000]  誰會知道,誰會翻方言呢
[00:08:35.000 --> 00:08:39.000]  所以我是說,方言這種東西是神給的恩賜
[00:08:39.000 --> 00:08:41.000]  它是個禮物,它不是炫耀
[00:08:41.000 --> 00:08:43.000]  它是造就你自己的
[00:08:43.000 --> 00:08:45.000]  你來到教會當中,你可以在你的位置上面
[00:08:45.000 --> 00:08:48.000]  你安靜地禱告,你安靜地講,沒有問題的
[00:08:48.000 --> 00:08:52.000]  所以如果你是會有方言恩賜的呢
[00:08:52.000 --> 00:08:54.000]  不要只是覺得好像被打壓了
[00:08:54.000 --> 00:08:57.000]  沒有,保羅要我們追求方言的恩賜
[00:08:57.000 --> 00:09:00.000]  是為了造就自己,但是不是為了炫耀
[00:09:00.000 --> 00:09:03.000]  可是有一天,如果上帝讓你有這樣的能力
[00:09:03.000 --> 00:09:06.000]  你可以起來,在用方言
[00:09:06.000 --> 00:09:08.000]  到異教的地方傳福音的時候
[00:09:08.000 --> 00:09:11.000]  神突然給你另外一種語言的恩賜
[00:09:11.000 --> 00:09:13.000]  你就使用
[00:09:13.000 --> 00:09:16.000]  所以恩賜都是用來造就教會的
[00:09:16.000 --> 00:09:19.000]  可是保羅在這裡說,若說方言
[00:09:19.000 --> 00:09:22.000]  萬人的方言和天使的言語
[00:09:22.000 --> 00:09:25.000]  兄姊妹,他說卻沒有愛
[00:09:25.000 --> 00:09:28.000]  就像明的羅,想的八一樣
[00:09:28.000 --> 00:09:31.000]  那接下來一樣,先知講道
[00:09:31.000 --> 00:09:34.000]  有各樣的知識
[00:09:34.000 --> 00:09:38.000]  這個知識我說,他可能是指著啟示
[00:09:38.000 --> 00:09:42.000]  因為保羅在這裡講的是恩賜
[00:09:42.000 --> 00:09:44.000]  所以他有可能是智慧的言語
[00:09:44.000 --> 00:09:45.000]  可能是知識的言語
[00:09:45.000 --> 00:09:48.000]  或者是聖靈突然給你的一個亮光
[00:09:48.000 --> 00:09:50.000]  一個啟示,讓你想到上帝的話語
[00:09:50.000 --> 00:09:52.000]  讓你能夠對著慧重來講道
[00:09:52.000 --> 00:09:56.000]  弟兄姊妹,你希不希望有這樣的恩賜的弟兄姊妹
[00:09:56.000 --> 00:09:58.000]  在我們當中呢
[00:09:58.000 --> 00:10:01.000]  你希不希望你的慕者有這樣的恩賜呢
[00:10:01.000 --> 00:10:03.000]  我記得我上次在分享的時候
[00:10:03.000 --> 00:10:06.000]  我說這個拿丹指出先知的罪
[00:10:06.000 --> 00:10:08.000]  這件事情也就是從神來的亮光
[00:10:08.000 --> 00:10:11.000]  他怎麼知道,拿丹怎麼知道
[00:10:11.000 --> 00:10:15.000]  無非是神啟示嗎
[00:10:15.000 --> 00:10:19.000]  他帶著一個負擔來造就大衛
[00:10:19.000 --> 00:10:31.000]  所以我們的投影片
[00:10:31.000 --> 00:10:36.000]  保羅說如果我們都有這些的全倍的恩賜的話
[00:10:36.000 --> 00:10:40.000]  甚至都還有一個信心可以移三
[00:10:40.000 --> 00:10:42.000]  到達一種程度
[00:10:42.000 --> 00:10:45.000]  就是你的恩高已經到達一個程度了
[00:10:45.000 --> 00:10:47.000]  你的信心的恩賜
[00:10:47.000 --> 00:10:49.000]  這個信心不是我們信主的信心
[00:10:49.000 --> 00:10:51.000]  這個信心是上帝給你一個特別的信心
[00:10:51.000 --> 00:10:56.000]  是讓你能夠行異能的信心
[00:10:56.000 --> 00:10:58.000]  這樣的信心甚至可以移三
[00:10:58.000 --> 00:11:01.000]  我去查一下這個移三,他很妙
[00:11:01.000 --> 00:11:03.000]  他這個移三這個字呢
[00:11:03.000 --> 00:11:05.000]  保羅他也用這個字在
[00:11:05.000 --> 00:11:08.000]  把人遷移到愛子的國度的那個
[00:11:08.000 --> 00:11:11.000]  遷移的那個動作也就叫移
[00:11:11.000 --> 00:11:12.000]  保羅也是這個移
[00:11:12.000 --> 00:11:17.000]  他說這個迷惑人的這個迷惑也是移
[00:11:17.000 --> 00:11:19.000]  但是在這裡我們看到
[00:11:19.000 --> 00:11:20.000]  如果我們有一個恩賜
[00:11:20.000 --> 00:11:22.000]  能夠把人這個信心
[00:11:22.000 --> 00:11:24.000]  這樣的知識這樣的講道的能力
[00:11:24.000 --> 00:11:25.000]  可以指出人的罪
[00:11:25.000 --> 00:11:26.000]  指出一個方向
[00:11:26.000 --> 00:11:28.000]  把他帶領到神的國度裡面
[00:11:28.000 --> 00:11:30.000]  甚至讓他歸信耶穌基督
[00:11:30.000 --> 00:11:33.000]  你說他這樣的恩賜好不好
[00:11:33.000 --> 00:11:34.000]  好
[00:11:34.000 --> 00:11:37.000]  但是保羅說如果他沒有愛
[00:11:37.000 --> 00:11:40.000]  我也算不得什麼
[00:11:40.000 --> 00:11:43.000]  甚至我們能夠奉獻
[00:11:43.000 --> 00:11:45.000]  奉獻到一個程度
[00:11:45.000 --> 00:11:48.000]  保羅說除了是周濟窮人之外
[00:11:48.000 --> 00:11:52.000]  他還是奉獻自己捨身叫人焚燒
[00:11:52.000 --> 00:11:53.000]  焚燒誰啊
[00:11:53.000 --> 00:11:54.000]  不是別人
[00:11:54.000 --> 00:11:56.000]  是叫別人焚燒我們
[00:11:56.000 --> 00:11:57.000]  是把自己獻出去
[00:11:57.000 --> 00:11:59.000]  好像成為祭一樣
[00:11:59.000 --> 00:12:01.000]  保羅說仍然與我無異
[00:12:01.000 --> 00:12:03.000]  如果沒有愛的話
[00:12:03.000 --> 00:12:07.000]  他是無價值的無意義的無效的
[00:12:07.000 --> 00:12:08.000]  哥倫多教會中的姐妹
[00:12:08.000 --> 00:12:09.000]  如果看到這三節經文
[00:12:09.000 --> 00:12:11.000]  她們會怎麼想呢
[00:12:11.000 --> 00:12:12.000]  保羅的意思是不是說
[00:12:12.000 --> 00:12:14.000]  我們要停止追求
[00:12:14.000 --> 00:12:16.000]  這個屬靈的恩賜呢
[00:12:16.000 --> 00:12:19.000]  都已經恩賜到達極致了
[00:12:19.000 --> 00:12:21.000]  這個不是神要給我們最寶貴
[00:12:21.000 --> 00:12:24.000]  最有能力的恩賜的彰顯
[00:12:24.000 --> 00:12:26.000]  來服侍人嗎
[00:12:26.000 --> 00:12:27.000]  保羅好像在這裡說
[00:12:27.000 --> 00:12:28.000]  與我無異
[00:12:28.000 --> 00:12:29.000]  原因是什麼
[00:12:29.000 --> 00:12:31.000]  因為我們服侍裡面
[00:12:31.000 --> 00:12:36.000]  需要的是愛
[00:12:36.000 --> 00:12:37.000]  大家想想看
[00:12:37.000 --> 00:12:39.000]  看看耶穌的服侍
[00:12:39.000 --> 00:12:41.000]  耶穌他曾經服侍
[00:12:41.000 --> 00:12:42.000]  聖經怎麼記載
[00:12:42.000 --> 00:12:47.000]  他說耶穌出來見了許多人就怎樣
[00:12:47.000 --> 00:12:49.000]  憐憫他們
[00:12:49.000 --> 00:12:51.000]  就愛他們
[00:12:51.000 --> 00:12:53.000]  就醫治他們的病
[00:12:53.000 --> 00:12:56.000]  就為他們講道
[00:12:56.000 --> 00:12:57.000]  餵養他們
[00:12:57.000 --> 00:12:58.000]  耶穌的愛
[00:12:58.000 --> 00:13:00.000]  耶穌的服侍
[00:13:00.000 --> 00:13:02.000]  是從我們看見
[00:13:02.000 --> 00:13:04.000]  耶穌他伸出憐憫
[00:13:04.000 --> 00:13:08.000]  推動了耶穌去服侍
[00:13:08.000 --> 00:13:09.000]  各位姐妹
[00:13:09.000 --> 00:13:10.000]  在我們當中有些人
[00:13:10.000 --> 00:13:11.000]  很想做這個服侍
[00:13:11.000 --> 00:13:12.000]  很想做那個服侍
[00:13:12.000 --> 00:13:14.000]  是不是你看見別的教會
[00:13:14.000 --> 00:13:15.000]  做這個服侍
[00:13:15.000 --> 00:13:16.000]  你想去做呢
[00:13:16.000 --> 00:13:18.000]  還是你真的看見
[00:13:18.000 --> 00:13:20.000]  你服侍的對象當中
[00:13:20.000 --> 00:13:25.000]  他們有一個需要在哪裡
[00:13:25.000 --> 00:13:26.000]  各位姐妹你覺得是
[00:13:26.000 --> 00:13:27.000]  別的教會有
[00:13:27.000 --> 00:13:28.000]  我們也要有
[00:13:28.000 --> 00:13:30.000]  還是有人有這個需要
[00:13:30.000 --> 00:13:32.000]  我們教會如果能夠做
[00:13:32.000 --> 00:13:33.000]  我們去做
[00:13:33.000 --> 00:13:35.000]  是哪一個是比較好的呢
[00:13:35.000 --> 00:13:37.000]  前者還是後者
[00:13:37.000 --> 00:13:41.000]  後者吧
[00:13:41.000 --> 00:13:43.000]  如果你是前者的話
[00:13:43.000 --> 00:13:46.000]  你會做得越來越累
[00:13:46.000 --> 00:13:47.000]  可是如果你是因為
[00:13:47.000 --> 00:13:49.000]  看見需要你去做的時候
[00:13:49.000 --> 00:13:50.000]  你在做的時候
[00:13:50.000 --> 00:13:52.000]  你會越來越滿足
[00:13:52.000 --> 00:13:54.000]  這就是服侍
[00:13:54.000 --> 00:13:56.000]  有沒有負擔的差別
[00:13:56.000 --> 00:13:59.000]  有沒有愛的負擔的差別
[00:13:59.000 --> 00:14:00.000]  我想UCLA的
[00:14:00.000 --> 00:14:03.000]  做UCLA時工的同工們
[00:14:03.000 --> 00:14:04.000]  你們是看見需要
[00:14:04.000 --> 00:14:07.000]  還是看見別的教會
[00:14:07.000 --> 00:14:09.000]  有這樣的一個團契
[00:14:09.000 --> 00:14:10.000]  有這樣的學生工作
[00:14:10.000 --> 00:14:12.000]  因此我們想做呢
[00:14:12.000 --> 00:14:15.000]  我想是因為看見需要
[00:14:15.000 --> 00:14:19.000]  看見靈魂的需要
[00:14:19.000 --> 00:14:22.000]  於是再大的困難都願意
[00:14:22.000 --> 00:14:25.000]  於是再大的犧牲都願意
[00:14:25.000 --> 00:14:28.000]  對吧
[00:14:28.000 --> 00:14:30.000]  我們看見世人也會
[00:14:30.000 --> 00:14:33.000]  因為愛而生出貼心的服務
[00:14:33.000 --> 00:14:36.000]  昨天的臨命日糧
[00:14:36.000 --> 00:14:37.000]  我收到了
[00:14:37.000 --> 00:14:40.000]  我看了覺得蠻貼心的
[00:14:40.000 --> 00:14:42.000]  他說Lisa在一家佛羅里達州的
[00:14:42.000 --> 00:14:44.000]  這樣的一個咖啡店
[00:14:44.000 --> 00:14:45.000]  他在那邊工作
[00:14:45.000 --> 00:14:48.000]  突然他就發現有一個客人
[00:14:48.000 --> 00:14:49.000]  他是伊比
[00:14:49.000 --> 00:14:50.000]  他的名字叫伊比
[00:14:50.000 --> 00:14:52.000]  他點餐的時候
[00:14:52.000 --> 00:14:54.000]  因為他有聽力障礙
[00:14:54.000 --> 00:14:55.000]  他不知道講什麼
[00:14:55.000 --> 00:14:57.000]  所以他用手機打字這樣子
[00:14:57.000 --> 00:15:00.000]  後來這個Lisa就決定
[00:15:00.000 --> 00:15:02.000]  發現他是常客之後
[00:15:02.000 --> 00:15:06.000]  就決定為他學手語
[00:15:06.000 --> 00:15:09.000]  以後他就可以用手語跟他溝通
[00:15:09.000 --> 00:15:11.000]  我發現在上海也有這樣的
[00:15:11.000 --> 00:15:14.000]  星巴克的咖啡店
[00:15:14.000 --> 00:15:17.000]  世人也會因愛而生
[00:15:17.000 --> 00:15:19.000]  科技是來自於人心
[00:15:19.000 --> 00:15:22.000]  很多的服務是因為來自於需要
[00:15:22.000 --> 00:15:24.000]  所以你開這個店會有人來
[00:15:24.000 --> 00:15:27.000]  但教會今天我們也要知道
[00:15:27.000 --> 00:15:31.000]  我們要服侍裡面是需要有愛的
[00:15:31.000 --> 00:15:35.000]  我們服侍的目標是不是看見
[00:15:35.000 --> 00:15:38.000]  這真的是有愛的需要
[00:15:38.000 --> 00:15:40.000]  所以服侍是需要愛的
[00:15:40.000 --> 00:15:42.000]  所以弟兄姊妹我們檢視一下
[00:15:42.000 --> 00:15:44.000]  在你現在所待的服侍裡面
[00:15:44.000 --> 00:15:46.000]  你有沒有感受到哪一個不是愛
[00:15:46.000 --> 00:15:48.000]  而是責任的
[00:15:48.000 --> 00:15:50.000]  回頭再去想想看
[00:15:50.000 --> 00:15:52.000]  為什麼我們要服侍
[00:15:52.000 --> 00:15:54.000]  不是需要愛
[00:15:54.000 --> 00:15:55.000]  為什麼呢
[00:15:55.000 --> 00:15:57.000]  因為最重要的是愛
[00:15:57.000 --> 00:15:59.000]  保羅他說他三次提到
[00:15:59.000 --> 00:16:01.000]  有恩賜卻沒有愛
[00:16:01.000 --> 00:16:04.000]  就沒有用
[00:16:04.000 --> 00:16:06.000]  就無效
[00:16:06.000 --> 00:16:10.000]  他在最後的總結的地方他說
[00:16:10.000 --> 00:16:13.000]  現在常存的有信有望有愛
[00:16:13.000 --> 00:16:15.000]  常常見到的有信有望有愛
[00:16:15.000 --> 00:16:17.000]  但是最大的是愛
[00:16:17.000 --> 00:16:21.000]  弟兄姊妹你怎麼解釋這最大的愛呢
[00:16:21.000 --> 00:16:24.000]  它大到可以包含一切
[00:16:24.000 --> 00:16:26.000]  還是它是最重要的
[00:16:26.000 --> 00:16:28.000]  還是它是最基礎的
[00:16:28.000 --> 00:16:31.000]  還是它是最有價值的
[00:16:31.000 --> 00:16:37.000]  還是它是問題的解答
[00:16:37.000 --> 00:16:40.000]  我要說它是問題的解答
[00:16:40.000 --> 00:16:45.000]  原因是在我的看見裡面
[00:16:45.000 --> 00:16:47.000]  我發現哥林多教會
[00:16:47.000 --> 00:16:51.000]  他們是一個有各樣恩賜的
[00:16:51.000 --> 00:16:56.000]  神給他們有各樣的恩賜的
[00:16:56.000 --> 00:16:59.000]  保羅就用一個極致的目標告訴他們說
[00:16:59.000 --> 00:17:01.000]  即便你們有這樣的恩賜
[00:17:01.000 --> 00:17:03.000]  有最棒的恩賜
[00:17:03.000 --> 00:17:04.000]  最高超的恩賜
[00:17:04.000 --> 00:17:06.000]  最有信心的恩賜
[00:17:06.000 --> 00:17:08.000]  最能奉獻的恩賜
[00:17:08.000 --> 00:17:12.000]  即便你們到達這樣的一個程度
[00:17:12.000 --> 00:17:17.000]  可是如果你們的教會是出現了問題
[00:17:17.000 --> 00:17:25.000]  這個恩賜能夠用來修補嗎
[00:17:25.000 --> 00:17:34.000]  恩賜可以用來修補恩賜所產生的問題嗎
[00:17:34.000 --> 00:17:39.000]  大家明白我的問題嗎
[00:17:39.000 --> 00:17:41.000]  哥林多教會他們的問題就在於
[00:17:41.000 --> 00:17:42.000]  有恩賜的
[00:17:42.000 --> 00:17:44.000]  保羅稱讚他們說你們有知識
[00:17:44.000 --> 00:17:46.000]  你們有口才
[00:17:46.000 --> 00:17:49.000]  但是你們想用你們
[00:17:49.000 --> 00:17:52.000]  你們用你們自己的知識
[00:17:52.000 --> 00:17:55.000]  廢掉了神的真理
[00:17:55.000 --> 00:17:59.000]  所以在他們當中有分裂 有派系
[00:17:59.000 --> 00:18:01.000]  有人說我是屬保羅
[00:18:01.000 --> 00:18:03.000]  有人說我是屬亞伯羅
[00:18:03.000 --> 00:18:05.000]  有人說我是彼得首席
[00:18:05.000 --> 00:18:07.000]  他們會分門別類
[00:18:07.000 --> 00:18:09.000]  他們對信德道德是容忍的
[00:18:09.000 --> 00:18:12.000]  有人說我繼母這些事情是淫亂的事情
[00:18:12.000 --> 00:18:15.000]  但對他們來講他們也不在乎
[00:18:15.000 --> 00:18:17.000]  對聖餐的忽視
[00:18:17.000 --> 00:18:21.000]  他們也不會去等待其他的人
[00:18:21.000 --> 00:18:23.000]  他們對待其他人的需要
[00:18:23.000 --> 00:18:25.000]  信心是否軟弱
[00:18:25.000 --> 00:18:28.000]  是否能夠吃拜偶像之物
[00:18:28.000 --> 00:18:31.000]  有知識的人可能就說吃吧
[00:18:31.000 --> 00:18:33.000]  他們沒有信心
[00:18:33.000 --> 00:18:37.000]  反而造成很多人信心的軟弱
[00:18:37.000 --> 00:18:39.000]  對屬靈恩賜的誤用
[00:18:39.000 --> 00:18:43.000]  或者是他們對訴訟解決的方法
[00:18:43.000 --> 00:18:45.000]  等等這些造成的問題
[00:18:45.000 --> 00:18:47.000]  一個有恩賜的教會
