
[00:00:00.000 --> 00:00:02.000]  平姐妹平安
[00:02:19.900 --> 00:02:22.860]  總之起碼有幾千人
[00:02:22.860 --> 00:02:27.340]  在那幾天之內 信了主
[00:02:27.340 --> 00:02:32.300]  完全沒有時間做任何的栽培 跟進
[00:02:32.300 --> 00:02:34.700]  講任何事情
[00:02:34.700 --> 00:02:38.860]  在整個基督徒群體 它雖然是膨脹了很多
[00:02:38.860 --> 00:02:42.300]  但他們仍然是大部分的時間
[00:02:42.300 --> 00:02:47.900]  都是融入回到猶太的宗教的活動裏面
[00:02:47.900 --> 00:02:51.420]  即是說 他們仍然去會堂崇拜
[00:02:51.420 --> 00:02:56.860]  他們仍然會跟猶太的傳統去做事
[00:02:56.860 --> 00:02:58.220]  包括去祈禱
[00:02:58.220 --> 00:03:00.380]  這裏是其中一個下午的祈禱
[00:03:00.380 --> 00:03:02.620]  所以就是新初禱告的時候
[00:03:02.620 --> 00:03:05.500]  即是猶太人要去聖殿那裏祈禱
[00:03:05.500 --> 00:03:13.180]  這樣彼得和約翰都來到進入那個地方祈禱
[00:03:13.180 --> 00:03:17.100]  是一個很正常的猶太聚會
[00:03:17.100 --> 00:03:23.260]  完全是沒有甚麼特別的情況發生
[00:03:23.260 --> 00:03:26.380]  然後就開始了這個神蹟祈禱
[00:03:26.380 --> 00:03:30.380]  其實那個處境有點像耶穌時代
[00:03:30.380 --> 00:03:35.020]  耶穌同樣都經常出入聖殿
[00:03:35.020 --> 00:03:38.220]  祂看自己為一個猶太人的王
[00:03:38.220 --> 00:03:41.020]  但祂不會成為國王 也不會成為彰顯
[00:03:41.020 --> 00:03:43.740]  所以祂也是過一般猶太人身份
[00:03:43.740 --> 00:03:45.100]  耶穌不是唯一出世
[00:03:45.100 --> 00:03:47.100]  甚至或者三十歲出來傳道說
[00:03:47.100 --> 00:03:49.740]  行了 我要和猶太教割席
[00:03:49.740 --> 00:03:54.780]  我要和我的宗族舊約的宗教完全分離
[00:03:54.780 --> 00:03:57.100]  我自己另起爐灶 不是的
[00:03:57.100 --> 00:04:00.300]  祂是不斷在說 律法是這樣說
[00:04:00.300 --> 00:04:02.300]  其實祂的意思是這樣
[00:04:02.300 --> 00:04:06.780]  某程度上是像改革自己的宗族
[00:04:06.780 --> 00:04:10.540]  或者是那個歷史傳統對上帝的看法
[00:04:10.540 --> 00:04:11.660]  祂一直都這樣走
[00:04:11.660 --> 00:04:15.420]  好了 然後耶穌死了之後 十二使徒
[00:04:15.420 --> 00:04:17.420]  大致上都是這樣
[00:04:17.420 --> 00:04:21.500]  神蹟發生的整個大概概念
[00:04:21.500 --> 00:04:23.500]  也都像耶穌那個
[00:04:23.500 --> 00:04:28.700]  有人黏著祂 碰著祂 和祂談幾句話
[00:04:28.700 --> 00:04:30.220]  那就沒事了
[00:04:30.220 --> 00:04:34.380]  所以很多神學家都去做一個形容
[00:04:34.380 --> 00:04:37.420]  使徒行傳去到這裏
[00:04:37.420 --> 00:04:40.460]  很想告訴這個世界
[00:04:40.460 --> 00:04:43.660]  其實原來雖然耶穌已經升天離開了他們
[00:04:43.660 --> 00:04:45.660]  但是因為聖靈降臨的原因
[00:04:45.660 --> 00:04:49.500]  從此主耶穌的使命
[00:04:49.500 --> 00:04:52.060]  祂的能力 祂的榜樣
[00:04:52.060 --> 00:04:53.580]  即是怎樣處理事情
[00:04:53.580 --> 00:04:58.060]  現在就轉移到門徒的身上
[00:04:58.060 --> 00:04:59.820]  因著聖靈的降臨
[00:04:59.820 --> 00:05:01.820]  他們就好像耶穌這樣行事
[00:05:01.820 --> 00:05:05.820]  這個的而且確使徒行傳去很多地方
[00:05:05.820 --> 00:05:07.820]  嘗試顯露信息
[00:05:07.820 --> 00:05:09.820]  就好像我們今天都這樣說的
[00:05:09.820 --> 00:05:11.820]  耶穌還在不在地上
[00:05:11.820 --> 00:05:13.820]  不在了 任何一個信徒 非信徒
[00:05:13.820 --> 00:05:15.820]  拼命祈禱
[00:05:15.820 --> 00:05:17.820]  耶穌不會好像我們所理解的其他宗教
[00:05:17.820 --> 00:05:19.820]  觀音菩薩那樣
[00:05:19.820 --> 00:05:21.820]  有些光在兩邊
[00:05:21.820 --> 00:05:23.820]  有些天使那樣擁帶耶穌下來
[00:05:23.820 --> 00:05:25.820]  問你 怎樣 今天幾好嗎
[00:05:25.820 --> 00:05:27.820]  什麼事 我們沒有這個觀念
[00:05:27.820 --> 00:05:31.820]  我們會理解這個耶穌怎樣活現在人間
[00:05:31.820 --> 00:05:33.820]  是透過你和我的
[00:05:33.820 --> 00:05:35.820]  所以我們都
[00:05:35.820 --> 00:05:37.820]  真的應該要像基督
[00:05:37.820 --> 00:05:39.820]  像基督一樣如此如何如何
[00:05:39.820 --> 00:05:41.820]  我們會說我們會效法基督
[00:05:41.820 --> 00:05:43.820]  換句話說我們這裡有百幾二百個像耶穌的人
[00:05:43.820 --> 00:05:45.820]  是不是
[00:05:45.820 --> 00:05:47.820]  這裡是吧
[00:05:47.820 --> 00:05:49.820]  有沒有誰不像
[00:05:49.820 --> 00:05:51.820]  應該像的耶穌是不是光頭
[00:05:51.820 --> 00:05:53.820]  這個第一個我們可能要
[00:05:53.820 --> 00:05:55.820]  要看一下
[00:05:55.820 --> 00:05:57.820]  總之我們應該有一點點東西
[00:05:57.820 --> 00:05:59.820]  有些是質地
[00:05:59.820 --> 00:06:01.820]  有些是佛性 是像耶穌
[00:06:01.820 --> 00:06:03.820]  因為聖靈降臨在我們身上
[00:06:03.820 --> 00:06:05.820]  是不是
[00:06:05.820 --> 00:06:07.820]  你信主的時候
[00:06:07.820 --> 00:06:09.820]  求主耶穌進入我心裡面
[00:06:09.820 --> 00:06:11.820]  是不是 求聖靈成為我的
[00:06:11.820 --> 00:06:13.820]  亦都在我裡面
[00:06:13.820 --> 00:06:15.820]  讓我知道怎樣來生活
[00:06:15.820 --> 00:06:17.820]  聽你的指引 是這樣的
[00:06:17.820 --> 00:06:19.820]  所以我們應該
[00:06:19.820 --> 00:06:21.820]  好像彼得約翰
[00:06:21.820 --> 00:06:23.820]  當然我當他沒有他千分之一
[00:06:23.820 --> 00:06:25.820]  是不是
[00:06:25.820 --> 00:06:27.820]  他向了多少人傳福音
[00:06:27.820 --> 00:06:29.820]  三千
[00:06:29.820 --> 00:06:31.820]  後來加到五千
[00:06:31.820 --> 00:06:33.820]  是不是
[00:06:33.820 --> 00:06:35.820]  我當他不是三千加五千
[00:06:35.820 --> 00:06:37.820]  我當他加到
[00:06:37.820 --> 00:06:39.820]  只是五千
[00:06:39.820 --> 00:06:41.820]  如果我們只是他的千分之一
[00:06:41.820 --> 00:06:43.820]  的話
[00:06:43.820 --> 00:06:45.820]  即是說我們都應該每一個人
[00:06:45.820 --> 00:06:47.820]  帶到多少人信耶穌呢
[00:06:47.820 --> 00:06:49.820]  數學題
[00:06:49.820 --> 00:06:51.820]  我們都帶到幾個人信耶穌
[00:06:51.820 --> 00:06:53.820]  畢生裡面
[00:06:53.820 --> 00:06:55.820]  帶不帶到
[00:06:55.820 --> 00:06:57.820]  帶到就好了
[00:06:57.820 --> 00:06:59.820]  即是說我們有千分之一是門徒
[00:06:59.820 --> 00:07:01.820]  當萬分一甚至億分一像耶穌都好
[00:07:01.820 --> 00:07:03.820]  如果不是就等於一瓶益力多
[00:07:03.820 --> 00:07:05.820]  連一粒活性乳酸菌都沒有
[00:07:05.820 --> 00:07:07.820]  那瓶還是不是益力多呢
[00:07:07.820 --> 00:07:11.820]  都不知道是不是
[00:07:11.820 --> 00:07:13.820]  可能喝下去的味道有點像
[00:07:13.820 --> 00:07:15.820]  但是沒有了那種作用
[00:07:15.820 --> 00:07:17.820]  那就很沒有意思
[00:07:17.820 --> 00:07:19.820]  門徒在這裡
[00:07:19.820 --> 00:07:21.820]  就好像
[00:07:21.820 --> 00:07:23.820]  耶穌這樣去行事
[00:07:23.820 --> 00:07:25.820]  搞清楚
[00:07:25.820 --> 00:07:27.820]  不是他們得著了
[00:07:27.820 --> 00:07:29.820]  聖靈的降臨之後
[00:07:29.820 --> 00:07:31.820]  馬上去找乞丐
[00:07:31.820 --> 00:07:33.820]  四處去找
[00:07:33.820 --> 00:07:35.820]  喂 我有耶穌的能力了
[00:07:35.820 --> 00:07:37.820]  所有攪腿的走來見我
[00:07:37.820 --> 00:07:39.820]  我現在開一個攪腿
[00:07:39.820 --> 00:07:41.820]  起行大會
[00:07:41.820 --> 00:07:43.820]  我站好之後全部一起站立
[00:07:43.820 --> 00:07:45.820]  起身再坐下又起身都可以的
[00:07:45.820 --> 00:07:47.820]  這個不是一個
[00:07:47.820 --> 00:07:49.820]  純粹神跡
[00:07:49.820 --> 00:07:51.820]  彰顯的一個
[00:07:51.820 --> 00:07:53.820]  一個大會
[00:07:53.820 --> 00:07:55.820]  是他們
[00:07:55.820 --> 00:07:57.820]  很乖的
[00:07:57.820 --> 00:07:59.820]  用他們的歷史傳統
[00:07:59.820 --> 00:08:01.820]  去聖殿祈禱
[00:08:01.820 --> 00:08:03.820]  走過的時候
[00:08:03.820 --> 00:08:05.820]  就遇到一個
[00:08:05.820 --> 00:08:07.820]  低了的乞丐
[00:08:07.820 --> 00:08:09.820]  又或者這麼說
[00:08:09.820 --> 00:08:11.820]  如果根據我們的理解
[00:08:11.820 --> 00:08:13.820]  應該是一個低的乞丐去吸引他的
[00:08:13.820 --> 00:08:15.820]  為什麼呢
[00:08:15.820 --> 00:08:17.820]  乞丐會怎樣
[00:08:17.820 --> 00:08:19.820]  看粵語長片都差不多
[00:08:19.820 --> 00:08:21.820]  通常說那幾句是什麼
[00:08:21.820 --> 00:08:23.820]  好
[00:08:23.820 --> 00:08:25.820]  當然我不知道猶太人
[00:08:25.820 --> 00:08:27.820]  會不會有好心呢這句
[00:08:27.820 --> 00:08:29.820]  但如果用我們中國話
[00:08:29.820 --> 00:08:31.820]  好心呢
[00:08:31.820 --> 00:08:33.820]  施捨個發財前
[00:08:33.820 --> 00:08:35.820]  施捨個發財前其實不會令他起身
[00:08:35.820 --> 00:08:37.820]  不過他會這樣求你 為什麼
[00:08:37.820 --> 00:08:39.820]  他又不見你好心呢
[00:08:39.820 --> 00:08:41.820]  求你讓我起身呢
[00:08:41.820 --> 00:08:43.820]  不會的 為什麼
[00:08:43.820 --> 00:08:45.820]  沒有人做得到
[00:08:45.820 --> 00:08:47.820]  是不是
[00:08:47.820 --> 00:08:49.820]  我們
[00:08:49.820 --> 00:08:51.820]  如果假設我們有一天
[00:08:51.820 --> 00:08:53.820]  生命裏面
[00:08:53.820 --> 00:08:55.820]  遇到很大困難
[00:08:55.820 --> 00:08:57.820]  我們都不會假設
[00:08:57.820 --> 00:08:59.820]  我們經過一個好心不會解決所有東西
[00:08:59.820 --> 00:09:01.820]  就算你純粹
[00:09:01.820 --> 00:09:03.820]  是經濟問題
[00:09:03.820 --> 00:09:05.820]  我假設你現在
[00:09:05.820 --> 00:09:07.820]  家裏遇到很大的經濟難題
[00:09:07.820 --> 00:09:09.820]  你不會回來
[00:09:09.820 --> 00:09:11.820]  牧師呀
[00:09:11.820 --> 00:09:13.820]  幫我解決家裏所有錢銀的問題
[00:09:13.820 --> 00:09:15.820]  牧師你幫我祈禱
[00:09:15.820 --> 00:09:17.820]  你會不會覺得祈禱
[00:09:17.820 --> 00:09:19.820]  即刻已經
[00:09:19.820 --> 00:09:21.820]  家裏的門一打開
[00:09:21.820 --> 00:09:23.820]  一打下來
[00:09:23.820 --> 00:09:25.820]  如果是的話
[00:09:25.820 --> 00:09:27.820]  那就不得了
[00:09:27.820 --> 00:09:29.820]  我們就變了完全
[00:09:29.820 --> 00:09:31.820]  一個異端邪說
[00:09:31.820 --> 00:09:33.820]  就算真的有金幣發生在你家裏
[00:09:33.820 --> 00:09:35.820]  不是的
[00:09:35.820 --> 00:09:37.820]  他是經過被一個攪拌的吸引
[00:09:37.820 --> 00:09:39.820]  這個攪拌是一種什麼的狀態
[00:09:39.820 --> 00:09:41.820]  原來是一種半職業的狀態
[00:09:41.820 --> 00:09:43.820]  因為有人運送他來
[00:09:43.820 --> 00:09:45.820]  你留意一下
[00:09:45.820 --> 00:09:47.820]  那些不是水貨客
[00:09:47.820 --> 00:09:49.820]  那些可能是他的朋友
[00:09:49.820 --> 00:09:51.820]  有沒有利益輸送
[00:09:51.820 --> 00:09:53.820]  在這裏沒有仔細說
[00:09:53.820 --> 00:09:55.820]  不過當時來說
[00:09:55.820 --> 00:09:57.820]  其實可以說是一個宗教的
[00:09:57.820 --> 00:09:59.820]  大家有著數的
[00:09:59.820 --> 00:10:01.820]  一個行為
[00:10:01.820 --> 00:10:03.820]  因為
[00:10:03.820 --> 00:10:05.820]  在猶太人傳統裏面
[00:10:05.820 --> 00:10:07.820]  他們去聖殿行過
[00:10:07.820 --> 00:10:09.820]  如果能夠行善
[00:10:09.820 --> 00:10:11.820]  是一件值得欣賞的事
[00:10:11.820 --> 00:10:13.820]  既有這個觀念
[00:10:13.820 --> 00:10:15.820]  又有一個這樣的場合
[00:10:15.820 --> 00:10:17.820]  又有這樣的人
[00:10:17.820 --> 00:10:19.820]  人需要
[00:10:19.820 --> 00:10:21.820]  大家都相迎
[00:10:21.820 --> 00:10:23.820]  我們攪拌的就去到聖殿門口
[00:10:23.820 --> 00:10:25.820]  喊多兩聲
[00:10:25.820 --> 00:10:27.820]  那你去聖殿
[00:10:27.820 --> 00:10:29.820]  你想去參拜上帝
[00:10:29.820 --> 00:10:31.820]  你又會加強了行善的意欲
[00:10:31.820 --> 00:10:33.820]  那就去黃大仙
[00:10:33.820 --> 00:10:35.820]  牧師以前在農場讀書的
[00:10:35.820 --> 00:10:37.820]  中學
[00:10:37.820 --> 00:10:39.820]  即是說黃大仙廟附近
[00:10:39.820 --> 00:10:41.820]  真是很多黑衣的
[00:10:41.820 --> 00:10:43.820]  在地鐵廣播那裏
[00:10:43.820 --> 00:10:45.820]  是叫你不要去
[00:10:45.820 --> 00:10:47.820]  給錢行乞的人
[00:10:47.820 --> 00:10:49.820]  即是黃大仙地鐵站的廣播
[00:10:49.820 --> 00:10:51.820]  是多了這一句說話
[00:10:51.820 --> 00:10:53.820]  即是
[00:10:53.820 --> 00:10:55.820]  我忘記了是嚴禁行乞
[00:10:55.820 --> 00:10:57.820]  還是甚麼
[00:10:57.820 --> 00:10:59.820]  我還記得那些提醒
[00:10:59.820 --> 00:11:01.820]  是很多的黑蓋
[00:11:01.820 --> 00:11:03.820]  是在黃大仙地鐵站的樓梯
[00:11:03.820 --> 00:11:05.820]  因為比較涼爽一點
[00:11:05.820 --> 00:11:07.820]  來去行乞
[00:11:07.820 --> 00:11:09.820]  去參拜黃大仙的人
[00:11:09.820 --> 00:11:11.820]  是一個希望
[00:11:11.820 --> 00:11:13.820]  既得到福氣
[00:11:13.820 --> 00:11:15.820]  亦都是善心者
[00:11:15.820 --> 00:11:17.820]  所以是會
[00:11:17.820 --> 00:11:19.820]  互惠互利的
[00:11:19.820 --> 00:11:21.820]  大家都明白了
[00:11:21.820 --> 00:11:23.820]  所以渠腿的
[00:11:23.820 --> 00:11:25.820]  每一日有人抬他來
[00:11:25.820 --> 00:11:27.820]  放在尾門的門口
[00:11:27.820 --> 00:11:29.820]  其中一個聖殿的門口
[00:11:29.820 --> 00:11:31.820]  然後就要求
[00:11:31.820 --> 00:11:33.820]  進殿的人
[00:11:33.820 --> 00:11:35.820]  來施寫一個發財錢給他
[00:11:35.820 --> 00:11:37.820]  這個就是
[00:11:37.820 --> 00:11:39.820]  未有
[00:11:39.820 --> 00:11:41.820]  耶穌的門徒
[00:11:41.820 --> 00:11:43.820]  介入之前
[00:11:43.820 --> 00:11:45.820]  每一日都發生的
[00:11:45.820 --> 00:11:47.820]  並不是因為
[00:11:47.820 --> 00:11:49.820]  今天有彼得約翰經過
[00:11:49.820 --> 00:11:51.820]  擺多兩個乞兒
[00:11:51.820 --> 00:11:53.820]  不是的
[00:11:53.820 --> 00:11:55.820]  他只不過是幾日前有三千個信徒
[00:11:55.820 --> 00:11:57.820]  來跟了彼得約翰
[00:11:57.820 --> 00:11:59.820]  未去到那麼快的一個
[00:11:59.820 --> 00:12:01.820]  商業的連繫
[00:12:01.820 --> 00:12:03.820]  仍然只不過是
[00:12:03.820 --> 00:12:05.820]  三千個信徒
[00:12:05.820 --> 00:12:07.820]  本來都是這樣走過
[00:12:07.820 --> 00:12:09.820]  走過的時候
[00:12:09.820 --> 00:12:11.820]  就見到他們
[00:12:11.820 --> 00:12:13.820]  見到渠腿
[00:12:13.820 --> 00:12:15.820]  渠腿又見到彼得
[00:12:15.820 --> 00:12:17.820]  就出現了第四節
[00:12:17.820 --> 00:12:19.820]  那個情況
[00:12:19.820 --> 00:12:21.820]  那裡有一個什麼行為
[00:12:21.820 --> 00:12:25.820]  首先
[00:12:25.820 --> 00:12:27.820]  子徒
[00:12:27.820 --> 00:12:29.820]  眼金金地看著乞兒
[00:12:29.820 --> 00:12:31.820]  我想問你
[00:12:31.820 --> 00:12:33.820]  有沒有試過眼金金地走過
[00:12:33.820 --> 00:12:35.820]  看著一個
[00:12:35.820 --> 00:12:37.820]  類似行乞的
[00:12:37.820 --> 00:12:39.820]  露宿者的
[00:12:39.820 --> 00:12:41.820]  或者是坐在街邊
[00:12:41.820 --> 00:12:43.820]  不知道做什麼的
[00:12:43.820 --> 00:12:45.820]  甚至是賣唱的
[00:12:45.820 --> 00:12:47.820]  有很多賣唱的
[00:12:47.820 --> 00:12:49.820]  表演音樂的
[00:12:49.820 --> 00:12:51.820]  寫了一些字在地上的
[00:12:51.820 --> 00:12:53.820]  在旺角
[00:12:53.820 --> 00:12:55.820]  很多人喜歡寫字在地上的
[00:12:55.820 --> 00:12:57.820]  大家有沒有去過
[00:12:57.820 --> 00:12:59.820]  有沒有經驗過
[00:12:59.820 --> 00:13:01.820]  很厲害的
[00:13:01.820 --> 00:13:03.820]  我見到有一個
[00:13:03.820 --> 00:13:05.820]  是拿一些白的灰粉
[00:13:05.820 --> 00:13:07.820]  拿出來的
[00:13:07.820 --> 00:13:09.820]  慢慢倒出來
[00:13:09.820 --> 00:13:11.820]  倒得很漂亮
[00:13:11.820 --> 00:13:13.820]  我站在那裡看了很久
[00:13:13.820 --> 00:13:15.820]  你就會看見
[00:13:15.820 --> 00:13:17.820]  是一種表演
[00:13:17.820 --> 00:13:19.820]  是一種類似
[00:13:19.820 --> 00:13:21.820]  藝術表演之間的情況
[00:13:21.820 --> 00:13:23.820]  又有一個彈古箏
[00:13:23.820 --> 00:13:25.820]  彈得很厲害的女孩子
[00:13:25.820 --> 00:13:27.820]  在街邊表演
[00:13:27.820 --> 00:13:29.820]  很好聽
[00:13:29.820 --> 00:13:31.820]  但是如果
[00:13:31.820 --> 00:13:33.820]  她要求你一些東西
[00:13:33.820 --> 00:13:35.820]  你一定要定睛看著她
[00:13:35.820 --> 00:13:37.820]  為什麼呢?
[00:13:37.820 --> 00:13:39.820]  多看兩下會怎樣?
[00:13:39.820 --> 00:13:41.820]  不會被人打的
[00:13:41.820 --> 00:13:43.820]  你不給錢就什麼
[00:13:43.820 --> 00:13:45.820]  我不知道會不會
[00:13:45.820 --> 00:13:47.820]  我沒試過定睛看著她
[00:13:47.820 --> 00:13:49.820]  然後不給錢
[00:13:49.820 --> 00:13:51.820]  我沒有這樣的意願
[00:13:51.820 --> 00:13:53.820]  普遍都是
[00:13:53.820 --> 00:13:55.820]  走過
[00:13:55.820 --> 00:13:57.820]  如果你願意看到
[00:13:57.820 --> 00:13:59.820]  你想來施捨給她的話
[00:13:59.820 --> 00:14:01.820]  你會準備好
[00:14:01.820 --> 00:14:03.820]  你會一邊走一邊按
[00:14:03.820 --> 00:14:05.820]  多少錢呢?
[00:14:05.820 --> 00:14:07.820]  然後走過去
[00:14:07.820 --> 00:14:09.820]  很安靜地放下就走了
[00:14:09.820 --> 00:14:11.820]  再大一點愛心的人
[00:14:11.820 --> 00:14:13.820]  可能會跟她講多幾句說話
[00:14:13.820 --> 00:14:15.820]  你覺得怎樣?
[00:14:15.820 --> 00:14:17.820]  天涼了,小心著涼
[00:14:17.820 --> 00:14:19.820]  可能我們會做多一點
[00:14:19.820 --> 00:14:21.820]  我不知道你會
[00:14:21.820 --> 00:14:23.820]  再做多少
[00:14:23.820 --> 00:14:25.820]  但跟著這裡的字眼
[00:14:25.820 --> 00:14:27.820]  就真的眼定定地看著她
[00:14:27.820 --> 00:14:29.820]  然後她又眼定定地
[00:14:29.820 --> 00:14:31.820]  當然是看著你
[00:14:31.820 --> 00:14:33.820]  有一個什麼意願呢?
[00:14:33.820 --> 00:14:35.820]  真的施捨
[00:14:35.820 --> 00:14:37.820]  你想怎樣?
[00:14:37.820 --> 00:14:39.820]  有一個期待的
[00:14:39.820 --> 00:14:41.820]  眼神在那裡
[00:14:41.820 --> 00:14:43.820]  交流著
[00:14:43.820 --> 00:14:45.820]  所以聖經第五節就寫了
[00:14:45.820 --> 00:14:47.820]  那人就留意看著
[00:14:47.820 --> 00:14:49.820]  彼得和約翰
[00:14:49.820 --> 00:14:51.820]  怎樣?
[00:14:51.820 --> 00:14:53.820]  指望得著
[00:14:53.820 --> 00:14:55.820]  甚望
[00:14:55.820 --> 00:14:57.820]  看
[00:14:57.820 --> 00:14:59.820]  指望這個字
[00:14:59.820 --> 00:15:01.820]  是表明我很在意
[00:15:01.820 --> 00:15:03.820]  你將會和我
[00:15:03.820 --> 00:15:05.820]  有一些交流
[00:15:05.820 --> 00:15:07.820]  或者有一些
[00:15:07.820 --> 00:15:09.820]  事情將要
[00:15:09.820 --> 00:15:11.820]  發生
[00:15:11.820 --> 00:15:13.820]  你不望
[00:15:13.820 --> 00:15:15.820]  人家就不會對你有指望
[00:15:15.820 --> 00:15:19.820]  所以自小
[00:15:19.820 --> 00:15:21.820]  我就被教育
[00:15:21.820 --> 00:15:23.820]  不要望那麼多人
[00:15:23.820 --> 00:15:25.820]  因為
[00:15:25.820 --> 00:15:27.820]  會有很多人
[00:15:27.820 --> 00:15:29.820]  對你有期望
[00:15:29.820 --> 00:15:31.820]  首先由小學
[00:15:31.820 --> 00:15:33.820]  老師發問問題
[00:15:33.820 --> 00:15:35.820]  我們不要指望老師
[00:15:35.820 --> 00:15:37.820]  一問問題
[00:15:37.820 --> 00:15:39.820]  就當然怎樣?
[00:15:39.820 --> 00:15:41.820]  低頭
[00:15:41.820 --> 00:15:43.820]  假裝抄屁什麼都好
[00:15:43.820 --> 00:15:45.820]  但求不要引起
[00:15:45.820 --> 00:15:47.820]  那些所謂老師的人物的注意
[00:15:47.820 --> 00:15:49.820]  因為他滿有期望
[00:15:49.820 --> 00:15:51.820]  希望有學生
[00:15:51.820 --> 00:15:53.820]  回答他的問題
[00:15:53.820 --> 00:15:55.820]  舉手又好
[00:15:55.820 --> 00:15:57.820]  只要你眼睜睜
[00:15:57.820 --> 00:15:59.820]  笑著望著他
[00:15:59.820 --> 00:16:01.820]  老師你問我
[00:16:01.820 --> 00:16:03.820]  我會回答
[00:16:03.820 --> 00:16:05.820]  可能再小一點的時候
[00:16:05.820 --> 00:16:07.820]  我們個個很踴躍地舉手
[00:16:07.820 --> 00:16:09.820]  我答我答我答
[00:16:09.820 --> 00:16:11.820]  老師只能夠選一個
[00:16:11.820 --> 00:16:13.820]  好啦就你啦
[00:16:13.820 --> 00:16:15.820]  不知為何永遠都不會選我
[00:16:15.820 --> 00:16:17.820]  可能他知道選完我之後
[00:16:17.820 --> 00:16:19.820]  都要再問另一個
[00:16:19.820 --> 00:16:21.820]  我們又會失望坐低
[00:16:21.820 --> 00:16:23.820]  老師不選我
[00:16:23.820 --> 00:16:25.820]  人和人之間的交流
[00:16:25.820 --> 00:16:27.820]  有期望
[00:16:27.820 --> 00:16:29.820]  會有失望
[00:16:29.820 --> 00:16:31.820]  亦都會害怕被期望
[00:16:31.820 --> 00:16:33.820]  最簡單就是
[00:16:33.820 --> 00:16:35.820]  在我不想煩的時候
[00:16:35.820 --> 00:16:37.820]  我隱藏自己在人群中
[00:16:37.820 --> 00:16:41.820]  你同我都識得
[00:16:41.820 --> 00:16:43.820]  這些基本的技巧
[00:16:43.820 --> 00:16:45.820]  在這裏
[00:16:45.820 --> 00:16:47.820]  我們看到
[00:16:47.820 --> 00:16:49.820]  你要去
[00:16:49.820 --> 00:16:51.820]  看
[00:16:51.820 --> 00:16:53.820]  你要看到
[00:16:53.820 --> 00:16:55.820]  其他人的需要
[00:16:55.820 --> 00:16:57.820]  是呀他會有指望
[00:16:57.820 --> 00:16:59.820]  你會有
[00:16:59.820 --> 00:17:01.820]  你會發現如果你留心的時候
[00:17:01.820 --> 00:17:03.820]  你會勞民傷神
[00:17:03.820 --> 00:17:07.820]  原來這世界有這麼多需要
[00:17:07.820 --> 00:17:11.820]  原來我中間的親戚朋友有這麼多需要
[00:17:11.820 --> 00:17:13.820]  原來我家人都有這麼多需要
[00:17:13.820 --> 00:17:15.820]  你有沒有望過你家人
[00:17:17.820 --> 00:17:19.820]  定睛去
[00:17:19.820 --> 00:17:21.820]  發現到
[00:17:21.820 --> 00:17:23.820]  家人
[00:17:23.820 --> 00:17:25.820]  真正的需要
[00:17:25.820 --> 00:17:27.820]  我們星期四
