
[00:00:00.000 --> 00:00:04.360]  今日我哋分享嘅題目係面對試探
[00:03:53.320 --> 00:03:54.960]  耶穌回答說
[00:03:54.960 --> 00:03:56.760]  經上記著說
[00:03:56.760 --> 00:03:59.880]  人活著不是單靠食物
[00:03:59.880 --> 00:04:05.320]  乃是靠神口裏所出的一切話
[00:04:05.320 --> 00:04:10.080]  當我哋去睇魔鬼點樣去引誘耶穌嘅時候
[00:04:10.080 --> 00:04:12.360]  佢開始用咗句嘅說話
[00:04:12.360 --> 00:04:16.240]  佢話你若是神的兒子
[00:04:16.240 --> 00:04:18.000]  喺呢度我哋睇到魔鬼
[00:04:18.000 --> 00:04:22.280]  佢嘗試引耶穌進入一個疑惑嘅裏面
[00:04:22.280 --> 00:04:24.880]  你真係神嘅仔咩
[00:04:24.880 --> 00:04:27.560]  頭先我哋聽到話佢受洗之後
[00:04:27.560 --> 00:04:29.360]  聖靈充滿佢
[00:04:29.360 --> 00:04:32.440]  神話你係我嘅愛子
[00:04:32.440 --> 00:04:35.280]  但係魔鬼嘗試讓佢進入一個疑惑
[00:04:35.280 --> 00:04:37.760]  你真係神嘅愛子
[00:04:37.760 --> 00:04:40.240]  如果神真係咁愛你
[00:04:40.240 --> 00:04:43.880]  點會要引你去曠野嗰度40日
[00:04:43.880 --> 00:04:45.680]  讓你冇食物
[00:04:45.680 --> 00:04:47.000]  被拋棄
[00:04:47.000 --> 00:04:49.760]  身心俱疲
[00:04:49.760 --> 00:04:51.640]  我哋睇到魔鬼嘅引誘
[00:04:51.640 --> 00:04:55.640]  係想將耶穌引入一個對神唔滿意
[00:04:55.640 --> 00:04:57.360]  對神唔忍耐
[00:04:57.360 --> 00:05:00.320]  同埋自我終生嘅裏面
[00:05:00.320 --> 00:05:03.240]  點解仲要抵受肚餓
[00:05:03.240 --> 00:05:06.000]  點解仲要拒絕自己
[00:05:06.000 --> 00:05:10.680]  你唔係可以將呢個石頭變為麵包嘅咩
[00:05:10.680 --> 00:05:13.760]  我哋睇到其實魔鬼想引誘耶穌
[00:05:13.760 --> 00:05:15.320]  去用佢嘅能力
[00:05:15.320 --> 00:05:18.240]  去滿足佢自己肉身嘅需要
[00:05:18.240 --> 00:05:20.040]  佢嘗試引誘耶穌
[00:05:20.040 --> 00:05:23.800]  去關注自己肉身嘅慾望
[00:05:23.800 --> 00:05:26.040]  喺曠野裏面嘅以色列人
[00:05:26.040 --> 00:05:29.640]  就係因為佢哋去關心自己嘅慾望
[00:05:29.640 --> 00:05:33.320]  忘記咗上帝嘅主權同埋作為
[00:05:33.320 --> 00:05:36.840]  而偏離咗上帝嘅心意
[00:05:36.840 --> 00:05:39.800]  但係耶穌嘅回應係咩呢
[00:05:39.800 --> 00:05:43.960]  耶穌無條件咁拒絕咗呢個嘅試探
[00:05:43.960 --> 00:05:45.880]  我哋一齊睇下耶穌點樣講好唔好
[00:05:45.880 --> 00:05:46.840]  我哋一齊讀
[00:05:46.840 --> 00:05:48.000]  一二三
[00:05:48.000 --> 00:05:49.760]  經上記著說
[00:05:49.760 --> 00:05:50.800]  人活著
[00:05:50.800 --> 00:05:52.800]  不是單靠食物
[00:05:52.800 --> 00:05:57.280]  乃是靠神口裏所出嘅一切話
[00:05:57.280 --> 00:05:59.440]  耶穌好清楚
[00:05:59.440 --> 00:06:04.040]  佢好清楚係聖靈引導佢去曠野嘅
[00:06:04.040 --> 00:06:06.560]  如果係聖靈帶佢去曠野
[00:06:06.560 --> 00:06:09.360]  佢就好清楚佢生命嘅每一刻
[00:06:09.360 --> 00:06:11.960]  都係聖靈引導嘅
[00:06:11.960 --> 00:06:16.640]  縱然佢而家經歷緊無食物同埋飢餓
[00:06:16.640 --> 00:06:20.080]  但佢知道喺佢整個嘅生命裏面
[00:06:20.080 --> 00:06:22.440]  都有神嘅旨意
[00:06:22.440 --> 00:06:25.080]  所以佢冇懷疑過神嘅愛
[00:06:25.080 --> 00:06:26.920]  佢並且知道
[00:06:26.920 --> 00:06:29.680]  神喺佢自己嘅時間裏面
[00:06:29.680 --> 00:06:32.000]  會供應畀佢
[00:06:32.000 --> 00:06:34.000]  耶穌佢知道自己嘅照明
[00:06:34.000 --> 00:06:37.640]  並且帶住對神嘅信心
[00:06:37.640 --> 00:06:40.160]  上個禮拜我哋一齊讀過一段嘅聖經
[00:06:40.160 --> 00:06:44.320]  你哋要先求神嘅國同埋神嘅義
[00:06:44.320 --> 00:06:46.360]  其他一切需用
[00:06:46.360 --> 00:06:49.320]  神都會加給你
[00:06:49.320 --> 00:06:51.200]  我哋要搞清楚一樣嘢
[00:06:51.200 --> 00:06:54.440]  我哋今日嘅需要神係知道㗎
[00:06:54.440 --> 00:06:56.080]  今日我哋嘅需要神係知道
[00:06:56.080 --> 00:06:58.600]  所以縱然有時我哋會經歷貧乏
[00:06:58.600 --> 00:07:00.520]  但我哋要有信心
[00:07:00.520 --> 00:07:03.640]  知道我哋嘅生命仍然喺神嘅大令裏面
[00:07:03.640 --> 00:07:06.720]  我哋嘅需用神係知道㗎
[00:07:06.720 --> 00:07:09.160]  如果大家記得上個禮拜我講過
[00:07:09.160 --> 00:07:13.400]  我哋渴望同我哋需用嘅嘢係唔一樣㗎
[00:07:13.400 --> 00:07:15.040]  我哋渴望嘅嘢可能係乜呢
[00:07:15.040 --> 00:07:16.360]  我上個禮拜講過
[00:07:16.360 --> 00:07:17.920]  我星期日講完道
[00:07:17.920 --> 00:07:19.560]  我最想食晏食乜呀
[00:07:19.560 --> 00:07:21.320]  我想食荒堤
[00:07:21.320 --> 00:07:23.240]  我想食自助餐
[00:07:23.240 --> 00:07:24.720]  呢個我渴望
[00:07:24.720 --> 00:07:26.200]  但我需用可能係乜呢
[00:07:26.200 --> 00:07:29.680]  我需用就係菜心全走
[00:07:29.680 --> 00:07:32.440]  魚蛋米扣底
[00:07:32.440 --> 00:07:34.720]  正正上個禮拜我都面對咗呢個抉擇
[00:07:34.720 --> 00:07:37.240]  因為上個禮拜我哋星期日少年崇拜
[00:07:37.240 --> 00:07:38.640]  有晏晝食
[00:07:38.640 --> 00:07:41.160]  上面係豐富嘅麥當勞
[00:07:41.160 --> 00:07:43.040]  薯條
[00:07:43.040 --> 00:07:44.480]  炸雞
[00:07:44.480 --> 00:07:45.880]  魚柳包
[00:07:45.880 --> 00:07:47.440]  豬柳蛋
[00:07:47.440 --> 00:07:48.640]  係喇 但你問下我
[00:07:48.640 --> 00:07:51.120]  我嘅同工係 Jesse 同埋 Brian
[00:07:51.120 --> 00:07:54.000]  我叫咗菜心全走
[00:07:54.000 --> 00:07:56.280]  魚蛋米扣底
[00:07:56.280 --> 00:07:57.920]  係大家唔知有啲人唔知咩扣底
[00:07:57.920 --> 00:08:01.120]  扣底即係少啲粉咁嘅意思
[00:08:01.120 --> 00:08:02.800]  我哋嘅需用
[00:08:02.800 --> 00:08:04.440]  唔係我哋嘅慾望
[00:08:04.440 --> 00:08:07.240]  我哋嘅需用神係知道嘅
[00:08:07.240 --> 00:08:09.400]  所以喺我哋嘅貧乏裏面
[00:08:09.400 --> 00:08:12.000]  我哋要知道神看顧我哋
[00:08:12.000 --> 00:08:14.120]  並且神供應我哋
[00:08:14.120 --> 00:08:16.520]  並且神帶領我哋
[00:08:16.520 --> 00:08:18.920]  我哋要勝過用我哋自己嘅能力
[00:08:18.920 --> 00:08:21.680]  去攞我哋想要嘅嘢嘅試探
[00:08:21.680 --> 00:08:24.080]  所以耶穌呢一句嘅說話
[00:08:24.080 --> 00:08:29.520]  「人活著,不是單靠食物,乃是靠神口裡所出的」
[00:08:29.520 --> 00:08:31.800]  一齊話我哋係需要食物
[00:08:31.800 --> 00:08:33.960]  但我哋嘅生命更加重要
[00:08:33.960 --> 00:08:38.800]  係我哋嘅生命要行喺神嘅心意裏面
[00:08:38.800 --> 00:08:41.440]  其實耶穌回應嘅呢段聖經
[00:08:41.440 --> 00:08:44.560]  係《出自生命記》八章三節
[00:08:44.560 --> 00:08:45.400]  我哋一齊讀好唔好
[00:08:45.400 --> 00:08:46.440]  一二三
[00:08:46.440 --> 00:08:49.600]  「他苦練你,任你飢餓,
[00:08:49.600 --> 00:08:54.520]  將你和你列祖所不認識的瑪拿刺給你吃,
[00:08:54.520 --> 00:08:58.640]  使你知道人活著,不是單靠食物,
[00:08:58.640 --> 00:09:02.840]  乃是靠夜獲華口裡所出的」一齊話
[00:09:02.840 --> 00:09:04.160]  如果我哋知道呢個記載
[00:09:04.160 --> 00:09:05.480]  以色列人去到曠野嘅時候
[00:09:05.480 --> 00:09:06.720]  佢哋埋怨
[00:09:06.720 --> 00:09:08.360]  佢哋其實唔係冇嘢食㗎
[00:09:08.360 --> 00:09:09.760]  佢哋有嘢食㗎
[00:09:09.760 --> 00:09:12.600]  不過佢哋唔鍾意食神供應畀佢哋嘅嘢
[00:09:12.600 --> 00:09:14.440]  佢哋諗返埃及
[00:09:14.440 --> 00:09:17.480]  我哋要諗返埃及嗰時有魚食㗎
[00:09:17.480 --> 00:09:19.560]  有香菜食㗎
[00:09:19.560 --> 00:09:22.600]  點解依家我要食瑪拿
[00:09:22.600 --> 00:09:25.080]  但係呢段聖經神講得好清楚
[00:09:25.080 --> 00:09:27.480]  「人不是單靠食物,
[00:09:27.480 --> 00:09:31.280]  乃是靠夜獲華口裡所出的」一齊話
[00:09:31.280 --> 00:09:33.520]  以色列人適日諗返埃及
[00:09:33.520 --> 00:09:34.520]  諗返嗰啲魚
[00:09:34.520 --> 00:09:35.520]  諗返嗰啲香菜
[00:09:35.520 --> 00:09:36.440]  但佢冇諗過
[00:09:36.440 --> 00:09:39.000]  係埃及佢係做奴隸㗎
[00:09:39.000 --> 00:09:41.240]  我哋適日未有耶穌之前
[00:09:41.240 --> 00:09:44.200]  我哋都係喺罪嘅牢捕裏面
[00:09:44.200 --> 00:09:46.840]  但係今日我哋嘅生命得著拯救
[00:09:46.840 --> 00:09:49.280]  所以今日我哋縱然可能會經歷
[00:09:49.280 --> 00:09:50.120]  貧乏
[00:09:50.120 --> 00:09:52.960]  但係我哋知道神知道佢帶領佢
[00:09:52.960 --> 00:09:54.720]  並且我哋所需嘅
[00:09:54.720 --> 00:09:56.520]  佢會供給我哋
[00:09:56.520 --> 00:10:00.920]  我哋嘅生命要繼續去完成神畀我哋嘅使命
[00:10:00.920 --> 00:10:06.240]  去完成神畀我哋嘅旨意同埋計劃
[00:10:06.240 --> 00:10:09.040]  我唔知道我哋都會唔會曾經試過
[00:10:09.040 --> 00:10:12.840]  因為貧乏或者缺乏去埋怨神
[00:10:12.840 --> 00:10:14.520]  去懷疑神
[00:10:14.520 --> 00:10:16.840]  我哋可能會懷疑神嘅真實
[00:10:16.840 --> 00:10:20.440]  甚至去懷疑神嘅帶領
[00:10:20.440 --> 00:10:23.120]  曾經我聽過一個肢體佢做生意
[00:10:23.120 --> 00:10:24.280]  佢同我分享
[00:10:24.280 --> 00:10:25.560]  佢話佢信耶穌嘅時候
[00:10:25.560 --> 00:10:27.520]  有一位領袖帶佢信耶穌
[00:10:27.520 --> 00:10:29.320]  跟住過咗一個月之後
[00:10:29.320 --> 00:10:30.560]  嗰個領袖再同佢傾解
[00:10:30.560 --> 00:10:31.720]  佢問你係點呀
[00:10:31.720 --> 00:10:33.240]  信耶穌信成點呀
[00:10:33.240 --> 00:10:34.960]  佢話我一信耶穌嘅時候
[00:10:34.960 --> 00:10:36.640]  就生意已經唔好㗎喇
[00:10:36.640 --> 00:10:39.480]  信咗耶穌之後生意更差
[00:10:39.480 --> 00:10:42.200]  咁究竟神喺邊嘅呢
[00:10:42.200 --> 00:10:44.320]  有另外一個肢體就同我講
[00:10:44.320 --> 00:10:45.280]  佢話喂
[00:10:45.280 --> 00:10:47.720]  我真係好虔誠㗎喎
[00:10:47.720 --> 00:10:49.600]  我堂堂崇拜都返嘅
[00:10:49.600 --> 00:10:50.400]  即係唔係堂堂
[00:10:50.400 --> 00:10:51.680]  即係嗰個禮拜喇
[00:10:51.680 --> 00:10:52.840]  我又返小組
[00:10:52.840 --> 00:10:53.960]  我又返祈禱會
[00:10:53.960 --> 00:10:54.760]  但係點解呢
[00:10:54.760 --> 00:10:55.800]  我嘅生意唔好
[00:10:55.800 --> 00:10:58.040]  我隔離嗰個同事生意咁好㗎啫
[00:10:58.040 --> 00:11:00.000]  神喺邊呀
[00:11:00.000 --> 00:11:01.280]  我唔知我哋都會唔會
[00:11:01.280 --> 00:11:03.840]  曾經因為缺乏或者貧乏
[00:11:03.840 --> 00:11:06.360]  去問過呢啲嘅問題
[00:11:06.360 --> 00:11:08.520]  但係今日我哋相唔相信
[00:11:08.520 --> 00:11:09.800]  我哋嘅生命
[00:11:09.800 --> 00:11:13.360]  每一步都喺神嘅帶領裏面
[00:11:13.360 --> 00:11:15.200]  如果你相信嘅時候
[00:11:15.200 --> 00:11:17.120]  你知道神喺佢嘅時間
[00:11:17.120 --> 00:11:20.280]  佢會帶領並且供應你
[00:11:20.280 --> 00:11:22.520]  但好多時我哋就係往往
[00:11:22.520 --> 00:11:24.240]  想用自己嘅方法
[00:11:24.240 --> 00:11:28.280]  去滿足咗我覺得而家我嘅需要
[00:11:28.280 --> 00:11:30.560]  我曾經呢係有晚好夜
[00:11:30.560 --> 00:11:32.960]  有一位嘅肢體打畀我
[00:11:32.960 --> 00:11:33.640]  佢好夜打畀我
[00:11:33.640 --> 00:11:34.640]  我聽佢嘅電話嘅時候
[00:11:34.640 --> 00:11:35.720]  佢話Eugene
[00:11:35.720 --> 00:11:37.360]  我話有一樣嘢我真係要同你傾
[00:11:37.360 --> 00:11:39.040]  咁我有咩傾呢
[00:11:39.040 --> 00:11:41.600]  佢話我而家喺一個好大嘅掙扎裏面
[00:11:41.600 --> 00:11:42.600]  哇係
[00:11:42.600 --> 00:11:43.960]  佢話呢
[00:11:43.960 --> 00:11:46.120]  佢爸爸之前入咗醫院
[00:11:46.120 --> 00:11:47.800]  但而家出咗院喇
[00:11:47.800 --> 00:11:50.200]  但佢覺得自己好需要錢
[00:11:50.200 --> 00:11:51.800]  佢話呢個時候
[00:11:51.800 --> 00:11:52.680]  佢個公司呢
[00:11:52.680 --> 00:11:55.280]  調配緊唔同嘅人去唔同嘅分店
[00:11:55.280 --> 00:11:57.520]  佢話佢好想被調配去到嗰啲
[00:11:57.520 --> 00:12:00.800]  好旺嘅鬧市地區裏面嘅分店
[00:12:00.800 --> 00:12:03.040]  但係點知佢公司調咗佢去佢屋企
[00:12:03.040 --> 00:12:05.640]  樓下個商場嗰間嘅分店
[00:12:05.640 --> 00:12:07.960]  佢話我好想去嗰間鬧市裏面嘅分店
[00:12:07.960 --> 00:12:10.800]  因為唯有我去鬧市嗰間分店嘅時候
[00:12:10.800 --> 00:12:12.320]  我先可以賺多啲佣金
[00:12:12.320 --> 00:12:14.360]  我而家需要錢
[00:12:14.360 --> 00:12:15.120]  咁我問佢
[00:12:15.120 --> 00:12:17.600]  咁我話咁你嘅掙扎係咩呢
[00:12:17.600 --> 00:12:20.760]  佢話我掙扎就係我爸爸出咗院喇
[00:12:20.760 --> 00:12:22.720]  咁我話爸爸出咗院係咩掙扎
[00:12:22.720 --> 00:12:24.520]  佢話如果我爸爸冇出院
[00:12:24.520 --> 00:12:26.160]  我就可以話俾公司聽
[00:12:26.160 --> 00:12:27.840]  我爸爸仍然住緊院
[00:12:27.840 --> 00:12:28.960]  如果我話俾個公司聽
[00:12:28.960 --> 00:12:30.600]  我爸爸仍然住緊院呢
[00:12:30.600 --> 00:12:33.480]  咁佢就會調我去嗰間鬧市嗰間分店
[00:12:33.480 --> 00:12:36.200]  我就可以攞到啲佣金喇咁
[00:12:36.200 --> 00:12:39.280]  咁我話咁其實你打俾我咁夜嘅掙扎係咩
[00:12:39.280 --> 00:12:42.400]  我可唔可以講呢個大話
[00:12:42.400 --> 00:12:45.120]  我話其實你咁夜打俾我
[00:12:45.120 --> 00:12:47.840]  你又有掙扎其實你知道嘅答案
[00:12:47.840 --> 00:12:50.560]  你知道聖經嘅答案係乜嘢嘢
[00:12:50.560 --> 00:12:52.160]  我話其實你再打俾我
[00:12:52.160 --> 00:12:53.880]  我都唔能夠同你講
[00:12:53.880 --> 00:12:55.920]  你係可以講呢個大話
[00:12:55.920 --> 00:13:00.400]  因為呢個大話係唔合乎聖經嘅教導
[00:13:00.400 --> 00:13:02.520]  但有時我哋就係想用自己嘅方法
[00:13:02.520 --> 00:13:06.120]  去攞到我哋覺得需要嘅嘢
[00:13:06.120 --> 00:13:08.000]  佢聽咗我答案之後佢好憂愁
[00:13:08.000 --> 00:13:10.200]  於是就收咗線
[00:13:10.200 --> 00:13:12.280]  之後其實我知道佢屋企人同佢講
[00:13:12.280 --> 00:13:15.200]  聽乜鬼呢個肥成講嘢呀
[00:13:15.200 --> 00:13:17.000]  講乜鬼聖經呀
[00:13:17.000 --> 00:13:21.120]  講咗呢個大話去咗做攞錢最重要
[00:13:21.120 --> 00:13:23.040]  咁佢真係講咗呢個大話
[00:13:23.040 --> 00:13:25.800]  去咗個度做攞錢最重要
[00:13:25.800 --> 00:13:27.200]  之後佢慢慢離開咗神
[00:13:27.200 --> 00:13:29.360]  佢冇再返嚟教會
[00:13:29.360 --> 00:13:33.720]  但你問我我哋要小心呢啲嘅試探
[00:13:33.720 --> 00:13:37.200]  我哋可能都會經歷貧乏或者缺乏
[00:13:37.200 --> 00:13:40.000]  但今日我哋相唔相信我哋每一步
[00:13:40.000 --> 00:13:43.120]  神係帶領並且佢知道
[00:13:43.120 --> 00:13:46.560]  並且我哋嘅需用佢會供應
[00:13:46.560 --> 00:13:51.880]  我哋嘅生命繼續行喺合神心意嘅道路裏面
[00:13:51.880 --> 00:13:54.400]  今日分享嘅第二個題目
[00:13:54.400 --> 00:13:59.840]  係勝過權力榮耀同埋物質嘅試探
[00:13:59.840 --> 00:14:02.680]  乜鬼唔能夠用呢個缺乏去試探耶穌
[00:14:02.680 --> 00:14:05.280]  跟住要用另外一樣嘢去試探耶穌
[00:14:05.280 --> 00:14:08.000]  同樣嘢係咩呢我哋一齊讀第五節八節
[00:14:08.000 --> 00:14:10.120]  我哋一齊讀一二三
[00:14:10.120 --> 00:14:13.200]  乜鬼又令他上了高山
[00:14:13.200 --> 00:14:18.120]  實時間把天下的蠻國都只給他看
[00:14:18.120 --> 00:14:19.280]  對他說
[00:14:19.280 --> 00:14:23.320]  這一切權柄榮華我都要給你
[00:14:23.320 --> 00:14:26.280]  因為這原是交付我的
[00:14:26.280 --> 00:14:29.040]  我願意給誰就給誰
[00:14:29.040 --> 00:14:31.960]  你若在我面前下拜
[00:14:31.960 --> 00:14:33.960]  這都要歸你
[00:14:33.960 --> 00:14:36.960]  耶穌說 經上記著說
[00:14:36.960 --> 00:14:39.160]  當拜主你的神
[00:14:39.160 --> 00:14:41.680]  但要侍奉他
[00:14:41.680 --> 00:14:43.120]  跟住我哋睇到
[00:14:43.120 --> 00:14:46.040]  魔鬼唔能夠用缺乏去試探耶穌
[00:14:46.040 --> 00:14:51.440]  佢就用權力榮耀同埋物質去試探耶穌
[00:14:51.440 --> 00:14:53.400]  聖經話畀我哋聽聽
[00:14:53.400 --> 00:14:56.280]  魔鬼引耶穌去咗個高山
[00:14:56.280 --> 00:14:59.000]  原文其實冇高山呢個字
[00:14:59.000 --> 00:15:02.640]  所以我哋唔係好確實究竟魔鬼帶咗耶穌去邊一度
[00:15:02.640 --> 00:15:04.880]  有啲聖經學者認為
[00:15:04.880 --> 00:15:10.520]  佢係帶耶穌進入咗一個超自然嘅經歷
[00:15:10.520 --> 00:15:12.040]  喺呢個異象裏面
[00:15:12.040 --> 00:15:13.320]  因為如果我哋睇聖經
[00:15:13.320 --> 00:15:19.840]  殺時間就能夠將天下蠻國都畀耶穌睇到
[00:15:19.840 --> 00:15:22.920]  可能佢帶耶穌進入咗一個異象嘅裏面
[00:15:22.920 --> 00:15:25.800]  讓耶穌睇到天下嘅蠻國
[00:15:25.800 --> 00:15:31.600]  今次魔鬼係用權力榮耀同埋物質去試探耶穌
[00:15:31.600 --> 00:15:36.080]  耶穌 你唔係嚟呢個世界要做尼賽亞嘅咩
[00:15:36.080 --> 00:15:37.520]  好簡單㗎咋
[00:15:37.520 --> 00:15:39.800]  你只要向我下拜
[00:15:39.800 --> 00:15:44.840]  呢啲蠻國嘅權力榮耀同埋物質都要賜畀你
[00:15:44.840 --> 00:15:47.440]  耶穌嚟到呢個世界
[00:15:47.440 --> 00:15:49.800]  係要嚟釘十字架嘅
[00:15:49.800 --> 00:15:52.480]  佢要嚟為我哋釘十字架
[00:15:52.480 --> 00:15:55.200]  為我哋去成就救恩
[00:15:55.200 --> 00:15:56.920]  但係魔鬼喺度同佢講
[00:15:56.920 --> 00:15:58.800]  你唔需要做呢啲㗎
[00:15:58.800 --> 00:16:01.200]  你只要而家向我下拜
[00:16:01.200 --> 00:16:04.040]  冇掙扎冇痛苦
[00:16:04.040 --> 00:16:09.680]  你就能夠得著蠻國嘅權柄同埋榮耀
[00:16:09.680 --> 00:16:13.920]  喺呢度我哋首先睇到魔鬼係一個說謊者
[00:16:13.920 --> 00:16:15.280]  即係大話精
[00:16:15.280 --> 00:16:16.120]  因為點解呢
[00:16:16.120 --> 00:16:19.760]  佢話呢啲所有嘢已經賜咗畀佢
[00:16:19.760 --> 00:16:22.960]  佢鍾意賜畀邊個就賜畀邊個
[00:16:22.960 --> 00:16:24.920]  但係我哋一齊讀呢段聖經好唔好
[00:16:24.920 --> 00:16:25.880]  1 2 3
[00:16:25.880 --> 00:16:28.520]  這是守望者所發的令
[00:16:28.520 --> 00:16:30.520]  聖者所出的令
[00:16:30.520 --> 00:16:32.520]  好叫世人之道
[00:16:32.520 --> 00:16:35.920]  至高者在人的國中掌權
[00:16:35.920 --> 00:16:39.400]  要將國賜予誰就賜予誰
[00:16:39.400 --> 00:16:43.040]  或立極卑微的人執掌皇權
