
[00:00:00.000 --> 00:00:02.920]  這本新書今年才出版
[00:01:40.000 --> 00:01:41.560]  那裏說無論作甚麼
[00:01:41.560 --> 00:01:43.200]  都要從心裏作
[00:01:43.200 --> 00:01:44.680]  將是給主作的
[00:01:44.680 --> 00:01:48.240]  不是給人作的
[00:01:48.240 --> 00:01:49.800]  你可能會問
[00:01:49.800 --> 00:01:52.120]  陳姑娘難道你也同意
[00:01:52.120 --> 00:01:55.280]  做人父母真的要好像做人僕人一樣
[00:01:55.280 --> 00:01:58.240]  捱生捱死 做牛做馬
[00:01:58.240 --> 00:02:03.520]  甚至好像當時《新約聖經》的時代
[00:02:03.520 --> 00:02:04.640]  那時說的僕人
[00:02:04.640 --> 00:02:05.600]  其實是說奴僕
[00:02:05.600 --> 00:02:07.200]  因為那時還有奴隸制度
[00:02:07.200 --> 00:02:11.760]  你說做父母是不是就像做奴隸一樣呢
[00:02:11.760 --> 00:02:14.080]  沒錯 這段經文確實是講到
[00:02:14.080 --> 00:02:17.240]  僕人對主人 對工作的態度
[00:02:17.240 --> 00:02:21.880]  但我覺得它同時適用於任何的關係
[00:02:21.880 --> 00:02:24.560]  就讓我以經文和我今天的講題
[00:02:24.560 --> 00:02:25.800]  以心靠近
[00:02:25.800 --> 00:02:27.360]  來跟大家一起思想
[00:02:27.360 --> 00:02:34.920]  如何用心來建立父母和子女的關係
[00:02:34.920 --> 00:02:36.640]  首先第一點
[00:02:36.640 --> 00:02:39.960]  《聖經》講到無論作甚麼都要從心裏作
[00:02:39.960 --> 00:02:41.400]  所以跟大家分享第一個題目
[00:02:41.400 --> 00:02:43.720]  就是從心裏作
[00:02:43.720 --> 00:02:45.240]  心是甚麼呢
[00:02:45.240 --> 00:02:46.240]  在這段經文裏面
[00:02:46.240 --> 00:02:48.280]  《哥羅西書》三章二十三節
[00:02:48.280 --> 00:02:50.240]  心字在希臘原文
[00:02:50.240 --> 00:02:51.400]  《聖經》的原來文字
[00:02:51.400 --> 00:02:52.320]  在希臘文裏面
[00:02:52.320 --> 00:02:56.360]  是在《新約聖經》裏面出現了一百零三次
[00:02:56.360 --> 00:02:58.480]  而常常是被翻譯為
[00:02:58.480 --> 00:03:00.760]  靈魂或者是生命
[00:03:00.760 --> 00:03:02.360]  是指到人的內心
[00:03:02.360 --> 00:03:05.120]  那個內在的你
[00:03:05.120 --> 00:03:07.560]  內在的個人原則
[00:03:07.560 --> 00:03:11.040]  而不是外在被迫走的那種力量
[00:03:11.040 --> 00:03:12.440]  所以可以這樣說
[00:03:12.440 --> 00:03:15.920]  心是我們信念形成的地方
[00:03:15.920 --> 00:03:18.720]  是我們經歷情感的地方
[00:03:18.720 --> 00:03:22.080]  是讓我們有屬靈經驗的地方
[00:03:22.080 --> 00:03:23.920]  因此我會在這三方面
[00:03:23.920 --> 00:03:25.640]  跟大家分享一下
[00:03:25.640 --> 00:03:29.800]  如何與孩子建立關係
[00:03:29.800 --> 00:03:31.280]  首先
[00:03:31.280 --> 00:03:34.280]  心是我們信念形成的地方
[00:03:34.280 --> 00:03:35.600]  我們在心裏面
[00:03:35.600 --> 00:03:38.120]  做毀身和決定
[00:03:38.120 --> 00:03:38.960]  毀身是甚麼
[00:03:38.960 --> 00:03:40.680]  基督徒常常說毀身
[00:03:40.680 --> 00:03:43.080]  毀身就是我們的目的
[00:03:43.080 --> 00:03:46.680]  我們做的事的意義和方向
[00:03:46.680 --> 00:03:48.360]  我們的毀身和決定
[00:03:48.360 --> 00:03:52.040]  影響了我們的價值觀和生活的信念
[00:03:52.040 --> 00:03:53.760]  而價值觀和信念
[00:03:53.760 --> 00:03:57.840]  又影響我們外顯的行為的表達
[00:03:57.840 --> 00:04:00.600]  我們未必知道孩子的內心
[00:04:00.600 --> 00:04:01.680]  他覺得最有意義
[00:04:01.680 --> 00:04:04.360]  最值得他毀身的事情是甚麼
[00:04:04.360 --> 00:04:06.360]  但是從孩子的行為
[00:04:06.360 --> 00:04:07.280]  他的選擇
[00:04:07.280 --> 00:04:11.320]  我們就可以知道他的內心
[00:04:11.320 --> 00:04:12.280]  譬如
[00:04:12.280 --> 00:04:14.520]  孩子怎樣用他的利是錢
[00:04:14.520 --> 00:04:16.040]  怎樣用他的零用錢
[00:04:16.040 --> 00:04:19.920]  我們就知道他最重視甚麼
[00:04:19.920 --> 00:04:21.600]  又譬如我們的阿灣娜導師
[00:04:21.600 --> 00:04:23.880]  我知道我們有導師
[00:04:23.880 --> 00:04:25.880]  平時未做導師的時候
[00:04:25.880 --> 00:04:28.320]  星期日上午約朋友去踢球
[00:04:28.320 --> 00:04:30.680]  踢球是一個很健康很好的活動
[00:04:30.680 --> 00:04:32.000]  但是為了去侍奉神
[00:04:32.000 --> 00:04:33.920]  為了和小朋友一起
[00:04:33.920 --> 00:04:35.600]  他就放棄了這段時間
[00:04:35.600 --> 00:04:37.280]  他就回來教會
[00:04:37.280 --> 00:04:41.120]  和小朋友一起去服事
[00:04:41.120 --> 00:04:43.800]  和教他們聖經
[00:04:43.800 --> 00:04:44.880]  其實不單止這位導師
[00:04:44.880 --> 00:04:46.120]  我們所有導師都是
[00:04:46.120 --> 00:04:48.040]  我們星期日上午花了點時間
[00:04:48.040 --> 00:04:49.240]  我們不做其他事
[00:04:49.240 --> 00:04:50.760]  回來教會去侍奉
[00:04:50.760 --> 00:04:52.440]  參與阿灣娜的侍奉
[00:04:52.440 --> 00:04:54.960]  其實都看到這些導師的毀身
[00:04:54.960 --> 00:04:56.400]  就是從我們的行為
[00:04:56.400 --> 00:04:59.800]  去知道我們心裏面想怎樣
[00:04:59.800 --> 00:05:01.440]  《聖經》裏面的針言
[00:05:01.440 --> 00:05:02.920]  第四章二十三節
[00:05:02.920 --> 00:05:04.680]  請大家一起來讀
[00:05:04.680 --> 00:05:06.760]  「你要保守你心
[00:05:06.760 --> 00:05:08.800]  勝過保守一切
[00:05:08.800 --> 00:05:10.680]  因為一生的果效
[00:05:10.680 --> 00:05:13.320]  是由心發出」
[00:05:13.320 --> 00:05:17.000]  可見心是影響我們一生的果效
[00:05:17.000 --> 00:05:19.600]  當孩子有行為問題的時候
[00:05:19.600 --> 00:05:21.840]  家長當然要處理
[00:05:21.840 --> 00:05:23.680]  但不能停留
[00:05:23.680 --> 00:05:26.800]  而是我們要幫他處理內心的問題
[00:05:26.800 --> 00:05:29.600]  明白到為何他要這樣做
[00:05:29.600 --> 00:05:32.920]  是否他內心有些錯誤的價值觀呢?
[00:05:32.920 --> 00:05:34.800]  舉個例
[00:05:34.800 --> 00:05:37.320]  自從弟弟妹妹出生之後
[00:05:37.320 --> 00:05:39.520]  可能這個孩子就會覺得
[00:05:39.520 --> 00:05:41.440]  爸爸媽媽偏心
[00:05:41.440 --> 00:05:42.960]  疼愛弟弟妹妹
[00:05:42.960 --> 00:05:43.640]  不疼愛我
[00:05:43.640 --> 00:05:45.360]  於是他就有個行為
[00:05:45.360 --> 00:05:47.400]  可能是哄爸爸媽媽不知道
[00:05:47.400 --> 00:05:50.520]  打弟弟妹妹
[00:05:50.520 --> 00:05:53.880]  我們不只是要控制他的行為
[00:05:53.880 --> 00:05:56.040]  而是要處理他內心的問題
[00:05:56.040 --> 00:05:57.480]  有沒有引導他
[00:05:57.480 --> 00:06:00.160]  去維生在正確的事情上呢?
[00:06:00.160 --> 00:06:01.360]  如果我們單單控制他
[00:06:01.360 --> 00:06:02.920]  命令他不要打弟弟妹妹
[00:06:02.920 --> 00:06:06.360]  我們未能夠處理他內心的問題
[00:06:06.360 --> 00:06:08.800]  有些孩子的意志力很強
[00:06:08.800 --> 00:06:10.880]  我們說他很固執
[00:06:10.880 --> 00:06:12.320]  很執著
[00:06:12.320 --> 00:06:14.440]  家長就要引導他
[00:06:14.440 --> 00:06:16.200]  心去正確的地方
[00:06:16.200 --> 00:06:18.680]  否則孩子會越來越自私
[00:06:18.680 --> 00:06:20.120]  自我中心
[00:06:20.120 --> 00:06:22.440]  如果他去了不正確的地方
[00:06:22.440 --> 00:06:26.160]  他將來可能會做一些更差的事情
[00:06:26.160 --> 00:06:28.320]  有些意志薄弱的孩子
[00:06:28.320 --> 00:06:29.840]  他們很容易放棄
[00:06:29.840 --> 00:06:31.880]  做著做著就好像沒有心機去做
[00:06:31.880 --> 00:06:33.480]  家長要引導他
[00:06:33.480 --> 00:06:35.240]  看到前面的路
[00:06:35.240 --> 00:06:36.680]  給他們挑戰
[00:06:36.680 --> 00:06:38.480]  給他們規範
[00:06:38.480 --> 00:06:39.840]  使他們有安全感
[00:06:39.840 --> 00:06:41.800]  其實不怕被孩子規範
[00:06:41.800 --> 00:06:42.800]  你任他怎樣做
[00:06:42.800 --> 00:06:44.080]  他反而無所適從
[00:06:44.080 --> 00:06:46.320]  你給他一些規範讓他知道怎樣做
[00:06:46.320 --> 00:06:48.760]  他就會有安全感
[00:06:48.760 --> 00:06:50.280]  剛才說到人的行為
[00:06:50.280 --> 00:06:53.920]  可以反映他內心的信念和價值觀
[00:06:53.920 --> 00:06:56.680]  當然人的行為是可以掩飾他內心的
[00:06:56.680 --> 00:06:59.720]  年紀越大就越懂得這樣做
[00:06:59.720 --> 00:07:02.840]  當人的行為和他行為的表現
[00:07:02.840 --> 00:07:05.080]  和他內心的信念不同的時候
[00:07:05.080 --> 00:07:06.920]  這個表裡不一的表現
[00:07:06.920 --> 00:07:09.760]  我們稱之為假冒為善
[00:07:09.760 --> 00:07:11.120]  我們作為家長
[00:07:11.120 --> 00:07:15.000]  就應該用新教、現教
[00:07:15.000 --> 00:07:18.200]  不要讓孩子單單以外表很乖
[00:07:18.200 --> 00:07:19.880]  清潔善良的行為
[00:07:19.880 --> 00:07:22.160]  來掩飾內心那種污穢
[00:07:22.160 --> 00:07:24.120]  那種腐敗
[00:07:24.120 --> 00:07:27.800]  我們小朋友不應該做一個假冒為善的人
[00:07:27.800 --> 00:07:29.520]  而我們想明白小朋友的內心
[00:07:29.520 --> 00:07:31.760]  聆聽是一個方法
[00:07:31.760 --> 00:07:34.400]  讓我們可以了解他的心
[00:07:34.400 --> 00:07:36.920]  我想到近期社會有很多矛盾
[00:07:36.920 --> 00:07:39.320]  示威、遊行、靜坐
[00:07:39.320 --> 00:07:41.480]  如果我們單單針對這些行為
[00:07:41.480 --> 00:07:42.720]  說他們違法
[00:07:42.720 --> 00:07:44.400]  用立法來解決
[00:07:44.400 --> 00:07:46.920]  其實是不可以化解那種矛盾
[00:07:46.920 --> 00:07:49.280]  因為只是表面控制局面
[00:07:49.280 --> 00:07:53.640]  其實問題仍然存在
[00:07:53.640 --> 00:07:57.160]  不過有時我們真的可以藉著改變行為
[00:07:57.160 --> 00:07:59.240]  而慢慢改變他的內心
[00:07:59.240 --> 00:08:03.160]  所以我們控制小朋友的行為都很重要
[00:08:03.160 --> 00:08:04.280]  在《聖經》
[00:08:04.280 --> 00:08:06.800]  針研第六章二十三節說
[00:08:06.800 --> 00:08:10.480]  「戒命是燈,法則是光」
[00:08:10.480 --> 00:08:13.280]  神的戒命就好像燈一樣
[00:08:13.280 --> 00:08:16.080]  神的法則、神的法例
[00:08:16.080 --> 00:08:18.360]  就好像《聖經》裏有句說話
[00:08:18.360 --> 00:08:19.160]  就好像光一樣
[00:08:19.160 --> 00:08:21.720]  指引我們甚麼是對甚麼是錯
[00:08:21.720 --> 00:08:25.360]  而詩篇一百一十九篇十一節都說到
[00:08:25.360 --> 00:08:29.560]  「我將你的話藏在心裏,免得我得罪你」
[00:08:29.560 --> 00:08:33.600]  神的戒命是指導我們行為的
[00:08:33.600 --> 00:08:37.000]  祂更加期望我們內心的信服
[00:08:37.000 --> 00:08:42.320]  所以我們在阿灣娜很強調背誦《聖經》
[00:08:42.320 --> 00:08:47.000]  讓神的話藏在小朋友的心裏
[00:08:47.000 --> 00:08:51.040]  神的話可以教導我們做正確的選擇
[00:08:51.040 --> 00:08:54.200]  當小朋友不斷去幻想神的話的時候
[00:08:54.200 --> 00:08:57.400]  他們就會發展出正確的價值觀
[00:08:57.400 --> 00:09:00.080]  和正確的思想方式
[00:09:00.080 --> 00:09:04.040]  使他們的生命成功
[00:09:04.040 --> 00:09:08.760]  有人說人生的快樂有三個層次
[00:09:08.760 --> 00:09:12.440]  初級的快樂是肉體的快樂
[00:09:12.440 --> 00:09:16.840]  飽、暖、密、肉
[00:09:16.840 --> 00:09:19.760]  中級的快樂是精神的快樂
[00:09:19.760 --> 00:09:21.640]  是藝術方面的
[00:09:21.640 --> 00:09:23.200]  詩詞歌賦
[00:09:23.200 --> 00:09:24.600]  琴棋書畫
[00:09:24.600 --> 00:09:26.880]  遊走天下
[00:09:26.880 --> 00:09:30.080]  高級的快樂是靈魂的快樂
[00:09:30.080 --> 00:09:32.920]  是付出、奉獻
[00:09:32.920 --> 00:09:37.320]  是讓別人因為你的存在而快樂
[00:09:37.320 --> 00:09:39.920]  平庸的人只有一條命
[00:09:39.920 --> 00:09:41.480]  就是性命
[00:09:41.480 --> 00:09:44.160]  優秀的人多一條命
[00:09:44.160 --> 00:09:45.800]  就是生命
[00:09:45.800 --> 00:09:48.400]  卓越的人有三條命
[00:09:48.400 --> 00:09:52.440]  性命、生命和使命
[00:09:52.440 --> 00:09:57.280]  它們分別代表了生存、生活和責任
[00:09:57.280 --> 00:09:59.800]  家長其中一項工作
[00:09:59.800 --> 00:10:01.800]  是啟發你的孩子
[00:10:01.800 --> 00:10:04.680]  看到生命有遠大的前景
[00:10:04.680 --> 00:10:07.960]  值得將心放上去
[00:10:07.960 --> 00:10:09.640]  你想你的孩子
[00:10:09.640 --> 00:10:11.760]  委身於追求哪一項
[00:10:11.760 --> 00:10:17.880]  哪一級、哪一個層次的快樂呢?
[00:10:17.880 --> 00:10:18.800]  第二
[00:10:18.800 --> 00:10:22.120]  心是我們經歷情感的地方
[00:10:22.120 --> 00:10:25.640]  心是我們和別人覺得接近的地方
[00:10:25.640 --> 00:10:28.160]  例如《九曰最後一卷書》
[00:10:28.160 --> 00:10:30.000]  《馬拉基書》四章六節都說
[00:10:30.000 --> 00:10:32.600]  父親的心轉向兒女
[00:10:32.600 --> 00:10:34.640]  兒女的心轉向父親
[00:10:34.640 --> 00:10:37.040]  當心向著的時候
[00:10:37.040 --> 00:10:39.400]  其實就是一個很接近的感覺
[00:10:39.400 --> 00:10:40.200]  俗語所說
[00:10:40.200 --> 00:10:41.360]  心心相印
[00:10:41.360 --> 00:10:42.880]  心和心相印
[00:10:42.880 --> 00:10:44.440]  大家的心臂是對著的
[00:10:44.440 --> 00:10:45.560]  是一個很接近
[00:10:45.560 --> 00:10:47.520]  心是我們和別人接近的地方
[00:10:47.520 --> 00:10:50.440]  是我們覺得和別人接近的地方
[00:10:50.440 --> 00:10:52.560]  心亦是我們熱誠的所在
[00:10:52.560 --> 00:10:54.400]  是我們經歷情緒的地方
[00:10:54.400 --> 00:10:56.560]  例如詩篇第九篇第一節說
[00:10:56.560 --> 00:10:59.000]  我要一心稱謝耶和華
[00:10:59.000 --> 00:11:00.800]  With all my heart
[00:11:00.800 --> 00:11:02.200]  一心去稱謝
[00:11:02.200 --> 00:11:03.480]  《聖經》裏面其實有很多
[00:11:03.480 --> 00:11:04.160]  尤其是詩篇裏說
[00:11:04.160 --> 00:11:06.360]  我的心啊 你要稱謝耶和華
[00:11:06.360 --> 00:11:07.440]  講到我們的心
[00:11:07.440 --> 00:11:10.640]  心是我們熱誠的所在
[00:11:10.640 --> 00:11:11.720]  所謂passion
[00:11:11.720 --> 00:11:14.480]  熱誠在哪裏呢?
[00:11:14.480 --> 00:11:16.640]  是我們經歷情緒的地方
[00:11:16.640 --> 00:11:18.360]  先前我說過
[00:11:18.360 --> 00:11:21.040]  我們在心裏做毀身和決定
[00:11:21.040 --> 00:11:23.880]  其實情感也會影響我們毀身
[00:11:23.880 --> 00:11:26.880]  例如一位男士對一位女士說
[00:11:26.880 --> 00:11:28.440]  我愛你
[00:11:28.440 --> 00:11:30.560]  後來他們踏上了婚姻的路
[00:11:30.560 --> 00:11:32.160]  就是由情感開始
[00:11:32.160 --> 00:11:34.560]  進而到彼此的毀身
[00:11:34.560 --> 00:11:38.960]  情感包括愛、平安、喜樂
[00:11:38.960 --> 00:11:40.160]  或者是負面的
[00:11:40.160 --> 00:11:43.840]  例如焦慮、恐懼、憤怒
[00:11:43.840 --> 00:11:47.080]  這些情感都會影響行為
[00:11:47.080 --> 00:11:48.560]  我們從濕吻仔的行為
[00:11:48.560 --> 00:11:50.320]  就知道他的情緒
[00:11:50.320 --> 00:11:52.880]  例如他不自覺地經常咬手指
[00:11:52.880 --> 00:11:54.760]  你就知道可能他焦慮了
[00:11:54.760 --> 00:11:55.800]  可能快要考試了
[00:11:55.800 --> 00:11:57.840]  有些壓力令他會焦慮
[00:11:57.840 --> 00:11:58.920]  他就咬手指
[00:11:58.920 --> 00:12:00.080]  或者有個放學回來
[00:12:00.080 --> 00:12:02.160]  眉飛色舞地不停地說
[00:12:02.160 --> 00:12:05.480]  你就知道他那天很興奮
[00:12:05.480 --> 00:12:08.080]  我們要熱心來靠近孩子
[00:12:08.080 --> 00:12:11.360]  就要在情感上跟孩子有聯繫
[00:12:11.360 --> 00:12:14.040]  幫助他們經驗到愛
[00:12:14.040 --> 00:12:17.880]  熱在腸是很重要的
[00:12:17.880 --> 00:12:19.040]  有人說
[00:12:19.040 --> 00:12:21.360]  我們給孩子優質的時間
[00:12:21.360 --> 00:12:23.880]  就不在乎跟濕吻仔一起的時間
[00:12:23.880 --> 00:12:25.760]  有多長有多久
[00:12:25.760 --> 00:12:28.320]  只是在乎跟他一起做甚麼
[00:12:28.320 --> 00:12:33.560]  其實這只是一個似是而非的道理
[00:12:33.560 --> 00:12:38.160]  美國的杜森博士舉了一個例子
[00:12:38.160 --> 00:12:40.920]  他說有一個人去吃牛扒
[00:12:40.920 --> 00:12:42.520]  等了半天
[00:12:42.520 --> 00:12:44.840]  餓得快要餓暈了
[00:12:44.840 --> 00:12:46.240]  還未來
[00:12:46.240 --> 00:12:51.920]  最後侍應就拿了一塊小小的牛扒來給他吃
[00:12:51.920 --> 00:12:52.840]  這個人就說
[00:12:52.840 --> 00:12:54.440]  這麼小塊?
[00:12:54.440 --> 00:12:55.320]  侍應說
[00:12:55.320 --> 00:12:58.280]  這是上等的牛扒
[00:12:58.280 --> 00:13:01.840]  但是我吃不飽
[00:13:01.840 --> 00:13:02.160]  沒錯
[00:13:02.160 --> 00:13:04.040]  濕吻仔是需要品質好的食物
[00:13:04.040 --> 00:13:07.360]  但是定時定量的三餐更加重要
[00:13:07.360 --> 00:13:09.360]  我們不能夠經常不在家
[00:13:09.360 --> 00:13:11.320]  經常不跟濕吻仔在一起
[00:13:11.320 --> 00:13:12.200]  然後就說
[00:13:12.200 --> 00:13:16.120]  我給你10分鐘的優質時間
[00:13:16.120 --> 00:13:18.600]  就以為他可以滿足
[00:13:18.600 --> 00:13:20.520]  偶然一餐的牛扒
[00:13:20.520 --> 00:13:24.400]  不可以取代正常的三餐
[00:13:24.400 --> 00:13:25.720]  跟濕吻仔一起
[00:13:25.720 --> 00:13:26.960]  很多事可以做的
[00:13:26.960 --> 00:13:29.000]  不只是檢查功課
[00:13:29.000 --> 00:13:31.120]  跟他去溫習
[00:13:31.120 --> 00:13:33.120]  應付測驗
[00:13:33.120 --> 00:13:34.960]  向濕吻仔表達愛
[00:13:34.960 --> 00:13:37.640]  讓大家的心彼此接近
[00:13:37.640 --> 00:13:39.360]  可以透過聊天
[00:13:39.360 --> 00:13:41.360]  聆聽
[00:13:41.360 --> 00:13:43.600]  我可以跟大家家長分享
[00:13:43.600 --> 00:13:44.920]  多聽他講的時候
[00:13:44.920 --> 00:13:46.960]  記得他講的老友記的名字
[00:13:46.960 --> 00:13:47.920]  千萬不要混淆
[00:13:47.920 --> 00:13:48.760]  不要記錯了
[00:13:48.760 --> 00:13:50.280]  他很緊張的
[00:13:50.280 --> 00:13:51.400]  聆聽
[00:13:51.400 --> 00:13:52.320]  捉摸
[00:13:52.320 --> 00:13:54.200]  可以抱他的時候抱多一點
[00:13:54.200 --> 00:13:56.400]  可以抱他的時候抱多一點
[00:13:56.400 --> 00:13:58.120]  一起遊戲
[00:13:58.120 --> 00:13:59.640]  發展共同的興趣
[00:13:59.640 --> 00:14:01.000]  不要覺得又要跟他玩
[00:14:01.000 --> 00:14:01.800]  很悶
[00:14:01.800 --> 00:14:03.040]  都不喜歡玩那些東西
[00:14:03.040 --> 00:14:04.200]  發展興趣
[00:14:04.200 --> 00:14:05.440]  你跟他都有興趣
[00:14:05.440 --> 00:14:07.000]  如果你喜歡砌模型
[00:14:07.000 --> 00:14:07.600]  砌拼圖
[00:14:07.600 --> 00:14:09.160]  就跟他一起玩
[00:14:09.160 --> 00:14:11.400]  你喜歡遠足行山的人
[00:14:11.400 --> 00:14:13.920]  就跟他一起去
[00:14:13.920 --> 00:14:15.320]  或者
[00:14:15.320 --> 00:14:17.000]  可以跟他一起烹飪
[00:14:17.000 --> 00:14:18.160]  烤蛋糕
[00:14:18.160 --> 00:14:19.400]  做沙律
[00:14:19.400 --> 00:14:20.240]  做壽司
[00:14:20.240 --> 00:14:21.320]  都可以的
[00:14:21.320 --> 00:14:23.160]  一起發展共同的興趣
[00:14:23.160 --> 00:14:25.320]  讓大家的心彼此接近
[00:14:25.320 --> 00:14:26.520]  大一點的小朋友
[00:14:26.520 --> 00:14:28.800]  可以跟他一起侍奉
[00:14:28.800 --> 00:14:31.680]  甚至在逆境當中
[00:14:31.680 --> 00:14:32.840]  其實留意
[00:14:32.840 --> 00:14:33.800]  我們在逆境當中
[00:14:33.800 --> 00:14:35.320]  很多機會可以跟小朋友接近
[00:14:35.320 --> 00:14:36.680]  譬如小朋友生病的時候
[00:14:36.680 --> 00:14:38.280]  很多小朋友當他長大的時候
[00:14:38.280 --> 00:14:40.040]  回想起我小時候生病
[00:14:40.040 --> 00:14:41.360]  甚至生病到入醫院
[00:14:41.360 --> 00:14:43.200]  媽媽那段時間照顧我
[00:14:43.200 --> 00:14:45.240]  覺得媽媽跟他很接近
[00:14:45.240 --> 00:14:46.760]  比賽輸了
[00:14:46.760 --> 00:14:49.280]  或者被老師不公平地對待的時候
[00:14:49.280 --> 00:14:50.280]  都可以
[00:14:50.280 --> 00:14:51.640]  一個很好的機會
[00:14:51.640 --> 00:14:53.600]  讓大家的心彼此接近
[00:14:53.600 --> 00:14:54.920]  我們留意在逆境當中
[00:14:54.920 --> 00:14:57.080]  解決問題不是最重要的
[00:14:57.080 --> 00:14:59.240]  以心靠近才是最重要的
[00:14:59.240 --> 00:15:00.880]  跟大家分享一個經歷
[00:15:00.880 --> 00:15:02.920]  我記得我女兒四年級的時候
[00:15:02.920 --> 00:15:04.720]  小學四年級的時候
[00:15:04.720 --> 00:15:06.840]  上完課就回家
[00:15:06.840 --> 00:15:08.280]  很不開心
[00:15:08.280 --> 00:15:10.600]  原來她那天上中文課的時候
[00:15:10.600 --> 00:15:12.920]  被她的老師叫她的名字
[00:15:12.920 --> 00:15:13.800]  「起身」
[00:15:13.800 --> 00:15:16.120]  然後當眾對著全班
[00:15:16.120 --> 00:15:17.400]  在那裏說她
[00:15:17.400 --> 00:15:18.800]  作文作得很差
[00:15:18.800 --> 00:15:20.000]  用很差的字眼說她
[00:15:20.000 --> 00:15:21.040]  差不多是垃圾
[00:15:21.040 --> 00:15:22.360]  說她作的東西
[00:15:22.360 --> 00:15:23.960]  被老師奚落
[00:15:23.960 --> 00:15:25.560]  她當時在課室裏面
[00:15:25.560 --> 00:15:26.200]  死定了
[00:15:26.200 --> 00:15:26.800]  不哭了
[00:15:26.800 --> 00:15:28.760]  回家就哭得非常慘
[00:15:28.760 --> 00:15:31.560]  我當時就幫她
[00:15:31.560 --> 00:15:34.520]  用心去看她的情緒
[00:15:34.520 --> 00:15:35.400]  怎樣處理她
[00:15:35.400 --> 00:15:37.520]  然後跟她看看老師這樣做
[00:15:37.520 --> 00:15:38.200]  是否不對
[00:15:38.200 --> 00:15:39.680]  她覺得是不對的
[00:15:39.680 --> 00:15:41.800]  但老師有甚麼好的東西可以學習呢
[00:15:41.800 --> 00:15:43.120]  她說老師很博學的
[00:15:43.120 --> 00:15:44.400]  她中文很好
[00:15:44.400 --> 00:15:45.600]  她懂得很多東西
[00:15:45.600 --> 00:15:48.440]  還有她作的文章真的很好
[00:15:48.440 --> 00:15:50.320]  我說不如你學老師好的東西
[00:15:50.320 --> 00:15:51.600]  就不要學她不好的東西
[00:15:51.600 --> 00:15:54.560]  你以後也不要當眾奚落別人
[00:15:54.560 --> 00:15:58.240]  我發覺她真的慢慢有進步
[00:15:58.240 --> 00:16:00.480]  她的中文成績
[00:16:00.480 --> 00:16:01.640]  一年比一年好了
[00:16:01.640 --> 00:16:02.640]  上到中學的時候
[00:16:02.640 --> 00:16:05.560]  也有不錯的分數
[00:16:05.560 --> 00:16:07.840]  最近她也談到這件事
[00:16:07.840 --> 00:16:09.520]  原來她還記得
[00:16:09.520 --> 00:16:10.200]  她問我
[00:16:10.200 --> 00:16:13.000]  媽媽你為甚麼當時不投訴老師
[00:16:13.000 --> 00:16:13.920]  我說真的
[00:16:13.920 --> 00:16:15.440]  我沒有想過要投訴老師
[00:16:15.440 --> 00:16:16.840]  不知道是否因為當時我教書
