
[00:00:00.000 --> 00:00:05.000]  今天的經文是路加福音記載的主禱文
[00:07:17.000 --> 00:07:19.000]  親生的父親
[00:07:19.000 --> 00:07:21.000]  正常人都不會隨便叫
[00:07:21.000 --> 00:07:23.000]  另外一個人做阿爸
[00:07:23.000 --> 00:07:26.000]  一個爸爸當然可以有很多子女
[00:07:26.000 --> 00:07:30.000]  但是每個子女都只有一個爸爸
[00:07:30.000 --> 00:07:32.000]  我們雖然在世界上
[00:07:32.000 --> 00:07:35.000]  不會再有另外一位的父親
[00:07:35.000 --> 00:07:39.000]  但是甚至可能不會有一位
[00:07:39.000 --> 00:07:41.000]  愛我們的父親
[00:07:41.000 --> 00:07:44.000]  有時候父親不太會做
[00:07:44.000 --> 00:07:46.000]  但是在天上
[00:07:46.000 --> 00:07:50.000]  我們卻有一位愛我們的上帝
[00:07:50.000 --> 00:07:55.000]  讓我們可以稱呼他為阿爸
[00:07:55.000 --> 00:07:58.000]  基督教是以關係為基礎
[00:07:58.000 --> 00:08:01.000]  以敬拜的對象為中心
[00:08:01.000 --> 00:08:04.000]  因此我們祈禱的時候
[00:08:04.000 --> 00:08:08.000]  就是以上帝的事為優先
[00:08:08.000 --> 00:08:12.000]  我們祈求世人都尊崇上帝的聖名
[00:08:12.000 --> 00:08:16.000]  也願上帝在世上掌權
[00:08:16.000 --> 00:08:19.000]  我時時鼓勵我的查經班的組員
[00:08:19.000 --> 00:08:21.000]  培訓班的組員
[00:08:21.000 --> 00:08:23.000]  我們在上帝祈禱的時候
[00:08:23.000 --> 00:08:25.000]  不要像乞丐一樣
[00:08:25.000 --> 00:08:26.000]  每次來都說
[00:08:26.000 --> 00:08:30.000]  給我這個給我那個
[00:08:30.000 --> 00:08:33.000]  我們要學習關心
[00:08:33.000 --> 00:08:36.000]  天父所關心的事
[00:08:36.000 --> 00:08:40.000]  當我們祈求願人都尊你的名為聖的時候
[00:08:40.000 --> 00:08:45.000]  就是為世人求幸福
[00:08:45.000 --> 00:08:47.000]  求永恆的幸福
[00:08:47.000 --> 00:08:50.000]  在世上有上帝的照顧
[00:08:50.000 --> 00:08:55.000]  在世上可以稱上帝為阿爸
[00:08:55.000 --> 00:08:57.000]  然後我們離世之後
[00:08:57.000 --> 00:09:01.000]  還可以永遠與上帝同在
[00:09:01.000 --> 00:09:03.000]  願你在世上掌權
[00:09:03.000 --> 00:09:07.000]  其實就相等於願上帝的國降臨
[00:09:07.000 --> 00:09:11.000]  上帝的國降臨是有兩個階段的
[00:09:11.000 --> 00:09:16.000]  第一個階段是降臨在相信他人的心裡面
[00:09:16.000 --> 00:09:18.000]  在教會裡面
[00:09:18.000 --> 00:09:22.000]  第二個階段就是耶穌再回來的時候
[00:09:22.000 --> 00:09:26.000]  上帝的國全面降臨
[00:09:26.000 --> 00:09:30.000]  當上帝的國降臨在人的心裡面的時候
[00:09:30.000 --> 00:09:34.000]  他就會有平安
[00:09:34.000 --> 00:09:35.000]  主耶穌曾經說
[00:09:35.000 --> 00:09:39.000]  你們因跟我連結而有平安
[00:09:39.000 --> 00:09:42.000]  在世上你們有苦難
[00:09:42.000 --> 00:09:44.000]  但是你們要勇敢
[00:09:44.000 --> 00:09:47.000]  我已經勝過了世界
[00:09:47.000 --> 00:09:53.000]  這種平安是由於我們與上帝和好了
[00:09:53.000 --> 00:09:56.000]  成為他的兒女而來
[00:09:56.000 --> 00:10:01.000]  在世上任何事物都不能搶走
[00:10:01.000 --> 00:10:03.000]  第三至第四節就是祈求
[00:10:03.000 --> 00:10:05.000]  關於我們自己的事
[00:10:05.000 --> 00:10:07.000]  這裡提到有三件事
[00:10:07.000 --> 00:10:11.000]  都是與我們的生命有關
[00:10:11.000 --> 00:10:18.000]  首先我們要為每天需用的飲食來祈求
[00:10:18.000 --> 00:10:22.000]  主耶穌教我們為每天的飲食祈禱
[00:10:22.000 --> 00:10:27.000]  你們會不會覺得有點奇怪呢?
[00:10:27.000 --> 00:10:29.000]  在馬太福音六章二十五節
[00:10:29.000 --> 00:10:31.000]  耶穌教導我們
[00:10:31.000 --> 00:10:33.000]  所以我告訴你們
[00:10:33.000 --> 00:10:36.000]  不要為了生活上所需的飲食
[00:10:36.000 --> 00:10:39.000]  或者身上所穿的衣服操心
[00:10:39.000 --> 00:10:41.000]  不用操心
[00:10:41.000 --> 00:10:43.000]  叫我們不要操心
[00:10:43.000 --> 00:10:46.000]  既然主耶穌教我們不要為飲食操心
[00:10:46.000 --> 00:10:48.000]  但為什麼在主禱文裡面
[00:10:48.000 --> 00:10:53.000]  祈求我們為每天的飲食祈禱呢?
[00:10:53.000 --> 00:10:55.000]  我相信有兩個原因
[00:10:55.000 --> 00:10:58.000]  第一 耶穌知道人的軟弱
[00:10:58.000 --> 00:11:03.000]  祂知道我們很容易為我們的生存而憂慮
[00:11:03.000 --> 00:11:05.000]  所以祂教導我們
[00:11:05.000 --> 00:11:08.000]  既然你憂慮就為這件事祈禱
[00:11:08.000 --> 00:11:11.000]  就像剛才蕭菲亞說的見證一樣
[00:11:11.000 --> 00:11:14.000]  祂可以減輕我們的憂慮
[00:11:14.000 --> 00:11:19.000]  這個是將憂慮賦予上帝的方法
[00:11:19.000 --> 00:11:23.000]  第二 藉著禱告教導我們
[00:11:23.000 --> 00:11:26.000]  其實我們凡事都要仰望上帝
[00:11:26.000 --> 00:11:28.000]  不要以為自己很厲害
[00:11:28.000 --> 00:11:30.000]  用飲食不用祈禱
[00:11:30.000 --> 00:11:31.000]  不是的
[00:11:31.000 --> 00:11:34.000]  我們要為了我們生存的事
[00:11:34.000 --> 00:11:36.000]  來仰望上帝
[00:11:36.000 --> 00:11:39.000]  第四節就是求上帝饒恕我們的罪
[00:11:39.000 --> 00:11:43.000]  也提到我們饒恕得罪我們的人
[00:11:43.000 --> 00:11:46.000]  有些人說得很好
[00:11:46.000 --> 00:11:49.000]  饒恕別人其實是等於釋放自己
[00:11:49.000 --> 00:11:52.000]  在希臘文裡的字很有趣
[00:11:52.000 --> 00:11:55.000]  饒恕的字是由兩個字組成的
[00:11:55.000 --> 00:11:57.000]  叫阿婆路
[00:11:57.000 --> 00:11:58.000]  就是釋放
[00:11:58.000 --> 00:12:02.000]  是從一些東西釋放出來
[00:12:02.000 --> 00:12:05.000]  其實當我們饒恕別人的時候
[00:12:05.000 --> 00:12:07.000]  最大的影響是我們自己
[00:12:07.000 --> 00:12:09.000]  不是別人
[00:12:09.000 --> 00:12:12.000]  如果我們心裡恨別人的時候
[00:12:12.000 --> 00:12:13.000]  影響的是誰
[00:12:13.000 --> 00:12:16.000]  也是自己不是別人
[00:12:16.000 --> 00:12:18.000]  我們倒不如饒恕別人
[00:12:18.000 --> 00:12:21.000]  正如天父饒恕我們一樣
[00:12:21.000 --> 00:12:25.000]  我們就可以活得輕鬆很多
[00:12:25.000 --> 00:12:27.000]  第四節最後一點就是求天父
[00:12:27.000 --> 00:12:31.000]  不要讓我們遭受承擔不起的考驗
[00:12:31.000 --> 00:12:33.000]  我們生存在世上
[00:12:33.000 --> 00:12:36.000]  一定會遇到不同的考驗
[00:12:36.000 --> 00:12:38.000]  考驗可以來自上帝
[00:12:38.000 --> 00:12:40.000]  也可以來自魔鬼
[00:12:40.000 --> 00:12:45.000]  我們要留意耶穌不是教我們求上帝
[00:12:45.000 --> 00:12:48.000]  不要讓我們遇見考驗
[00:12:48.000 --> 00:12:52.000]  因為考驗是有積極的作用
[00:12:52.000 --> 00:12:54.000]  是會幫助我們成長的
[00:12:54.000 --> 00:12:56.000]  在溫室裡長大
[00:12:56.000 --> 00:12:59.000]  回歸就經不起風吹雨打
[00:12:59.000 --> 00:13:01.000]  所以我們不是求上帝
[00:13:01.000 --> 00:13:03.000]  拿走一切的考驗
[00:13:03.000 --> 00:13:06.000]  而是要求上帝幫助我們
[00:13:06.000 --> 00:13:11.000]  加添給我們力量去面對人生的考驗
[00:13:11.000 --> 00:13:15.000]  不要讓我們遭受承擔不起的考驗
[00:13:15.000 --> 00:13:16.000]  第五節到第八節
[00:13:16.000 --> 00:13:19.000]  主耶穌繼續鼓勵我們要時常禱告
[00:13:19.000 --> 00:13:22.000]  要有恆心來禱告
[00:13:22.000 --> 00:13:24.000]  在這個比喻裡
[00:13:24.000 --> 00:13:26.000]  我們留意到那個比喻中
[00:13:26.000 --> 00:13:29.000]  那個人半夜去敲門
[00:13:29.000 --> 00:13:32.000]  和他的鄰居去借麵包
[00:13:32.000 --> 00:13:35.000]  他不是為了自己的需要去做這件事
[00:13:35.000 --> 00:13:37.000]  他不是為了自己的需要
[00:13:37.000 --> 00:13:41.000]  而是為了要款待一位遠方來的朋友
[00:13:41.000 --> 00:13:43.000]  上個星期我們講第十章
[00:13:43.000 --> 00:13:45.000]  好撒瑪利亞人的故事
[00:13:45.000 --> 00:13:50.000]  就是強調我們要愛鄰如己
[00:13:50.000 --> 00:13:52.000]  這一位要借麵包的人
[00:13:52.000 --> 00:13:56.000]  是為了要實行這個愛鄰如己的教訓
[00:13:56.000 --> 00:13:59.000]  他厚著臉皮
[00:13:59.000 --> 00:14:02.000]  我想他半夜去騷擾他的鄰居
[00:14:02.000 --> 00:14:05.000]  要厚著臉皮才行
[00:14:05.000 --> 00:14:08.000]  最後他的鄰居也幫了他
[00:14:08.000 --> 00:14:10.000]  第九節到第十節
[00:14:10.000 --> 00:14:12.000]  就是耶穌好像是應許
[00:14:12.000 --> 00:14:14.000]  好像是應許門徒說
[00:14:14.000 --> 00:14:16.000]  上帝是有求必應的
[00:14:16.000 --> 00:14:18.000]  表面上看起來也是
[00:14:18.000 --> 00:14:20.000]  凡其求的就得就尋找的
[00:14:20.000 --> 00:14:23.000]  就尋見敲門就給他開門
[00:14:23.000 --> 00:14:26.000]  如果我們不看上文下理
[00:14:26.000 --> 00:14:28.000]  只看這兩節聖經的話
[00:14:28.000 --> 00:14:31.000]  真的好像上帝是有求必應
[00:14:31.000 --> 00:14:33.000]  但是這段經文
[00:14:33.000 --> 00:14:37.000]  是耶穌在教導門徒
[00:14:37.000 --> 00:14:41.000]  是門徒要求耶穌教他祈禱
[00:14:41.000 --> 00:14:44.000]  門徒是什麼人呢?
[00:14:44.000 --> 00:14:47.000]  門徒是猶太人
[00:14:47.000 --> 00:14:49.000]  是加利利人
[00:14:49.000 --> 00:14:50.000]  是猶太人
[00:14:50.000 --> 00:14:54.000]  他們的文化背景是舊約的文化背景
[00:14:54.000 --> 00:14:58.000]  因此我們要從舊約的角度去看
[00:14:58.000 --> 00:15:00.000]  我們就會知道
[00:15:00.000 --> 00:15:03.000]  上帝其實只是對一種的祈禱
[00:15:03.000 --> 00:15:06.000]  是有求必應的
[00:15:06.000 --> 00:15:08.000]  那種的祈禱就是
[00:15:08.000 --> 00:15:11.000]  有人是祈求要認識上帝
[00:15:11.000 --> 00:15:15.000]  上帝就一定會應允
[00:15:15.000 --> 00:15:17.000]  或者我們再小心思想第九節
[00:15:17.000 --> 00:15:20.000]  耶穌說你們祈求就得到
[00:15:20.000 --> 00:15:22.000]  尋找就找到
[00:15:22.000 --> 00:15:23.000]  敲門就給你們開門
[00:15:23.000 --> 00:15:25.000]  在這裡其實耶穌有沒有說
[00:15:25.000 --> 00:15:27.000]  祈求什麼呢?
[00:15:27.000 --> 00:15:30.000]  尋找什麼呢?
[00:15:30.000 --> 00:15:31.000]  沒有
[00:15:31.000 --> 00:15:35.000]  我們看起來可能以為可以任意祈求
[00:15:35.000 --> 00:15:39.000]  求財、求升職、求學位
[00:15:39.000 --> 00:15:41.000]  求找到一個高富帥的男生
[00:15:41.000 --> 00:15:43.000]  或者一個富白美的女生
[00:15:43.000 --> 00:15:49.000]  這些事上帝都會答應的
[00:15:49.000 --> 00:15:51.000]  其實不是的
[00:15:51.000 --> 00:15:54.000]  這兩節舊約
[00:15:54.000 --> 00:15:55.000]  有兩節舊約
[00:15:55.000 --> 00:15:57.000]  聖經是這樣說的
[00:15:57.000 --> 00:15:59.000]  第一節是詩篇
[00:15:59.000 --> 00:16:05.000]  所有虔誠的人都要趁你可尋找時
[00:16:05.000 --> 00:16:07.000]  向你祈求
[00:16:07.000 --> 00:16:09.000]  詩篇三十二章六節
[00:16:09.000 --> 00:16:13.000]  還有一節是耳塞下書五十五章六節
[00:16:13.000 --> 00:16:15.000]  兩個經文都是第六節
[00:16:15.000 --> 00:16:18.000]  趁著上主可尋找的時候
[00:16:18.000 --> 00:16:19.000]  要尋找他
[00:16:19.000 --> 00:16:21.000]  趁著上主靠近的時候
[00:16:21.000 --> 00:16:24.000]  要求告他
[00:16:24.000 --> 00:16:26.000]  可以看到
[00:16:26.000 --> 00:16:30.000]  雖然主耶穌沒有明顯地說
[00:16:30.000 --> 00:16:33.000]  凡祈求認識上帝的就得道
[00:16:33.000 --> 00:16:35.000]  但是在猶太人的文化裡
[00:16:35.000 --> 00:16:38.000]  這應該是他們的領會
[00:16:38.000 --> 00:16:40.000]  另外一件事
[00:16:40.000 --> 00:16:42.000]  在舊約裡
[00:16:42.000 --> 00:16:44.000]  如果我們熟悉舊約歷史
[00:16:44.000 --> 00:16:47.000]  或者猶太人的歷史的話
[00:16:47.000 --> 00:16:49.000]  耶路撒冷城
[00:16:49.000 --> 00:16:52.000]  被巴比倫攻擊其實有兩次
[00:16:52.000 --> 00:16:57.000]  第一次耶路撒冷被巴比倫攻陷之後
[00:16:57.000 --> 00:17:00.000]  巴比倫王沒有消滅猶太國
[00:17:00.000 --> 00:17:05.000]  只是將一部分猶太人擄劫到巴比倫
[00:17:05.000 --> 00:17:11.000]  當時耶利米先知告訴被擄去巴比倫的人
[00:17:11.000 --> 00:17:13.000]  叫他們要留在巴比倫
[00:17:13.000 --> 00:17:16.000]  你們要安居樂業
[00:17:16.000 --> 00:17:20.000]  不要指望很快就會回到故鄉
[00:17:20.000 --> 00:17:26.000]  因為上帝已經決定你們要留在那裡七十年
[00:17:26.000 --> 00:17:31.000]  差不多一代人的時間
[00:17:31.000 --> 00:17:34.000]  然後耶利米先知還教導他們
[00:17:34.000 --> 00:17:37.000]  即使身處異地
[00:17:37.000 --> 00:17:40.000]  都要尋求上主
[00:17:40.000 --> 00:17:45.000]  在耶利米書29章13至14節是這樣說的
[00:17:45.000 --> 00:17:52.000]  「你們尋求我,若專心尋求我,就必尋見」
[00:17:52.000 --> 00:17:56.000]  耶和華說「我必被你們尋見」
[00:17:56.000 --> 00:17:59.000]  因此如果我們從猶太人的文化背景
[00:17:59.000 --> 00:18:03.000]  去了解第九節和第十節的經文
[00:18:03.000 --> 00:18:05.000]  耶穌說假如有一個人
[00:18:05.000 --> 00:18:09.000]  他祈求去尋找上帝的話
[00:18:09.000 --> 00:18:13.000]  他一定能夠得到上帝的應運
[00:18:13.000 --> 00:18:16.000]  當一個人敲天堂的門的時候
[00:18:16.000 --> 00:18:19.000]  天堂的門就一定會為他打開
[00:18:19.000 --> 00:18:22.000]  因此主耶穌在第十三節說
[00:18:22.000 --> 00:18:29.000]  「你們的天父豈不更要把聖靈賜給向他祈求的人嗎?」
[00:18:29.000 --> 00:18:31.000]  聖靈就是上帝
[00:18:31.000 --> 00:18:34.000]  我們祈求尋找上帝的話
[00:18:34.000 --> 00:18:36.000]  上帝就將聖靈賜給我們
[00:18:36.000 --> 00:18:39.000]  若我們可以得到上帝
[00:18:39.000 --> 00:18:43.000]  所以上帝與黃大仙並非有求必應
[00:18:43.000 --> 00:18:45.000]  只有一種祈求才是應的
[00:18:45.000 --> 00:18:48.000]  但假如有人尋求認識上帝的話
[00:18:48.000 --> 00:18:51.000]  上帝一定會向他顯明
[00:18:51.000 --> 00:18:53.000]  我們認識上帝之後
[00:18:53.000 --> 00:18:56.000]  也要靠聖靈帶領我們祈禱
[00:18:56.000 --> 00:19:00.000]  與上帝建立親密的關係
[00:19:00.000 --> 00:19:02.000]  如果今天在我們中間
[00:19:02.000 --> 00:19:04.000]  有人想尋求上帝的話
[00:19:04.000 --> 00:19:06.000]  請你在散會之後來跟我說
[00:19:06.000 --> 00:19:08.000]  我會幫助你的
[00:19:08.000 --> 00:19:10.000]  我們一起祈禱
