
[00:00:00.000 --> 00:00:04.080]  今天的題目叫做「嫁入歷史的神」
[00:03:35.160 --> 00:03:36.880]  因為耶穌降臨之前
[00:03:36.880 --> 00:03:41.400]  以色列人經歷了亡國、秘魯
[00:03:41.400 --> 00:03:42.480]  國家都沒有了
[00:03:42.480 --> 00:03:45.520]  然後以色列人秘魯到了巴比倫
[00:03:45.520 --> 00:03:47.720]  夠黑暗了
[00:03:47.720 --> 00:03:50.040]  然後七十年後他們回歸
[00:03:50.040 --> 00:03:53.560]  他們回歸耶路撒冷重建聖殿
[00:03:53.560 --> 00:03:55.520]  想著就光明了
[00:03:55.520 --> 00:03:56.840]  但原來也不是
[00:03:56.840 --> 00:03:58.800]  他們那時候仍然未復國
[00:03:58.800 --> 00:04:01.360]  回歸之後未復國的
[00:04:01.360 --> 00:04:05.080]  是被波斯繼續管治
[00:04:05.080 --> 00:04:08.920]  後來重建聖殿他們可以有祭禮
[00:04:08.920 --> 00:04:10.720]  但是他們表面維持祭禮
[00:04:10.720 --> 00:04:12.840]  但是到了馬拉基書
[00:04:12.840 --> 00:04:14.440]  他們頂撞神
[00:04:14.440 --> 00:04:16.280]  他們不覺得神愛他們
[00:04:16.280 --> 00:04:18.520]  但是仍然有祭禮
[00:04:18.520 --> 00:04:21.080]  所以甚至馬拉基也說
[00:04:21.080 --> 00:04:23.720]  上帝也說不如你把聖殿的門關了
[00:04:23.720 --> 00:04:25.200]  我不用你來敬拜
[00:04:25.200 --> 00:04:27.720]  你根本嘴唇尊敬我
[00:04:27.720 --> 00:04:29.400]  心卻遠離我
[00:04:29.400 --> 00:04:31.800]  他們當時是這樣的狀態
[00:04:31.800 --> 00:04:35.080]  陷在靈性的低潮
[00:04:35.080 --> 00:04:37.480]  於是就進入四百年
[00:04:37.480 --> 00:04:40.000]  舊約和新約之間
[00:04:40.000 --> 00:04:43.120]  四百年所謂黑暗的時代
[00:04:43.120 --> 00:04:44.880]  沉默的時代
[00:04:44.880 --> 00:04:46.240]  沒有默示
[00:04:46.240 --> 00:04:47.320]  沒有先知
[00:04:47.320 --> 00:04:50.400]  所以舊約最後那本書是馬拉基書
[00:04:50.400 --> 00:04:53.560]  接著的那本書是甚麼書
[00:04:53.560 --> 00:04:55.320]  是馬太福音
[00:04:55.320 --> 00:04:57.920]  中間大約有四百年
[00:04:57.920 --> 00:04:59.680]  是黑暗
[00:04:59.680 --> 00:05:02.120]  上帝沒有說話
[00:05:02.120 --> 00:05:03.400]  可能那段時間
[00:05:03.400 --> 00:05:05.360]  以色列人說神你在哪
[00:05:05.360 --> 00:05:06.320]  那麼黑暗的時候
[00:05:06.320 --> 00:05:08.320]  你為甚麼不說話
[00:05:08.320 --> 00:05:10.360]  你是否忘記了我們
[00:05:10.360 --> 00:05:12.280]  在這個時候耶穌降生
[00:05:12.280 --> 00:05:14.920]  在最黑暗的時候耶穌降生
[00:05:14.920 --> 00:05:17.640]  我們看盧家當他介紹
[00:05:17.640 --> 00:05:21.760]  約翰和耶穌出生的時候的背景
[00:05:21.760 --> 00:05:27.480]  一開始說當猶太王希律的時候
[00:05:27.480 --> 00:05:29.600]  希律是一個暴君
[00:05:29.600 --> 00:05:33.800]  是一個當他要找猶太人的皇生在哪裏
[00:05:33.800 --> 00:05:35.760]  找不到那個嬰兒
[00:05:35.760 --> 00:05:39.120]  於是就把傳承兩歲以下的都殺光
[00:05:39.120 --> 00:05:41.000]  他也是暴君
[00:05:41.000 --> 00:05:42.240]  很恐怖
[00:05:42.240 --> 00:05:46.320]  猶太人就在希律王的管治之下
[00:05:46.320 --> 00:05:50.240]  是一個他們覺得很黑暗的時代裏面
[00:05:50.240 --> 00:05:51.840]  耶穌就降生了
[00:05:51.840 --> 00:05:55.400]  所以在盧家方裏面有三件事告訴我們
[00:05:55.400 --> 00:05:56.880]  在黑暗的時代
[00:05:56.880 --> 00:05:58.680]  神是繼續工作
[00:05:58.680 --> 00:06:00.120]  在黑暗的時代
[00:06:00.120 --> 00:06:01.120]  神是繼續工作
[00:06:01.120 --> 00:06:02.040]  第一樣
[00:06:02.040 --> 00:06:04.480]  就是上帝叫加伯列顯然
[00:06:04.480 --> 00:06:06.680]  天使加伯列顯然
[00:06:06.680 --> 00:06:11.200]  上帝派天使加伯列向撒加利亞顯然
[00:06:11.200 --> 00:06:14.320]  宣告約翰會出世和他的使命
[00:06:14.320 --> 00:06:15.400]  我們請大家讀
[00:06:15.400 --> 00:06:16.960]  預備起
[00:06:16.960 --> 00:06:20.240]  我是站在神面前的加伯列
[00:06:20.240 --> 00:06:22.840]  同差年代對命說話
[00:06:22.840 --> 00:06:26.280]  把這部信聖告革命
[00:06:26.280 --> 00:06:28.280]  接著同樣是一張聖經
[00:06:28.280 --> 00:06:30.840]  加伯列向瑪利亞顯然
[00:06:30.840 --> 00:06:32.400]  宣告耶穌降生
[00:06:32.400 --> 00:06:32.960]  我們一起讀
[00:06:32.960 --> 00:06:34.280]  預備起
[00:06:34.280 --> 00:06:36.040]  過月第六個月
[00:06:36.040 --> 00:06:38.960]  天使加伯列奉神的差矣
[00:06:38.960 --> 00:06:41.520]  和加利亞約了聖雷
[00:06:41.520 --> 00:06:43.920]  這聖命叫達沙
[00:06:43.920 --> 00:06:46.600]  原來上帝四百年沒有說話
[00:06:46.600 --> 00:06:50.000]  但去到盧家方第一章
[00:06:50.000 --> 00:06:52.360]  上帝一說話就派過最厲害的
[00:06:52.360 --> 00:06:54.080]  這個天使是有名的
[00:06:54.080 --> 00:06:57.000]  在舊約天使顯然不一定有名
[00:06:57.000 --> 00:06:59.480]  但這裏一出場就是加伯列
[00:06:59.480 --> 00:07:01.400]  加伯列是天使長
[00:07:01.400 --> 00:07:04.200]  你記不記得舊約在哪裏出現過加伯列
[00:07:04.200 --> 00:07:05.800]  舊約聖經
[00:07:05.800 --> 00:07:08.240]  聽到了吧
[00:07:08.240 --> 00:07:10.480]  是彈爾里書
[00:07:10.480 --> 00:07:13.640]  在彈爾里書第八章
[00:07:13.640 --> 00:07:17.000]  彈爾里從加伯列的口中
[00:07:17.000 --> 00:07:20.400]  來認識這個宮綿蓉公山陽
[00:07:20.400 --> 00:07:24.080]  關於末後日子末世的異象
[00:07:24.080 --> 00:07:26.120]  即是說其實加伯列出場
[00:07:26.120 --> 00:07:29.800]  是代表預告末日末世的預言
[00:07:29.800 --> 00:07:31.800]  然後第九章
[00:07:31.800 --> 00:07:35.120]  當彈爾里禱告的時候
[00:07:35.120 --> 00:07:38.920]  他在異象裏面又見到加伯列這個天使
[00:07:38.920 --> 00:07:41.400]  然後上帝向他顯明
[00:07:41.400 --> 00:07:43.640]  七十個七這個異象
[00:07:43.640 --> 00:07:47.080]  是要指著罪過除正罪惡
[00:07:47.080 --> 00:07:51.040]  然後贖盡罪業引盡永矣
[00:07:51.040 --> 00:07:53.240]  封住這個異象和預言
[00:07:53.240 --> 00:07:57.600]  並高指聖者
[00:07:57.600 --> 00:08:00.720]  所以七十個七其實是在說上帝的計劃
[00:08:00.720 --> 00:08:03.240]  這個彌賽亞要降臨
[00:08:03.240 --> 00:08:06.120]  簡單說在彈爾里書
[00:08:06.120 --> 00:08:08.920]  加伯列出場是代表末世
[00:08:08.920 --> 00:08:09.960]  預告末世
[00:08:09.960 --> 00:08:12.440]  預告基督彌賽亞要來
[00:08:12.440 --> 00:08:14.080]  這個是彈爾里書
[00:08:14.080 --> 00:08:18.240]  所以去到路加福音再次出現加伯列
[00:08:18.240 --> 00:08:20.560]  其實即是顯明末世正在來
[00:08:20.560 --> 00:08:22.040]  彌賽亞正在來
[00:08:22.040 --> 00:08:23.360]  在黑暗的時代
[00:08:23.360 --> 00:08:25.800]  上帝要復興祂的作為
[00:08:25.800 --> 00:08:27.680]  第二點除了加伯列出現
[00:08:27.680 --> 00:08:32.720]  這裡說到聖靈普及的工作
[00:08:32.720 --> 00:08:34.560]  這裡天使強調這個約翰
[00:08:34.560 --> 00:08:37.320]  在主面前將要為大
[00:08:37.320 --> 00:08:40.840]  淡酒濃酒 烈酒都不喝
[00:08:40.840 --> 00:08:43.520]  從母腹裡面就被什麼
[00:08:43.520 --> 00:08:44.720]  聖靈充滿
[00:08:44.720 --> 00:08:46.040]  被聖靈充滿
[00:08:46.040 --> 00:08:47.640]  接著瑪利亞不明白
[00:08:47.640 --> 00:08:50.640]  為什麼我沒有聖關係都可以生小孩呢
[00:08:50.640 --> 00:08:51.840]  然後天使就說
[00:08:51.840 --> 00:08:54.480]  聖靈要臨到你身上
[00:08:54.480 --> 00:08:56.360]  至高者的能力要任被你
[00:08:56.360 --> 00:08:58.760]  因此那要生的聖者
[00:08:58.760 --> 00:09:02.120]  要稱為神的兒子
[00:09:02.120 --> 00:09:04.040]  當上帝四百年沒有說話
[00:09:04.040 --> 00:09:07.960]  接著顯明的就是聖靈普及的工作
[00:09:07.960 --> 00:09:09.640]  在越黑暗的時代
[00:09:09.640 --> 00:09:11.640]  聖靈有越廣泛的工作
[00:09:11.640 --> 00:09:13.000]  因為那個是末日
[00:09:13.000 --> 00:09:16.800]  約爾書提到末日其中一個特徵
[00:09:16.800 --> 00:09:19.120]  原來聖靈普及的工作
[00:09:19.120 --> 00:09:21.600]  是標誌末世的開始
[00:09:21.600 --> 00:09:23.840]  大家幫我讀好嗎 預備
[00:09:23.840 --> 00:09:28.800]  以後 我要將我的靈挑貫凡有血肉之體
[00:09:28.800 --> 00:09:31.520]  你們的兒女要輸給你
[00:09:31.520 --> 00:09:34.000]  你們的老人要做義務
[00:09:34.000 --> 00:09:36.440]  你們的少年要建議著
[00:09:36.440 --> 00:09:37.960]  在那四日子
[00:09:37.960 --> 00:09:42.240]  我要將我的靈挑貫我的各人和其類
[00:09:42.240 --> 00:09:45.440]  在這裏 若已經預告到末後的日子
[00:09:45.440 --> 00:09:50.440]  上帝的聖靈會普及挑貫凡有血肉之體
[00:09:50.440 --> 00:09:51.760]  無論他是兒女
[00:09:51.760 --> 00:09:52.560]  是老人家
[00:09:52.560 --> 00:09:53.320]  是少年人
[00:09:53.320 --> 00:09:54.200]  是僕人
[00:09:54.200 --> 00:09:54.840]  是婢女
[00:09:54.840 --> 00:09:57.400]  我要將我的靈挑貫在他們身上
[00:09:57.400 --> 00:09:58.560]  他們要成為我的僕人
[00:09:58.560 --> 00:09:59.600]  我的婿女
[00:09:59.600 --> 00:10:01.960]  來傳達我的訊息
[00:10:01.960 --> 00:10:05.040]  末日 上帝的靈要普及的工作
[00:10:05.040 --> 00:10:07.560]  因為末日很黑暗的時間
[00:10:07.560 --> 00:10:09.840]  聖靈有更勁的工作
[00:10:09.840 --> 00:10:12.360]  剛才在黑暗的裏面
[00:10:12.360 --> 00:10:14.000]  加百列出現
[00:10:14.000 --> 00:10:15.680]  聖靈普及工作
[00:10:15.680 --> 00:10:17.440]  這些是靈界的工作
[00:10:17.440 --> 00:10:18.600]  第三
[00:10:18.600 --> 00:10:19.760]  在這段經文裏面
[00:10:19.760 --> 00:10:23.360]  說到兩個不育的婦人將要生小孩
[00:10:23.360 --> 00:10:25.480]  在舊約聖經裏面
[00:10:25.480 --> 00:10:27.320]  逢親不育的婦人生小孩
[00:10:27.320 --> 00:10:30.240]  是代表上帝將要復興她的工作
[00:10:30.240 --> 00:10:34.280]  上帝要在祂子民裏面行其事
[00:10:34.280 --> 00:10:35.400]  如果大家熟悉聖經
[00:10:35.400 --> 00:10:38.520]  有哪些不育的婦人生小孩
[00:10:38.520 --> 00:10:39.560]  應該你第一個想到
[00:10:39.560 --> 00:10:41.080]  阿巴拉罕的老婆
[00:10:41.080 --> 00:10:41.880]  薩拉
[00:10:41.880 --> 00:10:43.600]  薩拉是年老
[00:10:43.600 --> 00:10:48.080]  她竟然神蹟地生到已薩
[00:10:48.080 --> 00:10:50.160]  然後利伯嘉也是不育
[00:10:50.160 --> 00:10:51.960]  利伯嘉不育竟然生到
[00:10:51.960 --> 00:10:54.240]  已嫂和雅閣
[00:10:54.240 --> 00:10:55.600]  上帝依置利伯嘉
[00:10:55.600 --> 00:10:57.720]  然後拉結
[00:10:57.720 --> 00:11:01.280]  拉結是雅閣很愛的其中一個太太
[00:11:01.280 --> 00:11:02.160]  她不育
[00:11:02.160 --> 00:11:04.920]  但是她生到的是約瑟
[00:11:04.920 --> 00:11:07.040]  約瑟有什麼重要
[00:11:07.040 --> 00:11:09.280]  她救了整個以色列民
[00:11:09.280 --> 00:11:10.680]  被賣到埃及
[00:11:10.680 --> 00:11:14.800]  上帝藉著她的手救了雅閣一家
[00:11:14.800 --> 00:11:17.000]  然後瑪蘭雅的妻子不育
[00:11:17.000 --> 00:11:19.160]  竟然生到參孫
[00:11:19.160 --> 00:11:21.880]  她是一個史詩
[00:11:21.880 --> 00:11:23.280]  然後哈娜也是不育
[00:11:23.280 --> 00:11:24.640]  然後她去禱告
[00:11:24.640 --> 00:11:26.400]  然後上帝英文去的禱告
[00:11:26.400 --> 00:11:27.920]  生了誰出來
[00:11:27.920 --> 00:11:29.440]  薩姆爾
[00:11:29.440 --> 00:11:32.280]  她帶來復興
[00:11:32.280 --> 00:11:34.040]  現在來到新約
[00:11:34.040 --> 00:11:35.280]  伊利沙伯
[00:11:35.280 --> 00:11:37.000]  猶太人應該很明白
[00:11:37.000 --> 00:11:38.840]  在舊約這麼多段歷史裡面
[00:11:38.840 --> 00:11:42.440]  凡是不育的婦人神蹟地生到小孩
[00:11:42.440 --> 00:11:46.000]  不單只代表上帝扭轉這個家庭的命運
[00:11:46.000 --> 00:11:51.640]  更代表上帝更扭轉整個以色列民族的命運
[00:11:51.640 --> 00:11:53.320]  上帝要復興她的工作
[00:11:53.320 --> 00:11:55.280]  因為不育的婦人可以生到
[00:11:55.280 --> 00:11:56.680]  將要生小孩
[00:11:56.680 --> 00:11:59.800]  是一個預告神更大工作正在來
[00:11:59.800 --> 00:12:01.240]  所以現在在新約
[00:12:01.240 --> 00:12:03.400]  神四百年沒有說話
[00:12:03.400 --> 00:12:05.720]  不過一做事就很厲害
[00:12:05.720 --> 00:12:09.920]  叫伊利沙伯年老可以生約翰
[00:12:09.920 --> 00:12:11.440]  然後一個更厲害的
[00:12:11.440 --> 00:12:12.560]  就是瑪利亞
[00:12:12.560 --> 00:12:14.280]  瑪利亞是處女
[00:12:14.280 --> 00:12:15.840]  以上那些都不是處女
[00:12:15.840 --> 00:12:19.800]  以上那些是老或者是不育
[00:12:19.800 --> 00:12:22.080]  但是瑪利亞是更加不能不生的
[00:12:22.080 --> 00:12:23.120]  是處女
[00:12:23.120 --> 00:12:26.520]  沒有經過性關係竟然生了誰
[00:12:26.520 --> 00:12:27.560]  耶穌基督
[00:12:27.560 --> 00:12:29.280]  都是重要的人物
[00:12:29.280 --> 00:12:29.880]  很重要
[00:12:29.880 --> 00:12:31.480]  或者你說是高峰
[00:12:31.480 --> 00:12:34.480]  不育婦人生了小孩的高峰就是瑪利亞
[00:12:34.480 --> 00:12:38.240]  處女生了耶穌
[00:12:38.240 --> 00:12:39.760]  領子我們今天想說什麼呢
[00:12:39.760 --> 00:12:40.760]  第一樣
[00:12:40.760 --> 00:12:42.640]  在黑暗的時代
[00:12:42.640 --> 00:12:44.560]  上帝要復興她的作為
[00:12:44.560 --> 00:12:46.040]  在越黑暗的時代
[00:12:46.040 --> 00:12:48.720]  越要留心上帝的作為
[00:12:48.720 --> 00:12:49.760]  可能我們都會說
[00:12:49.760 --> 00:12:51.880]  現在今年打仗
[00:12:51.880 --> 00:12:55.200]  這個以巴或者說經濟
[00:12:55.200 --> 00:12:56.360]  我們都不知道會怎樣
[00:12:56.360 --> 00:12:58.280]  很多人很擔心究竟是
[00:12:58.280 --> 00:12:59.200]  樓市會怎樣呢
[00:12:59.200 --> 00:12:59.920]  股市會怎樣呢
[00:12:59.920 --> 00:13:02.960]  是不是全世界這個經濟都在衰退呢
[00:13:02.960 --> 00:13:04.640]  又或者這個病毒
[00:13:04.640 --> 00:13:06.080]  這個肺炎
[00:13:06.080 --> 00:13:07.160]  昨天才聽我老婆說
[00:13:07.160 --> 00:13:09.960]  是不是現在最新的那個叫JN
[00:13:09.960 --> 00:13:11.040]  是不是JN
[00:13:11.040 --> 00:13:12.200]  JN-1
[00:13:12.200 --> 00:13:15.520]  好像又要戴回口罩
[00:13:15.520 --> 00:13:17.760]  很乖啊大家在那裡戴
[00:13:17.760 --> 00:13:18.560]  因為如果我戴著
[00:13:18.560 --> 00:13:19.440]  我很難說到那裡
[00:13:19.440 --> 00:13:20.160]  我沒有戴
[00:13:20.160 --> 00:13:22.200]  但是問題是我們都會擔心
[00:13:22.200 --> 00:13:24.040]  是不是又再來呢
[00:13:24.040 --> 00:13:27.600]  這個是一個黑暗的時代
[00:13:27.600 --> 00:13:28.960]  這個是謝用尋牧師
[00:13:28.960 --> 00:13:29.800]  在前幾個月
[00:13:29.800 --> 00:13:32.840]  在大家當中說到的一張powerpoint
[00:13:32.840 --> 00:13:34.760]  裡面提到這個學者說
[00:13:34.760 --> 00:13:37.800]  如果今天只會天真的人
[00:13:37.800 --> 00:13:39.800]  才會懷疑人類是不是墮落
[00:13:39.800 --> 00:13:40.600]  知不知道
[00:13:40.600 --> 00:13:41.960]  已經很明顯
[00:13:41.960 --> 00:13:45.760]  戰爭 衝突 犯罪 道德淪亡
[00:13:45.760 --> 00:13:49.360]  其實提供了不能夠避免的一個證據
[00:13:49.360 --> 00:13:50.760]  這個世界沉淪著
[00:13:50.760 --> 00:13:52.800]  這個世界是在黑暗著
[00:13:52.800 --> 00:13:55.920]  不過今天可能毒品酒精娛樂工作
[00:13:55.920 --> 00:13:58.200]  令到很多人不反省生活
[00:13:58.200 --> 00:13:59.680]  或者麻醉著自己
[00:13:59.680 --> 00:14:00.480]  看不到
[00:14:00.480 --> 00:14:02.200]  沒事
[00:14:02.200 --> 00:14:04.360]  但是在黑暗的時代
[00:14:04.360 --> 00:14:05.560]  上帝看到
[00:14:05.560 --> 00:14:07.640]  上帝工作
[00:14:07.640 --> 00:14:09.080]  上帝會預備
[00:14:09.080 --> 00:14:12.520]  領姐妹 當我們看看你旁邊那個
[00:14:12.520 --> 00:14:13.360]  這個禮堂很漂亮
[00:14:13.360 --> 00:14:14.760]  這是一個現象的世界
[00:14:14.760 --> 00:14:16.800]  是我們眼見的
[00:14:16.800 --> 00:14:18.520]  但是保羅說
[00:14:18.520 --> 00:14:20.320]  不見的那個世界
[00:14:20.320 --> 00:14:21.960]  才是真實的世界
[00:14:21.960 --> 00:14:23.200]  不見的那個世界
[00:14:23.200 --> 00:14:25.600]  才是永恆的世界
[00:14:25.600 --> 00:14:27.440]  在現象世界的背後
[00:14:27.440 --> 00:14:30.160]  其實是一個看不見
[00:14:30.160 --> 00:14:31.840]  屬靈的世界
[00:14:31.840 --> 00:14:34.280]  那個屬靈的世界才是真的
[00:14:34.280 --> 00:14:36.240]  才是永恆的
[00:14:36.240 --> 00:14:38.360]  掌管著現象的世界
[00:14:38.360 --> 00:14:40.400]  上帝是會嫁入歷史
[00:14:40.400 --> 00:14:41.360]  藉著天使
[00:14:41.360 --> 00:14:42.720]  藉著聖靈
[00:14:42.720 --> 00:14:44.400]  藉著神職
[00:14:44.400 --> 00:14:46.040]  不辱的婦人生子
[00:14:46.040 --> 00:14:47.440]  藉著耶穌基督
[00:14:47.440 --> 00:14:49.600]  嫁入現象的世界
[00:14:49.600 --> 00:14:51.840]  復興祂的座位
[00:14:51.840 --> 00:14:54.080]  領姐妹在黑暗的時代
[00:14:54.080 --> 00:14:56.320]  你是否相信神仍然掌管
[00:14:56.320 --> 00:14:59.040]  或者說你自己現在經歷著一些黑暗
[00:14:59.040 --> 00:15:00.160]  你的人生階段
[00:15:00.160 --> 00:15:02.120]  這裡面對著一些黑暗
[00:15:02.120 --> 00:15:06.160]  但是你仍然相信上帝掌管著
[00:15:06.160 --> 00:15:09.520]  你是否相信上帝早已在預備出路
[00:15:09.520 --> 00:15:11.840]  其實耶穌基督降生之前
[00:15:11.840 --> 00:15:13.200]  耶穌基督降生
[00:15:13.200 --> 00:15:15.160]  或者獅子約翰出生
[00:15:15.160 --> 00:15:17.440]  他們都不是一出生就出道的
[00:15:17.440 --> 00:15:19.480]  耶穌起碼都三十歲才出道
[00:15:19.480 --> 00:15:21.080]  但是在三十年前
[00:15:21.080 --> 00:15:23.440]  天使已經跟瑪利亞說話
[00:15:23.440 --> 00:15:27.120]  天使已經跟撒加利亞說話
[00:15:27.120 --> 00:15:29.280]  三十年前已經在預備
[00:15:29.280 --> 00:15:31.080]  不過祂還沒出生
[00:15:31.080 --> 00:15:32.680]  或者要等祂成長
[00:15:32.680 --> 00:15:34.360]  三十年
[00:15:34.360 --> 00:15:37.400]  所以其實好像黑暗的時代
[00:15:37.400 --> 00:15:39.960]  神好像沒有做事
[00:15:39.960 --> 00:15:41.680]  還是我們看不到
[00:15:41.680 --> 00:15:43.280]  或者說神在這裡工作著
[00:15:43.280 --> 00:15:45.400]  在預備著
[00:15:45.400 --> 00:15:46.760]  祂三十多年前在預備著
[00:15:46.760 --> 00:15:48.320]  甚至更早前在預備著
[00:15:48.320 --> 00:15:50.400]  或者很久之前已經在預告著
[00:15:50.400 --> 00:15:51.880]  透過很多個不育婦人
[00:15:51.880 --> 00:15:54.520]  在預告著最厲害的那個
[00:15:54.520 --> 00:15:56.440]  那是瑪利亞那個不育的婦人
[00:15:56.440 --> 00:15:59.560]  上帝的行程早已在預備著
[00:15:59.560 --> 00:16:00.880]  這是第一點
[00:16:00.880 --> 00:16:03.520]  第二樣我們想再靠近身體看
[00:16:03.520 --> 00:16:05.320]  撒加利亞這個人
[00:16:05.320 --> 00:16:08.760]  神會親近敬拜他的人
[00:16:08.760 --> 00:16:09.840]  我們請大家讀好嗎
[00:16:09.840 --> 00:16:11.120]  預備起
[00:16:11.120 --> 00:16:13.920]  當猶太王希律的時候
[00:16:13.920 --> 00:16:16.800]  阿比亞班會有一個祭司
[00:16:16.800 --> 00:16:18.760]  名叫撒加利亞
[00:16:18.760 --> 00:16:20.840]  是撒加利亞是一個祭司
[00:16:20.840 --> 00:16:26.040]  祂屬於阿比亞班裡面的一個祭司
[00:16:26.040 --> 00:16:29.040]  當時有二十四班的祭司
[00:16:29.040 --> 00:16:30.320]  祂屬於第八班
[00:16:30.320 --> 00:16:33.920]  好像雅庚堂我們有好幾隊的
[00:16:33.920 --> 00:16:35.240]  今次是第四班
[00:16:35.240 --> 00:16:36.840]  以前是第四班
[00:16:36.840 --> 00:16:40.280]  現在在芬堂我們都有四隊
[00:16:40.280 --> 00:16:42.240]  在芬堂我有第四班
[00:16:42.240 --> 00:16:43.320]  負責帶第四班
[00:16:43.320 --> 00:16:46.400]  我們都是每個月按著我們的班次
[00:16:46.400 --> 00:16:47.760]  來服侍祂
[00:16:47.760 --> 00:16:52.000]  所以當時根據《色經書》所說
[00:16:52.000 --> 00:16:54.160]  其實有一萬八千個祭司
