
[00:00:00.000 --> 00:00:08.860]  跟你旁邊說我們在這裡敬拜真好
[00:05:19.740 --> 00:05:22.020]  因為在格洛西的教會裡面這個異端裡面
[00:05:22.020 --> 00:05:25.100]  他們認為說物質跟零
[00:05:25.100 --> 00:05:27.940]  這個兩個是二元論的
[00:05:27.940 --> 00:05:31.420]  所以這兩個基本上是對立的
[00:05:31.420 --> 00:05:32.780]  是不能夠溝通的
[00:05:32.780 --> 00:05:40.340]  因此上帝在創造的這個零之間跟上帝之間
[00:05:40.340 --> 00:05:46.500]  他就創造了所謂的天使
[00:05:46.500 --> 00:05:50.420]  所以天使是其中一個可以讓這兩個之間可以溝通的
[00:05:50.420 --> 00:05:56.340]  那天使比神低 但是他比人高
[00:05:56.340 --> 00:05:58.980]  你看到沒有 接著就帶來什麼
[00:05:58.980 --> 00:06:02.180]  所以要敬拜天使 看到沒有
[00:06:02.180 --> 00:06:05.260]  所以格洛西的教會從明尼的記憶端
[00:06:05.260 --> 00:06:08.020]  他們就是藉著這樣子一個說法
[00:06:08.020 --> 00:06:12.500]  說你看我們其實是比天使更低的
[00:06:12.500 --> 00:06:14.900]  所以我們今天不配來到上帝的面前
[00:06:14.900 --> 00:06:16.900]  我們需要透過天使
[00:06:16.900 --> 00:06:18.780]  因此他們就來敬拜天使
[00:06:18.780 --> 00:06:20.420]  你懂這意思嗎
[00:06:20.420 --> 00:06:25.180]  這個叫做假謙卑
[00:06:25.180 --> 00:06:28.700]  當然可能今天我們也許在我們的信仰裡面
[00:06:28.700 --> 00:06:31.420]  現在我們可能不是這一種的假謙卑
[00:06:31.420 --> 00:06:33.660]  但是我們會不會在我們的信仰當中
[00:06:33.660 --> 00:06:38.100]  也會有這種故意謙虛
[00:06:38.100 --> 00:06:42.980]  也是有這種好像是自己很謙卑
[00:06:42.980 --> 00:06:46.740]  但是其實你看後面接著講什麼
[00:06:46.740 --> 00:06:49.020]  接著他說
[00:06:49.020 --> 00:06:54.620]  這的人居你所見的
[00:06:54.620 --> 00:06:59.780]  隨著自己的欲心無故的至高至大
[00:06:59.780 --> 00:07:00.820]  看到沒有
[00:07:00.820 --> 00:07:02.180]  前面講故意謙虛
[00:07:02.180 --> 00:07:04.260]  後面就怎麼樣
[00:07:04.260 --> 00:07:06.900]  至高至大
[00:07:06.900 --> 00:07:11.220]  狐狸的尾巴露出來了
[00:07:11.220 --> 00:07:14.500]  什麼叫做居你所見
[00:07:14.500 --> 00:07:17.340]  居你所見其實
[00:07:17.340 --> 00:07:20.860]  這個居你就是指的
[00:07:20.860 --> 00:07:23.660]  原來意思是指的詳細研究
[00:07:23.660 --> 00:07:26.420]  所以你看它有不同的版本翻譯
[00:07:26.420 --> 00:07:28.380]  《中文聖經》裡面呂正宗翻譯
[00:07:28.380 --> 00:07:33.180]  他說這等人根據自己所見過的幻象
[00:07:33.180 --> 00:07:36.140]  隨著自己的欲心
[00:07:36.140 --> 00:07:41.900]  肉欲的心突然自吹自大
[00:07:41.900 --> 00:07:47.780]  也就是說這些人他看過一些所謂的異象
[00:07:47.780 --> 00:07:51.980]  他看過有一些超自然的經驗
[00:07:51.980 --> 00:07:58.180]  因此他就用這一些來當做他自己至高至大的理由
[00:07:58.180 --> 00:08:03.220]  你懂這意思嗎
[00:08:03.220 --> 00:08:08.860]  現在就是說
[00:08:08.860 --> 00:08:11.460]  我們曾經提過好幾次
[00:08:11.460 --> 00:08:13.780]  你看到這一個圖片的時候
[00:08:13.780 --> 00:08:18.140]  你就知道他們是什麼
[00:08:18.140 --> 00:08:22.700]  摩門教
[00:08:22.700 --> 00:08:25.380]  當然其實很多的摩門教徒
[00:08:25.380 --> 00:08:29.020]  其實你如果去跟他們相處
[00:08:29.020 --> 00:08:31.460]  他們很有愛心的
[00:08:31.460 --> 00:08:38.340]  甚至他們很多時候比基督徒還有愛心
[00:08:38.340 --> 00:08:39.980]  這也就是為什麼摩門教
[00:08:39.980 --> 00:08:43.780]  其實可以說是在美國的異端當中
[00:08:43.780 --> 00:08:48.420]  可以說是發展最快的
[00:08:48.420 --> 00:08:51.500]  但是其他就不準備
[00:08:51.500 --> 00:08:53.460]  記得我們上個禮拜講的
[00:08:53.460 --> 00:09:00.660]  我們得救是本乎恩因者信
[00:09:00.660 --> 00:09:05.180]  不是出於自己也不是出於行為
[00:09:05.180 --> 00:09:07.180]  看到沒有
[00:09:07.180 --> 00:09:10.620]  所以我們不能夠靠我們自己的好行為
[00:09:10.620 --> 00:09:13.420]  使得我們能夠得到救恩
[00:09:13.420 --> 00:09:15.460]  這一點我們必須要非常非常的清楚
[00:09:15.460 --> 00:09:17.140]  摩門
[00:09:17.140 --> 00:09:20.100]  不然的話很多時候我們在教會的裡面
[00:09:20.100 --> 00:09:24.300]  不知不覺的也會形成這樣子的一個觀念
[00:09:24.300 --> 00:09:26.980]  我們強調帶領別人信耶穌
[00:09:26.980 --> 00:09:29.260]  我們要用好的見證好的行為
[00:09:29.260 --> 00:09:30.380]  到一個地步
[00:09:30.380 --> 00:09:32.860]  我們就覺得透過我們的好行為
[00:09:32.860 --> 00:09:34.660]  可以使一個人得救
[00:09:34.660 --> 00:09:36.020]  這是不一樣的事情
[00:09:36.020 --> 00:09:38.020]  懂意思嗎
[00:09:38.020 --> 00:09:41.020]  只有耶穌基督才可以靠著得救
[00:09:41.020 --> 00:09:55.220]  怎麼我沒有動耶
[00:09:55.220 --> 00:09:58.620]  那丟著唄
[00:09:58.620 --> 00:10:03.060]  這裡說其實這個摩門教
[00:10:03.060 --> 00:10:05.940]  它的中文的名稱
[00:10:05.940 --> 00:10:11.420]  你看它出來傳教的這些年輕人
[00:10:11.420 --> 00:10:13.260]  它這邊帶一個牌子
[00:10:13.260 --> 00:10:15.420]  它其實寫的都是什麼呢
[00:10:15.420 --> 00:10:19.860]  它叫做耶穌基督後期聖徒教會
[00:10:19.860 --> 00:10:23.460]  之前曾經有中文把它翻譯成末期
[00:10:23.460 --> 00:10:26.060]  但是現在他們大概是2000年以後
[00:10:26.060 --> 00:10:28.420]  他們統一就翻成後期
[00:10:28.420 --> 00:10:29.740]  就later day
[00:10:29.740 --> 00:10:31.340]  後期聖徒教會
[00:10:31.340 --> 00:10:32.300]  那是什麼意思呢
[00:10:32.300 --> 00:10:36.420]  就說他們認為他們是繼承了耶穌基督的正統
[00:10:36.420 --> 00:10:37.860]  耶穌基督的那個時候
[00:10:37.860 --> 00:10:39.740]  後來他的使徒們死了之後
[00:10:39.740 --> 00:10:42.260]  結果教會就沒落了
[00:10:42.260 --> 00:10:44.620]  教會就失去了離開了正統
[00:10:44.620 --> 00:10:47.220]  所以他們認為他們是回到這個正統
[00:10:47.220 --> 00:10:49.420]  所以叫做later day
[00:10:49.420 --> 00:10:51.460]  你懂我意思嗎
[00:10:51.460 --> 00:10:53.620]  如果一個不太了解基督教的人
[00:10:53.620 --> 00:10:55.180]  看到他們的時候
[00:10:55.180 --> 00:10:58.020]  一看耶穌基督
[00:10:58.020 --> 00:11:00.860]  今天有哪一個教會
[00:11:00.860 --> 00:11:02.580]  把自己教會的名字
[00:11:02.580 --> 00:11:06.340]  清清楚楚地用耶穌基督說出來的
[00:11:06.340 --> 00:11:08.300]  我到目前還沒有看過
[00:11:08.300 --> 00:11:13.500]  了不起就是後面加個什麼基督教會
[00:11:13.500 --> 00:11:19.500]  我們凌良堂叫做
[00:11:19.500 --> 00:11:22.060]  我們叫凌良堂
[00:11:22.060 --> 00:11:24.420]  或者是凌良教會
[00:11:24.420 --> 00:11:26.380]  我們就用了教會這兩個字
[00:11:26.380 --> 00:11:28.580]  但是我還沒有聽過
[00:11:28.580 --> 00:11:31.340]  至少我沒有聽過
[00:11:31.340 --> 00:11:36.220]  教會的名稱是完全就用耶穌基督
[00:11:36.220 --> 00:11:40.180]  所以聽起來這個字蠻屬靈的
[00:11:40.180 --> 00:11:41.140]  但是你知道嗎
[00:11:41.140 --> 00:11:45.500]  其實我們叫他們的信仰裡面
[00:11:45.500 --> 00:11:47.940]  這邊沒有
[00:11:47.940 --> 00:11:54.060]  我不曉得
[00:11:54.060 --> 00:11:58.660]  可能有一張圖不曉得到去了
[00:11:58.660 --> 00:12:00.980]  我稍微講一下
[00:12:00.980 --> 00:12:05.340]  那事實上摩門教
[00:12:05.340 --> 00:12:07.460]  他們所信的神
[00:12:07.460 --> 00:12:09.660]  他們不相信三位一體的
[00:12:09.660 --> 00:12:11.940]  他們相信上帝
[00:12:11.940 --> 00:12:14.860]  他們也相信耶穌是神
[00:12:14.860 --> 00:12:17.580]  他們也相信聖靈
[00:12:17.580 --> 00:12:19.980]  所以他們相信的可以說是
[00:12:19.980 --> 00:12:24.820]  三位三體
[00:12:24.820 --> 00:12:26.660]  那麼講到他們的救恩論
[00:12:26.660 --> 00:12:27.660]  因為我講的這個就是
[00:12:27.660 --> 00:12:30.060]  我們怎麼知道這個教義叫義端呢
[00:12:30.060 --> 00:12:31.140]  那也是一樣
[00:12:31.140 --> 00:12:33.260]  他們的對救恩論來講
[00:12:33.260 --> 00:12:36.660]  除了信耶穌基督之外
[00:12:36.660 --> 00:12:42.100]  還必須加上相信律法
[00:12:42.100 --> 00:12:47.020]  看到沒有
[00:12:47.020 --> 00:12:50.660]  但是第五點
[00:12:50.660 --> 00:12:56.660]  摩門教的創始人叫做約瑟·史密斯
[00:12:56.660 --> 00:13:00.180]  他怎麼樣子創立的你知道嗎
[00:13:00.180 --> 00:13:04.260]  他宣稱他在十五歲的時候
[00:13:04.260 --> 00:13:11.940]  那麼他看到了一個異象
[00:13:11.940 --> 00:13:15.140]  所以在這個異象當中呢
[00:13:15.140 --> 00:13:20.500]  他看到這個異象裡面跟他說話說
[00:13:20.500 --> 00:13:23.460]  他說真正的基督教會不存在
[00:13:23.460 --> 00:13:28.740]  而且要他去開始建立一個真正的基督教會
[00:13:28.740 --> 00:13:33.060]  那麼到了他十八歲的時候
[00:13:33.060 --> 00:13:39.820]  他就宣告有一個先知叫做摩羅來
[00:13:39.820 --> 00:13:44.340]  帶著一些經驗的書卷
[00:13:44.340 --> 00:13:47.060]  然後上面記載著
[00:13:47.060 --> 00:13:51.820]  這是全輩的永恆的福音向他顯現
[00:13:51.820 --> 00:13:53.540]  看到沒有
[00:13:53.540 --> 00:13:57.020]  所以摩羅來這個先知
[00:13:57.020 --> 00:13:59.180]  我就叫他摩先知好了
[00:13:59.180 --> 00:14:02.140]  這個摩先知就把這些經驗
[00:14:02.140 --> 00:14:04.220]  放在盒子裡面藏起來
[00:14:04.220 --> 00:14:06.060]  然後史密斯約瑟就說
[00:14:06.060 --> 00:14:10.300]  第二天他在紐約州的一個小山丘上面
[00:14:10.300 --> 00:14:14.540]  發現藏著經驗的這個石盒
[00:14:14.540 --> 00:14:15.900]  上面裡面
[00:14:15.900 --> 00:14:18.940]  然後他就用這個烏林土明
[00:14:18.940 --> 00:14:21.060]  就是舊約裡面不有烏林土明嗎
[00:14:21.060 --> 00:14:22.700]  就是兩片鏡片
[00:14:22.700 --> 00:14:24.780]  他說透過這兩片鏡片
[00:14:24.780 --> 00:14:27.820]  他就能夠看懂經驗片上面的文字
[00:14:27.820 --> 00:14:30.300]  終於在1830年翻譯出版
[00:14:30.300 --> 00:14:35.740]  就是今天的《摩門經》
[00:14:35.740 --> 00:14:40.740]  這個就像今天我們所講的這個經文一樣
[00:14:40.740 --> 00:14:45.740]  這個教主宣稱他看見了異象
[00:14:45.740 --> 00:14:48.260]  宣稱他得到先知
[00:14:48.260 --> 00:14:52.100]  有這個經驗片的啟示
[00:14:52.100 --> 00:14:56.780]  請問誰知道他到底看到的是什麼
[00:14:56.780 --> 00:14:58.420]  你懂我意思嗎
[00:14:58.420 --> 00:15:01.340]  那個經驗片現在哪裡呢
[00:15:01.340 --> 00:15:04.580]  只有他看 看完之後沒了
[00:15:04.580 --> 00:15:08.100]  誰知道那道裡面寫的是不是今天這些東西
[00:15:08.100 --> 00:15:10.740]  你懂我意思嗎
[00:15:10.740 --> 00:15:12.740]  哎呀 幹這經驗片怎麼回事
[00:15:12.740 --> 00:15:17.020]  他這樣講今天有1700萬人跟他
[00:15:17.020 --> 00:15:20.580]  你出去也串個教看看
[00:15:20.580 --> 00:15:23.460]  你說哎呀 我得到一個天啟
[00:15:23.460 --> 00:15:27.460]  哎呀 神明跟我指示
[00:15:27.460 --> 00:15:28.740]  不過你去研究
[00:15:28.740 --> 00:15:32.420]  你會看到很多新興宗教都有這麼一回事
[00:15:32.420 --> 00:15:34.460]  是不是
[00:15:34.460 --> 00:15:35.940]  其他就是沒
[00:15:35.940 --> 00:15:37.020]  保羅提醒我們說
[00:15:37.020 --> 00:15:40.060]  不要你因為這些人他們故意謙虛
[00:15:40.060 --> 00:15:41.380]  他們敬拜天使
[00:15:41.380 --> 00:15:46.620]  他們用他們自己所看過的異象或者幻象
[00:15:46.620 --> 00:15:49.820]  他們就自高自大
[00:15:49.820 --> 00:15:52.460]  看到沒有
[00:15:52.460 --> 00:15:54.340]  保羅提醒我們
[00:15:54.340 --> 00:15:57.420]  我們的信仰裡面不要變成是
[00:15:57.420 --> 00:16:00.740]  去依靠特殊的一些的經驗
[00:16:00.740 --> 00:16:01.940]  神秘的經驗
[00:16:01.940 --> 00:16:04.540]  或者是一些所謂異象異夢
[00:16:04.540 --> 00:16:06.420]  來成為我們信仰的根基
[00:16:06.420 --> 00:16:08.220]  Amen
[00:16:08.220 --> 00:16:10.620]  好 那這個我就談到
[00:16:10.620 --> 00:16:15.700]  今天其實在林恩派教會裡面
[00:16:15.700 --> 00:16:25.700]  是不是也出現這樣子的一個情況
[00:16:25.700 --> 00:16:30.100]  現在我發現越來越多的
[00:16:30.100 --> 00:16:36.100]  臺灣教會開始往這方面追求
[00:16:36.100 --> 00:16:38.540]  以前在我在的時候
[00:16:38.540 --> 00:16:40.780]  那是另外一個階段
[00:16:40.780 --> 00:16:42.260]  你不要講說方言
[00:16:42.260 --> 00:16:44.500]  你講到剩你兩個字
[00:16:44.500 --> 00:16:50.540]  馬上別人可能就把你冠上了林恩派這三個字
[00:16:50.540 --> 00:16:54.260]  現在是在大型聚會裡面
[00:16:54.260 --> 00:17:00.540]  講人帶著大家說我們一起同生開國用方言禱告
[00:17:00.540 --> 00:17:04.020]  那請問不會方言禱告怎麼辦
[00:17:04.020 --> 00:17:05.540]  你就學唄
[00:17:05.540 --> 00:17:07.620]  你懂我意思嗎
[00:17:07.620 --> 00:17:10.300]  你不知不覺的就讓大家覺得
[00:17:10.300 --> 00:17:13.100]  我不會說方言我就是怎麼樣
[00:17:13.100 --> 00:17:16.300]  我就是second class
[00:17:16.300 --> 00:17:19.700]  請問帝王姊妹聖經上怎麼說
[00:17:19.700 --> 00:17:26.140]  保羅說起都是說方言的看到沒有
[00:17:26.140 --> 00:17:29.540]  就是我再說我一點都不反對方言
[00:17:29.540 --> 00:17:31.940]  我自己會說方言
[00:17:31.940 --> 00:17:37.340]  但是我從來不在我們教會裡面公開的這樣說
[00:17:37.340 --> 00:17:41.420]  你懂我意思嗎
[00:17:41.420 --> 00:17:43.620]  請問什麼
[00:17:43.620 --> 00:17:47.140]  方言是上帝所賜的一個恩賜
[00:17:47.140 --> 00:17:52.940]  但是聖經沒有說每一個基督徒都應該說方言
[00:17:52.940 --> 00:17:57.340]  甚至有一些教派像香港以前有個新約教會
[00:17:57.340 --> 00:18:02.620]  他們甚至強調你不說方言你就不得救
[00:18:02.620 --> 00:18:07.900]  所以香港教會後來因為這個新約教會的出來
[00:18:07.900 --> 00:18:11.140]  特別他們的創辦人叫江端儀是一個很有名的隱心
[00:18:11.140 --> 00:18:12.620]  所以當他講完之後
[00:18:12.620 --> 00:18:19.020]  最後他死的是因為死在蛇癌
[00:18:19.020 --> 00:18:21.180]  所以很多教會就大好了
[00:18:21.180 --> 00:18:23.340]  馬上就投井下石
[00:18:23.340 --> 00:18:24.940]  他就是因為強調說方言
[00:18:24.940 --> 00:18:29.060]  所以上帝管教他說死在蛇癌
[00:18:29.060 --> 00:18:29.940]  這也不應該了
[00:18:29.940 --> 00:18:31.460]  你懂我意思嗎
[00:18:31.460 --> 00:18:33.900]  可是那件事情對香港教會影響很大
[00:18:33.900 --> 00:18:35.140]  很多你會發現
[00:18:35.140 --> 00:18:36.340]  對不起我這樣講
[00:18:36.340 --> 00:18:39.380]  你會發現很多講廣東話的教會
[00:18:39.380 --> 00:18:43.140]  基本上對聖靈是比較保守的
[00:18:43.140 --> 00:18:47.420]  當然這些年來香港的教會也在改變
[00:18:47.420 --> 00:18:48.820]  可是你會發現
[00:18:48.820 --> 00:18:51.860]  前路子妹
[00:18:51.860 --> 00:18:53.100]  我們怎麼變
[00:18:53.100 --> 00:18:53.940]  變來變去
[00:18:53.940 --> 00:18:57.020]  請記得你所有的一切的變
[00:18:57.020 --> 00:18:59.900]  都不能夠離開聖經
[00:18:59.900 --> 00:19:04.500]  你所有一切的變都不能夠離開基督
[00:19:04.500 --> 00:19:07.020]  不管你是往左往右
[00:19:07.020 --> 00:19:08.820]  離開了基督
[00:19:08.820 --> 00:19:11.900]  你就很可能會走路的歧途
[00:19:11.900 --> 00:19:14.620]  甚至變成是異端
[00:19:14.620 --> 00:19:20.460]  所以今天的教會不知不覺的開始
[00:19:20.460 --> 00:19:22.500]  我們從過去教會保守
[00:19:22.500 --> 00:19:23.540]  教會沒有能力
[00:19:23.540 --> 00:19:25.380]  教會沒有這些事情發生
[00:19:25.380 --> 00:19:27.460]  以至於教會看不見神蹟騎士
[00:19:27.460 --> 00:19:30.580]  到今天變成開始大力的宣傳
[00:19:30.580 --> 00:19:32.020]  大力的鼓勵
[00:19:32.020 --> 00:19:35.220]  大力的宣傳說我們需要神蹟騎士
[00:19:35.220 --> 00:19:37.260]  前路子妹
[00:19:37.260 --> 00:19:39.060]  人常常就是這樣子過於不羈
[00:19:39.060 --> 00:19:40.340]  你懂我意思嗎
[00:19:40.340 --> 00:19:43.100]  Again 你們都知道我的立場
[00:19:43.100 --> 00:19:44.420]  是不是
[00:19:44.420 --> 00:19:48.140]  我自己經歷過神的醫治
[00:19:48.140 --> 00:19:49.220]  所以我深深相信
[00:19:49.220 --> 00:19:52.940]  今天神照樣在醫治我們的疾病
[00:19:52.940 --> 00:19:55.820]  這也是今天很多人需要的
[00:19:55.820 --> 00:19:57.820]  但是我不會去說
[00:19:57.820 --> 00:20:01.500]  emphasize神蹟醫治的到一個地步
[00:20:01.500 --> 00:20:04.060]  就變成什麼
[00:20:04.060 --> 00:20:06.820]  變成我們的信仰的根基建立在這樣子
[00:20:06.820 --> 00:20:09.100]  你懂我意思嗎
[00:20:09.100 --> 00:20:11.060]  親愛的丘子妹
[00:20:11.060 --> 00:20:16.180]  今天很多的異端就是如此
[00:20:16.180 --> 00:20:19.700]  強調自己靠著自己的
[00:20:19.700 --> 00:20:28.500]  這種所看見的變成了異端
[00:20:28.500 --> 00:20:35.620]  在我們二零三次大選什麼時候
[00:20:35.620 --> 00:20:38.620]  二零二零是不是
[00:20:38.620 --> 00:20:40.700]  我想大家回想一下
[00:20:40.700 --> 00:20:42.860]  在上一次競選的時候
[00:20:42.860 --> 00:20:48.140]  誰跟誰選
[00:20:48.140 --> 00:20:51.180]  川普跟拜登
[00:20:51.180 --> 00:20:53.220]  當然我們這些福音派教會的
[00:20:53.220 --> 00:20:54.900]  都是一定支持誰
[00:20:54.900 --> 00:20:57.980]  好 不要講
[00:20:57.980 --> 00:20:59.380]  那段時間你會發現
[00:20:59.380 --> 00:21:00.300]  木子也很困難
[00:21:00.300 --> 00:21:04.260]  到底應該是不是要表明立場呢
[00:21:04.260 --> 00:21:05.980]  是不是
[00:21:05.980 --> 00:21:08.660]  有一些的先知非常勇敢
[00:21:08.660 --> 00:21:11.820]  他們非常大膽公開的宣佈
[00:21:11.820 --> 00:21:14.540]  說川普一定會當選
[00:21:14.540 --> 00:21:18.220]  因為這是神跟他說的
[00:21:18.220 --> 00:21:25.380]  結果二零二零年結果那次的選舉
[00:21:25.380 --> 00:21:28.820]  川普沒有當選
[00:21:28.820 --> 00:21:31.460]  結果有幾位先知
[00:21:31.460 --> 00:21:34.820]  在二零二一年的時候公開道歉
[00:21:34.820 --> 00:21:38.220]  其中一個是在伯特利教會
[00:21:38.220 --> 00:21:39.740]  也就是Bezel
[00:21:39.740 --> 00:21:42.820]  一個很著名的靈恩教會
[00:21:42.820 --> 00:21:44.260]  在中加州
[00:21:44.260 --> 00:21:46.620]  他們的主任牧師叫做Bill Johnson
[00:21:46.620 --> 00:21:48.140]  大家應該知道
[00:21:48.140 --> 00:21:56.340]  臺灣的教會對他也是蠻歡迎的
[00:21:56.340 --> 00:22:00.340]  他教會你們一個所謂的先知
[00:22:00.340 --> 00:22:01.860]  就是這樣說
[00:22:01.860 --> 00:22:05.020]  但是他後來在二零二一年的時候
[00:22:05.020 --> 00:22:10.060]  公開道歉
[00:22:10.060 --> 00:22:11.740]  那還有很多沒有道歉的先知
[00:22:11.740 --> 00:22:15.180]  你知道嗎
[00:22:15.180 --> 00:22:17.900]  所以這些人繼續地在那發預言
[00:22:17.900 --> 00:22:20.340]  這些人繼續地在講
[00:22:20.340 --> 00:22:21.020]  哎呀
[00:22:21.020 --> 00:22:23.220]  所以你可以看見千督之輩
[00:22:23.220 --> 00:22:25.260]  在末後的日子裡面
[00:22:25.260 --> 00:22:27.300]  這些的事情會越來越多
[00:22:27.300 --> 00:22:29.180]  我告訴你
[00:22:29.180 --> 00:22:33.060]  那我再說不是說今天上帝不會用神蹟騎士
[00:22:33.060 --> 00:22:34.460]  不會用異象異夢
[00:22:34.460 --> 00:22:35.980]  不會用這些方式
[00:22:35.980 --> 00:22:37.220]  神還是可以做
[00:22:37.220 --> 00:22:39.420]  Amen
[00:22:39.420 --> 00:22:46.340]  今天會不會有神藉著先知說話呢
[00:22:46.340 --> 00:22:47.940]  可以
[00:22:47.940 --> 00:22:50.820]  還是有人有先知的恩賜
[00:22:50.820 --> 00:22:53.420]  但是千督之輩從廣義上面來講
[00:22:53.420 --> 00:22:59.100]  每一個基督徒你都是先知啊
[00:22:59.100 --> 00:23:04.380]  牧師在講台上面講到是不是先知在講話
[00:23:04.380 --> 00:23:07.700]  奇怪你們這個就有點猶豫了
