
[00:00:00.000 --> 00:00:03.000]  數字人生的傑夫·鮑威
[00:02:01.500 --> 00:02:04.000]  四十歲就拼命的打拼
[00:02:04.000 --> 00:02:06.500]  五十歲回頭看一看瞧一瞧
[00:02:06.500 --> 00:02:09.500]  六十歲到老懷一鄉
[00:02:09.500 --> 00:02:12.500]  七十歲再無奢望
[00:02:12.500 --> 00:02:14.000]  不求什麼了
[00:02:14.000 --> 00:02:16.500]  八十歲曬曬太陽打打麻將
[00:02:16.500 --> 00:02:19.000]  九十歲躺在床上
[00:02:19.000 --> 00:02:21.500]  一百歲掛在牆上
[00:02:21.500 --> 00:02:22.500]  Hallelujah
[00:02:22.500 --> 00:02:24.000]  知道嗎
[00:02:24.000 --> 00:02:26.000]  掛在牆上成了一幅畫
[00:02:26.000 --> 00:02:28.000]  這是我們的人生
[00:02:28.000 --> 00:02:30.000]  我們就跑不過這一關一關
[00:02:30.000 --> 00:02:31.000]  都是數字
[00:02:31.000 --> 00:02:34.000]  每一關都是在那裡的
[00:02:34.000 --> 00:02:37.500]  其實因為聖經就有了答案
[00:02:37.500 --> 00:02:41.000]  耶穌掌握我們一生的答案
[00:02:41.000 --> 00:02:42.000]  好嗎
[00:02:42.000 --> 00:02:43.000]  Hallelujah
[00:02:43.000 --> 00:02:44.500]  順便一提
[00:02:44.500 --> 00:02:47.500]  阿拉伯數字零到九
[00:02:47.500 --> 00:02:49.000]  是這樣子的
[00:02:49.000 --> 00:02:51.000]  零一個角都沒有
[00:02:51.000 --> 00:02:52.500]  一有一個角
[00:02:52.500 --> 00:02:54.000]  二有兩個角
[00:02:54.000 --> 00:02:55.000]  三有三個角
[00:02:55.000 --> 00:02:57.500]  九有九個角
[00:02:57.500 --> 00:02:59.500]  所以我們一生
[00:02:59.500 --> 00:03:01.000]  這幾個數字
[00:03:01.000 --> 00:03:04.000]  扮演著重要的角色
[00:03:04.000 --> 00:03:05.000]  Hallelujah
[00:03:05.000 --> 00:03:07.500]  人生有許多的關卡
[00:03:07.500 --> 00:03:09.000]  靠著耶穌
[00:03:09.000 --> 00:03:10.500]  我們能夠過五關
[00:03:10.500 --> 00:03:12.000]  載六將
[00:03:12.000 --> 00:03:15.500]  人生有許多數字
[00:03:15.500 --> 00:03:17.500]  是跟我們生命
[00:03:17.500 --> 00:03:19.000]  跟我們生活
[00:03:19.000 --> 00:03:22.500]  跟我們靈性息息相關的
[00:03:22.500 --> 00:03:25.000]  甚至也有一些
[00:03:25.000 --> 00:03:27.000]  過不了的關節的數字
[00:03:27.000 --> 00:03:28.000]  譬如說
[00:03:28.000 --> 00:03:30.000]  十三號禮拜五
[00:03:30.000 --> 00:03:31.000]  Friday
[00:03:31.000 --> 00:03:33.000]  13th day number
[00:03:33.000 --> 00:03:34.000]  Right
[00:03:34.000 --> 00:03:35.000]  譬如說我們中國人講
[00:03:35.000 --> 00:03:36.000]  Number 4
[00:03:36.000 --> 00:03:37.000]  四號
[00:03:37.000 --> 00:03:38.000]  子樓四號
[00:03:38.000 --> 00:03:39.500]  沒有人要住
[00:03:39.500 --> 00:03:43.500]  這都是數字掌握了我們的一生
[00:03:43.500 --> 00:03:45.000]  孔老夫子他說
[00:03:45.000 --> 00:03:48.500]  無時有五而至於學
[00:03:48.500 --> 00:03:49.500]  他的意思是說
[00:03:49.500 --> 00:03:53.500]  我十五歲我就勤學努力
[00:03:53.500 --> 00:03:54.500]  其實我們現在小孩子
[00:03:54.500 --> 00:03:56.000]  三歲就開始了
[00:03:56.000 --> 00:03:57.000]  你知道嗎
[00:03:57.000 --> 00:03:58.000]  學英文
[00:03:58.000 --> 00:03:59.000]  學游泳
[00:03:59.000 --> 00:04:00.000]  學跳舞
[00:04:00.000 --> 00:04:01.000]  學鋼琴
[00:04:01.000 --> 00:04:02.000]  學小提琴
[00:04:02.000 --> 00:04:05.000]  還有學九九乘法表
[00:04:05.000 --> 00:04:06.000]  等等
[00:04:06.000 --> 00:04:07.500]  我那個時候前兩年
[00:04:07.500 --> 00:04:09.000]  我還教過小孩子
[00:04:09.000 --> 00:04:11.500]  學十二乘十二乘法表
[00:04:11.500 --> 00:04:13.500]  聽說印度人教小孩子
[00:04:13.500 --> 00:04:15.500]  十五乘十五乘法表
[00:04:15.500 --> 00:04:16.500]  二二五
[00:04:16.500 --> 00:04:17.500]  一四
[00:04:17.500 --> 00:04:19.500]  我也不會了
[00:04:19.500 --> 00:04:21.500]  這就是我們
[00:04:21.500 --> 00:04:23.000]  但是孔子說
[00:04:23.000 --> 00:04:26.000]  我十五歲我就勤學
[00:04:26.000 --> 00:04:28.500]  這倒有一點像美國人
[00:04:28.500 --> 00:04:30.000]  十五歲讀高中
[00:04:30.000 --> 00:04:31.000]  美國人是到了高中
[00:04:31.000 --> 00:04:33.000]  才真正的讀書的
[00:04:33.000 --> 00:04:34.000]  是不是這樣
[00:04:34.000 --> 00:04:36.500]  那孔子說我三十而立
[00:04:36.500 --> 00:04:38.500]  我就確定我人生的目標
[00:04:38.500 --> 00:04:40.000]  我的方向
[00:04:40.000 --> 00:04:41.500]  還有我將來
[00:04:41.500 --> 00:04:43.000]  要怎麼樣
[00:04:43.000 --> 00:04:44.000]  但是也很好
[00:04:44.000 --> 00:04:46.000]  我從小就要做Engineer
[00:04:46.000 --> 00:04:48.000]  我從來沒有說要做牧師
[00:04:48.000 --> 00:04:50.000]  我也做了一輩子的Engineer
[00:04:50.000 --> 00:04:51.500]  我很感謝神
[00:04:51.500 --> 00:04:53.000]  能夠帶我過來
[00:04:53.000 --> 00:04:54.500]  然後最後
[00:04:54.500 --> 00:04:57.000]  終於讓我看見我的方向
[00:04:57.000 --> 00:04:58.500]  已經六十歲了
[00:04:58.500 --> 00:04:59.500]  已經是準備
[00:04:59.500 --> 00:05:01.500]  告老還鄉的年紀了
[00:05:01.500 --> 00:05:04.000]  才找我出來做這樣的事情
[00:05:04.000 --> 00:05:06.000]  孔子說識之不惑
[00:05:06.000 --> 00:05:07.500]  意思是說
[00:05:07.500 --> 00:05:08.500]  沒有什麼好顧慮
[00:05:08.500 --> 00:05:09.500]  沒有什麼好疑惑
[00:05:09.500 --> 00:05:11.000]  你大概都知道了
[00:05:11.000 --> 00:05:13.000]  Better than a sinner
[00:05:13.000 --> 00:05:14.000]  對不對
[00:05:14.000 --> 00:05:15.000]  你沒有疑惑了
[00:05:15.000 --> 00:05:16.000]  四十歲
[00:05:16.000 --> 00:05:17.000]  Hallelujah
[00:05:17.000 --> 00:05:19.000]  五十之命
[00:05:19.000 --> 00:05:20.000]  到了這個年紀
[00:05:20.000 --> 00:05:21.000]  不得不認命
[00:05:21.000 --> 00:05:22.000]  是不是
[00:05:22.000 --> 00:05:25.000]  已經沒有辦法抗拒了
[00:05:25.000 --> 00:05:26.000]  其實有人說
[00:05:26.000 --> 00:05:28.000]  二十歲以前
[00:05:28.000 --> 00:05:30.000]  你長得不好看
[00:05:30.000 --> 00:05:32.000]  你可以怪你的父母
[00:05:32.000 --> 00:05:33.000]  二十歲以後
[00:05:33.000 --> 00:05:35.000]  你長得不好看
[00:05:35.000 --> 00:05:37.000]  你只能怪你自己了
[00:05:37.000 --> 00:05:38.000]  對不對
[00:05:38.000 --> 00:05:39.000]  Hallelujah
[00:05:39.000 --> 00:05:40.000]  上面說
[00:05:40.000 --> 00:05:41.000]  六十花甲
[00:05:41.000 --> 00:05:42.000]  天干地枝
[00:05:42.000 --> 00:05:43.000]  一個輪回了
[00:05:43.000 --> 00:05:45.000]  也該認老了
[00:05:45.000 --> 00:05:46.000]  不是嗎
[00:05:46.000 --> 00:05:48.000]  一句話說
[00:05:48.000 --> 00:05:50.000]  不服老就不會老
[00:05:50.000 --> 00:05:53.000]  不怕老就會死
[00:05:53.000 --> 00:05:54.000]  你知道嗎
[00:05:54.000 --> 00:05:56.000]  我今天六十五歲
[00:05:56.000 --> 00:05:57.000]  我感覺到我還很好
[00:05:57.000 --> 00:05:58.000]  有人說
[00:05:58.000 --> 00:05:59.000]  你以後開始
[00:05:59.000 --> 00:06:01.000]  要一年一年往下算
[00:06:01.000 --> 00:06:03.000]  因為每年都不一樣
[00:06:03.000 --> 00:06:04.000]  到了七十歲的人
[00:06:04.000 --> 00:06:06.000]  他說我每個月都不一樣
[00:06:06.000 --> 00:06:07.000]  到了八十歲
[00:06:07.000 --> 00:06:08.000]  每天都不一樣
[00:06:08.000 --> 00:06:09.000]  隨時都準備走了
[00:06:09.000 --> 00:06:10.000]  不是嗎
[00:06:10.000 --> 00:06:11.000]  Hallelujah
[00:06:11.000 --> 00:06:14.000]  孔子說七十古來西
[00:06:14.000 --> 00:06:16.000]  七十從心所欲
[00:06:16.000 --> 00:06:17.000]  不與己
[00:06:17.000 --> 00:06:18.000]  換句話說
[00:06:18.000 --> 00:06:21.000]  人生到了盡頭了
[00:06:21.000 --> 00:06:24.000]  已經不會再做怪
[00:06:24.000 --> 00:06:26.000]  不再做作難了
[00:06:26.000 --> 00:06:28.000]  所以我們要再一次
[00:06:28.000 --> 00:06:29.000]  在我們的生命中
[00:06:29.000 --> 00:06:31.000]  對這個數字
[00:06:31.000 --> 00:06:33.000]  要有一個警醒
[00:06:33.000 --> 00:06:35.000]  我不是說要你怕老
[00:06:35.000 --> 00:06:38.000]  我不是說要你怕銀行錢不夠
[00:06:38.000 --> 00:06:39.000]  我這樣子講
[00:06:39.000 --> 00:06:41.000]  我們都希望銀行錢多一點
[00:06:41.000 --> 00:06:43.000]  我們都希望收入多一點
[00:06:43.000 --> 00:06:44.000]  薪水多一點
[00:06:44.000 --> 00:06:45.000]  零越多越好
[00:06:45.000 --> 00:06:46.000]  不是嗎
[00:06:46.000 --> 00:06:49.000]  但是你再多的零
[00:06:49.000 --> 00:06:51.000]  前面沒有一個至少的一
[00:06:51.000 --> 00:06:52.000]  你還是零
[00:06:52.000 --> 00:06:53.000]  不是嗎
[00:06:53.000 --> 00:06:54.000]  那一就是我們講的
[00:06:54.000 --> 00:06:56.000]  一主一信一行一神
[00:06:56.000 --> 00:06:57.000]  一個教會一個身體
[00:06:57.000 --> 00:06:59.000]  一個基督
[00:06:59.000 --> 00:07:00.000]  Hallelujah
[00:07:00.000 --> 00:07:02.000]  這是我們的一
[00:07:02.000 --> 00:07:05.000]  在美國有一個EMBA的一個program
[00:07:05.000 --> 00:07:06.000]  MBA的節目
[00:07:06.000 --> 00:07:08.000]  短期的課程
[00:07:08.000 --> 00:07:10.000]  他有一次就教導人
[00:07:10.000 --> 00:07:12.000]  他說我們人
[00:07:12.000 --> 00:07:14.000]  我們算一
[00:07:14.000 --> 00:07:15.000]  你平平穩穩的
[00:07:15.000 --> 00:07:17.000]  你是一
[00:07:17.000 --> 00:07:20.000]  那麼你每年每天
[00:07:20.000 --> 00:07:22.000]  你都是平平穩穩的
[00:07:22.000 --> 00:07:23.000]  都是一
[00:07:23.000 --> 00:07:24.000]  那麼一乘一
[00:07:24.000 --> 00:07:26.000]  一年復一年
[00:07:26.000 --> 00:07:27.000]  月復一月
[00:07:27.000 --> 00:07:29.000]  一乘一乘一乘一
[00:07:29.000 --> 00:07:31.000]  永遠是一
[00:07:31.000 --> 00:07:32.000]  是不是
[00:07:32.000 --> 00:07:34.000]  所以你就永遠是這個樣子
[00:07:34.000 --> 00:07:35.000]  就好像
[00:07:35.000 --> 00:07:37.000]  目前台灣選舉了
[00:07:37.000 --> 00:07:39.000]  所以執政黨現在變成了
[00:07:39.000 --> 00:07:40.000]  看守內閣
[00:07:40.000 --> 00:07:42.000]  就不會再有什麼作為了
[00:07:42.000 --> 00:07:43.000]  是不是
[00:07:43.000 --> 00:07:45.000]  好像是數饅頭的人
[00:07:45.000 --> 00:07:46.000]  怎麼講數饅頭
[00:07:46.000 --> 00:07:47.000]  你當過兵
[00:07:47.000 --> 00:07:48.000]  你就知道
[00:07:48.000 --> 00:07:50.000]  我們以前在軍中的時候
[00:07:50.000 --> 00:07:51.000]  每天早上吃稀飯
[00:07:51.000 --> 00:07:52.000]  吃饅頭
[00:07:52.000 --> 00:07:53.000]  是不是
[00:07:53.000 --> 00:07:55.000]  所以要退伍的人
[00:07:55.000 --> 00:07:56.000]  他就算
[00:07:56.000 --> 00:07:58.000]  還有幾個饅頭要數
[00:07:58.000 --> 00:08:00.000]  饅頭數到零的時候
[00:08:00.000 --> 00:08:02.000]  就該回家了
[00:08:02.000 --> 00:08:03.000]  Hallelujah
[00:08:03.000 --> 00:08:05.000]  所以如果你是一個持平的人生
[00:08:05.000 --> 00:08:07.000]  你沒有胸懷大志
[00:08:07.000 --> 00:08:09.000]  你只是想過一天算一天
[00:08:09.000 --> 00:08:11.000]  你就是一一一一一
[00:08:11.000 --> 00:08:12.000]  再怎麼沉
[00:08:12.000 --> 00:08:14.000]  你還是一
[00:08:14.000 --> 00:08:16.000]  但是
[00:08:16.000 --> 00:08:18.000]  如果我們有一個積極的人生
[00:08:18.000 --> 00:08:20.000]  就每天就多那麼一點點
[00:08:20.000 --> 00:08:21.000]  一點一
[00:08:21.000 --> 00:08:22.000]  好不好
[00:08:22.000 --> 00:08:23.000]  就多一個
[00:08:23.000 --> 00:08:24.000]  每天多那麼一點
[00:08:24.000 --> 00:08:26.000]  換句話說
[00:08:26.000 --> 00:08:28.000]  每天一點進步
[00:08:28.000 --> 00:08:30.000]  每天為事情多費些心
[00:08:30.000 --> 00:08:32.000]  多出些力
[00:08:32.000 --> 00:08:34.000]  每天為教會多想想
[00:08:34.000 --> 00:08:36.000]  奉獻多一點
[00:08:36.000 --> 00:08:38.000]  多為教會做些事情
[00:08:38.000 --> 00:08:39.000]  所以
[00:08:39.000 --> 00:08:40.000]  今年累月
[00:08:40.000 --> 00:08:41.000]  一點一
[00:08:41.000 --> 00:08:43.000]  你年成十次是多少
[00:08:43.000 --> 00:08:45.000]  二點八五
[00:08:45.000 --> 00:08:46.000]  就這麼一點點
[00:08:46.000 --> 00:08:47.000]  今年累月
[00:08:47.000 --> 00:08:52.000]  你幾乎有三倍的果效就出來了
[00:08:52.000 --> 00:08:53.000]  看了數字
[00:08:53.000 --> 00:08:55.000]  我們就要有一個人生的態度
[00:08:55.000 --> 00:08:57.000]  不再是渾渾噩噩的
[00:08:57.000 --> 00:08:59.000]  好像零點九一樣
[00:08:59.000 --> 00:09:00.000]  你知道
[00:09:00.000 --> 00:09:01.000]  你就少了一點點
[00:09:01.000 --> 00:09:03.000]  人家是一點一
[00:09:03.000 --> 00:09:04.000]  你是零點九
[00:09:04.000 --> 00:09:05.000]  那年復一年
[00:09:05.000 --> 00:09:07.000]  日復一日的
[00:09:07.000 --> 00:09:08.000]  你就渾渾噩噩的
[00:09:08.000 --> 00:09:09.000]  每天懈怠
[00:09:09.000 --> 00:09:10.000]  無所事事
[00:09:10.000 --> 00:09:11.000]  沒有目標
[00:09:11.000 --> 00:09:13.000]  也不看到神國的需要
[00:09:13.000 --> 00:09:14.000]  不看到教會的缺缺
[00:09:14.000 --> 00:09:17.000]  不看到教會的需要
[00:09:17.000 --> 00:09:18.000]  你今年累月
[00:09:18.000 --> 00:09:21.000]  零點九成十次是多少
[00:09:21.000 --> 00:09:24.000]  零點三一
[00:09:24.000 --> 00:09:29.000]  就好像聖經上面講的一個恩賜的原則
[00:09:29.000 --> 00:09:31.000]  他說有一個家主要外出去
[00:09:31.000 --> 00:09:32.000]  他就給了五千兩
[00:09:32.000 --> 00:09:33.000]  給這個兩千兩
[00:09:33.000 --> 00:09:34.000]  給這個一千兩
[00:09:34.000 --> 00:09:35.000]  給那個
[00:09:35.000 --> 00:09:36.000]  五千兩為他賺了五千兩
[00:09:36.000 --> 00:09:37.000]  兩千兩為他賺錢了
[00:09:37.000 --> 00:09:39.000]  一千兩就藏起來
[00:09:39.000 --> 00:09:41.000]  甚至說你有的要多給
[00:09:41.000 --> 00:09:43.000]  你沒有的要拿去
[00:09:43.000 --> 00:09:46.000]  你如果沒有一個進去的人生
[00:09:46.000 --> 00:09:50.000]  你就注定一定是小於一了
[00:09:50.000 --> 00:09:52.000]  是不是
[00:09:52.000 --> 00:09:53.000]  我們只要信得住
[00:09:53.000 --> 00:09:55.000]  我們最少有一
[00:09:55.000 --> 00:09:57.000]  如果說你沒有信主
[00:09:57.000 --> 00:09:58.000]  你是零
[00:09:58.000 --> 00:10:00.000]  一跟零比起來是多少
[00:10:00.000 --> 00:10:02.000]  一除上零是多少
[00:10:02.000 --> 00:10:04.000]  無窮大
[00:10:04.000 --> 00:10:06.000]  所以你就會比那些不信主的人
[00:10:06.000 --> 00:10:08.000]  你有無窮盡的生命
[00:10:08.000 --> 00:10:11.000]  你有永永遠遠的生命
[00:10:11.000 --> 00:10:12.000]  在你的生命中
[00:10:12.000 --> 00:10:14.000]  你就永遠活出他的榮美來
[00:10:14.000 --> 00:10:16.000]  你就不怕魔鬼殺他
[00:10:16.000 --> 00:10:19.000]  你就不怕你生命有任何的困苦患難
[00:10:19.000 --> 00:10:22.000]  因為現在仍然是他的掌權作王
[00:10:22.000 --> 00:10:26.000]  這個一就能夠保你走一輩子
[00:10:26.000 --> 00:10:27.000]  Hallelujah
[00:10:27.000 --> 00:10:29.000]  是的
[00:10:29.000 --> 00:10:32.000]  有一個姐妹她聽了這個課
[00:10:32.000 --> 00:10:33.000]  她就寫了一封信回來
[00:10:33.000 --> 00:10:35.000]  她非常感謝
[00:10:35.000 --> 00:10:37.000]  她說我現在生活非常積極
[00:10:37.000 --> 00:10:39.000]  我的生意也是越來越成功
[00:10:39.000 --> 00:10:41.000]  越來越興旺
[00:10:41.000 --> 00:10:42.000]  我的人生的態度
[00:10:42.000 --> 00:10:44.000]  我的人生的數字
[00:10:44.000 --> 00:10:46.000]  現在是三
[00:10:46.000 --> 00:10:48.000]  哇
[00:10:48.000 --> 00:10:50.000]  如果三然後金人累月
[00:10:50.000 --> 00:10:53.000]  三乘三乘三乘十是多少
[00:10:53.000 --> 00:10:54.000]  九萬五千零八
[00:10:54.000 --> 00:10:55.000]  年八十九
[00:10:55.000 --> 00:10:56.000]  Hallelujah
[00:10:56.000 --> 00:10:57.000]  就這麼多
[00:10:57.000 --> 00:11:00.000]  可以讓你的生命能夠活出來
[00:11:00.000 --> 00:11:04.000]  別人都想不到的這麼偉大的一個生命
[00:11:04.000 --> 00:11:05.000]  這一個姐妹她說
[00:11:05.000 --> 00:11:08.000]  她過得跟以前完全不一樣
[00:11:08.000 --> 00:11:09.000]  Hallelujah
[00:11:09.000 --> 00:11:10.000]  是的
[00:11:10.000 --> 00:11:13.000]  所以讓我們再一次看著天上的神
[00:11:13.000 --> 00:11:16.000]  我們希望我們能夠信他
[00:11:16.000 --> 00:11:19.000]  一信一主一神一洗一個基督
[00:11:19.000 --> 00:11:22.000]  一個身體一個教會
[00:11:22.000 --> 00:11:24.000]  Hallelujah
[00:11:24.000 --> 00:11:28.000]  我們再來看一下聖經中有關於數字的啟示
[00:11:28.000 --> 00:11:31.000]  我們都知道聖經從一一直開始
[00:11:31.000 --> 00:11:33.000]  每一個字都有一個意思
[00:11:33.000 --> 00:11:35.000]  一是什麼意思呢
[00:11:35.000 --> 00:11:37.000]  一當然就是獨一的神
[00:11:37.000 --> 00:11:40.000]  聖經說我們是神是獨一的神
[00:11:40.000 --> 00:11:43.000]  撒加利亞說耶和華必做全體的王那日
[00:11:43.000 --> 00:11:47.000]  耶和華被為獨一無二
[00:11:47.000 --> 00:11:51.000]  一副所述說一信一主一神一洗一個基督一個身體
[00:11:51.000 --> 00:11:53.000]  還有一餅一杯
[00:11:53.000 --> 00:11:54.000]  Hallelujah
[00:11:54.000 --> 00:11:56.000]  這是我們一
[00:11:56.000 --> 00:11:58.000]  一這個數字是unique
[00:11:58.000 --> 00:12:00.000]  是unanimous
[00:12:00.000 --> 00:12:02.000]  是完全的是獨一的
[00:12:02.000 --> 00:12:05.000]  是沒有任何的疑惑的
[00:12:05.000 --> 00:12:08.000]  是一個不可分解的數字
[00:12:08.000 --> 00:12:09.000]  是不是
[00:12:09.000 --> 00:12:10.000]  Hallelujah
[00:12:10.000 --> 00:12:12.000]  下面是二呢
[00:12:12.000 --> 00:12:15.000]  二有連結聯合的意思
[00:12:15.000 --> 00:12:17.000]  你看聖經上把它講到二的時候
[00:12:17.000 --> 00:12:18.000]  都是這個意思
[00:12:18.000 --> 00:12:20.000]  創世紀二章二十四節
[00:12:20.000 --> 00:12:23.000]  因此人要離開父母以妻子聯合
[00:12:23.000 --> 00:12:26.000]  二人成為一體
[00:12:26.000 --> 00:12:28.000]  聯合
[00:12:28.000 --> 00:12:30.000]  我有的時候講說
[00:12:30.000 --> 00:12:34.000]  夫妻能夠走在一起
[00:12:34.000 --> 00:12:36.000]  這是緣分
[00:12:36.000 --> 00:12:38.000]  夫妻能夠一起再走
[00:12:38.000 --> 00:12:40.000]  這個是福分
[00:12:40.000 --> 00:12:41.000]  三呢
[00:12:41.000 --> 00:12:43.000]  三它有一個特別的意思
[00:12:43.000 --> 00:12:45.000]  聖經上面講的很多是
[00:12:45.000 --> 00:12:52.000]  他用父子聖靈三位三種方式所呈現的三一真神
[00:12:52.000 --> 00:12:54.000]  約翰一書他說
[00:12:54.000 --> 00:12:56.000]  做見證的原來有三
[00:12:56.000 --> 00:12:59.000]  就是聖靈水與血
[00:12:59.000 --> 00:13:02.000]  這三樣也都歸於一
[00:13:02.000 --> 00:13:04.000]  所以三也是非常有意思的
[00:13:04.000 --> 00:13:09.000]  四跟受造之物跟世界有關
[00:13:09.000 --> 00:13:12.000]  譬如地有東南西北
[00:13:12.000 --> 00:13:14.000]  年有春夏秋冬
[00:13:14.000 --> 00:13:16.000]  四季
[00:13:16.000 --> 00:13:19.000]  四延伸出四十
[00:13:19.000 --> 00:13:21.000]  大洪水四十天
[00:13:21.000 --> 00:13:24.000]  以色列民在曠野四十年
[00:13:24.000 --> 00:13:26.000]  摩西上西乃山
[00:13:26.000 --> 00:13:29.000]  領受法坂四十天
[00:13:29.000 --> 00:13:31.000]  大衛作王四十年
[00:13:31.000 --> 00:13:34.000]  這表示一個很長的時間
[00:13:34.000 --> 00:13:37.000]  六是一個人的數字
[00:13:37.000 --> 00:13:39.000]  七是一個完全的數字
[00:13:39.000 --> 00:13:42.000]  人六就比七少了一點
[00:13:42.000 --> 00:13:44.000]  人就是不完全
[00:13:44.000 --> 00:13:46.000]  是不是
[00:13:46.000 --> 00:13:50.000]  歧視錄裏面羅馬皇帝尼路
[00:13:50.000 --> 00:13:54.000]  他的名字加起來正好是666
[00:13:54.000 --> 00:13:56.000]  所以是一個受的數目
[00:13:56.000 --> 00:14:00.000]  甚至於有人說教皇帽子上寫的神的代言人
[00:14:00.000 --> 00:14:03.000]  那個加起來正好也是666
[00:14:03.000 --> 00:14:05.000]  這就是很奇怪的事情
[00:14:05.000 --> 00:14:09.000]  六是人的數字是受的數字
[00:14:09.000 --> 00:14:11.000]  七是完全的
[00:14:11.000 --> 00:14:15.000]  安息日以七天為一個循環
[00:14:15.000 --> 00:14:18.000]  安息年以七年為一個循環
[00:14:18.000 --> 00:14:21.000]  喜年是7749後面的一年
[00:14:21.000 --> 00:14:23.000]  Jubilee
[00:14:23.000 --> 00:14:24.000]  The year of Jubilee
[00:14:24.000 --> 00:14:26.000]  今年5776年
[00:14:26.000 --> 00:14:29.000]  正好是Jubilee of Jubilee
[00:14:29.000 --> 00:14:31.000]  喜年中的喜年
[00:14:31.000 --> 00:14:32.000]  感謝神讚美神
[00:14:32.000 --> 00:14:35.000]  今年對於外邦人來講
[00:14:35.000 --> 00:14:37.000]  會有雙倍的災難
[00:14:37.000 --> 00:14:38.000]  對於神的子民來講
[00:14:38.000 --> 00:14:40.000]  會有雙倍的祝福
[00:14:40.000 --> 00:14:42.000]  Hallelujah
[00:14:42.000 --> 00:14:43.000]  十字完全
[00:14:43.000 --> 00:14:44.000]  人有十個指頭
[00:14:44.000 --> 00:14:45.000]  小指頭
[00:14:45.000 --> 00:14:46.000]  蛋一粒酥
[00:14:46.000 --> 00:14:47.000]  蛋一粒酥
[00:14:47.000 --> 00:14:49.000]  求你讓我四十天
[00:14:49.000 --> 00:14:52.000]  他要吃他的蛋一粒的進食方式
[00:14:52.000 --> 00:14:55.000]  雅各貝拉班改了十字的公架
[00:14:55.000 --> 00:14:58.000]  表示說完完全全改了公架
[00:14:58.000 --> 00:15:01.000]  埃及受十個災難
[00:15:01.000 --> 00:15:04.000]  還有神的誡命有十條
[00:15:04.000 --> 00:15:08.000]  十二當然是涵蓋以色列的十二支派
[00:15:08.000 --> 00:15:10.000]  等等那十二推廣出來的
[00:15:10.000 --> 00:15:11.000]  二十四個長老
[00:15:11.000 --> 00:15:13.000]  還有一百四十四
[00:15:13.000 --> 00:15:14.000]  還有兩萬四千
[00:15:14.000 --> 00:15:16.000]  兩萬兩千四百
[00:15:16.000 --> 00:15:17.000]  十二的倍數
[00:15:17.000 --> 00:15:19.000]  倍數一直下去的
[00:15:19.000 --> 00:15:22.000]  所以這都是有一些意思
