
[00:00:00.000 --> 00:00:01.800]  上個禮拜我們講什麼
[00:10:34.820 --> 00:10:36.820]  我每次講到傳福音的時候
[00:10:36.820 --> 00:10:38.820]  我真的感謝
[00:10:38.820 --> 00:10:40.820]  在神學院逼迫我的那個
[00:10:40.820 --> 00:10:42.820]  教步道法的老師
[00:10:42.820 --> 00:10:44.820]  那個老師已經過世了
[00:10:44.820 --> 00:10:46.820]  我記得那時候
[00:10:46.820 --> 00:10:48.820]  我們每一次上課
[00:10:48.820 --> 00:10:50.820]  要見他面之前
[00:10:50.820 --> 00:10:52.820]  都必須要完成一個功課
[00:10:52.820 --> 00:10:54.820]  就是什麼
[00:10:54.820 --> 00:10:56.820]  就是要向一個人傳福音
[00:10:56.820 --> 00:10:58.820]  哎呀
[00:10:58.820 --> 00:11:00.820]  神學院功課很忙啊
[00:11:00.820 --> 00:11:02.820]  你知道嗎
[00:11:02.820 --> 00:11:04.820]  真的是
[00:11:04.820 --> 00:11:06.820]  然後周末又去教會實習
[00:11:06.820 --> 00:11:08.820]  實習完了之後
[00:11:08.820 --> 00:11:10.820]  然後大概有的甚至有些
[00:11:10.820 --> 00:11:12.820]  有些的同學是實習到
[00:11:12.820 --> 00:11:14.820]  禮拜天晚上才回來
[00:11:14.820 --> 00:11:16.820]  禮拜一就是上他的課
[00:11:16.820 --> 00:11:18.820]  那該怎麼辦
[00:11:18.820 --> 00:11:20.820]  你就發現禮拜天晚上
[00:11:20.820 --> 00:11:22.820]  就在華神的對面
[00:11:22.820 --> 00:11:24.820]  三軍總醫院
[00:11:24.820 --> 00:11:26.820]  有一些人在那邊
[00:11:26.820 --> 00:11:28.820]  走來走去
[00:11:28.820 --> 00:11:30.820]  到處在尋找
[00:11:30.820 --> 00:11:32.820]  可吞吃的人
[00:11:32.820 --> 00:11:34.820]  你一看就知道
[00:11:34.820 --> 00:11:36.820]  那是華神的學生
[00:11:36.820 --> 00:11:38.820]  而且是一年級的學生
[00:11:38.820 --> 00:11:40.820]  為了教功課
[00:11:40.820 --> 00:11:42.820]  最簡單的就是什麼
[00:11:42.820 --> 00:11:44.820]  到醫院去找人啊
[00:11:44.820 --> 00:11:46.820]  啊
[00:11:46.820 --> 00:11:48.820]  我們就從這樣子被逼迫
[00:11:48.820 --> 00:11:50.820]  教功課
[00:11:50.820 --> 00:11:52.820]  到最後怎麼樣
[00:11:52.820 --> 00:11:54.820]  到最後就變成是怎麼樣
[00:11:54.820 --> 00:11:56.820]  好像一個人
[00:11:56.820 --> 00:11:58.820]  一個坐在你旁邊的坐飛機也好
[00:11:58.820 --> 00:12:00.820]  坐公車也好或者是
[00:12:00.820 --> 00:12:02.820]  有一個人就在你面前出現
[00:12:02.820 --> 00:12:04.820]  你不跟他傳福音就覺得好像不安
[00:12:04.820 --> 00:12:06.820]  啊
[00:12:06.820 --> 00:12:08.820]  親愛的留志們
[00:12:08.820 --> 00:12:10.820]  我真盼望
[00:12:10.820 --> 00:12:12.820]  事實上我在教
[00:12:12.820 --> 00:12:14.820]  神學院裡面教這個
[00:12:14.820 --> 00:12:16.820]  任何的課程
[00:12:16.820 --> 00:12:18.820]  跟部道宣教有關係
[00:12:18.820 --> 00:12:20.820]  我都要求學生做這件事情
[00:12:20.820 --> 00:12:22.820]  我真盼望我能夠像
[00:12:22.820 --> 00:12:24.820]  要求神學院學生要
[00:12:24.820 --> 00:12:26.820]  要求我們教會的每個弟兄姊妹
[00:12:26.820 --> 00:12:30.820]  很可惜教會
[00:12:30.820 --> 00:12:32.820]  往往沒有辦法這樣做
[00:12:32.820 --> 00:12:36.820]  所以他不教怎麼辦呢
[00:12:36.820 --> 00:12:38.820]  不教功課怎麼辦呢
[00:12:38.820 --> 00:12:40.820]  啊
[00:12:40.820 --> 00:12:42.820]  弟兄姊妹你告訴我該怎麼辦
[00:12:42.820 --> 00:12:44.820]  啊
[00:12:44.820 --> 00:12:48.820]  下禮拜天不要來聚會
[00:12:48.820 --> 00:12:52.820]  你懂我說這意思嗎
[00:12:52.820 --> 00:12:54.820]  所以我只能說弟兄姊妹
[00:12:54.820 --> 00:12:56.820]  我以神的慈悲勸你們啊
[00:12:56.820 --> 00:13:00.820]  我勸你們啊
[00:13:00.820 --> 00:13:02.820]  我鼓勵你們啊
[00:13:02.820 --> 00:13:04.820]  現在弟兄姊妹
[00:13:04.820 --> 00:13:06.820]  I do my best
[00:13:06.820 --> 00:13:10.820]  有一天當建築面的時候
[00:13:10.820 --> 00:13:12.820]  你不傳福音
[00:13:12.820 --> 00:13:14.820]  你沒有果子到主面前
[00:13:14.820 --> 00:13:16.820]  你不要說葛穆斯沒有講
[00:13:16.820 --> 00:13:20.820]  親愛的兄姊妹
[00:13:20.820 --> 00:13:22.820]  我真是盼望
[00:13:22.820 --> 00:13:24.820]  這很簡單的東西
[00:13:24.820 --> 00:13:26.820]  每一個人信了主之後
[00:13:26.820 --> 00:13:28.820]  你沒有多久都應該有人會告訴你說
[00:13:28.820 --> 00:13:30.820]  要傳福音要傳福音對不對
[00:13:30.820 --> 00:13:32.820]  親愛的兄姊妹
[00:13:32.820 --> 00:13:34.820]  傳福音不是上了一個課之後
[00:13:34.820 --> 00:13:36.820]  或者是上了一個個人部道法之後
[00:13:36.820 --> 00:13:38.820]  傳福音怎麼傳呢
[00:13:38.820 --> 00:13:40.820]  就是去傳
[00:13:40.820 --> 00:13:42.820]  就是去傳
[00:13:42.820 --> 00:13:44.820]  你越傳你就越會傳
[00:13:44.820 --> 00:13:48.820]  你學做菜
[00:13:48.820 --> 00:13:50.820]  食譜拿來在那邊看了半天
[00:13:50.820 --> 00:13:52.820]  研究的 study的很好
[00:13:52.820 --> 00:13:54.820]  這什麼幾斤幾兩通通會放
[00:13:54.820 --> 00:13:56.820]  但是從來不做菜
[00:13:56.820 --> 00:13:58.820]  說的一口好菜
[00:13:58.820 --> 00:14:02.820]  是不是
[00:14:02.820 --> 00:14:04.820]  親愛的兄姊妹
[00:14:04.820 --> 00:14:06.820]  你要親自做你就知道了
[00:14:06.820 --> 00:14:08.820]  你說你要去做
[00:14:08.820 --> 00:14:10.820]  有沒有
[00:14:10.820 --> 00:14:12.820]  傳福音要去傳
[00:14:12.820 --> 00:14:14.820]  要去傳
[00:14:14.820 --> 00:14:20.820]  接著在這裡提到說
[00:14:20.820 --> 00:14:22.820]  都教訓他們遵守
[00:14:22.820 --> 00:14:26.820]  這些生機
[00:14:26.820 --> 00:14:28.820]  希望大家今天也特別要配合成型
[00:14:28.820 --> 00:14:30.820]  我們常常
[00:14:30.820 --> 00:14:32.820]  把教導變成是什麼
[00:14:32.820 --> 00:14:34.820]  上課有沒有
[00:14:34.820 --> 00:14:36.820]  特別我們北美知識分子
[00:14:36.820 --> 00:14:38.820]  我們都是學霸
[00:14:38.820 --> 00:14:40.820]  我們很喜歡上課
[00:14:40.820 --> 00:14:42.820]  因為你去讀書的時候都是上課
[00:14:42.820 --> 00:14:44.820]  有沒有
[00:14:44.820 --> 00:14:46.820]  但是你知道嗎有一些學科
[00:14:46.820 --> 00:14:48.820]  你不能只上課的
[00:14:48.820 --> 00:14:50.820]  比如說什麼
[00:14:50.820 --> 00:14:52.820]  比如說醫學院有沒有
[00:14:52.820 --> 00:14:54.820]  醫學院要畢業
[00:14:54.820 --> 00:14:56.820]  必須要做什麼
[00:14:56.820 --> 00:14:58.820]  實習大夫對不對
[00:14:58.820 --> 00:15:00.820]  你都希望最好給我看病的
[00:15:00.820 --> 00:15:02.820]  不要是實習大夫
[00:15:02.820 --> 00:15:04.820]  你的牙通通把它拔掉了
[00:15:04.820 --> 00:15:08.820]  或者不該動手術
[00:15:08.820 --> 00:15:10.820]  他就動了手術
[00:15:10.820 --> 00:15:12.820]  或者手術完了之後還留一根針
[00:15:12.820 --> 00:15:14.820]  在裡面
[00:15:14.820 --> 00:15:16.820]  但是這些
[00:15:16.820 --> 00:15:18.820]  實習的這些
[00:15:18.820 --> 00:15:20.820]  醫學生他一定要實習為什麼
[00:15:20.820 --> 00:15:22.820]  不然他學了
[00:15:22.820 --> 00:15:24.820]  一身武功讀了很多
[00:15:24.820 --> 00:15:26.820]  這個什麼問題
[00:15:26.820 --> 00:15:28.820]  那個什麼問題他從來沒有動過
[00:15:28.820 --> 00:15:30.820]  你敢讓這樣子的
[00:15:30.820 --> 00:15:32.820]  這樣子的人去看你的病嗎
[00:15:32.820 --> 00:15:34.820]  敢不敢
[00:15:34.820 --> 00:15:36.820]  不敢
[00:15:36.820 --> 00:15:38.820]  所以
[00:15:38.820 --> 00:15:40.820]  實踐非常重要
[00:15:40.820 --> 00:15:48.820]  在約書雅記第一章第八到第九節
[00:15:48.820 --> 00:15:50.820]  我們一起來念這段聖經
[00:15:50.820 --> 00:15:52.820]  來 預備 請
[00:15:52.820 --> 00:15:54.820]  這律法書不可離開你的口
[00:15:54.820 --> 00:15:56.820]  總要奏業思想
[00:15:56.820 --> 00:15:58.820]  好使你謹守遵行這書上
[00:15:58.820 --> 00:16:00.820]  所寫的一切話
[00:16:00.820 --> 00:16:02.820]  如此你的道路就可以亨通
[00:16:02.820 --> 00:16:04.820]  凡事順利因為你無論
[00:16:04.820 --> 00:16:06.820]  往哪裡去耶和華你的神
[00:16:06.820 --> 00:16:08.820]  必與你同在
[00:16:08.820 --> 00:16:12.820]  這是神吩咐
[00:16:12.820 --> 00:16:14.820]  這個約書雅
[00:16:14.820 --> 00:16:16.820]  約書雅
[00:16:16.820 --> 00:16:18.820]  摩西走了 約書雅要把
[00:16:18.820 --> 00:16:20.820]  以色列人要帶去
[00:16:20.820 --> 00:16:22.820]  迦蘭地要打仗
[00:16:22.820 --> 00:16:24.820]  他當然會很懼怕
[00:16:24.820 --> 00:16:26.820]  但是神跟他說
[00:16:26.820 --> 00:16:28.820]  律法書就是聖經神的話
[00:16:28.820 --> 00:16:30.820]  不可離開你總要奏業思想
[00:16:30.820 --> 00:16:32.820]  下面說好使你
[00:16:32.820 --> 00:16:34.820]  謹守怎麼樣
[00:16:34.820 --> 00:16:36.820]  遵行
[00:16:36.820 --> 00:16:40.820]  這些聖經跟剛才所讀的
[00:16:40.820 --> 00:16:42.820]  馬太福音有同樣的效果
[00:16:42.820 --> 00:16:44.820]  當我們這樣做的時候
[00:16:44.820 --> 00:16:46.820]  他說我就與你同在
[00:16:46.820 --> 00:16:48.820]  直到世界的末了
[00:16:48.820 --> 00:16:52.820]  我們都很想要神同在對不對
[00:16:54.820 --> 00:16:56.820]  這是一個很重要的條件
[00:16:56.820 --> 00:16:58.820]  主的話這樣說
[00:16:58.820 --> 00:17:00.820]  我就去做
[00:17:00.820 --> 00:17:02.820]  所以
[00:17:02.820 --> 00:17:04.820]  聖經
[00:17:04.820 --> 00:17:06.820]  神的話
[00:17:06.820 --> 00:17:08.820]  不是只是來讀的
[00:17:08.820 --> 00:17:10.820]  聖經神的話
[00:17:10.820 --> 00:17:12.820]  我們需要教導
[00:17:12.820 --> 00:17:14.820]  但是教導的目的是要他去怎麼樣
[00:17:14.820 --> 00:17:16.820]  去遵守
[00:17:16.820 --> 00:17:22.820]  所以
[00:17:22.820 --> 00:17:24.820]  這讓我們重新來思想
[00:17:24.820 --> 00:17:26.820]  在我們的教導
[00:17:26.820 --> 00:17:28.820]  在教會裡面
[00:17:28.820 --> 00:17:30.820]  我們常常把教導的工作
[00:17:30.820 --> 00:17:32.820]  放在主日學
[00:17:32.820 --> 00:17:34.820]  是不是
[00:17:34.820 --> 00:17:36.820]  我們教會門訓
[00:17:36.820 --> 00:17:38.820]  我們放在門訓
[00:17:38.820 --> 00:17:40.820]  是不是
[00:17:40.820 --> 00:17:42.820]  但是請你記得一件事情
