
[00:00:00.000 --> 00:00:04.000]  主耶穌,我們感謝禰,因爲禰知道我們的需要
[00:01:38.000 --> 00:01:42.000]  在呼召的時候都會被廣元來到感動我們
[00:01:42.000 --> 00:01:43.000]  就是你永遠相信耶穌
[00:01:43.000 --> 00:01:46.000]  一天天上帝會給我們充滿平安
[00:01:46.000 --> 00:01:48.000]  充滿喜樂和充滿愛
[00:01:48.000 --> 00:01:52.000]  好像我們得到上帝的三封大利是
[00:01:52.000 --> 00:01:55.000]  今天我們重新來看看這三封大利是
[00:01:55.000 --> 00:01:57.000]  究竟我們這麼多年
[00:01:57.000 --> 00:01:58.000]  我們有沒有待穩呢?
[00:01:58.000 --> 00:02:00.000]  我們有沒有用呢?
[00:02:00.000 --> 00:02:02.000]  還是還是藏在牀底呢?
[00:02:02.000 --> 00:02:07.000]  你完全沒有理會上帝給過我們每一個的祝福
[00:02:07.000 --> 00:02:08.000]  我們簡單地說
[00:02:08.000 --> 00:02:10.000]  我們叫信主三寶
[00:02:10.000 --> 00:02:11.000]  不是真人三寶
[00:02:11.000 --> 00:02:13.000]  平安、喜樂和愛
[00:02:13.000 --> 00:02:15.000]  大家怎麼看呢?
[00:02:15.000 --> 00:02:17.000]  應該收了很多年了
[00:02:17.000 --> 00:02:19.000]  穩不穩妥呢?
[00:02:19.000 --> 00:02:21.000]  是不是整天都在你們身邊呢?
[00:02:21.000 --> 00:02:23.000]  覺得足不足夠呢?
[00:02:23.000 --> 00:02:26.000]  但是覺得好像不是很足夠
[00:02:26.000 --> 00:02:28.000]  當我們一直信主的時候
[00:02:28.000 --> 00:02:30.000]  我們發現在我們的生活當中
[00:02:30.000 --> 00:02:34.000]  我們仍然好像遇到很多困難
[00:02:34.000 --> 00:02:36.000]  我們仍然有眼淚的時間
[00:02:36.000 --> 00:02:40.000]  還有我們經常覺得上帝好像愛我們不足夠
[00:02:40.000 --> 00:02:45.000]  你會不會是因爲我們心底裏想的平安、喜樂和愛
[00:02:45.000 --> 00:02:48.000]  好像這個世界的想法是一樣的
[00:02:48.000 --> 00:02:50.000]  一般人什麼叫平安呢?
[00:02:50.000 --> 00:02:52.000]  平安就是事事亨通
[00:02:52.000 --> 00:02:53.000]  無病無災
[00:02:53.000 --> 00:02:55.000]  最重要的是什麼呢?
[00:02:55.000 --> 00:02:59.000]  你看前景是覺得永遠向前
[00:02:59.000 --> 00:03:00.000]  永遠有希望
[00:03:00.000 --> 00:03:02.000]  那你的心就很穩妥了
[00:03:02.000 --> 00:03:04.000]  如果在這個定義裏面
[00:03:04.000 --> 00:03:06.000]  2019年,兄弟姐妹
[00:03:06.000 --> 00:03:08.000]  你好像應該不是很穩妥
[00:03:08.000 --> 00:03:10.000]  因爲去年年底開始一直在吹
[00:03:10.000 --> 00:03:13.000]  就是說2019年的經濟不太好
[00:03:13.000 --> 00:03:16.000]  特別是一些做生意的兄弟姐妹
[00:03:16.000 --> 00:03:19.000]  他們說已經開始聞到味道了
[00:03:19.000 --> 00:03:22.000]  如果我們真的看永遠好景
[00:03:22.000 --> 00:03:25.000]  那我們2019年就沒有什麼平安了
[00:03:25.000 --> 00:03:28.000]  有更多人說中美貿易大戰
[00:03:28.000 --> 00:03:30.000]  就猶如世界大戰之前
[00:03:30.000 --> 00:03:32.000]  讀過書的那幫文科生
[00:03:32.000 --> 00:03:34.000]  就說好像要很多東西
[00:03:34.000 --> 00:03:37.000]  那是不是真的那麼沒有平安呢?
[00:03:37.000 --> 00:03:39.000]  另外如果有人說我們要喜樂
[00:03:39.000 --> 00:03:42.000]  喜樂就不是我們中國人經常說的字
[00:03:42.000 --> 00:03:43.000]  我們都說快樂
[00:03:43.000 --> 00:03:44.000]  但我們不管了
[00:03:44.000 --> 00:03:46.000]  喜樂快樂都要
[00:03:46.000 --> 00:03:48.000]  但心底裏爲什麼會覺得上帝對我們不夠好
[00:03:48.000 --> 00:03:52.000]  就是因爲我們認爲喜樂就是事事如意
[00:03:52.000 --> 00:03:54.000]  沒有苦難,沒有眼淚
[00:03:54.000 --> 00:03:55.000]  常常都很開心
[00:03:55.000 --> 00:03:57.000]  最重要的是什麼?
[00:03:57.000 --> 00:03:58.000]  無憂
[00:03:58.000 --> 00:04:00.000]  永遠都沒有憂慮
[00:04:00.000 --> 00:04:01.000]  就是很開心
[00:04:01.000 --> 00:04:03.000]  愛的定義就更加困難
[00:04:03.000 --> 00:04:05.000]  因爲我們的年齡層比較闊
[00:04:05.000 --> 00:04:08.000]  年輕人已經是透過網絡的世界
[00:04:08.000 --> 00:04:09.000]  他們的愛的定義
[00:04:09.000 --> 00:04:13.000]  和我們那一代對於愛的定義都很多不同
[00:04:13.000 --> 00:04:14.000]  現在什麼叫愛呢?
[00:04:14.000 --> 00:04:15.000]  是叫人見人愛
[00:04:15.000 --> 00:04:16.000]  是人家愛我
[00:04:16.000 --> 00:04:18.000]  他人見我的意思是
[00:04:18.000 --> 00:04:19.000]  要人人都愛我
[00:04:19.000 --> 00:04:21.000]  他沒有說他要愛人人
[00:04:21.000 --> 00:04:23.000]  最重要是你們愛我
[00:04:23.000 --> 00:04:25.000]  而愛的表達
[00:04:25.000 --> 00:04:27.000]  就像朱古力甲花那些
[00:04:27.000 --> 00:04:28.000]  已經夠了
[00:04:28.000 --> 00:04:30.000]  現在需要什麼?
[00:04:30.000 --> 00:04:32.000]  事事遷就我
[00:04:32.000 --> 00:04:35.000]  我們年輕的太太就很明白了
[00:04:35.000 --> 00:04:38.000]  所以年輕的男士目區好像很困難
[00:04:38.000 --> 00:04:39.000]  年輕人那些
[00:04:39.000 --> 00:04:40.000]  但最慘的是
[00:04:40.000 --> 00:04:42.000]  現在無論上午
[00:04:42.000 --> 00:04:43.000]  下午
[00:04:43.000 --> 00:04:44.000]  黃昏
[00:04:44.000 --> 00:04:45.000]  甚至半夜
[00:04:45.000 --> 00:04:47.000]  都在做公圍劇
[00:04:47.000 --> 00:04:50.000]  整天都在教我們什麼是
[00:04:50.000 --> 00:04:51.000]  寵
[00:04:51.000 --> 00:04:53.000]  這個字眼現在是很紅的
[00:04:53.000 --> 00:04:55.000]  不是要你愛我這麼簡單
[00:04:55.000 --> 00:04:57.000]  不是要你對我這麼簡單
[00:04:57.000 --> 00:04:58.000]  是要你什麼?
[00:04:58.000 --> 00:04:59.000]  寵我
[00:04:59.000 --> 00:05:01.000]  寵我的意思是什麼?
[00:05:01.000 --> 00:05:02.000]  無論我多繁華
[00:05:02.000 --> 00:05:03.000]  多無理
[00:05:03.000 --> 00:05:04.000]  你都要一樣
[00:05:04.000 --> 00:05:05.000]  待我如珠如寶
[00:05:05.000 --> 00:05:06.000]  如果你說
[00:05:06.000 --> 00:05:09.000]  哇!信耶穌可以得到這三樣東西
[00:05:09.000 --> 00:05:10.000]  平安喜樂和愛
[00:05:10.000 --> 00:05:12.000]  真是發達了
[00:05:12.000 --> 00:05:13.000]  是不是這樣想?
[00:05:13.000 --> 00:05:15.000]  跟別人說你想多了
[00:05:15.000 --> 00:05:17.000]  信什麼都沒有
[00:05:17.000 --> 00:05:19.000]  你信什麼教都沒有
[00:05:19.000 --> 00:05:20.000]  我想說
[00:05:20.000 --> 00:05:22.000]  是不是真的可以呢?
[00:05:22.000 --> 00:05:24.000]  就會得到平安和喜樂
[00:05:24.000 --> 00:05:26.000]  好像我們這樣想的呢?
[00:05:26.000 --> 00:05:27.000]  如果是這樣想
[00:05:27.000 --> 00:05:29.000]  難怪很多人在報道會完了之後
[00:05:29.000 --> 00:05:32.000]  回教會打個圈就回去了
[00:05:32.000 --> 00:05:34.000]  因爲我都不內板的
[00:05:34.000 --> 00:05:37.000]  這裏說的福氣都不是這樣的
[00:05:37.000 --> 00:05:38.000]  事實上
[00:05:38.000 --> 00:05:39.000]  如果你問我
[00:05:39.000 --> 00:05:44.000]  我們真的要每一件事都滿足到我們的心意
[00:05:44.000 --> 00:05:46.000]  在這個世界上是沒有可能的事
[00:05:46.000 --> 00:05:49.000]  原因第一是因爲平安
[00:05:49.000 --> 00:05:51.000]  平安是一種心態的問題
[00:05:51.000 --> 00:05:54.000]  我們說19年很多人說不好
[00:05:54.000 --> 00:05:55.000]  經濟一般般
[00:05:55.000 --> 00:05:57.000]  樓價會跌
[00:05:57.000 --> 00:05:58.000]  但很坦白
[00:05:58.000 --> 00:06:01.000]  有樓的那些就會憂愁
[00:06:01.000 --> 00:06:03.000]  因爲五好景
[00:06:03.000 --> 00:06:05.000]  沒有樓的那羣
[00:06:05.000 --> 00:06:07.000]  對他們來說是好景
[00:06:07.000 --> 00:06:08.000]  哇!終於到我了
[00:06:08.000 --> 00:06:10.000]  我可以上車了
[00:06:10.000 --> 00:06:12.000]  所以其實同一件事
[00:06:12.000 --> 00:06:16.000]  究竟是一個好還是一個不好
[00:06:16.000 --> 00:06:19.000]  是一個向上還是向下的感覺
[00:06:19.000 --> 00:06:22.000]  其實很憑我們自己在想些什麼
[00:06:22.000 --> 00:06:23.000]  簡單地說
[00:06:23.000 --> 00:06:25.000]  如果真的很不幸
[00:06:25.000 --> 00:06:27.000]  過了年上班沒多久
[00:06:27.000 --> 00:06:28.000]  老實跟你說
[00:06:28.000 --> 00:06:30.000]  我那一年給你大送風
[00:06:30.000 --> 00:06:31.000]  我們都是不行了
[00:06:31.000 --> 00:06:34.000]  做完這個月廠倒閉了
[00:06:34.000 --> 00:06:37.000]  回到家你將你的消息和老婆說的時候
[00:06:37.000 --> 00:06:40.000]  老婆有什麼反應
[00:06:40.000 --> 00:06:41.000]  好了老公
[00:06:41.000 --> 00:06:44.000]  終於可以休息了
[00:06:44.000 --> 00:06:46.000]  我們家很久都沒試過
[00:06:46.000 --> 00:06:47.000]  可以一家人去旅行
[00:06:47.000 --> 00:06:51.000]  我們可以去喫飽
[00:06:51.000 --> 00:06:52.000]  大兄
[00:06:52.000 --> 00:06:54.000]  有這樣的老婆
[00:06:54.000 --> 00:06:55.000]  恭喜你
[00:06:55.000 --> 00:06:56.000]  跟旁邊的人說
[00:06:56.000 --> 00:06:57.000]  你真幸福
[00:06:57.000 --> 00:06:58.000]  有這樣的老婆
[00:06:58.000 --> 00:06:59.000]  是不是
[00:06:59.000 --> 00:07:01.000]  有多少個有
[00:07:01.000 --> 00:07:02.000]  真的不敢說
[00:07:02.000 --> 00:07:03.000]  不敢說
[00:07:03.000 --> 00:07:05.000]  如果你的老婆不是這樣的反應
[00:07:05.000 --> 00:07:08.000]  你既然沒工作怎麼辦
[00:07:08.000 --> 00:07:10.000]  女兒又要學習琴
[00:07:10.000 --> 00:07:13.000]  兒子又要交汽車費
[00:07:13.000 --> 00:07:15.000]  我們的車又在供
[00:07:15.000 --> 00:07:18.000]  我們還怎麼整家人去歐洲
[00:07:18.000 --> 00:07:19.000]  你就發覺
[00:07:19.000 --> 00:07:23.000]  就算那家廠倒閉了
[00:07:23.000 --> 00:07:25.000]  你也想假裝上班
[00:07:25.000 --> 00:07:27.000]  因爲你不想回家
[00:07:27.000 --> 00:07:28.000]  同一件事
[00:07:28.000 --> 00:07:29.000]  不同的人
[00:07:29.000 --> 00:07:30.000]  其實真的有不同的反應
[00:07:30.000 --> 00:07:31.000]  如果你問
[00:07:31.000 --> 00:07:33.000]  你能不能夠得到平安
[00:07:33.000 --> 00:07:35.000]  很在乎你背後
[00:07:35.000 --> 00:07:37.000]  你依靠的是什麼
[00:07:37.000 --> 00:07:38.000]  而希望
[00:07:38.000 --> 00:07:39.000]  有沒有辦法
[00:07:39.000 --> 00:07:41.000]  是一個常樂的人
[00:07:41.000 --> 00:07:43.000]  能不能找到這個世界
[00:07:43.000 --> 00:07:45.000]  永遠都這麼快樂
[00:07:45.000 --> 00:07:46.000]  找到
[00:07:46.000 --> 00:07:49.000]  請大家去葵涌醫院走一圈就行
[00:07:49.000 --> 00:07:51.000]  總會遇到一兩個
[00:07:51.000 --> 00:07:53.000]  很艱難的
[00:07:53.000 --> 00:07:55.000]  而且我們常常都說
[00:07:55.000 --> 00:07:56.000]  上帝你要愛我
[00:07:56.000 --> 00:07:59.000]  你每一件事都應該聽我祈禱
[00:07:59.000 --> 00:08:00.000]  你應該要遷就我
[00:08:00.000 --> 00:08:01.000]  你知道我是軟弱的
[00:08:01.000 --> 00:08:02.000]  你知道我是這樣的
[00:08:02.000 --> 00:08:04.000]  當我們這麼想的時候
[00:08:04.000 --> 00:08:06.000]  其實有時候反過來
[00:08:06.000 --> 00:08:07.000]  弟兄姊妹
[00:08:07.000 --> 00:08:08.000]  在拍拖也好
[00:08:08.000 --> 00:08:09.000]  在結婚也好
[00:08:09.000 --> 00:08:11.000]  你找到一個永遠都遷就你的人
[00:08:11.000 --> 00:08:13.000]  其實你會不會懷疑
[00:08:13.000 --> 00:08:15.000]  這種是真實的愛
[00:08:15.000 --> 00:08:18.000]  愛是不是隻有遷就
[00:08:18.000 --> 00:08:20.000]  我們很多時候
[00:08:20.000 --> 00:08:21.000]  信了主
[00:08:21.000 --> 00:08:24.000]  我們很難真的得到上帝的祝福
[00:08:24.000 --> 00:08:26.000]  其實是上帝有問題
[00:08:26.000 --> 00:08:28.000]  還是我們的思路上有問題
[00:08:28.000 --> 00:08:30.000]  在上一次我們講道里
[00:08:30.000 --> 00:08:32.000]  我用了十五章
[00:08:32.000 --> 00:08:33.000]  講了什麼是信耶穌
[00:08:33.000 --> 00:08:36.000]  信耶穌其實是講關係的建立
[00:08:36.000 --> 00:08:39.000]  而不是我們要得到什麼好處
[00:08:39.000 --> 00:08:42.000]  當然我們信了上帝的時候
[00:08:42.000 --> 00:08:43.000]  我們有很多福氣
[00:08:43.000 --> 00:08:45.000]  是自然而去臨在
[00:08:45.000 --> 00:08:47.000]  但是最重要的點是
[00:08:47.000 --> 00:08:48.000]  究竟我們和上帝
[00:08:48.000 --> 00:08:52.000]  有沒有梔子與葡萄樹的關係
[00:08:52.000 --> 00:08:53.000]  如果你有這種關係
[00:08:53.000 --> 00:08:56.000]  意思就是你沒有耶穌是不行的
[00:08:56.000 --> 00:08:58.000]  梔子在樹上斬下來之後
[00:08:58.000 --> 00:09:00.000]  它就會枯乾
[00:09:00.000 --> 00:09:01.000]  它就會沒有生命
[00:09:01.000 --> 00:09:03.000]  但是耶穌親自爲
[00:09:03.000 --> 00:09:05.000]  祂和門徒之間的關係
[00:09:05.000 --> 00:09:07.000]  落了一個很好的形容詞
[00:09:07.000 --> 00:09:09.000]  愛祂的是什麼
[00:09:09.000 --> 00:09:12.000]  就是遵循祂命令的人
[00:09:12.000 --> 00:09:14.000]  已經和我們想的很不同
[00:09:14.000 --> 00:09:15.000]  什麼叫愛上帝
[00:09:15.000 --> 00:09:16.000]  不是用口說
[00:09:16.000 --> 00:09:17.000]  不是唱詩
[00:09:17.000 --> 00:09:19.000]  很有feel這樣叫愛主
[00:09:19.000 --> 00:09:21.000]  最重要是你沒有遵循祂的話語
[00:09:21.000 --> 00:09:22.000]  耶穌用了十五章
[00:09:22.000 --> 00:09:24.000]  前頭的大部分
[00:09:24.000 --> 00:09:25.000]  去奠定了
[00:09:25.000 --> 00:09:28.000]  這個關係的definition之後
[00:09:28.000 --> 00:09:31.000]  整個氣氛是有很大的轉變的
[00:09:31.000 --> 00:09:34.000]  下半段反而提醒門徒
[00:09:34.000 --> 00:09:37.000]  有一個心理準備
[00:09:37.000 --> 00:09:39.000]  他不是說你來到就很開心
[00:09:39.000 --> 00:09:42.000]  常樂無憂這樣
[00:09:42.000 --> 00:09:43.000]  反而他和門徒說
[00:09:43.000 --> 00:09:45.000]  世界是會恨你們的
[00:09:45.000 --> 00:09:46.000]  原因是什麼
[00:09:46.000 --> 00:09:49.000]  世界是恨耶穌基督的
[00:09:49.000 --> 00:09:50.000]  所以每一個跟從主
[00:09:50.000 --> 00:09:52.000]  你缺席信主的時候
[00:09:52.000 --> 00:09:55.000]  你加入了一個數零一征戰
[00:09:55.000 --> 00:09:57.000]  當你歸向耶穌基督的時候
[00:09:57.000 --> 00:09:59.000]  這個世界就要與你爲敵
[00:09:59.000 --> 00:10:01.000]  因此他用了十六章
[00:10:01.000 --> 00:10:03.000]  很長的篇幅
[00:10:03.000 --> 00:10:06.000]  不斷的去安慰和鼓勵門徒
[00:10:06.000 --> 00:10:09.000]  其實背後他是說一件很簡單的事
[00:10:09.000 --> 00:10:12.000]  就是他叫門徒不需要擔心
[00:10:12.000 --> 00:10:13.000]  好像看起來
[00:10:13.000 --> 00:10:16.000]  門徒是要和耶穌基督分離
[00:10:16.000 --> 00:10:18.000]  但是是很短的時間
[00:10:18.000 --> 00:10:20.000]  因爲當耶穌基督昇天之後
[00:10:20.000 --> 00:10:22.000]  聖靈就會降臨
[00:10:22.000 --> 00:10:24.000]  而聖靈降臨
[00:10:24.000 --> 00:10:25.000]  帶出來的
[00:10:25.000 --> 00:10:28.000]  就是讓門徒得到真正的保護
[00:10:28.000 --> 00:10:30.000]  真正的平安
[00:10:30.000 --> 00:10:31.000]  因爲聖靈的工作
[00:10:31.000 --> 00:10:34.000]  是要讓我們能夠分辨真理
[00:10:34.000 --> 00:10:36.000]  因爲惡者最重要的工作
[00:10:36.000 --> 00:10:38.000]  就是用一些似是如非的
[00:10:38.000 --> 00:10:40.000]  去迷惑我們
[00:10:40.000 --> 00:10:42.000]  令我們在真理上有很多的懷疑
[00:10:42.000 --> 00:10:44.000]  唯有聖靈來到的時候
[00:10:44.000 --> 00:10:45.000]  他才能夠保護我們
[00:10:45.000 --> 00:10:47.000]  讓我們有分辨的能力
[00:10:47.000 --> 00:10:50.000]  同時聖靈是將喜樂賜給我們
[00:10:50.000 --> 00:10:52.000]  因爲他將我們面對
[00:10:52.000 --> 00:10:56.000]  這個世界一切的艱難的能力之下
[00:10:56.000 --> 00:10:58.000]  當我們有能力面對的時候
[00:10:58.000 --> 00:11:00.000]  我們的心就能夠充滿了喜樂
[00:11:00.000 --> 00:11:02.000]  最後那部分他說
[00:11:02.000 --> 00:11:06.000]  我們得到的是上帝父神的愛
[00:11:06.000 --> 00:11:07.000]  所以簡單
[00:11:07.000 --> 00:11:08.000]  在聖經裏面如果要找
[00:11:08.000 --> 00:11:11.000]  這三方面的口語法
[00:11:11.000 --> 00:11:12.000]  講完都會說
[00:11:12.000 --> 00:11:13.000]  有平安有愛
[00:11:13.000 --> 00:11:15.000]  其實你去細心地讀
[00:11:15.000 --> 00:11:17.000]  約翰福音的十六章
[00:11:17.000 --> 00:11:19.000]  你就會看到耶穌苦口婆心的
[00:11:19.000 --> 00:11:21.000]  是去安慰門徒
[00:11:21.000 --> 00:11:22.000]  是不需要害怕
[00:11:22.000 --> 00:11:23.000]  這三樣東西
[00:11:23.000 --> 00:11:25.000]  是耶穌基督賜給我們
[00:11:25.000 --> 00:11:27.000]  每一個跟從祂的人
[00:11:27.000 --> 00:11:29.000]  在十六章的尾段
[00:11:29.000 --> 00:11:31.000]  他將上面重重豐富的事
[00:11:31.000 --> 00:11:33.000]  講給你們聽
[00:11:33.000 --> 00:11:35.000]  講給門徒聽
[00:11:35.000 --> 00:11:37.000]  是要叫門徒在主的裏面
[00:11:37.000 --> 00:11:39.000]  有那份平安
[00:11:39.000 --> 00:11:41.000]  爲什麼需要他們有平安
[00:11:41.000 --> 00:11:43.000]  正因爲世界有苦難
[00:11:43.000 --> 00:11:45.000]  世界沒有苦難
[00:11:45.000 --> 00:11:46.000]  一向都是平安的
[00:11:46.000 --> 00:11:48.000]  耶穌說世界是本有苦難
[00:11:48.000 --> 00:11:51.000]  這個苦難不是說天災人
[00:11:51.000 --> 00:11:53.000]  我知道當我們傳福音的時候
[00:11:53.000 --> 00:11:55.000]  無論我們說得多好
[00:11:55.000 --> 00:11:57.000]  或者我們的見證多感動
[00:11:57.000 --> 00:11:59.000]  臨尾臨門
[00:11:59.000 --> 00:12:00.000]  人不想缺自信主
[00:12:00.000 --> 00:12:02.000]  他肯定會提出挑戰
[00:12:02.000 --> 00:12:04.000]  你的上帝那麼好
[00:12:04.000 --> 00:12:06.000]  爲什麼有那麼多天災
[00:12:06.000 --> 00:12:08.000]  你的上帝那麼有慈愛
[00:12:08.000 --> 00:12:09.000]  那麼有能力
[00:12:09.000 --> 00:12:11.000]  他爲什麼不阻止海嘯
[00:12:11.000 --> 00:12:13.000]  爲什麼要殺死那麼多無辜的人
[00:12:13.000 --> 00:12:15.000]  往往當這一招一出的時候
[00:12:15.000 --> 00:12:17.000]  我們傳福音就不知道怎麼辦
[00:12:17.000 --> 00:12:19.000]  最怕是不知道怎麼回答
[00:12:19.000 --> 00:12:20.000]  弟兄姊妹
[00:12:20.000 --> 00:12:22.000]  我們冷靜點去面對一下
[00:12:22.000 --> 00:12:24.000]  其實天災人禍
[00:12:24.000 --> 00:12:26.000]  我們所面對的所有事情
[00:12:26.000 --> 00:12:30.000]  難道真的是上帝爲我們安排的嗎
[00:12:30.000 --> 00:12:32.000]  我們有很多語病
[00:12:32.000 --> 00:12:34.000]  我們看看上帝在這件事情裏
[00:12:34.000 --> 00:12:36.000]  怎麼帶領我們
[00:12:36.000 --> 00:12:39.000]  可以經過我們背後得到什麼束縛
[00:12:39.000 --> 00:12:41.000]  說起來好像很好聽
[00:12:41.000 --> 00:12:42.000]  但是心裏就會覺得
[00:12:42.000 --> 00:12:44.000]  好像上帝在作弄我們
[00:12:44.000 --> 00:12:47.000]  爲什麼又會讓我遇到這些事情
[00:12:47.000 --> 00:12:48.000]  弟兄姊妹
[00:12:48.000 --> 00:12:53.000]  從來上帝不需要用苦難來作弄我們
[00:12:53.000 --> 00:12:55.000]  我們本身就是一個苦難的世界
[00:12:55.000 --> 00:12:57.000]  進入這個世界的時候
[00:12:57.000 --> 00:13:02.000]  我們沒辦法脫離人世間所有的困難
[00:13:02.000 --> 00:13:03.000]  生老病死
[00:13:03.000 --> 00:13:06.000]  也是我們必經過的階段
[00:13:06.000 --> 00:13:07.000]  正因爲這樣
[00:13:07.000 --> 00:13:10.000]  耶穌說我要叫你們在我裏得到平安
[00:13:10.000 --> 00:13:13.000]  在耶穌裏得到那份平安
[00:13:13.000 --> 00:13:14.000]  原因是什麼
[00:13:14.000 --> 00:13:17.000]  是因爲耶穌基督已經勝過這個世界
[00:13:17.000 --> 00:13:20.000]  神官對於我們信主是很重要的
[00:13:20.000 --> 00:13:21.000]  如果神官不清楚
[00:13:21.000 --> 00:13:24.000]  很多事情就會令我們動搖
[00:13:24.000 --> 00:13:28.000]  我們相信上帝除了是一位創造的上帝之外
[00:13:28.000 --> 00:13:29.000]  最重要的是
[00:13:29.000 --> 00:13:31.000]  祂是一位救贖主
[00:13:31.000 --> 00:13:33.000]  如果我們創造了一件事出來
[00:13:33.000 --> 00:13:34.000]  多漂亮也好
[00:13:34.000 --> 00:13:35.000]  做得多美好也好
[00:13:35.000 --> 00:13:37.000]  破壞了就算了
[00:13:37.000 --> 00:13:39.000]  破壞了就丟掉
[00:13:39.000 --> 00:13:41.000]  再做一遍
[00:13:41.000 --> 00:13:43.000]  我剛纔遇到一位弟兄
[00:13:43.000 --> 00:13:45.000]  那張桌子破了
[00:13:45.000 --> 00:13:46.000]  破了一個洞
[00:13:46.000 --> 00:13:47.000]  弄多久也弄不定
[00:13:47.000 --> 00:13:49.000]  其實他說不如丟掉去買一張
[00:13:49.000 --> 00:13:50.000]  但那張桌子只是一年
[00:13:50.000 --> 00:13:52.000]  覺得好像很不環保
[00:13:52.000 --> 00:13:53.000]  但你想環保也很艱難
[00:13:53.000 --> 00:13:55.000]  很難去搞到維修這件事
[00:13:55.000 --> 00:13:57.000]  上帝愛這個世界
[00:13:57.000 --> 00:13:59.000]  不僅是祂創造了這個世界
[00:13:59.000 --> 00:14:02.000]  當世界陷在最終一塌糊塗
[00:14:02.000 --> 00:14:04.000]  沒得救的時候
[00:14:04.000 --> 00:14:06.000]  耶穌基督親自來
[00:14:06.000 --> 00:14:08.000]  成爲我們的救贖主
[00:14:08.000 --> 00:14:10.000]  將世界重新挽回
[00:14:10.000 --> 00:14:11.000]  因此你就知道
[00:14:11.000 --> 00:14:12.000]  十四章一至三節
[00:14:12.000 --> 00:14:15.000]  爲什麼用了那麼多安慰的說話
[00:14:15.000 --> 00:14:17.000]  叫門徒心裏不要憂愁
[00:14:17.000 --> 00:14:20.000]  憂愁這件事很吞噬我們
[00:14:20.000 --> 00:14:23.000]  因爲它好像和平安是冤家一樣
[00:14:23.000 --> 00:14:24.000]  當你憂愁的時候
[00:14:24.000 --> 00:14:25.000]  你就很難有平安
[00:14:25.000 --> 00:14:27.000]  但這兩種感覺
[00:14:27.000 --> 00:14:31.000]  都是源自我們自己的評估機制
[00:14:31.000 --> 00:14:34.000]  同一件事我預計它向好的
[00:14:34.000 --> 00:14:37.000]  我就覺得我平安和開心
[00:14:37.000 --> 00:14:39.000]  你覺得你那層樓升值
[00:14:39.000 --> 00:14:40.000]  你就已經開心了
[00:14:40.000 --> 00:14:42.000]  但其實你從來都沒拿過錢
[00:14:42.000 --> 00:14:43.000]  因爲你還沒賣
[00:14:43.000 --> 00:14:44.000]  你還要住
[00:14:44.000 --> 00:14:46.000]  但你的心就很開心
