
[00:00:00.000 --> 00:00:03.740]  親愛的弟兄姐妹朋友們,很高興再次能夠來到你的家中,
[00:02:58.200 --> 00:03:04.800]  我們長期的在居家隔離,還要保持社交距離。
[00:03:04.800 --> 00:03:07.500]  你說我們苦不苦啊?真的很苦啊!
[00:03:07.500 --> 00:03:09.500]  而且到了如今已經是多少天了?
[00:03:09.500 --> 00:03:12.600]  已經是一百二十五天,如果你有計算的話,
[00:03:12.600 --> 00:03:16.800]  已經是一百二十五天居家隔離了。
[00:03:16.800 --> 00:03:20.300]  其實,一百二十五天讓很多人受不了。
[00:03:20.300 --> 00:03:23.300]  你不要說一百二十五天,十幾天就有人受不了了。
[00:03:23.300 --> 00:03:28.300]  十幾天之後,我在馬來西亞的高中同學就寄來這樣一個圖片,你看看。
[00:03:28.300 --> 00:03:33.300]  他在家裏十三天,體溫正常,呼吸正常,飲食正常,
[00:03:33.300 --> 00:03:37.300]  體重異常,精神適常。
[00:03:37.300 --> 00:03:45.300]  你可以想象,一百二十五天,肯定體重非常異常,精神完全適常。
[00:03:45.300 --> 00:03:51.300]  我們長期在這樣一個勞苦重擔底下,
[00:03:51.300 --> 00:03:56.300]  我們就好像一個農夫揹着千斤的重擔走在漫長的環璃路上,
[00:03:56.300 --> 00:03:59.300]  不知道什麼時候可以走到家。
[00:03:59.300 --> 00:04:01.300]  我們在這個長期的疫情底下,
[00:04:01.300 --> 00:04:06.300]  我們心中你們的壓力,身心靈的壓力是何等何等的重大?
[00:04:06.300 --> 00:04:10.300]  其實,我們的身心靈就好像一個油桶一樣,
[00:04:10.300 --> 00:04:15.300]  當你的油桶或者油箱裝滿了油以後,你的身心靈就健康。
[00:04:15.300 --> 00:04:20.300]  但是當你的油箱或者油桶在這漫長的疫情裏面,
[00:04:20.300 --> 00:04:23.300]  慢慢地慢慢地減少的時候,
[00:04:23.300 --> 00:04:27.300]  就好像車輪胎的氣慢慢慢慢地漏去的時候,
[00:04:27.300 --> 00:04:31.300]  你越沒有將那個油在你的油箱裏面,
[00:04:31.300 --> 00:04:35.300]  你的身心靈都受到極大極大的影響。
[00:04:35.300 --> 00:04:38.300]  因此今天早上我要特別跟你分享,
[00:04:38.300 --> 00:04:43.300]  在疫情當中我們如何能夠在身心靈上都健康?阿們。
[00:04:43.300 --> 00:04:47.300]  如何在身心靈上都能夠健康?
[00:04:47.300 --> 00:04:50.300]  因爲神照我們的時候,祂是非常的愛我們,
[00:04:50.300 --> 00:04:53.300]  祂關心我們身心靈的健康。
[00:04:53.300 --> 00:04:57.300]  首先我們先來思想,身體上怎樣得安息?
[00:04:57.300 --> 00:05:01.300]  身體上得安息,我們就才能夠健康活潑。
[00:05:01.300 --> 00:05:05.300]  告訴你自己說,身體上要得安息,才能夠健康活潑。
[00:05:05.300 --> 00:05:09.300]  耶穌說,到我這裏來的人,不論你多麼大的勞苦重擔,
[00:05:09.300 --> 00:05:13.300]  可以來到我這裏來,來到耶穌這裏來,
[00:05:13.300 --> 00:05:17.300]  我就使你們得安息。
[00:05:17.300 --> 00:05:20.300]  你可否知道,我們的主耶穌基督在世上的時候,
[00:05:20.300 --> 00:05:24.300]  祂不但關心我們的靈魂是否能夠得救,
[00:05:24.300 --> 00:05:26.300]  是否能夠享受永生的生命,
[00:05:26.300 --> 00:05:30.300]  祂也關心我們身心靈的需要,
[00:05:30.300 --> 00:05:32.300]  我們的身體的需要祂也要關心,
[00:05:32.300 --> 00:05:35.300]  因爲我們的身體乃是祂聖靈的殿。
[00:05:35.300 --> 00:05:39.300]  所以在《鐵撒羅尼加全書》第五章二十三節,
[00:05:39.300 --> 00:05:42.300]  很清楚告訴我們說,願賜平安的神,
[00:05:42.300 --> 00:05:45.300]  親自使你們全然成聖,
[00:05:45.300 --> 00:05:48.300]  又願你們的靈與魂與身子,
[00:05:48.300 --> 00:05:49.300]  什麼是靈?
[00:05:49.300 --> 00:05:52.300]  就是我們的屬靈的生命,我們內在的人。
[00:05:52.300 --> 00:05:55.300]  魂講到我們的情感,我們的身子,
[00:05:55.300 --> 00:05:59.300]  講到我們的身體都要得蒙保守。
[00:05:59.300 --> 00:06:04.300]  在我主耶穌基督降臨的時候,完全無可指責,
[00:06:04.300 --> 00:06:09.300]  完全健康活潑,充滿神的同在。
[00:06:09.300 --> 00:06:12.300]  所以神關心你,不但你的靈魂得救,
[00:06:12.300 --> 00:06:17.300]  你的身心靈也要完全健康,阿們。
[00:06:17.300 --> 00:06:21.300]  當時我們知道,在目前這樣的疫情底下,
[00:06:21.300 --> 00:06:27.300]  我們大家都生活在一個非常緊繃的環境底下,
[00:06:27.300 --> 00:06:30.300]  許多因爲在壓力底下,不知道該怎麼辦。
[00:06:30.300 --> 00:06:35.300]  因此今天要告訴大家,三方面如何在身體上,
[00:06:35.300 --> 00:06:38.300]  我們能夠得安息,能夠健康活潑。
[00:06:38.300 --> 00:06:43.300]  首先第一,你要建立及保持新的日常生活。
[00:06:43.300 --> 00:06:46.300]  告訴你自己說,你要建立,不但要建立,
[00:06:46.300 --> 00:06:52.300]  而且要保持新的日常生活,新的routine。
[00:06:52.300 --> 00:06:54.300]  我想大家都已經知道,
[00:06:54.300 --> 00:06:59.300]  你已經不能夠再回到你過去的日常生活習慣,
[00:06:59.300 --> 00:07:03.300]  你過去的routine已經回不去了。
[00:07:03.300 --> 00:07:06.300]  你有沒有想到過去,每天早上起來,
[00:07:06.300 --> 00:07:10.300]  還要爲孩子們預備早餐,預備便當,
[00:07:10.300 --> 00:07:13.300]  匆匆忙忙還要把他們送到學校裏面去上課,
[00:07:13.300 --> 00:07:15.300]  然後自己纔去上班。
[00:07:15.300 --> 00:07:19.300]  許多時候我們在家,日常生活我們都已經習慣了,
[00:07:19.300 --> 00:07:24.300]  但是如今,我們新的日常生活完全被顛倒了,
[00:07:24.300 --> 00:07:26.300]  完全不再一樣了。
[00:07:26.300 --> 00:07:30.300]  我們在家上班,還要照顧在家,
[00:07:30.300 --> 00:07:34.300]  在學校沒有放假之前,照顧在家上課的孩子,
[00:07:34.300 --> 00:07:36.300]  要充當班主任。
[00:07:36.300 --> 00:07:38.300]  就好像這位媽媽一樣,你看這個圖片。
[00:07:38.300 --> 00:07:42.300]  在家上班,三個學齡的孩子怎麼辦呢?
[00:07:42.300 --> 00:07:45.300]  告訴你,千萬不要在家模仿。
[00:07:45.300 --> 00:07:49.300]  在這樣的情況底下,真的好大的壓力。
[00:07:49.300 --> 00:07:56.300]  因此你要開始爲你建立一個新的routine。
[00:07:56.300 --> 00:07:58.300]  爲什麼routine那麼重要?
[00:07:58.300 --> 00:08:00.300]  爲什麼日常生活那麼重要?
[00:08:00.300 --> 00:08:05.300]  日常生活,特別在這些許多不知數、未知數、不穩定的情況底下,
[00:08:05.300 --> 00:08:08.300]  你要能夠有一個穩定性。
[00:08:08.300 --> 00:08:14.300]  所以你的routine,你的日常生活,能夠給你帶來你生活的穩定性。
[00:08:14.300 --> 00:08:16.300]  你每天起來知道你要做什麼,
[00:08:16.300 --> 00:08:20.300]  你知道你下午要做什麼,早上要做什麼,晚上要做什麼。
[00:08:20.300 --> 00:08:24.300]  首先我們可以說,你的日常生活,你的工作,上下班。
[00:08:24.300 --> 00:08:29.300]  你不能再像以前一樣,早上去上班,班完以後就可以下班。
[00:08:29.300 --> 00:08:35.300]  現在你完全是要改變,完全都是在家裏面上班,
[00:08:35.300 --> 00:08:38.300]  還有孩子在旁邊吵吵鬧鬧。
[00:08:38.300 --> 00:08:41.300]  所以一位弟兄就分享說,他現在在家上班,
[00:08:41.300 --> 00:08:47.300]  每天下午當他下班之後,他沒有直接的與家人做任何的談話,
[00:08:47.300 --> 00:08:51.300]  他先走到外面去,自己在外面散步15分鐘,
[00:08:51.300 --> 00:08:56.300]  一面聽音樂,一面來思想今天工作裏面所處理的一些問題,
[00:08:56.300 --> 00:08:59.300]  然後纔回到家中跟家人來互動。
[00:08:59.300 --> 00:09:00.300]  爲什麼如此做呢?
[00:09:00.300 --> 00:09:04.300]  他免得把工作上所帶來的壓力,工作上所帶來的問題,
[00:09:04.300 --> 00:09:08.300]  能夠發泄到他的孩子,他的家人身上。
[00:09:08.300 --> 00:09:12.300]  這是什麼?這是新的工作上下班。
[00:09:12.300 --> 00:09:15.300]  他叫這個什麼?這個叫模擬下班。
[00:09:15.300 --> 00:09:18.300]  Virtual Commute,模擬下班。
[00:09:18.300 --> 00:09:22.300]  好像自己每天都要開15分鐘的車程去到公司,
[00:09:22.300 --> 00:09:26.300]  15分鐘的車程回到家中,如今,
[00:09:26.300 --> 00:09:30.300]  他就好像到外面走一圈15分鐘,模擬上下班一樣,
[00:09:30.300 --> 00:09:33.300]  讓他的心情能夠得以紓解。
[00:09:33.300 --> 00:09:37.300]  還有,你跟家人的互動也不再一樣了。
[00:09:37.300 --> 00:09:40.300]  以前你沒有這麼長的時間在家裏面,
[00:09:40.300 --> 00:09:43.300]  現在你每天對着你的配偶,每天對着你的孩子,
[00:09:43.300 --> 00:09:46.300]  你不知道該怎麼辦。
[00:09:46.300 --> 00:09:48.300]  因此你在上班的時間,你要好好來思想,
[00:09:48.300 --> 00:09:52.300]  你要怎麼來調整一下你的日常生活,
[00:09:52.300 --> 00:09:55.300]  想一想如何家人的互動。
[00:09:55.300 --> 00:09:58.300]  過去你可能一直想要跟家人一起喫晚餐的時間,
[00:09:58.300 --> 00:10:01.300]  現在終於時間來了,機會來了。
[00:10:01.300 --> 00:10:06.300]  你可以安排每天一段時間跟你的家人一起喫晚飯,
[00:10:06.300 --> 00:10:09.300]  有一段輕鬆的時間彼此能夠溝通,
[00:10:09.300 --> 00:10:14.300]  甚至也安排在你工作之間有一些休閒的時間,
[00:10:14.300 --> 00:10:21.300]  讓你和孩子一起玩遊戲,甚至一起去外面散散步。
[00:10:21.300 --> 00:10:24.300]  最近我們有一位童工,在星期一休息的時候,
[00:10:24.300 --> 00:10:27.300]  他帶領了全家到聖德克魯斯海邊去走一走。
[00:10:27.300 --> 00:10:29.300]  他說,哇,他們走到海邊去的時候,
[00:10:29.300 --> 00:10:35.300]  看到這個朗朗的天空,漂亮的海洋,心中就非常的歡喜快樂。
[00:10:35.300 --> 00:10:42.300]  因此你要學習如何重新建立你的日常生活,你的routine,
[00:10:42.300 --> 00:10:46.300]  同時間要保持這樣的一個routine,日常生活,
[00:10:46.300 --> 00:10:50.300]  讓你的生活有秩序,能夠帶來給你穩定性,
[00:10:50.300 --> 00:10:53.300]  也會幫助你的心情會越來越好。
[00:10:53.300 --> 00:10:58.300]  第二方面,要享受有營養又健康的飲食。
[00:10:58.300 --> 00:11:01.300]  我想大家都知道,但是特別是在疫情期間,
[00:11:01.300 --> 00:11:04.300]  我們大家開始非常的懶散了,
[00:11:04.300 --> 00:11:08.300]  特別是當你在壓力底下,或者心中有一點點憂慮的時候,
[00:11:08.300 --> 00:11:14.300]  有些人就以食物來取代,想要暫時忘記他的憂慮或者壓力,
[00:11:14.300 --> 00:11:19.300]  那就可想而知,肯定要加重,肯定要加胖了。
[00:11:19.300 --> 00:11:23.300]  因此你要來思想怎樣喫一些有營養又健康的飲食,
[00:11:23.300 --> 00:11:27.300]  包括你的保險公司,或者你的醫院,
[00:11:27.300 --> 00:11:31.300]  常常有發信來通知你,告訴你說要喫一些有營養又健康的食物,
[00:11:31.300 --> 00:11:37.300]  特別是那些食物可以幫助我們,增加我們抵抗力的。
[00:11:37.300 --> 00:11:44.300]  你可否知道有一個叫食物三角形,金字塔,Food Pyramid,
[00:11:44.300 --> 00:11:47.300]  如果你很久沒有參考的話,不妨去看看這個Food Pyramid,
[00:11:47.300 --> 00:11:52.300]  往裏面告訴我們哪一些食物我們可以多喫,哪一些食物我們可以少喫,
[00:11:52.300 --> 00:11:56.300]  特別是糖分很高的,特別是卡路里很高的,
[00:11:56.300 --> 00:12:01.300]  我們要如何保持我們身體的健康,我們飲食非常的重要,
[00:12:01.300 --> 00:12:04.300]  你喫什麼,你就成爲什麼。
[00:12:04.300 --> 00:12:11.300]  只要記得注意你的飲食的健康,多喫一些能夠增加你免疫系統的這些食物。
[00:12:11.300 --> 00:12:16.300]  我們家一家四口居家隔離一百多天,每天在家三餐都在這裏喫。
[00:12:16.300 --> 00:12:23.300]  你的師母跟我們就儘量能夠安排健康又營養的食物給孩子們喫,
[00:12:23.300 --> 00:12:27.300]  你看看我們其中那個晚餐,下一張圖畫。
[00:12:27.300 --> 00:12:31.300]  哇,你說牧師喫得那麼健康,難怪身體保持得那麼好。
[00:12:31.300 --> 00:12:34.300]  我們儘量多喫一點蔬菜水果,
[00:12:34.300 --> 00:12:39.300]  讓我們的身體能夠健康,能夠增加我們的免疫系統。
[00:12:39.300 --> 00:12:41.300]  這是你我都可以做的,
[00:12:41.300 --> 00:12:47.300]  而且你可以安排每天的三餐如何能夠吸收足夠的營養,
[00:12:47.300 --> 00:12:50.300]  你的身體的抵抗力能夠越來越強。
[00:12:50.300 --> 00:12:54.300]  第三方面,你要培養有創意的運動和休息。
[00:12:54.300 --> 00:12:58.300]  培養有創意的運動和休息,我們先來講休息好了。
[00:12:58.300 --> 00:13:03.300]  特別是在許多的未知數,前途未知,
[00:13:03.300 --> 00:13:06.300]  疫情不知何時了,育苗不知何時有,
[00:13:06.300 --> 00:13:11.300]  在這種未知的情況底下,我們都在壓力鍋底下生活。
[00:13:11.300 --> 00:13:16.300]  因此,最容易影響的是我們的睡眠。
[00:13:16.300 --> 00:13:19.300]  所以這個CDC,這個美國病毒中心,
[00:13:19.300 --> 00:13:21.300]  就說在這樣的疫情當中,
[00:13:21.300 --> 00:13:26.300]  首先帶來給大家的是一個心中裏面的恐懼,
[00:13:26.300 --> 00:13:30.300]  除此之外,另外一個非常非常要命的就是,
[00:13:30.300 --> 00:13:33.300]  大家很難睡覺。
[00:13:33.300 --> 00:13:37.300]  大家睡眠不足,很多人不能夠睡覺。
[00:13:37.300 --> 00:13:40.300]  你想想看,我們每天都需要七八個小時的睡眠,
[00:13:40.300 --> 00:13:42.300]  這個睡眠是最好的補藥,
[00:13:42.300 --> 00:13:46.300]  可以幫助我們的器官能夠重新恢復更新,
[00:13:46.300 --> 00:13:49.300]  也幫助我們的免疫系統能夠加強。
[00:13:49.300 --> 00:13:51.300]  想想看,一旦我們的睡眠不好的話,
[00:13:51.300 --> 00:13:55.300]  我們的心情就不好了,我們的脾氣就不好了。
[00:13:55.300 --> 00:13:57.300]  好像緊繃的雪泥一樣,
[00:13:57.300 --> 00:14:00.300]  不小心一碰,我們就要開始發脾氣,
[00:14:00.300 --> 00:14:02.300]  要開始別人爭吵了。
[00:14:02.300 --> 00:14:08.300]  最近我聽到在牧區裏面有不少的夫妻,
[00:14:08.300 --> 00:14:11.300]  就在這樣緊繃的環境底下,
[00:14:11.300 --> 00:14:12.300]  沒有辦法好好地睡眠,
[00:14:12.300 --> 00:14:17.300]  因此夫妻常常爲了對方講了一句不留心的話,
[00:14:17.300 --> 00:14:21.300]  或者做了一個不大體貼的行動,
[00:14:21.300 --> 00:14:23.300]  大家就吵得面紅耳赤,
[00:14:23.300 --> 00:14:27.300]  而且有時還會動起手來求神幫助我們。
[00:14:27.300 --> 00:14:31.300]  我們可知道當我們能夠躺下來睡眠的時候,
[00:14:31.300 --> 00:14:32.300]  那是神給我們的一個恩典。
[00:14:32.300 --> 00:14:34.300]  那你說我不能夠睡覺怎麼辦呢?
[00:14:34.300 --> 00:14:37.300]  有人建議說你不能睡覺的話,你可以聽一聽《詐美師》。
[00:14:37.300 --> 00:14:41.300]  我們有很多的專輯,你可以聽一聽《詐美師》歌,
[00:14:41.300 --> 00:14:43.300]  或者讀一篇詩篇,
[00:14:43.300 --> 00:14:44.300]  因爲專家都告訴我們,
[00:14:44.300 --> 00:14:48.300]  你臨睡之前要做一些輕鬆的事情,
[00:14:48.300 --> 00:14:51.300]  不要讓你感覺到很大的壓力的事情,
[00:14:51.300 --> 00:14:53.300]  要做一些輕鬆的事情,聽聽音樂,
[00:14:53.300 --> 00:14:57.300]  聽聽《詐美師》歌,讀一篇詩篇。
[00:14:57.300 --> 00:14:59.300]  甚至有人告訴我們說,
[00:14:59.300 --> 00:15:04.300]  聽聽我們逐日的講道會讓他們很快就睡着了。
[00:15:04.300 --> 00:15:07.300]  沒想到我們逐日的講道還可以有催眠的作用。
[00:15:07.300 --> 00:15:09.300]  我問女兒說,你睡不着覺你怎麼做呢?
[00:15:09.300 --> 00:15:12.300]  她說,我睡不着覺就開始禱告。
[00:15:12.300 --> 00:15:14.300]  當你一開始禱告的時候,
[00:15:14.300 --> 00:15:18.300]  你發現禱告不久,你不知不覺就已經入睡了,
[00:15:18.300 --> 00:15:20.300]  一禱告就到天亮了。
[00:15:20.300 --> 00:15:22.300]  其實詩人也是如此告訴我們,
[00:15:22.300 --> 00:15:26.300]  睡眠是神給我們的,神使我們能夠安然入睡。
[00:15:26.300 --> 00:15:29.300]  所以在詩篇第四章第八節告訴我們,
[00:15:29.300 --> 00:15:33.300]  他說,我必安然躺下睡覺,
[00:15:33.300 --> 00:15:39.300]  因爲獨有你,耶和華,使我安然居住。
[00:15:39.300 --> 00:15:40.300]  當你睡不着覺的時候,
[00:15:40.300 --> 00:15:42.300]  你可以來到神面前向神禱告說,
[00:15:42.300 --> 00:15:46.300]  神啊,是禰使我能夠平平安安地居住,
[00:15:46.300 --> 00:15:49.300]  是禰使我在疫情當中能夠平安無事,
[00:15:49.300 --> 00:15:53.300]  是禰使我能夠安然地躺下睡覺。
[00:15:53.300 --> 00:15:54.300]  神每次來到神面前的時候,
[00:15:54.300 --> 00:15:56.300]  你如此地禱告,
[00:15:56.300 --> 00:15:58.300]  神讓你能夠很快地入睡。
[00:15:58.300 --> 00:15:59.300]  我們知道說,
[00:15:59.300 --> 00:16:03.300]  我們的睡眠跟我們的運動非常有關係的。
[00:16:03.300 --> 00:16:05.300]  當你白天如果有適當的運動的時候,
[00:16:05.300 --> 00:16:07.300]  你的血液循環好的話,
[00:16:07.300 --> 00:16:10.300]  你晚上也比較容易能夠入睡。
[00:16:10.300 --> 00:16:12.300]  特別是在這一段時間裏面,
[00:16:12.300 --> 00:16:14.300]  你真的是要有創意來思想,
[00:16:14.300 --> 00:16:17.300]  怎樣能夠增加你的運動時間。
[00:16:17.300 --> 00:16:21.300]  過去你可以到健身房或者是體育館裏面做一些,
[00:16:21.300 --> 00:16:23.300]  你想過去所做的一些健身的運動,
[00:16:23.300 --> 00:16:25.300]  如今這些都關閉了。
[00:16:25.300 --> 00:16:27.300]  因此你要用你的創意來思想,
[00:16:27.300 --> 00:16:29.300]  到底可以做哪些運動呢?
[00:16:29.300 --> 00:16:31.300]  當然你可以做一些炸美操啦,
[00:16:31.300 --> 00:16:33.300]  有些人可以舞旗啦,
[00:16:33.300 --> 00:16:34.300]  有些人甚至可以怎麼樣,
[00:16:34.300 --> 00:16:35.300]  很好的運動是什麼?
[00:16:35.300 --> 00:16:37.300]  可以散步啊。
[00:16:37.300 --> 00:16:38.300]  其實醫生有告訴我們,
[00:16:38.300 --> 00:16:40.300]  特別是我們到了中年以後,
[00:16:40.300 --> 00:16:43.300]  散步乃是我們中年人最好的一個運動。
[00:16:43.300 --> 00:16:46.300]  每天至少走個五千到一萬步,
[00:16:46.300 --> 00:16:47.300]  大概多久時間呢?
[00:16:47.300 --> 00:16:50.300]  大概是半個小時到一個小時的時間。
[00:16:50.300 --> 00:16:52.300]  你可以不需要早上走一萬步,
[00:16:52.300 --> 00:16:53.300]  你可以早上走五千步,
[00:16:53.300 --> 00:16:55.300]  傍晚再走五千步。
[00:16:55.300 --> 00:16:58.300]  因此我已經有這個習慣做了好多年。
[00:16:58.300 --> 00:16:59.300]  居家隔離的時候,
[00:16:59.300 --> 00:17:02.300]  更是鼓勵我兩個女兒跟我一起去散步。
[00:17:02.300 --> 00:17:03.300]  你可以到湖邊散步,
[00:17:03.300 --> 00:17:04.300]  我看看這張圖畫,
[00:17:04.300 --> 00:17:06.300]  看到湖邊散步。
[00:17:06.300 --> 00:17:07.300]  而且我們一面散步,
[00:17:07.300 --> 00:17:08.300]  一面談話,
[00:17:08.300 --> 00:17:09.300]  一面散步,
[00:17:09.300 --> 00:17:12.300]  甚至可以一面來禱告,
[00:17:12.300 --> 00:17:13.300]  行盡禱告嘛。
[00:17:13.300 --> 00:17:15.300]  一面爲你的社區來禱告,
[00:17:15.300 --> 00:17:18.300]  每天早上我就有三十分鐘左右的時間,
[00:17:18.300 --> 00:17:21.300]  我就在我的居家附近站在那裏行盡禱告,
[00:17:21.300 --> 00:17:22.300]  爲屈母禱告,
[00:17:22.300 --> 00:17:23.300]  爲小族長禱告,
[00:17:23.300 --> 00:17:24.300]  爲弟童姐妹禱告,
[00:17:24.300 --> 00:17:26.300]  爲教會的牧者同盟禱告。
[00:17:26.300 --> 00:17:28.300]  半個小時用翻眼禱告,
[00:17:28.300 --> 00:17:30.300]  過了以後就把所有要禱告的事項,
[00:17:30.300 --> 00:17:33.300]  在這半個小時裏面加上翻眼禱告,
[00:17:33.300 --> 00:17:35.300]  都已經完成了。
[00:17:35.300 --> 00:17:41.300]  不但讓我的禱告能夠非常非常地持續,
[00:17:41.300 --> 00:17:43.300]  也讓我在外面行走的時候,
[00:17:43.300 --> 00:17:44.300]  也可以曬曬太陽。
[00:17:44.300 --> 00:17:45.300]  你可不知道,
[00:17:45.300 --> 00:17:47.300]  很多專家都告訴我們,
[00:17:47.300 --> 00:17:51.300]  Vitamin D 乃是最好的免疫系統,
[00:17:51.300 --> 00:17:53.300]  特別是針對這樣的一個病毒。
[00:17:53.300 --> 00:17:54.300]  所以你在外面走路,
[00:17:54.300 --> 00:17:57.300]  你多麼可以呼吸新鮮的空氣,
[00:17:57.300 --> 00:17:59.300]  吸收美好的陽光,
[00:17:59.300 --> 00:18:00.300]  可以行盡禱告,
[00:18:00.300 --> 00:18:02.300]  可以一舉好幾得。
[00:18:02.300 --> 00:18:04.300]  所以求神幫助我們,
[00:18:04.300 --> 00:18:05.300]  讓我們有創意的,
[00:18:05.300 --> 00:18:07.300]  能夠有固定的,
[00:18:07.300 --> 00:18:08.300]  而且運動的時間。
[00:18:08.300 --> 00:18:10.300]  年輕人他們可以更有創意。
[00:18:10.300 --> 00:18:11.300]  你看我兩個女兒,
[00:18:11.300 --> 00:18:13.300]  她們可以在後院裏面做什麼?
[00:18:13.300 --> 00:18:15.300]  就是所謂的鬥拳,
[00:18:15.300 --> 00:18:17.300]  可以Keep Boxing,
[00:18:17.300 --> 00:18:18.300]  或者你可以想象很多,
[00:18:18.300 --> 00:18:19.300]  你可以想象出來的,
[00:18:19.300 --> 00:18:21.300]  或者看看這些Video,
[00:18:21.300 --> 00:18:22.300]  全家一起做健身操,
[00:18:22.300 --> 00:18:23.300]  幫助你,
[00:18:23.300 --> 00:18:27.300]  讓你身心靈都健康。
[00:18:27.300 --> 00:18:29.300]  因爲你有健康的身體,
[00:18:29.300 --> 00:18:30.300]  你就會怎麼樣?
[00:18:30.300 --> 00:18:31.300]  你的情感,
[00:18:31.300 --> 00:18:33.300]  你的心靈也一樣健康。
[00:18:33.300 --> 00:18:35.300]  而且當你有健康的身體的時候,
[00:18:35.300 --> 00:18:38.300]  你才能夠爲神繼續做大事。
[00:18:38.300 --> 00:18:41.300]  其實我們只居家隔離才125天,
