
[00:00:00.000 --> 00:00:02.000]  我們再一次同心禱告
[00:01:51.000 --> 00:01:55.000]  還不計15到50歲以外的女性
[00:01:55.000 --> 00:01:59.000]  還有一個很龐大的不計男性
[00:01:59.000 --> 00:02:04.000]  男性這個花費絕對不是小的
[00:02:04.000 --> 00:02:08.000]  人是很重視外表
[00:02:08.000 --> 00:02:11.000]  其實憑外表看人以外貌待人
[00:02:11.000 --> 00:02:14.000]  這個是很普遍的問題
[00:02:14.000 --> 00:02:17.000]  在瑞士洛桑大學有兩個的教授
[00:02:17.000 --> 00:02:19.000]  兩個是經濟學的教授
[00:02:19.000 --> 00:02:20.000]  他做過一個實驗
[00:02:20.000 --> 00:02:25.000]  他要驗證對外貌的喜好
[00:02:25.000 --> 00:02:28.000]  會不會直接影響投票
[00:02:28.000 --> 00:02:34.000]  他拿了2002年法國國會議員的選舉
[00:02:34.000 --> 00:02:37.000]  他拿了候選人的相片
[00:02:37.000 --> 00:02:39.000]  他拿了57組
[00:02:39.000 --> 00:02:41.000]  每組一個是當選的
[00:02:41.000 --> 00:02:43.000]  一個是最高票落選的
[00:02:43.000 --> 00:02:45.000]  即是最接近那兩個
[00:02:45.000 --> 00:02:49.000]  這57組相片就給兩個群組測試
[00:02:49.000 --> 00:02:52.000]  第一個群組是684個大學生
[00:02:52.000 --> 00:02:55.000]  讓他們看看你覺得誰會當選做議員
[00:02:55.000 --> 00:02:59.000]  第二個群組是5到12歲的小童
[00:02:59.000 --> 00:03:01.000]  他就把這些相片放在一個遊戲裏面
[00:03:01.000 --> 00:03:02.000]  一個電腦遊戲
[00:03:02.000 --> 00:03:04.000]  這個遊戲就是選一個船長
[00:03:04.000 --> 00:03:06.000]  就是做你的船的船長
[00:03:06.000 --> 00:03:08.000]  看誰比較厲害就做你的船長
[00:03:08.000 --> 00:03:11.000]  研究結果很有趣
[00:03:11.000 --> 00:03:14.000]  那班大學生有60%
[00:03:14.000 --> 00:03:18.000]  憑外表選那個就是當選那個
[00:03:18.000 --> 00:03:21.000]  而小朋友有64%
[00:03:21.000 --> 00:03:24.000]  就憑外表選那個就是當選那個
[00:03:24.000 --> 00:03:27.000]  這個研究結果顯示甚麼呢
[00:03:27.000 --> 00:03:29.000]  原來單純看外表
[00:03:29.000 --> 00:03:33.000]  跟你當不當選是有正關係的
[00:03:33.000 --> 00:03:34.000]  是有正關係的
[00:03:34.000 --> 00:03:37.000]  跟你隨機隨機就是50%
[00:03:37.000 --> 00:03:39.000]  有些人是60幾%
[00:03:39.000 --> 00:03:43.000]  原來第二個很有趣的結論是甚麼呢
[00:03:43.000 --> 00:03:46.000]  原來就是兒童和成人
[00:03:46.000 --> 00:03:51.000]  他憑外貌判斷的能力是差不多的
[00:03:51.000 --> 00:03:53.000]  即是不要說我們看樣子好像
[00:03:53.000 --> 00:03:56.000]  我判斷這個人是怎樣怎樣
[00:03:56.000 --> 00:03:59.000]  其實小朋友一看樣子跟我們差不多的
[00:03:59.000 --> 00:04:04.000]  甚至如果這個結果是高過我們
[00:04:04.000 --> 00:04:08.000]  憑外貌待人看樣子是很普遍的
[00:04:08.000 --> 00:04:10.000]  在美國呢
[00:04:10.000 --> 00:04:12.000]  這個不是一個很科學化的統計
[00:04:12.000 --> 00:04:17.000]  原來一般高的人當選機會比較大
[00:04:17.000 --> 00:04:21.000]  希望教會不是這樣
[00:04:21.000 --> 00:04:23.000]  在美國普林斯頓大學
[00:04:23.000 --> 00:04:27.000]  有一個心理學的教授叫托杜洛夫
[00:04:27.000 --> 00:04:29.000]  他很認同這個實驗
[00:04:29.000 --> 00:04:34.000]  他說人在任何年紀都會以貌取人
[00:04:34.000 --> 00:04:36.000]  是一個很穩定的表現
[00:04:36.000 --> 00:04:39.000]  任何年紀都會有
[00:04:39.000 --> 00:04:42.000]  小童到長者都會有
[00:04:42.000 --> 00:04:46.000]  問題是我們每個人都有
[00:04:46.000 --> 00:04:49.000]  聖經怎樣看呢
[00:04:49.000 --> 00:04:51.000]  神怎樣看呢
[00:04:51.000 --> 00:04:54.000]  聖經說不可按著外貌待人
[00:04:54.000 --> 00:04:57.000]  我們今天這段經文講得很清楚
[00:04:57.000 --> 00:04:59.000]  不要以貌取人
[00:04:59.000 --> 00:05:04.000]  我們看看雅各在這段經文怎樣教導我們
[00:05:04.000 --> 00:05:06.000]  在第一節他說我的弟兄們
[00:05:06.000 --> 00:05:09.000]  雅各是對著一群信耶穌的人說
[00:05:09.000 --> 00:05:11.000]  即是對著我們說
[00:05:11.000 --> 00:05:15.000]  你們信奉我們榮耀的主耶穌基督
[00:05:15.000 --> 00:05:19.000]  就不可按著外貌待人
[00:05:19.000 --> 00:05:23.000]  按外貌待人其實希臘文是一個複合字
[00:05:23.000 --> 00:05:25.000]  由兩個字組成
[00:05:25.000 --> 00:05:27.000]  第一個字是面貌
[00:05:27.000 --> 00:05:29.000]  是面貌或者面具
[00:05:29.000 --> 00:05:32.000]  第二個字是拿著
[00:05:32.000 --> 00:05:35.000]  直譯是拿著面具
[00:05:35.000 --> 00:05:39.000]  你見到甚麼人就戴甚麼面具
[00:05:39.000 --> 00:05:42.000]  即是你見到一個人有甚麼衣著
[00:05:42.000 --> 00:05:46.000]  甚麼容貌、職業、社會地位、知名度、財富
[00:05:46.000 --> 00:05:50.000]  就用不同的面孔去對這個人
[00:05:50.000 --> 00:05:53.000]  而在原文這句結構其實是
[00:05:53.000 --> 00:05:56.000]  你們有對主耶穌基督的信心
[00:05:56.000 --> 00:06:00.000]  就不可以有以貌取人
[00:06:00.000 --> 00:06:04.000]  而這個「有」字其實是一個命令式的動詞
[00:06:04.000 --> 00:06:06.000]  即是如果你信耶穌
[00:06:06.000 --> 00:06:09.000]  就一定不可以以貌取人
[00:06:09.000 --> 00:06:11.000]  如果你以貌取人
[00:06:11.000 --> 00:06:13.000]  你就不是信耶穌
[00:06:13.000 --> 00:06:17.000]  亞各體這個問題是斬釘截鐵
[00:06:17.000 --> 00:06:21.000]  以貌取人是違背信仰和信仰背道而馳
[00:06:21.000 --> 00:06:23.000]  所以頂姐妹
[00:06:23.000 --> 00:06:25.000]  以貌取人不是一個小問題
[00:06:25.000 --> 00:06:29.000]  是一個信仰上大是大非的問題
[00:06:29.000 --> 00:06:33.000]  信耶穌的人不應該以貌取人
[00:06:33.000 --> 00:06:38.000]  在舊約的新明記第十章第十七到十八節
[00:06:38.000 --> 00:06:42.000]  耶和華是萬神之神、萬主之主
[00:06:42.000 --> 00:06:45.000]  是偉大、強有力、可畏的神
[00:06:45.000 --> 00:06:49.000]  不看人的情面亦不受賄賂
[00:06:49.000 --> 00:06:53.000]  神的性情是不會以貌取人
[00:06:53.000 --> 00:06:56.000]  祂期望信祂的人都是這樣
[00:06:56.000 --> 00:06:58.000]  以貌取人是很嚴重的
[00:06:58.000 --> 00:07:02.000]  是違反神的性情、違反信仰
[00:07:02.000 --> 00:07:04.000]  我們要留意在這一段
[00:07:04.000 --> 00:07:07.000]  亞各怎樣形容耶穌基督呢?
[00:07:07.000 --> 00:07:12.000]  亞各說這是榮耀的主耶穌基督
[00:07:12.000 --> 00:07:15.000]  耶穌這個字在第一章第一節都用過
[00:07:15.000 --> 00:07:17.000]  他沒有用榮耀這個字
[00:07:17.000 --> 00:07:22.000]  在這裡亞各我們相信是刻意加上榮耀這個字
[00:07:22.000 --> 00:07:26.000]  我們推斷亞各用榮耀的主耶穌基督
[00:07:26.000 --> 00:07:30.000]  是想表達耶穌在這個世界的時候
[00:07:30.000 --> 00:07:34.000]  祂也是被人憑外貌去對待
[00:07:34.000 --> 00:07:35.000]  耶穌是誰?
[00:07:35.000 --> 00:07:38.000]  木匠的兒子在馬槽出世
[00:07:38.000 --> 00:07:41.000]  無家營美容、無財無勢
[00:07:41.000 --> 00:07:44.000]  以致人看不到祂的榮耀
[00:07:44.000 --> 00:07:46.000]  但亞各似乎要暗示
[00:07:46.000 --> 00:07:49.000]  我們曾經這樣對待過耶穌
[00:07:49.000 --> 00:07:52.000]  看不到祂的榮耀、以貌取神
[00:07:52.000 --> 00:07:55.000]  我們不要這樣再錯下去
[00:07:55.000 --> 00:07:57.000]  我們不要以貌取人
[00:07:57.000 --> 00:08:00.000]  以貌取人、失之止於
[00:08:00.000 --> 00:08:02.000]  沒有了學生
[00:08:02.000 --> 00:08:04.000]  如果我們以貌取人
[00:08:04.000 --> 00:08:07.000]  在信仰上有衝突
[00:08:07.000 --> 00:08:14.000]  我們有沒有輕視這件事的嚴重性或者破壞性?
[00:08:14.000 --> 00:08:16.000]  很嚴重的可以
[00:08:16.000 --> 00:08:19.000]  亞各接著舉了一個實例
[00:08:19.000 --> 00:08:21.000]  去印證不要以貌取人
[00:08:21.000 --> 00:08:25.000]  我想大家幫我讀一讀第二到第四節好不好?
[00:08:25.000 --> 00:08:27.000]  在這個程序裏面
[00:08:27.000 --> 00:08:30.000]  若有一個人戴著金戒指
[00:08:30.000 --> 00:08:34.000]  穿著華麗的衣服進入你們的會堂
[00:08:34.000 --> 00:08:38.000]  又有一個窮人穿著骯髒的衣服也進去
[00:08:38.000 --> 00:08:42.000]  而你們只看中那穿華麗衣服的人
[00:08:42.000 --> 00:08:43.000]  請坐在這裏
[00:08:43.000 --> 00:08:45.000]  又對那窮人說
[00:08:45.000 --> 00:08:49.000]  你站在那裏或坐在我腳跟旁
[00:08:49.000 --> 00:08:51.000]  這豈不是你們偏心待人
[00:08:51.000 --> 00:08:54.000]  用惡意評斷人嗎?
[00:08:54.000 --> 00:08:57.000]  在原文第二到第四節是一句句子
[00:08:57.000 --> 00:08:58.000]  是一句長句子
[00:08:58.000 --> 00:09:02.000]  它說到有一個穿得很漂亮的人進入會堂
[00:09:02.000 --> 00:09:06.000]  有一個穿得很骯髒的人進入會堂
[00:09:06.000 --> 00:09:11.000]  他們受到極之不同極之不公平的對待
[00:09:11.000 --> 00:09:13.000]  他們重負輕貧
[00:09:13.000 --> 00:09:17.000]  重負輕貧就是以貌取人的表現
[00:09:17.000 --> 00:09:20.000]  不可按外貌待人
[00:09:20.000 --> 00:09:23.000]  在這個詞語的文法結構
[00:09:23.000 --> 00:09:30.000]  其實是表示你要停止進行某一樣你進行中的行動
[00:09:30.000 --> 00:09:32.000]  如果較精準的譯法
[00:09:32.000 --> 00:09:35.000]  可以譯作不可再按外貌待人
[00:09:35.000 --> 00:09:37.000]  你不要再這樣做
[00:09:37.000 --> 00:09:39.000]  如果這樣看
[00:09:39.000 --> 00:09:42.000]  修信人曾經犯過這個毛病
[00:09:42.000 --> 00:09:45.000]  他們應該是曾經以貌取人
[00:09:45.000 --> 00:09:48.000]  這是一個真實的情況
[00:09:48.000 --> 00:09:53.000]  所以雅各用這個真實的例子去支持他所說的話
[00:09:53.000 --> 00:09:55.000]  那個說服力亦都較強
[00:09:55.000 --> 00:09:59.000]  我們看看這是一個什麼樣的場景呢?
[00:09:59.000 --> 00:10:03.000]  說會堂是猶太人敬拜的地方
[00:10:03.000 --> 00:10:07.000]  所以這裡可能是一個崇拜的場景
[00:10:07.000 --> 00:10:10.000]  但有沒有其他可能性呢?
[00:10:10.000 --> 00:10:12.000]  有幾個因素我們可以看一看
[00:10:12.000 --> 00:10:15.000]  其實這一段加上這一段的下面
[00:10:15.000 --> 00:10:20.000]  如果你有聖經可以看第二章的第八到十三節
[00:10:20.000 --> 00:10:24.000]  整個段落你會發覺在第四節有審判官
[00:10:24.000 --> 00:10:25.000]  有異念
[00:10:25.000 --> 00:10:27.000]  第六節有公堂
[00:10:27.000 --> 00:10:29.000]  第九節有定為犯法
[00:10:29.000 --> 00:10:31.000]  第十二節有受審判
[00:10:31.000 --> 00:10:32.000]  十三節有審判
[00:10:32.000 --> 00:10:36.000]  這些全部都是法律或者是法庭的用語
[00:10:36.000 --> 00:10:38.000]  重複出現
[00:10:38.000 --> 00:10:44.000]  所以暗示這個會堂有可能是一個宗教法庭
[00:10:44.000 --> 00:10:46.000]  另外一個原因
[00:10:46.000 --> 00:10:49.000]  坐在這裏站在那裏坐在我腳椅旁
[00:10:49.000 --> 00:10:53.000]  這些字是較適合用於一個法庭的場景
[00:10:53.000 --> 00:10:55.000]  多於崇拜的場景
[00:10:55.000 --> 00:10:59.000]  你崇拜你會不會說你坐在那裏你站在那裏
[00:10:59.000 --> 00:11:00.000]  不會的
[00:11:00.000 --> 00:11:01.000]  因為大家都是坐
[00:11:01.000 --> 00:11:03.000]  大家都是站
[00:11:03.000 --> 00:11:06.000]  這個是法庭的場景多於崇拜的場景
[00:11:06.000 --> 00:11:07.000]  第三個原因
[00:11:07.000 --> 00:11:09.000]  我的腳椅旁
[00:11:09.000 --> 00:11:12.000]  這個可能是指法官的腳椅
[00:11:12.000 --> 00:11:15.000]  叫人坐在法官的腳椅
[00:11:15.000 --> 00:11:17.000]  在當時是什麽
[00:11:17.000 --> 00:11:19.000]  將你視為一個敗訴者
[00:11:19.000 --> 00:11:21.000]  你輸了
[00:11:21.000 --> 00:11:25.000]  所以更加凸顯這個可能是一個很偏私的
[00:11:25.000 --> 00:11:27.000]  不公平的審訊
[00:11:27.000 --> 00:11:29.000]  所以如果這樣看
[00:11:29.000 --> 00:11:32.000]  有可能這個場景不是崇拜
[00:11:32.000 --> 00:11:35.000]  是一個宗教法庭的場景
[00:11:35.000 --> 00:11:37.000]  在這個法庭裏面
[00:11:37.000 --> 00:11:39.000]  那些窮的人來到
[00:11:39.000 --> 00:11:40.000]  輸定了
[00:11:40.000 --> 00:11:42.000]  因為偏私的
[00:11:42.000 --> 00:11:43.000]  不公平的
[00:11:43.000 --> 00:11:44.000]  按外貌待人
[00:11:44.000 --> 00:11:46.000]  我想起我自己
[00:11:46.000 --> 00:11:47.000]  我岳父
[00:11:47.000 --> 00:11:49.000]  我岳父在内地做生意
[00:11:49.000 --> 00:11:51.000]  他做生意
[00:11:51.000 --> 00:11:53.000]  就和人打官司
[00:11:53.000 --> 00:11:57.000]  因為對方其實想侵吞他的工廠和他的生意
[00:11:57.000 --> 00:12:00.000]  和人打官司被人告
[00:12:00.000 --> 00:12:02.000]  我就出錢幫他打官司
[00:12:02.000 --> 00:12:04.000]  怎料打到輸了
[00:12:04.000 --> 00:12:05.000]  沒有一場贏的
[00:12:05.000 --> 00:12:08.000]  我就托人去詢問
[00:12:08.000 --> 00:12:11.000]  因為他在江蘇那邊
[00:12:11.000 --> 00:12:14.000]  究竟什麼原因打到輸了
[00:12:14.000 --> 00:12:17.000]  原來我發覺對方是認識那個官
[00:12:17.000 --> 00:12:19.000]  你沒得打
[00:12:19.000 --> 00:12:20.000]  你在內地沒得打
[00:12:20.000 --> 00:12:22.000]  這個人一定是很偏私的
[00:12:22.000 --> 00:12:25.000]  我岳父你什麼都不要做
[00:12:25.000 --> 00:12:28.000]  就是收起來當生意就回香港
[00:12:28.000 --> 00:12:30.000]  你一定輸
[00:12:30.000 --> 00:12:33.000]  面對這些不公義的審訊
[00:12:33.000 --> 00:12:36.000]  其實你最憤怒的是誰呢
[00:12:36.000 --> 00:12:39.000]  你最氣憤的是誰呢
[00:12:39.000 --> 00:12:41.000]  可能就是那個以貌取人
[00:12:41.000 --> 00:12:43.000]  偏心待人的人
[00:12:43.000 --> 00:12:45.000]  可能是法官
[00:12:45.000 --> 00:12:47.000]  可能是其他人
[00:12:47.000 --> 00:12:51.000]  雅各去稱呼這些重婦輕貧的人
[00:12:51.000 --> 00:12:53.000]  是偏心待人
[00:12:53.000 --> 00:12:55.000]  用惡意去評斷人
[00:12:55.000 --> 00:12:57.000]  偏心待人是一個很有趣的字
[00:12:57.000 --> 00:12:59.000]  是一個複合字
[00:12:59.000 --> 00:13:02.000]  這個字前半是解分割
[00:13:02.000 --> 00:13:05.000]  後半是解審判
[00:13:05.000 --> 00:13:07.000]  審訊
[00:13:07.000 --> 00:13:10.000]  所以這個字的意思是很割裂地去判斷
[00:13:10.000 --> 00:13:12.000]  割裂地去審訊
[00:13:12.000 --> 00:13:14.000]  是側重一方
[00:13:14.000 --> 00:13:17.000]  很明顯是側重那一方
[00:13:17.000 --> 00:13:19.000]  有錢那一方
[00:13:19.000 --> 00:13:21.000]  有權有勢那一方
[00:13:21.000 --> 00:13:24.000]  這樣做就是一個心懷惡意的審判官
[00:13:24.000 --> 00:13:30.000]  用惡意待人懸民的意思就是心懷惡意的審判官
[00:13:30.000 --> 00:13:34.000]  以貌取人最大的問題是什麼呢
[00:13:34.000 --> 00:13:37.000]  就是我們坐了神的位
[00:13:37.000 --> 00:13:40.000]  我們以為自己是一個審判官
[00:13:40.000 --> 00:13:43.000]  和我們是一個惡意的審判官
[00:13:43.000 --> 00:13:45.000]  這個是最大的問題
[00:13:45.000 --> 00:13:49.000]  為什麼聖經說以貌取人這麼嚴重呢
[00:13:49.000 --> 00:13:51.000]  是我們坐了神的位
[00:13:51.000 --> 00:13:55.000]  我去判還是惡意的判斷
[00:13:55.000 --> 00:13:59.000]  在美國在加州有一對夫婦
[00:13:59.000 --> 00:14:02.000]  太太和丈夫有一天起床
[00:14:02.000 --> 00:14:04.000]  哈佛大學的校長
[00:14:04.000 --> 00:14:08.000]  太太穿著一件很殘舊的衣服
[00:14:08.000 --> 00:14:11.000]  丈夫穿著一件很便宜的西裝
[00:14:11.000 --> 00:14:13.000]  去到哈佛大學
[00:14:13.000 --> 00:14:16.000]  找個秘書說我想見校長
[00:14:16.000 --> 00:14:20.000]  秘書一看到這對夫婦這樣的外表
[00:14:20.000 --> 00:14:24.000]  肯定和哈佛沒有什麼業務來往
[00:14:24.000 --> 00:14:27.000]  校長就沒空不會見你
[00:14:27.000 --> 00:14:30.000]  這對夫婦說我有些重要事想見校長
[00:14:30.000 --> 00:14:32.000]  秘書說那你等吧
[00:14:32.000 --> 00:14:34.000]  一等等了幾個小時
[00:14:34.000 --> 00:14:36.000]  這對年老夫婦繼續在等
[00:14:36.000 --> 00:14:38.000]  秘書有點不耐煩
[00:14:38.000 --> 00:14:40.000]  也要打發她走
[00:14:40.000 --> 00:14:44.000]  跟校長說有一對夫婦想見你
[00:14:44.000 --> 00:14:47.000]  你隨便說兩句打發她走
[00:14:47.000 --> 00:14:50.000]  校長很不耐煩地同意了
[00:14:50.000 --> 00:14:54.000]  很有架子地也很不甘心情願
[00:14:54.000 --> 00:14:56.000]  去接見這對夫婦
[00:14:56.000 --> 00:14:59.000]  太太就跟校長說
[00:14:59.000 --> 00:15:02.000]  我有個兒子曾經在哈佛讀書
[00:15:02.000 --> 00:15:04.000]  他很喜歡這間大學
[00:15:04.000 --> 00:15:06.000]  很喜歡這個校園
[00:15:06.000 --> 00:15:09.000]  但是我兒子去年去世了
[00:15:09.000 --> 00:15:10.000]  我和我先生商量
[00:15:10.000 --> 00:15:12.000]  很想在這個校園裏面
[00:15:12.000 --> 00:15:15.000]  為他立一個紀念的東西
[00:15:15.000 --> 00:15:18.000]  這個校長不單沒有被感動
[00:15:18.000 --> 00:15:21.000]  這個校長還很粗聲粗氣地跟他說
[00:15:21.000 --> 00:15:25.000]  我們不能夠為每一個讀過哈佛
[00:15:25.000 --> 00:15:27.000]  而離開世界的學生
[00:15:27.000 --> 00:15:28.000]  去立一個雕像
[00:15:28.000 --> 00:15:29.000]  如果這樣的話
[00:15:29.000 --> 00:15:30.000]  哈佛就變成了一個墓地
[00:15:30.000 --> 00:15:32.000]  全部都是雕像
[00:15:32.000 --> 00:15:33.000]  這個太太就說
[00:15:33.000 --> 00:15:34.000]  不是 我不是這個意思
[00:15:34.000 --> 00:15:36.000]  我不是想立一個雕像
[00:15:36.000 --> 00:15:39.000]  我是想建一棟樓之類的東西
[00:15:39.000 --> 00:15:41.000]  這個校長再看一看這對夫婦
[00:15:41.000 --> 00:15:43.000]  這樣的款式
[00:15:43.000 --> 00:15:46.000]  你知不知道現在建一棟大樓
[00:15:46.000 --> 00:15:49.000]  要750萬美金
[00:15:49.000 --> 00:15:52.000]  這個太太就安靜下來
[00:15:52.000 --> 00:15:53.000]  校長很高興
[00:15:53.000 --> 00:15:55.000]  以為你還知難而退
[00:15:55.000 --> 00:15:57.000]  你現在才走
[00:15:57.000 --> 00:15:59.000]  這個太太就看著她的丈夫
[00:15:59.000 --> 00:16:03.000]  原來750萬可以建一棟樓
[00:16:03.000 --> 00:16:05.000]  來紀念我們的兒子
[00:16:05.000 --> 00:16:06.000]  為什麼我們不捐錢
[00:16:06.000 --> 00:16:10.000]  建一棟大學去紀念我們的兒子呢
[00:16:10.000 --> 00:16:11.000]  這個丈夫就點頭
[00:16:11.000 --> 00:16:15.000]  就離開了哈佛大學校長的辦公室
[00:16:15.000 --> 00:16:18.000]  這位先生叫利蘭·史丹佛
[00:16:18.000 --> 00:16:22.000]  他在1891年建立了史丹佛大學
[00:16:22.000 --> 00:16:24.000]  去紀念他的兒子
[00:16:24.000 --> 00:16:25.000]  這個流傳的故事
[00:16:25.000 --> 00:16:30.000]  在史丹佛大學的網站可以找到
[00:16:30.000 --> 00:16:32.000]  很有意思
[00:16:32.000 --> 00:16:33.000]  孔子以貌取人
[00:16:33.000 --> 00:16:34.000]  沒有了學生
[00:16:34.000 --> 00:16:36.000]  沒有了子羽
[00:16:36.000 --> 00:16:39.000]  這個校長以貌取人
[00:16:39.000 --> 00:16:41.000]  可能沒有了很多東西
[00:16:41.000 --> 00:16:43.000]  但如果我們以貌取人
[00:16:43.000 --> 00:16:46.000]  甚至以貌取神
[00:16:46.000 --> 00:16:49.000]  我們的損失難以估計
[00:16:49.000 --> 00:16:53.000]  所以是很嚴重很嚴重的一件事
[00:16:53.000 --> 00:16:57.000]  所以雅各華告訴我們有原因
[00:16:57.000 --> 00:17:00.000]  我們以貌取人這麼大問題是有原因
[00:17:00.000 --> 00:17:02.000]  在第五到第七節
[00:17:02.000 --> 00:17:03.000]  我想大家幫我讀一讀
[00:17:03.000 --> 00:17:06.000]  第五到第七節
[00:17:06.000 --> 00:17:08.000]  我親愛的弟兄們
[00:17:08.000 --> 00:17:09.000]  請聽
[00:17:09.000 --> 00:17:12.000]  神豈不是揀選了世上的貧窮人
[00:17:12.000 --> 00:17:15.000]  使他們在信心上付足
[00:17:15.000 --> 00:17:19.000]  承受他所應許給那些愛他之人的國嗎
[00:17:19.000 --> 00:17:22.000]  你們卻羞辱貧窮的人
[00:17:22.000 --> 00:17:23.000]  欺壓你們
[00:17:23.000 --> 00:17:25.000]  拉你們到公堂去的
[00:17:25.000 --> 00:17:28.000]  不就是這些富有的人嗎
[00:17:28.000 --> 00:17:32.000]  誹謗為你們求告時所奉的尊名的
[00:17:32.000 --> 00:17:35.000]  不就是他們嗎
[00:17:35.000 --> 00:17:37.000]  雅各在這裡說了兩個原因
[00:17:37.000 --> 00:17:39.000]  為什麼不要重負輕貧
[00:17:39.000 --> 00:17:41.000]  不要以貌取人
[00:17:41.000 --> 00:17:45.000]  他說神揀選了世上的貧窮人
[00:17:45.000 --> 00:17:48.000]  使他們在信心上付足
[00:17:48.000 --> 00:17:53.000]  並承受他所應許給那些愛他之人的國
[00:17:53.000 --> 00:17:55.000]  以貌取人不重負輕貧
[00:17:55.000 --> 00:17:56.000]  第一個原因
[00:17:56.000 --> 00:18:01.000]  這是神的心意
[00:18:01.000 --> 00:18:03.000]  神揀選世上的貧窮人
[00:18:03.000 --> 00:18:05.000]  從世界的標準來看
[00:18:05.000 --> 00:18:07.000]  這些是貧窮人
[00:18:07.000 --> 00:18:09.000]  在物質上的貧窮
[00:18:09.000 --> 00:18:11.000]  神令他們在信心上付足
[00:18:11.000 --> 00:18:13.000]  從信仰的角度來看
[00:18:13.000 --> 00:18:15.000]  這些是付足
[00:18:15.000 --> 00:18:19.000]  你會問 咦 上帝也有問題
[00:18:19.000 --> 00:18:21.000]  上帝不是重負輕貧
[00:18:21.000 --> 00:18:23.000]  不過上帝是重貧輕負
[00:18:23.000 --> 00:18:25.000]  上帝是不是一樣以貌取人
[00:18:25.000 --> 00:18:28.000]  不要誤會 不是這樣
[00:18:28.000 --> 00:18:30.000]  能夠承受神的國
[00:18:30.000 --> 00:18:32.000]  不是你貧窮
[00:18:32.000 --> 00:18:34.000]  不是你有錢沒錢
[00:18:34.000 --> 00:18:36.000]  條件是信心
[00:18:36.000 --> 00:18:37.000]  是對神的愛
[00:18:37.000 --> 00:18:39.000]  這個愛字
[00:18:39.000 --> 00:18:43.000]  原文文法的表達是一個持續的愛
[00:18:43.000 --> 00:18:47.000]  唯有你信上帝你持續的愛神
[00:18:47.000 --> 00:18:50.000]  你才能夠承受神的國
[00:18:50.000 --> 00:18:54.000]  貧窮本身不能夠幫我們
[00:18:54.000 --> 00:18:57.000]  能夠進入神的國
[00:18:57.000 --> 00:19:01.000]  所以神許不重負輕貧
[00:19:01.000 --> 00:19:03.000]  雅各在這裡說
[00:19:03.000 --> 00:19:05.000]  神也不是重貧輕負
[00:19:05.000 --> 00:19:08.000]  雅各在這裡說的意思是什麼呢
[00:19:08.000 --> 00:19:10.000]  你們重負輕貧
[00:19:10.000 --> 00:19:12.000]  輕視貧窮人
[00:19:12.000 --> 00:19:15.000]  但是神仍然看顧貧窮人
[00:19:15.000 --> 00:19:18.000]  就是說神的心意是不應該重負輕貧
[00:19:18.000 --> 00:19:20.000]  也不應該以貌取人
[00:19:20.000 --> 00:19:24.000]  在第六節的開頭原文有一個但字
[00:19:24.000 --> 00:19:25.000]  但是
